[00:00:00.009 --> 00:00:01.754]  Alex Jones Broadcasting Network.
[00:03:44.815 --> 00:03:46.656]  He's kind of the Americana story.
[00:03:46.676 --> 00:03:51.418]  I need to get Jesse James in here someday as well because he's not scared to talk about guns and liberty and freedom.
[00:03:52.618 --> 00:03:56.960]  There's so many people who know what's going on who will not come on the show.
[00:03:58.058 --> 00:03:58.979]  Like Bruce Willis.
[00:03:59.659 --> 00:04:01.280]  And again, I'm not calling out Bruce Willis.
[00:04:01.740 --> 00:04:04.401]  It's not his job to come out and say his view on the New World Order.
[00:04:04.802 --> 00:04:11.525]  Though he told Vanity Fair that he's woken up to the New World Order and that the left and right are controlled and that the same people that killed Kennedy are running the country today.
[00:04:12.065 --> 00:04:13.226]  It's just that it's frustrating.
[00:04:13.286 --> 00:04:18.148]  Imagine if Bruce Willis, he's a smart guy, has a lot of political pull.
[00:04:18.168 --> 00:04:19.569]  He's never really been political.
[00:04:19.589 --> 00:04:20.370]  People listen to him.
[00:04:20.870 --> 00:04:21.690]  Good looking guy.
[00:04:21.850 --> 00:04:22.891]  Imagine if he came out.
[00:04:24.552 --> 00:04:26.213]  People like Rick Linklater have come out on the show.
[00:04:27.372 --> 00:04:28.113]  Many, many others.
[00:04:29.093 --> 00:04:34.338]  I guess Mike Judge has come on the show and criticized the corrupt system and kind of the mafia of the Democrats.
[00:04:34.398 --> 00:04:36.459]  And he said, I was never a Democrat or a Republican.
[00:04:37.080 --> 00:04:38.921]  I'm liberal on some issues, conservative on others.
[00:04:38.941 --> 00:04:48.949]  But he said the bullying of the Democrats and the IRS stuff and the way they act, I mean, it's just... And Michael Moore with his bodyguards and then, you know, saying, I can't own a gun.
[00:04:48.969 --> 00:04:50.510]  He said it really turned him against them.
[00:04:50.931 --> 00:04:52.272]  And I think that's what's going on here.
[00:04:52.292 --> 00:04:53.112]  But that's a side issue.
[00:04:53.533 --> 00:04:54.774]  I just always admire the courage.
[00:04:56.212 --> 00:05:00.136]  Yeah, even if it's the lead singer of Ministry coming on the show who's a listener.
[00:05:00.997 --> 00:05:02.519]  And the point is, is that they've got courage.
[00:05:03.159 --> 00:05:04.781]  Because believe me, the system comes after you.
[00:05:04.801 --> 00:05:06.583]  But what happens when everybody starts going public?
[00:05:07.223 --> 00:05:07.504]  Aha!
[00:05:09.048 --> 00:05:13.654]  Why does the United States spend the largest percentage of GDP in the world on healthcare?
[00:05:13.774 --> 00:05:16.738]  Why do we have the highest cancer rates on the planet?
[00:05:16.898 --> 00:05:22.145]  The highest rates of diabetes, autism, and every other major disease.
[00:05:22.465 --> 00:05:24.127]  It all comes down to one thing.
[00:05:24.407 --> 00:05:25.729]  We are what we eat.
[00:05:26.050 --> 00:05:27.952]  Our food is devoid of nutrition.
[00:05:28.152 --> 00:05:28.552]  I don't know.
[00:05:46.667 --> 00:05:53.591]  The site is literally packed with audio and video featuring top health professionals who don't bow down to Big Pharma.
[00:05:53.731 --> 00:05:59.534]  The fight against the New World Order starts with you, and you can't stand against the machine of your sick, tired, and obese.
[00:05:59.774 --> 00:06:05.717]  When you visit InfoWarsHealth.com, be sure and check out the catalog with nearly 400 life-changing products.
[00:06:05.957 --> 00:06:08.499]  And get free shipping when you sign up for AutoShip.
[00:06:08.959 --> 00:06:11.540]  Hi folks, Alex Jones here with some important information.
[00:06:11.800 --> 00:06:15.042]  I want to tell you about Matt Redhawk and his team of patriots
[00:06:15.182 --> 00:06:16.643]  Over at My Patriot Supply.
[00:06:16.904 --> 00:06:24.791]  Several years ago, Matt was sitting in his two-bedroom apartment, frustrated with the direction this country was headed and the charlatans willing to sell us out for a quick buck.
[00:06:25.031 --> 00:06:29.355]  Deciding to take action, a company run by Patriots for Patriots was born.
[00:06:29.575 --> 00:06:33.379]  My Patriot Supply has never taken a loan or accepted outside funding.
[00:06:33.519 --> 00:06:39.220]  They now operate two distribution facilities and employ over 50 hard-working American men and women.
[00:06:39.460 --> 00:06:42.261]  It is rare to find companies who practice what they preach.
[00:06:42.641 --> 00:06:47.862]  And that's why I stock my pantry with high-quality, storable foods from My Patriot Supply.
[00:06:48.002 --> 00:06:56.124]  Go to mypatriotsupply.com forward slash alex today for special offers on emergency food storage or call their preparedness specialist at 866-229-0927.
[00:06:56.184 --> 00:06:56.364]  That's 866-229-0927.
[00:07:03.066 --> 00:07:03.387]  We're good.
[00:07:08.789 --> 00:07:12.131]  The globalist social engineers are not just targeting us with propaganda.
[00:07:12.231 --> 00:07:14.472]  They are manipulating our genetics.
[00:07:14.653 --> 00:07:22.938]  We are being targeted at every level by estrogen mimickers that lower our testosterone and other hormones and natural compounds that the body needs.
[00:07:23.238 --> 00:07:33.444]  After consulting top doctors, nutritionists, pharmacists and others, we have developed what I believe is the ultimate, non-GMO, organic, super male vitality formula.
[00:07:33.784 --> 00:07:47.192]  Sourced from powerful organic herbs and then concentrated for maximum potency, Super Male Vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[00:07:47.592 --> 00:07:54.937]  Super Male Vitality by InfoWars Life is so powerful that I only take half the recommended dose for a limited time.
[00:07:55.137 --> 00:08:02.544]  We are offering 15% off Supermail Vitality at Infowarslife.com to introduce you to this powerful supplement.
[00:08:02.664 --> 00:08:06.648]  Visit Infowarslife.com today to secure your Supermail Vitality.
[00:08:06.828 --> 00:08:07.669]  Infowarslife.com.
[00:08:26.886 --> 00:08:35.314]  We now take you live to the Central Texas Command Center and the heart of the resistance.
[00:08:35.774 --> 00:08:37.476]  The Alex Jones Show.
[00:08:37.916 --> 00:08:40.438]  Because there is a war on for your mind.
[00:08:41.379 --> 00:08:41.960]  That's right!
[00:08:42.120 --> 00:08:44.642]  We are waging war on corruption!
[00:08:48.446 --> 00:08:51.889]  Monday through Friday 11 a.m.
[00:08:51.929 --> 00:08:52.529]  to 2 p.m.
[00:08:52.589 --> 00:08:52.930]  Central
[00:08:54.601 --> 00:08:57.002]  We're live, my friends, broadcasting worldwide.
[00:08:58.443 --> 00:09:00.984]  Then we return Sundays, and I'll be hosting this Sunday.
[00:09:01.004 --> 00:09:01.964]  It was David Knight last Sunday.
[00:09:01.984 --> 00:09:02.605]  He did a great job.
[00:09:03.385 --> 00:09:04.726]  I'll be hosting 4 to 6 p.m.
[00:09:04.766 --> 00:09:09.628]  Central with the Sunday transmission.
[00:09:12.889 --> 00:09:17.031]  I want to wish all of you a great Valentine's Day today.
[00:09:21.658 --> 00:09:23.939]  They're gonna break the chains!
[00:09:24.640 --> 00:09:26.821]  You can't stop them!
[00:09:27.061 --> 00:09:33.044]  Balls to the walls, folks.
[00:09:35.933 --> 00:09:36.673]  You know what that means?
[00:09:36.773 --> 00:09:43.156]  It means, in an airplane, in the old days, like in a B-17, when they'd ram the throttle all the way forward, all the way to the wall.
[00:09:44.096 --> 00:09:46.277]  This particular song's about knocking down the Berlin Wall.
[00:09:48.058 --> 00:09:49.158]  Take the balls to the walls.
[00:09:49.539 --> 00:09:51.659]  Alright, ladies and gentlemen, again, it is Friday.
[00:09:51.699 --> 00:09:52.680]  Thank you so much for joining us.
[00:09:53.380 --> 00:09:54.460]  I was not here yesterday.
[00:09:54.480 --> 00:10:00.101]  You know, I thought as I went out and shot a bunch of guns up close and might have breathed in some of the gunpowder, that's why I had a sore throat.
[00:10:00.602 --> 00:10:03.982]  Turns out I had a fever the last few days and finally decided to check it and did have about 101.
[00:10:04.022 --> 00:10:08.403]  And so I didn't come into work yesterday.
[00:10:08.423 --> 00:10:14.344]  In the old days, I would come in with a fever, but I just, I just did not want to sound like a toad on air.
[00:10:14.384 --> 00:10:15.345]  But I'm here today.
[00:10:15.405 --> 00:10:16.645]  My fever broke last night.
[00:10:17.865 --> 00:10:30.334]  And I did a little bit of light exercise this morning and so I am here today trying not to have a giant coughing fit because I feel like I have fire ants in my lungs right now.
[00:10:31.334 --> 00:10:40.881]  But I am here, and I'm very thankful that you have tuned in for this Friday, Valentine's Day, February 14th, 2014.
[00:10:41.502 --> 00:10:42.422]  Goodness gracious!
[00:10:42.923 --> 00:10:47.787]  Saints alive, it is hard to keep saying 2014, even though we're already halfway in.
[00:10:47.807 --> 00:10:50.589]  It's a short month, 28 days, February.
[00:10:51.009 --> 00:10:57.194]  We are already halfway in, ladies and gentlemen, to the second month of 2014.
[00:10:57.234 --> 00:10:57.874]  Absolutely incredible.
[00:11:01.991 --> 00:11:16.445]  We do have the lead singer of Korn, who's got some... Jonathan Davies, who is a critic of the New World Order, the One World Government, and our Lord and Savior, as Jamie Foxx calls him, Barack Obama.
[00:11:16.845 --> 00:11:21.750]  So he's going to commit massive heresy and sacrilege speaking out against the dear leader
[00:11:22.290 --> 00:11:25.231]  That doesn't mean he doesn't support the Republicans, it just means he doesn't support Obama.
[00:11:25.452 --> 00:11:29.854]  It's kind of like going to a used car dealership and they have two cars for sale and you decide you don't want either one.
[00:11:29.874 --> 00:11:33.135]  We're going to be talking about that with him for about 30 minutes at the start of the third hour.
[00:11:33.736 --> 00:11:48.183]  And then Mark Moreno will be joining us to talk about the record cold and the record northern and southern ice caps and what's happening with the sun and the fact that CBS News and others are saying all of this is happening.
[00:11:49.304 --> 00:11:50.565]  All of this is unfolding.
[00:11:51.425 --> 00:11:54.166]  All of this is going on because of global warming.
[00:11:54.186 --> 00:12:07.291]  If you just pay Al Gore and Obama and literally the Rothschilds and Rockefellers and George Soros money to the Chicago and New York and London climate exchanges, everything would be okay.
[00:12:07.311 --> 00:12:09.172]  And here's the Hill newspaper right now.
[00:12:09.192 --> 00:12:17.435]  Headline, Obama to pitch $1 million climate change resilience fund in California.
[00:12:18.390 --> 00:12:23.132]  The fund would be needed to be approved by Congress and intended to help communities deal with negative weather.
[00:12:23.913 --> 00:12:25.713]  That's the result of climate change.
[00:12:25.733 --> 00:12:31.236]  They're going to pay people when you have normal, you know, weather fluctuations, drought, floods, you name it.
[00:12:31.576 --> 00:12:33.517]  The only thing that's normal is that you do have fluctuations.
[00:12:33.537 --> 00:12:34.837]  The only thing normal is climate change.
[00:12:35.378 --> 00:12:37.759]  Well, they'll pay you to sign on and agree to it.
[00:12:38.399 --> 00:12:40.920]  Like an indulgence, or I guess like faith-based initiatives.
[00:12:41.480 --> 00:12:46.883]  President Obama will pitch the new billion-dollar climate resilience fund during a visit Friday to California.
[00:12:47.503 --> 00:12:55.467]  Obama is touting the fund during a trip to California, which has been devastated by drought that is threatening the Central Valley's agricultural production.
[00:12:56.627 --> 00:13:02.570]  Why'd you shut down all the northern lake locks, claiming it's for some sucker fish that's not even indigenous?
[00:13:05.905 --> 00:13:09.589]  Five years ago, they shut the water off in Klamath and other areas and a bunch of other lakes.
[00:13:10.069 --> 00:13:11.691]  They're just brimming with water right now.
[00:13:13.592 --> 00:13:16.615]  Don't worry, the feds are here to save you.
[00:13:17.436 --> 00:13:19.758]  All collectivist systems work so well.
[00:13:21.320 --> 00:13:23.782]  That's just some of the news on that front.
[00:13:24.483 --> 00:13:25.604]  But again, it's record cold.
[00:13:25.644 --> 00:13:26.845]  Just look at DrudgeReport.com.
[00:13:27.365 --> 00:13:30.588]  FAA grounds flower delivery drone.
[00:13:31.796 --> 00:13:33.497]  Uh, keeping us safe from that.
[00:13:33.537 --> 00:13:36.439]  Just a gimmick drone that flies a few thousand yards.
[00:13:38.160 --> 00:13:39.161]  Mid-Atlantic storm.
[00:13:39.321 --> 00:13:40.862]  Ninth biggest ever recorded.
[00:13:41.422 --> 00:13:42.703]  Snow in 49 states.
[00:13:42.763 --> 00:13:44.765]  Great Lakes ice breakers exhausted.
[00:13:45.465 --> 00:13:46.786]  Thousands without power.
[00:13:47.726 --> 00:13:49.448]  Residents cook food in fireplaces.
[00:13:49.488 --> 00:13:51.109]  We ain't gonna ban those under January 1.
[00:13:51.789 --> 00:13:54.030]  100 car pileups on PA Turnpike.
[00:13:54.471 --> 00:13:55.972]  Philly snowfall shatters.
[00:13:56.632 --> 00:13:57.953]  130 year old record.
[00:13:58.533 --> 00:14:00.695]  Pregnant woman killed by snowplow in Brooklyn.
[00:14:01.653 --> 00:14:03.374]  Body found covered in snow in D.C.
[00:14:03.394 --> 00:14:03.634]  street.
[00:14:03.654 --> 00:14:04.395]  Yeah, a bunch of deaths.
[00:14:04.915 --> 00:14:07.497]  Blizzard 2, Lash, Easter, New England, Saturday.
[00:14:07.517 --> 00:14:09.639]  And then he got Obama's slush fund.
[00:14:09.659 --> 00:14:10.239]  But don't worry.
[00:14:10.739 --> 00:14:11.300]  Nightmare.
[00:14:11.700 --> 00:14:14.922]  Flights canceled nationwide in different states from coast to coast.
[00:14:15.282 --> 00:14:20.146]  And the TSA, you know, doctors and nurses will walk six, seven miles to get to their patients.
[00:14:20.166 --> 00:14:23.368]  But the TSA, they won't even take a taxi.
[00:14:23.428 --> 00:14:24.629]  No, they're just going to stay home.
[00:14:26.310 --> 00:14:27.471]  They are just going to stay home.
[00:14:29.730 --> 00:14:36.498]  And a major magazine is asking, is the snapping turtle, the National Journal asks, is the snapping turtle too old to run?
[00:14:36.839 --> 00:14:38.481]  No, I don't think Hillary Clinton's too old to run.
[00:14:38.501 --> 00:14:39.702]  I think she's too evil to run.
[00:14:40.203 --> 00:14:41.424]  Too openly corrupt to run.
[00:14:41.464 --> 00:14:45.189]  And I can't believe, Kurt Nimmo wrote an article last night for Infowars.com.
[00:14:46.926 --> 00:14:48.447]  Hey, maybe you guys will print me that out of the archive.
[00:14:48.467 --> 00:14:49.088]  I was gone yesterday.
[00:14:49.108 --> 00:14:52.270]  There was a lot of big stories I saw and which I almost ended up calling into the show.
[00:14:53.130 --> 00:14:56.853]  You print me everything in the archive, the news archive, you know, the top story archive.
[00:14:57.393 --> 00:14:58.594]  All the interesting stories, thanks.
[00:14:58.614 --> 00:15:00.535]  I just want to go over some of those today.
[00:15:00.676 --> 00:15:02.117]  I just remember there's a bunch of them I want to get to.
[00:15:03.558 --> 00:15:04.658]  But no, no, no.
[00:15:04.798 --> 00:15:07.800]  She's too evil to be president.
[00:15:08.521 --> 00:15:12.744]  But I understand under the gimmick of a woman, you'd want a Sarah Palin.
[00:15:14.244 --> 00:15:24.111]  Or you'd want, you know, some 40, 50-year-old woman to run because, you know, the gimmick was that Obama was young and well-spoken and I guess some people said good-looking.
[00:15:25.612 --> 00:15:27.333]  I think he looks like a space alien, quite frankly.
[00:15:27.753 --> 00:15:28.514]  I don't think he's good-looking.
[00:15:30.315 --> 00:15:32.356]  And that'd mean for a black guy, a white guy, anybody.
[00:15:32.917 --> 00:15:35.679]  I mean, Jakari Jackson's a good-looking guy whether you call him black or white.
[00:15:37.240 --> 00:15:39.481]  You know, somebody around the office like Weldon Henson's a good-looking guy.
[00:15:39.501 --> 00:15:40.582]  It doesn't matter if he's black or white.
[00:15:41.707 --> 00:15:43.208]  I mean, Hillary Clinton is ugly.
[00:15:43.849 --> 00:15:44.269]  Period.
[00:15:44.970 --> 00:15:46.471]  Ugly inside, ugly outside.
[00:15:46.771 --> 00:15:47.832]  Look at the photo on Drudge.
[00:15:48.513 --> 00:15:50.394]  I mean, that's why I call her a snapping turtle, man.
[00:15:50.734 --> 00:15:56.539]  She looks like an old, mean, diseased, infested snapping turtle.
[00:15:56.599 --> 00:16:06.227]  And right next to her, Michelle Obama looks like a narcissistic crocodile, slash vampire, slash snapping turtle, slash man.
[00:16:06.247 --> 00:16:10.791]  And if you want to start a conspiracy theory, it's well reported that Obama
[00:16:11.752 --> 00:16:15.554]  You know, is pitching and batting for, he's working for both teams, basically.
[00:16:16.574 --> 00:16:19.075]  And, you know, I'm not judging him, you know, there.
[00:16:19.095 --> 00:16:25.358]  My whole issue is, is that, you know, maybe the secret word is, is that Michelle Obama is really a man.
[00:16:26.518 --> 00:16:29.120]  Anybody, I'm sure they're all gonna pick that up in magazines or whatever.
[00:16:29.400 --> 00:16:35.542]  It's a joke, and if all the Democratic Party operations can't take a joke, good, that's the whole point.
[00:16:36.103 --> 00:16:38.864]  You have no power, you can do nothing to me, attack me.
[00:16:40.495 --> 00:16:42.698]  I'm sure you'll take the bait.
[00:16:42.998 --> 00:16:45.021]  I'm talking about your lord and savior, Hillary.
[00:16:45.662 --> 00:16:47.444]  Saying she looks like an ugly snapping turtle.
[00:16:48.145 --> 00:16:50.468]  And you're the one saying come out of the closet about everything.
[00:16:51.994 --> 00:17:02.261]  So Hillary and Michelle Obama both have arranged marriages for basically kids that are used as beards for Obama and the Clintons and the rest of them.
[00:17:02.561 --> 00:17:04.082]  And I don't even mean a gay beard.
[00:17:04.602 --> 00:17:10.126]  You know, like somebody has a wife or a husband so they can go out in their profession and look manly or look feminine.
[00:17:10.606 --> 00:17:17.231]  I'm saying a beard for the fact that you use your kids politically like Obama has dogs as a beard.
[00:17:18.581 --> 00:17:22.764]  And I was not a fan of George W. Bush, everybody knew this, but their dogs are not beards.
[00:17:23.164 --> 00:17:26.266]  They're kissing them, they're carrying them on and off the airplane.
[00:17:26.426 --> 00:17:27.827]  I know spoiled dogs when I see them.
[00:17:28.567 --> 00:17:31.329]  You look at Obama's dogs, no one even knows where they're at or what's going on.
[00:17:31.349 --> 00:17:36.092]  Remember the day after Clinton was out of office, his dog died mysteriously at like age six?
[00:17:37.933 --> 00:17:39.694]  It's like, you know, get rid of the prop.
[00:17:40.915 --> 00:17:43.596]  They're totally fake, they're totally plastic is my point.
[00:17:44.056 --> 00:17:48.139]  And it's all a facade up there.
[00:17:49.873 --> 00:17:55.875]  I think it's discriminatory, though, in Homeland Security and in government that women who are heterosexual can't get jobs.
[00:17:57.055 --> 00:18:08.758]  I mean, I really think it's weird that the heads of Homeland Security and the heads of the Justice Department and, you know, the news anchors, everybody else, why is it if you're not gay, you can't get a job?
[00:18:09.478 --> 00:18:11.238]  Basically, in the modern power structure.
[00:18:11.258 --> 00:18:12.579]  I mean, I'm just laying the truths out here.
[00:18:12.859 --> 00:18:15.179]  They're so obsessed with it and want to push it out there.
[00:18:15.239 --> 00:18:16.140]  I'm sick of it.
[00:18:16.180 --> 00:18:17.120]  I'll just bring it all out.
[00:18:18.086 --> 00:18:20.328]  And I personally have heard just about enough of all of it.
[00:18:21.008 --> 00:18:22.049]  And it makes me disgusting.
[00:18:23.090 --> 00:18:26.673]  Makes me absolutely want to throw up how fake these people.
[00:18:27.694 --> 00:18:30.837]  Nancy Pelosi's come out on Valentine's Day and said, why would anybody want to get married?
[00:18:31.257 --> 00:18:32.558]  Yeah, just have a couple kids.
[00:18:33.679 --> 00:18:35.441]  And we'll get that video for later.
[00:18:35.901 --> 00:18:38.323]  Have a couple kids and then just give them over to the state.
[00:18:40.245 --> 00:18:41.626]  What a witch-like woman.
[00:18:42.687 --> 00:18:45.229]  Nancy, another snapping turtle Pelosi,
[00:18:47.148 --> 00:18:50.930]  She's courting the singles demographics this Valentine's Day.
[00:18:51.771 --> 00:18:53.772]  Yeah, pitching that it's not popular to have kids.
[00:18:53.972 --> 00:18:55.994]  Let me tell you something, women and men.
[00:18:56.734 --> 00:18:58.135]  Women don't want to have kids until they're 35.
[00:18:59.296 --> 00:19:01.477]  And they want to do one thing after that, and that's have kids.
[00:19:02.078 --> 00:19:05.680]  And then by the time they're 40 and haven't had kids, they go crazy and they gotta have kids.
[00:19:06.380 --> 00:19:13.385]  So keep thinking you're on the winning team because you're running around never having kids.
[00:19:13.445 --> 00:19:16.207]  Women, you only get sexier after you've had kids.
[00:19:17.261 --> 00:19:17.501]  I think?
[00:19:40.680 --> 00:19:41.560]  Coming back strong.
[00:19:42.301 --> 00:19:44.702]  All the big news on the other side.
[00:19:44.782 --> 00:19:47.143]  Huge Obamacare news.
[00:19:47.263 --> 00:19:48.704]  Huge debt limit news.
[00:19:49.984 --> 00:19:55.607]  Huge, huge, huge Obama dictator garbage news.
[00:19:56.447 --> 00:19:58.308]  And just stacks of NSA news.
[00:19:59.069 --> 00:20:00.129]  Second Amendment news.
[00:20:01.910 --> 00:20:05.872]  Oh, and by the way, the government's now laid the groundwork publicly to take your 401k and IRA.
[00:20:06.232 --> 00:20:07.993]  Told you that was coming light years back.
[00:20:09.269 --> 00:20:10.651]  My husband's the gun guy.
[00:20:10.871 --> 00:20:12.614]  I've just never felt comfortable with them.
[00:20:12.734 --> 00:20:15.117]  But these days, I know I need protection.
[00:20:15.337 --> 00:20:18.141]  And I found it at TheUltimateKnife.com.
[00:20:18.301 --> 00:20:19.803]  It fits my hand like a glove.
[00:20:19.983 --> 00:20:22.206]  Plus, it's small enough to easily conceal.
[00:20:22.347 --> 00:20:24.069]  And the peace of mind it gives me is unbelievable.
[00:20:24.229 --> 00:20:24.730]  Unbeatable.
[00:20:24.810 --> 00:20:30.516]  The fastest one-handed deployable defense knife is waiting for you at TheUltimateKnife.com.
[00:20:30.716 --> 00:20:33.239]  Use promo code radio at checkout for free shipping.
[00:20:33.459 --> 00:20:35.842]  Get The Ultimate Knife at the ultimate price.
[00:20:36.142 --> 00:20:38.525]  Only at TheUltimateKnife.com.
[00:20:39.045 --> 00:20:42.269]  From the Berkey Guy, now comes Survival Cave Food Storage.
[00:20:42.549 --> 00:20:48.133]  All natural canned meats with no MSG, fillers or chemicals and with up to a 15-year shelf life.
[00:20:48.413 --> 00:20:51.315]  On sale this week, 12 14.5 ounce cans of ground beef was $1.23, now just $1.13.
[00:20:51.375 --> 00:20:52.736]  Or 12 28 ounce cans was $1.64, now only $1.54.
[00:20:52.776 --> 00:20:53.716]  Free shipping within the U.S.
[00:20:53.756 --> 00:20:54.997]  Go to goberke.com or call 877-886-3653.
[00:20:55.017 --> 00:20:56.678]  Helping thousands prepare since 2005. goberke.com
[00:21:09.136 --> 00:21:15.523]  By now you may know that a Bitcoin is the first decentralized currency that's easily transferred from person to person over the internet.
[00:21:15.843 --> 00:21:16.724]  No bank needed.
[00:21:16.985 --> 00:21:20.609]  This means lower fees and accounts can never be frozen, limited, or closed.
[00:21:20.869 --> 00:21:24.393]  Plus, a large number of businesses and merchants already accept Bitcoins.
[00:21:24.753 --> 00:21:27.877]  And Bitcoins are easily exchanged for dollars, euros, and more.
[00:21:28.317 --> 00:21:36.820]  If you're interested in making money in the Bitcoin market right away, and by right away we mean start making money today, please visit us at CloudHashing.com.
[00:21:37.120 --> 00:21:44.023]  CloudHashing.com is one of the fastest growing Bitcoin miners in the world, delivering the highest profits to people just like you.
[00:21:44.263 --> 00:21:50.105]  To get started, join us at CloudHashing.com and you will start mining Bitcoins right away and get paid daily.
[00:21:50.285 --> 00:21:51.166]  You heard correctly.
[00:21:51.426 --> 00:21:53.689]  You will receive payments every single day.
[00:21:53.949 --> 00:21:54.750]  And the best part?
[00:21:54.930 --> 00:21:58.234]  You do not need a computer or need any experience in mining bitcoins.
[00:21:58.474 --> 00:21:59.996]  It's perfect for everyone.
[00:22:00.236 --> 00:22:04.481]  Learn more at cloudhashing.com, just like it sounds, cloudhashing.com.
[00:22:04.741 --> 00:22:07.284]  Start making money today at cloudhashing.com.
[00:22:08.465 --> 00:22:10.227]  What's making Americans sick and fat?
[00:22:10.607 --> 00:22:17.273]  It's too many GMO foods and toxins, destroying our digestive systems, causing poor digestion and suppressed immune systems.
