[00:00:01.607 --> 00:00:04.528]  Coast to Coast, direct from Austin.
[00:14:10.865 --> 00:14:19.209]  Okay, and going back to the Catalonia thing, of course, as far as I understand it, in that region, their economy has prospered more than the rest of Spain.
[00:14:19.269 --> 00:14:23.591]  So, as you mentioned, they're talking about giving the whole of Spain the vote.
[00:14:24.112 --> 00:14:32.576]  They've got a 25% or more unemployment rate, mainly as a result of this green economy disastrous policy that's been imposed on Spain.
[00:14:33.676 --> 00:14:37.338]  As far as I understand it, Catalonia has, in comparison, prospered.
[00:14:37.899 --> 00:14:48.465]  So, that's one of the main reasons why they're trying to secede from the rest of Spain, because their local economy has engendered quite a prosperous environment in the past few years.
[00:14:48.525 --> 00:14:56.869]  So, I think that's, again, we talk about these individual states, these individual countries rebelling against the main
[00:14:57.930 --> 00:15:02.997]  Like Scotland rebelling against Westminster because they can survive economically on their own.
[00:15:03.237 --> 00:15:09.084]  I think that is the case with Catalonia because Spain's economy is a complete disaster from what we've seen.
[00:15:09.385 --> 00:15:13.770]  They've imposed the solar wind systems, the energy
[00:15:14.871 --> 00:15:20.096]  Organizations that don't work and they're really prospering on their own and they want to succeed.
[00:15:20.156 --> 00:15:23.398]  They've got the power, they've got the strength to do that.
[00:15:23.879 --> 00:15:28.202]  And I think that that's a big part of the reason why they're really pushing ahead for that.
[00:15:28.543 --> 00:15:31.785]  The New York Times points out that it's one-fifth of the Spanish economy.
[00:15:31.845 --> 00:15:34.868]  So your point is very well taken and it's around Barcelona.
[00:15:34.888 --> 00:15:39.752]  They have a very active industrial areas, economically much better than the rest of the area.
[00:15:40.072 --> 00:15:41.934]  And I think it's kind of interesting that Spain would say
[00:15:42.774 --> 00:15:43.514]  You don't want to leave.
[00:15:43.594 --> 00:15:47.176]  Look at how much we're doing for you and say that you're not going to be allowed to leave.
[00:15:47.256 --> 00:15:48.416]  That's the most important thing.
[00:15:48.436 --> 00:15:49.917]  You're not even going to be allowed to have a vote.
[00:15:50.417 --> 00:15:54.159]  And of course he said nobody should fear that somebody expressed their opinion by putting a ballot in a box.
[00:15:54.339 --> 00:15:54.999]  That's the issue.
[00:15:55.199 --> 00:15:55.419]  Okay.
[00:15:55.960 --> 00:15:57.220]  We'll be back after the break.
[00:15:57.260 --> 00:15:57.760]  Stay tuned.
[00:15:57.780 --> 00:15:59.181]  This is the Alex Jones Show.
[00:15:59.341 --> 00:16:00.822]  Infowars.com.
[00:16:01.082 --> 00:16:01.742]  Stay right there.
[00:16:10.106 --> 00:16:18.616]  You've heard about the essential qualities of iodine when it comes to your well-being, and you've read the opinions of top experts regarding this good member of the halogen family.
[00:16:18.796 --> 00:16:25.004]  Still, reports indicate that iodine is absent in sufficient amounts from the daily lives of countless people worldwide.
[00:16:25.384 --> 00:16:29.048]  Now, our extra strength new nascent iodine formula is here.
[00:16:29.288 --> 00:16:30.650]  Survival Shield X2.
[00:16:30.950 --> 00:16:34.974]  Leading the way into the next generation of super high quality nascent iodine.
[00:16:35.114 --> 00:16:40.500]  InfoWars Life Survival Shield X2 is derived from 200 plus million year old salt solutions.
[00:16:40.720 --> 00:16:43.401]  Found more than 7,000 feet below the Earth's surface.
[00:16:43.781 --> 00:16:51.765]  The result is a unique nascent iodine that is both concentrated and free of unwanted additives, genetically modified ingredients, and completely vegan.
[00:16:51.885 --> 00:16:55.366]  We even pre-screen our Survival Shield X2 iodine for radiation.
[00:16:55.547 --> 00:17:04.891]  Pure, clean, and sourced from deep within the Earth, X2 nascent iodine is available exclusively at InfoWarsLife.com, InfoWarsStore.com, or call 1-888-253-3139.
[00:17:10.009 --> 00:17:16.093]  General, what do you think about the FBI saying that there's a terror alert on Monday about a potential forklift situation?
[00:17:16.113 --> 00:17:19.475]  The police are shoving people, shoving Alex, shoving the crowd.
[00:17:19.575 --> 00:17:21.176]  Here we go, folks, I'm being assaulted!
[00:17:21.196 --> 00:17:27.480]  Whether it's the radio show, the news websites, documentary films, or the nightly news, InfoWars is the tip of the spear.
[00:17:27.580 --> 00:17:33.484]  Is this another forklift stage attack to take our civil liberties and put more homeless security on sticking their hands down on the streets?
[00:17:33.624 --> 00:17:37.386]  It's up to us to set brush fires in the minds of men and women everywhere.
[00:17:37.566 --> 00:17:40.447]  And that's what PrisonPlanet.TV is designed to do.
[00:17:40.467 --> 00:17:48.650]  If you watch, the Assad regime is going to be blamed or accused of using chemical weapons against the so-called rebels.
[00:17:48.931 --> 00:17:50.971]  What we see now is a war against reality.
[00:17:51.031 --> 00:17:52.072]  It's a war against the truth.
[00:17:52.432 --> 00:18:01.176]  It's more vital than ever that supporters of freedom become members of PrisonPlanet.tv and share their membership with up to 11 friends and family.
[00:18:01.376 --> 00:18:03.818]  Visit InfoWarsNews.com today.
[00:18:04.038 --> 00:18:08.340]  Become a member, share your membership, and help take the info war to the next level.
[00:18:10.425 --> 00:18:11.486]  Open your eyes.
[00:18:11.926 --> 00:18:14.867]  It's time to give your eyes a powerful nutritional boost.
[00:18:15.348 --> 00:18:21.471]  Sight is the primary input to the brain, arguably making eyesight the most important sense we have.
[00:18:21.831 --> 00:18:29.815]  And just like the other important organs in our bodies, our eyes function at peak levels when they are fed the proper amounts of essential nutrition.
[00:18:30.195 --> 00:18:31.236]  Open your eyes.
[00:18:31.576 --> 00:18:46.543]  Combining key ingredients like vitamin A, zinc, lutein, proprietary saffron bulb extracts and more, Occupower by InfoWars Life is a new formulation specifically designed to nutritionally assist the natural function of healthy eyes.
[00:18:47.143 --> 00:18:54.631]  Optimize the natural power of your eyes with the latest addition to the super high quality InfoWars Live formulations, Occupower.
[00:18:54.911 --> 00:19:00.097]  Go to InfoWarsLive.com or InfoWarsStore.com to order Occupower.
[00:19:00.437 --> 00:19:00.917]  Or call 1-888-253-3139.
[00:19:00.937 --> 00:19:01.458]  Occupower.
[00:19:01.478 --> 00:19:02.119]  Open your eyes.
[00:19:10.145 --> 00:19:15.510]  When you're out on the road, the last place you want to be is on the road.
[00:19:16.791 --> 00:19:21.535]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[00:19:21.935 --> 00:19:28.982]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[00:19:30.663 --> 00:19:32.805]  They sew pride in every stitch.
[00:19:34.727 --> 00:19:36.969]  Guarantee you'll love the way they fit.
[00:19:39.153 --> 00:19:50.678]  We turn jeans inside out.
[00:19:50.938 --> 00:19:52.459]  Diamond Gusset Jeans.
[00:19:52.719 --> 00:19:55.320]  Made in the USA with unparalleled quality.
[00:19:55.600 --> 00:19:59.622]  Our Defender Motorcycle Jeans combine Gusset comfort with Kevlar protection.
[00:19:59.642 --> 00:20:01.863]  So you can ride all day with confidence.
[00:20:02.243 --> 00:20:04.444]  Order yours at gusset.com.
[00:20:04.944 --> 00:20:06.365]  Diamond Gusset Jeans.
[00:20:06.525 --> 00:20:06.965]  Got it.
[00:20:07.305 --> 00:20:08.106]  Others don't.
[00:20:10.962 --> 00:20:13.845]  Coast to coast, direct from Austin.
[00:20:14.546 --> 00:20:18.630]  You're listening to the Alex Jones Broadcasting Network.
[00:20:20.191 --> 00:20:25.156]  From the front lines of the information war, it's Alex Jones.
[00:20:32.944 --> 00:20:38.045]  It's Paul Joseph Watson with David Night on the Alex Jones Show this September 28, 2014.
[00:20:38.345 --> 00:20:42.766]  We're going to get into ISIS now.
[00:20:43.367 --> 00:20:54.169]  David Cameron gave a speech before the UN two or three days ago now, where he basically compared anyone who questions the official narrative behind 9-11, behind 7-7, behind ISIS itself,
[00:20:57.290 --> 00:21:01.331]  He compared them to ISIS insurgents, ISIS terrorists.
[00:21:01.371 --> 00:21:15.795]  He basically tried to make the point that this is a recruiting ground for ISIS terrorists, anybody who questions the official version of events behind any government terrorism action, behind any so-called staged event.
[00:21:16.555 --> 00:21:21.037]  We got that clip set up now, so we're going to go to David Cameron before the UN.
[00:21:21.077 --> 00:21:21.677]  Here's the clip.
[00:21:22.337 --> 00:21:25.598]  We must defeat this ideology in all its forms.
[00:21:26.960 --> 00:21:44.441]  As evidence emerges about the backgrounds of those convicted of terrorist offences, it is clear that many of them were initially influenced by preachers who claim not to encourage violence, but whose worldview can be used as a justification for it.
[00:21:45.549 --> 00:21:46.890]  We know this worldview.
[00:21:47.670 --> 00:21:48.871]  The peddling of lies.
[00:21:49.451 --> 00:21:51.833]  That 9-11 was somehow a Jewish plot.
[00:21:52.413 --> 00:21:55.255]  Or that the 7-7 London attacks were staged.
[00:21:56.035 --> 00:22:01.939]  The idea that Muslims are persecuted all over the world as a deliberate act of Western policy.
[00:22:02.819 --> 00:22:06.422]  The concept of an inevitable clash of civilizations.
[00:22:07.562 --> 00:22:08.323]  We must be clear.
[00:22:09.122 --> 00:22:17.245]  To defeat the ideology of extremism, we need to deal with all forms of extremism, not just violent extremism.
[00:22:18.346 --> 00:22:21.487]  For governments, there are some obvious ways we can do this.
[00:22:22.767 --> 00:22:26.109]  We must ban preachers of hate from coming to our countries.
[00:22:26.869 --> 00:22:32.251]  We must prescribe organisations that incite terrorism against people at home and abroad.
[00:22:33.274 --> 00:22:40.478]  We must work together to take down illegal online material like the recent videos of ISIL murdering hostages.
[00:22:41.558 --> 00:22:51.444]  And we must stop the so-called non-violent extremists from inciting hatred and intolerance in our schools, our universities, and yes, even our prisons.
[00:22:52.805 --> 00:22:59.088]  Of course, some will argue that this is not compatible with free speech and intellectual inquiry.
[00:22:59.868 --> 00:23:00.609]  But I ask you,
[00:23:01.380 --> 00:23:09.048]  Would we sit back and allow right-wing extremists, Nazis or Klu Klux Klansmen to recruit on our university campuses?
[00:23:09.849 --> 00:23:10.069]  No!
[00:23:10.810 --> 00:23:15.434]  So we shouldn't stand by and just allow any form of non-violent extremism.
[00:23:15.835 --> 00:23:16.175]  Okay.
[00:23:16.615 --> 00:23:17.716]  We need to argue.
[00:23:18.757 --> 00:23:28.762]  So that's David Cameron before the UN a few days ago comparing anybody who questions 7-7 or 9-11 to ISIS terrorists themselves.
[00:23:29.303 --> 00:23:45.771]  And remember with the James Foley beheading video, the Metropolitan Police came out immediately after that video was released and said that anybody who even watches it on YouTube or on any other video sharing platform could be committing a terrorist act.
[00:23:46.411 --> 00:23:52.518]  So even in the commission of actually just watching the video, they threatened people with terrorism.
[00:23:52.558 --> 00:23:57.624]  Of course, millions of people did actually watch the video in Britain, so it was an empty threat.
[00:23:58.104 --> 00:24:02.269]  But for him to actually make that comparison, I remember, you know, back in 2001,
[00:24:04.151 --> 00:24:11.834]  We had George Bush, here's the article out of Daily Mail, met police, warned people that viewing extremist material may be a terror offence.
[00:24:11.934 --> 00:24:16.695]  Simply watching a video on YouTube could be an act of terrorism.
[00:24:17.235 --> 00:24:22.997]  Which, as I made the point in the video about the James Foley beheading, which got 900,000 views on YouTube,
[00:24:26.238 --> 00:24:41.526]  They don't want people to see this, because if you actually watch the beheading videos, and this is why a lot of questions have circulated, indeed from within the Metropolitan Police itself, they had private investigators come out and say that the James Foley beheading video was, quote, staged.
[00:24:41.866 --> 00:24:50.611]  He may have been killed off camera later on, but the beheading video itself was not a graphic portrayal of him being killed.
[00:24:51.711 --> 00:25:01.277]  They're afraid of people asking questions about this, and especially with the other American, Sotloff, being beheaded since, the British hostage being beheaded after that.
[00:25:01.837 --> 00:25:04.519]  They don't want people actually digging into this.
[00:25:05.159 --> 00:25:15.005]  But the fact that he even came out and said that, and then you can trace it back to 2001 where Bush said, we must not tolerate outrageous conspiracy theories about 9-11.
[00:25:15.526 --> 00:25:20.929]  We see this theme running through the so-called demonization of anybody
[00:25:21.249 --> 00:25:28.534]  Who even dares to ask questions about the narrative that is being pushed to justify US military intervention in the Middle East.
[00:25:29.335 --> 00:25:37.241]  Even with the David Haynes video, the most recent British hostage, he kind of came out and said this is the truth about ISIS.
[00:25:37.281 --> 00:25:39.442]  He was representing ISIS.
[00:25:39.763 --> 00:25:45.047]  He sounded like the quote conspiracy theorist that David Cameron was talking about in that video.
[00:25:45.507 --> 00:25:49.430]  So they're trying to correlate ISIS propaganda
[00:25:49.890 --> 00:25:58.215]  With so-called truther propaganda, or basically anyone who questions the official narrative, and it's downright creepy.
[00:25:58.896 --> 00:26:02.098]  David Knight, what do you think after watching that clip of David Cameron?
[00:26:03.163 --> 00:26:08.670]  Well, Paul, as we're doing it, of course, he says many people are going to say that this is going to impinge on free speech.
[00:26:08.690 --> 00:26:09.852]  Well, quite obviously it is.
[00:26:10.172 --> 00:26:13.276]  He's throwing that out there because he knows it is going to impinge on free speech.
[00:26:13.557 --> 00:26:15.319]  He's talking about things like web censorship.
[00:26:15.639 --> 00:26:19.484]  He says we need to defeat the ideology of extremism.
[00:26:20.245 --> 00:26:23.086]  Now, that can be anything that he doesn't like, okay?
[00:26:23.126 --> 00:26:27.007]  He's saying, not just violence, but we need to defeat an ideology.
[00:26:27.027 --> 00:26:29.907]  In other words, we need to ban and censor ideologies.
[00:26:30.347 --> 00:26:32.908]  Who is he to pick what ideologies are going to be censored?
[00:26:32.948 --> 00:26:38.689]  And we've already seen with hate laws that they always use that against anybody that they wish.
[00:26:38.749 --> 00:26:40.870]  They can use it against Christians if they want.
[00:26:40.910 --> 00:26:44.491]  If they're talking about abortion, they can say that that's a hateful speech or whatever.
[00:26:45.231 --> 00:26:50.394]  That is something that can be that's malleable, that the leaders can use in any way that they want.
[00:26:50.674 --> 00:26:54.956]  And I'm reminded of these pronouncements at the very beginning of this.
[00:26:55.116 --> 00:26:56.717]  It was the beginning of September.
[00:26:57.197 --> 00:27:01.959]  We had the guy who's now running for Senate in Massachusetts.
[00:27:02.120 --> 00:27:04.841]  Well, he was in Massachusetts, now he's running in New Hampshire, Brown.
[00:27:05.521 --> 00:27:10.324]  And I did a video on it, the centerfold senator, because basically he was saying that
[00:27:11.084 --> 00:27:17.806]  We've got 300 people, Americans, abroad fighting with ISIS, and we need to be able to revoke their citizenship.
[00:27:18.326 --> 00:27:23.788]  And that was picked up and used by Ted Cruz as well, to say that we don't need to give people their day in court.
[00:27:23.868 --> 00:27:25.968]  We don't need to prove any charges against them.
[00:27:26.329 --> 00:27:30.810]  We can just accuse them of being ISIS terrorists, then we can revoke their citizenship.
[00:27:31.050 --> 00:27:36.271]  And of course, then presumably that was going to revoke some other protections that they had under the law.
[00:27:36.612 --> 00:27:37.732]  It's very troubling to see that.
