[00:00:01.584 --> 00:00:02.105]  We're live.
[00:09:35.287 --> 00:09:36.888]  Draw your own conclusion there.
[00:09:37.595 --> 00:09:41.757]  Oh, and the 7-11 robbery that took place, that wasn't the Tsarnaev brothers.
[00:09:42.457 --> 00:09:50.620]  When the government and the shadow government has been gearing up to roll out and be our savior, and they stand to gain from it, it's obvious.
[00:09:50.901 --> 00:09:56.683]  Whoever the suspect is, the government will appropriate it and create a narrative.
[00:09:57.752 --> 00:10:08.101]  And 90% of it probably, I'm just guessing, will be a fabrication to shape our thought of police and military and safety.
[00:10:08.321 --> 00:10:10.102]  And they're licking their chops.
[00:10:10.302 --> 00:10:13.885]  They're now saying, were there right-wing or patriot meetings in the area?
[00:10:13.905 --> 00:10:14.926]  Uh-oh.
[00:10:14.946 --> 00:10:15.587]  Uh-oh.
[00:10:15.867 --> 00:10:16.427]  Oh, man.
[00:10:16.527 --> 00:10:17.688]  And that's CNN doing that?
[00:10:17.708 --> 00:10:19.089]  Oh.
[00:10:19.950 --> 00:10:21.551]  Wolf Blitzer, we are in trouble.
[00:10:21.712 --> 00:10:22.252]  Oh, man.
[00:10:22.612 --> 00:10:24.674]  I bet they even dragged me into it with my 1776 line.
[00:10:33.649 --> 00:10:37.772]  That was footage from the quote shootout between the Tsarnaev brothers and the police.
[00:10:38.206 --> 00:10:50.671]  This is one of the most contradictory moments following the bombing, with various witnesses contesting whether or not the suspects tossed bombs at the police, whether or not an officer was injured by friendly fire, and whether or not Jahar ran over Tamerlan.
[00:10:51.051 --> 00:11:01.396]  If the naked man is Tamerlan Zarnaev, as his aunt claims, then the official story has much to explain as to how a bullet-wounded man was struck by a car and appears virtually uninjured.
[00:11:01.716 --> 00:11:07.358]  Regardless of what happened, after the confrontation with the police, Jahar is able to go and hide himself in a boat
[00:11:07.665 --> 00:11:08.046]  I'm good.
[00:11:18.743 --> 00:11:23.106]  Door-to-door armed searches without warrant.
[00:11:23.567 --> 00:11:31.933]  Police don't need warrants if property owners welcome them into their homes.
[00:11:32.814 --> 00:11:40.480]  Families thrown out of their homes at gunpoint to be searched without probable cause.
[00:11:41.220 --> 00:11:45.724]  No guns were pointed at any families.
[00:11:46.044 --> 00:11:49.662]  Let's watch that clip again covered by footage of what actually happened.
[00:11:51.047 --> 00:11:55.409]  Door-to-door armed searches without warrant.
[00:11:55.870 --> 00:12:04.214]  Police don't need warrants if property owners welcome them into their homes.
[00:12:05.115 --> 00:12:12.779]  Families thrown out of their homes at gunpoint to be searched without probable cause.
[00:12:13.499 --> 00:12:18.002]  No guns were pointed at any families.
[00:12:18.342 --> 00:12:18.963]  We're good to go!
[00:12:38.161 --> 00:12:41.804]  But doesn't yet seem to have the wound in his mouth that would be reported later.
[00:12:42.025 --> 00:12:49.311]  If he indeed shot himself through the mouth, I doubt he'd be this mobile and it's a pretty safe bet that he'd be suffering much heavier blood loss.
[00:12:49.771 --> 00:12:52.293]  Jahar is currently in custody awaiting trial.
[00:12:52.534 --> 00:12:54.595]  His brother Tamerlan is now deceased.
[00:12:55.016 --> 00:12:59.720]  But even with one suspect dead and another in jail, the story didn't end there.
[00:13:00.220 --> 00:13:03.821]  An acquaintance of Tamerlan was killed during an FBI interrogation.
[00:13:04.281 --> 00:13:08.763]  The FBI's story changed multiple times as to how their agent felt his life was in danger.
[00:13:09.263 --> 00:13:18.026]  Whether it was Todashev's martial arts skills or a potential weapon in his hands, the FBI agent shot Todashev execution-style, according to Todashev's father.
[00:13:18.046 --> 00:13:21.347]  Info Wars talked to Todashev's widow about the killing.
[00:13:21.758 --> 00:13:21.938]  Yeah.
[00:13:51.918 --> 00:13:52.939]  Don't be quiet.
[00:13:52.999 --> 00:13:55.120]  Just say what happened to me, if anything happens.
[00:13:55.521 --> 00:13:56.221]  He wasn't scared.
[00:13:56.862 --> 00:13:59.784]  If he would, he probably would not even speak with them in the first place.
[00:14:00.164 --> 00:14:04.447]  But since he was invited to our home, that means he wasn't scared of them.
[00:14:07.654 --> 00:14:09.415]  They have interviewed him.
[00:14:09.655 --> 00:14:12.297]  He would not respond to his cell phone or anything.
[00:14:12.877 --> 00:14:17.759]  They have his friend waiting for him outside, but suddenly they let him go after four hours.
[00:14:19.861 --> 00:14:22.302]  Some of the agents were still with Ibrahim.
[00:14:22.822 --> 00:14:33.248]  And right now they've been pulling so many statements that he was armed and he was unarmed and that his body was a weapon since he's an MMA fighter.
[00:14:33.988 --> 00:14:41.392]  But he just had his knee surgery back in March, so he wasn't able to move pretty quick, pretty fast or do anything.
[00:14:42.232 --> 00:14:48.336]  And after we actually, after all that happened, when we were able to enter the house,
[00:14:49.696 --> 00:14:50.957]  He had seven shots.
[00:14:51.337 --> 00:14:52.678]  One was in the back of the head.
[00:14:53.378 --> 00:14:58.441]  And it has nothing to do with him start attacking them as they said.
[00:14:58.481 --> 00:15:02.423]  They're coming with the knife, with the blade, with the broom, with the swords.
[00:15:03.643 --> 00:15:06.625]  I think they came with the five different statements.
[00:15:07.792 --> 00:15:09.834]  Yeah, for those who don't know, it's important you say that.
[00:15:10.095 --> 00:15:13.198]  They've now admitted that he didn't have a weapon, didn't attack him.
[00:15:13.278 --> 00:15:24.589]  So as the runners take to the streets once again, let us not forget all of the lies, half-truths, disinformation, and teleprompter reading that has hindered justice for all of the victims of April 15, 2013.
[00:15:24.669 --> 00:15:26.511]  You can find more reports at InfoWars.com.
[00:15:30.689 --> 00:15:48.642]  Alex Jones may sound crazy, but still has 300 million YouTube... well, he has 300 million people that have watched him on YouTube, and that sort of fringe, arch-conservative, deeply, I think, racist strain is being tapped into at crazy profit by people in the media.
[00:15:48.663 --> 00:15:52.625]  Well, it is, and I think that the point you just made is the key thing, at crazy profit.
[00:15:52.666 --> 00:15:54.447]  These folks are getting paid to be racist.
[00:15:54.747 --> 00:16:00.851]  If they'd kill the president and hundreds of people that knew about it, would they kill some people in a marathon to get their agenda through?
[00:16:01.131 --> 00:16:08.736]  If they'd bomb Vietnam, South Vietnam, to blame it on the communists, again, who I'm no fan of either, they did stuff like that as well, would they do it in America?
[00:16:09.036 --> 00:16:15.661]  If they ran Operation Gladio in Europe to blame it on liberal and conservative groups that got too powerful that weren't globalist, would they do it here?
[00:16:15.761 --> 00:16:17.222]  Is this Operation Gladio Part 2?
[00:16:25.117 --> 00:16:25.958]  The facts are in.
[00:16:26.138 --> 00:16:27.258]  The studies are legion.
[00:16:27.558 --> 00:16:34.903]  Sodium fluoride and other toxic members of the fluoride family are devastating the health and cognitive ability of the American people.
[00:16:35.043 --> 00:16:40.426]  I am extremely excited to announce the exclusive InfoWars Life Fluoride Shield formulation.
[00:16:40.586 --> 00:16:51.092]  Fusing six of the best documented ingredients from around the world to help the body remove not just toxic fluoride residues from the body, but a whole host of toxic substances.
[00:16:51.372 --> 00:16:54.714]  Secure your fluoride shield at InfoWarsLife.com today.
