[00:00:01.390 --> 00:00:02.550]  Coast to Coast.
[00:03:25.177 --> 00:03:26.138]  You don't like the police?
[00:03:26.378 --> 00:03:26.618]  No.
[00:03:27.078 --> 00:03:34.085]  What we don't like is living in a mix of North Korea and Nazi Germany meets Mexico, meets Guatemala, meets Nigeria.
[00:03:35.302 --> 00:03:43.472]  When you have tanks and police in paramilitary uniforms wearing masks, you live in a third world country.
[00:03:43.532 --> 00:03:46.055]  You live in an unstable cesspit.
[00:03:46.736 --> 00:03:49.519]  When they're rolling around with sound cannons and
[00:03:50.888 --> 00:03:52.229]  Rubber bullets and the rest of it.
[00:03:52.549 --> 00:03:55.551]  This is the sign of a country in deep trouble.
[00:03:55.852 --> 00:03:58.914]  Along with our giant, untenable, fraudulent debt.
[00:03:59.614 --> 00:04:01.296]  Along with the NSA spying.
[00:04:01.356 --> 00:04:03.978]  Along with the President operating as a dictator.
[00:04:04.238 --> 00:04:05.499]  This country is a mess.
[00:04:06.399 --> 00:04:10.823]  And we've got military police now joined by the National Guard.
[00:04:13.379 --> 00:04:27.430]  Militarized police, now joined by the National Guard, pointing guns, now into week two, almost week three, coming up, at our reporters, and being very aggressive and very hateful.
[00:04:28.431 --> 00:04:33.855]  Which, if you were even an occupying army, would not be a good bearing to have.
[00:04:33.875 --> 00:04:35.536]  It would cause more resistance.
[00:04:37.158 --> 00:04:42.462]  Which shows you the training is all for a perfect storm, of just disaster.
[00:04:43.462 --> 00:04:50.985]  So we'll look at all of it coming up and then Cheryl Chumlee, Police State USA, will be joining us.
[00:04:51.105 --> 00:04:55.367]  I intend to open the phones up early in this hour and take a lot of phone calls.
[00:04:56.447 --> 00:05:01.989]  For first time callers in the first hour and then we'll have wide open phones in the second hour and our guests joining us.
[00:05:02.610 --> 00:05:04.190]  It's all coming up today.
[00:05:04.690 --> 00:05:08.412]  InfoWars.com, PrisonPlanet.com are the main websites.
[00:05:10.430 --> 00:05:17.315]  I'm David Hall, founder of Diamond Gusset, where we are proud of our 100% grown and sewn American-made jeans.
[00:05:17.695 --> 00:05:25.020]  Whether you're out for dinner, working on the farm, or on the road, Diamond Gusset Jeans offers a full spectrum of style and sizes for any occasion.
[00:05:25.600 --> 00:05:30.123]  Our loyal customers enable us to continue sponsoring Liberty Media outlets.
[00:05:31.143 --> 00:05:35.925]  Use promo code FREEDOM to receive a 15% discount at gusset.com.
[00:05:36.485 --> 00:05:39.466]  In Liberty, David Hall, Diamond Gusset Jeans Company.
[00:05:39.546 --> 00:05:43.928]  Tell folks how you got introduced to super male, and then when super female came out, tell us what happened.
[00:05:44.208 --> 00:05:48.850]  After I saw such a huge positive change in my husband, I had to try it for myself.
[00:05:48.970 --> 00:05:49.970]  Talk about the effects.
[00:05:50.290 --> 00:05:51.771]  I feel great when I wake up in the morning.
[00:05:51.791 --> 00:05:53.472]  I have drive to go to the gym.
[00:05:53.732 --> 00:05:54.772]  I feel like I look better.
[00:05:54.832 --> 00:05:55.492]  I feel better.
[00:05:55.552 --> 00:05:56.593]  I feel sexier.
[00:05:56.613 --> 00:05:57.353]  I love it.
[00:05:57.593 --> 00:06:00.495]  Even if you don't believe in supplements, take the challenge.
[00:06:00.555 --> 00:06:03.296]  Get a bottle of Super Male, a bottle of Super Female.
[00:06:03.496 --> 00:06:04.537]  Check it out for yourself.
[00:06:04.577 --> 00:06:05.617]  Consult your physician.
[00:06:05.757 --> 00:06:07.958]  Visit InfoWarsLife.com today.
[00:06:07.978 --> 00:06:09.059]  This is life changing.
[00:06:09.739 --> 00:06:10.980]  Another major health threat.
[00:06:11.000 --> 00:06:15.903]  This one in Toledo, Ohio, where everybody in the entire city has been told not to drink the water.
[00:06:15.983 --> 00:06:18.625]  Ohio's governor declaring a state of emergency.
[00:06:18.645 --> 00:06:25.430]  Did you know that the average person uses about 80 to 100 gallons of water at home every single day?
[00:06:25.690 --> 00:06:28.552]  If there's a water emergency, will you be prepared?
[00:06:28.672 --> 00:06:31.615]  Panicked residents forming long lines throughout the day.
[00:06:31.635 --> 00:06:33.636]  We're here at a supermarket in Toledo.
[00:06:33.656 --> 00:06:36.518]  You can see the shelves empty where water once was.
[00:06:36.578 --> 00:06:42.080]  To stay safe and healthy during a crisis, you must have access to safe, clean water.
[00:06:42.301 --> 00:06:45.802]  Water which will not be available at your local grocery store.
[00:06:45.822 --> 00:06:48.843]  There's a mad dash on right now to stock up on supplies.
[00:06:48.903 --> 00:06:55.987]  The ProPure ProOne G2.0 Water Filtration System is a must-have for every modern, independently-minded household.
[00:06:56.227 --> 00:06:59.288]  Protect your family's safety during an emergency.
[00:06:59.448 --> 00:07:05.711]  Go to infowarsstore.com today to purchase your ProPure ProOne G2.0 Water Filtration System.
[00:07:09.473 --> 00:07:15.437]  I began to get into iodine a few years ago because it was helping me and my family so much get healthy and detoxify.
[00:07:15.637 --> 00:07:19.840]  Most people know that iodine deficiency has been a crisis around the world.
[00:07:20.200 --> 00:07:24.763]  Iodine is key to so many of the body's functions, especially the thyroid.
[00:07:25.183 --> 00:07:27.805]  I discovered a product being developed by Dr. Group.
[00:07:28.105 --> 00:07:33.288]  You now know it as Survival Shield True Nascent Iodine that your body can really absorb.
[00:07:33.549 --> 00:07:40.433]  Then, about a year ago, he said, listen, if you think this is powerful, I'm going to come out with rare earth, deep earth crystals.
[00:07:40.933 --> 00:07:44.696]  And the results that I personally have had have been life-changing.
[00:07:45.076 --> 00:07:49.859]  Nobody else has got iodine based on these pure crystals, ladies and gentlemen.
[00:07:50.199 --> 00:07:51.040]  This is innovating.
[00:07:51.320 --> 00:07:58.604]  And the best part is, it helps fund InfoWars.com, the radio show, the TV show, the whole media operation promoting true libertarian ideas.
[00:07:58.804 --> 00:08:02.866]  For a limited time, experience the ancient power of Survival Shield X2.
[00:08:03.066 --> 00:08:08.229]  Take advantage of this unprecedented 30% off super detox special at InfoWarsLive.com.
[00:08:31.207 --> 00:08:34.828]  If you are receiving this transmission, you are the resistance.
[00:08:34.968 --> 00:08:45.551]  It's Alex Jones.
[00:08:45.591 --> 00:08:51.953]  Ladies and gentlemen, we are live broadcasting worldwide from Austin, Texas.
[00:08:52.053 --> 00:08:59.375]  Our reporters, now going into week number two, have been reporting on the ground from Ferguson, Missouri.
[00:09:01.957 --> 00:09:05.959]  On what is a demo for martial law nationwide.
[00:09:06.639 --> 00:09:08.660]  And our reporters have gotten video of this.
[00:09:08.720 --> 00:09:18.704]  They can confirm that journalists are having rocks thrown at them by the supposedly perfect angel protesters.
[00:09:20.905 --> 00:09:23.246]  There are Moloff cocktails being thrown at the police.
[00:09:23.766 --> 00:09:25.226]  There are shots being fired.
[00:09:25.967 --> 00:09:28.748]  This did happen last night and it's ongoing.
[00:09:32.475 --> 00:09:47.772]  And the hoodlums that have come into the area, as the head of the state police has said, have invaded and are using all of the bedlam, like criminals do, to basically engage in criminal activity, looting, you name it.
[00:09:48.753 --> 00:09:52.497]  And they're even attacking CNN reporters and others.
[00:09:52.738 --> 00:09:53.779]  There's now video of that.
[00:09:58.257 --> 00:10:02.298]  Headline, police in Ferguson arrest Getty photographer Scott Olson.
[00:10:02.718 --> 00:10:04.078]  That's happening on the other side.
[00:10:04.398 --> 00:10:13.561]  So you've got the police arresting reporters, tear gassing them, shooting them with rubber bullets, aiming guns at them, and you've got the hoodlums attacking them.
[00:10:14.661 --> 00:10:16.021]  Truly disgusting.
[00:10:19.902 --> 00:10:26.824]  There's a lot of bullying and thuggish behavior going on, and I've likened out-of-control police agencies
[00:10:27.987 --> 00:10:29.969]  Over the years to a street gang.
[00:10:35.356 --> 00:10:37.539]  And it's so bad that I'm just tempted to.
[00:10:39.124 --> 00:10:52.659]  Pull my reporters completely out of there and just have them cover the press conferences and talk to eyewitnesses and just report on other people's live feeds because there's no point in letting a bunch of gangbangers stab or shoot my reporters.
[00:10:53.460 --> 00:10:58.845]  And by the way, every time I criticize all the gangbangers with their pants hanging down around their butts and
[00:10:59.426 --> 00:11:01.726]  Running around cussing everybody and breaking out windows.
[00:11:02.207 --> 00:11:09.768]  I see comments on Infowars.com, PrisonPlanet.com and YouTube going, I knew you were racist, Alex, in all caps.
[00:11:12.329 --> 00:11:14.069]  Why are you hating on people?
[00:11:14.589 --> 00:11:17.149]  These are the type of comments that you can go to the website and read.
[00:11:19.210 --> 00:11:24.371]  You understand, I don't like the police driving around in MRAPs with sound cannons attacking the press.
[00:11:25.595 --> 00:11:27.576]  I don't like the NSA illegally spying on me.
[00:11:27.616 --> 00:11:28.917]  I don't like the wide open borders.
[00:11:29.278 --> 00:11:33.641]  I don't like the fact we're sold out to foreign banks and being maneuvered towards economic collapse.
[00:11:36.283 --> 00:11:41.867]  I don't like the fact that it's a premeditated slide towards totalitarianism in this country on record.
[00:11:42.247 --> 00:11:52.554]  But it doesn't mean that I endorse a bunch of hoodlum people showing up out of areas of St.
[00:11:52.614 --> 00:11:52.975]  Louis
[00:11:54.028 --> 00:12:03.891]  To run around and say, we've been oppressed, so we're gonna attack reporters and people, even reporters that are there spewing political correct baloney.
[00:12:05.532 --> 00:12:12.334]  It's amazing that because somebody got shot and killed, now that gives a bunch of criminals a right to loot and burn stuff down.
[00:12:13.594 --> 00:12:17.355]  I got mad when the police were shooting rubber bullets at my reporters.
[00:12:18.716 --> 00:12:21.997]  Joe Biggs, and Jakari Jackson, and Josh Owens.
[00:12:23.228 --> 00:12:25.309]  Flash-banging the car Josh was in.
[00:12:27.471 --> 00:12:32.674]  Attacking the Al Jazeera reporters and arresting the Washington Post reporter.
[00:12:33.114 --> 00:12:42.200]  While Jokari was there, they were shooting rubber bullets, tear gas, and they run up and they break down the camera equipment, chase the reporters down the road.
[00:12:43.527 --> 00:12:46.830]  And then they go on the news the next day and say, no, we were helping the reporters.
[00:12:46.890 --> 00:12:47.531]  They thanked us.
[00:12:47.831 --> 00:12:51.355]  So we went and found the reporters and they said, no, of course we don't thank them.
[00:12:51.655 --> 00:12:52.336]  It's pure bull.
[00:12:53.077 --> 00:12:55.399]  It's just a culture of lying everywhere.
[00:12:56.220 --> 00:12:57.341]  It's just disgusting.
[00:12:58.683 --> 00:13:05.550]  And more and more in America, that's what we see, just where everybody is acting like a bunch of hoodlum, crazy gangsters.
[00:13:07.315 --> 00:13:09.957]  Just wanting to dominate and push people around.
[00:13:10.537 --> 00:13:11.718]  It's the end of chivalry.
[00:13:11.838 --> 00:13:13.159]  It is the end of common sense.
[00:13:13.219 --> 00:13:14.640]  It's the end of being honorable.
[00:13:15.300 --> 00:13:16.601]  It is just truly disgusting.
[00:13:18.222 --> 00:13:30.491]  We have more videos of our reporters on the sidewalk and other reporters and then the police just walk up with M4s with live ammo in them.
[00:13:32.062 --> 00:13:35.484]  And others with shotguns with rubber bullets in them, five feet away.
[00:13:35.825 --> 00:13:40.448]  If you shoot somebody with rubber bullets at five feet away, you will kill them.
[00:13:42.850 --> 00:13:44.351]  There have been a lot of rubber bullet deaths.
[00:13:44.371 --> 00:13:46.472]  You see them in the news all the time in the back of the paper.
[00:13:46.853 --> 00:13:48.714]  Famous one was the Red Sox one.
[00:13:48.734 --> 00:13:50.996]  Remember the World Series?
[00:13:51.016 --> 00:13:52.357]  I don't know, it was like eight, nine years ago.
[00:13:52.397 --> 00:13:52.817]  I forget.
[00:13:52.837 --> 00:14:00.723]  And a girl with no criminal record, college student,
[00:14:01.670 --> 00:14:25.954]  With her boyfriend, no criminal record, not even a misdemeanor, at like 10.30 at night when they won, walked out of a restaurant, she wasn't even there for the Red Sox, and the riot police were clearing people off the street that had dumped some stuff over, and a cop, a senior one, walked right up at 10 feet away, there it is, death of Victoria Schnellgrove, and shot her in the eyes and nose, driving her eyeballs back into her brain.
[00:14:28.490 --> 00:14:30.271]  And the cops, you know, they're very proud of themselves.
[00:14:30.291 --> 00:14:31.752]  Oh, that's just what happens.
[00:14:33.112 --> 00:14:40.536]  You got cops with shotguns pointing them at people's heads, ladies and gentlemen, with rubber bullets, and 2-2-3 rounds that aren't rubber.
[00:14:41.557 --> 00:14:46.460]  And I... I just can't handle it.
[00:14:53.503 --> 00:14:54.584]  It makes me want to throw up.
[00:14:55.933 --> 00:14:56.994]  And the whole thing's contrived.
[00:14:57.014 --> 00:15:07.342]  You've got the Black Panthers, the new Black Panthers, which are basically a black Klan group, running around, you know, saying it's time for violence.
[00:15:07.382 --> 00:15:08.282]  I've got their quotes here.
[00:15:08.302 --> 00:15:13.046]  I've got another article out on it on Infowars.com last night that scrolled off.
[00:15:13.066 --> 00:15:13.907]  You guys print that for me.
[00:15:13.927 --> 00:15:15.548]  It's in the Featured News Archive.
[00:15:17.421 --> 00:15:26.589]  And then you've got all these other people that are just upset about their lives, upset that they don't have good-paying jobs, or the welfare checks aren't big enough, or they're scared and tired of being pushed around by the cops.
[00:15:27.629 --> 00:15:37.918]  They're out protesting, and then just mixed in with it are all these hoodlums.
[00:15:39.459 --> 00:15:45.684]  And I'm just sick of the hoodlum culture that's sold and promoted by MTV and the radio and the culture.
[00:15:46.664 --> 00:15:48.925]  Across the board, it's not just inner city blacks.
[00:15:49.505 --> 00:16:03.268]  There's all sorts of versions of weird, bully, fake tough guy, weird country rap, and weird hoodlum rock and roll, and just a culture of just trashing us.
[00:16:04.668 --> 00:16:13.450]  Men who aren't men, men that never had dads around, people that just think acting like thugs is tough and is cool.
[00:16:14.531 --> 00:16:16.071]  We've got some of those clips coming up.
[00:16:17.762 --> 00:16:26.568]  And I see the hoodlums with masks on their faces covering up who they are, and the police doing it, and just the rudeness.
[00:16:34.653 --> 00:16:39.156]  It freaks me out because what's going to happen when the dollar fully devalues?
[00:16:40.617 --> 00:16:44.020]  What's going to happen as the industrial base sinks even faster?
[00:16:45.544 --> 00:16:56.351]  And we've got people that are third, fourth, fifth generation living on welfare in the countryside, in the inner cities, everywhere, who don't know how to provide for themselves.
[00:16:59.673 --> 00:17:10.781]  What's going to happen during this flux where the robots replace the humans with most jobs from custodial positions to factory jobs to driverless cars?
[00:17:13.510 --> 00:17:27.744]  What's going to happen is the designed implosion of society, and I liken it to a Mars mission that takes a year there, six months on the ground, and a year back.
[00:17:28.585 --> 00:17:33.630]  The reason they haven't launched a Mars mission is because it's cost prohibitive, but also
[00:17:34.608 --> 00:17:59.117]  Because most of the people that go will probably end up having heart attacks once they get there or on the way back, because no matter how much exercise they do, even if it's a spacecraft that's spinning, that creates some centrifugal force and some gravity, the people will be like invalids once they return to Earth, even if they survive.
[00:18:02.864 --> 00:18:04.145]  You say, what's that have to do with this?
[00:18:04.726 --> 00:18:25.166]  We are immersed in a whole new culture of GMO and electrical frequency pollution and chemicals in the food and water and hundreds of hours a week for many people, for a lot of folks, 30, 40, 50 hours a week of television and screen time
[00:18:26.889 --> 00:18:28.671]  And you can see the IQs dropping.
[00:18:28.971 --> 00:18:33.757]  You can see the numbers of diseases and illnesses skyrocketing.
[00:18:34.217 --> 00:18:41.004]  You can see the mutation and the de-evolution of humanity in front of everyone.
[00:18:41.445 --> 00:18:43.187]  The degeneration.
[00:18:46.465 --> 00:18:56.271]  I think about the people I knew when I was a little kid in the countryside that were super hard-working, super good-looking, super tough, super cool.
[00:18:57.232 --> 00:19:04.516]  And now I go back to where my family's from, and it looks like people that are still alive there or haven't moved out have been hit by mutation rays.
[00:19:04.896 --> 00:19:07.118]  And all they do is watch satellite TV all day.
[00:19:07.458 --> 00:19:10.720]  If they even have a job in town, it's at a prison or at a power plant.
[00:19:11.540 --> 00:19:16.023]  And there's no culture, and they are literally just waiting to die.
[00:19:21.641 --> 00:19:35.506]  And I see the young people, not even so much my family, but just the locals, and they look like absolute hell, and never even basically get out of their pajamas all day long, even if they go to a job.
[00:19:36.527 --> 00:19:39.668]  And then I see the inner city people, they're just exactly the same thing.
[00:19:40.308 --> 00:19:42.309]  It's not that I'm putting them down because they're black.
[00:19:42.789 --> 00:19:45.010]  It's like I'm not putting down white people in East Texas.
[00:19:45.410 --> 00:19:50.192]  They look and talk and act like hell, and have been turned into trash!
[00:19:51.587 --> 00:19:52.628]  And it's disgusting!
[00:19:54.210 --> 00:19:55.250]  And it's getting worse!
[00:19:56.892 --> 00:20:02.397]  And the system's greasing the skids to make it as bad as they can and write all these textbooks admitting it.
[00:20:02.617 --> 00:20:06.241]  That they've dumbed everyone down to bring us into world government.
[00:20:06.601 --> 00:20:09.143]  And the endgame is forced population reduction.
[00:20:10.054 --> 00:20:15.378]  American gardeners and fellow Patriots make the right choice with your money, time, and your family food supply.
[00:20:15.518 --> 00:20:20.542]  Choose 100% pure heirloom seeds in the Survival Seed Vault from MyPatriotsupply.com.
[00:20:20.722 --> 00:20:21.542]  Why spend more?
[00:20:21.702 --> 00:20:29.448]  The Survival Seed Vault from MyPatriotsupply.com is only $37.95 and includes 20 varieties of pure, hearty, easy-to-grow heirloom seeds.
[00:20:29.728 --> 00:20:30.208]  Yes, only $37.95.
[00:20:30.268 --> 00:20:31.169]  That's 70% less than our competitors.
[00:20:33.891 --> 00:20:37.053]  You could buy three Survival Seed Vaults for less than one of theirs.
[00:20:37.273 --> 00:20:43.756]  The Survival Seed Vault from MyPatriotSupply.com includes detailed planting and seed saving instructions and ships same day.
[00:20:43.916 --> 00:20:46.537]  Plus, all orders over $49 ship free.
[00:20:46.737 --> 00:20:50.399]  MyPatriotSupply.com is American owned by patriots like you.
[00:20:50.619 --> 00:20:52.400]  Passionate about freedom and preparedness.
[00:20:52.620 --> 00:20:55.462]  Call now 866-229-0927.
[00:20:55.782 --> 00:20:58.404]  That's 866-229-0927.
[00:20:58.785 --> 00:21:04.489]  Or discover more emergency preparedness items when you order at MyPatriotSupply.com.
[00:21:04.629 --> 00:21:05.630]  Choose the original.
[00:21:05.730 --> 00:21:09.293]  Choose the Survival Seed Vault at MyPatriotSupply.com.
[00:21:09.753 --> 00:21:10.994]  Another major health threat.
[00:21:11.014 --> 00:21:15.917]  This one in Toledo, Ohio, where everybody in the entire city has been told not to drink the water.
[00:21:15.977 --> 00:21:18.639]  Ohio's governor declaring a state of emergency.
[00:21:18.679 --> 00:21:25.463]  Did you know that the average person uses about 80 to 100 gallons of water at home every single day?
[00:21:25.703 --> 00:21:28.585]  If there's a water emergency, will you be prepared?
[00:21:28.605 --> 00:21:31.627]  Panicked residents forming long lines throughout the day.
[00:21:31.647 --> 00:21:33.648]  We're here at a supermarket in Toledo.
[00:21:33.668 --> 00:21:36.550]  You can see the shelves empty where water once was.
[00:21:36.630 --> 00:21:42.094]  To stay safe and healthy during a crisis, you must have access to safe, clean water.
[00:21:42.314 --> 00:21:45.817]  Water which will not be available at your local grocery store.
[00:21:45.837 --> 00:21:48.800]  There's a mad dash on right now to stock up on supplies.
[00:21:48.920 --> 00:21:53.063]  The ProPure Pro1 G2.0 water filtration system is a must-have.
[00:21:53.083 --> 00:21:57.567]  Go to Infowarsstore.com today to purchase your ProPure Pro1 G2.0 water filtration system or call 1-888-253-3139.
[00:22:09.478 --> 00:22:12.060]  Silver has always been nature's very own antibiotic.
[00:22:12.200 --> 00:22:16.203]  And only one system allows you to generate an endless supply of natural silver solutions.
[00:22:16.503 --> 00:22:17.724]  Silverlungs.com.
[00:22:17.905 --> 00:22:20.386]  You'll find no wild claims or pseudoscience.
[00:22:20.567 --> 00:22:23.369]  Just a lifetime of nano-sized pure silver solutions.
[00:22:23.569 --> 00:22:25.730]  The Silverlungs generator allows you to make your own.
[00:22:25.931 --> 00:22:27.672]  So stop paying for silver solutions.
[00:22:27.832 --> 00:22:33.156]  The unique lung delivery system targets respiratory infections where other silver solutions simply cannot reach.
[00:22:33.396 --> 00:22:37.019]  See the Silverlungs generator and lung delivery system at Silverlungs.com.
[00:22:37.179 --> 00:22:38.260]  That's SilverLungs.com.
[00:22:53.192 --> 00:22:56.114]  So you can become self-reliant and less dependent upon others.
[00:22:56.334 --> 00:23:00.236]  To invest in your own home freeze dryer, go to HarvestRight.com.
[00:23:00.396 --> 00:23:01.897]  Hurry, supplies are limited.
[00:23:02.117 --> 00:23:04.739]  Again, that's a home freeze dryer from HarvestRight.com.
[00:23:04.979 --> 00:23:07.180]  And be sure to mention this ad to save $200 through the month of August.
[00:23:08.621 --> 00:23:10.442]  Adam Miller here with Midas Resources.
[00:23:10.582 --> 00:23:11.923]  Today, August 18th, 2014, gold opened at $1297.60.
[00:23:11.983 --> 00:23:15.706]  A one ounce gold coin to be purchased for $1344.77, $672.38 for a half ounce, or $336.19 for a quarter ounce.
[00:23:15.726 --> 00:23:16.186]  That's $1344.77, $672.38, and $336.19.
[00:23:30.536 --> 00:23:31.638]  Hi, this is Ted Anderson.
[00:23:31.698 --> 00:23:36.364]  Have you ever wondered why bank, stockbrokers, investment advisors won't talk about gold IRAs?
[00:23:36.764 --> 00:23:37.385]  Wait a sec.
[00:23:37.605 --> 00:23:41.571]  Gold and silver is going up while Congress is trying to settle on the next debt increase.
[00:23:41.791 --> 00:23:43.153]  And there's no end to this madness.
[00:23:43.413 --> 00:23:48.379]  That old 401k and IRA can be converted into physical gold without tax consequences.
[00:23:48.920 --> 00:23:51.442]  I explained this in my book, 10 Reasons to Buy Gold.
[00:23:51.722 --> 00:23:52.923]  Don't let time slip away.
[00:23:53.023 --> 00:23:54.285]  Call for a free copy today.
[00:23:54.305 --> 00:23:54.345]  800-686-2237.
[00:23:54.365 --> 00:23:56.566]  Get away from that Washington spin and get honest answers about gold.
[00:23:56.586 --> 00:23:56.646]  800-686-2237.
[00:23:56.666 --> 00:23:57.407]  The book is free.
[00:23:57.427 --> 00:23:57.467]  800-686-2237.
[00:24:48.317 --> 00:24:49.478]  Alex Jones here, back live.
[00:24:51.499 --> 00:25:02.808]  I was trying to draw the parallel of the analogy to the unnaturalness of humans in zero gravity and how that's prohibitive to long-term
[00:25:04.722 --> 00:25:07.084]  Or long-duration missions in space.
[00:25:07.744 --> 00:25:22.996]  And I was likening it to the artificial environment we're in, with the smartphones, and the electromagnetic frequencies, and the GMO, and the chemicals, and the psychological warfare, and the cultural breakdown, and also the easiness of life.
[00:25:24.522 --> 00:25:41.650]  Compared to what it used to be, you get a welfare check, you can go get food even though it's GMO crud, you can lay around and watch Judge Judy all day, you can lay around and watch Oprah Winfrey all day, and then see stories of the rich and famous and have class envy of people that have yachts and helicopters.
[00:25:43.100 --> 00:25:56.507]  And then you go to the shopping mall and you see the folks that are exercising, you see the middle class that's got money, and that's got money to not eat GMO, and they look healthy, whether they're black or white or Hispanic, and you are envious of them.
[00:25:56.888 --> 00:25:57.968]  You hate them.
[00:26:00.149 --> 00:26:07.253]  And that's what you see when the dumbed-down country folks come into town in the big city and see the beautiful people.
[00:26:08.394 --> 00:26:11.776]  In the elite areas of town, they get freaked out, they get insecure.
[00:26:13.240 --> 00:26:31.173]  That's what happens when you get the dumbed-down, poisoned inner-city people struggling to try to make it as well, but born into an artificial, sick culture where we abort millions of children a year and just say they're not humans, not even knowing any better.
[00:26:32.534 --> 00:26:40.499]  So I don't sit up here and look at poor, pathetic country people, whether they be black or white or Hispanic, and look down my nose at them.
[00:26:41.579 --> 00:26:47.224]  I don't look at poor inner-city black people, dumbed down, ignorant, brought up in the system.
[00:26:48.185 --> 00:26:49.166]  I feel sorry for them.
[00:26:49.426 --> 00:26:54.010]  But at the same time, they have been forged into a political weapon.
[00:26:55.432 --> 00:27:04.299]  Just like the poor people pouring in from Nicaragua and El Salvador and Guatemala, some of the most dangerous, broken places in the world.
[00:27:04.680 --> 00:27:06.862]  A poisonous transfusion.
[00:27:09.415 --> 00:27:18.377]  Signing them on to the Democratic Party and the welfare class to be the new political enforcer class in this country.
[00:27:20.397 --> 00:27:22.478]  You can see what the technocracy is doing.
[00:27:22.978 --> 00:27:36.281]  Shipping in unlimited numbers of Somalis into Minnesota, into New York, into Las Vegas to take over the cab businesses.
[00:27:36.541 --> 00:27:38.041]  I'm not against the Somali people.
[00:27:39.073 --> 00:27:43.415]  But you talk about coming from somewhere with a total breakdown of society.
[00:27:44.075 --> 00:27:48.357]  An absolute Stone Age level barbarism and culture.
[00:27:49.117 --> 00:27:51.779]  And women treated worse than animals.
[00:27:53.699 --> 00:27:54.900]  And it's politically correct.
[00:27:55.300 --> 00:27:56.661]  Oh, what a neat culture!
[00:27:56.961 --> 00:27:57.901]  Let's adopt it!
[00:27:58.221 --> 00:27:59.122]  Oh my gosh!
[00:27:59.722 --> 00:28:01.003]  You're wearing Levi's.
[00:28:01.043 --> 00:28:02.643]  You're a white guy driving a truck.
[00:28:02.964 --> 00:28:05.745]  That's sick and racist and homophobic.
[00:28:06.085 --> 00:28:07.946]  I bet you don't know how to read the New York Times.
