[00:00:00.009 --> 00:00:00.814]  Alex Jones Show!
[00:06:37.410 --> 00:06:38.310]  Not our iodine.
[00:06:38.410 --> 00:06:44.552]  It comes from over 200 million year old crystal salt deposits and is tested and proven to be completely pure.
[00:06:44.773 --> 00:06:46.613]  Visit InfoWarsLife.com today.
[00:06:46.793 --> 00:06:48.154]  See the informational videos.
[00:06:48.374 --> 00:06:50.194]  Read the information there compiled.
[00:06:50.334 --> 00:06:55.136]  And for a limited time, when you use promo code NOW at checkout, you get an additional
[00:06:55.596 --> 00:06:59.319]  5% off the entire family of InfoWarsLife.com products.
[00:06:59.700 --> 00:07:05.124]  Secure your Survival Shield X2 today at InfoWarsLife.com or call toll free 888-253-3139.
[00:07:09.947 --> 00:07:19.473]  Using unparalleled research in the development of a synergistic formulation based around the key concepts of super-oxygenation, the next level in cleansing is here.
[00:07:19.613 --> 00:07:29.360]  With key ingredients backed by real clinical studies, the new Oxy-Powder, available through InfoWars Life, was invented during Dr. Group's research on the toxification of our bodies.
[00:07:29.540 --> 00:07:32.462]  Many herbal colon cleansers are harsh on the body,
[00:07:32.662 --> 00:07:33.283]  I think so.
[00:07:47.619 --> 00:07:47.879]  We're good.
[00:08:19.474 --> 00:08:37.601]  I want to tell you about Texas Radio and the Big B. It comes out of the Virginia swamps, cool and slow, with money and precision, and a backheat narrow and hard to master.
[00:08:37.641 --> 00:08:38.982]  Some call it heaven-laden.
[00:08:45.248 --> 00:08:53.872]  If you are receiving this transmission live from Austin, Texas, broadcasting worldwide, you are the resistance.
[00:08:54.952 --> 00:08:56.413]  It's Alex Jones.
[00:08:59.494 --> 00:09:01.976]  One last breath before wind blows.
[00:09:02.236 --> 00:09:04.837]  Better raise your ears.
[00:09:04.897 --> 00:09:06.818]  Sound of hooves knock at your door.
[00:09:13.942 --> 00:09:15.663]  Lock up your wife and children now.
[00:09:17.584 --> 00:09:21.565]  It's time to wield the blade.
[00:09:21.885 --> 00:09:23.266]  All the talk will soon be over.
[00:09:23.366 --> 00:09:27.108]  It'll be time to test everybody's mettle.
[00:09:27.188 --> 00:09:32.370]  And they come to take your life.
[00:09:32.510 --> 00:09:33.530]  Honor the dead of night.
[00:09:34.070 --> 00:09:36.892]  You see the four horsemen ride.
[00:09:37.612 --> 00:09:40.833]  So choose your fate!
[00:09:41.574 --> 00:09:42.134]  Oh yes.
[00:09:46.516 --> 00:09:54.080]  Well, I choose not to live on my knees as a slave to the globalists, and I defiantly resist their attack on free will and liberty worldwide.
[00:09:56.161 --> 00:10:00.283]  Well, here we are on this live Thursday worldwide transmission.
[00:10:02.524 --> 00:10:03.045]  The 16th day.
[00:10:03.065 --> 00:10:13.190]  We have just absolutely over-the-top important news on the Ebola front, on the economic front, on the Second Amendment front.
[00:10:15.053 --> 00:10:27.226]  On the police state front with Houston literally trying to intimidate churches into not giving sermons that criticize transsexual behavior or homosexuality.
[00:10:28.867 --> 00:10:32.191]  And a lot of libertarian groups have been coming out and even though they are
[00:10:33.320 --> 00:10:35.282]  open to other lifestyles as a libertarians.
[00:10:36.403 --> 00:10:46.711]  They are defending these preachers because if you're going to have your right to live the way you want, somebody else has to have their right to live and speak as they see fit.
[00:10:48.773 --> 00:10:55.218]  Flaming authoritarianism, pun intended, out of the Houston mayor and the rest of them.
[00:10:56.779 --> 00:10:57.700]  Suing churches
[00:11:01.186 --> 00:11:02.947]  This is what Europe and Canada are doing.
[00:11:02.987 --> 00:11:03.687]  This is the model.
[00:11:04.107 --> 00:11:07.788]  Everything you see with political correctness out of Europe and Canada is coming here.
[00:11:08.268 --> 00:11:10.869]  They arrest preachers that criticize homosexuality.
[00:11:12.650 --> 00:11:30.035]  And to control language in England, they arrested Robin Page, who wasn't even a critic of the, you know, gay lobby, a decade ago, when he gave a speech saying rural communities deserve the same rights as Muslims and homosexuals, and they said that the scientific term homosexual
[00:11:31.715 --> 00:11:32.635]  Like heterosexual.
[00:11:33.916 --> 00:11:41.678]  Was hurtful and homophobic and so he was arrested as an example to everyone.
[00:11:42.458 --> 00:11:43.139]  That's England!
[00:11:45.379 --> 00:11:51.861]  That's like if I say Caucasians have light skin and they came and arrested me.
[00:11:51.981 --> 00:11:55.223]  Caucasian is a scientific word.
[00:11:55.843 --> 00:11:59.544]  There is a war against science, ladies and gentlemen.
[00:12:00.865 --> 00:12:02.346]  There is a war against free speech.
[00:12:02.486 --> 00:12:03.847]  I don't like the Ku Klux Klan.
[00:12:03.867 --> 00:12:07.009]  I've protested them more than a dozen times.
[00:12:07.249 --> 00:12:08.369]  The videos are on YouTube.
[00:12:10.611 --> 00:12:20.716]  And I would go to the protests and point out that they were really feds, and a lot of times it would turn out they were feds, and they would really shingle me out to death threat me and attack me, and the police generally would do nothing in Waco and other areas.
[00:12:22.237 --> 00:12:24.879]  But I would never call to have their speech taken.
[00:12:26.055 --> 00:12:33.036]  And by the way, when I'd go protest the Klan or other Mecha, La Raza, Hispanic Klan groups, they would always say, how dare you try to stop my free speech?
[00:12:33.076 --> 00:12:33.496]  No, no, no, no.
[00:12:34.797 --> 00:12:38.837]  Free speech means you can say what you want, I can say what I want right back.
[00:12:38.997 --> 00:12:40.058]  You understand how that works?
[00:12:40.078 --> 00:12:41.118]  It's a two-way street.
[00:12:41.718 --> 00:12:50.119]  But see, the left does what Mecha and La Raza and the Klan and the New Black Panther Party and others will do when you try to go counter-demonstrate against them.
[00:12:50.139 --> 00:12:52.300]  They'll get in your face saying, stop trying to stop my speech.
[00:12:53.237 --> 00:12:54.317]  While they're trying to stop yours.
[00:12:55.037 --> 00:12:56.398]  That's what the left does.
[00:12:56.438 --> 00:13:00.599]  They say, you can't have your speech and say you're against abortion.
[00:13:01.959 --> 00:13:03.519]  We're gonna have the IRS come after you.
[00:13:04.419 --> 00:13:07.220]  You can't say you think homosexuality is a sin.
[00:13:09.180 --> 00:13:10.861]  Because it's your interpretation of the Bible.
[00:13:11.441 --> 00:13:13.101]  I'm gonna try to have you arrested.
[00:13:13.601 --> 00:13:14.361]  Whoa!
[00:13:14.781 --> 00:13:15.222]  Whoa!
[00:13:15.502 --> 00:13:17.942]  That is over-the-top totalitarianism.
[00:13:19.322 --> 00:13:21.943]  And as soon as it got a lot of coverage in the news the last few days,
[00:13:24.178 --> 00:13:29.903]  Bully pulpit, Houston subpoenas, pastors and sermons, then backs off amidst outcry.
[00:13:30.903 --> 00:13:40.971]  I mean, this mayor is another crazy Anise Parker leftist control freak.
[00:13:41.492 --> 00:13:43.173]  I mean, if you're watching on TV, you can see her.
[00:13:43.513 --> 00:13:44.955]  What a dangerous person.
[00:13:45.862 --> 00:13:54.286]  In America, we're going to subpoena and sue with taxpayer money preachers to intimidate them not to read out of the Bible.
[00:13:58.108 --> 00:14:02.590]  And notice with political correctness, they only target Christians.
[00:14:02.610 --> 00:14:09.413]  You know, all these other mosques and even some of the Eastern religions are against homosexuality.
[00:14:13.945 --> 00:14:15.326]  Nobody's telling them to shut up.
[00:14:15.406 --> 00:14:18.287]  It's always Christianity that's supposed to shut up.
[00:14:18.307 --> 00:14:20.728]  And you know, there's other examples of killing free speech.
[00:14:22.109 --> 00:14:23.890]  I'm going to talk about this at the bottom of the hour.
[00:14:24.230 --> 00:14:28.072]  I went and saw Kill the Messenger last night, and I expected it to be a whitewash.
[00:14:29.352 --> 00:14:31.993]  I expected it to, you know, imply that he killed himself.
[00:14:33.034 --> 00:14:37.796]  And it was absolute truth, because I remember Gary Webb being on the show more than 10 times.
[00:14:38.636 --> 00:14:41.498]  I had all these incredible conversations with Gary Webb off-air.
[00:14:42.458 --> 00:14:44.159]  He wanted me to build a website for him.
[00:14:44.480 --> 00:14:49.244]  He sent me all these documents that the CIA had broken in his house a bunch to try to get.
[00:14:49.264 --> 00:14:56.429]  I was too busy making films and making babies with my wife.
[00:14:57.600 --> 00:15:04.305]  I remember he called back the last time I talked to him, a few months before he committed suicide, and he said, hey man, Alex, I thought you had the courage to put this up and do something.
[00:15:04.325 --> 00:15:08.928]  And I said, yeah, there's thousands of pages of this stuff, and a lot of this is court records and stuff.
[00:15:09.128 --> 00:15:10.549]  And I go, I guess I'll put it out.
[00:15:10.569 --> 00:15:12.530]  But he goes, well, I thought you got balls.
[00:15:13.231 --> 00:15:16.953]  I mean, these are epic conversations I had with Gary Webb, now a hit movie out about him.
[00:15:17.914 --> 00:15:20.616]  And it was so surreal to be sitting there in the movie theater.
[00:15:24.838 --> 00:15:35.989]  And knowing his whole story, and it was so accurate, and then they basically imply that the CIA kills him at the end, and they show the CIA threaten his kids, and break in his house, and break in his car, and steal his motorcycle.
[00:15:36.429 --> 00:15:41.694]  And it was just, I know the story so well, I know Freeway Ricky Ross, I was the only person to ever interview him in prison.
[00:15:43.316 --> 00:15:45.218]  Kevin Booth got that interview from prison.
[00:15:47.042 --> 00:16:07.075]  I mean I had the guy on death row on from Oklahoma from from Terre Haute who was there and and and and saw McVeigh admit what was later partially declassified that he was black ops army super special forces set up I just I'm not even here bragging oh my gosh this show's important I felt incredibly guilty
[00:16:11.863 --> 00:16:14.365]  That I don't even know where that disc is.
[00:16:14.785 --> 00:16:15.786]  That CD-ROM.
[00:16:16.487 --> 00:16:20.350]  That I opened up and it was just... I don't even know how to process all this stuff.
[00:16:22.031 --> 00:16:24.974]  I need to tear apart our storage buildings and find that.
[00:16:26.395 --> 00:16:30.719]  And they don't even want to talk about how I had that disc, because they were like killing people over this stuff.
[00:16:31.719 --> 00:16:34.041]  And then I went and searched last night when I got home.
[00:16:34.061 --> 00:16:38.945]  I went to bed and I woke up in the middle of the night and went and searched for like an hour at 3am, 4am.
[00:16:41.638 --> 00:16:45.460]  And I couldn't even find one interview I did with Gary Webb.
[00:16:46.001 --> 00:16:48.642]  It's kind of like I did a couple interviews, two interviews with Charlton Heston.
[00:16:48.882 --> 00:16:49.703]  I can only find one.
[00:16:49.723 --> 00:16:56.307]  There were probably 15 interviews with Gary Webb.
[00:16:56.607 --> 00:16:58.128]  Two hour interviews, some of them.
[00:16:59.049 --> 00:17:02.411]  And this was back when they had demonized him in the New York Times and the Washington Post.
[00:17:04.372 --> 00:17:06.053]  And when they had just torn him apart.
[00:17:06.873 --> 00:17:08.594]  Of course, it all turned out everything he said was true.
[00:17:08.614 --> 00:17:09.395]  It was very accurate.
[00:17:10.558 --> 00:17:16.499]  He was just pointing out what was already known and even been in congressional hearings years before on Southeast Asian drug dealing.
[00:17:17.279 --> 00:17:21.740]  Heroin, not cocaine, not white girl, as they call it.
[00:17:29.181 --> 00:17:38.143]  And I was just thinking about how bizarre it is that I talked to him a couple months before he died
[00:17:39.440 --> 00:17:46.262]  And I was remembering back my last conversation with him, is he got mad at me and slammed the phone down.
[00:17:48.043 --> 00:17:50.244]  And he was just somebody looking for help.
[00:17:50.264 --> 00:17:53.005]  Because he resigned from the San Jose Mercury News.
[00:17:53.325 --> 00:17:55.105]  He was trying to get his stories out on the internet.
[00:17:56.406 --> 00:17:58.807]  They were breaking in his house a bunch, so he moved again.
[00:17:59.667 --> 00:18:03.868]  He'd pull up and guys would slide down from the second story, you know, down the drainage pipe.
[00:18:04.548 --> 00:18:05.789]  Then he moved into a one-story house.
[00:18:06.749 --> 00:18:18.038]  And then they'd have known CIA people write articles about me right after he died, saying, Jones claims that men slid down the drainage pipe, but Webb lived in a one-story.
[00:18:18.098 --> 00:18:19.279]  Well, yeah, he just moved into it.
[00:18:19.299 --> 00:18:20.400]  It was just all these games.
[00:18:21.160 --> 00:18:33.050]  And then watching how they demonized him and how they tried to kill his name before they physically killed him, and experiencing a lot of this myself, it was a surreal
[00:18:35.000 --> 00:18:51.333]  I've never gone and seen a movie where, from what I know, it was so incredibly accurate and so incredibly sad, and then I resonated with it, because they always make it about the individual.
[00:18:51.393 --> 00:18:55.696]  If they can't disprove your facts, they just demonize and destroy the individual themselves.
[00:18:56.638 --> 00:19:06.349]  And I got a sick feeling in my stomach as I realized that the clocks just tick until they come and shoot me in the head twice or plant drugs on me or shoot me at a checkpoint or something.
[00:19:07.050 --> 00:19:11.675]  And it just, it made me sad to watch all the cowards, his editors and his, uh,
[00:19:11.795 --> 00:19:34.187]  Bosses at the San Jose Mercury News, that when it was all the big story, they were telling him what a rock star he was, but then as soon as the system turned against him, how the editor of the LA Times was former CIA, and they set about to destroy him, and the CIA declassified three weeks ago, on the eve of this film coming out, that they indeed set out to destroy Gary Webb.
[00:19:34.207 --> 00:19:36.228]  I said I'd cover it at the bottom of the hour, I'm already doing it.
[00:19:37.128 --> 00:19:40.090]  Who wrote the Dark Alliance story about CIA drug trafficking.
[00:19:42.560 --> 00:19:47.124]  Here's the headline, managing a nightmare, how the CIA watched over the destruction of Gary Webb.
[00:19:51.067 --> 00:19:53.089]  It's just so pathetic.
[00:19:55.170 --> 00:19:58.073]  And then why would the CIA admit they did this right when the movie came out?
[00:19:58.093 --> 00:19:59.073]  Because they want everybody to know.
[00:19:59.634 --> 00:20:08.021]  They want to just literally urinate on the corpse of our republic and scare the media and the press right as the CIA rolls out domestically.
[00:20:08.041 --> 00:20:09.042]  Ugh.
[00:20:10.020 --> 00:20:14.103]  You've forgotten to monitor BlocketPocket.com, haven't you?
[00:20:14.123 --> 00:20:16.584]  Oh, how quickly we forget.
[00:20:16.784 --> 00:20:19.666]  Blocket Pocket wants you to know that they never forget.
[00:20:19.806 --> 00:20:23.809]  You have a right to use wireless technology privately and safely.
[00:20:24.069 --> 00:20:30.373]  So go now and monitor BlocketPocket.com's complete line of custom-designed and American-made products.
[00:20:30.633 --> 00:20:32.154]  BlocketPocket.com.
[00:20:32.454 --> 00:20:35.877]  Enhance your health and privacy in a wireless world.
[00:20:35.897 --> 00:20:38.979]  It's here, only at BlocketPocket.com.
[00:20:39.839 --> 00:20:42.841]  In today's unstable environment, self-protection is critical.
[00:20:42.941 --> 00:20:44.542]  Civil unrest, riots, looting.
[00:20:44.722 --> 00:20:46.883]  It's happening now, right here in the United States.
[00:20:47.203 --> 00:20:48.524]  And your rights are at risk.
[00:20:48.804 --> 00:20:52.887]  If passed, HR 5344 would ban Level 3 and above body armor.
[00:20:53.167 --> 00:20:55.088]  KD Armor is standing up for you.
[00:20:55.328 --> 00:20:58.390]  We offer the most affordable Level 3 body armor on the market.
[00:20:58.450 --> 00:21:02.792]  KD Level 3 Armor withstands pistol and rifle hits up to 7.62 NATO.
[00:21:02.872 --> 00:21:04.673]  Get yours at kdarmor.com.
[00:21:04.714 --> 00:21:06.695]  That's kdarmor.com.
[00:21:07.035 --> 00:21:07.695]  KD Armor.
[00:21:07.835 --> 00:21:08.676]  Come and take it.
[00:21:09.216 --> 00:21:10.457]  Another major health threat.
[00:21:10.477 --> 00:21:15.379]  This one in Toledo, Ohio, where everybody in the entire city has been told not to drink the water.
[00:21:15.439 --> 00:21:18.100]  Ohio's governor declaring a state of emergency.
[00:21:18.140 --> 00:21:24.904]  Did you know that the average person uses about 80 to 100 gallons of water at home every single day?
[00:21:25.164 --> 00:21:28.045]  If there's a water emergency, will you be prepared?
[00:21:28.145 --> 00:21:31.067]  Panicked residents forming long lines throughout the day.
[00:21:31.087 --> 00:21:33.088]  We're here at a supermarket in Toledo.
[00:21:33.128 --> 00:21:36.009]  You can see the shelves empty where water once was.
[00:21:36.049 --> 00:21:41.552]  To stay safe and healthy during a crisis, you must have access to safe, clean water.
[00:21:41.772 --> 00:21:45.254]  Water which will not be available at your local grocery store.
[00:21:45.274 --> 00:21:48.296]  There's a mad dash on right now to stock up on supplies.
[00:21:48.356 --> 00:21:55.440]  The ProPure ProOne G2.0 Water Filtration System is a must-have for every modern, independently-minded household.
[00:21:55.680 --> 00:21:58.741]  Protect your family's safety during an emergency.
[00:21:58.902 --> 00:22:05.165]  Go to infowarsstore.com today to purchase your ProPure ProOne G2.0 Water Filtration System.
[00:22:05.325 --> 00:22:07.186]  Or call 1-888-253-3139.
[00:22:09.947 --> 00:22:12.008]  Mike Stenerson for Midas Resources.
[00:22:12.228 --> 00:22:15.370]  At no time in history have precious metals been more important.
[00:22:15.550 --> 00:22:18.031]  Certainly not in my 22 years in the industry.
[00:22:18.291 --> 00:22:21.972]  The dollar has lost over 90% of its value in the last 60 years.
[00:22:22.253 --> 00:22:25.714]  No fiat currency has ever survived the government printing presses.
[00:22:25.994 --> 00:22:27.095]  Ours is not immune.
[00:22:27.415 --> 00:22:29.036]  The time is now to be proactive.
[00:22:29.056 --> 00:22:29.536]  1-800-686-2237 extension 116.
[00:22:34.378 --> 00:22:36.719]  Anything tied to the dollar is at risk.
[00:22:37.099 --> 00:22:41.500]  CDs, annuities, 401Ks, IRAs, stocks, bonds, you name it.
[00:22:41.600 --> 00:22:42.461]  So decide.
[00:22:42.701 --> 00:22:45.822]  Do you want to leave a legacy of wealth or debt for your family?
[00:22:46.022 --> 00:22:46.982]  The choice is yours.
[00:22:47.322 --> 00:22:48.122]  Call me at 1-800-686-2237 extension 116.
[00:22:48.162 --> 00:22:48.863]  That's 1-800-686-2237 extension 116.
[00:22:48.923 --> 00:22:50.543]  Be proactive, not reactive.
[00:22:50.563 --> 00:22:50.743]  Call 1-800-686-2237.
[00:23:02.847 --> 00:23:03.348]  2237 Extension 116.
[00:23:08.354 --> 00:23:12.678]  On September 30th, 2014, the first confirmed case of Ebola appeared in the U.S.
[00:23:13.018 --> 00:23:25.029]  This, combined with several other unidentified viruses, have some of our customers at 30dayfoodsupply.com concerned about the safety of our domestic food supply, resulting in a surge of our $99.90 serving kits.
[00:23:25.369 --> 00:23:35.338]  While we at 30dayfoodsupply.com have no expertise in epidemiology, we are aggressively purchasing raw materials that are currently in stock and we intend to continue to sell
[00:23:35.658 --> 00:23:41.060]  Our 30-day non-GMO emergency food supply for only $99 as long as we can.
[00:23:41.461 --> 00:23:48.564]  Oregon Trail Foods and 30dayfoodsupply.com keep prices low by buying directly from the producers in Oregon and then pass the savings on to you.
[00:23:48.924 --> 00:23:58.848]  Call 541-229-0010 and purchase our 30-day, 90-day serving emergency food supplies for only $99 and $10 ships your entire order to the lower 48.
[00:23:59.729 --> 00:24:02.570]  Visit our website at 30dayfoodsupply.com or call 541-229-0010.
[00:24:04.991 --> 00:24:05.852]  5-4-1-2-2-9-0-0-10.
[00:24:05.952 --> 00:24:19.763]  We have massive global stock market and bond market news over the top in Port Nobola news.
[00:24:20.904 --> 00:24:33.435]  Max Keiser's coming on the first 30 minutes of the third hour to break down the bond market implosion that he predicted would happen by the middle of this year, so I guess he's a little bit late on that, but
[00:24:34.821 --> 00:24:35.642]  Still accurate.
[00:24:36.082 --> 00:24:43.208]  We're going to get Harry Dent on next week, who's been predicting it'll be depressionary, not inflationary.
[00:24:43.608 --> 00:24:51.735]  And it does appear that the collapse is depressionary overall, with a bizarre icing of inflationary on top of it.
[00:24:52.115 --> 00:24:55.258]  That's not supposed to be able to happen in real economics, but things are so rigged.
[00:24:56.359 --> 00:24:58.580]  Bulls run for the exit on U.S.
[00:24:58.620 --> 00:24:59.161]  Treasuries.
[00:25:00.001 --> 00:25:00.842]  Italy and France
[00:25:02.475 --> 00:25:06.496]  Make plea for growth as EU-Asia leaders meet.
[00:25:07.497 --> 00:25:12.038]  Gold is up today on global slowdown concerns.
[00:25:12.638 --> 00:25:15.399]  Crude oil is plunging below $80 a barrel.
[00:25:16.139 --> 00:25:20.641]  Refineries have been restricted as a bottleneck, so don't expect prices to fall too much.
[00:25:22.315 --> 00:25:24.437]  This is the type of over-the-top information.
[00:25:25.457 --> 00:25:41.470]  I intended to not even talk about Kill the Messenger today, but it was so profound last night watching this movie, and so personal, and so surreal, because I was remembering, man, I really knew this guy well.
[00:25:42.551 --> 00:25:43.832]  He wanted to work with me.
[00:25:44.072 --> 00:25:49.296]  He wanted to, he had his new book coming out that was going to be basically self-published.
[00:25:50.498 --> 00:25:53.840]  exposing the full scope of CIA drug dealing and they killed him.
[00:25:54.481 --> 00:25:55.942]  And he told me he was being threatened.
[00:25:55.962 --> 00:26:07.710]  And he told Ricky Ross, who's on next Tuesday, the big CIA crack dealer, biggest in West Coast history, that guys were breaking in and they were going to kill him right before they killed him.
[00:26:13.715 --> 00:26:19.059]  It's just so unbelievably bizarre that it even came out in Congress
[00:26:20.319 --> 00:26:33.024]  In the late 90s, with a solicitor inspector general, that they were shipping most of the cocaine in, but then they knew the public was so dumbed down, they would go on national television and say, Gary Webb has been discredited.
[00:26:34.484 --> 00:26:41.147]  The drug kingpin in the Central American prison says that he never met with him.
[00:26:44.928 --> 00:26:49.990]  And then to imagine the LA Times editor, who was CIA on record, the movie even points that out,
[00:26:52.489 --> 00:26:54.250]  set out to destroy this journalist.
[00:26:55.071 --> 00:27:08.241]  I just hope everybody involved in this knows that when they sat him down and said we're going to kill your family if you don't write this suicide note and then shot him twice in the head, that all of you are accomplices to that.
[00:27:09.562 --> 00:27:13.725]  And they say one man dies as a tragedy, 10,000 dies as a statistic, as Joseph Stalin said.
[00:27:14.025 --> 00:27:14.526]  It's true.
[00:27:15.106 --> 00:27:21.011]  But when you destroy a real journalist and someone who has integrity and courage and who swims against the tide,
[00:27:22.802 --> 00:27:35.446]  You then kill the courage of thousands of other journalists and other individuals and whistleblowers and just allow incredible evil to grow.
[00:27:35.466 --> 00:27:39.967]  And I wouldn't call the film a whitewash.
[00:27:40.727 --> 00:27:46.089]  They've got some of the courtroom scenes where they actually threatened to kill Gary Webb out in the hallway repeatedly.
