[00:00:00.069 --> 00:00:02.043]  Alex Jones Broadcasting Network.
[00:06:02.685 --> 00:06:03.686]  Live Life Healthy!
[00:06:09.361 --> 00:06:15.310]  I began to get into iodine a few years ago because it was helping me and my family so much get healthy and detoxify.
[00:06:15.510 --> 00:06:19.716]  Most people know that iodine deficiency has been a crisis around the world.
[00:06:20.097 --> 00:06:24.644]  Iodine is key to so many of the body's functions, especially the thyroid.
[00:06:25.044 --> 00:06:27.665]  I discovered a product being developed by Dr. Group.
[00:06:27.965 --> 00:06:33.167]  You now know it as Survival Shield True Nascent Iodine that your body can really absorb.
[00:06:33.408 --> 00:06:40.290]  Then, about a year ago, he said, listen, if you think this is powerful, I'm going to come out with rare earth, deep earth crystals.
[00:06:40.811 --> 00:06:44.552]  And the results that I personally have had have been life-changing.
[00:06:44.932 --> 00:06:49.734]  Nobody else has got iodine based on these pure crystals, ladies and gentlemen.
[00:06:50.055 --> 00:06:50.895]  This is innovating.
[00:06:51.195 --> 00:06:58.482]  And the best part is, it helps fund InfoWars.com, the radio show, the TV show, the whole media operation promoting true libertarian ideas.
[00:06:58.682 --> 00:07:02.726]  For a limited time, experience the ancient power of Survival Shield X2.
[00:07:02.947 --> 00:07:08.092]  Take advantage of this unprecedented 30% off Super Detox Special at InfoWarsLife.com.
[00:07:09.551 --> 00:07:11.312]  Hi, I'm Dr. Edward Grew.
[00:07:11.853 --> 00:07:18.817]  It took me 20 years of searching the globe to find the deposit of the highest purity iodine available.
[00:07:19.277 --> 00:07:29.684]  The new Survival Shield X2 is mined from 7 to 10,000 feet below the earth in pristine, environmentally clean conditions.
[00:07:30.105 --> 00:07:39.331]  The iodine crystals we use are extracted from an ancient 300 million plus year old deposit deep in the earth.
[00:07:40.051 --> 00:07:43.472]  It's the strongest nascent iodine on the market today.
[00:07:44.132 --> 00:07:47.553]  It delivers 650 micrograms per drop.
[00:07:47.873 --> 00:07:49.474]  Experience the new formula.
[00:07:49.934 --> 00:07:51.935]  Experience the ancient purity.
[00:07:52.515 --> 00:07:53.535]  Shield your family.
[00:07:53.855 --> 00:07:55.256]  Survival Shield X2.
[00:07:55.676 --> 00:07:58.257]  Available now at Infowarslife.com.
[00:07:58.817 --> 00:08:02.778]  X2 from Infowarslife.com or call toll free 888-253-3139.
[00:08:11.876 --> 00:08:14.097]  He aligns himself with the truth.
[00:08:14.558 --> 00:08:17.019]  And it's time for you to choose a side.
[00:08:17.519 --> 00:08:19.921]  You're listening to Alex Jones.
[00:08:21.405 --> 00:08:37.659]  This magic moment So different and so new Wasn't like any other Until I kissed you And then it happened It took me by surprise
[00:09:05.826 --> 00:09:06.166]  Life.
[00:09:06.826 --> 00:09:07.987]  The whole thing's magic.
[00:09:09.467 --> 00:09:11.808]  Where we live, the middle of space.
[00:09:14.529 --> 00:09:17.110]  All our ancestors that came before us and their struggles.
[00:09:18.490 --> 00:09:20.090]  Science, the technology.
[00:09:21.191 --> 00:09:24.492]  The act of men and women coming together to produce the next generation.
[00:09:25.232 --> 00:09:28.633]  The kinsmanship, the honor, the passion, the love.
[00:09:30.534 --> 00:09:31.154]  The treachery.
[00:09:33.192 --> 00:09:35.354]  I have learned from fools and from sages.
[00:09:36.335 --> 00:09:37.456]  It is the great adventure.
[00:09:38.316 --> 00:09:39.237]  It is life.
[00:09:39.877 --> 00:09:41.379]  Trapped in purgatory.
[00:09:41.959 --> 00:09:44.161]  Awaiting the hour of reprisal.
[00:09:51.106 --> 00:09:52.367]  Trapped in purgatory.
[00:09:54.849 --> 00:09:58.132]  You can say we're in the Phantom Zone here, ladies and gentlemen.
[00:09:58.412 --> 00:09:59.333]  In the third dimension.
[00:10:00.520 --> 00:10:07.168]  I just want people to think about the big picture out there and understand there is a lot of things going on.
[00:10:09.155 --> 00:10:20.238]  That are bigger and more important than all the little criminal politicians with their Air Force One and their big red carpets trying to make us feel small and powerless.
[00:10:20.698 --> 00:10:22.298]  They're doing that on purpose.
[00:10:23.178 --> 00:10:27.139]  And now the White House has come out, and the story's in the printer.
[00:10:27.539 --> 00:10:28.800]  You guys bring that into me, thank you.
[00:10:29.360 --> 00:10:37.982]  Now the White House has come out and said, we've substantively improved the tranquility of the global community.
[00:10:39.790 --> 00:10:48.397]  And if you continue down that line, if you have a business you didn't build at, raising the debt limit does not raise the debt.
[00:10:51.539 --> 00:10:58.625]  If you have a doctor, you can keep them, and this will cut the price of your health care to that of a phone bill or cable bill, instead of doubling or tripling it.
[00:10:59.005 --> 00:11:00.286]  There are no death panels.
[00:11:01.727 --> 00:11:04.029]  And Barack Obama is a progressive liberal.
[00:11:05.350 --> 00:11:18.176]  Well, only if you think that deadly pancreatic cancer metastasizing into the liver and the lungs and the brain and the lymph nodes is something good in the word progressive.
[00:11:18.797 --> 00:11:22.178]  Then I guess it is something that is good.
[00:11:23.119 --> 00:11:30.803]  In other wild headlines, before I plunge into all the really serious news here today, NASA has come out
[00:11:32.034 --> 00:11:35.336]  And said that humans will prove we are not alone.
[00:11:36.457 --> 00:11:46.664]  How many times did NASA find what they believe are the skeletal remains or the imprint of microbes on Mars?
[00:11:48.265 --> 00:11:51.387]  And how many times did they then retract it later saying it wasn't?
[00:11:52.007 --> 00:11:53.788]  Look, I don't believe we're alone in the universe.
[00:11:53.808 --> 00:11:54.689]  Let's be clear about that.
[00:11:56.167 --> 00:11:58.828]  Obviously, ladies and gentlemen, we're not alone on this planet.
[00:11:59.528 --> 00:12:04.150]  There's a lot of things going on on heaven and earth that we are not privy to.
[00:12:04.751 --> 00:12:06.171]  Just look at all the ancient writings.
[00:12:08.012 --> 00:12:10.133]  They all mirror each other across the globe.
[00:12:10.173 --> 00:12:11.854]  There's definitely some things going on here.
[00:12:12.374 --> 00:12:14.295]  We're not in Kansas, ladies and gentlemen.
[00:12:14.635 --> 00:12:15.795]  We're in deep space.
[00:12:16.656 --> 00:12:21.498]  Humans will prove we are not alone in the universe, CBS News, within 20 years.
[00:12:23.400 --> 00:12:45.215]  The word is, and you can research this, with the SETI system, the high-powered radio telescopes that they've had up since the 70s, that they've gotten a lot of transmissions that are not of naturally occurring space chatter coming out of planets and suns and black holes.
[00:12:46.837 --> 00:12:49.639]  And let's just hope that
[00:12:51.752 --> 00:12:53.093]  Whoever's listening is nice.
[00:12:55.294 --> 00:13:06.122]  And of course, I would venture to say that in the Bible, it talks about these entities that aren't visible to the eye, but are right there around us.
[00:13:06.222 --> 00:13:10.525]  And of course, that would fit into the fourth and fifth dimension equations that are out there.
[00:13:12.230 --> 00:13:15.512]  And again, I don't mean to go off into the speculative realm here today.
[00:13:15.773 --> 00:13:35.707]  When you've got the Pope saying there's aliens, and that, you know, they're prepared for them to come, and you've got NASA saying get ready, and then there's all the original moon footage that didn't get released until later, with a whole string of different astronauts saying that their ships were followed by other craft.
[00:13:37.719 --> 00:13:40.660]  And then NASA ordered that information suppressed.
[00:13:41.601 --> 00:13:42.822]  There's obviously something going on.
[00:13:43.242 --> 00:13:45.383]  And again, I've talked to Buzz Aldrin privately.
[00:13:45.403 --> 00:13:50.765]  And I've talked to Buzz Aldrin on the air.
[00:13:52.326 --> 00:13:59.670]  And Buzz Aldrin's assistant is a listener and did get Buzz Aldrin, second person to walk on the moon, on the show.
[00:13:59.830 --> 00:14:02.251]  And then there was quite a freakout after that happened.
[00:14:04.032 --> 00:14:06.193]  And he is not coming back on the show.
[00:14:07.529 --> 00:14:16.176]  Just like we were one micron from getting Chuck Yeager on the broadcast till government people found out and got involved.
[00:14:16.856 --> 00:14:18.898]  Because they don't want these icons coming on the show.
[00:14:22.201 --> 00:14:29.286]  But expanding on that, I have told part of the story about Buzz Aldrin.
[00:14:30.147 --> 00:14:33.910]  The only reason I tell this again is because it's so fantastical.
[00:14:37.990 --> 00:14:51.774]  I'm out in Hollywood, and I'd already interviewed this person before, Buzz Aldrin, and the phone rings, and this Hollywood star's house I was at was going to be going to dinner with him in a couple days, and I was invited, but I couldn't stay in town.
[00:14:51.814 --> 00:14:52.474]  I had to come back.
[00:14:52.514 --> 00:14:53.435]  I wish I would have gone now.
[00:14:54.975 --> 00:14:57.256]  And their going to dinner ended up being on the news.
[00:14:57.276 --> 00:15:00.917]  It was on TMZ, to a steakhouse, a few days later.
[00:15:02.506 --> 00:15:11.490]  And this is about a 30-minute conversation on speakerphone sitting out over the Hollywood Hills in the classic Hollywood setting with the big pool and the butler bringing, you know, iced tea.
[00:15:12.370 --> 00:15:14.691]  You know, Matrix-like bizarreness.
[00:15:15.932 --> 00:15:22.915]  And I'm sitting up there, and the Matrix-like weirdness is that Buzz Aldrin's on the phone, speakerphone, on an iPhone.
[00:15:24.176 --> 00:15:25.296]  It was like an iPhone 1.
[00:15:28.558 --> 00:15:31.079]  And he's conversing with this Hollywood star,
[00:15:33.900 --> 00:15:35.481]  And I chime in a few times.
[00:15:39.043 --> 00:15:42.384]  And he's saying all this wild stuff off record.
[00:15:45.386 --> 00:15:53.510]  And then he says, by the way, the Indians in a few months are going to crash a probe into the moon, and they're going to discover water.
[00:15:53.890 --> 00:15:58.312]  Of course, we really discovered it there, but weren't supposed to release that info, but just be waiting for that.
[00:15:58.672 --> 00:16:01.314]  Folks, it wasn't in the news yet they were going to crash a probe in.
[00:16:02.133 --> 00:16:05.756]  And I'm thinking, Buzz Aldrin's nuts at this point.
[00:16:05.796 --> 00:16:07.178]  This is how naive I was even then.
[00:16:07.198 --> 00:16:12.523]  Okay, about a month later or so, they announce they're going to crash a probe in.
[00:16:14.204 --> 00:16:17.568]  And then a couple months later, I'm walking through an airport, and there's USA Today with the cover.
[00:16:18.388 --> 00:16:22.232]  Indians discover water by crashing the probe in, and then it sent up the ice crystals.
[00:16:22.612 --> 00:16:27.297]  Another probe, you know, that dropped that probe, flew back by and picked up the ice crystals.
[00:16:28.624 --> 00:16:32.048]  There's the headline, India's first lunar mission finds water on the moon.
[00:16:32.088 --> 00:16:42.799]  But when Buzz Aldrin came on the show, he goes, we need to land a probe on Mars's one moon, and there you'll find the monolith.
[00:16:47.344 --> 00:16:51.128]  And it was probably put there by an advanced intelligence.
[00:16:53.390 --> 00:16:54.550]  And that's all I can tell you.
[00:16:54.970 --> 00:16:56.751]  Then off air, I'm like, come on, talk more about it.
[00:16:56.791 --> 00:16:58.631]  He goes, no, no, no, that's all I can say.
[00:16:58.651 --> 00:16:59.332]  That's all I can say.
[00:16:59.352 --> 00:17:05.093]  And then I have this conversation at Charlie Sheen's house with him.
[00:17:07.674 --> 00:17:09.034]  And I mean, it's Buzz Aldrin, folks.
[00:17:09.634 --> 00:17:11.835]  The guy that punches people out that says he didn't go to the moon.
[00:17:13.213 --> 00:17:14.415]  And of course, I knew Raymond Teague.
[00:17:14.455 --> 00:17:17.037]  He died, I guess it was earlier this year, late last year.
[00:17:17.057 --> 00:17:17.978]  What a sweetheart he was.
[00:17:17.998 --> 00:17:19.940]  You know, he was on the main Mars mission.
[00:17:20.281 --> 00:17:22.403]  I mean, main moon missions.
[00:17:22.483 --> 00:17:24.084]  Ran the RCA cameras on the moon.
[00:17:24.385 --> 00:17:26.527]  Ran the Skylab cameras, the space shuttle cameras.
[00:17:26.767 --> 00:17:28.709]  I mean, he was mission one command.
[00:17:29.270 --> 00:17:30.251]  He said, no, we were there.
[00:17:31.274 --> 00:17:33.716]  But then he said, I can't tell you the other stuff.
[00:17:33.796 --> 00:17:34.837]  It's just you're dead on.
[00:17:35.117 --> 00:17:35.918]  It's more advanced.
[00:17:36.459 --> 00:17:41.803]  So basically, they've got tinker toy missions that they show you piggybacked with real missions on top of it.
[00:17:42.143 --> 00:17:49.330]  And that's what Dr. Bob Bowman, who died about a year ago, nuclear physicist, fighter bomber pilot, Vietnam, just another amazing individual.
[00:17:51.294 --> 00:17:56.958]  That's exactly what he said, but the monolith... I don't know why I went off on this lowest important news today.
[00:17:57.598 --> 00:18:00.060]  It's just that I see the story up on DrudgeReport.com.
[00:18:00.080 --> 00:18:01.982]  It's also up on InfoWars.com.
[00:18:02.542 --> 00:18:06.565]  NASA humans will prove we are not alone in the universe within 20 years.
[00:18:09.667 --> 00:18:13.530]  Well, whether it's a blue beam psi-op or whatever it is,
[00:18:14.814 --> 00:18:15.635]  Maybe it isn't true.
[00:18:15.695 --> 00:18:16.576]  Maybe it's a PSYOP.
[00:18:17.116 --> 00:18:21.800]  You know, Ronald Reagan, the Pope, they've all been saying, you know, outside aliens will unify us and the rest of it.
[00:18:21.960 --> 00:18:23.521]  Kissinger said that for world government.
[00:18:25.443 --> 00:18:26.744]  They have UN studies about it.
[00:18:28.285 --> 00:18:38.093]  Lenin LaRouche wanted to put a space-based system up in the 70s to unify the world around asteroid and comet repulsion or shootdowns and thought that was a way to bring the planet together.
[00:18:39.346 --> 00:18:42.487]  And that was picked up by the CIA, that plan in the early seventies.
[00:18:42.527 --> 00:18:43.988]  That's in the Washington Post, by the way.
[00:18:44.008 --> 00:18:45.588]  It's not LaRouche saying that.
[00:18:48.649 --> 00:19:04.915]  And it was actually the cover, then, to put up space planes with a global decapitation system to decapitate state leaders in one hour, was the plan back in seventy-nine, with over a hundred of these space planes, with D.U.
[00:19:04.975 --> 00:19:06.156]  Sabo, Sabo,
[00:19:07.858 --> 00:19:08.958]  Decapitator weapons.
[00:19:09.018 --> 00:19:18.020]  Again, they can shoot, let's say your base is two miles under a mountain, because you can't be two miles under sea level because it gets, you know, 150 degrees down there.
[00:19:18.580 --> 00:19:22.241]  You got to be under a mountain that's a couple miles high, and then it's 65 degrees.
[00:19:22.741 --> 00:19:24.081]  Don't need air conditioning, don't need heating.
[00:19:25.482 --> 00:19:29.522]  And they can shoot two, three miles right into a mountain with the stuff they had in the 70s.
[00:19:30.663 --> 00:19:32.863]  Right through granite with a DU weapon.
[00:19:35.532 --> 00:19:41.215]  But there's so much kinetic force that it creates a multi-megaton explosion.
[00:19:43.797 --> 00:19:48.139]  And they throw it in your face with movies like Last Starfighter, where the aliens come in with the meteor guns.
[00:19:50.040 --> 00:19:52.101]  And how they're recruiting people with the video games.
[00:19:52.141 --> 00:19:54.022]  Turned out that was a Pentagon plan in the 60s.
[00:19:54.403 --> 00:19:55.163]  I mean, let me just say this.
[00:19:55.443 --> 00:19:56.584]  You're living in Buck Rogers.
[00:19:56.624 --> 00:19:59.045]  The public hadn't been told, okay?
[00:19:59.105 --> 00:20:00.266]  That's all I'm telling you.
[00:20:00.286 --> 00:20:01.987]  Just what I know is off the charts.
[00:20:03.308 --> 00:20:03.468]  But...
[00:20:05.427 --> 00:20:07.169]  There's a huge classified space program.
[00:20:07.209 --> 00:20:08.230]  We'll be right back.
[00:20:08.270 --> 00:20:08.690]  Stay with us.
[00:20:09.131 --> 00:20:13.655]  There's one major factor affecting the health of millions, and most people are completely unaware.
[00:20:13.895 --> 00:20:14.536]  Acid levels.
[00:20:14.756 --> 00:20:19.460]  Soda, meat, dairy, caffeine, and sugar can all lead to elevated acid levels in the body.
[00:20:19.600 --> 00:20:24.065]  AlkaVision Plasma pH Drops get the body's pH levels back in perfect balance.
[00:20:24.225 --> 00:20:29.650]  It's a holistic, natural, and powerful approach that will give you greater health, vitality, and zest for life.
[00:20:29.910 --> 00:20:31.731]  AlkaVision Plasma pH Drops.
[00:20:31.831 --> 00:20:34.033]  Visit ALKAVision.com.
[00:20:34.213 --> 00:20:35.194]  Alkalize your body.
[00:20:35.374 --> 00:20:37.856]  Supercharge your health at AlkaVision.com.
[00:20:38.649 --> 00:20:47.916]  We the people grow cotton, weave fabric, engrave ink, embed strips and fibers to protect from counterfeit, then carting to a private bank, having it led back at interest, forcing taxes to service debt.
[00:20:47.956 --> 00:20:48.696]  This capitalism?
[00:20:48.756 --> 00:20:54.880]  Or was Jefferson correct when stating a central bank issuing the public currency is a greater menace to the liberties of the people than a standing army?
[00:20:54.921 --> 00:20:58.563]  Ted Anderson, I'm placing a free silver dollar in a book that explains our monetary system.
[00:20:58.623 --> 00:20:59.544]  Call for your copy 800-686-2237.
[00:20:59.564 --> 00:21:00.905]  It's time to understand the system.
[00:21:00.945 --> 00:21:01.225]  Call 800-686-2237.
[00:21:01.265 --> 00:21:01.545]  That's 800-686-2237.
[00:21:08.630 --> 00:21:11.173]  Alex Jones here for InfoWars.com.
[00:21:11.393 --> 00:21:16.259]  In the month of July, we have got giant specials on everything at Madein1776.com.
[00:21:16.359 --> 00:21:18.622]  The already discounted Made in 1776 t-shirts are only $17.76.
[00:21:23.387 --> 00:21:23.847]  We're good to go.
[00:21:44.207 --> 00:21:50.829]  Months free right now when you get a membership at PrisonPlanet.tv for a limited time, only $39.95 a year.
[00:21:51.109 --> 00:21:54.630]  That's more than five months free off the regular price.
[00:21:54.970 --> 00:22:01.192]  Not just this July 4th weekend, but the entire month of July at MadeIn1776.com.
[00:22:01.572 --> 00:22:06.594]  Molon Labe, you can take my gun from my cold, dead hands.
[00:22:08.061 --> 00:22:12.842]  It seems that everywhere you turn to these days, people are talking about the health benefits of silver.
[00:22:13.182 --> 00:22:15.883]  But don't be fooled into believing all silver is the same.
[00:22:16.323 --> 00:22:22.184]  Only one silver solution has been clinically shown to be hundreds of times stronger than colloidal or ionic silver.
[00:22:22.464 --> 00:22:24.224]  That's supernatural silver.
[00:22:24.664 --> 00:22:29.425]  It can be used internally as a powerful immune system enhancer to fight off bacteria and viruses.
[00:22:29.725 --> 00:22:34.086]  Supernatural silver can be used topically to treat any type of wound or skin issue.
[00:22:34.546 --> 00:22:37.807]  It's even gentle enough to be used on the ears, eyes, and sinuses.
[00:22:38.147 --> 00:22:42.588]  And unlike harsh drugs and antibiotics, Supernatural Silver has no side effects.
[00:22:42.988 --> 00:22:47.470]  Available as a liquid or a gel that you can use every day to stay healthy and well.
[00:22:47.830 --> 00:22:53.451]  To experience outstanding customer service and to place your order, visit SupernaturalSilver.com.
[00:22:53.952 --> 00:22:57.933]  Use the promo code SILVER2014 for 20% off your entire order.
[00:22:58.173 --> 00:23:02.314]  Give yourself and your loved ones a fighting chance with Supernatural Silver.
[00:23:02.654 --> 00:23:05.056]  Only at SupernaturalSilver.com.
[00:23:05.377 --> 00:23:07.218]  SupernaturalSilver.com.
[00:23:07.659 --> 00:23:14.144]  A 30-day GMO-free emergency food supply for only $99 at 30dayfoodsupply.com.
[00:23:14.184 --> 00:23:20.170]  You can purchase Oregon Trail Foods' one-month supply of high-quality nutritious and healthy emergency meals.
[00:23:20.530 --> 00:23:28.812]  For less than $100, these vegetarian meals are naturally high in fiber, carbs, and protein, and they're packed with oxygen absorbers in Mylar pouches.
[00:23:29.092 --> 00:23:35.774]  They're completely free of any artificial flavors and colorings, have a 20-year shelf life, and take up to 70% less space than No.
[00:23:36.014 --> 00:23:36.374]  10 cans.
[00:23:36.414 --> 00:23:38.274]  They even offer a gluten-free option.
[00:23:38.595 --> 00:23:44.456]  Oregon Trail Foods and 30dayfoodsupply.com keep prices low by buying directly from the producers in Oregon.
[00:23:44.696 --> 00:23:46.037]  And then passing the savings to you.
[00:23:46.417 --> 00:23:53.763]  Purchase a 30-day, 90-serving emergency food supply for only $99 this month and $10 ships your entire order.
[00:23:54.284 --> 00:23:59.328]  Visit the website at 30dayfoodsupply.com or call 541-229-0010.
[00:24:00.589 --> 00:24:04.792]  That's 30dayfoodsupply.com where they make preparedness affordable.
[00:24:05.353 --> 00:24:06.213]  30dayfoodsupply.com
[00:24:36.013 --> 00:24:37.755]  Monday through Friday at 11 a.m.
[00:24:37.775 --> 00:24:38.196]  to 2 p.m.
[00:24:38.216 --> 00:24:38.636]  Central.
[00:24:38.677 --> 00:24:40.018]  That's 12 noon to 3 p.m.
[00:24:40.058 --> 00:24:40.339]  Eastern.
[00:24:41.240 --> 00:24:42.461]  I am your host, Alex Jones.
[00:24:42.481 --> 00:24:48.529]  We've got the Sultan's Sultan Swing bringing us in.
[00:24:49.070 --> 00:24:49.771]  Tired Straights.
[00:24:53.362 --> 00:24:54.903]  Don't forget, we have the weeknight transmission.
[00:24:54.923 --> 00:24:57.525]  7 o'clock Central, 8 o'clock Eastern.
[00:24:57.665 --> 00:25:02.348]  InfoWars, Nightly News with Leigh-Anne McAdoo and so many others.
[00:25:02.408 --> 00:25:03.169]  Gary Jackson.
[00:25:11.534 --> 00:25:17.178]  Joe Biggs, Darren McBreen, Rob Diggs, John Bound, David Knight.
[00:25:17.218 --> 00:25:18.079]  The list goes on and on.
[00:25:18.099 --> 00:25:18.840]  Our wonderful team.
[00:25:19.320 --> 00:25:20.941]  InfoWars Nightly News.
[00:25:22.282 --> 00:25:24.924]  Find details at PrisonPlanet.tv
[00:25:28.609 --> 00:25:35.634]  All right, let me just go through some of the headlines here so you know what's coming up.
[00:25:36.154 --> 00:25:45.740]  But Staff Sergeant Retired Joe Biggs is going to be in studio giving us his take on Bo Bergdahl, supposedly held for years by the Taliban-Al Qaeda.
[00:25:47.682 --> 00:25:53.065]  And we said it looked like a staged exfiltration, probably with an Al Qaeda cell controlled by the West.
[00:25:53.145 --> 00:25:54.226]  It's just like ISIS is.
[00:25:54.826 --> 00:25:55.647]  We've seen this before.
[00:25:57.148 --> 00:25:58.069]  being released.
[00:25:58.209 --> 00:26:00.630]  We said he'll just be basically put back on the general public.
[00:26:01.111 --> 00:26:09.616]  If that's the case, they'll have some new distraction about will he be tried for murder, aiding and abetting enemy combatants or whatever.
[00:26:10.316 --> 00:26:10.937]  I don't think so.
[00:26:12.778 --> 00:26:16.220]  This was done to cover up the VA scandal, but we'll get Joe Biggs' take on that.
[00:26:16.260 --> 00:26:25.146]  But what's really important coming up is Joe has all these incredible videos and photos of stuff he did in Afghanistan and Iraq that's never before been seen
