[00:00:00.211 --> 00:00:00.836]  Okay.
[00:08:38.651 --> 00:08:44.575]  Central.
[00:08:44.575 --> 00:08:50.620]  And then we return weeknights, 7 o'clock Central.
[00:08:50.620 --> 00:08:56.484]  The Nightly News, 7 o'clock Central, InfoWarsNews.com or PrisonPlanet.tv.
[00:08:56.484 --> 00:08:59.867]  As we blast out on AM and FM affiliates across the United States,
[00:09:01.138 --> 00:09:13.045]  From Kansas City, Missouri to Los Angeles, California, from Rochester, New York to Oklahoma City to Austin, Texas, thank you so much for joining us.
[00:09:13.045 --> 00:09:18.848]  The news websites are InfoWars.com and PrisonPlanet.com.
[00:09:18.848 --> 00:09:24.171]  And of course, we also have the free video feed going out at InfoWarsNews.com.
[00:09:26.397 --> 00:09:33.460]  That's Infowarsnews.com or Infowars.show.
[00:09:33.460 --> 00:09:34.361]  We'll also take you there.
[00:09:34.361 --> 00:09:44.265]  You can find the free podcast, the free iPhone, Android apps, the free live audio and video links right there, or become a prisonplanet.tv subscriber.
[00:09:46.226 --> 00:09:49.308]  And you get the nightly news when it goes out live or when it tapes to air.
[00:09:49.308 --> 00:09:57.773]  You get the high-quality archives, the commercial-free video and audio, podcasts, and you're funding the very tip of the spear in the information war.
[00:09:57.773 --> 00:09:59.794]  Again, I am your host, Alex Jones.
[00:09:59.794 --> 00:10:01.616]  Thank you for joining us.
[00:10:01.616 --> 00:10:06.659]  We have the head of the TOR Project dealing with NSA spying and how to protect yourself.
[00:10:08.157 --> 00:10:21.865]  Coming up for about 30 minutes, the start of the next hour, then former state police officer and then ran the largest and still does, police training security for public schools and private schools.
[00:10:21.865 --> 00:10:24.127]  He's run major university security as well.
[00:10:24.127 --> 00:10:28.790]  Wolfgang Halbig, who's pointed out that Sandy Hook is fake.
[00:10:28.790 --> 00:10:30.190]  And I've had former top CIA
[00:10:31.451 --> 00:10:34.473]  Field commanders on saying it's staged.
[00:10:34.473 --> 00:10:38.035]  We've got major professors in Florida saying it's clearly staged.
[00:10:38.035 --> 00:10:39.776]  I mean, it really is staged.
[00:10:39.776 --> 00:10:49.921]  We don't know exactly what went on there, but they've got kids going in one door for the helicopter shot and back out and back in for theater.
[00:10:49.921 --> 00:10:57.266]  They grabbed anti-terror police out in the woods, dressed up in the same shooter outfit and then lied about it.
[00:10:57.266 --> 00:10:59.247]  They didn't dispatch the rescue helicopters.
[00:11:00.589 --> 00:11:11.957]  All the defaults, all of the defaults, the things that are standard operating procedure were turned off.
[00:11:11.957 --> 00:11:20.023]  And now the FBI online crime statistics say no deaths in their reporting in Newtown in 2012.
[00:11:20.023 --> 00:11:25.686]  And then you've got all the bizarre footage of the parents
[00:11:26.758 --> 00:11:31.774]  Coming out and laughing and then, like, getting on camera and going, I mean, it's bizarre.
[00:11:31.774 --> 00:11:32.617]  CNN reporter.
[00:11:34.676 --> 00:11:36.217]  And admitted CIA officer.
[00:11:36.217 --> 00:11:37.038]  I'm not kidding.
[00:11:37.038 --> 00:11:37.998]  Look it up.
[00:11:37.998 --> 00:11:39.699]  Anderson Cooper.
[00:11:39.699 --> 00:11:42.081]  He's there and his nose disappears.
[00:11:42.081 --> 00:11:43.062]  He turns.
[00:11:43.062 --> 00:11:44.603]  It's clearly blue screen.
[00:11:44.603 --> 00:11:51.147]  So we blew it up and noticed that there's like papers and stuff on the street corner blowing and then it loops.
[00:11:51.147 --> 00:11:57.411]  It's the same shot, but they didn't want anybody to jump in there and say it was a hoax.
[00:11:57.411 --> 00:12:04.236]  So they did a whole hoax video, kind of like CNN did with the fake scud attacks on Saudi Arabia.
[00:12:05.865 --> 00:12:15.031]  Back in 1990, 1991, and that was admitted to be fake.
[00:12:15.031 --> 00:12:25.017]  So they just do all sorts of weirdness on sound stages, and people say, well, this would bring them down if they got caught.
[00:12:25.017 --> 00:12:30.400]  Actually, when you go this big with a hoax or a fraud, statistically and historically, you have a better chance of it working.
[00:12:31.715 --> 00:12:35.078]  They say if you steal a billion bucks, they make you the governor or the president.
[00:12:35.078 --> 00:12:37.560]  If you steal a hundred dollars, they throw you in federal prison.
[00:12:37.560 --> 00:12:42.163]  I mean, that's kind of how it works.
[00:12:42.163 --> 00:12:47.968]  And they've gotten away with it for a while, but now people instinctively know they're being lied to.
[00:12:49.477 --> 00:12:52.379]  So that's coming up for about 30 minutes of the third hour as well.
[00:12:52.379 --> 00:12:55.362]  We'll have news and phone calls, the rest of it.
[00:12:55.362 --> 00:12:57.443]  Why do you think stocks are plunging?
[00:12:57.443 --> 00:13:07.832]  CNBC experts and USA Today experts and London Guardian experts, they're all saying what I was thinking when I saw it this morning.
[00:13:07.832 --> 00:13:09.753]  200 points as of now.
[00:13:09.753 --> 00:13:13.876]  In fact, let's put that up on screen for folks.
[00:13:13.876 --> 00:13:16.699]  The S&P is down as well.
[00:13:18.353 --> 00:13:23.635]  But it's down more than 200 points, and it's kind of planed off right now.
[00:13:23.635 --> 00:13:32.019]  It's down 221 points, .57.
[00:13:32.019 --> 00:13:33.560]  And it's actually continuing now.
[00:13:33.560 --> 00:13:35.401]  It just resumed its dip.
[00:13:35.401 --> 00:13:37.762]  So we'll watch that as it happens.
[00:13:37.762 --> 00:13:39.763]  But I expect it to probably go back up.
[00:13:41.305 --> 00:13:51.590]  I mean, it could drop 2,000, 3,000 points, it would just go back up because there's so many fiat dollars and other fiat currencies and there's a global race to devalue currencies.
[00:13:51.590 --> 00:13:53.230]  Well, where are you going to put that money?
[00:13:53.230 --> 00:14:02.194]  You're going to put it in stock markets, you're going to put it in real estate, you're going to put it in farmland, you're going to put it in gold and silver, and that's what the elites are doing.
[00:14:02.194 --> 00:14:10.238]  Now, they don't want you getting into gold and silver because then that would drive it up too fast and really show, like a cold sore, the underlying infection.
[00:14:11.343 --> 00:14:15.604]  But it can only be put off so long.
[00:14:15.604 --> 00:14:17.564]  So I want to get your take on that.
[00:14:17.564 --> 00:14:26.926]  Of course, the Attorney General, and I'm sad to see this happen, because the longer he stayed in, the more heat would be pressed with his cover-up.
[00:14:26.926 --> 00:14:31.227]  Benghazi, he's been involved in that, helping go after whistleblowers here in the U.S.
[00:14:31.227 --> 00:14:38.448]  His cover-up, Fast and Furious, caught red-handed staging that, with Big Sis, who already left, of course, to go head up UC Davis.
[00:14:40.421 --> 00:14:46.084]  And then we've got all the other things he's been involved with.
[00:14:46.084 --> 00:14:51.728]  Persecuting Christian groups, pro-lifers, veterans, the Tea Party.
[00:14:51.728 --> 00:14:59.792]  Just tens of thousands of audits and harassments and bank accounts being shut down and people being indicted for crooked toenails.
[00:14:59.792 --> 00:15:04.235]  While this guy just commits crimes wall to wall.
[00:15:04.235 --> 00:15:08.798]  And then goes and gives speeches to the media about, we need to brainwash the public against guns.
[00:15:10.094 --> 00:15:16.218]  And then he has the nerve to get up when he went to Ferguson.
[00:15:16.218 --> 00:15:21.461]  He has the nerve to go there and talk about racism and how he's this big victim of it.
[00:15:21.461 --> 00:15:23.382]  That's why people don't like him now.
[00:15:23.382 --> 00:15:26.504]  I mean, give me a break, Holder.
[00:15:26.504 --> 00:15:29.586]  I bet Holder's never been attacked by white people physically.
[00:15:30.857 --> 00:15:32.619]  I have been attacked racially.
[00:15:32.619 --> 00:15:37.063]  I was thinking about it just a few nights ago, and I don't dislike black people because of it.
[00:15:37.063 --> 00:15:47.271]  I realize there's racist whites, blacks, you name it, but it's seen as kosher and acceptable by some blacks to attack white people because there's a score to settle.
[00:15:47.271 --> 00:15:51.195]  And if somebody weighs 250 pounds, well, I bet I can beat up this 180-pound guy.
[00:15:51.195 --> 00:15:52.916]  Back in the day, a little bit more than 180 pounds now.
[00:15:56.685 --> 00:15:57.886]  230 pounds.
[00:15:57.886 --> 00:15:58.567]  Was 275.
[00:15:58.567 --> 00:16:00.308]  That's how fat I got.
[00:16:00.308 --> 00:16:15.739]  But long story short, I have literally been called a cracker honky and had my head hammered into the concrete and when my hair all falls out, there's a giant scar right here from like 15 stitches where my head completely split open.
[00:16:15.739 --> 00:16:21.904]  I mean, I've had black people try to kill me in Dallas over and over and over again.
[00:16:23.393 --> 00:16:27.475]  I mean, you'll hear about some black family attacked by the Klan once, or some old black man beat up.
[00:16:27.475 --> 00:16:28.035]  It's terrible.
[00:16:28.035 --> 00:16:29.576]  They have movies about that.
[00:16:29.576 --> 00:16:31.157]  What about me?
[00:16:31.157 --> 00:16:33.138]  What about me, Holder?
[00:16:33.138 --> 00:16:34.918]  I'm sick of you playing race card.
[00:16:34.918 --> 00:16:36.079]  How dare you?
[00:16:36.079 --> 00:16:42.462]  I bet money, I bet money you never had a truck of white guys pull up and beat the living hell out of you.
[00:16:44.218 --> 00:16:45.499]  So, I'm sick of it.
[00:16:45.499 --> 00:16:46.979]  I don't have any guilt.
[00:16:46.979 --> 00:16:48.340]  I'm not racist.
[00:16:48.340 --> 00:16:55.143]  I don't like Obamacare because it's a screw job and raises 21 taxes, seven of them on people on the poverty line working poor.
[00:16:56.144 --> 00:16:57.625]  It's got death panels on it.
[00:16:57.625 --> 00:17:00.887]  I don't care if you're a black veteran, a white veteran, a Hispanic veteran.
[00:17:00.887 --> 00:17:05.670]  It makes my blood boil that they got secret death lists that we already knew about years ago.
[00:17:05.670 --> 00:17:07.071]  We had all the veterans groups on.
[00:17:07.071 --> 00:17:18.578]  Joyce Riley was talking about secret death lists and not giving treatment to troops with witnesses from the VA 15 years ago on this network.
[00:17:18.578 --> 00:17:21.900]  Morning host.
[00:17:21.900 --> 00:17:23.101]  And I would go interview the people as well.
[00:17:24.366 --> 00:17:26.288]  It's not because I'm some hero I expose this.
[00:17:26.288 --> 00:17:29.070]  I see these wounded warrior TV shows and you know ads.
[00:17:29.070 --> 00:17:29.290]  Great.
[00:17:29.290 --> 00:17:29.711]  Give them money.
[00:17:29.711 --> 00:17:30.992]  I think it's great.
[00:17:30.992 --> 00:17:41.161]  But what about just taking care of troops and making sure the veterans get the health care and don't get put on a secret death list.
[00:17:41.161 --> 00:17:42.682]  Oh we're not going to give you kidney surgery.
[00:17:42.682 --> 00:17:43.663]  We're not going to give you eye surgery.
[00:17:43.663 --> 00:17:45.205]  We're not going to give you heart surgery.
[00:17:45.205 --> 00:17:47.006]  You know you're 60 years old and had a heart attack.
[00:17:47.006 --> 00:17:48.688]  Just just go take some painkillers.
[00:17:50.014 --> 00:17:51.616]  How about that discrimination?
[00:17:51.616 --> 00:17:57.364]  We're all being discriminated against while our money's stolen and taken offshore to pay off derivatives.
[00:17:57.364 --> 00:17:59.768]  We're all having fluoride put in our water.
[00:17:59.768 --> 00:18:01.730]  We're all being fed GMO.
[00:18:01.730 --> 00:18:03.353]  We're all being spied on by the NSA.
[00:18:04.870 --> 00:18:11.855]  And I think the legacy of Holder is a race-baiting, anti-gun criminal who staged Fast and Furious and got caught.
[00:18:11.855 --> 00:18:17.719]  We have them announcing that they were doing this thing in Mexico to blame the Second Amendment a year before Fast and Furious broke.
[00:18:17.719 --> 00:18:18.159]  Okay?
[00:18:18.159 --> 00:18:18.880]  They all knew.
[00:18:18.880 --> 00:18:19.900]  They launched it.
[00:18:19.900 --> 00:18:20.661]  They ran it.
[00:18:20.661 --> 00:18:27.125]  His legacy, though, is you didn't get the guns, despite the fact that you pulled off the stage stuff at Sandy Hook.
[00:18:27.125 --> 00:18:31.208]  Clearly, the Boston bombing was staged at a top former CIA
[00:18:32.669 --> 00:18:34.551]  Field Commander on.
[00:18:34.551 --> 00:18:35.852]  Highly respected by the U.S.
[00:18:35.852 --> 00:18:36.713]  Army.
[00:18:36.713 --> 00:18:37.834]  On here.
[00:18:37.834 --> 00:18:39.655]  Last week saying those were both staged.
[00:18:39.655 --> 00:18:40.336]  And guess what?
[00:18:40.336 --> 00:18:42.618]  It's not just because he said it.
[00:18:42.618 --> 00:18:44.079]  We know the players.
[00:18:44.079 --> 00:18:46.621]  We know what went on.
[00:18:46.621 --> 00:18:50.585]  Bare minimum, Tamerlan Czarnev
[00:18:53.209 --> 00:19:13.263]  was in a State Department program for the CIA deployed under a fake name and the Russians blew his cover two years before and that's a little message to everybody who goes and works for the CIA or the FBI as an asset when it went once his cover was blown he was put out there as a decoy and a drill and then they were set up
[00:19:14.369 --> 00:19:17.571]  So they could take the fall, and the police state could pose as heroes.
[00:19:17.571 --> 00:19:19.552]  And that's just a fact, ladies and gentlemen.
[00:19:19.552 --> 00:19:21.774]  Just like Oklahoma City was a staged event.
[00:19:21.774 --> 00:19:26.557]  So I want to talk about the real reason Holder stepped down.
[00:19:26.557 --> 00:19:35.762]  He stepped down because he's bringing too much heat on them, and they need to bring some new puppet in, so they can get the football across the finish line.
[00:19:35.762 --> 00:19:40.305]  But they got 50 yards to go, and they don't have a first down.
[00:19:44.028 --> 00:19:46.110]  If they pull some false flag or something, we're watching them.
[00:19:46.110 --> 00:19:47.931]  We're not flat-footed.
[00:19:47.931 --> 00:19:48.572]  That's the thing.
[00:19:48.572 --> 00:19:52.255]  Once these criminals are called out, they're absolutely powerless.
[00:19:52.255 --> 00:19:55.097]  So this is a victory that he's being forced to step down.
[00:19:55.097 --> 00:19:57.039]  I'll get the number out when we come back and get into more news.
[00:19:59.184 --> 00:20:04.650]  Recent events have shown just how vulnerable we are to deadly viruses, bacteria, and fungus.
[00:20:04.650 --> 00:20:10.436]  These diseases are all caused by infectious pathogens that often get the upper hand on conventional medical treatments.
[00:20:10.436 --> 00:20:14.620]  Now more than ever, there's a great need for a product that will help protect us.
[00:20:14.620 --> 00:20:15.862]  Look no further.
[00:20:15.862 --> 00:20:20.667]  Supernatural Silver can provide immune system support to help fight off these deadly pathogens.
[00:20:21.287 --> 00:20:32.432]  Supernatural Silver is a new and vastly improved type of silver solution that's safe and extremely effective against 143 types of bacteria, both forms of viruses, mold, and yeast.
[00:20:32.432 --> 00:20:38.694]  Supernatural Silver can be taken orally or used topically and can be used in a nebulizer or vaporizer for inhalation.
[00:20:38.694 --> 00:20:47.218]  With over 180 scientific studies by independent universities, hospitals, and research institutions, Supernatural Silver is a powerful weapon against disease.
[00:20:47.498 --> 00:20:54.141]  Go to SupernaturalSilver.com and use the promo code SILVER2014 for 20% off your entire order.
[00:20:54.141 --> 00:20:58.664]  Give you and your loved ones a fighting chance with Supernatural Silver.
[00:20:58.664 --> 00:20:59.424]  Question.
[00:20:59.424 --> 00:21:04.226]  Could too many GMO foods and toxins be overloading your digestive and immune systems?
[00:21:04.226 --> 00:21:04.767]  Answer.
[00:21:04.767 --> 00:21:05.467]  Yes.
[00:21:05.467 --> 00:21:11.230]  If you're searching for a powerful detox that's gentle enough to use every day, use Pro-EM-1 from Kerogenics.
[00:21:11.710 --> 00:21:19.274]  Pro-EM1 is a powerful liquid probiotic that uses good bacteria to suppress pathogens and gently eliminate toxins from your body.
[00:21:19.274 --> 00:21:27.638]  A healthy digestive system will cleanse and remove toxins, support weight loss, improve absorption of food nutrients, and aid in controlling yeast and other infections.
[00:21:27.638 --> 00:21:35.582]  Pro-EM1 is made with only non-GMO and certified organic ingredients, has no preservatives, and is dairy, soy, wheat, and gluten free.
[00:21:35.582 --> 00:21:37.923]  Pro-EM1 is the key to your digestive health.
[00:21:38.303 --> 00:21:42.185]  Order Pro-EM1 Daily Probiotic Cleanse at Terragonics.com.
[00:21:42.185 --> 00:21:45.527]  Spelled T-E-R-A-G-A-N-I-X dot com.
[00:21:45.527 --> 00:21:46.488]  Or call toll free 866-369-3678.
[00:21:46.488 --> 00:21:46.788]  That's 866-369-3678.
[00:21:46.788 --> 00:21:48.029]  Also available through Amazon Prime.
[00:21:48.029 --> 00:21:48.629]  Pro-EM1 from Terragonics.
[00:21:48.629 --> 00:21:49.590]  Life's getting better!
[00:21:58.103 --> 00:21:58.943]  Listen up!
[00:21:58.943 --> 00:22:04.004]  GCN Live teams with Prepper & Shooter Magazine to offer an amazing exclusive deal.
[00:22:04.004 --> 00:22:09.705]  Be one of the first 1,000 listeners to visit GCNLive.com and click the Prepper & Shooter image.
[00:22:09.705 --> 00:22:12.926]  Then receive a free issue of Prepper & Shooter Magazine.
[00:22:12.926 --> 00:22:19.827]  Choose the third issue with rock legend Mark Farner from Grand Funk Railroad on the cover and get the first two issues absolutely free.
[00:22:19.827 --> 00:22:26.789]  This exclusive offer ends September 30th, so get your free issue of Prepper & Shooter now only at GCNLive.com.
[00:22:28.169 --> 00:22:28.990]  This is Dan Pilla.
[00:22:28.990 --> 00:22:30.771]  Do you owe the IRS money you can't pay?
[00:22:30.771 --> 00:22:32.412]  Are tax debts crippling you?
[00:22:32.412 --> 00:22:35.254]  I've defended people from the IRS for over 30 years.
[00:22:35.254 --> 00:22:37.536]  I've helped thousands and I can help you too.
[00:22:37.536 --> 00:22:42.039]  I wrote the book on IRS settlement and I'm telling you there's no such thing as a hopeless case.
[00:22:42.039 --> 00:22:46.002]  Call 800-34-NO-TAX to finally get free of IRS debt.
[00:22:46.002 --> 00:22:49.765]  With the IRS's new programs, there's never been a better time to solve your problem.
[00:22:49.765 --> 00:22:50.085]  Call 800-34-NO-TAX.
[00:22:50.085 --> 00:22:51.526]  That's 800-34-NO-TAX or my website, danpilla.com.
[00:22:57.165 --> 00:23:01.147]  We all have our own idea about what being safe and secure means.
[00:23:01.147 --> 00:23:06.670]  The doors lock, bills are paid, you've got a job that keeps the lights on, and a home to call your own.
[00:23:06.670 --> 00:23:09.052]  But what happens when Mother Nature throws a curveball?
[00:23:11.870 --> 00:23:16.172]  Are you prepared to live without electricity or passable roads for weeks at a time?
[00:23:16.172 --> 00:23:18.273]  Do you even have a plan B?
[00:23:18.273 --> 00:23:21.554]  If you do, are you willing to bet your life on it?
[00:23:21.554 --> 00:23:24.636]  Children left with no homes and no one's coming to help them.
[00:23:24.636 --> 00:23:27.477]  The first step towards self-reliance in the face of disaster.
[00:23:27.677 --> 00:23:27.877]  I think so.
[00:23:57.668 --> 00:24:00.210]  Do you know why that was not done?
[00:24:00.210 --> 00:24:02.471]  There are exceptions to that rule.
[00:24:02.471 --> 00:24:03.632]  I do not know, however.
[00:24:03.632 --> 00:24:06.834]  Again, Mr. Chairman, I don't know.
[00:24:06.834 --> 00:24:07.935]  I don't know.
[00:24:07.935 --> 00:24:09.436]  I don't know.
[00:24:09.436 --> 00:24:10.156]  I don't know.
[00:24:10.156 --> 00:24:10.856]  I don't know.
[00:24:10.856 --> 00:24:11.897]  I don't know.
[00:24:11.897 --> 00:24:13.458]  I don't know.
[00:24:13.458 --> 00:24:14.299]  That I don't know.
[00:24:14.299 --> 00:24:15.019]  I just don't know.
[00:24:15.019 --> 00:24:17.761]  I don't know whether or not... I just don't know.
[00:24:17.761 --> 00:24:21.343]  I don't know exactly how IRS has constructed it.
[00:24:21.343 --> 00:24:22.604]  I don't know when the subpoena was issued.
[00:24:23.263 --> 00:24:25.085]  Well, I don't know precisely.
[00:24:25.085 --> 00:24:25.645]  I don't know.
[00:24:25.645 --> 00:24:26.546]  I don't know.
[00:24:26.546 --> 00:24:29.268]  I don't know the specific questions.
[00:24:29.268 --> 00:24:30.589]  Again, I don't know what happened.
[00:24:30.589 --> 00:24:32.030]  Well, either you know or you don't know.
[00:24:32.030 --> 00:24:32.511]  I don't know.
[00:24:32.511 --> 00:24:33.011]  I don't know.
[00:24:33.011 --> 00:24:35.433]  I don't know.
