[00:00:00.009 --> 00:00:00.695]  Alex Jones Show!
[00:04:39.753 --> 00:04:45.514]  And remember, we told you weeks ago that we believe it was an inside job, somebody leaking, and that it couldn't be North Korea.
[00:04:46.829 --> 00:04:47.589]  And we were right again!
[00:04:47.609 --> 00:04:48.230]  Ha ha!
[00:04:48.610 --> 00:04:49.150]  Right again!
[00:04:49.170 --> 00:04:50.331]  Ho ho ho!
[00:04:50.631 --> 00:04:51.751]  Merry Christmas!
[00:04:51.991 --> 00:04:52.772]  Not being arrogant.
[00:04:53.432 --> 00:04:56.533]  Another side issue, Paul's been working for me for 13 years.
[00:04:57.274 --> 00:05:01.035]  He said, I'm not a public personality, I'm not gonna go on your show, I'm not gonna do reports.
[00:05:01.916 --> 00:05:04.117]  He does reports now and does as good a job as I do.
[00:05:04.297 --> 00:05:05.437]  So see, I was right again!
[00:05:05.457 --> 00:05:06.318]  I made him do it!
[00:05:07.513 --> 00:05:14.617]  2015 is almost here, and with it comes those New Year's resolutions to finally transform your body the way you want it.
[00:05:14.837 --> 00:05:18.639]  There's a reason over 88% of New Year's resolutions fail.
[00:05:18.759 --> 00:05:25.042]  Make this year different by equipping yourself with OxyPowder, the next level in cleansing the body naturally.
[00:05:25.522 --> 00:05:33.466]  Using Super Oxygenation OxyPowder, available through InfoWarsLife.com, gently cleanses the body while you sleep with easy capsules.
[00:05:33.726 --> 00:05:38.708]  InfoWars Nightly News Director Rob Dew has been using OxyPowder with incredible success.
[00:05:38.728 --> 00:05:41.409]  I took it that first day and then I took it for six more days after that.
[00:05:41.569 --> 00:05:43.430]  Twelve pounds melted off in about a week.
[00:05:43.510 --> 00:05:44.050]  I'd say a week.
[00:05:44.230 --> 00:05:44.710]  Seven days.
[00:05:45.191 --> 00:05:46.711]  And I've been able to keep it off, too.
[00:05:46.951 --> 00:05:48.552]  My wife's like, wow, you look really good.
[00:05:48.572 --> 00:05:49.792]  And I'm like, I know.
[00:05:49.872 --> 00:05:50.993]  I guess it's this OxyPowder.
[00:05:51.013 --> 00:05:52.954]  2015 can be different.
[00:05:53.054 --> 00:05:56.015]  Diet and exercise are important, but a lot of us have already tried that.
[00:05:56.275 --> 00:05:58.096]  OxyPowder flushes it out.
[00:05:58.476 --> 00:06:00.817]  Secure your OxyPowder at InfoWarsLife.com.
[00:06:01.457 --> 00:06:03.320]  That's Infowarslife.com or 888-253-3139.
[00:06:07.358 --> 00:06:11.200]  The average person's life is filled with unexpected challenges.
[00:06:11.960 --> 00:06:18.223]  Unlock the energy it takes to defeat these daily beasts with super male or super female vitality.
[00:06:18.323 --> 00:06:27.366]  Specifically designed to assist the body in regulating proper hormone balance to create superior vitality in males and females.
[00:06:27.727 --> 00:06:32.569]  Supercharge and conquer your world at InfoWarsLife.com or call 1-888-253-3139.
[00:06:37.349 --> 00:06:40.871]  The government's Department of Homeland Security is buying up loads of ammo.
[00:06:41.011 --> 00:06:44.972]  At the same time, they're restricting civilians' rights to own and purchase firearms.
[00:06:45.293 --> 00:06:46.753]  Can you put two and two together?
[00:06:47.073 --> 00:06:54.657]  Infidel Body Armor can stop every round, including hollow points and .308 sniper rounds, is reasonably priced, and fully legal.
[00:06:54.937 --> 00:06:55.777]  But for how long?
[00:06:56.078 --> 00:07:02.340]  Go to InfidelBodyArmor.com, spelled I-N-F-I-D-E-L BodyArmor.com.
[00:07:02.721 --> 00:07:05.522]  Infidel Body Armor just won't quit.
[00:07:07.375 --> 00:07:18.519]  Sold out for weeks due to the difficult and extensive proprietary process behind its creation, the exclusive InfoWars Life Secret 12 formulation is now back in stock in the last limited shipment of 2014.
[00:07:18.739 --> 00:07:32.524]  The most bioactive form that has been created with our proprietary process, this ultra-clean Vitamin B12 nutraceutical has been carefully crafted and developed over the last two years and is based on cellular science of how your body actively absorbs essential nutrients.
[00:07:32.984 --> 00:07:35.825]  Secret 12 is taken by mouth, right on the tongue, and then swallowed.
[00:07:36.065 --> 00:07:37.265]  No needles, no injections.
[00:07:37.485 --> 00:07:41.526]  Vitamin B12 deficiency is linked to scores of serious problems.
[00:07:41.826 --> 00:07:51.068]  And Secret 12 is a fusion of two organic, proprietary forms of Vitamin B12, bringing you a true nutraceutical quality Vitamin B12.
[00:07:51.448 --> 00:07:51.808]  Secret 12.
[00:07:52.528 --> 00:07:58.150]  Secret 12 is an excellent Christmas gift, and is tailor-made to boost your New Year's resolutions.
[00:07:58.170 --> 00:08:00.210]  Supplies of Secret 12 are very limited.
[00:08:00.510 --> 00:08:06.912]  Secure yours today at InfoWarsLife.com or by calling toll-free 888-253-3139.
[00:08:08.193 --> 00:08:10.653]  They took my saddle in Houston.
[00:08:11.113 --> 00:08:14.134]  Broke my leg in the Santa Fe.
[00:08:16.155 --> 00:08:22.157]  Lost my wife and a girlfriend somewhere along the way.
[00:08:22.177 --> 00:08:25.158]  In defense of human liberty, Alex Jones.
[00:08:25.178 --> 00:08:28.419]  I'll be looking for aid when they pull that gate.
[00:08:37.828 --> 00:08:46.500]  Well this whole Sony hacking story broke about two weeks ago and day one I came on air and I said
[00:08:48.214 --> 00:09:05.557]  It was probably coordinated between the Obama administration, Homeland Security, the NSA, to try to reintroduce CISPA and SOPA and expand the Cyber Command's funding from around $50 billion a year to even more.
[00:09:05.577 --> 00:09:16.939]  It's about $50 billion out of the $200 billion or so, so-called intelligence budget, that rolls into the $500-plus billion defense budget.
[00:09:19.241 --> 00:09:26.485]  And when I bring these points up, I'm going to show you an article where we put this out last Friday by Kit Daniels, just one of many articles.
[00:09:26.585 --> 00:09:27.465]  I want to explain something.
[00:09:27.545 --> 00:09:28.746]  It's not arrogance.
[00:09:30.767 --> 00:09:32.028]  It is confidence.
[00:09:33.689 --> 00:09:45.535]  I'm here to try to instill confidence in the audience and in new leaders out there to realize you are the resistance
[00:09:46.716 --> 00:09:57.443]  You have power, not just Alex Jones, not just a WorldNetDaily or a Matt Drudge at DrudgeReport.com, not just a Michael Savage.
[00:09:58.904 --> 00:10:01.225]  You have power in your area.
[00:10:03.327 --> 00:10:10.931]  Now before I get into all this news, I said earlier, I said we were right about this again.
[00:10:11.332 --> 00:10:14.574]  It's now basically admitted it was an inside leak, not a hack of Sony.
[00:10:16.348 --> 00:10:22.891]  I saw Obama in a press conference this morning say, we can't let dictators dictate to us what we put out.
[00:10:23.231 --> 00:10:26.893]  Good job, Sony, saying you're now going to release the movie on Christmas Day.
[00:10:27.994 --> 00:10:29.054]  Total hype!
[00:10:29.094 --> 00:10:30.295]  We're going to play that clip in a moment.
[00:10:32.396 --> 00:10:36.598]  But instead of just looking at what the enemy does, we have to realize how often we're right.
[00:10:37.339 --> 00:10:40.260]  Not because we're even that smart, but we're actually looking for the truth.
[00:10:40.620 --> 00:10:41.621]  We see the patterns.
[00:10:41.861 --> 00:10:42.761]  We see the motives.
[00:10:43.001 --> 00:10:43.962]  We see the means.
[00:10:44.282 --> 00:10:45.983]  It's a basic investigation.
[00:10:49.338 --> 00:10:53.861]  And so, I remember Paul's been working with me since 2001.
[00:10:55.562 --> 00:10:55.802]  13 years.
[00:10:59.505 --> 00:11:03.908]  And Paul would basically write articles about my radio show on his own website, Propagandamatrix.com.
[00:11:04.048 --> 00:11:08.991]  And he's a microcosm of myself and you and everybody else.
[00:11:10.653 --> 00:11:13.815]  And going back about six, seven years ago, I tried to make him come on the radio as a guest.
[00:11:13.855 --> 00:11:15.496]  He said, I'm just a writer, I don't want to do it.
[00:11:17.998 --> 00:11:31.283]  Then I told him, I said, listen, I've given you pay raises and stuff, you're going to start doing weekly videos for PrisonPlanet.tv, and you're going to start coming on my radio show, and you're going to develop yourself, or I'm going to find somebody else.
[00:11:31.903 --> 00:11:37.305]  As much as I care about you, I'm not going to just sit there and let you stagnate as a writer.
[00:11:38.151 --> 00:11:43.356]  Paul Watson has now been on national CBS, ABC, Coast to Coast AM repeatedly.
[00:11:43.756 --> 00:11:49.442]  His articles get picked up and quoted in the BBC, Der Spiegel, Russian News, U.S.
[00:11:49.502 --> 00:11:51.184]  News every week.
[00:11:53.526 --> 00:11:57.610]  And he was 20 years old when I hired him.
[00:11:59.331 --> 00:11:59.932]  He's now what, 33?
[00:12:00.092 --> 00:12:02.715]  Thirty-something years old.
[00:12:04.961 --> 00:12:06.382]  That is a microcosm.
[00:12:06.402 --> 00:12:09.203]  His brother's got a political science international relations degree.
[00:12:09.424 --> 00:12:10.464]  He does work as well.
[00:12:10.544 --> 00:12:16.768]  I'm trying to spur Steve Watson to step up and become a media personality.
[00:12:17.728 --> 00:12:19.429]  Because people just don't want the info.
[00:12:19.669 --> 00:12:27.914]  They want it delivered by an individual who, over the years, they learn to trust and who they develop a relationship with.
[00:12:29.178 --> 00:12:35.482]  So I'm talking about media theory here from my own grassroots organic perspective before I even get into all this news.
[00:12:35.902 --> 00:12:40.325]  Paul Watson's article is on DrudgeReport.com today.
[00:12:40.345 --> 00:12:45.368]  And this morning I saw it at the top of Yahoo News.
[00:12:49.448 --> 00:12:49.888]  There it is.
[00:12:50.248 --> 00:12:50.949]  LinkedIn Red.
[00:12:51.589 --> 00:12:52.769]  Marketing scam.
[00:12:52.889 --> 00:12:53.930]  DrudgeReport.com.
[00:12:54.370 --> 00:12:58.051]  Sony to show the interview on Christmas Day in theaters.
[00:12:58.431 --> 00:13:03.133]  And I saw this report last night when he put it out, and I thought, man, that's a really good report.
[00:13:03.813 --> 00:13:06.434]  I'm going to play that when I go on air tomorrow.
[00:13:08.415 --> 00:13:10.436]  And I had an extreme feeling
[00:13:11.644 --> 00:13:32.322]  Of satisfaction, like when you see your son or daughter graduate college, or when you, I guess they, in Full Metal Jacket, which is based on a lot of historical things that happened, even though it's fiction in the research, with the pleasure the drill sergeants have when they see the recruits at graduation in their youth meaner and tougher than even they are.
[00:13:34.662 --> 00:13:36.344]  That's the spirit of victory.
[00:13:36.704 --> 00:13:38.146]  That's what we should be looking for.
[00:13:38.386 --> 00:13:46.114]  To build up alternative media, to build up personalities, to build up leaders of every race, color, creed, male, female, you name it.
[00:13:48.646 --> 00:14:04.221]  To where we may not agree on everything, gay, straight, whatever the issue is, black, white, old, young, male, female, but we all should agree that we want freedom for the average person to live their life as they see fit as long as they don't hurt somebody else.
[00:14:04.541 --> 00:14:09.426]  That's the libertarian Thomas Jefferson maxim, a true liberal maxim.
[00:14:10.407 --> 00:14:17.392]  But, you see, the fake liberals say, we've got to agree with what they say, or we're not liberals.
[00:14:17.852 --> 00:14:18.773]  That's not liberal.
[00:14:19.073 --> 00:14:20.554]  That's totalitarian.
[00:14:21.154 --> 00:14:22.355]  That's oppressive.
[00:14:22.815 --> 00:14:24.036]  That's despotic.
[00:14:24.737 --> 00:14:26.298]  By every yardstick.
[00:14:28.919 --> 00:14:37.305]  So, I just want to celebrate on Christmas Eve here, with all of you, 20 years of the Infowar, and the fact that
[00:14:40.888 --> 00:14:49.656]  I have been able, with the grace of God and your support out there, to go find grassroots reporters with no... Some of them have professional backgrounds, like Darren McBreen and others.
[00:14:49.696 --> 00:15:02.386]  Some of them have degrees, like Leanne McAdoo in journalism from UT, but she'd been successful already just doing entertainment television, because there isn't a lot of places for journalism these days in the establishment system.
[00:15:02.647 --> 00:15:06.050]  But a lot of my reporters just entered contests, did a great job.
[00:15:07.014 --> 00:15:09.637]  And I hired them and they've developed and are getting better and better.
[00:15:10.037 --> 00:15:13.120]  It is a... I'm going to skip this network break coming up.
[00:15:13.781 --> 00:15:19.847]  It is a testament to humanity that all of us over time can develop.
[00:15:21.228 --> 00:15:27.914]  I was listening to that song, Exercising This Morning, by Aerosmith, Dream On, I think is the title.
[00:15:28.255 --> 00:15:29.236]  Everybody knows the song.
[00:15:30.116 --> 00:15:31.117]  But you've got to
[00:15:32.916 --> 00:15:34.537]  Lose to learn how to win.
[00:15:35.277 --> 00:15:53.388]  And that's why the nanny state doesn't want you playing dodgeball, doesn't want you ever getting in a fistfight, don't want you ever falling off the roof, doesn't want you ever doing anything because they know the adversity will develop you and battle test you and make you stronger.
[00:15:54.409 --> 00:16:01.253]  Like I knew Joe Biggs would be a great reporter because of the tenacity he had to expose the murder of his friend, Mr. Hastings.
[00:16:03.615 --> 00:16:06.436]  And now he just gets better and better, and he's only been here six, eight months.
[00:16:08.697 --> 00:16:09.678]  That's what I'm talking about.
[00:16:09.698 --> 00:16:31.709]  So today, before I get into all this news, I wanted to just talk about the fact that all of us can be journalists, all of us can post YouTube videos, all of us can write blogs about what we see and what we think, and it all has value in the end, because it's just more people giving what they really believe, perspective, and that ambient background of truth will topple
[00:16:32.729 --> 00:16:34.110]  2 plus 2 equals 5.
[00:16:34.370 --> 00:16:35.710]  You didn't build your business.
[00:16:35.990 --> 00:16:38.331]  Raising the debt ceiling doesn't raise the debt ceiling.
[00:16:40.632 --> 00:16:42.492]  Your children aren't your children.
[00:16:42.792 --> 00:16:44.273]  We're not coming after your guns.
[00:16:44.353 --> 00:16:45.233]  Just turn them in.
[00:16:45.693 --> 00:16:46.174]  Don't run.
[00:16:46.214 --> 00:16:47.194]  We are your friends.
[00:16:53.226 --> 00:17:06.850]  We will overthrow the fraudulent paradigm the minute we start saying no, the minute we start disagreeing and saying you don't speak for me, the minute we start voting with our dollars to promote high quality products made in America.
[00:17:07.862 --> 00:17:12.446]  Organic, the minute we start supporting true independent media that stands up for freedom.
[00:17:12.666 --> 00:17:16.570]  And that doesn't mean you've even got to agree with everything a media outlet puts out.
[00:17:16.810 --> 00:17:24.837]  But if they consistently will break real news, tell the truth, stick their neck out, and tell it like it is, they deserve support.
[00:17:26.414 --> 00:17:47.146]  McClatchy puts out kind of a socialist drivel, icing on a lot of what they do, but I respect them as a nuge agency out of Florida, because they'll expose banks dealing drugs, and banks running the aircraft, and the CIA dealing drugs, and torture squads, and Obamacare really being a banker bailout.
[00:17:47.706 --> 00:17:52.729]  They'll expose Obama being behind much of the banker bailout and getting it passed in the Senate.
[00:17:54.554 --> 00:18:07.686]  So as bad as McClatchy is in their overall worldview, they have enough integrity to not be like CNN or MSNBC that just vomit twisted disinformation 24-7.
[00:18:11.977 --> 00:18:28.750]  And occasionally CNN will tell the truth about police departments around the country running, you know, illegal checkpoints and asset forfeiture seizure, but they only did that to change state laws where you can't have asset forfeiture seizure so the feds could pass a law where the police could become federalized and still get their money.
[00:18:29.191 --> 00:18:35.616]  So see, you've also got to realize when the mainstream media does tell the truth, there's usually an ulterior motive to it.
[00:18:37.816 --> 00:18:42.497]  Like, yeah, there's a lot of police brutality and out-of-control bullies in the uniform in some areas.
[00:18:43.417 --> 00:18:44.978]  A lot of departments are trying to weed them out.
[00:18:45.038 --> 00:18:46.678]  Some departments want to become pure bully.
[00:18:46.998 --> 00:18:48.259]  It kind of goes one way or the other.
[00:18:48.679 --> 00:18:50.479]  There isn't a middle ground, as the Bible says.
[00:18:51.060 --> 00:18:52.480]  Lukewarm, that don't exist.
[00:18:53.120 --> 00:18:54.640]  It's either bad or it's good, generally.
[00:18:55.841 --> 00:18:56.501]  In that spectrum.
[00:19:00.796 --> 00:19:07.442]  But they're only telling you about that so the feds can come in that have been globalized and occupy this country.
[00:19:07.623 --> 00:19:10.145]  That's the only reason they're stirring all this up.
[00:19:10.385 --> 00:19:12.727]  And the American people instinctively get that.
[00:19:13.148 --> 00:19:18.993]  That's why they have an ABC News article, after NYC deaths, a surge of support for police.
[00:19:21.451 --> 00:19:23.935]  How about a surge of support for good police?
[00:19:24.876 --> 00:19:26.058]  See, it becomes an us against them.
[00:19:26.098 --> 00:19:28.261]  Either you totally back the cops or you don't back them.
[00:19:28.922 --> 00:19:29.723]  The thin blue line.
[00:19:29.963 --> 00:19:32.387]  That's mindless and that creates corruption.
[00:19:32.407 --> 00:19:34.811]  I don't support mindless support.
[00:19:36.206 --> 00:19:38.507]  Now that said, I want to get to Paul Watson's report here in a moment.
[00:19:38.527 --> 00:19:42.208]  We're skipping this network break so stations shouldn't be going over it.
[00:19:42.668 --> 00:19:49.649]  Our wonderful affiliates that you should support as well during Christmas and the holiday season by spreading the word and supporting their local sponsors.
[00:19:49.930 --> 00:19:51.890]  That is so integral and so important.
[00:19:55.991 --> 00:19:59.072]  But before we go any further, let me tell you what else is coming up.
[00:20:02.768 --> 00:20:05.149]  Millions of Christians are in mourning this Christmas.
[00:20:05.669 --> 00:20:08.690]  War on Christians intensifies, Ron Paul Institute.
[00:20:09.211 --> 00:20:23.817]  ISIS is turning Christian churches into torture chambers, where it forces believers to convert to Islam, and funding its terror mission by selling stripped artifacts to Western collectors, as well as selling women into sex slavery, Daily Mail.
[00:20:23.897 --> 00:20:27.078]  What a great group of people the Saudi Arabian Wahhabis are.
[00:20:31.425 --> 00:20:35.587]  We've also got another shooting, this time of an armed black team in the St.
[00:20:35.627 --> 00:20:38.989]  Louis area, so riots kick off again in Ferguson.
[00:20:39.509 --> 00:20:41.851]  Video of that's up on Infowars.com.
[00:20:43.411 --> 00:20:46.693]  Cyber Command Investment ensures hackers targeting U.S.
[00:20:47.073 --> 00:20:48.134]  face retribution.
[00:20:48.454 --> 00:20:53.177]  See, oh, they're launching attacks and shutting down North Korea now because they did the hack attack.
[00:20:54.212 --> 00:20:55.072]  The FBI said so.
[00:20:55.132 --> 00:20:56.593]  Actually, the FBI didn't say so.
[00:20:57.134 --> 00:21:02.957]  They had one release from the Justice Department saying the FBI thought some of it could have led back to North Korea.
[00:21:05.598 --> 00:21:10.420]  But now, Sony and the FBI admit it was an inside job that's now breaking.
[00:21:10.861 --> 00:21:13.042]  And let's go over that right now.
[00:21:15.319 --> 00:21:17.301]  Remember our article last Friday?
[00:21:17.902 --> 00:21:21.866]  NSA capable of false Sony hack blamed on North Korea.
[00:21:22.006 --> 00:21:24.388]  NSA hackers can easily frame another country.
[00:21:24.989 --> 00:21:27.111]  And that's the data that was given to the FBI.
[00:21:27.472 --> 00:21:32.757]  You can go into somebody's computer remotely and then run basically a zombie attack through their computer.
[00:21:33.037 --> 00:21:34.259]  We've been attacked many times.
[00:21:34.719 --> 00:21:45.599]  And then we track back to computers and it's thousands of private computers from Japan to Australia to Europe to the United States that are attacking InfoWars.com and PrisonPlanet.com
[00:21:47.469 --> 00:22:06.067]  But you heard Paul Watson on the show and myself say over and over again, most of the smart money is pointed to inside job at Sony, probably by executives on purpose, but you gotta put some meat in there, a few, you know, dirt dishings on some of the Hollywood stars to make folks bite.
[00:22:06.327 --> 00:22:08.229]  The hook's gotta have a little bit of worm on it.
[00:22:09.550 --> 00:22:09.991]  Well, here is
[00:22:11.405 --> 00:22:12.266]  CBS News.
[00:22:12.606 --> 00:22:14.728]  Was FBI wrong on North Korea?
[00:22:15.188 --> 00:22:20.713]  Cybersecurity experts are questioning the FBI's claim that North Korea is responsible for the hack and the crippled Sony pitchers.
[00:22:21.573 --> 00:22:27.819]  A senior vice president with cybersecurity firm Norse told CBS News his company has data that doubts the FBI findings.
[00:22:28.699 --> 00:22:29.920]  Sony was not just hacked.
[00:22:30.281 --> 00:22:32.763]  This is a company that was essentially nuked from the inside.
[00:22:34.599 --> 00:22:36.945]  And then here's another headline breaking.
[00:22:37.446 --> 00:22:43.320]  We can conclusively confirm North Korea was not behind hashtag Sony hack.
[00:22:46.462 --> 00:22:47.583]  That's out of God News.
[00:22:47.803 --> 00:22:49.825]  So this is all coming out.
[00:22:49.866 --> 00:22:56.853]  Well, folks, Paul Watson has an article from days ago where the original FBI agents said it appeared to be an inside job.
[00:22:56.873 --> 00:22:57.834]  So that's what I mean.
[00:22:57.854 --> 00:22:58.975]  There's like two FBI's.
[00:22:59.555 --> 00:23:03.299]  You got the FBI that did its job, looked at it, said, looks like it happened from the inside.
[00:23:03.319 --> 00:23:04.941]  That gets shut down.
[00:23:04.981 --> 00:23:07.323]  The politicos over at Obamaland
[00:23:07.984 --> 00:23:08.984]  They get a hold of it.
[00:23:09.525 --> 00:23:15.227]  Let's play this clip first of Obama today in a press conference, saying, we can't have a dictator telling us what to do.
[00:23:15.587 --> 00:23:25.031]  Buddy, you have become a dictator on guns, on borders, on energy issues, on the military, with executive orders, like no other president in history.
[00:23:26.551 --> 00:23:33.234]  Jonathan Turley, big liberal, professor, constitutional law scholar, says you're three times worse than Bush.
[00:23:33.874 --> 00:23:34.554]  I don't agree with that.
[00:23:34.614 --> 00:23:35.795]  You're five times worse.
[00:23:37.239 --> 00:23:40.062]  And Bush was outrageously unconstitutional!
[00:23:41.263 --> 00:23:41.823]  Worst ever!
[00:23:43.024 --> 00:23:51.812]  When it came to just all-out executive power, unitary executive, Cheney claiming that the Vice President was above the law and could do whatever he wanted, and bigger than the President, just crazy talk!
[00:23:52.974 --> 00:23:54.995]  They could secretly arrest citizens if they wanted to.
[00:23:55.336 --> 00:23:58.599]  Obama then codified it into law under the NDAA, 2011!
[00:24:00.492 --> 00:24:04.933]  So here is Obama in his press conference saying Sony did the right thing.
[00:24:05.233 --> 00:24:05.953]  Talk about hype.
[00:24:06.413 --> 00:24:08.054]  He doesn't even matter.
[00:24:08.514 --> 00:24:09.594]  No one's even listening to him now.
[00:24:09.614 --> 00:24:11.395]  So he's a champion of free speech.
[00:24:11.755 --> 00:24:13.955]  We can't let a dictator tell us what to do.
[00:24:14.195 --> 00:24:17.336]  When North Korea came out six days ago and said they didn't do it.
[00:24:18.697 --> 00:24:20.297]  But that they would blow us up any minute.
[00:24:20.317 --> 00:24:22.237]  I mean, again, I'm not saying North Korea is good.
[00:24:22.257 --> 00:24:22.798]  They're horrible.
[00:24:23.158 --> 00:24:27.519]  The point is this is all a way to bring in the expansion of cybersecurity.
[00:24:27.559 --> 00:24:28.119]  Here's Obama.
[00:24:28.874 --> 00:24:39.459]  We cannot have a society in which some dictator someplace can start imposing censorship here in the United States.
[00:24:42.320 --> 00:24:54.586]  Because if somebody is able to intimidate folks out of releasing a satirical movie, imagine what they start doing when they see a documentary that they don't like.
[00:24:55.906 --> 00:24:57.547]  Or news reports that they don't like.
[00:24:59.045 --> 00:25:00.746]  Alright, let's stop right there.
[00:25:00.786 --> 00:25:01.906]  And again, I saw it this morning.
[00:25:01.966 --> 00:25:05.247]  It was a press conference at 2 o'clock Eastern yesterday.
[00:25:05.267 --> 00:25:07.748]  And the day before, he said Sony did the wrong thing.
[00:25:07.768 --> 00:25:08.928]  This is all scripted.
[00:25:09.328 --> 00:25:11.409]  Wag the dog, just like the fake Bin Laden raid.
[00:25:11.429 --> 00:25:13.490]  I'm going to play Watson's report in the next segment.
[00:25:14.990 --> 00:25:16.070]  This is all totally scripted.
[00:25:16.591 --> 00:25:24.113]  And again, it's not arrogance when I say, we told you first it was probably an inside job, but not even by a disgruntled employee.
[00:25:25.114 --> 00:25:29.859]  There's always stuff getting leaked at Sony or any other big outfit from insiders that get disgruntled.
[00:25:30.159 --> 00:25:35.004]  They'll probably dig up some low-level person that leaked something, frame them for everything else.
[00:25:36.685 --> 00:25:37.306]  You can believe it.
[00:25:38.561 --> 00:25:39.942]  This whole thing was scripted.
[00:25:40.302 --> 00:25:46.447]  Sony goes along, because it's basically the Japanese government owns Sony, through one of its major mafias, and that's come out on record.
[00:25:46.467 --> 00:25:48.649]  It's like five families run Japan.
[00:25:48.969 --> 00:25:50.671]  One of the biggest owns Sony, on record.
[00:25:50.931 --> 00:25:52.532]  So Japan does whatever it's told by the globalists.
[00:25:52.552 --> 00:25:53.533]  Remember, it got occupied.
