[00:00:00.450 --> 00:00:03.317]  Coast to Coast, direct from Austin.
[00:02:30.156 --> 00:02:31.677]  Three people have been wounded there.
[00:02:32.457 --> 00:02:33.137]  One died.
[00:02:33.357 --> 00:02:37.479]  And so the question is, in my mind, I don't know the details of this.
[00:02:37.519 --> 00:02:38.619]  I don't know the timing of this.
[00:02:38.679 --> 00:02:48.482]  The question in my mind is, if he had had a gun and been on site, would he have had to wait until the gunman was reloading before he could have stopped this?
[00:02:49.517 --> 00:02:53.218]  Would he have had to wait for the gunman to get off so many shots before he could have stopped this?
[00:02:53.258 --> 00:03:01.621]  We always say the only way that you stop a bad man with a gun is with a good man with a gun, or a good man who waits until the guy has to reload.
[00:03:02.401 --> 00:03:08.983]  There are many people out there, as this young man would do, would lay down their lives to save other people.
[00:03:09.043 --> 00:03:13.524]  He's a hero, his name is John Mice, and he's reported to be a devout Christian.
[00:03:13.544 --> 00:03:15.325]  This is a Christian school, an excellent student.
[00:03:16.345 --> 00:03:19.787]  He took this guy on, essentially unarmed, and took him down.
[00:03:20.588 --> 00:03:27.772]  But we know that if people have concealed carry, if they have the ability to protect themselves, they will also protect others.
[00:03:28.473 --> 00:03:30.794]  We're also going to be covering, of course, D-Day.
[00:03:30.834 --> 00:03:37.498]  We're going to be talking about what it meant, and we're going to be talking about the hypocrisy of the Obama administration.
[00:03:37.518 --> 00:03:41.581]  Of course, he's there today in France with these ceremonies, and as they're
[00:03:42.671 --> 00:03:46.292]  Praising the veterans who did this 70 years ago.
[00:03:46.793 --> 00:03:55.436]  Many of them are dead, of course, but as he's praising them, we see everything that's happening with Bergdahl to the Veterans Administration.
[00:03:55.456 --> 00:04:00.878]  New information today about 18 people dying at a VA on a waiting list.
[00:04:00.938 --> 00:04:06.801]  About almost 2,000 who were told they were on a waiting list and they never were put on a waiting list.
[00:04:07.321 --> 00:04:08.822]  We also have some breaking news.
[00:04:09.162 --> 00:04:15.967]  Again, this is not only the 70th anniversary of D-Day today, but yesterday was the one-year anniversary of the Snowden documents.
[00:04:16.387 --> 00:04:32.297]  We have even more verification, this time from one of the large cell phone carriers in the UK, Vodafone, talking about how the government there, and governments all over the world, essentially, are setting up their own private rooms to tap into phone calls.
[00:04:32.557 --> 00:04:36.662]  And we always hear that it's just about metadata, and that would be bad enough if that were true.
[00:04:36.702 --> 00:04:43.431]  But they talk about the fact that they are grabbing phone conversations, text messaging, and Vodafone is tired of it.
[00:04:43.671 --> 00:04:44.973]  They don't like this situation.
[00:04:45.013 --> 00:04:48.858]  They're trying to get the public to be aware of where this is leading.
[00:04:49.179 --> 00:04:50.841]  And you know where it's eventually leading?
[00:04:51.181 --> 00:04:58.252]  That is exactly what we're seeing with this new medical law in Michigan, mandating that they come into your family's life.
[00:04:58.412 --> 00:04:59.855]  There is no privacy for us anymore.
[00:05:00.315 --> 00:05:01.878]  They're constantly coming after us.
[00:05:01.898 --> 00:05:02.960]  Stay with us, we'll be right back.
[00:05:10.538 --> 00:05:12.319]  Hi, I'm Dr. Edward Grew.
[00:05:12.840 --> 00:05:19.824]  It took me 20 years of searching the globe to find the deposit of the highest purity iodine available.
[00:05:20.284 --> 00:05:30.711]  The new Survival Shield X2 is mined from 7 to 10,000 feet below the earth in pristine, environmentally clean conditions.
[00:05:31.112 --> 00:05:40.338]  The iodine crystals we use are extracted from an ancient 300 million plus year old deposit deep in the earth.
[00:05:41.058 --> 00:05:44.519]  It's the strongest nascent iodine on the market today.
[00:05:45.119 --> 00:05:48.559]  It delivers 650 micrograms per drop.
[00:05:48.900 --> 00:05:50.440]  Experience the new formula.
[00:05:50.960 --> 00:05:52.920]  Experience the ancient purity.
[00:05:53.520 --> 00:05:54.441]  Shield your family.
[00:05:54.861 --> 00:05:56.241]  Survival Shield X2.
[00:05:56.681 --> 00:05:58.721]  Available now at InfoWarsLife.com.
[00:05:59.842 --> 00:06:03.802]  X2 from InfoWarsLife.com or call toll free 888-253-3139.
[00:06:09.909 --> 00:06:11.130]  In the near future.
[00:06:11.410 --> 00:06:15.053]  When you realize how fake it all is, the football, the basketball.
[00:06:15.073 --> 00:06:15.553]  Security alert.
[00:06:15.913 --> 00:06:16.914]  Security alert.
[00:06:17.134 --> 00:06:18.875]  This is Homeland Security.
[00:06:19.135 --> 00:06:19.776]  Analysis.
[00:06:20.036 --> 00:06:20.676]  InfoWars.
[00:06:20.757 --> 00:06:22.698]  Building independent media operations.
[00:06:22.718 --> 00:06:27.701]  You let the worst people get controlled and tell us that we are the ones responsible.
[00:06:27.741 --> 00:06:28.642]  Crime directive.
[00:06:28.762 --> 00:06:30.223]  Discredit Alex Jones.
[00:06:30.323 --> 00:06:33.085]  Jones is the wildly popular conspiracy theorist.
[00:06:33.165 --> 00:06:36.227]  A popular conspiracy theory talk show called InfoWars.
[00:06:36.407 --> 00:06:38.569]  Alex Jones is now in an Austin jail.
[00:06:38.729 --> 00:06:40.190]  These people are assaulting us!
[00:06:40.210 --> 00:06:44.693]  They are never going to stop.
[00:06:44.994 --> 00:06:49.797]  They're never going to deviate from their program until we stop them.
[00:06:49.937 --> 00:07:03.428]  You gotta set your eye on the enemy, not worry about what propaganda they put out!
[00:07:03.568 --> 00:07:05.049]  Intellectually, it's begun!
[00:07:05.089 --> 00:07:05.829]  You can feel it!
[00:07:08.601 --> 00:07:11.503]  This is Leanne McAdoo for InfoWarsLife.com.
[00:07:11.783 --> 00:07:17.687]  I'm here with Dr. Edward Group, Master Herbologist and Chief Formulator behind the InfoWarsLife products.
[00:07:17.887 --> 00:07:22.310]  Dr. Group, what have you been hearing from women who've started taking Super Female Vitality?
[00:07:22.390 --> 00:07:28.975]  You know, we've heard the reviews and feedback from Super Male Vitality from emails to even excited callers on the radio.
[00:07:29.275 --> 00:07:31.156]  Now, the answer for women is here.
[00:07:31.296 --> 00:07:42.822]  A new formulation specifically designed for the female body, Super Female Vitality, delivers 10 key herbs that work synergistically to revitalize the unique biology of women.
[00:07:42.962 --> 00:07:44.943]  I'm so glad that you guys made this for women.
[00:07:44.983 --> 00:07:50.526]  When he brought me home, the bottle of Super Female had tons of energy, tons of motivation, a lot of drive.
[00:07:50.546 --> 00:07:51.767]  My husband thinks I've been in a better mood.
[00:07:51.827 --> 00:07:54.348]  Our relationship, all I can say is, it's a lot better now.
[00:07:54.668 --> 00:07:58.812]  I've just started taking Super Female Vitality from InfoWarsLife.com.
[00:07:59.032 --> 00:08:05.358]  Supplies are limited, so secure yours today at InfoWarsLife.com, InfoWarsStore.com, or dial 1-888-253-3139.
[00:08:20.925 --> 00:08:23.090]  Waging war on corruption.
[00:08:23.591 --> 00:08:25.054]  It's Alex Jones.
[00:08:35.496 --> 00:08:36.617]  Welcome to the Alex Jones Show.
[00:08:36.717 --> 00:08:37.418]  I'm David Knight.
[00:08:37.458 --> 00:08:50.888]  On this Friday, June 6, 2014, the 70th anniversary of D-Day, the beginning of the end of the war in Europe and the amazing sacrifice that people paid as they jumped into
[00:08:51.969 --> 00:08:56.273]  Just continuous gunfire is just amazing even today.
[00:08:56.333 --> 00:08:58.315]  And there are some veterans who are still alive.
[00:08:58.335 --> 00:09:02.079]  As a matter of fact, CNN had a story with a 93-year-old veteran.
[00:09:02.119 --> 00:09:07.704]  He was 23 when he parachuted onto the beach, and he parachuted onto the beach at 93.
[00:09:09.170 --> 00:09:11.831]  At 23, he was one of the older guys in his unit.
[00:09:12.091 --> 00:09:14.692]  Most of the guys that were there were teenagers.
[00:09:14.992 --> 00:09:18.533]  It was teenagers that were dying that day on Normandy.
[00:09:18.553 --> 00:09:23.395]  And he said, of course, it was much easier this time because nobody was shooting at him, even though he was 93.
[00:09:23.715 --> 00:09:25.415]  They talk about heroes.
[00:09:25.435 --> 00:09:26.576]  You know, we still have heroes.
[00:09:27.076 --> 00:09:29.277]  There's a story that's coming out of the shooting yesterday.
[00:09:30.228 --> 00:09:49.123]  In Seattle, at the Seattle Pacific University, a Christian university, a fellow named John Mice, I believe if I'm spelling his name correctly, it's M-E-I-S, they said he had a habit of carrying pepper spray, and as the shooter at the university was shooting, he had wounded three people, one of whom subsequently died.
[00:09:49.604 --> 00:09:59.352]  The guy began reloading his shotgun, and this guy saw his opportunity, sprayed him with pepper spray, and he and other students jumped on him and subdued him and stopped the shooting.
[00:10:00.382 --> 00:10:02.583]  Of course, that's what we're always saying.
[00:10:03.364 --> 00:10:06.106]  Good people stop bad people from doing things.
[00:10:06.686 --> 00:10:18.333]  And as long as we have a society where there are good people who outnumber the bad people, people who risk their lives just like this young student did, we are better off having our own firearms.
[00:10:18.353 --> 00:10:29.480]  The question I look at when I look at this is like, I wonder if he had had a firearm instead of pepper spray, if he'd been able to come after this guy while the guy still had a loaded gun, because he had a loaded gun, if he could have taken him down from a distance.
[00:10:30.180 --> 00:10:31.881]  Would it have saved that life?
[00:10:31.961 --> 00:10:34.103]  Would those three people have been shot?
[00:10:34.163 --> 00:10:35.644]  Would that one person have died?
[00:10:36.725 --> 00:10:37.146]  I don't know.
[00:10:37.186 --> 00:10:38.907]  I don't know the facts of the case.
[00:10:39.027 --> 00:10:41.229]  Of course, that was a question we asked about the Fort Hood shooting.
[00:10:41.289 --> 00:10:44.091]  Jakari and Kit Daniels asked the general that.
[00:10:44.131 --> 00:10:45.572]  They said, you know, how long did it take to get there?
[00:10:45.592 --> 00:10:48.054]  Oh, we were very happy with how long it took the police to get there.
[00:10:48.074 --> 00:10:49.896]  It only took them 10 minutes.
[00:10:50.096 --> 00:10:52.317]  Well, in that amount of time, a lot of people can get shot.
[00:10:53.178 --> 00:10:56.740]  And they disarm our soldiers, they want to disarm the public.
[00:10:57.201 --> 00:11:04.665]  But today on the 70th anniversary of D-Day and the heroes that were there, we see that we still have heroes amongst our midst.
[00:11:05.166 --> 00:11:19.115]  And we're going to be talking later in the show about the hypocrisy of Obama being at Normandy, honoring these vets, at the same time that he is pushing and trying to start more conflict.
[00:11:19.935 --> 00:11:26.426]  Not only reviving the Cold War, but pushing it to a point where it could very well erupt into a third World War.
[00:11:27.067 --> 00:11:30.051]  And we're also going to talk a little bit about what's behind that.
[00:11:30.071 --> 00:11:33.878]  We're going to talk about taking control of your individual health.
[00:11:34.684 --> 00:11:51.656]  We're going to have Anthony Gucciardi, Dr. Group, and Alex is going to join us in the third hour because there is an amazing story that is up on Infowars.com from Paul Joseph Watson about a new medical law that is mandating private conversations with children before every doctor visit.
[00:11:51.696 --> 00:11:56.380]  But before we get to that, I want to talk about another story that's up by Paul Joseph Watson.
[00:11:56.420 --> 00:12:03.565]  That's a sheriff calling Homeland Security on a journalist just because he requested public records.
[00:12:04.164 --> 00:12:12.728]  Now, yesterday we talked about the one year anniversary of the Snowden leaks, the beginning of the documents, I say leaks, the beginning of the revelation of these documents.
[00:12:14.568 --> 00:12:27.754]  He has been criticized as a spy, we've seen people like Newt Gingrich say he needs to be brought back as a spy, executed, others have called for his imprisonment because he exposed criminal actions of the government.
[00:12:28.533 --> 00:12:31.779]  They don't want you to know anything about what they do.
[00:12:33.181 --> 00:12:37.649]  They think that they should have all knowledge, however, about everything that you do.
[00:12:38.410 --> 00:12:42.237]  Many people have said, well, I don't care if the government looks at everything that I do.
[00:12:42.975 --> 00:12:50.240]  Well, you better care, because they're going to, in many cases, misconstrue what they learn about you through metadata.
[00:12:50.921 --> 00:12:52.602]  Maybe even through your conversations.
[00:12:52.662 --> 00:13:00.387]  We talked about, when we were talking about Ed Snowden's anniversary, we talked about how a British couple who was coming
[00:13:01.408 --> 00:13:02.309]  To visit America.
[00:13:02.409 --> 00:13:04.970]  Talked about how they were going to dig up Marilyn Monroe.
[00:13:05.250 --> 00:13:08.572]  And they were stopped by the people at the airport.
[00:13:08.632 --> 00:13:10.973]  They were detained for I think 24 hours.
[00:13:11.434 --> 00:13:14.435]  Eventually sent home without being allowed into America.
[00:13:15.736 --> 00:13:19.198]  The government authorities did not see the sarcasm in that.
[00:13:20.302 --> 00:13:28.567]  There are many ways that you could get in trouble with just a false positive, but why should we live our life as an open book to the authorities anyway?
[00:13:28.627 --> 00:13:35.011]  Why is it that everything that they do is secret, but everything that we do is open?
[00:13:35.091 --> 00:13:38.513]  At the Bilderberg meeting, one of the topics was, does privacy exist?
[00:13:39.346 --> 00:13:45.711]  Well, no, actually it doesn't, because those people are some of the key players making sure that it doesn't exist.
[00:13:45.751 --> 00:13:48.834]  When they went there, they brought paper documents with them.
[00:13:48.914 --> 00:13:56.280]  They met in a hotel that they had evacuated days before and scanned for any listening devices, any bugging devices.
[00:13:56.880 --> 00:13:58.601]  They understand the importance of privacy.
[00:13:58.641 --> 00:14:00.842]  That's why they want it and they want to take it away from you.
[00:14:01.362 --> 00:14:04.403]  But look at how this has gone even one step farther.
[00:14:04.423 --> 00:14:13.448]  Not only are they going after a journalist, in this case in Tennessee, who is trying to get information about public records through a freedom of information request.
[00:14:13.488 --> 00:14:15.689]  He's trying to get information about what's going on in prison.
[00:14:15.829 --> 00:14:18.370]  He believes that there is abuse going on at this prison.
[00:14:18.890 --> 00:14:20.351]  And so he requests the information.
[00:14:20.391 --> 00:14:21.131]  And what does he get?
[00:14:21.671 --> 00:14:23.672]  He gets harassment from the sheriff.
[00:14:23.732 --> 00:14:24.513]  Listen to this story.
[00:14:25.593 --> 00:14:28.795]  The Marshall County Sheriff's Office apparently doesn't feel it has to comply with the law.
[00:14:28.895 --> 00:14:34.097]  He's an editor for the Prison Legal News and has been working on a piece about complaints coming out of the jail.
[00:14:34.457 --> 00:14:41.180]  He's suing Sheriff Norman Dalton for refusing to release public records of alleged questionable practices in the prison system.
[00:14:41.360 --> 00:14:53.544]  It included policies regarding medical care for inmates, the contract of the jail with phone companies to provide phone services for inmates, the grievance procedure and process used at the jail for inmates who raise complaints.
[00:14:53.784 --> 00:15:04.408]  Not only did the Sheriff's Office deny those requests, Sheriff Dalton admitted on the witness stand to ordering background checks on Freedman, calling the Department of Homeland Security, and even going to Freedman's house.
[00:15:04.668 --> 00:15:18.778]  I think that's very alarming and very disturbing that a law enforcement officer can do a background check and in this case actually drove in to check my residence in person just because I filed a public records request with his agency.
[00:15:19.039 --> 00:15:22.061]  All things Dalton's attorney said were done to protect the jail.
[00:15:22.261 --> 00:15:35.023]  Well, like the sheriff said on the witness stand, if he's not personally familiar with the person requesting or know that they're a resident, then he has the right.
[00:15:35.043 --> 00:15:38.284]  I don't think the sheriff wants this guy for his lawyer, if you say that.
[00:15:38.824 --> 00:15:40.244]  He's not the most articulate guy.
[00:15:41.104 --> 00:15:51.286]  The amazing thing about that is that not only did the sheriff just refuse to comply with the freedom of information request, but then he pushes back to intimidate this journalist.
[00:15:51.986 --> 00:15:55.632]  He gave him, as he mentioned in the video that you just heard, gave him a home visit.
[00:15:56.153 --> 00:15:57.796]  He ordered background checks for him.
[00:15:58.197 --> 00:16:02.964]  He even called the Department of Homeland Security to get federal agents to harass him.
[00:16:03.914 --> 00:16:10.241]  We saw this with Wolfgang Halbig when he started asking for freedom of information requests about the Sandy Hook shooting.
[00:16:10.281 --> 00:16:12.943]  This is a guy who is a security expert.
[00:16:13.224 --> 00:16:14.405]  He's had seminars.
[00:16:14.485 --> 00:16:18.809]  He's consulted with many different organizations about how to make schools more secure.
[00:16:18.869 --> 00:16:20.111]  He's been to Columbine.
[00:16:20.151 --> 00:16:24.635]  He's been to all these places where they had shootings and yet, in Connecticut, in the last year,
[00:16:25.416 --> 00:16:26.416]  Rules have changed.
[00:16:26.536 --> 00:16:38.879]  And so, in Connecticut, when he starts asking them for freedom of information, what they did was they passed his information on to some Florida law enforcement, who show up at his house not once, but twice, to harass him, to ask him if he owns a gun.
[00:16:39.199 --> 00:16:39.780]  That type of thing.
[00:16:40.020 --> 00:16:52.303]  Now, one of the things that I thought was interesting in this story by Paul Joseph Watson is that the sheriff's attorney said that this journalist's attempt to obtain the records in person invalidated the request.
[00:16:53.103 --> 00:16:53.343]  Really?
[00:16:54.434 --> 00:16:58.156]  If you're going to ignore my requests, we're going to show up in person.
[00:16:59.237 --> 00:17:00.798]  We've done that multiple times.
[00:17:01.138 --> 00:17:07.863]  We asked the airport here in Austin to give us some information about what the TSA new program with some new equipment.
[00:17:08.163 --> 00:17:11.085]  They totally ignored what we requested.
[00:17:11.405 --> 00:17:14.827]  We had the same thing happen with the Asymmetric Warfare Center.
[00:17:15.147 --> 00:17:15.548]  And you know what?
[00:17:15.648 --> 00:17:18.910]  When you ignore requests, repeated requests, we're going to show up.
[00:17:19.693 --> 00:17:24.076]  And if you think that's suspicious, if you get in our face about it, you're going to be the story.
[00:17:24.476 --> 00:17:26.478]  Because you're the one with something to hide.
[00:17:26.758 --> 00:17:31.301]  You're the one that doesn't want to let the people that you work for know what's going on.
[00:17:31.781 --> 00:17:35.163]  And that tells us that you're doing something that you don't want seen.
[00:17:35.944 --> 00:17:41.327]  We don't have to have national security for everything that every government employee in this country does.
[00:17:42.267 --> 00:17:43.328]  That's not necessary.
[00:17:43.749 --> 00:17:46.573]  But everybody is acting as if they worked for the CIA.
[00:17:47.133 --> 00:17:48.595]  Everything is a state secret.
[00:17:48.896 --> 00:17:51.079]  We can't know anything about anything.
[00:17:51.579 --> 00:17:54.383]  But they need to know everything about us.
[00:17:54.803 --> 00:17:56.426]  So let's go to this next article here.
[00:17:56.466 --> 00:17:57.867]  This is in Michigan.
[00:17:58.428 --> 00:18:01.490]  And this is an article also from Paul Joseph Watson on Infowars today.
[00:18:01.990 --> 00:18:10.194]  A Michigan mother takes her 17-year-old daughter to the physicians for a minor foot injury and she's told that there's a new state law.
[00:18:10.654 --> 00:18:11.715]  And so this is what she says.
[00:18:11.755 --> 00:18:16.017]  She says, the receptionist told me that it's a new law and there's no opting out of it.
[00:18:16.077 --> 00:18:20.339]  That her daughter is going to have a private consultation with somebody there.
[00:18:21.119 --> 00:18:28.764]  At which point she said, I asked if I needed to leave and go to an urgent care center because I was not going to submit my daughter to such a conversation.
[00:18:29.285 --> 00:18:30.886]  She said, well that didn't go over very well.
[00:18:31.186 --> 00:18:37.910]  So the receptionist closes the window and immediately the office manager comes out and confronts her and says, may I speak with you?
[00:18:38.671 --> 00:18:50.279]  She said there's a new policy that would allow a child to access his or her medical records online and the child would be allowed to block a parent from viewing the website.
[00:18:51.039 --> 00:18:58.045]  Well, to sum it up, basically what this woman said is she told them that she's not going to allow anybody to talk to her child privately.
[00:18:58.085 --> 00:19:08.152]  But as Paul points out, this is a long history that our government is not only prying into our family lives, but it's also prying into our children's lives.
[00:19:09.153 --> 00:19:15.098]  It's trying to take over control of our children as well as our own personal lives.
[00:19:15.338 --> 00:19:26.927]  And of course at the bottom of this is something where they go in and they talk to her about birth control, about sexually transmitted diseases, where maybe they push condoms on young men, whatever.
[00:19:27.808 --> 00:19:31.091]  The parents need to be a part of that conversation.
[00:19:31.671 --> 00:19:44.062]  We've seen in Massachusetts parents very angry about very explicit sexual education given to very young children in elementary schools, and there was a parent who pushed back against that.
[00:19:44.682 --> 00:19:48.764]  He said, I want to get my child out of that or I need to be there.
[00:19:49.144 --> 00:19:53.667]  They said, you have no right to know what we're talking to your children about.
[00:19:53.687 --> 00:19:58.289]  We're going to talk to them about sex and you have absolutely no right to know anything about that.
[00:19:58.649 --> 00:20:00.130]  He sued and he lost.
[00:20:00.530 --> 00:20:01.231]  And you know what the...
[00:20:02.071 --> 00:20:09.094]  Court said, they said, when you turn your child over the government school, you have abandoned your parental rights.
[00:20:09.114 --> 00:20:09.935]  We'll be right back.
[00:20:09.995 --> 00:20:14.917]  Our families pledged their lives, fortunes, and sacred honor to fight tyranny, and it's time to fight again.
[00:20:15.017 --> 00:20:18.519]  I'm Tisha Cassidy, and I'm running as an independent for Congress in Colorado.
[00:20:18.599 --> 00:20:23.341]  I fight to end the military police state, ban GMO toxic foods, and abolish legal tender laws.
[00:20:23.441 --> 00:20:25.262]  Consider donating some of your hard-earned
[00:20:25.362 --> 00:20:26.804]  Donate fiat currency to help me fight.
[00:20:26.844 --> 00:20:30.067]  Donate $25 or more and you'll receive a gift to awaken others.
[00:20:30.167 --> 00:20:31.869]  I need and appreciate your support.
[00:20:31.929 --> 00:20:33.811]  Please donate at casada2014.com.
[00:20:33.831 --> 00:20:37.255]  That's C-A-S-I-D-A-2014.com.
[00:20:37.295 --> 00:20:39.438]  Paid for by the Committee to Elect Tisha Casada to Congress.
[00:20:40.086 --> 00:20:45.008]  Gentlemen, in search of a million-dollar smile that'll make them take notice, I mean really get their attention?
[00:20:45.388 --> 00:20:46.288]  Then get the mud!
[00:20:46.728 --> 00:20:47.708]  My Magic Mud.
[00:20:48.148 --> 00:20:52.670]  The fluoride-free whitener with no chemicals, additives, GMOs, or bad taste.
[00:20:53.090 --> 00:20:54.050]  And safe to swallow.
[00:20:54.510 --> 00:21:00.092]  My Magic Mud detoxifies, reduces sensitivity, cleans and strengthens your teeth while it whitens.
[00:21:00.512 --> 00:21:02.933]  Comes as a powder for pure whitening power.
[00:21:03.313 --> 00:21:05.314]  Start looking good for that special someone.
[00:21:05.694 --> 00:21:06.734]  Get the mud now.
[00:21:07.114 --> 00:21:08.275]  MyMagicMud.com
[00:21:09.775 --> 00:21:26.302]  To have a fighting chance against cold and flu bugs, get the world's best garlic extract, Allicin Plus C. Fight viruses, bacteria, and fungi with Allicin Plus C. Scientifically proven in double-blind studies using low doses to greatly reduce the number, severity, and duration of common colds.
[00:21:26.562 --> 00:21:32.244]  Allicin Plus C contains 300 milligrams of stabilized allicin, the active ingredient in crushed garlic.
[00:21:32.484 --> 00:21:37.606]  Studies show Allicin Plus C is effective against MRSA, bacterial, fungal, and viral infections.
[00:21:37.966 --> 00:21:41.527]  One tablet of Allicin Plus C has the equivalent of 40 cloves of garlic.
[00:21:41.748 --> 00:21:48.350]  Allicin Plus C supports your body's resistance to all types of conditions and can help lower high blood pressure and high cholesterol.
[00:21:48.550 --> 00:21:56.295]  So boost your body's resistance to infection with nature's best garlic extract, Allicin Plus C. To order, call 855-ALLICIN.
[00:21:56.475 --> 00:21:57.576]  That's 855-255-4246.
[00:21:59.137 --> 00:22:01.578]  Or go to allicinplus.com.
[00:22:01.638 --> 00:22:05.761]  Spelled A-L-L-I-C-I-N plus dot com.
[00:22:05.881 --> 00:22:08.403]  Get Allicin Plus C from Affinity Health Products.
[00:22:09.636 --> 00:22:11.397]  Hi, I'm Dr. Edward Grew.
[00:22:11.918 --> 00:22:18.882]  It took me 20 years of searching the globe to find the deposit of the highest purity iodine available.
[00:22:19.342 --> 00:22:29.789]  The new Survival Shield X2 is mined from 7,000 to 10,000 feet below the earth in pristine, environmentally clean conditions.
[00:22:30.190 --> 00:22:39.416]  The iodine crystals we use are extracted from an ancient 300 million plus year old deposit deep in the earth.
[00:22:40.136 --> 00:22:43.558]  It's the strongest nascent iodine on the market today.
[00:22:44.198 --> 00:22:47.619]  It delivers 650 micrograms per drop.
[00:22:47.979 --> 00:22:49.520]  Experience the new formula.
[00:22:50.020 --> 00:22:52.001]  Experience the ancient purity.
[00:22:52.601 --> 00:22:53.542]  Shield your family.
[00:22:53.942 --> 00:22:55.322]  Survival Shield X2.
[00:22:55.743 --> 00:22:58.324]  Available now at InfoWarsLife.com.
[00:22:58.904 --> 00:23:02.886]  X2 from InfoWarsLife.com or call toll free 888-253-3139.
[00:23:08.737 --> 00:23:12.838]  The best refuel stoves on the market for disasters and survival are SilverFire.
[00:23:13.078 --> 00:23:19.579]  It's clean cook stove technology allows you to pasteurize emergency drinking water, cook a meal, or sanitize your cookware with just twigs.
[00:23:19.779 --> 00:23:20.139]  A U.S.
[00:23:20.179 --> 00:23:24.200]  veteran-owned company, SilverFire's mission is emergency and recreation cooking products.
[00:23:24.400 --> 00:23:31.182]  Made of quality stainless steel, SilverFire's wide line of indoor and outdoor models range from solo backpack models to large family units.
[00:23:31.402 --> 00:23:33.022]  Cook cleanly and for free!
[00:23:33.182 --> 00:23:35.543]  Get yours today at SilverFire.us.
[00:23:35.643 --> 00:23:36.443]  That's SilverFire.us.
[00:23:38.084 --> 00:23:40.665]  Silver has always been nature's very own antibiotic.
[00:23:40.805 --> 00:23:44.807]  And only one system allows you to generate an endless supply of natural silver solutions.
[00:23:45.108 --> 00:23:46.348]  Silverlungs.com.
[00:23:46.508 --> 00:23:48.990]  You'll find no wild claims or pseudoscience.
[00:23:49.170 --> 00:23:51.971]  Just a lifetime of nano-sized pure silver solutions.
[00:23:52.171 --> 00:23:54.312]  The Silverlungs generator allows you to make your own.
[00:23:54.532 --> 00:23:56.273]  So stop paying for silver solutions.
[00:23:56.433 --> 00:24:01.776]  The unique lung delivery system targets respiratory infections where other silver solutions simply cannot reach.
[00:24:01.996 --> 00:24:05.678]  See the Silverlungs generator and lung delivery system at Silverlungs.com.
[00:24:05.798 --> 00:24:07.299]  That's Silverlungs.com.
[00:24:20.538 --> 00:24:28.401]  So part of it is we have to break through our kind of private idea that kids belong to their parents or kids belong to their families and recognize that kids belong to whole communities.
