[00:00:04.946 --> 00:00:06.186]  There is a war.
[00:02:05.808 --> 00:02:22.923]  Let's talk about Mrs. Clinton talking about the Mujahideen, those famous clips where she has had those interviews, and she said, we created the Mujahideen for a particular purpose, and then after we were done with them, and they were just kind of around the region, they became our enemies and we had to fight them, or we used them as a weapon to aim at
[00:02:23.303 --> 00:02:24.644]  This person or this regime.
[00:02:24.925 --> 00:02:25.485]  It's the same thing.
[00:02:25.565 --> 00:02:30.590]  It's not only going to happen, but is already going on with these Syrian rebels.
[00:02:30.610 --> 00:02:32.952]  Like I said, you do have other rebel groups out there as well.
[00:02:33.372 --> 00:02:34.113]  But how do you know?
[00:02:34.573 --> 00:02:40.118]  I mean, it's so easy to confuse the moderate rebels with the extremist rebels that even a U.S.
[00:02:40.178 --> 00:02:40.959]  senator can do it.
[00:02:40.999 --> 00:02:42.620]  Senator John McCain goes out there.
[00:02:42.940 --> 00:02:49.086]  He's hobnobbing with the Syrian rebels, the terrorist rebels, the al Qaeda affiliated Osama bin Laden Brigade.
[00:02:49.526 --> 00:02:49.907]  We're good to go.
[00:03:15.086 --> 00:03:19.668]  Burned down entire villages, decapitate people, train children how to use AK-47s.
[00:03:19.708 --> 00:03:25.450]  We've shown you all those clips here on the Infowars Nightly News, and you can also find them on Infowars.com.
[00:03:25.910 --> 00:03:31.833]  Now, whether the child is killed by a bullet or a vaccine, there's a lot of death going on over in Syria.
[00:03:32.233 --> 00:03:34.014]  Dozens of children dead after U.N.
[00:03:34.034 --> 00:03:36.795]  gives tainted vaccines in rebel-held Syria.
[00:03:37.719 --> 00:03:48.343]  A United Nations-sponsored measles vaccine program in northern Syria resulted in 36 children suffering excruciating deaths, according to doctors in the area held by U.S.
[00:03:48.404 --> 00:03:51.545]  and Saudi mercenaries who are administering the program.
[00:03:51.585 --> 00:03:53.686]  It's great to have mercenaries out there giving vaccines.
[00:03:55.327 --> 00:03:55.847]  Joking there.
[00:03:56.408 --> 00:04:01.109]  Infants given the poison vaccines experience rapidly falling heart rates and turn blue.
[00:04:01.630 --> 00:04:06.672]  Anti-Assad activists blame the Syrian government and accuse it of spiking the vaccines with cyanide.
[00:04:07.032 --> 00:04:12.034]  The mercenaries previously accused the Syrian government of launching a chemical weapons attack in Damascus.
[00:04:12.634 --> 00:04:16.898]  It was later discovered that the so-called rebels had in fact launched the attacks.
[00:04:17.458 --> 00:04:28.008]  So, yes, the rebels have launched at least one chemical attack, and we know this because they put it up on their YouTube page with the Black Al-Qaeda logo in the corner, but they try to blame that on Assad.
[00:04:28.528 --> 00:04:38.514]  So the issue with this is another vaccine story and regardless of what's inside this vaccine, whether it's cyanide or some other thing, vaccines in general have a not a good track record.
[00:04:38.874 --> 00:04:40.855]  And I was talking to a lady one time at a protest.
[00:04:40.875 --> 00:04:41.616]  She was a nice lady.
[00:04:41.816 --> 00:04:44.778]  She knew I worked here at InfoWars and she asked me about vaccines.
[00:04:45.538 --> 00:04:51.540]  And I said, miss, it's not as simple as you take a shot and you develop some type of instant health defect.
[00:04:51.581 --> 00:04:53.061]  You know, it does happen to some people.
[00:04:53.621 --> 00:04:56.623]  But, you know, the issue is that they have mercury in many of these vaccines.
[00:04:57.043 --> 00:05:01.104]  So and I posed her the question, I said, let's say it wasn't mercury, mercury.
[00:05:01.124 --> 00:05:02.025]  Let's say it was something like.
[00:05:02.645 --> 00:05:04.306]  Pancake syrup or chocolate syrup.
[00:05:04.626 --> 00:05:08.028]  What is the health benefit of injecting pancake syrup into your body?
[00:05:08.508 --> 00:05:09.689]  And same thing with mercury.
[00:05:09.769 --> 00:05:15.031]  What good are you doing by injecting this into your body, especially for pregnant women and young children?
[00:05:15.351 --> 00:05:16.572]  But it goes beyond Syria.
[00:05:16.612 --> 00:05:19.794]  We've had many vaccine deaths and other things happen.
[00:05:20.274 --> 00:05:21.955]  We have the article on InfoWars.com.
[00:05:22.015 --> 00:05:25.897]  Bill Gates polio vaccine cripples 47,000 children.
[00:05:25.957 --> 00:05:29.879]  So you can read that on InfoWars.com and get more abreast of the situation.
[00:05:30.439 --> 00:05:35.362]  And with this whole meme of it's all for the children, let's talk about the way the children are being disciplined.
[00:05:35.882 --> 00:05:41.305]  FBI investigates teen in coma after cop deploys taser during routine traffic stop.
[00:05:41.685 --> 00:05:45.947]  Officer Tim Reynolds has served with the Independence Police Department for two years.
[00:05:46.348 --> 00:05:50.350]  He was responding to a warrant on a woman he believed to be inside the car.
[00:05:50.390 --> 00:05:51.550]  Turns out she wasn't.
[00:05:52.151 --> 00:05:57.754]  Officers here say they're standing behind him saying he used the proper protocol when he tased Rice Masters.
[00:05:58.291 --> 00:06:03.114]  And as I always say, this is the issue, because these aren't rogue cops, these aren't dirty, hairy guys.
[00:06:03.375 --> 00:06:05.276]  These are guys who are acting within their policy.
[00:06:05.316 --> 00:06:12.541]  If you go to Infowars.com and see that full clip, the police spokesman says, yes, these guys were acting within the policy, within the procedures.
[00:06:12.601 --> 00:06:15.643]  It's in the handbook that we can treat 17-year-olds like that.
[00:06:16.163 --> 00:06:19.866]  Now, let's talk about how students are being taught in school, or being treated in school, rather.
[00:06:20.486 --> 00:06:23.809]  Students' Virginia D. Rocks t-shirt banned from Arkansas Middle School.
[00:06:24.349 --> 00:06:32.252]  And this is the story of a teenager at Ramay Junior High, and she was wearing a t-shirt that said Virginity Rocks, which summed up her beliefs about sex and marriage.
[00:06:32.572 --> 00:06:38.914]  But the school banned the t-shirt and forced the teen to wear a school-issued gym t-shirt because the Virginity Rocks t-shirt
[00:06:39.434 --> 00:06:45.278]  Put out a message that could lead people to be uncomfortable about conversations about sex, reports 5 News.
[00:06:45.758 --> 00:06:57.125]  So, you know, in the school system, I can't say so much for this school system, but a lot of schools around the nation, they'll have sex ed or some type of sex ed before age 13, especially when you get into the middle school.
[00:06:57.165 --> 00:06:58.606]  So I'm not sure if she had that or not.
[00:06:58.966 --> 00:07:02.729]  But when I was in school, you know, 6 to 13, people already knew about sex.
[00:07:02.749 --> 00:07:04.510]  They had some type of demonstration
[00:07:04.990 --> 00:07:05.611]  We're good to go.
[00:07:20.965 --> 00:07:23.146]  Being banned from wearing t-shirts that say Jesus.
[00:07:23.186 --> 00:07:27.248]  You can't really exercise any freedom of speech in these so-called public schools.
[00:07:27.708 --> 00:07:29.269]  And we'll end our segment tonight with this.
[00:07:29.729 --> 00:07:36.692]  Talking about freedom, talking about liberty, Mayor Bloomberg receives the French award for supporting the ideas of liberty.
[00:07:36.892 --> 00:07:38.773]  Let me get through this before I start laughing.
[00:07:39.413 --> 00:07:45.216]  Former New York City Mayor Michael Bloomberg traveled to France this week to receive the country's top civilian honor.
[00:07:46.076 --> 00:07:54.539]  So this is a man with Michael Bloomberg who wants to ban large sodas, he wants to ban e-cigarettes, and most importantly, he wants to ban your right to bear arms.
[00:07:54.559 --> 00:07:58.861]  So this is Michael Bloomberg, somebody who the French say, maybe they're just misinformed.
[00:07:58.881 --> 00:08:00.222]  I hope that's what it is.
[00:08:00.662 --> 00:08:10.886]  So that's it for this segment of the InfoWars Nightly News, but stay tuned, we'll have a special report from Joe Biggs and also my special report detailing violence, the off-field violence, concerning the NFL.
[00:08:11.226 --> 00:08:13.707]  You are watching the InfoWars Nightly News.
[00:08:18.513 --> 00:08:19.314]  Hi, I'm Dr. Group.
[00:08:19.654 --> 00:08:25.799]  Today, I'm proud and excited to announce a new product to the InfoWars Life product line.
[00:08:26.260 --> 00:08:32.245]  Introducing the first proprietary oxygen-based intestinal cleanser, OxyPowder.
[00:08:32.885 --> 00:08:37.809]  Backed by real FDA-approved Phase 1, 2, and 3 clinical trials.
[00:08:38.650 --> 00:08:42.393]  People are suffering from all kinds of digestive issues these days.
[00:08:42.833 --> 00:08:52.140]  All the toxins from the air, the food, the water, everything that you're exposed to on a daily basis, ultimately ends up in the gut or affects the gut.
[00:08:52.360 --> 00:08:54.962]  My main focus was to come up with a remedy for this.
[00:08:55.082 --> 00:09:02.628]  Something that's safe and effective that anyone can take on a regular basis to keep their intestinal lining clean.
[00:09:03.348 --> 00:09:12.235]  You have over 30 feet of intestinal lining that can be compacted, that can be toxic, that can be full of parasites, fungus, bacteria.
[00:09:12.815 --> 00:09:15.998]  What are you doing to keep that clean and flushed out?
[00:09:16.358 --> 00:09:25.785]  My recommendation is to clean your intestines at least two to three times a week to prevent the toxic buildup from going into your bloodstream.
[00:09:26.065 --> 00:09:32.811]  You owe it to yourself to take your health into your own hands and start cleansing your body today with Oxy-Powder.
[00:09:33.371 --> 00:09:37.120]  Secure your Oxy Powder today at InfoWarsLife.com.
[00:09:37.641 --> 00:09:39.705]  That's InfoWarsLife.com.
[00:09:42.429 --> 00:09:48.734]  I began to get into iodine a few years ago because it was helping me and my family so much get healthy and detoxify.
[00:09:49.094 --> 00:09:50.575]  I believe our research is conclusive.
[00:09:50.595 --> 00:09:53.377]  This is the best iodine out there, and I know this for a fact.
[00:09:53.918 --> 00:09:58.681]  Nobody else has got iodine based on these pure crystals, ladies and gentlemen.
[00:09:58.801 --> 00:10:02.905]  For a limited time, experience the ancient power of Survival Shield X2.
[00:10:03.085 --> 00:10:08.289]  Take advantage of this unprecedented 30% off super detox special at InfoWarsLife.com.
[00:10:19.932 --> 00:10:28.216]  One of the top stories concerning our nation, besides the potential funding of ISIS and a potential Ebola outbreak, is the scandals involving the NFL.
[00:10:29.017 --> 00:10:30.557]  And no, this is not SportsCenter.
[00:10:30.597 --> 00:10:35.000]  We talk about this to talk about the serious issues of child abuse, of domestic violence.
[00:10:35.080 --> 00:10:42.363]  Because as you recall previously, the NFL had the scandal involving Jovan Belcher and the murder-suicide of himself and his girlfriend.
[00:10:42.783 --> 00:10:49.087]  Bring you up to date with the most recent things, the most recent allegations concerning one Adrian Peterson involving child abuse.
[00:10:50.147 --> 00:11:02.291]  And, you know, when we talk about these topics, it's that when you have entertainers, especially sports stars, when it relates to the men, you know, because these NFL players, these NBA players, they're hyped up as, you know, this is the ultimate man.
[00:11:02.611 --> 00:11:07.393]  You know, you got this guy, he's in great shape, he has all these physical attributes, and he's put out there.
[00:11:07.933 --> 00:11:08.213]  I don't
[00:11:30.592 --> 00:11:30.912]  I don't know.
[00:11:49.520 --> 00:11:49.600]  Yes.
[00:12:06.971 --> 00:12:07.291]  I think so.
[00:12:23.126 --> 00:12:38.680]  In my more recent days here at Infowars, I'm trying to be careful to say, you know, it's not police at large, it's this individual in the police department, or this individual in the sheriff's department, or this FBI agent, or this ATF agent, and not try to say that everybody's collectively guilty who's in those organizations.
[00:12:38.780 --> 00:12:40.062]  And it's the same thing with the NFL.
[00:12:40.502 --> 00:12:45.609]  A lot of these guys, you know, they're good-hearted guys who just grew up to play the game they love as a child.
[00:12:46.210 --> 00:12:47.191]  They're a lot of good-hearted people.
[00:12:47.211 --> 00:12:53.579]  You know, even the guy from my hometown who I went to school with, you know, he comes back to town during the summers and he teaches a free camp for the kids.
[00:12:53.599 --> 00:12:54.000]  And it's great!
[00:12:54.480 --> 00:12:57.961]  So you have a lot of good guys in the league, but you have some of these bad apples.
[00:12:58.381 --> 00:13:13.705]  And so I say all that to say this, that when you have the bad apples come out and do the gun violence, and now everybody's collectively guilty who's in the gun culture, is every man going to be responsible for the actions of these guys, do these bad things to their wives, their girlfriends, and so on and so forth.
[00:13:13.965 --> 00:13:15.426]  So let's get straight into these articles now.
[00:13:15.946 --> 00:13:19.547]  Peterson's attorney responds to new allegations he injured another son.
[00:13:20.447 --> 00:13:26.753]  Of course, referring to Adrian Peterson, some photos emerged of what alleged to be Peterson's son.
[00:13:26.793 --> 00:13:31.197]  He has these big welts and scars on his legs, had to be taken to a hospital.
[00:13:31.658 --> 00:13:34.821]  And personally, you know, I don't have a problem with spanking kids.
[00:13:35.001 --> 00:13:36.742]  I don't recommend that you send them to the hospital.
[00:13:36.782 --> 00:13:38.484]  That does cross the line to child abuse.
[00:13:39.105 --> 00:13:39.625]  I was spanked.
[00:13:39.645 --> 00:13:41.427]  Talking to the guys in the back, they were spanked.
[00:13:41.807 --> 00:13:42.348]  You know, it's
[00:13:42.888 --> 00:13:44.869]  They tried to make it a Southern thing.
[00:13:45.029 --> 00:13:46.230]  It's not a Southern thing.
[00:13:46.590 --> 00:13:47.430]  It's in the Bible.
[00:13:47.451 --> 00:13:49.051]  Spare the rod and spoil the child.
[00:13:49.071 --> 00:13:51.192]  That doesn't mean beat the child until they're put into the hospital.
[00:13:51.553 --> 00:13:54.134]  But you give them a little pat on the butt, hey, don't do that again.
[00:13:54.554 --> 00:14:00.778]  And the people I know, or the parents I know, who don't spank their kids, and like, you know, Johnny, I'm going to count to 10.
[00:14:01.218 --> 00:14:07.001]  Nine, nine and a half, nine and three quarter, and then they go on this whole deal trying to get to 10.
[00:14:07.281 --> 00:14:09.022]  And it's a joke, and the kids are running wild.
[00:14:09.402 --> 00:14:10.963]  So I encourage people, well,
[00:14:11.343 --> 00:14:15.924]  Personally, I would spank kids if I had kids, but I would not put them in the hospital.
[00:14:16.385 --> 00:14:17.665]  Another article about Peterson.
[00:14:17.685 --> 00:14:20.606]  Adrian Peterson case brings scrutiny to child spanking.
[00:14:21.206 --> 00:14:22.186]  And we'll go on here.
[00:14:23.067 --> 00:14:24.687]  SportsCenter host on Ray Rice.
[00:14:25.047 --> 00:14:27.428]  We need to reprogram the way we raise men.
[00:14:29.005 --> 00:14:30.827]  I don't think masculinity and violence are one and the same.
[00:14:30.847 --> 00:14:33.909]  You know, you can have a good, strong, he's not a role model, but you think about
[00:14:50.580 --> 00:14:52.481]  Some guy like the Dos Equis man, right?
[00:14:52.521 --> 00:14:53.941]  And like I said, I'm not encouraging anybody to drink.
[00:14:53.981 --> 00:14:56.002]  I'm not saying that's the pinnacle of manliness.
[00:14:56.042 --> 00:14:59.443]  But, you know, he's just, you know, an adventurous guy, this fictional character.
[00:14:59.843 --> 00:15:01.803]  You know, and that's kind of, you know, what I like.
[00:15:01.823 --> 00:15:05.264]  I like to be an adventurer or a conqueror, you know, out on some expedition.
[00:15:05.284 --> 00:15:07.805]  To me, that's what's manly, not physical violence.
[00:15:07.845 --> 00:15:10.206]  You know, if you have to defend yourself, you have to defend yourself.
[00:15:10.546 --> 00:15:14.267]  And I'm definitely not saying that the cases we're talking about here are self-defense cases.
[00:15:14.287 --> 00:15:14.967]  But, you know, just being a...
[00:15:15.527 --> 00:15:19.850]  Be an adventurer, doing something useful with your time, building a media operation like Alex Jones did.
[00:15:19.870 --> 00:15:27.376]  You know, that's manly and masculine as far as I'm concerned, not saying that people need to be abusing their children.
[00:15:27.656 --> 00:15:29.878]  Spanking isn't parenting, it's child abuse.
[00:15:30.439 --> 00:15:41.307]  Now, once again, as I said earlier, if you spank your child to the point where you have to put them in a hospital, yes, that is child abuse, but a little pat on the butt, I don't see anything wrong with that.
[00:15:41.387 --> 00:15:42.568]  But, you know, people don't like that.
[00:15:42.588 --> 00:15:43.809]  They want you to have these little
[00:15:44.249 --> 00:15:47.791]  Hellion children running around and doing all these horrific things.
[00:15:48.072 --> 00:15:48.952]  We'll move faster now.
[00:15:49.052 --> 00:15:51.814]  The cultural, regional, and generational roots of spanking.
[00:15:51.834 --> 00:15:53.675]  A lot of people have their two cents on this.
[00:15:54.076 --> 00:15:55.677]  Why you should never spank your kids.
[00:15:56.197 --> 00:15:58.659]  And also we have Miss Condoleezza Rice.
[00:15:59.279 --> 00:16:01.281]  People are saying that she should take over the NFL.
[00:16:01.301 --> 00:16:03.362]  She's an avid NFL watcher.
[00:16:03.582 --> 00:16:06.904]  And now people are saying that this person who was involved in the Bush administration.
[00:16:07.445 --> 00:16:08.846]  Also some yellow cake.
[00:16:09.486 --> 00:16:10.207]  I don't know.
[00:16:32.267 --> 00:16:36.710]  For the Redskins, and he's told by the NFL not to wear his Jesus t-shirt.
[00:16:37.250 --> 00:16:41.613]  So you have a guy who's trying to be a positive role model in an organization that desperately needs one.
[00:16:41.973 --> 00:16:43.794]  He shows up saying, hey, you know, I'm a man of faith.
[00:16:44.194 --> 00:16:47.796]  I want to just wear a very, you know, it's a plain t-shirt.
[00:16:47.856 --> 00:16:49.397]  It just says, no Jesus, no peace.
[00:16:49.958 --> 00:16:58.823]  And the NFL says, no, you can't have that because, you know, we'd rather have these other guys out here doing all these wild things and have a respectable guy walk around in a t-shirt that says Jesus.
[00:16:59.143 --> 00:17:01.865]  You have the NFL, the no-faith league, apparently.
[00:17:02.345 --> 00:17:02.906]  So that's it.
[00:17:03.166 --> 00:17:04.467]  That's my two cents on that.
[00:17:04.547 --> 00:17:07.409]  Like I said, not everybody in the NFL is collectively guilty for this stuff.
[00:17:07.989 --> 00:17:10.992]  But if you have good role models, let them be good role models.
[00:17:11.152 --> 00:17:20.599]  And hopefully they won't try to come into your household and tell you how to raise your children because it goes from disciplining the locker room to trying to propagandize the entire stands.
[00:17:20.939 --> 00:17:23.201]  Well, that's it for this segment of the NFL Awards Nightly News.
[00:17:23.221 --> 00:17:23.861]  But stay tuned.
[00:17:24.121 --> 00:17:27.604]  We'll have a special report from Staff Sergeant Joe Biggs coming up right after this break.
[00:17:28.777 --> 00:17:35.701]  Celebrate the spirit of freedom and liberty upon which our nation was founded at InfoWarsShop.com.
[00:17:35.761 --> 00:17:39.543]  Molon Lave is ancient Greek for come and take it.
[00:17:39.583 --> 00:17:47.067]  This popular design combines both classic Greek Spartan imagery with modern M16 assault rifles.
[00:17:47.307 --> 00:17:51.250]  Now available in women's tees and proudly made in the USA.
[00:17:51.410 --> 00:17:59.437]  Celebrate the spirit of 1776 with the George Washington brass belt buckle or this incredibly sharp looking 1776 hat.
[00:17:59.457 --> 00:18:00.257]  Badass!
[00:18:00.498 --> 00:18:05.582]  And be sure to check out the new arrivals at Infowars Life.
[00:18:05.902 --> 00:18:15.470]  Where you can prepare your body to perform at peak levels with Survival Shield, Nascent Iodine, Super Male Vitality, and Fluoride Shield.
[00:18:15.851 --> 00:18:16.932]  And wake up, America!
[00:18:16.952 --> 00:18:21.435]  Immune Support Blend is the healthy choice for the gourmet coffee lover.
[00:18:21.516 --> 00:18:28.281]  So get incredibly high-quality, freedom-based products and help fund the revolution at infowarshop.com.
[00:18:29.249 --> 00:18:33.052]  City of Austin tap water versus filtered City of Austin tap water.
[00:18:33.472 --> 00:18:34.673]  I didn't, I taste dirt in it.
[00:18:34.733 --> 00:18:35.854]  God knows what's in this.
[00:18:35.994 --> 00:18:36.995]  This has an aftertaste.
[00:18:37.035 --> 00:18:38.616]  Tastes like Austin water?
[00:18:38.856 --> 00:18:39.717]  Yeah, it does.
[00:18:39.777 --> 00:18:43.940]  These people just sampled City of Austin tap water straight from the faucet.
[00:18:44.180 --> 00:18:50.305]  Next, we had them try a sample of tap water filtered through the ProPure G2.0 filtration system.
[00:18:50.405 --> 00:18:51.245]  High quality H2O.
[00:18:51.265 --> 00:18:52.827]  That one is better.
[00:18:52.887 --> 00:18:53.887]  Tastes like nothing.
[00:18:54.148 --> 00:18:55.549]  Yep, I know what good water tastes like.
[00:18:55.609 --> 00:18:56.109]  It's good water.
[00:18:56.209 --> 00:19:04.756]  Most tap water contains added substances, like fluoride, chlorine, Monsanto's deadly pesticide, glyphosate, and many others.
[00:19:05.156 --> 00:19:12.662]  Studies prove that these substances are linked to an assortment of major health issues, including tooth decay, lowered IQ, and even cancer.
[00:19:12.943 --> 00:19:15.445]  It tastes like you're drinking out of the lake when you're drinking tap water.
[00:19:16.005 --> 00:19:18.349]  Yeah, it has that processed flavor to it.
[00:19:18.709 --> 00:19:28.283]  The ProPure® G2.0 filtration system removes these deadly substances and many more, leaving only fresh tasting, deliciously clean water.
[00:19:28.784 --> 00:19:30.046]  Okay, this is very tasty.
[00:19:30.126 --> 00:19:30.807]  It's good water.
[00:19:31.477 --> 00:19:31.898]  Refreshing.
[00:19:31.918 --> 00:19:32.698]  It's good.
[00:19:33.239 --> 00:19:35.581]  Go to InfoWarsStore.com today.
[00:19:35.982 --> 00:19:39.825]  Use promo code WATER and save 10% off your Pro Pure purchase.
[00:19:40.326 --> 00:19:43.629]  Again, that's InfoWarsStore.com or call 1-888-253-3139.
[00:19:55.737 --> 00:20:02.203]  I'm Joe Biggs with InfoWars.com here to analyze this Ebola crisis happening in Africa right now.
[00:20:02.543 --> 00:20:05.906]  Now we know that yesterday the New York Times reported that U.S.
[00:20:05.926 --> 00:20:10.831]  will commit up to 3,000 troops to fight Ebola in Africa.
[00:20:12.156 --> 00:20:15.837]  Why are we sending armed military to fight Ebola?
[00:20:16.317 --> 00:20:17.158]  Well, let me tell you why.
[00:20:17.258 --> 00:20:29.782]  I think it is pretty much, I don't know if you listened to the show last week when I was at Ground Zero on the Alex Jones Show, a lot of things that happen when we get ready to go into war, we need to use a humanitarian crisis like Ebola.
[00:20:30.342 --> 00:20:41.745]  A year ago from the September 11th memorial, President Obama came out on the eve and once again tried to beg the American people to back him in his fight against Syria.
[00:20:42.145 --> 00:20:50.528]  He wanted to, in essence, fund the Free Syrian Army again to help topple the Assad regime because there was a humanitarian crisis happening over there.
[00:20:50.968 --> 00:20:54.749]  Now, here we are again, a year later, and the President once again
[00:20:55.169 --> 00:21:00.570]  He wants us to fund the Free Syrian Army, who we know helps and supports ISIS.
[00:21:01.210 --> 00:21:03.431]  Now, we're going to send these 3,000 troops to Africa.
[00:21:03.851 --> 00:21:07.932]  Well, there's a lot that we can gain from going into Africa.
[00:21:08.232 --> 00:21:16.014]  There's a lot of stuff that we know about what happens over there with human trafficking, with the narcotics, with diamonds, all this stuff.
[00:21:16.374 --> 00:21:21.955]  Right now, profits are soaring as Pentagon leans on private corporations for special ops.
[00:21:22.535 --> 00:21:35.197]  Now it's kind of interesting because the United States Special Operations Command tendered a $1.5 billion contract that required support with psychological operations happening right there in Africa.
[00:21:35.477 --> 00:21:48.980]  Now we have a separate document related to the same contract noted that one purpose of the effort was to conduct market research for Al-Qaeda and its affiliates in Libya, Tunisia, Mali, Northern Nigeria, and Somalia.
[00:21:50.051 --> 00:22:00.556]  So, we want to go down there, we want to take all these private corporations, we want these ex-special forces contractors to also be sent to Africa.
[00:22:00.896 --> 00:22:04.658]  Meanwhile, we have 3,000 troops that are going to be fighting Ebola.
[00:22:05.578 --> 00:22:18.865]  Well, I think that's funny because back in June, a powerful Al-Qaeda branch in Yemen and Northern Africa called for jihadists in Iraq and Syria to unite against all common threat from U.S.-led coalitions.
[00:22:19.807 --> 00:22:32.132]  But both the Yemen-based and the Northern African-based networks rejected ISIS's declaration of an Islamic caliphate in June and said they remain loyal to al-Zawahiri, the leader of al-Qaeda.
[00:22:33.353 --> 00:22:34.673]  What does that sound like to you?
[00:22:35.514 --> 00:22:43.077]  Well, just a few days ago, entire, it was last week, entire leadership of ISIS opposition wiped out by an unexplained explosion.
[00:22:43.956 --> 00:22:50.241]  We are taking out people who really want to fight ISIS, who don't like them, given they don't like us as well.
[00:22:50.621 --> 00:22:52.663]  But we want our Frankenstein to grow.
[00:22:52.703 --> 00:22:55.345]  We want our Frankenstein to terrorize the world.
[00:22:55.385 --> 00:23:00.970]  We don't want this rogue group that we don't have any control over anymore, because right now we still have ISIS in our pockets.
[00:23:01.370 --> 00:23:03.072]  And let's go back to 9-11, two days before.
[00:23:04.913 --> 00:23:13.376]  September 11th, on the 9th, the leader of the Northern Alliance commander, Hamad Shah Mazoud, was mortally wounded in a kamikaze assassination.
[00:23:13.896 --> 00:23:22.599]  Now, this event had a direct bearing, not only for our understanding of 9-11, but also on the U.S.-NATO sponsored war and occupation of Afghanistan.
[00:23:23.139 --> 00:23:26.380]  Now, had Shah Mazoud not been assassinated, the U.S.
[00:23:26.420 --> 00:23:32.242]  administration would not have been able to install their political puppet, Hamad Karzai.
[00:23:33.362 --> 00:23:36.163]  So, this all is starting to add up right now.
[00:23:36.923 --> 00:23:40.904]  I think this Ebola crisis in Africa is a beard for what we want to do.
[00:23:41.264 --> 00:23:45.705]  Now, in my group in Afghanistan, I used to go on a lot of humanitarian missions as well.
[00:23:46.205 --> 00:23:49.626]  And what we would do is we'd go out on convoys, hand out food.
[00:23:49.906 --> 00:23:56.968]  Well, before we would go do that, just miles ahead of that area, we would drop off OGA, other government agencies, special op guys,
[00:23:58.348 --> 00:23:58.868]  We're good to go.
[00:24:19.164 --> 00:24:19.844]  Number 6.
[00:24:20.365 --> 00:24:26.048]  Obama is already pushing to expand the Department of Defense budget and to station more U.S.
[00:24:26.088 --> 00:24:44.358]  troops overseas to encircle Russia, China, Iran, as well as setting up bases in Africa under the pretext of humanitarian aid, and dominate and occupy Africa through AFRICOM.
[00:24:46.414 --> 00:24:50.657]  So we're taking your phone call, seeing what you think of Barack H. Obama.
[00:24:50.737 --> 00:24:51.578]  Is he a Judas goat?
[00:24:51.618 --> 00:24:52.338]  Is he a front man?
[00:24:52.418 --> 00:24:53.259]  Is he a betrayer?
[00:24:53.739 --> 00:24:55.040]  Let's go to Anthony in Georgia.
[00:24:55.420 --> 00:24:57.201]  Anthony, what's your take on Barack Obama?
[00:24:58.142 --> 00:25:06.948]  They put the face of Barack Obama as part of their public relations because it's like the old folk tales about vampires.
[00:25:07.628 --> 00:25:10.390]  A vampire cannot force his way into somebody's house.
[00:25:10.570 --> 00:25:12.852]  It's against some kind of metaphysical law.
[00:25:13.422 --> 00:25:19.284]  So the vampire has to persuade the resident of the household to open the door and invite him in.
[00:25:19.744 --> 00:25:24.866]  So they're going to look at the people at Barack Obama, which looks like them and appears to be on their side.
[00:25:25.386 --> 00:25:27.246]  They're going to say, okay, here's my ally.
