[00:00:02.174 --> 00:00:03.336]  Coast to coast.
[00:04:46.266 --> 00:04:51.229]  And Israel wants it as well, because they want to be able to take out Iran's allies.
[00:04:51.270 --> 00:04:54.132]  So it's the stars aligning for war.
[00:04:54.612 --> 00:04:55.873]  Economic war, bare minimum.
[00:04:56.133 --> 00:05:01.377]  Cold war and hot war is on the horizon and could approach any time.
[00:05:01.757 --> 00:05:07.121]  We're going to come back, break down a spectrum of news, and then give out the phone number to take your phone call.
[00:05:07.141 --> 00:05:07.601]  Stay with us.
[00:05:10.120 --> 00:05:12.722]  Hi folks, Alex Jones here with some important information.
[00:05:12.962 --> 00:05:17.846]  I want to tell you about Matt Redhawk and his team of Patriots over at MyPatriotSupply.
[00:05:18.106 --> 00:05:25.972]  Several years ago, Matt was sitting in his two-bedroom apartment, frustrated with the direction this country was headed and the Charlatans willing to sell us out for a quick buck.
[00:05:26.213 --> 00:05:30.536]  Deciding to take action, a company run by Patriots for Patriots was born.
[00:05:30.756 --> 00:05:34.559]  MyPatriotSupply has never taken a loan or accepted outside funding.
[00:05:34.699 --> 00:05:40.423]  They now operate two distribution facilities and employ over 50 hard-working American men and women.
[00:05:40.663 --> 00:05:43.445]  It is rare to find companies who practice what they preach.
[00:05:43.825 --> 00:05:49.048]  And that's why I stock my pantry with high-quality storable foods from MyPatriotSupply.
[00:05:49.208 --> 00:05:57.334]  Go to MyPatriotSupply.com forward slash Alex today for special offers on emergency food storage or call their preparedness specialist at 866-229-0927.
[00:05:57.354 --> 00:05:57.554]  That's 866-229-0927.
[00:06:05.119 --> 00:06:14.648]  Why does the United States spend the largest percentage of GDP in the world on health care?
[00:06:14.788 --> 00:06:17.751]  Why do we have the highest cancer rates on the planet?
[00:06:17.911 --> 00:06:23.136]  The highest rates of diabetes, autism, and every other major disease.
[00:06:23.477 --> 00:06:25.138]  It all comes down to one thing.
[00:06:25.399 --> 00:06:26.720]  We are what we eat.
[00:06:27.040 --> 00:06:28.942]  Our food is devoid of nutrition.
[00:06:29.162 --> 00:06:29.322]  I'm good.
[00:06:47.648 --> 00:06:54.575]  The site is literally packed with audio and video featuring top health professionals who don't bow down to Big Pharma.
[00:06:54.735 --> 00:07:02.543]  The fight against the New World Order starts with you, and you can't stand against the machine of your sick, tired, and obese when you visit InfoWarsHealth.com.
[00:07:02.663 --> 00:07:06.707]  Be sure and check out the catalog with nearly 400 life-changing products.
[00:07:06.967 --> 00:07:09.450]  And get free shipping when you sign up for AutoShip.
[00:07:09.870 --> 00:07:15.478]  My friends, Alex Jones here to tell you about some of the most important information concerning you and your family's health.
[00:07:15.679 --> 00:07:22.909]  Radiation levels have more than doubled in the last 60 years in the Northern Hemisphere from all of the nuclear testing and radiological accidents.
[00:07:23.069 --> 00:07:26.214]  Radioactive contamination is now in most of the food supply.
[00:07:26.394 --> 00:07:28.195]  There's only two ways to avoid this.
[00:07:28.435 --> 00:07:33.017]  Move south of the equator or properly protect your thyroid with nascent iodine.
[00:07:33.077 --> 00:07:35.839]  Looking to protect my family, I've done deep research.
[00:07:35.999 --> 00:07:41.782]  Nascent iodine is the purest, cleanest, absolute best form of iodine to protect yourself and your family.
[00:07:41.962 --> 00:07:45.444]  It's made right here in the USA, completely non-GMO.
[00:07:45.644 --> 00:07:50.686]  I searched out the best quality and now have developed a double strength form of nascent iodine.
[00:07:50.886 --> 00:07:53.848]  Exclusively available at Infowarslife.com.
[00:07:54.108 --> 00:07:59.977]  Nascent Iodine is on record as one of the only safe ways to detox from fluoride poisoning.
[00:08:00.097 --> 00:08:02.100]  Survival Shield Nascent Iodine.
[00:08:02.260 --> 00:08:07.688]  Secure your super high quality Nascent Iodine today at InfoWarsLife.com.
[00:08:07.768 --> 00:08:09.150]  That's InfoWarsLife.com.
[00:08:24.312 --> 00:08:30.396]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[00:08:31.096 --> 00:08:40.642]  It's Alex Jones.
[00:08:46.365 --> 00:08:48.407]  Gonna make you burn!
[00:08:49.467 --> 00:08:51.709]  Thermal nuclear warfare!
[00:08:53.408 --> 00:08:55.370]  So don't you fool around!
[00:08:57.391 --> 00:08:57.932]  Yeah!
[00:08:58.912 --> 00:08:59.933]  Pull the trigger!
[00:09:01.414 --> 00:09:02.395]  Shoot the thrill!
[00:09:03.156 --> 00:09:04.056]  Way to kill!
[00:09:05.057 --> 00:09:07.839]  Too many women and too many pills!
[00:09:09.560 --> 00:09:17.226]  Folks, the problem that we have is not old-fashioned type trouble, but just corrupt boss hogs running around.
[00:09:17.246 --> 00:09:22.631]  You know, we have globalists that want world domination, who've got their fingers
[00:09:23.983 --> 00:09:30.047]  On the nuclear launch triggers, and they want to pull the trigger!
[00:09:33.569 --> 00:09:35.970]  And that's the big issue here, ladies and gentlemen.
[00:09:35.990 --> 00:09:46.636]  They've now had the big state-run TV darling of Vladimir Putiput, as George W. Bush would call him, on state-run television, says Russia could turn U.S.
[00:09:47.157 --> 00:09:48.838]  into radioactive ash.
[00:09:50.458 --> 00:09:52.760]  By the way, I've been invited on that show.
[00:09:54.093 --> 00:09:57.074]  And, uh, on other shows on Russian state-run television.
[00:09:57.094 --> 00:10:11.641]  I'm not bragging, I'm just giving you an interesting factoid here, because I'm against war with Russia, uh, and, you know, against turning Ukraine over to the EU, and against George Soros starting with the State Department, McCain, five billion dollars of funding to overthrow the elected government.
[00:10:12.921 --> 00:10:16.543]  Uh, but I will not go on state-run Russian television.
[00:10:17.682 --> 00:10:26.889]  At the same time, I will not cross the line because Russia is going to end up getting involved in its own rhetoric and its own escalations that are going to end up being bad for this country.
[00:10:27.710 --> 00:10:32.914]  You see, I look for an American interest in my individual interest in my children's interest.
[00:10:34.175 --> 00:10:37.858]  And I've described this over and over again on a scale of
[00:10:40.666 --> 00:10:44.449]  One to ten, zero being a country not being bad for U.S.
[00:10:44.509 --> 00:10:54.035]  interest, which means the interest of the American people, and due process, and private property, and family, and the right to self-defense, and having a good, truly sustainable future.
[00:10:54.975 --> 00:11:02.400]  So I look at a country as being, say, neutral at zero, and being hell-bent to destroy us at ten.
[00:11:05.842 --> 00:11:06.963]  Russia's about a one.
[00:11:08.868 --> 00:11:25.212]  Despite all the things the globalists have done to Russia in our name, with our money and our military, in the last 20 years, since 1991, all the West has done is try to destabilize and bring Russia down and loot it with outside banks the entire time.
[00:11:26.053 --> 00:11:33.115]  And our government, in 1917, at the end of World War I, on record, funded 100,000 New Yorkers
[00:11:35.387 --> 00:11:50.120]  Mainly East Coasters, mainly New Yorkers who were Russian immigrants in the last two generations to go back to Russia with 25 million in gold delivered by Stalin to V.I.
[00:11:50.160 --> 00:11:50.440]  Lenin.
[00:11:50.781 --> 00:11:52.702]  This is all mainline history books by the way.
[00:11:53.563 --> 00:12:00.709]  So we owe the Russians along with the British, you let British intelligence be involved, they were honchoing the whole deal with U.S.
[00:12:00.749 --> 00:12:00.950]  money.
[00:12:01.943 --> 00:12:02.563]  The U.S.
[00:12:02.683 --> 00:12:09.167]  and British citizens owe the Russians a gigantic apology for dumping V.I.
[00:12:09.227 --> 00:12:18.211]  Lenin and Joseph Stalin to lead an army of 100,000 Americans, Russian-Americans, to do that to them.
[00:12:20.653 --> 00:12:21.893]  People don't know all this stuff.
[00:12:24.235 --> 00:12:26.756]  We literally took down Russia.
[00:12:28.789 --> 00:12:33.070]  And kick the czars out and put the Bolsheviks in, boys and girls.
[00:12:33.551 --> 00:12:34.651]  The Bolsheviks.
[00:12:34.671 --> 00:12:36.151]  I'm gonna say that again.
[00:12:36.171 --> 00:12:38.092]  The Bolsheviks.
[00:12:39.232 --> 00:12:44.134]  The most nasty, filthy scum you could imagine.
[00:12:44.694 --> 00:12:53.297]  And then when Stalin finally, decades later, kicked the Trotskyites out, do you know where they came?
[00:12:54.537 --> 00:12:55.578]  Back to New York City.
[00:12:56.338 --> 00:13:00.301]  And then they got kicked out of New York City, so they went down to Mexico City.
[00:13:02.182 --> 00:13:07.266]  And then they creeped back in the 60s and took over the Republican Party via National Review.
[00:13:10.028 --> 00:13:11.689]  And now run the Republican Party.
[00:13:11.989 --> 00:13:13.950]  Actual Trotskyite Bolsheviks.
[00:13:14.731 --> 00:13:14.951]  Uh-huh.
[00:13:15.131 --> 00:13:18.093]  That's a... If you're a new listener, you're going, man, that sounds crazy.
[00:13:18.313 --> 00:13:22.396]  That is 100% mainline fact in the New York Times.
[00:13:22.436 --> 00:13:23.657]  The Washington Post even admits it.
[00:13:25.674 --> 00:13:26.295]  You understand that?
[00:13:27.536 --> 00:13:29.137]  You understand the geopolitics here?
[00:13:30.078 --> 00:13:43.569]  We're dealing with a global crime syndicate that will use Al-Qaeda to take down Syria, that will use Mutham Brotherhood and Al-Qaeda to destabilize Egypt, that will use Al-Qaeda to take down Libya and destabilize all of Africa.
[00:13:43.589 --> 00:13:47.433]  They admit it's a total hellhole now, many times worse than it was under Qaddafi.
[00:13:48.313 --> 00:13:52.457]  Qaddafi was actually, out of arrogance or whatever you want to say, building up all of Africa.
[00:13:54.022 --> 00:13:57.284]  With tens of billions of dollars of oil money a year, no strings attached.
[00:13:58.404 --> 00:14:01.526]  Literally, the only person building up Africa.
[00:14:01.566 --> 00:14:03.227]  And I'm not romanticizing Muammar Gaddafi.
[00:14:05.788 --> 00:14:10.050]  But compared to the Al-Qaeda people, he is a little angel.
[00:14:12.191 --> 00:14:14.152]  And that's what we're getting down to here.
[00:14:14.172 --> 00:14:16.654]  I mean, that's how serious all of this is.
[00:14:16.714 --> 00:14:22.997]  And when you look at the whole history of it, the globalist British intelligence would use a bunch of Russian emigres
[00:14:26.755 --> 00:14:35.160]  To go into Tsarist Russia and take it down and kill 30-something million people over the next four decades.
[00:14:36.961 --> 00:14:38.302]  That's in Russia, 30 million.
[00:14:39.202 --> 00:14:40.123]  10 million in Ukraine.
[00:14:41.604 --> 00:14:42.664]  Millions in Poland.
[00:14:43.565 --> 00:14:47.727]  Hundreds of thousands in the Czech areas, other areas they took over.
[00:14:48.828 --> 00:14:55.672]  I mean, the numbers are just staggering, and the globalists would like to do that here, as Larry Grathwald, who died last year.
[00:14:57.281 --> 00:15:01.063]  Former Green Beret of Vietnam infiltrated the Weather Underground, sent him to prison.
[00:15:02.563 --> 00:15:03.364]  They were in the meetings.
[00:15:03.464 --> 00:15:05.145]  It all came out in court and was confirmed.
[00:15:05.525 --> 00:15:07.346]  How they were going to have a Bolshevik takeover here.
[00:15:08.766 --> 00:15:14.909]  And how they were going to put 50 million Americans in death camps and kill at least 25 million of us.
[00:15:19.031 --> 00:15:20.892]  Well, I'm going to explain something to you, okay?
[00:15:21.412 --> 00:15:25.274]  The goal of Obama and all of his czars, if they could have everything they wanted,
[00:15:25.922 --> 00:15:29.863]  would be to put 50 million people in torture camps.
[00:15:30.203 --> 00:15:30.423]  Okay?
[00:15:32.163 --> 00:15:32.883]  This isn't rhetoric.
[00:15:33.264 --> 00:15:34.184]  This is what they'd like to do.
[00:15:36.604 --> 00:15:49.247]  And if they can get a war going with Russia, a regional war, a conventional war, a proxy war, and then they'll start this new thing up that they're spies or stage some terror attacks and say Russia did it, they're gonna come out and try to bring in martial law.
[00:15:49.267 --> 00:15:50.167]  They're not gonna call it that.
[00:15:53.189 --> 00:15:57.031]  And they want a war just like Hitler started war so he could take over domestically.
[00:15:57.731 --> 00:15:59.392]  Governments do the same thing over and over again.
[00:15:59.632 --> 00:16:02.813]  Julius Caesar would start outside wars so he could seize power in Rome.
[00:16:04.253 --> 00:16:05.334]  It's the same story, folks.
[00:16:05.394 --> 00:16:06.454]  It's like third world dictators.
[00:16:06.734 --> 00:16:12.997]  They'll claim there's some threat, you know, Bolivia will claim there's a threat from their neighbor and then declare martial law or civil emergency and take over.
[00:16:13.777 --> 00:16:17.719]  Or Honduras will do it, or Nicaragua, or El Salvador, or
[00:16:18.703 --> 00:16:19.526]  The list goes on and on.
[00:16:19.546 --> 00:16:23.599]  They have martial law basically in Nigeria now because of a Muslim threat in the north.
[00:16:25.595 --> 00:16:31.338]  Cobra's killed more people every year, the numbers I've seen in Nigeria, than Muslims do.
[00:16:31.358 --> 00:16:34.199]  And I'm not saying there isn't a Muslim extremist issue there.
[00:16:34.980 --> 00:16:35.880]  It's total hype.
[00:16:36.521 --> 00:16:38.081]  And war is the health of the state.
[00:16:38.722 --> 00:16:41.203]  And the state's a giant cancer growing out of control.
[00:16:41.223 --> 00:16:43.344]  And I just know the history of Russia.
[00:16:43.804 --> 00:16:45.085]  I know what's going on there.
[00:16:45.165 --> 00:16:46.246]  I know what's happening there.
[00:16:46.586 --> 00:16:54.030]  They're reforming a nationalist, neo-Tsar confederation that scares the you-know-whats.
[00:16:55.010 --> 00:16:57.511]  Out of the George Soros types who want to run the world.
[00:16:58.792 --> 00:17:02.714]  And by the way, put something in Russia that looks like Neo-Bolshevism.
[00:17:04.915 --> 00:17:14.139]  With a bunch of foreign banks administering it, sucking the country dry, having everybody line up to get their government rationed, to get their government welfare checked.
[00:17:15.180 --> 00:17:19.462]  Then the economy collapses and you get a pittance from what you got before.
[00:17:19.682 --> 00:17:20.582]  But that's the plan.
[00:17:20.622 --> 00:17:21.663]  That's cloward and pivot.
[00:17:24.588 --> 00:17:25.108]  Look it up!
[00:17:27.350 --> 00:17:28.451]  This is what they're doing!
[00:17:29.412 --> 00:17:31.534]  And here's the problem, historically.
[00:17:32.735 --> 00:17:37.819]  People will be faced by an evil, and they just can't believe it's happening to them again, and so they get run over by it.
[00:17:38.099 --> 00:17:41.742]  Well, I'm a history buff, and I know who runs the country.
[00:17:42.163 --> 00:17:49.569]  It's a bunch of super-rich, ultra-elites who want a form of socialism slash communism at the grassroots.
[00:17:50.438 --> 00:17:53.880]  With a fascism sitting above it that administers it, that's above the law.
[00:17:54.180 --> 00:17:55.901]  Tax example, diplomatic immunity.
[00:17:56.502 --> 00:17:59.904]  A U.N., Davos, carbon tax, world government.
[00:18:00.084 --> 00:18:01.305]  It's all being announced, by the way.
[00:18:01.785 --> 00:18:03.406]  The Internet's being handed over to the U.N.
[00:18:03.646 --> 00:18:04.647]  It's all happening right now.
[00:18:05.567 --> 00:18:07.548]  All the stops are being pulled out right now.
[00:18:08.269 --> 00:18:10.070]  Again, I do not romanticize Vladimir Putin.
[00:18:12.523 --> 00:18:14.064]  I mean, you talk about creepy folks.
[00:18:14.144 --> 00:18:24.171]  I'd go to New York for events and stuff and other places and I mean, you know, these women with their handlers would not even, like, Vladimir Putin is a patriot and Russia likes you.
[00:18:24.271 --> 00:18:24.972]  Do you like her?
[00:18:25.492 --> 00:18:26.493]  Will you be friends with Russia?
[00:18:27.293 --> 00:18:36.019]  I'm looking at a woman who looks like Marilyn Monroe and I'm like, uh, no, I, uh, I just, uh, I don't want to have war with Russia, but I'm not, uh, this is long before all this stuff's cranked up, folks.
[00:18:36.639 --> 00:18:37.280]  I was writing into this.
[00:18:37.560 --> 00:18:41.223]  Can you imagine how infiltrated our decadent country is with Russian spies?
[00:18:42.401 --> 00:18:43.542]  How penetrated it is?
[00:18:44.122 --> 00:18:46.543]  If the Russians were after me, like, eight years ago?
[00:18:48.944 --> 00:18:51.326]  Before any of this, these politics were even going on?
[00:18:52.606 --> 00:18:57.089]  Putin did not blow up towers in Russia in 99, like you say.
[00:18:57.109 --> 00:18:58.750]  Putin is good!
[00:19:00.751 --> 00:19:05.053]  Okay, uh, we do not like your film saying he bomb building.
[00:19:05.813 --> 00:19:08.615]  Muslims working for government of your government did it.
[00:19:08.635 --> 00:19:10.856]  I mean, it's just like, okay, whatever.
[00:19:11.769 --> 00:19:25.380]  You know, that's how far-seeing the Russians are, despite all their corruption and medieval-ness, is that nine years ago, eight years ago, you know, I go to an event in D.C., New York, Florida, Russian operatives, folks.
[00:19:25.700 --> 00:19:27.041]  This country is so infiltrated.
[00:19:27.261 --> 00:19:28.482]  You want to start a war with them?
[00:19:28.502 --> 00:19:32.085]  Is that what you want to do?
[00:19:33.326 --> 00:19:35.608]  With our corrupt, decadent, scumbag government?
[00:19:37.133 --> 00:19:38.294]  It's starting to start all these wars.
[00:19:38.354 --> 00:19:43.119]  I mean, and I'm not telling you these stories to sit here and like, you know, oh my gosh, James Bond stuff.
[00:19:43.139 --> 00:19:44.120]  It's not James Bond stuff.
[00:19:44.920 --> 00:19:46.822]  The Russians, it's crude right up front, man.
[00:19:48.023 --> 00:19:49.405]  And you heard those calls yesterday.
[00:19:49.485 --> 00:19:50.906]  I mean, it is just so horrible.
[00:19:51.046 --> 00:19:55.130]  And I'm going to get into the Russia and then I'll just go over a bunch of news headlines.
[00:19:55.150 --> 00:19:57.112]  And then I promise I'm going to get to U.S.
[00:19:57.152 --> 00:19:59.234]  to relinquish remaining control over the Internet.
[00:20:00.964 --> 00:20:03.569]  And then this article in Washington Post says, but no one knows who.
[00:20:04.170 --> 00:20:05.332]  That's what they do when they don't want to tell you.
[00:20:05.893 --> 00:20:09.039]  I'm going to tell you who they're handing it over to coming up.
[00:20:09.060 --> 00:20:09.440]  Probably yes.
[00:20:10.680 --> 00:20:16.562]  Virtually anyone can hack your cell phone and track your calls, your texts, your emails, your every movement.
[00:20:16.822 --> 00:20:18.582]  But only if they can detect a signal.
[00:20:18.923 --> 00:20:22.604]  Stay one step ahead of hackers and Big Brother with a Block It Pocket.
[00:20:22.904 --> 00:20:28.245]  A custom-made pocket infused with pure silver that creates a complete Faraday enclosure for your cell phone.
[00:20:28.506 --> 00:20:32.267]  For free shipping to the lower 48, visit BlockItPocket.com or call 888-315-9618.
[00:20:32.387 --> 00:20:32.907]  BlockItPocket.com.
[00:20:32.967 --> 00:20:33.867]  Enhancing health and privacy.
[00:20:40.069 --> 00:20:43.472]  We are not here to scare you, or fill your mind with images of terror.
[00:20:43.732 --> 00:20:44.893]  There's enough of that already.
[00:20:45.233 --> 00:20:48.516]  We are SurvivalBagsInc.com, a veteran-owned company.
[00:20:48.976 --> 00:20:51.578]  We specialize in survival supplies, bags, and packs.
[00:20:51.978 --> 00:20:59.785]  In most cases, our survival bags, loaded with emergency food, water, and supplies, ship out in 24 hours or less, and prices start as low as 60 bucks.
[00:21:00.185 --> 00:21:04.628]  Go to SurvivalBagsInc.com, and thank you for supporting a veteran-owned American business.
[00:21:05.069 --> 00:21:06.590]  SurvivalBagsInc.com.
[00:21:07.030 --> 00:21:08.732]  Our mission is to help you survive.
[00:21:10.114 --> 00:21:10.514]  Hi there.
[00:21:11.115 --> 00:21:12.175]  My name is Frank Bates.
[00:21:12.656 --> 00:21:15.858]  What I'm about to tell you in the next 60 seconds could get me in a lot of trouble.
[00:21:16.478 --> 00:21:25.264]  I just created a free video presentation at 123coverup.com that exposes the electricity monopolies and government agencies for what they really are.
[00:21:25.624 --> 00:21:31.648]  Incompetent, lying crooks that are counting on your ignorance and fear to keep your power bills criminally high.
[00:21:32.329 --> 00:21:33.910]  Some have called this a conspiracy.
[00:21:34.510 --> 00:21:39.614]  Others have called it a cover-up and you will be shocked to find out how deep the conspiracy goes.
[00:21:40.334 --> 00:21:47.418]  My video at 123coverup.com exposes the truth and shows you the secret of how I beat them and how you can beat them too.
[00:21:48.279 --> 00:21:53.182]  Watch the controversial video that thousands of other smart patriots have already seen in the last three months.
[00:21:53.842 --> 00:21:59.746]  Go to 123coverup.com and discover one weird trick to slash your power bill and protect your home.
[00:22:00.346 --> 00:22:05.689]  Go watch my video now at 123coverup.com before they force me to shut it down.
[00:22:06.069 --> 00:22:07.330]  Again, that's 123coverup.com.
[00:22:09.847 --> 00:22:14.431]  The number one secret to having great health and long life is having high levels of glutathione.
[00:22:14.751 --> 00:22:26.760]  This master antioxidant is required by your body to stop free radicals, keep cells young, remove chemical and heavy metal toxins, support immunity, support liver functions, stop inflammation, and much more.
[00:22:27.200 --> 00:22:34.586]  The results of optimal levels of glutathione in your body are more mental and physical energy, stronger immune system, greater endurance, and more.
[00:22:35.146 --> 00:22:40.531]  Do you know the number one secret superfood that helps increase your glutathione levels up to 64% or more?
[00:22:41.051 --> 00:22:44.495]  It's unheated whey protein powder from grass-fed cows.
[00:22:44.975 --> 00:22:49.439]  This health food is amazing in its ability to do so much for virtually everyone.
[00:22:49.739 --> 00:22:55.725]  Introducing One World Whey, an industry-first unheated whey protein powder from grass-fed cows.
[00:22:56.125 --> 00:22:56.826]  Call 888-WHEY-PROTEIN.
[00:22:58.146 --> 00:22:59.427]  988-3325.
[00:22:59.467 --> 00:23:02.088]  That's 888-988-3325.
[00:23:02.228 --> 00:23:05.249]  Or visit oneworldway.com.
[00:23:05.289 --> 00:23:08.770]  That's oneworld, W-H-E-Y, dot com.
[00:23:09.110 --> 00:23:11.631]  Hi folks, Alex Jones here with some important information.
[00:23:11.911 --> 00:23:13.652]  I want to tell you about Matt Redhawk.
[00:23:13.832 --> 00:23:14.472]  We're good to go.
[00:23:39.568 --> 00:23:42.369]  It is rare to find companies who practice what they preach.
[00:23:42.749 --> 00:23:47.969]  And that's why I stock my pantry with high-quality storable foods from MyPatriotSupply.
[00:23:48.109 --> 00:23:56.231]  Go to MyPatriotSupply.com forward slash Alex today for special offers on emergency food storage or call their preparedness specialist at 866-229-0927.
[00:23:56.291 --> 00:23:56.571]  That's 866-229-0927.
[00:23:56.611 --> 00:23:59.491]  Do business with someone who shares your values.
[00:23:59.511 --> 00:24:00.452]  MyPatriotSupply.com slash Alex.
[00:24:15.664 --> 00:24:18.405]  We don't need no thought control.
[00:24:21.266 --> 00:24:25.948]  No dark sarcasm in the classroom.
[00:24:28.689 --> 00:24:36.432]  That's the trendy fake liberal pecking at you, making you get in line, nudging you.
[00:24:39.611 --> 00:24:40.451]  Brainwasher!
[00:24:41.252 --> 00:24:42.772]  Leave the people alone!
[00:24:43.893 --> 00:24:44.213]  HEY!
[00:24:45.013 --> 00:24:45.553]  SOROS!
[00:24:46.154 --> 00:24:47.654]  LEAVE THIS COUNTRY ALONE!
[00:24:48.535 --> 00:24:48.875]  HEY!
[00:24:49.675 --> 00:24:50.155]  TEACHER!
[00:24:50.716 --> 00:24:51.696]  LEAVE THE KIDS ALONE!
[00:24:52.836 --> 00:24:55.418]  All in all, it was just another brick in the wall.
[00:24:55.498 --> 00:25:01.800]  All in all, it's just a... Another brick in the wall.
[00:25:01.820 --> 00:25:03.341]  We know who's behind the New World Order.
[00:25:05.081 --> 00:25:06.082]  We know who the enemy is.
[00:25:06.162 --> 00:25:08.343]  All in all, you're just a...
[00:25:10.794 --> 00:25:11.214]  Tell them!
[00:25:12.235 --> 00:25:14.397]  We don't need your brainwashing.
[00:25:21.042 --> 00:25:23.184]  We don't need your thought control.
[00:25:28.488 --> 00:25:29.809]  No dark sarcasm.
[00:25:38.110 --> 00:25:38.470]  Hey!
