[00:00:04.946 --> 00:00:06.167]  There is a war.
[00:02:08.874 --> 00:02:21.338]  But despite a 10% margin of victory for the no campaign in the Scottish referendum, some supporters of the yes camp are pointing to videos which they claim show evidence of vote rigging.
[00:02:21.858 --> 00:02:28.120]  Now in one of these videos we can see stacks of what are supposed to be no votes
[00:02:28.700 --> 00:02:32.821]  But they actually show yes votes sitting there in that stack.
[00:02:33.261 --> 00:02:41.142]  And then in another video, they purportedly show a vote counter moving votes from the yes pile into the no pile.
[00:02:41.742 --> 00:02:47.123]  And then another video appears to show a vote counter filling out ballots.
[00:02:48.044 --> 00:02:54.465]  Now, these videos aren't proof, of course, but in an instant like this, where we have a historic vote for independence,
[00:02:55.305 --> 00:03:01.573]  Well, in the words of Stalin, he says, So it remains to be seen if they will get a recount as a lot of people there are calling for.
[00:03:14.348 --> 00:03:23.895]  Now, in other voting news, both the House and Senate have voted to go along with Obama's plan to arm and train moderate Syrian rebels.
[00:03:24.275 --> 00:03:29.799]  Now, the President thanked Congress for the speed and seriousness with which they approached this issue.
[00:03:31.229 --> 00:03:42.113]  Democrats are saying that we should expect a broad debate after the midterm elections, and they're saying that legislation needs to be approved to place broad constraints on how the U.S.
[00:03:42.174 --> 00:03:47.756]  military can carry out their operation and to set specific deadlines for the mission's end.
[00:03:48.256 --> 00:03:58.500]  Now, current authorization is set to expire December 11th of this year, so it remains to be seen just how much this administration is going to do in the meantime.
[00:03:58.540 --> 00:03:59.681]  We have a few months of
[00:04:00.481 --> 00:04:00.761]  We're good.
[00:04:16.974 --> 00:04:18.155]  We're good to go.
[00:04:38.366 --> 00:04:40.589]  It is believed that there have been up to 100 U.S.
[00:04:40.629 --> 00:04:44.433]  citizens who have left our country to go join up with ISIS.
[00:04:45.154 --> 00:04:52.562]  So Bishop is saying there are 40 people currently in the United States who could potentially pose a terrorist threat.
[00:04:53.183 --> 00:04:54.683]  They're under FBI surveillance.
[00:04:54.783 --> 00:04:58.585]  Would that be the same type of surveillance that the Tsarnaev brothers were under?
[00:04:58.885 --> 00:05:05.107]  You'll recall the FBI was looking into them for a few years prior to deciding that they weren't a threat.
[00:05:05.307 --> 00:05:12.829]  And then, of course, they went on to carry out the Boston Marathon bombings, allegedly as a lone wolf.
[00:05:13.129 --> 00:05:16.410]  So why not round up these alleged ISIS fighters?
[00:05:16.470 --> 00:05:18.651]  Isn't that what the NDAA is for?
[00:05:18.791 --> 00:05:21.032]  Or is that just for people like you and me?
[00:05:22.512 --> 00:05:33.120]  Now, we've seen the FBI blunder these things in the past, so here, if they don't go ahead and round them up, I'm just gonna assume that they are setting it up for a false flag terror attack on the United States.
[00:05:33.681 --> 00:05:34.942]  You heard it here first.
[00:05:35.482 --> 00:05:38.485]  Now, instead of the FBI keeping watch on these guys,
[00:05:39.045 --> 00:05:44.787]  Why not send one of these nanny, state, nosy, see something, say something neighbors?
[00:05:44.867 --> 00:05:50.850]  They are so good at catching moms who dare let their children play outside.
[00:05:51.270 --> 00:05:54.911]  We've been seeing these stories repeatedly and here is another one.
[00:05:55.271 --> 00:06:03.675]  This one mother has been visited by police and CPS on multiple occasions after her neighbor brought her son safely home
[00:06:04.375 --> 00:06:12.342]  While he was playing outside alone for 10 minutes, the boy was playing at a bench that the mom could see from her front door.
[00:06:12.362 --> 00:06:19.848]  Now, mom Carrie Ann Roy asked, baffled, you bought him home from playing outside?
[00:06:19.868 --> 00:06:32.199]  And she said that the neighbor smiled condescendingly and explained that he was outside and he was alone and she was returning him safely to stay inside with an adult.
[00:06:32.799 --> 00:06:48.049]  Now, within the week, Roy was called by Child Protection Services, who interviewed her and her entire family, asking questions about whether the 12-year-old had indulged in drugs or alcohol, or if her 8-year-old had ever watched a movie that showed private parts.
[00:06:48.830 --> 00:06:58.797]  Now, when Roy asked the Child Services investigator how to avoid another similar incident in the future, she was told, you just don't let them play outside.
[00:06:59.777 --> 00:07:01.538]  Who are these people?
[00:07:01.758 --> 00:07:03.918]  What kind of neighborhood are we living in?
[00:07:04.199 --> 00:07:16.943]  What kind of world, what kind of an America are we building when children cannot even play outside and neighbors are more concerned about this kind of parenting than they are about the fact that ISIS is now actively in the United States?
[00:07:17.563 --> 00:07:31.134]  Now, a proposed ordinance in Montville, New Jersey could give police broad powers including entering private homes without a warrant if they so much suspect that underage drinking is taking place there.
[00:07:31.554 --> 00:07:36.919]  Now, police officers under the ordinance could search homes with probable cause and without a warrant
[00:07:38.266 --> 00:07:53.435]  If they suspect any underage drinking and one resident said that she's not in favor of the police just coming into the homes because there are children that do make mistakes on various occasions and that's more of a parent responsibility rather than a police responsibility.
[00:07:53.895 --> 00:07:59.878]  But this lady sounds like a terrorist because she must not know that kids belong to the state.
[00:08:00.398 --> 00:08:02.880]  Now the proposal has some people questioning
[00:08:03.240 --> 00:08:05.721]  Just how far police should be allowed to go.
[00:08:06.122 --> 00:08:08.423]  But one aspect of the plan does appeal to them.
[00:08:08.903 --> 00:08:20.410]  They say while teens caught drinking face criminal charges under state law, officers under the Montville proposal could choose to let underage drinkers face lesser penalties.
[00:08:20.950 --> 00:08:28.193]  So they're basically saying, give away your freedoms and we may decide to try you on a lesser charge.
[00:08:28.893 --> 00:08:33.635]  But this ordinance, which imposes fines of up to $350, is very vague.
[00:08:34.236 --> 00:08:41.299]  And some are saying that eventually cops are just going to search homes on hunches, which of course could lead to a downward spiral.
[00:08:41.339 --> 00:08:42.159]  Where do you go from there?
[00:08:42.519 --> 00:08:43.900]  But what else could be the outcome?
[00:08:44.620 --> 00:08:45.601]  Of a no-knock raid.
[00:08:45.922 --> 00:08:57.696]  Well, we've seen stories before where cops are entering homes on a no-knock raid and the residents are shooting at the cops because they feel like their home is being intruded upon and people are frightened.
[00:08:58.116 --> 00:08:59.378]  What do we do in that instance?
[00:08:59.738 --> 00:09:00.960]  Well, Jakari Jackson has more.
[00:09:02.478 --> 00:09:03.479]  Imagine this scenario.
[00:09:04.019 --> 00:09:07.240]  It's about 5.30 in the morning and you hear the rustling of a window.
[00:09:07.841 --> 00:09:11.743]  Maybe you pick up a firearm and you walk through your dark house to investigate.
[00:09:12.063 --> 00:09:13.604]  You turn the corner and what do you find?
[00:09:14.084 --> 00:09:17.125]  Multiple armed men climbing in through said window.
[00:09:17.605 --> 00:09:20.247]  You open fire on the men, hitting three, killing one.
[00:09:20.907 --> 00:09:28.191]  And then you find out that despite these criminal tactics, these are in fact police officers and now you, the homeowner, are facing a murder charge.
[00:09:28.951 --> 00:09:31.373]  Such is the case of Marvin Guy of Texas.
[00:09:31.793 --> 00:09:33.454]  Police entered the home looking for drugs.
[00:09:33.694 --> 00:09:37.397]  They did find drug paraphernalia, but not the drugs that they were looking for.
[00:09:38.637 --> 00:09:40.999]  What about the case of Ryan Frederick of Virginia?
[00:09:41.539 --> 00:09:47.864]  A police informant had burglarized his home and then went and told law enforcement that he had witnessed a growing operation of marijuana.
[00:09:48.284 --> 00:09:55.689]  The police raided the home, but Frederick, logically thinking that the burglar had returned, opened fire on a man he saw kicking in his front door.
[00:09:56.289 --> 00:10:01.872]  It happened to be a police officer, and now Frederick is facing 10 years in prison for voluntary manslaughter.
[00:10:02.272 --> 00:10:09.535]  The police did recover some marijuana, but it turns out that Frederick isn't exactly the Rick Ross or Scarface of Mary Jane.
[00:10:10.095 --> 00:10:15.058]  But common sense does sometimes prevail, such as in the case of Henry Goldrich of Texas,
[00:10:15.618 --> 00:10:26.312]  Texas sheriffs busted into his house with a no-knock raid at the end of 2013, but Godrej, thinking that logically a burglar was coming into his home, opened fire on the sheriffs, killing one of them.
[00:10:26.653 --> 00:10:32.120]  The murder charge was eventually dropped, but Godrej still had to contend with drug and weapons allegations.
[00:10:32.961 --> 00:10:37.304]  The shock and awe tactic of the no-knock raid is self-defeating in my personal opinion.
[00:10:37.744 --> 00:10:44.868]  Why can't we go back to the old days where an officer would come knock on the door at a decent hour, maybe another officer out back in case the suspect took off.
[00:10:45.228 --> 00:10:55.214]  Instead of riding around in these black war wagons, giving the police a false sense of security, they find out the hard way that all it takes is a few well-placed shots to evade all that body armor.
[00:10:55.734 --> 00:10:58.095]  You can find more reports at InfoWars.com.
[00:11:00.114 --> 00:11:04.298]  Coming up, a mystery illness has plagued young girls in Colombia.
[00:11:04.359 --> 00:11:06.401]  Could it be linked to the Gardafil vaccine?
[00:11:06.901 --> 00:11:13.909]  And then, DARPA is working on technology that will allow you to self-heal, much like Wolverine.
[00:11:18.086 --> 00:11:18.886]  Hi, I'm Dr. Group.
[00:11:19.227 --> 00:11:25.390]  Today, I'm proud and excited to announce a new product to the InfoWars Life product line.
[00:11:25.830 --> 00:11:31.834]  Introducing the first proprietary oxygen-based intestinal cleanser, OxyPowder.
[00:11:32.454 --> 00:11:37.397]  Backed by real FDA-approved Phase 1, 2, and 3 clinical trials.
[00:11:38.237 --> 00:11:41.980]  People are suffering from all kinds of digestive issues these days.
[00:11:42.421 --> 00:11:51.729]  All the toxins from the air, the food, the water, everything that you're exposed to on a daily basis, ultimately ends up in the gut or affects the gut.
[00:11:51.949 --> 00:11:54.551]  My main focus was to come up with a remedy for this.
[00:11:54.651 --> 00:12:02.217]  Something that's safe and effective that anyone can take on a regular basis to keep their intestinal lining clean.
[00:12:02.938 --> 00:12:11.805]  You have over 30 feet of intestinal lining that can be compacted, that can be toxic, that can be full of parasites, fungus, bacteria.
[00:12:12.405 --> 00:12:15.568]  What are you doing to keep that clean and flushed out?
[00:12:15.928 --> 00:12:25.355]  My recommendation is to clean your intestines at least two to three times a week to prevent the toxic buildup from going into your bloodstream.
[00:12:25.635 --> 00:12:32.381]  You owe it to yourself to take your health into your own hands and start cleansing your body today with Oxy-Powder.
[00:12:32.941 --> 00:12:36.690]  Secure your oxy powder today at InfoWarsLife.com.
[00:12:37.231 --> 00:12:39.035]  That's InfoWarsLife.com.
[00:12:42.003 --> 00:12:48.308]  I began to get into iodine a few years ago because it was helping me and my family so much get healthy and detoxify.
[00:12:48.668 --> 00:12:50.149]  I believe our research is conclusive.
[00:12:50.169 --> 00:12:52.931]  This is the best iodine out there, and I know this for a fact.
[00:12:53.491 --> 00:12:58.255]  Nobody else has got iodine based on these pure crystals, ladies and gentlemen.
[00:12:58.375 --> 00:13:02.138]  For a limited time, experience the ancient power of Survival Shield X2.
[00:13:02.198 --> 00:13:07.862]  Take advantage of this unprecedented 30% off super detox special at InfoWarsLife.com.
[00:13:13.439 --> 00:13:20.981]  A mystery illness has plagued young girls in Colombia and authorities there are saying that the Gardasil vaccine is to blame.
[00:13:21.941 --> 00:13:28.002]  Now first, the girls describe first their hands and feet feel cold, then they go pale and cannot move.
[00:13:28.363 --> 00:13:30.363]  Some convulse and fall to the floor.
[00:13:30.783 --> 00:13:33.564]  Dozens of teenagers have experienced similar symptoms.
[00:13:34.104 --> 00:13:36.064]  Some have even lost consciousness.
[00:13:36.544 --> 00:13:40.365]  A 15-year-old reports that they vaccinated her in May.
[00:13:40.625 --> 00:13:42.386]  She started fainting in August.
[00:13:43.366 --> 00:13:46.827]  She said my legs became heavy and I couldn't feel my hands anymore.
[00:13:47.147 --> 00:13:49.068]  When I woke up, I was in the hospital.
[00:13:49.548 --> 00:13:57.730]  Now according to hospital officials, about 370 minors have checked into the facility and there was also one boy among them.
[00:13:58.090 --> 00:13:58.670]  Now U.S.
[00:13:58.730 --> 00:14:02.351]  drug giant Merck, which makes the Gardasil vaccine, said
[00:14:02.831 --> 00:14:11.118]  It was confident in the safety profile of its product, but they assure you they're going to continue following this situation closely.
[00:14:11.138 --> 00:14:12.259]  That's what they always say.
[00:14:12.279 --> 00:14:14.360]  They're going to continue to follow this situation.
[00:14:14.461 --> 00:14:28.232]  How many women have to fall ill or become paralyzed or infertile or die until Merck and other drug makers will be held accountable and they will take this HPV vaccine off the market?
[00:14:29.733 --> 00:14:30.774]  When is the balance there?
[00:14:30.794 --> 00:14:35.657]  How many girls have to die to see that this is causing more ill than it's actually helping?
[00:14:36.238 --> 00:14:47.827]  Now, we have reported how a vaccination campaign has been used in places like Colombia and elsewhere to curb population growth and thereby making a lot of the women infertile.
[00:14:48.307 --> 00:14:53.991]  But in the latest scheme that's designed to implement a world government, the banksters are now
[00:14:55.032 --> 00:14:57.896]  Aligning themselves behind the climate change agenda.
[00:14:58.256 --> 00:15:00.459]  So this is their new thing.
[00:15:00.740 --> 00:15:11.353]  This is a cartel of globalist banks and they produced a report on the need for economic collaboration to help nations adapt and avert the impact of climate change.
[00:15:11.914 --> 00:15:20.682]  Now this report calls for Agenda 21 style sustainable development policies to combat disputed anthropogenic climate change.
[00:15:21.003 --> 00:15:23.005]  This includes dense cities.
[00:15:23.425 --> 00:15:30.792]  Now carbonists argue that dense cities are designed for efficiency and they offer one of the most promising paths to sustainability.
[00:15:31.392 --> 00:15:35.837]  Other promising paths include control of water allocation and distribution.
[00:15:36.357 --> 00:15:47.940]  Outlawing private transportation in favor of eco-conscious transportation modes, or not allowing you to drive, and restricting individual use of nature to protect biodiversity.
[00:15:48.321 --> 00:15:59.844]  So in short, smart growth and biodiversity are about eliminating private property and the rights of the individual, and sustainability is more about the sustaining of the global elite.
[00:16:00.564 --> 00:16:06.287]  And creating an authoritarian globalist apparatchik to control the lives of billions of people.
[00:16:06.707 --> 00:16:14.132]  Now, I really recommend that you go to the Alex Jones channel there on YouTube and watch the extended report by Alex Jones.
[00:16:14.212 --> 00:16:16.713]  It's called Agenda 21 Equals Death.
[00:16:17.293 --> 00:16:18.094]  Educate yourself.
[00:16:18.274 --> 00:16:19.915]  Watch and share that report.
[00:16:19.955 --> 00:16:21.636]  It is up on our YouTube channel.
[00:16:22.296 --> 00:16:28.321]  Now, Natural Society is reporting that GMO grass is coming to the market.
[00:16:28.701 --> 00:16:36.167]  Now, this is a huge threat to those who rely on grass-fed beef as a source of healthy, properly raised meats.
[00:16:36.547 --> 00:16:39.649]  You can always avoid animals that are fed on GM grain.
[00:16:40.110 --> 00:16:44.933]  Well, now cattle is going to be forced to indulge in genetically modified grass.
[00:16:45.754 --> 00:16:51.916]  The Scotts Miracle-Gro company has announced that they're going to conduct field trials at the homes of Scotts employees.
[00:16:52.357 --> 00:17:00.760]  Now, what's more, they can do so without any government oversight because there are no laws that prohibit or limit the planting of GMO grass.
[00:17:01.360 --> 00:17:07.563]  Scotts is Monsanto's exclusive agent for the marketing and distribution of Consumer Roundup.
[00:17:08.343 --> 00:17:08.984]  Of course they are.
[00:17:09.004 --> 00:17:19.211]  So they're really going to sell this on, ooh, you're going to have beautiful green grass and never point out the dangers of the fact that cattle are going to be fed this genetically modified version of grass.
[00:17:19.611 --> 00:17:22.013]  Now, there is a petition linked within that article.
[00:17:22.113 --> 00:17:23.754]  It is up at InfoWars.com.
[00:17:24.155 --> 00:17:35.403]  But there, that petition will take you to companies to ask them to boycott this GM grass, as well as you can request for your grocery store to only carry
[00:17:35.823 --> 00:17:39.068]  Certified GMO-free, grass-fed beef.
[00:17:39.769 --> 00:17:48.461]  So, is anyone else totally sick and tired of biotech giants trying to infiltrate every single agricultural market on the planet?
[00:17:49.810 --> 00:17:54.711]  Now, here is some new transhumanism that we can maybe all look forward to.
[00:17:54.851 --> 00:17:55.611]  I don't really know.
[00:17:55.631 --> 00:18:06.474]  If you've been jealous of Wolverine's power to self-heal, well, never fear, because DARPA wants to help ordinary people with this power as well.
[00:18:06.874 --> 00:18:08.895]  This is a new military-sponsored program.
[00:18:08.935 --> 00:18:13.236]  It aims to develop a tiny device that can be implanted in the body.
[00:18:14.016 --> 00:18:21.661]  Where it will use electrical impulses to monitor the body's organs and healing these crucial parts when they become infected or injured.
[00:18:22.082 --> 00:18:28.986]  Now, according to DARPA, the program could reduce dependence on pharmaceutical drugs and offer a new way to treat illnesses.
[00:18:29.427 --> 00:18:37.733]  It could also lead to the development of implants that help treat brain and mental health disorders such as epilepsy, traumatic brain injury, and depression.
[00:18:38.891 --> 00:18:55.582]  Now, of course, with this press release, it all sounds very interesting, and of course, I would love to have the ability to self-heal, but we all know that DARPA and the Pentagon are not actively working against the interests of Big Pharma to give us all the ability to not need pharmaceuticals and the like.
[00:18:56.003 --> 00:19:03.428]  So, I'm definitely going to have to say that there's a little bit more to this story than this tiny little Wolverine-like implant.
[00:19:04.068 --> 00:19:08.491]  Now, I know that David Knight has raised this point many times in the past.
[00:19:08.531 --> 00:19:17.157]  He's always saying, watch out for these self-driving cars because you never know, is it going to have to make the decision to kill you in order to save a family?
[00:19:17.778 --> 00:19:21.360]  Well, now it has been confirmed through tests.
[00:19:22.441 --> 00:19:23.762]  Robots with morals.
[00:19:24.182 --> 00:19:25.602]  They're meant to save lives.
[00:19:25.983 --> 00:19:28.144]  They often make deadly decisions.
[00:19:28.484 --> 00:19:33.026]  And this is in a somewhat alarming experiment at Bristol's University of the West of England.
[00:19:33.426 --> 00:19:41.750]  It used robots who were programmed to be aware of their surroundings and a separate program which instructed robots to save lives where possible.
[00:19:42.270 --> 00:19:51.274]  Now despite having the time to save one out of two humans from the experiment's hole, the robot failed to do so more than half the time.
[00:19:52.054 --> 00:19:52.514]  I don't think so.
[00:20:10.546 --> 00:20:10.866]  Of course!
[00:20:25.917 --> 00:20:28.760]  The scientist there in charge said it was a bit unexpected.
[00:20:28.780 --> 00:20:34.827]  There was clearly time to save at least one robot, but it just left them half the time.
[00:20:34.887 --> 00:20:42.095]  It just stood there and failed to rescue either one, whereas there was clearly time to save at least one.
[00:20:42.936 --> 00:21:06.116]  So, same as in the case of self-driving cars, if the car is programmed to save the maximum amount of lives, it's very possible that it could make the decision to drive you off of the cliff in order to save the family of four coming up in the car next to you that maybe in your own human driving skills you could have avoided, but it doesn't matter because the computer made the decision for you.
[00:21:06.556 --> 00:21:07.918]  Because that's how it programmed.
[00:21:08.299 --> 00:21:15.048]  So obviously there are still a few more kinks to work out before we see the full-on rise of the robots.
[00:21:15.816 --> 00:21:17.937]  But have we gone too far?
[00:21:18.337 --> 00:21:23.698]  Now I just included this last story in our rundown tonight because I just thought it was so bizarre.
[00:21:24.298 --> 00:21:30.360]  A pet goldfish had surgery to remove a life-threatening tumor from his head.
[00:21:30.840 --> 00:21:38.422]  This is 10-year-old goldfish George and he was having trouble eating and moving around and he was even getting bullied by other fish.
[00:21:38.962 --> 00:21:43.084]  So his family elected to have surgery on the beloved fish.
[00:21:43.724 --> 00:21:43.904]  Now
[00:21:44.804 --> 00:21:59.020]  In order to knock out the fish during surgery, the doctors set up three buckets, one with an initial dose of anesthetic in the water, another with the anesthetic given to keep the fish asleep throughout the surgery, and then there was a third bucket
[00:21:59.761 --> 00:22:02.002]  with clean water where the fish would recover.
[00:22:02.483 --> 00:22:06.985]  During surgery, a tube ran from the middle bucket into the goldfish's mouth.
[00:22:07.566 --> 00:22:13.309]  And that anesthetic-filled water ran over George's gills while Rich removed the tumor.
[00:22:13.790 --> 00:22:19.173]  And it was a very big tumor and George the goldfish had to get four stitches.
[00:22:19.713 --> 00:22:22.395]  And they said after being placed into the recovery bucket,
[00:22:22.915 --> 00:22:31.422]  He was injected with pain medicine and antibiotics, but soon afterwards he took a couple of breaths on his own and started swimming around.
[00:22:33.043 --> 00:22:33.323]  What?
[00:22:33.984 --> 00:22:35.405]  This is a goldfish.
[00:22:35.565 --> 00:22:37.206]  How does this even happen?
[00:22:37.507 --> 00:22:39.228]  This is the family's beloved pet.
[00:22:39.728 --> 00:22:44.953]  I get it, but they just did brain tumor surgery on a goldfish.
[00:22:45.673 --> 00:22:46.294]  I've seen it all.
[00:22:47.398 --> 00:22:50.040]  Oh, doctor said the surgery went swimmingly.
[00:22:51.101 --> 00:22:54.623]  Now coming up, we've got an in-depth report from John Bowne.
[00:22:54.743 --> 00:22:56.064]  You are not going to want to miss it.
[00:22:57.805 --> 00:23:04.729]  Celebrate the spirit of freedom and liberty upon which our nation was founded at infowarshop.com.
[00:23:04.769 --> 00:23:08.572]  Molon Lave is ancient Greek for come and take it.
[00:23:08.612 --> 00:23:16.077]  This popular design combines both classic Greek Spartan imagery with modern M16 assault rifles.
[00:23:16.317 --> 00:23:20.240]  Now available in women's tees and proudly made in the USA.
[00:23:20.420 --> 00:23:28.467]  Celebrate the spirit of 1776 with the George Washington brass belt buckle or this incredibly sharp looking 1776 hat.
[00:23:29.348 --> 00:23:30.569]  Badass!
[00:23:30.949 --> 00:23:34.612]  And be sure to check out the new arrivals at Infowars Life.
[00:23:34.912 --> 00:23:44.477]  Where you can prepare your body to perform at peak levels with Survival Shield, Nascent Iodine, Super Male Vitality, and Fluoride Shield.
[00:23:44.857 --> 00:23:45.937]  And wake up, America!
[00:23:45.957 --> 00:23:50.419]  Immune Support Blend is the healthy choice for the gourmet coffee lover.
[00:23:50.539 --> 00:23:57.283]  So get incredibly high-quality, freedom-based products and help fund the revolution at infowarshop.com.
[00:23:58.263 --> 00:24:02.065]  City of Austin tap water versus filtered City of Austin tap water.
[00:24:02.485 --> 00:24:03.666]  I didn't, I taste dirt in it.
[00:24:03.746 --> 00:24:04.866]  God knows what's in this.
[00:24:05.006 --> 00:24:05.987]  This has an aftertaste.
[00:24:06.047 --> 00:24:07.628]  Tastes like Austin water?
[00:24:07.888 --> 00:24:08.728]  Yeah, it does.
[00:24:08.788 --> 00:24:12.950]  These people just sampled City of Austin tap water straight from the faucet.
[00:24:13.190 --> 00:24:19.313]  Next, we had them try a sample of tap water filtered through the ProPure G2.0 filtration system.
[00:24:19.393 --> 00:24:20.274]  High quality H2O.
[00:24:20.294 --> 00:24:21.814]  That one is better.
[00:24:21.894 --> 00:24:22.875]  Tastes like nothing.
[00:24:23.155 --> 00:24:24.556]  Yep, I know what good water tastes like.
[00:24:24.616 --> 00:24:25.116]  It's good water.
[00:24:25.216 --> 00:24:33.764]  Most tap water contains added substances, like fluoride, chlorine, Monsanto's deadly pesticide, glyphosate, and many others.
[00:24:34.165 --> 00:24:41.672]  Studies prove that these substances are linked to an assortment of major health issues, including tooth decay, lowered IQ, and even cancer.
[00:24:41.952 --> 00:24:44.455]  It tastes like you're drinking out of the lake when you're drinking tap water.
[00:24:45.075 --> 00:24:47.359]  It has that processed flavor to it.
[00:24:47.719 --> 00:24:57.293]  The ProPure® G2.0 filtration system removes these deadly substances and many more, leaving only fresh-tasting, deliciously clean water.
[00:24:57.333 --> 00:24:59.056]  Okay, this is very tasty.
[00:24:59.116 --> 00:24:59.817]  It's good water.
[00:25:00.467 --> 00:25:00.927]  Refreshing.
[00:25:01.368 --> 00:25:02.248]  It's good.
[00:25:02.269 --> 00:25:04.610]  Go to InfoWarsStore.com today.
[00:25:04.991 --> 00:25:08.834]  Use promo code WATER and save 10% off your Pro Pure purchase.
[00:25:09.334 --> 00:25:12.637]  Again, that's InfoWarsStore.com or call 1-888-253-3139.
[00:25:38.046 --> 00:25:48.800]  The Washington Times reports the Air Force has dumped So Help Me God from its oath as a result of an unidentified atheist airman defending his right of freedom of religion.
[00:25:49.081 --> 00:25:52.665]  I can only agree with the unknown airman's stance for his own beliefs.
[00:25:53.086 --> 00:26:08.697]  However, the death of morality appears to be gaining a transformative foothold on the minds and spirit of a country founded by men who espoused warnings about straying too far into the dark woods filled with power-mad and unethical leaders.
[00:26:09.497 --> 00:26:13.720]  The only foundation of a free constitution is pure virtue.
[00:26:14.300 --> 00:26:23.507]  John Adams, neither the wisest constitution nor the wisest laws will secure the liberty and happiness of a people whose manners are universally corrupt.
[00:26:24.007 --> 00:26:28.090]  Samuel Adams, only a virtuous people are capable of freedom.
[00:26:28.430 --> 00:26:33.614]  As nations become corrupt and vicious, they have more need of masters.
[00:26:34.234 --> 00:26:37.757]  Benjamin Franklin, without virtue there can be no liberty.
[00:26:38.277 --> 00:26:38.978]  We're good to go.
[00:27:00.737 --> 00:27:09.403]  are set to clash in Oklahoma as Satanists have sold out the Oklahoma City Civic Center for their blasphemous mockery of the Catholic Mass.
[00:27:10.063 --> 00:27:16.808]  As harmless as that may seem, ritualistic pedophilia has seeped into the highest levels of government for decades.
[00:27:17.008 --> 00:27:26.895]  The Washington Times reported today that unidentified White House aides in the Carter, Reagan, and Bush administrations now are being investigated for using the services of a call boy ring.
[00:27:27.475 --> 00:27:32.059]  The paper reports that two of the male prostitutes were given a late-night tour of the White House last year.
[00:27:32.699 --> 00:27:33.960]  Take a look at this, for instance.
[00:27:34.021 --> 00:27:42.448]  The National Security Agency, the National Reconnaissance Office, and the very secretive Defense Advanced Research Projects Agency.
[00:27:42.848 --> 00:27:52.056]  Others also worked on actual military installations, including Edwards Air Force Base in California, and also the California-based Naval Air Warfare Center.
[00:27:52.296 --> 00:27:54.578]  Whether it's the Presidio daycare scandal,
[00:27:56.261 --> 00:27:57.422]  This is the Temple of Seth.
[00:27:58.203 --> 00:28:05.488]  The temple is the only international satanic religious institution fully recognized by the United States government.
[00:28:06.249 --> 00:28:10.472]  Indeed, the army does officially recognize Satanism as a legitimate religion.
[00:28:10.712 --> 00:28:16.777]  Here charges surface connecting ritual child abuse at the Presidio Daycare Center to the devil cult.
[00:28:17.415 --> 00:28:24.897]  It was here, parents and others allege, that as many as 60 young children were ritualistically abused by soldiers of Satan.
[00:28:25.357 --> 00:28:26.598]  What actually was done to the kids?
[00:28:28.758 --> 00:28:34.540]  Uh, sorrow, copulation, sodomy, uh, defecation, uh, they were urinated on.
[00:28:35.120 --> 00:28:37.321]  The continuing DynCorp operations.
[00:28:37.621 --> 00:28:38.561]  Here's how they explained it.
[00:28:38.942 --> 00:28:46.944]  That DynCorp workers had, quote, hired a teenage boy to perform a tribal dance at a company farewell party.
[00:28:48.015 --> 00:28:49.476]  No, that's not what happened!
