[00:00:01.831 --> 00:00:02.992]  Coast to coast.
[00:02:13.550 --> 00:02:14.711]  It's exploding, it's burning.
[00:02:14.731 --> 00:02:17.893]  You can also liken it to a dead cat bounce.
[00:02:19.022 --> 00:02:21.103]  Piers Morgan fell and then he bounced.
[00:02:21.583 --> 00:02:24.584]  And they've got all these sniveling establishment media articles going.
[00:02:25.004 --> 00:02:28.705]  A lot of people want to take credit for taking him down.
[00:02:29.486 --> 00:02:31.326]  Chief amongst them, Alex Jones.
[00:02:31.386 --> 00:02:33.067]  Well, there are hundreds of articles out today.
[00:02:33.087 --> 00:02:34.587]  I went and looked at some of them.
[00:02:34.907 --> 00:02:39.669]  Hundreds of them listed, saying that I am the main culprit, which I'm proud of.
[00:02:39.709 --> 00:02:41.910]  But listen, I don't want to take credit where credit isn't due.
[00:02:42.330 --> 00:02:48.352]  I am not responsible for the decline and fall of Piers Morgan, who never even rose.
[00:02:51.360 --> 00:02:53.381]  Mainstream dinosaur media is dying.
[00:02:55.442 --> 00:03:01.365]  And that's why Piers Morgan has no audience, and none of their shows have any audience, and they're not going to have any audience.
[00:03:01.645 --> 00:03:03.846]  I don't care how many movie stars they parade on there.
[00:03:04.127 --> 00:03:08.089]  People want Veritas, they want Genuine, they want the Bonafides.
[00:03:08.409 --> 00:03:09.369]  They want reality.
[00:03:09.730 --> 00:03:12.871]  They want the kings of reality, folks, and that's what we are.
[00:03:13.391 --> 00:03:15.112]  The king of reality.
[00:03:15.713 --> 00:03:17.954]  I am not the king of conspiracy theory.
[00:03:18.634 --> 00:03:20.055]  I am the king of reality.
[00:03:21.272 --> 00:03:27.755]  As I have said on the BBC and ABC News, you name it, you want to call me the king of something, I'm the king of trying to be truthful.
[00:03:28.496 --> 00:03:30.297]  I'm the king of wearing my heart on my sleeve.
[00:03:30.957 --> 00:03:32.558]  I'm the king of telling it like it is.
[00:03:33.298 --> 00:03:38.641]  And, I mean, listen, I at least have three million viewers and listeners a day.
[00:03:38.901 --> 00:03:39.882]  That's a conservative number.
[00:03:40.242 --> 00:03:40.702]  Three million.
[00:03:42.543 --> 00:03:44.384]  InfoWars gets about a million visitors a day.
[00:03:45.947 --> 00:03:46.888]  Prison Planet about 300,000.
[00:03:47.208 --> 00:03:51.411]  Our Facebooks combined have 3 million people on it.
[00:03:51.451 --> 00:03:52.332]  Millions a day see that.
[00:03:53.833 --> 00:03:54.833]  Quarter million on Twitter.
[00:03:54.893 --> 00:03:55.614]  I came to Twitter late.
[00:03:55.994 --> 00:03:57.255]  I'm not on some power trip.
[00:03:58.576 --> 00:04:03.940]  I'm not up here bragging how big I am, but these guys, it's all a vanity fair like the Emperor's New Clothes.
[00:04:04.280 --> 00:04:06.162]  You guys print me a synopsis of the Emperor's New Clothes.
[00:04:06.182 --> 00:04:07.002]  I want to cover that when I come back.
[00:04:07.643 --> 00:04:10.445]  It's the hoax that is Dinosaur Media.
[00:04:10.645 --> 00:04:11.986]  They're already dead.
[00:04:13.564 --> 00:04:20.708]  But the final domino to drop is the general public still goes, ooh, I saw you on Piers Morgan, or I saw you on Nightliner.
[00:04:20.728 --> 00:04:23.350]  And I go, did you really see me on Nightline?
[00:04:23.370 --> 00:04:26.572]  Well, no, I was watching an ABC show and saw a promo for it.
[00:04:27.473 --> 00:04:28.894]  That's right, you didn't really watch Nightline.
[00:04:29.794 --> 00:04:31.215]  They have like a million viewers now.
[00:04:31.415 --> 00:04:32.296]  Used to have like 10 million.
[00:04:34.177 --> 00:04:35.858]  You didn't really watch me on Piers Morgan, did you?
[00:04:36.078 --> 00:04:37.039]  No, I saw you on Jay Leno.
[00:04:38.139 --> 00:04:38.800]  When they played a clip.
[00:04:39.700 --> 00:04:42.342]  Or Conan, or all those shows.
[00:04:43.965 --> 00:04:48.409]  It was only big because there was real challenge, real controversy, real debate.
[00:04:48.489 --> 00:04:52.453]  I didn't play along with the script of debating his phony talking points.
[00:04:52.473 --> 00:04:53.774]  I came in and said, shut up, enemy.
[00:04:54.035 --> 00:04:54.956]  You want to enslave us?
[00:04:55.136 --> 00:04:56.277]  You're on notice, scum.
[00:04:57.458 --> 00:04:58.639]  You red coat bastard.
[00:05:00.421 --> 00:05:01.181]  And people loved it.
[00:05:01.882 --> 00:05:03.804]  At first, they said it was a great defeat for me.
[00:05:04.304 --> 00:05:06.146]  Whenever you have a big win, they say you're defeated.
[00:05:06.767 --> 00:05:07.247]  Remember that.
[00:05:08.008 --> 00:05:08.829]  We'll be back.
[00:05:09.798 --> 00:05:11.439]  Introducing Pro-1.
[00:05:11.699 --> 00:05:15.221]  All of your filtration in one system, portable, on the go.
[00:05:15.361 --> 00:05:19.743]  No more do you have two or three filters to just reduce sodium fluoride.
[00:05:19.883 --> 00:05:25.886]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[00:05:26.006 --> 00:05:36.832]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals, all in one filter element.
[00:05:36.992 --> 00:05:43.294]  It is the only one that does it and out of the gates, we have it discounted at 10% off with promo code WATER.
[00:05:43.474 --> 00:06:00.420]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[00:06:00.780 --> 00:06:08.546]  Get your Pro-Pure with the new Pro-1 filters today at Infowarsstore.com or by calling 888-253-3139.
[00:06:09.646 --> 00:06:12.388]  Alex Jones here with a message to fellow freedom lovers.
[00:06:12.668 --> 00:06:17.512]  The prognosis for the entire planetary economic system runs from bad to worse.
[00:06:17.672 --> 00:06:24.857]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[00:06:24.977 --> 00:06:30.400]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[00:06:30.620 --> 00:06:34.323]  These are items that I did research on, that I personally use.
[00:06:34.643 --> 00:06:39.186]  We've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[00:06:39.366 --> 00:06:44.609]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[00:06:44.849 --> 00:06:47.931]  Strategic Relocation 3rd Edition by Joel Skousen.
[00:06:48.091 --> 00:06:49.192]  When disaster strikes,
[00:06:49.332 --> 00:06:50.312]  By Matthew Stein.
[00:06:50.573 --> 00:06:55.134]  Therosafe used by Homeland Security to protect yourself during any radiological event.
[00:06:55.334 --> 00:06:57.775]  Hand crank shortwave AM FM radios.
[00:06:58.216 --> 00:07:05.258]  Everything that we've researched and found to be the best is available at Infowarshop.com and your purchase makes our Infowar possible.
[00:07:05.418 --> 00:07:06.459]  We're getting prepared.
[00:07:06.699 --> 00:07:07.099]  Are you?
[00:07:07.359 --> 00:07:08.460]  Infowarshop.com
[00:07:09.660 --> 00:07:13.001]  The globalist social engineers are not just targeting us with propaganda.
[00:07:13.101 --> 00:07:15.322]  They are manipulating our genetics.
[00:07:15.522 --> 00:07:23.804]  We are being targeted at every level by estrogen mimickers that lower our testosterone and other hormones and natural compounds that the body needs.
[00:07:24.104 --> 00:07:36.968]  After consulting top doctors, nutritionists, pharmacists and others, we have developed what I believe is the ultimate non-GMO organic super male vitality formula sourced from powerful organic herbs.
[00:07:37.188 --> 00:07:48.077]  And then concentrated for maximum potency, Super Male Vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[00:07:48.458 --> 00:07:55.824]  Super Male Vitality by Infowars Life is so powerful that I only take half the recommended dose for a limited time.
[00:07:56.004 --> 00:08:03.409]  We are offering 15% off Supermail Vitality at InfoWarsLife.com to introduce you to this powerful supplement.
[00:08:03.550 --> 00:08:07.533]  Visit InfoWarsLife.com today to secure your Supermail Vitality.
[00:08:07.713 --> 00:08:08.573]  InfoWarsLife.com
[00:08:15.100 --> 00:08:19.283]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:08:19.944 --> 00:08:20.744]  You want answers?
[00:08:21.525 --> 00:08:22.426]  Well, so does he.
[00:08:23.066 --> 00:08:26.729]  He's Alex Jones on the GCN Radio Network.
[00:08:27.270 --> 00:08:31.293]  And now, live from Austin, Texas, Alex Jones.
[00:08:32.788 --> 00:08:33.909]  Let's make this a year of action.
[00:08:34.249 --> 00:08:35.450]  That's what most Americans want.
[00:08:35.670 --> 00:08:38.132]  Raising the debt ceiling does not increase our debt.
[00:08:38.393 --> 00:08:40.334]  Nobody is listening to your cell phone calls.
[00:08:40.454 --> 00:08:41.455]  The debate is settled.
[00:08:41.795 --> 00:08:43.157]  Climate change is a fact.
[00:08:43.177 --> 00:08:51.583]  And if people can't trust not only the executive branch, but also don't trust Congress and don't trust federal judges, then we're gonna have some problems.
[00:08:51.623 --> 00:08:54.506]  What difference at this point does it make?
[00:09:01.321 --> 00:09:05.262]  Everything is awesome when your ratings are in the tank.
[00:09:06.002 --> 00:09:07.442]  Like, here's Morgan.
[00:09:10.343 --> 00:09:14.804]  They're now saying that Obamacare is going to quintuple your cost.
[00:09:17.384 --> 00:09:19.025]  Everything is wonderful.
[00:09:20.405 --> 00:09:21.725]  Everything is cool.
[00:09:21.745 --> 00:09:27.066]  When you're part of the trendiness of Obama.
[00:09:29.127 --> 00:09:29.887]  Everything is cool.
[00:09:32.805 --> 00:09:34.846]  You're part of a moron group that's been conned.
[00:09:36.467 --> 00:09:42.129]  Everything is awesome when you sign on to the Nigerian email, believing you're going to get a million dollars if you give them a thousand dollars.
[00:09:43.090 --> 00:09:46.071]  And you never even admit you've been conned, even after you sent them a thousand dollars.
[00:09:47.692 --> 00:09:50.273]  Well, it's the same thing with Obama.
[00:09:51.514 --> 00:09:56.296]  As we play the Lego movie theme here, everything is awesome.
[00:09:56.356 --> 00:09:58.337]  Everything is cool when you're part of a team.
[00:10:03.544 --> 00:10:04.907]  Why shouldn't I just be positive?
[00:10:06.350 --> 00:10:07.693]  Let them shut down our power plants.
[00:10:08.093 --> 00:10:09.256]  Ship our jobs overseas.
[00:10:09.556 --> 00:10:11.821]  Pay $20 million to ship General Motors to China.
[00:10:12.703 --> 00:10:13.745]  Everything is awesome.
[00:10:14.733 --> 00:10:15.874]  Obama cares about me.
[00:10:16.775 --> 00:10:21.258]  And so do the Republican leaders working with him to go after the Tea Party and shut down those evil racists.
[00:10:21.919 --> 00:10:27.023]  Thank God JCPenney's banned that teapot that somebody looked at and thought they saw a Hitler mustache on.
[00:10:28.064 --> 00:10:33.949]  I think if you see a cloud that looks like Hitler, they should blow the whole Earth up just to stop there being a cloud that looks like Hitler in the sky.
[00:10:34.369 --> 00:10:37.172]  I think it's great they're teaching 2 plus 2 equals 5 in school.
[00:10:38.473 --> 00:10:39.474]  I love Common Core.
[00:10:40.734 --> 00:10:42.456]  Because everything is awesome.
[00:10:42.956 --> 00:10:44.879]  Everything is cool when you're part of a cult.
[00:10:44.999 --> 00:10:46.901]  I mean, a government worshipping group.
[00:10:47.441 --> 00:10:51.085]  The truth is, though, almost no one is buying into the system now.
[00:10:51.626 --> 00:10:54.069]  And the approval rating of the establishment is plunging.
[00:10:54.369 --> 00:10:55.710]  And we're at that Rubicon.
[00:10:57.270 --> 00:11:08.172]  Crossroads right now, where the dinosaur mainstream state-run media, offshore banker-run media, George Soros-controlled media, is teetering on the edge of total collapse.
[00:11:08.812 --> 00:11:25.835]  It's been collapsing for a long time, but now the public knows it's sinking beneath the waves, and the average show on MSNBC or CNN has less viewers than a weekday radio show or a morning radio show in a major city.
[00:11:27.065 --> 00:11:44.835]  I happen to get the ratings and see the ratings from different cities we're on the radio in, and I can look at morning shows, say in Austin, Texas, that have upwards of 80,000 to 100,000 people listening every 15 minutes, tuning in and out, and over a three-hour period could have 200,000, 300,000 listeners.
[00:11:48.390 --> 00:11:53.292]  Piers Morgan on a bad night had 350,000, on a good night had half a million.
[00:11:53.952 --> 00:11:59.774]  So this is nationwide, worldwide, less than half a million viewers.
[00:11:59.834 --> 00:12:02.335]  This is literally a hoax.
[00:12:03.156 --> 00:12:05.056]  This is literally a fraud.
[00:12:05.737 --> 00:12:12.759]  And it's turned out that CNN, MSNBC have been caught, in fact guys print this, in rigged ratings with Nielsen on cable.
[00:12:13.099 --> 00:12:16.641]  Just type in Nielsen caught faking cable ratings to try to beat Fox a few years ago.
[00:12:17.381 --> 00:12:20.822]  Talks actually does have 3 or 4 million viewers on average, still not that big of a deal.
[00:12:21.383 --> 00:12:28.606]  But that's like Mount Everest compared to a hill in ratings when you talk about MSNBC or something like CNN.
[00:12:29.586 --> 00:12:33.908]  And by the way, Dylan Radigan on MSNBC had the highest ratings on the channel.
[00:12:34.827 --> 00:12:40.091]  Because he would attack both parties and talk about a foreign banking takeover and how we're being looted, and yell and scream.
[00:12:40.932 --> 00:12:45.856]  And it wasn't fake, he was allowing himself to get angry, but it was real, real passion.
[00:12:46.336 --> 00:12:48.838]  And so they didn't renew his contract, because he had high ratings.
[00:12:48.858 --> 00:13:01.708]  And it's the same thing with what I'd call more of a real liberal, somebody like Donahue, who had 4 million viewers when they axed him in MSNBC, a night.
[00:13:02.887 --> 00:13:03.868]  Same thing with Ventura.
[00:13:04.289 --> 00:13:05.951]  Ventura had almost four million viewers.
[00:13:05.991 --> 00:13:07.514]  Number two show on MSNBC.
[00:13:09.697 --> 00:13:10.778]  But he wasn't partisan.
[00:13:10.818 --> 00:13:12.681]  He was really libertarian.
[00:13:13.101 --> 00:13:18.609]  So they gave him golden handcuffs and paid him off three and a half million dollars a year of his four-year contract.
[00:13:22.455 --> 00:13:29.359]  And they came to him and they said, stop bashing the Democrats, and stop bashing the Republicans, and stop bashing the war, because the war was getting started then.
[00:13:29.639 --> 00:13:36.763]  And he wouldn't shut up, so they said, fine, we're going to pay your contract out, but you can't do media for the rest of the four years of your contract.
[00:13:38.384 --> 00:13:39.905]  That's how this works, ladies and gentlemen.
[00:13:41.161 --> 00:13:43.562]  And again, I don't want to be on CNN.
[00:13:43.622 --> 00:13:53.167]  If I was offered the CNN Piers Morgan slot, I would only do it because it would be a giant stunt when I wouldn't compromise and would get huge ratings.
[00:13:53.687 --> 00:14:01.991]  I'm telling you, I would have 15 million viewers, guaranteed a night, huge phenomenon within two months.
[00:14:03.631 --> 00:14:06.072]  The first night I premiered, I would have 2 million.
[00:14:06.933 --> 00:14:07.813]  I bet my life on it.
[00:14:07.913 --> 00:14:09.074]  And the executives at CNN,
[00:14:11.186 --> 00:14:13.489]  Time Warner, Comcast, you know, they know that.
[00:14:14.751 --> 00:14:15.412]  They all know that.
[00:14:16.613 --> 00:14:17.654]  They all understand that.
[00:14:18.434 --> 00:14:19.355]  They know what sells.
[00:14:20.275 --> 00:14:36.865]  I've met with the heads of BBC, TruTV, Travel Channel, A&E, History Channel, Discovery Channel, and they point-blank go, oh no, we know, this is like six, seven years ago that gun shows would take over.
[00:14:37.045 --> 00:14:40.107]  They finally bit on it, limited, not with me, and noticed their big hits.
[00:14:40.347 --> 00:14:42.909]  They go, we know redneck stuff is popular in their words.
[00:14:43.189 --> 00:14:45.050]  We know pro-Christian stuff is popular.
[00:14:46.448 --> 00:14:49.010]  And I told all these executives this 10 years ago.
[00:14:49.030 --> 00:14:53.633]  I told all these executives this 7 years ago, 5 years ago, 3 years ago.
[00:14:54.053 --> 00:14:56.035]  And look at the Bible on cable.
[00:14:56.435 --> 00:14:57.055]  15 million viewers.
[00:14:57.856 --> 00:14:59.117]  Their other hit show, 2 million.
[00:14:59.797 --> 00:15:02.119]  A hit show is 2 million on cable.
[00:15:02.219 --> 00:15:03.300]  Look at Duck Dynasty.
[00:15:03.880 --> 00:15:05.782]  10, 15, 20 million viewers a show.
[00:15:06.562 --> 00:15:08.864]  On A&E, whose other hit shows have a million.
[00:15:10.029 --> 00:15:14.832]  And by the way, I was pitched on A&E four years ago, and I used to go to L.A.
[00:15:14.872 --> 00:15:16.754]  all the time and have these worthless meetings in New York.
[00:15:17.454 --> 00:15:23.479]  And they're like, we want you to run around with hillbillies hunting and chew tobacco and, you know, basically act like a fool.
[00:15:23.499 --> 00:15:24.359]  And I said, I'm not doing it.
[00:15:26.621 --> 00:15:31.104]  The point is, is that, is that they need us.
[00:15:31.324 --> 00:15:33.225]  We don't need them, ladies and gentlemen.
[00:15:35.847 --> 00:15:39.410]  Sci-Fi Channel pitched me a show every night live.
[00:15:40.745 --> 00:15:46.189]  That would be in the studios here, but they would come and have me do it in a studio in Austin, and then I would have all these guests on.
[00:15:46.209 --> 00:15:53.534]  The problem is, I'd have to do Chupacabras, Bigfoot, Space Aliens, and then I could do what I wanted in between that, that would just discredit it.
[00:15:53.914 --> 00:15:56.856]  And I'm not knocking my buddy Joe Rogan, he basically got that show.
[00:15:58.758 --> 00:16:00.459]  And went and did it, and good for Joe.
[00:16:00.559 --> 00:16:05.442]  I mean, it was like, but I see these shows, like I was, I was offered by Court TV that became True TV,
[00:16:06.442 --> 00:16:08.424]  It was going to be called American Conspiracy.
[00:16:08.884 --> 00:16:09.985]  That's what Ventura called his book.
[00:16:10.025 --> 00:16:14.248]  And then they went and pitched it four years later to Ventura, and Ventura did it.
[00:16:14.769 --> 00:16:22.195]  But a guy from the BBC, an American programmer from the BBC, there's even a trailer out there for it that we released called American Conspiracy.
[00:16:22.235 --> 00:16:23.496]  He said, go ahead and release it on YouTube.
[00:16:24.137 --> 00:16:25.698]  In fact, guys, YouTube, that's like a minute long.
[00:16:25.718 --> 00:16:27.739]  It's called American Conspiracy with Alex Jones.
[00:16:28.140 --> 00:16:34.225]  Four years before Ventura's show, Conspiracy Theory, which was going to be called American Conspiracy.
[00:16:35.694 --> 00:16:40.276]  And with Ventura, they at least allowed enough real topics that I was part of the show and was happy to be part of it.
[00:16:42.437 --> 00:16:47.219]  And I'm not up here bragging, I'm telling you how media works and giving you inside baseball.
[00:16:47.739 --> 00:16:52.962]  I was offered Ventura's show when he quit after the third season because he didn't like the topics.
[00:16:54.517 --> 00:16:55.397]  Yeah, Ventura quit.
[00:16:56.298 --> 00:16:57.218]  Would not do a fourth season.
[00:16:57.238 --> 00:17:05.702]  He was offered a fourth season, it was a hit show, but you could see by the third season it was going off the deep end into humanses and, you know, chupacabras and vampires and crap.
[00:17:06.082 --> 00:17:10.844]  And which is entertaining and fine, and I'm not knocking that, but I'm not gonna do it, and Ventura's not gonna do it.
[00:17:10.904 --> 00:17:19.528]  So let's just get this straight to the literal hundreds of news articles today, and a bunch of them are like, Alex Jones did hurt Piers Morgan, but he wishes he had a CNN show.
[00:17:20.068 --> 00:17:22.029]  No, I don't wish I had a CNN show.
[00:17:23.354 --> 00:17:25.395]  I have a show with millions of viewers and listeners.
[00:17:25.795 --> 00:17:29.537]  I get to reach out unfettered, uncensored, and talk to people.
[00:17:31.518 --> 00:17:32.139]  You understand that?
[00:17:33.522 --> 00:17:46.131]  I know for a fact people like, because I've read about it in the news, Matt Drudge has been offered all these TV shows and radio shows and doesn't do them because he understands the old media is a joke now and you're almost discredited even working with it or being around it.
[00:17:46.432 --> 00:17:48.013]  You get the smell of it off on you.
[00:17:48.213 --> 00:17:59.021]  We're on Roku, we're on Boxee, we're on all these different platforms and we're in the top number one, number two, number three or number four of every media platform out there in news and politics.
[00:17:59.381 --> 00:18:07.165]  Without promotion, without me getting up here on air and plugging it, without anything, by osmosis, we are dominating every free open platform.
[00:18:09.606 --> 00:18:12.808]  And I don't even care about dominating, except that I want to get the word out.
[00:18:13.757 --> 00:18:14.658]  It's old hat, man.
[00:18:14.698 --> 00:18:16.138]  I've been on air 19 years.
[00:18:16.659 --> 00:18:18.080]  I've already done this a lot.
[00:18:18.740 --> 00:18:22.882]  For me, it's all personal, about liberty and freedom, and about having a future for my children.
[00:18:23.223 --> 00:18:27.365]  It is not about eating at fancy New York restaurants.
[00:18:27.785 --> 00:18:29.406]  It is not about hanging out with celebrities.
[00:18:29.786 --> 00:18:31.648]  It is not about kissing the butt of Piers Morgan.
[00:18:31.988 --> 00:18:34.389]  Piers Morgan, folks, was a joke last year.
[00:18:34.689 --> 00:18:41.173]  When I went on his show, he'd already been on two years, and he'd gone from 2 million viewers, when Larry King passed off the baton, to 600,000.
[00:18:42.987 --> 00:18:45.389]  It was 300-something thou when he left.
[00:18:45.549 --> 00:18:48.452]  Folks, that is the equivalent of not having a pulse.
[00:18:49.974 --> 00:18:52.696]  And I told you, I've been in CNN Broadcast Center many times before.
[00:18:53.117 --> 00:18:53.617]  It was nice.
[00:18:53.977 --> 00:18:58.882]  It was rotting when the light bulbs burned out, with feces sprayed all over the walls in every bathroom.
[00:18:59.202 --> 00:19:05.508]  I thought they put me in a gross bathroom on purpose, and I'm not a neat freak either, but I went down to the other bathroom and started checking, and they were dirty too.
[00:19:06.249 --> 00:19:09.870]  And everybody looked disheveled with big circles around their eyes and beaten.
[00:19:10.190 --> 00:19:12.571]  And I announced here on air, CNN is dead.
[00:19:12.611 --> 00:19:14.032]  And you notice they're leaving news now.
[00:19:14.312 --> 00:19:15.172]  They're falling apart.
[00:19:15.412 --> 00:19:16.692]  They're tanking across the board.
[00:19:17.053 --> 00:19:21.274]  I told you last January, 13 months ago, CNN is dead.
[00:19:21.574 --> 00:19:22.694]  Did I lie to you?
[00:19:23.735 --> 00:19:24.935]  No, I didn't lie to you.
[00:19:25.375 --> 00:19:26.536]  Not everything is wonderful.
[00:19:26.756 --> 00:19:30.777]  Not everything is cool when you're part of a Jim Jones cult that follows talking points.
[00:19:31.417 --> 00:19:33.658]  Piers Morgan is an arrogant nobody.
[00:19:34.727 --> 00:19:41.471]  And I went in there and called his bluff and said, look, you're a traitor trying to take this country over and disarm us, and I'm calling you out, scum.
[00:19:41.711 --> 00:19:43.892]  Don't insult me and claim you don't want to disarm us.
[00:19:44.192 --> 00:19:46.194]  Everywhere you people get control, you take all the guns.
[00:19:46.614 --> 00:19:47.154]  Shut up!
[00:19:50.356 --> 00:19:50.756]  You know what?
[00:19:51.176 --> 00:19:53.918]  Paul Revere would have done with running through with a short sword.
[00:19:55.168 --> 00:19:56.150]  But that's because he's a radical.
[00:19:56.871 --> 00:19:58.353]  I'm a radical for just yelling at him.
[00:19:58.594 --> 00:19:59.896]  Oh my gosh, don't yell at him.
[00:20:00.156 --> 00:20:00.957]  Oh, that's discrediting.
[00:20:01.017 --> 00:20:06.186]  No, that's how we win a war, is getting in their face, having the initiative, and smashing these people.
[00:20:06.386 --> 00:20:07.047]  We'll be right back.
[00:20:07.067 --> 00:20:07.448]  Stay with us.
[00:20:10.074 --> 00:20:12.696]  It's time to kick some ash.
[00:20:13.116 --> 00:20:15.477]  Because cigarettes have met their match.
[00:20:15.637 --> 00:20:18.259]  Smokers are switching to Vapriate e-liquid by Le Cig.
[00:20:18.339 --> 00:20:21.601]  Because when you kick ash, you kick tar and smelly smoke, too.
[00:20:22.001 --> 00:20:29.906]  Le Cig smokes to competition with real people customer service, a 7-day satisfaction guarantee, and same-day, fast, free shipping.
[00:20:30.126 --> 00:20:32.787]  Become a vaper today at LeCig.com.
[00:20:33.048 --> 00:20:35.609]  Spelled L-E-C-I-G.com.
[00:20:35.849 --> 00:20:37.190]  Le Cig e-cigarettes.
[00:20:37.470 --> 00:20:38.351]  Kick some ash.
[00:20:39.787 --> 00:20:43.709]  The ultimate survival, bug-out, lightweight fishing pole is M-Rod.
[00:20:43.929 --> 00:20:51.994]  Made by a family-owned American company and assembled in Idaho, M-Rod fishing gear comes with a lifetime warranty and 90-day money-back guarantee.
[00:20:52.234 --> 00:20:55.336]  M-Rod weighs just 8 ounces and breaks down to 14 inches.
[00:20:55.676 --> 00:21:00.519]  M-Rod's indestructible stainless steel compact design makes it perfect to take anywhere.
[00:21:00.659 --> 00:21:02.960]  Cast your eyes now at M-Rod.com.
[00:21:03.061 --> 00:21:05.502]  That's E-M-M-R-O-D.com.
[00:21:05.782 --> 00:21:06.282]  M-Rod.
[00:21:06.402 --> 00:21:07.423]  Fish to survive.
[00:21:07.663 --> 00:21:08.804]  Survive to fish.
[00:21:09.224 --> 00:21:11.807]  Hi folks, Alex Jones here with some important information.
[00:21:12.067 --> 00:21:16.953]  I want to tell you about Matt Redhawk and his team of patriots over at MyPatriotSupply.
[00:21:17.213 --> 00:21:25.022]  Several years ago, Matt was sitting in his two-bedroom apartment, frustrated with the direction this country was headed, and the charlatans willing to sell us out for a quick buck.
[00:21:25.302 --> 00:21:29.644]  Deciding to take action, a company run by patriots for patriots was born.
[00:21:29.844 --> 00:21:33.665]  My Patriot Supply has never taken a loan or accepted outside funding.
[00:21:33.805 --> 00:21:39.528]  They now operate two distribution facilities and employ over 50 hard-working American men and women.
[00:21:39.768 --> 00:21:42.549]  It is rare to find companies who practice what they preach.
[00:21:42.929 --> 00:21:48.091]  And that's why I stock my pantry with high-quality storable foods from My Patriot Supply.
[00:21:48.291 --> 00:21:56.420]  Go to MyPatriotSupply.com forward slash Alex today for special offers on emergency food storage or call their preparedness specialist at 866-229-0927.
[00:21:56.480 --> 00:21:56.760]  That's 866-229-0927.
[00:21:56.800 --> 00:21:58.842]  Do business with someone who shares your values.
[00:21:58.902 --> 00:22:00.123]  MyPatriotSupply.com slash Alex.
[00:22:09.108 --> 00:22:13.630]  For thousands of years, silver has been used as both a medicine and a preservative.
[00:22:13.911 --> 00:22:15.311]  But not all silver is equal.
