[00:00:00.029 --> 00:00:01.252]  Direct from Austin.
[00:03:57.648 --> 00:04:01.130]  The collection agency for the private Federal Reserve set up the same year in 1913.
[00:04:02.270 --> 00:04:07.173]  Okay, that said, we've got the really big news coming up.
[00:04:07.193 --> 00:04:13.916]  Remember a few months ago, JPMorgan Chase sent out letters saying that they were going to start charging people
[00:04:15.041 --> 00:04:18.742]  Uh, that made deposits, businesses that made cash deposits.
[00:04:19.382 --> 00:04:21.003]  Can you guys print me a flashback of that?
[00:04:21.023 --> 00:04:23.664]  It's just too hard for me to jump around the windows here online.
[00:04:25.624 --> 00:04:26.765]  I don't have windows on these machines.
[00:04:26.805 --> 00:04:28.785]  I mean, you know, the little block windows that are at the top.
[00:04:30.386 --> 00:04:34.147]  Dealing with JP Morgan to charge for cash, for cash deposits.
[00:04:34.807 --> 00:04:36.568]  That article that went so viral.
[00:04:37.708 --> 00:04:38.788]  Because it's extremely important.
[00:04:38.808 --> 00:04:42.950]  Well now, Wells Fargo to begin charging customers for deposits.
[00:04:43.070 --> 00:04:44.591]  And Watson has a question mark there.
[00:04:45.211 --> 00:04:46.052]  There's no question mark.
[00:04:46.072 --> 00:04:46.952]  Their letter says that.
[00:04:47.472 --> 00:04:48.993]  And we've since confirmed it from others.
[00:04:49.993 --> 00:04:51.134]  So that's coming up.
[00:04:51.354 --> 00:04:56.136]  And also, low-flying Homeland Security helicopter to test for radiation.
[00:04:57.517 --> 00:05:02.179]  But despite dangerously high radiation levels, no caution signs at Surfers Beach.
[00:05:02.519 --> 00:05:02.959]  Stay with us.
[00:05:06.952 --> 00:05:15.964]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting, 100% organic coffee on the planet.
[00:05:16.044 --> 00:05:24.155]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[00:05:24.435 --> 00:05:29.138]  We have now managed to secure the sought-after beans in a highly customized blend.
[00:05:29.298 --> 00:05:36.022]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[00:05:36.102 --> 00:05:43.186]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[00:05:43.286 --> 00:05:50.130]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[00:05:50.290 --> 00:05:54.652]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[00:05:54.772 --> 00:05:58.034]  Available in original or with our immune support infusion blend.
[00:05:58.174 --> 00:06:04.298]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[00:06:04.458 --> 00:06:06.139]  Available at InfoWarsLife.com
[00:06:07.179 --> 00:06:09.923]  Alex Jones here with a message to fellow freedom lovers.
[00:06:10.204 --> 00:06:15.031]  The prognosis for the entire planetary economic system runs from bad to worse.
[00:06:15.232 --> 00:06:22.403]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[00:06:22.523 --> 00:06:27.927]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[00:06:28.167 --> 00:06:31.890]  These are items that I did research on, that I personally use.
[00:06:32.190 --> 00:06:36.714]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[00:06:36.914 --> 00:06:42.138]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[00:06:42.378 --> 00:06:45.440]  Strategic Relocation 3rd Edition by Joel Skousen.
[00:06:45.600 --> 00:06:47.881]  When Disaster Strikes by Matthew Stein.
[00:06:48.121 --> 00:06:52.684]  Therosafe used by Homeland Security to protect yourself during any radiological event.
[00:06:52.864 --> 00:06:55.306]  Hand Crank Shortwave AM FM Radios.
[00:06:55.766 --> 00:07:02.750]  Everything that we've researched and found to be the best is available at InfoWarshop.com and your purchase makes our InfoWar possible.
[00:07:02.950 --> 00:07:04.011]  We're getting prepared.
[00:07:04.231 --> 00:07:04.651]  Are you?
[00:07:04.891 --> 00:07:06.692]  Infowarsshop.com.
[00:07:06.952 --> 00:07:17.318]  In the last 50 years, iodine has been phased out of our staple foods and replaced with the halogen bromine, a practice now banned in nations around the world.
[00:07:17.638 --> 00:07:19.479]  Guess what else is in the halogen family?
[00:07:19.679 --> 00:07:20.379]  Fluoride.
[00:07:20.579 --> 00:07:22.160]  Ladies and gentlemen, Alex Jones here.
[00:07:22.500 --> 00:07:28.801]  In 1924, the federal government did the right thing and encouraged salt producers to add iodine.
[00:07:29.062 --> 00:07:31.902]  It's the good halogen on the periodic table.
[00:07:32.022 --> 00:07:33.863]  And the results are on record.
[00:07:33.983 --> 00:07:40.105]  Reports documented a 15-point IQ increase in areas that had previously been deficient in iodine.
[00:07:40.305 --> 00:07:42.485]  Bottom line, iodine is important.
[00:07:42.725 --> 00:07:45.346]  Unbound, clean, in a glycerin base.
[00:07:45.666 --> 00:07:49.047]  Nascent iodine was the answer for myself and my family.
[00:07:49.167 --> 00:07:54.389]  You will find Survival Shield Nascent Iodine exclusively at InfoWarsLife.com.
[00:07:54.589 --> 00:07:59.412]  InfoWars Life Survival Shield Nascent Iodine isn't just for emergencies.
[00:07:59.692 --> 00:08:00.732]  I take it every day.
[00:08:00.892 --> 00:08:03.754]  That's InfoWarsLife.com or call toll free 888-253-3139.
[00:08:17.580 --> 00:08:20.627]  Resistance to tyrants is obedience to God.
[00:08:20.847 --> 00:08:23.594]  It's Alex Jones.
[00:08:28.248 --> 00:08:31.151]  I've got so much incredibly important news to break down today.
[00:08:32.392 --> 00:08:35.214]  And live reports from California on the increasing radiation levels.
[00:08:35.234 --> 00:08:38.497]  The final report by our crew that's done a great job the last week out there.
[00:08:38.997 --> 00:08:50.467]  We've got Dr. Nick Begich joining us to break down not just the chemicals in the water and the biologicals in the GMO that are meant to manipulate human consciousness and control us on record, but the electromagnetic that he believes
[00:08:51.067 --> 00:08:56.115]  And he documents is really their main focus compared to those other systems of control.
[00:08:56.175 --> 00:09:02.244]  He'll be joining us in the second hour, not with rumors, but with patents, documents, and facts.
[00:09:03.677 --> 00:09:07.179]  And we'll also look at the state of the world with one of my favorite guests, Dr. Nick Baggage.
[00:09:07.199 --> 00:09:08.921]  You know his brother is a U.S.
[00:09:08.941 --> 00:09:19.047]  Senator, and of course his father was a famous Congressman, and he has testified to the EU courts, the EU Parliament, the Congress, you name it.
[00:09:19.147 --> 00:09:22.930]  He is one of the top experts in the world on the breakaway civilization.
[00:09:22.950 --> 00:09:25.251]  So we're going to look at that with him today.
[00:09:26.012 --> 00:09:28.334]  This first hour, I've got to be disciplined to go over all this.
[00:09:28.354 --> 00:09:29.254]  There is so much news.
[00:09:29.274 --> 00:09:31.716]  It seems like every day it just gets more insane.
[00:09:33.243 --> 00:09:35.964]  Because the New World Order is making its move on every front.
[00:09:36.024 --> 00:09:37.765]  A global, private, corporate takeover.
[00:09:37.785 --> 00:09:45.968]  Now, you notice that Robert Gates, the former Secretary of Defense, came out and endorsed Bloomberg to be a future Secretary of Defense.
[00:09:46.868 --> 00:09:50.830]  And the way they've been bringing them in and out like musical chairs, that could happen any time.
[00:09:52.251 --> 00:09:58.013]  And that shows you, here's this Republican, George Herbert Walker Bush protege,
[00:10:01.032 --> 00:10:29.792]  Republican blue-blood God, and he wants the Secretary of Defense to be someone who has 15 bodyguards as the former mayor, billions of dollars out of Wall Street very smelly operations, and who's sworn to disarm the American people, and who runs clearly unconstitutional, seditious, illegal, on-record operations out of New York using taxpayer-leveraged funds.
[00:10:30.956 --> 00:10:34.920]  To try to shut down gun manufacturers in an act of espionage.
[00:10:34.940 --> 00:10:35.540]  And that's what it is.
[00:10:36.201 --> 00:10:44.108]  He represents the foreign powers of the Globalist, of the offshore banks that run the Federal Reserve, basically everything else.
[00:10:45.069 --> 00:10:48.512]  And imagine having that Globalist operative as the Secretary of Defense.
[00:10:48.532 --> 00:10:50.253]  There is no telling what Bloomberg would pull.
[00:10:50.874 --> 00:10:51.835]  What Bloomberg would do.
[00:10:53.536 --> 00:10:56.339]  And that just gives you an idea of what they'll pull if they get away with it.
[00:10:58.533 --> 00:11:13.596]  And Katie Bar-The-Door, this guy is a total technocrat control freak who wants full Agenda 21 implemented through the NSA bureaucracy tracking everything you do, taxing you for salt, alcohol, fat.
[00:11:14.861 --> 00:11:22.343]  But letting you eat GMO, letting you eat all the garbage, just calling all fat bad, all salt bad, just absolutely micromanaging your life.
[00:11:22.383 --> 00:11:26.284]  I've read statements by him in a profile that was out last year.
[00:11:26.304 --> 00:11:28.985]  We read the quotes on there where he said, I do want to control your life.
[00:11:29.065 --> 00:11:29.766]  I do know best.
[00:11:30.466 --> 00:11:31.366]  I am super smart.
[00:11:31.486 --> 00:11:32.286]  I love data.
[00:11:32.606 --> 00:11:36.948]  I've got access to all this corporate and government data and I want to help you.
[00:11:37.648 --> 00:11:40.989]  And you can just look at Bloomberg, a sinisterly wicked person.
[00:11:43.530 --> 00:11:44.591]  Very, very dangerous.
[00:11:44.671 --> 00:11:57.502]  And so I wanted to open the show up today just reminding you that here's a top Republican appointed by Obama to be Secretary of Defense for five years, first five years.
[00:11:59.424 --> 00:12:00.365]  And here he is.
[00:12:02.452 --> 00:12:05.194]  Endorsing Bloomberg, who they call an independent.
[00:12:05.574 --> 00:12:13.519]  Bloomberg, because they know Democrats are unpopular, Bloomberg is literally left of Joseph Stalin.
[00:12:14.639 --> 00:12:16.620]  If you want to use the left-right paradigm gauge.
[00:12:17.441 --> 00:12:24.965]  Of course a fat cat insider, Ponzi scheme maven, is going to be for tyranny.
[00:12:25.025 --> 00:12:29.148]  These people are thug gangsters like Chris Christie.
[00:12:30.202 --> 00:12:33.430]  And like Bill Clinton, all of them, they are predators.
[00:12:33.550 --> 00:12:36.277]  And the sooner people wake up to that, the better.
[00:12:38.021 --> 00:12:38.623]  It's that simple.
[00:12:40.638 --> 00:12:46.502]  And they are going to activate their agents in the new media, as they've said they'll do with Cass Sunstein and others.
[00:12:47.102 --> 00:12:54.787]  They are going to activate the era on Huffington, a takeover of alternative media and the funding of infighting.
[00:12:55.568 --> 00:13:06.875]  You're going to see all hell break loose in made-up stories and attacks and sabotage and demonization campaigns of any real media
[00:13:08.086 --> 00:13:17.332]  that opposes the takeover and that goes for mainline conservative talk radio because it's calling out Chris Christie and others because their listeners won't put up with it.
[00:13:17.532 --> 00:13:33.582]  Their listeners are awake and so even sellout establishment Republican hosts are becoming libertarians because as the Financial Times of London reported two days ago, libertarianism, constitutionalism, freedom
[00:13:35.427 --> 00:13:36.167]  Is taking over.
[00:13:36.407 --> 00:13:38.628]  Real liberalism is taking over.
[00:13:38.728 --> 00:13:41.870]  Not the counterfeit, authoritarian, progressive cancer.
[00:13:43.490 --> 00:13:55.895]  And the Republican Party establishment, the Democratic Party establishment, are on record at every one of their meetings, and in their private meetings that leak, over and over again, it's in the news every week, panicking saying, we've got to shut down the Tea Party.
[00:13:56.877 --> 00:14:08.720]  And so the National Association of Manufacturers, the National Association of Business Associations, all the Republican front groups are pouring more money into smashing the Tea Party than they are into Democrats.
[00:14:08.760 --> 00:14:10.120]  The Democrats are pouring their money in.
[00:14:10.740 --> 00:14:12.520]  The Republican groups are pouring their money in.
[00:14:12.860 --> 00:14:15.021]  Because they are the criminal groups that have taken over.
[00:14:15.301 --> 00:14:17.081]  They will loot everything to the ground.
[00:14:17.562 --> 00:14:18.762]  They will not stop.
[00:14:19.062 --> 00:14:19.902]  They cannot stop.
[00:14:20.782 --> 00:14:23.923]  It's like once you cut yourself in a Brazilian river,
[00:14:25.051 --> 00:14:26.632]  And the piranhas smell blood.
[00:14:26.672 --> 00:14:27.653]  You can swim with piranhas.
[00:14:29.594 --> 00:14:37.859]  But if you cut yourself on a rock or a piece of glass, one of them is going to bite you, and then they're all going to bite you.
[00:14:38.279 --> 00:14:40.660]  And folks, we're being chewed to death by piranhas right now.
[00:14:40.861 --> 00:14:43.022]  They're not going to stop until they eat us down to the bones.
[00:14:44.963 --> 00:14:46.124]  They will eat us down to the bones.
[00:14:47.509 --> 00:14:50.870]  And societally, a 10-year period is like the blink of an eye.
[00:14:51.451 --> 00:14:54.472]  So right now, the piranhas have already basically chewed giant holes in us.
[00:14:55.272 --> 00:14:56.413]  We're reaching terminal level.
[00:14:56.433 --> 00:14:57.653]  They're about to get into the organs.
[00:15:00.154 --> 00:15:05.056]  And we better jump to the shore if we've got any chance of living.
[00:15:06.144 --> 00:15:10.746]  And the shore is common sense, Bill of Rights, Constitution, getting right with God.
[00:15:11.606 --> 00:15:19.589]  And look, even if you're an atheist, whatever, just decide that you don't want to go along with this and decide you're going to resist it.
[00:15:22.350 --> 00:15:26.972]  Me personally, I couldn't handle all the stuff that's going on if it wasn't for my relationship with Christ.
[00:15:28.093 --> 00:15:31.534]  Now, let me just get into the top story right now.
[00:15:33.263 --> 00:15:39.244]  We've been talking a lot about this in the last, really, six years, but now it's open.
[00:15:39.605 --> 00:15:46.806]  And it's the point where the dictatorship becomes open, that if they get away with it, Obama could become a dictator and stay in office.
[00:15:47.406 --> 00:15:50.067]  But the bureaucracy wants the office to be dictatorial.
[00:15:50.527 --> 00:15:54.248]  And every constitutional lawyer, left, right, and center, worth their salt.
[00:15:55.626 --> 00:15:58.148]  We'll tell you, this is the most dangerous period in U.S.
[00:15:58.188 --> 00:16:00.750]  history, and Obama is effectively a dictator right now.
[00:16:01.410 --> 00:16:09.356]  We are not just going to be waiting for legislation in order to make sure that we're providing Americans the kind of help that they need.
[00:16:10.537 --> 00:16:13.659]  I've got a pen, and I've got a palm.
[00:16:13.859 --> 00:16:21.025]  And I can use that pen to sign executive orders and take executive actions and administrative actions that move the ball forward.
[00:16:22.347 --> 00:16:25.130]  Okay, now, he said that two days ago.
[00:16:25.991 --> 00:16:30.876]  Now here is the Sacramento Bee today, endorsing this like it's completely normal.
[00:16:32.858 --> 00:16:35.381]  But also showing some criticism.
[00:16:36.102 --> 00:16:42.228]  Obama is using executive power to affect immigration law.
[00:16:42.288 --> 00:16:43.770]  It should say Obama
[00:16:45.054 --> 00:16:48.537]  is using executive orders to circumvent the law in Congress.
[00:16:49.337 --> 00:16:53.260]  Historically, this is considered to be the beginnings of a serious dictatorship.
[00:16:53.540 --> 00:16:54.601]  That should be the real headline.
[00:16:55.742 --> 00:17:06.910]  President Barack Obama didn't wait for Congress to rewrite the nation's immigration laws to help, see it was to help, to help millions who are in the United States illegally stay in the country.
[00:17:08.771 --> 00:17:10.373]  And again, they're just telling you now
[00:17:11.550 --> 00:17:12.892]  What's been going on for a year?
[00:17:13.753 --> 00:17:17.058]  They've legalized most of the people that were going to be deported.
[00:17:17.679 --> 00:17:20.183]  And they started with the kids to make it look like, well, it's for the children.
[00:17:20.223 --> 00:17:20.864]  Now it's moved on.
[00:17:22.532 --> 00:17:27.816]  Under the bills they've introduced the last eight years in a row, even under Bush, felons are legalized.
[00:17:28.476 --> 00:17:30.798]  Aggravated felons, rapists, are legalized.
[00:17:30.838 --> 00:17:37.063]  So, and again, I wouldn't be against a large immigration group coming in if they would vote for guns and vote for liberty.
[00:17:37.403 --> 00:17:40.245]  They are clients of the Democratic Party and the Republican Party.
[00:17:40.725 --> 00:17:42.187]  The Republican Party is lobbying for this.
[00:17:42.981 --> 00:17:44.762]  Because they're part of the same globalist program.
[00:17:45.183 --> 00:17:47.384]  The entire establishment is for open borders.
[00:17:47.544 --> 00:17:48.565]  Do you think that's a good idea?
[00:17:48.985 --> 00:17:50.746]  Let me tell you, we've had open borders so far.
[00:17:50.806 --> 00:17:52.247]  You like your standard of living?
[00:17:53.088 --> 00:17:56.070]  You like the folks pulling free welfare?
[00:17:56.090 --> 00:17:57.451]  It's designed to bankrupt the nation?
[00:17:57.731 --> 00:17:59.412]  So there's just one of the executive actions.
[00:17:59.432 --> 00:18:07.258]  But it's been ongoing with guns and power plants and wars and circumventing Congress and Obamacare.
[00:18:08.365 --> 00:18:10.647]  And so he got away with that, and what has Congress done?
[00:18:10.667 --> 00:18:14.210]  They came out yesterday, and here's the big bad news, and I hate to have to give this to you.
[00:18:15.131 --> 00:18:19.814]  We told you the big test would be would Congress try to block this and assert their authority under law.
[00:18:20.455 --> 00:18:20.615]  No.
[00:18:21.396 --> 00:18:25.599]  Congress said, you handle the NSA, you decide unilaterally what to do.
[00:18:25.999 --> 00:18:27.280]  It's already operating illegally.
[00:18:27.581 --> 00:18:29.302]  Congress is into it up to their eyeballs.
[00:18:29.622 --> 00:18:30.943]  They've passed the buck to Obama.
[00:18:30.963 --> 00:18:32.104]  That's how dictatorship works.
[00:18:33.165 --> 00:18:34.086]  People give in to it.
[00:18:35.367 --> 00:18:40.329]  Because they're cowards, and because they're paid off, and now he can do anything, folks.
[00:18:40.349 --> 00:18:40.790]  This is it.
[00:18:41.970 --> 00:18:42.470]  This is it.
[00:18:43.131 --> 00:18:45.352]  They're going to continue persecuting people with the IRS.
[00:18:45.372 --> 00:18:46.212]  They're going to continue.
[00:18:46.713 --> 00:18:53.316]  He says he's coming after the guns with executive orders, going to outright start banning bullets, registration, going after gun owners that don't have criminal records.
[00:18:53.656 --> 00:18:54.036]  It's on!
[00:18:55.337 --> 00:18:57.418]  He wants to push us into a violent response.
[00:18:58.331 --> 00:19:02.356]  And I would say keep your powder dry, but wait until you see the whites of their eyes.
[00:19:03.057 --> 00:19:06.641]  Really try to not get into this unless you're cornered, and have to.
[00:19:07.983 --> 00:19:09.224]  But, I mean, they're gonna start it.
[00:19:09.284 --> 00:19:10.586]  They're gonna blow stuff up and blame it on us.
[00:19:10.606 --> 00:19:11.767]  I mean, you can be assured of that.
[00:19:12.107 --> 00:19:13.329]  That's their major playbook.
[00:19:13.689 --> 00:19:14.851]  That's what I would do if I was them.
[00:19:16.308 --> 00:19:27.112]  The only reason they haven't done it yet is because we're exposing them, our people are there every time they stage something, like the Boston Marathon event, and I just can't believe my incredible responsibility to be here on the air doing this.
[00:19:27.132 --> 00:19:41.717]  I'm completely blown away that we've gotten to this place in history collectively, and that I and our crew is one of the main centers of resistance against this.
[00:19:41.937 --> 00:19:43.937]  And you, the listeners, are the center of resistance against this.
[00:19:44.597 --> 00:19:45.558]  Totally unprecedented.
[00:19:47.040 --> 00:19:54.489]  We broke last year that microchips in new computers hook into the NSA wirelessly.
[00:19:56.051 --> 00:19:57.453]  That's in the New York Times today.
[00:19:57.493 --> 00:19:58.395]  We're going to tell you about that.
[00:19:58.795 --> 00:20:01.258]  Wells Fargo to begin charging customers for deposits.
[00:20:01.679 --> 00:20:03.261]  That's up on DrugsReport.com.
[00:20:03.321 --> 00:20:04.462]  We'll be right back.
[00:20:07.116 --> 00:20:11.241]  If you're a baby boomer or senior, please listen closely to this important message.
[00:20:11.702 --> 00:20:17.128]  Politicians in Washington are quietly plotting to decrease your Social Security payments drastically.
[00:20:17.408 --> 00:20:18.890]  And they want to do it soon.
[00:20:19.311 --> 00:20:23.736]  In fact, despite rising prices at the gas pump, grocery store and doctor's office.
[00:20:23.996 --> 00:20:29.661]  Retirees have received a mere 1.3% annual increase to their Social Security checks.
[00:20:30.101 --> 00:20:36.366]  Meanwhile, food stamp recipients have seen their payouts increase over 30% under the Obama administration.
[00:20:36.806 --> 00:20:37.667]  That's shocking.
[00:20:37.987 --> 00:20:43.452]  So when we stumbled upon a weird trick that could add up to $1,000 to your monthly Social Security checks,
[00:20:43.652 --> 00:20:45.333]  We knew we had to share it with you.
[00:20:45.513 --> 00:20:49.074]  To get started, simply go to MyBenefits311.com.
[00:20:49.274 --> 00:20:49.975]  Yes, it's true.
[00:20:50.195 --> 00:20:55.277]  You can take simple steps that could add up to $1,000 to your monthly Social Security payouts.
[00:20:55.577 --> 00:21:00.619]  Newsmax says MyBenefits311.com is a critical resource for anyone over 50.
[00:21:01.259 --> 00:21:02.499]  Go to MyBenefits311.com now.
[00:21:02.519 --> 00:21:03.340]  That's MyBenefits311.com.
[00:21:06.741 --> 00:21:09.323]  Hi folks, Alex Jones here with some important information.
[00:21:09.563 --> 00:21:14.446]  I want to tell you about Matt Redhawk and his team of Patriots over at MyPatriotSupply.
[00:21:14.706 --> 00:21:22.571]  Several years ago, Matt was sitting in his two-bedroom apartment, frustrated with the direction this country was headed and the Charlatans willing to sell us out for a quick buck.
[00:21:22.831 --> 00:21:27.134]  Deciding to take action, a company run by Patriots for Patriots was born.
[00:21:27.354 --> 00:21:31.177]  MyPatriotSupply has never taken a loan or accepted outside funding.
[00:21:31.357 --> 00:21:37.021]  They now operate two distribution facilities and employ over 50 hard-working American men and women.
[00:21:37.261 --> 00:21:40.043]  It is rare to find companies who practice what they preach.
[00:21:40.443 --> 00:21:45.647]  And that's why I stock my pantry with high-quality, storable foods from My Patriot Supply.
[00:21:45.807 --> 00:21:53.932]  Go to mypatriotsupply.com forward slash alex today for special offers on emergency food storage or call their preparedness specialist at 866-229-0927.
[00:21:53.992 --> 00:21:54.172]  That's 866-229-0927.
[00:22:01.417 --> 00:22:02.860]  Someone who shares your values.
[00:22:03.140 --> 00:22:05.825]  Buy Patriot Supply dot com slash Alex.
[00:22:07.011 --> 00:22:12.075]  To thank you for being a loyal listener, we have a limited time freebie offer for you.
[00:22:12.755 --> 00:22:20.321]  Claim your free heirloom tomato seeds, just pay shipping, right now at 123freeseeds.com.
[00:22:21.101 --> 00:22:22.943]  These aren't ordinary seeds.
[00:22:23.423 --> 00:22:32.250]  These are heirloom, non-genetically modified, super seeds that are open pollinated and can be grown, harvested, and replanted endlessly.
[00:22:32.890 --> 00:22:38.012]  These survival seeds are actually more valuable than gold in a crisis.
[00:22:38.852 --> 00:22:50.857]  Go to 123freeseeds.com and you can get an airtight storage packet of 150 super seeds free while supplies last to say thank you for being a loyal listener.
[00:22:51.537 --> 00:22:53.118]  First come, first served.
[00:22:53.518 --> 00:22:54.438]  Just cover shipping.
[00:22:55.078 --> 00:23:01.361]  Go to 123freeseeds.com now to see if your free heirloom seeds are still available.
[00:23:01.782 --> 00:23:02.727]  That's 123 Free Seeds dot com.
[00:23:07.225 --> 00:23:14.848]  That's the sound of a .44 Magnum and TraumaMaxx, a high-tech hybrid Kevlar bulletproof vest from InfidelBodyArmor.com.
[00:23:14.948 --> 00:23:17.269]  We'll stop it and most pistol rounds.
[00:23:17.449 --> 00:23:24.052]  TraumaMaxx is a major breakthrough in pistol-rated body armor, and prices start at just $170 per insert.
[00:23:24.272 --> 00:23:29.294]  More protection, more stopping power, more mobility, and it weighs less than 5 pounds.
[00:23:29.514 --> 00:23:31.995]  Get details at InfidelBodyArmor.com.
[00:23:32.156 --> 00:23:35.337]  That's I-N-F-I-D-E-L-BodyArmor.com.
[00:23:36.368 --> 00:23:37.328]  You've heard about Numana.
[00:23:37.548 --> 00:23:40.689]  True American pioneers and healthy GMO-free storable foods.
[00:23:40.929 --> 00:23:43.990]  Great tasting meals with no MSG, soy or chemical preservatives.
[00:23:44.250 --> 00:23:47.171]  No high fructose corn syrup or aspartame and gluten-free options.
[00:23:47.391 --> 00:23:50.552]  Plus superior 25-year shelf life and good enough to eat now.
[00:23:50.752 --> 00:23:51.473]  But have you heard this?
[00:23:51.773 --> 00:23:56.094]  Numana is so confident in our quality and taste, we'll give you $50 just to try it out.
[00:23:56.354 --> 00:24:01.256]  Call 888-597-0775 or use coupon code RADIO at checkout.
[00:24:01.496 --> 00:24:03.156]  GMO-freefoodstorage.com.
[00:24:03.436 --> 00:24:03.836]  Numana.
[00:24:04.037 --> 00:24:05.357]  Food storage you'll love to eat.
[00:24:40.933 --> 00:24:43.675]  These are two stories that are up on InfoWars.com.
[00:24:44.456 --> 00:24:47.478]  Low-flying Homeland Security helicopter to test for radiation.
[00:24:48.911 --> 00:24:52.173]  And then a second story that's up on DrudgeReport.com on the left-hand side.
[00:24:52.233 --> 00:25:00.258]  Despite dangerously high radiation levels, no caution signs at Surfers Beach, no action taken to protect the public at Radioactive Hotspot.
[00:25:00.278 --> 00:25:14.267]  We're going to be talking to our reporters who've been up and down the West Coast and their final report from the road before they fly back to Austin today, coming up after this break that we are approaching.
[00:25:15.780 --> 00:25:23.665]  And we're also going to get to another story that originated from InfoWars.com and PrisonPlanet.com, but the easiest place to find it is DrugsReport.com.
[00:25:24.086 --> 00:25:29.289]  Wells Fargo to begin charging customers for deposits, and we always are careful.
