[00:00:01.914 --> 00:00:03.076]  Coast to coast.
[00:08:29.322 --> 00:08:35.586]  And they look at the old man, it's three minutes to noon, and they say, I don't see any train, mister.
[00:08:36.766 --> 00:08:42.590]  All right, I'm telling you, it's going to come over that hill here in just a few minutes, and you'll have to jump out of the way, it's moving so quick.
[00:08:45.262 --> 00:08:59.456]  And a couple minutes later, they start to hear a noise off in the distance, and then, sure enough, there is the white light of its train light coming up over that hill, going 150 miles an hour, and will they jump out of the way of the train?
[00:08:59.676 --> 00:09:00.517]  That is the question.
[00:09:00.897 --> 00:09:07.063]  I've been telling you this train's coming, and now it's barreling down the tracks right at us.
[00:09:10.782 --> 00:09:11.242]  Right at us.
[00:09:12.143 --> 00:09:18.049]  You know, I told you a decade ago that they would sell us the derivatives they were already selling.
[00:09:18.269 --> 00:09:23.754]  They'd gotten rid of Glass-Steagall, I guess 12 years ago I told you, that they would implode the world economy.
[00:09:24.475 --> 00:09:30.720]  First imploding Europe, then Asia, then the United States would announce a new bank of the world that we would all pay our VAT and carbon taxes to.
[00:09:31.101 --> 00:09:33.123]  And it wasn't because I had a crystal ball.
[00:09:34.215 --> 00:09:37.117]  In my basement and I was consulting with Ouija boards.
[00:09:37.777 --> 00:09:40.679]  No, it was because the Trilateral Commission Plan is public.
[00:09:41.179 --> 00:09:43.881]  The State Department Memorandum 200 is public.
[00:09:44.982 --> 00:09:46.903]  The Club of Rome's reports are public.
[00:09:47.423 --> 00:09:52.486]  These globalists write books bragging to each other about what they're doing to us.
[00:09:52.546 --> 00:10:03.453]  It's all very funny to them that the average male lives through other males that throw balls around on a field and doesn't actually have any real life themselves.
[00:10:04.386 --> 00:10:12.669]  And just goes from work home, drinks beer, watches TV, and their children are programmed by the television set, and their wives are, and that is living on this planet today.
[00:10:13.349 --> 00:10:22.552]  And I'm not judging people that live like that any more than I judge someone who's been lobotomized, or put in under shock therapy, or run over by a car.
[00:10:22.972 --> 00:10:25.412]  These are victims of the social engineering.
[00:10:26.233 --> 00:10:31.634]  And I've read the father of social engineering's books, Edward Bernays.
[00:10:31.734 --> 00:10:33.155]  I've studied Joseph Goebbels.
[00:10:34.540 --> 00:10:35.861]  I know what they've done.
[00:10:37.943 --> 00:10:39.444]  I know it's a conscious plan.
[00:10:39.764 --> 00:10:43.006]  And I sit here saying, OK, this is what's going to happen next.
[00:10:43.667 --> 00:10:45.949]  And here's all the documentation.
[00:10:46.529 --> 00:10:49.771]  Oh, by the way, here's a 1965 Rockefeller Foundation document.
[00:10:50.092 --> 00:10:57.857]  It's up at InfoWars.com with links to the National Archives, in case you don't believe it, where they add sterilisers to the vaccines of cancer viruses.
[00:10:59.138 --> 00:11:03.582]  And their plan was to start reducing fertility and life expectancy.
[00:11:03.962 --> 00:11:08.024]  Now you can see that that's happened, but here's the doc and people are like, you know, that's too crazy.
[00:11:08.364 --> 00:11:09.805]  That guy must be making that up.
[00:11:10.485 --> 00:11:15.847]  Most people, at least the past, would not even go to the website, link it, go read it, and find out it's true.
[00:11:16.747 --> 00:11:17.908]  I mean, do you have children?
[00:11:19.569 --> 00:11:25.371]  Are you just going to say it isn't true and line them up and take the vaccines because the government wouldn't be doing that?
[00:11:26.892 --> 00:11:29.093]  Kind of like 14 years ago when a nurse inside
[00:11:30.683 --> 00:11:41.289]  A Department of Defense lab in San Antonio sent me documents that for decades all children in the Western world have their blood taken and put in secret databases for eugenics.
[00:11:41.630 --> 00:11:43.791]  Of course, you know in the last four years it's national news.
[00:11:44.631 --> 00:11:46.252]  I got a lot of apologies on that one.
[00:11:46.532 --> 00:11:48.674]  Well, I gave you the documents at the time.
[00:11:49.034 --> 00:11:50.715]  I got death threats over it.
[00:11:51.235 --> 00:11:55.758]  I've had whistleblowers that give me information that end up dead repeatedly.
[00:11:58.971 --> 00:12:00.232]  Why am I still alive then?
[00:12:00.272 --> 00:12:07.679]  Because I'm here, awake, and conscious, and putting my life in God's hands, and people are praying for me.
[00:12:08.259 --> 00:12:13.544]  That's in the spiritual realm, but in the temporal realm, if they kill me, it underlines everything I've said.
[00:12:13.924 --> 00:12:18.668]  It highlights it in indelible yellow marker, highlighter.
[00:12:19.149 --> 00:12:23.773]  It puts a hundred, a thousand exclamation points behind everything I've said.
[00:12:25.299 --> 00:12:26.079]  But they still may.
[00:12:26.820 --> 00:12:27.940]  So I'm committed.
[00:12:28.721 --> 00:12:30.161]  Because I know there's no future.
[00:12:30.201 --> 00:12:34.323]  Because I know, more importantly, that there's a world government run by the Fortune 100.
[00:12:35.524 --> 00:12:37.085]  I know what drives them.
[00:12:37.345 --> 00:12:40.906]  Their endgame is not money and power and sex.
[00:12:41.166 --> 00:12:43.708]  That's what they get the general public to sell out for.
[00:12:46.409 --> 00:12:50.471]  At the highest levels, these are highly dedicated people.
[00:12:51.596 --> 00:13:13.213]  Who are absolutely given to obsessive compulsive control freakism and who want their global takeover to be complete so that's why they want to dumb down the general population ahead of accelerated controlled plagues to forcibly reduce population by 80-90% as the UN Club of Rome and others have stated.
[00:13:14.514 --> 00:13:17.217]  And the weekly standard can come out and attack Ron Paul
[00:13:18.459 --> 00:13:23.542]  We're coming on my show and talking about CIA drug dealing, which has been in congressional reports and confirmed.
[00:13:23.562 --> 00:13:29.026]  They've been criticizing for being in the film Endgame, where they say Jones is nuts.
[00:13:29.086 --> 00:13:29.967]  He says the elite...
[00:13:31.348 --> 00:13:32.389]  Say they can live forever.
[00:13:33.069 --> 00:13:34.209]  I'm not the crazy one.
[00:13:34.309 --> 00:13:42.934]  I'm not the top globalist listed in the film with a bibliography at whatistheendgame.com where they say they're going to do this.
[00:13:43.054 --> 00:13:44.194]  I'm not saying it's real.
[00:13:44.794 --> 00:13:58.161]  I'm not saying that Lord Rothschild's gonna attain this, or Prince Philip, or Prince Charles, or the others that are in these reports.
[00:14:00.580 --> 00:14:01.420]  Ray Kurzweil?
[00:14:01.781 --> 00:14:04.302]  These are quotes from their books, saying it!
[00:14:05.222 --> 00:14:20.970]  See, when I show you a UN document, like the UN documents that are in Endgame, and the UN document says once world government is established, they won't just try to hold population at one point, they will then try to massively reduce it with controlled airborne Ebola and things.
[00:14:22.311 --> 00:14:26.213]  As Dr. Bianca Uti talked about in May National News four years ago.
[00:14:27.337 --> 00:14:31.079]  And so we need a world police state to carry out the 90% reduction.
[00:14:33.240 --> 00:14:37.963]  And then all this creepy stuff about the time will soon be at hand and we must prepare.
[00:14:38.103 --> 00:14:41.444]  This is a guy that wins international awards from the UN and others.
[00:14:43.325 --> 00:14:45.426]  And get standing ovations when he talks about this.
[00:14:46.767 --> 00:14:48.568]  In this control freak cult that they're part of.
[00:14:49.469 --> 00:14:54.652]  I report on that at Endgame and show clips of him and clips of his papers.
[00:14:55.293 --> 00:14:56.574]  And what does the Weekly Standard do?
[00:14:56.934 --> 00:15:01.597]  They run out with this article, The Company Ron Paul Keeps.
[00:15:01.817 --> 00:15:04.819]  Next sub-headline, Meet Alex Jones.
[00:15:06.980 --> 00:15:11.503]  And it says here, oh my gosh, Ron Paul was just on Alex's show this week.
[00:15:11.763 --> 00:15:12.503]  I'm going to read this later.
[00:15:12.523 --> 00:15:14.364]  We're going to re-air the Ron Paul interview, at least part of it.
[00:15:15.485 --> 00:15:18.187]  It literally got picked up by hundreds of newspapers because it was powerful.
[00:15:19.833 --> 00:15:24.737]  It said, oh my gosh, Ron Paul came on and talked about NORTHCOM and the U.S.
[00:15:24.777 --> 00:15:28.260]  military and enemy combatants for U.S.
[00:15:28.320 --> 00:15:30.862]  citizens, and he's nuts!
[00:15:31.503 --> 00:15:36.507]  It says Alex Jones is the biggest conspiracy theory in the world, except for maybe Ron Paul.
[00:15:37.008 --> 00:15:39.910]  They have this little fake epiphany of, oh no, there's one bigger!
[00:15:39.930 --> 00:15:41.111]  It's Ron Paul!
[00:15:41.872 --> 00:15:43.894]  He's Obi-Wan Kenobi, the Luke Skywalker!
[00:15:45.660 --> 00:15:54.906]  Ladies and gentlemen, I have CBS News, USA Today, all right here, saying, military on the streets of America, arresting citizens forever.
[00:15:54.967 --> 00:16:00.550]  It's national news, and they're saying, no, Alex Jones and Ron Paul are insane.
[00:16:00.570 --> 00:16:09.737]  And we're going to come back with the internet censorship bill in your face, the inventors of the internet, and I don't mean Al Gore going public saying it's a total takeover, all of it.
[00:16:10.936 --> 00:16:12.037]  Hi, this is Alex Jones.
[00:16:27.415 --> 00:16:28.236]  We're good to go.
[00:16:45.035 --> 00:16:50.638]  Order their combo gift pack and you'll save hundreds plus get free shipping on your entire order.
[00:16:50.918 --> 00:17:00.523]  Call eFoods today at 800-409-5633 or visit them online at efoodsdirect.com forward slash Alex to find the special.
[00:17:00.783 --> 00:17:06.886]  That's 800-409-5633 or efoodsdirect.com forward slash Alex.
[00:17:07.106 --> 00:17:09.467]  You can bet your life on eFoods Direct.
[00:17:12.715 --> 00:17:14.036]  You're subject to other police action.
[00:17:14.857 --> 00:17:15.777]  Tyranny is here.
[00:17:16.118 --> 00:17:19.640]  The grim future foretold in 1984 has become reality.
[00:17:19.980 --> 00:17:22.262]  It really says that the state is God.
[00:17:22.282 --> 00:17:27.726]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[00:17:28.146 --> 00:17:34.371]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[00:17:34.811 --> 00:17:40.374]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[00:17:40.795 --> 00:17:44.457]  Police State 4 chronicles the sickening depth to which our republic has fallen.
[00:17:44.977 --> 00:17:48.980]  Prepare to enter the secretive world of emergency dictatorship.
[00:17:49.260 --> 00:17:54.763]  Body scanners, sound cameras, citizen spies, stage terror and cameras on every street corner.
[00:17:55.203 --> 00:17:58.185]  It's only the beginning of the New World Order's hellish plan.
[00:17:58.765 --> 00:18:00.186]  The police state isn't coming.
[00:18:00.726 --> 00:18:01.167]  It's here.
[00:18:01.827 --> 00:18:08.850]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[00:18:10.991 --> 00:18:16.473]  When you're out on the road, the last place you want to be is on the road.
[00:18:17.634 --> 00:18:22.416]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[00:18:22.776 --> 00:18:29.299]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[00:18:31.516 --> 00:18:37.717]  They sew pride in every stitch Guarantee you love the way they fit
[00:18:39.998 --> 00:18:43.879]  They put a Diamond Gusset in the crotch, where you need it most.
[00:18:44.579 --> 00:18:47.700]  Blue Diamond Gussets, got it.
[00:18:48.420 --> 00:18:49.240]  Others don't.
[00:18:49.660 --> 00:18:51.541]  We turn jeans inside out.
[00:18:51.801 --> 00:18:53.301]  Diamond Gusset Jeans.
[00:18:53.581 --> 00:18:56.142]  Made in the USA with unparalleled quality.
[00:18:56.462 --> 00:19:02.723]  Our Defender Motorcycle Jeans combine Gusset comfort with Kevlar protection, so you can ride all day with confidence.
[00:19:03.103 --> 00:19:05.304]  Order yours at gusset.com.
[00:19:05.804 --> 00:19:07.825]  Diamond Gusset Jeans, got it.
[00:19:08.165 --> 00:19:09.025]  Others don't.
[00:19:10.236 --> 00:19:12.758]  Have you ever wanted to give a gift that expresses faith and liberty?
[00:19:12.958 --> 00:19:15.460]  Those powerful beliefs that shaped our nation at its founding?
[00:19:15.780 --> 00:19:20.284]  If so, pay close attention because this may be the most important holiday message you'll hear this year.
[00:19:20.644 --> 00:19:22.546]  Beautiful Liberty Blankets are now available.
[00:19:22.586 --> 00:19:26.169]  The Liberty Blanket is made right here in the USA out of all-natural cotton.
[00:19:26.329 --> 00:19:27.830]  It's ultra-soft, ultra-warm,
[00:19:27.990 --> 00:19:28.651]  We're good to go.
[00:19:50.666 --> 00:19:52.727]  Regularly $59.95, now just $39.95.
[00:19:52.927 --> 00:19:59.208]  It's the perfect Christmas gift that helps your friends and family remember our nation's most precious legacy.
[00:19:59.588 --> 00:20:02.349]  To order your Liberty Blanket, go to libertyblanket.com.
[00:20:02.609 --> 00:20:04.150]  That's libertyblanket.com.
[00:20:04.390 --> 00:20:04.830]  Or call 800-209-1258.
[00:20:04.850 --> 00:20:05.050]  That's 800-209-1258.
[00:20:05.110 --> 00:20:05.610]  Coast to Coast.
[00:20:05.670 --> 00:20:06.490]  Direct from Austin.
[00:20:06.550 --> 00:20:09.391]  You're listening to the Alex Jones Broadcasting Network.
[00:20:24.434 --> 00:20:25.155]  Big Brother.
[00:20:25.415 --> 00:20:26.697]  Mainstream media.
[00:20:27.098 --> 00:20:28.239]  Government cover-ups.
[00:20:28.479 --> 00:20:29.441]  You want answers?
[00:20:29.761 --> 00:20:30.903]  Well, so does he.
[00:20:31.824 --> 00:20:36.109]  It's Alex Jones on the GCN Radio Network.
[00:20:42.808 --> 00:20:44.250]  Alright, here's what we're gonna do.
[00:20:44.270 --> 00:20:58.207]  I am going to cover the open announcement that the worldwide, the UN, along with the federal government and the US, is going to openly start censoring the internet.
[00:20:59.148 --> 00:21:00.690]  We're gonna break that down.
[00:21:02.213 --> 00:21:10.038]  And we're going to get into the National Defense Authorization Act that Obama has said that he will sign after saying he wouldn't sign it.
[00:21:10.538 --> 00:21:14.280]  And of course it's now come out from all of the co-sponsors and authors.
[00:21:14.880 --> 00:21:19.363]  Carl Levin, John McCain, Lindsey Graham, all U.S.
[00:21:19.403 --> 00:21:19.823]  Senators.
[00:21:19.923 --> 00:21:21.824]  The clips are up at InfoWars.com.
[00:21:22.224 --> 00:21:24.326]  Drudge Report had it linked front page for two days.
[00:21:25.188 --> 00:21:37.939]  Millions of people watched the videos, of them all saying Obama told us to add the provision to have military on the streets of America, and to secretly arrest citizens, and to have citizens disappear.
[00:21:39.860 --> 00:21:42.943]  Meanwhile, the ACLU was running around saying Obama was against it.
[00:21:44.346 --> 00:21:53.451]  I was telling you three weeks ago, no, here is the letters from Obama's lawyers saying he doesn't particularly like the bill because he already has the power without Congress.
[00:21:53.972 --> 00:21:55.733]  Remember, he launched wars without Congress.
[00:21:55.773 --> 00:22:09.360]  So, at the end of the day, though, he said he's going to sign it because, well, if you want to go ahead and give me dictatorial powers and say I have them, which is what the bill says, it says the president can kill any citizen he wants, do anything is the fuhrer.
[00:22:10.041 --> 00:22:11.622]  Now, I want to be clear about this.
[00:22:12.839 --> 00:22:31.844]  Just because the President says that he's God, just because the Congress says he's our Fuhrer, that means our leader, just because the North Koreans call Kim Jong-il dear leader, dear Fuhrer, doesn't mean that he's above the law.
[00:22:31.944 --> 00:22:37.786]  Doesn't mean he's not a degenerate criminal protected by an armed gang called the North Korean military.
[00:22:39.244 --> 00:22:57.692]  Now Obama himself is a puppet, a teleprompter reading puppet, but the office of the presidency and the foreign banking interests that bankrolled him and others, and they're bankrolling Mitt Romney and Newt Gingrich, and demonizing Ron Paul, and brainwashing the public that Ron Paul can't win even though in some polls he's number one in Iowa and New Hampshire.
[00:23:03.314 --> 00:23:10.157]  Just because their puppet is being endowed now with these false powers doesn't mean they're constitutional.
[00:23:12.418 --> 00:23:16.560]  What, 180 years ago or so, the Supreme Court ruled black people weren't humans.
[00:23:17.740 --> 00:23:22.122]  And folks didn't like that, so a later ruling, they said, well, okay, they're two-thirds human.
[00:23:26.624 --> 00:23:31.446]  Now, they had laws where if a black man didn't pull a plow right, you could kill him.
[00:23:32.304 --> 00:23:34.213]  Now, does the black man have a right, 200 years ago...
[00:23:36.656 --> 00:23:45.463]  In a sugar cane field in Cuba or in Alabama to grab the bullwhip away and beat his would-be master over the head with it.
[00:23:45.723 --> 00:23:52.849]  Yes, organic, galactic, common law, organic law, universal law says yes.
[00:23:53.630 --> 00:24:03.538]  Just because the Nazis had laws saying Hitler could kill anybody he wanted to, and they could come to your house and arrest you and disappear you, doesn't mean that it's legitimate.
[00:24:04.537 --> 00:24:22.023]  You see, we had a rule of law, a Bill of Rights and Constitution, that said that it wasn't just your right, it was your duty, Declaration of Independence, to physically attack anyone who tried to take your life for liberty.
[00:24:22.283 --> 00:24:31.967]  And government was so afraid of the population for hundreds of years in this country, that despite the fact that we weren't perfect, we were the freest nation ever known and produced the most wealth.
[00:24:34.631 --> 00:24:43.473]  Mexico has triple the natural resources on average according to CIA Factbook and other prospectus than the United States, but can't produce one-tenth the wealth.
[00:24:43.513 --> 00:24:43.753]  Why?
[00:24:43.773 --> 00:24:44.534]  Because there's no freedom.
[00:24:44.934 --> 00:24:45.774]  There's a tiny elite.
[00:24:46.494 --> 00:24:48.014]  Same thing with all these other countries.
[00:24:48.595 --> 00:24:52.936]  But now you notice as the liberties are gotten rid of, the prosperity's going out the window.
[00:24:53.136 --> 00:24:55.957]  Let me ask you, how do you like the fruits of the New World Order?
[00:24:56.317 --> 00:25:00.738]  Of NAFTA, of GATT, of globalism, of the TSA, of the everything changed after 9-11?
[00:25:01.778 --> 00:25:04.264]  And all the bull of buying into that official story.
[00:25:04.284 --> 00:25:09.337]  I mean, even if you believe 9-11 was as they said it was, they certainly use it to take the general public's rights.
[00:25:10.575 --> 00:25:14.638]  To launch illegal wars, to lie about WMDs, to bankrupt the country.
[00:25:14.918 --> 00:25:29.968]  The United States is run by corporate interests that are anti-free market, use government to shut down their competition, and who are anti-family and anti-independence on every front and openly fund the environmental land grabbers, the carbon taxers, all of it.
[00:25:30.228 --> 00:25:31.189]  Go look at who funds it.
[00:25:31.309 --> 00:25:34.811]  Goldman Sachs, JP Morgan, Bank of America, Wells Fargo.
[00:25:34.971 --> 00:25:40.515]  They're all the ones that fund middle class tax increases to funnel your money and banker bailouts to them.
[00:25:42.036 --> 00:25:43.156]  They are the enemy.
[00:25:44.097 --> 00:25:45.978]  There is no America anymore.
[00:25:46.238 --> 00:25:47.939]  We're a corporate fiefdom.
[00:25:48.339 --> 00:25:49.899]  We're a corporate holding.
[00:25:49.939 --> 00:25:51.440]  We were conquered through fraud.
[00:25:51.620 --> 00:25:54.822]  But they can only hold it as long as you're not aware of it.
[00:25:55.629 --> 00:25:56.269]  For a time.
[00:25:56.589 --> 00:26:06.953]  But they're doing all of this now, saying, yeah, we're going to censor the internet, no due process, shut down whatever we want, AP, Reuters, Newsweek, Time Magazine, Wikipedia, all of them admitting it right now.
[00:26:06.993 --> 00:26:10.535]  Wikipedia is going to go dark, they're saying, for a few days, just to show you what it's going to be like.
[00:26:11.715 --> 00:26:15.697]  The feds are already grabbing thousands of websites a week, some of them totally legal.
[00:26:16.380 --> 00:26:33.324]  That are posting alternative music with authorization that's kicking the mainline recording industry's butt, so they don't have a monopoly on what becomes popular, so they have the feds just go shut down a multi-million dollar website, and the feds had to admit last week, oh, the site wasn't even illegal, but your site's still gone.
[00:26:33.845 --> 00:26:39.926]  This is all enshrined in part of a UN treaty that nexuses in with this US law.
[00:26:40.546 --> 00:26:42.527]  Our law is all under UN now.
[00:26:44.495 --> 00:26:52.520]  As Obama has said, as four of the Supreme Court justices have said, it can happen here, it is happening here.
[00:26:53.701 --> 00:27:04.247]  So for three weeks we have a debate about does the NDAA, National Defense Authorization Act, get rid of posse comitatus, put troops on the streets, allow them to attack anybody anywhere in the world, including U.S.
[00:27:04.267 --> 00:27:07.269]  citizens in the United States, kill you, torture you, disappear you.
[00:27:08.786 --> 00:27:10.868]  And at first people couldn't believe it.
[00:27:11.308 --> 00:27:12.609]  So they said it can't be true.
[00:27:13.310 --> 00:27:13.930]  I saw articles.
[00:27:14.010 --> 00:27:15.071]  Ron Paul's wrong.
[00:27:15.452 --> 00:27:16.673]  Alex Jones is wrong.
[00:27:16.713 --> 00:27:17.413]  All over the country.
[00:27:18.574 --> 00:27:19.415]  It can't be true.
[00:27:20.496 --> 00:27:25.260]  Because one subsection said citizens are exempt until another section said unless the government says so.
[00:27:28.064 --> 00:27:35.850]  Until Carl Levin and all these other senators, and there's video after video on Infowars.com breaking this down, came out and said, no, it does affect US citizens.
[00:27:36.350 --> 00:27:40.093]  Here's the article that we reposted today on the front page that has a boil down of all this.
[00:27:40.453 --> 00:27:45.037]  Presidential front runner warns martial law being established in America.
[00:27:45.842 --> 00:27:52.925]  It's got all the videos, the Ron Paul interview here, where he said the NDAA establishes martial law.
