[00:00:03.924 --> 00:00:04.685]  I don't know.
[00:20:06.420 --> 00:20:13.861]  It's the ultra-rich using the poor as pressure from above and below to like a vice grip go in on what's left of the middle class.
[00:20:14.442 --> 00:20:16.002]  I hope you understand this.
[00:20:16.162 --> 00:20:17.202]  I hope you realize this.
[00:20:18.222 --> 00:20:20.503]  Now I've got a battle plan to counter this.
[00:20:21.983 --> 00:20:31.745]  We have got, and I plan next Friday or this weekend coming up, to go to Friday, I'll probably be at the Dallas Fed.
[00:20:33.072 --> 00:20:33.792]  Uh, in the evening.
[00:20:33.892 --> 00:20:35.293]  I'll burn out at 2.
[00:20:35.973 --> 00:20:37.453]  Try to get up there before dusk.
[00:20:37.894 --> 00:20:39.594]  Maybe I'll have to go off early if I do this.
[00:20:40.174 --> 00:20:41.235]  Or have Aaron sit in for me.
[00:20:41.255 --> 00:20:41.775]  Aaron Dykes.
[00:20:42.375 --> 00:20:45.676]  I will get up to the Dallas Fed at like 6 o'clock for a demonstration.
[00:20:45.696 --> 00:20:46.736]  In fact, let's just announce it right now.
[00:20:46.776 --> 00:20:48.217]  I'll plan it right now here with you on air.
[00:20:49.917 --> 00:20:50.998]  This is just in my region.
[00:20:51.378 --> 00:20:51.998]  My neck of the woods.
[00:20:52.058 --> 00:20:52.938]  Region 6, FEMA.
[00:20:53.498 --> 00:20:58.060]  I will go and protest the Dallas Fed on Friday.
[00:20:59.173 --> 00:20:59.453]  Okay.
[00:21:00.613 --> 00:21:03.094]  Dallas Fed this next Friday.
[00:21:03.854 --> 00:21:06.435]  Dallas Fed this next Friday.
[00:21:07.275 --> 00:21:09.256]  Let's make it 6 o'clock.
[00:21:09.716 --> 00:21:14.098]  Dallas Fed over there, right in the middle of downtown Dallas.
[00:21:14.618 --> 00:21:17.138]  Richard, you used to live there, so did I. I was just there a few years ago.
[00:21:17.599 --> 00:21:18.559]  What's the name of that whole area?
[00:21:18.579 --> 00:21:21.200]  It's got the Natural History Museum right by it, the aquarium.
[00:21:21.220 --> 00:21:24.461]  You're not talking about Fair Park, are you?
[00:21:24.481 --> 00:21:25.201]  Yeah, yeah, Fair Park.
[00:21:25.841 --> 00:21:28.662]  Well, I mean, where is that that the Dallas Fed is based?
[00:21:30.751 --> 00:21:32.812]  I know it's downtown, but I'm not thinking, what's that exact area?
[00:21:34.832 --> 00:21:36.393]  It doesn't matter, we'll have maps and all that.
[00:21:36.793 --> 00:21:37.974]  Friday we're going to be there.
[00:21:38.514 --> 00:21:46.617]  Then I'm going to drive overnight and we'll have a demonstration at the Houston Fed at high noon the next day.
[00:21:47.117 --> 00:21:48.777]  High noon the next day.
[00:21:49.077 --> 00:21:50.518]  And wait, I'm not done from there.
[00:21:51.478 --> 00:21:53.099]  We have two or three Feds in Texas.
[00:21:54.719 --> 00:21:55.980]  San Antonio has one.
[00:21:57.389 --> 00:22:06.155]  Is it better to start in San Antonio than shoot to Dallas in the morning and then be in Houston Saturday evening?
[00:22:06.175 --> 00:22:16.761]  Or would you rather go to Dallas, Richard, since you're driving, Dallas, and then Houston, San Antonio, back?
[00:22:16.781 --> 00:22:20.344]  Alright, we'll do that.
[00:22:20.424 --> 00:22:26.247]  Dallas, Houston, and then Sunday morning we'll do San Antonio, and then I'll come back to the Sunday radio show.
[00:22:26.267 --> 00:22:26.888]  How does that sound?
[00:22:30.080 --> 00:22:30.921]  Alright, we'll do it that way.
[00:22:31.661 --> 00:22:32.462]  So that's the plan.
[00:22:32.902 --> 00:22:37.386]  Next Friday, I'm going to be at the Federal Reserve, and I'll explain why in a moment.
[00:22:37.567 --> 00:22:40.709]  Obviously, most of you know why, but I'll explain it to new folks who are tuning in right now.
[00:22:42.751 --> 00:22:45.874]  Next Friday, 6 o'clock, I want to see everybody there.
[00:22:45.894 --> 00:22:47.455]  That should give you time after work to get there.
[00:22:48.516 --> 00:22:50.678]  In downtown Dallas, at the Dallas Fed.
[00:22:51.319 --> 00:22:54.722]  Then, the next day, high noon, in Houston.
[00:22:56.033 --> 00:23:00.645]  I will be at the Houston Fed, where Ron Paul was, when the Army was out surveilling him.
[00:23:06.733 --> 00:23:07.414]  It took a good time.
[00:23:07.814 --> 00:23:08.375]  10 a.m.
[00:23:08.695 --> 00:23:09.496]  San Antonio.
[00:23:09.536 --> 00:23:18.905]  That way I have time to go for a few hours then get back in the bus and go up to Austin from San Antonio so I can do the two-hour radio show 4 to 6 p.m.
[00:23:19.486 --> 00:23:19.806]  Okay?
[00:23:20.147 --> 00:23:22.269]  So you want action, you got it, ladies and gentlemen.
[00:23:22.529 --> 00:23:27.173]  And I'm calling on a nationwide Occupy the Federal Reserve movement.
[00:23:27.374 --> 00:23:28.455]  You're seeing it born right here.
[00:23:28.835 --> 00:23:30.197]  Occupy the Federal Reserve.
[00:23:30.317 --> 00:23:33.040]  Occupy the crony capitalists, the crony fashionalists.
[00:23:33.280 --> 00:23:34.301]  They're not free market.
[00:23:34.701 --> 00:23:36.984]  Occupy the monopoly men of the Federal Reserve.
[00:23:37.464 --> 00:23:41.389]  We are going to point out, not General Wall Street and capitalism.
[00:23:41.409 --> 00:23:44.893]  They're saying Wall Street, free market, capitalism is to blame.
[00:23:45.859 --> 00:23:46.199]  Really?
[00:23:46.840 --> 00:23:54.944]  Government taking my money at gunpoint and giving over 27 trillion according to Bloomberg in the last three and a half years to foreign offshore banks and paying off U.S.
[00:23:55.004 --> 00:24:00.527]  media like MSNBC hundreds of millions of dollars of my tax money and your tax money on record?
[00:24:02.297 --> 00:24:02.817]  52% of the U.S.
[00:24:02.857 --> 00:24:07.421]  pays no income tax now, and they want to sick them on the rest of us that still do?
[00:24:08.301 --> 00:24:10.543]  These are offshore banks who are exempt from it all.
[00:24:11.264 --> 00:24:19.930]  We are not going to go protest everybody that works on Wall Street out of 10,000 plus companies or more that are represented in stocks there.
[00:24:20.210 --> 00:24:26.736]  Manufacturing companies, merchant companies, small and regional
[00:24:28.914 --> 00:24:31.736]  I mean, there's so many travel companies, hotel companies, all of it.
[00:24:32.116 --> 00:24:35.579]  Michael Moore says the problem is capitalism, period.
[00:24:36.099 --> 00:24:37.640]  This is not capitalism.
[00:24:38.200 --> 00:24:44.405]  This is megabanks who control the issuance of currency and credit since 1913, taking over our country.
[00:24:45.245 --> 00:24:47.066]  But I'm going further than that, ladies and gentlemen.
[00:24:47.446 --> 00:24:55.389]  I am sending Rob Jacobson and others to New York today to cover the George Soros provocateur protest.
[00:24:55.430 --> 00:25:12.237]  And we're going to point out there are real people, real patriots, who understand that it's crony, non-free market, monopoly fascism that we're dealing with that uses socialism at the grassroots to get us socialized, independent, and then transfer our wealth out of the country.
[00:25:13.527 --> 00:25:16.008]  The globalists are waging war against industrial bases.
[00:25:16.228 --> 00:25:18.448]  They're waging war against you having a successful business.
