[00:00:21.089 --> 00:00:21.889]  Welcome, my friends.
[00:03:17.821 --> 00:03:19.922]  Well, it was a kinetic, non-military action.
[00:03:20.402 --> 00:03:22.023]  It would last days, not weeks, Obama said.
[00:03:22.343 --> 00:03:27.865]  This war was launched to stop a humanitarian disaster.
[00:03:27.905 --> 00:03:29.405]  But it's created one.
[00:03:29.706 --> 00:03:31.546]  And the country is wrecked from end to end.
[00:03:31.566 --> 00:03:36.048]  And now the globalists will come in, take over the infrastructure, put the people in debt.
[00:03:37.304 --> 00:03:43.530]  It was Gaddafi that found out they were adding cancer viruses and HIV to flu shots and other vaccines.
[00:03:43.570 --> 00:03:44.511]  That came out years ago.
[00:03:44.551 --> 00:03:46.813]  It was Gaddafi that was building up Africa.
[00:03:47.954 --> 00:04:02.208]  He was an eccentric, weird dictator, but he was so arrogant, or a good guy if you look at it that way, that he actually did raise Libya from one of the lowest standards of living 40 years ago to the highest in Africa today.
[00:04:03.826 --> 00:04:15.276]  Now Libya will be used as an Afrikan command base for globalist military forces financed by US and European taxpayers to invade the whole of Africa.
[00:04:15.516 --> 00:04:24.904]  And that's already begun at racing speed in Somalia, in Shad, in Uganda, and other areas.
[00:04:26.025 --> 00:04:28.227]  Now, you know I like to give you some background.
[00:04:29.704 --> 00:04:33.668]  Let's get to our special report now here in a moment, lifting the veil of evil.
[00:04:33.708 --> 00:04:35.410]  Why do you see Walter Cronkite right there?
[00:04:35.830 --> 00:04:40.315]  Not a perfect guy, a guy that wanted globalism, a guy who believed it would bring peace.
[00:04:40.375 --> 00:04:47.322]  He was a guy who called for world government because he really believed it would bring world peace, that you wouldn't have countries fighting each other.
[00:04:49.952 --> 00:05:02.761]  That said, Walter Cronkite, on CBS, and others, and I'm going to compile future reports on this because we've got the archival footage, literally hundreds of hours of it, that we've purchased.
[00:05:03.581 --> 00:05:12.387]  We're going to show you the difference between television 30, 40 years ago, in the 1960s and 70s, and what it has become today.
[00:05:14.228 --> 00:05:14.388]  In the
[00:05:17.120 --> 00:05:24.081]  In the 60s and 70s you couldn't show violence on television if it was simulated.
[00:05:25.002 --> 00:05:26.562]  Because violence wasn't a laughing matter.
[00:05:26.902 --> 00:05:30.683]  On gun smoke they couldn't show blood dripping from the mouth or a bullet wound.
[00:05:31.783 --> 00:05:41.045]  But they would show atrocities and war because that was real and you needed to see what was happening to make a decision about it.
[00:05:42.059 --> 00:05:47.141]  Fast forward to George W. Bush a few years ago, not letting people, and we'll cover this in a moment, see the coffins.
[00:05:48.982 --> 00:06:08.952]  Or the fact that when we showed the footage, released by WikiLeaks, of the chopper in Baghdad shooting up reporters from Reuters and Children, it was on hundreds of news channels, but on our YouTube channel it was removed and they threatened to ban our channel until I filed a counterclaim against them.
[00:06:10.182 --> 00:06:14.684]  And now it's come out Google's being ordered by the government to remove things that, quote, criticize the government.
[00:06:15.905 --> 00:06:18.206]  And we're now learning about an office of censorship that's coming.
[00:06:18.266 --> 00:06:29.532]  So, I'm going to upload this live newscast we're doing here on this Friday evening, tomorrow, to our main YouTube channel, the one with 150 million views.
[00:06:30.353 --> 00:06:38.337]  And I'm not sure what I'm going to do, but when YouTube removes it for claims that it's improper, I'm going to take some kind of action.
[00:06:39.278 --> 00:06:39.899]  Politically.
[00:06:41.541 --> 00:06:41.922]  Legally.
[00:06:42.783 --> 00:06:44.466]  Because this is about freedom of the press.
[00:06:44.907 --> 00:06:51.817]  If Walter Cronkite showed little girls running naked down the middle of the street with their skin burned off,
[00:06:52.671 --> 00:06:55.994]  Just like when you hear documentaries on NPR, they can play cussing.
[00:06:56.474 --> 00:06:57.976]  When I was a kid, I was like, wow, I'm hearing cussing.
[00:06:58.216 --> 00:06:58.977]  It's documentary.
[00:06:59.237 --> 00:07:00.278]  Or on PBS.
[00:07:01.039 --> 00:07:03.101]  This is documentary.
[00:07:03.521 --> 00:07:10.407]  The people have a right to see what happened in the 60s and 70s, and they have a right to see what happened just a few weeks ago.
[00:07:11.508 --> 00:07:16.293]  But we're not supposed to see the dead American soldiers, we're not supposed to see the dead children or the dying children.
[00:07:17.970 --> 00:07:20.051]  So I want to warn you what's coming up is graphic.
[00:07:20.291 --> 00:07:25.573]  But first we're going to show you what aired on NBC, ABC and CBS.
[00:07:25.713 --> 00:07:27.753]  All these clips you're about to see aired on those channels.
[00:07:28.514 --> 00:07:35.276]  During the family hour, when they wouldn't let somebody say darn it or damn on TV.
[00:07:37.247 --> 00:07:38.629]  Because most of these people were veterans.
[00:07:38.989 --> 00:07:46.820]  They'd seen, like my grandfather, my dad's dad, B-17 pilot, heavy combat after that, on the ground during the invasion of Italy.
[00:07:47.221 --> 00:07:50.465]  He would not let my dad or his brother go to see a violent movie.
[00:07:50.785 --> 00:07:52.908]  If something violent happened in a movie, he'd get up and leave.
[00:07:53.189 --> 00:07:54.731]  Not because he was a wimp, he was a tough guy.
[00:07:55.251 --> 00:07:56.833]  The point is, he'd seen a lot of friends die.
[00:07:57.053 --> 00:08:01.979]  He knew somebody bleeding and dying on a movie wasn't a joke, because he'd seen the real thing.
[00:08:02.259 --> 00:08:07.725]  Just like in the day of Walter Cronkite, you couldn't show simulated violence, but you could show real violence.
[00:08:08.916 --> 00:08:09.536]  You understand that?
[00:08:09.816 --> 00:08:11.177]  This isn't a laughing matter.
[00:08:11.277 --> 00:08:14.638]  All this simulated violence conditions us to accept all this.
[00:08:14.658 --> 00:08:31.483]  So I'm going to show you what could be seen at what ended the Vietnam War 30, 40 years ago, and why on broadcast TV today, on YouTube, on all these systems, they will shut down anybody that tries to show you anything.
[00:08:32.352 --> 00:08:34.513]  They do not want you to see.
[00:08:34.733 --> 00:08:40.414]  They're banning videos that show mass graves of dead black Africans killed by the Al-Qaeda forces NATO put in right now.
[00:08:40.975 --> 00:08:42.995]  That's just the mass graves of the lined up dead bodies.
[00:08:43.435 --> 00:08:46.416]  Can't even show that, but they show grade school kids holocaust film.
[00:08:47.257 --> 00:08:52.018]  Because the people committing the new holocaust today around the world don't want you to see this.
[00:08:52.418 --> 00:08:53.619]  Let's go to the beginning of the report.
[00:08:56.499 --> 00:08:59.240]  This is the 25th edition.
[00:08:59.380 --> 00:09:01.261]  The newest troops in South Vietnam and the United States.
[00:09:07.043 --> 00:09:10.264]  Like most of our troops, they have been taught to depend on firepower.
[00:09:11.305 --> 00:09:12.745]  And depend on it they do.
[00:09:14.146 --> 00:09:20.208]  The objective is to push the Viet Cong back at least one half mile from brigade headquarters and the rest of the base camp.
[00:09:21.048 --> 00:09:28.451]  What is wanted is not only a camp, but a clear area all around the camp, so the enemy cannot sneak in close, unnoticed.
[00:09:40.089 --> 00:09:41.810]  Now here's what they wouldn't show today.
[00:09:42.630 --> 00:09:47.233]  That was shown, that child with their skin burned off, all over TV in the late 1960s.
[00:09:47.353 --> 00:09:49.834]  That little baby, that toddler burned, the napalm?
[00:09:51.175 --> 00:09:52.356]  That will not be shown today.
[00:09:53.196 --> 00:09:54.277]  Because you're not allowed to see it.
[00:09:55.357 --> 00:09:56.178]  They want to cover that up.
[00:09:56.498 --> 00:09:57.438]  Child with burned skin.
[00:09:59.219 --> 00:09:59.860]  That was shown.
[00:10:01.080 --> 00:10:01.681]  On television.
[00:10:02.721 --> 00:10:03.842]  All over the United States.
[00:10:04.282 --> 00:10:05.943]  A man shot in the head, blood pouring out.
[00:10:06.543 --> 00:10:07.184]  This was shown.
[00:10:07.544 --> 00:10:09.245]  That's the TV footage, not the original film.
[00:10:13.058 --> 00:10:20.581]  A monk burning themselves up to protest the war, the purest act of sacrifice by non-violence to illustrate what they were doing to the human soul.
[00:10:23.842 --> 00:10:25.043]  That was shown on television.
[00:10:25.063 --> 00:10:27.584]  There's the original television broadcast right there.
[00:10:28.404 --> 00:10:29.124]  That's CBS.
[00:10:29.144 --> 00:10:40.949]  We, the American people, the world's admired democracy, cannot ever again allow ourselves to be misinformed, manipulated, and misled into disastrous foreign adventures.
[00:10:41.812 --> 00:10:46.793]  The government must share with the people the making of policy, the big decisions.
[00:10:50.434 --> 00:10:51.534]  Ignorance is strength.
[00:10:52.674 --> 00:10:56.375]  Now, that is literally a tiny fraction.
[00:10:56.935 --> 00:11:03.037]  There's stuff a lot more hardcore that I said, you know, because of the time constraints, don't go to it, from the 1960s and 70s.
[00:11:05.583 --> 00:11:08.365]  Atrocities on both sides, but the public was shown it.
[00:11:09.045 --> 00:11:10.126]  Five and six o'clock.
[00:11:10.887 --> 00:11:11.407]  Ten o'clock.
[00:11:12.107 --> 00:11:15.570]  Everybody was shown this on broadcast television.
[00:11:16.630 --> 00:11:19.072]  Children watch this and parents let them watch it.
[00:11:22.154 --> 00:11:23.655]  Because it was reality.
[00:11:25.516 --> 00:11:30.520]  Parents wouldn't let you watch simulated violence because simulated violence wasn't a joke.
[00:11:31.220 --> 00:11:33.362]  They weren't inserted into the matrix yet.
[00:11:35.100 --> 00:11:40.543]  The footage you're about to see is, there's so many, literally hundreds of these videos, that it's just a compilation.
[00:11:40.983 --> 00:11:43.085]  Whatever box you look into, you're going to see a horror.
[00:11:43.385 --> 00:11:46.707]  A guy being hacked to death by the Al Qaeda forces because he's black in Libya.
[00:11:47.087 --> 00:11:48.268]  This is all Libyan stuff.
[00:11:48.968 --> 00:11:50.049]  People being shot in the head.
[00:11:50.589 --> 00:11:56.733]  Everything Walter Cronkite would show us 35, 40 years ago, that we're not supposed to see today.
[00:11:57.813 --> 00:12:04.379]  What changed in this world of sex and violence and everything to the max, but don't see the real thing?
[00:12:05.120 --> 00:12:09.564]  I had my YouTube channel suspended showing the Marines killing that puppy four years ago.
[00:12:13.484 --> 00:12:15.185]  Because they don't want you to see it.
[00:12:15.225 --> 00:12:23.531]  They want you to ignore it, and go to Las Vegas and play slot machines, or use drugs, or go watch porn, or do whatever you're doing, so you don't realize what your tax money's going to.
[00:12:23.751 --> 00:12:25.112]  But this is being done in your name.
[00:12:25.412 --> 00:12:30.075]  The rest of the world is seeing what you're about to see, and they're saying, you support it!
[00:12:31.076 --> 00:12:33.978]  Because our whore media won't show this to you.
[00:12:35.739 --> 00:12:39.422]  And I'm done cutting this stuff out on our YouTube channel and other web channels we have.
[00:12:39.862 --> 00:12:40.843]  It's going up there!
[00:12:42.031 --> 00:12:45.980]  I'm gonna make an issue out of this, and everybody, before they take this down, I'm sure they will.
[00:12:46.641 --> 00:12:49.427]  Before they take this down, you get it, you upload it as well.
[00:12:50.089 --> 00:12:50.890]  But I'm done!
[00:12:52.133 --> 00:12:52.654]  Go to the clip.
[00:12:53.547 --> 00:12:56.209]  An intersection littered with bodies.
[00:12:56.249 --> 00:12:57.851]  Counted a dozen.
[00:12:58.031 --> 00:13:00.373]  A grisly tableau of urban warfare.
[00:13:00.934 --> 00:13:02.935]  The victims' hands bound behind them.
[00:13:03.496 --> 00:13:05.738]  But these bodies appear to be black Africans.
[00:13:05.758 --> 00:13:09.261]  Black Africans make up a large portion of Gaddafi's army.
[00:13:09.641 --> 00:13:13.324]  Raising questions about whether the men were executed by the rebels.
[00:13:14.545 --> 00:13:18.869]  These terrible scenes sum up the horror of parts of Triple E now.
[00:13:19.410 --> 00:13:27.297]  Bodies strewn across the street, gunfire echoing through the sky, and large parts of the city remaining a no-go zone.
[00:13:28.996 --> 00:13:42.259]  I think it obviously sends a strong message around the world to dictators that people long to be free and they need to respect the human rights and the universal aspirations of people.
[00:13:42.499 --> 00:13:52.942]  We introduced the resolution in the United Nations that allowed us to protect civilians in Libya when Gaddafi was threatening to slaughter them.
[00:13:53.362 --> 00:13:57.183]  It was our folks in NATO who were helping to coordinate
[00:13:59.873 --> 00:14:05.914]  The difference here is we were able to organize the international community.
[00:14:06.855 --> 00:14:11.056]  We were able to get the UN mandate for the operation.
[00:14:11.076 --> 00:14:12.957]  We were able to get Arab countries involved.
[00:14:13.497 --> 00:14:20.419]  And so there was never this sense that somehow we were unilaterally making a decision to take out somebody.
[00:14:20.479 --> 00:14:23.520]  Rather it was the world community and that's part of the reason why
[00:14:24.318 --> 00:14:28.480]  This whole thing only cost us a billion dollars, as opposed to a trillion dollars.
[00:14:29.241 --> 00:14:30.221]  Not a single U.S.
[00:14:30.241 --> 00:14:31.162]  troop was on the ground.
[00:14:31.362 --> 00:14:33.223]  Not a single U.S.
[00:14:33.283 --> 00:14:35.324]  troop was killed or injured.
[00:14:36.225 --> 00:14:39.767]  And that, I think, is a record for success in the future.
[00:14:45.778 --> 00:14:54.084]  I am both surprised and deeply humbled by the decision of the Nobel Committee.
[00:15:06.946 --> 00:15:15.454]  The Nobel Peace Prize has not just been used to honor specific achievement, it's also been used as a means to give momentum to a set of causes.
[00:15:17.085 --> 00:15:20.447]  And that is why I will accept this award as a call to action.
[00:15:21.007 --> 00:15:24.649]  Well, this is what we've become, and there's his call to action.
[00:15:25.309 --> 00:15:29.051]  And if you believe this world has a right to see this footage, they can make their own decision.
[00:15:29.371 --> 00:15:36.095]  Get this video out to everybody and demand YouTube and others stop buckling to government pressure to shut down the truth.
[00:15:36.675 --> 00:15:42.038]  You know, you've seen where YouTube admits to their parent company, Google, the federal government is telling them to
[00:15:43.178 --> 00:15:45.098]  Shut down police brutality videos.
[00:15:45.639 --> 00:15:47.599]  Shut down videos, quote, critical of the U.S.
[00:15:47.639 --> 00:15:48.019]  government.
[00:15:48.679 --> 00:15:51.740]  We are becoming the equivalent of Communist China and its atrocities.
[00:15:52.480 --> 00:15:53.040]  And it's wrong.
[00:15:53.060 --> 00:15:56.701]  If we're going to criticize the Chinese for censorship, it's time to point out what's happening.
[00:15:57.061 --> 00:15:58.361]  So I'm throwing the gauntlet down.
[00:15:58.381 --> 00:16:00.342]  We're putting this up on the YouTube channel.
[00:16:01.042 --> 00:16:02.242]  And I'm going to have to take action.
[00:16:02.362 --> 00:16:08.123]  Because, look, the people, like Walter Cronkite said, have a right to not be manipulated and lied to.
[00:16:08.583 --> 00:16:10.724]  They have a right to see what's really going on in their name.
[00:16:11.943 --> 00:16:20.965]  And that little child, in absolute horror, with the whole bottom of their face blown off, is just a snapshot of the millions that have been killed in these globalist wars.
[00:16:21.766 --> 00:16:22.626]  And it needs to stop.
[00:16:23.146 --> 00:16:24.206]  It needs to come to an end now.
[00:16:26.727 --> 00:16:30.288]  Speaking of Google censorship,
[00:16:31.698 --> 00:16:36.141]  We're going to get to that in a moment, but first we have some news articles here.
[00:16:36.242 --> 00:16:42.927]  ABC and CBS News both cut away due to technical difficulties at the onset of the Oakland Police violence.
[00:16:44.328 --> 00:16:48.831]  This is being reported by... Well, they're admitting it.
[00:16:49.072 --> 00:16:53.635]  They're saying they had a glitch, a cutout.
[00:16:56.317 --> 00:17:00.701]  And ABC admits that they, quote, had a cutout, and so did CBS, if you believe that.
[00:17:02.981 --> 00:17:05.082]  Well then, I got some disinformation to sell you.
[00:17:05.402 --> 00:17:07.283]  Disinformation companies are actually a good outfit.
[00:17:07.303 --> 00:17:10.045]  They make the point that they're exposing disinformation.
[00:17:11.606 --> 00:17:15.628]  And then the Washington Post has coverage of the Oakland police rampage.
[00:17:16.128 --> 00:17:18.209]  They show a police officer petting a kitty.
[00:17:19.090 --> 00:17:20.651]  See, they've dehumanized humans.
[00:17:21.981 --> 00:17:23.123]  And that's
[00:17:39.482 --> 00:17:42.383]  You know, seen in simulated deaths millions of times on television.
[00:17:42.944 --> 00:17:48.987]  And so showing the cop petting a kitty, he's good, the humans are bad, it's all part of a puff piece.
[00:17:50.087 --> 00:18:06.135]  So, I thought we'd go ahead and go to some footage that illustrates that this militarization of police is really what the Founding Fathers warned about, and what Posse Comitatus post-Civil War warned about.
[00:18:06.935 --> 00:18:08.556]  That once you militarize police,
[00:18:10.819 --> 00:18:15.245]  And once you teach them that the public is their enemy, cops are supposedly peace officers.
[00:18:15.365 --> 00:18:18.429]  Peace officers are guardians of the society and the culture.
[00:18:19.901 --> 00:18:23.464]  But military is meant to kill an enemy and break things.
[00:18:23.724 --> 00:18:24.724]  Kill people and break things.
[00:18:25.225 --> 00:18:35.352]  And so when the police are militarized and mainly made up of folks who are mentally scrambled from five, six, seven tours in combat, they now see the public as their enemy.
[00:18:35.772 --> 00:18:40.735]  And I saw an article in the Drugs Report talking about thousands of Marines on Reddit.
[00:18:42.256 --> 00:18:50.580]  uh... driving up the story of this young marine Scott Olsen being shot at point-blank range with a tear gas round that has killed people.
[00:18:50.600 --> 00:18:56.302]  Remember that Red Sox post game where they shot the girl for no reason in the face of the one she died?
[00:18:57.563 --> 00:19:02.665]  And it talked about marines by the thousands being angry about their brother and I saw the comments by others saying
[00:19:03.883 --> 00:19:04.143]  Really?
[00:19:04.163 --> 00:19:11.526]  In effect, if you scroll down, I'm a Marine, and these Occupy Wall Street people are scum, and I say kill them, basically.
[00:19:12.706 --> 00:19:25.950]  Well, whether they're Marine or not, everybody has the First Amendment, and we're going to show you the footage of actually what happened.
[00:19:26.490 --> 00:19:31.432]  So they shoot him at point-blank range with a canister you're not supposed to shoot,
[00:19:32.768 --> 00:19:35.389]  Any closer than 50 feet, and that'll still break your ribs.
[00:19:36.970 --> 00:19:46.493]  They shoot him with that, just for fun, because everybody else ran in fear when the cops pulled out the guns and had the German Shepherds, but the veterans stood right up there and said, we have a right to speak out against the corrupt banks.
[00:19:46.813 --> 00:19:47.874]  That's what they reportedly said.
[00:19:48.094 --> 00:19:49.274]  The cops said, no you don't.
[00:19:49.394 --> 00:19:49.734]  Boom!
[00:19:50.214 --> 00:19:52.135]  Right in the face, his friend said, as reported.
[00:19:52.535 --> 00:19:56.017]  So he falls down, skull cracked, he's brain damaged, he might die right now.
[00:19:56.297 --> 00:19:58.497]  He's in critical condition, reportedly brain surgery.
[00:19:59.858 --> 00:20:02.339]  And the right wing's response is, kill him, he's not American.
[00:20:05.404 --> 00:20:06.804]  Yeah, people that call themselves right-wing.
[00:20:06.824 --> 00:20:08.565]  You're not right-wing, you're not left-wing.
[00:20:08.885 --> 00:20:12.586]  You're a bootlicker of the foreign banks sucking this country dry.
[00:20:13.146 --> 00:20:14.806]  Now, I'm going to show you footage.
[00:20:15.026 --> 00:20:26.008]  People run over to help the guy with blood pouring out of his head, his head caved in, shot with a high-powered canister at point-blank range, and the cops just coldly pull a flashbang and throw it in the crowd like it's funny.
[00:20:26.388 --> 00:20:28.849]  Well, don't worry, the elite are going to treat you like that too, cop.
[00:20:29.069 --> 00:20:33.670]  They're going to take your pension funds, they're going to shoot you up full of cancer-laden vaccine shots.
[00:20:35.916 --> 00:20:39.879]  You think you've hired a bunch of psychos and now you're just going to get away with this forever?
[00:20:40.159 --> 00:20:43.562]  Your own masters are going to stomp you flat on the pancake.
[00:20:43.902 --> 00:20:45.043]  You shouldn't be worried about us.
[00:20:45.323 --> 00:20:49.566]  You should be worried about your own masters who God is going to turn loose to eat your lunch.
[00:20:50.707 --> 00:20:55.110]  Now good cops should repent of this and speak out against it or it's in your name.
[00:20:55.411 --> 00:21:00.795]  When you don't speak out against evil or don't care enough to say it matters or let somebody bleed to death in the gutter.
[00:21:02.679 --> 00:21:03.261]  It's on you.
[00:21:03.783 --> 00:21:04.586]  That's common law.
[00:21:05.228 --> 00:21:07.877]  About six years ago, a cop got run over up here on the highway.
[00:21:09.981 --> 00:21:13.864]  And on the side of the road, on the frontage road, and people drove by for an hour and didn't help him.
[00:21:13.904 --> 00:21:14.765]  I guess because he was a cop.
[00:21:15.285 --> 00:21:17.527]  Or they were intimidated by the uniform, and he bled to death.
[00:21:18.087 --> 00:21:18.928]  And I said that was wrong.
[00:21:19.248 --> 00:21:20.629]  That's a fellow human being right there.
[00:21:21.149 --> 00:21:27.494]  But when cops sit there and watch somebody bleeding out of their head on the ground, people come over to help them, and you attack them?
[00:21:28.335 --> 00:21:29.556]  My God, you people!
[00:21:30.316 --> 00:21:32.077]  Communist Chinese don't even act like that.
[00:21:32.438 --> 00:21:33.759]  I mean, you are really shameful.
[00:21:34.239 --> 00:21:35.300]  Let's go and go to this next clip.
[00:21:40.345 --> 00:21:41.286]  They have guns?
[00:21:42.287 --> 00:21:42.487]  Huh?
[00:21:42.667 --> 00:21:43.288]  They have guns?
[00:21:44.509 --> 00:21:48.393]  Remember, the media pulled out right before this happened.
[00:21:49.034 --> 00:21:51.877]  Both helicopters were told to leave, working with the cops.
[00:21:53.839 --> 00:21:56.462]  This is Tiananmen Square.
[00:21:58.644 --> 00:22:03.409]  And this of course, we got our YouTube channel basically shut down over this.
[00:22:05.461 --> 00:22:18.767]  Everybody else was allowed to show it on YouTube, and the news could show it, but we can't show you these kids being killed, or shot, because we put it in a true context of what it meant, actually reached out to the military, and pointed out that the U.S.
[00:22:18.887 --> 00:22:20.768]  Army came up and tried to save the kids.
[00:22:20.788 --> 00:22:22.729]  There they are killing Reuters reporters.
[00:22:24.050 --> 00:22:30.213]  Coming around clear.
[00:22:30.433 --> 00:22:30.633]  Roger.
[00:22:33.980 --> 00:22:36.162]  I request permission to engage.
[00:22:36.262 --> 00:22:37.223]  I'm picking up the wounded.
[00:22:37.343 --> 00:22:39.745]  I'm trying to get permission to engage.
[00:22:41.386 --> 00:22:42.367]  Come on, let's shoot!
[00:22:42.387 --> 00:22:45.929]  A Bushmaster Crazy Horse 1-8.
[00:22:48.832 --> 00:22:49.592]  There you go.
[00:22:51.934 --> 00:22:53.555]  Bushmaster Crazy Horse 1-8.
[00:22:53.735 --> 00:22:55.777]  Those weapons of mass destruction gotta be somewhere.
[00:22:56.477 --> 00:22:57.238]  Ha ha ha!
[00:22:57.278 --> 00:22:58.019]  Maybe under here.
[00:23:11.244 --> 00:23:12.505]  Now we get into the coffins.
[00:23:12.545 --> 00:23:23.949]  When I was flying back from a news event earlier this week, at the Austin Airport, they had a guy killed by an improvised explosive device.
[00:23:25.690 --> 00:23:30.232]  I guess kind of like that guy shot in the head by the tear gas canister, but that's liberty when they do that.
[00:23:30.912 --> 00:23:33.273]  This guy was killed by an IUD.
[00:23:34.953 --> 00:23:38.735]  And again, here's the Oakland footage from just a few days ago.
[00:23:40.499 --> 00:23:42.459]  We'll cut to where it actually starts here in a moment.
[00:23:42.919 --> 00:23:45.000]  Peaceful guy standing up there in front of the cops.
[00:23:45.740 --> 00:23:48.481]  They shoot him in the head with the canister.
[00:23:49.281 --> 00:23:52.021]  By the way, they're removing this video off YouTube and other channels.
[00:23:52.301 --> 00:23:59.343]  They don't want Americans to see what actually happened where they shoot the guy in the head and then when people try to help him, they throw a flashbang on him.
[00:23:59.463 --> 00:24:04.224]  Because it's funny, they're just American roaches and these are cops that work for bankers.
[00:24:05.924 --> 00:24:06.224]  See that?
[00:24:07.697 --> 00:24:08.478]  He's over there.
[00:24:08.878 --> 00:24:09.898]  They're trying to help him.
[00:24:10.639 --> 00:24:11.159]  Right there.
[00:24:12.440 --> 00:24:14.141]  I think we have it where we slow it down, right?
[00:24:15.242 --> 00:24:17.924]  Yeah, here it is.
[00:24:19.124 --> 00:24:20.045]  They've shot him in the head.
[00:24:20.065 --> 00:24:21.026]  Here comes the hand grenade.
[00:24:22.006 --> 00:24:22.687]  What happened?
[00:24:25.789 --> 00:24:26.509]  What happened?
[00:24:27.350 --> 00:24:28.030]  He got shot!
[00:24:28.070 --> 00:24:28.911]  What's your name?
[00:24:28.951 --> 00:24:30.351]  What's your name?
[00:24:30.371 --> 00:24:31.552]  What's your name?
[00:24:31.612 --> 00:24:31.792]  Shit.
[00:24:31.992 --> 00:24:32.413]  Medic!
[00:24:33.173 --> 00:24:33.954]  Medic!
[00:24:35.922 --> 00:24:38.084]  Scott Olsen was shot by police while standing still.
[00:24:38.124 --> 00:24:41.066]  The police fired at point-blank range, which is potentially fatal.
[00:24:41.607 --> 00:24:44.630]  The police shooting was unprovoked and incredibly dangerous.
[00:24:45.630 --> 00:24:48.032]  Well, you don't protest the banks that rape this country.
[00:24:48.873 --> 00:24:49.193]  Okay?
[00:24:49.614 --> 00:24:51.175]  Besides, the cops are petting kitties.
[00:24:51.255 --> 00:24:52.556]  I mean, the Washington Post said so.
[00:24:53.397 --> 00:24:56.600]  So that's what they're doing in Oakland, according to the Washington Post.
[00:24:56.900 --> 00:24:57.921]  Petting cats.
[00:24:58.221 --> 00:25:02.425]  And you're against cats if you don't like it.
[00:25:03.888 --> 00:25:11.432]  Now, speaking to Google and its subcompany, YouTube, about this, and people say, oh, if you don't like YouTube, just get off of it.
[00:25:12.133 --> 00:25:14.374]  About half the video views in the world are on YouTube.
[00:25:14.394 --> 00:25:17.276]  We've reached 300 million people there in just the last couple years.
[00:25:19.181 --> 00:25:25.083]  And they advertise it's free speech as long as you don't violate their rules, then the government tells them take stuff down so they do it.
[00:25:25.543 --> 00:25:32.206]  That'd be like if you go to a restaurant and it says there's something on a menu, uh, fettuccine alfredo, and they bring you a rotten rat.
[00:25:32.846 --> 00:25:35.487]  You, it's false advertising, you have a right to get upset about it.
[00:25:35.787 --> 00:25:37.447]  This is the new political commons.
[00:25:38.508 --> 00:25:38.868]  Okay?
[00:25:39.468 --> 00:25:40.428]  We built YouTube.
[00:25:40.929 --> 00:25:47.831]  And I'm, they've come out with their transparency report, and admit all these different cases where they've been told to take stuff down by the government.
