[00:00:06.124 --> 00:00:10.327]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:07:22.056 --> 00:07:34.060]  Not only does the Silver Lungs System produce endless colloidal and ionic silver solutions, it also comes equipped with the proper applicators and devices needed to deliver your silver solutions directly to key target areas.
[00:07:34.820 --> 00:07:42.082]  This includes the eyes, ears, nose, lungs, topically to the skin, and orally for the digestive system.
[00:07:42.782 --> 00:07:52.367]  Be sure to watch our new 7-minute video tour of the Silver Lungs System at www.SilverLungs.com to learn more about how the Silver Lungs System works.
[00:07:53.148 --> 00:07:56.410]  As well, we are always ready to answer any questions you may have.
[00:07:57.070 --> 00:08:00.272]  That's www.SilverLungs.com.
[00:08:01.893 --> 00:08:07.436]  He's the T-Rex of political talk, Alex Jones on the GCN Radio Network.
[00:08:10.484 --> 00:08:12.365]  Welcome back to the Alex Jones Show.
[00:08:12.405 --> 00:08:14.467]  Alex will be back in the next segment.
[00:08:15.067 --> 00:08:16.168]  Associated Press.
[00:08:16.228 --> 00:08:19.470]  Qaddafi militia opens fire on Libya protesters.
[00:08:19.931 --> 00:08:32.660]  Militias loyal to Muammar Qaddafi opened fire Friday on protesters streaming out of mosques and marching across the Libyan capital to demand the regime's ouster, witnesses said, reporting at least four killed.
[00:08:33.060 --> 00:08:39.805]  In rebellious cities in the east, tens of thousands held rallies in support of the first Tripoli protests in days.
[00:08:40.345 --> 00:08:46.269]  And now we have Reuters reporting that rebels now control the oil fields in the east of the country.
[00:08:46.849 --> 00:08:50.892]  Libyan rebels say control oil fields honour deals.
[00:08:51.693 --> 00:09:02.940]  Rebels in eastern Libya said on Friday they now controlled most of the oil fields east of the town of Ras Lanuf and said they would honour oil deals as long as they were in the interests of the people.
[00:09:03.501 --> 00:09:10.125]  Now that's interesting because we posted another Reuters story this morning on PrisonPlanet.com which said that
[00:09:10.966 --> 00:09:21.335]  Oil supplies and oil plants are completely unaffected by this, so either somebody's exaggerating or there have been some dramatic developments in the past few hours.
[00:09:22.076 --> 00:09:26.681]  Another Reuters story, Libya oil production to shut down completely.
[00:09:27.281 --> 00:09:28.442]  Bank of America.
[00:09:29.503 --> 00:09:40.386]  Reuters, oil production in Libya is expected to shut down completely and could be lost for a prolonged period of time, Bank of America Merrill Lynch said on Thursday.
[00:09:40.787 --> 00:09:53.831]  Quote, we expect Libyan production to be shut down completely and we might lose sweet crude from Libya for a prolonged period of time, Bank of America Merrill Lynch analyst Sabine Schells told Reuters.
[00:09:54.551 --> 00:09:54.731]  So,
[00:09:56.664 --> 00:10:00.868]  There was a rumour of Gaddafi being shot yesterday, that jacked up oil prices.
[00:10:01.609 --> 00:10:04.912]  Last time I looked today they were either flat or slightly down.
[00:10:05.672 --> 00:10:17.423]  So all this is working towards the benefit of the crowd, the globalists, the post-industrial revolutionaries who want to push oil up to at least $200 a barrel.
[00:10:17.463 --> 00:10:21.367]  We had the report a couple of days ago from the big investment firm that said
[00:10:22.047 --> 00:10:28.574]  If this continues to escalate, expect oil to shoot up to $220 a barrel in no time.
[00:10:28.614 --> 00:10:34.099]  And of course, you know precisely what that does to gas prices, which are already so high.
[00:10:35.500 --> 00:10:41.386]  So I've seen the groundwork now being laid for a US-NATO, UN-led humanitarian
[00:10:41.966 --> 00:11:02.438]  War on Libya, which will of course garner the enthusiastic backing of an army of leftist interventionists who so vehemently opposed George Bush for launching such wars, even though they were only slightly different in the fact that they were launched under a different pretext.
[00:11:03.218 --> 00:11:21.798]  And isn't it interesting that myself and Alex predicted that the Obama administration would do precisely what we now see unfolding, namely launch new wars on tricked-up and contrived humanitarian grounds.
[00:11:22.759 --> 00:11:24.481]  In an article we wrote, which you can
[00:11:25.242 --> 00:11:26.144]  Google search.
[00:11:26.384 --> 00:11:30.010]  It's entitled, The More Things Change, The More They Stay The Same.
[00:11:31.492 --> 00:11:33.876]  This was an article we wrote in November 2008.
[00:11:36.049 --> 00:11:40.032]  You know, nearly three and a half years ago before Obama even took office.
[00:11:41.213 --> 00:12:01.247]  And in that piece we warned that Obama was even more dangerous than Bush in many ways because he could launch his wars with the aid of left cover and not have to deal with the same level of vitriol that Bush did when he launched his invasions of Afghanistan and Iraq.
[00:12:02.597 --> 00:12:11.787]  And this is the exact quote from the article again written nearly three and a half years ago by myself and Alex Jones before Obama even took office.
[00:12:11.888 --> 00:12:16.933]  Quote, Obama may eventually withdraw a portion of troops from Iraq.
[00:12:17.867 --> 00:12:19.189]  And that's exactly what happened.
[00:12:19.229 --> 00:12:22.453]  They withdrew a token amount, replaced them with contractors.
[00:12:23.555 --> 00:12:24.516]  Continuing quote.
[00:12:25.217 --> 00:12:33.428]  But mark our words, they won't be home long before they are sent off to bomb another broken, backed, third world country.
[00:12:34.289 --> 00:12:49.401]  This time, in the name of a United Nations-backed humanitarian war, just as Bill Clinton presided over in Somalia and Serbia with the full support of the establishment political left.
[00:12:49.962 --> 00:13:01.651]  Lo and behold, this so-called revolution now sweeping the region gives the globalists and their stooge Obama the exact pretext to do just that.
[00:13:02.631 --> 00:13:14.451]  So, what we predicted nearly three and a half years ago, that Obama would be the man, just as Clinton was, to launch humanitarian wars, is now unfolding before our very eyes.
[00:13:16.394 --> 00:13:19.257]  And, uh, you know, we're not boasting about it.
[00:13:20.398 --> 00:13:35.431]  It's easy to tell what these people are going to do because they pull the same political and geopolitical tricks over and over again with their, you know, WWE-style Republican-Democrat tag-team offensive.
[00:13:36.552 --> 00:13:38.875]  Which the American people fall for every time.
[00:13:39.335 --> 00:13:48.085]  Under a Republican, you get an aggressive, pre-emptive war, if not more than one, which is supported by conservatives.
[00:13:48.565 --> 00:13:55.212]  And under a Democrat, you have a, quote, humanitarian war, which is supported by liberals.
[00:13:56.033 --> 00:14:11.360]  So either way it's war, and either way the US, UK, EU, Israeli industrial complex reaps the windfall as well as the geopolitical leverage over the region.
[00:14:12.802 --> 00:14:23.792]  And, you know, remember Joe Biden, the Vice President, promised that Obama would be faced with an international crisis that he would have to deal with and make unpopular decisions.
[00:14:24.752 --> 00:14:28.716]  And it seems like Libya could now well be that crisis.
[00:14:28.776 --> 00:14:40.146]  And we called it three and a half years ago in this article in which we said that Obama was the perfect man to front so-called humanitarian wars.
[00:14:42.372 --> 00:14:54.261]  So, now we see the same global corporate establishment media that, of course, bit its collective tongue as nearly a million Iraqis were slaughtered.
[00:14:54.822 --> 00:15:06.171]  It's the same establishment media that brushes over the deaths of hundreds of innocent people killed by predator drones in Pakistan and Afghanistan every year.
[00:15:06.611 --> 00:15:09.373]  But now, they've suddenly found their conscience!
[00:15:10.234 --> 00:15:25.278]  And just by a miraculous coincidence, they've managed to discover that conscience, just as the New World Order launches a series of colour revolutions to reshape the Middle East in their image.
[00:15:26.278 --> 00:15:28.059]  And of course, North Africa as well.
[00:15:30.512 --> 00:15:38.178]  Let's just not mention the fact that the weapons Gaddafi is using to slaughter his own people were mostly purchased from Britain.
[00:15:39.319 --> 00:15:50.067]  You know, companies like Lockheed Martin, which are now conducting the census in Britain to steal and track all our information and put us all in terror databases because of our religion or our beliefs.
[00:15:51.288 --> 00:15:58.232]  Let's not mention the fact that David Cameron, in the past few days, has been on a tour of the region.
[00:15:58.512 --> 00:16:03.494]  Just by coincidence, it happened to have been occurring after the overthrow of Hosni Mubarak.
[00:16:04.935 --> 00:16:14.980]  Accompanied by no less than eight, count them, eight representatives from defence firms selling weapons and bombs.
[00:16:15.840 --> 00:16:18.962]  Oh, very convenient timing there.
[00:16:20.529 --> 00:16:30.217]  So you've got Cameron swooping in to sell them all the weapons, these post-revolutionary governments, which, of course, at the moment in Egypt is nothing more than a military dictatorship.
[00:16:31.778 --> 00:16:49.432]  Simultaneously, you have the US government and the European Union preparing a new Marshall Plan for the Middle East, they call it, preparing to spend billions of dollars of taxpayer money, again, even as they tell taxpayers to tighten their belts.
[00:16:50.489 --> 00:17:00.100]  Basically buying off these post-revolutionary governments as a means of hijacking, manipulating and steering the entire revolt.
[00:17:01.331 --> 00:17:11.674]  And I wrote an article on PrisonPlanet.com a couple of days ago, speaking to this fact that the US and the EU are now swooping in and buying off all these governments.
[00:17:12.675 --> 00:17:29.980]  A report out of the Australian, quote, in the US, Bill Richardson, former governor of New Mexico, a leading Democrat, foreign policy thinker, and a confidant of President Obama, told the Times, quote, Western governments need to think of this as a Marshall Plan type moment.
[00:17:30.660 --> 00:17:34.182]  And a dramatic change in the world's security order.
[00:17:34.202 --> 00:17:36.363]  Here's another quote.
[00:17:36.723 --> 00:17:43.447]  A senior official from the EU, US, Japan and Australia prepared for an emergency summit on the Middle East in Brussels this week.
[00:17:43.947 --> 00:17:53.552]  Mr. Richardson added, quote, we have to find a way to get on the right side of these democracy movements that are going to explode and continue to explode.
[00:17:54.432 --> 00:17:57.835]  Right, so they're going to have to find a way to get on the right side of them.
[00:17:58.495 --> 00:18:10.045]  In other words, they have to find the people who are going to emerge as the strongmen, which eventually happens, and they're going to buy them off, just as they had bought off Hosni Mubarak before that.
[00:18:11.085 --> 00:18:14.608]  Just as the US Embassy, according to the London Telegraph report,
[00:18:15.569 --> 00:18:29.094]  Had become aware of the fact that Mubarak was going to be overthrown in 2011, nearly three years before it happened, which gave them the perfect opportunity to put their men in to steer the revolution.
[00:18:29.154 --> 00:18:42.579]  And now, with those new dictator puppets about to take power, certainly in Egypt, and of course Tunisia as well, now we're talking about Bahrain and Libya, there are going to be plenty of
[00:18:43.539 --> 00:18:51.228]  Tasty little lucrative contracts and weapons deals to be done, which is why Cameron is in the region right now doing exactly that.
[00:18:54.111 --> 00:18:56.233]  So in other words, as I wrote in the article,
[00:18:57.443 --> 00:19:04.786]  You know, taxpayers are now labouring under the harshest economic conditions for at least two generations.
[00:19:05.647 --> 00:19:20.414]  But now they're going to use the money that we're supposed to pay them in higher taxes and cut back some public services to buy off whoever takes charge of these globalist-controlled, faux-colour revolutions.
[00:19:21.194 --> 00:19:22.175]  And on top of that,
[00:19:23.336 --> 00:19:35.014]  The Obama White House is preparing a $4 billion subsidy program which is aimed at keeping food prices low in Egypt.
[00:19:36.543 --> 00:19:38.845]  Oh, how about keeping food prices low in America?
[00:19:39.185 --> 00:19:42.647]  You know, record millions of Americans on food stamps in the United States.
[00:19:43.427 --> 00:19:45.809]  Hypocrisy there, to be sure.
[00:19:46.749 --> 00:19:47.550]  That's it for me.
[00:19:47.730 --> 00:19:55.535]  Alex is going to be back after the break to talk about a myriad of issues including Libya, oil and the global unrest sweeping the planet.
[00:19:55.575 --> 00:19:56.835]  I've been Paul Joseph Watson.
[00:19:57.136 --> 00:19:59.177]  Stay tuned for the Alex Jones Show live.
[00:20:01.903 --> 00:20:03.883]  Never buy home canning jar lids again!
[00:20:04.484 --> 00:20:04.984]  No kidding!
[00:20:05.164 --> 00:20:09.185]  When you buy Tadler Reusable Canning Lids once, you'll never buy canning lids ever again.
[00:20:09.545 --> 00:20:11.985]  Safely store emergency preparedness foods for years.
[00:20:12.305 --> 00:20:15.506]  Traditional metal lids are single-use throwaways containing BPA.
[00:20:15.766 --> 00:20:20.567]  But Tadler Reusable Canning Lids are guaranteed to last a lifetime when used as design for home canning.
[00:20:20.787 --> 00:20:27.509]  Tadler Lids are made with a USDA and FDA approved food grade plastic, safe for direct food contact, and contain no BPA.
[00:20:27.689 --> 00:20:31.570]  Tadler Lids are dishwasher safe, usable with standard pressure or water bath canning,
[00:20:31.730 --> 00:20:33.711]  Eliminate food spoilage from acid corrosion.
[00:20:33.831 --> 00:20:34.971]  Fit standard mason jars.
[00:20:35.191 --> 00:20:38.333]  Are indefinitely reusable and are proudly made in the USA.
[00:20:38.573 --> 00:20:41.194]  Place orders at ReusableCanningLids.com or call 1-877-747-2793.
[00:20:41.214 --> 00:20:41.254]  877-747-2793.
[00:20:41.294 --> 00:20:41.494]  Call 877-747-2793.
[00:20:41.554 --> 00:20:42.354]  Or go to ReusableCanningLids.com.
[00:20:42.375 --> 00:20:44.375]  That's ReusableCanningLids.com for Tadler Reusable Canning Lids.
[00:20:44.395 --> 00:20:45.396]  The original since 1976.
[00:21:01.383 --> 00:21:03.706]  They helped to create a New World Order.
[00:21:03.766 --> 00:21:05.988]  We are part of a New World Order.
[00:21:06.088 --> 00:21:08.872]  A New World Order based upon collective action.
[00:21:09.292 --> 00:21:14.058]  Invisible Empire is a damning indictment of the globalists through their own words and documents.
[00:21:14.418 --> 00:21:18.603]  The New World Order really is a tool for addressing a new world of possibilities.
[00:21:18.903 --> 00:21:21.245]  It means all the world under their control.
[00:21:21.265 --> 00:21:23.787]  The United Nations would take over America.
[00:21:24.147 --> 00:21:26.709]  The Trilateral Commission would control the world.
[00:21:27.049 --> 00:21:34.655]  Invisible Empire chronicles how men of power and influence have worked in stealth for centuries to establish an oppressive world government.
[00:21:34.986 --> 00:21:40.248]  I believe first of all that we now need nothing short of a world constitution for the global financial system.
[00:21:40.368 --> 00:21:42.649]  Global governance with the establishment of the G20.
[00:21:42.689 --> 00:21:46.630]  So it's going to be an inner ruling elite and then everyone else.
[00:21:46.890 --> 00:21:47.811]  And I got news for you.
[00:21:47.971 --> 00:21:49.271]  You're everyone else.
[00:21:49.291 --> 00:21:50.312]  Invisible Empire.
[00:21:50.792 --> 00:21:58.815]  Secure your copy today at InfoWars.com or PrisonPlanet.com or watch it online in the highest quality at PrisonPlanet.tv.
[00:22:00.316 --> 00:22:00.756]  Gold.
[00:22:01.096 --> 00:22:02.377]  It's like nothing else on Earth.
[00:22:02.637 --> 00:22:08.740]  From the Romans through the Renaissance, from the Industrial Age to the Space Age, gold has weathered the test of time.
[00:22:08.921 --> 00:22:12.723]  For 6,000 years, gold has remained the ultimate store of wealth.
[00:22:13.083 --> 00:22:14.984]  According to the World Gold Council and the U.S.
[00:22:15.024 --> 00:22:17.325]  Mint, demand is at an all-time high.
[00:22:17.465 --> 00:22:25.009]  The stage is being set for the reemergence of gold as the common-sense alternative to a fiat paper currency that gets weaker every day.
[00:22:25.009 --> 00:22:25.169]  Okay.
[00:22:25.549 --> 00:22:34.455]  Midas Resources is proud to offer the hard-hitting report that arms you with the truth you need to protect you and your family from the Fed's plans for your hard-earned money.
[00:22:34.615 --> 00:22:35.756]  Don't gamble with your future.
[00:22:35.896 --> 00:22:40.179]  Call Midas Resources today and ask for your free copy of As Good As Gold.
[00:22:40.339 --> 00:22:45.982]  Call 1-800-686-2237 for the report the Fed hopes you'll never see.
[00:22:46.262 --> 00:22:48.304]  As Good As Gold can be yours by calling 800-686-2237.
[00:22:48.324 --> 00:22:50.165]  If you have ever thought about owning gold,
[00:22:53.688 --> 00:22:55.174]  You must read this report.
[00:22:55.335 --> 00:22:56.359]  Call Midas today at 800-686-2237.
[00:22:59.761 --> 00:23:08.127]  The five main steps to great health are detoxification, an alkaline pH, elimination of infections, optimal hormone levels, and re-nutrification.
[00:23:08.587 --> 00:23:12.449]  When all these factors are brought into play, then your body is supported to create radiant health.
[00:23:12.910 --> 00:23:16.292]  Of all the nutrients needed by the body, protein plays a dominant role.
[00:23:16.652 --> 00:23:22.096]  The type, quality, and digestibility of that protein plays a key role in how good you feel on a day-to-day basis.
[00:23:22.636 --> 00:23:28.420]  Of all the proteins that nature offers, one is the most digestible and offers the most benefits for the most people.
[00:23:28.800 --> 00:23:32.021]  It is unheated whey protein powder from grass-fed cows.
[00:23:32.681 --> 00:23:37.123]  One World Whey is the first ever unheated whey protein powder from grass-fed cows.
[00:23:37.623 --> 00:23:40.464]  It is easily digested and comes in three delicious flavors.
[00:23:40.884 --> 00:23:47.066]  Whether you want better energy, better blood sugar, more endurance, or clearer thinking, One World Whey is a must for you to try.
[00:23:47.086 --> 00:23:48.246]  Call 888-988-3325 or visit oneworldwhey.com.
[00:23:48.326 --> 00:23:49.286]  That's oneworldwhey.com.
[00:24:05.760 --> 00:24:11.252]  There's a gun and ammunition just inside the doorway.
[00:24:11.272 --> 00:24:16.001]  Use it only in emergency.
[00:24:18.112 --> 00:24:20.853]  NATO action in the Mideast.
[00:24:20.933 --> 00:24:22.693]  That's the headlines pouring out.
[00:24:22.753 --> 00:24:25.254]  Qaddafi militia open fire on protesters.
[00:24:25.694 --> 00:24:28.715]  Libyans hold mass protest and push to oust leader.
[00:24:29.215 --> 00:24:31.216]  Oil production to shut down completely.
[00:24:31.676 --> 00:24:34.417]  Rebels say they have seized control of the oil fields.
[00:24:34.777 --> 00:24:40.179]  Qaddafi offers $400 per family as rebels close in on capital.
[00:24:42.279 --> 00:24:43.800]  And it continues.
[00:24:43.820 --> 00:24:47.481]  11 killed as Iraqis protest in day of rage.
[00:24:50.197 --> 00:24:52.759]  Al-Sadr returns after three years in Iran.
[00:24:52.859 --> 00:24:54.680]  Syria rejects nuke probe.
[00:24:55.300 --> 00:24:57.301]  China's web police block U.S.
[00:24:57.361 --> 00:24:58.322]  Ambassador's name.
[00:24:58.422 --> 00:25:02.504]  Al Jazeera enrages dictators, wins viewers with coverage.
[00:25:02.904 --> 00:25:10.508]  Qaddafi still jamming it over much of the Middle East with a powerful jamming signal, blocking the satellite transmission.
[00:25:10.529 --> 00:25:15.031]  We're going to be going over all of that today.
[00:25:16.992 --> 00:25:28.401]  Later in the next hour, because I still want to collect my thoughts on this, because I have a lot of mixed feelings on it, I'm going to obviously talk about the biggest story right now in the United States and in Europe.
[00:25:28.961 --> 00:25:31.263]  There is no doubt it is the biggest story right now.
[00:25:32.264 --> 00:25:43.253]  Quite frankly, the biggest story in the world should be what's happening in the Middle East and North Africa and with the economy and with dollar devaluation going into high gear, going ballistic.
[00:25:44.233 --> 00:25:44.734]  But it's not.
[00:25:46.847 --> 00:25:59.410]  The biggest story right now in the media is Charlie Sheen's radio interview here yesterday and the canceling of the rest of the season for the number one TV show on television, Two and a Half Men.
[00:25:59.470 --> 00:26:01.751]  Not the number one sitcom, the number one TV show.
[00:26:04.071 --> 00:26:15.174]  And I did not know that Charlie was going to come on air and cover those topics, but I respect the fact that he wanted to come on and
[00:26:17.543 --> 00:26:18.064]  Discuss it.
[00:26:32.219 --> 00:26:58.575]  creator of two-and-a-half men who in the last three weeks has been putting out vanity cards at the end of two-and-a-half men and two other hit shows he has calling charlie soulless uh... saying he's gonna outlive charlie and then leaking things reportedly uh... to the media to basically blame everything on charlie when there wouldn't be a two-and-a-half men show without both chuck lorre and charlie sheen without the creator and then the main engine pulling the whole thing
[00:26:59.535 --> 00:27:05.657]  But I wanted to get Charlie on because I spent time with him and he was completely clean and is still reportedly.
[00:27:06.397 --> 00:27:09.779]  And just to talk about a lot of things in the media that were exaggerated or not true.
[00:27:10.399 --> 00:27:14.580]  But I think we got Charlie on a day when he was fed up and very angry.
[00:27:15.841 --> 00:27:22.183]  And a lot of the things he was doing was joking.
[00:27:22.223 --> 00:27:24.103]  Charlie loves Thomas Jefferson.
[00:27:25.084 --> 00:27:27.565]  Sometimes he gets into this kind of satirical dark humor.
[00:27:31.363 --> 00:27:36.804]  You know, he's seen websites making fun of him, claiming he's a Vatican assassin, so he made that joke.
[00:27:37.244 --> 00:27:39.185]  They're saying he's a warlock, so he made that joke.
[00:27:40.025 --> 00:27:44.766]  He is obviously not a ninja, when he said that.
[00:27:45.366 --> 00:27:48.287]  I'm obviously not a ninja, or any of those other things.
[00:27:49.427 --> 00:27:55.028]  But the media, of course, picked it up like he was being serious and taking it out of context when he was laughing.
[00:27:56.108 --> 00:27:57.469]  But he is high on life.
[00:27:59.355 --> 00:28:03.598]  When I've quit tobacco, many times off and on in my life, I've had a lot of struggles with it.
[00:28:04.279 --> 00:28:06.300]  Only substance I've really had problems with.
[00:28:06.380 --> 00:28:07.081]  Well, coffee.
[00:28:07.681 --> 00:28:09.522]  I've quit it before, but boy do I love it.
[00:28:09.702 --> 00:28:10.803]  And that's a serious drug.
[00:28:11.804 --> 00:28:12.585]  When I've gone off...
[00:28:13.550 --> 00:28:16.272]  Nicotine and coffee for a week.
[00:28:16.613 --> 00:28:19.855]  After about a week of feeling terrible, I get crazy with energy.
[00:28:20.116 --> 00:28:21.477]  The whole office has pointed it out.
[00:28:21.497 --> 00:28:26.801]  They're kind of like, you're a nicer guy, Alex, when you're chewing tobacco or smoking cigarettes.
[00:28:26.841 --> 00:28:28.002]  Yes, folks, I chew tobacco.
[00:28:28.062 --> 00:28:29.023]  I'm from Texas, okay?
[00:28:29.063 --> 00:28:29.704]  I'm a redneck.
[00:28:30.104 --> 00:28:31.065]  Let's just get down to it.
[00:28:31.565 --> 00:28:36.309]  I'll put a big old wad of Redman right here, and I swallow the juice.
[00:28:37.551 --> 00:28:38.371]  I got a spittoon.
[00:28:40.988 --> 00:28:43.930]  And I've quit that for a long time, at least a few months.
[00:28:45.971 --> 00:28:51.654]  I think it's better than cigarettes torching my lungs, but it sedates me, really.
[00:28:51.694 --> 00:28:55.857]  And of course, it's been scientifically proven that nicotine does calm.
[00:28:57.538 --> 00:29:09.145]  When you see the wild, crazy rants, and you see me lose weight when I'm working out a lot, and then I tend to gain it back, that's when there'll be months of just craziness on the show, because I'm so alive
[00:29:10.473 --> 00:29:15.576]  And I think that's basically what was happening with Sheen.
[00:29:16.376 --> 00:29:20.898]  He stands by the things he said, and I talked to him a lot last night.
