[00:00:11.752 --> 00:00:13.093]  He stands for truth.
[00:05:41.534 --> 00:05:43.555]  And lo and behold, they do it all the time.
[00:05:44.551 --> 00:05:45.111]  Admitted.
[00:05:45.131 --> 00:05:48.412]  Declassified over and over and over and over again.
[00:05:48.652 --> 00:05:50.233]  Just Google Operation Ajax.
[00:05:50.253 --> 00:05:51.854]  You'll be at CIA.gov.
[00:05:52.174 --> 00:05:54.575]  They brag how they staged terror attacks on the government website.
[00:05:54.595 --> 00:05:58.036]  You know, it's just how they do it, how they operate.
[00:05:58.076 --> 00:05:58.756]  It's very funny.
[00:05:59.942 --> 00:06:02.803]  And I'm sorry I know how to go to CIA.gov and read about it.
[00:06:03.263 --> 00:06:05.044]  And I'm sorry I know how to make films about it.
[00:06:05.064 --> 00:06:07.285]  And I'm real sorry that I dare to talk about it.
[00:06:07.305 --> 00:06:08.345]  But I'm not going to shut up.
[00:06:08.766 --> 00:06:16.188]  Because we, until we expose that criminal elements in our government are staging terror attacks and staging events, they're going to continue to do it.
[00:06:16.368 --> 00:06:21.530]  And not just kill innocent people, but then take my freedom and make me a slave in the name of keeping me safe.
[00:06:22.771 --> 00:06:26.072]  So I'm here to tell you, I have had enough of all of this.
[00:06:27.173 --> 00:06:28.233]  I am done with all of it.
[00:06:29.113 --> 00:06:35.118]  And I see this story here, attacking this intelligent, incredible actress, 32-year-old woman.
[00:06:36.319 --> 00:06:39.061]  But I could have told you, when I woke up this morning, I mean, I knew it.
[00:06:40.082 --> 00:06:41.303]  I knew, because it had just broke.
[00:06:41.423 --> 00:06:43.145]  And I said, the attacks will be incredible.
[00:06:43.165 --> 00:06:48.569]  I told my wife, who lived in France and speaks French, is a French major at UT, graduated UT, loves French.
[00:06:48.589 --> 00:06:50.250]  She's a Frankphile, I guess you'd call them.
[00:06:51.291 --> 00:06:54.133]  And if you love the British culture, you're an Anglophile.
[00:06:54.994 --> 00:06:55.895]  But she's a Frankphile.
[00:06:56.713 --> 00:06:58.234]  And I said, you watch.
[00:06:58.374 --> 00:07:00.476]  It is going to be savage.
[00:07:01.437 --> 00:07:01.937]  She said, why?
[00:07:01.957 --> 00:07:03.598]  They ignore Willie Nelson going public.
[00:07:03.618 --> 00:07:04.519]  And I go, well, he's an icon.
[00:07:04.539 --> 00:07:05.319]  They can't take him on.
[00:07:05.520 --> 00:07:08.622]  Well, they ignore all these defense ministers and German defense ministers.
[00:07:09.358 --> 00:07:21.364]  And former Italian presidents and all these former US CIA people and Bill Doyle, the head of the biggest 9-11 victims group, and the majority of the 9-11 families at conferences have marched around the White House saying they believe it's an inside job.
[00:07:21.625 --> 00:07:31.370]  The media ignores that and keeps using the families whose other family members the government killed in this staged event and saying, oh, they all don't believe it's an inside job.
[00:07:31.630 --> 00:07:33.071]  The families get very mad.
[00:07:34.051 --> 00:07:37.613]  So as soon as I saw that it was a French woman...
[00:07:38.471 --> 00:07:39.792]  Oh, and Hollywood.
[00:07:39.892 --> 00:07:40.593]  It's over, folks.
[00:07:40.613 --> 00:07:41.733]  They're going to go to the races.
[00:07:42.794 --> 00:07:46.036]  This is going to be a major national story for days.
[00:07:47.197 --> 00:07:53.842]  And I'm on the telephone to my Hollywood contacts, and I am going to try to get this incredible woman on the show.
[00:07:54.162 --> 00:07:55.383]  And she made some really good points.
[00:07:56.303 --> 00:08:00.926]  She made the point about how the buildings were leaning, how they had asbestos, how they said they wanted to destroy them.
[00:08:00.946 --> 00:08:02.728]  They were at less than half capacity.
[00:08:03.048 --> 00:08:04.909]  So they were chosen as a target.
[00:08:04.929 --> 00:08:05.790]  That's not the motive.
[00:08:06.050 --> 00:08:07.451]  You just choose a target that fits.
[00:08:09.513 --> 00:08:10.754]  It's a cost-benefit analysis.
[00:08:11.434 --> 00:08:12.695]  And then walks through it.
[00:08:12.975 --> 00:08:26.326]  By the way, Mr. Steele, in fact, I want to get him on this week, former high-level CIA analyst, he's gone public saying it's an inside job, but now he's gone more public writing a big treatise about how our government did it exactly.
[00:08:26.346 --> 00:08:31.150]  And, of course, it fits very closely in with mine from all the available evidence.
[00:08:31.290 --> 00:08:32.351]  Like new listeners tuning in,
[00:08:33.351 --> 00:08:38.836]  Did you know that it's admitted that the hijackers trained at spy schools all over the U.S.
[00:08:38.896 --> 00:08:40.838]  at every level of intelligence?
[00:08:41.719 --> 00:08:45.143]  And that the government admits they trained at our bases, but just says, just ignore that.
[00:08:45.723 --> 00:08:48.626]  The hijackers penetrated our bases and got spy training.
[00:08:50.067 --> 00:08:54.051]  Again, ladies and gentlemen, if you believe that, I've got a bridge I want to sell you.
[00:08:54.071 --> 00:08:56.914]  These guys admittedly worked for our intelligence agencies.
[00:08:57.324 --> 00:09:16.927]  Now, I don't know what they did on the planes, or I don't know where the story goes from there, but I know that they were working for our government, the government ordered a stand-down of NORAD, ordered a stand-down, and stood to gain, and that Bush had the launch order to attack Afghanistan on his desk the day before 9-11 happened, and in the months before had the carriers and the troops massed.
[00:09:18.488 --> 00:09:24.529]  And then they wrote a bunch of memos before that saying we need a huge terror attack as a pretext to enslave the American people and launch a global war.
[00:09:25.429 --> 00:09:25.869]  So, uh...
[00:09:26.770 --> 00:09:28.971]  Now, what is the controlled corporate press doing?
[00:09:29.231 --> 00:09:30.111]  The controlled media?
[00:09:31.071 --> 00:09:31.952]  Hollywood Today.
[00:09:32.012 --> 00:09:32.892]  Victim's Furious.
[00:09:32.912 --> 00:09:34.752]  This Oscar winner said 9-11 fake.
[00:09:35.093 --> 00:09:36.373]  New Depp movie targeted.
[00:09:37.493 --> 00:09:41.014]  We want to make sure she's not the actress on the new Johnny Depp movie.
[00:09:41.855 --> 00:09:43.395]  Yeah, good luck kicking her off that.
[00:09:43.455 --> 00:09:46.036]  Johnny Depp will give in to you when hell freezes over.
[00:09:46.056 --> 00:09:50.797]  I wonder if Johnny Depp knows 9-11's an inside job.
[00:09:51.077 --> 00:09:52.698]  I know the answer to that, but I'm not talking.
[00:10:00.836 --> 00:10:02.217]  It is a big idea.
[00:10:02.237 --> 00:10:04.357]  A new world order.
[00:10:05.077 --> 00:10:09.178]  In the near future, Earth is dominated by a powerful government.
[00:10:09.218 --> 00:10:11.799]  It's known as the Builder Earth.
[00:10:11.919 --> 00:10:15.019]  Could their objective be world domination?
[00:10:15.579 --> 00:10:17.980]  For thousands of years, their dark order grew.
[00:10:18.761 --> 00:10:26.149]  Now as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:10:29.113 --> 00:10:34.058]  For the first time in history, the elite's plan for world government is blown wide open.
[00:10:34.678 --> 00:10:35.799]  You have been warned.
[00:11:03.228 --> 00:11:04.269]  Hi, this is Ted Anderson.
[00:11:04.289 --> 00:11:07.850]  I want to tell you about our plans at Genesis to take Ron Paul Revolution to the air.
[00:11:08.431 --> 00:11:13.873]  The Ron Paul Air Corps plans to put 100 banner flights above the American cities to get the message out about Ron Paul.
[00:11:14.854 --> 00:11:19.676]  By the end of December, we plan to be ready to fly in Iowa and have 50 cities covered by February 5th.
[00:11:20.657 --> 00:11:22.838]  In order to accomplish this project, we need your help.
[00:11:24.139 --> 00:11:27.641]  Come to RonPaulAirCorps.com and make a contribution.
[00:11:27.881 --> 00:11:32.263]  It costs approximately $400 per hour to fly, so we need your generous support.
[00:11:33.487 --> 00:11:36.210]  Please consider donating to the ronpaulaircorps.com.
[00:11:36.850 --> 00:11:42.135]  As the ground troops canvass the neighborhoods, we plan to provide air support drawing as much media as possible.
[00:11:43.196 --> 00:11:46.059]  Come to ronpaulaircorps.com and make a contribution.
[00:11:47.320 --> 00:11:50.684]  That's ronpaulaircorps.com.
[00:11:51.785 --> 00:11:54.527]  Here's to freedom, the Constitution, and liberty.
[00:11:54.888 --> 00:11:56.509]  ronpaulaircorps.com.
[00:12:00.790 --> 00:12:02.471]  Our beloved republic is on her knees.
[00:12:02.791 --> 00:12:06.233]  The forces of globalism are destroying national sovereignty worldwide.
[00:12:06.413 --> 00:12:08.254]  But in liberty's darkest hour, there is hope.
[00:12:08.874 --> 00:12:11.595]  The first time in modern history, the people are beginning to wake up.
[00:12:11.935 --> 00:12:17.398]  It is essential that patriots worldwide accelerate their fellow man's understanding of the New World Order master plan.
[00:12:17.718 --> 00:12:21.660]  We have a short time frame to fully awaken and energize the people to meet this threat.
[00:12:21.980 --> 00:12:26.924]  In the Info War, PrisonPlanet.tv is a powerful weapon in the battle to regain our freedom.
[00:12:27.204 --> 00:12:29.987]  PrisonPlanet.tv is a vault of forbidden information.
[00:12:30.287 --> 00:12:37.153]  All 18 of my documentary films can be downloaded or screened in super high quality directly to your computer or iPhone and shared with others.
[00:12:37.553 --> 00:12:43.398]  Thousands of special video reports, from tainted vaccines to martial law, can be found in this online video library.
[00:12:43.578 --> 00:12:48.102]  My weekly news television broadcast, thousands of exclusive audio interviews, and so much more.
[00:12:48.402 --> 00:12:50.943]  The Info War is waiting for you to set it free.
[00:12:51.263 --> 00:12:52.943]  Join PrisonPlanet.tv.
[00:12:53.343 --> 00:12:55.144]  Burn the info bombs to dust.
[00:12:55.344 --> 00:12:57.164]  Put them on the file-sharing networks.
[00:12:57.484 --> 00:12:58.925]  Bring down the New World Order.
[00:12:59.305 --> 00:13:00.665]  PrisonPlanet.tv.
[00:13:01.185 --> 00:13:01.705]  Hi, neighbor.
[00:13:01.905 --> 00:13:03.766]  This is Steve Shank, Fearless Task Force.
[00:13:04.366 --> 00:13:06.967]  Life is a gamble, but you can stack the deck.
[00:13:07.907 --> 00:13:17.129]  If you knew what I know about all the problems food will protect you from, you'd start immediately to put every effort and dollar you can get into the biggest supply of food possible.
[00:13:17.842 --> 00:13:32.031]  When the dollar and economy crash, when the imported and genetically poisoned food is all that's left, when the quarantine and bird flu hit, our only protection and only chance to be fearless is having control of our own supply of food and enough of it.
[00:13:32.291 --> 00:13:39.996]  But if you knew what we haven't yet discovered, you wouldn't waste time listening to the rest of this announcement before charging out and getting a serious food supply.
[00:13:40.516 --> 00:13:41.056]  Decide.
[00:13:41.477 --> 00:13:43.358]  It's food now or probably never.
[00:13:43.738 --> 00:13:44.999]  But can you afford to be wrong?
[00:13:45.679 --> 00:13:46.379]  Decide now.
[00:13:46.880 --> 00:13:47.660]  Place your bet.
[00:13:48.440 --> 00:13:49.881]  Can you afford to be wrong?
[00:13:50.281 --> 00:13:51.702]  Call 800-409-5633 on the web efoodsdirect.com.
[00:13:51.742 --> 00:13:52.002]  Call 800-409-5633.
[00:13:52.022 --> 00:13:54.983]  You're listening to GCN, the Genesis Communications Radio Network.
[00:14:12.506 --> 00:14:13.086]  Yeah!
[00:14:13.106 --> 00:14:16.207]  We're back live, my friend!
[00:14:16.407 --> 00:14:19.308]  You know, I came out of the gates hot.
[00:14:19.348 --> 00:14:22.790]  Like a freight train.
[00:14:24.650 --> 00:14:26.171]  Headed for hell, as they say.
[00:14:29.132 --> 00:14:31.473]  The official story is what's on its knees.
[00:14:32.913 --> 00:14:34.153]  In a big way right now.
[00:14:35.474 --> 00:14:38.335]  But notice the mainstream controlled whore corporate press.
[00:14:39.565 --> 00:14:52.472]  Of sniveling fake left and fake right controlled opposition will not attack former Italian presidents and number three in the Blair government, Michael Meacher, and just all the engineers and colonels and generals.
[00:14:52.552 --> 00:15:01.036]  I mean, I've interviewed three-star generals, like one of them, Stubblebine, who was over special forces at Bragg.
[00:15:01.096 --> 00:15:04.378]  I mean, black ops super commander saying it's an inside job.
[00:15:04.398 --> 00:15:05.258]  I forget about him.
[00:15:06.318 --> 00:15:09.280]  I mean, the hundreds and hundreds and hundreds and hundreds and hundreds.
[00:15:09.918 --> 00:15:11.158]  Of incredible experts.
[00:15:11.178 --> 00:15:11.958]  You want experts?
[00:15:11.998 --> 00:15:12.819]  You want engineers?
[00:15:13.119 --> 00:15:14.019]  You want physicists?
[00:15:14.079 --> 00:15:16.339]  We got them.
[00:15:16.359 --> 00:15:17.540]  9-11's an inside job.
[00:15:18.240 --> 00:15:20.841]  Any way you cut it, the official story is a fraud.
[00:15:22.001 --> 00:15:24.601]  But see, they won't tackle all those people with credentials.
[00:15:24.921 --> 00:15:27.582]  They're going to try to tackle because they pick their targets.
[00:15:27.602 --> 00:15:35.744]  They think she's weak, and it's going to blow up in their face again because more people will just look into it and find out about all the evidence and the experts and look at it for themselves.
[00:15:38.211 --> 00:15:39.892]  We've got a huge guest coming on this week.
[00:15:39.952 --> 00:15:42.232]  I'm going to leave it at that on the weekday radio show.
[00:15:43.253 --> 00:15:44.813]  But we do.
[00:15:44.893 --> 00:15:45.774]  But it's not her.
[00:15:45.834 --> 00:15:46.874]  We're going to work on her.
[00:15:47.394 --> 00:15:50.755]  We've got somebody else big coming up this week.
[00:15:50.775 --> 00:15:54.356]  But for those that just joined us, yes, best actress this year.
[00:15:54.376 --> 00:15:55.297]  She won best actress.
[00:15:55.917 --> 00:15:58.538]  That's one of the two most coveted awards you can get.
[00:15:58.898 --> 00:16:00.038]  Best actor, best actress.
[00:16:00.719 --> 00:16:03.840]  And she won Marion Cartier.
[00:16:03.900 --> 00:16:05.240]  I'm probably pronouncing that wrong.
[00:16:05.260 --> 00:16:07.821]  My wife will skin me alive because she's got a degree in French, as I said.
[00:16:08.297 --> 00:16:09.798]  But calling 9-11 a U.S.
[00:16:09.858 --> 00:16:13.059]  fake, ignorant and despicable.
[00:16:13.079 --> 00:16:16.120]  And then she called 9-11 a U.S.
[00:16:16.200 --> 00:16:16.940]  government fake.
[00:16:17.260 --> 00:16:23.322]  You notice Hollywood Today takes out of context what she says and then puts it in quotes to make it an attack on America.
[00:16:24.323 --> 00:16:26.784]  This is the type of spin machine that they engage in.
[00:16:27.324 --> 00:16:31.785]  If she's a woman, she's French, she's a foreigner, it's over.
[00:16:31.985 --> 00:16:32.966]  You're going to hear about this.
[00:16:33.006 --> 00:16:36.507]  But notice you're not going to... Remember, you're learning how mind manipulation works.
[00:16:36.966 --> 00:16:38.747]  Notice you're not going to hear about any of the other people.
[00:16:39.287 --> 00:16:40.667]  They're going to choose.
[00:16:41.167 --> 00:16:47.649]  We've got a story pointing this out that Paul Watson's writing right now that by the end of this hour will be up on prisonplanet.com.
[00:16:48.070 --> 00:16:57.533]  I know Kurt Nemo over at our other big juggernaut, our other big news titan, infowars.com, is writing a story about this as well.
[00:16:58.613 --> 00:16:59.413]  And I would do it.
[00:16:59.433 --> 00:17:00.634]  I don't know what they're writing on.
[00:17:00.654 --> 00:17:01.854]  They both told me they're doing stories on this.
[00:17:02.568 --> 00:17:05.970]  I would at least add in there that notice they won't attack all the big experts.
[00:17:05.990 --> 00:17:09.352]  They'll attack this little lady because they think they can beat up a little woman.
[00:17:10.212 --> 00:17:13.814]  But again, that's going to blow up in their neocon trader faces.
[00:17:19.438 --> 00:17:21.579]  I'm gulping hot coffee, ladies and gentlemen.
[00:17:22.519 --> 00:17:26.242]  Okay, here is the other news that's coming up after I take some of your calls after the break.
[00:17:26.622 --> 00:17:28.243]  And that number, in case you want it, is...
[00:17:29.650 --> 00:17:40.755]  877-590-KLBJ or 877-590-5525 for stations across the country or if you're listening here in Central Texas, 836-0590.
[00:17:41.936 --> 00:17:44.437]  Here's some of the other news that I will cover today.
[00:17:44.937 --> 00:17:50.620]  Gold surges on economic uncertainty to all-time high, closing in on $1,000 an ounce.
[00:17:51.401 --> 00:17:58.304]  And, of course, that ties into statements made last Monday by Alan Greenspan about how the world should dump the dollar.
[00:18:00.137 --> 00:18:08.562]  And Kitco, the big gold site, highly respected, is saying that Greenspan had a senior moment.
[00:18:08.602 --> 00:18:09.823]  No, there's nothing senior about it.
[00:18:10.203 --> 00:18:11.304]  He means to hurt the country.
[00:18:12.264 --> 00:18:13.405]  They're just saying he's an idiot.
[00:18:13.465 --> 00:18:14.405]  No, he's not an idiot.
[00:18:15.146 --> 00:18:17.987]  When you slit somebody's throat, you do it carefully, with love.
[00:18:18.688 --> 00:18:19.368]  That's what he's doing.
[00:18:19.408 --> 00:18:20.789]  He hates the country, and that's what's happening.
[00:18:21.850 --> 00:18:23.611]  No, it's all about the globalists destroying the dollar.
[00:18:23.631 --> 00:18:24.291]  We'll explain that.
[00:18:25.272 --> 00:18:28.914]  Also, homeschooled Germans flee to the U.K.,
[00:18:31.713 --> 00:18:37.318]  Now, this is a story we covered briefly last week, but guess what happens this week in the United States?
[00:18:37.478 --> 00:18:38.959]  And I don't just have the news article about it.
[00:18:39.079 --> 00:18:45.585]  I actually went and got the court case in the Court of Appeals of the State of California, 2nd Appellate District, District 3.
[00:18:46.506 --> 00:18:48.528]  And you can read this for yourself.
[00:18:49.148 --> 00:18:50.229]  We even give you the case number.
[00:18:50.289 --> 00:18:52.431]  The government says they own your children in here.
[00:18:53.078 --> 00:19:01.827]  The government, I mean, anybody doubting the government's out of control, and they say homeschooling is illegal, and that they want to, because they've been telling families they can't homeschool in California.
[00:19:02.828 --> 00:19:10.336]  You see, the system's panicking, with around 4 million children homeschooling now, not eating their Ritalin, not gobbling their Prozac, not drinking their fluoride water.
[00:19:11.037 --> 00:19:15.562]  The establishment, we have documents on that, is very upset they're not having their IQ reduced properly.
[00:19:16.294 --> 00:19:20.896]  We have the government documents where they admit public education is about teaching your child to not be able to think.
[00:19:20.916 --> 00:19:23.536]  We've covered those at nauseam and given sources here.
[00:19:24.197 --> 00:19:30.879]  And just as we make this claim here today, we have the London Guardian, and we happen to have the actual court case from the state of California.
[00:19:31.499 --> 00:19:40.222]  And so that is our exhibits here for you, and we'll be going over how they say you do not, your children are not yours, they belong to the government.
[00:19:41.363 --> 00:19:45.144]  Also, in 2000, ABC News admitted what we already knew,
[00:19:46.252 --> 00:20:00.683]  Dan Burton's committee in Congress sued and demanded to get federal documents from the Food and Drug Administration, and they got them, where the Food and Drug Administration admitted that the Marisol, mercury, and vaccines did cause millions to have autism.
[00:20:01.464 --> 00:20:04.586]  Since then, they've had lots of propaganda and paid-for government studies.
[00:20:05.707 --> 00:20:15.295]  By the way, aspartame, every monkey that ate it died, and they still approved it in the 80s, so that's the government for you, but every monkey dies whether you're going to get approved for you and your family.
[00:20:15.970 --> 00:20:16.770]  Because the government loves you.
[00:20:16.790 --> 00:20:17.911]  But I'm digressing.
[00:20:17.951 --> 00:20:24.475]  Government studies saying mercury either is good for your brain, we have those, or that the mercury was out of them, which isn't true.
[00:20:24.495 --> 00:20:27.717]  You can verify that by going to the doctor and asking to see the shot insert.
[00:20:28.577 --> 00:20:30.498]  But we have this here today.
[00:20:30.598 --> 00:20:34.240]  Government concedes vaccine autism case in federal court.
[00:20:34.380 --> 00:20:35.641]  We actually have the case here.
[00:20:36.161 --> 00:20:43.546]  And the federal court admitted they only studied 4,900 cases of the millions and millions and concluded that...
[00:20:45.531 --> 00:20:49.074]  The federal court even convened a blue ribbon panel.
[00:20:49.094 --> 00:20:50.274]  Those are usually whitewashers.
[00:20:50.715 --> 00:20:56.559]  And they have awarded the individual who was damaged at 18 months.
[00:20:57.339 --> 00:20:58.980]  The child was happy, walking, giggling.
[00:20:59.301 --> 00:21:07.246]  But in the third round of shots, as it always is, the mercury went to toxic level and then started eating holes in the brain.
[00:21:08.086 --> 00:21:11.749]  See, because other heavy metals create plaques and kill some cells but then kind of just stop.
[00:21:12.398 --> 00:21:18.363]  You ever seen the movie Alien, where the acid just keeps burning through level after level of the spacecraft?
[00:21:19.545 --> 00:21:20.806]  Level of plate after plate?
[00:21:20.826 --> 00:21:21.606]  Well, that's what happens.
[00:21:22.567 --> 00:21:26.431]  We've actually got university electron microscope videos up on prisonplanet.com.
[00:21:26.691 --> 00:21:30.955]  We can watch different heavy metals in chimpanzee brains, similar to ours,
[00:21:31.462 --> 00:21:33.524]  And other heavy metals just sit there and kill the surrounding cells.
[00:21:33.564 --> 00:21:34.105]  Not mercury.
[00:21:34.405 --> 00:21:35.606]  It's the gift that keeps on giving.
[00:21:35.646 --> 00:21:37.568]  It just races through your brain.
[00:21:37.588 --> 00:21:47.098]  It just keeps burning and burning and burning through level after level after level, causing an electrochemical explosion in the neurons.
[00:21:47.599 --> 00:21:53.765]  It excites the cells to where they explode themselves, busting their neuron heads open.
[00:21:54.577 --> 00:21:58.280]  So another gift the government has given to you via eugenics.
[00:21:58.540 --> 00:21:59.701]  By the way, it is by design.
[00:22:00.522 --> 00:22:05.946]  We'll be going over that happy little tidbit for you coming up after the break.
[00:22:06.906 --> 00:22:12.551]  Also, welcome to the North American Army Mainstream News as they merge the U.S., Canadian, and Mexican military.
[00:22:13.351 --> 00:22:19.416]  And we've told you that under new environmental laws, you see, they get you all concerned about the environment that sounds reasonable.
[00:22:20.054 --> 00:22:23.376]  Then they get you to all accept that we've got to do whatever the government says to save the environment.
[00:22:23.916 --> 00:22:25.918]  And then they just come in with thousands of new taxes.
[00:22:26.458 --> 00:22:30.621]  I told you years ago the federal plan is to tax all roads with GPS in your car.
[00:22:31.481 --> 00:22:32.822]  And this is the Seattle Times.
[00:22:33.342 --> 00:22:35.924]  Should roads have tolls to fight global warming?
[00:22:36.604 --> 00:22:37.505]  All toll roads.
