[00:00:00.329 --> 00:00:02.091]  Mainstream media.
[00:04:21.990 --> 00:04:26.472]  One caliber was shot into RFK's back at point-blank range.
[00:04:26.472 --> 00:04:29.394]  The other was a handgun shot into the ceiling.
[00:04:31.460 --> 00:04:41.969]  And that's always been the fact, and we always knew that, so now, BBC and NBC and, oh, they're breaking the major news.
[00:04:41.969 --> 00:04:46.213]  He got that nomination and they killed him.
[00:04:46.213 --> 00:04:47.173]  That's how they roll.
[00:04:47.173 --> 00:04:49.876]  And then they told the cattle that they didn't.
[00:04:54.858 --> 00:05:03.248]  For years you've been hearing about Herbal Healer Academy and how it's remained the leader in effective alternative and natural medicine and education.
[00:05:03.248 --> 00:05:06.812]  But how can they continue to hold that title for years on end?
[00:05:06.812 --> 00:05:10.236]  The answer is high quality and huge selection.
[00:05:10.236 --> 00:05:15.002]  Just visit HerbalHealer.com and shop online or request a free catalog.
[00:05:15.462 --> 00:05:18.564]  You're bound to find the alternative you're looking for.
[00:05:18.564 --> 00:05:23.747]  Did you know that Herbal Healer carries the latest, safest, and effective weight loss products?
[00:05:23.747 --> 00:05:29.951]  You can also count on Herbal Healer for the largest selection of safe and natural supplements just for children.
[00:05:29.951 --> 00:05:31.552]  And don't forget your pets.
[00:05:31.552 --> 00:05:37.676]  Herbal Healer even has natural mineral supplements for all your animals, including horses, cows, and birds.
[00:05:37.676 --> 00:05:44.100]  Take a peek at their online calendar and you're sure to find everything you need and maybe something you didn't realize you needed.
[00:05:44.560 --> 00:05:49.944]  Visit HerbalHealer.com and don't forget to sign up for the free Herbal Healer newsletter.
[00:05:49.944 --> 00:05:51.626]  HerbalHealer.com.
[00:05:51.626 --> 00:05:54.828]  Working with the power of nature.
[00:05:54.828 --> 00:05:56.249]  It is a big idea.
[00:05:56.249 --> 00:05:59.072]  A new world order.
[00:05:59.072 --> 00:06:03.936]  In the near future, Earth is dominated by a powerful world government.
[00:06:03.936 --> 00:06:06.818]  It's known as the Bilderberg Group.
[00:06:06.818 --> 00:06:08.940]  Could their objective be world domination?
[00:06:09.568 --> 00:06:12.750]  For thousands of years, their dark order grew.
[00:06:12.750 --> 00:06:20.076]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:06:23.100 --> 00:06:28.562]  For the first time in history, the elite's plan for world government is blown wide open.
[00:06:28.562 --> 00:06:32.423]  You will learn the secret that drives the entire New World Order agenda.
[00:06:32.423 --> 00:06:34.983]  Build America is making great progress for the world government.
[00:06:34.983 --> 00:06:36.144]  Most people have no idea.
[00:06:36.144 --> 00:06:36.944]  They're not after money.
[00:06:36.944 --> 00:06:38.204]  They have all the money they need.
[00:06:38.204 --> 00:06:39.184]  They're after power.
[00:06:39.184 --> 00:06:40.345]  That's their aphrodisiac.
[00:06:40.345 --> 00:06:44.526]  Order Endgame on DVD at PrisonPlanet.com or InfoWars.com.
[00:06:45.086 --> 00:06:49.051]  Or watch it online right now at PrisonPlanet.tv.
[00:06:49.051 --> 00:06:49.832]  Endgame.
[00:06:49.832 --> 00:06:51.855]  Blueprint for global enslavement.
[00:06:51.855 --> 00:06:53.017]  You have been warned.
[00:06:54.076 --> 00:06:57.158]  Have you ever thought about what's in your shampoo, soap, or detergent?
[00:06:57.158 --> 00:07:02.682]  How about chlorides, dyes, ethanol, sulfates, sodium, formaldehydes, and more?
[00:07:02.682 --> 00:07:08.405]  Even fragrance can indicate the presence of some 4,000 separate ingredients, most of which are synthetic.
[00:07:08.405 --> 00:07:09.886]  Hi, this is Alex Jones.
[00:07:09.886 --> 00:07:16.971]  I was shocked when I discovered I could be inhaling these additives that can lead to coughing, wheezing, and shortness of breath, headaches, nausea, irritation,
[00:07:16.971 --> 00:07:17.311]  I think so.
[00:07:34.091 --> 00:07:35.192]  Keep it natural.
[00:07:35.192 --> 00:07:39.255]  Call Calbin Pure Soap for a free catalog at 1-800-340-7091.
[00:07:39.255 --> 00:07:43.578]  Or log on to 5starsoap.com.
[00:07:43.578 --> 00:07:48.661]  Try Calbin Pure Soaps, and I'll bet you'll never use any other cleaning products again.
[00:07:48.661 --> 00:07:54.545]  Call 1-800-340-7091 for all your cleaning needs.
[00:07:54.545 --> 00:07:59.949]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[00:07:59.949 --> 00:08:02.231]  Because there's a war on for your mind.
[00:08:27.631 --> 00:08:32.035]  It is Friday, my friends.
[00:08:32.035 --> 00:08:34.537]  Massive broadcast lined up for you.
[00:08:34.537 --> 00:08:37.320]  A journalist who ferreted even more information out.
[00:08:39.136 --> 00:08:42.139]  Of last month's announcement that the Canadian and U.S.
[00:08:42.139 --> 00:08:46.502]  military are, for all intents and purposes, being merged.
[00:08:46.502 --> 00:08:51.426]  We'll be joining us for 30 minutes at the bottom of the next hour.
[00:08:51.426 --> 00:08:56.630]  We have a surprise guest joining us the last 30 minutes of the show.
[00:08:56.630 --> 00:09:05.818]  And in the first 30 minutes of the third hour, we have some expert guests joining us to go over the illegal government DNA database.
[00:09:06.585 --> 00:09:17.029]  Every child born in this country is put in an illegal federal database, and now that information is digitized and put into the Department of Homeland Security criminal database.
[00:09:17.029 --> 00:09:20.671]  Newborn babies are criminals.
[00:09:20.671 --> 00:09:22.891]  Everyone is a criminal inside this system.
[00:09:22.891 --> 00:09:24.432]  We are all criminals.
[00:09:24.432 --> 00:09:28.854]  Only the almighty state, owned by the private bankers.
[00:09:28.854 --> 00:09:31.715]  It is God.
[00:09:31.715 --> 00:09:32.115]  Alright.
[00:09:33.689 --> 00:09:37.651]  Let me go over some of the news we'll be covering in the meantime.
[00:09:37.651 --> 00:09:42.034]  CIA claim.
[00:09:42.034 --> 00:09:45.336]  CIA role claim in Kennedy killing.
[00:09:45.336 --> 00:09:53.561]  New video and photographic evidence that puts three senior CIA operatives at the scene of Robert Kennedy's assassination has been brought to light.
[00:09:53.561 --> 00:10:01.366]  So, this came out three or four days ago
[00:10:02.469 --> 00:10:20.317]  In the BBC, and then a few days later in the US, they decide to focus on a scientific symposium where they have top forensic experts going over the fact that he was clearly shot in the back.
[00:10:20.317 --> 00:10:29.561]  But the evidence of top CIA officials being at the event, which we've always known, that's the bigger evidence.
[00:10:32.082 --> 00:10:44.811]  And then you have the forensics, the LA coroner, on record said he was shot in the back by a different caliber than what Serhan Serhan was shooting from the front.
[00:10:44.811 --> 00:10:56.900]  RFK, Robert Kennedy, was not shot in the front.
[00:10:56.900 --> 00:10:57.881]  He was shot in the back.
[00:11:00.111 --> 00:11:26.782]  And We Are Change questioned his son just a few weeks ago about E. Howard Hunt, the admitted Watergate chief, the admitted CIA section chief, the admitted individual that had overthrown scores of nations, on his deathbed said that he ran the operation to kill JFK.
[00:11:28.146 --> 00:11:38.670]  And in that same Rolling Stones article, he talked about how he wished and couldn't wait till Bobby was killed and then was real happy when he was killed.
[00:11:38.670 --> 00:11:39.350]  And what'd he say?
[00:11:39.350 --> 00:11:42.291]  He just, oh, that's a, you know, I don't want to talk about that.
[00:11:42.291 --> 00:11:52.475]  I don't want to, you know, I don't want to, I don't really care to hear from what E. Howard Hunt has to say.
[00:11:52.475 --> 00:11:53.515]  Completely gelded.
[00:11:55.262 --> 00:12:00.664]  Completely castrated, mumbling about how we need global taxes to save us from global warming.
[00:12:00.664 --> 00:12:02.065]  Just effeminate.
[00:12:02.065 --> 00:12:05.026]  It's not even right to call those type of men effeminate.
[00:12:05.026 --> 00:12:10.188]  They are... Because women are tough.
[00:12:10.188 --> 00:12:13.009]  Women are, in many cases, more outspoken than men.
[00:12:13.009 --> 00:12:14.310]  So it's wrong to call them effeminate.
[00:12:14.310 --> 00:12:16.851]  But they don't show male characteristics.
[00:12:16.851 --> 00:12:23.794]  So I guess... I mean, you kill my daddy... I'm gonna be talking about it.
[00:12:27.173 --> 00:12:31.457]  But I guess from the time he was a little boy, they said, you keep your mouth shut, they'll come get you.
[00:12:31.457 --> 00:12:38.664]  And I bet he cried in bed and was scared of shadows outside his window.
[00:12:38.664 --> 00:12:49.835]  And so he'll... I mean, we've got letters from JFK's secretary talking about how she knows they killed him, the whole family knows it.
[00:12:49.835 --> 00:12:51.697]  They just keep their mouths shut.
[00:12:54.972 --> 00:12:59.075]  Now the word is that JFK Jr.
[00:12:59.075 --> 00:13:07.001]  was preparing, in fact he done even some exposés in his own magazine, was preparing to really go public and also run against Hillary.
[00:13:07.001 --> 00:13:10.644]  So they clearly whacked him, the evidence of that is manifest.
[00:13:10.644 --> 00:13:13.326]  He should have spoken out earlier!
[00:13:13.326 --> 00:13:19.971]  Less time jogging, less time acting cool, less time socializing, more time speaking out.
[00:13:19.971 --> 00:13:21.292]  You be alive, my friend.
[00:13:21.292 --> 00:13:24.234]  I'm not bashing you, I'm just
[00:13:25.032 --> 00:13:31.376]  Trying to encourage others, before they do sleep with the fishes, to speak out.
[00:13:31.376 --> 00:13:33.478]  That's what keeps you safe.
[00:13:33.478 --> 00:13:36.319]  Just like they say in JFK to Jim Garrison.
[00:13:36.319 --> 00:13:40.362]  By the way, that's based on true conversations he had.
[00:13:40.362 --> 00:13:47.767]  According to the screenwriter, Jim Mars and others that I've talked to,
[00:13:50.359 --> 00:13:51.099]  C.I.A.
[00:13:51.099 --> 00:13:53.060]  role claim in Kennedy killing.
[00:13:53.060 --> 00:13:56.200]  New video and photographic evidence that puts three senior C.I.A.
[00:13:56.200 --> 00:14:00.141]  operatives at the scene of Robert Kennedy's assassination has been brought to light.
[00:14:00.141 --> 00:14:05.963]  The evidence was shown in a report by Shane O'Sullivan broadcast on BBC Newsnight.
[00:14:05.963 --> 00:14:16.205]  It reveals that the operatives and four unidentified associates were at the Ambassador Hotel Los Angeles in the moments before and after the shooting on June 5th, 1968.
[00:14:16.205 --> 00:14:16.405]  The C.I.A.
[00:14:16.405 --> 00:14:16.805]  had no domestic
[00:14:20.563 --> 00:14:29.427]  Justification and some of the officers were based in Southeast Asia at the time with no reason to be in Los Angeles.
[00:14:29.427 --> 00:14:31.467]  Decoy.
[00:14:31.467 --> 00:14:41.611]  Kennedy had just won the California Democratic primary on anti-war ticket and was set to challenge Nixon for the White House when he was shot in a kitchen pantry.
[00:14:41.611 --> 00:14:50.335]  A 24-year-old Palestinian Sirhan Sirhan was arrested as the lone assassin and notebooks at his house seemed to incriminate him.
[00:14:52.702 --> 00:14:59.406]  And then, of course, he was a mental patient who'd been under CIA doctor's care at facilities.
[00:14:59.406 --> 00:15:06.350]  And then everyone witnessed this gorgeous woman in the polka dot dress giving him the special coffee, clearly his handler.
[00:15:06.350 --> 00:15:11.934]  He goes into the amnesiac, probably liquid, Halcyon-type drug.
[00:15:11.934 --> 00:15:15.896]  Total amnesiac, they give it to you when they pull your wisdom teeth.
[00:15:15.896 --> 00:15:20.179]  You can tell someone as they're coming out of it what has happened to them, and they'll repeat it back to you.
[00:15:21.988 --> 00:15:24.150]  It's what you mainly are given in sedation dentistry.
[00:15:24.150 --> 00:15:28.174]  I mean, these are just simple drugs, been around for 50 years that do this.
[00:15:28.174 --> 00:15:37.162]  They put it in his drink, he went and just saw her putting something in his drink, and then he walks in and starts shooting at the ceiling as he was programmed to do.
[00:15:37.162 --> 00:15:41.766]  Shooting, no, because it would have been a problem and more of an investigation if he'd have shot others missing.
[00:15:41.766 --> 00:15:45.770]  So he shoots up as he's ordered to, as he'd been carefully programmed to, and then
[00:15:46.852 --> 00:15:58.914]  Happily just goes with them and admits he did it all, and it's all incriminated, just like the hijackers' bags on repeated flights were the only bags that got stuck in the luggage machines.
[00:15:58.914 --> 00:15:59.774]  They got stuck.
[00:15:59.774 --> 00:16:01.675]  They fell off the rack.
[00:16:01.675 --> 00:16:03.675]  They didn't make it to the planes.
[00:16:03.675 --> 00:16:12.097]  And their cars, and with their confessions, and their two passports fell out of the fireballs at the North and South Tower and fell to the ground and were found.
[00:16:12.097 --> 00:16:12.797]  Not one, two!
[00:16:16.514 --> 00:16:29.383]  It's of course it's all an accident, but now it's admitted CIA high-level black op commanders involved in Southeast Asian narcotics trafficking fly in and they're there.
[00:16:29.383 --> 00:16:38.969]  Of course, witnesses said they saw one of these guys behind him pull a gun out and shoot him in the back, but it doesn't matter if you have witnesses that saw them shoot him in the back.
[00:16:38.969 --> 00:16:43.432]  It doesn't matter if you have the LA coroner saying he was shot in the back by a different caliber.
[00:16:46.380 --> 00:16:49.442]  None of that matters.
[00:16:49.442 --> 00:16:54.065]  In front of everyone, McVeigh is driving erratically.
[00:16:54.065 --> 00:16:55.405]  The state police pull him over.
[00:16:55.405 --> 00:17:06.032]  No license plates on either end of the bizarre, you know, super old bomber-type vehicle.
[00:17:06.032 --> 00:17:08.293]  Kind of an off-eggshell yellow color.
[00:17:09.013 --> 00:17:10.854]  With Bondo all over it.
[00:17:10.854 --> 00:17:12.694]  The most obvious car you can pick.
[00:17:12.694 --> 00:17:13.835]  He's drooling.
[00:17:13.835 --> 00:17:15.376]  This was in the Daily Oklahoman.
[00:17:15.376 --> 00:17:19.437]  He stumbles out and begins drooling, saying, it hurts, it hurts.
[00:17:19.437 --> 00:17:22.178]  Tell him, take the chip out.
[00:17:22.178 --> 00:17:25.480]  And see, those are key words in mind control.
[00:17:25.480 --> 00:17:26.960]  And he also, of course, had a cell phone with him.
[00:17:26.960 --> 00:17:33.343]  They just call up and say, it's just like the Bourne ultimatum.
[00:17:33.343 --> 00:17:34.163]  You watch that movie?
[00:17:34.850 --> 00:17:38.372]  They call in the army captain, they say, are you committed to this program?
[00:17:38.372 --> 00:17:40.374]  You've already signed the papers, you sure you're committed?
[00:17:40.374 --> 00:17:41.475]  He says, yes sir.
[00:17:41.475 --> 00:17:41.855]  Whom?
[00:17:41.855 --> 00:17:43.236]  Black bag over the head.
[00:17:43.236 --> 00:17:43.856]  Whom?
[00:17:43.856 --> 00:17:54.163]  Hardcore waterboarding, torture, LSD, PCP, constant torture, six months, a year, reprogramming, training, keywords, different compartmentalized personalities.
[00:17:54.163 --> 00:17:58.526]  That was all declassified in the 70s, they had that.
[00:17:58.526 --> 00:18:02.289]  In Korea, they were breaking our troops, turning them into absolute zombies.
[00:18:09.460 --> 00:18:14.542]  But as if that isn't enough, that he's stumbling around saying, and it isn't like he didn't really have a chip, probably.
[00:18:14.542 --> 00:18:19.385]  That's a key... They want to give you something psychological to associate it with.
[00:18:19.385 --> 00:18:23.587]  It's like they create a schizophrenia that they can turn on, you understand?
[00:18:23.587 --> 00:18:37.693]  And then, your mind psychosomatically creates the nausea, the hysteria, the flashbacks, the deep pre-programmed areas in your mind from just super intense torture.
[00:18:41.238 --> 00:18:43.099]  In an hallucinogenic state.
[00:18:43.099 --> 00:18:46.320]  They also give you drugs to make you nauseous while it's happening.
[00:18:46.320 --> 00:18:50.002]  Amphetamine injections to heighten the awareness.
[00:18:50.002 --> 00:18:53.784]  So that you have hyper-awareness of pain.
[00:18:53.784 --> 00:18:56.865]  Taking you to levels unknown to the average person.
[00:18:56.865 --> 00:18:59.906]  Unnatural.
[00:18:59.906 --> 00:19:01.427]  But as if that wasn't obvious enough.
[00:19:03.675 --> 00:19:14.364]  From the time he's arrested, Jolly and West, in the 1977 MKUltra hearings, running the program with Dr. Ewing Cameron, kidnapping more than 10,000 women and children in the U.S.
[00:19:14.364 --> 00:19:16.446]  and Canada for CIA mind control programs.
[00:19:16.446 --> 00:19:18.428]  You know that's declassified?
[00:19:18.428 --> 00:19:18.888]  More than 10,000.
[00:19:18.888 --> 00:19:20.910]  20-plus year program.
[00:19:20.910 --> 00:19:29.558]  He comes out of retirement, goes and lives in Denver for the trial, visits him every day in his cell, and is with him to the day he dies at Terre Hood, Indiana.
[00:19:31.708 --> 00:19:40.897]  The greatest living legend of mind control is McVeigh's doctor.
[00:19:40.897 --> 00:19:44.901]  Incidentally, he died a few years after that.
[00:19:44.901 --> 00:19:48.604]  Are you beginning to realize what we're dealing with here?
[00:19:48.604 --> 00:19:49.245]  We'll be right back.
[00:19:55.868 --> 00:19:58.550]  Do you know the truth about cancer treatments?
[00:19:58.550 --> 00:20:08.015]  Do you realize that with all presently accepted methods, you are not correctly attacking the cancer, and you are mostly fighting to survive the treatment?
[00:20:08.015 --> 00:20:15.119]  Do you realize that mutilating surgery, burning, and the poisoning of your entire system are totally unnecessary?
[00:20:15.839 --> 00:20:21.824]  But now, it's cancer's turn to die with LaceMedInc's patented methodology.
[00:20:21.824 --> 00:20:33.413]  Without cutting, bleeding, drugs, or damaging radiation, we can destroy skin cancer and breast tumors of any size without adverse side effects at our physician's office.
[00:20:33.413 --> 00:20:35.975]  Laser technology at its best.
[00:20:35.975 --> 00:20:37.616]  For more information, call 702-953-LACE.
[00:20:39.998 --> 00:20:41.279]  It is a big idea.
[00:20:41.279 --> 00:20:42.621]  A new world order.
[00:20:42.621 --> 00:20:49.407]  In the near future, Earth is dominated by a powerful world government.
[00:21:04.113 --> 00:21:06.917]  It's known as the Bilderberg Group.
[00:21:06.917 --> 00:21:09.740]  Could their objective be world domination?
[00:21:09.740 --> 00:21:12.904]  For thousands of years, their dark order grew.
[00:21:12.904 --> 00:21:20.233]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:21:23.260 --> 00:21:28.704]  For the first time in history, the elite's plan for world government is blown wide open.
[00:21:28.704 --> 00:21:32.566]  You will learn the secret that drives the entire New World Order agenda.
[00:21:32.566 --> 00:21:35.128]  Bill of Rights is making great progress toward a world government.
[00:21:35.128 --> 00:21:36.289]  Most people have no idea.
[00:21:36.289 --> 00:21:37.089]  They're not after money.
[00:21:37.089 --> 00:21:38.350]  They have all the money they need.
[00:21:38.350 --> 00:21:39.351]  They're after power.
[00:21:39.351 --> 00:21:40.492]  That's what they're after.
[00:21:40.492 --> 00:21:45.255]  Order Endgame on DVD at PrisonPlanet.com or InfoWars.com.
[00:21:45.255 --> 00:21:49.217]  Or watch it online right now at PrisonPlanet.tv.
[00:21:49.217 --> 00:21:52.019]  Endgame, blueprint for global enslavement.
[00:21:52.019 --> 00:21:53.060]  You have been warned.
[00:21:53.980 --> 00:21:54.261]  We're good.
[00:22:10.208 --> 00:22:14.169]  The package contains six DVDs that contain ten different programs.
[00:22:14.169 --> 00:22:18.111]  Two books that combined are over a thousand pages and other information.
[00:22:18.111 --> 00:22:21.432]  Order now at our website, mostholyfamilymonastery.com.
[00:22:21.432 --> 00:22:25.674]  That's mostholyfamilymonastery.com.
[00:22:25.674 --> 00:22:29.475]  The last word monastery is spelled M-O-N-A-S-T-E-R-Y.
[00:22:29.895 --> 00:22:30.376]  Or call us at 1-800-275-1126.
[00:22:30.376 --> 00:22:30.596]  That's 1-800-275-1126.
[00:22:30.596 --> 00:22:33.238]  Or mail in your order to us at 4425 Schneider Road, Fillmore, NY 14735.
[00:22:33.238 --> 00:22:37.802]  The total cost for this massive package of information is only $10.
[00:22:37.802 --> 00:22:38.983]  $15 for UPS ground or $30 outside the U.S.
[00:22:53.464 --> 00:22:56.326]  Terror Storm, a history of government-sponsored terror.
[00:22:56.326 --> 00:22:57.888]  Loose Change Final Cut.
[00:22:57.888 --> 00:23:00.029]  Endgame, blueprint for global enslavement.
[00:23:00.029 --> 00:23:01.931]  The true story of the Bilderberg Group.
[00:23:01.931 --> 00:23:03.432]  The late great USA.
[00:23:03.432 --> 00:23:05.194]  America, freedom to fascism.
[00:23:05.194 --> 00:23:12.220]  These are just a few of the hundreds of powerful documentary films and books available at truthnews.us and prisonplanet.com.
[00:23:12.220 --> 00:23:16.303]  When you visit prisonplanet.com, you can connect to our amazing online store.
[00:23:16.303 --> 00:23:19.706]  Whether you're looking for survival and wellness products like Berkey water filters,
[00:23:20.086 --> 00:23:22.849]  Or you would like a book on the history of the Federal Reserve.
[00:23:22.849 --> 00:23:25.932]  We've got the most well-researched and documented titles.
[00:23:25.932 --> 00:23:28.295]  All available at PrisonPlanet.com.
[00:23:28.295 --> 00:23:33.000]  Or if you'd like, you can give the InfoWars store a call at 888-253-3139.
[00:23:33.000 --> 00:23:38.946]  Or you can view more than a thousand titles in super high quality right now at PrisonPlanet.tv.
[00:23:39.987 --> 00:23:50.598]  Knowledge is power, and the information you need to effectively wake up your fellow man and fight the New World Order is available right now at truthnews.us and prisonplanet.tv.
[00:23:50.598 --> 00:23:52.080]  Join the info war today!
[00:24:07.032 --> 00:24:13.517]  The government tried to have mind control programs to create supermen, super soldiers.
[00:24:13.517 --> 00:24:22.684]  They proved under drugs and hypnosis they could take somebody who could bench press 400 pounds, they could bench press a thousand pounds.
[00:24:22.684 --> 00:24:28.148]  You know, somebody that could squat 500 pounds could squat 2,000 pounds.
[00:24:28.148 --> 00:24:32.752]  Because the brain has an automatic switch in it, a governor.
[00:24:32.752 --> 00:24:36.495]  But stuff like born identity, born supremacy, born ultimatum,
[00:24:38.459 --> 00:24:42.320]  It doesn't create those type of super soldiers from the info that's leaked out and we've gotten.
[00:24:42.320 --> 00:25:01.304]  What it does create is screwed up, messed up people who will drive a truck in with a bomb in it and then come out and drool, or go into a school and shoot a bunch of people and then blow their own head off, or who will just sit... I mean, you would watch McVane in those interviews.
[00:25:01.304 --> 00:25:06.665]  He was completely drugged out, completely out of his gourd, with his mind control doctor sitting right beside him.
[00:25:06.665 --> 00:25:07.965]  I mean, they've got to stay on him.
[00:25:08.615 --> 00:25:26.822]  Just like when our troops would get up and they would believe it in Vietnam and when North Korea would capture them, they would get up and believe, you know, and say America was evil, and of course at the time it wasn't as evil as it is now, and in a way it was, but they in truth thought it was good before, but now really believed it was bad.
[00:25:26.822 --> 00:25:34.665]  And a few of them were hard to break and they would, you know, the famous cases of blinking with Morse code, torture, torture, torture.
[00:25:34.665 --> 00:25:37.346]  But, you know, what is mind control?
[00:25:40.836 --> 00:25:44.279]  Well, mind control's real simple.
[00:25:44.279 --> 00:25:47.822]  You see this with women who've been beaten a lot by their husband.
[00:25:47.822 --> 00:25:51.985]  And the guy goes to comb his hair and raises his hand to comb his hair and the woman flinches.
[00:25:51.985 --> 00:25:53.867]  You'll see that in restaurants.
[00:25:53.867 --> 00:25:56.429]  You'll see that on the street.
[00:25:56.429 --> 00:25:58.171]  Or parents that beat their kids a lot.
[00:25:58.171 --> 00:26:06.838]  You'll see little kids that... You've been around people where they'll move to comb their hair or move to put their glasses on and the kid flinches?
[00:26:06.838 --> 00:26:08.219]  Or the dog's been beaten a lot.
[00:26:08.999 --> 00:26:12.041]  And you move your hand, it'll run.
[00:26:12.041 --> 00:26:20.787]  If you're a puppy training a dog, and you've just got the newspaper, and you're barely even whacking them with it, but you know, it's just to train them, they see a magazine, they get upset.
[00:26:20.787 --> 00:26:21.988]  That's mind control.
[00:26:21.988 --> 00:26:29.353]  And they make it real fancy, and oh, it's scientific, and there's wires in your brain, and the rest of it.
[00:26:29.353 --> 00:26:30.574]  And they have moved on to that.
[00:26:32.230 --> 00:26:57.615]  They've moved on where they can have a rat, a cockroach, a human with electrodes, uh, not talk, according to the stuff that's declassified, I'm sure they can now, but what we know, twenty years ago, because they declassified every few decades, is they can hook wires into your head with remote control and have you walk around, shoot guns, drive cars, they can hit a button, make you urinate, make you fall asleep, make you vomit, make you feel euphoric.
[00:26:57.615 --> 00:26:58.675]  Now that's electronic.
[00:26:59.628 --> 00:27:02.249]  And so, that's cybernetic a little different.
[00:27:02.249 --> 00:27:08.151]  Most of the mind control has just been in basic Pavlovian torture.
[00:27:08.151 --> 00:27:14.073]  And let me tell you, they torture you for six months and then say a key word when the torture begins, you'll become upset.
[00:27:14.073 --> 00:27:15.133]  You'll start stumbling around.
