[00:00:00.668 --> 00:00:03.931]  1998.
[00:03:38.198 --> 00:03:44.706]  Ironically, the seven congressmen were trying to get back in time for a Tuesday night vote on an aviation safety bill.
[00:03:45.026 --> 00:03:49.592]  A spokesman for one of the representatives said there were 118 people total aboard the plane.
[00:03:51.545 --> 00:03:52.946]  Spokesman Julia King said.
[00:03:52.966 --> 00:04:04.513]  Alright, I'm going to take you out with a little 10-minute report that's up on Infowars.com of Dennis Kucinich eloquently asking you for support for his impeachment move, which definitely puts his life in danger.
[00:04:04.773 --> 00:04:07.794]  Let's go ahead and go out to break with Congressman Dennis Kucinich.
[00:04:08.695 --> 00:04:20.582]  I want to thank you for the support which you have given to my efforts to hold this administration accountable for taking us into a war based on lies and for the destruction
[00:04:21.593 --> 00:04:26.016]  of the rule of law and the destruction of cherished constitutional principles.
[00:04:27.557 --> 00:04:50.110]  Because of your support, this Friday in Washington, D.C., I will make a presentation before the Judiciary Committee of the House of Representatives, at which time I will make the case that this President has violated his oath of office, violated United States law and international law, has separated
[00:04:50.945 --> 00:05:20.516]  Our nation, from our Constitution, and has taken us on a course that has been so profoundly... Now, from the makers of Loose Change, the most downloaded film in internet history, comes the long-awaited release of Loose Change Final Cut, an entire... Judiciary Committee of the House of Representatives, at which time I will make the case that this President has violated his oath of office, violated United States law and international law,
[00:05:21.784 --> 00:05:44.396]  ...has separated our nation from our constitution and has taken us on a course that has been so profoundly... Now, from the makers of Loose Change, the most downloaded film in internet history, comes the long-awaited release of Loose Change Final Cut, an entirely new two-hour film that completely destroys the official fable forever.
[00:05:44.856 --> 00:05:55.560]  Loose Change Final Cut hopes to be a catalyst for a new independent investigation in which family members receive answers to their questions and the true perpetrators of this horrendous crime are brought to justice.
[00:05:55.921 --> 00:05:59.122]  Loose Change Final Cut is the ultimate 9-11 expose.
[00:05:59.322 --> 00:06:06.825]  From hijackers being trained at US military bases to bombs in the buildings, Loose Change Final Cut is the one 9-11 film everyone must see.
[00:06:07.225 --> 00:06:12.427]  Secure your copy of Loose Change Final Cut today at InfoWars.com or PrisonPlanet.com.
[00:06:12.627 --> 00:06:14.328]  While you're visiting the online video store,
[00:06:14.608 --> 00:06:14.788]  I'm good.
[00:06:32.128 --> 00:06:34.010]  Gas prices are out of control!
[00:06:34.450 --> 00:06:38.133]  Fight back by doing what thousands of listeners to the Alex Jones Show have done.
[00:06:38.333 --> 00:06:41.075]  Developed by a major oil company, a product that really works.
[00:06:41.395 --> 00:06:44.998]  Introducing SFR's Protecta Complete fuel system and engine treatment.
[00:06:45.158 --> 00:06:47.720]  Just one bottle increases mileage for up to six months.
[00:06:47.900 --> 00:06:51.463]  Fleet tested by major oil companies showing improvements in every car tested.
[00:06:51.683 --> 00:06:55.186]  Stop paying mechanics your hard-earned money to have your injection system cleaned.
[00:06:55.386 --> 00:07:01.070]  Protecta cleans up to 95% of new injector condition in just one tankful and is safe for all cars.
[00:07:01.250 --> 00:07:01.911]  Tests conducted by
[00:07:01.971 --> 00:07:08.434]  By General Motors conclude fuel injectors can partially plug in as little as 5,000 miles due to poor gasoline quality.
[00:07:08.694 --> 00:07:16.518]  Fight high fuel prices by purchasing a protective fuel system treatment for only $9.95 and receive an engine treatment free a $12.95 value.
[00:07:16.738 --> 00:07:18.699]  Satisfaction guaranteed or your money back.
[00:07:18.800 --> 00:07:23.282]  Go to oilcompanysecret.com that's oilcompanysecret.com or call 888-USE-SFR1.
[00:07:23.302 --> 00:07:23.602]  That's 888-873-7371.
[00:07:32.609 --> 00:07:39.811]  Even terrible gas prices don't come close to the disaster of food costs from shortages already destroying millions of American families.
[00:07:40.072 --> 00:07:43.593]  Wheat for flour is already four times more expensive than it was about a year ago.
[00:07:44.093 --> 00:07:47.754]  Food costs continue to double because there's no food worldwide.
[00:07:48.134 --> 00:07:57.497]  The only solution is to use now and store for later great flavored super bulk foods that cost half as much as your groceries cost last year.
[00:07:58.097 --> 00:07:59.678]  Get on the web at efoodsdirect.com
[00:08:16.929 --> 00:08:24.952]  There's so many things going on in the world.
[00:08:26.273 --> 00:08:31.775]  Babies dying, mothers crying.
[00:08:32.035 --> 00:08:35.256]  How much all this one human life worth.
[00:08:37.337 --> 00:08:40.558]  What happened to peace on earth?
[00:08:43.263 --> 00:08:45.724]  We believe everything that they tell us.
[00:08:47.864 --> 00:08:49.104]  They're gonna kill us.
[00:08:49.284 --> 00:08:50.925]  We better kill them first.
[00:08:53.525 --> 00:08:55.466]  But I remember a commandment.
[00:08:56.366 --> 00:08:57.686]  Thou shall not kill.
[00:08:58.727 --> 00:09:01.847]  How much is that soldier's life worth?
[00:09:01.887 --> 00:09:07.309]  And what happened to peace on Earth?
[00:09:09.589 --> 00:09:12.330]  And the people of Earth still believe that.
[00:09:15.877 --> 00:09:29.921]  And that's the whole point.
[00:09:31.382 --> 00:09:32.582]  Welcome, ladies and gentlemen.
[00:09:33.142 --> 00:09:40.404]  The White House, Pat Robertson, even a lot of Democrats are saying Iran is going to get a nuclear weapon that they've sworn to attack Iran.
[00:09:40.444 --> 00:09:42.085]  It is a complete and total lie.
[00:09:43.459 --> 00:09:51.906]  The White House has told Israel, go ahead and attack, and that if Iran fights back in any way, that nuclear weapons may be used against them.
[00:09:54.308 --> 00:10:01.294]  Every major oil company and different brokerage house predicts that gas prices will at least double, probably triple.
[00:10:01.714 --> 00:10:03.896]  That will assuredly send us into a depression.
[00:10:04.616 --> 00:10:09.881]  But Pat Robertson and others, I have a clip of them, say that doesn't matter, we have to go ahead and attack Iran.
[00:10:10.501 --> 00:10:28.686]  There is a gentleman named Dennis Kucinich, congressman, who's been on with us the last few weeks and will be coming on later this week, who Friday will boldly be before the House Judiciary Committee bringing forward evidence of crimes and lies by the Bush administration.
[00:10:29.526 --> 00:10:34.690]  to try to get the committee to vote to bring impeachment to the full house, to the floor.
[00:10:34.990 --> 00:10:37.772]  Then if the House votes for it, that is an indictment.
[00:10:37.812 --> 00:10:42.376]  The House acts as the grand jury, then it goes to the Senate as a trial.
[00:10:42.436 --> 00:10:54.305]  The crimes of the Bush administration dwarf probably by 10,000 times, and I mean that literally, the crimes of Richard Milhouse Nixon.
[00:10:55.785 --> 00:11:04.802]  We must bring impeachment charges, because if we don't, they are going to have the political capital to fail forward and start World War III.
[00:11:06.315 --> 00:11:09.919]  Joining us is Willie Nelson for the rest of the hour.
[00:11:10.319 --> 00:11:16.925]  Later in the hour we'll be taking your phone calls specifically on impeachment and on the Iran situation.
[00:11:17.005 --> 00:11:27.976]  The inside scoop from Congressman Ron Paul, people inside the CIA and others, is an attack in October, September or October, probably in September, as an October surprise for the election.
[00:11:28.676 --> 00:11:35.279]  And I'm just very honored to have Willie Nelson joining us from Council Bluff, Iowa, where he's going to be playing tonight.
[00:11:35.559 --> 00:11:37.020]  Mr. Nelson, thank you for joining us.
[00:11:38.040 --> 00:11:39.120]  Oh, my pleasure, Alex.
[00:11:39.341 --> 00:11:40.701]  It's good to be on your show.
[00:11:40.741 --> 00:11:41.642]  I hope you're doing good.
[00:11:42.382 --> 00:11:44.263]  Man, it's the best of times, the worst of times.
[00:11:44.303 --> 00:11:44.863]  Life's great.
[00:11:44.903 --> 00:11:46.203]  It's beautiful in Austin, Texas.
[00:11:46.744 --> 00:11:49.945]  We've got great people like Willie Nelson out there to listen to.
[00:11:50.005 --> 00:11:56.068]  But meanwhile, there is the establishment trying to ruin the wonderful time we're having.
[00:11:56.088 --> 00:11:56.828]  How are you doing, Willie?
[00:11:58.777 --> 00:11:59.557]  I'm doing fine.
[00:11:59.577 --> 00:12:01.138]  We're in Council Bluff, as you said.
[00:12:01.178 --> 00:12:05.259]  This is our third attempt to play Council Bluff in the last two years.
[00:12:05.759 --> 00:12:11.421]  We tried it a few weeks ago and a tornado hit the stage and hit the bus.
[00:12:12.601 --> 00:12:16.843]  So we decided we would go away for a few days and wait until the weather calmed down.
[00:12:16.863 --> 00:12:17.783]  So we're back again.
[00:12:18.163 --> 00:12:20.764]  So, like you say, maybe a third time's a charm this time.
[00:12:21.284 --> 00:12:21.884]  Absolutely.
[00:12:24.608 --> 00:12:25.508]  I called you this morning.
[00:12:25.568 --> 00:12:27.929]  I wanted to get you on to get your take on impeachment.
[00:12:27.969 --> 00:12:28.929]  You said, let's do it right now.
[00:12:28.989 --> 00:12:29.830]  So here we are.
[00:12:31.470 --> 00:12:37.612]  It really seems like we're even begging the question, why do we have to get up here and point out all the crimes?
[00:12:37.632 --> 00:12:38.393]  They're so evident.
[00:12:39.193 --> 00:12:44.815]  But I just look at the courage of Dennis Kucinich, definitely putting his life in
[00:12:47.402 --> 00:12:53.365]  Well, first of all, Dennis Kucinich is a great friend of mine and I've supported him ever since I've known him.
[00:12:53.465 --> 00:13:00.009]  I've always admired the way that he stood up for the little guy and told it like it is.
[00:13:16.055 --> 00:13:17.877]  You know, to hell with the consequences.
[00:13:18.577 --> 00:13:21.240]  You've got to admire a man that has that kind of nerve.
[00:13:21.340 --> 00:13:28.046]  I wrote the song you just played a while ago, Whatever Happened to Peace on Earth.
[00:13:28.126 --> 00:13:31.089]  I wrote that for Dennis Kucinich's campaign.
[00:13:32.731 --> 00:13:34.733]  It pretty much tells where we are today.
[00:13:34.773 --> 00:13:37.295]  Just how much is a human life worth?
[00:13:37.335 --> 00:13:39.337]  How much all is a human life worth?
[00:13:39.764 --> 00:13:45.966]  These days, there has to be a price tag on it or else we wouldn't be going around the world killing people overall.
[00:13:45.986 --> 00:13:50.807]  I love the way Dennis is handling the impeachment thing.
[00:13:51.267 --> 00:14:02.710]  I think he's got, what, 54 impeachment charges against George and there's probably another 54 laying around out there if he wants to go get them.
[00:14:03.559 --> 00:14:04.019]  Absolutely.
[00:14:04.059 --> 00:14:05.420]  He first introduced 35.
[00:14:05.480 --> 00:14:08.222]  Instead of Congress didn't act, he would add more, and he has.
[00:14:09.002 --> 00:14:21.850]  He did pressure them, the Democratic Congress that was supposedly elected to punish Bush's crimes and end the war, now becoming very transparent that they're in the same military-industrial complex, hip pocket of those special interests.
[00:14:23.050 --> 00:14:32.196]  But he was able to get the Judiciary Committee to hear his charges coming up this Friday, and I just wanted to put the call out
[00:14:32.967 --> 00:14:42.332]  For everybody to call the House Judiciary Committee and to call all of your members of Congress and tell them, look, it's admitted that the wiretapping of U.S.
[00:14:42.352 --> 00:14:44.873]  citizens without warrants each counts a felony.
[00:14:45.193 --> 00:14:52.096]  It's admitted that lying about WMDs in Iraq, and it's come out, we have the White House documents that they knew they were lying, those are felonies.
[00:14:54.898 --> 00:15:01.401]  Willie, give us your sense on all these crimes that have been committed by the White House and why you're supporting impeachment.
[00:15:02.466 --> 00:15:04.848]  Well, I... Are you still there?
[00:15:05.448 --> 00:15:05.768]  Yes, sir.
[00:15:05.928 --> 00:15:06.249]  You there?
[00:15:06.729 --> 00:15:06.989]  Yes, sir.
[00:15:07.009 --> 00:15:22.580]  Okay, uh... Uh, what... The main thing that bothers me, I think, is the fact that, uh, anyone in this country can get by with murder, uh, if they happen to be the President of the United States, have, uh, all of the government behind them.
[00:15:23.041 --> 00:15:24.402]  And I don't think that's right.
[00:15:24.522 --> 00:15:28.565]  I think if, uh, you know, if I get caught on the street smoking a joint, I'm going to jail.
[00:15:28.945 --> 00:15:30.346]  You know, so, uh, they don't have...
[00:15:30.794 --> 00:15:31.474]  Well, it certainly is.
[00:15:31.494 --> 00:15:34.955]  Of all the articles of impeachment, which ones do you think are most important?
[00:16:00.740 --> 00:16:07.405]  Well, I probably couldn't name the articles of impeachment by name, but I do know that it was wrong for him to go to war.
[00:16:07.485 --> 00:16:15.892]  I do know that a lot of our guys and gals have lost their lives and lives have been ruined forever because of the law that he broke.
[00:16:16.532 --> 00:16:24.038]  And for that alone, he should have to pay for it in some way.
[00:16:24.178 --> 00:16:26.080]  Impeachment seems like a minor way.
[00:16:27.089 --> 00:16:35.815]  You know, the guy's going to be out of office in a while, and I'm sure there's a lot of people who are going to follow him around and try to charge him with all kinds of things, even after he leaves office.
[00:16:35.895 --> 00:16:51.606]  But the point that you brought out, the fact that we're so close to a war with Iran, and that anything this guy does between now and Election Day could spark it, I think an impeachment hearing between now and then might slow the guy down.
[00:16:52.006 --> 00:16:54.968]  It might get the attention of the world and us on
[00:16:55.461 --> 00:16:59.043]  Trying to stop a guy who's really intent on starting a war.
[00:16:59.803 --> 00:17:00.344]  Well, you're right.
[00:17:00.384 --> 00:17:04.846]  And it also shows the world that we're serious about getting our name back.
[00:17:04.886 --> 00:17:08.748]  I mean, we've always been known, not as being perfect, but as the good guys.
[00:17:09.428 --> 00:17:11.349]  And now we are... We don't have to do that.
[00:17:11.389 --> 00:17:20.014]  We might, you know... In fact, I think we should set ourselves up as the world's peacemakers, not the world's war mongers.
[00:17:20.854 --> 00:17:23.075]  There is a place in the world for a peacemaker.
[00:17:23.136 --> 00:17:23.796]  We all know that.
[00:17:24.750 --> 00:17:30.997]  Absolutely, so I think it's important for the world to see that the American people are at least attempting to see that justice is done.
[00:17:32.238 --> 00:17:32.779]  Absolutely.
[00:17:33.560 --> 00:17:42.970]  Now you were right, that is the second article of impeachment is falsely, systematically, and with criminal intent, conflating the attacks of September 11th with
[00:17:45.979 --> 00:17:51.863]  A mispresentation of Iraq as a security threat, as part of a fraudulent justification for the war of aggression.
[00:17:52.324 --> 00:17:57.547]  And we now have the memos, the White House memos and others, where they knew Iraq had nothing to do with it.
[00:17:58.108 --> 00:18:01.350]  Of course, they knew that from day one, being the authors of the attacks, the 9-11 attacks.
[00:18:01.790 --> 00:18:08.915]  But that they were going to go out and sell the public on this, and now, conservatively, there's a million dead Iraqis because of this.
[00:18:08.975 --> 00:18:13.579]  I mean, this is Nazi-level, World War II-level crimes.
[00:18:15.928 --> 00:18:18.649]  No, this is very, very serious.
[00:18:18.669 --> 00:18:23.771]  There's a lot of people dying today because of that huge law that he broke.
[00:18:24.272 --> 00:18:26.313]  And no, I don't think he should get by with it.
[00:18:26.353 --> 00:18:27.973]  I don't think any of those guys in there.
[00:18:28.434 --> 00:18:29.834]  And he's not the only one.
[00:18:30.194 --> 00:18:32.435]  He's just the puppet on the string.
[00:18:32.455 --> 00:18:39.058]  There's a lot of people telling him what to do, and they're using small words and big letters so he can get it said.
[00:18:39.378 --> 00:18:42.900]  But there's people behind him telling him what to do.
[00:18:43.749 --> 00:18:49.932]  Would you like to see the New World Order puppeteers controlling the marionette to be brought to justice as well, Willie?
[00:18:51.013 --> 00:18:51.934]  I think they have to.
[00:18:51.994 --> 00:18:53.595]  You just can't bring in the puppet.
[00:18:53.615 --> 00:18:55.776]  You've got to bring in the guys pulling the strings.
[00:18:55.976 --> 00:19:07.762]  And that's going to be harder to do because it looks like the closer we get to impeachment, all of the guys out there pulling the strings are ready to throw George under the bus and let him ride all the heat.
[00:19:07.802 --> 00:19:08.583]  But I don't think that's
[00:19:09.147 --> 00:19:09.748]  That's enough.
[00:19:10.509 --> 00:19:22.644]  I think we have to go further than that and dig deeper and go back and find out who all is involved here and make them all come to step up to the bar and tell us why they did what they did.
[00:19:22.875 --> 00:19:23.695]  You know, that's a great point.
[00:19:23.715 --> 00:19:34.579]  I'm going to skip this break for the folks watching on PrisonPlanet.tv and for the radio folks out there, and then we're going to go to break at the bottom of the hour and come back and take some phone calls.
[00:19:36.199 --> 00:19:51.864]  I really cannot overstate how much courage that Congressman Dennis Kucinich has, and we all need to be praying for him and supporting him and demanding, not just that Congress
[00:19:52.824 --> 00:19:54.866]  Well yeah, that's another
[00:20:22.458 --> 00:20:31.342]  The problem that we have is getting the message across because the media people seem to be happy just telling the other side.
[00:20:31.362 --> 00:20:35.504]  They'll get in trouble themselves.
[00:20:35.524 --> 00:20:38.546]  They'll lose their jobs if they start talking like you and I are doing.
[00:20:39.086 --> 00:20:45.849]  But if they signed up to be a news person, I think they should go on up and do what they're supposed to do.
[00:20:46.394 --> 00:20:47.674]  Some of them are doing it.
[00:20:47.734 --> 00:20:56.917]  Not all the media is laying down, rolling over, and there's a lot of good people in radio that are speaking out and a lot of people on the internet.
[00:20:58.598 --> 00:21:03.839]  I think we have more ways to fight back today than we did 50 years ago.
[00:21:04.199 --> 00:21:11.101]  So I think with you doing what you're doing and all the other guys chipping in, every little bit helps.
[00:21:11.161 --> 00:21:13.262]  And if we keep pointing out what's going on,
[00:21:13.863 --> 00:21:24.008]  And if we keep putting cameras on them, if we keep telling people what they're doing, maybe we can stop them from doing something really bad between now and election day.
[00:21:24.628 --> 00:21:39.575]  Well that's my point, and the point that you and many others have made, is that there is this incredible danger, if they've got the will to orchestrate a 9-11 style attack, if they have the will to carry out all these chemical and biological and radiological tests on the people,
[00:21:40.055 --> 00:21:45.576]  Or the will to ship in these dangerous narcotics for our school children, and then run the phony war against it.
[00:21:46.456 --> 00:21:49.857]  They're capable of doing anything, and you're right, we can't just remove the puppets.
[00:21:50.197 --> 00:21:58.378]  We have to, once and for all, smoke the dark spiders, the corporate chieftains, out of their holes that have been engineering all this.
[00:21:59.918 --> 00:22:08.560]  You're absolutely right, and I think Dennis is taking a giant step forward in giving that a chance to happen.
[00:22:09.193 --> 00:22:12.476]  Every time he steps up there and reads another article of impeachment.
[00:22:13.677 --> 00:22:16.880]  We're going to come back, because right now we're behind the scenes for folks on the internet.
[00:22:16.940 --> 00:22:23.765]  We're going to be back in about a minute and a half to the full audience, Willie, and I want to get back into what's happening with Iran and Iraq and get your take on that.
[00:22:24.466 --> 00:22:32.853]  But shifting gears into the economy, you know, you've been involved with Farm Aid and so much more, aware of how this international bank, central banks, operate.
[00:22:33.033 --> 00:22:37.257]  We've got the IMF and World Bank documents where they admit they are engineering
[00:22:37.737 --> 00:22:39.818]  Well, I can see where they've done it with the farmers.
[00:22:39.898 --> 00:22:47.140]  We used to have 8 million small family farmers out there and through various techniques, illegal and whatever they have taken back.
[00:23:04.529 --> 00:23:10.993]  Over 6 million of those small family farms, and they've done it by doing exactly what you said.
[00:23:11.033 --> 00:23:19.338]  They dropped the prices on everything, putting farmers out of business all over the world, just so they can pick up the land and use it to their advantage.
[00:23:20.358 --> 00:23:22.439]  The big corporations want to do it all.
[00:23:22.840 --> 00:23:28.483]  They want to put all the small family farmers out of business, and I still think that this whole thing, our entire
[00:23:29.264 --> 00:23:30.325]  I don't know.
[00:23:52.364 --> 00:23:57.969]  Like T-Bone Pickens said, $700 billion worth of oil every year from foreign countries.
[00:23:58.189 --> 00:24:05.355]  We could be making it ourselves out of wind, solar, biodiesel, ethanol.
[00:24:06.436 --> 00:24:09.198]  We can do it all in 20, 30 years.
[00:24:09.258 --> 00:24:11.580]  We can take ourselves off of oil completely.
[00:24:11.620 --> 00:24:13.782]  In the meantime, we can drop our dependency.
[00:24:15.307 --> 00:24:18.490]  Just by changing over, doing this and doing that.
[00:24:18.550 --> 00:24:20.492]  Okay, Willie, I hate to interrupt you when you're on a roll.
[00:24:20.512 --> 00:24:21.773]  We're coming back to the main audience.
[00:24:21.973 --> 00:24:23.694]  Before you leave, let's get back into that, okay?
[00:24:24.475 --> 00:24:24.855]  Here we go.
[00:24:27.978 --> 00:24:38.347]  And when the war is over and we've won it, let's remember how we done it so we don't have to do it again.
[00:24:42.294 --> 00:24:56.473]  You know, I love rodeos, and I go to four or five a year, and it's great to go to a rodeo where Willie Nelson's playing, because instead of having a bunch of pro-war propaganda wrapping the flag, you get a real patriot, a real Texan who really loves liberty.
[00:24:57.174 --> 00:25:12.593]  And to see tens of thousands of people at the Austin Rodeo, Star of Texas Rodeo, sing along to that, instead of going to, say, the Teague Rodeo with my family, where my family's from out in East Texas, and I mean, we're talking 20 minutes of government worshipping, war worshipping,
[00:25:13.294 --> 00:25:40.164]  Stuff, but it was totally hollow and nobody was even buying into it There and we're back live with Willie Nelson take your calls in the next segment and also later before he leaves us Get some into his solutions with agriculture and trying to save the family farm because his farm aid This year is coming up as well and give out some of his websites for you again Willie It's just wonderful and precious to be having this time
[00:25:41.124 --> 00:25:41.504]  I don't know.
[00:26:01.890 --> 00:26:04.232]  And even Fox News had trouble attacking him.
[00:26:04.512 --> 00:26:08.194]  Now we've had the former Italian president, who was also the head of intelligence, go public.
[00:26:08.494 --> 00:26:12.557]  German defense ministers, leaders in the Japanese Diet, their parliament.
[00:26:13.258 --> 00:26:15.679]  We've had actress of the year go public.
[00:26:16.239 --> 00:26:18.721]  I mean, it is just a mass of prominent people.
[00:26:19.041 --> 00:26:20.963]  CIA section chiefs going public.
[00:26:21.903 --> 00:26:24.225]  What is it like to see this type of courage, Willie?
[00:26:25.606 --> 00:26:26.346]  Well, it's great.
[00:26:28.551 --> 00:26:41.378]  We do know that there are some strong people in this country and around the world who will stand up for what's right, and it's always gratifying to see a guy jump up and say what he thinks, to stand up for what he believes is right.
[00:26:41.499 --> 00:26:47.462]  I can see more and more people doing that these days, and it is very gratifying.
[00:26:47.822 --> 00:27:03.521]  I don't think that the ring knockers, the establishment individuals thought that we would have this much courage or that this many prominent people like Willie Nelson and Jesse Ventura and so many others, Martin Sheen, right before he died, George Carlin.
[00:27:03.561 --> 00:27:04.602]  I'm going to send you my new film.
[00:27:04.642 --> 00:27:07.746]  Have you seen George Carlin talk about 9-11 being an inside job?
[00:27:08.752 --> 00:27:10.833]  No, I haven't, but I would love to see that.
[00:27:11.734 --> 00:27:12.815]  It's just incredible, Willie.
[00:27:12.855 --> 00:27:15.016]  I mean, I know I'm kind of in awe here.
[00:27:15.116 --> 00:27:21.200]  It's just we have to realize how positive it is that there are a lot of good Americans and others standing up.
[00:27:22.521 --> 00:27:26.583]  Well, yeah, and when you look at it for what it is, it's no big deal.
[00:27:26.663 --> 00:27:30.726]  It's somebody did something wrong and somebody needs to be outed for it.
[00:27:31.346 --> 00:27:34.408]  And once you look at all the facts and see the pictures and
[00:27:35.086 --> 00:27:44.498]  And you hear all the stories, it doesn't take a German scientist to realize that, hey, we got hit by some inside people there.
[00:27:44.538 --> 00:27:45.900]  We need to find out who it is.
[00:27:46.400 --> 00:27:49.825]  And we need to find out quickly so it doesn't happen again.
[00:27:50.452 --> 00:27:59.702]  Yeah, I'm sorry, I shouldn't laugh, it's so horrible, but just, I mean, it's so obvious, it's so simple, and you're saying the emperor has no clothes, and more and more people are saying it.
[00:28:00.022 --> 00:28:13.196]  Willie, what has the response been like, since you came on my radio show twice, and then on, of course, Free Speech TV and Democracy Now!, and, you know, questioned the official fable, what has the response been like from your fans, from your supporters, and your detractors?
[00:28:14.404 --> 00:28:23.377]  Ninety-nine percent in favor of what we've been saying, and a hundred percent of ours believing that we have the right to say it.
[00:28:23.898 --> 00:28:25.700]  There's nobody that said, hey, shut up.
[00:28:29.178 --> 00:28:51.117]  There's been a couple that didn't quite believe it and couldn't believe that we could do something like that, but I think the more we find out about what we are capable of doing and what we have done in the last couple hundred years, it's no stretch of the imagination to see that, hey, you know, we did this, we did that, of course we can do the Trey Tower, it's no big deal.
[00:28:52.264 --> 00:28:52.964]  Well, you're right.
[00:28:53.065 --> 00:29:00.109]  In fact, if you look at the British manuals on how to spread smallpox to the natives by giving them... That's not a rumor, folks.
[00:29:00.129 --> 00:29:04.272]  We have the manuals that then was taught to the colonists who did it.
[00:29:04.852 --> 00:29:12.097]  Or then when you look at the Tuskegee Experiment, or all the things that are still going on, or all these neocon warmongers,
[00:29:12.937 --> 00:29:13.677]  Well, no, you can't.
[00:29:13.697 --> 00:29:14.938]  Eventually the truth will come out.
