[00:00:00.049 --> 00:00:01.910]  Welcome, my friends.
[00:05:58.003 --> 00:06:01.045]  Allicin, a natural antibiotic from Allomax Nutraceuticals U.S.
[00:06:01.045 --> 00:06:01.806]  is a real thing.
[00:06:01.806 --> 00:06:08.811]  This amazing molecule is a stabilized antimicrobial antipathogenic killer from fresh, never before available garlic.
[00:06:08.811 --> 00:06:19.818]  Allicin molecule is biologically active against all bacterial pathogens, viruses, fungi, parasites, TB, and it kills fleshy bacteria, MRSA, Acinetobacter infections that ravage our everyday health.
[00:06:19.818 --> 00:06:23.080]  Taken daily, it removes these stealth pathogens, clearing our bodies of
[00:06:23.080 --> 00:06:23.560]  I think so.
[00:06:53.600 --> 00:07:02.304]  Of the three million plus edible food plants that grow on earth, no other single plant can compare with the nutritional value of the powder, seeds, and oil of the hemp plant.
[00:07:02.304 --> 00:07:08.307]  At HempUSA.org, we ship worldwide these nutritional products with free shipping to the US and Canada.
[00:07:08.307 --> 00:07:15.410]  At HempUSA.org, we want to educate our listeners that edible hemp is not marijuana and is certified THC-free.
[00:07:15.410 --> 00:07:18.651]  Our powder is 50% protein and does not contain gluten.
[00:07:18.831 --> 00:07:21.232]  Gluten impairs the cells from absorbing nutrients.
[00:07:21.232 --> 00:07:27.834]  This nutrient-dense food can be stored up to 5 years when vacuum-packed and is priced affordably to be used as a storable food.
[00:07:27.834 --> 00:07:31.355]  HempUSA.org is a bulk shipper starting with 5 pounds and up.
[00:07:31.355 --> 00:07:38.418]  To allow this food to work for you, call 908-691-2608 or go to HempUSA.org and order today.
[00:07:38.418 --> 00:07:41.579]  The body will react and heal itself given the proper nutrition.
[00:07:41.579 --> 00:07:43.780]  This superfood will be your greatest asset.
[00:07:43.780 --> 00:07:47.101]  So try it today, store it today, and change your life!
[00:07:47.441 --> 00:07:54.127]  Call 908-691-2608 or order from hempusa.org.
[00:07:54.127 --> 00:07:59.532]  The Genesis Communications Radio Network proudly presents The Alex Jones Show.
[00:07:59.532 --> 00:08:01.795]  Because there's a war on for your mind.
[00:08:10.333 --> 00:08:10.413]  Yeah.
[00:08:31.431 --> 00:08:33.912]  Okay, ladies and gentlemen, it is Friday.
[00:08:33.912 --> 00:08:37.474]  We got Bob Chapman on The Economic News, as I said earlier, coming up in the next hour.
[00:08:37.474 --> 00:08:40.196]  Then William Lewis, new film, just amazing.
[00:08:40.196 --> 00:08:40.976]  We're carrying it.
[00:08:40.976 --> 00:08:43.257]  I think it's the new Freedom to Fascism.
[00:08:43.257 --> 00:08:46.599]  We're carrying it at InfoWars.com.
[00:08:46.599 --> 00:08:48.660]  It is just now available.
[00:08:49.275 --> 00:08:59.183]  In fact, it's not going to be in stores for a few weeks, just like American Drug War, that I consulted on, that's been airing on Showtime, but this has three hours of extras.
[00:08:59.183 --> 00:09:05.749]  It wasn't going to be a miniseries, so really you're getting a miniseries for $24.95, the film and the miniseries.
[00:09:05.749 --> 00:09:08.271]  That's not out until May 28th.
[00:09:08.271 --> 00:09:09.532]  Guess who has it?
[00:09:09.532 --> 00:09:11.294]  No one else has it.
[00:09:11.294 --> 00:09:17.499]  I have American Drug War as part of my deal to consult on it, and I'm discounting it out of the gate.
[00:09:18.678 --> 00:09:26.079]  Because it's going to be sold for $29.95, 24.95, Infowars.com right now.
[00:09:26.079 --> 00:09:33.641]  I realize I've been lacking in plugging the books and videos we carry, and that's probably the most successful weapon we've got in the Infowar, is the truth.
[00:09:33.641 --> 00:09:36.601]  And we are a visual society.
[00:09:36.601 --> 00:09:46.003]  We are a society that watches television, watches films for our education, not reading.
[00:09:47.077 --> 00:09:50.039]  Very small percentage of people even read one book a year.
[00:09:50.039 --> 00:09:51.861]  It's less than ten percent.
[00:09:51.861 --> 00:09:54.763]  Well, these are the new books of our age.
[00:09:54.763 --> 00:10:01.869]  The new, you know, Thomas Paine screeds.
[00:10:01.869 --> 00:10:04.011]  And they need to be seen.
[00:10:04.011 --> 00:10:07.473]  The new common senses of our age.
[00:10:07.473 --> 00:10:09.695]  American Drug War, The Last White Hope.
[00:10:09.695 --> 00:10:11.377]  We have met the enemy and it is our government.
[00:10:11.377 --> 00:10:13.518]  Exposing government drug dealing, all of it.
[00:10:13.518 --> 00:10:15.440]  Now it's complete and total fraud and scam.
[00:10:16.400 --> 00:10:20.845]  And how prescription drugs kill 300,000 plus a year.
[00:10:20.845 --> 00:10:26.031]  While marijuana kills no one, but they spend hundreds of billions a year, quote, fighting it.
[00:10:26.031 --> 00:10:32.679]  Because potheads make for good little slaves in the private prisons owned by the banks that launder the drug money.
[00:10:32.679 --> 00:10:34.921]  And it's all documented.
[00:10:34.921 --> 00:10:37.124]  American drug war, the last white hope.
[00:10:38.800 --> 00:10:45.243]  Showing on Showtime, but you can get the extra three hours that were too hardcore for Showtime.
[00:10:45.243 --> 00:10:49.326]  And again, William Lewis's new film, Washington, you're fired!
[00:10:49.326 --> 00:10:58.571]  But this is kind of like the person you try to kick out, you know, the renter you try to kick out, who's got their dogs going all over the floor and putting, stacking garbage up in the garage.
[00:10:58.571 --> 00:10:59.451]  Rats everywhere.
[00:10:59.451 --> 00:11:04.814]  You know, the woman is running a brothel out of the house.
[00:11:05.936 --> 00:11:07.217]  This is a true story I'm telling.
[00:11:07.217 --> 00:11:14.720]  I've got some family that rented a rent house out in the country, and the nightmare stories they've told me about it.
[00:11:14.720 --> 00:11:26.986]  These people, for a couple months, like three or four months, wouldn't pay their rent, and finally when they kicked them out, had the sheriff throw them out, they had, were too lazy to walk about 60 yards and put trash in the dumpster.
[00:11:26.986 --> 00:11:29.347]  So, uh, the communal dumpster in the country.
[00:11:29.347 --> 00:11:32.028]  So they, uh, just put it in the garage.
[00:11:32.028 --> 00:11:33.429]  The four-car garage.
[00:11:34.384 --> 00:11:35.245]  A large garage.
[00:11:35.245 --> 00:11:38.467]  This is a country house where they work on tractors and things.
[00:11:38.467 --> 00:11:43.070]  When my Uncle Houston lived in the house decades ago before he died.
[00:11:43.070 --> 00:11:44.431]  A nice little house.
[00:11:44.431 --> 00:11:52.036]  And they just stacked, I'm already digressing, just baby diapers, trash, everything to the ceiling.
[00:11:52.036 --> 00:11:54.737]  And then the whole house was filled with garbage.
[00:11:54.737 --> 00:12:00.221]  And the woman was whoring while the other guy worked as a part-time truck driver.
[00:12:01.437 --> 00:12:08.044]  Just a hellish situation and they had other scum runners before that as the country degenerates.
[00:12:08.044 --> 00:12:10.666]  But I think of that as our government.
[00:12:10.666 --> 00:12:22.278]  Just toothless scum that won't get out of our faces and takes trillions of dollars of our money over the last 50 years to propagandize us and tell us how good they are.
[00:12:22.278 --> 00:12:23.319]  It's disgusting.
[00:12:25.994 --> 00:12:38.867]  No, common sense and history knows what you are, and the people are slowly discovering the peril they're in, and then when you make your big move to take all the bank accounts and the pension funds, you're gonna fall like Ceausescu.
[00:12:38.867 --> 00:12:44.853]  But criminals never stop, and you're not gonna stop, are you?
[00:12:44.853 --> 00:12:47.876]  So go ahead and have your way with us, but in the end, you're gonna lose.
[00:12:47.876 --> 00:12:50.178]  Alright, here's the news in front of me today.
[00:12:52.072 --> 00:13:15.140]  Yesterday a caller called in from Tennessee and he said he's in Memphis and that the local papers reported that the hundreds of deputies have been federalized and are now federal police, basically, and that they just randomly ran out on the streets and had checkpoints and pulled people over and stopped people on the streets and no Fourth Amendment, just Nazi Germany.
[00:13:15.140 --> 00:13:15.780]  That's how it is.
[00:13:15.780 --> 00:13:21.142]  Just cops roving, randomly checking IDs as they do in New York, as they do in L.A., Chicago.
[00:13:22.325 --> 00:13:29.727]  And they said it was to fight terrorism, and then they arrested you if you had warrants for speeding or if you didn't have insurance.
[00:13:29.727 --> 00:13:31.787]  And they brag about it.
[00:13:31.787 --> 00:13:40.449]  And sure enough, I forgot about it until this morning, and I googled it and found a bunch of news, but didn't just find it in Tennessee, I found it all over the country.
[00:13:40.449 --> 00:13:46.931]  Now, we already knew this was happening, but the bigger issue was sheriff's deputies told him that, yeah, they're being told to get ready for martial law.
[00:13:46.931 --> 00:13:47.371]  Well, I've had
[00:13:48.744 --> 00:13:49.464]  Managers.
[00:13:49.464 --> 00:13:57.107]  One guy manages, what was it, 14 universities, 14 campuses in a university system, to be technical.
[00:13:57.107 --> 00:13:59.287]  And he said, yeah, they're training everybody for martial law.
[00:13:59.287 --> 00:14:01.528]  Had him on a few years ago.
[00:14:01.528 --> 00:14:03.169]  It's the same everywhere.
[00:14:03.169 --> 00:14:05.229]  That's the new job.
[00:14:05.229 --> 00:14:11.071]  The criminals that ship in the drugs and carry out the terror attacks own the private policing agencies and the prisons.
[00:14:11.866 --> 00:14:17.211]  And they just literally are going to own things as kingpins, like out of something out of Escape from New York.
[00:14:17.211 --> 00:14:19.092]  You know, it's the mayor.
[00:14:19.092 --> 00:14:19.693]  It's the duke.
[00:14:19.693 --> 00:14:22.035]  He's a number one.
[00:14:22.035 --> 00:14:26.719]  Law enforcement agencies joined together for anti-terrorism initiative.
[00:14:26.719 --> 00:14:31.743]  This is out of the commercial appeal, that's the name of the paper in Memphis, the major daily paper.
[00:14:33.167 --> 00:14:39.230]  And it just shows them, it said, fighting terrorism with images of them pulling people over in their cars.
[00:14:39.230 --> 00:14:40.650]  See, you're the terrorist.
[00:14:40.650 --> 00:14:43.512]  There's no real terrorist.
[00:14:43.512 --> 00:14:50.295]  Overnight, they flipped it from, quote, brown-skinned men in caves with turbans and beards to blonde-haired, blue-eyed al-Qaeda.
[00:14:50.295 --> 00:14:51.936]  They're everywhere.
[00:14:51.936 --> 00:14:54.257]  You see?
[00:14:54.257 --> 00:14:56.658]  But they never flipped it in secret.
[00:14:56.658 --> 00:14:59.279]  We always had the documents where it was gun owners, Christians,
[00:15:00.077 --> 00:15:12.986]  People that make frequent references to the Constitution, those who believe Jesus Christ is returning, are all considered terrorist cult members who need to be, quote, re-educated, in the words of Janet Reno, on 60 Minutes?
[00:15:12.986 --> 00:15:15.828]  Oh, you're going to re-education camps!
[00:15:15.828 --> 00:15:18.429]  Your preacher's gonna tell you to go!
[00:15:18.429 --> 00:15:21.331]  You think I'm joking, don't you?
[00:15:21.331 --> 00:15:22.852]  Folks, this is all gonna come true!
[00:15:22.852 --> 00:15:24.894]  This is all gonna happen!
[00:15:30.117 --> 00:15:33.880]  You'll have to see it, won't you?
[00:15:33.880 --> 00:15:37.323]  So, uh, Law Enforcement Agencies joined together for Anti-Terror Initiative.
[00:15:37.323 --> 00:15:38.044]  We're gonna cover that.
[00:15:38.044 --> 00:15:42.828]  And I found several Tennessee papers reporting similar things.
[00:15:42.828 --> 00:15:48.253]  TransLink has to rein in its taser-happy cops before someone is injured or killed.
[00:15:53.130 --> 00:16:00.835]  And it admits that if you do not have a metro card, and because the people, I mean, it's like eight bucks up there to use it.
[00:16:00.835 --> 00:16:05.297]  It's like ten bucks down many areas in New York, but I looked it up, it's seven bucks in the city where this is happening.
[00:16:05.297 --> 00:16:07.338]  A lot of people don't have the money.
[00:16:07.338 --> 00:16:10.340]  And they walk up to you and they taser you as punishment.
[00:16:10.340 --> 00:16:13.422]  It's called paying compliance.
[00:16:13.422 --> 00:16:22.547]  Just like the Polish guy panicking as they tasered him, they jumped on top of his head with their knees, they break his neck right there on the tape, and they hold him up and his head's lollin' all around, and
[00:16:23.106 --> 00:16:24.267]  It's like that woman they killed.
[00:16:24.267 --> 00:16:30.311]  They said she choked herself with her handcuffs that were behind her.
[00:16:30.311 --> 00:16:37.515]  Hey cops, you think you can get away with that type of evil and there aren't bigger criminals above you that aren't going to abuse you?
[00:16:37.515 --> 00:16:40.117]  They're abusing you right now.
[00:16:40.117 --> 00:16:49.543]  Now you won't care when your kid's dumbed down or has a learning disability or God forbid has autism or dies of a brain tumor from all the shots you give them and the water you feed them.
[00:16:49.543 --> 00:16:50.944]  You give them a drink.
[00:16:50.944 --> 00:16:51.945]  But you are going to care
[00:16:52.887 --> 00:17:01.909]  When they destroy your family's future, you may end up having okay checks, but everybody else in your family is going to be totally destitute, but that'll be alright.
[00:17:01.909 --> 00:17:04.870]  At Thanksgiving, everybody will kiss your butt at the table.
[00:17:04.870 --> 00:17:06.070]  That's what this is all really about.
[00:17:06.070 --> 00:17:08.811]  Getting an ego, isn't it?
[00:17:08.811 --> 00:17:10.671]  Well, don't worry.
[00:17:10.671 --> 00:17:11.152]  Don't worry.
[00:17:11.152 --> 00:17:14.672]  You always win.
[00:17:14.672 --> 00:17:15.613]  That's a trick.
[00:17:15.613 --> 00:17:16.253]  That's a lie.
[00:17:16.253 --> 00:17:16.913]  You don't really win.
[00:17:18.997 --> 00:17:21.539]  Ex-NFL player tased for pointing a cop.
[00:17:21.539 --> 00:17:24.281]  The police walked up to the car.
[00:17:24.281 --> 00:17:26.302]  You hear him say, and the news is against him.
[00:17:26.302 --> 00:17:29.224]  They're using the worst parts of it, and it's not even bad.
[00:17:29.224 --> 00:17:32.346]  And somebody's saying, come on, man, to the cop.
[00:17:32.346 --> 00:17:38.090]  So the former NFL star politely says, hey, let's handle this.
[00:17:38.090 --> 00:17:39.791]  He gets out of the car.
[00:17:39.791 --> 00:17:42.133]  The white officers have got shaved heads.
[00:17:42.133 --> 00:17:44.074]  They're all beefed up.
[00:17:44.074 --> 00:17:45.695]  They're big guys, but you can see them.
[00:17:45.695 --> 00:17:47.036]  They're intimidated when he gets out.
[00:17:47.831 --> 00:17:49.552]  But the guy's a gentle giant.
[00:17:49.552 --> 00:17:50.712]  He's real friendly.
[00:17:50.712 --> 00:17:53.093]  He's, listen, I forgot to carry it with me, but here's who I am.
[00:17:53.093 --> 00:18:00.557]  And they start putting their hands on him and they're saying, settle down.
[00:18:00.557 --> 00:18:02.317]  And he supplicates.
[00:18:02.317 --> 00:18:05.859]  He puts his hands together in the universal submission.
[00:18:05.859 --> 00:18:07.580]  He says, come on, man, please.
[00:18:07.580 --> 00:18:10.641]  Everything's all right.
[00:18:10.641 --> 00:18:14.863]  And the cops charge him and run their arms into him.
[00:18:16.253 --> 00:18:20.715]  Uh, and he starts backing up, going, please don't, and they got tasers out.
[00:18:20.715 --> 00:18:26.957]  He turns to run and they taser him, and there's a wicked celebration on the news.
[00:18:26.957 --> 00:18:32.399]  There's a wicked celebration on the news, uh, about how, oh, listen to him cuss.
[00:18:32.399 --> 00:18:35.240]  Then he starts cussing after they've tasered him.
[00:18:35.240 --> 00:18:39.422]  He ran from police assaulting him and tasering him.
[00:18:44.352 --> 00:18:47.253]  And look, we got clips of them tasering blind people.
[00:18:47.253 --> 00:18:54.097]  We got clips of them throwing people out of wheelchairs who were completely paralyzed from the neck down and laughing.
[00:18:54.097 --> 00:18:56.758]  We got footage of them tasering 95-year-old women.
[00:18:56.758 --> 00:19:00.620]  We got stuff of a guy in a library without an ID, and he says, I don't have an ID.
[00:19:00.620 --> 00:19:01.940]  And they say, produce one.
[00:19:01.940 --> 00:19:02.781]  And he goes, look, I'm leaving.
[00:19:02.781 --> 00:19:04.242]  And they go, no, I'm going to tase you.
[00:19:04.242 --> 00:19:04.902]  And they tase him.
[00:19:04.902 --> 00:19:09.204]  And the school says, yes, we tase you for not answering questions.
[00:19:09.204 --> 00:19:10.825]  It's torture.
[00:19:10.825 --> 00:19:12.365]  And people die every day.
[00:19:12.365 --> 00:19:13.626]  I see someone dying from it.
[00:19:14.887 --> 00:19:30.180]  And I told you ten years ago when these came out, because I read Pentagon documents, Colonel Alexander and others, where they say that they're going to train everybody with the images of police shooting and it habitualizes shooting, they're going to move on just to guns.
[00:19:30.180 --> 00:19:31.701]  They're just going to blow you away.
[00:19:31.701 --> 00:19:34.343]  Because it's martial law.
[00:19:34.343 --> 00:19:35.224]  It's New Orleans.
[00:19:35.224 --> 00:19:40.228]  We're going to come back and cover it all, ladies and gentlemen, and the collapsing economy.
[00:19:40.228 --> 00:19:42.050]  The full rape is beginning.
[00:19:43.848 --> 00:19:48.084]  Baby baby I'm gonna leave you
[00:19:55.546 --> 00:19:58.228]  Do you know the truth about cancer treatments?
[00:19:58.228 --> 00:20:07.693]  Do you realize that with all presently accepted methods, you are not correctly attacking the cancer, and you are mostly fighting to survive the treatment?
[00:20:07.693 --> 00:20:14.798]  Do you realize that mutilating surgery, burning, and the poisoning of your entire system are totally unnecessary?
[00:20:15.518 --> 00:20:21.505]  But now, it's cancer's turn to die with LaceMedInc's patented methodology.
[00:20:21.505 --> 00:20:32.277]  Without cutting, bleeding, drugs, or damaging radiation, we can destroy skin cancer and breast tumors of any size without adverse side effects at our physician's office.
[00:20:33.058 --> 00:20:33.479]  It is a big idea.
[00:20:33.479 --> 00:20:34.439]  A new world order.
[00:20:34.439 --> 00:20:35.781]  In the near future.
[00:21:00.842 --> 00:21:03.904]  Earth is dominated by a powerful world government.
[00:21:03.904 --> 00:21:06.746]  It's known as the Bilderberg Group.
[00:21:06.746 --> 00:21:09.528]  Could their objective be world domination?
[00:21:09.528 --> 00:21:12.710]  For thousands of years, their dark order grew.
[00:21:12.710 --> 00:21:20.035]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:21:23.052 --> 00:21:28.496]  For the first time in history, the elite's plan for world government is blown wide open.
[00:21:28.496 --> 00:21:31.818]  You will learn the secret that drives the entire New World Order agenda.
[00:21:31.818 --> 00:21:34.940]  The Oval Party is making great progress toward a world government.
[00:21:34.940 --> 00:21:36.101]  Most people have no idea.
[00:21:36.101 --> 00:21:36.901]  They're not after money.
[00:21:36.901 --> 00:21:38.182]  They have all the money they need.
[00:21:38.182 --> 00:21:39.163]  They're after power.
[00:21:39.163 --> 00:21:40.304]  That's their aphrodisiac.
[00:21:40.304 --> 00:21:45.047]  Order Endgame on DVD at PrisonPlanet.com or InfoWars.com.
[00:21:45.047 --> 00:21:49.009]  Or watch it online right now at PrisonPlanet.tv.
[00:21:49.009 --> 00:21:51.831]  Endgame, blueprint for global enslavement.
[00:21:51.831 --> 00:21:52.892]  You have been warned.
[00:21:53.833 --> 00:21:58.917]  You can trace every disease, every illness, and every ailment to mineral deficiency.
[00:21:58.917 --> 00:22:02.820]  That is a quote from two-time Nobel Prize winner Linus Pauling.
[00:22:02.820 --> 00:22:12.508]  Because fruits and vegetables in their raw form are better absorbed, retained, and utilized than if heated, the Champion Juicer is the best way to get your nutrients your body craves.
[00:22:12.508 --> 00:22:16.891]  The Champion Juicer chews the fibers and breaks up the cells of vegetables and fruits.
[00:22:16.891 --> 00:22:20.554]  This gives you more fiber, enzymes, vitamins, and trace minerals.
[00:22:20.734 --> 00:22:31.022]  Juicing a combination of raw fruits and vegetables is documented to not only treat minor illness, but also is shown to reverse once thought incurable, life-threatening diseases.
[00:22:31.022 --> 00:22:36.146]  Juicing with the Champion Juicer also promotes fast, healthy weight loss and pure body cleansing.
[00:22:36.146 --> 00:22:38.828]  Put the Champion Juicer to work for you and your family.
[00:22:38.988 --> 00:22:43.695]  Get creative with your juicer and add a grain mill attachment to make your own healthy fresh flour.
[00:22:43.695 --> 00:22:47.921]  The Champion Juicer also makes great nut butters and frozen sorbets.
[00:22:47.921 --> 00:22:50.604]  The world's finest juicer is Champion Juicer.
[00:22:50.604 --> 00:22:52.767]  Ask for it at your favorite health food store online today.
[00:22:53.587 --> 00:23:06.729]  Now from the makers of Loose Change, the most downloaded film in internet history, comes the long-awaited release of Loose Change Final Cut, an entirely new two-hour film that completely destroys the official fable forever.
[00:23:06.729 --> 00:23:17.791]  Loose Change Final Cut hopes to be a catalyst for a new independent investigation in which family members receive answers to their questions and the true perpetrators of this horrendous crime are brought to justice.
[00:23:17.791 --> 00:23:20.132]  Loose Change Final Cut is the ultimate 9-11 expose
[00:23:21.212 --> 00:23:22.953]  From hijackers being trained at U.S.
[00:23:22.953 --> 00:23:29.097]  military bases to bombs in the buildings, Loose Change Final Cut is the one 9-11 film everyone must see.
[00:23:29.097 --> 00:23:34.501]  Secure your copy of Loose Change Final Cut today at InfoWars.com or PrisonPlanet.com.
[00:23:34.501 --> 00:23:44.287]  While you're visiting the online video store, be sure to check out the huge discounts on films like Endgame, Blueprint for Global Enslavement, America, Freedom to Fascism, and hundreds of other titles.
[00:23:44.727 --> 00:23:47.352]  We're in a no-holds-barred information war.
[00:23:47.352 --> 00:23:52.681]  Truth is our weapon, and PrisonPlanet.com has the tools you need to take the fight back to Big Brother.
[00:24:07.409 --> 00:24:13.495]  Remember, the illegal aliens get free health care, they're allowed a DWI drive, they don't have to have a driver's license, nothing.
[00:24:13.495 --> 00:24:14.997]  It's all just accepted.
[00:24:14.997 --> 00:24:18.460]  That's been admitted.
[00:24:18.460 --> 00:24:21.323]  But citizens get the book thrown at them.
[00:24:21.323 --> 00:24:24.566]  It's like you only see police in the wealthy areas writing everybody tickets.
[00:24:26.807 --> 00:24:28.788]  Everything's selectively enforced.
[00:24:28.788 --> 00:24:31.910]  Foreign drug dealers are allowed to invest money in the stock market.
[00:24:31.910 --> 00:24:33.971]  There's a special federal law for it.
[00:24:33.971 --> 00:24:35.211]  It's totally lawless.
[00:24:35.211 --> 00:24:46.817]  Now, former NFL football player Timothy Worley was tasered by Georgia police for becoming confrontational, is their quote, at a traffic stop, according to news reports.
[00:24:46.817 --> 00:24:53.821]  But the video shows the extent of Worley's aggression as merely pointing at the cop and raising his voice.
[00:24:55.282 --> 00:25:02.784]  And the cop, it's weird, rushes up and pushes on him while he's saying please, man, with his hands together.
[00:25:02.784 --> 00:25:04.525]  It's really bizarre.
