[00:00:03.612 --> 00:00:03.814]  Oh, yeah.
[00:06:20.031 --> 00:06:20.371]  Thank you.
[00:07:25.134 --> 00:07:26.195]  We're good.
[00:07:57.107 --> 00:07:58.528]  Hello and welcome to Fine Print.
[00:07:58.668 --> 00:08:02.110]  The double scrutiny of the story and its coverage with me, Amir Afraf.
[00:08:02.130 --> 00:08:04.692]  First as always, we'll start with a quick check of the big print.
[00:08:05.112 --> 00:08:05.733]  Big print go!
[00:08:12.177 --> 00:08:16.140]  McCain and Obama in frantic mode during final sprint for votes.
[00:08:23.766 --> 00:08:27.789]  McCain and Obama embark on last-ditch tours of spring states.
[00:08:28.710 --> 00:08:30.971]  Presidential candidates make appeals in key states.
[00:08:30.991 --> 00:08:32.552]  Candidates sprint towards finish lines.
[00:08:59.108 --> 00:09:02.331]  Obama is up, and fans fear dad jinxes it.
[00:09:03.492 --> 00:09:06.554]  Obama leads McCain in six of eight key states.
[00:09:06.614 --> 00:09:08.116]  Obama in command on either U.S.
[00:09:08.136 --> 00:09:08.296]  vote.
[00:09:34.170 --> 00:09:40.913]  We're joined from London by Dr. James Boyce, Assistant Professor of International Political Studies at Richmond.
[00:10:01.994 --> 00:10:06.195]  The American International University in London and founder of the Resolute Group from Austin, Texas.
[00:10:06.215 --> 00:10:15.217]  We're joined by Wayne Slater, author and senior political writer with the Dallas Morning News, co-author of Bush's Brain, How Karl Rove Made George W. Bush Presidential.
[00:10:15.277 --> 00:10:24.840]  By the phone, we're joined from Austin, Texas again by Alex Jones, investigative journalist, documentary filmmaker, owner of InfoWords.
[00:10:26.277 --> 00:10:32.821]  Welcome to the show, but straight to our first pick, Agence France-Presse, Obama in command on eve of U.S.
[00:10:32.981 --> 00:10:33.282]  vote.
[00:10:33.382 --> 00:10:43.389]  Barack Obama is huge on the threshold of history on Monday, as polls gave the Democrats a solid lead over John McCain on the last day of campaigning for the most dramatic U.S.
[00:10:43.429 --> 00:10:45.370]  presidential vote in a generation.
[00:10:45.930 --> 00:10:51.194]  But McCain, who has no room for error in the tense battle for a handful of toss-up states
[00:10:51.670 --> 00:10:57.753]  About to confound the pollsters and wrench victory from the African-American Obama's grasp on Tuesday.
[00:10:59.594 --> 00:11:11.279]  The 47-year-old Democrat stressed the historic nature of his quest to be America's first black president, striking an optimistic tone as thresholds gave him a white leap and heaped further pressure on McCain.
[00:11:11.379 --> 00:11:17.462]  He said, quote, This is a defining moment in our history, Obama wrote in an article published Monday in the Wall Street Journal.
[00:11:17.862 --> 00:11:19.923]  Tomorrow, I ask you to write
[00:11:20.718 --> 00:11:22.599]  Our nation's next great chapter.
[00:11:23.019 --> 00:11:26.601]  If you give me your vote, we won't just win this election together.
[00:11:27.121 --> 00:11:29.822]  We will change this country and change the world.
[00:11:30.102 --> 00:11:33.944]  McCain, a 72-year-old former prisoner of war in Vietnam, was defiant.
[00:11:34.084 --> 00:11:42.447]  My opponent, he said, quote, is measuring the drape to the White House, he said, as he wrapped up a frenzied day of campaigning with a midnight rally in Miami.
[00:11:43.207 --> 00:11:46.729]  The Mac is back, he said, quote, and we're going to win this election.
[00:11:48.124 --> 00:11:50.646]  And of course, the polls give it all to Obama.
[00:11:50.706 --> 00:11:54.289]  New Wall Street Journal NBC News poll put Obama at 51% of 43%.
[00:11:54.769 --> 00:12:00.134]  CNN's latest poll on Sunday had Obama with a 53% to 46% edge.
[00:12:00.334 --> 00:12:04.457]  The Washington Post ABC News poll gave him 54% to 43%.
[00:12:04.677 --> 00:12:09.081]  Rasmussen said he was at 51% of McCain's 46%.
[00:12:09.561 --> 00:12:12.864]  So let's go straight to Texas.
[00:12:13.424 --> 00:12:15.946]  Wayne Slater, take a look at your crystal ball.
[00:12:16.087 --> 00:12:16.487]  What do you see?
[00:12:18.524 --> 00:12:22.327]  Well, I think the polls really indicated Barack Obama's year.
[00:12:22.867 --> 00:12:31.714]  I just got off the plane, I spent almost a week with Barack Obama, before that a week with John McCain, and the Obama campaign is very, very confident.
[00:12:32.055 --> 00:12:46.646]  What we're seeing here is a remarkable, not only campaign by Barack Obama, if he happens to win tomorrow, and I think the expectations are he probably will, but we're seeing a redefinition of who votes for Democrats in America.
[00:12:47.150 --> 00:12:58.218]  Barack Obama is actually winning right now in some Southern states, something that no one has done and no Democrat has done since 1976, when Jimmy Carter, a fellow Southerner, won.
[00:12:58.559 --> 00:13:14.991]  You see Barack Obama challenging in a state like North Carolina, part of the Old South, where 40% of the registered voters have already voted, most of them are Democrats, and if Barack Obama wins there and in Virginia, as well as the other states that he's expected to pick up
[00:13:15.419 --> 00:13:31.692]  It not only will be a victory for the first African-American, an historic victory, but also a rather astonishing reconfiguration of the electoral map, which shows that the South, long Republican territory, might become part Democrat territory starting tomorrow.
[00:13:32.432 --> 00:13:33.973]  Reuters agrees with you.
[00:13:34.033 --> 00:13:36.715]  Obama leads McCain in 6 of 8, a key state.
[00:13:36.755 --> 00:13:41.359]  Democrat Barack Obama leads Republican John McCain in 6 of 8, a key battleground state.
[00:13:41.952 --> 00:13:42.813]  One day before the U.S.
[00:13:42.853 --> 00:13:48.815]  election, including the big prides of Florida and Ohio, according to a series of Reuters, Zogby polls released on Monday.
[00:13:49.016 --> 00:13:57.980]  Alex Jones, your look at your crystal ball, and do you see any surprise with all these polls going to Obama?
[00:13:59.272 --> 00:13:59.973]  No, I don't.
[00:14:00.393 --> 00:14:14.046]  The incredible support that we're witnessing for Barack Obama in almost every poll with leads of 10%, many of them, the smallest only about 5%, show that people don't like the policies of George W. Bush.
[00:14:14.466 --> 00:14:20.431]  The problem is, and most pundits are predicting a very short honeymoon, including his running mate Joe Biden,
[00:14:21.072 --> 00:14:28.297]  For Barack Obama, because he's going to come in, he wants more defense spending, he wants more wars, he wants to go into Afghanistan and expand things.
[00:14:28.817 --> 00:14:34.962]  Pakistan, he's for the warrantless Fourth Amendment destroying, wiretapping, spying on the American people.
[00:14:35.442 --> 00:14:41.787]  He's gotten three times the Wall Street money that John McCain has gotten, four times the Goldman Sachs.
[00:14:42.107 --> 00:14:47.731]  So he's going to be put in tomorrow by the public's outrage and by a media that's been giving him most the attention.
[00:14:48.471 --> 00:14:53.017]  It's clear that the establishment knows they've ridden their Republican pony as far as they can.
[00:14:53.357 --> 00:15:08.835]  They want a new, fresh horse, Barack Obama, to give them left cover, to pacify the left, so he can move in, bring in a global carbon tax, acquiesce to the banks who are literally just looting the country of not 800 billion, but trillions of dollars, giving it to themselves in bonuses.
[00:15:09.275 --> 00:15:15.821]  Barack Obama is probably going to be elected tomorrow, but he's also going to be a huge disappointment for the American people.
[00:15:15.841 --> 00:15:21.427]  You have a lot of conservatives voting for him because they're so sick of George Bush, but you also have about 30% of the U.S.
[00:15:21.467 --> 00:15:25.811]  population saying that they're not totally decided, that they don't like either candidate.
[00:15:26.272 --> 00:15:28.674]  You have Congress with an 11% approval rating.
[00:15:29.034 --> 00:15:33.879]  Both parties are universally hated now at higher levels than we've ever had in history.
[00:15:34.219 --> 00:15:57.046]  And so what's going to happen is Barack Obama is going to come into office probably, 95% chance I would say, all the polls show that, and then people are going to see that it's a different face, different rhetoric, a better speaker than George Bush, but that the global corporate institutions that control our executive branch are really in control, and so you're going to see a major crisis here in the United States as things intensify.
[00:15:58.106 --> 00:15:59.347]  All right, you covered a lot of ground.
[00:15:59.367 --> 00:16:07.976]  We'll be talking about that, the choices American people have, whether or not the two are true agents for change, either Obama or McCain.
[00:16:08.216 --> 00:16:11.359]  No other choice, as facts speak for themselves.
[00:16:11.439 --> 00:16:15.744]  But New York Times goes, Obama is up, and fans fear that jinxes it.
[00:16:16.284 --> 00:16:18.727]  Let's get a doctor's voice for his speculation.
[00:16:18.747 --> 00:16:21.990]  Plus, do you see any of this jinx could be nothing
[00:16:22.429 --> 00:16:23.649]  Other than the Bradley effect.
[00:16:23.689 --> 00:16:28.871]  Do you see the Bradley effect simply people not voting black on election day despite all the polling?
[00:16:34.493 --> 00:16:39.055]  Well, certainly the Bradley effect is something which the Obama campaign are greatly fearing.
[00:16:39.735 --> 00:16:45.957]  This idea that people could be saying one thing to the pollsters and something else to themselves in private.
[00:16:46.657 --> 00:16:51.179]  It's certainly got to be fighting away the heart of darkness at the Obama campaign.
[00:16:51.559 --> 00:16:58.464]  I think, however, that as your polls have revealed, there is enough of a gap between the two candidates at this point.
[00:16:58.784 --> 00:17:02.707]  There should be sufficient to see Barack Obama coast to victory tomorrow.
[00:17:03.308 --> 00:17:06.950]  Whether it will be the landslide, which some people had forecast, I think is unlikely.
[00:17:08.051 --> 00:17:17.658]  We will have to wait and see exactly what the figures emerge, but I think it's telling today that we see John McCain very much on the defensive in states that he should have sawn up
[00:17:18.098 --> 00:17:19.159]  We're good to go.
[00:17:45.054 --> 00:17:50.719]  Well, of course, we have McCain saying Obama is perhaps measuring the drapes of the White House.
[00:17:50.839 --> 00:17:52.620]  Well, he should be, according to the polls.
[00:17:52.941 --> 00:18:00.787]  But do you see that broadly affect the race factor, changing all the polls come November 4th, that is hours away?
[00:18:00.807 --> 00:18:05.111]  Yeah, I think Dr. Boyd has it exactly right.
[00:18:05.931 --> 00:18:10.395]  If this were a close race, if in fact Barack Obama were leading in the polls,
[00:18:11.073 --> 00:18:30.000]  In the battleground states and nationally, by one or two percentage points, then I think the potential of the Bradley effect, where people, as he said, might telepolster that they would vote for Barack Obama, but secretly, when they actually go to vote, would not vote for an African-American, then I think the Bradley effect might have an effect.
[00:18:30.521 --> 00:18:39.004]  But all indications are that even though this race is narrowing to some extent, and is expected to narrow in terms of the voter turnout, that the
[00:18:39.548 --> 00:18:54.056]  The margin of victory by Barack Obama, in the key battleground states especially, where he is expected to win by more than 2 or 3 or 4 percent, probably obligates the Bradley effect here.
[00:18:54.676 --> 00:19:01.200]  If that happens, if in fact some voters are going to not vote for him because he is black, there's no question about that.
[00:19:01.670 --> 00:19:07.675]  But if he's able to overcome that, it will be a rather remarkable moment in American politics.
[00:19:07.935 --> 00:19:10.457]  We had slavery in this country 140 years ago.
[00:19:10.677 --> 00:19:11.677]  That's when we abolished it.
[00:19:12.298 --> 00:19:26.088]  And now that we have an African-American who could win the presidency of the United States, you know, 140 years since the 15th Amendment, which allowed the former slaves to vote, is an extraordinary moment.
[00:19:26.428 --> 00:19:31.032]  So while few Americans may vote against Barack Obama because he is black,
[00:19:31.636 --> 00:19:43.387]  The indications are that there is a phenomenon here which is bigger than that, and that it's likely, though I'm not going to predict absolutely, but likely to sweep him into office tomorrow.
[00:19:43.887 --> 00:19:46.910]  All right, let's take a look at this C-word of change.
[00:19:47.410 --> 00:19:49.972]  Both campaigns have been talking about change.
[00:19:50.093 --> 00:19:55.998]  Obama says the change we need, that their change is not authentic, and well, here is what he wrote.
[00:19:56.440 --> 00:20:04.824]  Again, in the Wall Street Journal, this is a defining moment in our history, and then he said, tomorrow I ask you to write our nation's next great chapter.
[00:20:05.065 --> 00:20:12.128]  If you give me your vote, we won't just win this election together, we will change this country and change the world!
[00:20:13.329 --> 00:20:17.751]  Alex Jones, last time Bush said, I'll change the world after 9-11, we need to change.
[00:20:17.811 --> 00:20:20.853]  What change does Obama really mean, both inside the U.S.
[00:20:20.893 --> 00:20:21.373]  and outside?
[00:20:21.869 --> 00:20:26.830]  Well, there's going to be real change, and it's the exact same change we would have seen with John McCain.
[00:20:26.850 --> 00:20:29.251]  These guys on the issues aren't any different.
[00:20:29.611 --> 00:20:31.052]  You just get some different rhetoric.
[00:20:31.492 --> 00:20:39.854]  And Barack Obama has openly called for a million-person youth corps, youth brigades, out-enforcing as intelligence spies.
[00:20:40.194 --> 00:20:44.015]  He's called for a three million-person environmental squads.
[00:20:44.055 --> 00:20:50.877]  He's called for shutting down, quote, bankrupting the coal industry that supplies forty-nine percent of all of our power.
[00:20:51.317 --> 00:20:53.019]  Yeah, he's going to bring in big government.
[00:20:53.059 --> 00:20:54.780]  I mean, he's talking like he's the Messiah.
[00:20:55.101 --> 00:20:59.184]  He's running TV ads where he's already sitting in the White House.
[00:20:59.545 --> 00:21:08.032]  And so what he's going to bring is a lot of grassroots support just because the public thinks they're getting political change because he looks different.
[00:21:08.293 --> 00:21:13.337]  But instead they're going to get change, the whole George Bush agenda, on steroids.
[00:21:13.718 --> 00:21:15.039]  And so that's the bottom line here.
[00:21:15.059 --> 00:21:15.599]  That's why
[00:21:16.460 --> 00:21:20.281]  You have Barack Obama unpopular on almost every issue.
[00:21:20.721 --> 00:21:29.502]  The only reason he is popular with the people is because he's from a different party and they're hoping for some type of real change and they're not going to get it.
[00:21:29.743 --> 00:21:42.145]  What they're going to get is what his running mate called for twice last week, a new world order where the very private banks that have orchestrated the derivatives collapse for a vertical integration, a consolidation
[00:21:42.805 --> 00:21:55.177]  They are now openly calling for a world government run by a select group of banks out of London, England that will set and control world taxes, world regulations, stock markets.
[00:21:55.197 --> 00:22:00.962]  We will buy our carbon credits directly from a private group of central banks.
[00:22:01.423 --> 00:22:05.206]  And so that is the change that Barack Obama is talking about.
[00:22:05.467 --> 00:22:06.347]  He is talking about
[00:22:07.148 --> 00:22:09.829]  Bringing in more control, more of the same.
[00:22:09.889 --> 00:22:17.752]  That's why he's getting more corporate contributions and more defense contributions and more big money contributions than John McCain.
[00:22:18.033 --> 00:22:29.577]  The establishment positioned John McCain to win the Republican primary because they knew they were basically running a political corpse just like the system ran Bob Dole in 1996 against Bill Clinton.
[00:22:29.757 --> 00:22:30.858]  And so we're all talking about
[00:22:31.418 --> 00:22:32.699]  Oh, the first black president.
[00:22:32.859 --> 00:22:43.704]  While we're all talking about these little side issues, we should, as an American people, talk about the fact that Barack Obama has lied about every major issue.
[00:22:43.964 --> 00:22:47.206]  He has turned around and stabbed the American people in the back.
[00:22:47.466 --> 00:22:53.809]  He got the nomination claiming he was going to end the spying, end the police state, end the war, and now Biden and others.
[00:22:54.249 --> 00:22:56.010]  Has come out and said, guess what?
[00:22:56.050 --> 00:22:57.791]  We're not going to end any of it, basically.
[00:22:58.011 --> 00:23:00.592]  It's going to be very unpopular, but this is what we're going to do.
[00:23:00.692 --> 00:23:08.875]  We are going to see more of the New World Order, Neocon agenda, and we document it all at InfoWars.com and PrisonPlanet.com.
[00:23:08.915 --> 00:23:12.257]  And so you're going to see massive resistance form in the next few years.
[00:23:12.757 --> 00:23:33.796]  After the honeymoon is over, and as the United States goes into this orchestrated depression, you're going to see Barack Obama become incredibly unpopular, and we're going to see all sorts of resistance at every level here in the United States, and that's what I'm concerned about, because the left was all against George Bush and his globalist agenda, but now, because Barack Obama is set
[00:23:34.176 --> 00:23:50.881]  to be launched in there with this whole messianic you know vision talking about he is the one he is coming to save the earth Newsweek calling him the president of the world you know the whole world saying he's this wonderful sweet loving person if you look at what he really is doing he's bringing tyranny
[00:23:51.181 --> 00:23:53.182]  Alright, let's see if James L. London agrees.
[00:24:21.178 --> 00:24:30.182]  Well, can I just add, as a political scientist, it's a real honor to be on the show with Wayne Slater tonight, but let me see if I can add some sort of political dimension to that from an international perspective.
[00:24:30.202 --> 00:24:37.385]  You're going to hear an awful lot over the next 24 hours and moving in through the interregnum until the inauguration about change.
[00:24:37.785 --> 00:24:41.667]  Change is what we've heard from Barack Obama, of course, over the last 22 months or so.
[00:24:42.007 --> 00:24:49.430]  But history will dictate that in every presidential election, whilst people talk heavily about change, what you get a great deal of is actually continuity.
[00:24:49.950 --> 00:24:50.310]  I think so.
[00:25:05.237 --> 00:25:15.501]  Put people's backs up here in Europe, in London, and his whole tone was very aggressive and his demeanour was seen to be very much at odds with the European perspective.
[00:25:15.801 --> 00:25:30.267]  I think Obama, the change he will initiate, will be one of tone and of an approach, a much more inclusive, multilateral, almost Clinton-esque, I think, approach to foreign policy, which will be much more in keeping with a European perspective.
[00:25:30.627 --> 00:25:34.689]  And as a result, I think, very much ease America's position in the rest of the world
[00:25:35.189 --> 00:25:35.509]  I think so.
[00:25:57.262 --> 00:26:04.047]  The candidate's promise or pledge on the campaign trail, they're really going to face uphill struggle in just trying to manage on a day-to-day basis.
[00:26:04.367 --> 00:26:13.174]  And all these promises about spending and youth movement, I think, will take a secondary place once Obama, if he is installed in the White House, comes to pass.
[00:26:15.183 --> 00:26:22.908]  Of course, you've been in the planes of both campaigns, but you have had the chance of being in the planes of the two only major campaigns.
[00:26:22.968 --> 00:26:26.431]  Now, we will be talking about the third parties as well, but does this change?
[00:26:26.511 --> 00:26:27.972]  Both are talking about the change.
[00:26:28.572 --> 00:26:29.833]  Any difference between the two?
[00:26:30.473 --> 00:26:32.234]  If... Let's have a preview of the difference.
[00:26:32.295 --> 00:26:40.220]  We'll get into the details in the second half of the show.
[00:26:40.260 --> 00:26:40.440]  Wayne?
[00:26:42.021 --> 00:26:42.621]  We have Wayne?
[00:26:42.822 --> 00:26:44.743]  I'm sorry, I thought you were going to break there.
[00:26:45.276 --> 00:26:46.877]  No, look, there's going to be a change.
[00:26:46.937 --> 00:26:52.280]  Now, it may not be the kind of change that Alex would anticipate, but there's going to be a change.
[00:26:52.320 --> 00:26:57.063]  There's a difference between Barack Obama, Democratic Party, this approach, and John McCain.
[00:26:57.143 --> 00:27:12.312]  And part of that change, as Alex said correctly, was this nation is sick and tired of George W. Bush, eight years of the Bush administration, and by extension, the attitude that the rest of the world has about America.
[00:27:12.632 --> 00:27:13.933]  Americans don't like it.
[00:27:14.369 --> 00:27:19.360]  That much of Europe, much of the rest of the world, doesn't particularly have use for us.
[00:27:19.807 --> 00:27:34.717]  That the preemption policies with respect to the war of George Bush administration, the economic policies at home, which both Democrats and Republicans have shared to cause big problems, that all of that together has created an environment for significant change.
[00:27:34.737 --> 00:27:47.306]  You're going to see in a Barack, we'll talk, as you say, more specifically later, but we're going to see an approach in terms of an outreach to Europe and the rest of the world that is more robust than we have seen certainly under the Bush administration.
[00:27:47.847 --> 00:27:59.056]  But we're also going to see an effort to deal with the economic crisis in a way that is somewhat more sensitive to middle-income Americans, not simply low-wealthy.
[00:27:59.436 --> 00:28:11.526]  At the same time, there's going to have to be a recognition that capital in the United States, which was part of the problem in terms of a few greedy operators, is going to have to be tended to.
[00:28:12.107 --> 00:28:17.471]  So there's going to be an element of continuity in the way the Barack Obama administration, if there is one,
[00:28:18.004 --> 00:28:19.204]  You know, runs the White House.
[00:28:19.264 --> 00:28:20.705]  But it's going to be different.
[00:28:20.865 --> 00:28:22.466]  It's approached internationally.
[00:28:22.866 --> 00:28:24.926]  It's approached here in the United States.
[00:28:25.026 --> 00:28:33.549]  I should say that one area where it will be exactly the same, I think, is if in fact Barack Obama is challenged.
[00:28:34.130 --> 00:28:43.953]  And Iran is a perfect example of what some Republican conservatives and John McCain and Barack Obama's own running mate suggest.
[00:28:44.452 --> 00:28:48.934]  Could be an early challenge, a testing of this young president.
[00:28:49.854 --> 00:28:54.056]  In the event something like that happens, I don't think people ought to be fooled.
[00:28:54.596 --> 00:29:06.740]  This president would act pretty much like John McCain would act, George Bush would act, a traditional United States president would act, and that would be very strongly to protect United States interests.
[00:29:06.800 --> 00:29:12.803]  Of course, we have only just a few seconds left in the end of the first half, but something people haven't heard.
[00:29:14.304 --> 00:29:15.184]  We're good to go.
