[00:00:06.292 --> 00:00:08.074]  Mainstream media.
[00:02:21.695 --> 00:02:28.879]  And then we've got Major General Stubblebine and Reema LeBeau popping in to talk about Codex Alimentarius they covered in Europe.
[00:02:29.477 --> 00:02:31.197]  And some of the other things that are developing.
[00:02:31.197 --> 00:02:37.759]  He's the former head of Army Intelligence, the former head of Special Forces.
[00:02:37.759 --> 00:02:43.380]  Always very interesting to talk to Major General Stubblebine.
[00:02:43.380 --> 00:02:49.721]  So that is set to be coming up in the last hour today, and we will also have open phones later in the broadcast.
[00:02:49.721 --> 00:02:56.563]  In fact, I'm going to have open phones for Lindsey Williams so you can address questions to him when he is on the show today.
[00:02:58.115 --> 00:03:02.158]  That said, I want to talk more about a culture of jellyfish.
[00:03:02.158 --> 00:03:07.002]  A culture of spineless, self-centered, lazy people.
[00:03:07.002 --> 00:03:13.568]  Now, the majority of the United States is not like this, but I'd say 35-40% is.
[00:03:13.568 --> 00:03:15.089]  They are completely dumbed down.
[00:03:15.089 --> 00:03:18.792]  They are completely one-dimensional and mindless.
[00:03:18.792 --> 00:03:21.595]  And they will do whatever the government says.
[00:03:21.595 --> 00:03:24.197]  They can care less about themselves, their neighbors, anyone.
[00:03:24.990 --> 00:03:42.222]  And this dovetails into people being stabbed, killed, shot, run over, all over the nation, and people not stopping to render aid, not even calling 911, not even caring when their neighbor's being mugged, not even caring when their neighbor's being robbed, just saying, hey, it doesn't affect me.
[00:03:43.268 --> 00:03:58.254]  It's this attitude, and that's what brings you to the point of a bunch of people stampeding a guy in New York to death last Friday, and fights at Walmarts, and targets all over the country, and people shooting each other over goods.
[00:03:58.254 --> 00:04:02.396]  It goes to a nation that's lost its soul.
[00:04:02.396 --> 00:04:05.657]  It goes to a nation that has no bearing.
[00:04:05.657 --> 00:04:10.179]  That is set and ripe to be toppled and overtaken and totally enslaved.
[00:04:10.954 --> 00:04:19.597]  And the government will use the zombies, will use the little materialistic zombies against the middle class.
[00:04:19.597 --> 00:04:22.818]  You see, they use false class warfare.
[00:04:22.818 --> 00:04:26.760]  The zombie creatures, and they really are androids.
[00:04:26.760 --> 00:04:28.721]  I mean, they're biomechanical androids.
[00:04:28.721 --> 00:04:29.321]  They are human.
[00:04:29.975 --> 00:04:31.036]  But they've lost their mind.
[00:04:31.036 --> 00:04:31.877]  They've lost their soul.
[00:04:31.877 --> 00:04:33.318]  They've lost their psyche.
[00:04:33.318 --> 00:04:37.361]  They are just, uh, basically programmed, bumbling creatures.
[00:04:37.361 --> 00:04:40.904]  And they're being programmed and pointed directly at us.
[00:04:40.904 --> 00:04:50.873]  The people running over the guy at Walmart and then refusing to stop shopping after they told they killed him, they are the ones that are gonna have the submachine guns on the street corners.
[00:04:50.873 --> 00:04:56.657]  Waddling, mindless scum with submachine guns, ramming the New World Order down your throat.
[00:04:56.657 --> 00:04:57.138]  Stay with us.
[00:05:00.319 --> 00:05:02.000]  Hello friends, this is Alex Jones.
[00:05:02.000 --> 00:05:06.744]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[00:05:06.744 --> 00:05:09.706]  We need to be independent, and food and water is the key.
[00:05:09.706 --> 00:05:12.768]  You'll never have to stand in a bread line if you have your own bread.
[00:05:12.768 --> 00:05:18.892]  You'll never have to go to the Superdome and beg for FEMA to take care of your family in any emergency if you simply prepare.
[00:05:18.892 --> 00:05:24.476]  Our elective representatives wanted a good ol' boy bailout for the special interest, so they ignored your screams not to do it.
[00:05:24.676 --> 00:05:26.518]  They turned off the telephones and email.
[00:05:26.518 --> 00:05:30.481]  They voted to print $850 billion at least out of thin air.
[00:05:30.481 --> 00:05:33.303]  This money now owns the American and European banks.
[00:05:33.303 --> 00:05:42.450]  The exploding inflation that is now guaranteed will slash your life savings to nothing and blast the cost of necessities, particularly food, beyond many Americans' reach.
[00:05:42.450 --> 00:05:49.536]  In pre-Nazi Germany's superinflation, the cost of a loaf of bread doubled every two days until it reached over 4 billion marks.
[00:05:49.536 --> 00:05:51.538]  Food prices are skyrocketing so fast
[00:05:51.758 --> 00:05:53.979]  There seems as if there may be no end in sight.
[00:05:53.979 --> 00:05:59.661]  The private banks merging with our government are refusing to loan grocery stores enough money to restock their shelves.
[00:05:59.661 --> 00:06:02.902]  The stores have less food but jack up prices to stay in business.
[00:06:02.902 --> 00:06:06.263]  Whatever happens in America, we need to be prepared and be ready.
[00:06:06.263 --> 00:06:08.083]  Everything is zeroing in on food.
[00:06:08.083 --> 00:06:12.145]  One third of Americans have to choose between buying food and paying for other necessities.
[00:06:12.145 --> 00:06:14.585]  My friends, whatever it takes, get prepared.
[00:06:14.585 --> 00:06:15.606]  Get self-sufficient.
[00:06:15.606 --> 00:06:16.026]  Get food.
[00:06:16.286 --> 00:06:23.811]  For everybody out there listening, it's very important for you to understand that by having a supply of storable food, the government, the New World Order, has a lot less control over you.
[00:06:23.811 --> 00:06:27.754]  And so it's a mindset, a mindset of self-sufficiency and preparedness.
[00:06:27.754 --> 00:06:30.996]  No one is going to take care of your family in the final equation but you.
[00:06:30.996 --> 00:06:37.981]  You know efoodsdirect.com is still able to ship storable food that's safe from E. coli, salmonella, genetic alteration, or Chinese imports.
[00:06:37.981 --> 00:06:41.063]  And they do it at almost half the cost of last year's grocery prices.
[00:06:41.243 --> 00:06:46.404]  Call 1-800-409-5633 or on the web go to efoodsdirect.com.
[00:06:46.404 --> 00:06:52.646]  Visit efoodsdirect.com and look over the fine list of high-quality, freeze-dried, and dehydrated foods they have to offer.
[00:06:52.646 --> 00:06:56.427]  Watch the free videos, look at their online catalog, or give them a call at 1-800-409-5633.
[00:06:56.427 --> 00:06:57.767]  Again, 1-800-409-5633 or on the web at efoodsdirect.com.
[00:06:57.767 --> 00:06:58.408]  Take action today.
[00:06:58.408 --> 00:07:00.228]  The first step is getting storable food.
[00:07:08.123 --> 00:07:18.431]  He's the T-Rex of political talk, Alex Jones on the GCN Radio Network.
[00:07:18.431 --> 00:07:22.313]  Off and on for the next few years as the crime rate explodes.
[00:07:22.313 --> 00:07:30.600]  I'm going to be putting out public service announcements here on air, just warning everybody to watch your back, lock your houses, your cars.
[00:07:33.530 --> 00:07:36.413]  We had a little cheap barbecue pit behind the office.
[00:07:36.413 --> 00:07:38.515]  Somebody stole that.
[00:07:38.515 --> 00:07:44.020]  Crime is exploding everywhere, and the media will not tell you this.
[00:07:44.020 --> 00:07:46.302]  In the past, they would publicize crime statistics.
[00:07:46.302 --> 00:07:50.526]  The crime statistics are available from the Justice Department, states, and cities.
[00:07:50.526 --> 00:07:55.691]  But they're not advertising the fact that crime is just exploding exponentially everywhere.
[00:07:56.795 --> 00:08:02.978]  What they will publicize is a point a caller made last night to my Sunday radio show we do every Sunday from 4 to 6 p.m.
[00:08:02.978 --> 00:08:04.820]  Central Time.
[00:08:04.820 --> 00:08:09.982]  And that was the Houston Chronicle saying, oh, we've got to go after the gun shows, we've got to go after the gun shops.
[00:08:09.982 --> 00:08:18.667]  They're selling guns that are then fenced to drug gangs in Mexico, and that's why there's 2,000 dead on the Texas-Mexico border.
[00:08:18.667 --> 00:08:20.048]  It's the evil Second Amendment.
[00:08:21.164 --> 00:08:27.789]  You go to a country like Mexico where the citizens are disarmed and you have hundreds of murders every single day.
[00:08:27.789 --> 00:08:33.614]  Yes, hundreds of murders, over a hundred murders every day in Mexico.
[00:08:35.126 --> 00:08:40.748]  Because once a society becomes that corrupt, everything breaks down, no one follows the law anymore.
[00:08:40.748 --> 00:09:03.216]  So you've got all the peasants disarmed, with huge roving gangs, different gangs inside the government, every major government official dealing heroin, cocaine, constantly being caught, just in a huge war with each other, the lesser cartels, hundreds of little crime syndicates battling the big Chase Manhattan Citibank crime syndicate based in Mexico City and New York.
[00:09:04.565 --> 00:09:25.459]  And so, rather than the Houston Chronicle say, wait a minute, hundreds of thousands a year in Houston alone, and this has actually been in their paper before, hundreds of thousands, yes you can pull those numbers up, hundreds of thousands of violent criminals, of felons being released just from their metro jails.
[00:09:25.459 --> 00:09:26.599]  They arrest them.
[00:09:26.599 --> 00:09:29.841]  The police arrest them with guns, arrest them driving drunk recklessly.
[00:09:29.841 --> 00:09:32.203]  They're just released because the judges, on record,
[00:09:32.919 --> 00:09:34.261]  Say, there's nothing we can do about it.
[00:09:34.261 --> 00:09:35.402]  The feds won't come pick them up.
[00:09:35.402 --> 00:09:36.223]  They won't take them.
[00:09:36.223 --> 00:09:36.944]  They release them.
[00:09:36.944 --> 00:09:39.407]  So, understand that.
[00:09:39.407 --> 00:09:42.891]  Even if the police want to do their jobs, they are just released.
[00:09:42.891 --> 00:09:47.897]  But then the American people have to be harassed and treated like complete and total serf slaves.
[00:09:49.810 --> 00:09:53.853]  But crime of every type is exponentially expanding.
[00:09:53.853 --> 00:10:03.220]  I mean, it's on Austin News every day about a carjacking or another dead body they fish out of the river of a dead woman who was, you know, kidnapped and raped.
[00:10:03.220 --> 00:10:10.966]  I mean, every day we hear about home invasions and old ladies being beaten half to death by criminals.
[00:10:10.966 --> 00:10:15.750]  And, ladies and gentlemen, about half the time here in Austin, it is an illegal alien doing it.
[00:10:16.394 --> 00:10:31.599]  And I'm not saying that Mexico is nothing but criminals, though they're having national marches of millions of people, talking about how it's becoming a completely criminal state, and the citizens are just begging for it to end, to the very government that's engineering it.
[00:10:31.599 --> 00:10:37.061]  But the criminals of Mexico know that California, Nevada, Arizona, New Mexico, Texas,
[00:10:37.913 --> 00:10:42.234]  And now into Mississippi, Louisiana, up into Indiana.
[00:10:42.234 --> 00:10:44.455]  Everywhere is the happy hunting ground.
[00:10:44.455 --> 00:10:48.936]  This is a place where you can rape, steal, kill, use any identity you want.
[00:10:48.936 --> 00:10:56.298]  The Mexican consulate will give somebody 50, 60, 70, 100 different consular matriculus for $22 apiece.
[00:10:56.298 --> 00:11:04.601]  And with those fake IDs, they can then get Social Security, they can get jobs, they can get fake IDs, they can suck off the welfare system, bankrupt the states,
[00:11:05.771 --> 00:11:06.791]  This is happening.
[00:11:06.791 --> 00:11:13.034]  Total breakdown of society is taking place on the border and hundreds of miles over the border.
[00:11:13.034 --> 00:11:18.656]  And what's the Border Patrol doing out there a hundred miles deep in the country pulling citizens over at checkpoints?
[00:11:18.656 --> 00:11:21.137]  Because we are the milk cows.
[00:11:21.137 --> 00:11:22.918]  We are the fat slobs.
[00:11:22.918 --> 00:11:28.420]  We are the dumbed-down people with this image of a free country in our minds and it can't happen here.
[00:11:28.420 --> 00:11:29.480]  And the public was talking
[00:11:29.500 --> 00:11:32.442]  They believe not that tyranny is a good thing, that tyranny is freedom.
[00:11:32.442 --> 00:11:38.366]  They believe that tyranny is freedom, that war is peace, that slavery is empowerment.
[00:11:38.366 --> 00:11:41.048]  They believe that lies are truth.
[00:11:41.048 --> 00:11:43.090]  And so, they are being enslaved.
[00:11:43.090 --> 00:11:45.111]  We are all being enslaved right now.
[00:11:45.111 --> 00:11:48.934]  It is truly a sad day.
[00:11:48.934 --> 00:11:56.259]  Truly a sad day, as every single day I see articles about Texas sheriffs caught dealing cocaine.
[00:11:56.983 --> 00:12:09.008]  Every day I see reports of police chiefs caught dealing cocaine, or their daughters dealing cocaine, or their wives dealing cocaine, or their police captains dealing cocaine, heroin, ecstasy.
[00:12:09.008 --> 00:12:13.190]  It is a completely bankrupted, corrupt society.
[00:12:13.931 --> 00:12:32.661]  And it was done, by design, exactly the way the British introduced opium to China, and over several decades, used the fact that it was illegal to make massive black market products, profits, to corrupt the police and local constabulary, and then bring down the nation and divide it into ten separate parts.
[00:12:32.661 --> 00:12:35.682]  This is the type of real issues that we're dealing with here.
[00:12:35.682 --> 00:12:42.006]  The globalists are strip mining us, are subdividing us, are completely blowing us out, and ruining us.
[00:12:43.667 --> 00:12:45.328]  By design.
[00:12:45.328 --> 00:12:49.791]  So they can then suck up all of the spoils.
[00:12:49.791 --> 00:13:08.584]  In the second hour today, I'm going to spend 30 minutes on this and I'm going to detail it, and I'm going to play some audio clips from the past where myself and others were warning the public about exactly what was going to happen with the military to be used for martial law on the streets of the United States.
[00:13:08.584 --> 00:13:13.087]  Here is the Washington Post today.
[00:13:14.406 --> 00:13:18.207]  Pentagon to detail troops.
[00:13:18.207 --> 00:13:21.327]  Pentagon to detail troops to bolster domestic security.
[00:13:21.327 --> 00:13:27.348]  And it dovetails with the CBS News and AP articles of last week.
[00:13:27.348 --> 00:13:33.429]  Also the Air Force Times headline, Gates Air Force active reserves must integrate.
[00:13:33.429 --> 00:13:35.810]  They're getting rid of the National Guard.
[00:13:35.810 --> 00:13:42.891]  Just huge things that are happening right in front of us and that is coming up in the next hour.
[00:13:45.490 --> 00:13:53.292]  And it's being proposed to the public like, oh we just now had this idea because the terrorists are about to strike any minute.
[00:13:53.292 --> 00:14:05.815]  We just now had this idea and Northcom just now in 2008 is deciding to deploy regular army troops to the streets of America for natural disasters and to fight Al Qaeda.
[00:14:05.815 --> 00:14:11.697]  But when you actually read the directives put out by Gates that we covered last Friday here on the air,
[00:14:12.475 --> 00:14:22.081]  When you actually read what NORTHCOM has been saying they're gonna do since 1993, when NORTHCOM was really set up, no it wasn't set up in 2002, boys and girls.
[00:14:22.081 --> 00:14:23.362]  Neither was Homeland Security.
[00:14:23.362 --> 00:14:24.683]  Set up in 93 by Bill Clinton.
[00:14:24.683 --> 00:14:26.024]  You can pull that up.
[00:14:26.024 --> 00:14:28.706]  Watch the speeches of him talking about it.
[00:14:28.706 --> 00:14:33.249]  They just are now unveiling it to the slaves in a big way.
[00:14:33.249 --> 00:14:40.614]  The entire setup is stated to remove Congress and remove governors.
[00:14:40.614 --> 00:14:41.094]  Remove
[00:14:41.934 --> 00:14:53.962]  The elected representatives in the legislative at the state and federal level under the John Warner Defense Authorization Act and under PDD 51.
[00:14:53.962 --> 00:14:54.822]  And then any U.S.
[00:14:54.822 --> 00:15:07.790]  citizen can be secretly stripped of citizenship by any military officer or homeland security officer, secretly arrested, secretly taken to offshore facilities, secretly tortured, and secretly executed.
[00:15:07.790 --> 00:15:10.292]  And it's all right there in the
[00:15:11.391 --> 00:15:14.233]  Military Commissions Act.
[00:15:14.233 --> 00:15:15.314]  Go read it!
[00:15:15.314 --> 00:15:22.338]  Go read the articles we wrote about it in detail, showing you the subsections, linking to it.
[00:15:22.338 --> 00:15:25.920]  And people are marveling right now that everything I talked about is coming true.
[00:15:25.920 --> 00:15:28.662]  Well, don't marvel!
[00:15:28.662 --> 00:15:32.184]  Here's the parallel, or the parable, or the analogy.
[00:15:32.184 --> 00:15:34.326]  The parallel.
[00:15:34.326 --> 00:15:35.827]  It'd be like if I told my wife
[00:15:37.120 --> 00:15:46.068]  on uh... sunday morning hey uh... the nfl is going to have games all day starting at three o'clock and then she went in and turned on the t.v.
[00:15:46.068 --> 00:16:00.940]  at three o'clock and uh... there was uh... you know the jets playing the giants and she oh my gosh how did you know how did you understand it well i read the t.v.
[00:16:00.940 --> 00:16:01.481]  guide honey
[00:16:05.322 --> 00:16:11.965]  Or if my wife said to me, hey, Survivor's coming on tonight at 8 o'clock.
[00:16:11.965 --> 00:16:14.866]  And then Survivor came on and I said, how did you know?
[00:16:14.866 --> 00:16:15.967]  You're psychic.
[00:16:15.967 --> 00:16:19.349]  She'd say, no, I read the TV Guide.
[00:16:19.349 --> 00:16:29.093]  Still, though, even as it's all being announced, there are people all over the news, all over the message boards everywhere, running around saying, I'm lying, this isn't happening.
[00:16:29.093 --> 00:16:31.094]  Those are definitely paid-for shills, folks.
[00:16:32.461 --> 00:16:38.623]  And when they attack me, the messenger, it's always about Alex Jones, never about what I'm saying or what I'm doing.
[00:16:38.623 --> 00:16:49.946]  It's, he's a Fed, or he's getting rich off this, or he's everything that's in the COINTELPRO manuals to attack somebody who's trying to fight the New World Order.
[00:16:49.946 --> 00:16:54.987]  So just recognize when you see that, it's about debating about Alex Jones,
[00:16:56.664 --> 00:16:58.685]  Because I'm the most effective at getting this out.
[00:16:58.685 --> 00:17:00.146]  Thanks to you, the list, for spreading the word.
[00:17:00.146 --> 00:17:02.968]  It's a symbiotic team effort here.
[00:17:02.968 --> 00:17:10.053]  They are desperate, desperate, to try to divert you.
[00:17:10.053 --> 00:17:21.321]  Now, I'm going to tell you again, it's not just in all the documents that this is a criminal organization, that this is a foreign corporate move, using the military, not our military, not the U.S.
[00:17:21.321 --> 00:17:25.804]  military, now the globalist military, under United Nations and international corporate control.
[00:17:27.771 --> 00:17:47.060]  To carry out a rear-guard action in the United States to militarize the police, to federalize the police, to have the police work with the Army in drug interdiction, in anti-terror operations, in surveillance of the American people, and in surveillance of the government.
[00:17:47.060 --> 00:17:48.181]  The legitimate government.
[00:17:48.181 --> 00:17:50.862]  And that's in all the announcements they're making.
[00:17:50.862 --> 00:17:52.803]  That they're spying on peace groups.
[00:17:52.803 --> 00:17:55.084]  They're spying on state legislators.
[00:17:55.084 --> 00:17:57.365]  They're spying on prominent business leaders.
[00:17:58.411 --> 00:18:06.458]  Military intelligence, Army, Navy, Marines, Air Force are on the ground.
[00:18:06.458 --> 00:18:11.363]  You see, you see the public face of this out at a city fair or function.
[00:18:11.363 --> 00:18:15.707]  You'll have the National Guard or regular Army MPs or regular Air Force MPs.
[00:18:15.707 --> 00:18:20.511]  They're just there to acclimate you and acclimate the natives to their presence.
[00:18:20.511 --> 00:18:22.513]  And acclimate the troops and the police.
[00:18:22.513 --> 00:18:24.675]  But when you read what they're now announcing publicly,
[00:18:25.285 --> 00:18:32.729]  It's what was in all the previous classified and semi-classified and redacted documents.
[00:18:32.729 --> 00:18:35.531]  It was all there.
[00:18:35.531 --> 00:18:39.774]  And it is regular military involved in your everyday life.
[00:18:39.774 --> 00:18:43.736]  In the schools, brainwashing and recruiting your children to be domestic spies.
[00:18:43.736 --> 00:18:45.317]  That's in there.
[00:18:45.317 --> 00:18:48.759]  At checkpoints and then doing lots of PR.
[00:18:48.759 --> 00:18:50.740]  Helping at car accidents.
[00:18:50.740 --> 00:18:53.822]  Using army helicopters to airlift people in auto accidents.
[00:18:54.950 --> 00:18:58.231]  Again, training you to have the military involved in your everyday life.
[00:18:58.231 --> 00:19:01.091]  They're there as the rear guard as the U.S.
[00:19:01.091 --> 00:19:03.632]  is imploded and broken up into pieces.
[00:19:03.632 --> 00:19:06.172]  This is being done by design.
[00:19:06.172 --> 00:19:06.913]  We'll be right back.
[00:19:06.913 --> 00:19:11.053]  A day unlike any other in the long course of American history.
[00:19:11.053 --> 00:19:14.554]  A terrorist act of war against this country.
[00:19:14.554 --> 00:19:17.195]  The enemy struck America on September 11th.
[00:19:17.195 --> 00:19:18.735]  But who is the enemy?
[00:19:18.735 --> 00:19:19.535]  Bin Laden.
[00:19:19.535 --> 00:19:20.495]  This is his ammo.
[00:19:20.495 --> 00:19:21.916]  We have to look to the Middle East.
[00:19:21.916 --> 00:19:23.336]  We have to look to Osama Bin Laden.
[00:19:23.896 --> 00:19:31.042]  Fabled Enemies is the first 9-11 film to take a close look at the terrorist ties to intelligence networks inside the United States.
[00:19:31.042 --> 00:19:31.522]  Some U.S.
[00:19:31.522 --> 00:19:37.867]  investigators believe that there are Israelis again very much engaged in spying in and on the U.S.
[00:19:37.867 --> 00:19:41.330]  I'm aware that some Israeli citizens have been detained.
[00:19:41.510 --> 00:19:44.173]  Either you are with us, or you are with the terrorists.
[00:20:07.605 --> 00:20:08.666]  Hello, Ted Anderson.
[00:20:08.666 --> 00:20:13.610]  Listeners of the network are familiar with the Federal Reserve Note and understand the risks of deficit spending.
[00:20:13.610 --> 00:20:21.697]  Therefore, with catastrophic events, it comes as no surprise that some banks have currently placed limits on the amount of cash depositors can remove from their accounts.
[00:20:21.697 --> 00:20:27.262]  A fractional reserve system means only a small portion of your deposit is held in reserve for immediate withdrawal.
[00:20:27.262 --> 00:20:34.248]  Deficit spending will skyrocket through FDIC if the government is forced to insure deposits during a bank run followed by a depressed economy.
[00:20:34.548 --> 00:20:40.134]  A current effort is underway by the Fed along with other central banks to increase liquidity for depositors.
[00:20:40.134 --> 00:20:45.220]  However, an increase in money supply without equal expansion in productivity can cause inflation.
[00:20:45.220 --> 00:20:52.809]  In order to achieve strength and stability, I recommend a conservative portion of all investments to be calmly repositioned into gold and silver.
[00:20:53.149 --> 00:20:59.695]  While paper investments currently have been driven by debt, gold on its own has held value for over 6,000 years.
[00:20:59.695 --> 00:21:03.558]  For more information, call 1-800-686-2237.
[00:21:03.558 --> 00:21:06.921]  That's 1-800-686-2237.
[00:21:06.921 --> 00:21:08.783]  Lead from solder and copper pipes.
[00:21:08.783 --> 00:21:09.964]  Mercury from fish.
[00:21:09.964 --> 00:21:10.885]  Dental fillings.
[00:21:10.885 --> 00:21:11.646]  Vaccines.
[00:21:11.646 --> 00:21:12.646]  Arsenic in the water.
[00:21:12.646 --> 00:21:16.470]  These heavy metal toxins are difficult or even impossible to avoid.
[00:21:16.630 --> 00:21:20.614]  Even trace amounts of these heavy metals over time can impact your health.
[00:21:20.614 --> 00:21:32.167]  Many health problems have been suggested as being related to this heavy metal exposure including memory loss, high blood pressure, depression, mood swings, speech disorders, neuropathy, autoimmune diseases, chronic fatigue, and more.
[00:21:32.167 --> 00:21:38.194]  Unfortunately, traditional detoxifying isn't able to clear the body of these harmful and potentially deadly toxins.
[00:21:38.334 --> 00:21:40.895]  That's why there's Puraclear from Ripple Creek.
[00:21:40.895 --> 00:21:50.460]  Puraclear contains a proprietary blend of ingredients including a cilantro extract and alpha lipoic acid among other ingredients formulated specifically to promote body cleansing.
[00:21:50.460 --> 00:21:59.305]  Puraclear also has ingredients selected to promote improved circulation to enhance activity so that heavy metals may be more effectively captured and removed from the body.
[00:21:59.305 --> 00:22:02.667]  Order Puraclear now by calling Ripple Creek at 203-331-0363 or go to RippleCreek.com.
[00:22:07.045 --> 00:22:16.309]  Did you know that it's a documented fact 80% of all Americans and 85% of people around the world suffer from internal parasites and parasitic infection?
[00:22:16.309 --> 00:22:24.493]  You may be one of millions of people suffering from one of dozens of debilitating chronic diseases from these parasites and your doctor would never know it.
[00:22:24.493 --> 00:22:27.135]  In fact, clinically detected parasites account for only 1%
[00:22:28.015 --> 00:22:28.195]  I think?
[00:22:58.035 --> 00:23:04.457]  Next hour, I'm not just going to go over the history of the conversion of the United States and the Western world into a very oppressive military dictatorship.
[00:23:26.536 --> 00:23:29.739]  I'm going to break down what it's going to be like living under this.
[00:23:29.739 --> 00:23:40.588]  They are already in England, in Europe, arresting prominent newspaper reporters for criticizing Sarkozy in France.
[00:23:40.588 --> 00:23:43.951]  Top Italian judges announced that blogs and the internet is illegal.
[00:23:43.951 --> 00:23:47.874]  No one is allowed to write political opinions but licensed newspapers.
[00:23:47.874 --> 00:23:54.760]  They are moving to try to restrict free speech similarly here with government registration of blogs to then tax them and control them.
[00:23:56.718 --> 00:24:02.740]  They arrested the head of the Immigration Department in England because they believe he leaked information.
[00:24:02.740 --> 00:24:08.242]  The government was secretly legalizing the illegal aliens and even putting them in high security jobs.
[00:24:08.242 --> 00:24:10.703]  And the anti-terror branch went and arrested him.
[00:24:10.703 --> 00:24:17.225]  And the leader of the Conservative Party, the second strongest party, came out and said this is a police state, Stalinesque.
[00:24:17.225 --> 00:24:25.548]  The rogue government, the private military government, controlled by the private banks,
[00:24:26.613 --> 00:24:27.734]  Not the elected government.
[00:24:27.734 --> 00:24:29.476]  Spies on the Parliament in England.
[00:24:29.476 --> 00:24:32.818]  Spies on the Congress here in the United States.
[00:24:32.818 --> 00:24:34.780]  This is what they do!
[00:24:34.780 --> 00:24:36.301]  It's criminal!
[00:24:36.301 --> 00:24:43.808]  And to have the military in Europe and here in the United States just announce, Oh, by the way, the legislatures, the elected governments, you don't run anything.
[00:24:43.808 --> 00:24:44.608]  We're the military.
[00:24:44.608 --> 00:24:45.910]  We're spying on you.
[00:24:45.910 --> 00:24:48.472]  We work for these private banks.
[00:24:49.798 --> 00:24:58.102]  You know, we work for the President, we work for the Prime Minister, we work for the Chancellor, and then they're always controlled by private boards, basically, that got them elected.
[00:24:58.102 --> 00:24:58.982]  And that's how it works!
[00:24:58.982 --> 00:25:16.830]  And so, they amass all the power in the national security state, in the name of keeping you safe from terrorism, they menace you with terrorism, and then when you go look at the official NORTHCOM system they've set up, and it's the same in Europe, it is designed around riots and suppression and mass arrests and roundups.
[00:25:19.423 --> 00:25:30.310]  They openly say it is for the people, and crowd control, and microwave guns, and sound cannons, and FEMA camps, and emergency relocation centers, and interrogation centers.
[00:25:30.310 --> 00:25:31.551]  It's for you!
[00:25:31.551 --> 00:25:33.051]  It's for me!
[00:25:33.051 --> 00:25:41.697]  And it's so the powerful elite can steal, and take, and put toll roads on whatever roads they want, and seize water districts, and triple the prices, and have total control.
[00:25:42.501 --> 00:25:42.841]  Why?
[00:25:42.841 --> 00:25:44.141]  Because they are usurpers.
[00:25:44.141 --> 00:25:45.622]  They are conquerors.
[00:25:45.622 --> 00:25:46.582]  They are dark.
[00:25:46.582 --> 00:25:47.782]  They are powerful.
[00:25:47.782 --> 00:25:48.983]  It's what they do.
