[00:00:00.109 --> 00:00:01.190]  You're listening to GCN.
[00:04:40.576 --> 00:04:43.037]  I do hope he comes out a little stronger for 9-11.
[00:04:43.057 --> 00:04:44.018]  Truth, I don't expect it.
[00:04:44.858 --> 00:04:46.159]  His words can't be taken back.
[00:04:46.199 --> 00:04:49.580]  That interview with you is monumental and should be played all over the place.
[00:04:49.620 --> 00:04:51.161]  I mean, let's be honest.
[00:04:51.361 --> 00:04:54.302]  Without 9-11 Truth, we're never going to take this country back.
[00:04:54.322 --> 00:04:55.323]  They're going to keep staging more.
[00:04:55.343 --> 00:04:57.984]  Yeah, and he can vote for Chuck Baldwin all he wants.
[00:04:58.144 --> 00:04:59.185]  It's not going to help us.
[00:04:59.225 --> 00:05:03.006]  And Chuck Baldwin isn't admitted to 9-11 Truth, but he knows all about the New World Order.
[00:05:03.126 --> 00:05:05.227]  Oh, that's a nexus point.
[00:05:05.247 --> 00:05:06.148]  Yeah, of course.
[00:05:06.288 --> 00:05:07.308]  Let's just go into it.
[00:05:07.668 --> 00:05:11.270]  Dr. Corsi denies 9-11 Truth, but supports 9-11 Truth Canada.
[00:05:11.710 --> 00:05:13.691]  Hey, Mark Dice, thanks for coming on with us.
[00:05:14.051 --> 00:05:14.472]  No problem.
[00:05:14.932 --> 00:05:15.453]  Good to have you here.
[00:05:15.473 --> 00:05:17.194]  We'll have you back up in two weeks, week and a half.
[00:05:17.575 --> 00:05:18.956]  There he goes, great guy.
[00:05:19.397 --> 00:05:22.179]  Mark Dice, resistancemanifesto.com, markdice.com.
[00:05:22.500 --> 00:05:24.081]  My website's infowars.com.
[00:05:24.101 --> 00:05:25.443]  Burma's, this is burmy.com.
[00:05:25.963 --> 00:05:28.506]  We'll be right back with Derek and the whole crew.
[00:05:30.068 --> 00:05:37.035]  On September 11th, 2001, along with hundreds of my fellow troops, I went to ground zero, and we knew what to do.
[00:05:37.796 --> 00:05:38.857]  Or at least we thought we did.
[00:05:39.097 --> 00:05:45.443]  Truth Rising is a breakthrough 9-11 film that finally gives first responders a platform to tell their story.
[00:05:46.121 --> 00:05:54.683]  Whitman, EPA director on the 18th made a statement that the air was safe to breathe.
[00:05:55.023 --> 00:06:01.825]  This film follows the growing momentum of 9-11 truth as brave souls throughout the world take action against their global masters.
[00:06:02.105 --> 00:06:05.206]  He had his hand over the radio while he was getting a countdown.
[00:06:05.266 --> 00:06:11.047]  He takes his hand off and you hear 3, 2, 1 and it was boom, boom, boom, boom, boom.
[00:06:11.067 --> 00:06:13.628]  This is an emergency transmission worldwide.
[00:06:14.128 --> 00:06:20.014]  Download Truth Rising at PrisonPlanet.tv and aggressively spread it worldwide.
[00:06:20.054 --> 00:06:22.677]  Or order the DVD at Infowars.com.
[00:06:23.117 --> 00:06:28.022]  If we don't expose the government-sponsored terror, they're going to commit more acts and bring in martial law.
[00:06:30.773 --> 00:06:33.194]  David J. Smith for Newswatch Magazine.
[00:06:33.214 --> 00:06:43.517]  Did you know that one of the 45 objectives of international communism was to have America become involved in free trade without tariffs on cheaply produced foreign goods?
[00:06:43.597 --> 00:06:50.880]  Our manufacturing base, which would not be able to compete, would be forced to move their manufacturing plants overseas or to Mexico.
[00:06:51.680 --> 00:06:58.244]  This would throw millions of workers out of work and completely destroy the middle class that has made America great.
[00:06:58.584 --> 00:07:06.329]  We'd like to help you understand how these things are coming to pass by offering you an absolutely free one-year subscription to Newswatch Magazine.
[00:07:07.129 --> 00:07:08.530]  Just call our toll-free number 1-800
[00:07:10.311 --> 00:07:10.932]  516-8736.
[00:07:10.952 --> 00:07:14.377]  That's 1-800-516-8736 and request your subscription.
[00:07:14.397 --> 00:07:14.598]  Call now.
[00:07:14.658 --> 00:07:16.781]  Operators are standing by to receive your call.
[00:07:27.731 --> 00:07:33.398]  Did you know that pH balance is one of the most important factors in maintaining high energy and vibrant health?
[00:07:33.678 --> 00:07:38.463]  Most experts agree that the water you drink should be at a pH level of 9 or higher.
[00:07:38.704 --> 00:07:43.609]  Plasma pH drops combine a unique formula of the most alkaline minerals and elements.
[00:07:43.869 --> 00:07:44.489]  Thanks for watching!
[00:08:02.114 --> 00:08:07.860]  Alkalizing water helps the body rid itself of acidic waste and increases the oxygen content of your body.
[00:08:08.100 --> 00:08:13.145]  Disease organisms like bacteria and cancer cannot survive in an alkaline environment.
[00:08:13.365 --> 00:08:19.031]  Order your bottle of AlkaVision Plasma pH Drops now by going directly to AlkaVision.com.
[00:08:19.111 --> 00:08:22.634]  That's A-L-K-A Vision dot com or call 269-344-3420 today!
[00:08:30.356 --> 00:08:32.537]  He's the T-Rex of political talk.
[00:08:33.118 --> 00:08:36.300]  Alex Jones, on the GCN Radio Network.
[00:08:36.540 --> 00:08:40.002]  We have Professor Francis A. Boyle joining us in about five minutes.
[00:08:41.202 --> 00:08:44.144]  By the way, I'm on in Toronto tonight for an hour with Richard Serra.
[00:08:44.164 --> 00:08:45.865]  I'm unplugged, that's for listeners who want to hear that.
[00:08:46.826 --> 00:08:50.127]  Francis Boyle with huge anthrax news in two minus five minutes.
[00:08:50.147 --> 00:08:51.708]  Finishing up with Jason Burmess.
[00:08:52.129 --> 00:08:54.390]  His new film, Fabled Enemies, coming out in ten days.
[00:08:54.790 --> 00:08:56.471]  See it at PrisonPlanet.tv first.
[00:08:56.511 --> 00:08:57.632]  Pre-order the DVD now.
[00:08:57.672 --> 00:08:59.033]  Ships out September 1st.
[00:09:00.473 --> 00:09:03.855]  Going to Shane Geiger, who I appreciate holding.
[00:09:04.295 --> 00:09:07.457]  Shane just popped by and said, can I say I'm an InfoWars freelance reporter?
[00:09:07.477 --> 00:09:08.057]  We said, sure.
[00:09:08.597 --> 00:09:10.999]  They called and checked with NIST that he really was going.
[00:09:11.499 --> 00:09:12.559]  They had their little meeting.
[00:09:12.619 --> 00:09:14.841]  He got his question out and they shut him down.
[00:09:15.361 --> 00:09:23.205]  So, just giving some background, Shane Geiger, tell listeners what happened, where this was, how you got the question in, and what happened.
[00:09:24.886 --> 00:09:25.226]  Hi, Alex.
[00:09:25.326 --> 00:09:26.766]  Thanks so much for having me on the show.
[00:09:27.067 --> 00:09:27.607]  Oh, thank you.
[00:09:29.075 --> 00:09:29.896]  Yeah, it's a pleasure.
[00:09:29.916 --> 00:09:36.001]  I was basically making some statements that were backed up.
[00:09:36.081 --> 00:09:36.941]  I mean, this is fact.
[00:09:37.902 --> 00:09:51.273]  I was just stating what had been in the Twin Towers report, and then I stated some things about the back and forth between the Stephen Jones camp and this.
[00:09:51.333 --> 00:09:54.155]  Stephen Jones did a Data Quality Assurance Act request.
[00:09:55.035 --> 00:10:10.589]  And, uh, NIST replied back in September of 2007, stating that they are unable to provide a full explanation of the total collapse, and, um, and, uh, they also stated that they did not conduct tests, tests for explosive residue.
[00:10:10.709 --> 00:10:22.039]  Yeah, they won't do mathematic equations, they'll just show us, uh, video, uh, computer composites that any 14-year-old with a case of Hot Pockets and Jolt Cola can make.
[00:10:23.234 --> 00:10:29.376]  Right, so this should sound very familiar to NIST because, you know, they were involved in this back and forth.
[00:10:29.696 --> 00:10:35.499]  And yet, this was at the point in my questioning where I was basically shut down.
[00:10:36.279 --> 00:10:39.220]  And I had a few other things I tried to get out after that.
[00:10:39.240 --> 00:10:46.183]  I'm very interested in the scientific method being applied to the research of all the 9-11
[00:10:47.961 --> 00:10:50.883]  Truthers and, you know, the other people who were looking at the locale.
[00:10:50.903 --> 00:10:53.085]  Well, describe where this was, how you were able to get this out.
[00:10:53.145 --> 00:10:57.528]  I mean, tell us the locale, tell us what it was like, tell us, you know, you were there.
[00:10:58.589 --> 00:11:03.892]  Yeah, we were in this 11-story nondescript building on the NIST campus.
[00:11:04.833 --> 00:11:07.135]  I'm glad it didn't collapse on us.
[00:11:07.215 --> 00:11:09.256]  It probably would have collapsed in about two or three seconds.
[00:11:09.496 --> 00:11:14.300]  Well, if somebody would have put a big ladder up against it, or that you'd have dumped a steel column, it would have been perfect.
[00:11:15.289 --> 00:11:17.731]  Yeah, well, it was just kind of surreal.
[00:11:17.751 --> 00:11:28.060]  I was there among reporters from the AP, New York Times, Fox, the ZDF, which is the second station in Germany.
[00:11:28.760 --> 00:11:38.889]  I was actually talking after the event with somebody who's involved in the making of the third tower, so he's working with Mike Rudin of the BBC.
[00:11:40.081 --> 00:11:44.444]  I got a lot of... It was really great to get some media contacts.
[00:11:44.524 --> 00:11:45.725]  Thanks so much for that, Alex.
[00:11:46.706 --> 00:11:55.512]  And I was just... I was surrounded by all these people who, you know, obviously have an axe to grind.
[00:11:55.672 --> 00:12:02.336]  These people were sort of, you know, standoffish and it was not really a friendly environment.
[00:12:02.356 --> 00:12:06.960]  In fact, I think it was somewhat telling that as soon as I started
[00:12:07.992 --> 00:12:21.565]  You know, calling NIST on these bear assertions, the lights actually went out in the room, so I was a little unfriendly from that second on, and the microphone started moving away from me.
[00:12:21.585 --> 00:12:25.308]  This is just totally ridiculous.
[00:12:25.328 --> 00:12:33.136]  You know, I travel halfway across the country to ask questions, and I have to show up under the pretext of being a reporter.
[00:12:33.795 --> 00:12:36.097]  When it's not enough to be a concerned U.S.
[00:12:36.117 --> 00:12:37.739]  citizen to show up here?
[00:12:52.668 --> 00:13:07.297]  Yeah, the south face of the building, and we have the videos where there's a few windows blown out, but we obviously see the guy walk into the building and then go up the escalator into the main lobby, so there's not... Well, I believe what they said was a quarter of the building, or somewhere between 10 and 12 stories, scooped out of the building.
[00:13:07.317 --> 00:13:12.300]  Well, their new model has no scoop-out, and they don't... Oh, so no new lines for old!
[00:13:12.340 --> 00:13:13.981]  Yeah, there's no scoop-out.
[00:13:14.001 --> 00:13:18.584]  They don't even mention the quote-unquote scoop-out, so they've retracted that statement.
[00:13:18.845 --> 00:13:20.986]  Now they're also saying it wasn't the fuel oil tanks.
[00:13:21.446 --> 00:13:34.633]  And they're also saying that although no other building has even come close to this kind of structural damage, I guess, from hundreds of degrees less than known fires, that's what did it.
[00:13:34.673 --> 00:13:36.674]  It was the thermal expansion of columns.
[00:13:37.274 --> 00:13:37.914]  We're good to go.
[00:14:02.759 --> 00:14:07.721]  Of course, these guys all happen to be top experts in explosive thermate when no one else is.
[00:14:07.741 --> 00:14:10.323]  It just so happens they're top experts.
[00:14:10.343 --> 00:14:13.364]  Yeah, and you know, the Mold Medal is never addressed.
[00:14:13.684 --> 00:14:14.705]  It's not addressed in this.
[00:14:15.025 --> 00:14:21.268]  And now they're making it into a standards issue and saying that skyscrapers need to re-evaluate how they've been built.
[00:14:21.648 --> 00:14:22.528]  Oh, it's a total lie!
[00:14:22.608 --> 00:14:30.311]  I mean... Plus, this thing had a special bunker built inside of it to withstand nuclear attacks, but it magically... You put a big lighter to it, it just can blast.
[00:14:30.351 --> 00:14:37.753]  Hey, you know what's really upsetting is that, again, this was New York's number one spook house, located in the center of Manhattan.
[00:14:38.054 --> 00:14:39.174]  Largest CIA base...
[00:14:39.634 --> 00:14:40.794]  Outside of Langley, Virginia.
[00:14:41.115 --> 00:14:41.535]  FBI.
[00:14:41.595 --> 00:14:43.915]  Largest secret service office in the world.
[00:14:44.175 --> 00:14:44.936]  Armored bunker.
[00:14:45.496 --> 00:14:47.116]  And the Office of Emergency Management.
[00:14:47.136 --> 00:14:49.297]  But now the building has a small fire and it's falling.
[00:14:50.017 --> 00:14:53.538]  The Office of Emergency Management was also hooked into the Pentagon 24-7.
[00:14:53.879 --> 00:14:55.159]  We show that in Fabled Enemies.
[00:14:55.479 --> 00:14:58.360]  And it had blueprints of every single building in New York City.
[00:14:58.960 --> 00:15:10.964]  And in Fabled Enemies, we show you how immediately after the building collapsed, the FBI set up teams with binoculars watching the rescue workers to make sure they didn't take anything out of that building that was incriminating.
[00:15:11.124 --> 00:15:15.525]  Now, now, Jason, I want you to set up InfoWars reporter Shane Geiger for 30 minutes tomorrow.
[00:15:15.545 --> 00:15:16.986]  You're sitting in for me as I get ready to go to Denver.
[00:15:17.246 --> 00:15:20.867]  We need to go to Professor Francis A. Boyle here in just a moment.
[00:15:20.887 --> 00:15:21.327]  Do we have him?
[00:15:23.493 --> 00:15:23.954]  Okay, good.
[00:15:23.974 --> 00:15:25.516]  I don't want to make him hold anymore.
[00:15:25.556 --> 00:15:27.979]  We just got overbooked today, and his information is so important.
[00:15:28.320 --> 00:15:33.526]  Shane, let me set you up, because you went to the SNS report for 30 minutes tomorrow, at least, with Jason.
[00:15:34.428 --> 00:15:38.633]  So let me have Trey and Jason right now call you and get that set up.
[00:15:38.673 --> 00:15:40.315]  Thank you, Jason Burmess, for that information.
[00:15:40.335 --> 00:15:40.636]  Thank you.
[00:15:41.357 --> 00:15:43.178]  Alright, this is a very, very serious issue.
[00:15:43.198 --> 00:15:45.320]  Uh, ladies and gentlemen, I apologize.
[00:15:45.340 --> 00:15:48.161]  I was screwing around earlier in the studio, but Jason's about to leave town.
[00:15:48.482 --> 00:15:50.523]  He's been with us for five months, so we're just having some fun.
[00:15:50.923 --> 00:15:51.824]  Very, very dark times.
[00:15:51.844 --> 00:15:55.146]  Very, very serious things that we are dealing with here.
[00:15:55.226 --> 00:15:55.706]  Thank you.
[00:15:55.966 --> 00:15:57.307]  Shane Geiger, we'll talk to you tomorrow.
[00:15:57.327 --> 00:15:59.169]  It was a pleasure, Alex.
[00:15:59.249 --> 00:15:59.529]  Thank you.
[00:15:59.589 --> 00:15:59.889]  You bet.
[00:15:59.929 --> 00:16:00.229]  Thank you.
[00:16:00.249 --> 00:16:01.710]  You can go through it all tomorrow with people.
[00:16:02.611 --> 00:16:04.692]  Okay, for the next 45 minutes, I am very honored.
[00:16:04.712 --> 00:16:10.536]  We're going to skip a few of the breaks from PrisonPlanet.tv viewers and InfoWars.com streamlisters because this is too important information.
[00:16:11.258 --> 00:16:11.698]  I don't think so.
[00:16:29.807 --> 00:16:44.040]  And last time he was on with us, I guess about a year and a half ago, an article that Steve Watson wrote about it was published in scores of newspapers and one of the largest magazines in the country and some foreign newspapers as well, dealing with the fact that he was saying the anthrax was an inside job.
[00:16:44.481 --> 00:16:48.725]  Now I've got my mother-in-law that doesn't even believe my show calling up thinking the government did it.
[00:16:49.386 --> 00:16:50.287]  Uh, should we put on the list now?
[00:16:50.307 --> 00:16:50.608]  I'm sure.
[00:16:51.129 --> 00:16:55.134]  Uh, now I've got, uh, just all over, everyone saying it's complete bull.
[00:16:55.474 --> 00:16:57.377]  Mainstream media is saying it's complete bull.
[00:16:57.397 --> 00:16:58.418]  You look at the whole story.
[00:16:58.658 --> 00:17:02.263]  They grab this other, this other patsy, put him in the hospital, murder him, clearly.
[00:17:02.684 --> 00:17:06.509]  Then say that he was always who they knew did it, while they persecuted Steven Hatfield.
[00:17:06.909 --> 00:17:12.930]  We have this other guy, Dr. Philip Zack, breaking in to the bioweapons lab when he didn't even work there, not getting in trouble.
[00:17:13.231 --> 00:17:14.851]  Still at another bioweapons lab.
[00:17:15.071 --> 00:17:16.351]  It's the most weaponized U.S.
[00:17:16.431 --> 00:17:17.352]  anthrax ever seen.
[00:17:17.592 --> 00:17:27.434]  The FBI destroys the original samples so that they can't be proven and so they can claim that this Dr. Ivins cooked it up in his bathtub or in a basement.
[00:17:28.194 --> 00:17:28.575]  Right, well,
[00:17:58.353 --> 00:18:14.804]  The day the technology on the Daschle letter was revealed in the New York Times, I immediately called Marion Spike Bowman, who is a high-level counterintelligence official at the FBI.
[00:18:15.564 --> 00:18:25.070]  And in fact, it turns out, was also the person who spiked the FBI's warrant for the Moussaoui computer.
[00:18:26.005 --> 00:18:27.506]  But that's another issue.
[00:18:27.787 --> 00:18:29.888]  But before we go, tell folks who you are.
[00:18:31.089 --> 00:18:33.491]  Well, I'm getting to that.
[00:18:34.012 --> 00:18:52.787]  He knew me because I had drafted the United States Biological Weapons Anti-Terrorism Act of 1989 that was passed unanimously by both houses of the United States Congress and signed into law by President Bush Sr.
[00:18:53.965 --> 00:18:55.906]  That legislation was the U.S.
[00:18:55.986 --> 00:19:10.531]  domestic implementing legislation for the Biological Weapons Convention, and Mr. Bowman and I had met each other at a terrorism conference at the University of Michigan Law School.
[00:19:12.012 --> 00:19:20.095]  In any event, I told Mr. Bowman, this was in October of 2001, that the only people who had the
[00:19:22.546 --> 00:19:37.981]  Capability to do this would be those individuals working at either United States government labs or private contractors and things of this nature.
[00:19:38.201 --> 00:19:41.604]  It obviously seemed to me this was U.S.
[00:19:41.804 --> 00:19:43.166]  government related.
[00:19:47.685 --> 00:19:56.573]  He took the information down and said he would pass it on to the appropriate people handling the investigation I hung up.
[00:19:57.494 --> 00:20:09.145]  And then it occurred to me that I had a complete list of who all these people were and what these labs were, going back to my work on getting the legislation through.
[00:20:09.345 --> 00:20:09.885]  Absolutely.
[00:20:10.066 --> 00:20:13.469]  We're going to skip this break for stations out there.
[00:20:14.321 --> 00:20:27.474]  And then just come right back in to the main segment in four minutes with our guest, a really top bioweapons expert, helped write some of the major international treaties for the United States, Francis A. Boyle, and we are continuing skipping this break.
[00:20:30.040 --> 00:20:31.661]  Jim Newcomer from Midas Resources.
[00:20:31.821 --> 00:20:32.481]  Friday, August 29, 2008.
[00:20:32.541 --> 00:20:33.621]  Gold opened at $832 an ounce.
[00:20:33.641 --> 00:20:36.722]  One ounce gold coins can be purchased for $8.5680, $4.2220 for half ounce, and $2.1110 for quarter ounce.
[00:20:36.762 --> 00:20:37.582]  That's $8.5680, $4.2220, and $2.1110.
[00:20:47.625 --> 00:20:53.270]  70% of China's 1 trillion reserves are in dollar, now purchasing 250,000 barrels of oil per day from Iran in euro.
[00:20:53.370 --> 00:20:56.773]  Japanese refiners buy 550,000 barrels, switching dollar to yen.
[00:20:56.833 --> 00:20:57.693]  Bad news for U.S.
[00:20:57.753 --> 00:20:58.174]  currency.
[00:20:58.394 --> 00:21:00.435]  China and Japan hold large positions in dollar.
[00:21:00.555 --> 00:21:01.896]  Trading equals permanent loss.
[00:21:02.117 --> 00:21:04.058]  Dollars fall into 65% of euro.
[00:21:04.198 --> 00:21:05.179]  Erosion accelerates.
[00:21:05.199 --> 00:21:05.439]  We're good.
[00:21:29.602 --> 00:21:35.986]  Today, unlike any other in the long course of American history, a terrorist act of war against this country.
[00:21:36.366 --> 00:21:38.047]  The enemy struck America on September 11th.
[00:21:39.005 --> 00:21:40.026]  But who is the enemy?
[00:21:40.546 --> 00:21:41.066]  Bin Laden.
[00:21:41.346 --> 00:21:42.407]  This is his M.O.
[00:21:42.427 --> 00:21:43.688]  We have to look to the Middle East.
[00:21:43.708 --> 00:21:45.389]  We have to look to Osama Bin Laden.
[00:21:45.709 --> 00:21:52.453]  Fabled Enemies is the first 9-11 film to take a close look at the terrorist ties to intelligence networks inside the United States.
[00:21:52.853 --> 00:21:53.313]  Some U.S.
[00:21:53.333 --> 00:21:59.097]  investigators believe that there are Israelis again very much engaged in spying in and on the U.S.
[00:21:59.697 --> 00:22:03.139]  I'm aware that some Israeli citizens have been detained.
[00:22:03.379 --> 00:22:13.427]  Bin Laden's connections to the CIA, the hijacker's ties to the FBI, the Saudi Arabian connection, the Israeli intelligence network, warnings and war games, the shadow government, and much, much more.
[00:22:13.667 --> 00:22:14.428]  Fabled enemies.
[00:22:14.888 --> 00:22:22.194]  Get the DVD at InfoWars.com, or see it in super high quality, along with hundreds of other titles at PrisonPlanet.tv.
[00:22:22.655 --> 00:22:26.018]  Either you are with us, or you are with the terrorists.
[00:22:30.129 --> 00:22:33.571]  Attention, this is an extremely urgent self-reliant news bulletin.
[00:22:33.951 --> 00:22:40.375]  If you have ever wanted to produce your own cheaper-than-dirt survival food, this is going to be the most important message you will ever hear.
[00:22:41.055 --> 00:22:41.776]  Curious why?
[00:22:42.496 --> 00:22:52.422]  This network has just learned of a new video course that reveals the secrets of how to safely prepare and store all types of survival foods in an event of social unrest and food shortages here in the U.S.
[00:22:52.942 --> 00:22:55.344]  Grain shortages and hunger are spreading across the globe.
[00:22:55.684 --> 00:22:57.766]  Will troops guard the food supplies in the U.S.
[00:22:57.806 --> 00:22:58.287]  this fall?
[00:22:58.787 --> 00:22:59.307]  Don't wait.
[00:22:59.788 --> 00:23:03.351]  Learn the food shortage skills that can keep you and your family alive in a crisis.
[00:23:03.671 --> 00:23:06.473]  Get the details at FoodShortageUSA.com.
[00:23:06.994 --> 00:23:09.155]  That's FoodShortageUSA.com.
[00:23:09.696 --> 00:23:10.917]  Or you can call toll-free 877-327-0365.
[00:23:10.937 --> 00:23:11.898]  Don't wait for empty shelves.
[00:23:16.201 --> 00:23:19.464]  Go to foodshortageusa.com while you still have time.
[00:23:20.065 --> 00:23:24.309]  www.foodshortageusa.com or toll free at 877-327-0365.
[00:23:24.329 --> 00:23:24.489]  Act now!
[00:23:29.790 --> 00:23:38.895]  Did you know that it's a documented fact 80% of all Americans and 85% of people around the world suffer from internal parasites and parasitic infection?
[00:23:39.095 --> 00:23:47.060]  You may be one of millions of people suffering from one of dozens of debilitating chronic diseases from these parasites and your doctor would never know it.
[00:23:47.500 --> 00:23:51.723]  In fact, clinically detected parasites account for only 1% of all cases.
[00:23:51.783 --> 00:23:54.525]  Don't continue to suffer from pain due to misdiagnoses.
[00:23:54.666 --> 00:24:05.674]  Now you can fight internal parasites, heavy metal poisoning, and high cholesterol naturally and safely by mixing fossilized phytoplankton powder, also known as FPP, with your favorite beverage once a day.
[00:24:05.894 --> 00:24:11.979]  FPP is used around the world, has numerous uses, and is now available to you from Freshwater Organics.
[00:24:12.179 --> 00:24:19.847]  FPP strengthens skin, hair, and bones, lowers cholesterol, and is an excellent source of natural plant-based silica with 14 trace minerals.
[00:24:20.007 --> 00:24:22.810]  Order some today at FreshwaterOrganics.com.
[00:24:22.930 --> 00:24:25.833]  Again, that's FreshwaterOrganics.com or call 888-949-3570.
[00:24:25.853 --> 00:24:26.353]  Federal agents!
[00:24:26.373 --> 00:24:27.054]  We are armed!
