[00:00:11.475 --> 00:00:12.835]  He stands for truth.
[00:02:32.495 --> 00:02:36.597]  Also, the Washington Post is reporting Wall Street bank run.
[00:02:36.617 --> 00:02:39.819]  I'm sure I told you about this about seven months ago.
[00:02:39.899 --> 00:02:42.280]  Now they're getting in on the act.
[00:02:42.720 --> 00:02:44.841]  It's not just individuals running on banks.
[00:02:44.881 --> 00:02:46.782]  That's happened in France, England, and the U.S.
[00:02:47.542 --> 00:02:48.463]  Some of the biggest banks.
[00:02:48.563 --> 00:02:52.445]  But that's small compared to institutional runs on banks.
[00:02:53.078 --> 00:02:55.040]  And so we'll explain what's happening there.
[00:02:55.420 --> 00:02:58.002]  Also, Euro hits two-week high against the dollar.
[00:02:58.722 --> 00:03:02.685]  Gold nears 1,000 an ounce as stagflation fears grow.
[00:03:03.166 --> 00:03:05.347]  Dollar falls to three-week lows on U.S.
[00:03:05.387 --> 00:03:06.328]  recession fears.
[00:03:06.848 --> 00:03:09.731]  Microsoft is going to be taking over Yahoo, it looks like.
[00:03:09.771 --> 00:03:11.252]  That's not good news for choice.
[00:03:11.852 --> 00:03:15.775]  I mean, if Microsoft isn't an oligopoly, I don't know what is.
[00:03:15.855 --> 00:03:16.936]  Again, I'm all for the free market.
[00:03:16.956 --> 00:03:18.017]  This is not free market.
[00:03:18.766 --> 00:03:26.630]  And both Yahoo and Microsoft have been big brother enterprises, and this is not good for those of you out there that want choice and competitiveness.
[00:03:27.350 --> 00:03:32.452]  These two conglomerates together will have about 60% of the Internet under their control.
[00:03:32.472 --> 00:03:37.774]  And Google's basically a CIA operation.
[00:03:37.814 --> 00:03:40.576]  We've had CIA top analysts retired on to talk about.
[00:03:41.136 --> 00:03:43.577]  The CIA set up DARPA, the Internet...
[00:03:44.386 --> 00:03:45.186]  All of it, folks.
[00:03:45.526 --> 00:03:47.087]  And it's just all run by them.
[00:03:47.147 --> 00:03:47.987]  It's a sick joke.
[00:03:48.027 --> 00:03:50.728]  And they're now announcing how they're going to shut the web down.
[00:03:50.748 --> 00:03:57.931]  Maybe we'll have time today to talk about how they're going to phase out the free web and let it be the worldwide wiretap.
[00:03:57.951 --> 00:03:59.631]  That's why they call it WWW.
[00:03:59.671 --> 00:04:03.353]  That was the joke back in the 60s when they had their own private Internet.
[00:04:04.093 --> 00:04:06.114]  Then in the 80s, the government already had it everywhere.
[00:04:06.154 --> 00:04:09.295]  And then the big joke is worldwide wiretap.
[00:04:10.872 --> 00:04:13.915]  Kind of like you're fishing for a bass with a purple worm.
[00:04:13.935 --> 00:04:17.838]  You want to let him swallow it first before you set the hook.
[00:04:18.438 --> 00:04:19.479]  And that's what they're doing.
[00:04:19.899 --> 00:04:21.641]  You just keep drinking your fluoride.
[00:04:21.681 --> 00:04:23.322]  You keep taking your mercury shots.
[00:04:23.722 --> 00:04:27.205]  Keep listening to all the doctors on the radio, paid for by the government.
[00:04:28.186 --> 00:04:29.066]  You just trust them.
[00:04:29.106 --> 00:04:30.447]  They're going to take good care of you.
[00:04:30.868 --> 00:04:32.389]  You don't listen to crazies like me.
[00:04:33.009 --> 00:04:37.673]  But we'll be getting into the military, merging with foreign militaries.
[00:04:39.422 --> 00:04:41.945]  Also, there's a bunch of new 9-11 truth news.
[00:04:42.005 --> 00:04:43.666]  A former congressman, U.S.
[00:04:43.686 --> 00:04:46.689]  congressman, has gone public saying it's an inside job on my show Friday.
[00:04:47.750 --> 00:04:55.557]  We also have the number two in the Japanese parliament going even more public saying it's an inside job with a Japanese parliament investigation of it being an inside job.
[00:04:56.197 --> 00:04:59.300]  Willie Nelson, of course, two weeks ago on my show said it was an inside job.
[00:04:59.958 --> 00:05:00.778]  Democracy Now!
[00:05:00.858 --> 00:05:02.199]  picked up on that last week.
[00:05:02.239 --> 00:05:02.819]  They covered it.
[00:05:03.219 --> 00:05:04.439]  Got a clip of that coming up.
[00:05:04.819 --> 00:05:06.280]  I interviewed Willie again this week.
[00:05:06.540 --> 00:05:07.540]  One hour, I guess, wasn't enough.
[00:05:07.560 --> 00:05:08.820]  It was great to be able to have him back on.
[00:05:09.261 --> 00:05:12.081]  I wanted to have him back on because it was so much that we didn't get a chance to talk about.
[00:05:12.882 --> 00:05:15.042]  He talked about impeaching the president.
[00:05:15.462 --> 00:05:17.023]  He talked about both parties being in control.
[00:05:17.063 --> 00:05:19.443]  He talked about the toll roads being part of the North American Union.
[00:05:20.084 --> 00:05:21.824]  I condensed the hour, ten minute.
[00:05:21.864 --> 00:05:23.945]  It was over an hour long interview down to ten minutes.
[00:05:24.665 --> 00:05:28.046]  And we're going to be playing that coming up at the end of the show today if we have time.
[00:05:28.086 --> 00:05:28.606]  We'll probably be
[00:05:29.421 --> 00:05:29.941]  Playing that.
[00:05:30.762 --> 00:05:34.784]  The really big news, though, Moscow threatens force over Kosovo.
[00:05:35.745 --> 00:05:40.347]  Moscow, through their head NATO ambassador, has told the U.S.
[00:05:40.387 --> 00:05:51.213]  and NATO that they will, quote, use brute force, quote, military action against the United States if the handover of Kosovo continues to the Muslims.
[00:05:53.174 --> 00:05:57.256]  Now, mainstream news admits Al-Qaeda ran the attacks on the Serbs.
[00:05:57.776 --> 00:05:58.617]  Serbs fought back.
[00:05:59.565 --> 00:06:02.487]  Rush Limbaugh and others went on air and said, we've got to agree with the Clintons.
[00:06:02.507 --> 00:06:03.828]  We've got to attack Slobo.
[00:06:04.629 --> 00:06:07.611]  And so it was the conservative thing to help al-Qaeda attack the Serbs.
[00:06:08.772 --> 00:06:12.134]  The Serbs always said it was to hand over part of their country to NATO.
[00:06:12.154 --> 00:06:13.075]  That's now happening.
[00:06:13.975 --> 00:06:17.718]  And Russia is saying, we're not going to let you hand over the country to al-Qaeda.
[00:06:18.078 --> 00:06:19.519]  And it literally is al-Qaeda.
[00:06:19.980 --> 00:06:23.022]  Of course, our government has al-Qaeda paid attacking Iran right now.
[00:06:23.842 --> 00:06:24.863]  Iran's the opposite group.
[00:06:24.903 --> 00:06:25.984]  They're Shiites.
[00:06:26.559 --> 00:06:28.480]  But they've got actual Wahhabi al-Qaeda.
[00:06:28.500 --> 00:06:34.641]  Bin Laden's even been there in the late 80s running the operation against the Serbs, attacking the Iranians right now.
[00:06:34.721 --> 00:06:41.103]  He's been a great CIA commander always since he was hired back in 1979 by Vizigna Brzezinski.
[00:06:42.203 --> 00:06:47.464]  And I wonder how many silver stars he's gotten secretly.
[00:06:47.484 --> 00:06:49.445]  I'm not kidding here, by the way.
[00:06:50.225 --> 00:06:54.847]  I mean, he's just led the attack forces for the New World Order like no one in CIA history.
[00:06:55.107 --> 00:06:56.527]  So, hey, here's to bin Laden.
[00:06:58.048 --> 00:06:59.389]  Great job attacking the Serbs.
[00:06:59.409 --> 00:07:00.129]  Great job U.S.
[00:07:00.169 --> 00:07:00.929]  government backing him.
[00:07:01.409 --> 00:07:01.970]  Yeah!
[00:07:02.010 --> 00:07:05.191]  How dare those Russians say they may come in and defend against it.
[00:07:05.231 --> 00:07:06.091]  How dare them!
[00:07:06.591 --> 00:07:07.032]  The U.S.
[00:07:07.052 --> 00:07:09.132]  has been moving nukes into Ukraine and other areas.
[00:07:09.172 --> 00:07:12.134]  The Russians are saying, hey, we may go ahead and name nukes at you.
[00:07:12.154 --> 00:07:15.435]  I mean, this is just insane.
[00:07:16.195 --> 00:07:18.176]  I can't believe how sick it's gotten.
[00:07:19.548 --> 00:07:22.730]  Moscow threatens force over Kosovo.
[00:07:23.890 --> 00:07:26.412]  Also, Russia threatens nuclear attack on Ukraine.
[00:07:26.452 --> 00:07:27.493]  That's London Telegraph.
[00:07:28.393 --> 00:07:37.338]  Turkish troops enter northern Iraq because the communist Muslim-funded groups, just like the Albanians, have been killing and attacking the Turkish civilians.
[00:07:38.038 --> 00:07:38.539]  And the U.S.
[00:07:38.619 --> 00:07:40.000]  is saying, how dare you, Turkey?
[00:07:40.900 --> 00:07:42.441]  Our al-Qaeda forces will be defended.
[00:07:43.181 --> 00:07:45.983]  Also, Serb police guard embassies after riots.
[00:07:47.373 --> 00:07:50.694]  By the way, listeners, new listeners, you didn't know our government created Al-Qaeda?
[00:07:51.935 --> 00:07:53.175]  You think I'm joking, don't you?
[00:07:53.215 --> 00:07:54.155]  See, that's why they got you.
[00:07:55.896 --> 00:07:58.217]  Fresh violence in Kosovo, Serbs protest.
[00:07:58.237 --> 00:07:59.597]  How dare them not love Al-Qaeda?
[00:08:00.778 --> 00:08:04.059]  And rigged Gitmo trials prove 9-11 official story wrong.
[00:08:04.079 --> 00:08:13.822]  A whole bunch of mainstream newspapers are admitting that six years of torture, which they admit they torture people there at the camp, that you can't believe any of these fake confessions now coming out.
[00:08:15.951 --> 00:08:17.533]  Alex Jones Show!
[00:08:17.573 --> 00:08:17.933]  We're good to go.
[00:08:18.093 --> 00:08:18.453]  I think?
[00:08:38.957 --> 00:08:41.038]  And then that Barack Obama would be her VP.
[00:08:41.078 --> 00:08:43.440]  It may be the other way around now they're talking about.
[00:08:43.500 --> 00:08:44.200]  You never know.
[00:08:44.220 --> 00:08:47.002]  I mean, he has captured the hearts and minds of the people.
[00:08:47.102 --> 00:08:52.245]  And I was watching the debate from Austin, Texas Thursday night on CNN.
[00:08:53.065 --> 00:08:54.146]  And you look at Hillary.
[00:08:54.186 --> 00:08:55.767]  I mean, she just looks like a witch.
[00:08:55.847 --> 00:08:56.947]  She looks like an eel.
[00:08:57.528 --> 00:09:01.390]  And she was sitting there with that smirk, that arrogant, witch-like smirk.
[00:09:02.987 --> 00:09:04.469]  She looked like a moray eel.
[00:09:04.649 --> 00:09:08.896]  I mean, I don't usually judge a book by its cover, but she's repugnant.
[00:09:08.976 --> 00:09:11.661]  You recoil from her instinctively.
[00:09:12.302 --> 00:09:14.505]  And Barack Obama, I felt drawn towards him.
[00:09:15.720 --> 00:09:19.463]  Well-spoken, intelligent, seems real reasonable, genuine compared to her.
[00:09:19.924 --> 00:09:22.166]  But he's got very evil people behind him.
[00:09:22.986 --> 00:09:29.912]  And his policies, you know what we'll tell you about his real policies when we get back and how I see the election shaping up.
[00:09:30.273 --> 00:09:31.254]  Some election 2008, some theater.
[00:09:33.762 --> 00:09:35.863]  Let's all go out to the theater, the ballpark.
[00:09:35.903 --> 00:09:38.883]  Let's go out to the movies, have ourselves some snacks.
[00:09:39.163 --> 00:09:40.043]  It's total theater.
[00:09:40.443 --> 00:09:42.844]  The whole world is a stage, each of us a player upon it.
[00:09:43.224 --> 00:09:44.864]  Hand-loaded phone lines, your phone calls.
[00:09:45.184 --> 00:09:48.725]  Straight ahead, InfoWars.com is new and improved, redesigned.
[00:09:48.765 --> 00:09:53.406]  Check out one of the number one alternative news sites on the web, InfoWars.com.
[00:09:54.026 --> 00:09:55.467]  It is a big idea.
[00:10:03.499 --> 00:10:04.540]  A new world order.
[00:10:05.260 --> 00:10:09.524]  In the near future, Earth is dominated by a powerful world government.
[00:10:10.164 --> 00:10:11.925]  It's known as the Builder Bird.
[00:10:12.986 --> 00:10:15.248]  Could their objective be world domination?
[00:10:15.768 --> 00:10:18.170]  For thousands of years, their dark order grew.
[00:10:18.946 --> 00:10:26.393]  Now as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:10:29.295 --> 00:10:34.260]  For the first time in history, the elite's plan for world government is blown wide open.
[00:10:34.780 --> 00:10:38.181]  You will learn the secret that drives the entire New World Order agenda.
[00:10:38.601 --> 00:10:41.121]  Bilderberg is making great progress toward a world government.
[00:10:41.161 --> 00:10:42.122]  Most people have no idea.
[00:10:42.142 --> 00:10:43.102]  They're not after money.
[00:10:43.122 --> 00:10:44.182]  They have all the money they need.
[00:10:44.382 --> 00:10:45.122]  They're after power.
[00:10:45.382 --> 00:10:46.642]  That's what they're after easily.
[00:10:46.682 --> 00:10:54.724]  Order Endgame on DVD at prisonplanet.com or infowars.com or watch it online right now at prisonplanet.tv.
[00:10:54.864 --> 00:10:55.644]  Endgame.
[00:10:56.004 --> 00:10:57.665]  Blueprint for global enslavement.
[00:10:58.025 --> 00:10:59.185]  You have been warned.
[00:11:00.394 --> 00:11:01.435]  Ted Anderson from Midas.
[00:11:01.495 --> 00:11:01.855]  February 22, 2008.
[00:11:01.935 --> 00:11:02.175]  Gold 946.
[00:11:02.235 --> 00:11:05.137]  Ounce gold coins can be purchased for $9.7308, $4.7920 for half, $2.3960 for quarter.
[00:11:05.177 --> 00:11:05.477]  That's $9.7308, $4.7920, $2.3960.
[00:11:16.384 --> 00:11:19.586]  For years, Ron Paul has taken the position to uphold constitutional rights.
[00:11:19.866 --> 00:11:23.929]  He's been branded by special interest groups as Dr. Noll, refusing to bend his values.
[00:11:24.309 --> 00:11:28.152]  I can only imagine the pressure applied by Congress as he stands alone for these principles.
[00:11:28.412 --> 00:11:30.193]  He has given up a medical career for this.
[00:11:30.453 --> 00:11:32.135]  Ron Paul is running for president.
[00:11:32.395 --> 00:11:38.178]  The ideas of strong currency, ending the war, defending the Constitution, and protecting civil liberties are catching on.
[00:11:38.439 --> 00:11:44.943]  As a thank you, GCNlive.com, Midas Resources, and I would like to send you a free copy of the Ron Paul Family Cookbook.
[00:11:45.183 --> 00:11:48.466]  Call 800-686-2237 for your free copy.
[00:11:48.786 --> 00:11:49.927]  Again, that's 800-686-2237.
[00:11:51.949 --> 00:11:54.951]  I hope his values are touching your heart as deep as they are mine.
[00:11:55.071 --> 00:11:55.732]  That's 800-686-2237.
[00:11:56.873 --> 00:11:59.315]  Thanks again for supporting Ron Paul.
[00:12:01.136 --> 00:12:01.677]  Hi, neighbor.
[00:12:01.977 --> 00:12:07.482]  No matter when the time comes to survive on our food supply, every single one of us who have prepared will have two regrets.
[00:12:08.122 --> 00:12:13.847]  Even those who haven't wasted a single penny on Christmas, birthdays, and vacations in order to store all the food possible.
[00:12:14.591 --> 00:12:17.853]  Even those who have sold stuff and taken on part-time jobs to buy food.
[00:12:18.493 --> 00:12:21.794]  Even those who have traded their gold while it will still buy food.
[00:12:22.395 --> 00:12:25.776]  Yes, we will have been called stupid, crazy, and foolish.
[00:12:26.376 --> 00:12:30.878]  When folks won't be able to afford food and there won't be any food for any amount of money.
[00:12:31.599 --> 00:12:33.580]  We will still have two regrets.
[00:12:34.240 --> 00:12:37.581]  We will regret that we didn't get more serious about more food sooner.
[00:12:38.262 --> 00:12:41.103]  We will deeply regret that we didn't get enough food.
[00:12:41.900 --> 00:12:48.764]  Putting off emergency food preparations to celebrate the holidays will be the most dangerous decision that some of us will ever make.
[00:12:49.364 --> 00:12:49.524]  Call 800-409-5633.
[00:12:49.544 --> 00:12:50.545]  On the web, efoodsdirect.com.
[00:12:50.565 --> 00:12:50.605]  800-409-5633.
[00:12:50.645 --> 00:12:53.766]  Hi, I'm Dr. Bill Deagle of the Nutri-Medical Report here on Genesis After Alex, 2 to 4 p.m.
[00:12:53.786 --> 00:12:54.667]  Monday to Friday and Sunday, 8 to 10.
[00:13:07.182 --> 00:13:16.869]  The First Line Defense Kit is a designed kit to give you daily protection and also from the big nasty infections like resistant TB, Acinetobacter, and viruses that are spreading worldwide.
[00:13:17.049 --> 00:13:21.592]  Nutri-Defense blocks pathogen entry into your cells with natural technologies of custom design.
[00:13:22.053 --> 00:13:25.935]  Nutri-Immune boosts your natural killer cell activity with a capacity second to none.
[00:13:26.236 --> 00:13:30.839]  Defense wipes will kill pathogens on contact without any toxicity to babies or the environment.
[00:13:31.399 --> 00:13:34.982]  And nanomasks are truly certified to block even the smallest virus particles.
[00:13:35.461 --> 00:13:37.682]  Together, this is called the First Line of Defense Kit.
[00:13:38.223 --> 00:13:46.228]  Order yours for family protection today and for the big biodefense challenges of the future, including avian flu and bioweapons releases or accidents.
[00:13:46.728 --> 00:13:52.572]  Call at 888-212-8871 to order, or securely online at NutriMedical.com.
[00:13:52.592 --> 00:13:53.133]  That's again, 888-212-8871.
[00:14:01.435 --> 00:14:05.958]  News, politics, sports, cars, home improvement, health, and everything in between.
[00:14:06.018 --> 00:14:06.919]  We've got you covered.
[00:14:06.959 --> 00:14:10.342]  You're listening to the GCN Radio Network.
[00:14:14.085 --> 00:14:15.627]  Yeah, we're back live.
[00:14:17.929 --> 00:14:20.531]  Ed, Charles, Derek, Jesse, everybody that's patiently holding.
[00:14:20.551 --> 00:14:22.833]  We're going to get to your calls here very quickly.
[00:14:22.853 --> 00:14:24.194]  In fact, in this segment...
[00:14:25.450 --> 00:14:43.114]  Look, I could elaborate all day, but if you're an anti-establishment, anti-New World Order, anti-corruption candidate that hurts the global corporate crime structure, that is rapidly destroying the free market and setting up world government so it can have its will with you and your family and literally make you slaves, that's their own stated goals?
[00:14:44.855 --> 00:14:53.537]  Well, notice they ignored Ron Paul, they demonized Ron Paul, they gave him a third of the questions a third of the time in the debates.
[00:14:54.668 --> 00:14:57.209]  Notice how they give Barack Obama all this attention and love him.
[00:14:57.769 --> 00:15:00.170]  Just like they give Hillary Clinton all this attention and love her.
[00:15:00.530 --> 00:15:03.431]  Just like they give John McCain all this attention.
[00:15:04.832 --> 00:15:08.093]  They steer the debate by who they give the attention.
[00:15:08.954 --> 00:15:10.434]  Let me just give you a news flash here.
[00:15:10.474 --> 00:15:12.475]  Barack Obama, we've written articles about it.
[00:15:12.515 --> 00:15:13.615]  It's been in the mainstream news.
[00:15:13.956 --> 00:15:20.138]  He's called for a global tax of hundreds of billions of dollars a year to the United Nations.
[00:15:21.198 --> 00:15:21.859]  We're good to go.
[00:15:48.098 --> 00:16:02.492]  They just come in and piggyback on this movement for alternative energy, which can be a great business, and then they add to it, oh, by the way, let's have a bunch of regulation and taxation, local taxes, local control, and the big corporations are pushing for this.
[00:16:03.814 --> 00:16:11.922]  Barack Obama is pushing for a global tax, and if he gets into office, he'll probably be able to get it unless we fight him.
[00:16:13.255 --> 00:16:14.716]  And talk about messianic.
[00:16:14.736 --> 00:16:16.657]  They're acting like it's JFK.
[00:16:16.677 --> 00:16:17.858]  They're acting like it's Jesus.
[00:16:17.878 --> 00:16:20.180]  They're acting like the Savior has landed.
[00:16:20.220 --> 00:16:21.261]  The Eagle has landed.
[00:16:21.901 --> 00:16:26.064]  And I don't think Hillary has a prayer now, I have to say, barring some scandal coming out.
[00:16:26.584 --> 00:16:27.545]  I thought it would be Hillary.
[00:16:27.665 --> 00:16:29.446]  All the big money was on her.
[00:16:30.046 --> 00:16:31.287]  Las Vegas was betting on her.
[00:16:31.307 --> 00:16:32.188]  They're rarely wrong.
[00:16:32.868 --> 00:16:35.890]  But Barack Obama has got Zbigniew Brzezinski and others.
[00:16:35.930 --> 00:16:37.532]  The Rockefellers as his advisors.
[00:16:38.192 --> 00:16:39.473]  He's got the biggest banks.
[00:16:40.864 --> 00:16:41.384]  Backing him.
[00:16:41.424 --> 00:16:42.866]  He's got the big money backing him.
[00:16:43.206 --> 00:16:44.447]  So just make no mistake.
[00:16:44.487 --> 00:16:48.070]  The establishment is pushing Barack Obama right now.
[00:16:48.731 --> 00:16:51.133]  And they tried to force-feed the public Hillary.
[00:16:51.173 --> 00:16:54.476]  The public kind of spit her back up because of all the baggage.
[00:16:55.177 --> 00:16:56.778]  I'm not saying he's not a likable guy.
[00:16:56.798 --> 00:16:58.620]  I'm not saying it's an interesting success story.
[00:16:59.160 --> 00:17:02.203]  But Barack Obama is for restricting more Second Amendment.
[00:17:02.503 --> 00:17:03.744]  He is for open borders.
[00:17:04.605 --> 00:17:05.406]  Barack Obama...
[00:17:06.252 --> 00:17:11.593]  Then mixes in a little bit of populist ideas of, oh, we'll keep some of our jobs here in the U.S.
[00:17:11.653 --> 00:17:14.034]  And, oh, I don't think NAFTA and GATT were good.
[00:17:14.614 --> 00:17:20.075]  But then he's actually for the Security and Prosperity Partnership that expands that into the North American Union.
[00:17:20.295 --> 00:17:23.676]  So he's playing politics with you, and Barack Obama's lying to you.
[00:17:24.016 --> 00:17:30.758]  Because his advisors and the people that control him are all for the New World Order, all for the SPP.
[00:17:31.258 --> 00:17:32.738]  And then there's this debate between...
[00:17:33.516 --> 00:17:37.077]  Well, he's going to fine parents if they don't have health care for their kids.
[00:17:37.657 --> 00:17:41.658]  And he's for forced socialized health care, but he doesn't think we should take your paycheck.
[00:17:42.718 --> 00:17:45.598]  There's about two degrees between his plan and her plan.
[00:17:45.899 --> 00:17:51.740]  Folks, if angels ran the government, it'd be fine to take somebody else's wealth and give somebody else health care.
[00:17:53.600 --> 00:17:58.981]  But did you know that they wait, on average, 16 months in England for brain surgery when they have a tumor?
[00:17:59.401 --> 00:18:02.402]  They wait, on average, more than six months when you need heart surgery.
[00:18:03.331 --> 00:18:04.271]  I mean, go look it up.
[00:18:04.311 --> 00:18:05.631]  That's mainstream news in England.
[00:18:06.372 --> 00:18:08.352]  Canadians have to come here to get their health care.
[00:18:10.132 --> 00:18:11.673]  We don't have a free market system, though.
[00:18:11.693 --> 00:18:17.194]  We have corporate fascism with scams being run with the insurance companies and the big hospitals.
[00:18:19.634 --> 00:18:28.196]  Did you know that if you don't have insurance, on average your bill is about four times larger, but when you do have insurance, the insurance companies go in and have deals with the hospitals and it's a lot less?
[00:18:29.184 --> 00:18:29.944]  You got insurance?
[00:18:30.024 --> 00:18:31.205]  Baby, six, seven grand.
[00:18:31.425 --> 00:18:32.205]  You don't have insurance?
[00:18:32.265 --> 00:18:33.105]  It could be 30 grand.
[00:18:36.787 --> 00:18:44.770]  Most people cannot fathom what it's going to be like to live under socialized health care because you haven't lived outside the U.S.
[00:18:44.810 --> 00:18:45.550]  and you haven't studied it.
[00:18:46.150 --> 00:18:47.090]  But there's not just that.
[00:18:47.571 --> 00:18:51.092]  This will give the government control over health care and meeting it out and who gets it.
[00:18:51.352 --> 00:18:53.493]  And remember, just in the last six months, the U.S.
[00:18:53.553 --> 00:18:56.694]  and British governments have announced, oh, we don't want the overweight...
[00:18:57.327 --> 00:18:58.647]  We don't want smokers.
[00:18:58.727 --> 00:19:00.268]  We don't want them to have health care.
[00:19:00.288 --> 00:19:01.788]  People say, yeah, because it's socialized.
[00:19:02.268 --> 00:19:04.429]  Well, then we decide how you live your life.
[00:19:04.469 --> 00:19:05.189]  The government decides.
[00:19:05.209 --> 00:19:08.170]  But then they add, oh, by the way, we're not going to treat old people either.
[00:19:10.011 --> 00:19:10.791]  Oh, you don't believe me?
[00:19:11.771 --> 00:19:15.732]  Just type in top doctors or government officials call for not treating elderly.
[00:19:15.932 --> 00:19:18.193]  And it just says you won't get health care under this.
[00:19:18.753 --> 00:19:19.933]  It's bioethics.
[00:19:20.033 --> 00:19:21.794]  See, this is eugenics.
[00:19:22.839 --> 00:19:25.160]  The people that run the planet are social planners.
[00:19:25.401 --> 00:19:26.861]  They engineer societies.
[00:19:27.222 --> 00:19:29.503]  So it isn't just that they're going to take over 15%.
[00:19:30.023 --> 00:19:32.305]  The government already is half of our GDP.
[00:19:32.545 --> 00:19:35.347]  The government already owns and runs half of our society.
[00:19:35.887 --> 00:19:37.788]  Now it's going to get 15% more?
[00:19:37.808 --> 00:19:37.788]  65%?
[00:19:38.489 --> 00:19:44.432]  The government is going to be over 65% of the nation?
[00:19:45.333 --> 00:19:44.432]  15%?
[00:19:45.633 --> 00:19:49.395]  And with waste, fraud, and abuse, the feds take on average a dollar of your money.
[00:19:49.915 --> 00:19:51.757]  With any federal program, you get about 34 cents back.
[00:19:54.091 --> 00:20:02.593]  And so, they're going to take over 15% of the economy, and then they're going to send you 34% back.
[00:20:05.053 --> 00:20:06.474]  God help us, ladies and gentlemen.
[00:20:08.234 --> 00:20:08.814]  God help us.
[00:20:10.435 --> 00:20:12.495]  And the government's completely bankrupt.
[00:20:12.515 --> 00:20:14.375]  We're tens of trillions of dollars in debt.
[00:20:14.415 --> 00:20:15.136]  Tens of trillions.
[00:20:15.456 --> 00:20:17.556]  You know, we currently owe close to a trillion.
[00:20:17.736 --> 00:20:18.716]  Currently, today.
[00:20:19.056 --> 00:20:20.477]  It's kind of like your credit card bill comes in.
[00:20:20.537 --> 00:20:21.697]  You owe this month a trillion.
[00:20:22.541 --> 00:20:30.925]  But if you look at the full debt, like it'll show your full payout on the credit card, it's over $100 trillion.
[00:20:30.965 --> 00:20:32.526]  That's even been in the Dallas Morning News.
[00:20:33.166 --> 00:20:36.948]  Well, the Dallas Morning News said six years ago, $54 trillion.
[00:20:37.268 --> 00:20:40.310]  And then now the Congressional Budget Office says, okay, it's over $100 trillion.
[00:20:40.550 --> 00:20:40.990]  That's right.
[00:20:41.270 --> 00:20:45.593]  Once you start getting into numbers this big, it starts doubling every few years.
[00:20:46.733 --> 00:20:48.974]  So, the government's totally bankrupt.
[00:20:49.014 --> 00:20:50.335]  They're devaluing the dollar.
[00:20:51.817 --> 00:20:52.638]  I think we're good to go.
[00:21:12.913 --> 00:21:29.670]  And it's getting worse and worse, and here's Barack Obama, and here's Hillary Clinton, arguing and fighting over which socialized plan they've got, where he's going to come find you, and CPS, he was mentioning the Massachusetts plan, CPS comes and takes your kids if you don't have health care.
[00:21:30.852 --> 00:21:34.055]  You see, it's the government watching you, just like it's Cuba.
[00:21:34.699 --> 00:21:37.322]  Just like it's the Soviet Union, hovering over you.
[00:21:37.462 --> 00:21:38.863]  Oh, you didn't take care of your kids.
[00:21:39.424 --> 00:21:44.008]  Oh, well, we're going to enroll you in forced government welfare, but now you're going to get CPS visits.
[00:21:44.288 --> 00:21:46.430]  Now the man's going to be at your house in your life.
