[00:00:00.269 --> 00:00:02.031]  Government cover-ups.
[00:03:07.825 --> 00:03:16.390]  What Paulson proposed, and I have it here in front of me, it says mortgage-backed securities.
[00:03:16.390 --> 00:03:20.432]  So it's the derivatives held by the international banks.
[00:03:20.432 --> 00:03:22.574]  Look, let me just give the public something.
[00:03:22.574 --> 00:03:27.937]  You're not getting anything but taxes and regulation and a billy club upside the head, okay?
[00:03:27.937 --> 00:03:33.700]  The people running this country have attacked hundreds of other nations and killed tens of millions of people.
[00:03:35.706 --> 00:03:36.528]  Tens of millions.
[00:03:36.528 --> 00:03:41.178]  They've killed over a million and a half Iraqis in the last five and a half years.
[00:03:41.178 --> 00:03:42.100]  Okay?
[00:03:42.100 --> 00:03:43.423]  I know I keep making that point.
[00:03:43.423 --> 00:03:44.686]  They don't care about you!
[00:03:45.572 --> 00:03:49.375]  All they want to do is smile at you and have their talking heads tell you that.
[00:03:49.375 --> 00:04:11.974]  You know, driving home from Dallas last night to Austin, about half the billboards were tattle on poachers, tattle on drug users, fund the CPS, be proud of public schools, you know, just all government PR, government propaganda, don't spank your child, report illegal guns.
[00:04:11.974 --> 00:04:12.915]  I mean, I'm living in 1984.
[00:04:14.884 --> 00:04:16.884]  That's what the billboards are now.
[00:04:16.884 --> 00:04:18.645]  Because everything is the government.
[00:04:18.645 --> 00:04:22.546]  No one can really afford to pay for billboards anymore.
[00:04:22.546 --> 00:04:28.347]  And so, the government will take our tax money and put up propaganda.
[00:04:28.347 --> 00:04:30.427]  Alright, my head's just spinning, ladies and gentlemen.
[00:04:30.427 --> 00:04:33.268]  There is just so much coming up today.
[00:04:33.268 --> 00:04:38.849]  They are now going to put cameras in new parents' homes, the CPS's, to make sure
[00:04:40.296 --> 00:04:41.618]  There's a presumption of guilt.
[00:04:41.618 --> 00:04:43.041]  You're guilty until proven innocent.
[00:04:43.041 --> 00:04:46.386]  No judge, no jury, no due process.
[00:04:46.386 --> 00:04:49.511]  Just the eugenics arm, and so that's in the news.
[00:04:49.511 --> 00:04:50.433]  Yes, it's all here.
[00:04:50.433 --> 00:04:50.994]  It's all happening.
[00:04:52.890 --> 00:04:59.133]  Ionic Zone has the lowest prices in the USA on shock treatment ozone generators starting at $299.
[00:04:59.133 --> 00:05:13.101]  Ionic Zone shock treatment ozone generators are used by remediation contractors and homeowners alike to sterilize homes and cars, making them free from bacteria, molds, viruses, and complete removal of second-hand smoke, pet odors, you name it.
[00:05:13.101 --> 00:05:16.643]  What else can three oxygen atoms, in other words, ozone, do?
[00:05:16.643 --> 00:05:21.125]  Many hospitals sterilize their operating rooms with ozone before and after operations.
[00:05:21.385 --> 00:05:23.486]  And have you ever heard of ozone therapy?
[00:05:23.486 --> 00:05:27.049]  Ionic Zone has a wealth of information on ozone therapy.
[00:05:27.049 --> 00:05:33.873]  Ozone therapy is used, among other things, to raise the body's oxygen level, which studies suggest boosts the immune system.
[00:05:33.873 --> 00:05:40.878]  You can learn more about ozone therapy or Ionic Zone ozone generators by going to ioniczone.com or calling 800-549-9535.
[00:05:40.878 --> 00:05:42.219]  That's I-O-N-I-C, zone, dot com, or toll free, 800-549-9535.
[00:05:51.345 --> 00:05:55.009]  May I have everybody's attention, please?
[00:05:55.009 --> 00:05:57.452]  I've come with a message of information.
[00:05:57.452 --> 00:05:59.714]  9-11 was an inside job.
[00:05:59.714 --> 00:06:01.276]  Do you like being a puppet, sir?
[00:06:01.276 --> 00:06:02.978]  Do you like being a puppet for the New World Order?
[00:06:02.978 --> 00:06:05.881]  How do the American people know that 9-11 was a stage?
[00:06:05.881 --> 00:06:09.505]  Was it engineered by you, David Rockefeller, the Trilateral Commission, the CFR?
[00:06:14.250 --> 00:06:18.861]  Seven years after the attacks of September 11th, a global awakening has taken place.
[00:06:25.303 --> 00:06:27.805]  An inside job?
[00:06:27.805 --> 00:06:30.247]  How dare you?
[00:06:30.247 --> 00:06:35.351]  If you know that there's treason going on, you can be held accountable for treason yourself.
[00:06:35.351 --> 00:06:38.234]  All hell is breaking loose on 6th Avenue.
[00:06:38.234 --> 00:06:44.699]  And if the government has not told the truth in 5 years, we will be here on the 10th anniversary of... Truth Rising.
[00:06:44.699 --> 00:06:47.561]  Download the film at PrisonPlanet.tv right now.
[00:06:47.561 --> 00:06:49.823]  Or get the DVD at Infowars.com.
[00:06:49.823 --> 00:06:52.305]  It's now time to take the revolution to the next level.
[00:06:55.014 --> 00:06:58.016]  We have a new president coming into office in January.
[00:06:58.016 --> 00:07:00.617]  His number one word of use is change.
[00:07:00.617 --> 00:07:04.099]  What if the change was not the change America expected?
[00:07:04.099 --> 00:07:09.261]  What if all natural products were handed over to the pharmaceutical companies to be eradicated?
[00:07:09.261 --> 00:07:13.863]  What if the only remedy for sickness and disease was to take drugs?
[00:07:13.863 --> 00:07:15.324]  This hasn't happened yet.
[00:07:15.324 --> 00:07:17.045]  I repeat, not yet.
[00:07:17.045 --> 00:07:20.887]  Prepare and defend your body with GetTheTea.com.
[00:07:20.887 --> 00:07:23.048]  That's GetTheTea.com.
[00:07:23.408 --> 00:07:32.574]  In an ever-changing world where toxins, chemicals, fluoride infiltrate every level of your system every day, take charge and get the tea.
[00:07:32.574 --> 00:07:34.596]  Online, that's GetTheTea.com.
[00:07:34.596 --> 00:07:35.857]  GetTheTea.com.
[00:07:35.857 --> 00:07:36.377]  Or call us, 928-308-0408.
[00:07:36.377 --> 00:07:36.777]  Order now, 928-308-0408.
[00:07:36.777 --> 00:07:37.858]  Don't wait until it's too late.
[00:07:37.858 --> 00:07:38.679]  GetTheTea.com.
[00:07:53.243 --> 00:08:04.825]  He's the T-Rex of political talk, Alex Jones, on the GCN Radio Network.
[00:08:04.825 --> 00:08:07.106]  We're live, 25th day of November 2008.
[00:08:07.106 --> 00:08:17.428]  I'm Alex Jones, your host, fresh back from the In The Fed demonstration in Dallas.
[00:08:17.428 --> 00:08:18.648]  Big success all across
[00:08:20.163 --> 00:08:21.845]  The Nation in 38 locations.
[00:08:21.845 --> 00:08:27.750]  Hats off to everybody involved as we identify the real enemy and even got some mainstream media coverage.
[00:08:27.750 --> 00:08:36.497]  But the key is all over YouTube, Google and other video sites there are just hundreds and hundreds of videos from all over the nation.
[00:08:36.497 --> 00:08:38.298]  Scores of videos per demonstration.
[00:08:39.454 --> 00:08:40.174]  And that's the key.
[00:08:40.174 --> 00:08:54.482]  It's the activists going out, protesting, demonstrating, and then putting on the web to magnify it so people can see the action that's being taken and learn about the fact that the private Federal Reserve is the organization running this country.
[00:08:54.482 --> 00:08:56.783]  It is the regional governorship.
[00:08:56.783 --> 00:09:03.367]  It is the section office, the governorship, the viceroy office of the New World Order here in the United States.
[00:09:06.920 --> 00:09:26.729]  Let me just run through the headlines here, and what's so shocking, what I thought of this morning when I read this, when Kurt Nemo emailed it to me, he's got a story on it, it's up on InfoWars.com, was, this doesn't even shock me now.
[00:09:26.729 --> 00:09:36.054]  I've known for so long they were secretly planning this, secretly preparing it, and then in the last ten years or so, brainwashing the public to accept it,
[00:09:37.313 --> 00:09:42.917]  That when you finally see it openly being announced, it doesn't have the effect it should.
[00:09:42.917 --> 00:09:50.063]  And that's something we should be aware of, that we get fatigued, we get acclimated and prepared to accept this.
[00:09:50.063 --> 00:09:52.064]  Now this is a very big deal.
[00:09:52.064 --> 00:10:06.495]  CBS News, this is national CBS News, cbsnews.com, military examines role in domestic defense, and they come into this article and lie and say, oh we just now got this idea because of a government report
[00:10:07.549 --> 00:10:13.771]  That we're not going to be safe unless the Army is on the streets of America.
[00:10:13.771 --> 00:10:36.319]  Now, again, when this was completely illegal, and it's still illegal, I haven't fully overturned Posse Comitatus, there were Marines and Army in police uniforms, coast to coast, doing raids on gun owners' homes, and on drug houses as well, in Norfolk, Virginia, in Dallas, Texas, in Tucson, Arizona, in Los Angeles County,
[00:10:38.709 --> 00:10:40.851]  In New York City and Detroit, Michigan.
[00:10:40.851 --> 00:10:41.912]  Many other areas.
[00:10:41.912 --> 00:10:45.256]  Those are areas we documented and got documents and eyewitnesses.
[00:10:45.256 --> 00:10:50.421]  I covered that in my film seven years ago, Road to Tyranny.
[00:10:50.421 --> 00:10:52.663]  I mean, everything we told you is happening.
[00:10:52.663 --> 00:10:53.925]  Do you understand?
[00:10:53.925 --> 00:10:55.967]  The rest is going to happen.
[00:10:55.967 --> 00:10:56.888]  Unless we stop it.
[00:10:56.888 --> 00:10:58.529]  People say, well, why gloom and doom?
[00:10:58.529 --> 00:10:59.831]  Why not be positive, Alex?
[00:11:00.891 --> 00:11:08.395]  We are positively, with courage, here on the air, telling you who runs the planet, who runs the country, that they're bad people.
[00:11:08.395 --> 00:11:21.723]  And the solution is saying, this is an illegitimate, criminal, out-of-control government, and then you, the people, we, the people, myself, you, everybody listening, and others, finally get serious and get focused and say no.
[00:11:21.723 --> 00:11:23.984]  Because they're not going to stop until we say no.
[00:11:26.058 --> 00:11:31.160]  They are turning up the propaganda on radio, TV, newspapers, billboards, schools.
[00:11:31.160 --> 00:11:33.421]  It's just brainwashing everywhere.
[00:11:33.421 --> 00:11:36.002]  And the good news is it's not working.
[00:11:36.002 --> 00:11:36.782]  But they don't care.
[00:11:36.782 --> 00:11:42.024]  They're in control, so they just move forward.
[00:11:42.024 --> 00:11:44.085]  People say, well, what are solutions to this?
[00:11:44.085 --> 00:11:46.626]  The solution is to wake the people up!
[00:11:46.626 --> 00:11:49.107]  To explain to them!
[00:11:49.107 --> 00:11:51.848]  The solution is to know the enemy battle plan that is the enemy.
[00:11:52.850 --> 00:12:02.058]  And whether you're in the military or the police or the FBI or the government as a bureaucrat, you can look at what's going on and say, should I be with the people or with this government?
[00:12:02.058 --> 00:12:03.840]  Is this government legitimate?
[00:12:03.840 --> 00:12:09.465]  Or is it just basically a receivership arm for foreign private banks?
[00:12:09.465 --> 00:12:13.308]  I mean, $7.4 trillion now stolen?
[00:12:13.308 --> 00:12:15.751]  Bloomberg?
[00:12:15.751 --> 00:12:18.233]  $7.4 trillion in six weeks?
[00:12:18.233 --> 00:12:19.254]  Do you know what this means?
[00:12:22.170 --> 00:12:32.459]  And you know, a lot of the public is worried about the future, but they don't have any idea how bad it is.
[00:12:32.459 --> 00:12:35.702]  I mean, I don't even know what to say anymore.
[00:12:39.085 --> 00:12:44.089]  I can't believe this is happening even though I knew they were planning it and setting it up and saying they were going to do it.
[00:12:44.089 --> 00:12:52.817]  I mean, all we're doing is covering what they said in their own white papers and government documents they were going to do, and we provide them every day and link to the documents.
[00:12:52.817 --> 00:12:58.621]  And then people will come in on the comment sections of the stories and say, I want to see proof when it's right there for you.
[00:12:58.621 --> 00:12:59.282]  Proof!
[00:12:59.282 --> 00:13:00.423]  Everything we've said has happened!
[00:13:05.310 --> 00:13:09.231]  And I know most of those people are operatives doing that, but I don't know how those operatives do that.
[00:13:09.231 --> 00:13:12.112]  I mean, how do you do that just for a little bit of money?
[00:13:12.112 --> 00:13:12.833]  A paycheck?
[00:13:12.833 --> 00:13:14.833]  Completely sell your country out?
[00:13:14.833 --> 00:13:16.034]  To really bad people!
[00:13:16.034 --> 00:13:25.937]  I mean, I've got folks still denying that NORTHCOM announced they were going to put not one, not two, not three, not four.
[00:13:25.937 --> 00:13:32.800]  If you read it, it's more than seven brigades and a whole bunch of different units from every branch of the armed services.
[00:13:35.313 --> 00:13:36.973]  On the streets, folks!
[00:13:36.973 --> 00:13:38.354]  You know why they're doing that?
[00:13:38.354 --> 00:13:41.194]  Why they've been setting that up quietly for decades?
[00:13:41.194 --> 00:13:45.876]  All for what's coming in the next several years.
[00:13:45.876 --> 00:13:46.936]  People say, well, when is it coming?
[00:13:46.936 --> 00:13:56.498]  We're already in it, but we're going deeper down the pit.
[00:13:56.498 --> 00:14:00.699]  The IMF and World Bank documents that I wrote about in my book, 9-11 dissent and tyranny, last chapter.
[00:14:01.209 --> 00:14:04.510]  That I've talked about over and over since we learned about him in early 2002.
[00:14:04.510 --> 00:14:09.892]  That I've been screaming bloody murder every week about.
[00:14:09.892 --> 00:14:12.053]  Many, many weeks every day.
[00:14:12.053 --> 00:14:26.839]  They state, the BBC even reported on it, that they will bankrupt the nation and then when the people riot from losing their homes and starving, they will turn the military and police loose on us and bring in open martial law.
[00:14:31.676 --> 00:14:47.966]  And let me tell you something, cops, when you don't have money to go to football games anymore, you know, that's all a lot of Americans care about, or when you don't have money to go on that trip or money to have that basketball, but at least you still got your uniform and can strut around and have folks bow down to you, just remember, your bosses are illegitimate and they destroyed this country.
[00:14:47.966 --> 00:14:55.871]  There's no doubt the government's rogue and criminal, and I don't want to be your enemy.
[00:14:55.871 --> 00:15:00.414]  You know, the Dallas cops were friendly and waved at us and smiled at us and they had a, um,
[00:15:02.085 --> 00:15:04.366]  Lieutenant out there, and I said, hey, you know, the Federal Reserve is private.
[00:15:04.366 --> 00:15:05.826]  He smiled at me, he goes, yeah, I know it's private.
[00:15:05.826 --> 00:15:07.827]  Well, I know all about it.
[00:15:07.827 --> 00:15:13.029]  The cops were smiling at us, waving at us, all of them.
[00:15:13.029 --> 00:15:16.810]  They weren't being rude, weren't looking for trouble, weren't shoving people, weren't in our faces.
[00:15:16.810 --> 00:15:17.230]  You know why?
[00:15:17.230 --> 00:15:18.511]  Because they know.
[00:15:18.511 --> 00:15:18.911]  They know.
[00:15:18.911 --> 00:15:19.591]  So that's good.
[00:15:19.591 --> 00:15:20.692]  That's what we want.
[00:15:20.692 --> 00:15:21.672]  We want to work with you.
[00:15:22.819 --> 00:15:34.246]  But you've got bad guys at the federal level, through your local governments, who are controlling your cities, who have taken the pension funds, the teacher funds, the police funds, the fire funds, all of it.
[00:15:34.246 --> 00:15:35.767]  On record, it's already out of the country.
[00:15:35.767 --> 00:15:37.268]  It's gone.
[00:15:37.268 --> 00:15:40.971]  And then they're going to need you to make sure we can't get our government back.
[00:15:40.971 --> 00:15:47.195]  Because if we get the government back, then we can go and bring to justice the individuals that carried this out.
[00:15:48.166 --> 00:15:49.767]  And don't say you weren't warned.
[00:15:49.767 --> 00:15:51.347]  Don't say you weren't told.
[00:15:51.347 --> 00:15:53.568]  Don't say you weren't given a choice down the road.
[00:15:53.568 --> 00:16:01.212]  I mean, look at these headlines I've got.
[00:16:01.212 --> 00:16:04.913]  Military examines role in domestic defense.
[00:16:04.913 --> 00:16:09.235]  Bush says more cash infusions may be needed to safeguard our financial system.
[00:16:09.235 --> 00:16:12.296]  While the financial system shuts off liquidity to Main Street.
[00:16:12.296 --> 00:16:13.097]  In their own documents.
[00:16:13.097 --> 00:16:13.637]  They did it!
[00:16:14.830 --> 00:16:17.411]  They caused the problem and then Grandstand is the solution.
[00:16:17.411 --> 00:16:20.532]  Small banks upset with city bailout.
[00:16:20.532 --> 00:16:22.673]  Now, they don't get any money.
[00:16:22.673 --> 00:16:24.054]  Fed announces new U.S.
[00:16:24.054 --> 00:16:25.354]  mortgage support program.
[00:16:25.354 --> 00:16:27.695]  People are saying, oh, they're going to finally help us.
[00:16:27.695 --> 00:16:37.259]  Folks, they state in the new plan Treasury put out yesterday with Bush in that press conference that you're not going to get one red cent of this money.
[00:16:37.259 --> 00:16:41.921]  This money is to buy up other banks and insurance companies and roads and infrastructure.
[00:16:41.921 --> 00:16:43.742]  And to buy bad derivative
[00:16:44.517 --> 00:16:47.243]  Securities has nothing to do with your mortgages.
[00:16:48.809 --> 00:16:50.671]  Here's the Drudge Report.
[00:16:50.671 --> 00:16:54.974]  Top Russian analyst predicts decline and breakup of the U.S.
[00:16:54.974 --> 00:16:56.576]  Forget the Russian analyst.
[00:16:56.576 --> 00:16:58.437]  The Pentagon's predicting that.
[00:16:58.437 --> 00:17:00.499]  The British Ministry of Defense is predicting that.
[00:17:00.499 --> 00:17:02.721]  They're doing it by design.
[00:17:02.721 --> 00:17:06.024]  And this is going to be seen worldwide as the defeat of the American Empire.
[00:17:06.024 --> 00:17:07.205]  When really it's the U.S.
[00:17:07.205 --> 00:17:15.552]  imploding and being subdivided like China was 150 years ago to Europe and the United States and them breaking it up into sectors.
[00:17:15.552 --> 00:17:17.033]  This is the world government being born.
[00:17:17.913 --> 00:17:21.115]  All you guys have done horrible things in the name of the United States.
[00:17:21.115 --> 00:17:28.080]  You were working the entire time to actually destroy our name, bankrupt us, and set us up.
[00:17:28.080 --> 00:17:29.401]  It's not too late to turn back.
[00:17:29.401 --> 00:17:31.102]  It's not too late to reprieve yourself.
[00:17:31.102 --> 00:17:40.408]  It's not too late to hit your knees and ask God for forgiveness and join humanity in the defense of liberty.
[00:17:40.408 --> 00:17:43.730]  Icelanders demand Prime Minister resign during violent protest.
[00:17:44.895 --> 00:17:51.863]  Parliament besieged, Iceland boiling, mad at credit crunch.
[00:17:51.863 --> 00:17:53.885]  They're going to raise the income taxes in England to 61%.
[00:17:53.885 --> 00:18:00.673]  It's already 80 plus percent in France, London Telegraph, to quote, pay the bankers.
[00:18:00.673 --> 00:18:03.296]  You have to pay to give them this money, you understand?
[00:18:03.296 --> 00:18:05.298]  And it isn't going to be the rich, it's everybody.
[00:18:07.165 --> 00:18:11.788]  Cynthia McKinney prevented from leaving the United States, that's up on PrisonPlanet.com, all part of the new freedom.
[00:18:11.788 --> 00:18:16.812]  And then look at this headline, social services set up CCTV cameras in couple's bedroom.
[00:18:16.812 --> 00:18:19.493]  I mean, you can't make this stuff up!
[00:18:19.493 --> 00:18:24.076]  What's next?
[00:18:24.076 --> 00:18:30.100]  Now, Iceland, per capita, is the second most wealthy country in the world.
[00:18:30.100 --> 00:18:32.242]  Number one is Switzerland.
[00:18:32.242 --> 00:18:32.502]  Okay?
[00:18:36.562 --> 00:18:37.282]  After that, what is it?
[00:18:37.282 --> 00:18:37.862]  Dubai?
[00:18:37.862 --> 00:18:41.643]  And then the United States?
[00:18:41.643 --> 00:18:43.504]  But these are very well-ordered.
[00:18:43.504 --> 00:18:46.825]  They have one of the lowest crime rates in the world.
[00:18:46.825 --> 00:18:48.846]  One of the highest educational levels in the world.
[00:18:48.846 --> 00:18:51.246]  They have the strictest immigration rules there.
[00:18:51.246 --> 00:18:54.947]  I mean, it is a very nice place to live.
[00:18:54.947 --> 00:19:00.829]  Talk to folks who have visited there on vacation, people that have family there, and that work there on work visas.
[00:19:00.829 --> 00:19:03.790]  Overnight, there's no food on the shelves.
[00:19:03.790 --> 00:19:04.410]  Overnight,
[00:19:05.177 --> 00:19:06.677]  People can't get their money out of the bank.
[00:19:06.677 --> 00:19:09.478]  Overnight, they're going and taking people's homes.
[00:19:09.478 --> 00:19:12.099]  And the people are attacking the police stations.
[00:19:12.099 --> 00:19:16.880]  I mean, what do you think's gonna happen when you don't give people any room to wiggle?
[00:19:16.880 --> 00:19:18.100]  When you corner us?
[00:19:18.100 --> 00:19:21.861]  Believe me, your microwave guns and your sound cannons aren't gonna help you.
[00:19:21.861 --> 00:19:26.662]  The police, by the way, were forced to basically back off in Iceland.
[00:19:26.662 --> 00:19:32.284]  Because, I mean, it's middle class, mainline people attacking the police stations on video.
[00:19:32.284 --> 00:19:33.544]  We're gonna get into that later.
[00:19:34.546 --> 00:19:37.007]  This is going to happen here.
[00:19:37.007 --> 00:19:37.808]  Okay?
[00:19:37.808 --> 00:19:41.790]  And then the cops are going to gun a bunch of people down, and then the guns are going to come out.
[00:19:41.790 --> 00:19:46.612]  And then... I really don't want to happen what's happened.
[00:19:46.612 --> 00:19:48.233]  Because it's going to be bad.
[00:19:48.233 --> 00:19:48.613]  Believe me.
[00:19:48.613 --> 00:19:49.993]  Let me just tell the police something.
[00:19:49.993 --> 00:19:51.174]  You're going to get your butt kicked.
[00:19:53.410 --> 00:19:56.231]  Toxic heavy metals negatively impact our health.
[00:19:56.231 --> 00:20:01.772]  They're in the air we breathe, the water we drink, the food we eat, the products we use, and the objects we touch.
[00:20:01.772 --> 00:20:03.793]  Exposure is impossible to avoid.
[00:20:03.793 --> 00:20:07.894]  Heavy metals build up within the body over a period of time, causing poor health.
[00:20:07.894 --> 00:20:12.315]  However, with KiloRacks, they can be mobilized and excreted in a safe and effective manner.
[00:20:12.535 --> 00:20:19.721]  Keylorex was developed based on Dr. Alan Greenberg's clinical experience with heavy metal poisoning during his 25 years of medical practice.
[00:20:19.721 --> 00:20:29.390]  Keylorex does not contain EDTA and is made from all natural ingredients, enhancing the body's natural mechanisms for excreting heavy metals and preventing their reabsorption.
[00:20:29.390 --> 00:20:39.098]  Keylorex contains antioxidants to protect the liver, kidneys, central nervous system, and immune functions, and effectively mobilizes mercury and 15 other heavy metals, including aluminum.
[00:20:39.278 --> 00:20:40.560]  Arsenic, lead and more.
[00:20:40.560 --> 00:20:44.645]  Find out what Keeler X can do for you by calling 1-800-675-4568 or visit us online at chelorex.com.
[00:20:44.645 --> 00:20:45.646]  That's keelerx.com today!
[00:20:53.576 --> 00:20:56.497]  David J. Smith for Newswatch Magazine.
[00:20:56.497 --> 00:21:02.680]  Did you know that Communism has stated that America would not jump from Capitalism to Communism?
[00:21:02.680 --> 00:21:11.465]  That our elected leaders would pass laws to socialize America and one day we would wake up and have Socialism-Communism and not even know how it happened?
[00:21:11.465 --> 00:21:15.847]  Have we seen this very type of socialization of America over the last 60 years?
[00:21:16.887 --> 00:21:22.093]  We've been pushed far down the slippery slope of socialism, communism, and don't even know it.
[00:21:22.093 --> 00:21:24.515]  Just as Nikita Khrushchev said.
[00:21:24.515 --> 00:21:32.223]  We'd like to help you understand how these things are coming to pass by offering you an absolutely free one-year subscription to Newswatch Magazine.
[00:21:33.024 --> 00:21:34.505]  Just call our toll-free number 1-800-516-8736.
[00:21:34.505 --> 00:21:36.007]  That's 1-800-516-8736 for your subscription.
[00:21:36.007 --> 00:21:36.747]  Call now.
[00:21:36.747 --> 00:21:40.110]  Operators are standing by to receive your call.
[00:21:52.588 --> 00:21:59.355]  Today, unlike any other in the long course of American history, a terrorist act of war against this country.
[00:21:59.355 --> 00:22:01.997]  The enemy struck America on September 11th.
[00:22:01.997 --> 00:22:03.539]  But who is the enemy?
[00:22:03.539 --> 00:22:04.340]  Bin Laden.
[00:22:04.340 --> 00:22:05.241]  This is his MO.
[00:22:05.241 --> 00:22:06.722]  We have to look to the Middle East.
[00:22:06.722 --> 00:22:08.704]  We have to look to Osama Bin Laden.
[00:22:08.704 --> 00:22:15.431]  Fabled Enemies is the first 9-11 film to take a close look at the terrorist ties to intelligence networks inside the United States.
[00:22:15.831 --> 00:22:16.312]  Some U.S.
[00:22:16.312 --> 00:22:22.677]  investigators believe that there are Israelis again very much engaged in spying in and on the U.S.
[00:22:22.677 --> 00:22:26.179]  I'm aware that some Israeli citizens have been detained.
[00:22:26.179 --> 00:22:36.668]  Bin Laden's connections to the CIA, the hijacker's ties to the FBI, the Saudi Arabian connection, the Israeli intelligence network, warnings and war games, the shadow government, and much, much more.
[00:22:36.668 --> 00:22:37.889]  Fabled Enemies.
[00:22:37.889 --> 00:22:44.514]  Get the DVD at InfoWars.com or see it in super high quality along with hundreds of other titles at PrisonPlanet.tv.
[00:22:45.615 --> 00:22:52.557]  Either you are with us, or you are with the terrorists.
[00:22:52.557 --> 00:22:58.039]  What will you do when the economy collapses, store shelves are empty, and your stored food is gone?
[00:22:58.039 --> 00:22:59.859]  How will you feed your family?
[00:22:59.859 --> 00:23:07.202]  True self-sufficiency and peace of mind is being able to grow a wide range of crops, ensuring a well-balanced diet for your family.
[00:23:07.202 --> 00:23:13.164]  GetSeeds.net is offering 100 different varieties of GM-free vegetable seeds for only $49 with free shipping.
[00:23:14.684 --> 00:23:18.209]  You get over 14,000 seeds for only $49.
[00:23:18.209 --> 00:23:29.886]  We offer a complete range of seeds, including heirloom tomatoes, old-fashioned beans, carrots, sweet corn, peppers, cucumbers, celery, broccoli, onions, cauliflower, asparagus, spinach, melons, and a whole lot more!
[00:23:30.026 --> 00:23:34.271]  This is one of the finest, most affordable seed offers that is on the market today.
[00:23:34.271 --> 00:23:39.036]  Variety in your garden means a diverse and healthy diet for your family year-round.
[00:23:39.036 --> 00:23:41.098]  So go to GetSeeds.net or call 1-877-394-6657.
[00:23:41.098 --> 00:23:42.299]  Supplies are limited, so order today!
[00:23:42.299 --> 00:23:43.040]  That's GetSeeds.net or 1-877-394-6657.
[00:24:03.089 --> 00:24:17.613]  In the Pentagon war planning, the Rand Corporation war planning, the British Ministry of Defense war planning, they state, they know, the local police are meant to be smashed in the position they put the public.
[00:24:17.613 --> 00:24:25.995]  We're not an agrarian farming society where if the banks shut off the money, people can just live off their farms.
[00:24:25.995 --> 00:24:30.697]  We're a technological society with two days of food on the store shelves.
[00:24:33.789 --> 00:24:35.869]  That's why they're moving MREs.
[00:24:35.869 --> 00:24:41.450]  I saw a report on this over the weekend.
[00:24:41.450 --> 00:24:47.991]  And weapons and things like that into key infrastructure positions like power plants.
[00:24:47.991 --> 00:24:50.732]  Now, I'm not saying that all of this has to unfold or happen.
[00:24:50.732 --> 00:24:56.973]  I'm telling you what the government's gearing up for and what they're saying in the open discussions of depression all over the news.
[00:24:56.973 --> 00:25:02.994]  Now, in Iceland, they have taken everything the people
[00:25:04.093 --> 00:25:05.815]  Half.
[00:25:05.815 --> 00:25:19.048]  And in their capital city, the people are out demonstrating, and, you know, going to the parliament, and the police have been arresting people for no reason, basically.
