[00:00:00.189 --> 00:00:00.609]  We're good.
[00:04:48.853 --> 00:04:54.756]  All medical data to do with what problems you carried in your genes.
[00:04:55.516 --> 00:04:56.957]  And this is still going on today.
[00:04:56.977 --> 00:05:04.061]  This is an old, old plan run by the same big foundations in cahoots with the global elitists.
[00:05:04.641 --> 00:05:07.823]  But now it's 2008 and we're going to get to see it come to fruition.
[00:05:08.390 --> 00:05:08.950]  There's no doubt.
[00:05:09.210 --> 00:05:09.991]  There's no doubt at all.
[00:05:11.492 --> 00:05:14.413]  They're also talking now about creating the new chimeras.
[00:05:14.893 --> 00:05:21.416]  Even the Catholic Church has got into it on behalf of the scientists, strangely enough, if you look at it from a different perspective.
[00:05:21.897 --> 00:05:30.401]  And they say that anyone with a part human gene in them, any creature at all, is therefore human in all full respects.
[00:05:30.421 --> 00:05:32.122]  That's exactly what the scientists want.
[00:05:32.862 --> 00:05:33.943]  Stay there, Alan Watt.
[00:05:34.003 --> 00:05:39.485]  For listeners that are listening on the InfoWars.com streams, we're going to continue the discussion.
[00:05:39.505 --> 00:05:42.706]  For everybody else, we'll be back in three minutes.
[00:05:49.989 --> 00:05:51.069]  Alright, Alan.
[00:05:52.990 --> 00:05:54.470]  Go ahead and take me over to Alan Watt, please.
[00:05:55.471 --> 00:05:55.951]  I can hear you.
[00:05:56.986 --> 00:06:06.828]  Alan, during some of these breaks we're going to have other discussions, that way we can come back and do the main topic we were on and then switch back into subtopics during the break so we don't waste any time here.
[00:06:08.008 --> 00:06:10.389]  So we'll go back to the genetic engineering here in about two minutes.
[00:06:11.309 --> 00:06:13.290]  Overall, what do you think about staged terror?
[00:06:13.790 --> 00:06:20.251]  Reading the tea leaves, looking at what they're doing, do you think they're going to go ahead and hand the baton to somebody else in a new administration?
[00:06:20.311 --> 00:06:24.012]  Or are you thinking they're going to go ahead and stage something before the election?
[00:06:25.692 --> 00:06:31.276]  I think they'll stage many events before the main election, and it really won't matter who gets in.
[00:06:31.316 --> 00:06:31.896]  We know that.
[00:06:31.916 --> 00:06:37.519]  We know they're all vetted at the top, regardless of the party, and that's what Quigley said.
[00:06:37.579 --> 00:06:41.222]  We always own the leaders of both sides, and that's all we have to do.
[00:06:41.722 --> 00:06:47.826]  The agenda has never faltered, regardless of what party is put in power for the last hundred years.
[00:06:48.126 --> 00:06:50.047]  It's the same all over Europe, in fact.
[00:06:51.119 --> 00:06:53.180]  It's a vaccine agenda.
[00:06:53.420 --> 00:07:00.184]  Why are they coming out so publicly now and just admitting that they're setting up a world government?
[00:07:00.204 --> 00:07:11.009]  I mean, they'd always admitted it in some text, but now the head of the Kissinger Group has come out with a book, you may have seen it, just saying, we're going to take your rights, take the internet, you're our slaves.
[00:07:11.049 --> 00:07:13.350]  I mean, it's a very arrogant declaration.
[00:07:13.950 --> 00:07:17.172]  Is that a psychological tactic to make us feel like they're invincible?
[00:07:18.486 --> 00:07:18.766]  It is.
[00:07:18.786 --> 00:07:20.847]  It's an inevitability factor.
[00:07:20.867 --> 00:07:21.788]  You think it's inevitable.
[00:07:22.168 --> 00:07:25.290]  Most people collapse psychologically and take that for granted.
[00:07:25.330 --> 00:07:29.492]  They don't think beyond that statement and it becomes a fact for them.
[00:07:29.932 --> 00:07:31.993]  So they don't react or protest it.
[00:07:32.754 --> 00:07:36.916]  Now, the majority of the public do react that way with all the big declarations that are made.
[00:07:38.951 --> 00:07:39.431]  Absolutely.
[00:07:39.451 --> 00:07:44.335]  We're about to come back on the main program and we'll get right back into the genetic engineering.
[00:07:45.096 --> 00:07:49.219]  I'm glad you're bringing up this topic because, as you said, this is what they're completely obsessed with.
[00:07:49.459 --> 00:07:53.863]  And then later if you want, do you have any comments on the Debra Jean Palfrey murder of the DC Madam?
[00:07:54.523 --> 00:07:55.504]  No, I'm not surprised.
[00:07:55.664 --> 00:07:56.505]  That's the main one.
[00:07:56.845 --> 00:07:57.886]  It's no surprise at all.
[00:07:58.146 --> 00:07:58.346]  Yeah.
[00:07:58.526 --> 00:07:59.167]  Okay, stay there.
[00:07:59.187 --> 00:08:00.508]  We'll be right back.
[00:08:02.182 --> 00:08:07.909]  High blood pressure and high cholesterol levels may not be fully detected by you, but the symptoms are there.
[00:08:08.189 --> 00:08:16.359]  Loss of energy, blood sugar spikes and drops, poor circulation and irregular heartbeat are just a few of these that can alert you that something is wrong.
[00:08:16.599 --> 00:08:22.326]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
[00:08:22.486 --> 00:08:24.267]  My blood pressure has normalized.
[00:08:24.327 --> 00:08:26.468]  My diabetes has totally improved.
[00:08:26.628 --> 00:08:30.850]  Everyone is telling me now how much healthier I look, and I'm telling everyone how much healthier I feel.
[00:08:31.030 --> 00:08:33.171]  I recommend Heart and Body Extract to everyone.
[00:08:33.271 --> 00:08:41.135]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[00:08:41.195 --> 00:08:43.537]  Order your two-month supply today by calling 866-295-5305.
[00:08:43.697 --> 00:08:44.297]  That's 866-295-5305.
[00:08:44.497 --> 00:08:45.598]  Or order online, HBExtract.com.
[00:08:45.618 --> 00:08:46.479]  Heart and Body Extract, 866-295-5305.
[00:08:46.559 --> 00:08:47.379]  Or HBExtract.com.
[00:08:47.419 --> 00:08:49.661]  What if I say I'm not like the others?
[00:08:49.761 --> 00:08:52.763]  What if I say I'm not just another part of your place?
[00:08:52.823 --> 00:08:54.844]  You're the pretender, I wanna be.
[00:09:12.783 --> 00:09:24.054]  We're back live, ladies and gentlemen.
[00:09:24.074 --> 00:09:27.918]  Alan Watt is our guest for the next hour and 50 minutes.
[00:09:27.958 --> 00:09:28.759]  Very honored to have him.
[00:09:29.539 --> 00:09:32.623]  Give out his website and other contact points throughout the hours.
[00:09:34.673 --> 00:10:02.500]  Helen, I want to get into the whole genetic engineering angle and how they're playing God, but first I want to make the statement that driving to work, you look at the people acting more sheepish, acting more and more stupid, looking more and more dull, don't even talk to their neighbors, don't talk to each other, they don't really interact, they simply as spectators watch television, the language being reduced, everyone being dumbed down, the test scores dropping and dropping by design in their own declassified documents.
[00:10:03.340 --> 00:10:06.641]  And so the elites say, see, they're all a bunch of dumb animals, they deserve to die.
[00:10:06.961 --> 00:10:19.304]  They say it's prima facie evidence that the population deserves to be reduced and exterminated and culled, because if they were the fittest, they would be fighting back or at least joining the elite.
[00:10:19.784 --> 00:10:29.286]  But when you really study the global elite, they actually say they want to catch people at birth and use genetic screening to target what they call kind of rogue elites.
[00:10:31.427 --> 00:10:38.151]  So this really, I mean, it's evil enough to say they want to dumb everybody down and enslave them and kill them because that's what they're doing for the species.
[00:10:38.812 --> 00:10:54.743]  But it's even worse when you really find out they're trying to mutate humanity, dumb humanity down, and that they have accentuated and created a feedback loop to really turn the public into these self-propelled stomachs that literally can hardly think or talk.
[00:10:55.543 --> 00:10:57.245]  So it's so diabolical
[00:10:57.805 --> 00:11:06.332]  And I want the public to know from all the gauges I have, we're just 5-10 years off, maybe even closer at current growth, of them releasing the mass bio-plagues.
[00:11:06.672 --> 00:11:17.060]  They've just got to have a few more staged events to fully get us locked down, and then they can really start the job of culling 85-90% of us, depending on which globalist document you see.
[00:11:17.440 --> 00:11:19.302]  And they've done everything else they said they would do.
[00:11:19.342 --> 00:11:19.862]  That's the thing.
[00:11:20.042 --> 00:11:21.303]  We're not saying this for effect here.
[00:11:21.464 --> 00:11:22.705]  They really are going to do this.
[00:11:23.545 --> 00:11:25.125]  And they really are going to carry this out.
[00:11:25.165 --> 00:11:27.646]  They really are going to kill most of you listening right now.
[00:11:28.146 --> 00:11:28.926]  They're saying it.
[00:11:29.407 --> 00:11:30.347]  They're not joking.
[00:11:30.387 --> 00:11:31.567]  They have to be taken serious.
[00:11:31.887 --> 00:11:37.128]  Alan Watt, your comments on that subject, then back into their main push, genetic engineering.
[00:11:37.148 --> 00:11:39.309]  There's no doubt about it.
[00:11:39.869 --> 00:11:42.930]  Even to do with their ideas they came up with in the 1800s.
[00:11:43.010 --> 00:11:47.391]  And you had Galton in England, and you had Davenport in the US.
[00:11:48.503 --> 00:11:59.367]  By the Carnegie Institute and the Congress at the time, they set up this whole eugenics experiment at Cold Springs Harbor and they called it the Station for Experimental Evolution.
[00:11:59.388 --> 00:12:10.392]  It's a major tenet of their belief system is evolution and they had already come to believe at the top that some big leap forward had occurred in the past
[00:12:10.979 --> 00:12:19.364]  And that they, being the elite of the day, were the natural products of that, and everything else beneath them was an inferior type of human.
[00:12:19.524 --> 00:12:26.808]  And now we've seen all the headlines, we've seen BBC and Reuters showing the superhuman and the Suboid Dwarf Goblin.
[00:12:27.469 --> 00:12:34.533]  They're now saying, and the joke is, they're now saying we're the Suboid Dwarf Goblin, and we do kind of look like that and act like that.
[00:12:35.842 --> 00:12:36.803]  That's correct.
[00:12:36.984 --> 00:12:45.671]  And they said, and this is another basic part of their whole philosophy, is that you can't breed people up from the bottom.
[00:12:47.193 --> 00:12:52.557]  You'll bring the top down if you try to mix genes with the so-called better class and inferior class.
[00:12:53.158 --> 00:13:02.346]  And therefore their whole idea, as far back as the 1800s, was to gradually eliminate the bottom class, and then through understanding what
[00:13:02.782 --> 00:13:03.423]  I don't know.
[00:13:24.941 --> 00:13:31.026]  And by studying the parents and grandparents and personality types, they knew they wouldn't conform and serve the elite.
[00:13:31.046 --> 00:13:32.287]  They could rebel against them.
[00:13:32.827 --> 00:13:37.631]  And therefore, they'd have to pick them out, and if necessary, they'd have to eliminate them.
[00:13:38.032 --> 00:13:42.035]  And by the way, that is in hundreds of government PhD documents.
[00:13:42.075 --> 00:13:43.536]  And let me give sources now.
[00:13:44.717 --> 00:13:48.060]  Dr. Dennis Cuddy, of course, worked at the Department of Education, highest levels.
[00:13:48.740 --> 00:13:50.302]  He's written several books on the subject.
[00:13:51.022 --> 00:13:58.209]  The number two at the Department of Education in the 80s, Charlotte Isserby, whose dad was Skull and Bones and Bohemian Grove, East Coast elite.
[00:13:58.849 --> 00:14:02.713]  They brought her in, and she'd been in the Foreign Service, and they put her in charge and said, OK.
[00:14:03.033 --> 00:14:11.080]  And she has a phone book-sized book that we sell, by the way, at Infowars.com, where they said they are meant to dumb everybody down further, but also
[00:14:13.522 --> 00:14:21.704]  Single out the leadership males, put them on drugs to brain damage them, but then take some select ones and make sure they're recruited into elite circles.
[00:14:21.764 --> 00:14:23.225]  So, that's official U.S.
[00:14:23.265 --> 00:14:24.065]  government policy.
[00:14:24.945 --> 00:14:27.766]  That's why your little boys are targeted.
[00:14:27.786 --> 00:14:28.126]  Go ahead.
[00:14:28.986 --> 00:14:31.627]  Yeah, Bertrand Russell stated that in the 50s and 60s.
[00:14:32.627 --> 00:14:41.210]  He said that the ones they couldn't sway over who'd accept the scholarships and serve them would have to literally be eliminated, destroyed.
[00:14:43.298 --> 00:14:49.405]  But also the alternative was to, as you say, get them on drugs which would alter their brain patterns.
[00:14:49.866 --> 00:14:53.871]  And we know that Ritalin and all the rest of it shrinks the brain, gives them tremendous problems.
[00:14:54.331 --> 00:14:58.016]  And it's primarily young men, young males, who are picked out for this.
[00:15:00.430 --> 00:15:08.720]  Yeah, little do they know that their DNA has already been tested by the government decades ago, they're already in a file, everything they're doing is being tracked, and then they make sure they destroy you.
[00:15:09.701 --> 00:15:16.208]  And that's all official, that's your loving government helping you, you know, running checkpoints to keep you safe from Al-Qaeda.
[00:15:17.329 --> 00:15:20.153]  Let's get into the genetic engineering, because this is important.
[00:15:20.193 --> 00:15:20.974]  For those that don't know,
[00:15:22.498 --> 00:15:36.688]  A decade ago, the major scientific papers reported, I remember reading them, that they had human, bovine, human-cow, cross-species creatures, but they would kill them in the embryonic phase.
[00:15:37.108 --> 00:15:47.916]  They had humanses, then the Washington Post five years ago reported that Latin American countries do have laboratories with humanses, half-human, or part-human, part-chimpanzee.
[00:15:48.956 --> 00:16:07.181]  And then now they admit that human genes are put in the food we eat, insect genes, part spider, part goat, that's been around for 20 years, remote control cockroaches, robo-rat, that's what they've told us about and now they're just now introducing it to the public, which means we're even more advanced.
[00:16:07.521 --> 00:16:15.883]  So Alan Watt, break down what we know they've got, then what your sources have told you they really do have, and then why they're hoarding this for themselves.
[00:16:17.170 --> 00:16:23.775]  Yeah, they do have a new breed, basically, they can bring on at any time they want, a new breed of servant class.
[00:16:24.956 --> 00:16:30.780]  And I often wonder if they've not already introduced them to some higher levels of bureaucracies, to be honest with you.
[00:16:31.860 --> 00:16:35.283]  Perfect servants who will not question whatever they're told to do.
[00:16:36.007 --> 00:16:41.956]  They have no human qualms about things, but they still have built-in fail-safes to serve their masters.
[00:16:42.376 --> 00:16:47.183]  It's almost like breeding psychopaths with fail-safes in them to serve the master.
[00:16:47.223 --> 00:16:49.126]  That's the only difference between them, really.
[00:16:59.348 --> 00:17:03.432]  Well, they don't even need to produce those, though we know there's been programs to produce the super soldier.
[00:17:03.772 --> 00:17:11.458]  They just put 100% of the troops in, and they know about 30% are going to come back with psychopathic breaks who already had sociopathic
[00:17:11.718 --> 00:17:13.820]  Well, they've already started at the school, I think it's in Delaware.
[00:17:13.940 --> 00:17:17.504]  They just got the go-ahead to go ahead for the first time under Homeland Security.
[00:17:31.903 --> 00:17:33.083]  And it's going to be school to work.
[00:17:33.123 --> 00:17:40.045]  The only difference being that we're training children from school to go into SWAT teams, some to go into the military, some to special forces.
[00:17:40.065 --> 00:17:41.986]  Oh yeah, all over the country they already have that.
[00:17:42.186 --> 00:17:44.706]  They call it law enforcement, 6th, 7th grade.
[00:17:44.867 --> 00:17:46.727]  They write paddletail reports on their parents.
[00:17:46.827 --> 00:17:48.628]  I have video of it in my films.
[00:17:49.768 --> 00:17:53.669]  Road to Tyranny, that's almost 7 years old and right here in Austin.
[00:17:53.889 --> 00:17:54.209]  Go ahead.
[00:17:54.729 --> 00:17:57.710]  Yeah, so they're rushing ahead with this to create a new society.
[00:17:58.811 --> 00:18:03.542]  Well, the adults play themselves and entertain themselves and are distracted by trivia.
[00:18:04.664 --> 00:18:07.832]  And these characters, remember, work inter-generationally.
[00:18:08.801 --> 00:18:10.723]  We are short-term thinkers and planners.
[00:18:11.284 --> 00:18:12.785]  We think in one lifespan only.
[00:18:13.346 --> 00:18:20.352]  And we don't realize that these characters will go through three generations, four or more, however long it takes to achieve their objectives.
[00:18:20.953 --> 00:18:23.715]  And they have big foundations which outlive all of them.
[00:18:24.176 --> 00:18:29.220]  And they can keep going intergenerationally and complete their part in an agenda.
[00:18:29.661 --> 00:18:30.402]  It's that simple.
[00:18:32.122 --> 00:18:44.965]  Well, if you look at who is in the 3,000 CFR that really runs this country, they're all grandsons or great-grandsons under the other family name of the Rockefellers, the Carnegies, the Astors.
[00:18:45.826 --> 00:18:52.927]  Take Tucker Carlson, take Anderson Cooper, he's an Astor, the heir to the billions.
[00:18:53.627 --> 00:18:55.488]  I mean, if you look at who runs the UT,
[00:18:56.688 --> 00:19:00.133]  Family dentist is, and it's been that way for a long, long time.
[00:19:12.837 --> 00:19:15.080]  And it's the same in every other country in Europe, too, by the way.
[00:19:15.800 --> 00:19:17.722]  You'll find they're all interrelated.
[00:19:17.762 --> 00:19:27.513]  These characters have been selecting their mates for centuries, or having it done for them, and they're making it up purely for their offspring and for their background heritage.
[00:19:28.720 --> 00:19:33.263]  But really, it's giving them health problems and not even advanced intelligence a lot of the time.
[00:19:33.964 --> 00:19:39.988]  What it's actually making them do is, as we saw with the Pharaohs and the Caesars, is that they're psychopaths.
[00:19:40.108 --> 00:19:42.610]  Inner breeding causes all sorts of mental illness.
[00:19:43.651 --> 00:19:51.196]  Yeah, and psychopathy is an interesting topic because it isn't a normal mental illness as such.
[00:19:52.317 --> 00:19:56.760]  As Plato said thousands of years ago, speaking on behalf of the psychopaths of that day,
[00:19:57.463 --> 00:20:05.563]  He said that he, being a member of the aristocracy, had been specially bred, as all aristocracy was specially bred, and he said just like, um...
[00:20:06.340 --> 00:20:06.980]  I don't know.
[00:20:30.911 --> 00:20:36.754]  But I also notice the type who, they're very cold-blooded, they're very neurotic, they're very obsessive-compulsive.
[00:20:37.114 --> 00:20:55.523]  You know, reading about David Rockefeller, Prince Philip, all of them even being around really wealthy, and I mean really wealthy people, is that every yard's got to be cut right, every light bulb's got to be in, the bank account's got to be perfect, and it is that attention to detail and complex things that allows them to maintain control, but they also enjoy the cold crushing of beauty.
[00:20:55.903 --> 00:20:58.304]  They are very envious of beautiful young people,
[00:20:58.644 --> 00:21:01.285]  They're very jealous of happy, independent people.
[00:21:01.525 --> 00:21:04.646]  They have a real pleasure in murdering masses of people.
[00:21:04.666 --> 00:21:06.247]  It's a power trip.
[00:21:07.187 --> 00:21:13.850]  It's a power thing, and that control, even that obsessional control you mentioned, and compulsive behavior, is part of control.
[00:21:15.020 --> 00:21:27.315]  Anything at all, even something in a house that's out of place or a picture that's kind of squint on the wall will distract them and they have to have it rectified because everything must be correct as they'll say.
[00:21:27.335 --> 00:21:29.678]  What they really mean is everything must be in order.
[00:21:29.838 --> 00:21:48.567]  And they're also breeding that new Roses into their minions, the police and bureaucrats, where, oh, we, you know, you're at the baseball game, you ordered lemonade for your son, we brought you a hard lemonade, but it looks like a lemonade bottle, he takes a drink, we instantly take your kid, your life's over, and we say, we know you did it on accident, the order must be followed.
[00:21:49.428 --> 00:21:55.511]  And so it's just, and like, oh, you didn't instantly comply with me, I'm going to put you in a coma now, I'm going to beat your head in.
[00:21:56.385 --> 00:22:01.029]  Yes, it really is getting to that stage where you're stopped for just about anything.
[00:22:01.069 --> 00:22:03.811]  I was stopped in town a few weeks ago.
[00:22:03.831 --> 00:22:14.460]  I was tailed through town, actually, and then stopped eventually on a pretext, of course, that I'd flicked a cigarette butt out the window, and I happened to use smoke, and I said, is it this one here?
[00:22:14.480 --> 00:22:15.701]  I had a cigarette in my hand.
[00:22:16.521 --> 00:22:17.542]  I said, well, it could not have been that.
[00:22:17.562 --> 00:22:18.403]  It must have been the ash.
[00:22:19.289 --> 00:22:21.811]  He said, oh, you can get a $100 fine for that, he said.
[00:22:22.272 --> 00:22:25.674]  And then, of course, he proceeded to go through all the papers and all the rest of it.
[00:22:25.995 --> 00:22:27.196]  But I get tailed around.
[00:22:27.216 --> 00:22:28.136]  I'm sure you do, too.
[00:22:30.378 --> 00:22:33.681]  Don't these guys know that this isn't freedom?
[00:22:34.261 --> 00:22:36.203]  I mean, don't they understand that this is bad?
[00:22:38.044 --> 00:22:42.388]  When you have people who've been transitioned from peacekeeping
[00:22:43.684 --> 00:22:44.865]  I think?
[00:23:04.957 --> 00:23:05.537]  No, they can't.
[00:23:05.637 --> 00:23:15.304]  All they've done is, exactly, and they think it's manly to just crack heads and beat people up, and they've simulated murder millions of times on the video games, and now they're going to do it for real.
[00:23:15.704 --> 00:23:17.305]  Did you hear about Taser International?
[00:23:17.726 --> 00:23:29.213]  They went into a county where three people died after being tasered, and they're suing the doctors and coroners saying, you're not allowed now, and the judge is telling them, you're not allowed to ever say tasers can hurt someone.
[00:23:29.373 --> 00:23:34.517]  They're telling doctors now what their medical rulings can be.
[00:23:35.638 --> 00:23:37.720]  I mean, look at the control of that!
[00:23:38.421 --> 00:23:43.708]  Yes, but we are in this kind of totalitarian system right now.
[00:23:44.188 --> 00:23:54.441]  This happened in Nazi Germany when the order went out for racial hygiene and they went around to hospitals and there's lots of documentaries you can still pull out where they taught it in school.
[00:23:55.201 --> 00:24:00.943]  And try to convince the children in the 30s, the ones who were growing up and who would be the guards, etc.
[00:24:01.523 --> 00:24:10.126]  They were shown these videos on mental deficiency and they reworded it and retitled it and so on, so that there wasn't really a human being anymore.
[00:24:10.146 --> 00:24:15.848]  So through the change of words and law, you couldn't say what murder was murder.
[00:24:15.888 --> 00:24:17.869]  You couldn't say genocide was genocide.
[00:24:17.889 --> 00:24:19.770]  It was ruled illegal to do so.
[00:24:20.470 --> 00:24:22.211]  So, it's the same thing that's happening now.
[00:24:22.231 --> 00:24:26.453]  They're telling the doctors, put down anything on that certificate.
[00:24:26.513 --> 00:24:27.833]  Cardiac arrest, whatever.
[00:24:27.953 --> 00:24:30.374]  But I mean, they're the doctor.
[00:24:31.235 --> 00:24:32.215]  It's their profession.
[00:24:32.315 --> 00:24:33.936]  They are supposed to make the ruling.
[00:24:34.496 --> 00:24:37.217]  And then they say, oh, they didn't die because you tasered them.
[00:24:37.337 --> 00:24:38.098]  I'm the judge.
[00:24:38.478 --> 00:24:45.581]  And then now taser says they're going to sue any doctor or any medical examiner that says cause of death was taser, preemptively threatening them.
[00:24:46.281 --> 00:24:52.625]  And, you know, to their credit, the different associations are freaking out, saying, you know, you can't, you can't do that.
[00:24:52.665 --> 00:24:53.425]  I mean, here it is right here.
[00:24:54.626 --> 00:25:00.029]  Judge rules for Taser in case of death decisions, Arizona Republic.
[00:25:00.329 --> 00:25:08.154]  Chief Medical Examiner Lisa Kohler said the examiners rightly concluded Taser contributed to the deaths, and said county lawyers will appeal the judge's ruling.
[00:25:09.054 --> 00:25:18.142]  And it goes on to say, it is dangerous, dangerously close to intimidation, says Jeff Jetson, President of the National Association of Medical Examiners.
[00:25:18.502 --> 00:25:23.906]  At this point, we adamantly reject the fact that people can be sued for medical opinions that they make.
[00:25:24.547 --> 00:25:26.228]  I mean, this is pure intimidation.
[00:25:26.628 --> 00:25:29.010]  I mean, everybody knows the tasers are killing everybody.
[00:25:29.391 --> 00:25:31.673]  But they say, no, we'll sue you if you say that.
[00:25:32.628 --> 00:25:36.892]  Because they admit that they're training cops to shoot us with real guns.
[00:25:37.313 --> 00:25:38.454]  This is about torture.
[00:25:38.474 --> 00:25:38.854]  Go ahead.
[00:25:39.775 --> 00:25:40.496]  Well, that's true.
[00:25:40.896 --> 00:25:41.657]  It is torture.
[00:25:42.057 --> 00:25:47.002]  And I think there's probably another reason for it, too, that they're even pushing up the stories and allowing us to hear them.
[00:25:47.582 --> 00:25:55.030]  Because they're going to bring in even more futuristic weapons, which can do the same kind of damage, even worse damage.
[00:25:55.570 --> 00:26:00.011]  Without the use of wires, and without being within a certain range either.
[00:26:00.711 --> 00:26:07.333]  Well, you're in Canada where they admittedly, it came out in the news that if you don't have your ticket on you, they taser you for punishment.
[00:26:07.753 --> 00:26:10.294]  And the paper said that, and people didn't believe it.
[00:26:10.774 --> 00:26:13.695]  And then the police chief came out and said, yes, it's your punishment!
[00:26:14.235 --> 00:26:19.157]  I mean, now, Judge Durie, you're going to be tortured with something that has a good chance of killing you.
[00:26:19.177 --> 00:26:24.018]  I mean, that is just off the chart, and they're being told to keep doing it!
[00:26:24.764 --> 00:26:33.386]  Yeah, they're making a major shift between using techniques of restraint, etc., into techniques of coercion.
[00:26:33.406 --> 00:26:42.589]  They're using it as a tool to make someone comply, a compliance tool, rather than something that's only to be used in an emergency.
[00:26:42.649 --> 00:26:50.931]  So they're gradually changing the meaning of words, as they say, into law, to allow themselves to use this kind of weaponry.
[00:26:52.367 --> 00:26:53.468]  Alan Watts, stay there.
[00:26:53.528 --> 00:26:55.310]  We'll be right back after this quick break.
[00:27:00.094 --> 00:27:01.495]  It is a big idea.
[00:27:01.515 --> 00:27:03.637]  A new world order.
[00:27:04.338 --> 00:27:09.142]  In the near future, Earth is dominated by a powerful world government.
[00:27:09.242 --> 00:27:12.044]  It's known as the Bilderberg Group.
[00:27:12.084 --> 00:27:14.346]  Could their objective be world domination?
[00:27:14.847 --> 00:27:17.249]  For thousands of years, their dark order grew.
[00:27:18.007 --> 00:27:25.354]  Now as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:27:28.368 --> 00:27:33.331]  For the first time in history, the elite's plan for world government is blown wide open.
[00:27:33.812 --> 00:27:37.294]  You will learn the secret that drives the entire New World Order agenda.
[00:27:37.674 --> 00:27:40.176]  Build America is making great progress toward a world government.
[00:27:40.236 --> 00:27:41.397]  Most people have no idea.
[00:27:41.417 --> 00:27:42.157]  They're not after money.
[00:27:42.177 --> 00:27:43.298]  They have all the money they need.
[00:27:43.478 --> 00:27:44.219]  They're after power.
[00:27:44.459 --> 00:27:45.299]  That's their aphrodisiac.
