[00:00:00.349 --> 00:00:02.131]  Mainstream media.
[00:06:23.732 --> 00:06:29.156]  Disease activators that cause chronic health issues and means a much higher level of wellness for you and your family.
[00:06:29.156 --> 00:06:41.564]  Order today for fighting disease, turning on your immune system, activating infection-fighting properties against sinus, lung, bowel, skin, Lyme disease, nail fungus, colds, flu, ringworm, gum disease, diarrhea, athlete's foot and cholesterol.
[00:06:41.564 --> 00:06:45.066]  Secure online ordering is available at NutraMedical.com or call 888-212-8871.
[00:06:45.066 --> 00:06:48.669]  That number again, 888-212-8871 for the most powerful natural antimicrobial available.
[00:06:53.932 --> 00:06:54.392]  Fact.
[00:06:54.392 --> 00:07:00.434]  Rapid industrialization has resulted in environmental pollution and its curse on world health is staggering.
[00:07:00.434 --> 00:07:04.795]  We live in a toxic world that is bombarded by seven new chemicals each day.
[00:07:04.795 --> 00:07:12.497]  The human body is amazing and efficient in design, but because of the polluted world in which we live, is unable to remove all toxins.
[00:07:12.497 --> 00:07:13.277]  The solution.
[00:07:13.277 --> 00:07:17.498]  Detoxification integrated with Electro Chi Premier Energy Foot Spa.
[00:07:17.498 --> 00:07:19.499]  The Electro Chi Premier Energy Foot Spa.
[00:07:19.599 --> 00:07:19.959]  I think so.
[00:07:39.634 --> 00:07:42.417]  He's the T-Rex of political talk, Alex Jones on the GCN Radio Network.
[00:08:17.190 --> 00:08:23.717]  More than 200 people every week download the podcast of this show for free.
[00:08:23.717 --> 00:08:25.478]  Don't forget, it's very easy to do.
[00:08:25.478 --> 00:08:29.242]  Just copy the code into your MP3 or iPod player.
[00:08:30.330 --> 00:08:37.113]  Into your computer, your device, and it will download to your cell phone, download to your iPod, download to your computer.
[00:08:37.113 --> 00:08:40.874]  It's all done at InfoWars.com.
[00:08:40.874 --> 00:08:57.201]  And remember, that's how we reach more people, is whether you're listening to us on AM, FM dial, Global Shortwave, the great folks at WWCR, or the Internet at PrisonPlanet.com or InfoWars.com, TruthNews.us, InfoWars.net, JonesReport.com,
[00:08:59.150 --> 00:09:19.356]  Please tell people about the radio show so that we can educate them about the true nature of the geopolitical system and who their mortal enemies are, who the New World Order are and what their game plan is for all of us and how we can hopefully rally against them and defeat them.
[00:09:19.356 --> 00:09:27.838]  The alternative is abject slavery and termination at the hands of the New World Order and I don't want to be part of that.
[00:09:29.244 --> 00:09:39.233]  Okay, let's get into the news, and then we have got several big guests lined up for you today, and a big surprise guest, by the way, early in the show tomorrow.
[00:09:39.233 --> 00:09:53.005]  I'm just going to let you know that, and also next Monday, huge announcement, biggest announcement in the history of this radio show, in the history of what I've been doing
[00:09:53.752 --> 00:10:04.477]  On Talk Radio, period, coming up next Monday, starting in the second hour of the show, I will make the announcement.
[00:10:04.477 --> 00:10:08.218]  USA 2008, the Great Depression.
[00:10:08.218 --> 00:10:11.780]  Food stamps are the symbol of poverty in the U.S.
[00:10:11.780 --> 00:10:18.363]  In the era of credit crunch, a record 28 million Americans are now relying on them to survive
[00:10:19.230 --> 00:10:24.934]  A sure sign the world's richest country faces economic crises.
[00:10:24.934 --> 00:10:30.137]  We knew things were bad on Wall Street, but on Main Street it may be worse.
[00:10:30.137 --> 00:10:44.547]  Startling official statistics show that as a new economic recession stalks the United States, a record number of Americans will shortly be depending on food stamps just to feed themselves and their families.
[00:10:46.087 --> 00:10:55.952]  Dismal projections by the Congressional Budget Office in Washington suggest in the fiscal year starting October 28, 28 million people in the U.S.
[00:10:55.952 --> 00:11:03.195]  will be using government food stamps to buy essential groceries, the highest level since the Food Assistance Program was introduced in the 1960s.
[00:11:03.195 --> 00:11:03.615]  The increase
[00:11:05.908 --> 00:11:18.454]  From $26.5 million in 2007 is due partly to recent efforts to increase public awareness of the program and also to switch from paper coupons to electronic debit cards.
[00:11:18.454 --> 00:11:27.199]  But also, above all, it is the pressures being exerted on ordinary Americans by an economy that is suddenly beset by troubles.
[00:11:27.199 --> 00:11:35.323]  Housing foreclosures, accelerating job losses, and fast-rising prices all add to the squeeze.
[00:11:39.193 --> 00:11:41.694]  Meanwhile, this is the Associated Press today.
[00:11:41.694 --> 00:11:46.696]  Analyst predicts corn rationing in 2008.
[00:11:46.696 --> 00:11:53.559]  A BB&T Capital Markets analyst said Monday, corn rationing may be necessary this year.
[00:11:53.559 --> 00:11:55.179]  It's already happening with wheat.
[00:11:55.179 --> 00:11:56.180]  Following a U.S.
[00:11:56.180 --> 00:12:03.842]  Department of Agriculture reporting, predicting farmers would plant fewer, far fewer acres of corn in 2008.
[00:12:03.842 --> 00:12:06.804]  Yeah, that makes a lot of sense.
[00:12:06.804 --> 00:12:07.684]  Corn's at all-time
[00:12:08.482 --> 00:12:15.905]  Hi, the demand is just absolutely stratospheric, and let's cut back on what we're growing.
[00:12:15.905 --> 00:12:31.890]  According to the March respective planting reports, farmers intend to plant about 86 million acres of corn this year, down 8% from 2007, when the amount of corn planted was the highest since World War II.
[00:12:31.890 --> 00:12:34.951]  It goes on to how the investors are betting.
[00:12:37.228 --> 00:12:40.929]  Now remember, you don't really see the corn rationing at the store.
[00:12:40.929 --> 00:12:51.052]  It's rationing to the factories that make the cereals and make the breads and the thousands of prepared foods that have it as fillers in it.
[00:12:51.052 --> 00:13:01.635]  And so you will see it manifested by higher prices, and yes, sometimes you'll just go in if it's later in the evening and there won't be bread on the shelves, or your favorite bread won't be there.
[00:13:03.496 --> 00:13:08.119]  I mean, some people are hyping this saying, you know, there'll be absolute food shortages, you won't be able to get food.
[00:13:08.119 --> 00:13:09.540]  I don't agree with that.
[00:13:09.540 --> 00:13:14.464]  It's just you're going to pay a lot more for food.
[00:13:14.464 --> 00:13:26.052]  There's not going to really be any fuel rationing, it's just that it's going to be a lot more to buy your gas.
[00:13:26.052 --> 00:13:32.997]  And as the hyperinflation sets in in the next 24 months, increasingly getting worse every month,
[00:13:33.982 --> 00:13:35.923]  It's gonna bankrupt a lot of people.
[00:13:35.923 --> 00:13:37.743]  I mean, there are a lot of people living hand-to-mouth.
[00:13:37.743 --> 00:13:43.225]  A lot of people making eight, nine dollars an hour in this country.
[00:13:43.225 --> 00:13:46.166]  Some people make it even less.
[00:13:46.166 --> 00:13:58.229]  And you cannot live on that unless you are living in a communal house, 10, 15 to a house, like the illegal aliens are.
[00:13:58.229 --> 00:14:00.250]  And I'm not knocking them and saying they're bad people.
[00:14:01.118 --> 00:14:05.619]  They're desperately fleeing Mexico, incredibly tyrannical.
[00:14:05.619 --> 00:14:09.020]  Starvation, riots, tyranny.
[00:14:09.020 --> 00:14:14.121]  The richest elite per capita on the planet feeding off the 99% below them.
[00:14:14.121 --> 00:14:15.442]  But they do hurt this nation.
[00:14:15.442 --> 00:14:17.982]  They come here and they drop down wages.
[00:14:17.982 --> 00:14:19.483]  But I'm already digressing.
[00:14:19.483 --> 00:14:27.405]  You're gonna have the 30 plus million illegal aliens, Mexico in a big recession, pushing more of them up here, driving it down even deeper.
[00:14:28.214 --> 00:14:33.176]  Getting all the free health care that the hospitals give.
[00:14:33.176 --> 00:14:34.857]  Oh, did you know hospitals from L.A.
[00:14:34.857 --> 00:14:39.319]  to Dallas, Texas have been instructed for decades to give free health care to illegal aliens?
[00:14:39.319 --> 00:14:42.500]  That's what's bankrupting them, and the schools, and everything else.
[00:14:42.500 --> 00:14:54.045]  All of this compounding, and hundreds of unfunded federal mandates on the states, ordering the states to do this, ordering the states to do that.
[00:14:54.045 --> 00:14:55.426]  Fifty-something million people
[00:14:56.360 --> 00:14:59.521]  On Social Security and that number growing, growing every day.
[00:14:59.521 --> 00:15:04.523]  It'll be $60 million by the end of the decade.
[00:15:04.523 --> 00:15:05.484]  All of it compacting.
[00:15:05.484 --> 00:15:06.404]  That's right.
[00:15:06.404 --> 00:15:07.685]  $60 million on Social Security.
[00:15:07.685 --> 00:15:11.446]  $10 million more in just two years!
[00:15:11.446 --> 00:15:16.668]  And their checks had its value cut in half in the last four years just with the inflation we had before.
[00:15:16.668 --> 00:15:18.189]  Now it's accelerating.
[00:15:18.189 --> 00:15:21.330]  Now it's deepening.
[00:15:21.330 --> 00:15:23.831]  The inflation is getting worse compounded per year.
[00:15:25.057 --> 00:15:26.838]  You add that into the equation.
[00:15:26.838 --> 00:15:31.599]  You add a world recession that's beginning.
[00:15:31.599 --> 00:15:38.282]  Man, I got news stacked to the rafters and I'm not even... I'm looking at article number one here, London Independent.
[00:15:38.282 --> 00:15:45.164]  Bread, milk, eggs, prices spiked, draining locals' wallets.
[00:15:45.164 --> 00:15:47.225]  China's stocks tumbled 4.1% to new 11-month low.
[00:15:47.225 --> 00:15:47.405]  Reuters
[00:15:50.228 --> 00:16:02.751]  China's main stock index tumbled 4.13% to a new 11-month closing low today after a central bank repeated its commitment to tight monetary policy.
[00:16:02.751 --> 00:16:05.552]  So we're seeing restrictions in credit.
[00:16:05.552 --> 00:16:07.333]  The same thing in Europe, same thing in the U.S.
[00:16:07.333 --> 00:16:09.253]  Now let's explain what's happening.
[00:16:09.253 --> 00:16:19.436]  The big central banks and the private banks they own are being given unlimited liquidity, unlimited funds over
[00:16:21.129 --> 00:16:25.711]  Two hundred billion dollars a month, and we're now eight months into this.
[00:16:25.711 --> 00:16:30.913]  It's trillions!
[00:16:30.913 --> 00:16:37.715]  And that's just government and sovereign wealth funds pumping that in.
[00:16:37.715 --> 00:16:45.658]  The companies are taking the pension funds that were left, that were already fully leveraged, but just taking the scraps, trying to prop things up.
[00:16:45.658 --> 00:16:49.780]  Full bailouts of the Fortune 100 banks and brokerage firms.
[00:16:52.116 --> 00:16:55.938]  Who'd bought into real companies and have now infected those.
[00:16:55.938 --> 00:17:10.327]  Bought into real commodities, holders, bought into manufacturing, bought into military, bought into entertainment, communications, mining.
[00:17:10.327 --> 00:17:13.269]  The leveraging is in the billions to one.
[00:17:13.269 --> 00:17:17.832]  It just... It's total la-la land.
[00:17:17.832 --> 00:17:18.893]  It's not even real.
[00:17:18.893 --> 00:17:20.594]  It's just total fantasy.
[00:17:21.844 --> 00:17:27.048]  Unlimited liquidity for all of them, with you, the taxpayer, that's going to fit the bill.
[00:17:27.048 --> 00:17:37.756]  Not just paying in taxes to pay it off, but also in the destruction of your dollar.
[00:17:37.756 --> 00:17:38.557]  Meanwhile, U.S.
[00:17:38.557 --> 00:17:41.119]  Ambassador says NAFTA, no matter what,
[00:17:43.283 --> 00:17:49.326]  The North American Free Trade Agreement will stand regardless of who wins the coming presidential election south of the border.
[00:17:49.326 --> 00:17:51.487]  The United States Ambassador to Canada said Monday.
[00:17:51.487 --> 00:17:59.810]  David Wilkins told a trade group in Canada that NAFTA survival does not depend on whether Democrats or Republicans control the White House.
[00:17:59.810 --> 00:18:03.652]  Despite all the political rhetoric, in my opinion, our relationship will remain strong.
[00:18:03.652 --> 00:18:06.373]  There will be no major changes because they own all the candidates, I would add.
[00:18:07.233 --> 00:18:10.335]  To our trade policies with our friend Canada, Sid Wilkins.
[00:18:10.335 --> 00:18:14.258]  Yeah, the Canadians, the Mexicans, the people in the U.S., none of the people.
[00:18:14.258 --> 00:18:16.719]  I mean, it's 90 plus percent in every poll.
[00:18:16.719 --> 00:18:18.220]  Don't like NAFTA.
[00:18:18.220 --> 00:18:20.162]  I've seen polls of 99 percent.
[00:18:20.162 --> 00:18:22.203]  And the government just says, shut up!
[00:18:22.203 --> 00:18:26.926]  Have you noticed we have armed, military-trained police, civilian?
[00:18:26.926 --> 00:18:28.427]  Shut up!
[00:18:28.427 --> 00:18:29.748]  We're taking your house.
[00:18:29.748 --> 00:18:33.371]  Go to the tent city, scum!
[00:18:33.371 --> 00:18:35.472]  You don't like the destruction of your company?
[00:18:35.472 --> 00:18:36.533]  Of your country?
[00:18:36.533 --> 00:18:36.993]  Shut up!
[00:18:37.785 --> 00:18:39.527]  Just shut up!
[00:18:39.527 --> 00:18:41.108]  Sit down and shut up!
[00:18:41.108 --> 00:18:45.293]  This is gonna hurt!
[00:18:45.293 --> 00:18:49.537]  Just remember, this is your God's police when your grandma's moving in with you.
[00:18:49.537 --> 00:18:56.304]  David Wilkins told her, of course she won't let anyone move in, you'll just stick her in a government facility and she'll die of bed sores a few months later.
[00:18:56.304 --> 00:18:56.624]  That's all.
[00:18:57.608 --> 00:19:00.190]  You'll beat the sports bar, flexin' your muscles.
[00:19:00.190 --> 00:19:03.554]  David Wilkins told a trade group, it doesn't matter what the American people want.
[00:19:03.554 --> 00:19:07.958]  Our relationship is so strong and so deep that it's not dependent on which party is in power.
[00:19:07.958 --> 00:19:11.181]  Either in Canada or the U.S., our relationship transcends politics.
[00:19:11.181 --> 00:19:13.463]  Yeah, the private corporations run us and they've merged us.
[00:19:13.463 --> 00:19:14.904]  Go read the SPP documents.
[00:19:14.904 --> 00:19:21.811]  The comments come after a debate in Ohio last month where Democratic candidates Barack Obama and Hillary Clinton threatened to withdraw from NAFTA if it wasn't
[00:19:23.812 --> 00:19:24.672]  Renegotiated.
[00:19:24.672 --> 00:19:25.952]  Now here's the scam.
[00:19:25.952 --> 00:19:27.913]  They're going to come in and they're going to say they're going to fix it.
[00:19:27.913 --> 00:19:29.413]  They're going to make it worse.
[00:19:29.413 --> 00:19:32.434]  They're going to sign even deeper agreements.
[00:19:32.434 --> 00:19:32.934]  Understand?
[00:19:32.934 --> 00:19:36.734]  Just like with banking.
[00:19:36.734 --> 00:19:38.515]  The Federal Reserve designs it.
[00:19:38.515 --> 00:19:41.135]  We tell you three years before it happens what they were going to do.
[00:19:41.135 --> 00:19:43.155]  They issue the liquidity.
[00:19:43.155 --> 00:19:44.336]  People know credit.
[00:19:44.336 --> 00:19:50.257]  Then they pose as a savior and nationalize the entire economy for them.
[00:19:50.257 --> 00:19:51.277]  Oh, they're going to fix NAFTA.
[00:19:51.277 --> 00:19:51.717]  Don't worry.
[00:19:52.680 --> 00:19:56.022]  And NAU it all the way.
[00:19:56.022 --> 00:19:58.704]  Do you know the truth about cancer treatments?
[00:19:58.704 --> 00:20:08.171]  Do you realize that with all presently accepted methods you are not correctly attacking the cancer and you are mostly fighting to survive the treatment?
[00:20:08.171 --> 00:20:15.276]  Do you realize that mutilating surgery, burning, and the poisoning of your entire system are totally unnecessary?
[00:20:15.996 --> 00:20:21.983]  But now, it's cancer's turn to die with LaceMedInc's patented methodology.
[00:20:21.983 --> 00:20:32.775]  Without cutting, bleeding, drugs, or damaging radiation, we can destroy skin cancer and breast tumors of any size without adverse side effects at our physician's office.
[00:20:33.636 --> 00:20:34.117]  It is a big idea.
[00:20:57.719 --> 00:20:59.480]  A New World Order.
[00:20:59.480 --> 00:21:04.362]  In the near future, Earth is dominated by a powerful new government.
[00:21:04.362 --> 00:21:07.204]  It's known as the Bilderberg Group.
[00:21:07.204 --> 00:21:09.985]  Could their objective be world domination?
[00:21:09.985 --> 00:21:13.166]  For thousands of years, their dark order grew.
[00:21:13.166 --> 00:21:20.490]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:21:23.516 --> 00:21:28.960]  For the first time in history, the elite's plan for world government is blown wide open.
[00:21:28.960 --> 00:21:32.682]  You will learn the secret that drives the entire New World Order agenda.
[00:21:32.682 --> 00:21:35.404]  The Old America is making great progress toward a world government.
[00:21:35.404 --> 00:21:36.565]  Most people have no idea.
[00:21:36.565 --> 00:21:37.365]  They're not after money.
[00:21:37.365 --> 00:21:38.626]  They have all the money they need.
[00:21:38.626 --> 00:21:39.607]  They're after power.
[00:21:39.607 --> 00:21:40.768]  That's their aphrodisiac.
[00:21:40.768 --> 00:21:45.511]  Order Endgame on DVD at PrisonPlanet.com or InfoWars.com.
[00:21:45.511 --> 00:21:49.473]  Or watch it online right now at PrisonPlanet.tv.
[00:21:49.473 --> 00:21:52.295]  Endgame, blueprint for global enslavement.
[00:21:52.295 --> 00:21:53.336]  You have been warned.
[00:21:54.196 --> 00:21:59.539]  HempUSA.org is now offering free shipping worldwide to better serve our customers.
[00:21:59.539 --> 00:22:05.982]  Our goal is to get these fine hemp products to you in the least amount of time so you can enjoy what the powder seeds and oil can do for you.
[00:22:05.982 --> 00:22:08.483]  HempUSA.org has a warning that the U.S.
[00:22:08.483 --> 00:22:13.805]  food supplies are dangerously low and we urge you to protect your family with hemp storable foods today.
[00:22:13.805 --> 00:22:15.226]  Tomorrow may be too late.
[00:22:15.226 --> 00:22:15.946]  Call 908-691-2608 or visit HempUSA.org.
[00:22:19.728 --> 00:22:24.311]  This incredible food source is loaded with enzymes so your body can digest the food you eat.
[00:22:24.311 --> 00:22:28.954]  And it creates an alkaline environment where cancer can't grow and parasites cannot live.
[00:22:28.954 --> 00:22:32.597]  And brings funguses, viruses, and bacterial levels down and to a halt.
[00:22:32.597 --> 00:22:34.438]  Try our powder seeds and oil today.
[00:22:34.438 --> 00:22:38.781]  Call 908-691-2608 or visit hempusa.org.
[00:22:38.781 --> 00:22:41.763]  If the body has the proper nutrition it will heal itself.
[00:22:41.763 --> 00:22:42.303]  Ask yourself,
[00:22:42.623 --> 00:22:45.845]  Why does our government not allow this crop to grow in the U.S.?
[00:22:45.845 --> 00:22:48.346]  This product is also great for pets and animals.
[00:22:48.346 --> 00:22:54.068]  Call 908-691-2608 or go to hempusa.org today.
[00:22:54.068 --> 00:23:06.734]  Now, from the makers of Loose Change, the most downloaded film in internet history, comes the long-awaited release of Loose Change Final Cut, an entirely new two-hour film that completely destroys the official fable forever.
[00:23:07.194 --> 00:23:18.256]  Loose Change Final Cut hopes to be a catalyst for a new independent investigation in which family members receive answers to their questions and the true perpetrators of this horrendous crime are brought to justice.
[00:23:18.256 --> 00:23:21.657]  Loose Change Final Cut is the ultimate 9-11 expose.
[00:23:21.657 --> 00:23:29.559]  From hijackers being trained at US military bases to bombs in the buildings, Loose Change Final Cut is the one 9-11 film everyone must see.
[00:23:29.559 --> 00:23:36.800]  Secure your copy of Loose Change Final Cut today at InfoWars.com or PrisonPlanet.com while you're visiting the online video store.
[00:23:37.020 --> 00:23:45.185]  Be sure to check out the huge discounts on films like Endgame, Blueprint for Global Enslavement, America, Freedom to Fascism, and hundreds of other titles.
[00:23:45.185 --> 00:23:47.827]  We're in a no-holds-bar information war.
[00:23:47.827 --> 00:23:53.130]  Truth is our weapon, and PrisonPlanet.com has the tools you need to take the fight back to Big Brother.
[00:24:17.903 --> 00:24:28.448]  Yeah, that's how the scam works.
[00:24:28.448 --> 00:24:34.270]  They say, oh, the Supreme Court's going to rule you of a Second Amendment, but they have a right to ban all your guns.
[00:24:34.270 --> 00:24:35.951]  Oh, oh, they're pro-gun.
[00:24:35.951 --> 00:24:39.012]  Here, I'm handing mine in.
[00:24:39.012 --> 00:24:42.634]  That's their favorite operation.
[00:24:42.634 --> 00:24:46.056]  Mukasey, the corrupt little judge involved in 9-11 cover-ups and
[00:24:47.916 --> 00:24:58.199]  His own officers filed complaints, people that guarded him, and he made the federal marshals clean toilets at his house and get his wife's groceries and basically grovel to him.
[00:24:58.199 --> 00:24:59.839]  It just shows a little slimebag he is.
[00:24:59.839 --> 00:25:03.721]  The guy's completely rich and won't even hire his own maid.
[00:25:03.721 --> 00:25:15.864]  He would make the, uh... When the federal marshals would get first class tickets to fly with him, but Mukasey would have to pay for his own, he would make them switch him out with him, which is illegal.
[00:25:16.650 --> 00:25:20.091]  Let's just show a little petty dirtbag crook.
[00:25:20.091 --> 00:25:25.893]  Mukasey admits government knew of call about 9-11 before 9-11.
[00:25:25.893 --> 00:25:32.374]  Echelon's spy network would have intercepted and cataloged all transmissions.
[00:25:32.374 --> 00:25:41.117]  The guy was speaking before a big group of people and he came out and admitted that Echelon, the NSA, was listening to it.
[00:25:41.117 --> 00:25:44.898]  Then he said, oh, but the law didn't let us track it in the U.S.
[00:25:44.898 --> 00:25:45.918]  That's a complete lie.
[00:25:46.656 --> 00:25:56.058]  Under the FISA court, they just, after the fact, months later, they have to come and get blanket authorizations.
[00:25:56.058 --> 00:25:56.919]  And what was the numbers?
[00:25:56.919 --> 00:26:03.480]  Out of 18,000 plus, they'd refuse less than 10 in decades?
[00:26:03.480 --> 00:26:06.201]  They basically never refuse them.
[00:26:06.201 --> 00:26:11.582]  Less than 10 times out of 18,000 and something?
[00:26:11.582 --> 00:26:13.122]  It's not even a warrant.
[00:26:13.122 --> 00:26:15.583]  But see, first, they set up decades ago something that
[00:26:19.156 --> 00:26:23.477]  Already destroyed the Fourth Amendment.
