[00:00:00.049 --> 00:00:01.570]  Welcome, ladies and gentlemen.
[00:02:34.025 --> 00:02:38.768]  That they don't want us to ask about Building 7, the firefighters on tape saying the government blew it up?
[00:02:38.768 --> 00:02:40.769]  I mean, why aren't we supposed to talk about that?
[00:02:40.769 --> 00:02:41.549]  I don't know.
[00:02:41.549 --> 00:02:50.775]  You know, one of the most interesting interviews that I've seen now has been William Rodriguez.
[00:02:53.052 --> 00:02:53.773]  Absolutely.
[00:02:53.773 --> 00:03:03.280]  When I watched the DVD of William Rodriguez, this guy is totally talking from what he remembers.
[00:03:03.280 --> 00:03:04.641]  You can clearly see it.
[00:03:04.641 --> 00:03:07.283]  He's not making anything up.
[00:03:07.283 --> 00:03:08.084]  Well, he was there.
[00:03:08.084 --> 00:03:12.947]  The firefighters and police say that he stayed in to get a lot of them out on things that were starting to collapse.
[00:03:12.947 --> 00:03:14.749]  Oh, he's a hero's hero.
[00:03:14.749 --> 00:03:16.030]  There's no doubt about it.
[00:03:16.030 --> 00:03:17.431]  And when you hear him talk,
[00:03:18.170 --> 00:03:20.941]  And he tells about what he knows there.
[00:03:20.941 --> 00:03:23.632]  How could you not question what went on that day?
[00:03:24.801 --> 00:03:26.342]  Well, that was my first question.
[00:03:26.342 --> 00:03:34.429]  What do you think of the massive media attack that you have gone through for simply asking a question?
[00:03:34.429 --> 00:03:41.295]  They never address what you actually said on the show, and the majority of Americans in polls have the same questions.
[00:03:41.295 --> 00:03:44.017]  It's all that you're bad to ask those questions.
[00:03:44.017 --> 00:03:48.661]  Well, yeah, it's been pretty eye-opening, to say the least.
[00:03:49.501 --> 00:03:55.862]  You know, if you do ask a question out there, it's like you're not allowed to today.
[00:03:55.862 --> 00:03:59.403]  And that's what really troubles me the most, is this attitude.
[00:03:59.403 --> 00:04:15.627]  Is it, Alex, the fact that, and here's what I truly believe, I think people have this hidden, almost screen around them in many ways, that because they don't want to believe that it could be true,
[00:04:16.559 --> 00:04:23.806]  They just put that screen up and won't allow anything to penetrate it to the effect that it might be true.
[00:04:23.806 --> 00:04:32.875]  You're right, it's a bubble of denial, their little imaginary world, and anything that conflicts with that they say isn't allowed.
[00:04:32.875 --> 00:04:39.041]  Yeah, it really is that way, and that to me is what has to come down, is the fact that
[00:04:40.371 --> 00:04:50.135]  Uh, you know, and I like to refer a great deal to the movie that was just out with, uh, John Adams, because it was very profound.
[00:04:50.135 --> 00:04:51.135]  Governor, stay there.
[00:04:51.135 --> 00:04:54.237]  Tell us about that after this quick break.
[00:04:54.237 --> 00:04:55.637]  It is a big idea.
[00:04:55.637 --> 00:04:58.478]  A new world order.
[00:04:58.478 --> 00:05:03.020]  In the near future, Earth is dominated by a powerful world government.
[00:05:03.562 --> 00:05:06.204]  It's known as the Bilderberg Group.
[00:05:06.204 --> 00:05:08.986]  Put their objective being world domination.
[00:05:08.986 --> 00:05:12.169]  For thousands of years, their dark order grew.
[00:05:12.169 --> 00:05:19.475]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:05:22.523 --> 00:05:27.947]  For the first time in history, the elite's plan for world government is blown wide open.
[00:05:27.947 --> 00:05:31.869]  You will learn the secret that drives the entire New World Order agenda.
[00:05:31.869 --> 00:05:34.911]  Order Endgame on DVD at PrisonPlanet.com or InfoWars.com.
[00:05:34.911 --> 00:05:36.292]  Or watch it online right now at PrisonPlanet.tv.
[00:05:52.483 --> 00:05:52.637]  Yeah.
[00:05:53.666 --> 00:05:56.647]  David J. Smith for Newswatch Magazine.
[00:05:56.647 --> 00:06:03.428]  Did you know that the mother of all secret societies, the Illuminati, worships Lucifer, better known as Satan the Devil?
[00:06:03.428 --> 00:06:11.670]  Did you know that they are the individuals giving rise to the final world social system described in Revelation Chapter 13?
[00:06:11.670 --> 00:06:22.312]  Did you know they were the founders of international communism to be the seen enemy of Christianity, to be used to destroy America so that we could be merged into an all-powerful one-world government?
[00:06:23.412 --> 00:06:32.417]  We would like to help you understand how these things are coming to pass by offering you an absolutely free one-year subscription to NewsWatch Magazine.
[00:06:32.417 --> 00:06:33.878]  Just call our toll-free number 1-800-516-8736.
[00:06:33.878 --> 00:06:35.218]  That's 1-800-516-8736 to request your subscription.
[00:06:35.218 --> 00:06:35.479]  Call now.
[00:06:35.479 --> 00:06:38.680]  Operators are standing by to receive your call.
[00:06:53.618 --> 00:06:58.141]  Are you fed up with all the side effects of chemicals in your shampoos and detergents?
[00:06:58.141 --> 00:07:03.244]  Even fragrances can signal some 4,000 separate ingredients, most of which are synthetic.
[00:07:03.244 --> 00:07:04.744]  Hi folks, Alex Jones here.
[00:07:04.744 --> 00:07:08.366]  Why not go back to basics and be safe with Calbin Pure Soaps?
[00:07:08.366 --> 00:07:13.770]  They're all natural and you'll save some 85% the money you're spending for your cleaning products now.
[00:07:13.770 --> 00:07:19.553]  Marty Schachter founded Calbin Soap Company in 1947 and provided products for health institutions.
[00:07:19.873 --> 00:07:22.396]  Now, Calvin Soaps are available to you and me.
[00:07:22.396 --> 00:07:24.918]  Triple concentrated for all your cleaning needs.
[00:07:24.918 --> 00:07:27.341]  From bathing and laundry to dishes, hair and more.
[00:07:27.341 --> 00:07:28.542]  No harsh chemicals.
[00:07:28.542 --> 00:07:29.743]  No animal testing.
[00:07:29.743 --> 00:07:31.064]  I use them and love them.
[00:07:31.064 --> 00:07:32.966]  Knowing they're all natural and safe.
[00:07:32.966 --> 00:07:34.368]  And I say big time.
[00:07:34.368 --> 00:07:35.829]  Call Calvin Pure Soap at 1-800-340-7091.
[00:07:38.672 --> 00:07:45.853]  That's 1-800-340-7091 or log on to 5starsoap.com now for a free catalog.
[00:07:45.853 --> 00:07:54.615]  Again, that number, 1-800-340-7091 or 5starsoap.com for all your cleaning needs.
[00:07:54.615 --> 00:08:02.016]  He's the T-Rex of political talk, Alex Jones on the GCN Radio Network.
[00:08:02.016 --> 00:08:03.537]  Well, he needs no introduction.
[00:08:03.537 --> 00:08:04.537]  He's Jesse Ventura.
[00:08:05.524 --> 00:08:07.446]  He's going to be with us for most of this hour.
[00:08:07.446 --> 00:08:09.387]  Very thankful for that.
[00:08:09.387 --> 00:08:13.631]  And I was going to get into his book thing on the New York Times bestselling list.
[00:08:13.631 --> 00:08:18.194]  And I was going to get into his run for the Senate.
[00:08:18.194 --> 00:08:19.575]  Is he really going to do it?
[00:08:19.575 --> 00:08:20.616]  We know he's looking at that.
[00:08:20.616 --> 00:08:22.317]  When will we get a final answer?
[00:08:22.317 --> 00:08:25.300]  And we will cover that in the second half of the interview after the bottom of the hour.
[00:08:26.582 --> 00:08:28.985]  But out of the gates, he brought up 9-11.
[00:08:28.985 --> 00:08:37.296]  Now I have to say, Governor Ventura, I have never seen anyone, and I said this on air, my whole staff said this, all the emails we got said it, I've never seen anyone trounce
[00:08:39.190 --> 00:08:54.518]  Sean Hannity like that, just from a position of strength, a position of knowledge, when he says, hey, we don't stage the news, we're not told what to say, and you said, oh, you really want to cover Anna Nicole Smith for six months, and he just looked like a cat that had been caught eating the canary.
[00:08:54.518 --> 00:08:58.460]  He looked totally guilty and turned red-faced and smiled like a Cheshire cat.
[00:08:59.240 --> 00:09:00.401]  I mean, it's asinine.
[00:09:00.401 --> 00:09:03.061]  It's come out that the Pentagon's planning propaganda.
[00:09:03.061 --> 00:09:07.843]  They have hundreds of people on the payroll claiming they're not, putting out this info about the war.
[00:09:07.843 --> 00:09:09.744]  We know there's propaganda in media.
[00:09:09.744 --> 00:09:11.724]  We know they have talking points.
[00:09:11.724 --> 00:09:14.685]  They have talking points to attack 9-11 truthers.
[00:09:14.685 --> 00:09:19.527]  But I have to tell you, you absolutely kicked Hannity's butt.
[00:09:19.527 --> 00:09:21.308]  I've never seen anything like it.
[00:09:21.308 --> 00:09:22.408]  He was speechless.
[00:09:23.012 --> 00:09:25.495]  Well, you know, I'm going to give him his due.
[00:09:25.495 --> 00:09:33.745]  I actually found him, on and off camera, the day that I was there, kind of enjoyable.
[00:09:33.745 --> 00:09:40.693]  And I know that seems weird to say, it's because I think that with me, he took a slightly different posture than he did with most people.
[00:09:41.542 --> 00:09:44.504]  Well, the thing is, they want me on later this month, but it won't be in studio.
[00:09:44.504 --> 00:09:48.346]  I fully expect them to be far more aggressive with me when I'm not there in person.
[00:09:48.346 --> 00:09:52.949]  Well, I deal with it the only way I know how, and that's kind of pulled and strapped the years back and full bore ahead.
[00:10:12.436 --> 00:10:15.238]  I'm that way about things.
[00:10:15.238 --> 00:10:17.879]  The truth of the matter was I worked in that business.
[00:10:17.879 --> 00:10:22.861]  I know what goes on because I thought it myself when I worked at MSNBC.
[00:10:22.861 --> 00:10:31.105]  Every day they would send me down the topics they wanted on the show after telling me that my show I could have complete control of.
[00:10:31.105 --> 00:10:36.888]  Well, there were topics that yes, I remember distinctly the one was the murder in California.
[00:10:38.274 --> 00:10:40.236]  Of the pregnant girl?
[00:10:40.236 --> 00:10:41.197]  Yes.
[00:10:41.197 --> 00:10:48.145]  And I mean that's important to California, but there's 10,000, 12,000 murders a year that take place.
[00:10:48.145 --> 00:10:53.031]  How is one more important than another in this country?
[00:10:53.863 --> 00:10:58.024]  And those are local stories that should be dealt with with local media.
[00:10:58.024 --> 00:11:02.345]  They are not national stories, nor should they be made national stories.
[00:11:02.345 --> 00:11:04.185]  They're national inquirer stories.
[00:11:04.185 --> 00:11:05.085]  Well, we know what they do.
[00:11:05.085 --> 00:11:07.206]  They do those strictly to get ratings.
[00:11:07.206 --> 00:11:13.227]  I was about to say, and it fills up the news time with these issues that don't affect the power brokers.
[00:11:13.227 --> 00:11:16.388]  Meanwhile, there's no time to talk about how three more U.S.
[00:11:16.388 --> 00:11:17.748]  troops died today.
[00:11:17.748 --> 00:11:18.608]  Exactly.
[00:11:18.608 --> 00:11:21.489]  They fill it up with this gaga baloney.
[00:11:22.229 --> 00:11:35.853]  And the bad part is we as a culture are accepting it, but hopefully the listeners that listen to you and the Internet are very dangerous to that because it's becoming more and more powerful all the time, as we know.
[00:11:35.853 --> 00:11:40.715]  And rest assured, the Internet will be the next thing the government will try to control.
[00:11:41.155 --> 00:11:47.218]  By the way, Joe Lieberman has called for federal control over the internet.
[00:11:47.218 --> 00:11:55.761]  He wrote a letter to Google's head and said that they need to self-censor and that the government would give them a list of things that weren't allowed to be covered.
[00:11:55.761 --> 00:12:05.665]  Thank God Google said no, but they're talking about taxing the web, regulating it, making you have an IP address that's certified, making you thumb scan to get online.
[00:12:05.665 --> 00:12:07.706]  What's your view on that, Governor?
[00:12:07.706 --> 00:12:09.447]  I think that's horrible.
[00:12:10.129 --> 00:12:12.611]  You know, to me, we better wake up, you know.
[00:12:12.611 --> 00:12:13.312]  Oh, guess what?
[00:12:13.312 --> 00:12:15.974]  I got a great story for you that'll tie right in.
[00:12:15.974 --> 00:12:20.879]  I just came across the Mexican border from Mexico to the U.S., right?
[00:12:20.879 --> 00:12:21.719]  Yes, sir.
[00:12:21.719 --> 00:12:25.103]  And this will tie into what you just talked about.
[00:12:25.103 --> 00:12:29.006]  All through Mexico, I was waved through every military stop.
[00:12:29.006 --> 00:12:32.129]  They have now down there what are called hassle-free zones.
[00:12:33.044 --> 00:12:33.804]  Where U.S.
[00:12:33.804 --> 00:12:39.085]  citizens can drive and you won't be hassled by the federales or any of that stuff.
[00:12:39.085 --> 00:12:40.205]  They want their little bite.
[00:12:40.205 --> 00:12:42.946]  Their, their, um, Mordidas.
[00:12:42.946 --> 00:12:46.866]  Well, but the point of the matter was I wasn't stopped until the U.S.
[00:12:46.866 --> 00:12:48.427]  border.
[00:12:48.427 --> 00:12:49.467]  And they stopped me.
[00:12:49.467 --> 00:12:53.728]  I crossed at Nogales, right below Tucson.
[00:12:53.728 --> 00:12:57.488]  And when they stopped me, they recognized who I was.
[00:12:57.488 --> 00:12:59.129]  I drive an RV.
[00:12:59.129 --> 00:13:01.529]  They sent me over to the inspection area.
[00:13:02.723 --> 00:13:11.134]  And I was inspected, and he knew who I was.
[00:13:11.134 --> 00:13:13.917]  Guess what they confiscated from me?
[00:13:13.917 --> 00:13:14.578]  What?
[00:13:14.578 --> 00:13:17.302]  This is Homeland Security for you.
[00:13:17.302 --> 00:13:18.924]  My dog's dog food.
[00:13:20.410 --> 00:13:22.192]  Keeping us safe from Al-Qaeda.
[00:13:22.192 --> 00:13:23.653]  Gotta stop that dog food.
[00:13:23.653 --> 00:13:25.335]  Now here's the thing that troubled me.
[00:13:25.335 --> 00:13:26.375]  This was dog food.
[00:13:26.375 --> 00:13:28.277]  I have a very special dog.
[00:13:28.277 --> 00:13:34.743]  And I carry the dog food from Minnesota to Mexico and back and I bring enough.
[00:13:34.743 --> 00:13:37.666]  So the dog food was purchased in the United States.
[00:13:37.666 --> 00:13:40.989]  It just was taken out of its original wrapper.
[00:13:41.661 --> 00:13:45.644]  Well they had to, they had to have that authority over you.
[00:13:45.644 --> 00:13:53.531]  Alex, when I said that to them and said, but this is United States dog food, it didn't matter that I vouched for it.
[00:13:53.531 --> 00:13:56.394]  And the fact that only my dog would be eating it.
[00:13:56.394 --> 00:14:02.459]  It wasn't like I was bringing in, you know, 30 cartons worth of Mexican dog food.
[00:14:03.985 --> 00:14:07.687]  I'm a private vehicle carrying dog food, and they confiscated it.
[00:14:07.687 --> 00:14:29.001]  Well, the point is that criminals are running wild, murder and crime is way up, and meanwhile, Homeland Security's taken over almost every federal agency, and you have a former governor, you know, an individual who is well-known to everybody, and they had to have that little enforcement, that little, we're the boss, you did something wrong, they're training Americans how to be slaves.
[00:14:29.501 --> 00:14:39.009]  I don't know about that, but I thought it was utterly ridiculous that they could confiscate dog food from you when you state that it originated here.
[00:14:39.009 --> 00:14:40.150]  What about your word?
[00:14:40.150 --> 00:14:42.552]  Doesn't that mean anything anymore today?
[00:14:42.552 --> 00:14:43.793]  No, it means nothing to them.
[00:14:43.793 --> 00:14:51.739]  Let's go back, Governor, to when out of the gate you talked about the media attacking you, but the media saying how dare you question the official 9-11 story.
[00:14:52.720 --> 00:15:02.422]  Never addressing any of the specific facts you listed, so we were talking during the break and you said you'd like to go through the scientific evidence from another perspective.
[00:15:02.422 --> 00:15:03.162]  Let's talk about 9-11.
[00:15:03.162 --> 00:15:05.203]  Well, okay.
[00:15:05.203 --> 00:15:11.504]  I'll come at it a little more from a professional standpoint and maybe I'll make it on O'Reilly again.
[00:15:11.504 --> 00:15:17.826]  I served three years with the Navy underwater demolition Team 12, West Coast.
[00:15:18.733 --> 00:15:23.515]  And our specialty and what I was trained in was blowing things up.
[00:15:23.515 --> 00:15:32.237]  And from a professional standpoint and watching how these three buildings fall, fell, it sure looks like demolition to me.
[00:15:32.237 --> 00:15:39.399]  And I believe I have an eye for it, you know, having been trained in it and trained by the best that our military has.
[00:15:39.399 --> 00:15:44.561]  And, uh, you know, and especially building number seven, no doubt on that one.
[00:15:45.481 --> 00:15:51.884]  When you look at it from my viewpoint, that looks like demolition explosions bringing it down.
[00:15:51.884 --> 00:15:54.746]  And I view that as a member of the underwater demolition team.
[00:15:57.620 --> 00:16:00.701]  But then we have them staging the Gulf of Tonkin.
[00:16:00.701 --> 00:16:05.223]  We have our own government staging the attack on Iran.
[00:16:05.223 --> 00:16:10.764]  And now the White House admits they funded real Wahhabist Al-Qaeda, number three in Al-Qaeda.
[00:16:10.764 --> 00:16:15.306]  It's been going on for four years to attack Iran and stage terror attacks there.
[00:16:15.986 --> 00:16:26.840]  A former general came out on Fox earlier this week and said that we need to, quote, have terror attacks inside Iran, but then the media turns around and says Iran is Al-Qaeda when Iran is Shiite.
[00:16:26.840 --> 00:16:34.049]  I mean, that's incredible when our government's funding real Al-Qaeda to attack Iran, but then saying Iran is also Al-Qaeda.
[00:16:34.689 --> 00:16:39.415]  Well, I can't answer to that because I'm not as privy as you on that information.
[00:16:39.415 --> 00:16:48.287]  Remember, I just returned from Mexico, and I don't get all the news that you get on that, so I can't really respond to that at all.
[00:16:48.287 --> 00:16:52.172]  I can only listen to what you have to say and be appalled over it if it's indeed true.
[00:16:53.872 --> 00:16:56.433]  Let's go back and look at 9-11 from this angle.
[00:16:56.433 --> 00:16:57.854]  Why did you decide?
[00:16:57.854 --> 00:17:01.376]  I mean, I interviewed you in June of 2006, almost two years ago.
[00:17:01.376 --> 00:17:09.420]  You said, I have questions, Operation Northwoods, I have questions, Gulf of Tonkin, other staged events, but you went that far.
[00:17:09.420 --> 00:17:11.761]  And then last time, I didn't press you on 9-11.
[00:17:11.761 --> 00:17:14.303]  You brought it up during a break and said, I'd like to talk about it.
[00:17:14.303 --> 00:17:21.126]  Why did you decide to take that plunge and go ahead and write about it and question in your book and then go even further on my show?
[00:17:21.126 --> 00:17:21.747]  I mean, what...
[00:17:23.065 --> 00:17:26.727]  What spurred me to do it, first of all, I was like everyone.
[00:17:26.727 --> 00:17:30.969]  I couldn't comprehend, nor did I want to believe the worst.
[00:17:30.969 --> 00:17:33.410]  And we all know what the worst is.
[00:17:33.410 --> 00:17:39.913]  And I also was embarrassed a little bit that when it happened, I went on full military mode.
[00:17:39.913 --> 00:17:44.035]  I didn't question anything because I was the governor at the time.
[00:17:44.035 --> 00:17:49.558]  And I feel bad about that now because I could have been even more powerful then in questioning it.
[00:17:50.467 --> 00:17:53.668]  But I didn't, because again, I kind of went on military mode.
[00:17:53.668 --> 00:17:54.928]  Our country's been attacked.
[00:17:54.928 --> 00:17:57.088]  I believed what I was told.
[00:17:57.088 --> 00:17:58.509]  Believed it.
[00:17:58.509 --> 00:18:01.309]  And went accordingly.
[00:18:01.309 --> 00:18:12.592]  Well, then after I got out of office shortly thereafter, and of course the invasion of Iraq happened, which I opposed, I couldn't understand why, if Al Qaeda indeed truly attacked us,
[00:18:13.432 --> 00:18:16.913]  Why would we not be fighting them in Afghanistan?
[00:18:16.913 --> 00:18:23.155]  Instead, we're focusing and going in this other direction to Iraq, who had nothing to do with any of it.
[00:18:23.155 --> 00:18:29.076]  In fact, Saddam Hussein feared Al-Qaeda as a problem for him.
[00:18:29.076 --> 00:18:38.939]  So it didn't make sense to me on that aspect, and so when we invaded Iraq was when I truly, truly started to question President Bush and his policies.
[00:18:38.939 --> 00:18:41.660]  Because I opposed that war before it even happened.
[00:18:42.643 --> 00:19:07.906]  And that's when I thought, and my son kept on me, he kept telling me about this loose change that was on the internet, and I'm not very savvy to the internet generally, and finally he kept on me saying, you gotta watch this, and I kept even fighting with him, saying, come on, Ty, you can't believe everything on the internet, that, you know, there's no way these guys had to have attacked us, blah, blah, blah, blah, blah, blah.
[00:19:08.607 --> 00:19:20.250]  Well, then we got home from Mexico a couple years ago and one Sunday afternoon my wife and I both said, you know, let's watch that loose change thing that my son keeps telling you about.
[00:19:20.250 --> 00:19:25.271]  And so we had an hour or whatever it was, we went up to the computer room and we watched it.
[00:19:25.271 --> 00:19:28.952]  And when I watched it, it hit me like a punch in the stomach.
[00:19:30.299 --> 00:19:33.180]  The things that are brought up in it.
[00:19:33.180 --> 00:19:33.920]  Yeah.
[00:19:33.920 --> 00:19:40.742]  Well, I guess you'd call it my instincts.
[00:19:40.742 --> 00:19:49.964]  I just, as I watched it and started putting things together and the fact that why would George Bush drag his feet on any investigation?
[00:19:49.964 --> 00:19:53.725]  I put myself in that position as a governor or as a president.
[00:19:55.134 --> 00:19:57.816]  Do you know the truth about cancer treatments?
[00:19:57.816 --> 00:20:07.283]  Do you realize that with all presently accepted methods, you are not correctly attacking the cancer, and you are mostly fighting to survive the treatment?
[00:20:07.283 --> 00:20:14.389]  Do you realize that mutilating surgery, burning, and the poisoning of your entire system are totally unnecessary?
[00:20:15.109 --> 00:20:21.097]  But now, it's cancer's turn to die with LaceMedInc's patented methodology.
[00:20:21.097 --> 00:20:31.891]  Without cutting, bleeding, drugs, or damaging radiation, we can destroy skin cancer and breast tumors of any size without adverse side effects at our physician's office.
[00:20:32.652 --> 00:20:32.993]  I think so.
[00:20:53.934 --> 00:20:55.896]  Our beloved Republic is on her knees.
[00:20:55.896 --> 00:20:59.520]  The forces of globalism are destroying national sovereignty worldwide.
[00:20:59.520 --> 00:21:01.982]  But in Liberty's darkest hour, there is hope.
[00:21:01.982 --> 00:21:05.005]  The first time in modern history, the people are beginning to wake up.
[00:21:05.005 --> 00:21:10.751]  It is essential that Patriots worldwide accelerate their fellow man's understanding of the New World Order Master Plan.
[00:21:10.751 --> 00:21:14.675]  We have a short time frame to fully awaken and energize the people to meet this threat.
[00:21:14.995 --> 00:21:20.177]  In the Info War, PrisonPlanet.tv is a powerful weapon in the battle to regain our freedom.
[00:21:20.177 --> 00:21:23.218]  PrisonPlanet.tv is a vault of forbidden information.
[00:21:23.218 --> 00:21:30.462]  All 18 of my documentary films can be downloaded or streamed in super high quality directly to your computer or iPhone and shared with others.
[00:21:30.462 --> 00:21:36.444]  Thousands of special video reports, from tainted vaccines to martial law, can be found in this online video library.
[00:21:36.444 --> 00:21:40.946]  My weekly news television broadcast, thousands of exclusive audio interviews, and so much more.
[00:21:41.266 --> 00:21:44.109]  The Info War is waiting for you to set it free.
[00:21:44.109 --> 00:21:46.170]  Join PrisonPlanet.tv.
[00:21:46.170 --> 00:21:48.152]  Burn the info bombs to disk.
[00:21:48.152 --> 00:21:50.294]  Put them on the file sharing networks.
[00:21:50.294 --> 00:21:52.075]  Bring down the New World Order.
[00:21:52.075 --> 00:21:52.816]  PrisonPlanet.tv
[00:21:54.212 --> 00:21:58.335]  The United States seems to be celebrating over its triumph of reducing government debt.
[00:21:58.335 --> 00:22:11.044]  But the truth be told, public and private debt increased to a record high in 1999, reaching a peak of $14.8 trillion, marking a 10.57% annual increase, outpacing its previous 10 years.
[00:22:11.044 --> 00:22:11.485]  The U.S.
[00:22:11.485 --> 00:22:17.029]  economy receives its currency by taking on debt through a private banking institution called the Federal Reserve System.
[00:22:17.449 --> 00:22:20.432]  In the year 2000, debt growth collapsed to only 4.5%.
[00:22:20.432 --> 00:22:22.634]  It's bad enough that the U.S.
[00:22:22.634 --> 00:22:25.597]  citizens is bound by debt in order to have commerce.
[00:22:25.597 --> 00:22:32.063]  However, shocking the economy with the reduction of this magnitude could wipe out years of growth in a stock portfolio.
[00:22:32.063 --> 00:22:35.487]  Before you make your next investment decision, get the cold hard facts.
[00:22:35.487 --> 00:22:41.813]  Call 1-800-686-2237 for your free report on the outstanding level of public and private debt.
[00:22:42.373 --> 00:22:46.500]  You must understand how recession and depression are driven by outstanding debt.
[00:22:46.500 --> 00:22:46.720]  Call 1-800-686-2237.
[00:22:46.720 --> 00:22:46.920]  That's 1-800-686-2237.
[00:22:53.806 --> 00:22:58.208]  Prepare for an uncertain future with DVDs from the winner of 12 Telly Awards.
[00:22:58.208 --> 00:23:01.369]  Hoods Woods is the world leader in survival instructional videos.
[00:23:01.369 --> 00:23:10.713]  Hoods Woods produces an outstanding collection of survival DVDs from cave cooking to survival basics to home survival DVDs covering topics such as food storage and home emergency planning.
[00:23:10.713 --> 00:23:17.996]  You will learn survival techniques for use in the wild and in your very own home used by the scouts, the military, and families around the world.
[00:23:17.996 --> 00:23:18.456]  For a limited time
[00:23:18.516 --> 00:23:18.876]  I don't know.
[00:23:36.477 --> 00:23:36.877]  I think so.
[00:24:05.809 --> 00:24:17.253]  Governor Jesse Ventura, author of the new book that's on the bestseller list, a bunch of the different bestseller lists, Don't Start the Revolution Without Me.
[00:24:17.253 --> 00:24:20.874]  We have links where you can get it at InfoWars.com, but it's in stores everywhere.
[00:24:20.874 --> 00:24:24.015]  We're going to talk more about that before he leaves us.
[00:24:24.015 --> 00:24:28.156]  Governor Ventura, you were going over during that last segment that some stations didn't get
[00:24:29.436 --> 00:24:42.759]  Why hasn't there been an investigation when there's an investigation of a cop having an auto accident and getting hurt, or there's an investigation of a jumbo jet blowing up, or an investigation of the bridge collapse?
[00:24:42.759 --> 00:24:44.359]  I mean, it's not just that.
[00:24:44.359 --> 00:24:56.802]  Then we have how they've used 9-11 to take our liberties and freedoms, and how they directed us at the wrong country, like you mentioned, Iraq and Afghanistan, and how Bush then said, I'm not looking for bin Laden, I don't care where he is.
[00:24:57.482 --> 00:25:03.267]  And now how they're using anti-terror laws against the American people and federalizing everything.
[00:25:03.267 --> 00:25:04.988]  Can you give me your take on that, Governor?
[00:25:04.988 --> 00:25:07.090]  Well, I certainly don't like it.
[00:25:07.090 --> 00:25:10.933]  You know, we're called the United States of America.
[00:25:10.933 --> 00:25:12.634]  And that means states' rights.
[00:25:12.634 --> 00:25:16.517]  And for many things, I think states' rights should prevail.
[00:25:18.083 --> 00:25:34.406]  We always have a constant takeover by the federal government going on, and we have to stand up to it, and you have to find a way to do it, because we don't want to be the United States with no states.
[00:25:34.406 --> 00:25:41.748]  And that's the direction we seem to be going at, and that was one of my big disappointments in George Bush when he first took office.
[00:25:41.748 --> 00:25:46.529]  He said that he was going to be an old federalist-style president, power to the states, which I agreed with.
[00:25:47.507 --> 00:25:51.148]  And every decision he's made has been just the opposite.
[00:25:51.148 --> 00:26:01.812]  And case in point, like, what is it now, 11 or 12 states have voted for medicinal use of marijuana, and yet the federal government won't allow it.
[00:26:01.812 --> 00:26:11.815]  Oregon, I know, twice has voted for dignity and death, that if you're not going to live and you're dying, you have the right to be in control of your life.
[00:26:11.815 --> 00:26:14.256]  And the federal government says no.
[00:26:14.256 --> 00:26:15.897]  And so things like that.
[00:26:16.687 --> 00:26:32.912]  Are very disturbing to me because I like to have an option in this country that the state that I live in thinks a lot like me and I have the option in which to live there, but more and more I'm seeing that leave, so I tend to live in Mexico more today.
[00:26:32.912 --> 00:26:37.633]  Would you say that in any respects a third world country like Mexico has more freedoms than we have here?
[00:26:37.633 --> 00:26:39.554]  Well, I'll put it to you this way.
