[00:00:00.429 --> 00:00:02.190]  Government cover-ups.
[00:02:14.305 --> 00:02:18.950]  We understand the globalists, crime syndicate, we understand their attack pattern, their operations.
[00:02:19.329 --> 00:02:45.992]  Their blueprints, their program of enslavement and dehumanization and total domination, and we are doing our best as the organic response against tyranny to mobilize our fellow humans in the fight against a predatory class of our own race that is basically malfunctioning and engaged in a worldwide playland, wonderland, dreamland for psychopaths.
[00:02:47.850 --> 00:02:50.292]  Let's give you some of the news that's coming up today.
[00:02:50.292 --> 00:02:59.159]  Brown faces rebellion over hybrid embryo, human hybrid build, crossing humans with other species.
[00:02:59.159 --> 00:03:00.520]  We'll also get into U.S.
[00:03:00.520 --> 00:03:04.102]  deploys nuclear sub to Persian Gulf.
[00:03:04.102 --> 00:03:04.923]  Overall U.S.
[00:03:04.923 --> 00:03:06.604]  death toll in Iraq hits 4,000.
[00:03:06.604 --> 00:03:08.105]  That's a whitewash number.
[00:03:08.105 --> 00:03:10.287]  It was 15,000 two years ago.
[00:03:10.287 --> 00:03:14.050]  Al Qaeda deputy calls for strikes on U.S.
[00:03:14.050 --> 00:03:15.571]  interests, AFP says.
[00:03:16.192 --> 00:03:22.318]  Just like last week, some tape gets released, and it's just taken as proof.
[00:03:22.318 --> 00:03:27.082]  Talk about war propaganda, that Al-Qaeda is going to hit the European Union.
[00:03:27.082 --> 00:03:31.987]  So the CIA is going to hit the European Union, their bosses, their owners.
[00:03:31.987 --> 00:03:35.931]  Chuck Todd, media will let McCain get away with Al-Qaeda-Iran gaffe.
[00:03:35.931 --> 00:03:37.632]  We're going to be breaking that down.
[00:03:37.632 --> 00:03:41.536]  This is one of my pet peeves, and it's finally starting to get national attention.
[00:03:43.354 --> 00:03:48.738]  Ex-Communist official accuses China of staging violent Tibetan riots.
[00:03:48.738 --> 00:03:54.222]  Ming claims demonstrators radicalized and justified his crackdown and forced Dalai Lama to resign.
[00:03:54.222 --> 00:03:55.603]  We'll break that down.
[00:03:55.603 --> 00:03:59.946]  Fed's rescue halted as derivatives chair Noble.
[00:03:59.946 --> 00:04:04.850]  They say it halted a complete global collapse last week.
[00:04:04.850 --> 00:04:08.012]  That is the Fox patrolling the hen house.
[00:04:08.012 --> 00:04:08.973]  We'll be going over that.
[00:04:09.804 --> 00:04:14.508]  A survey shows gas prices skyrocket to all-time high last week.
[00:04:14.508 --> 00:04:15.689]  Home sales rose.
[00:04:15.689 --> 00:04:19.232]  Prices fell sharply in February.
[00:04:19.232 --> 00:04:25.638]  Clinton calls for panel on housing woes, going directly to those who engineered this.
[00:04:25.638 --> 00:04:31.683]  She wants Robert Rubin and former Fed chief, of course, Alan Greenspan, to save us from them.
[00:04:33.004 --> 00:04:37.626]  Asian giants seen keeping US trove despite dollar plunge.
[00:04:37.626 --> 00:04:42.587]  JP Morgan in negotiations to Rare Bear Stearns bid from $2 to $10.
[00:04:42.587 --> 00:04:45.428]  Truckers going broke and threatening to strike.
[00:04:45.428 --> 00:04:46.749]  It's all coming up today.
[00:04:46.749 --> 00:04:48.469]  Ultramassive transmission.
[00:04:48.469 --> 00:04:53.431]  Stay with us.
[00:04:53.431 --> 00:04:55.912]  It is a big idea.
[00:04:55.912 --> 00:04:57.673]  A new world order.
[00:04:57.673 --> 00:04:58.593]  In the near future.
[00:04:59.497 --> 00:05:02.558]  Earth is dominated by a powerful new world government.
[00:05:02.558 --> 00:05:05.379]  It's known as the Bilderberg Group.
[00:05:05.379 --> 00:05:08.159]  Could their objective be world domination?
[00:05:08.159 --> 00:05:11.360]  For thousands of years, their dark order grew.
[00:05:11.360 --> 00:05:18.682]  Now, as they hail the birth of the new world order, their great dream of exterminating 80% of humanity is at hand.
[00:05:21.704 --> 00:05:27.148]  For the first time in history, the elite's plan for world government is blown wide open.
[00:05:27.148 --> 00:05:31.010]  You will learn the secret that drives the entire New World Order agenda.
[00:05:31.010 --> 00:05:33.592]  Bill of Rights is making great progress toward a world government.
[00:05:33.592 --> 00:05:34.753]  Most people have no idea.
[00:05:34.753 --> 00:05:35.533]  They're not after money.
[00:05:35.533 --> 00:05:36.814]  They have all the money they need.
[00:05:36.814 --> 00:05:37.435]  They're after power.
[00:05:37.435 --> 00:05:38.956]  That's what they're after these years.
[00:05:38.956 --> 00:05:43.699]  Order Endgame on DVD at PrisonPlanet.com or InfoWars.com.
[00:05:43.699 --> 00:05:47.661]  Or watch it online right now at PrisonPlanet.tv.
[00:05:47.661 --> 00:05:50.463]  Endgame, blueprint for global enslavement.
[00:05:50.463 --> 00:05:51.544]  You have been warned.
[00:05:52.605 --> 00:05:57.128]  Are you fed up with all the side effects of chemicals in your shampoos and detergents?
[00:05:57.128 --> 00:06:02.233]  Even fragrances can signal some 4,000 separate ingredients, most of which are synthetic.
[00:06:02.233 --> 00:06:03.734]  Hi folks, Alex Jones here.
[00:06:03.734 --> 00:06:07.357]  Why not go back to basics and be safe with Calbin Pure Soaps?
[00:06:07.357 --> 00:06:12.761]  They're all natural and you'll save some 85% the money you're spending for your cleaning products now.
[00:06:12.761 --> 00:06:18.546]  Marty Schachter founded Calbin Soap Company in 1947 and provided products for health institutions.
[00:06:18.866 --> 00:06:21.369]  Now, Calvin Soaps are available to you and me.
[00:06:21.369 --> 00:06:23.912]  Triple concentrated for all your cleaning needs.
[00:06:23.912 --> 00:06:26.335]  From bathing and laundry to dishes, hair and more.
[00:06:26.335 --> 00:06:27.536]  No harsh chemicals.
[00:06:27.536 --> 00:06:28.718]  No animal testing.
[00:06:28.718 --> 00:06:30.059]  I use them and love them.
[00:06:30.059 --> 00:06:31.941]  Knowing they're all natural and safe.
[00:06:31.941 --> 00:06:33.363]  And I say big time.
[00:06:33.363 --> 00:06:34.825]  Call Calvin Pure Soap at 1-800-340-7091.
[00:06:37.568 --> 00:06:41.233]  That's 1-800-340-7091 or log on to 5starsoap.com now for a free catalog.
[00:06:41.233 --> 00:06:44.497]  Again, that number, 1-800-340-7091 or 5starsoap.com for all your cleaning needs.
[00:06:52.338 --> 00:06:59.241]  With oil at $105 per barrel and counting, radical changes need to be implemented if we're to avert becoming a third world nation.
[00:06:59.241 --> 00:07:04.103]  It's time to jump on the next wave of free energy and radical natural alternative health solutions.
[00:07:04.103 --> 00:07:06.203]  Introducing Orgon products.
[00:07:06.203 --> 00:07:12.706]  Orgon is the universal life force, the basic building block of all organic and inorganic matter in the material world.
[00:07:12.706 --> 00:07:15.047]  Orgon Electro Medicine is the wave of the future.
[00:07:15.307 --> 00:07:24.897]  Dating back to the late 1800s, Wilhelm Reich Oregon uses cloudbuster technology that can now be applied in your home for dramatic energy savings of up to 25%.
[00:07:24.897 --> 00:07:28.941]  The possible uses for this device are only limited by your imagination.
[00:07:28.941 --> 00:07:35.788]  For less than the cost of a doctor's visit, you can have in your hands a device that could lead to the end of all your problems.
[00:07:35.788 --> 00:07:38.131]  Health does not need to be expensive or complicated.
[00:07:38.391 --> 00:07:42.233]  Simple technology equals profound results at OregonProducts.org.
[00:07:42.233 --> 00:07:46.334]  That's O-R-G-O-N-E products dot org, or call 646-4985-309-646-4985-309.
[00:07:46.334 --> 00:07:54.357]  Visit OregonProducts.org today.
[00:07:54.357 --> 00:08:01.000]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:08:01.000 --> 00:08:03.981]  It's Alex Jones and the GCN Radio Network.
[00:08:18.396 --> 00:08:36.543]  I'm going to get into the economy, what's happening militarily, major buildup, accelerating, expanding in the Persian Gulf and surrounding areas in the Middle East and Central Asia.
[00:08:36.543 --> 00:08:39.624]  I've also got a bunch of big brother police state news here.
[00:08:45.666 --> 00:09:07.614]  But since last Thursday, I've spent quite a bit of time talking about Comcast and being reported on in the press that they're going to use cameras built into the cable boxes for facial recognition to make sure children don't watch violence on television.
[00:09:07.614 --> 00:09:09.054]  It's always for the children.
[00:09:09.054 --> 00:09:13.656]  And that this, of course, is a two-way camera, and they're going to track everything you do.
[00:09:14.537 --> 00:09:19.540]  You're viewing habits and then tailor advertising for you.
[00:09:19.540 --> 00:09:21.241]  That's the at least cover story.
[00:09:21.241 --> 00:09:30.727]  And that's they always fund their police state by having a mechanism to make it pay for itself.
[00:09:30.727 --> 00:09:36.651]  And that's how we went into Big Brotherville.
[00:09:36.651 --> 00:09:38.952]  I was thinking about it this morning.
[00:09:38.952 --> 00:09:39.553]  We are
[00:09:40.808 --> 00:09:55.477]  At the point of surveillance at least, more in a 1984 society than the individuals living in George Orwell's fictional 1984 when he wrote that in 1948.
[00:09:55.477 --> 00:10:02.080]  We are under greater, more detailed, everyday surveillance than Winston in 1984.
[00:10:10.196 --> 00:10:13.298]  I just want that to sink in.
[00:10:13.298 --> 00:10:39.294]  And the masters of our society, the social planners, the social architects, they have been lovingly, I use that term, it's an art form to them, tyranny and abuse and domination and control and I mean they bring a certain neurotic, obsessive, compulsive genius to laying all this out and covering every base and
[00:10:41.252 --> 00:10:48.656]  Setting up sub-propaganda programs for those that even escape their net, they get caught in other nets.
[00:10:48.656 --> 00:10:54.280]  The trillions of dollars spent in the Western world putting this grid into place.
[00:10:54.280 --> 00:11:04.286]  The slow implementation and incremental implementation of soft-kill biological chemical operations against the people of the planet.
[00:11:04.286 --> 00:11:06.447]  And they argue, well look at us, we're the elite.
[00:11:07.415 --> 00:11:08.175]  We know best.
[00:11:08.175 --> 00:11:31.620]  We were able to take over, we're able to organize this, we're able to do this, and the average person we enslave can't find their own country on a map, doesn't know their system of government, doesn't have the basic understanding of how societies operate, how elites operate, how business and mercantile ventures operate, and so it is our right as the elite, because we're in power, might makes right,
[00:11:32.239 --> 00:11:45.227]  Through a social Darwinistic view to not just dominate you and dumb you down, that's a means to an end to finally retire you, get you out of your mindless living.
[00:11:45.227 --> 00:11:55.633]  What's the point of living if you're just a bunch of football-watching, beer-guzzling, pot-bellied, know-it-all tough guys strutting around thumping your chest?
[00:11:55.633 --> 00:12:01.316]  We'll take a small portion of your number and integrate you into the military, brainwash you, shave your head,
[00:12:03.430 --> 00:12:12.978]  Give you your devil tats, merge you into a group of illegal aliens and aggravated felons, and you can be part of the new force, but only for a time.
[00:12:12.978 --> 00:12:20.984]  We're in a transition into the technocracy right now, into the robotic extermination grid.
[00:12:20.984 --> 00:12:25.308]  The control grid, as the Pentagon calls it.
[00:12:25.308 --> 00:12:30.272]  A control freak's paradise, where there are endless levers and buttons to push, and endless
[00:12:31.073 --> 00:12:35.214]  Endless programs to be overseen.
[00:12:35.214 --> 00:12:46.836]  The great enjoyment and satisfaction by a job well done as they mutate and dumb down and exterminate us.
[00:12:46.836 --> 00:12:49.237]  But think about it.
[00:12:49.237 --> 00:12:58.179]  We are more surveilled and the systems are being put into place and being activated to make us
[00:13:00.768 --> 00:13:10.937]  Not just more surveilled than 1984, we've just crossed that meridian in the last few years, but to be hundreds of times more surveilled.
[00:13:10.937 --> 00:13:23.569]  The passive cameras that are in the bathroom, it's all part of the Big Brother's humiliation, all part of that feeling of no privacy.
[00:13:23.569 --> 00:13:26.612]  In the bathrooms, didn't shout orders at you.
[00:13:29.966 --> 00:13:35.308]  Track your psychological mannerisms and facial expressions.
[00:13:35.308 --> 00:13:38.628]  A human had to do that in 1984.
[00:13:38.628 --> 00:13:40.829]  And that made it tough because you never knew when they were watching.
[00:13:40.829 --> 00:13:46.991]  Well, in this system, they're always watching because the computers are doing.
[00:13:46.991 --> 00:13:58.154]  And then it's all just put into the aggregate, into your file, into different bars and charts and graphs for your exact type and how to deal with you and how to counter you and
[00:13:58.621 --> 00:14:07.288]  How to sell you and how to torture you when you're strapped down many years from now being tortured by the local technician.
[00:14:07.288 --> 00:14:15.575]  But it'll all be humane because the computer will be telling them what to do and what procedures to take.
[00:14:15.575 --> 00:14:21.680]  They'll have every purchasing choice you made, every website you visited, all of it integrated
[00:14:23.266 --> 00:14:33.452]  Into your exact psychological type and exactly what your room 101 is, what will break you.
[00:14:33.452 --> 00:14:37.474]  And many of you that have served this system will wonder why you're being tortured.
[00:14:37.474 --> 00:14:45.959]  And you're going to find out it's because they decided in your psychological profile that you were just happy and creative.
[00:14:45.959 --> 00:14:52.443]  And even though at one level of your psyche you submitted to them, at another level you were rebelling subconsciously against them and they didn't like it.
[00:14:54.855 --> 00:14:59.358]  And you'll squeal and beg and plead and apologize as they're torturing you.
[00:14:59.358 --> 00:15:07.685]  Of course, at the end of the day, they will scientifically analyze themselves and already have and say, well, we built this scientific grid to please ourselves.
[00:15:07.685 --> 00:15:10.146]  We really just like to torture you.
[00:15:10.146 --> 00:15:16.151]  We're the priest of power, and we've built a paranoid, backstabbing, torturing system
[00:15:18.118 --> 00:15:28.627]  So that we could basically have a system that could never be overthrown, so we could go to extremes of evil that had never been seen before.
[00:15:28.627 --> 00:15:31.269]  Because we are pioneers of evil.
[00:15:31.269 --> 00:15:37.214]  We are trailblazers in stomping on the human soul.
[00:15:37.214 --> 00:15:41.397]  On taking everything innocent and tearing it limb from limb.
[00:15:41.397 --> 00:15:43.279]  Because to us, that is beautiful.
[00:15:47.093 --> 00:15:48.674]  That's what they'll say to you.
[00:15:48.674 --> 00:15:55.658]  And I've studied, you know, you learn a lot about the elite, about their art, through their art.
[00:15:55.658 --> 00:16:01.122]  Many years ago, I was doing a search on Arnold Schwarzenegger because I was making martial law back in 2004, 2005.
[00:16:01.122 --> 00:16:09.627]  And I spent days just searching, deep searches on Schwarzenegger and in non-filtered search engines.
[00:16:13.032 --> 00:16:34.530]  And I found more and more of his art, and then once I found out about his art taste, I was able to search under Schwarzenegger's taste in art, and of course I found that British Lords, it's their favorite, and many of our politicians, and they have private art displays in their homes, wings of their homes, because the general public can't see this, and it's all Hellraiser stuff.
[00:16:34.530 --> 00:16:39.254]  But it's real, it's x-rays of dead babies, it's up-close photos of dead children,
[00:16:40.771 --> 00:16:50.153]  It's little girl soft porn of eight-year-old girls in Nazi uniforms with their legs spread.
[00:16:50.153 --> 00:16:56.055]  You can find pictures of Arnold Schwarzenegger flying to Germany just to see these art displays.
[00:16:56.055 --> 00:17:08.438]  Can you imagine getting on an airplane and flying on his own personal Gulfstream jet from California
[00:17:11.479 --> 00:17:14.282]  What is that, like six, seven thousand, eight thousand miles?
[00:17:14.282 --> 00:17:26.854]  Just to look at pictures of ten-year-olds with maggots on their face.
[00:17:26.854 --> 00:17:29.877]  To them, children being torn limb from limb is beautiful.
[00:17:29.877 --> 00:17:34.381]  Their guts flopping out and splattering all over the ground.
[00:17:34.381 --> 00:17:36.083]  To me, it's absolute horror.
[00:17:36.829 --> 00:17:39.311]  And I feel the dark force growing.
[00:17:39.311 --> 00:17:40.812]  I feel it surging.
[00:17:40.812 --> 00:17:43.994]  I see it manifesting.
[00:17:43.994 --> 00:17:46.255]  And every fiber of me wants to resist it.
[00:17:46.255 --> 00:17:48.517]  Wants to engage it.
[00:17:48.517 --> 00:17:51.839]  Wants to tear it down and break it.
[00:17:51.839 --> 00:17:55.781]  Because it's a danger to innocence.
[00:17:55.781 --> 00:18:01.565]  I love purity and honor and truth.
[00:18:01.565 --> 00:18:03.566]  I love beauty.
[00:18:03.566 --> 00:18:04.487]  I love innocence.
[00:18:04.487 --> 00:18:06.208]  I love to see innocence flourish.
[00:18:11.109 --> 00:18:26.814]  I love fields of flowers and all their little delicate designs and even the blemishes on the flowers as they near their end is even more beautiful than the clover.
[00:18:26.814 --> 00:18:32.136]  The globulous like to see that burned with fire.
[00:18:32.136 --> 00:18:34.357]  And they come for you.
[00:18:34.357 --> 00:18:38.258]  They've already taken your psyches, your souls, your minds.
[00:18:38.258 --> 00:18:40.099]  Many of you where you can't even understand me now.
[00:18:43.479 --> 00:18:48.101]  They are waging war on you.
[00:18:48.101 --> 00:18:51.702]  First, they train you to be cynical.
[00:18:51.702 --> 00:18:58.685]  And they train you to not care about your neighbors.
[00:18:58.685 --> 00:19:02.966]  Because once they've done that, your neighbors aren't going to care about you either.
[00:19:02.966 --> 00:19:05.247]  And now you can be easily targeted.
[00:19:05.247 --> 00:19:08.148]  Now the wolves have isolated you.
[00:19:08.148 --> 00:19:10.469]  They take our young men and they make them falsely
[00:19:11.417 --> 00:19:14.939]  All young men want to be warriors, want to defend the tribe.
[00:19:14.939 --> 00:19:17.441]  They take that and they show them images of evil.
[00:19:17.441 --> 00:19:19.944]  They take them and they show them suits of evil.
[00:19:19.944 --> 00:19:24.888]  They take them and they show them models of evil, idols of evil, systems of evil.
[00:19:24.888 --> 00:19:27.310]  They tell them that is manly, that is strong.
[00:19:27.310 --> 00:19:29.431]  And they imprint on that evil.
[00:19:29.431 --> 00:19:36.877]  And their journey towards the dark side is complete.
[00:19:36.877 --> 00:19:39.800]  Alright, I'll stop ranting.
[00:19:41.243 --> 00:19:44.716]  And I'll get into the financial news and a lot more on the other side.
[00:19:54.332 --> 00:19:57.014]  Do you know the truth about cancer treatments?
[00:19:57.014 --> 00:20:06.482]  Do you realize that with all presently accepted methods, you are not correctly attacking the cancer, and you are mostly fighting to survive the treatment?
[00:20:06.482 --> 00:20:13.568]  Do you realize that mutilating surgery, burning, and the poisoning of your entire system are totally unnecessary?
[00:20:14.289 --> 00:20:20.271]  But now, it's cancer's turn to die with LaceMedInc's patented methodology.
[00:20:20.271 --> 00:20:31.056]  Without cutting, bleeding, drugs, or damaging radiation, we can destroy skin cancer and breast tumors of any size without adverse side effects at our physician's office.
[00:20:31.636 --> 00:20:32.256]  It is a big idea.
[00:20:32.256 --> 00:20:33.217]  A new world order.
[00:20:33.217 --> 00:20:34.577]  In the near future.
[00:20:59.494 --> 00:21:02.555]  Earth is dominated by a powerful world government.
[00:21:02.555 --> 00:21:05.376]  It's known as the Bilderberg Group.
[00:21:05.376 --> 00:21:08.176]  Could their objective be world domination?
[00:21:08.176 --> 00:21:11.357]  For thousands of years, their dark order grew.
[00:21:11.357 --> 00:21:18.679]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:21:21.698 --> 00:21:27.162]  For the first time in history, the elite's plan for world government is blown wide open.
[00:21:27.162 --> 00:21:31.024]  You will learn the secret that drives the entire New World Order agenda.
[00:21:31.024 --> 00:21:33.586]  Build America is making great progress toward a world government.
[00:21:33.586 --> 00:21:34.767]  Most people have no idea.
[00:21:34.767 --> 00:21:35.547]  They're not after money.
[00:21:35.547 --> 00:21:36.828]  They have all the money they need.
[00:21:36.828 --> 00:21:37.789]  They're after power.
[00:21:37.789 --> 00:21:38.950]  That's their aphrodisiac.
[00:21:38.950 --> 00:21:47.675]  Order Endgame on DVD at PrisonPlanet.com or InfoWars.com or watch it online right now at PrisonPlanet.tv.
[00:21:47.675 --> 00:21:50.477]  Endgame, blueprint for global enslavement.
[00:21:50.477 --> 00:21:51.518]  You have been warned.
[00:21:51.578 --> 00:21:51.701]  Yeah.
[00:21:53.041 --> 00:21:54.322]  I'm Dr. Bill Deagle, M.D.
[00:21:54.322 --> 00:21:56.743]  of the Nutramedical Report here on Genesis.
[00:21:56.743 --> 00:21:59.784]  Allicin, a natural antibiotic from Allomax Nutraceuticals U.S.
[00:21:59.784 --> 00:22:00.524]  is a real thing.
[00:22:00.524 --> 00:22:07.528]  This amazing molecule is a stabilized antimicrobial antipathogenic killer for fresh, never before available garlic.
[00:22:07.528 --> 00:22:18.533]  Allicin molecule is biologically active against all bacterial pathogens, viruses, fungi, parasites, TB, and it kills fleshy bacteria, MRSA, Acinetobacter infections that ravage our everyday health.
[00:22:18.533 --> 00:22:21.814]  Taken daily, it removes these stealth pathogens, clearing our bodies of
[00:22:21.954 --> 00:22:27.398]  Disease activators that cause chronic health issues and means a much higher level of wellness for you and your family.
[00:22:27.398 --> 00:22:39.806]  Order today for fighting disease, turning on your immune system, activating infection-fighting properties against sinus, lung, bowel, skin, Lyme disease, nail fungus, colds, flu, ringworm, gum disease, diarrhea, athlete's foot and cholesterol.
[00:22:39.806 --> 00:22:43.148]  Secure online ordering is available at NutraMedical.com or call 888-212-8871.
[00:22:43.148 --> 00:22:46.711]  That number again, 888-212-8871 for the most powerful natural antimicrobial available.
[00:22:52.334 --> 00:22:54.335]  Our beloved Republic is on her knees.
[00:22:54.335 --> 00:22:57.936]  The forces of globalism are destroying national sovereignty worldwide.
[00:22:57.936 --> 00:23:00.417]  But in Liberty's darkest hour, there is hope.
[00:23:00.417 --> 00:23:03.478]  The first time in modern history, the people are beginning to wake up.
[00:23:03.478 --> 00:23:09.260]  It is essential that patriots worldwide accelerate their fellow man's understanding of the New World Order Master Plan.
[00:23:09.260 --> 00:23:13.202]  We have a short time frame to fully awaken and energize the people to meet this threat.
[00:23:13.542 --> 00:23:18.746]  In the Info War, PrisonPlanet.tv is a powerful weapon in the battle to regain our freedom.
[00:23:18.746 --> 00:23:21.828]  PrisonPlanet.tv is a vault of forbidden information.
[00:23:21.828 --> 00:23:29.113]  All 18 of my documentary films can be downloaded or streamed in super high quality directly to your computer or iPhone and shared with others.
[00:23:29.113 --> 00:23:35.117]  Thousands of special video reports, from tainted vaccines to martial law, can be found in this online video library.
[00:23:35.117 --> 00:23:39.660]  My weekly news television broadcast, thousands of exclusive audio interviews, and so much more.
[00:23:39.960 --> 00:23:42.823]  The Info War is waiting for you to set it free.
[00:23:42.823 --> 00:23:44.905]  Join PrisonPlanet.tv.
[00:23:44.905 --> 00:23:46.887]  Burn the info bombs to disk.
[00:23:46.887 --> 00:23:49.049]  Put them on the file sharing networks.
[00:23:49.049 --> 00:23:50.850]  Bring down the New World Order.
[00:23:50.850 --> 00:23:51.591]  PrisonPlanet.tv
[00:24:09.592 --> 00:24:16.258]  So much going on, so much going on.
[00:24:16.258 --> 00:24:20.421]  So many things going on in the world.
[00:24:20.421 --> 00:24:25.145]  Babies dying, mothers crying.
[00:24:25.145 --> 00:24:31.510]  How much all this one human life worth.
[00:24:31.510 --> 00:24:35.113]  What happened to peace on earth?
[00:24:37.418 --> 00:24:39.940]  We believe everything that they tell us.
[00:24:39.940 --> 00:24:43.642]  They're gonna kill us.
[00:24:43.642 --> 00:24:47.685]  We better kill them first.
[00:24:47.685 --> 00:24:50.526]  But I remember a commandment.
[00:24:50.526 --> 00:24:52.888]  Thou shall not kill.
[00:24:52.888 --> 00:24:57.871]  How much is that soldier's life worth?
[00:24:57.871 --> 00:25:00.913]  What happened to peace on earth?
[00:25:02.053 --> 00:25:12.057]  55 plus years into a war that will go on for 50 plus years according to official Pentagon plans.
[00:25:12.057 --> 00:25:13.918]  They were never coming back.
[00:25:13.918 --> 00:25:14.978]  They were never leaving.
[00:25:14.978 --> 00:25:20.740]  Yeah, they won't lie to me.
[00:25:20.740 --> 00:25:26.103]  Not on my own damn TV.
[00:25:26.103 --> 00:25:29.484]  See, they have the public version of things, the public simulation.
[00:25:30.544 --> 00:25:33.986]  Of news and true information.
[00:25:33.986 --> 00:25:35.947]  And then they have the reality.
[00:25:35.947 --> 00:25:41.430]  And they don't hide that because policy makers and the rest of them have to go off of it.
[00:25:41.430 --> 00:25:43.191]  And it's all right there in front of everybody.
[00:25:43.191 --> 00:25:55.478]  In fact, I wanted to play this clip and I forgot to ask you, John, do you have the NBC little clip where he's talking about John McCain, not knowing the difference between Shiite and Sunni, John?
[00:25:58.712 --> 00:26:07.435]  Let's go ahead and roll that first before I get into the war news, because people wonder why I've made such a big deal about this.
[00:26:07.435 --> 00:26:12.897]  The general public, including John McCain, doesn't even know who the supposed enemy is.
[00:26:12.897 --> 00:26:28.202]  And this reporter makes a good point when he's on there on the morning show Sunday, discussing the fact that John McCain really does know.
[00:26:29.574 --> 00:26:32.395]  That Iran isn't Al-Qaeda.
[00:26:32.395 --> 00:26:40.419]  Because on the talk radio circuit and domestically in the U.S., every day, the news is saying Iran is Al-Qaeda.
[00:26:40.419 --> 00:26:42.380]  And that Iran is training Al-Qaeda.
[00:26:42.380 --> 00:26:44.962]  And Bush has said that.
[00:26:44.962 --> 00:26:45.802]  So let's go ahead and roll it.
[00:26:46.750 --> 00:26:51.016]  John McCain has been traveling in Europe and in the Middle East.
[00:26:51.016 --> 00:26:52.599]  Had some problems in Jordan.
[00:26:52.599 --> 00:26:57.005]  He talked about Al-Qaeda being trained by the Iranians.
[00:26:57.005 --> 00:27:01.572]  And then Lindsey Graham, who he was with, and then Joe Lieberman both tried to say to him,
[00:27:02.305 --> 00:27:07.269]  Al-Qaeda is Sunni, not trained by the Shiite Iranian government.
[00:27:07.269 --> 00:27:08.610]  Does that kind of stumble?
[00:27:08.610 --> 00:27:09.811]  Heard of McCain fantasy?
[00:27:09.811 --> 00:27:29.245]  Well, what's odd about the stumble is that, is it a stumble, or was it this talking point that he'd been using for actually a couple weeks, or over a week, where he was talking about sort of almost blurring the enemy of Al-Qaeda and the enemy of the Shia-trained Iranians, and sort of blurring them as one enemy.
[00:27:30.145 --> 00:27:32.626]  And that's right, that's NBC's political director Chuck Todd with Tim Russert.
[00:27:32.626 --> 00:27:33.706]  But it's a thousand times worse than this.
[00:27:33.706 --> 00:27:34.446]  Literally.
[00:27:57.233 --> 00:28:00.935]  When I say a thousand times, it's even worse than that.
[00:28:00.935 --> 00:28:07.177]  It isn't just that the media and the Pentagon lies and keeps saying... I mean, they... You ought to hear Armed Forces Radio.
[00:28:07.177 --> 00:28:10.219]  I tune into it sometimes on the internet.
[00:28:10.219 --> 00:28:15.361]  Or you ought to hear these kind of neocon talk networks they've got.
[00:28:15.361 --> 00:28:18.782]  Like USA and the rest of them.
[00:28:18.782 --> 00:28:24.985]  I mean, they will constantly say, Iran's backing Al-Qaeda attacks on our troops.
[00:28:26.983 --> 00:28:28.745]  And I hear it on talk radio every day.
[00:28:28.745 --> 00:28:29.906]  We got a nuke Iran.
[00:28:29.906 --> 00:28:32.448]  They attacked us on 9-11.
