[00:00:00.649 --> 00:00:02.391]  Government cover-ups.
[00:02:40.459 --> 00:02:44.702]  And we will get you up and on the air coming up in the next segment.
[00:02:44.702 --> 00:02:50.546]  I didn't get around yesterday to playing Governor Ridge being questioned by Gary Franchi and others.
[00:02:50.546 --> 00:02:51.147]  It's a good clip.
[00:02:51.147 --> 00:02:54.489]  We're going to play some of that coming up later this hour too.
[00:03:08.545 --> 00:03:20.114]  We have a lot of economic news, a lot of military news that we're going to be going over today, and a huge stack of other issues.
[00:03:20.114 --> 00:03:24.377]  Things like fingerprint scanners help companies track workers.
[00:03:24.377 --> 00:03:35.546]  And it says that it's the new way to clock in, that they're completely phasing out basically the regular clocks, and that this is being adopted worldwide.
[00:03:36.584 --> 00:03:39.526]  And so I want to spend a few minutes explaining why this is a bad idea.
[00:03:39.526 --> 00:03:42.149]  People say, well, it's just a new technology.
[00:03:42.149 --> 00:03:46.112]  Kind of like a new year model of a car comes out.
[00:03:46.112 --> 00:03:48.534]  No, that's not what this is.
[00:03:48.534 --> 00:03:50.495]  And so we'll briefly break that down.
[00:03:50.495 --> 00:03:56.740]  Also, crude oil surges after Basra pipeline bombing.
[00:03:56.740 --> 00:04:03.326]  Clear Channel, Bain-Lee, Sue Banks over buyout plan, the big
[00:04:05.240 --> 00:04:14.763]  Multi-billion dollar, $19.5 billion acquisition of Clear Channel has fallen through.
[00:04:14.763 --> 00:04:16.424]  So we'll be getting into that report.
[00:04:16.424 --> 00:04:20.685]  That is going to affect radio like nothing you've ever seen.
[00:04:20.685 --> 00:04:22.626]  Or potentially could.
[00:04:22.626 --> 00:04:27.807]  Other developments in communications are going to affect it, period, like you've never seen.
[00:04:27.807 --> 00:04:31.468]  Bloomberg, Obama meeting fuels endorsement rumors.
[00:04:31.468 --> 00:04:32.869]  Well, that's not a hard call to make.
[00:04:34.648 --> 00:04:40.071]  I want to talk about the Iraq surge and how they claim that that is success.
[00:04:40.071 --> 00:04:43.434]  Of course, I predicted the surge.
[00:04:43.434 --> 00:04:45.375]  It's not very hard.
[00:04:45.375 --> 00:04:49.938]  Another trick out of the Carnival Barker's bag of tricks.
[00:04:49.938 --> 00:04:53.600]  PrisonPlanet.com, Infowars.com.
[00:04:53.600 --> 00:04:54.901]  It is a big idea.
[00:04:56.061 --> 00:04:57.823]  A new world order.
[00:04:57.823 --> 00:05:02.730]  In the near future, Earth is dominated by a powerful world government.
[00:05:02.730 --> 00:05:05.554]  It's known as the Bilderberg Group.
[00:05:05.554 --> 00:05:07.756]  Could their objective be world domination?
[00:05:08.359 --> 00:05:11.522]  For thousands of years, their dark order grew.
[00:05:11.522 --> 00:05:21.893]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:05:21.893 --> 00:05:26.839]  For the first time in history, the elite's plan for world government is blown wide open.
[00:05:27.319 --> 00:05:31.182]  You will learn the secret that drives the entire New World Order agenda.
[00:05:31.182 --> 00:05:33.744]  Build America is making great progress in the New World Order.
[00:05:33.744 --> 00:05:34.905]  Most people have no idea.
[00:05:34.905 --> 00:05:35.706]  They're not after money.
[00:05:35.706 --> 00:05:36.967]  They have all the money they need.
[00:05:36.967 --> 00:05:37.968]  They're after power.
[00:05:37.968 --> 00:05:39.109]  That's their aphrodisiac.
[00:05:39.109 --> 00:05:43.872]  Order Endgame on DVD at PrisonPlanet.com or InfoWars.com.
[00:05:43.872 --> 00:05:47.836]  Or watch it online right now at PrisonPlanet.tv.
[00:05:47.836 --> 00:05:50.638]  Endgame, blueprint for global enslavement.
[00:05:50.638 --> 00:05:51.799]  You have been warned.
[00:05:52.748 --> 00:05:57.270]  Are you fed up with all the side effects of chemicals in your shampoos and detergents?
[00:05:57.270 --> 00:06:02.373]  Even fragrances can signal some 4,000 separate ingredients, most of which are synthetic.
[00:06:02.373 --> 00:06:03.894]  Hi folks, Alex Jones here.
[00:06:03.894 --> 00:06:07.496]  Why not go back to basics and be safe with Calbin Pure Soaps?
[00:06:07.496 --> 00:06:12.899]  They're all natural and you'll save some 85% the money you're spending for your cleaning products now.
[00:06:12.899 --> 00:06:18.682]  Marty Schachter founded Calbin Soap Company in 1947 and provided products for health institutions.
[00:06:19.002 --> 00:06:21.523]  Now, Calvin Soaps are available to you and me.
[00:06:21.523 --> 00:06:24.043]  Triple concentrated for all your cleaning needs.
[00:06:24.043 --> 00:06:26.464]  From bathing and laundry to dishes, hair and more.
[00:06:26.464 --> 00:06:27.664]  No harsh chemicals.
[00:06:27.664 --> 00:06:28.865]  No animal testing.
[00:06:28.865 --> 00:06:30.205]  I use them and love them.
[00:06:30.205 --> 00:06:32.086]  Knowing they're all natural and safe.
[00:06:32.086 --> 00:06:33.506]  And I say big time.
[00:06:33.506 --> 00:06:34.746]  Call Calvin Pure Soap at 1-800-340-7091.
[00:06:34.746 --> 00:06:34.986]  That's 1-800-340-7091.
[00:06:34.986 --> 00:06:36.667]  Or log on to 5starsoap.com now for a free catalog.
[00:06:44.989 --> 00:06:47.276]  Again that number, 1-800-340-7091 or 5starsoap.com for all your cleaning needs.
[00:06:52.506 --> 00:06:52.966]  Fact.
[00:06:52.966 --> 00:06:59.010]  Rapid industrialization has resulted in environmental pollution and its curse on world health is staggering.
[00:06:59.010 --> 00:07:03.353]  We live in a toxic world that is bombarded by seven new chemicals each day.
[00:07:03.353 --> 00:07:11.058]  The human body is amazing and efficient in design, but because of the polluted world in which we live, is unable to remove all toxins.
[00:07:11.058 --> 00:07:11.838]  The solution.
[00:07:11.838 --> 00:07:15.801]  Detoxification integrated with Electro Chi Premier Energy Foot Spa.
[00:07:16.041 --> 00:07:25.189]  The LectroChi Premier Energy Foot Spa helps to aid in cleansing the body of harmful toxins while energizing and oxygenating your entire body at the cellular level.
[00:07:25.189 --> 00:07:33.396]  Detoxification works with the LectroChi Premier Energy Foot Spa because it addresses the needs of individual cells, the building blocks of human life.
[00:07:33.396 --> 00:07:37.920]  For mental clarity, restored vitality, a stronger immune system, clear skin,
[00:07:38.140 --> 00:07:38.501]  We're good.
[00:07:57.659 --> 00:08:02.502]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:08:02.502 --> 00:08:04.082]  You want answers?
[00:08:04.082 --> 00:08:05.643]  Well, so does he.
[00:08:05.643 --> 00:08:09.826]  He's Alex Jones on the GCN Radio Network.
[00:08:09.826 --> 00:08:13.928]  And now, live from Austin, Texas, Alex Jones.
[00:08:26.946 --> 00:08:37.273]  If you go up to InfoWars.com or JonesReport.com, Aaron Dykes now works on both the sites with Curt Nemo.
[00:08:37.273 --> 00:08:51.423]  He wrote a little blurb about Gary Franchi and others really tag-teaming former Homeland Security head Ridge, and here they are asking him about the Bohemian Grove.
[00:08:51.423 --> 00:08:55.326]  Now, we've gone from the media eight years ago saying Bohemian Grove didn't exist
[00:08:56.713 --> 00:09:00.616]  The New York Times said it doesn't exist, and neither does Bilderberg.
[00:09:00.616 --> 00:09:05.599]  Even though New York Times editor-in-chief goes to both, routinely.
[00:09:05.599 --> 00:09:07.621]  Editors throughout the decades ago.
[00:09:07.621 --> 00:09:11.283]  They said it doesn't exist, and we're literally insane.
[00:09:11.283 --> 00:09:12.464]  Just like CNN.
[00:09:12.464 --> 00:09:14.385]  Doesn't this insult your intelligence?
[00:09:14.385 --> 00:09:23.532]  That CNN and Fox, we've played the clips here, got up and said Ron Paul was nutty, that was a CNN quote, that he believed in something called the Trans-Texas Corridor,
[00:09:24.426 --> 00:09:30.010]  And they all, like five people on the panel, all laughed in unison.
[00:09:30.010 --> 00:09:32.471]  Fox said the same thing.
[00:09:32.471 --> 00:09:36.494]  It doesn't exist!
[00:09:36.494 --> 00:09:42.117]  8,000 miles of existing roads publicly being taken over and having toll roads put on them.
[00:09:42.117 --> 00:09:46.119]  New roads, almost every major new road having toll roads slapped on it.
[00:09:46.119 --> 00:09:50.002]  And the documents have come out from the budget that it's all been paid for by our gas money.
[00:09:50.876 --> 00:09:52.037]  Gas receipts are way up.
[00:09:52.037 --> 00:09:52.958]  They don't care.
[00:09:52.958 --> 00:09:55.800]  It's all about raping the people.
[00:09:55.800 --> 00:10:09.351]  Then it turns out that Sentra has put in no money other than lobbying money and has promised a billion dollars in something that is hundreds of billions of dollars in taxpayer-built roads.
[00:10:10.467 --> 00:10:13.249]  It's simple, you buy a few politicians, they hand the roads over.
[00:10:13.249 --> 00:10:24.836]  There's billboards, TV ads, you go see movies in Texas, most movie theaters in the last few years, most of you have seen it, run cartoon ads for the text tag and the Trans-Texas Corridor.
[00:10:24.836 --> 00:10:33.661]  I don't know how many there are, I've seen them on like 15 different, more than that, just all over Austin.
[00:10:33.661 --> 00:10:37.704]  All over Austin are giant Trans-Texas Corridor signs.
[00:10:39.062 --> 00:10:44.046]  With a guy with a cowboy hat leaning out of his truck saying, it's Texan to be taxed.
[00:10:44.046 --> 00:10:45.647]  I mean, it's disgusting.
[00:10:45.647 --> 00:10:48.850]  Put a cowboy on it and people will buy it around here.
[00:10:48.850 --> 00:10:49.951]  Doesn't exist!
[00:10:49.951 --> 00:10:55.255]  Doesn't matter if you try a trans-Texas corridor on, you'll be on the state of Texas website, federal websites.
[00:10:55.255 --> 00:10:59.098]  They just say it doesn't exist!
[00:10:59.098 --> 00:11:02.901]  Well, when I snuck into Bohemian Grove eight years ago with Mike Hanson,
[00:11:05.675 --> 00:11:17.185]  By the way, people have gotten mad at me for saying I didn't go into every 2,700 acres, and I didn't go into every camp, and I didn't show everything that was in there.
[00:11:17.185 --> 00:11:21.369]  I was inside the Grove for five hours.
[00:11:21.369 --> 00:11:24.371]  An hour of that in the dark.
[00:11:24.371 --> 00:11:27.454]  For the 30 minutes or so that I was walking through the forest
[00:11:29.443 --> 00:11:30.064]  We're good.
[00:11:48.146 --> 00:11:57.133]  So some criticism that, you know, somebody releases a photo of a pentagram at some camp or a photo of some statue and then, Alex didn't show that!
[00:11:57.133 --> 00:12:01.557]  It's 2,700 acres!
[00:12:01.557 --> 00:12:11.865]  I was probably walked through the middle of in my, what I could see was about 200 acres.
[00:12:11.865 --> 00:12:15.388]  And that's not even, I mean, that's what I could see at the edge of my vision.
[00:12:15.388 --> 00:12:16.709]  I was in the gourd.
[00:12:17.998 --> 00:12:20.860]  There's other areas of the camp.
[00:12:20.860 --> 00:12:21.500]  It doesn't matter.
[00:12:21.500 --> 00:12:23.261]  There's no point in answering criticism.
[00:12:23.261 --> 00:12:26.843]  It doesn't matter.
[00:12:26.843 --> 00:12:28.624]  Why didn't you go up and talk to George Bush?
[00:12:28.624 --> 00:12:30.385]  Stick a camera in his face.
[00:12:30.385 --> 00:12:32.266]  Well, he'd already had me arrested once.
[00:12:32.266 --> 00:12:36.268]  I wasn't going to walk up and tell him, please take your black hood off.
[00:12:36.268 --> 00:12:38.430]  Please take the skull paint off.
[00:12:38.430 --> 00:12:42.292]  Uh, and, uh, please, uh, give me an interview, sir.
[00:12:44.853 --> 00:12:47.114]  But we're a nation of whiners.
[00:12:47.114 --> 00:12:47.614]  It is true.
[00:12:47.614 --> 00:12:54.615]  I whine, but I whine about them destroying the dollar and putting cancer viruses in the vaccines and sodium fluoride in the water.
[00:12:54.615 --> 00:12:59.997]  But I do not whine about those of us that are fighting back, even though I don't agree with the way a lot of people do it.
[00:12:59.997 --> 00:13:01.977]  At least they've got guts, and guts is enough.
[00:13:01.977 --> 00:13:03.138]  But I'm already digressing.
[00:13:03.138 --> 00:13:06.598]  The point is, this didn't exist!
[00:13:06.598 --> 00:13:08.259]  You know what I forgot?
[00:13:08.259 --> 00:13:11.680]  Go pull the Alex Jones, David Gergen clip.
[00:13:11.680 --> 00:13:13.100]  I don't think I've ever even played that on the radio.
[00:13:14.389 --> 00:13:16.349]  Google that down.
[00:13:16.349 --> 00:13:17.250]  Try to get a good version.
[00:13:17.250 --> 00:13:25.791]  There's some that have been copied so many times on the web that the audio's even hammered, but just type in Alex Jones, David Gergen, and a YouTube brother and find that clip.
[00:13:25.791 --> 00:13:26.691]  I want to play that with it.
[00:13:26.691 --> 00:13:31.712]  I should have thought of that, John.
[00:13:31.712 --> 00:13:41.734]  But this isn't the 2004 RNC where I'm walking along on one of the side streets behind Madison Square Garden.
[00:13:42.802 --> 00:13:56.527]  And here comes David Gergen out of a car, and I see him, so we run over and interview him, and then he blows up, and starts basically poking me and getting in my face, and he lost it.
[00:13:56.527 --> 00:14:05.531]  And I said, tell me about the rituals, and he said, that's none of your bleeping business.
[00:14:05.531 --> 00:14:08.872]  And so, this is Governor Ridge,
[00:14:10.140 --> 00:14:13.342]  Just coming out and saying, yeah, it wouldn't have looked right.
[00:14:13.342 --> 00:14:15.303]  It wouldn't be good if I went to that.
[00:14:15.303 --> 00:14:19.886]  I have been invited, but it wouldn't look good if the head of Homeland Security went to that.
[00:14:19.886 --> 00:14:22.467]  You know, I fly with the sparrows, not the eagles.
[00:14:22.467 --> 00:14:25.189]  I'm not an elitist, he's saying.
[00:14:25.189 --> 00:14:30.231]  And why wouldn't it look good for him to be there?
[00:14:30.231 --> 00:14:34.834]  It wouldn't look good for him to be there because the entire thing is homoerotic.
[00:14:37.574 --> 00:14:39.935]  And that's been admitted in major publications.
[00:14:39.935 --> 00:14:45.558]  They ship in the $2,000 an hour male prostitutes.
[00:14:45.558 --> 00:14:51.922]  The thing was founded on being homoerotic in the 1870s.
[00:14:51.922 --> 00:15:04.709]  And that is the overhanging... This is a bare minimum homosexual guild, but then the taste run, as they do in almost every imperial culture, into pedophilia.
[00:15:04.709 --> 00:15:05.329]  The forbidden.
[00:15:06.593 --> 00:15:07.514]  And that's just a fact.
[00:15:07.514 --> 00:15:11.136]  I mean, how many Homeland Security Deputy Directors and Chiefs have been caught?
[00:15:11.136 --> 00:15:12.838]  I mean, just Google it.
[00:15:12.838 --> 00:15:15.840]  It's in the hundreds.
[00:15:15.840 --> 00:15:20.823]  Gay bathroom sex with the Senator is nothing.
[00:15:20.823 --> 00:15:24.106]  And don't send me emails saying I'm being bigoted and bashing.
[00:15:24.106 --> 00:15:25.727]  Come on.
[00:15:25.727 --> 00:15:27.388]  200, 300 sexual partners a month?
[00:15:27.388 --> 00:15:29.230]  That is bad.
[00:15:29.230 --> 00:15:30.651]  Ron Paul got criticized.
[00:15:34.232 --> 00:15:43.415]  For an 89, writing an article where he said the gays in San Francisco want AIDS, and as a physician, you know, I've seen the reports on this.
[00:15:43.415 --> 00:15:57.739]  They said, oh, well, four years ago, an article called Bug Chasers, from the cover of Rolling Stone, was how they all want to catch AIDS in San Francisco.
[00:15:57.739 --> 00:16:00.400]  They call it gift givers and gift receivers.
[00:16:01.158 --> 00:16:08.800]  And there was a big article last week about California schools want to teach sixth graders a book with things I can't even read.
[00:16:08.800 --> 00:16:22.365]  Eating feces, giving each other AIDS, I mean things I can't even... If I read the passages here, they are... It is just off the charts.
[00:16:22.365 --> 00:16:26.606]  And I'm not allowed to say, you know, I don't think children should be taught about
[00:16:27.817 --> 00:16:28.437]  Sex, period.
[00:16:28.437 --> 00:16:29.118]  You know, the D.A.R.E.
[00:16:29.118 --> 00:16:30.398]  program increased drug use.
[00:16:30.398 --> 00:16:33.419]  You show them drugs, show them how to use it, drug use goes up.
[00:16:33.419 --> 00:16:40.162]  Just like they started this federal suicide, anti-suicide, uh, courses, death education, in 1992.
[00:16:40.162 --> 00:16:42.303]  Ever since then, suicides exploded.
[00:16:42.303 --> 00:16:53.207]  You think 12-year-olds ever thought about suicide, or how to put a tourniquet around their neck, or how to hang it... ...onto a... ...closet pole?
[00:16:53.207 --> 00:16:54.388]  And little girls go and do that?
[00:16:56.818 --> 00:16:58.919]  They know exactly what they're doing.
[00:16:58.919 --> 00:16:59.499]  I mean, B.F.
[00:16:59.499 --> 00:17:03.240]  Skinner locked his son up to die in a chamber.
[00:17:03.240 --> 00:17:06.221]  Made him live in a little chamber for years and killed him.
[00:17:06.221 --> 00:17:07.721]  And then he's hailed as good.
[00:17:07.721 --> 00:17:09.862]  I mean, murdering your children!
[00:17:09.862 --> 00:17:11.322]  These people get so sick.
[00:17:11.322 --> 00:17:12.502]  They've done everything.
[00:17:12.502 --> 00:17:13.823]  They're nihilistic.
[00:17:13.823 --> 00:17:18.444]  See, when you're self-serving, and that's all you care about, you turn out being totally unhappy.
[00:17:21.698 --> 00:17:28.782]  But you are fulfilled when you try to help others and have courage and fight evil, because you're designed to do it.
[00:17:28.782 --> 00:17:32.945]  Life just gets more and more fulfilling, more and more better, more and more wonderful.
[00:17:32.945 --> 00:17:35.707]  I mean, it's like blessings every second.
[00:17:35.707 --> 00:17:38.388]  Everything is sheer beauty.
[00:17:38.388 --> 00:17:42.751]  Except when you look at the New World Order and you even see the ugliness even more clearly.
[00:17:42.751 --> 00:17:44.192]  I mean, it's just exhilarating.
[00:17:44.192 --> 00:17:49.175]  It's like a Valhalla.
[00:17:49.175 --> 00:17:49.595]  Love
[00:17:50.894 --> 00:17:51.774]  Flows.
[00:17:51.774 --> 00:17:53.855]  People say, well you sound angry and vicious.
[00:17:53.855 --> 00:17:59.397]  That is the guardian of love.
[00:17:59.397 --> 00:18:03.759]  That is the guardian spirit.
[00:18:03.759 --> 00:18:10.462]  And it hates that which wants to hurt innocence.
[00:18:10.462 --> 00:18:14.584]  And you all have that ingrained programming in you and you have not activated it.
[00:18:14.584 --> 00:18:18.045]  You could be so happy when you got rid of your fear and committed
[00:18:19.588 --> 00:18:23.211]  Committed to fighting evil, you will be fulfilled.
[00:18:23.211 --> 00:18:28.454]  But if you're not, you're gonna end up with human feces on a plate, eating it.
[00:18:28.454 --> 00:18:34.519]  Thinking that you've got some new delicacy and that you're denigrating yourself and that it somehow is some new thing.
[00:18:34.519 --> 00:18:36.740]  I mean, it's either that.
[00:18:36.740 --> 00:18:42.564]  It's either eating feces or Valhalla.
[00:18:42.564 --> 00:18:43.345]  Which one do you want?
[00:18:43.345 --> 00:18:47.768]  I mean, do you want God and life and the spirit that energizes the universe?
[00:18:47.768 --> 00:18:49.009]  That makes the flowers grow?
[00:18:49.918 --> 00:18:51.839]  That makes the trees come up out of the ground?
[00:18:51.839 --> 00:18:59.162]  That makes the fish swarm in the sea in a rainbow of a billion colors?
[00:18:59.162 --> 00:19:05.844]  The rolling thunder, the lightning?
[00:19:05.844 --> 00:19:09.425]  Horses in the morning mist galloping through the meadow?
[00:19:09.425 --> 00:19:14.687]  Or do you want Iraq and dead bodies and dead children and sorrow and pain?
[00:19:14.687 --> 00:19:16.148]  That's what the enemy feeds on.
[00:19:22.409 --> 00:19:23.670]  Treachery.
[00:19:23.670 --> 00:19:27.271]  Deception.
[00:19:27.271 --> 00:19:27.891]  No love.
[00:19:27.891 --> 00:19:34.774]  So when we get back, we'll play, uh, Ridge.
[00:19:34.774 --> 00:19:48.000]  And I'm sorry to get into that stuff, but if your sixth graders are being taught the way it was given to them, the books were given to them, the deliciousness of feces, then you should at least know they're being taught that.
[00:19:54.557 --> 00:19:57.239]  Do you know the truth about cancer treatments?
[00:19:57.239 --> 00:20:06.704]  Do you realize that with all presently accepted methods, you are not correctly attacking the cancer, and you are mostly fighting to survive the treatment?
[00:20:06.704 --> 00:20:13.808]  Do you realize that mutilating surgery, burning, and the poisoning of your entire system are totally unnecessary?
[00:20:14.508 --> 00:20:20.491]  But now, it's cancer's turn to die with LaceMedInc's patented methodology.
[00:20:20.491 --> 00:20:31.277]  Without cutting, bleeding, drugs, or damaging radiation, we can destroy skin cancer and breast tumors of any size without adverse side effects at our physician's office.
[00:20:31.857 --> 00:20:32.417]  It is a big idea.
[00:20:56.232 --> 00:20:57.993]  A New World Order.
[00:20:57.993 --> 00:21:02.455]  In the near future, Earth is dominated by a powerful world government.
[00:21:02.455 --> 00:21:05.716]  It's known as the Bilderberg Group.
[00:21:05.716 --> 00:21:08.517]  Could their objective be world domination?
[00:21:08.517 --> 00:21:11.699]  For thousands of years, their dark order grew.
[00:21:11.699 --> 00:21:19.002]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:21:22.039 --> 00:21:27.483]  For the first time in history, the elite's plan for world government is blown wide open.
[00:21:27.483 --> 00:21:31.365]  You will learn the secret that drives the entire New World Order agenda.
[00:21:31.365 --> 00:21:33.927]  Bill of Rights is making great progress toward a world government.
[00:21:33.927 --> 00:21:35.087]  Most people have no idea.
[00:21:35.087 --> 00:21:35.868]  They're not after money.
[00:21:35.868 --> 00:21:37.149]  They have all the money they need.
[00:21:37.149 --> 00:21:38.149]  They're after power.
[00:21:38.149 --> 00:21:39.290]  That's what Apple needs here.
[00:21:39.290 --> 00:21:43.313]  Order In Game on DVD at PrisonPlanet.com or InfoWars.com.
[00:21:51.038 --> 00:21:54.580]  Hi, this is Brother Michael Dimon.
[00:21:54.580 --> 00:22:00.564]  You can now get the most important package ever on what has happened to the Catholic Church in the last 50 years.
[00:22:00.564 --> 00:22:08.469]  Find out how this massive crisis concerning the Catholic Church happened, what happened, and how the Bible predicted it would take place in the last days.
[00:22:08.989 --> 00:22:16.870]  The package contains six DVDs that contain ten different programs, two books that combined over a thousand pages and other information.
[00:22:16.870 --> 00:22:20.211]  Order now at our website, MostHolyFamilyMonastery.com.
[00:22:20.211 --> 00:22:24.432]  That's MostHolyFamilyMonastery.com.
[00:22:24.432 --> 00:22:28.673]  The last word monastery is spelled M-O-N-A-S-T-E-R-Y.
[00:22:28.673 --> 00:22:29.133]  Or call us at 1-800-275-1126.
[00:22:29.133 --> 00:22:29.353]  That's 1-800-275-1126.
[00:22:36.614 --> 00:22:42.839]  Or mail in your order to us at 4425 Schneider Road, Fillmore, NY 14735.
[00:22:42.839 --> 00:22:46.582]  The total cost for this massive package of information is only $10.
[00:22:46.582 --> 00:22:48.163]  $15 for UPS ground or $30 outside the U.S.
[00:22:52.287 --> 00:22:54.289]  Our beloved Republic is on her knees.
[00:22:54.289 --> 00:22:57.893]  The forces of globalism are destroying national sovereignty worldwide.
[00:22:57.893 --> 00:23:00.376]  But in Liberty's darkest hour, there is hope.
[00:23:00.376 --> 00:23:03.439]  The first time in modern history, the people are beginning to wake up.
[00:23:03.439 --> 00:23:09.225]  It is essential that Patriots worldwide accelerate their fellow man's understanding of the New World Order Master Plan.
[00:23:09.225 --> 00:23:13.170]  We have a short time frame to fully awaken and energize the people to meet this threat.
[00:23:13.490 --> 00:23:18.692]  In the Info War, PrisonPlanet.tv is a powerful weapon in the battle to regain our freedom.
[00:23:18.692 --> 00:23:21.773]  PrisonPlanet.tv is a vault of forbidden information.
[00:23:21.773 --> 00:23:29.055]  All 18 of my documentary films can be downloaded or streamed in super high quality directly to your computer or iPhone and shared with others.
[00:23:29.055 --> 00:23:35.057]  Thousands of special video reports, from tainted vaccines to martial law, can be found in this online video library.
[00:23:35.057 --> 00:23:39.598]  My weekly news television broadcast, thousands of exclusive audio interviews, and so much more.
[00:23:39.898 --> 00:23:42.781]  The Info War is waiting for you to set it free.
[00:23:42.781 --> 00:23:44.864]  Join PrisonPlanet.tv.
[00:23:44.864 --> 00:23:46.846]  Burn the info bombs to disk.
[00:23:46.846 --> 00:23:48.988]  Put them on the file sharing networks.
[00:23:48.988 --> 00:23:50.810]  Bring down the New World Order.
[00:23:50.810 --> 00:23:51.551]  PrisonPlanet.tv
[00:24:09.739 --> 00:24:12.622]  Alex in Deutschland.
[00:24:12.622 --> 00:24:13.863]  Robert in California.
[00:24:13.863 --> 00:24:15.024]  Rocco in Connecticut.
[00:24:15.024 --> 00:24:18.407]  Tom in Wisconsin.
[00:24:18.407 --> 00:24:19.047]  And many others.
[00:24:19.047 --> 00:24:23.011]  Your calls are coming up straight ahead in the next segment.
[00:24:23.011 --> 00:24:25.473]  By the way, Paul Watson did a story last week.
[00:24:25.473 --> 00:24:31.238]  It was also in WorldNetDaily about the textbooks for 6th and 7th graders in California.
[00:24:31.238 --> 00:24:36.022]  And as hardcore as what I said was earlier, it's nothing.
[00:24:36.022 --> 00:24:36.623]  You understand?
[00:24:39.127 --> 00:24:42.850]  They want to destroy that innocence, and you know why?
[00:24:42.850 --> 00:24:52.118]  Because when somebody is young and delicate and innocent, they can literally interface with life so much stronger.
[00:24:52.118 --> 00:24:55.521]  And the enemy wants to come in and block that, blunt that.
[00:24:55.521 --> 00:25:00.445]  They want to take that innocence, that time for the soul to grow.
[00:25:01.215 --> 00:25:07.061]  Before our children, like ships, are launched into the great ocean that is adulthood and life.
[00:25:07.061 --> 00:25:09.002]  To face the tribulations.
[00:25:09.002 --> 00:25:11.765]  To face the challenges.
[00:25:11.765 --> 00:25:12.886]  All right, let's go ahead.
[00:25:12.886 --> 00:25:23.336]  Let's go ahead and play Governor Ridge being asked about the satanic, homoerotic Bohemian Grove and saying he's not part of it from Gary Franchi and the Lone Lantern Society.
[00:25:24.469 --> 00:25:24.729]  Yes, sir.
[00:25:24.729 --> 00:25:25.210]  I'm doing fine.
[00:25:25.210 --> 00:25:25.670]  How are you doing?
[00:25:25.670 --> 00:25:26.250]  Very good.
[00:25:26.250 --> 00:25:27.291]  I have a question for you.
[00:25:27.291 --> 00:25:27.891]  Sure.
[00:25:27.891 --> 00:25:28.952]  Who am I talking to?
[00:25:28.952 --> 00:25:30.512]  My name is Gary Franchi.
[00:25:30.512 --> 00:25:34.755]  I'm with RestoreTheRepublic.com and LowLantern.org.
[00:25:34.755 --> 00:25:45.881]  As former director of the Homeland Security Department, do you think that the Amaro, the proposed currency for North America, will provide the United States with a stronger country?
[00:25:45.881 --> 00:25:50.864]  Or do you think it will hurt us because we're moving into a different currency structure?
[00:25:51.847 --> 00:25:52.848]  I don't quite understand.
[00:25:52.848 --> 00:26:01.254]  The Amero, the proposed currency for North America with Mexico, United States, the North American Union.
