[00:00:00.009 --> 00:00:01.290]  We're good.
[00:05:44.640 --> 00:05:48.582]  Or watch it online right now at PrisonPlanet.tv.
[00:05:48.582 --> 00:05:51.384]  Endgame, blueprint for global enslaving.
[00:05:51.384 --> 00:05:52.445]  You have been warned.
[00:05:53.346 --> 00:05:58.710]  The Federal Trade Commission estimates that 9 million Americans are victims of identity theft each year.
[00:05:58.710 --> 00:06:03.574]  The crime of identity theft occurs every 3.5 seconds, costing the victims an average of $8,000.
[00:06:03.574 --> 00:06:11.560]  If you own a PC, passwords are a common form of authentication and often the only protection between a hacker and your personal information.
[00:06:11.880 --> 00:06:20.882]  Passwords that are stored in a spreadsheet, text file, data file, or any other file that is not encrypted and password protected are vulnerable to malicious theft and misuse.
[00:06:20.882 --> 00:06:25.823]  With PasswordSafe Pro, your passwords can be secured in an encrypted database within minutes.
[00:06:25.823 --> 00:06:32.804]  PasswordSafe Pro utilizes secure 160-bit encryption and comes complete with a strong password generation tool.
[00:06:32.804 --> 00:06:39.826]  For secure password protection and peace of mind, get your free PasswordSafe Pro today at www.passwordsafepro.com
[00:06:40.726 --> 00:06:46.777]  Again, get your free Password Safe Pro at www.passwordsafepro.com.
[00:06:46.777 --> 00:06:50.625]  Secure password protection and peace of mind is one click away.
[00:06:50.625 --> 00:06:51.687]  Trust the Pro.
[00:06:51.687 --> 00:06:52.809]  Password Safe Pro.
[00:06:56.823 --> 00:06:59.184]  We're already under a scientific dictatorship.
[00:06:59.184 --> 00:07:02.686]  Martial Law is coming, but it's not going to arrive overnight.
[00:07:02.686 --> 00:07:04.667]  It's going to be incremental.
[00:07:04.667 --> 00:07:06.648]  This country is already teetering on the edge.
[00:07:06.648 --> 00:07:09.730]  Any incident, small or large, could trigger a total takeover.
[00:07:09.730 --> 00:07:11.211]  Anything could be the final push.
[00:07:11.211 --> 00:07:17.074]  Visit survivemartiallaw.com and download the e-book full of information that will prepare you for life under total military control.
[00:07:17.074 --> 00:07:20.016]  Know how to survive in the conditions that may soon be here on American soil.
[00:07:20.396 --> 00:07:25.280]  Learn how to act around controlling troops, and how to use their own psychology against them through social engineering.
[00:07:25.280 --> 00:07:31.906]  When martial law is officially announced, checkpoints will be enforced, gun confiscations will occur for registered gun owners, and cities will be on lockdown.
[00:07:31.906 --> 00:07:35.769]  You will be dealing with a force that has been in training for years, preparing for this takeover.
[00:07:35.769 --> 00:07:37.710]  Visit survivemartiallaw.com.
[00:07:37.710 --> 00:07:40.453]  When ordering this e-book, you also receive weekly updates.
[00:07:40.453 --> 00:07:42.815]  Visit survivemartiallaw.com, or call 866-644-1933.
[00:07:42.815 --> 00:07:43.135]  That's 866-644-1933.
[00:08:02.253 --> 00:08:06.714]  Everybody knows that the dice are loaded.
[00:08:06.714 --> 00:08:11.456]  Everybody rolls with their fingers crossed.
[00:08:11.456 --> 00:08:16.078]  Everybody knows the war is over.
[00:08:16.078 --> 00:08:19.499]  Everybody knows the good guy's lost.
[00:08:20.759 --> 00:08:30.604]  My life is like... I just had to talk to a young associate pastor in East Texas.
[00:08:30.604 --> 00:08:32.044]  We'll just cover when the song's over.
[00:08:48.288 --> 00:08:53.371]  Everybody got this broken feeling.
[00:08:53.371 --> 00:08:57.514]  Like their father or their dog just died.
[00:08:57.514 --> 00:09:02.097]  Everybody talking to their pockets.
[00:09:02.097 --> 00:09:11.222]  Everybody wants a box of chocolates and a long stem rose.
[00:09:11.222 --> 00:09:12.603]  Everybody knows.
[00:09:15.928 --> 00:09:20.510]  Everybody knows that you love me, baby.
[00:09:20.510 --> 00:09:25.092]  Everybody knows that you really do.
[00:09:25.092 --> 00:09:30.555]  Everybody knows that you've been faithful.
[00:09:30.555 --> 00:09:33.176]  I give or take a night or two.
[00:09:34.336 --> 00:09:38.037]  Alright, we're back live, ladies and gentlemen.
[00:09:38.037 --> 00:09:48.300]  It is so upsetting to me what's happening that I can hardly continue this radio show.
[00:10:04.682 --> 00:10:13.149]  I had to stifle smashing the microphone and computer in my studio about 20 seconds ago, okay?
[00:10:13.149 --> 00:10:15.090]  That's how serious this is.
[00:10:15.090 --> 00:10:17.592]  That's how life and death this is.
[00:10:17.592 --> 00:10:20.574]  That's how far gone this country is.
[00:10:20.574 --> 00:10:22.736]  That's how cowed we are.
[00:10:22.736 --> 00:10:30.222]  That's how we're going into a scientific dictatorship where they're incrementally putting the shackles on tighter every minute.
[00:10:34.278 --> 00:10:51.336]  I was talking to the young pastor who's finishing getting his degree at a major Bible school in East Texas, his theology degree, having to beg him and convince him to come on the show, and I know he's listening right now, along with his friend who called me.
[00:10:54.577 --> 00:11:05.201]  And of course, you know, he is saying, well, we do have these outreach programs to Communist China, and so I don't want to hurt the school's name and hurt what we're doing and, you know, hurt the missionary programs.
[00:11:05.201 --> 00:11:11.984]  And I said, sir, we're going to be the equivalent of Communist China or Nazi Germany if we don't end this now.
[00:11:11.984 --> 00:11:12.804]  I mean, that's the point.
[00:11:12.804 --> 00:11:20.167]  Is this country so far gone that the best of the best of who we are, I mean, because most people don't even have the courage to call me,
[00:11:21.192 --> 00:11:32.401]  Are afraid to go on air and talk about how Homeland Security comes to them and says you are not to teach the Bill of Rights to people.
[00:11:32.401 --> 00:11:34.342]  That is a terrorist document.
[00:11:34.342 --> 00:11:41.107]  Reading the Bill of Rights is incitement to terrorism.
[00:11:41.107 --> 00:11:43.769]  That's how bad all of this is.
[00:11:43.769 --> 00:11:46.752]  That's how screwed up all of this is.
[00:11:46.752 --> 00:11:48.573]  That's how far we've fallen.
[00:11:48.573 --> 00:11:49.814]  How far we've gone.
[00:11:51.883 --> 00:11:53.925]  Now I'm going to say it again for everybody out there.
[00:11:53.925 --> 00:12:11.859]  I know we've talked about this a lot, but we have video in Road to Tyranny that a Kansas City firefighter shot of FEMA teaching a room of police, deputies, and firemen that the Founding Fathers are bad terrorists and that the Founding Fathers were bad.
[00:12:11.859 --> 00:12:15.502]  But that isn't even where it begins.
[00:12:15.502 --> 00:12:17.183]  I have, this is from Bill Clinton,
[00:12:18.095 --> 00:12:41.609]  Call a member of the Phoenix FBI Terrorism Task Force, Investigator Al Shearer, Maricopa County Attorney's Office, 602-650-3131, Federal Bureau of Investigation, 602-650-3163, Analyst Terry Chapman, Maricopa County Sheriff's Office, this is how they analyze us,
[00:12:42.378 --> 00:12:55.922]  And it says, if you encounter any of the following, call the Joint Terrorism Task Force, Federal Bureau of Investigation, 201 East Indianola Avenue, Phoenix, Arizona, 85012.
[00:12:55.922 --> 00:13:04.445]  And this is from 1999, and it says, call the FBI if you identify any of these terror groups.
[00:13:04.445 --> 00:13:07.046]  Anyone who, quote, says they are defenders of the U.S.
[00:13:07.046 --> 00:13:10.407]  Constitution against federal government and, quote, U.N.
[00:13:10.407 --> 00:13:10.767]  troops.
[00:13:11.613 --> 00:13:15.075]  Groups of individuals engaging in paramilitary training.
[00:13:15.075 --> 00:13:18.598]  Common law movement proponents.
[00:13:18.598 --> 00:13:23.581]  And it goes on to say, no driver's license, refuse identify self, request authority for stop.
[00:13:23.581 --> 00:13:25.523]  See, you talk to the cop, you get tasered.
[00:13:25.523 --> 00:13:27.004]  Make numerous references to the U.S.
[00:13:27.004 --> 00:13:28.125]  Constitution.
[00:13:28.125 --> 00:13:30.566]  Claim driving is a right, not a privilege.
[00:13:30.566 --> 00:13:31.827]  Attempt to police the police.
[00:13:31.827 --> 00:13:34.709]  Yeah, how dare citizens be involved?
[00:13:34.709 --> 00:13:35.710]  It goes on to say,
[00:13:36.724 --> 00:13:42.606]  Second Amendment organizations, Second Amendment rights groups, land rights groups.
[00:13:42.606 --> 00:13:44.806]  You understand?
[00:13:44.806 --> 00:13:54.209]  And there are neocon organizations that will say that this flyer isn't even real when it was in the Washington Times reported on it.
[00:13:54.209 --> 00:13:56.970]  The Associated Press reported on it at the time it was out.
[00:13:57.768 --> 00:14:00.930]  But I've got FEMA on video saying worse stuff.
[00:14:00.930 --> 00:14:06.974]  Do you understand that they have 26,000 preachers and they're doubling their number in 2008?
[00:14:06.974 --> 00:14:12.697]  And we now see it on national television with the preacher programs on TBN.
[00:14:12.697 --> 00:14:15.439]  We see the local preacher shows all over the country.
[00:14:15.439 --> 00:14:19.962]  They all, for their egomania, have their local TV show where they sit there and beg for money.
[00:14:21.255 --> 00:14:26.979]  And they say, being a slave to government is good, handing in your guns is good, do whatever they say.
[00:14:26.979 --> 00:14:29.861]  I mean, it is just absolutely sick.
[00:14:29.861 --> 00:14:35.605]  They are government stooges, total violation of the First Amendment.
[00:14:35.605 --> 00:14:45.371]  So, of course, they teach that Congress shall make no law respecting an establishment of religion or prohibiting the free exercise thereof.
[00:14:45.371 --> 00:14:49.194]  And during the last break, I had to beg the guest
[00:14:49.853 --> 00:15:05.763]  To keep his guts together and to come on the show, but I said we'll leave it up to you whether you're going to say your name and the name of the East Texas School, the name of the college.
[00:15:05.763 --> 00:15:07.705]  Now, I have the documents.
[00:15:07.705 --> 00:15:08.705]  I have the video.
[00:15:08.705 --> 00:15:09.786]  I have the news articles.
[00:15:11.440 --> 00:15:24.854]  We have the secret FEMA training for the pastors a year and a half before it happened and we had pastors on who then had Homeland Security come to their offices and say how dare you talk about the secret program and kick them out of it when they recruited them in the first place.
[00:15:26.678 --> 00:15:28.338]  Then it came out in the news.
[00:15:28.338 --> 00:15:30.079]  Do you read me?
[00:15:30.079 --> 00:15:31.519]  This is happening.
[00:15:31.519 --> 00:15:46.982]  And in case you don't know history, when you've got secret police liaisoning and co-opting your local police, your local mayors, your local leaders, your local preachers, it doesn't get any worse and anti-freedom and pro-tyranny than that.
[00:15:46.982 --> 00:15:50.783]  I mean, that is the most... They're building camps.
[00:15:50.783 --> 00:15:51.883]  Do you understand?
[00:15:51.883 --> 00:15:53.744]  They're building FEMA camps.
[00:15:53.744 --> 00:15:55.064]  They're building camps.
[00:15:55.894 --> 00:15:58.896]  They're amassing millions of police and riot police.
[00:15:58.896 --> 00:16:02.998]  This is not for Al-Qaeda, even if you believe it exists.
[00:16:02.998 --> 00:16:11.022]  The entire system is designed for you, those that have licked their boots, those of you that have toadied them.
[00:16:11.022 --> 00:16:18.606]  You understand this is a criminal group moving against you, and they use the smokescreen of the terror they staged to do it.
[00:16:18.606 --> 00:16:23.449]  The United States is not about a young pastor who's finishing his doctorate at a school,
[00:16:24.679 --> 00:16:26.923]  Freedom is not teaching Cub Scouts about the Bill of Rights.
[00:16:37.125 --> 00:16:43.908]  See, yesterday, when I first heard about this, I thought he was giving them, you know, a truly, you know, super patriotic message.
[00:16:43.908 --> 00:16:56.014]  No, no, no, it turns out, now learning more details, he just taught them what he learned when he was a Boy Scout about, you know, protect the freedoms, liberties, Bill of Rights, Constitution, what they taught when I was in Cub Scouts.
[00:16:58.030 --> 00:16:58.991]  Not anymore, folks.
[00:16:58.991 --> 00:17:00.112]  And it was recorded.
[00:17:00.112 --> 00:17:02.535]  See, the issue is that there were adults there.
[00:17:02.535 --> 00:17:03.856]  There was the scout leader there.
[00:17:03.856 --> 00:17:05.317]  There were some parents there.
[00:17:05.317 --> 00:17:08.901]  And they had been given the FBI training all over the nation.
[00:17:08.901 --> 00:17:12.284]  They send out flyers saying, please come to the local community center.
[00:17:12.284 --> 00:17:14.186]  We're going to have an anti-terror training seminar.
[00:17:14.186 --> 00:17:15.888]  We want community volunteers.
[00:17:15.888 --> 00:17:17.590]  And people hear that and they think it's interesting.
[00:17:18.237 --> 00:17:23.278]  And they go to it, and then once they get there, they learn, okay, we're going to fight terror and all crime.
[00:17:23.278 --> 00:17:24.819]  Spy on your neighbor.
[00:17:24.819 --> 00:17:27.539]  Are they dumping motor oil in their backyard?
[00:17:27.539 --> 00:17:30.800]  Do they spank their children?
[00:17:30.800 --> 00:17:33.441]  Do you smell marijuana?
[00:17:33.441 --> 00:17:38.922]  And by the way, constitutional patriots, they talk about the Bill of Rights.
[00:17:38.922 --> 00:17:41.843]  That's terrorist code.
[00:17:41.843 --> 00:17:43.504]  That's exactly what happened here.
[00:17:43.504 --> 00:17:44.504]  Do you understand?
[00:17:45.875 --> 00:17:53.002]  In the United States, talking about the Constitution gets Homeland Security after you.
[00:17:53.002 --> 00:17:54.123]  Now, it's all intimidation.
[00:17:54.123 --> 00:17:58.167]  The criminals doing this at Homeland Security know that they're terrorists.
[00:17:58.167 --> 00:17:59.969]  They know what they're doing.
[00:17:59.969 --> 00:18:02.772]  They know they're there to intimidate and shut down freedom and liberty.
[00:18:03.408 --> 00:18:10.113]  They know, and they're there to intimidate you, and they count on you being quiet, and they count on you not speaking out.
[00:18:10.113 --> 00:18:11.514]  I mean, this is case closed!
[00:18:11.514 --> 00:18:20.962]  The government is teaching the police, the preachers, the citizens, that the Bill of Rights is illegal.
[00:18:20.962 --> 00:18:25.545]  Now, again, I've seen hundreds of cases of this, but I'll use the one that affects, you know, that happened to one of our people.
[00:18:25.545 --> 00:18:30.269]  Kelly Rushing, upstanding, no criminal record, Lyon County, Kentucky.
[00:18:31.181 --> 00:18:42.730]  Gives a police officer a videotape with a Ron Paul video, neocon speech he gave, that's the title of the speech, 47 minutes long, and then Road to Tyranny.
[00:18:42.730 --> 00:18:54.580]  And it so freaked out, he had such a crisis of conscience, conscience, that the state police officer saw FEMA saying the Constitution's evil, America's bad, the Founding Fathers, George Washington is bad.
[00:18:54.580 --> 00:18:55.901]  It's all the videos on there!
[00:18:56.946 --> 00:19:03.229]  Abby Newman being arrested in Virginia at a checkpoint for having a pocket constitution.
[00:19:03.229 --> 00:19:05.931]  The state troopers saying the constitution's illegal.
[00:19:05.931 --> 00:19:07.532]  All on video.
[00:19:07.532 --> 00:19:12.054]  See, we don't just have the training, we have it happening from the squad car, video.
[00:19:12.054 --> 00:19:14.095]  That he had a mental illness flip-out.
[00:19:14.095 --> 00:19:19.358]  He had to go ahead and say, yes, it is terrorism, and then they arrested him.
[00:19:19.358 --> 00:19:26.322]  Instead of saying, my God, I've been wrong, I've been deceived, how could what I swear an oath to be illegal, they went and arrested him.
[00:19:28.382 --> 00:19:34.366]  You see, it's the boldness of Homeland Security to say that George Washington is bad.
[00:19:34.366 --> 00:19:37.828]  The boldness of saying the Bill of Rights is illegal.
[00:19:37.828 --> 00:19:41.030]  The boldness to recruit secretly preachers.
[00:19:41.030 --> 00:19:45.393]  The boldness to build FEMA camps for political dissidents.
[00:19:45.393 --> 00:19:49.576]  It is so bold that a lot of people just buy it.
[00:19:49.576 --> 00:19:51.758]  Well, he's got the courage to come on.
[00:19:51.758 --> 00:19:53.078]  He's coming on.
[00:19:53.078 --> 00:19:53.599]  Stay with us.
[00:19:55.148 --> 00:19:57.850]  Do you know the truth about cancer treatments?
[00:19:57.850 --> 00:20:07.319]  Do you realize that with all presently accepted methods, you are not correctly attacking the cancer, and you are mostly fighting to survive the treatment?
[00:20:07.319 --> 00:20:14.405]  Do you realize that mutilating surgery, burning, and the poisoning of your entire system are totally unnecessary?
[00:20:15.126 --> 00:20:21.114]  But now, it's cancer's turn to die with LaceMedInc's patented methodology.
[00:20:21.114 --> 00:20:31.908]  Without cutting, bleeding, drugs, or damaging radiation, we can destroy skin cancer and breast tumors of any size without adverse side effects at our physician's office.
[00:20:32.669 --> 00:20:33.089]  It is a big idea.
[00:20:33.089 --> 00:20:34.150]  A new world order.
[00:20:34.150 --> 00:20:35.410]  In the near future.
[00:21:00.367 --> 00:21:03.410]  Earth is dominated by a powerful world government.
[00:21:03.410 --> 00:21:06.253]  It's known as the Bilderberg Group.
[00:21:06.253 --> 00:21:09.035]  Couldn't their objective be world domination?
[00:21:09.035 --> 00:21:12.239]  For thousands of years, their dark order grew.
[00:21:12.239 --> 00:21:19.546]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:21:22.571 --> 00:21:28.015]  For the first time in history, the elite's plan for world government is blown wide open.
[00:21:28.015 --> 00:21:31.897]  You will learn the secret that drives the entire New World Order agenda.
[00:21:31.897 --> 00:21:34.459]  Build America is making great progress toward a world government.
[00:21:34.459 --> 00:21:35.620]  Most people have no idea.
[00:21:35.620 --> 00:21:36.400]  They're not after money.
[00:21:36.400 --> 00:21:37.681]  They have all the money they need.
[00:21:37.681 --> 00:21:38.662]  They're after power.
[00:21:38.662 --> 00:21:39.823]  That's what they have to lose here.
[00:21:39.823 --> 00:21:48.528]  Order Endgame on DVD at PrisonPlanet.com or InfoWars.com or watch it online right now at PrisonPlanet.tv.
[00:21:48.528 --> 00:21:51.350]  Endgame, blueprint for global enslavement.
[00:21:51.350 --> 00:21:52.431]  You have been warned.
[00:21:53.252 --> 00:21:54.072]  Hey, Emily.
[00:21:54.072 --> 00:21:55.173]  Wow, you look great.
[00:21:55.173 --> 00:21:56.214]  I feel great.
[00:21:56.214 --> 00:21:58.276]  I've been using MediCleanse Colon Cleanse.
[00:21:58.276 --> 00:21:58.817]  Really?
[00:21:58.817 --> 00:21:59.437]  What is it?
[00:21:59.437 --> 00:22:00.118]  How does it work?
[00:22:00.118 --> 00:22:06.844]  MediCleanse is a natural fiber therapy with ground flaxseed, psyllium, and bentonite clay that eliminates toxins from your body.
[00:22:06.844 --> 00:22:09.347]  MediCleanse is easy to use without being intrusive.
[00:22:09.347 --> 00:22:14.652]  You take two tablespoons of MediCleanse powder, mix with water or juice, drink, and it does all the work for you.
[00:22:14.992 --> 00:22:15.472]  That's it?
[00:22:15.472 --> 00:22:17.533]  Well, it sounds so easy and convenient.
[00:22:17.533 --> 00:22:18.454]  It is easy.
[00:22:18.454 --> 00:22:25.438]  Plus, the FDA says flaxseed works to prevent cancer and helps with menopause, weight loss, irritable bowel syndrome, and constipation.
[00:22:25.438 --> 00:22:27.258]  It helps with all of those ailments?
[00:22:27.258 --> 00:22:28.399]  That's amazing!
[00:22:28.399 --> 00:22:33.742]  And, the bentonite clay and MediCleanse eliminates viruses and pesticides in the intestinal tract.
[00:22:34.022 --> 00:22:34.582]  Well, how?
[00:22:34.582 --> 00:22:35.983]  Where can I buy a MediCleanse?
[00:22:35.983 --> 00:22:38.905]  A one-month supply is available online at MediCleanse.com.
[00:22:38.905 --> 00:22:42.248]  That's M-E-T-A-C-L-E-A-N-S-E dot com.
[00:22:42.248 --> 00:22:45.830]  For only $22.95 plus shipping, MediCleanse is shipped directly to you.
[00:22:45.830 --> 00:22:49.613]  Or call them at 1-800-317-9547.
[00:22:49.613 --> 00:22:52.135]  That's 1-800-317-9547.
[00:22:52.135 --> 00:22:53.216]  Call today.
[00:22:53.216 --> 00:22:55.217]  Her beloved republic is on her knees.
[00:22:55.217 --> 00:22:58.819]  The forces of globalism are destroying national sovereignty worldwide.
[00:22:58.819 --> 00:23:00.661]  But in Liberty's darkest hour, there is hope.
[00:23:01.261 --> 00:23:04.304]  The first time in modern history, the people are beginning to wake up.
[00:23:04.304 --> 00:23:10.029]  It is essential that patriots worldwide accelerate their fellow man's understanding of the New World Order Master Plan.
[00:23:10.029 --> 00:23:14.293]  We have a short time frame to fully awaken and energize the people to meet this threat.
[00:23:14.293 --> 00:23:19.498]  In the Info War, PrisonPlanet.tv is a powerful weapon in the battle to regain our freedom.
[00:23:19.498 --> 00:23:22.540]  PrisonPlanet.tv is a vault of forbidden information.
[00:23:22.540 --> 00:23:26.584]  All 18 of my documentary films can be downloaded or streamed in super high quality.
[00:23:26.724 --> 00:23:29.747]  Directly to your computer or iPhone and shared with others.
[00:23:29.747 --> 00:23:35.732]  Thousands of special video reports from tainted vaccines to martial law can be found in this online video library.
[00:23:35.732 --> 00:23:37.574]  My weekly news television broadcast.
[00:23:37.574 --> 00:23:40.516]  Thousands of exclusive audio interviews and so much more.
[00:23:40.516 --> 00:23:43.419]  The Info War is waiting for you to set it free.
[00:23:43.419 --> 00:23:45.460]  Join PrisonPlanet.TV.
[00:23:45.460 --> 00:23:47.462]  Burn the info bombs to disk.
[00:23:47.462 --> 00:23:49.584]  Put them on the file sharing networks.
[00:23:49.584 --> 00:23:51.366]  Bring down the New World Order.
[00:23:51.366 --> 00:23:52.126]  PrisonPlanet.TV.
[00:23:55.951 --> 00:23:58.033]  Look, this is what it comes down to.
[00:23:58.033 --> 00:24:00.915]  I can't believe that I'm a radical.
[00:24:00.915 --> 00:24:07.900]  I can't believe that I'm seen as extreme.
[00:24:07.900 --> 00:24:13.764]  Because I flipped out when I went to Urban Warfare Drills and videotaped U.S.
[00:24:13.764 --> 00:24:20.749]  Marines with foreign troops on video saying they were training to execute American citizens.
[00:24:21.750 --> 00:24:29.015]  And practicing putting us on our knees and blowing our heads off!
[00:24:29.015 --> 00:24:31.597]  Of course I came back and warned everyone.
[00:24:31.597 --> 00:24:33.339]  Of course I put the video out.
[00:24:33.339 --> 00:24:47.229]  And the mind-control public, hundreds of emails and calls, said that I hired a Marine Corps aircraft carrier, the medium-sized ones, the USS Coronado, that I hired hovercraft, that I hired thousands of troops,
[00:24:50.157 --> 00:24:55.942]  Instead of just going to the Marine Corps website where they have their own photos of it.
[00:24:55.942 --> 00:24:58.104]  That's the denial!
[00:24:58.104 --> 00:25:08.072]  Because people couldn't believe the Marines are training to put you on your knees and stick a muzzle to the back of your head and blow your brains out in front of your kids, okay?
[00:25:08.072 --> 00:25:12.416]  You know, that'll make you lose sleep at night, seeing that ten years ago.
[00:25:13.340 --> 00:25:16.923]  And trying to warn people that they've been gearing up all along.
[00:25:16.923 --> 00:25:20.085]  And don't give me your crap about, what, are you against our Marines?
[00:25:20.085 --> 00:25:22.247]  You bet I am if they're against this country.
[00:25:22.247 --> 00:25:25.229]  You bet I am if they want to kill American citizens.
[00:25:25.229 --> 00:25:27.030]  I'm not against the individual Marines.
[00:25:27.030 --> 00:25:28.972]  I'm against the training they've been getting.
[00:25:28.972 --> 00:25:30.313]  Just like I'm not against guns.
[00:25:30.313 --> 00:25:31.734]  I'm against them being misused.
[00:25:33.553 --> 00:25:34.854]  You're so brainwashed.
[00:25:34.854 --> 00:25:36.075]  You think you're in Kansas.
[00:25:36.075 --> 00:25:37.295]  You think everything's nice.
[00:25:37.295 --> 00:25:37.856]  It's okay.
[00:25:37.856 --> 00:25:38.556]  It's not.
[00:25:38.556 --> 00:25:40.857]  They're dismantling the country right now.
