[00:00:13.122 --> 00:00:14.462]  He stands for truth.
[00:03:27.457 --> 00:03:28.177]  That's just the facts.
[00:03:28.197 --> 00:03:30.098]  We're just reporting that they went to prison.
[00:03:30.118 --> 00:03:30.778]  They pled guilty.
[00:03:31.238 --> 00:03:32.118]  They were caught doing it.
[00:03:32.841 --> 00:03:35.062]  Of course, Bush didn't really win, but it wouldn't have mattered.
[00:03:35.102 --> 00:03:39.683]  His cousin, Kerry, wouldn't have taken the position anyways, plus Skull and Bones, our roommate there.
[00:03:40.363 --> 00:03:42.784]  So what a web they weave.
[00:03:43.664 --> 00:03:51.866]  I'm going to comment in this next segment as concisely as I can my position on Congressman Ron Paul on several issues.
[00:03:51.986 --> 00:03:54.687]  I'm fully supporting the Congressman.
[00:03:55.707 --> 00:03:59.748]  I am fully behind the Congressman, and he is the best man for the job.
[00:03:59.788 --> 00:04:01.849]  Does that mean I agree with everything the Congressman does?
[00:04:01.869 --> 00:04:01.909]  No.
[00:04:02.978 --> 00:04:06.120]  In fact, I disagree with some things I do two or three weeks later.
[00:04:07.561 --> 00:04:18.327]  And so none of us are perfect, and I certainly see the Congressman's strategy, and I don't have to read into the things that I've seen the Congressman do, because he stated why he's done them.
[00:04:18.828 --> 00:04:24.371]  But when I was reading into what he was doing earlier in the week, it turned out in his own statements that that is indeed the case.
[00:04:25.612 --> 00:04:28.493]  So we'll talk about this situation coming up.
[00:04:30.094 --> 00:04:41.017]  The bottom of the hour in about 20 minutes, Nelson Linder, the head of the Austin branch of the NAACP, has been kind enough to come on the show.
[00:04:41.037 --> 00:04:45.118]  I called him just a few hours ago, and he agreed to come on the broadcast.
[00:04:45.158 --> 00:04:46.919]  I know he knows Ron Paul.
[00:04:47.694 --> 00:04:52.936]  And has been friends with Ron Paul and been interviewing himself and talked to by Ron Paul going back over 20 years.
[00:04:53.476 --> 00:04:56.017]  And so I thought Mr. Linder would be an ideal individual.
[00:04:56.837 --> 00:05:07.220]  He's an African-American himself, a black man, to come on and talk about Ron Paul with the exaggeration, the out of context, the twisting.
[00:05:07.960 --> 00:05:11.021]  And, yeah, there are also some unsavory things in these conversations.
[00:05:11.681 --> 00:05:12.181]  We're good to go.
[00:05:41.969 --> 00:05:42.810]  We're good to go.
[00:06:05.256 --> 00:06:06.176]  You know, Eddie Bear.
[00:06:06.216 --> 00:06:07.457]  Let's see Eddie Bear rub it.
[00:06:07.517 --> 00:06:12.898]  I mean, you know, who knows what fictitious creature at the Prison Planet Forum.
[00:06:12.918 --> 00:06:18.420]  But I've still been harangued and threatened and phone called and you better do something about this comment in your message board.
[00:06:18.460 --> 00:06:19.900]  It's racist or it's this or that.
[00:06:22.141 --> 00:06:23.601]  I can't even read all the posts.
[00:06:24.021 --> 00:06:26.902]  There's hundreds of posts at Prison Planet Forum every minute or so.
[00:06:27.893 --> 00:06:33.238]  You've got thousands of people posting, and the site's only a week old at ronpaulwarroom.com.
[00:06:33.799 --> 00:06:37.883]  I can't keep track of all this, and I cannot... Besides, it's free speech.
[00:06:37.923 --> 00:06:38.704]  That's what it's all about.
[00:06:40.305 --> 00:06:42.908]  I'm already digressing, ladies and gentlemen.
[00:06:43.208 --> 00:06:45.650]  I'm going to give you my take after the break on Ron Paul.
[00:06:46.511 --> 00:06:50.215]  You can give us your take on the racism, controversy...
[00:06:50.925 --> 00:06:52.146]  Which the media's also twisted.
[00:06:52.166 --> 00:06:58.173]  You know, they'll say things like, Ron Paul called Martin Luther King a homosexual pedophile.
[00:06:58.994 --> 00:07:03.899]  And then you go actually read the newsletter that somebody else wrote, and it says he was a womanizer.
[00:07:05.091 --> 00:07:09.972]  So see, the media, dominant media is also, that's quite a twisting, isn't it?
[00:07:10.012 --> 00:07:15.653]  That's quite a puffing up or exaggeration, isn't it?
[00:07:15.773 --> 00:07:21.054]  Or there'd be a line about, yeah, some of the political parties are scared of David Duke because of his states' rights platform.
[00:07:21.074 --> 00:07:22.854]  It wasn't endorsing David Duke.
[00:07:22.874 --> 00:07:25.015]  It was saying that the establishment was scared of him.
[00:07:26.075 --> 00:07:30.096]  Pretty amazing, the standard they'll hold people to.
[00:07:30.496 --> 00:07:32.496]  Or there was a comment there about gays.
[00:07:33.826 --> 00:07:35.086]  And this was written by Paul, by the way.
[00:07:35.126 --> 00:07:43.968]  He said, oh yeah, I did write that in one of the newsletters, saying that homosexuals, some of them wanted to catch HIV.
[00:07:44.509 --> 00:07:59.032]  Well, just two years ago, the cover of the Rolling Stone, hardly an anti-gay magazine, came out in a whole thing, a cover story called Bug Chasers.
[00:07:59.608 --> 00:08:01.329]  Because I'd heard this before and I didn't believe it.
[00:08:01.629 --> 00:08:03.911]  And I read the article and it was like, oh yes, I want AIDS.
[00:08:04.011 --> 00:08:04.932]  Oh, I can't wait to get it.
[00:08:06.112 --> 00:08:14.738]  So see, Ron Paul was a medical doctor and he said he was experiencing that talking to other doctors that he worked with in the newsletter.
[00:08:14.778 --> 00:08:19.161]  So see, a lot of it is true in things he wrote but taken out of context.
[00:08:19.442 --> 00:08:24.025]  I'm sorry he was ahead of his time in 88 and knew what the Rolling Stone knew in, what was it, 2005?
[00:08:24.285 --> 00:08:24.925]  I don't know.
[00:08:24.985 --> 00:08:26.066]  Google bug chasers.
[00:08:26.166 --> 00:08:28.528]  I can't Google.
[00:08:28.568 --> 00:08:28.868]  I can't.
[00:08:29.574 --> 00:08:38.520]  Walk and chew gum, or talk and chew gum, or like Rowdy Roddy Piper says in They Live, I can't, you know what, kick butt and chew gum.
[00:08:38.600 --> 00:08:40.922]  I think he says it a little bit more serious than that.
[00:08:40.962 --> 00:08:41.402]  But you know what?
[00:08:41.422 --> 00:08:50.968]  We'll post Bug Chasers on PrisonPlanet.com, a link to it, and then we're going to call for Rolling Stone to apologize for their hatred of homosexuals.
[00:08:51.028 --> 00:08:52.729]  See, this is the type of distortion.
[00:08:53.070 --> 00:08:56.532]  See, I said I was going to get to this in the next segment, and I'm already doing it now, aren't I?
[00:08:57.532 --> 00:08:59.973]  Here is the other news that I will cover today.
[00:09:00.833 --> 00:09:03.274]  Thousands of UK prisoners to be chipped like dogs.
[00:09:03.314 --> 00:09:04.874]  That's the quote from the London Independent.
[00:09:04.934 --> 00:09:06.295]  You can't make this type of stuff up.
[00:09:06.975 --> 00:09:09.276]  Homeschooling to be a crime in Germany.
[00:09:11.996 --> 00:09:15.798]  Hopes of custom-built organs as scientists create beating heart.
[00:09:15.938 --> 00:09:16.718]  Times of London.
[00:09:17.598 --> 00:09:21.819]  Anti-war Soros funded Iraq study claiming 650,000 dead.
[00:09:22.239 --> 00:09:24.920]  It was only 150,000 dead.
[00:09:24.980 --> 00:09:27.061]  Bush again blames Iran over terror.
[00:09:28.186 --> 00:09:29.107]  Bush says U.S.
[00:09:29.427 --> 00:09:31.008]  and allies must confront Iran.
[00:09:31.028 --> 00:09:35.892]  FBI finds Blackwater covering up their trucks that supposedly got shot up.
[00:09:36.613 --> 00:09:40.696]  CIA confirms Ventura meeting occurred, how they really run state government.
[00:09:42.037 --> 00:09:46.661]  Member of Japanese Diet, that's their Congress, doubts official 9-11 fairy tale.
[00:09:47.321 --> 00:09:50.003]  California toll agency wants power to seize cars.
[00:09:50.744 --> 00:09:52.825]  As goes California, so goes the rest of the nation.
[00:09:53.366 --> 00:09:55.628]  That's just some of what's coming up after this quick break.
[00:09:55.668 --> 00:09:57.229]  But first, the Ron Paul controversy.
[00:10:01.074 --> 00:10:02.474]  It is a big idea.
[00:10:02.494 --> 00:10:04.595]  A new world order.
[00:10:05.316 --> 00:10:09.737]  In the near future, Earth is dominated by a powerful world government.
[00:10:10.218 --> 00:10:11.998]  It's known as the Builder Earth.
[00:10:13.019 --> 00:10:15.300]  Would their objective be world domination?
[00:10:15.820 --> 00:10:18.221]  For thousands of years, their dark order grew.
[00:10:19.000 --> 00:10:26.425]  Now as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:10:29.347 --> 00:10:34.311]  For the first time in history, the elite's plan for world government is blown wide open.
[00:10:34.811 --> 00:10:38.254]  You will learn the secret that drives the entire New World Order agenda.
[00:10:38.654 --> 00:10:40.756]  Silverberg is making great progress toward the world.
[00:10:41.236 --> 00:10:42.377]  Most people have no idea.
[00:10:42.397 --> 00:10:43.158]  They're not after money.
[00:10:43.178 --> 00:10:44.239]  They have all the money they need.
[00:10:44.459 --> 00:10:45.220]  They're after power.
[00:10:45.440 --> 00:10:46.441]  That's what they're after.
[00:10:46.581 --> 00:10:54.787]  Order Endgame on DVD at prisonplanet.com or infowars.com or watch it online right now at prisonplanet.tv.
[00:10:54.907 --> 00:10:55.708]  Endgame.
[00:10:56.068 --> 00:10:57.750]  Blueprint for global enslavement.
[00:10:58.090 --> 00:10:59.211]  You have been warned.
[00:10:59.784 --> 00:11:00.784]  Hello, Ted Anderson.
[00:11:00.844 --> 00:11:05.626]  Listeners of the network are familiar with the Federal Reserve note and understand the risks of deficit spending.
[00:11:05.786 --> 00:11:13.608]  Therefore, with catastrophic events, it comes as no surprise that some banks have currently placed limits on the amount of cash depositors can remove from their accounts.
[00:11:13.868 --> 00:11:19.189]  A fractional reserve system means only a small portion of your deposit is held in reserve for immediate withdrawal.
[00:11:19.429 --> 00:11:20.069]  We're good to go.
[00:11:20.109 --> 00:11:20.309]  I think?
[00:11:45.319 --> 00:11:51.561]  While paper investments currently have been driven by debt, gold on its own has held value for over 6,000 years.
[00:11:51.861 --> 00:11:53.082]  For more information, call 1-800-686-2237.
[00:11:53.202 --> 00:11:53.502]  That's 1-800-686-2237.
[00:11:53.522 --> 00:11:54.062]  Hi, neighbor.
[00:11:54.082 --> 00:11:55.422]  This is Steve Shank, Fearless Task Force.
[00:11:55.762 --> 00:11:57.083]  Life is a gamble, but you can stack the deck.
[00:12:07.569 --> 00:12:16.802]  If you knew what I know about all the problems food will protect you from, you'd start immediately to put every effort and dollar you can get into the biggest supply of food possible.
[00:12:17.501 --> 00:12:31.684]  When the dollar and economy crash, when the imported and genetically poisoned food is all that's left, when the quarantine and bird flu hit, our only protection and only chance to be fearless is having control of our own supply of food and enough of it.
[00:12:31.964 --> 00:12:39.645]  But if you knew what we haven't yet discovered, you wouldn't waste time listening to the rest of this announcement before charging out and getting a serious food supply.
[00:12:40.185 --> 00:12:40.725]  Decide.
[00:12:41.145 --> 00:12:43.006]  It's food now or probably never.
[00:12:43.406 --> 00:12:44.666]  But can you afford to be wrong?
[00:12:45.366 --> 00:12:46.087]  Decide now.
[00:12:46.547 --> 00:12:47.328]  Place your bet.
[00:12:48.128 --> 00:12:49.569]  Can you afford to be wrong?
[00:12:49.949 --> 00:12:50.209]  Call 800-409-5633.
[00:12:50.310 --> 00:12:51.350]  On the web, eFoodsDirect.com.
[00:12:51.370 --> 00:12:51.530]  Call 800-409-5633.
[00:12:51.550 --> 00:12:55.973]  If your body isn't feeling too well these days, you're going to start taking this hemp.
[00:12:55.993 --> 00:12:56.874]  I say go to HempUSA.org.
[00:13:10.558 --> 00:13:15.002]  You may not like what I'm about to say, but you know I'm gonna say it anyway.
[00:13:15.022 --> 00:13:17.464]  The government doesn't want the best for you.
[00:13:17.805 --> 00:13:18.866]  They keep you down.
[00:13:19.066 --> 00:13:19.967]  They keep you blue.
[00:13:20.267 --> 00:13:23.170]  They starve your body for all its nutrients.
[00:13:25.191 --> 00:13:27.293]  They won't let you grow industrial hemp.
[00:13:27.634 --> 00:13:33.019]  It really doesn't make any kind of sense when it's so healthy for the world and useful for you, my friends.
[00:13:34.919 --> 00:13:39.460]  I hope Mr. Bush will hear this song for the heart of America wants this one.
[00:13:39.500 --> 00:13:43.742]  Go to HempUSA.org.
[00:13:44.342 --> 00:13:53.744]  If you're a truther, an anarchist, a renegade, you only want things that God has made, go to HempUSA.org.
[00:13:53.784 --> 00:13:55.905]  We offer free shipping anywhere in the states.
[00:13:55.985 --> 00:13:58.146]  Go to HempUSA.org.
[00:14:03.473 --> 00:14:14.461]  You're listening to GCN, the Genesis Communications Radio Network.
[00:14:15.762 --> 00:14:20.305]  Again, coming up in the next segment after the news, we're going to be talking to Nelson Linder.
[00:14:21.265 --> 00:14:30.712]  He is the head of the NAACP here in Austin, Texas, with his take and view on Congresswoman Ron Paul and the entire racism controversy.
[00:14:32.967 --> 00:14:39.490]  Right now, let me get into the issue that threatens to split the Ron Paul revolution down the middle.
[00:14:40.930 --> 00:14:44.131]  You don't think the establishment was just going to leave Ron Paul alone.
[00:14:44.992 --> 00:14:51.934]  You don't think that the media wasn't going to dredge things up and exaggerate things and outright lie about Ron Paul, did you?
[00:14:52.735 --> 00:14:54.735]  No, they're going to try to create wedge issues.
[00:14:54.755 --> 00:14:56.396]  They're going to try to make controversies.
[00:14:57.578 --> 00:15:03.181]  And, you know, at the same time, we have to have thick skins who are supporters of Ron Paul.
[00:15:04.142 --> 00:15:09.044]  Or people who are supporters of the First Amendment, for that matter, or our electoral process.
[00:15:10.845 --> 00:15:17.468]  And Ron Paul did come out with a statement on Friday saying, look, our enemies, enemies of liberty, are not above election fraud.
[00:15:19.670 --> 00:15:24.112]  And expanding on that, we just had a bunch of people who ran the Ohio election.
[00:15:24.861 --> 00:15:27.843]  Which we knew was stolen from Kerry, go to prison.
[00:15:29.303 --> 00:15:32.185]  Now, I want to be clear with so-called mainline conservatives out there.
[00:15:32.845 --> 00:15:33.826]  I don't like Kerry.
[00:15:34.026 --> 00:15:37.747]  I'm not choosing to say the election was stolen because I like Kerry.
[00:15:39.028 --> 00:15:46.192]  Any more than I'm choosing to say there's a lot of suspicious things happening with Barack Obama in New Hampshire.
[00:15:46.292 --> 00:15:52.735]  I don't just because I don't like Hillary then decide to come out and say, okay, it looks like she stole from Barack Obama.
[00:15:54.725 --> 00:15:57.246]  I'm just going where the facts lead me.
[00:16:15.342 --> 00:16:18.763]  Magically, he's ten points ahead of Hillary, but he didn't just lose to Hillary.
[00:16:18.783 --> 00:16:33.165]  He got nine points less than her, a 19-point swing, and 81% of the state has the Diebold touchscreen magic machines, which have just been totally proven to be scams.
[00:16:34.086 --> 00:16:37.906]  And that's where he lost by the whopping 19 points.
[00:16:37.966 --> 00:16:40.367]  He lost by nine, but he was ten points ahead.
[00:16:40.407 --> 00:16:40.987]  That's a 19-point swing.
[00:16:42.648 --> 00:16:47.110]  And then he won, as the polls said he should have, on the paper ballot.
[00:16:47.150 --> 00:16:48.450]  See, I remember that.
[00:16:48.891 --> 00:16:50.231]  I don't like Howard Dean.
[00:16:50.291 --> 00:16:51.732]  I don't like the Democratic Party.
[00:16:51.772 --> 00:16:53.472]  I don't like big government.
[00:16:53.512 --> 00:17:00.435]  I'm a libertarian-style Republican in the past, until I realized both parties were bought off, and so I said, hey, I'm not in any party.
[00:17:01.676 --> 00:17:03.376]  A Ron Paul comes along, I get behind him.
[00:17:03.436 --> 00:17:04.817]  I don't have a dog in this fight.
[00:17:04.877 --> 00:17:06.738]  I'm simply giving you the facts.
[00:17:06.858 --> 00:17:09.939]  So, New Hampshire pops up, the same guy, Silvesto,
[00:17:12.155 --> 00:17:21.422]  Silvesto that runs this company with Diebold machines that tabulates 80 plus percent of the votes in five states, including 80 plus percent, 81 percent in New Hampshire.
[00:17:22.903 --> 00:17:31.950]  Then we learn from people that have been involved in corruption fights against him that his number two guy at the company was a convicted narcotics trafficker.
[00:17:32.010 --> 00:17:38.855]  By the way, that's got to be like the 20th time we've caught, it's more than that, Diebold officials, vice presidents being cocaine dealers.
[00:17:38.935 --> 00:17:41.117]  It seems like you've got to be one to be in the club.
[00:17:43.138 --> 00:17:45.140]  People administering Diebold machines.
[00:17:45.541 --> 00:17:50.586]  Or they're hackers, top hackers who spent five, ten years for hardcore computer crime.
[00:17:50.606 --> 00:17:54.070]  Some of the best hackers in the world work for Diebold.
[00:17:54.230 --> 00:17:55.351]  You can't look under the hood.
[00:17:55.391 --> 00:17:55.831]  They won't.
[00:17:56.852 --> 00:18:02.158]  Federal courts have ruled 300 million Americans' votes don't count against them saying you can't look under the hood.
[00:18:02.751 --> 00:18:09.396]  Then we have different companies and Diebold officials quitting, going public, saying, I was hired for fraud.
[00:18:09.716 --> 00:18:14.999]  You've got the chairman of Diebold's plane blowing up last week, very suspiciously.
[00:18:15.059 --> 00:18:18.262]  I mean, this is, these are nice people.
[00:18:18.302 --> 00:18:23.986]  We'll just, and then the other companies are run by former CIA directors or deputy directors or NSA directors.
[00:18:24.246 --> 00:18:25.266]  I mean, look into it.
[00:18:25.967 --> 00:18:27.428]  You can't make this stuff up.
[00:18:29.634 --> 00:18:40.360]  And so all that's going on, and then first in one township, and then in two townships, and then in three townships, where he got zero, it turns out he got a bunch of votes.
[00:18:40.380 --> 00:18:41.901]  31, 67, 100, and something.
[00:18:42.982 --> 00:18:50.086]  Then there's all these thousands of votes, 501 county, 50 in another county, they're called townships in New Hampshire, it'll say other.
[00:18:50.286 --> 00:18:51.787]  They won't say who it was, it'll say other.
[00:18:53.388 --> 00:18:54.929]  And so we start saying, wait a minute.
[00:18:55.672 --> 00:18:56.873]  The polls don't count.
[00:18:56.914 --> 00:18:59.196]  Barack Obama's 16 points ahead of her.
[00:18:59.216 --> 00:19:01.338]  13 in polls and loses by three.
[00:19:01.378 --> 00:19:03.040]  That's 16.
[00:19:03.080 --> 00:19:03.761]  16-point swing.
[00:19:04.682 --> 00:19:11.069]  And then the media says with no evidence, oh, all the people being polled must have lied.
[00:19:11.169 --> 00:19:12.771]  No evidence is a conspiracy theory.
[00:19:12.951 --> 00:19:16.035]  They say everyone being questioned by the media must have lied.
[00:19:17.088 --> 00:19:19.549]  They must have lied to the pollsters.
[00:19:19.589 --> 00:19:21.630]  Suddenly polls don't work when these machines go in.
[00:19:21.950 --> 00:19:23.251]  Suddenly they're not good anymore.
[00:19:23.491 --> 00:19:25.872]  Oh, they're accurate the rest of the time, but not when this happens.
[00:19:27.573 --> 00:19:29.634]  You can't just trust one poll, but 10, 20, 30, 50, 100.
[00:19:30.855 --> 00:19:31.835]  There were hundreds of polls.
[00:19:31.855 --> 00:19:35.277]  They kept showing between 15 and 20% for Barack Obama.
[00:19:35.457 --> 00:19:37.158]  The minority of the polls were showing 10, 12%.
[00:19:39.399 --> 00:19:41.240]  We're going with a low number when we say he was winning by 13%.
[00:19:43.012 --> 00:19:45.254]  He was winning early in the night and suddenly got beat.
[00:19:45.274 --> 00:19:46.394]  That's another sign of fraud.
[00:19:46.815 --> 00:19:48.236]  We have a rundown list of this.
[00:19:50.838 --> 00:19:54.440]  So you have other votes that just say other, that they're not voting by the thousands.
[00:19:54.640 --> 00:20:00.064]  We have hundreds and hundreds and hundreds and hundreds of votes in places that said zero, then we find out he had votes.
[00:20:00.324 --> 00:20:04.387]  They all say in the towns it was an accident to put zero when they were hand counting them.
[00:20:05.468 --> 00:20:06.829]  Those are in towns that have paper ballots.
[00:20:07.889 --> 00:20:08.890]  We'll never know with the machines.
[00:20:10.151 --> 00:20:10.371]  And so...
[00:20:13.499 --> 00:20:19.603]  We have Arthur Howard, who's a Republican candidate who's gone and is doing a recall.
[00:20:19.963 --> 00:20:21.744]  And local grassroots organizations are funding.
[00:20:21.764 --> 00:20:26.707]  They raised like $40,000 last time I've checked on their chip-in button on the GrannyWarriors.com website.
[00:20:27.348 --> 00:20:28.088]  Ladies that drive around.
[00:20:28.108 --> 00:20:30.850]  These old ladies that drive around in this big bus with Ron Paul all over it.
[00:20:32.486 --> 00:20:33.467]  So they're funding that.
[00:20:33.927 --> 00:20:35.848]  We've got Dennis Kucinich, who I interviewed Friday.
[00:20:36.828 --> 00:20:38.329]  That's up on PrisonPlanet.com.
[00:20:38.649 --> 00:20:41.690]  He's funding it because he says it does look suspicious.
[00:20:42.270 --> 00:20:44.251]  It does look like Barack Obama could have been cheated.
[00:20:44.511 --> 00:20:46.032]  Here's a story from PrisonPlanet.com.
[00:20:46.052 --> 00:20:53.075]  By the way, our interview with him got picked up by AP, the Epoch Times, and a bunch of other news sites did pick it up.
[00:20:53.115 --> 00:20:54.436]  So there we are, newsmaking again.
[00:20:54.456 --> 00:20:57.457]  Good job, Trey, getting Dennis Kucinich Friday, by the way.
[00:20:59.170 --> 00:21:04.592]  Kucinich, surprise Hillary victory, a mystery that needs to be solved.
[00:21:04.612 --> 00:21:06.653]  You can read that up on prisonplanet.com.
[00:21:06.673 --> 00:21:09.594]  So, we even have a clip from HBO Friday night.
[00:21:09.614 --> 00:21:21.559]  We're going to play later in the show, just a few minutes of it, of the head of the show coming out and saying that he questions this and it looks suspicious.
[00:21:22.119 --> 00:21:23.480]  And he doesn't trust these machines.
[00:21:24.240 --> 00:21:26.421]  So, we're not kooks, we're not weirdos.
[00:21:27.522 --> 00:21:29.564]  We're not bad.
[00:21:29.644 --> 00:21:31.526]  Bill Maher, many others are saying this.
[00:21:31.766 --> 00:21:33.628]  Republicans and Democrats are saying this.
[00:21:34.148 --> 00:21:38.412]  Something's very suspicious here with Ron Paul and Barack Obama.
[00:21:39.653 --> 00:21:43.676]  Now, Ron Paul put out a statement Friday saying they're not above election fraud.
[00:21:43.696 --> 00:21:44.316]  We're looking at it.
[00:21:44.597 --> 00:21:47.039]  Then today he comes out and says, you know what?
[00:21:49.781 --> 00:21:54.485]  I think he went too far saying I don't think there's election fraud after looking at it.
[00:21:55.365 --> 00:21:56.746]  And he doesn't really give any evidence for that.
[00:21:56.766 --> 00:21:57.226]  It's clear.
[00:21:57.726 --> 00:22:00.247]  He goes on to say, though, we need to look forward to other states.
[00:22:00.547 --> 00:22:02.288]  We need to not lose our momentum on this.
[00:22:02.648 --> 00:22:04.849]  He knows he'll look like a sore loser if he does that.
[00:22:05.250 --> 00:22:08.771]  He knows it's, this is the key, that you can't probably get a real recount.
[00:22:09.111 --> 00:22:11.793]  We found out the guy running the recount, it's all done behind closed doors.
[00:22:12.093 --> 00:22:23.478]  If you can pay the 60-something grand, that's what they quoted Nader a few years ago when he pulled out of it, then just the same people just recount them.
[00:22:24.662 --> 00:22:28.484]  And so I'll finish up with my comments on Ron Paul and where I think this revolution should go.
[00:22:29.044 --> 00:22:31.565]  You know, we need to just continue to support.
[00:22:31.845 --> 00:22:33.846]  Because the establishment wants to drive a wedge.
[00:22:34.246 --> 00:22:39.008]  They want to shut down this campaign, which, if it's anything, is an educational process for the country.
[00:22:39.828 --> 00:22:44.750]  All right, here's the quick news and important messages and then your calls on the other side.
[00:22:44.770 --> 00:22:48.411]  I want to thank all our MNFM affiliates and all of our listeners for tuning in on this Sunday.
[00:22:48.671 --> 00:22:49.692]  Thank you for spending your time with us.
[00:22:49.712 --> 00:22:50.272]  We'll be right back.
[00:23:00.937 --> 00:23:02.297]  Hi, this is Brother Michael Diamond.
[00:23:02.637 --> 00:23:08.139]  You can now get the most important package ever on what has happened to the Catholic Church in the last 50 years.
[00:23:08.619 --> 00:23:16.561]  Find out how this massive crisis concerning the Catholic Church happened, what happened, and how the Bible predicted it would take place in the last days.
[00:23:17.061 --> 00:23:20.682]  The package contains six DVDs that contain ten different programs.
[00:23:21.022 --> 00:23:24.624]  Two books that combined are over a thousand pages in other information.
[00:23:24.944 --> 00:23:28.045]  Order now at our website, mostholyfamilymonastery.com.
[00:23:28.285 --> 00:23:32.227]  That's mostholyfamilymonastery.com.
[00:23:32.507 --> 00:23:35.888]  The last word monastery is spelled M-O-N-A-S-T-E-R-Y.
[00:23:35.988 --> 00:23:36.848]  Or call us at 1-800-275-1126.
[00:23:36.868 --> 00:23:37.209]  That's 1-800-275-1126.
[00:23:37.269 --> 00:23:39.610]  Or mail in your order to us at 4425 Schneider Road, Fillmore, NY 14735.
[00:23:50.914 --> 00:23:54.615]  The total cost for this massive package of information is only $10.
[00:23:54.975 --> 00:23:59.717]  $15 for UPS Crown or $30 outside the U.S.
[00:24:00.937 --> 00:24:06.059]  If you're a chocolate lover, then now you can use chocolate to get the healthy body you've always wanted.
[00:24:06.359 --> 00:24:15.682]  Introducing Coco Pure Chocolate Tea, the most innovative health drink ever, with ingredients connected to a stronger immune system, a healthier heart, and more beautiful skin.
[00:24:15.942 --> 00:24:18.363]  Here's nutritional expert, Dr. Alex Duarte.
[00:24:18.723 --> 00:24:25.049]  Cocoa Pure Chocolate Tea blends the nutrition of concentrated cocoa with natural green tea and an extract from red wine.
[00:24:25.289 --> 00:24:30.214]  This makes it a triple action supplement with more antioxidant value than most fruits and vegetables.
[00:24:30.614 --> 00:24:34.998]  It has a natural energy booster, digestive health boosters, and much more.
[00:24:35.259 --> 00:24:38.662]  Best of all, this is probably the most delicious supplement that you're ever going to taste.
[00:24:39.102 --> 00:24:42.083]  Today you can try Cocoa Pure Chocolate Tea risk-free.
[00:24:42.283 --> 00:24:47.526]  If you don't think this is the most delicious way to get healthy, you can return the empty bottle for your money back.
[00:24:47.726 --> 00:24:49.106]  To try Cocoa Pure, call 1-800-457-9914.
[00:24:49.126 --> 00:24:50.847]  Cocoa Pure will help get your health back on track.
[00:24:50.867 --> 00:24:51.087]  Call 1-800-457-9914.
