[00:00:00.752 --> 00:00:02.493]  Government cover-ups.
[00:06:34.410 --> 00:06:38.432]  Forty nine dollars for a special price of only thirty nine ninety nine with free shipping.
[00:06:38.832 --> 00:06:40.995]  Call the Berkey Guy and order now by calling 1-877-886-3653.
[00:06:40.995 --> 00:06:41.216]  That's 1-877-886-3653.
[00:06:41.216 --> 00:06:43.399]  Or simply click on the banner at GCNlive.com to order online now.
[00:06:53.114 --> 00:06:54.935]  Hi, this is Brother Michael Dimon.
[00:06:54.935 --> 00:07:00.920]  You can now get the most important package ever on what has happened to the Catholic Church in the last 50 years.
[00:07:00.920 --> 00:07:08.846]  Find out how this massive crisis concerning the Catholic Church happened, what happened, and how the Bible predicted it would take place in the last days.
[00:07:09.366 --> 00:07:13.327]  The package contains six DVDs that contain ten different programs.
[00:07:13.327 --> 00:07:17.248]  Two books that combined are over a thousand pages and other information.
[00:07:17.248 --> 00:07:20.589]  Order now at our website, mostholyfamilymonastery.com.
[00:07:20.589 --> 00:07:24.810]  That's mostholyfamilymonastery.com.
[00:07:24.810 --> 00:07:28.631]  The last word monastery is spelled M-O-N-A-S-T-E-R-Y.
[00:07:29.031 --> 00:07:29.511]  Or call us at 1-800-275-1126.
[00:07:29.511 --> 00:07:29.732]  That's 1-800-275-1126.
[00:07:29.732 --> 00:07:32.914]  Or mail in your order to us at 4425 Schneider Road, Fillmore, NY 14735.
[00:07:32.914 --> 00:07:36.938]  The total cost for this massive package of information is only $10.
[00:07:36.938 --> 00:07:38.139]  $15 for UPS ground or $30 outside the U.S.
[00:07:54.639 --> 00:08:01.242]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:08:01.242 --> 00:08:07.185]  It's Alex Jones and the GCN Radio Network.
[00:08:07.185 --> 00:08:08.526]  Alright folks, we are back.
[00:08:08.526 --> 00:08:11.628]  It's the Alex Jones Show.
[00:08:11.628 --> 00:08:22.753]  And over at Infowars.com, they have great coverage of these drills that are going down in Florida and in Denver that involve these black helicopters that apparently don't exist.
[00:08:25.550 --> 00:08:30.992]  The black helicopters that were caught on tape don't exist, so don't worry about it.
[00:08:30.992 --> 00:08:35.314]  Everybody is, uh, dressed in black.
[00:08:35.314 --> 00:08:37.394]  It's a military, ex-military police.
[00:08:37.394 --> 00:08:39.135]  It's a combo pack.
[00:08:39.135 --> 00:08:47.338]  But again, black helicopters don't exist, so the drill probably doesn't exist, so martial law doesn't probably exist, and we should probably just ignore it all.
[00:08:49.025 --> 00:08:54.467]  And it doesn't, uh, happen to coincide with the DNC, even though that's just one of the most bald-faced lies.
[00:08:54.467 --> 00:08:55.828]  I just can't even believe.
[00:08:55.828 --> 00:08:59.490]  I mean, no one's, no one's that dumb, right?
[00:08:59.490 --> 00:09:07.433]  Everybody realizes that these drills that are running in Colorado right now, and I mean right now.
[00:09:07.433 --> 00:09:08.313]  Is today the last day of them?
[00:09:08.313 --> 00:09:08.954]  Yeah, it's Friday.
[00:09:08.954 --> 00:09:13.856]  So, here comes the weekend, and today is the last day.
[00:09:13.856 --> 00:09:16.297]  Anyway, so, uh, right now.
[00:09:18.559 --> 00:09:25.760]  Right now, they're training for urban warfare in preparation for the Democratic National Convention.
[00:09:25.760 --> 00:09:31.121]  They have to make sure it's going to be an Obama love-fest, and they don't want legitimate protests out there.
[00:09:31.121 --> 00:09:43.544]  They don't want people with signs saying, you know, Obama's associated with Zygmunt Brzezinski, or Obama is a, you know, CFR, Obama's wife is CFR.
[00:09:43.544 --> 00:09:43.944]  They don't want
[00:09:44.642 --> 00:09:47.083]  You know, real conflicts of interest to be shown.
[00:09:47.083 --> 00:09:48.104]  So what are they going to do?
[00:09:48.104 --> 00:09:58.030]  They're going to bring in a bunch of goons that have shields, red paint apparently, and a violent attitude.
[00:09:58.030 --> 00:10:00.231]  And they are going to provocateur.
[00:10:00.231 --> 00:10:00.651]  That's right.
[00:10:00.651 --> 00:10:06.254]  They are going to provocateur violence on the first day.
[00:10:06.254 --> 00:10:09.176]  So they give it a black eye and protesting is bad.
[00:10:09.176 --> 00:10:12.558]  Further, further demonizing the first amendment.
[00:10:12.558 --> 00:10:12.778]  Okay.
[00:10:14.656 --> 00:10:32.600]  And as they demonize the First Amendment, this is going to be great, they'll just squelch down on the entire area and those who even had a permit, the one group that had a permit that is setting them up to look bad, had to change its name because we exposed them, but it's the same people.
[00:10:32.600 --> 00:10:35.321]  You're probably going to have the same result.
[00:10:35.321 --> 00:10:36.781]  They're sneaky.
[00:10:36.781 --> 00:10:37.861]  They're not that sneaky though.
[00:10:37.861 --> 00:10:39.922]  I mean, it's right out in the open.
[00:10:39.922 --> 00:10:40.202]  Anyway,
[00:10:41.354 --> 00:10:45.615]  They're going to get their permit and the free speech zone is going to expand to everybody.
[00:10:45.615 --> 00:10:52.137]  It'll be much like the WTO and there will be no negative pins, etc.
[00:10:52.137 --> 00:10:53.337]  within a certain zone.
[00:10:53.337 --> 00:10:54.778]  I mean, you won't even be able to wear a pin.
[00:10:54.778 --> 00:10:56.278]  You won't be able to wear a T-shirt.
[00:10:56.278 --> 00:10:59.099]  The fear of inciting violence will be so strong.
[00:10:59.099 --> 00:11:07.721]  You'll have to be one of these puppets with like, you know, a donkey and an American flag pin on there and an Obama is change bumper sticker.
[00:11:09.039 --> 00:11:13.563]  And apparently they're busing people in, so you're not even going to be able to, you know, get close.
[00:11:13.563 --> 00:11:17.507]  You're going to have to go to a pen to be bused in, even if you're allowed inside.
[00:11:17.507 --> 00:11:24.353]  It's an incredible world we live in, folks.
[00:11:24.353 --> 00:11:28.757]  It is honestly just, it's beyond the pale at this point.
[00:11:28.757 --> 00:11:32.440]  But I want to read you this one off of Infowars.com.
[00:11:32.440 --> 00:11:33.061]  We are changed.
[00:11:33.061 --> 00:11:35.443]  Colorado chases black helicopters in Denver.
[00:11:37.159 --> 00:11:41.923]  Truth Alliance and We Are Change capture history in the making.
[00:11:41.923 --> 00:11:48.407]  Preparations for the DNC are made in Denver as the military exercises drills in the city.
[00:11:48.407 --> 00:11:51.089]  All captured by We Are Change Colorado.
[00:11:51.089 --> 00:11:58.675]  Exclusive footage of the chase was caught by We Are Change Colorado members Jonathan, Turtle, Jason, Josh, Rob, Shannon, Nick, and Brian.
[00:11:59.830 --> 00:12:02.952]  A week of excitement exclusively captured by the crew in Denver.
[00:12:02.952 --> 00:12:07.115]  Here is the three-part video of the week's training exercises in Denver for all to see.
[00:12:07.115 --> 00:12:10.517]  Remember, this is over at InfoWars.com, if you don't believe me.
[00:12:10.517 --> 00:12:13.899]  If you're in your car and you're giggling.
[00:12:13.899 --> 00:12:15.520]  Urban warfare training drills.
[00:12:15.520 --> 00:12:19.222]  Good, I hate them Democrats!
[00:12:19.222 --> 00:12:21.964]  Those liberals, they deserve to be penned up!
[00:12:21.964 --> 00:12:24.605]  Well, it's not about liberal or conservative, both of them are fake.
[00:12:26.837 --> 00:12:29.278]  But again, I think that we need a strong presence at the DNC.
[00:12:29.278 --> 00:12:34.000]  We need a strong presence of intelligent people that aren't there to provocateur violence.
[00:12:34.000 --> 00:12:43.665]  Uh, maybe to hand out DVDs, to document the event, to interview people, you know, to try to get some candidates or that's going to be the hardest thing to do.
[00:12:43.665 --> 00:12:44.925]  Wow.
[00:12:44.925 --> 00:12:45.245]  All right.
[00:12:45.245 --> 00:12:53.369]  We Are Change Colorado has information on where the detention facilities will be for the DNC as well as, uh, the staging area and police HQ.
[00:12:54.773 --> 00:12:55.213]  That's right.
[00:12:55.213 --> 00:12:56.454]  They've already got the police headquarters.
[00:12:56.454 --> 00:12:57.334]  And everybody's in black.
[00:12:57.334 --> 00:13:04.037]  Again, this isn't like you're going to be able to identify who's who or what's what.
[00:13:04.037 --> 00:13:19.683]  The bottom line is, black uniforms, black helicopters, police headquarters of large quarters so they can just put you in internment camps, and free speech zones for those who didn't get a permit and the ones that got a permit want to provocateur the event.
[00:13:19.683 --> 00:13:21.384]  I really hope I'm getting through to a lot of people.
[00:13:22.049 --> 00:13:27.532]  I know that I'm kind of covering this heavy and it's a little bit early for the DNC.
[00:13:27.532 --> 00:13:31.253]  The DNC takes place August 25th to August 28th.
[00:13:31.253 --> 00:13:34.855]  But no one else is talking about this.
[00:13:34.855 --> 00:13:37.356]  And it is June 20th.
[00:13:37.356 --> 00:13:40.357]  So we're about 60 days away from this event.
[00:13:40.357 --> 00:13:41.598]  Now's the time to prep out.
[00:13:42.051 --> 00:13:44.052]  Now's the time to decide to go to Denver.
[00:13:44.052 --> 00:13:49.934]  Now's the time to educate other people when somebody starts to act violent and try to incite that.
[00:13:49.934 --> 00:13:51.034]  That that's the provocateur.
[00:13:51.034 --> 00:13:54.735]  When they throw paint on somebody, that's the cop.
[00:13:54.735 --> 00:13:59.737]  You know, I should pull up, I would pull up that Canadian clip, but the guy curses too much.
[00:13:59.737 --> 00:14:08.120]  This guy, he's wearing a mask, he's by, I don't know, a dozen or so protesters in Canada.
[00:14:08.120 --> 00:14:10.761]  He starts saying, come on, let's throw rocks at the cops!
[00:14:11.374 --> 00:14:15.176]  And he's cursing at the cops, and this and that, and everybody's like, no man, you're a cop.
[00:14:15.176 --> 00:14:16.837]  We know you're a cop.
[00:14:16.837 --> 00:14:17.738]  No.
[00:14:17.738 --> 00:14:19.519]  You're a cop.
[00:14:19.519 --> 00:14:21.039]  Come on, let's throw this and that!
[00:14:21.039 --> 00:14:28.944]  So then the cops have to come in, and they take the guy down, and lo and behold, he's wearing the same exact cop-issued boots.
[00:14:28.944 --> 00:14:29.764]  Don't believe me?
[00:14:29.764 --> 00:14:32.186]  Throw it into Google.
[00:14:32.186 --> 00:14:36.148]  Throw it into... I also am a huge fan of the University of Google.
[00:14:36.148 --> 00:14:36.328]  I mean,
[00:14:36.860 --> 00:14:39.462]  Google's motto used to be, don't be evil.
[00:14:39.462 --> 00:14:41.503]  Obviously attended Bilderberg this year.
[00:14:41.503 --> 00:14:43.525]  Obviously has turned evil.
[00:14:43.525 --> 00:14:45.786]  We've caught them censoring Loose Change.
[00:14:45.786 --> 00:14:49.249]  We've caught them censoring Alex's films.
[00:14:49.249 --> 00:14:55.233]  And really, making the graphic user interface that much more difficult without a numbering system.
[00:14:55.233 --> 00:14:56.754]  You used to know what the top 100 was.
[00:14:56.754 --> 00:15:00.496]  So you could say, hey, we ranked such and such.
[00:15:00.496 --> 00:15:02.578]  You also used to see how many hits you had.
[00:15:02.578 --> 00:15:04.539]  Now you can only check the videos that you've posted.
[00:15:05.169 --> 00:15:11.592]  And it's just, it's ridiculously highly regulated.
[00:15:11.592 --> 00:15:21.397]  They have turned, uh, Google into their new little, uh, information gathering app, I think.
[00:15:21.397 --> 00:15:23.518]  You know, I really do believe that.
[00:15:23.518 --> 00:15:32.083]  And, uh, you know, it's unfortunate, but we gotta use the tools they're allowing us to have at this point, because they don't want us to have those tools much anymore.
[00:15:32.083 --> 00:15:33.243]  And that's what this show is about.
[00:15:33.243 --> 00:15:34.684]  This show is preparing you
[00:15:36.118 --> 00:15:38.639]  For what's to come and how to fight it.
[00:15:38.639 --> 00:15:40.780]  And what is to come is internet too.
[00:15:40.780 --> 00:15:43.621]  And we need to fight that big time.
[00:15:43.621 --> 00:15:50.664]  In Beaumont, Texas, right now, Time Warner has put in a new program where it's pay-by-bandwidth.
[00:15:50.664 --> 00:15:53.165]  Now let me explain what this means.
[00:15:53.165 --> 00:16:03.669]  Most people, it won't mean much, but if you're running a home business, or if you download content that is more than just pictures, in other words, let's say you have a subscription service, much like
[00:16:04.267 --> 00:16:05.107]  Uh, Netflix.
[00:16:05.107 --> 00:16:07.749]  I know there's, uh, some of these movie subscription services.
[00:16:07.749 --> 00:16:14.912]  And you pay, like, eight bucks, but you have unlimited downloads of all these Hollywood MGM movies, blah blah blah.
[00:16:14.912 --> 00:16:21.474]  Well, now if you start downloading those movies on top of that eight dollars, you're going to be capped at a certain amount.
[00:16:21.474 --> 00:16:27.417]  Let's say the movies are between... I don't know, let's say they're a little less than a gig.
[00:16:27.417 --> 00:16:27.917]  Alright, so...
[00:16:28.735 --> 00:16:41.862]  After 40 of those movies, and that doesn't include any other internet traffic, if you download some music or you visit some websites, after that you're going to be paying a dollar plus for each other movie you get.
[00:16:41.862 --> 00:16:46.285]  Why should I have to pay on top of what I'm already paying for the service?
[00:16:46.285 --> 00:16:48.366]  They're going to say, oh, you're using too much bandwidth.
[00:16:48.366 --> 00:16:53.509]  Well, in actuality, you're going to gouge grandma, who's going to use, I don't know,
[00:16:53.942 --> 00:16:55.903]  Maybe one giga month.
[00:16:55.903 --> 00:17:01.686]  Doesn't download anything but her email and pictures and surf the net.
[00:17:01.686 --> 00:17:03.207]  So you're making up for it there.
[00:17:03.207 --> 00:17:10.010]  Now if you have a business and let's say it's in the graphics industry or in the video industry.
[00:17:10.010 --> 00:17:12.291]  I mean these are industries that I'm familiar with.
[00:17:12.291 --> 00:17:15.693]  And you do a lot of FTPing which I've done in the past.
[00:17:15.693 --> 00:17:21.015]  You have to get this Photoshop file up or you have to get this uncompressed AVI up.
[00:17:21.015 --> 00:17:22.656]  Sometimes those are in the gigabytes each.
[00:17:23.536 --> 00:17:28.360]  And in a day you could go through 10, 20 gigs.
[00:17:28.360 --> 00:17:30.522]  Now you're not a huge business.
[00:17:30.522 --> 00:17:39.110]  You're you and maybe you have a secretary that comes in a couple days a week and you know maybe you have one other person that helps out.
[00:17:39.110 --> 00:17:43.994]  Maybe a partner that does some of the editing or graphics with you.
[00:17:43.994 --> 00:17:45.015]  Now you're going to be penalized.
[00:17:45.015 --> 00:17:49.179]  How are you supposed to run your little business out of your small home?
[00:17:49.179 --> 00:17:50.480]  It's absolute nonsense and
[00:17:50.831 --> 00:17:54.472]  This paper bandwidth is just Nazism in my opinion.
[00:17:54.472 --> 00:17:55.593]  And that's just part of it.
[00:17:55.593 --> 00:18:00.275]  They're also training us to biometrically scan to get on the internet.
[00:18:00.275 --> 00:18:06.037]  Alright, that's what those little biometric scanner laptops, those IBM Thinkpads are.
[00:18:06.037 --> 00:18:13.199]  I was disgusted one day when my buddy comes and he's like, yeah man, oh, you can't get on, hold on, let me scan my thumb.
[00:18:13.199 --> 00:18:16.000]  I'm like, you have the biometric thumb scanner on your thing?
[00:18:16.000 --> 00:18:18.121]  He's like, yeah, it's awesome, no one can get on my computer.
[00:18:18.121 --> 00:18:19.442]  I'm like, you realize what that's for?
[00:18:21.138 --> 00:18:22.678]  And he's like, yeah, security.
[00:18:22.678 --> 00:18:27.319]  I'm like, no, for eventually it's going to be your identification when you surf the net.
[00:18:27.319 --> 00:18:31.700]  So from any computer, if you want to log on, you're going to have to scan your thumb.
[00:18:31.700 --> 00:18:34.561]  Say you're over at your buddy's, you want to get on the net.
[00:18:34.561 --> 00:18:38.642]  You're going to have to scan your thumb unless your buddy has already scanned his thumb and is logged in.
[00:18:38.642 --> 00:18:40.842]  But I'm sure they'll have a log out.
[00:18:40.842 --> 00:18:45.323]  And, uh, you know, the cameras are already all up.
[00:18:45.323 --> 00:18:46.883]  I mean, there's cameras on every single one.
[00:18:46.883 --> 00:18:49.444]  Don't think they're not tapped into those yet.
[00:18:49.444 --> 00:18:51.044]  See, that's what, that's another thing.
[00:18:52.085 --> 00:19:02.749]  This, uh, domestic wiretapping and surveillance, which was in place before 9-11, but 9-11 was the excuse why it, you know, it needed to be massaged into place.
[00:19:02.749 --> 00:19:08.811]  And then they even denied that they were wiretapping American citizens, but then it came out they were wiretapping American citizens.
[00:19:08.811 --> 00:19:16.174]  Then they lied again and said it was just American citizens who were making outgoing phone calls to these other countries or vice versa.
[00:19:16.667 --> 00:19:23.831]  It turns out that all that's a lie, and they're just tapping whoever they want, but they do it in a different fashion.
[00:19:23.831 --> 00:19:26.752]  There's new technologies out there, and they're utilizing them.
[00:19:26.752 --> 00:19:31.535]  That's why Google and Microsoft are at the Bilderberg meeting, man.
[00:19:31.535 --> 00:19:32.675]  Alright, it's the Alex Jones Show.
[00:19:32.675 --> 00:19:34.156]  We're gonna be taking your calls.
[00:19:34.156 --> 00:19:35.096]  I'm Jason Bermas.
[00:19:35.096 --> 00:19:36.377]  Thanks for having me this week.
[00:19:36.377 --> 00:19:37.798]  Alex will be back on Sunday.
[00:19:37.798 --> 00:19:41.479]  The websites are InfoWars.com and PrisonPlanet.com.
[00:19:41.479 --> 00:19:42.360]  Be back after the break.
[00:19:54.124 --> 00:19:56.465]  Gas prices are out of control!
[00:19:56.465 --> 00:20:00.347]  Fight back by doing what thousands of listeners to the Alex Jones Show have done.
[00:20:00.347 --> 00:20:03.388]  Developed by a major oil company, a product that really works.
[00:20:03.388 --> 00:20:07.149]  Introducing SFR's Protecta Complete fuel system and engine treatment.
[00:20:07.149 --> 00:20:09.910]  Just one bottle increases mileage for up to six months.
[00:20:09.910 --> 00:20:13.432]  Fleet tested by major oil companies showing improvements in every car tested.
[00:20:13.692 --> 00:20:17.373]  Stop paying mechanics your hard-earned money to have your injection system cleaned.
[00:20:17.373 --> 00:20:23.234]  Protekta cleans up to 95% of new injector condition in just one tankful and is safe for all cars.
[00:20:23.234 --> 00:20:30.695]  Tests conducted by General Motors conclude fuel injectors can partially plug in as little as 5,000 miles due to poor gasoline quality.
[00:20:30.695 --> 00:20:37.537]  Fight high fuel prices by purchasing a Protekta fuel system treatment for only $9.95 and receive an engine treatment free at $12.95 value.
[00:20:38.757 --> 00:20:40.818]  Satisfaction guaranteed or your money back.
[00:20:40.818 --> 00:20:42.698]  Go to oilcompanysecret.com.
[00:20:42.698 --> 00:20:44.679]  That's oilcompanysecret.com.
[00:20:44.679 --> 00:20:47.639]  Or call 888-USE-SFR1.
[00:20:47.639 --> 00:20:53.521]  That's 888-873-7371.
[00:20:53.521 --> 00:20:54.941]  It is a big idea.
[00:20:54.941 --> 00:20:57.762]  A new world order.
[00:20:57.762 --> 00:21:02.243]  In the near future, Earth is dominated by a powerful world government.
[00:21:02.659 --> 00:21:05.483]  It's known as the Bilderberg Group.
[00:21:05.483 --> 00:21:08.266]  Both their objective being world domination.
[00:21:08.266 --> 00:21:11.451]  For thousands of years, their dark order grew.
[00:21:11.451 --> 00:21:18.800]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:21:21.812 --> 00:21:27.256]  For the first time in history, the elite's plan for world government is blown wide open.
[00:21:27.256 --> 00:21:30.638]  You will learn the secret that drives the entire New World Order agenda.
[00:21:53.253 --> 00:21:55.456]  Hi, John Huebner from Midas Resources.
[00:21:55.456 --> 00:21:58.398]  Are you tired of watching your hard-earned assets dwindle away?
[00:21:58.398 --> 00:22:07.006]  As government spending is out of hand and the Federal Reserve is creating in excess of $20 billion a week, are you tired of stockbrokers gambling away your hard-earned money?
[00:22:07.006 --> 00:22:10.690]  Is this market a setup for a crash greater than 1987?
[00:22:10.690 --> 00:22:15.234]  Too many of today's policies resemble those that led to the collapse of 1929.
[00:22:15.234 --> 00:22:16.816]  How much are you willing to lose?
[00:22:17.196 --> 00:22:18.257]  Take action now!
[00:22:18.257 --> 00:22:23.059]  Call me at 1-800-686-2237, extension 129.
[00:22:23.059 --> 00:22:27.041]  I believe that we are facing a financial catastrophe of biblical proportion.
[00:22:27.041 --> 00:22:30.382]  Over recent decades, numerous economic systems have failed.
[00:22:30.382 --> 00:22:36.805]  Current Federal Reserve policy and uncontrolled government spending have set the stage for the United States to be the next target.
[00:22:37.105 --> 00:22:43.070]  Secure your assets today by calling 1-800-686-2237, extension 129.
[00:22:43.070 --> 00:22:45.392]  Do this while paper can still buy gold.
[00:22:45.392 --> 00:22:47.113]  Call me, John Huebner, at 1-800-686-2237, extension 129.
[00:22:53.288 --> 00:22:59.414]  Have you ever suffered from giardia, food poisoning, heavy metal poisoning, arthritis, fatigue, or high cholesterol?
[00:22:59.414 --> 00:23:05.981]  Maybe you're one of the 75 million Americans that the Center for Disease Control reports as suffering from internal parasites.
