[00:00:00.289 --> 00:00:00.950]  I don't know.
[00:06:29.028 --> 00:06:34.591]  The KDF Dual Media Shower Filter typically lasts 10,000 gallons, or one year, whichever comes first.
[00:06:34.811 --> 00:06:40.894]  Hospitals, restaurants, and water treatment facilities use this media to reduce chlorine, iron, heavy metals, and bacteria.
[00:06:41.074 --> 00:06:41.734]  What about you?
[00:06:42.114 --> 00:06:48.157]  Order your KDF Shower Filter normally, $49 for a special price of only $39.99, with free shipping.
[00:06:48.557 --> 00:06:50.679]  Call the Berkey guy and order now by calling 1-877-886-3653.
[00:06:54.041 --> 00:06:54.502]  That's 1-877-886-3653.
[00:06:54.522 --> 00:06:56.989]  Or simply click on the banner at GCNlive.com to order online now.
[00:07:04.466 --> 00:07:04.906]  Warning!
[00:07:05.087 --> 00:07:11.812]  The EPA states indoor air pollution is the number one health problem today, causing 50% of all illnesses.
[00:07:11.992 --> 00:07:14.474]  Go to germfree33.com.
[00:07:14.534 --> 00:07:19.398]  Technology developed for NASA is now available to protect your family and health.
[00:07:19.558 --> 00:07:27.824]  Laboratory proven to eliminate 99.9% of deadly MRSA, black mold, E. coli, bird flu, and more from all surfaces.
[00:07:27.964 --> 00:07:30.146]  Germfree33.com.
[00:07:30.226 --> 00:07:31.467]  Remove pollen, mold,
[00:07:31.647 --> 00:07:34.070]  Pet dander, dust mites and more from the air.
[00:07:34.190 --> 00:07:36.112]  Germfree33.com.
[00:07:36.212 --> 00:07:37.834]  World's best air purifiers.
[00:07:38.014 --> 00:07:39.055]  Nothing else compares.
[00:07:39.175 --> 00:07:41.098]  Germfree33.com.
[00:07:41.218 --> 00:07:42.800]  No expensive filters to replace.
[00:07:42.880 --> 00:07:44.622]  Covers 3,000 square feet.
[00:07:44.782 --> 00:07:47.665]  See the proof at Germfree33.com.
[00:07:47.785 --> 00:07:49.207]  Order from our secure website.
[00:07:49.307 --> 00:07:50.388]  Credit cards accepted.
[00:07:50.568 --> 00:07:51.129]  Order by phone.
[00:07:51.189 --> 00:07:51.570]  We're good.
[00:08:07.927 --> 00:08:12.109]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:08:12.769 --> 00:08:13.569]  You want answers?
[00:08:14.330 --> 00:08:15.210]  Well, so does he.
[00:08:15.910 --> 00:08:19.552]  He's Alex Jones on the GCN Radio Network.
[00:08:20.092 --> 00:08:24.134]  And now, live from Austin, Texas, Alex Jones.
[00:08:28.001 --> 00:08:32.342]  Alex Jones is out on vacation with his family, taking a well-deserved rest.
[00:08:32.382 --> 00:08:34.263]  He will be back for the Sunday program.
[00:08:34.303 --> 00:08:35.323]  I've been sitting in all week.
[00:08:35.363 --> 00:08:36.343]  I'll be here tomorrow.
[00:08:36.723 --> 00:08:47.246]  And we're talking to Michael Markovich, a preacher who was arrested for spreading the word on the sidewalk, folks, and then, I guess, recently convicted by trial.
[00:08:47.947 --> 00:08:51.628]  I'm wondering, Michael, when they arrested you, did they just give you a ticket?
[00:08:51.648 --> 00:08:52.908]  Did they bring you down to the station?
[00:08:52.968 --> 00:08:54.148]  How did that process go?
[00:08:54.468 --> 00:08:56.549]  And then, tell me what happened at the trial.
[00:08:57.734 --> 00:09:23.825]  Well, first, to your first question, what happened is that as I was speaking, I had been approached one final time by the supervising ranger, Saperstein, supervising ranger Saperstein, who came and several other rangers, and they used pain compliance where they bent my hand behind my back and forcibly made me go into the Liberty Bell Center into a room.
[00:09:24.545 --> 00:09:29.408]  In which I had been questioned and then cited and released.
[00:09:30.389 --> 00:09:38.834]  And after that, the citation, the second citation, which is also a federal violation, came in the mail, certified mail, six months later.
[00:09:40.235 --> 00:09:50.501]  And in relationship to the trial itself, that was a two-day trial in which the prosecution put their case on, of course, and then we put our case on.
[00:09:51.342 --> 00:09:53.463]  And ultimately, I had been found
[00:09:54.082 --> 00:10:04.310]  Guilty of violating the terms and conditions of a permit, and secondly for interfering with agency functions by just simply standing on the sidewalk and speaking with people.
[00:10:05.050 --> 00:10:15.919]  So it definitely is very revealing as to where our country is headed in, or it has been headed in this direction for a very long time now, and it's just getting worse.
[00:10:15.979 --> 00:10:20.082]  And this free speech zone establishment, which is becoming more commonplace at major events,
[00:10:21.287 --> 00:10:26.672]  This is now being instituted here at the Liberty Bell Center and Independent Hall on the public sidewalks.
[00:10:26.952 --> 00:10:32.577]  Yeah, it seems like it doesn't even have to be at a main event like the RNC, like the DNC.
[00:10:33.238 --> 00:10:34.119]  It can be anywhere now.
[00:10:34.299 --> 00:10:37.702]  And they're trying to put these into squelch-free speech even further.
[00:10:38.283 --> 00:10:40.345]  They're arresting people, quote-unquote, for peddling.
[00:10:40.865 --> 00:10:43.127]  Uh, when they're giving away DVDs at this point.
[00:10:43.587 --> 00:10:46.289]  I mean, even at a bank, I get the runaround.
[00:10:46.329 --> 00:10:56.556]  It's a total surveillance society, police state, where they want all these forms of identification, they want all these regulations, so that if they don't agree with what you're saying, you won't be able to say it at all.
[00:10:56.816 --> 00:10:58.697]  And that's what this country has really become.
[00:10:58.997 --> 00:11:06.142]  Anything that is labeled, quote-unquote, a free speech zone is bad news, because the free speech zone is this country.
[00:11:06.442 --> 00:11:10.625]  It's any public property that is in the United States of America, in my opinion.
[00:11:11.526 --> 00:11:11.986]  That's right.
[00:11:12.247 --> 00:11:15.290]  And what was very shocking is what Assistant U.S.
[00:11:15.330 --> 00:11:17.573]  Attorney Richard Goldberg was arguing.
[00:11:17.993 --> 00:11:22.799]  He was stating that our defense, and that was a part of our defense, that it was propaganda.
[00:11:23.380 --> 00:11:26.003]  And that I was a clear and present danger.
[00:11:26.996 --> 00:11:29.017]  To people being on that public sidewalk.
[00:11:29.117 --> 00:11:38.101]  In the name of safety, they're starting to shut people down from being able to speak on the public sidewalks about issues that are important to them, and it's happening more and more often.
[00:11:38.521 --> 00:11:40.462]  In fact, what happened is that this U.S.
[00:11:40.522 --> 00:11:54.968]  attorney, Richard Goldberg, asked the judge, Judge Rapoport, who heard this case, to send a message not only to me, but to those in the courtroom and anyone else who would dare stand on public property and share their beliefs without government permission.
[00:11:55.646 --> 00:11:57.747]  And it's very, very revealing.
[00:11:58.268 --> 00:11:59.128]  Yeah, it is.
[00:11:59.608 --> 00:12:02.270]  Much like the government has, quote-unquote, become God.
[00:12:02.830 --> 00:12:17.579]  And we know that a lot of these preachers have really sold their flocks down the river by taking government funding and telling them that when the government comes in, listen to them, go to the camps, it's just unbelievable how far this has gone.
[00:12:17.599 --> 00:12:19.260]  It certainly is.
[00:12:19.500 --> 00:12:20.080]  It certainly is.
[00:12:20.160 --> 00:12:24.623]  And, you know, they're trying to send this message, and I think that they are
[00:12:25.316 --> 00:12:29.184]  This is getting some attention because of the fund and because I was put on a year probation.
[00:12:29.685 --> 00:12:31.269]  I have to now go down to the U.S.
[00:12:31.309 --> 00:12:32.972]  Probation Office tomorrow by 2 p.m.
[00:12:34.389 --> 00:12:44.974]  and uh... register and not only get permission uh... for you know being able to exercise my rights in public but anywhere i go i need to now get permission from the u.s.
[00:12:45.014 --> 00:12:54.599]  probation office and they could deny me for whatever reason they so desire if i need to go in uh... to a ministry project in another state i have to get permission from the u.s.
[00:12:55.039 --> 00:12:58.141]  probation office so this is really a shocking decision
[00:12:58.741 --> 00:13:04.384]  And I think that it should awaken some people to voice some opposition and to stand up for what is right.
[00:13:05.004 --> 00:13:07.426]  Where can people find your information?
[00:13:07.466 --> 00:13:08.306]  What's the website?
[00:13:08.346 --> 00:13:09.086]  How can people help?
[00:13:10.147 --> 00:13:13.909]  Well, I encourage people to visit us at repentamerica.com.
[00:13:13.929 --> 00:13:17.371]  That's R-E-P-E-N-T America dot com.
[00:13:17.391 --> 00:13:18.171]  And on our website,
[00:13:18.646 --> 00:13:20.427]  There's actually a link to the video footage now.
[00:13:20.467 --> 00:13:22.889]  I know it's at InfoWars.com as well.
[00:13:23.610 --> 00:13:28.753]  If people would like to take a look at that, they can go to our website at RepentAmerica.com.
[00:13:29.153 --> 00:13:30.895]  You also have it on InfoWars.com.
[00:13:30.995 --> 00:13:38.300]  If they want to see it on YouTube, they can just go to YouTube and use the keyword, Liberty Bell Center, and it's the very first video.
[00:13:38.400 --> 00:13:48.227]  And in that video footage, you will see this supervising ranger approach me a couple of times and instruct me to go to this free speech area.
[00:13:48.903 --> 00:13:52.066]  And I had declined that, as well as the verbal permit that was issued.
[00:13:53.266 --> 00:14:02.273]  Now, nowhere in what they call the compendium or in the Code of Federal Regulations do we see them being able to issue verbal permits.
[00:14:02.634 --> 00:14:04.455]  Nowhere there is that even listed.
[00:14:04.555 --> 00:14:10.580]  And the judge argued in his finding of facts that, well, it's not listed, therefore they can issue it.
[00:14:10.760 --> 00:14:13.142]  So it really is a bad decision.
[00:14:13.895 --> 00:14:16.457]  And we're working on an appeal right now.
[00:14:16.817 --> 00:14:21.581]  Our legal counsel, our attorney, Scott Shields, is getting ready to file that appeal.
[00:14:22.341 --> 00:14:37.293]  It's our hope that this gets shut down, because if they shut down the public sidewalks to the free expression of ideas at the Liberty Bell Center and at Independence Hall in the birthplace of American freedom, then our nation, as it is right now, is in trouble.
[00:14:39.185 --> 00:14:39.685]  Absolutely.
[00:14:40.106 --> 00:14:51.975]  And that's why it's so important for people to arm themselves with cameras, because even if you do go down in a courtroom, at least in the court of public opinion, we have a chance.
[00:14:52.275 --> 00:14:57.239]  We can show how corrupt the system is and shed light on that, and show how corrupt it is all around.
[00:14:57.279 --> 00:14:59.500]  It's not just the police, but it's the judge.
[00:15:00.041 --> 00:15:02.482]  It's the court system that would rule in favor
[00:15:03.984 --> 00:15:05.745]  Of this, you know, police state measure.
[00:15:05.805 --> 00:15:07.446]  Rule against the First Amendment.
[00:15:07.666 --> 00:15:09.887]  Rule against the Constitution and Bill of Rights.
[00:15:10.748 --> 00:15:12.449]  What else are you guys up to?
[00:15:12.489 --> 00:15:14.671]  What's the next step for Repent America?
[00:15:16.111 --> 00:15:25.818]  Well right now we're really concentrating on this particular situation because of what it all entails and trying to get this overturned and ensuring that people
[00:15:26.385 --> 00:15:28.887]  Not only myself, but people who disagree with our message.
[00:15:28.907 --> 00:15:33.931]  And we do believe Jesus Christ is the way, the truth, and the life, and that no man comes to the Father but by Him.
[00:15:34.231 --> 00:15:36.033]  But we know that people are going to disagree with that.
[00:15:36.433 --> 00:15:49.143]  But that's why the public street should be open up to discussion and open up to the free expression of ideas, not shut down by government because they're afraid of safety issues, or they're using this in the name of safety, but they want to silence us.
[00:15:49.958 --> 00:15:54.119]  And we're going to be headed to a couple of events coming up.
[00:15:54.139 --> 00:15:55.579]  We're going to be in Washington, D.C.
[00:15:55.659 --> 00:15:58.100]  for the 4th of July and at some other events.
[00:15:58.160 --> 00:16:03.261]  But being out there on a regular basis, this is becoming very much commonplace.
[00:16:03.801 --> 00:16:09.603]  The free speech zone establishments that are at these major events, that are not only at major events, as you said, but they're on college campuses.
[00:16:10.441 --> 00:16:18.007]  They're becoming now just a regular part of a city where someone is told you have to go over there if you want to express your views.
[00:16:18.647 --> 00:16:26.894]  And what's going to stop them from just shutting it all down completely without that permit and then denial of those permits?
[00:16:26.994 --> 00:16:33.659]  It's very troublesome in this case, as I said, very revealing as to the direction our country continues to head in.
[00:16:34.454 --> 00:16:35.635]  And what is that direction?
[00:16:35.675 --> 00:16:46.465]  I mean, the way I've been seeing it is, you know, you're gonna have more police on the streets, you're seeing a merger of the military and the police, especially in these drills that are going on in Denver.
[00:16:46.585 --> 00:16:50.249]  I think we're seeing even more sophisticated types of control where
[00:16:50.589 --> 00:17:15.168]  You know, organizations like Recreate 68 get found out, you know, that they're bad, that they're trying to incite violence at the DNC, that they're telling people to bring red paint and throw it on others, to bring shields, to wear armor, and of course this is the only group that actually gets the quote-unquote permit to protest, and then they're exposed, and all they do is they change their name, and it's basically the same members, and they're the only ones that get the permit.
[00:17:15.408 --> 00:17:20.032]  It seems like they're setting up the people that don't know for violence in order to bring in
[00:17:20.612 --> 00:17:27.658]  You know, the military and police, to put the squelch on freedom of speech yet again, to make it seem like the country wants Barack Obama.
[00:17:28.578 --> 00:17:29.559]  There's no question about it.
[00:17:29.739 --> 00:17:33.342]  That's exactly what their goal is.
[00:17:33.502 --> 00:17:40.728]  They're using fear, these fear tactics, and telling the people, well, you know, we can't have that because there'd be riots, there'd be this and there'd be that.
[00:17:40.768 --> 00:17:48.193]  In the name of safety, we're telling people they need to stay over there, behind that building, behind that tree over there, down the street.
[00:17:48.514 --> 00:17:50.335]  You know, there's limits on this.
[00:17:50.931 --> 00:18:01.421]  It's so subjective, and these directives are becoming more and more evident through what's happening to a lot of different people that are out there at these events.
[00:18:01.461 --> 00:18:14.694]  Now, we're headed out to the DNC Convention as well as the RNC Convention, and we have reason to believe that they're going to do as they did in New York City and up in Massachusetts and Boston.
[00:18:15.354 --> 00:18:35.114]  When they had the cages established, these cages, and I'm saying cages because they're fences that basically you're put into, and you could express yourself in those cages, particularly at the DNC convention where that happened, but then at the RNC convention they put people down in an abandoned warehouse on Pier 57,
[00:18:36.639 --> 00:19:03.653]  In caged-in areas, and when I was escorted in there after having been arrested on a public sidewalk there, because I wouldn't go to the sight and sound or the free speech area that they had established, I was sitting in a cage and looking at all these people of different types of political positions and ideas, and they were all criminalized because they were out there exercising their right to free speech, and it's very disturbing.
[00:19:04.113 --> 00:19:06.475]  It's just amazing where this country has gone.
[00:19:06.555 --> 00:19:10.217]  It truly has become land of the coward, home of the slave.
[00:19:10.517 --> 00:19:15.400]  And when they try to tell you that a free speech zone is a cage, think about it.
[00:19:15.420 --> 00:19:16.841]  They're treating you like an animal.
[00:19:16.941 --> 00:19:20.544]  Literally treating you like a pet and letting you know they're the boss.
[00:19:20.984 --> 00:19:22.586]  Well, I'm not in line with that.
[00:19:22.646 --> 00:19:23.447]  I'm not down with it.
[00:19:23.667 --> 00:19:25.008]  I'm not getting into any cage.
[00:19:25.289 --> 00:19:27.731]  If you've got to arrest me because of that, so be it.
[00:19:28.412 --> 00:19:31.255]  Again, I'm encouraging a lot of people to go to the DNC this year.
[00:19:31.375 --> 00:19:32.557]  Arm yourself with cameras.
[00:19:32.797 --> 00:19:34.579]  Let them know you're not going to cause violence.
[00:19:34.839 --> 00:19:38.063]  Let them know that you might not have a permit, but you're going to be there anyway.
[00:19:38.423 --> 00:19:39.945]  Give out the website one more time, Michael.
[00:19:40.706 --> 00:19:44.893]  It is repentamerica.com, R-E-P-E-N-T-A-M-E-R-I-C-A.com.
[00:19:45.113 --> 00:19:46.636]  Alright, thank you for spending time with us, Michael.
[00:19:46.676 --> 00:19:47.577]  It's the Alex Jones Show.
[00:19:47.598 --> 00:19:51.865]  We're going to take your calls on the other side and play this World Trade Center 7 clip one more time.
[00:20:03.217 --> 00:20:04.879]  Our beloved Republic is on her knees.
[00:20:05.179 --> 00:20:08.623]  The forces of globalism are destroying national sovereignty worldwide.
[00:20:08.783 --> 00:20:10.625]  But in Liberty's darkest hour, there is hope.
[00:20:11.246 --> 00:20:13.969]  The first time in modern history, the people are beginning to wake up.
[00:20:14.289 --> 00:20:19.655]  It is essential that patriots worldwide accelerate their fellow man's understanding of the New World Order master plan.
[00:20:20.015 --> 00:20:23.918]  We have a short time frame to fully awaken and energize the people to meet this threat.
[00:20:49.755 --> 00:20:51.096]  We're good to go.
[00:21:03.940 --> 00:21:09.862]  Have you ever suffered from giardia, food poisoning, heavy metal poisoning, arthritis, fatigue, or high cholesterol?
[00:21:10.082 --> 00:21:16.243]  Maybe you're one of the 75 million Americans that the Center for Disease Control reports as suffering from internal parasites.
[00:21:16.644 --> 00:21:25.706]  If so, Freshwater Organics is proud to introduce you to a million-year-old miracle that has been used all over the world by health-conscious individuals seeking alternatives to chemicals and drugs.
[00:21:26.086 --> 00:21:32.908]  FPP, or Fossilized Phytoplankton Powder, is a 100% natural, organic product with absolutely no additives.
[00:21:33.268 --> 00:21:38.231]  When taken daily, it is an excellent source of natural plant-based silica with 14 trace minerals.
[00:21:38.551 --> 00:21:41.233]  Many believe it is the key to a healthy digestive tract.
[00:21:41.573 --> 00:21:52.300]  To find an FPP distributor near you or to buy it now online, go to www.freshwaterorganics.com.
[00:21:52.860 --> 00:21:54.421]  You can also call toll-free at 888-949-3570.
[00:21:54.441 --> 00:21:54.661]  That's 888-949-3570.
[00:22:02.645 --> 00:22:03.625]  Hello, Ted Anderson.
[00:22:03.685 --> 00:22:08.467]  Listeners of the network are familiar with the Federal Reserve Note and understand the risks of deficit spending.
[00:22:08.647 --> 00:22:16.450]  Therefore, with catastrophic events, it comes as no surprise that some banks have currently placed limits on the amount of cash depositors can remove from their accounts.
[00:22:16.710 --> 00:22:22.072]  A fractional reserve system means only a small portion of your deposit is held in reserve for immediate withdrawal.
[00:22:22.292 --> 00:22:29.254]  Deficit spending will skyrocket through FDIC if the government is forced to insure deposits during a bank run followed by a depressed economy.
[00:22:29.554 --> 00:22:34.899]  A current effort is underway by the Fed along with other central banks to increase liquidity for depositors.
[00:22:35.160 --> 00:22:39.904]  However, an increase in money supply without equal expansion in productivity can cause inflation.
[00:22:40.224 --> 00:22:47.852]  In order to achieve strength and stability, I recommend a conservative portion of all investments to be calmly repositioned into gold and silver.
[00:22:48.172 --> 00:22:50.875]  While paper investments currently have been driven by debt,
[00:22:51.295 --> 00:22:54.398]  Gold, on its own, has held value for over 6,000 years.
[00:22:54.718 --> 00:22:56.380]  For more information, call 1-800-686-2237.
[00:22:58.582 --> 00:22:58.982]  That's 1-800-686-2237.
[00:22:59.002 --> 00:23:06.309]  With the hot and muggy season upon us, most people shut their windows to stay cool.
[00:23:06.609 --> 00:23:11.113]  The problem is, the air you breathe inside your home is not as clean as outdoor air.
[00:23:11.434 --> 00:23:16.198]  And who wants an ugly, plastic, noisy air purifier taking up space in their beautiful home?
[00:23:17.219 --> 00:23:18.319]  There is an alternative.
[00:23:18.499 --> 00:23:21.360]  Himalayan Crystal Salt Lamps from Ionic Salts.
[00:23:21.720 --> 00:23:24.842]  These lamps are handmade from the most prized salts on the planet.
[00:23:25.022 --> 00:23:29.143]  With so many various lamps to choose from, your home will look good and you'll feel great.
[00:23:29.363 --> 00:23:35.085]  Visit ionicsalts.com today to see for yourself the true beauty of Himalayan Crystal Salt Lamps.
[00:23:35.285 --> 00:23:41.327]  Ionic Salts also carries Gourmet Table Salts and a wide variety of Bath Salts for even more relaxation.
[00:23:41.647 --> 00:23:47.209]  Ionic Salts provides free shipping along with a 15% discount on orders of $100 or more.
[00:23:47.449 --> 00:23:52.371]  Offered exclusively to GCN listeners by entering coupon code GCN.
[00:23:52.491 --> 00:23:54.151]  Visit ionicsalts.com.
[00:23:54.251 --> 00:23:57.873]  That's I-O-N-I-C-S-A-L-T-S-D-O-T-C-O-M.
[00:23:58.073 --> 00:24:01.074]  Ionic Salts, see the beauty, breathe the difference.
[00:24:12.515 --> 00:24:15.058]  Alright folks, we're going to be taking your calls in just a moment.
[00:24:15.078 --> 00:24:16.379]  It's the Alex Jones Show.
[00:24:16.399 --> 00:24:17.621]  It's the final half hour.
[00:24:18.662 --> 00:24:19.123]  Check it out.
[00:24:19.483 --> 00:24:20.184]  Video feed.
[00:24:20.344 --> 00:24:21.285]  PrisonPlanet.tv.
[00:24:21.325 --> 00:24:26.191]  If you missed any of it, we're going to be replaying the whole thing over at InfoWars.com for four whole hours.
[00:24:26.211 --> 00:24:28.474]  Remember, you're not getting this news anywhere else.
[00:24:29.753 --> 00:24:33.157]  Okay, no one else is showing you video of black helicopters in Denver.
[00:24:33.197 --> 00:24:33.918]  We're doing that.
[00:24:34.238 --> 00:24:37.903]  No one else is covering this, uh, breaking BBC conspiracy files.
[00:24:37.963 --> 00:24:41.387]  It's been talked about, but we're gonna be the first ones to show you this on air.
[00:24:41.908 --> 00:24:42.809]  So let's just go to it.
[00:24:42.849 --> 00:24:46.293]  Let's, let's pop it up and, uh, let's play the clip.
[00:25:11.641 --> 00:25:14.263]  Building 7 is the smoking gun of 9-11.
[00:25:14.603 --> 00:25:19.427]  It is the most obvious example of controlled demolition.
[00:25:20.959 --> 00:25:21.960]  It's not real.
[00:25:22.280 --> 00:25:25.843]  The materials and the technologies just aren't there.
[00:25:26.143 --> 00:25:27.405]  If they were, I'd know.
[00:25:28.345 --> 00:25:29.586]  In the building, I heard explosions.
[00:25:29.987 --> 00:25:31.208]  Outside the building, I heard explosions.
[00:25:35.717 --> 00:25:40.341]  I saw this building, which had never been hit by a plane, come crashing straight down.
[00:25:40.962 --> 00:25:46.667]  For it to fall symmetrically and completely and rapidly was quite astounding.
[00:25:47.347 --> 00:25:50.550]  Could one use a controlled demolition on any building?
[00:25:50.630 --> 00:25:50.890]  Sure.
[00:25:51.191 --> 00:25:52.031]  Did it happen to WTC7 on 9-11?
[00:25:52.071 --> 00:25:52.472]  No, it did not.
[00:26:00.930 --> 00:26:03.473]  As far as I know, that's the first time it's happened in architectural history.
[00:26:03.533 --> 00:26:06.496]  A steel high-rise building has collapsed simply because of damage and fire.
[00:26:07.497 --> 00:26:08.978]  You can hear the building creak.
[00:26:09.218 --> 00:26:10.239]  You can hear things fall.
[00:26:10.259 --> 00:26:11.861]  You can hear the fire burning.
[00:26:12.582 --> 00:26:14.504]  And you can hear the destruction way above it.
[00:26:17.707 --> 00:26:21.491]  No steel frame high-rise building has ever collapsed due to fire.
[00:26:25.407 --> 00:26:27.329]  You know, you have to look at what was inside Building 7.
[00:26:27.389 --> 00:26:30.451]  You had the largest Secret Service field office outside of Washington, D.C.
[00:26:30.791 --> 00:26:32.473]  You had the largest CIA field office.
[00:26:32.933 --> 00:26:35.495]  You had a number of government agencies inside the building.
