[00:00:04.508 --> 00:00:05.809]  He stands for truth.
[00:04:02.708 --> 00:04:17.479]  Now, we've got the spokesman for the campaign, the head of their media operations, their press secretary, Jesse Benton, joining us coming up at the bottom of the hour in about 20 minutes.
[00:04:19.144 --> 00:04:20.745]  Boy, that Friday show was amazing.
[00:04:20.785 --> 00:04:21.885]  We had Ron Paul on.
[00:04:22.266 --> 00:04:24.167]  We had his son, Dr. Rand Paul, on.
[00:04:24.647 --> 00:04:31.050]  We had Big Daddy Don Garlitz, the undefeated king of drag racing history, big supporter of Ron Paul.
[00:04:31.931 --> 00:04:37.734]  We had the head of the campaign, Mr. Snyder, head of the Ron Paul 2008 campaign.
[00:04:38.074 --> 00:04:42.116]  And we had Trevor Lyman, the guy behind all the big money bombs and the blimp and the rest of it.
[00:04:42.925 --> 00:04:46.869]  And we launched and raised $25,000 in one day.
[00:04:46.889 --> 00:04:48.431]  It's been a couple thousand each day since then.
[00:04:48.471 --> 00:04:49.211]  They haven't updated it.
[00:04:49.872 --> 00:04:56.258]  That's RonPaulAirCorp.com or link through at RonPaulWarRoom.com.
[00:04:56.298 --> 00:05:01.003]  I also launched RonPaulWarRoom.com last Thursday.
[00:05:01.857 --> 00:05:02.618]  We're good to go.
[00:05:19.924 --> 00:05:24.127]  And the alternative media is rising, and the establishment knows that.
[00:05:24.167 --> 00:05:25.929]  So they can steal this election from Ron Paul.
[00:05:25.949 --> 00:05:27.410]  They can kick him out of debates.
[00:05:27.470 --> 00:05:28.231]  They can cheat him.
[00:05:28.251 --> 00:05:29.491]  They can lie about him.
[00:05:29.932 --> 00:05:37.237]  But the idea, and that's what Ron Paul and I talked about Friday, the idea of liberty is growing and gaining ground every day, and we're winning the war.
[00:05:37.778 --> 00:05:46.925]  They may even stage events and Benedict Arnold and cheat and win some battles, but they can see where everything's going, and that's the establishment losing big time.
[00:05:50.143 --> 00:05:52.364]  I know we've got quite a few callers already holding.
[00:05:52.404 --> 00:05:54.044]  The toll-free number is 877-590-5525, 877-590-5525.
[00:05:54.164 --> 00:06:07.388]  Or locally in Texas, if you're listening to the Mothership, the station we bring you the syndicated transmission from, News Radio 590 KLBJ, it's 836-0590.
[00:06:09.089 --> 00:06:11.989]  And we've got two more affiliates last week to the show.
[00:06:12.049 --> 00:06:17.371]  It's 22 stations carrying the transmission now, from San Diego to Niagara Falls.
[00:06:18.174 --> 00:06:24.239]  To Tampa, Florida, to Austin, Texas, to Kansas City, to Wyoming, Montana.
[00:06:25.139 --> 00:06:30.504]  It is very exciting that we're this show, the Sunday show, now syndicated for about nine, ten months.
[00:06:30.884 --> 00:06:32.605]  We've been here for more than a year developing the show.
[00:06:33.806 --> 00:06:37.009]  It's just, I want to thank all those AM and FM affiliates, the listeners, everybody.
[00:06:38.050 --> 00:06:41.272]  Speaking of Ron Paul, ronpaulwarroom.com.
[00:06:42.093 --> 00:06:43.694]  Some people say, well, why is it called a war room?
[00:06:44.682 --> 00:06:45.383]  He's against war.
[00:06:45.483 --> 00:06:50.465]  Well, why is a campaign's money collections and contributions called a war chest?
[00:06:50.926 --> 00:06:53.307]  Why is an advertising campaign called a campaign?
[00:06:54.508 --> 00:06:57.369]  Why do they imply that football is war?
[00:06:57.509 --> 00:06:58.630]  Everything in life is war.
[00:06:58.670 --> 00:07:00.971]  If you don't know that, you've got your head screwed on crooked.
[00:07:01.331 --> 00:07:03.253]  The Japanese openly say business is war.
[00:07:04.093 --> 00:07:11.037]  If you go to the Oxford Dictionary or the dictionary here in the U.S., Black's Dictionary, it will tell you that a war room...
[00:07:12.319 --> 00:07:18.943]  Is a term for a command center or conference room in a war or in a political campaign.
[00:07:20.444 --> 00:07:23.946]  Okay, that's why we called it ronpaulwarroom.com.
[00:07:24.627 --> 00:07:28.189]  And this is a place where we now have thousands and thousands of members that have signed up.
[00:07:28.209 --> 00:07:29.710]  It takes about two seconds to sign up.
[00:07:29.730 --> 00:07:36.154]  It's really a live action blog post, articles in whole or in part, whatever you like.
[00:07:37.379 --> 00:07:42.201]  Your own comments, stories you write, links to stories, videos, audios.
[00:07:43.102 --> 00:07:46.163]  I mean, there's been as much as 500 people posting at one time in there.
[00:07:46.183 --> 00:07:48.064]  I think there's just a few dozen in there right now.
[00:07:48.084 --> 00:07:50.465]  If you want to go to ronpaulwarren.com, I will.
[00:07:51.685 --> 00:07:55.227]  Also from the prisonplanet.com forum.
[00:07:55.807 --> 00:07:59.709]  We'll also take questions from there today and comments or point out any points that you make.
[00:08:00.389 --> 00:08:04.391]  This has become an amazing resource for us.
[00:08:05.744 --> 00:08:08.465]  Because it's so easy to sign up.
[00:08:08.525 --> 00:08:09.426]  Anybody can be involved.
[00:08:09.446 --> 00:08:10.626]  You can even go in there and attack me.
[00:08:10.646 --> 00:08:14.828]  There's no censorship unless you put porn up or death threats and stuff like that.
[00:08:14.868 --> 00:08:15.568]  Then we take you down.
[00:08:16.048 --> 00:08:16.988]  We haven't had to do that yet.
[00:08:18.209 --> 00:08:19.369]  Because there's no control.
[00:08:19.389 --> 00:08:28.313]  It's just so many angles, so many thoughts, so many tips, so many ideas that we then put on prisonplanet.com, infowars.com, prisonplanet.tv.
[00:08:30.412 --> 00:08:32.833]  Truthnews.us, just amazing.
[00:08:33.213 --> 00:08:38.555]  Kurt Nemo got Ron Paul War Room up in about a week, so it's there for you, ladies and gentlemen.
[00:08:40.056 --> 00:08:43.817]  All right, I know we've got a lot of callers here, and we're going to come back and take some of those.
[00:08:43.857 --> 00:08:47.878]  Just get right into Ron Paul, the debate, the censorship in the first hour.
[00:08:47.999 --> 00:08:53.701]  Second hour, we'll have some Ron Paul discussions and open phones or who you're supporting for Election 2008.
[00:08:55.899 --> 00:08:56.399]  We're good to go.
[00:09:26.571 --> 00:09:29.892]  And Ron Paul got in the top five, so ABC included him yesterday.
[00:09:30.772 --> 00:09:31.373]  Not Fox.
[00:09:31.633 --> 00:09:32.933]  They said they'd take the top five.
[00:09:32.973 --> 00:09:34.533]  Giuliani is not in the top five.
[00:09:35.694 --> 00:09:39.575]  He is falling apart everywhere because he's a gun-grabbing, open-border-promoting ghoul.
[00:09:40.275 --> 00:09:41.236]  Son of a mob boss.
[00:09:41.396 --> 00:09:42.056]  Oh, you didn't know that?
[00:09:42.096 --> 00:09:42.476]  Check it out.
[00:09:42.516 --> 00:09:43.196]  Mainstream News.
[00:09:43.696 --> 00:09:44.136]  They don't care.
[00:09:44.156 --> 00:09:45.677]  They don't want you to know about a real conservative.
[00:09:45.897 --> 00:09:51.939]  They don't want a real conservative to make their fake conservatives look bad because you might wake up and say, America, we'll be right back.
[00:09:51.959 --> 00:09:52.399]  Stay with me.
[00:10:00.880 --> 00:10:02.301]  It is a big idea.
[00:10:03.342 --> 00:10:04.403]  A new world order.
[00:10:05.104 --> 00:10:09.368]  In the near future, Earth is dominated by a powerful government.
[00:10:10.029 --> 00:10:11.791]  It's known as the Builder Bird.
[00:10:11.991 --> 00:10:15.074]  Wouldn't their objective be world domination?
[00:10:15.634 --> 00:10:18.017]  For thousands of years, their dark order grew.
[00:10:18.792 --> 00:10:26.105]  Now as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:10:29.129 --> 00:10:34.132]  For the first time in history, the elite's plan for world government is blown wide open.
[00:10:34.593 --> 00:10:38.035]  You will learn the secret that drives the entire New World Order agenda.
[00:10:38.455 --> 00:10:40.957]  Silverberg is making great progress in order world government.
[00:10:41.017 --> 00:10:42.178]  Most people have no idea.
[00:10:42.198 --> 00:10:42.959]  They're not after money.
[00:10:42.979 --> 00:10:44.039]  They have all the money they need.
[00:10:44.260 --> 00:10:46.021]  They're after power, not they're after easy.
[00:10:46.381 --> 00:10:53.886]  Order Endgame on DVD at prisonplanet.com or infowars.com or watch it online right now at prisonplanet.tv.
[00:11:00.048 --> 00:11:03.689]  Have you ever felt like the United States government knows way too much about your financial affairs?
[00:11:04.109 --> 00:11:09.531]  I continue to hear stories about property seizures, frozen bank accounts, confiscation of stocks and bonds.
[00:11:09.991 --> 00:11:11.071]  It makes me wonder if a U.S.
[00:11:11.111 --> 00:11:15.152]  citizen will ever again have the right to life, liberty, and the pursuit of happiness.
[00:11:15.792 --> 00:11:29.143]  Unfortunately, with the Drug and Money Laundering Act, the IRS Revenue ruling 6045 of 1984, and the Trading with the Enemy Act and Franklin D. Roosevelt's Executive Order of 1933, some precious metal holdings are subject to government intervention.
[00:11:29.623 --> 00:11:34.948]  For this reason, Midas Resources has prepared a report explaining the boundaries of trading precious metals privately.
[00:11:35.228 --> 00:11:41.113]  Whether if you have any intention of trading with Midas Resources or not, I have instructed my representatives to give this report out free.
[00:11:41.853 --> 00:11:43.094]  Call for your free copy at 1-800-686-2237.
[00:12:00.699 --> 00:12:02.161]  Hi, this is Brother Michael Diamond.
[00:12:02.501 --> 00:12:08.007]  You can now get the most important package ever on what has happened to the Catholic Church in the last 50 years.
[00:12:08.507 --> 00:12:16.415]  Find out how this massive crisis concerning the Catholic Church happened, what happened, and how the Bible predicted it would take place in the last days.
[00:12:16.935 --> 00:12:20.558]  The package contains six DVDs that contain ten different programs.
[00:12:20.878 --> 00:12:24.501]  Two books that combined are over a thousand pages in other information.
[00:12:24.821 --> 00:12:27.844]  Order now at our website, mostholyfamilymonastery.com
[00:12:32.387 --> 00:12:35.769]  The last word monastery is spelled M-O-N-A-S-T-E-R-Y.
[00:12:35.869 --> 00:12:36.530]  Or call us at 1-800-275-1126.
[00:12:36.550 --> 00:12:37.070]  That's 1-800-275-1126.
[00:12:37.130 --> 00:12:40.072]  Or mail in your order to us at 4425 Schneider Road, Fillmore, New York, 14735.
[00:12:40.472 --> 00:12:44.174]  The total cost for this massive package of information is only $10.
[00:12:44.374 --> 00:12:45.735]  $15 for UPS ground or $30 outside the U.S.
[00:12:45.755 --> 00:12:46.075]  My Neighbor
[00:13:03.084 --> 00:13:04.804]  We all know that knowledge is power.
[00:13:05.225 --> 00:13:08.325]  We've tried to give you knowledge to help you prepare for rough times.
[00:13:08.925 --> 00:13:13.607]  There's the worldwide famine and our country's dependence on, often dangerous, food imports.
[00:13:14.247 --> 00:13:16.227]  You know about genetically poisoned food.
[00:13:16.767 --> 00:13:22.369]  Two-thirds of the food is disappearing with the bees along with huge crop failures from all-time record water shortages.
[00:13:23.069 --> 00:13:26.730]  You know they're turning food into fuel with corn ethanol plants.
[00:13:27.680 --> 00:13:31.421]  If we do not control our food, food will be used to control us.
[00:13:31.921 --> 00:13:37.062]  Food control has been the plan historically in every enslaved population and is the plan for America.
[00:13:37.742 --> 00:13:46.004]  The only value of the knowledge you have to take control of your food is if you choose to get a supply while you still have the freedom to choose.
[00:13:46.464 --> 00:13:47.764]  Call 800-409-5633 on the web efoodsdirect.com Call 800-409-5633
[00:14:01.592 --> 00:14:05.314]  Thank you for listening to GCN.
[00:14:06.254 --> 00:14:09.376]  Visit GCNlive.com today.
[00:14:11.457 --> 00:14:14.499]  Corruption never had a worse enemy.
[00:14:15.300 --> 00:14:17.521]  You're locked into the Alex Jones Show.
[00:14:19.901 --> 00:14:21.843]  Dr. Ron Paul joins us from New Hampshire.
[00:14:21.863 --> 00:14:24.746]  He is just absolutely amazing.
[00:14:24.766 --> 00:14:27.850]  Double digits, more than double what Giuliani got in Iowa.
[00:14:28.310 --> 00:14:32.054]  Congressman, Dr. Ron Paul, thank you, sir, for spending time with us today.
[00:14:32.875 --> 00:14:33.676]  Good to be with you.
[00:14:34.597 --> 00:14:35.618]  I know we don't have long.
[00:14:35.638 --> 00:14:39.081]  We're about five minutes down, about five minutes after the break, so you've got the floor.
[00:14:39.542 --> 00:14:41.344]  What does this mean, what we've just witnessed?
[00:14:42.805 --> 00:14:48.527]  Well, I think it indicates that we're doing quite well, and we keep moving up.
[00:14:48.607 --> 00:14:52.209]  I was looking at a chart this morning, which, you know, in May they showed it at zero.
[00:14:52.269 --> 00:14:58.972]  Then the next time they measured the supportive was at four, and then it was six, and then eight, and now it's ten.
[00:15:00.893 --> 00:15:06.817]  And I looked at the chart for, say, Thompson as well as Giuliani, and their curves are straight down.
[00:15:07.598 --> 00:15:12.922]  So I would say there's every reason to be encouraged, especially with us going into a state like New Hampshire.
[00:15:13.302 --> 00:15:26.512]  The one category that we won, which is not a surprise, and that is the independent type of people, the people who think of themselves as not being locked into a strong party position.
[00:15:26.852 --> 00:15:28.273]  And we won that category.
[00:15:28.693 --> 00:15:40.806]  Alright, before the show ends today, I'm going to air about half of the about 15 minute interview I did with the congressman live from his car from the airport to a television interview Friday.
[00:15:40.826 --> 00:15:42.908]  Hey, Ron Paul is just great.
[00:15:42.968 --> 00:15:45.591]  So busy and he still makes time for this transmission.
[00:15:47.296 --> 00:15:49.378]  Let me tell you about some of the news coming up in the next hour.
[00:15:49.438 --> 00:15:54.121]  We've got the head of the campaign, the head spokesman for the campaign, popping in in the next segment.
[00:15:54.141 --> 00:15:58.343]  We'll continue with your calls and talk about the situation of total censorship.
[00:15:58.824 --> 00:16:05.328]  And for those that are denying their censorship, that's what the head of the Republican Party in New Hampshire is calling it.
[00:16:05.348 --> 00:16:06.929]  That's what John Sununu is calling it.
[00:16:07.589 --> 00:16:11.632]  That's what a lot of different CEOs of companies that advertise on Fox are calling it.
[00:16:13.109 --> 00:16:14.009]  It's really bad.
[00:16:14.049 --> 00:16:16.190]  I mean, no one can deny that Ron Paul is rising.
[00:16:16.230 --> 00:16:19.071]  No one can deny that he's an amazing phenomenon.
[00:16:19.091 --> 00:16:23.572]  And then Fox said, well, he's not a top-tier candidate.
[00:16:23.592 --> 00:16:27.353]  And then he beat Giuliani in double numbers.
[00:16:27.533 --> 00:16:30.434]  I mean, he got more than double what Giuliani got.
[00:16:31.154 --> 00:16:32.074]  And they don't care.
[00:16:32.874 --> 00:16:34.995]  And so the debate's going on right now without him.
[00:16:35.815 --> 00:16:39.776]  And it's key on this night before because...
[00:16:40.899 --> 00:16:43.381]  It's really about 24, 36 hours out.
[00:16:43.661 --> 00:16:47.604]  The voting starts Tuesday morning there in New Hampshire.
[00:16:48.705 --> 00:16:51.367]  It's really key that they be able to see Congressman Ron Paul.
[00:16:52.848 --> 00:16:59.073]  And even a lot of big websites and news sites and newspapers, people who don't support Paul are saying, this is really bad.
[00:17:00.434 --> 00:17:05.498]  Coming up in the second hour, now this is just the news from the last two days.
[00:17:05.979 --> 00:17:08.941]  I'm not scratching around trying to find police state news.
[00:17:09.941 --> 00:17:13.102]  Breathalyzer test, now the law at New Jersey High School.
[00:17:13.683 --> 00:17:15.263]  Everyone must be breathalyzer.
[00:17:17.164 --> 00:17:19.505]  Now, the story here isn't the police state or the breathalyzer.
[00:17:20.765 --> 00:17:22.126]  Ian justifies the means bull.
[00:17:22.926 --> 00:17:24.767]  Training them how to be slaves, no Fourth Amendment.
[00:17:25.287 --> 00:17:26.948]  They're basically prisons now, these public schools.
[00:17:27.608 --> 00:17:35.751]  It's the last line that the principal says school officials avoid running into any privacy issues by making students sign contracts
[00:17:38.502 --> 00:17:40.543]  Which states they may submit to breathalyzer.
[00:17:40.563 --> 00:17:43.945]  See, I've got articles here saying it's the law, you've got to take shots.
[00:17:43.965 --> 00:17:46.226]  But then it says they make you sign a form.
[00:17:47.967 --> 00:17:51.108]  How is it a law that you make me, with no law, sign a form?
[00:17:52.049 --> 00:17:53.710]  This is fraud, ladies and gentlemen.
[00:17:54.230 --> 00:18:02.794]  And so even if you're four breathalyzers and face-scanning cameras and you have the attitude of, I have nothing to hide, let them stick a magnifying glass down my throat.
[00:18:04.015 --> 00:18:05.516]  What about bad people running government?
[00:18:05.556 --> 00:18:06.336]  What about history?
[00:18:06.949 --> 00:18:08.290]  What about what the founding fathers said?
[00:18:08.310 --> 00:18:09.270]  What about common sense?
[00:18:09.370 --> 00:18:10.011]  Well, it doesn't matter.
[00:18:10.031 --> 00:18:14.413]  You've all got to experience real tyranny first, don't you?
[00:18:14.774 --> 00:18:16.495]  But later you're going to remember these shows.
[00:18:16.615 --> 00:18:19.296]  Later, when you find out the ultimate aim of all this.
[00:18:19.396 --> 00:18:20.637]  Oh, but that's just one of the stories.
[00:18:21.237 --> 00:18:30.263]  Big Brother to scan license plates of people at trash dumps while they're dumping their trash.
[00:18:30.843 --> 00:18:35.406]  Cameras read number plates to check if families are flouting waste rules.
[00:18:37.043 --> 00:18:39.584]  See, first, it's just to stop car thieves.
[00:18:39.664 --> 00:18:41.204]  No, it's to micromanage your entire life.
[00:18:41.584 --> 00:18:42.165]  Here's another one.
[00:18:42.185 --> 00:18:43.585]  Who will control the thermostat?
[00:18:43.905 --> 00:18:49.587]  California is bracing to pass a law that by law, all thermostats in your home will be controlled by the government.
[00:18:50.967 --> 00:18:52.248]  This is the Sacramento Bee.
[00:18:52.268 --> 00:18:54.489]  It's up on truthnews.us.
[00:18:54.869 --> 00:18:57.290]  It's also an American thinker that did a great analysis on it.
[00:18:57.630 --> 00:18:59.550]  And a lot of you are so brainwashed, you think that's good.
[00:18:59.810 --> 00:19:01.851]  Oh, yeah, have the government control my thermostat.
[00:19:04.466 --> 00:19:05.908]  Should you be on a government watch list?
[00:19:05.948 --> 00:19:07.249]  It's now gone over a million.
[00:19:07.289 --> 00:19:08.830]  I was saying 900,000 last week.
[00:19:08.851 --> 00:19:09.791]  I'm sorry, it's gone up.
[00:19:10.152 --> 00:19:11.653]  Over a million Americans on the watch list.
[00:19:12.254 --> 00:19:13.595]  No flying, no nothing anymore.
[00:19:13.635 --> 00:19:14.096]  No freedom.
[00:19:14.636 --> 00:19:16.278]  No judge, no jury, no conviction.
[00:19:16.858 --> 00:19:17.599]  Over a million of you.
[00:19:17.619 --> 00:19:19.221]  You think there's a million Al Qaeda in America?
[00:19:19.601 --> 00:19:20.642]  Nothing to do with Al Qaeda.
[00:19:20.682 --> 00:19:21.643]  It's you, buddy.
[00:19:21.904 --> 00:19:22.584]  It's you, lady.
[00:19:23.365 --> 00:19:26.248]  The parasites that run the government are making sure their milk cows behave.
[00:19:26.775 --> 00:19:28.216]  You're being chained down right now.
[00:19:28.716 --> 00:19:32.219]  And believe me, the real fun is going to start once they've got the shackles on you.
[00:19:32.259 --> 00:19:33.920]  Then they're not even going to say it's for your own good.
[00:19:33.940 --> 00:19:38.383]  They're going to smile at you and let the little red eyes glow and say, you be a slave now.
[00:19:38.704 --> 00:19:40.225]  Get ready for some raping.
[00:19:41.906 --> 00:19:42.787]  But it's not too late.
[00:19:42.867 --> 00:19:48.411]  Once the raping starts, the tyranny of your liberty and your freedom starts getting raped, gang raped by the government.
[00:19:49.291 --> 00:19:51.353]  You can just remember this show that I warned you.
[00:19:52.290 --> 00:19:52.890]  But it doesn't matter.
[00:19:52.910 --> 00:19:54.190]  The government can ignore the law.
[00:19:54.210 --> 00:19:55.231]  McClatchy newspapers.
[00:19:55.251 --> 00:19:56.751]  Bush ignores law on Mexican trucks.
[00:19:57.271 --> 00:20:01.892]  And I have another report here where police chiefs admit they're told do not enforce against illegal aliens.
[00:20:02.192 --> 00:20:03.773]  You're going to have cameras scanning you.
[00:20:03.793 --> 00:20:04.313]  Your liberty.
[00:20:04.333 --> 00:20:05.293]  Your Fourth Amendment right.
[00:20:05.813 --> 00:20:06.914]  Your freedoms controlled.
[00:20:07.534 --> 00:20:08.594]  Everything manipulated.
[00:20:08.914 --> 00:20:09.654]  Everything tracked.
[00:20:09.874 --> 00:20:10.815]  Your cell phones tracked.
[00:20:10.875 --> 00:20:11.535]  Everything listened to.
[00:20:11.575 --> 00:20:12.255]  It's all admitted now.
[00:20:13.448 --> 00:20:14.589]  Illegal aliens are above the law.
[00:20:14.609 --> 00:20:15.590]  And I'm not even picking on them.
[00:20:15.610 --> 00:20:18.912]  The point is, the government is run by corporations and parasites.
[00:20:18.952 --> 00:20:19.873]  It's not free market.
[00:20:20.153 --> 00:20:22.875]  It's there to protect monopoly capitalism.
[00:20:23.155 --> 00:20:24.597]  It's not real capitalism.
[00:20:26.298 --> 00:20:27.098]  And then I have another one.
[00:20:27.719 --> 00:20:30.501]  The year of First Amendment rights, Internet censorship.
[00:20:30.701 --> 00:20:32.603]  This is from the First Amendment organization.
[00:20:32.623 --> 00:20:33.763]  We're going to go over that today.
[00:20:34.284 --> 00:20:35.725]  So that is coming up.
[00:20:36.960 --> 00:20:39.061]  That's just a small portion of what we have.
[00:20:39.361 --> 00:20:41.043]  Let's go ahead and take some calls.
[00:20:41.563 --> 00:20:45.125]  Mike in Pennsylvania calling in about Ron Paul.
[00:20:45.145 --> 00:20:46.266]  You're on the air, my friend.
[00:20:46.846 --> 00:20:47.366]  Hi, Alex.
[00:20:47.506 --> 00:20:49.948]  Hey, great show Saturday or Friday.
[00:20:50.028 --> 00:20:50.628]  Great job.
[00:20:50.728 --> 00:20:56.072]  And I just want to let you know that Ron did great on the Bill Moyers interview on PBS.
[00:20:56.172 --> 00:20:57.172]  I watched it.
[00:20:57.432 --> 00:20:59.214]  It's up on ronpaulwarren.com.
[00:20:59.234 --> 00:20:59.614]  Go ahead.
[00:20:59.874 --> 00:21:00.394]  Absolutely.
[00:21:00.434 --> 00:21:01.155]  That was great.
[00:21:01.335 --> 00:21:04.197]  And today with Wolf Blitzer, he did great.
[00:21:04.257 --> 00:21:06.218]  Mainstream media appears to be
[00:21:07.858 --> 00:21:18.262]  And that's why Fox News has turned up the attack while censoring him, because they are supporting Hillary Clinton.
[00:21:18.702 --> 00:21:22.283]  And by the way, for conservatives, you may have almost ran off the road right there laughing.
[00:21:22.603 --> 00:21:23.524]  Mm-hmm.
[00:21:23.624 --> 00:21:25.706]  Anybody wants to call in and make bets with me right now?
[00:21:25.726 --> 00:21:27.788]  I mean, I'm being sarcastic because we can't do that legally.
[00:21:28.188 --> 00:21:30.210]  I'll take 100 conservatives who want to call in.
[00:21:30.491 --> 00:21:31.271]  Give me your name, number.
[00:21:31.311 --> 00:21:39.719]  I'll make $1,000 bets with each one of you that the White House is helping write her speeches, that Fox for five years has been funding her secretly, and now it's public.
[00:21:40.080 --> 00:21:41.361]  I have dozens of mainstream articles.
[00:21:42.105 --> 00:21:44.025]  Well, like I said, I wanted to get that in there.
[00:21:44.085 --> 00:21:45.166]  Let's get to some other calls.
[00:21:45.226 --> 00:21:47.986]  And one real thing you brought up about the garbage issue.
[00:21:48.026 --> 00:22:01.970]  I just wanted to let you know that I wasn't going to mention anything about this, but I was actually, for being $86 behind in a rural township here in Pennsylvania, was issued a warrant of arrest because I was $86 behind on my garbage bill.
[00:22:02.410 --> 00:22:03.910]  That's what we've come down to.
[00:22:04.290 --> 00:22:05.510]  It has come down to that.
[00:22:05.770 --> 00:22:06.231]  Absolutely.
[00:22:06.251 --> 00:22:07.951]  I don't pay a private corporation...
[00:22:08.511 --> 00:22:09.812]  I was behind on a bill.
[00:22:09.832 --> 00:22:13.194]  They sent a constable after me for $86.
[00:22:13.694 --> 00:22:15.615]  Which, by the way, I've seen the court cases.
[00:22:15.775 --> 00:22:18.197]  It's illegal, but the cops don't even know that.
[00:22:18.217 --> 00:22:19.177]  That's a civil matter.
[00:22:20.218 --> 00:22:22.239]  Now, let me explain when we get back since you raised this.
[00:22:22.719 --> 00:22:23.100]  Water.
[00:22:23.820 --> 00:22:24.721]  Waste management.
[00:22:26.202 --> 00:22:28.043]  Openly, there's even been mainstream reports on this.
[00:22:28.123 --> 00:22:29.604]  It's basically mafia run now.
[00:22:30.104 --> 00:22:31.965]  We're going to explain to you what's going to happen.
[00:22:33.163 --> 00:22:36.126]  You're going to be paying hundreds of dollars for a trash can by the time they're done.
[00:22:36.326 --> 00:22:38.368]  And if you don't like it, men will drop by with machine guns.
[00:22:38.408 --> 00:22:39.309]  It'll take you to a camp.
[00:22:39.729 --> 00:22:42.552]  This is all... I know, you're laughing out there.
[00:22:42.652 --> 00:22:44.734]  You're laughing about the government controlling your thermostats, aren't you?
[00:22:45.194 --> 00:22:45.995]  Just wait.
[00:22:46.675 --> 00:22:47.076]  Okay?
[00:22:47.476 --> 00:22:47.957]  Don't worry.
[00:22:47.977 --> 00:22:49.538]  You're going to be raped by the New World Order.
[00:22:50.039 --> 00:22:50.879]  You want to be slaves?
[00:22:50.899 --> 00:22:53.682]  You want to be bug-eyed, little pathetic chicken necks?
[00:22:53.782 --> 00:22:56.965]  We'll be right back with the Peddler on Paul campaign.
[00:23:00.433 --> 00:23:05.175]  If your body isn't feeling too well these days, you're gonna start taking this hemp I say.
[00:23:05.255 --> 00:23:08.916]  Go to HempUSA.org.
[00:23:10.456 --> 00:23:14.898]  You may not like what I'm about to say, but you know I'm gonna say it anyway.
[00:23:15.218 --> 00:23:17.339]  The government doesn't want the best for you.
[00:23:17.699 --> 00:23:18.759]  They keep you down.
[00:23:18.779 --> 00:23:19.840]  They keep you blue.
[00:23:20.140 --> 00:23:23.001]  They starve your body for all its nutrients.
[00:23:25.030 --> 00:23:27.171]  They won't let you grow industrial hemp.
[00:23:27.511 --> 00:23:32.893]  It really doesn't make any kind of sense when it's so healthy for the world and useful for you, my friends.
[00:23:34.774 --> 00:23:39.336]  I hope Mr. Bush will hear this song, for the heart of America wants this one.
[00:23:39.376 --> 00:23:42.437]  Go to hempusa.org.
[00:23:44.218 --> 00:23:49.921]  If you're a truther, an anarchist, a renegade, you only want things that God has made, go to hempusa.org.
