[00:00:11.292 --> 00:00:12.917]  The Alex Jones Show.
[00:06:15.721 --> 00:06:20.642]  Six days ladies and gentlemen until the most important election in world history.
[00:06:21.002 --> 00:06:26.964]  The final big giant juicy domino to fall
[00:06:28.371 --> 00:06:32.033]  against the globalists and signify their collapse.
[00:06:33.374 --> 00:06:46.522]  It's kind of like once the Nazis got kicked out of North Africa, and they went into Russia, they started getting kicked out of there, and the Allies landed, and there was a turning point after the Battle of the Bulge where we knew they were whipped, but it was going to take some time and some blood.
[00:06:48.683 --> 00:06:52.285]  And we're at that Battle of the Bulge moment right now in the allegory.
[00:06:53.063 --> 00:06:58.086]  And we already are in the battle, and we're already smashing their main offensive.
[00:07:00.487 --> 00:07:01.748]  But it's on right now.
[00:07:01.888 --> 00:07:04.530]  This is the magic moment in history.
[00:07:05.651 --> 00:07:06.491]  Now, let's be clear.
[00:07:07.972 --> 00:07:11.654]  We lose this midterm, which I don't think we are, because of all the indicators.
[00:07:13.255 --> 00:07:17.298]  It'd be a massive, massive landslide.
[00:07:18.049 --> 00:07:24.654]  Where the Republicans would pick up 50 seats in the House, 5, 6, 10 seats in the Senate.
[00:07:25.334 --> 00:07:28.076]  There's a total red wave globally of populism.
[00:07:29.957 --> 00:07:32.659]  But there is such total fraud going on.
[00:07:33.920 --> 00:07:38.663]  And people who have been dead for decades voting, not just in Chicago, but in Austin, Texas.
[00:07:39.984 --> 00:07:41.746]  And huge farms
[00:07:42.851 --> 00:08:10.647]  of phone banks and people uh... who are filling out the early voters voter uh... forms and the early voting mail-in forms from from texas to california and they're just shipping them in mass so they've built a big seawall a big blue stinking fraudulent wall and here comes the tsunami all they gotta do is like a
[00:08:11.806 --> 00:08:13.847]  Gold posts in the NFL are in football.
[00:08:14.187 --> 00:08:16.748]  We just gotta get that football right between the gold posts.
[00:08:17.089 --> 00:08:18.709]  Doesn't matter if it shoots all the way up at the top.
[00:08:19.350 --> 00:08:19.830]  Right through them.
[00:08:20.090 --> 00:08:21.151]  It's just gotta make it.
[00:08:21.291 --> 00:08:25.293]  And right now that ball's... I mean it's... We're gonna see what happens.
[00:08:25.333 --> 00:08:26.153]  There's the blue wall.
[00:08:27.194 --> 00:08:37.779]  But the Dems are panicking because they know... The internal indices and indicators are... Just tsunami hammer wave.
[00:08:39.299 --> 00:08:40.140]  Just like Brazil.
[00:08:41.732 --> 00:08:43.192]  Were he won by double digits?
[00:08:44.053 --> 00:08:56.577]  Just like Merkel has been lost every election for six years, but in parliamentary manipulation and having the Muslims all vote in unison for her, she's been able to manipulate the parliament system and stay in power.
[00:08:56.857 --> 00:08:57.457]  She's gone now.
[00:08:59.858 --> 00:09:03.119]  Notice, as soon as they fall, you don't hear the mainstream media talk about it anymore.
[00:09:07.480 --> 00:09:10.481]  Populism, capitalism, the things that work, it's back.
[00:09:11.417 --> 00:09:16.601]  And just like Trump's been tweeting, if you let the Democrats in, they're going to take you to the Venezuelan system.
[00:09:16.881 --> 00:09:17.922]  That's the model they like.
[00:09:18.002 --> 00:09:18.722]  And that's true.
[00:09:19.663 --> 00:09:21.984]  They want to make you poor on purpose.
[00:09:22.445 --> 00:09:25.567]  They hate your stinking guts.
[00:09:30.510 --> 00:09:31.071]  Think about that.
[00:09:31.211 --> 00:09:32.211]  Now, here's the big news.
[00:09:32.291 --> 00:09:33.953]  It just got linked up on DrudgeReport.com.
[00:09:35.896 --> 00:09:37.297]  A Don Salazar article.
[00:09:38.077 --> 00:09:39.178]  Trump ain't playing.
[00:09:39.278 --> 00:09:42.140]  Video shows hundreds of military vehicles being shipped to the border.
[00:09:43.121 --> 00:09:47.364]  Footage of train headed southbound captured in Arizona.
[00:09:48.464 --> 00:09:50.466]  It's up on InfoWars.com.
[00:09:51.346 --> 00:09:53.568]  Right now it's at NewsWars.com.
[00:09:54.789 --> 00:09:58.251]  And good luck Twitter and Facebook and everybody censoring it.
[00:09:58.271 --> 00:10:02.834]  Because the biggest website in the world, the biggest news site in the world, just posted it.
[00:10:03.314 --> 00:10:05.576]  And ooh, this is going to go real viral.
[00:10:08.191 --> 00:10:19.043]  Now, we're going to get more into that in a moment, but here is something that my spidey sense and my common sense tells me is a big problem.
[00:10:20.124 --> 00:10:27.212]  I'll get to it in a moment, but first, New York Times op-ed brags of replacing embittered white conservative minority.
[00:10:27.812 --> 00:10:28.173]  So it's the
[00:10:29.298 --> 00:10:33.759]  Open culture of teaching the left to be an anti-white party.
[00:10:34.159 --> 00:10:35.580]  And then if you resist it, you're racist.
[00:10:35.660 --> 00:10:39.201]  So they're just destroying the dream of the abolitionists, of Martin Luther King.
[00:10:39.681 --> 00:10:40.681]  Of course, it's the Democratic Party.
[00:10:40.701 --> 00:10:41.582]  They're a race-based party.
[00:10:41.602 --> 00:10:43.282]  They are flipping the script.
[00:10:43.782 --> 00:10:45.683]  When it's majority white, they're KKK.
[00:10:46.143 --> 00:10:48.724]  When it's majority other groups, they turn them into brown KKK.
[00:10:50.569 --> 00:10:55.492]  And it's Don Lemon, it's the whole scripting point that the biggest terror threat is white men.
[00:10:56.052 --> 00:10:59.534]  Imagine saying, the biggest threat in the world is Asians.
[00:11:00.054 --> 00:11:03.216]  Or the biggest threat in the world is, you fill in the blank, Jews.
[00:11:03.396 --> 00:11:03.976]  I didn't say that.
[00:11:04.356 --> 00:11:05.257]  I'm hypothetically saying it.
[00:11:05.737 --> 00:11:07.578]  They'd be, oh my God, you're the worst person in the world.
[00:11:07.918 --> 00:11:10.239]  Because it is bad to just say a group of people are bad.
[00:11:11.380 --> 00:11:14.782]  Imagine if you said the biggest problem in America is black people.
[00:11:15.562 --> 00:11:17.003]  That's what they're saying, it's white people.
[00:11:17.850 --> 00:11:21.311]  And then, they're not bringing up here from Venezuela.
[00:11:21.331 --> 00:11:23.992]  And they admit now, most of them are from Venezuela, not Honduras, not Guatemala.
[00:11:24.012 --> 00:11:25.492]  They were staged there by the UN.
[00:11:26.953 --> 00:11:28.073]  That country's totally collapsed.
[00:11:28.093 --> 00:11:29.874]  The only route Venezuela has is north.
[00:11:30.594 --> 00:11:33.194]  It's up there in eastern, northern South America.
[00:11:33.875 --> 00:11:35.355]  Northeast, South America.
[00:11:35.375 --> 00:11:36.736]  And they're all just coming right in.
[00:11:37.376 --> 00:11:38.176]  Up through Central America.
[00:11:39.531 --> 00:11:40.331]  They're not allowed to stop.
[00:11:40.391 --> 00:11:41.832]  They just leapfrogged from U.N.
[00:11:42.012 --> 00:11:42.673]  Center to U.N.
[00:11:42.693 --> 00:11:42.993]  Center.
[00:11:43.373 --> 00:11:45.054]  And now they've got the buses all lined up.
[00:11:45.634 --> 00:11:47.395]  Funded by the Open Society.
[00:11:47.455 --> 00:11:48.996]  Funded by USAID.
[00:11:49.416 --> 00:11:51.378]  Funded by the Annenberg.
[00:11:51.498 --> 00:11:52.678]  Funded by the MacArthur.
[00:11:52.998 --> 00:11:54.559]  Funded by the Ford Foundation.
[00:11:54.920 --> 00:11:56.620]  It's all the same names.
[00:11:58.081 --> 00:11:59.002]  And there are the buses.
[00:11:59.502 --> 00:12:00.102]  And guess what?
[00:12:00.543 --> 00:12:08.147]  Oh, the first buses are set to start arriving in just three to four days in McAllen, Texas.
[00:12:11.841 --> 00:12:13.663]  Oh, we've been down there six or seven times.
[00:12:14.644 --> 00:12:17.526]  Six years ago, five years ago, four years ago, two years ago.
[00:12:18.227 --> 00:12:21.510]  The report, we're going to play it coming up, is the U.N.
[00:12:21.950 --> 00:12:32.040]  in charge at the Texas border and the Border Patrol ordered to load people they haven't even checked their identities on buses, many of which ended up being trafficked by sex traffickers.
[00:12:33.021 --> 00:12:34.262]  Print me the Washington Post and then again, please.
[00:12:35.632 --> 00:12:40.058]  So imagine, I'm up here trying to say it's Soros in the UN, and the media's like, that's insane!
[00:12:40.139 --> 00:12:41.000]  Fire Lou Dobbs!
[00:12:41.060 --> 00:12:45.847]  My God, he says again, the sun is yellow in the daytime sky.
[00:12:49.926 --> 00:12:52.207]  When it's on record that it's Soros.
[00:12:52.507 --> 00:12:54.307]  It's on record they're child smuggling.
[00:12:54.588 --> 00:12:56.028]  It's on record it's illegal.
[00:12:56.708 --> 00:13:02.710]  But see, Obama had executive orders in place saying to the Border Patrol, you just let the people come in.
[00:13:02.730 --> 00:13:06.891]  They're like, well, most of these are little kids or adults and there's not even parents.
[00:13:06.951 --> 00:13:10.413]  And we're loading them on all these so-called charities.
[00:13:10.433 --> 00:13:11.353]  We don't even know who they are.
[00:13:11.453 --> 00:13:12.773]  And they're just disappearing.
[00:13:13.113 --> 00:13:17.635]  And a lot of them ended up in sex slavery or dead or trafficked into other countries.
[00:13:20.086 --> 00:13:21.487]  How dare Trump change that?
[00:13:22.388 --> 00:13:32.314]  And if you show up out of a desert with crying kids, and there's two men and seven kids, and the kids are crying in Spanish, saying, my mama was killed, my mama was killed.
[00:13:33.075 --> 00:13:46.284]  Oh, we're just gonna load you up on a bus with some weird, creepy, pot-bellied Democrat, who probably got an Amblacard in their wallet, and just bye-bye, because if you don't, you're abusing people.
[00:13:46.544 --> 00:13:49.026]  This is the lawlessness Democrats create in every city.
[00:13:50.373 --> 00:13:51.934]  And the piles of human feces.
[00:13:52.214 --> 00:13:52.515]  Why?
[00:13:52.595 --> 00:13:55.137]  Because they're devil worshippers.
[00:13:55.177 --> 00:13:58.580]  They're filled with a spirit of destruction and pain.
[00:13:59.260 --> 00:14:03.884]  And there are children being abused everywhere around them because they're psychic vampires.
[00:14:05.828 --> 00:14:13.594]  When Chuck Schumer and Pelosi drive by and see feces everywhere and kids starving, it's like a fire to their satanic spirit.
[00:14:13.614 --> 00:14:14.595]  It's like warm.
[00:14:15.135 --> 00:14:19.098]  See, badness to someone who's into serious satanism is the only time they feel warm.
[00:14:19.158 --> 00:14:25.223]  I've talked to top psychiatrists, you name it, who've been on, and they don't want to be put in books, but the criminologists know this.
[00:14:25.603 --> 00:14:30.988]  The child molesters, the child killers, they have nightmares, they feel like they're demon possessed, they're absolutely unhappy.
[00:14:32.210 --> 00:14:34.252]  Unless they're hurting someone really innocent.
[00:14:34.512 --> 00:14:40.217]  And then there's like white light all around them, they feel warm, they feel good, they feel satisfied.
[00:14:41.678 --> 00:14:53.849]  The only time George Soros feels alive is when he's hurting innocent people and ripping countries apart and taking old people's pensions and having them freeze to death because they don't have any power for gas.
[00:14:55.458 --> 00:14:58.900]  And when you understand that, you understand everything at that point.
[00:14:59.280 --> 00:15:02.062]  They want to hurt you and your family.
[00:15:02.742 --> 00:15:04.103]  They want to steal your birthright.
[00:15:04.163 --> 00:15:05.264]  They want to steal your speech.
[00:15:05.464 --> 00:15:06.605]  They want to steal your genetics.
[00:15:06.825 --> 00:15:08.026]  They want to sterilize you.
[00:15:09.326 --> 00:15:12.088]  Every form of evil that they can invent, they do.
[00:15:14.309 --> 00:15:17.952]  So, that's what they're doing.
[00:15:18.712 --> 00:15:24.856]  And it's a giant criminal operation and it must be met, it must be dealt with head on.
[00:15:26.007 --> 00:15:32.212]  Are you gonna let Alexander Soros literally suck the spiritual essence out of this country?
[00:15:33.493 --> 00:15:35.975]  Into that black hole that are his two eyes?
[00:15:36.996 --> 00:15:37.276]  No!
[00:15:38.777 --> 00:15:39.277]  No!
[00:15:40.158 --> 00:15:42.040]  You shall not pass!
[00:15:42.860 --> 00:15:43.240]  You!
[00:15:43.901 --> 00:15:45.903]  Back to hell in the name of Jesus Christ!
[00:15:46.623 --> 00:15:47.964]  In the name of Jesus Christ!
[00:15:48.224 --> 00:15:49.886]  Back to hell, Soros!
[00:15:50.306 --> 00:15:51.227]  Back to hell!
[00:15:57.325 --> 00:15:59.587]  An energized quantum state.
[00:16:01.008 --> 00:16:03.430]  Or an energized atomic state.
[00:16:04.251 --> 00:16:04.892]  What does that mean?
[00:16:05.512 --> 00:16:07.354]  It means it's pure.
[00:16:08.295 --> 00:16:15.441]  And it means the properties of what it does in the body in interaction with other properties is pure.
[00:16:16.282 --> 00:16:17.903]  Is unadulterated.
[00:16:17.923 --> 00:16:18.544]  Is original.
[00:16:18.724 --> 00:16:19.905]  Is first generation.
[00:16:21.471 --> 00:16:32.558]  This has been quite a quest for Info Wars when we discovered that there's a whole UN world government plan to remove even crappy forms of iodine out of food so that people can't absorb it.
[00:16:32.578 --> 00:16:38.301]  When I say crappy forms, I mean types that are bound to other elements so your body doesn't get absorption.
[00:16:39.101 --> 00:16:44.785]  This is an essential element in the body, just like vitamin C, just like oxygen, just like water.
[00:16:45.945 --> 00:16:59.570]  And first, doing research, we got the best seaweed base that was still weak, and we had issues with supply, and then leftists found out six years ago that we were involved, that it was InfoWars, so they cut us off.
[00:17:00.311 --> 00:17:08.394]  And then we came into X2 that was from oil and gas drilling at about 7,000 to 12,000 feet, getting pure crystals for truly pure iodine.
[00:17:08.554 --> 00:17:11.215]  We had to go through the DEA to get it, and all these controls.
[00:17:12.247 --> 00:17:16.858]  Then the oil companies caught on that we were getting it, and they tried to jack up prices and cause us problems.
[00:17:16.899 --> 00:17:20.948]  And I didn't want to raise prices, so I cut my contract off of them.
[00:17:21.309 --> 00:17:21.450]  And...
[00:17:22.239 --> 00:17:28.845]  We went out and did a huge industry research and found out we could get the same deep earth crystals, probably even purer.
[00:17:28.925 --> 00:17:31.287]  You're talking about like 9, 9, 9, 9, 9, you know, percent pure.
[00:17:32.648 --> 00:17:39.834]  And then the chemists and others explained to us that you need other types of basic iodine to make sure it gets fully absorbed.
[00:17:39.874 --> 00:17:42.336]  So this has all three types of iodine.
[00:17:43.548 --> 00:17:53.050]  And then it's got a tiny amount of vitamin C that doesn't let it oxidize and basically keeps it in its energetic state, or its quantum state, its atomic state.
[00:17:53.290 --> 00:17:59.792]  And again, atomic doesn't mean radioactive, that just means it's pure on the periodic table.
[00:17:59.892 --> 00:18:00.732]  This is X3.
[00:18:01.292 --> 00:18:02.573]  I am so excited about X3.
[00:18:04.594 --> 00:18:09.978]  That out of the gate, we're bringing it to you at 50% off in the 1 ounce and the 2 ounce bottles.
[00:18:09.998 --> 00:18:12.139]  Now, we didn't have X2 in the 2 ounce bottle.
[00:18:12.179 --> 00:18:14.721]  We do for X3, so you can stock up on it.
[00:18:16.282 --> 00:18:19.404]  It really is beyond game-changing.
[00:18:19.504 --> 00:18:21.025]  It's essential.
[00:18:22.346 --> 00:18:28.509]  Survival Shield X3, nascent tri-iodine in 2 ounce and in 1 ounce bottles.
[00:18:29.330 --> 00:18:33.693]  Now, you don't just get a key element that's essential to human life on this planet.
[00:18:34.974 --> 00:18:39.516]  You also fund an operation that's promoting the First Amendment, the Second Amendment, the whole nine yards.
[00:18:39.816 --> 00:18:50.202]  I mean, quite frankly, I've got all these scientific documents and all these notes from chemists and all these facts, but I'm just going to tell the viewers, just like our information has changed the world, just like it pisses the establishment off,
[00:18:51.062 --> 00:18:52.963]  Anything I'm going to bring you is the very best.
[00:18:53.603 --> 00:18:54.643]  It's like any of our products.
[00:18:54.763 --> 00:18:56.404]  I'm like, what is the top product?
[00:18:56.484 --> 00:18:57.484]  What is the best tested?
[00:18:57.765 --> 00:18:59.065]  What is absolutely highest rated?
[00:18:59.585 --> 00:19:03.747]  I want to put a formula out stronger and better and lower the price.
[00:19:04.367 --> 00:19:05.427]  We're always innovating.
[00:19:05.487 --> 00:19:06.528]  We're always researching.
[00:19:07.128 --> 00:19:17.431]  But quite frankly, it's been oppression and it's been people trying to block our supply chain that made us go out and really do the hard work to discover what is the very best documented form of iodine.
[00:19:18.092 --> 00:19:23.793]  And it's all three types fused together, energized by a small amount of vitamin C that stabilizes it.
[00:19:24.794 --> 00:19:28.155]  Three forms of iodine is better than one.
[00:19:29.125 --> 00:19:31.306]  And so that's why X3 is so amazing.
[00:19:31.826 --> 00:19:38.970]  That's why all the results we've got and the trials we have with the crew and others are so breathtakingly cool.
[00:19:39.070 --> 00:19:45.173]  If you liked X2, you're gonna love X3 at Infowarslife.com.
[00:19:45.534 --> 00:19:46.114]  The next level.
[00:19:57.333 --> 00:20:03.515]  You're listening to The Alex Jones Show!
[00:20:05.935 --> 00:20:09.116]  It is in the US Constitution
[00:20:25.776 --> 00:20:26.476]  It's in the U.S.
[00:20:26.516 --> 00:20:39.244]  Constitution, and it's in the Bill of Rights, and it's also in English common law, that it was hard fought to get the right to keep and bear arms.
[00:20:40.505 --> 00:20:45.268]  And that right has been usurped all over the planet where once free peoples were allowed to have weapons.
[00:20:45.828 --> 00:20:47.349]  Only slaves are disarmed.
[00:20:47.389 --> 00:20:54.793]  It's the first sign of a free person is that they have speech, and they have the right to private property, and they have the right to
[00:20:56.110 --> 00:20:57.351]  Arms to defend themselves.
[00:21:00.634 --> 00:21:01.234]  The trifecta.
[00:21:02.335 --> 00:21:04.857]  And then, of course, with that comes the right to worship or not worship.
[00:21:05.438 --> 00:21:10.361]  Everything else flows from those founts of speech, of defense, of property.
[00:21:11.502 --> 00:21:12.683]  A man's home is his castle.
[00:21:16.006 --> 00:21:17.227]  That's Magna Carta! 1215!
[00:21:21.168 --> 00:21:32.838]  1776 was not a revolution against England, it was a revolution against the corrupt imperium usurping the rights of Englishmen.
[00:21:33.179 --> 00:21:39.824]  1776 was born on the field, on the plain of Runnymede.
[00:21:39.845 --> 00:21:42.267]  1776 was born in 1215.
[00:21:49.916 --> 00:21:57.101]  2016 was born on the field of running meat.
[00:21:57.121 --> 00:22:01.304]  2018 in Brazil and Germany was born on the field of running meat.
[00:22:02.805 --> 00:22:10.911]  The epicenter, the beginning, the trigger chain reaction to the Renaissance that then swept Europe 300 years later.
[00:22:15.454 --> 00:22:15.774]  Think about it.
[00:22:20.569 --> 00:22:27.293]  So, people have a right to go down to the border with their firearms.
[00:22:28.494 --> 00:22:31.155]  But, Trump's got it handled.
[00:22:32.136 --> 00:22:33.937]  The professional military's got it handled.
[00:22:37.039 --> 00:22:40.621]  This is so dangerous, they don't even want the National Guard running it.
[00:22:41.641 --> 00:22:41.921]  Okay?
[00:22:42.422 --> 00:22:44.203]  So everybody needs to stay away from the border.
[00:22:44.643 --> 00:22:47.925]  You've got a right to go down there with your firearms.
[00:22:49.019 --> 00:22:59.323]  But I'm guaranteeing you, right now the globalists are rushing buses up, just like we predicted and James Woods predicted and others did a few weeks ago, to get them to the border a few days before.
[00:22:59.383 --> 00:23:10.547]  And the first are supposedly going to show up in three and a half days in McAllen, where they've got a friendly leftist government down there that works under the UN.
[00:23:10.667 --> 00:23:13.168]  I'm going to show newscast for you in a minute saying that.
[00:23:13.568 --> 00:23:15.289]  And they're going to bring across the people
[00:23:16.946 --> 00:23:19.188]  And if Trump stops them, they're going to show little kids.
[00:23:19.228 --> 00:23:21.710]  They hold up front and say, look, Trump's hurting little kids.
[00:23:21.730 --> 00:23:22.971]  The army's hurting little kids.
[00:23:23.251 --> 00:23:36.562]  These are people using children as shields who have been leftist organized in Venezuela and Nicaragua and San Salvador and Honduras and Guatemala that are hell hole countries.
[00:23:42.406 --> 00:23:43.227]  I'll just leave it at that.
[00:23:43.267 --> 00:23:44.168]  I've had family that
[00:23:46.356 --> 00:23:56.489]  So, it's been bad, it's real bad, and it makes Mexico look nice.
[00:24:00.054 --> 00:24:01.776]  And it's all being organized by the UN.
[00:24:04.471 --> 00:24:25.744]  And the State Department, with all the stay-behind networks of Soros, and when Lou Dobbs covered that last week, the entire system went into a conniption fit, and everything Soros had on Facebook and Twitter just hit them with hundreds of thousands of calls, millions of emails, to just harass Fox to remove that, because it was the total truth.
[00:24:26.650 --> 00:24:33.116]  This is a foreign invasion organized out of our own government, and it's criminal, and Trump should cut the funding off of the State Department to Soros.
[00:24:33.336 --> 00:24:33.716]  That's it!
[00:24:33.896 --> 00:24:34.777]  The head's off the snake!
[00:24:35.097 --> 00:24:35.838]  Gotta happen now!
[00:24:38.741 --> 00:24:40.162]  How do you think they want me off the air?
[00:24:40.202 --> 00:24:44.425]  Because my information warfare bombs are true, and they go right?
[00:24:45.266 --> 00:24:48.369]  You ever seen the videos of cruise missiles that shoot through people's windows?
[00:24:48.609 --> 00:24:49.350]  That's M4 wars.
[00:24:49.875 --> 00:24:56.937]  They're sitting there drinking their coffee in the New World Order, and here comes the truth right through, right between their eyes, through the window and up, politically.
[00:24:59.357 --> 00:25:00.078]  That's the same thing.
[00:25:00.118 --> 00:25:02.358]  And when you see them freak out, you know it's the truth.
[00:25:02.558 --> 00:25:04.399]  But I don't need to see Lou Dobbs say that.
[00:25:04.779 --> 00:25:16.081]  I've been videotaping, it's on the local news all the time, that the UN runs all this, and the damn buses every day, 20, 30, 40 of them in McAllen alone, just hammering through, kids being sex trafficked, all of it.
[00:25:17.302 --> 00:25:18.162]  So what am I getting at here?
[00:25:20.247 --> 00:25:21.208]  This is out of the Daily Caller.
[00:25:21.228 --> 00:25:22.509]  It's up on Infowars.com.
[00:25:22.930 --> 00:25:23.831]  And I totally agree with this.
[00:25:23.931 --> 00:25:24.171]  U.S.
[00:25:24.191 --> 00:25:27.935]  Border Patrol warns Texans about militias stopping migrant caravan.
[00:25:28.436 --> 00:25:36.565]  I'm not worried about real militias and military veterans down there with walkie-talkies and firearms because it's dangerous and everything and, you know, calling and helping when you see people.
[00:25:36.985 --> 00:25:38.527]  But you're going to be set up.
[00:25:39.067 --> 00:25:40.089]  If I was a globalist...
[00:25:41.787 --> 00:25:51.857]  I would send down infiltrators into these teams using fake names, you name it, provocateurs, to link up with other militias and other civil defense groups.
[00:25:52.017 --> 00:25:56.421]  We've done a great job in Arizona and other areas documenting as journalists what's going on.
[00:26:00.543 --> 00:26:03.144]  But you know this is the prime false flag.
[00:26:03.204 --> 00:26:04.085]  I'm sure of it now.
[00:26:04.765 --> 00:26:06.006]  Mike Adams has been sure of it.
[00:26:06.846 --> 00:26:12.950]  They are rushing those buses to the border to have the quickest confrontation they can.
[00:26:13.930 --> 00:26:17.812]  And they want to send it to Texas because they know Texas is going to have a strong response.
[00:26:19.853 --> 00:26:24.876]  And they want to make it look like Kent State with the National Guard shooting people.
[00:26:26.797 --> 00:26:28.238]  And that's how the war
[00:26:29.471 --> 00:26:32.392]  of independence began on Bunker Hill.
[00:26:33.152 --> 00:26:34.392]  Is somebody shot first?
[00:26:34.412 --> 00:26:34.992]  They're not sure.
[00:26:35.052 --> 00:26:35.652]  Probably the British.
