[00:00:11.155 --> 00:00:12.015]  You found it.
[00:02:59.910 --> 00:03:07.414]  And it's scum like that and Dianne Feinstein, a Chinese spy for 20 years, that sold this country down the drain.
[00:03:09.008 --> 00:03:19.131]  So Trump got in and realized, my God, we don't have a breach in the hall, we don't have a leak, we're damn flooded!
[00:03:20.472 --> 00:03:22.112]  I'm just looking for oxygen in here!
[00:03:25.013 --> 00:03:35.317]  But just like the gladiator that is being ambushed and set up, and the whole crowd realizes it, the crowd starts to get behind that gladiator.
[00:03:36.288 --> 00:03:39.930]  The crowd starts to chant that gladiator's name.
[00:03:41.110 --> 00:03:52.576]  And all of a sudden, the gladiator pulls the arrow out of his back, the knife out of his side, the sword out of his leg, bleeding half to death, and wins the fight.
[00:03:53.737 --> 00:03:57.939]  Because of the masses and the momentum behind him.
[00:03:58.059 --> 00:03:59.540]  And that's where Trump is at right now.
[00:04:01.161 --> 00:04:03.622]  And so we've got the story at InfoWars.com.
[00:04:05.734 --> 00:04:12.741]  Trump thinks there'll be a revolt if Deep State tries to remove him from office because Americans are too well armed.
[00:04:13.302 --> 00:04:14.223]  Well, that's one angle.
[00:04:15.064 --> 00:04:16.765]  And the president is absolutely right about that.
[00:04:16.885 --> 00:04:19.788]  But I don't even necessarily think it will come to that.
[00:04:21.690 --> 00:04:27.857]  I think like a force of nature, I think like an act of divine gravity,
[00:04:30.360 --> 00:04:35.602]  20 million, 40 million, 50 million Americans will flock to D.C.
[00:04:35.742 --> 00:04:38.823]  in protest of the removal of Donald Trump.
[00:04:41.664 --> 00:04:59.430]  And all these little fake news minions and all these little people in Hollywood and all these Democrats are going to look awfully stupid when millions of Americans take to the street to support Trump, something they never thought they would ever see in their life.
[00:05:04.295 --> 00:05:08.577]  Globalists are trying to set up a private corporate world government that's above the law.
[00:05:09.658 --> 00:05:18.102]  If there's any opposition, if there's any independent media that can call the fact that the emperor has no clothes, that can call BS, it's game over.
[00:05:19.323 --> 00:05:27.347]  But if you look at everybody else, like Michael Savage and Rush Limbaugh and Tucker Carlson and Sean Hannity, they are all beholden to the networks they're on that can be targeted.
[00:05:28.336 --> 00:05:35.401]  There's only two groups in the U.S., InfoWars and Matt Drudge of DrudgeReport.com, that are truly independent.
[00:05:36.162 --> 00:05:38.523]  And of course, they're two of the dominant media forces in the world.
[00:05:39.244 --> 00:05:40.104]  It really is amazing.
[00:05:40.725 --> 00:05:46.889]  That's why as we close out 2018, I want to just remind the listeners of the amazing fight we're all in and how far we've come together.
[00:05:47.370 --> 00:05:49.952]  Just remind you that you are the power, you're the strength, you're the will.
[00:05:51.283 --> 00:05:51.985]  Of Infowars.
[00:05:52.826 --> 00:05:53.868]  So please spread the links.
[00:05:54.109 --> 00:05:57.135]  Infowars.com, Newswars.com, PrisonPlanet.com.
[00:05:57.435 --> 00:06:00.121]  Because if you don't spread the articles and the videos, no one else will.
[00:06:00.722 --> 00:06:01.804]  We're all in each other's hands.
[00:06:02.044 --> 00:06:03.126]  God bless you all and thank you.
[00:06:12.103 --> 00:06:18.685]  Live from the InfoWars.com studios, you're listening to The Alex Jones Show.
[00:06:19.145 --> 00:06:22.366]  And now, your host, Owen Troyer.
[00:06:24.667 --> 00:06:30.228]  Roger Stone flew into Austin, Texas last night, and I took him and an associate out to dinner.
[00:06:32.069 --> 00:06:39.111]  And he revealed to me a meeting he had had a few days before
[00:06:40.936 --> 00:06:48.319]  With an extremely prominent member of the media and subsequent meetings he'd had with others.
[00:06:51.140 --> 00:06:57.903]  I separately had already talked to one of the individuals that was at the meeting as well.
[00:06:59.464 --> 00:07:09.288]  And this individual was extremely fatalistic and upset after they heard what had been said and would not even repeat back to me what they'd been told.
[00:07:11.206 --> 00:07:27.520]  Well, Roger Stone told me last night, and it ties in to what the President said a few weeks ago when he made the statement, and there's also video of it, that if they try to take him out unconstitutionally, the American people will revolt.
[00:07:29.382 --> 00:07:37.789]  Well, the President told this extremely prominent member of the media, household name, specifically, in a phone call.
[00:07:39.941 --> 00:07:46.624]  About details of the plan to criminally take him out by what he calls embedded groups in the government working for the deep state.
[00:07:47.144 --> 00:07:48.625]  The Democrats, the Chi-Coms, and others.
[00:07:50.126 --> 00:08:05.052]  I've also talked to individuals separately in the military and the State Department that have also confirmed this information before I ever got it from Roger with specifics on President Trump's latest statements.
[00:08:06.253 --> 00:08:07.213]  We need to pray for this country.
[00:08:07.253 --> 00:08:08.093]  We need to pray for the world.
[00:08:08.113 --> 00:08:09.034]  We need to understand that
[00:08:10.285 --> 00:08:13.568]  We're all in extreme grave danger, and this country's fighting for its life right now.
[00:08:14.329 --> 00:08:15.550]  So I ask everybody to pray for the President.
[00:08:16.190 --> 00:08:20.154]  Roger's going to be on in the second hour in studio covering all this.
[00:08:20.174 --> 00:08:21.635]  Owen Schroer is hosting.
[00:08:22.876 --> 00:08:29.362]  I am going to be traveling to see some ill family, but I will be on air, popping in as well.
[00:08:30.883 --> 00:08:34.046]  All of this obviously ties together with the total demonization of the President.
[00:08:34.186 --> 00:08:35.727]  He promised to get our troops out of Syria.
[00:08:36.881 --> 00:08:38.041]  And he's now done that.
[00:08:39.262 --> 00:08:41.363]  We basically, with Russia's help, annihilated ISIS.
[00:08:41.563 --> 00:08:44.064]  But now our media says, oh, Trump did nothing about ISIS.
[00:08:44.084 --> 00:08:46.624]  There's 2,000 of them still in this corner area.
[00:08:47.905 --> 00:08:52.726]  When it was Obama who helped create ISIS, it's just incredible how they think we have no memory.
[00:08:53.727 --> 00:08:54.007]  All right.
[00:08:54.647 --> 00:08:56.608]  Again, ladies and gentlemen, Roger Stone, Next Hour.
[00:08:58.106 --> 00:09:17.521]  With ultra-massive news and specifics of what I just broke down, please tell everyone you know, friends, family, neighbors, local radio listeners, TV viewers, folks on your Twitter, Facebook, YouTube, Instagram, reach out to them and say, they're coming after the president, the president's aware of it, and this country and the world's two minutes to midnight.
[00:09:18.522 --> 00:09:20.783]  I'm Alex Jones, faithfully yours.
[00:09:21.684 --> 00:09:22.324]  God bless you all.
[00:09:22.525 --> 00:09:23.986]  Back to the live broadcast at Owen Schroer.
[00:09:25.186 --> 00:09:27.569]  And here we are on this Thursday, December 20th, 2018.
[00:09:27.909 --> 00:09:34.315]  Owen Schroer filling in for Alex Jones from the InfoWars World Headquarters in Austin, Texas.
[00:09:34.335 --> 00:09:36.097]  We'll be hearing from Alex Jones quite a bit today.
[00:09:36.998 --> 00:09:43.504]  Guys, give me a doc cam shot here so we can just get a look at all this news that we're going to cover here today.
[00:09:44.105 --> 00:09:46.768]  Not to mention, as Alex said, Roger Stone in studio at
[00:09:48.588 --> 00:09:52.391]  12 Central here in 50 minutes to join me with an exclusive.
[00:09:52.771 --> 00:09:56.574]  We'll be joined by Paul Joseph Watson at 1130 Central.
[00:09:56.634 --> 00:09:59.776]  He's got his story at Infowars.com.
[00:09:59.816 --> 00:10:03.939]  Trump thinks there'll be a revolt if Deep State tries to remove him from office.
[00:10:05.580 --> 00:10:07.861]  And then Millie Weaver is going to be joining me in the third hour.
[00:10:08.582 --> 00:10:14.186]  She's got a report on what's got Facebook in the news right now.
[00:10:14.386 --> 00:10:17.328]  And then Matt Bracken, always informative.
[00:10:18.755 --> 00:10:22.076]  is going to be hosting the fourth hour.
[00:10:23.496 --> 00:10:28.177]  And then of course the war room starts and we go on with the rest of the live programming we have here.
[00:10:29.178 --> 00:10:39.060]  And to dovetail on what Alex was just saying, obviously Trump is, I mean,
[00:10:41.601 --> 00:10:45.024]  Some people would say the George Washington of this Second American Revolution.
[00:10:45.104 --> 00:10:48.306]  I would say more of a John Hancock, perhaps.
[00:10:49.848 --> 00:10:52.690]  Just because of the namesake and the boldness.
[00:10:53.711 --> 00:11:00.096]  But, there is no doubt you are currently living in the Second American Revolution.
[00:11:00.156 --> 00:11:04.680]  Now, whether America comes out on the other side of this alive or not, you'll see.
[00:11:05.340 --> 00:11:11.085]  People tend to forget, though, that America is rather young, really.
[00:11:12.056 --> 00:11:15.798]  I mean, compared to China, they've been around for over 3,000 years.
[00:11:18.199 --> 00:11:33.486]  This experiment that we have here in self-government, independence, which created the freest market, the most prosperity, the most wealth, the highest standard of living in world history, and the deranged, regressive left.
[00:11:35.154 --> 00:11:51.263]  Is trying to tear it all down in some propaganda driven social justice virtue signaling campaign that has no bearings in reality and will ultimately be the total destruction of the West.
[00:11:53.144 --> 00:11:59.788]  And when you have total nincompoops like Alexandra Martini-Cortez
[00:12:01.989 --> 00:12:09.514]  Steering the Democrat Party to total communism and socialism, who then goes on her social media and says, I need to have a self-care day.
[00:12:10.174 --> 00:12:11.035]  I got news for you.
[00:12:11.495 --> 00:12:13.456]  In Venezuela, you know what that means?
[00:12:13.777 --> 00:12:16.959]  You hope you find a live animal that you can kill with your bare hands and eat, maybe.
[00:12:18.640 --> 00:12:20.381]  That's what you want to bring to America.
[00:12:20.961 --> 00:12:22.362]  But of course, it's not really you.
[00:12:22.562 --> 00:12:24.543]  You're just a useful idiot.
[00:12:26.164 --> 00:12:26.845]  But I gotta say,
[00:12:28.547 --> 00:12:39.552]  I am really, truly, sickened by media last night and today, and this goes across the entire spectrum.
[00:12:39.652 --> 00:12:42.693]  Fox, CNN, MSNBC, I've got a clip right here.
[00:12:42.713 --> 00:12:47.456]  In fact, let's go ahead and roll this clip, because, Roll Clip 5, guys.
[00:12:48.396 --> 00:12:55.279]  The entire cable news spectrum, for the most part, is mad that Trump is pulling our troops out of Syria.
[00:12:55.979 --> 00:12:57.200]  I am sickened!
[00:12:58.624 --> 00:13:02.530]  At the pro-war hawks we have in our media and our government.
[00:13:02.670 --> 00:13:03.010]  Makes.
[00:13:03.551 --> 00:13:03.852]  Me.
[00:13:04.653 --> 00:13:04.953]  Sick.
[00:13:05.514 --> 00:13:11.663]  Here's an MSNBC host hoping that the military just ignores Trump and stays in Syria.
[00:13:13.162 --> 00:13:16.944]  Listen, to their credit, I'm cheered if you're telling me that the military doesn't listen to him.
[00:13:16.964 --> 00:13:17.444]  You are a sick person.
[00:13:17.484 --> 00:13:29.911]  But I read a lot of quotes of a lot of senior Pentagon officials who were alarmed by the news, who had their rug pulled, who were, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh
[00:13:44.540 --> 00:13:44.960]  Sickening!
[00:13:46.962 --> 00:13:48.423]  Why don't you go to Syria?
[00:13:49.924 --> 00:13:51.465]  Why don't you send your kids to Syria?
[00:13:51.485 --> 00:13:56.609]  I mean, I am just floored!
[00:13:57.490 --> 00:13:59.131]  I tune into Fox News all morning!
[00:14:00.011 --> 00:14:01.533]  Bad move for Trump to go to Syria.
[00:14:01.673 --> 00:14:02.293]  Lindsey Graham!
[00:14:02.333 --> 00:14:03.974]  Well, this is bad, pulling people out.
[00:14:04.255 --> 00:14:04.995]  I mean, all of them!
[00:14:06.977 --> 00:14:07.917]  Makes me sick!
[00:14:10.419 --> 00:14:12.461]  And all Trump wants to do is just restore America!
[00:14:13.459 --> 00:14:20.543]  Wants to make our economy big, wants to stop spending money building infrastructures thousands of miles away from our homeland!
[00:14:22.944 --> 00:14:34.511]  Excuse me, but unlike the frauds on television, I don't want this country at war forever!
[00:14:38.133 --> 00:14:39.814]  I'm sorry, but this just really angers me.
[00:14:41.172 --> 00:14:44.854]  That our media is angry that President Trump would bring the troops home.
[00:14:44.914 --> 00:14:47.516]  That is just... These are sick people.
[00:14:47.736 --> 00:14:55.321]  And I think maybe they should... Maybe they should put publicly out... I wonder if some of these people have shares in Lockheed Martin.
[00:14:55.341 --> 00:14:59.163]  I wonder if some of these people have shares in Raytheon.
[00:14:59.684 --> 00:15:04.287]  Because why else would you be celebrating America being at war?
[00:15:04.847 --> 00:15:06.168]  And people dying!
[00:15:06.668 --> 00:15:07.068]  I'm sorry.
[00:15:07.969 --> 00:15:09.070]  This just really made me sick.
[00:15:09.915 --> 00:15:10.635]  Watching that this morning.
[00:15:10.655 --> 00:15:10.935]  Alright.
[00:15:13.456 --> 00:15:14.636]  I'm going to bring it back down to earth here.
[00:15:14.656 --> 00:15:23.198]  We're going to cover all the big news and we're going to talk about how President Trump is saying, look, you can try to remove me, the deep state, Mueller, and all you corrupt Democrats.
[00:15:23.218 --> 00:15:28.699]  You can do whatever you think you want to do to try to destroy this country and remove me from office.
[00:15:28.739 --> 00:15:29.399]  But guess what?
[00:15:29.680 --> 00:15:31.340]  There will be a revolt and he is 100% right.
[00:15:31.380 --> 00:15:31.580]  100% right.
[00:15:31.600 --> 00:15:31.780]  Now.
[00:15:37.779 --> 00:15:41.060]  In this short break, ladies and gentlemen, please go to InfoWarsStore.com.
[00:15:41.100 --> 00:15:46.462]  We have just decided to extend our Christmas sale all the way through the new year.
[00:15:47.202 --> 00:15:57.166]  So, the huge discounts, the free shipping, the double Patriot points, the free t-shirt, the Christmas sale has now been extended to the end of the year.
[00:15:57.326 --> 00:15:58.766]  InfoWarsStore.com.
[00:15:59.147 --> 00:16:00.887]  It's how you make everything we do here possible.
[00:16:01.007 --> 00:16:01.707]  Anti-war!
[00:16:03.688 --> 00:16:05.429]  InfoWars has changed the world.
[00:16:06.508 --> 00:16:09.529]  Our audience, by supporting us, have truly been in the arena.
[00:16:10.009 --> 00:16:13.271]  That means if you're old, it means if you're young, it means if you're black, white, it doesn't matter.
[00:16:14.031 --> 00:16:27.876]  If you love freedom, and you love justice, and you believe in free market capitalism, and you believe in the Christian ethos, and you believe in Western civilization, and you believe in progress, then you are the man and woman in the arena, and I salute you as we prepare to close out 2018.
[00:16:29.577 --> 00:16:42.085]  I knew that when they deplatformed us in a massive, draconian, concerted, racketeering operation four and a half months ago, that it was about removing Trump's populist, nationalist support base.
[00:16:42.505 --> 00:16:43.986]  The people's support base for him.
[00:16:45.658 --> 00:16:52.282]  And now we see, in just the last few weeks, Michael Savage is having his show cancelled from three hours to one hour, even though it has record ratings.
[00:16:52.682 --> 00:16:56.805]  And Ben Shapiro, never been in talk radio, is being given his show, given his audience.
[00:16:57.745 --> 00:17:02.948]  We see Gab McGinnis being taken off the air for being number one on CRTV, better than Glenn Beck, and others.
[00:17:03.689 --> 00:17:13.835]  Anyone who truly connects with the people and who doesn't apologize for America, from our president to yours truly, is being demonized, being sued, being attacked, being taken off the air.
[00:17:15.239 --> 00:17:21.040]  The globalists are really upset now because they threw everything they had at us in the last few years.
[00:17:21.661 --> 00:17:26.622]  The shadow banning and the lawsuits, the lies, the attacks, the boycotting of our sponsors, and it didn't work.
[00:17:27.862 --> 00:17:35.724]  So now with the deplatforming, we're on talk radio, we're on local TV stations, and we're at Infowars.com and Newswars.com with bigger than ever audiences.
[00:17:36.983 --> 00:17:37.784]  On those platforms.
[00:17:37.964 --> 00:17:42.488]  InfoWars has two or three times the audience ever had, but that's on InfoWars.
[00:17:43.049 --> 00:17:45.371]  It cuts our reach, though, to other platforms.
[00:17:46.112 --> 00:17:47.093]  And that's where you come in.
[00:17:48.334 --> 00:17:55.641]  Now, about two weeks ago, George Soros Media Matters funded Combine, directed by U.S.
[00:17:55.741 --> 00:17:58.004]  intelligence agencies that aren't following Trump's directives.
[00:17:59.724 --> 00:18:10.046]  He legally began launching operations to lie about Infowars and things we've said and done, and to contact radio stations across the country that we're on and say, Alex Jones is fake news.
[00:18:10.967 --> 00:18:12.027]  Alex Jones is fiction.
[00:18:12.767 --> 00:18:13.687]  Announce it's fiction.
[00:18:14.227 --> 00:18:17.688]  In an attempt to have those stations kick us off the air.
[00:18:17.708 --> 00:18:24.370]  And they misquote statements from 2013, 2015 and say, he's still doing all this, take him off the air.
[00:18:25.626 --> 00:18:29.308]  We're talking about digital Nazis, or digital communists.
[00:18:29.549 --> 00:18:33.211]  Digital authoritarianism is really the proper term.
[00:18:33.892 --> 00:18:36.293]  And they're doing this because they can't beat us.
[00:18:36.733 --> 00:18:47.481]  And they know from Brazil, to Germany, to the United Kingdom, to Russia, to Italy, to all over the world, nationalist and populist free market candidates are getting elected.
[00:18:48.221 --> 00:18:54.085]  People are aware of the one world government plan to abolish our borders, to abolish our families, to make us debt slaves.
[00:18:54.125 --> 00:18:54.845]  And they're saying no.
[00:18:55.826 --> 00:18:56.487]  That's positive.
[00:18:56.547 --> 00:18:57.808]  We're winning overall globally.
[00:18:58.068 --> 00:18:59.329]  Humanity's coming back from the dead.
[00:18:59.429 --> 00:19:02.211]  But for those of us that
[00:19:03.129 --> 00:19:06.451]  Or the tip of the spear, we're being targeted to take out the leadership.
[00:19:06.532 --> 00:19:07.772]  That's the globalist only hope.
[00:19:08.473 --> 00:19:27.687]  So when you support InfoWars, when you spread our articles and videos, when you buy products at InfoWarsStore.com, you are literally not just supporting InfoWars and free speech and standing in defiance against Soros and Hillary and the rest of these people, but you are standing for your own future and your own best shot of having an early warning system in America to stand against these individuals.
[00:19:29.073 --> 00:19:34.818]  When you order products at InfoWareStore.com, you fund not just an American revolution, but a global revolution against tyranny.
[00:19:35.318 --> 00:19:40.362]  And we have the biggest specials ever running throughout to the end of the year as part of a total store clearance.
[00:19:40.983 --> 00:19:43.044]  Every order gets a free t-shirt.
[00:19:43.465 --> 00:19:44.526]  Every order gets free shipping.
[00:19:44.606 --> 00:19:47.408]  Every order gets 50 to 75% off in total clearance.
[00:19:47.788 --> 00:19:56.476]  And that funding allows us to go into the new year on sure footing to fund ourselves throughout the first part of the year to not just fight, but to expand.
[00:19:57.136 --> 00:19:58.838]  We're on the march, the empire's on the run.
[00:19:59.118 --> 00:19:59.898]  I salute you all.
[00:20:00.059 --> 00:20:02.521]  Now, please take action at InfoWarsTore.com.
[00:20:05.984 --> 00:20:12.209]  You're listening to the Alex Jones Show.
[00:20:14.351 --> 00:20:17.834]  We're all living in America!
[00:20:18.194 --> 00:20:19.675]  America!
[00:20:19.755 --> 00:20:21.557]  It's wunderbar!
[00:20:22.037 --> 00:20:25.380]  We're all living in America!
[00:20:35.545 --> 00:20:45.052]  You know, when Rammstein wrote this song, it was about how Western culture has influenced the world.
[00:20:45.072 --> 00:20:48.074]  And that's because it was the best.
[00:20:49.235 --> 00:20:50.196]  It was the free market.
[00:20:50.456 --> 00:20:52.337]  It was individual prosperity.
[00:20:54.279 --> 00:20:55.660]  And you now have control freaks.
[00:20:56.932 --> 00:21:16.661]  Leftists, and quite frankly, psychopathic, mentally deranged individuals that are so regressive, but because of the PC culture and the fake social justice warrior movement, are somehow paraded around as legitimate politicians.
[00:21:17.721 --> 00:21:22.444]  And you can put some faces and names to this description, but that's where we're at.
[00:21:22.544 --> 00:21:25.265]  And so, let me just kind of give a
[00:21:26.667 --> 00:21:31.410]  Short background before we get into the story from Paul Joseph Watson at Infowars.com.
[00:21:33.511 --> 00:21:47.720]  The United States of America has been the crown jewel, if you will, in geoeconomic markets and systems and experiments and cultures.
[00:21:49.521 --> 00:21:55.245]  And it became so successful and such an example of how individual liberty
[00:21:56.437 --> 00:22:22.650]  and prosperity is the most empowering and prosperous thing a a a republic can have it became the crown jewel and so all the powers that be on planet earth sought after that crown jewel and they realized
[00:22:24.141 --> 00:22:35.909]  The best way to conquer this country would be to divide it from within, and once you've done that, you can do pretty much anything.
[00:22:35.950 --> 00:22:37.290]  You can demonize whoever you want.
[00:22:37.331 --> 00:22:39.432]  You can cause chaos in the streets.
[00:22:41.694 --> 00:22:50.960]  And so, you've got a story out today that talks about there's only one thing that Americans can agree on, and that's that they can't agree on anything.
[00:22:51.000 --> 00:22:52.802]  Well, how do you explain that?
[00:22:54.281 --> 00:22:54.601]  Simple.
[00:22:55.883 --> 00:23:16.145]  Corporate news with an agenda, which has been out to destroy America for years, but now has Donald J. Trump in their sights because he is now the warrior, as the President of the United States, actually defending America, saying it has a place in the future of Earth.
[00:23:18.237 --> 00:23:24.481]  And so now you've got the most corrupt people right now in any form of United States government.
[00:23:24.601 --> 00:23:29.323]  Bob Mueller, Rod Rosenstein, all of the Democrat cabal.
[00:23:30.804 --> 00:23:31.925]  Most of these people are now out.
[00:23:32.065 --> 00:23:37.668]  Comey, Lynch, who was subpoenaed and had a closed-door testimony yesterday, shouldn't look too pleased.
[00:23:38.889 --> 00:23:40.350]  And they're all trying to get Trump.
[00:23:41.570 --> 00:23:42.551]  And they think they're going to do it.
[00:23:42.611 --> 00:23:46.233]  And they're getting more aggressive.
[00:23:47.892 --> 00:23:48.933]  And they're getting more brazen!
[00:23:49.393 --> 00:23:50.673]  And they're just gonna fully commit!
[00:23:50.713 --> 00:23:51.854]  We're gonna take Trump out!
[00:23:51.914 --> 00:23:55.616]  Now we tried everything to make you hate Trump and you just didn't, so we're just gonna take him out!
[00:23:58.097 --> 00:23:58.877]  And this is where we're at.
[00:23:58.897 --> 00:24:00.138]  But Trump knows this is going on.
[00:24:00.838 --> 00:24:01.779]  And so he says, you know what?
[00:24:02.910 --> 00:24:05.112]  If you think you can take me out, you got another thing coming.
[00:24:05.212 --> 00:24:06.413]  Americans will revolt.
[00:24:06.813 --> 00:24:09.115]  So the headline at Infowars.com from Paul Joseph Watson.
[00:24:09.155 --> 00:24:14.358]  Trump thinks Americans will engage in an armed revolt if Deep State tries to remove him from office.
[00:24:14.378 --> 00:24:15.099]  Let's go ahead and read this.
[00:24:15.599 --> 00:24:27.368]  President Donald Trump told a prominent person during a phone call last week that he thinks the American people will revolt if the Deep State tries to remove him from office via impeachment or any other method because Americans are too well armed.
[00:24:28.729 --> 00:24:44.080]  According to our sources, Trump thinks that Democrats are so intent on stopping America's recovery that they will set off a destabilizing crisis at the border, they've already done that, an economic collapse, they're working on that, and even civil war, they're working on that as well, as a means of ejecting him from the Oval Office.
[00:24:44.120 --> 00:24:45.821]  However, Trump believes that both the U.S.
[00:24:45.881 --> 00:24:52.906]  military and the American people would not stand for such a scenario and would rise up against it and there would be a revolt because Americans are too well armed.
[00:24:54.065 --> 00:24:56.807]  And boy, would that be an interesting scenario to see pull out.
[00:24:57.427 --> 00:25:00.469]  And who do you think they would target first, ladies and gentlemen?
[00:25:01.209 --> 00:25:02.089]  Donald J. Trump?
[00:25:02.630 --> 00:25:04.871]  Or, let's just say, Bob Mueller?
[00:25:06.952 --> 00:25:10.134]  The phone call was further discussed during a meeting between three people.
[00:25:12.775 --> 00:25:20.900]  And other prominent individuals close to the President have confirmed that what Trump said during the call was his ongoing state of mind over the past several weeks.
[00:25:23.404 --> 00:25:33.771]  The conversation was prompted following criticism from some figures on the right that Trump was not following through on his main campaign promises, specifically regarding the wall and Coulter, the biggest example of that.
[00:25:34.351 --> 00:25:36.933]  And then there's a huge story Trump unfollowed on Twitter.
[00:25:37.654 --> 00:25:44.939]  The comments lined up with previous public statements made by Trump about how the American people would respond if he were to be impeached.
[00:25:45.754 --> 00:25:46.494]  I'm not concerned.
[00:25:46.794 --> 00:25:54.877]  No, the president told Reuters last month during a conversation in the Oval Office, I think that the people would revolt if that happened.
[00:25:56.437 --> 00:26:01.719]  So again, this story is at Infowars.com.
[00:26:01.759 --> 00:26:13.023]  Trump himself is apparently extremely taken aback at the level to which the country has been sold out by embedded groups within the government, particularly with regard to the Chinese influence.
[00:26:13.956 --> 00:26:20.544]  He's now bought up Apple, working on buying up Google, had total access to Hillary Clinton's private server.
[00:26:20.684 --> 00:26:25.089]  Not just hacking the server, it was basically a Chinese server that Hillary Clinton put in her home.
[00:26:25.810 --> 00:26:26.070]  Really.
[00:26:27.231 --> 00:26:30.035]  And then you had Dianne Feinstein with the Chinese spy for 20 years.
[00:26:30.315 --> 00:26:31.216]  It just goes on and on.
[00:26:31.336 --> 00:26:32.558]  Nothing for that, no hearings though.
[00:26:33.615 --> 00:26:33.935]  That's nice.
[00:26:34.275 --> 00:26:42.680]  The President also now suspects that the Federal Reserve is working with the Deep State to plunge the economy as a way of crushing his re-election hopes, if he makes it that far.
[00:26:43.500 --> 00:26:47.422]  And, I mean, Powell was appointed by Trump, and here he is trying to sabotage him.
[00:26:47.943 --> 00:26:48.703]  It just makes you wonder.
[00:26:49.544 --> 00:26:58.629]  However, Trump expressed his confidence that the American people would choose the right side and have his back, which in turn sends a strong message to the establishment forces who are plotting his demise.
[00:26:58.709 --> 00:27:02.911]  And, you know, if you look at history, specifically American history,
[00:27:04.568 --> 00:27:10.853]  Whether you think it's organic or what, America goes through times of flux.
[00:27:11.794 --> 00:27:20.941]  There have been great depressions, there have been great wars, civil wars, you know, a lot of stuff, and a lot of people think we're due for that.
[00:27:20.961 --> 00:27:28.026]  You say, oh, well, there was the recession of 2008, and, you know, there was some other stuff, the recession after 9-11.
[00:27:28.386 --> 00:27:29.787]  Folks, that is nothing.
[00:27:31.482 --> 00:27:32.942]  That is nothing.
[00:27:33.083 --> 00:27:35.903]  You know, we do have a large homeless population, but let me tell you something.
[00:27:36.624 --> 00:27:47.867]  This country is so well off, even with the rigged economy, even with the wealth distribution, even with all the poverty and homelessness, this country doesn't even know what it's like to be hungry.
[00:27:49.107 --> 00:27:49.408]  Okay?
[00:27:50.408 --> 00:27:50.588]  So...
[00:27:52.861 --> 00:27:55.362]  I'm not wanting there to be a civil war, obviously.
[00:27:55.422 --> 00:28:04.705]  I'd love the deep state to just back off President Trump and let him do his job and just quit trying to dominate the world, which means you have to destroy America.
[00:28:04.725 --> 00:28:11.648]  Because you can't have 300 million free Americans in the West with guns if you want to have a world government.
