[00:00:10.191 --> 00:00:11.071]  You found it.
[00:03:25.369 --> 00:03:30.033]  They had a tenor from the Berlin Opera stand up and start to sing it, first in German, then in English.
[00:03:30.634 --> 00:03:33.397]  It was joined, it turned into a truce for several days.
[00:03:34.358 --> 00:03:35.579]  But the generals couldn't have that.
[00:03:36.120 --> 00:03:38.062]  Couldn't have peace breaking out.
[00:03:39.048 --> 00:03:41.670]  Around a common culture, a common religion.
[00:03:42.531 --> 00:03:43.732]  Around the time of Christ.
[00:03:43.772 --> 00:03:44.513]  Had to stop that.
[00:03:44.533 --> 00:03:45.354]  They eventually did.
[00:03:46.094 --> 00:03:49.377]  And then they threatened the troops, don't you ever do that again.
[00:03:49.397 --> 00:03:55.422]  We will make very severe penalties for anybody that fraternizes with the enemy.
[00:03:55.522 --> 00:04:00.346]  And so they kept that war going for another four years.
[00:04:01.539 --> 00:04:02.260]  Until they ended it.
[00:04:02.740 --> 00:04:10.066]  We just celebrated the 100th anniversary of the end of the war to end all wars.
[00:04:10.106 --> 00:04:11.627]  But of course it didn't end all wars, did it?
[00:04:12.588 --> 00:04:14.069]  We're going to talk about that.
[00:04:14.270 --> 00:04:16.872]  We're going to talk about the push to try to keep the wars going on.
[00:04:16.912 --> 00:04:19.834]  Because we've got President Trump saying, look, we've beaten ISIS.
[00:04:20.715 --> 00:04:21.476]  Clearly we have.
[00:04:22.416 --> 00:04:27.461]  As I pointed out when I did the show on Sunday, the Russians, just a couple of weeks ago,
[00:04:28.134 --> 00:04:32.636]  They're running 100 to 110 flights per day over Syria.
[00:04:33.197 --> 00:04:34.778]  Then they stopped it in the last couple weeks.
[00:04:34.798 --> 00:04:37.179]  They're only running two to four flights per week.
[00:04:38.465 --> 00:04:41.807]  And yeah, it's time to bring the troops home, declare victory and come home.
[00:04:41.847 --> 00:04:44.488]  Rand Paul had some amazing things that he put out.
[00:04:44.928 --> 00:04:50.211]  He does it every year under the cover of Festivus and the airing of grievances.
[00:04:50.451 --> 00:04:54.993]  And he had some great things to say about war and the absurdity of Washington.
[00:04:55.013 --> 00:04:56.414]  And we're going to take a look at President Trump.
[00:04:57.014 --> 00:04:58.194]  Home alone in the White House.
[00:04:58.274 --> 00:05:00.155]  Can he keep those creepy burglars out?
[00:05:00.235 --> 00:05:00.876]  We'll be right back.
[00:05:00.896 --> 00:05:01.316]  Stay with us.
[00:05:03.635 --> 00:05:09.160]  The globalists are trying to set up a private corporate world government that's above the law.
[00:05:10.241 --> 00:05:18.688]  If there's any opposition, if there's any independent media that can call the fact that the emperor has no clothes, that can call BS, it's game over.
[00:05:19.909 --> 00:05:27.936]  But if you look at everybody else, like Michael Savage and Rush Limbaugh and Tucker Carlson and Sean Hannity, they are all beholden to the networks they're on that can be targeted.
[00:05:28.916 --> 00:05:35.979]  There's only two groups in the U.S., InfoWars and Matt Drudge of DrudgeReport.com, that are truly independent.
[00:05:36.740 --> 00:05:39.081]  And of course, they're two of the dominant media forces in the world.
[00:05:39.821 --> 00:05:40.681]  It really is amazing.
[00:05:41.302 --> 00:05:47.464]  That's why, as we close out 2018, I want to just remind the listeners of the amazing fight we're all in and how far we've come together.
[00:05:47.925 --> 00:05:50.526]  Just remind you that you are the power, you're the strength, you're the will.
[00:05:51.863 --> 00:05:52.583]  Of InfoWars.
[00:05:53.403 --> 00:05:54.444]  So please spread the links.
[00:05:54.684 --> 00:05:57.705]  InfoWars.com, NewsWars.com, PrisonPlanet.com.
[00:05:58.005 --> 00:06:00.686]  Because if you don't spread the articles and the videos, no one else will.
[00:06:01.286 --> 00:06:02.366]  We're all in each other's hands.
[00:06:02.606 --> 00:06:03.727]  God bless you all and thank you.
[00:06:11.009 --> 00:06:11.509]  News.
[00:06:12.029 --> 00:06:12.869]  Analysis.
[00:06:13.390 --> 00:06:14.070]  Reports.
[00:06:14.850 --> 00:06:16.991]  It's the Alex Jones Show.
[00:06:17.751 --> 00:06:20.532]  And now, your host, David Knight.
[00:06:26.576 --> 00:06:27.998]  Welcome on this day after Christmas 2018.
[00:06:28.979 --> 00:06:30.021]  I'm David Knight, your host today.
[00:06:30.041 --> 00:06:33.005]  We're going to take a look at what's happening in Washington.
[00:06:33.025 --> 00:06:34.387]  This is a key moment, folks.
[00:06:35.387 --> 00:06:38.589]  President Trump has made some very strong moves in the last week.
[00:06:39.010 --> 00:06:40.791]  I really do think we need to support him.
[00:06:41.812 --> 00:06:44.814]  He's going to have a lot of opposition, as we've seen over the weekend.
[00:06:45.315 --> 00:07:04.109]  The actions of Steve Mnuchin, the Wall Street Journal, the mainstream media pushing back against everything that he's doing, criticizing everything that he's doing, laying all the blame of all the economic activity that we see, even though we know that the Federal Reserve did everything that it could to puncture the bubble that it created.
[00:07:05.547 --> 00:07:06.348]  I don't think so.
[00:07:21.806 --> 00:07:28.612]  You have Steve Mnuchin and his new White House Chief of Staff Mick Mulvaney saying, oh, he didn't mean that.
[00:07:28.712 --> 00:07:29.513]  Oh, no, he can't do that.
[00:07:29.573 --> 00:07:30.514]  Oh, he knows he can't do that.
[00:07:31.215 --> 00:07:36.860]  We know that he can, quite frankly, and we'll tell you later in the program exactly how and why he can do that.
[00:07:37.200 --> 00:07:39.843]  I think the smart move would be to audit the Fed.
[00:07:40.973 --> 00:07:52.699]  If you were to audit the Fed, if you were to expose what they do in secret, you would have everybody demanding that not only the chairman but the rest of them be shown the door.
[00:07:53.599 --> 00:08:04.025]  And it's pretty obvious that it's either gross malpractice or malicious actions that the Fed has been involved in ever since President Trump was elected.
[00:08:04.841 --> 00:08:09.843]  They began raising rates that first December after he was elected early November.
[00:08:10.344 --> 00:08:15.246]  And they've been raising them a quarter of a percent every quarter since then.
[00:08:16.066 --> 00:08:19.168]  I said at the time, I said, they're going to do the same thing that Greenspan did.
[00:08:19.448 --> 00:08:22.209]  He took interest rates down, created a bubble, holding them at zero.
[00:08:22.869 --> 00:08:28.052]  And then he burst that bubble by raising interest rates a quarter of a percent every single quarter.
[00:08:28.272 --> 00:08:29.592]  And that's exactly what they've done.
[00:08:29.632 --> 00:08:31.113]  And they said they're going to continue to do that.
[00:08:32.214 --> 00:08:32.854]  It is malicious.
[00:08:33.922 --> 00:08:38.924]  But let's talk a little bit about what's going on in the news before we get into these other issues we have.
[00:08:39.865 --> 00:08:47.888]  Senator Paul has taken on Lindsey Graham and many other people about war and peace and many other issues and Washington in a hilarious way.
[00:08:48.368 --> 00:08:52.030]  Of course, he does it under cover of celebrating Festivus.
[00:08:53.170 --> 00:09:18.813]  The Seinfeld made up holiday the airing of grievances and so forth but Very very funny what he had to say about Lindsey Graham Saying I haven't seen a senator who loves war this much since the Star Wars prequels and he shows us senator Palpatine there and his more satanic form He's got a lot of stuff there, but we're gonna talk about what's really going on with the war in Syria and the pushback against that there is a
[00:09:20.274 --> 00:09:21.435]  Green New Deal.
[00:09:21.875 --> 00:09:28.177]  All the talk around Washington now from Alexandria, occasional Cortex.
[00:09:29.158 --> 00:09:31.939]  And it is a very radical New Deal.
[00:09:32.339 --> 00:09:33.880]  And it is like FDR's New Deal.
[00:09:34.060 --> 00:09:36.521]  It is going to be a radical expansion of the government.
[00:09:36.781 --> 00:09:38.282]  That's the kind of red and green
[00:09:39.301 --> 00:09:41.622]  That we are being offered by the Democrats.
[00:09:41.642 --> 00:09:51.527]  We're going to take a look at that and how it is already playing out in Europe and how they've already tipped their hand that this isn't about saving the environment at all, folks.
[00:09:52.207 --> 00:09:56.510]  It's about controlling your life, about taxing you, it's about tracking you.
[00:09:57.290 --> 00:09:59.071]  It's not about saving the environment.
[00:09:59.091 --> 00:10:01.052]  So we're going to expose that coming up as well.
[00:10:01.412 --> 00:10:02.713]  Let's take a look a little bit at some of the
[00:10:03.973 --> 00:10:08.420]  Twisting of Christmas that's being done in the mainstream media by many people.
[00:10:08.460 --> 00:10:16.672]  We've got, speaking of Alexandria Occasional Cortex, she was out there pushing this, Jesus was a refugee.
[00:10:18.356 --> 00:10:45.245]  Nonsense, and we've got that being done a lot of churches and folks if you go by a church That's got their nativity scene in a cage Run as fast as you can the other way not only these people not know anything about The Bible or Christianity or they're lying to you about it But they're also subjugating that to their own political agenda twisting it to fit and so what she is saying is we've got a
[00:10:46.474 --> 00:10:49.397]  Refugee babies in mangers everywhere.
[00:10:50.197 --> 00:10:51.058]  No, not really.
[00:10:51.739 --> 00:10:52.139]  Not really.
[00:10:53.260 --> 00:11:01.387]  Actually, the story of Jesus, he was, his family was forced to travel to their home so that they could be taxed.
[00:11:02.216 --> 00:11:12.824]  So if you want a parallel to that, Occasional Cortex, what you would do is you would say, well, we're going to send all the Hondurans back to their homes so that they can be taxed.
[00:11:13.264 --> 00:11:16.466]  We're going to force them to make that trip.
[00:11:17.607 --> 00:11:20.629]  These people who are coming here, we're not forced to make this trip.
[00:11:21.170 --> 00:11:22.230]  And they're not refugees.
[00:11:23.311 --> 00:11:31.057]  They are waving the flag of the country that they're supposedly fleeing, as President Trump pointed out, and burning our flag at the same time.
[00:11:32.037 --> 00:11:35.859]  The Democrats are trying to use them to burn down this country politically.
[00:11:37.020 --> 00:11:51.027]  I think it's absolutely deplorable that these people, these Democrats, who hate everything about Christmas, who try to purge it from not only being seen but heard, would use this to serve their political agenda.
[00:11:51.507 --> 00:11:56.650]  And part of what they're doing is the death, the tragic death, of an eight-year-old Guatemalan boy.
[00:11:57.759 --> 00:12:00.201]  And the headlines everywhere, even in conservative media.
[00:12:00.281 --> 00:12:01.823]  We'll read something like, U.S.
[00:12:02.564 --> 00:12:03.545]  boy dies in U.S.
[00:12:03.585 --> 00:12:06.567]  Customs and Border Patrol custody.
[00:12:08.389 --> 00:12:10.591]  Folks, he was not killed by Border Patrol.
[00:12:10.931 --> 00:12:13.093]  He was not killed by us protecting our border.
[00:12:14.515 --> 00:12:17.558]  Where is the discussion in any of these articles?
[00:12:18.151 --> 00:12:28.338]  Whether it's coming from mainstream media or the conservative media that parrots them, where is the discussion about parental child endangerment?
[00:12:29.639 --> 00:12:31.580]  Taking these children on a very dangerous journey.
[00:12:32.160 --> 00:12:36.003]  Perhaps taking this child on this journey even when the child was sick.
[00:12:36.663 --> 00:12:38.484]  Maybe the child got sick as part of the journey.
[00:12:38.604 --> 00:12:39.025]  I don't know.
[00:12:40.085 --> 00:12:43.308]  But the child was taken into custody one day and died the next.
[00:12:44.748 --> 00:12:46.770]  So he probably came across the border sick.
[00:12:48.058 --> 00:12:53.825]  Yeah, well if we talk about vetting the people who are coming across the border, people that we don't know anything about.
[00:12:53.865 --> 00:13:01.034]  We don't even know if these children are in the company of their parents or if it's somebody else that is bringing them across.
[00:13:01.134 --> 00:13:05.139]  If they've been brought over by child traffickers or kidnapped.
[00:13:06.638 --> 00:13:10.601]  And so the parentage needs to be discussed there.
[00:13:10.621 --> 00:13:13.022]  But they talk about Ellis Island all the time.
[00:13:13.142 --> 00:13:18.346]  Ellis Island, the people that would come in there would be quarantined for quite some time to make sure they weren't bringing diseases into the country.
[00:13:19.431 --> 00:13:21.592]  This child was sick when he came in.
[00:13:21.893 --> 00:13:22.753]  We don't know what he had.
[00:13:22.793 --> 00:13:26.055]  He was initially diagnosed by hospital staff with a common cold.
[00:13:26.436 --> 00:13:28.737]  Evaluated for release, they said, then they found a fever.
[00:13:28.777 --> 00:13:36.202]  They brought him back in after giving him some antibiotics, amoxicillin, ibuprofen for a fever and so forth, and then he suddenly died.
[00:13:36.222 --> 00:13:39.104]  They still don't know what was wrong with the child.
[00:13:39.965 --> 00:13:43.948]  And yet, if you look at all the headlines, they make it out, they imply,
[00:13:44.943 --> 00:13:46.564]  That he was murdered by our policies.
[00:13:47.124 --> 00:13:48.165]  Murdered by our border.
[00:13:48.825 --> 00:13:50.206]  Murdered by our border patrol.
[00:13:51.366 --> 00:13:52.707]  Nothing could be further from the truth.
[00:13:53.948 --> 00:13:55.909]  It was child endangerment.
[00:13:57.049 --> 00:14:00.571]  And it is very sad to see this being given a pass.
[00:14:00.771 --> 00:14:03.212]  You know, we had the situation just a little over a year ago.
[00:14:04.933 --> 00:14:09.876]  So much hepatitis in San Diego, right there at the border, that they were washing the streets with bleach.
[00:14:11.380 --> 00:14:16.425]  This is an underreported side effect of immigration, and that is the health issues.
[00:14:17.185 --> 00:14:18.226]  So what about our children?
[00:14:19.287 --> 00:14:20.769]  When other children are brought in sick?
[00:14:21.389 --> 00:14:25.393]  We don't have any ability to quarantine or to vet these children?
[00:14:26.434 --> 00:14:27.775]  That's what the liberals don't want.
[00:14:28.576 --> 00:14:30.538]  This is not about a wall.
[00:14:30.558 --> 00:14:31.759]  This is about having a border.
[00:14:32.810 --> 00:14:34.571]  The wall is one aspect of it.
[00:14:35.211 --> 00:14:38.533]  But these are the same people who say, you don't need a wall, a wall's not effective.
[00:14:38.573 --> 00:14:41.574]  These are the same people who want to abolish ICE as well.
[00:14:43.014 --> 00:14:54.059]  So once the people get in, once they get past Border Patrol, and Border Patrol's intercepting enough people that it amounts to more than a caravan a week that are coming in, bits and pieces.
[00:14:54.139 --> 00:14:55.740]  Those are just the people that they intercept.
[00:14:55.760 --> 00:14:59.342]  The people that they don't intercept, oh, they don't want them taken away by ICE.
[00:15:00.953 --> 00:15:06.894]  And they don't want anybody inspected for whether or not they are criminals or whether they have any diseases.
[00:15:07.494 --> 00:15:07.854]  None of that.
[00:15:08.335 --> 00:15:09.335]  We just leave the borders open.
[00:15:10.435 --> 00:15:24.538]  And as we look at the open borders, one of the things that's been sold to us for this, we had the UN selling us back around 2000, saying you have to open up your borders because the Ponzi schemes that we've set up everywhere, you've got an aging population.
[00:15:25.717 --> 00:15:27.139]  And you're not going to have your Social Security.
[00:15:27.179 --> 00:15:29.542]  So we have to bring in people from other countries.
[00:15:29.662 --> 00:15:31.325]  And now it's reached peak absurdity.
[00:15:31.365 --> 00:15:32.086]  We now have...
[00:15:33.263 --> 00:15:43.030]  A study from the American Enterprise Institute, a guy there named Lyman Stone, who's looking at our aging population and the Ponzi scheme lie that Social Security's always been.
[00:15:43.050 --> 00:15:43.910]  He says, I got an idea.
[00:15:43.950 --> 00:15:51.715]  What we could do is we could give people credits if they have children based on the amount of money that their children are adding back into the economy.
[00:15:52.216 --> 00:15:54.237]  It's like, well, that used to be called families.
[00:15:54.557 --> 00:15:56.038]  We used to have things called families.
[00:15:56.098 --> 00:15:59.701]  Why is it that the population is declining like that?
[00:15:59.741 --> 00:16:00.721]  We'll talk about that when we come back.
[00:16:00.741 --> 00:16:01.082]  Stay with us.
[00:16:04.400 --> 00:16:06.261]  We're ending the year.
[00:16:06.641 --> 00:16:07.602]  2018 has been tumultuous.
[00:16:07.682 --> 00:16:08.622]  It's been an insane year.
[00:16:09.923 --> 00:16:17.487]  And InfoWars has continued with the deplatforming and the lawsuits, the demonization, the attacks, and everything else because of one thing.
[00:16:18.587 --> 00:16:29.513]  Our supporters, our listeners, our viewers understand that what we're doing is a critical mission, not just for InfoWars, not just for America, but for the world.
[00:16:30.573 --> 00:16:31.354]  And that the globalists
[00:16:32.472 --> 00:16:38.697]  Wouldn't be trying to shut us down if we weren't telling the truth, if we weren't effective.
[00:16:38.717 --> 00:16:44.160]  So the old World War II saying, I've quoted it probably 5,000 times, but it's so true, I've got to do it again.
[00:16:44.180 --> 00:16:46.882]  You know, a lot of cliches are cliches because they're accurate.
[00:16:47.223 --> 00:16:49.184]  A lot of stereotypes are stereotypes because they're true.
[00:16:50.845 --> 00:16:52.746]  In World War II, they didn't really have radar yet.
[00:16:52.766 --> 00:16:55.128]  The British had a little bit, but not in airplanes.
[00:16:55.989 --> 00:16:58.611]  They had them on the mainland for the Battle of Britain.
[00:16:59.992 --> 00:17:01.373]  But our aircraft didn't have
[00:17:03.052 --> 00:17:05.292]  Radar.
[00:17:05.432 --> 00:17:16.534]  And so, they'd fly in with a chart and a map over Italy or over Germany or over Nazi-held areas of Eastern Europe, and they weren't sure where to hit.
[00:17:16.754 --> 00:17:27.316]  They had general areas of what tank manufacturing facility or munitions manufacturing facility they were supposed to hit, or what power plant they were supposed to hit.
[00:17:28.357 --> 00:17:30.297]  But they learned, because the Germans couldn't help it,
[00:17:31.331 --> 00:17:34.374]  That they would put anti-aircraft guns around where it was really at.
[00:17:35.295 --> 00:17:42.502]  And so first they'd send in a group of airplanes all spread out, kind of a forward observation group, to see who got shot at.
[00:17:43.223 --> 00:17:46.086]  Because we're showing Germans paratrooping into Greece in 1942.
[00:17:46.146 --> 00:17:47.948]  That's a separate battle.
[00:17:47.968 --> 00:17:48.168]  And so...
[00:17:55.219 --> 00:17:59.981]  They would send in reconnaissance planes to get shot at, and wherever they radioed in, they got shot at the most.
[00:18:00.481 --> 00:18:03.243]  Lo and behold, they'd find that's where the factories were.
[00:18:04.123 --> 00:18:09.505]  So the saying, when you know you're over the target, when you're getting the most flak, comes from that.
[00:18:10.386 --> 00:18:18.049]  And so, that's what we do here, is we go out, and we find out where the most flak is.
[00:18:19.910 --> 00:18:23.552]  And we find out where the biggest attack is, and what pisses them off the most.
[00:18:24.395 --> 00:18:30.248]  And lo and behold, that turns out to be the most accurate information.
[00:18:30.308 --> 00:18:34.157]  So as we prepare to close out this year, A, I want to thank you for the incredible support.
[00:18:35.265 --> 00:18:44.092]  I want to point out, we've got the best water filtration, the best air filtration, the best books, the best films, the best supplements, the best survival gear, the best storable food.
[00:18:44.492 --> 00:18:57.522]  We've got whatever the best is, I go out, I make a great deal to sell it to you at the lowest price available so that you get a great product and so you reorder and you appreciate what we're doing because I want to serve you well.
[00:18:57.702 --> 00:18:59.444]  I want to treat you the way I want to be treated.
[00:19:00.430 --> 00:19:06.611]  So this year, InfoWarsStore.com, InfoWarsLife.com, we're extending all the Christmas specials out.
[00:19:07.449 --> 00:19:08.710]  Until January 1st.
[00:19:09.390 --> 00:19:11.132]  And we've been successful, thanks to your support.
[00:19:11.752 --> 00:19:14.614]  Selling out of almost our whole inventory, so we won't have the inventory taxes.
[00:19:15.134 --> 00:19:18.597]  But let me tell you, you did a great job, but we did a great job too.
[00:19:19.357 --> 00:19:23.220]  Free shipping store-wide, 50 to 75% off everything.
[00:19:23.260 --> 00:19:25.041]  Double pay for your points on your next order.
[00:19:25.441 --> 00:19:26.702]  And a free t-shirt with every order.
[00:19:27.183 --> 00:19:30.365]  That is extended, but only a few days left until...
[00:19:31.644 --> 00:19:32.444]  The end of this year.
[00:19:33.324 --> 00:19:45.147]  And some items have already sold out, but everything else we still have is a 50-75% off store-wide free shipping, and a free t-shirt, and of course, so many other great items.
[00:19:45.187 --> 00:19:50.969]  In fact, I'm told in a day or two, all t-shirts will be sold out, so there'll be a new free item, like colloidal silver, or something like that.
[00:19:51.009 --> 00:19:56.670]  The point is, take advantage of year-end sales, help support the InfoWar, get the best deals out there, a true 360 win.
[00:19:57.070 --> 00:19:58.530]  InfoWarStore.com.
[00:19:58.711 --> 00:20:00.331]  InfoWarStore.com.
[00:20:06.617 --> 00:20:09.262]  You're listening to The Alex Jones Show.
[00:20:40.325 --> 00:20:40.885]  Welcome back.
[00:20:42.187 --> 00:20:55.437]  It's 104 years since peace broke out between the Germans and the British at the beginning of World War I. Now, it was the first Christmas since the war had started, and the generals made sure that would never happen again.
[00:20:55.457 --> 00:20:56.938]  Now, you remember the story.
[00:20:57.779 --> 00:21:04.884]  There was a German tenor from the Berlin Opera, started singing Silent Night, first in German, then in English.
[00:21:04.964 --> 00:21:08.868]  He was joined by other people as a New American recounts the story.
[00:21:09.941 --> 00:21:11.921]  It was on Christmas Eve 1914.
[00:21:12.001 --> 00:21:21.203]  Troops in the trenches of both sides began singing Christmas carols, with the trenches on the opposing sides frequently being close enough that troops on either side could hear each other.
[00:21:22.063 --> 00:21:31.645]  First, one side would sing a carol, then the other side would, and then singing carols at both sides, often recognized like Silent Night, Holy Night, or others.
[00:21:31.845 --> 00:21:34.666]  And as one historian pointed out, it was impromptu.
[00:21:34.706 --> 00:21:35.446]  Nobody had planned it.
[00:21:36.360 --> 00:21:40.664]  And if it hadn't been for a shared culture, certainly there would have been no Christmas Truce.
[00:21:41.785 --> 00:21:43.887]  Maybe it was also a shared religion.
[00:21:43.907 --> 00:21:45.349]  A lot of these people.
[00:21:45.449 --> 00:21:49.052]  Nevertheless, they said the guy came forward, he's saying, silent night, shooting stopped.
[00:21:50.055 --> 00:21:53.978]  And in that silence, he sang and the British knew the song and sang back.
[00:21:54.058 --> 00:21:57.581]  The morning after the singing took place, soldiers from both sides wished each other Merry Christmas.
[00:21:58.201 --> 00:21:59.762]  They made arrangements to have a truce.
[00:22:00.623 --> 00:22:05.507]  Soldiers then emerged from the trenches, traded gifts with each other, kicked around soccer balls, buried their dead.
[00:22:05.527 --> 00:22:11.631]  It's rumored that even one British soldier got a haircut from a guy that was a German barber before the war.
[00:22:12.132 --> 00:22:16.455]  It's estimated that as many, this is the key thing, how big this got, it kept spreading.
[00:22:18.319 --> 00:22:20.821]  It says, rich man's war, poor man's fight.
[00:22:21.481 --> 00:22:23.983]  That's pretty much the way it is every one of these wars, isn't it?
[00:22:25.284 --> 00:22:33.449]  It's estimated that as many as two-thirds of the troops on the front lines, nearly 100,000 men, participated in the truce, sometimes continuing it for many, many days.
[00:22:35.050 --> 00:22:36.131]  The generals got very angry.
[00:22:36.972 --> 00:22:38.212]  They got them fighting again.
[00:22:38.953 --> 00:22:46.338]  And then they sent out word that if you ever do anything like that again, there's going to be very severe penalties for fraternizing with the enemy.
[00:22:48.038 --> 00:22:49.960]  And we're kind of seeing something like that right now.
[00:22:50.321 --> 00:22:50.922]  The pushback.
[00:22:52.343 --> 00:22:54.386]  As President Trump said, we won.
[00:22:54.406 --> 00:22:56.529]  Let's enjoy a little bit of peace.
[00:22:57.230 --> 00:23:03.217]  Maybe we should secure our borders here instead of continuing to push for regime change.
[00:23:03.237 --> 00:23:05.180]  And of course they're not saying it's regime change anymore.
[00:23:05.780 --> 00:23:06.922]  They're very open about that.
[00:23:08.439 --> 00:23:23.670]  Under Obama, you had the National Security Council, you had Hillary Clinton, you had John McCain saying, look, Hillary and the National Security Council, they demanded that Obama fund and arm ISIS so he could get Assad out of there.
[00:23:24.491 --> 00:23:25.652]  And Obama's just not doing it.
[00:23:25.692 --> 00:23:26.893]  Well, did he do it?
[00:23:27.794 --> 00:23:28.874]  Or did they do it for him?
[00:23:29.755 --> 00:23:30.255]  It was done.
[00:23:31.556 --> 00:23:37.621]  And we saw McCain meeting with ISIS, we saw these people prolonging the war, but now it's not about regime change anymore.
[00:23:38.942 --> 00:23:42.464]  No, now we've got, let's see, what is the excuse of the week?
[00:23:43.384 --> 00:23:44.144]  The mission creep?
[00:23:45.345 --> 00:23:48.807]  Oh, we've got to stay there to keep the Iranians under control.
[00:23:48.847 --> 00:23:50.668]  Well, you know, you've got the Saudis for that.
[00:23:51.128 --> 00:23:52.508]  You've also got the Israelis for that.
[00:23:54.349 --> 00:23:59.512]  We have to, you know, we've got to fight ISIS, now we've got to do the Iranian thing.
[00:23:59.872 --> 00:24:01.473]  Now they're going to come up with some
[00:24:02.478 --> 00:24:04.159]  Reason to keep this going forever.
[00:24:04.899 --> 00:24:05.359]  There he is.
[00:24:05.579 --> 00:24:06.359]  Friend of terrorists.
[00:24:06.479 --> 00:24:07.100]  John McCain.
[00:24:08.520 --> 00:24:09.120]  They admitted it.
[00:24:09.240 --> 00:24:10.861]  They admitted that they were funding the terrorists.
[00:24:10.961 --> 00:24:12.041]  Many times they said that.
[00:24:12.441 --> 00:24:20.104]  It was General Flynn who told us in 2015 that they had armed ISIS, that they'd made a conscious decision to do that.
[00:24:20.124 --> 00:24:23.425]  I think it's one of the reasons why President Trump selected him.
[00:24:23.465 --> 00:24:28.227]  And it's why they got him out immediately and replaced him with McMaster.
[00:24:30.187 --> 00:24:32.289]  We're seeing now what we said at the very beginning.
[00:24:32.329 --> 00:24:33.289]  That was what was happening.
[00:24:33.910 --> 00:24:37.833]  Now it's been proven that they had absolutely no reason to take him out.
[00:24:38.213 --> 00:24:42.316]  It was all a trumped-up charge, if you will, to control the Trump administration.
[00:24:43.317 --> 00:24:48.380]  And yet now we have a lot of people running fear stories about how ISIS is not finished.
[00:24:48.460 --> 00:24:52.263]  I mean, even some of the conservative media, even I've seen even stories in Breitbart.
[00:24:52.403 --> 00:24:54.284]  Oh, you know, Mattis, really, he's great.
[00:24:54.324 --> 00:24:55.105]  He knows what he's doing.
