[00:00:07.601 --> 00:00:08.729]  I'm good.
[00:15:58.914 --> 00:16:00.655]  But that's the bare minimum everybody should do!
[00:16:03.297 --> 00:16:19.085]  In previous revolutions, some good, some bad, the revolutionaries funded themselves by robbing stagecoaches full of gold, or robbing trains full of silver, or basically going through the countryside and pillaging.
[00:16:20.049 --> 00:16:24.555]  Well, we've been blessed the 21st century in this great free market system that we've got.
[00:16:26.318 --> 00:16:33.688]  To be able to just use the free market and high quality products and the rules of commerce to go out and get great products.
[00:16:35.126 --> 00:16:42.292]  That people get great results from and then discount those products to you so that it becomes the total 360 win.
[00:16:42.872 --> 00:16:48.377]  And I obsess over that term that I coined years ago because that's really what I believe in.
[00:16:48.457 --> 00:16:52.921]  It's a non-zero-sum game where everybody basically benefits.
[00:16:53.281 --> 00:16:58.245]  It's beyond just symbiotic where everybody kind of works with each other and everybody makes it.
[00:16:58.525 --> 00:17:01.007]  This is where we have an even better future together.
[00:17:02.248 --> 00:17:03.490]  And so we're not robbing banks here.
[00:17:04.505 --> 00:17:07.346]  We're not engaged in criminal activity to fund our operations.
[00:17:08.720 --> 00:17:11.761]  No, ladies and gentlemen, we are engaged in good old-fashioned free market.
[00:17:11.781 --> 00:17:15.302]  It doesn't mean the whole world's free market, it doesn't mean America's perfect free market.
[00:17:15.923 --> 00:17:22.665]  We have socialism, we have communist tendencies, we have these parasitic systems nesting inside the free market capitalist system.
[00:17:23.125 --> 00:17:33.849]  But Infowars itself is a pretty much pure form of Americana free market capitalism, and your participation in it is a beautiful part of that.
[00:17:34.509 --> 00:17:35.530]  So, throughout the month,
[00:17:36.870 --> 00:17:46.177]  Of March, in the few weeks we have left, we're offering store-wide free shipping and 50% off all our best-selling supplements and a bunch of other huge specials at InfoWarsStore.com.
[00:17:46.717 --> 00:17:49.239]  And again, InfoWarsStore.com is the main mothership site.
[00:17:49.819 --> 00:17:52.381]  InfoWarsLife.com will take you right to the supplement pages.
[00:17:52.741 --> 00:18:02.528]  Whether it's books, videos, non-gmo heirloom seeds, t-shirts, ball caps, whatever it is, it's high quality, it spreads the word, and it funds the Second American Revolution worldwide.
[00:18:03.109 --> 00:18:04.470]  I've got some really good news, though.
[00:18:05.598 --> 00:18:06.259]  X2's back.
[00:18:06.979 --> 00:18:08.221]  The original X2.
[00:18:08.741 --> 00:18:11.524]  Deep-earth crystal, pure atomic iodine.
[00:18:11.644 --> 00:18:12.325]  What you want.
[00:18:12.745 --> 00:18:13.806]  Infowarsstore.com.
[00:18:13.846 --> 00:18:14.807]  It'll be here in a week.
[00:18:15.287 --> 00:18:16.408]  Manufactured in the U.S.
[00:18:16.829 --> 00:18:17.790]  Infowarsstore.com.
[00:18:17.810 --> 00:18:19.171]  With the best iodine in the world.
[00:18:19.611 --> 00:18:20.352]  X2, it's available.
[00:18:20.753 --> 00:18:21.713]  I thought X3's great.
[00:18:21.753 --> 00:18:23.555]  We still got another deep-earth crystal source.
[00:18:23.956 --> 00:18:25.737]  But I thought, add the other two types of iodine.
[00:18:25.777 --> 00:18:26.678]  The scientists that do that.
[00:18:27.119 --> 00:18:28.920]  It's sold a lot, but people want original X2.
[00:18:29.761 --> 00:18:33.843]  Well, I was resigned to the fact we didn't have X2, but it came through about a month ago.
[00:18:34.123 --> 00:18:37.664]  We now have X2 again, and in fullmorestore.com, so hallelujah!
[00:18:38.224 --> 00:18:49.889]  It's been sold out for about almost three months, but we have now had the same company, the original X2, develop it again, and we were able to do the exact same formula.
[00:18:49.909 --> 00:18:58.512]  If you want to pre-order X2, the ultimate iodine out there, learn about the iodine conspiracy, learn about IQs dropping when you don't have it, learn about how the other iodines are bound,
[00:18:59.545 --> 00:19:02.867]  Get yours today at Infowarsstore.com or Infowarslife.com.
[00:19:03.007 --> 00:19:07.971]  Infowarsstore.com is how you support us, and it's not like we're selling stuff you don't need, you don't want.
[00:19:08.211 --> 00:19:15.756]  The air in the average American home is filled with toxins that put it on par with a major city.
[00:19:16.777 --> 00:19:19.338]  Some of the most polluted areas on earth are major cities.
[00:19:19.759 --> 00:19:21.099]  How can I solve that problem?
[00:19:21.500 --> 00:19:27.784]  So we have air filters at Infowarsstore.com, the Alexa Pure Breeze, which is right now $50 off.
[00:19:29.865 --> 00:19:38.093]  The Alexa Pure Breeze groundbreaking ion cluster air filter technology, and we've got a limited quantity of these left right now.
[00:19:38.133 --> 00:19:41.736]  We're basically selling these at cost because there was a big overhaul.
[00:19:41.756 --> 00:19:45.640]  Go ahead and read the hundreds of five-star reviews for yourself.
[00:19:46.060 --> 00:19:47.742]  I've got two in my home.
[00:19:47.882 --> 00:19:53.487]  You will notice the difference, ladies and gentlemen, with the Alexa Pure Breeze in your house.
[00:19:53.968 --> 00:19:54.828]  Don't live
[00:19:55.629 --> 00:19:59.334]  In a polluted major city in your home, have clean air.
[00:19:59.354 --> 00:20:01.596]  Go to Infowarsstore.com.
[00:20:06.482 --> 00:20:09.126]  You're listening to the Alex Jones Show.
[00:20:35.623 --> 00:20:36.784]  I'm Alex Jones, your host.
[00:20:37.784 --> 00:20:40.586]  I'm live Monday through Friday from 11 a.m.
[00:20:40.606 --> 00:20:41.226]  to 3 p.m.
[00:20:41.306 --> 00:20:49.710]  Central right here at Infowars.com and Newswars.com and on radio stations across the country and quite a few TV and cable stations as well.
[00:20:49.730 --> 00:20:52.591]  I want to thank all of those affiliates, however you're listening to those.
[00:20:52.952 --> 00:21:00.055]  Please tell everyone you know about them because that's how we get through the censors is you.
[00:21:00.495 --> 00:21:01.576]  You are the resistance.
[00:21:02.096 --> 00:21:03.157]  You are the Infowar.
[00:21:04.036 --> 00:21:07.739]  The globalists are the resistance to nation states and prosperity and the family.
[00:21:08.240 --> 00:21:09.821]  We are the resistance to their tyranny.
[00:21:09.841 --> 00:21:11.282]  And we are the cure.
[00:21:13.124 --> 00:21:16.226]  So, I don't want to say I'm ashamed at being scooped.
[00:21:17.408 --> 00:21:18.408]  Because I'm not.
[00:21:19.970 --> 00:21:31.780]  If you listen to the totality, the compendium of what I said in four hours during the Friday broadcast on the Ides of March, a date I predicted there'd be a terror attack on record.
[00:21:34.707 --> 00:21:36.188]  That's when Roman armies went to war.
[00:21:37.449 --> 00:21:38.750]  March is named after Mars.
[00:21:39.291 --> 00:21:41.332]  It's seen as a bad omen for tyrants.
[00:21:42.453 --> 00:21:43.694]  Julius Caesar was killed then.
[00:21:43.714 --> 00:21:47.778]  And, of course, this guy wanted to send his political message then.
[00:21:48.098 --> 00:21:52.581]  Another big date you see terror attacks on, another big event, is May 1st.
[00:21:53.482 --> 00:22:01.649]  The Communist holiday formerly, previous to that, its fount, its headwaters, came out of the occult.
[00:22:04.113 --> 00:22:07.855]  So I'd look for something on that date as well, but let's just continue to expand here.
[00:22:09.696 --> 00:22:17.940]  I came out and I said, I don't know if this is a false flag, but I don't know how he got these illegal guns when he's from Australia and they have very serious gun control in New Zealand.
[00:22:20.261 --> 00:22:24.803]  And I said, if you read his manifesto, he says, I'm not really telling you who I am.
[00:22:24.823 --> 00:22:26.164]  I like communism.
[00:22:26.244 --> 00:22:27.105]  I don't like Christians.
[00:22:27.145 --> 00:22:28.085]  I don't like conservatives.
[00:22:29.846 --> 00:22:31.267]  He's been to all these Muslim countries.
[00:22:31.307 --> 00:22:32.187]  He doesn't seem to work.
[00:22:32.227 --> 00:22:33.768]  He has an intelligence agent cutout.
[00:22:36.786 --> 00:22:38.768]  And he says he wants to cause a global civil war.
[00:22:38.808 --> 00:22:47.456]  Well, that's the definition of a false flag, is when you stage something to blame someone else or to get a desired political outcome.
[00:22:50.038 --> 00:22:51.759]  So I'm going to break this down here in a moment.
[00:22:52.100 --> 00:22:57.665]  But first, I got two calls by big national media figures this weekend.
[00:22:57.685 --> 00:23:00.467]  I mean, about as big as you could get.
[00:23:00.547 --> 00:23:01.888]  You could argue which one is bigger.
[00:23:02.591 --> 00:23:03.731]  They're right up there.
[00:23:04.171 --> 00:23:08.733]  You could argue that either one of these people is the biggest mainstream media in the country.
[00:23:10.393 --> 00:23:11.353]  So I got contacted.
[00:23:11.573 --> 00:23:13.434]  Well, one person text messaged me and I called them.
[00:23:13.454 --> 00:23:14.654]  The other person called me.
[00:23:14.954 --> 00:23:16.415]  So technically, I called one of them.
[00:23:18.015 --> 00:23:21.096]  And one of them said, are you really saying this is a false flag?
[00:23:21.116 --> 00:23:22.356]  Because there's this article saying it.
[00:23:23.136 --> 00:23:24.797]  And I called him and I said, no, not yet.
[00:23:27.998 --> 00:23:34.859]  But then I went through and explained how weird it was and how the guy probably just wanted attention, but was playing different groups off against each other.
[00:23:36.240 --> 00:23:39.240]  The other person called me and they said, why aren't you saying it's a false flag?
[00:23:39.260 --> 00:23:40.341]  You're Mr. False Flag.
[00:23:40.361 --> 00:23:41.941]  Is it because you're getting sued from Sandy Hook?
[00:23:41.961 --> 00:23:42.661]  And I said, no.
[00:23:42.681 --> 00:23:45.362]  If I thought it was 100% false flag, I'd say it.
[00:23:45.822 --> 00:23:46.742]  I can't prove that.
[00:23:48.002 --> 00:23:50.003]  Then I got up this morning.
[00:23:50.043 --> 00:23:52.583]  I hadn't noticed it was on InfoWars.com for already a day and a half.
[00:23:53.003 --> 00:23:56.884]  Rush Limbaugh came out and said, we have to look at this as a possible false flag.
[00:23:59.244 --> 00:24:12.467]  Because the guy says he's a leftist, the guy says he's an eco-fascist, the guy says there's too many people, and he says he wants to cause a helter-skelter race war globally, which is what leftist Charlie Manson wanted.
[00:24:13.768 --> 00:24:15.568]  Now again, I was saying all that on Friday.
[00:24:15.628 --> 00:24:17.228]  I was saying, this could be.
[00:24:17.348 --> 00:24:22.250]  He fits the classic eco-terrorist that wants to cause a global race war to reduce population.
[00:24:22.490 --> 00:24:23.830]  They're the ones saying there's too many people.
[00:24:26.072 --> 00:24:33.997]  But even Limbaugh, it's like a 10 minute piece, it's up on Infowars.com, it's going to play a minute or so of it, is ahead of me saying it's a false flag.
[00:24:34.517 --> 00:24:36.238]  Our listeners think it's a staged event.
[00:24:37.579 --> 00:24:41.241]  So I want to get into the latest developments on this tragic event that killed 50 people.
[00:24:42.386 --> 00:24:47.108]  And then when we come back, I'm going to get into the history of false flags briefly, and the different variants of them.
[00:24:47.788 --> 00:24:53.671]  So that when you hear me say it has false flag attributes, it doesn't mean this guy isn't the shooter.
[00:24:53.991 --> 00:24:55.311]  It doesn't mean people didn't die.
[00:24:56.372 --> 00:24:59.793]  It means he had a goal other than what the media is telling you.
[00:25:00.053 --> 00:25:03.975]  He had a goal to blame someone else that was his political enemy.
[00:25:04.175 --> 00:25:04.935]  And who's being blamed?
[00:25:05.115 --> 00:25:05.635]  The right wing.
[00:25:07.236 --> 00:25:07.876]  The Nationalists.
[00:25:08.156 --> 00:25:09.677]  Anybody that doesn't want an Islamic invasion.
[00:25:11.021 --> 00:25:16.622]  And that's what Limbaugh's saying properly, because when you study history, let me just give you one before we go to break.
[00:25:18.463 --> 00:25:20.543]  You don't think Hitler just attacked Poland.
[00:25:21.263 --> 00:25:22.303]  He had to make up a reason.
[00:25:22.764 --> 00:25:25.064]  He launched Operation Himmler.
[00:25:29.065 --> 00:25:30.245]  What, in like early 1940?
[00:25:30.765 --> 00:25:35.086]  Let's pull up Operation Himmler, when Hitler attacked Poland.
[00:25:35.126 --> 00:25:36.867]  I forget the exact date, but it's declassified.
[00:25:37.167 --> 00:25:38.507]  They admitted it in Nuremberg, they did this.
[00:25:39.406 --> 00:25:42.828]  Even Wikipedia has Operation Hemler.
[00:25:43.048 --> 00:25:45.889]  1939 false flag project planned by Nazi Germany.
[00:25:48.490 --> 00:25:50.171]  Oh, but I thought false flags don't exist.
