[00:00:20.205 --> 00:00:21.927]  The Alex Jones Show.
[00:09:16.578 --> 00:09:20.580]  It's also illegal on many other fronts, obviously.
[00:09:20.600 --> 00:09:26.123]  You don't want propaganda productions in arrest situations.
[00:09:26.163 --> 00:09:27.204]  That's beyond police state.
[00:09:27.364 --> 00:09:29.145]  That's running man type stuff.
[00:09:31.684 --> 00:09:33.105]  I started talking to Roger this morning.
[00:09:33.505 --> 00:09:35.026]  He had some really bad family news.
[00:09:35.406 --> 00:09:36.707]  So he's been out of commission.
[00:09:36.747 --> 00:09:38.568]  I'm not at liberty to get into that, but it's really bad.
[00:09:38.948 --> 00:09:39.989]  So when it rains, it pours.
[00:09:40.049 --> 00:09:40.669]  Pray for Roger.
[00:09:41.449 --> 00:09:42.690]  About the worst type news you can get.
[00:09:43.911 --> 00:09:44.611]  I'm just leaving it at that.
[00:09:45.112 --> 00:09:45.772]  For some family.
[00:09:46.232 --> 00:09:47.553]  Separate from this whole fiasco.
[00:09:48.613 --> 00:09:54.897]  But by the time I talked to him this morning, he was telling me what was on the footage that I would get this morning.
[00:09:55.717 --> 00:09:57.278]  Because we flew out there the day after it happened.
[00:09:57.298 --> 00:09:58.059]  We wanted the footage.
[00:09:59.695 --> 00:10:01.335]  And they thought the FBI had taken everything.
[00:10:01.436 --> 00:10:03.356]  Well, then they're like, wait, this isn't a TV DVR.
[00:10:03.376 --> 00:10:04.336]  This is the camera footage.
[00:10:04.616 --> 00:10:06.597]  By the grace of God, they took the wrong stuff.
[00:10:08.117 --> 00:10:11.778]  And so then I was talking to Roger saying, hey, give us the footage, which he'd just given to his lawyers.
[00:10:13.558 --> 00:10:15.759]  And he goes, no, no, I don't want to get a gag put on me.
[00:10:16.079 --> 00:10:25.621]  He was busy in all the court cases and interviews, and his lawyers are like, Roger, what's on this hard drive is incredibly dangerous.
[00:10:27.216 --> 00:10:31.918]  And they'd already had some Republicans questioning Graham and others who'd reached out, seeing if there was any footage.
[00:10:32.318 --> 00:10:42.683]  So they contacted him, they talked to advisors in Congress that said the way to do it is not to mail it, but to upload the footage directly to the House and Senate Judiciary Committees.
[00:10:43.003 --> 00:10:44.064]  And that was done under agreement.
[00:10:45.664 --> 00:10:46.385]  Then they leaked it!
[00:10:47.145 --> 00:10:48.926]  Right before he's gonna have his gagging hearing.
[00:10:49.266 --> 00:10:51.667]  Now, I don't know if they understand, that'll probably get him gagged now.
[00:10:51.987 --> 00:10:53.648]  They had to come out and tell the truth that he didn't do it.
[00:10:56.761 --> 00:10:59.964]  Everybody's focusing on the raid and then pointing a gun at his wife and all this stuff.
[00:11:00.265 --> 00:11:01.266]  That's not the news.
[00:11:04.529 --> 00:11:15.381]  We have the footage of the FBI like they are Steven Spielberg directing the whole thing.
[00:11:15.921 --> 00:11:18.024]  The camera guy telling him what to do, directing him.
[00:11:18.044 --> 00:11:19.125]  We can blow the footage up.
[00:11:20.211 --> 00:11:32.454]  And you've got the FBI standing around him, telling him what to do while he's setting up, and pointing at the house, and getting ready, and then they all pull back, stage the raid, talk to him again during it, then tell him, get out of here, so they can all pose and say, oh, we didn't know he was there.
[00:11:32.754 --> 00:11:33.535]  He's hiding in the bushes.
[00:11:35.235 --> 00:11:45.678]  I mean, premeditated criminal activity sent a chill up my spine, because by the grace of God, they didn't get the footage.
[00:11:47.315 --> 00:11:52.059]  And then all Roger's trying to do is stay out of prison, no Russiagate, no nothing, for his family.
[00:11:53.760 --> 00:12:08.772]  I've got the globalists breathing down my neck, and... They're the type of crooks that would just take us, going, oh, here, FBI, have this, oh... They take that as weakness, probably put me in prison as a Russian agent.
[00:12:09.512 --> 00:12:14.216]  You're the agents of evil, you're the agents serving the globalists, you're the people out of control!
[00:12:15.407 --> 00:12:18.268]  Like, Strzok and all the rest of these damn people look like demons!
[00:12:19.388 --> 00:12:20.248]  You're frickin' nuts!
[00:12:21.929 --> 00:12:22.869]  You're out of control!
[00:12:23.949 --> 00:12:25.610]  And America has to stand up against you!
[00:12:25.630 --> 00:12:28.071]  And your whole fiasco!
[00:12:28.511 --> 00:12:30.351]  Why aren't you SWAT teaming Hillary Clinton?
[00:12:31.151 --> 00:12:32.912]  Why aren't you SWAT teaming George Soros?
[00:12:33.652 --> 00:12:34.432]  Real criminals!
[00:12:34.592 --> 00:12:40.694]  No, you're doing it to people that stood up for this country and kicked that witch's butt so she didn't get into office.
[00:12:42.235 --> 00:12:42.815]  See, I said I'd...
[00:12:44.144 --> 00:12:48.348]  Go to tape so I can get in here and review more of this and look at it because I'm not going to go off half-cocked with this.
[00:12:49.709 --> 00:12:51.090]  But this is why they want us off here.
[00:12:52.051 --> 00:12:53.392]  So they could pull all this crap.
[00:12:54.312 --> 00:12:59.777]  And so time and time again, it's InfoWars and our audience and our intel that defeats the globalist.
[00:13:00.978 --> 00:13:05.462]  Mike Adams got contacted by Apple Development yesterday for his big app.
[00:13:07.904 --> 00:13:12.868]  And they said, no shaitanism, no world government, no this, no that.
[00:13:15.404 --> 00:13:16.785]  No criticism of censorship.
[00:13:17.125 --> 00:13:22.489]  Now to get a news app approved, you have to sign an agreement that you won't talk about certain things.
[00:13:22.549 --> 00:13:25.631]  That's beyond Communist China.
[00:13:28.213 --> 00:13:29.694]  Let's move Roger to the bottom of the hour.
[00:13:31.575 --> 00:13:37.479]  Because we'll play these reports next segment and then I'm gonna get my ducks in a row.
[00:13:40.821 --> 00:13:42.722]  And we're going to air the
[00:13:44.710 --> 00:14:01.924]  Raw footage of all three clips of the FBI directing the CNN cameraman and then we're going to zoom it in so you can see it bigger than Dallas and you can see there we're already
[00:14:03.854 --> 00:14:08.238]  We're going to be posting these stills up as soon as they're ready to InfoWars.com.
[00:14:08.818 --> 00:14:14.263]  Global exclusive video shows the FBI directing CNN cameraman at Roger Stone Raid three times.
[00:14:14.583 --> 00:14:15.644]  We have the whole setup.
[00:14:17.906 --> 00:14:19.567]  Unbelievable.
[00:14:20.128 --> 00:14:28.095]  To then illegally do it, illegally let a news organization know about a federal raid and a federal warrant, place them
[00:14:29.571 --> 00:14:50.276]  Have them show up beforehand, then block the roads, go up and talk to him, set up his tripod, he gets out of the car as soon as they pull up, it's all rehearsed, they go back, they start the raid, they talk to him during that, he's right there in the middle of them, with the streets blocked, and then the bigger group of FBI comes over, good job, good job, you get out of here.
[00:14:51.397 --> 00:14:53.777]  He goes, gets in, leaves, Stone's brought out.
[00:14:54.518 --> 00:14:55.838]  And then they can put out their whole report.
[00:14:58.143 --> 00:15:01.907]  Now this is from Roger Stone's house.
[00:15:03.128 --> 00:15:04.189]  From his surveillance cameras.
[00:15:05.631 --> 00:15:07.172]  And they're going to do the same thing they always do.
[00:15:08.954 --> 00:15:15.180]  Just like the karate chop thing when Acosta's grabbing the mic back and pushing her arm down and they go, Oh Jones!
[00:15:15.761 --> 00:15:16.922]  He doctored the tape!
[00:15:17.222 --> 00:15:18.824]  Because we zoomed in so you could see what he did.
[00:15:18.844 --> 00:15:21.126]  We're putting the raw footage out.
[00:15:22.025 --> 00:15:24.307]  And then right after it, we're going to show it zoomed in.
[00:15:24.607 --> 00:15:25.608]  And anybody can zoom in.
[00:15:25.648 --> 00:15:26.169]  They're all footage.
[00:15:26.189 --> 00:15:27.170]  They're still going to change the subject.
[00:15:27.390 --> 00:15:27.930]  It's what they always do.
[00:15:27.950 --> 00:15:28.391]  It doesn't matter.
[00:15:28.691 --> 00:15:36.058]  America sees through this, just like the Covington kids, or just like the Democrats not standing for saying, let's not kill already born babies.
[00:15:36.338 --> 00:15:39.601]  These people are out of control because no one has reined them in.
[00:15:40.402 --> 00:15:41.483]  Like Thomas Jefferson said.
[00:15:43.348 --> 00:15:45.369]  When the government fears the people, there is liberty.
[00:15:45.949 --> 00:15:47.550]  When the people fear the government, there is tyranny.
[00:15:48.150 --> 00:15:52.552]  I must execute my duty against this, and I'm proud of our crew, and I'm proud of Roger Stone.
[00:15:53.332 --> 00:15:54.393]  Victory or death!
[00:15:54.413 --> 00:15:55.874]  1776 worldwide!
[00:15:55.894 --> 00:15:55.974]  USA!
[00:15:55.994 --> 00:15:56.154]  USA!
[00:15:56.214 --> 00:15:56.634]  The real USA!
[00:15:56.694 --> 00:15:59.395]  I've been on air 24 years, and I set out to
[00:16:11.556 --> 00:16:18.737]  Awaken America and the world because I believed that humanity weren't cowards and the humanity wasn't stupid.
[00:16:19.177 --> 00:16:34.000]  That if folks were shown the facts of what was being constructed by the globalists, by the technocrats, and that their endgame is a anti-god, anti-human, satanic world system, I believed that good men and women would stand up and rally against it.
[00:16:34.180 --> 00:16:36.801]  And I don't take all the credit for what's happened with Infowars.
[00:16:36.841 --> 00:16:38.501]  In fact, I take very little of the credit.
[00:16:38.661 --> 00:16:53.762]  I believe there was a focal point laying it out with the evidence as only the internet coming into its own 24 years ago could allow up until that point in history that people would respond and that the population would start researching themselves and that it would trigger a chain reaction.
[00:16:54.043 --> 00:16:55.064]  I never intended though
[00:16:55.885 --> 00:16:58.986]  To be a hyper-dominant leader at the forefront of this.
[00:16:59.247 --> 00:17:05.349]  I was always about having other guests and other individuals and groups on who were experts in their field to help inform the public even better than I could.
[00:17:05.369 --> 00:17:13.873]  But in the last 10 years, InfoWars became the dominant leader, globally, in rebooting nationalism and renaissance against the globalist, post-industrial, neo-feudalist system.
[00:17:14.033 --> 00:17:21.357]  But the globalists ignored that, which was fine with me, until about three years ago, when they decided to use me against Trump and other nationalists.
[00:17:21.917 --> 00:17:25.639]  By misrepresenting who I was and what I really said, and taking me out of context.
[00:17:25.699 --> 00:17:34.142]  That miscalculation actually spread anti-New World Order information technology around the world faster, and was critical in putting Trump over the top.
[00:17:34.282 --> 00:17:51.290]  And then, they made the decision, because of all the chain reactions everywhere, where there were fan videos every day with 5, 10 million views apiece, and hundreds of millions of views a week on different platforms, not even of my own show, but of derivatives of what I was saying and doing, they hit the panic button and said, we were already looking at total censorship.
[00:17:51.710 --> 00:17:52.411]  In the next few years.
[00:18:11.880 --> 00:18:18.043]  Have been brought into these cults of big tech who are allowed to have access to everything you do.
[00:18:18.063 --> 00:18:25.566]  It's in the news today that you have a brain tumor, that you're pregnant, that you're depressed, that you have HIV, that you're gay.
[00:18:25.866 --> 00:18:31.048]  Whatever it is, they're there raping your privacy while calling themselves liberal.
[00:18:31.228 --> 00:18:31.709]  They're a fraud.
[00:18:31.809 --> 00:18:34.610]  But the things they've done to this, the things they've pulled against InfoWars,
[00:18:34.910 --> 00:18:48.275]  If our audience doesn't realize how critical it is, and don't keep spreading the word, and don't keep sharing articles and videos, and don't keep buying the great products you already need anyways, The Globalist will be successful in the next year or so shutting down InfoWars.
[00:18:48.335 --> 00:18:50.016]  So, I'm shooting up the bat signal here.
[00:18:50.356 --> 00:18:59.900]  You've really supported us over the years, but the fight's now reaching the critical part of the battle, and I need your commitment to get great products you already need, but to steadfastly get them at InfoWarsStore.com.
[00:19:02.847 --> 00:19:08.832]  The scientists at Infowars Life have created a powerful formula for inflammatory support and joint support.
[00:19:09.212 --> 00:19:11.814]  Discover the power of ancient medicine with Bades.
[00:19:12.434 --> 00:19:15.857]  Bades contains one of the most potent forms of turmeric available.
[00:19:16.137 --> 00:19:20.401]  Turmeric has been used for thousands of years and is one of the most studied herbals today.
[00:19:20.841 --> 00:19:24.084]  It is well known in traditional medicine for its soothing properties.
[00:19:24.984 --> 00:19:35.212]  Our pure turmeric extract plus piperine from Black Pepper makes for optimal absorption to help boost and support your flexibility, mobility, joint function, immune system, and so much more.
[00:19:35.973 --> 00:19:44.520]  Regular turmeric root from the store only contains 1-5% of Actum ingredients, but our turmeric root extract contains over 95% of the Actum ingredients.
[00:19:46.161 --> 00:19:54.706]  Bodies combines turmeric with organic herbs such as spearmint, sage, lemon balm, and thyme to work synergistically for full body support.
[00:19:55.206 --> 00:19:59.488]  Try Bodies today at infowarslife.com or call us at 1-888-253-3139.
[00:19:59.508 --> 00:20:00.769]  You're listening to the Alex Jones Show!
[00:20:14.491 --> 00:20:14.995]  Oh, yeah.
[00:20:22.384 --> 00:20:32.506]  Certainly for some, Alex Jones can be scary and abrasive.
[00:20:32.526 --> 00:20:46.709]  But if you can get through all that to explore what he's been saying, to see for yourself what it is that the establishment wants to hide from you, then the information you find could be life-changing.
[00:20:48.018 --> 00:20:49.060]  He predicted 9-11.
[00:20:49.420 --> 00:20:58.012]  And if there was an outside threat like a bin Laden, who was a known CIS in the 80s, he's the boogeyman they need in this Orwellian phony system.
[00:20:58.053 --> 00:21:01.958]  He exposed the cremation of care ceremony at Bohemian Grove.
[00:21:08.863 --> 00:21:17.846]  He educated us about the relationship between the Third Reich and modern globalism.
[00:21:18.146 --> 00:21:22.688]  He helped reveal the so-called Bilderberg Group et al.
[00:21:25.989 --> 00:21:31.571]  He was the loudest voice reporting on the union between the Communist Chinese and Silicon Valley.
[00:21:34.092 --> 00:21:35.312]  They falsely edited him.
[00:21:37.833 --> 00:21:40.374]  They lie about his reporting of Sandy Hook.
[00:21:41.855 --> 00:21:46.137]  They lie that he pushed a child down in a viral video.
[00:21:47.937 --> 00:21:53.880]  And now he is being deplatformed by Facebook, Apple, and Google.
[00:21:53.960 --> 00:21:58.402]  Private companies are being harassed and encouraged to stop doing business with him.
[00:21:58.482 --> 00:22:00.863]  And then we get hit and say, you don't want to use our software.
[00:22:02.114 --> 00:22:04.955]  YouTubers are being censored for talking about him.
[00:22:05.475 --> 00:22:07.036]  We just got taken down by YouTube.
[00:22:07.096 --> 00:22:07.916]  They just killed our stream.
[00:22:09.136 --> 00:22:09.416]  Really?
[00:22:09.596 --> 00:22:09.836]  Yep.
[00:22:09.977 --> 00:22:12.557]  And some Americans are actually celebrating this.
[00:22:14.238 --> 00:22:15.178]  This is America in 2018.
[00:22:15.218 --> 00:22:23.781]  Will you sit by and allow liberty and freedom to be taken away right before your eyes?
[00:22:26.031 --> 00:22:30.015]  Will you do nothing while history is being recorded?
[00:22:30.515 --> 00:22:32.217]  Will you sit and do nothing?
[00:22:32.237 --> 00:22:39.943]  Or will you do your own research, discover the truth, and stand for freedom?
[00:22:40.924 --> 00:22:45.849]  Crashing through the lies and disinformation, it's Alex Jones.
[00:23:10.160 --> 00:23:13.923]  If you are receiving this transmission, you are the resistance.
[00:23:14.843 --> 00:23:24.410]  Here in the United States, we are alarmed by the new calls to adopt socialism in our country.
[00:23:24.910 --> 00:23:33.116]  America was founded on liberty and independence, and not government coercion, domination, and control.
[00:23:33.757 --> 00:23:36.659]  We are born free, and we will stay free.
[00:23:38.061 --> 00:23:39.882]  We live in a republic.
[00:23:39.902 --> 00:23:50.931]  In simpler times, Plato described that as three major classes existing in an ideal state corresponding to the three parts of the soul, an equal balance of power.
[00:23:51.131 --> 00:23:58.176]  The philosophers governed the city, the soldiers defended it, and the producers grew food and created culture.
[00:23:58.456 --> 00:24:03.920]  Today, a republic is more commonly known as a state in which supreme power
[00:24:04.821 --> 00:24:08.003]  Again, three ideal classes equally balancing the power of the people.
[00:24:08.023 --> 00:24:11.145]  But what happens when one of those ideal classes, the philosophers or the representatives,
[00:24:28.777 --> 00:24:31.439]  Want all of that power for themselves.
[00:24:31.699 --> 00:24:33.861]  They will do anything to control it.
[00:24:34.101 --> 00:24:36.782]  And examples like the following ensue.
[00:24:37.083 --> 00:24:49.171]  Vanessa Tyson, a Scripps College professor in California, released a sorted account of an alleged 2004 sexual assault she endured from current Virginia Lieutenant Governor Justin Fairfax.
[00:24:49.471 --> 00:25:07.667]  Fairfax would assume the governor's seat if current Virginia Governor Ralph Northam steps down after dozens of Democrats have called for Northam's resignation due to his fumbling of his blackface debacle, which was really just a distraction from his comments supporting post-birth abortion.
[00:25:07.887 --> 00:25:10.988]  Lieutenant Governor Fairfax allegedly forced Ms.
[00:25:11.028 --> 00:25:13.609]  Tyson to perform a sex act on him.
[00:25:13.869 --> 00:25:15.729]  And it didn't happen back in high school.
[00:25:15.909 --> 00:25:16.469]  It happened in 2004.
[00:25:16.970 --> 00:25:20.251]  So where are these Democrats now?
[00:25:20.271 --> 00:25:21.751]  We believe Dr. Blasey Ford!
[00:25:22.071 --> 00:25:24.632]  And we believe women!
[00:25:25.032 --> 00:25:27.252]  We believe women!
[00:25:27.272 --> 00:25:32.394]  Dr. Ford, with what degree of certainty do you believe Brett Kavanaugh assaulted you?
[00:25:33.687 --> 00:25:37.490]  100%.
[00:25:33.707 --> 00:25:37.490]  Guess who's perpetuating all of these kinds of actions?
[00:25:37.810 --> 00:25:42.634]  It's the men in this country, and I just want to say to the men in this country to shut up and step up.
[00:25:43.534 --> 00:25:44.215]  Do the right thing.
[00:25:44.655 --> 00:25:50.759]  I have found your testimony powerful and credible, and I believe you.
[00:25:50.919 --> 00:25:51.840]  So I want to thank you.
[00:25:51.880 --> 00:25:54.222]  I want to thank you for your courage, and I want to tell you I believe you.
[00:25:55.205 --> 00:25:56.866]  Well, the question is, do we value women?
[00:25:57.066 --> 00:25:58.487]  And that's the fundamental question.
[00:25:58.528 --> 00:25:59.348]  Do we believe women?
[00:25:59.708 --> 00:26:04.972]  Do we give them an ability to tell their story, to be heard, to have some measure of accountability?
[00:26:04.992 --> 00:26:07.614]  And, you know, sometimes it's very hard.
[00:26:07.874 --> 00:26:10.837]  And you have to do what's right, even when it's hard, especially when it's hard.
[00:26:12.642 --> 00:26:18.730]  The sound of crickets is deafening when a Democrat is accused of sexual assault.
[00:26:18.791 --> 00:26:21.214]  And the Democrats' hypocrisy never ends.
[00:26:21.634 --> 00:26:29.185]  As Jamie White reported, Virginia's Attorney General admitted to wearing blackface at a 1980 college party when he was 19 years old.
[00:26:30.266 --> 00:26:34.587]  Marking the third high-ranking Democrat of the state to come under fire in a week.
[00:26:34.887 --> 00:26:40.729]  The irony is the fourth person in line if the dominoes fall in Virginia is a Republican.
[00:26:40.889 --> 00:26:45.091]  Meanwhile, the party of hate regurgitates its own insanity.
[00:26:45.311 --> 00:26:59.315]  We must reject the politics of revenge, resistance, and retribution, and embrace the boundless potential of cooperation, compromise, and the common good.
[00:27:04.867 --> 00:27:11.111]  I saw this as a psychotically incoherent speech with cookies and dog poop.
[00:27:11.792 --> 00:27:19.116]  He tries to put together in the same speech these warm, kind things about humanitarianism and caring about children.
[00:27:19.396 --> 00:27:25.260]  At the same time, he is demonizing people who are immigrants in a way that was appalling.
[00:27:25.280 --> 00:27:26.601]  Demonizing child trafficking?
[00:27:26.621 --> 00:27:27.322]  No, no, hold on a second.
[00:27:27.342 --> 00:27:27.762]  Hold on a second.
[00:27:28.262 --> 00:27:30.484]  There were people in that gallery.
[00:27:31.471 --> 00:27:35.494]  Who were children who had been torn away from their mothers at the border.
[00:27:36.055 --> 00:27:37.056]  He did not mention them.
[00:27:37.356 --> 00:27:41.900]  There were soldiers who were transgender, who had been thrown out of the military.
[00:27:42.100 --> 00:27:43.601]  He didn't mention them.
[00:27:43.681 --> 00:27:46.484]  There are people who, there are veterans, he's talking about veterans!
[00:27:46.744 --> 00:27:50.425]  There are veterans who he has thrown out of this country who are dreamers.
[00:27:50.765 --> 00:27:51.886]  He did not mention them.
[00:27:52.206 --> 00:27:54.067]  And he didn't say one positive thing.
[00:27:54.447 --> 00:27:58.008]  Listen, if you want to talk about the people he could have mentioned... So he's not mentioning?
[00:27:58.208 --> 00:27:59.569]  Is it bad speech?
[00:27:59.649 --> 00:28:02.090]  Is he supposed to mention everybody you want him to mention?
[00:28:02.350 --> 00:28:08.972]  Seriously, the Democratic Party may require a psychiatric evaluation in the very near future.
[00:28:09.092 --> 00:28:14.314]  Decisions about America's future shouldn't be in the hands of sociopaths
[00:28:14.514 --> 00:28:22.300]  That have created a lopsided politicized system of justice that is a very real threat to the future of our Republic.
