[00:00:04.623 --> 00:00:04.745]  Okay.
[00:02:04.474 --> 00:02:04.775]  Go home!
[00:02:04.795 --> 00:02:06.955]  What's your f***ing problem?
[00:02:06.975 --> 00:02:08.356]  Film it, bro.
[00:02:08.756 --> 00:02:09.196]  Film it.
[00:02:09.396 --> 00:02:10.397]  Yeah, I'm filming it.
[00:02:10.557 --> 00:02:14.478]  What the f*** did you do to me?
[00:02:15.799 --> 00:02:16.299]  Watch this.
[00:02:17.539 --> 00:02:19.060]  Are you farting at me?
[00:02:23.587 --> 00:02:25.448]  Get the hell out of here!
[00:02:25.468 --> 00:02:39.116]  Get these people the hell out of here right now!
[00:02:39.236 --> 00:02:39.836]  Fuck off!
[00:02:39.956 --> 00:02:41.477]  I don't give a fuck!
[00:02:41.797 --> 00:02:42.198]  Get out!
[00:02:42.258 --> 00:02:42.598]  Oh, shit!
[00:02:42.658 --> 00:02:43.098]  Please!
[00:02:43.238 --> 00:02:43.438]  Please!
[00:02:43.498 --> 00:02:43.959]  Please!
[00:03:25.580 --> 00:03:25.701]  you
[00:05:04.494 --> 00:05:11.099]  What you have witnessed is the biggest development in free speech in the Western world's history.
[00:05:11.900 --> 00:05:19.886]  This is a digital, AI-enforced gag order not to say the name Alex Jones or InfoWars.com.
[00:05:25.546 --> 00:05:27.207]  This is Nazi Germany level.
[00:05:27.247 --> 00:05:28.208]  This is racketeering.
[00:05:28.468 --> 00:05:29.289]  This is cartels.
[00:05:29.589 --> 00:05:31.650]  Mr. President, we need your help.
[00:05:32.010 --> 00:05:33.351]  We need it now.
[00:05:33.892 --> 00:05:35.152]  You can take on Big Tech.
[00:05:35.573 --> 00:05:43.938]  They saw Infowars as a dominant, independent, anti-war, pro-human, pro-sovereign, pro-family, populist organization.
[00:05:44.539 --> 00:05:52.324]  So they thought, first they come for Alex Jones, then when people say, okay, take him off the air, everyone else like dominoes would fall.
[00:05:52.564 --> 00:05:53.425]  The way to fight back
[00:05:54.025 --> 00:05:58.807]  ...is to support InfoWars now more than ever and make it a standard of freedom and free speech.
[00:05:58.888 --> 00:06:02.689]  Understand that they believe they can take us down, they'll take everybody else down.
[00:06:08.032 --> 00:06:12.034]  You are listening to an InfoWars.com Frontline Report.
[00:06:14.596 --> 00:06:18.518]  If you are receiving this transmission, you are the resistance.
[00:06:26.098 --> 00:06:34.626]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[00:06:50.715 --> 00:06:52.596]  Ladies and gentlemen, it's Friday, May 17, 2019.
[00:06:52.836 --> 00:06:56.059]  I'm your host, Alex Jones.
[00:06:56.199 --> 00:06:57.840]  We're gonna be here for the next four hours.
[00:06:59.401 --> 00:07:00.301]  Well, it's happening.
[00:07:01.422 --> 00:07:12.049]  President Trump plans to invoke Insurrection Act to remove illegal aliens from the United States and secure the collapsed border that is under globalist and UN attack.
[00:07:13.422 --> 00:07:25.412]  This country is under globalist attack just like the European Union was established to attack the nation states and absorb them into a larger system of bankruptcy into a world government.
[00:07:26.413 --> 00:07:34.900]  And now this is the only act that the president can carry out that will have any chance of stopping what is unfolding.
[00:07:34.940 --> 00:07:37.842]  They've built refugee centers all over Central and South America.
[00:07:38.523 --> 00:07:39.384]  They are bringing in
[00:07:41.135 --> 00:07:43.716]  Invaders from all over the world.
[00:07:43.756 --> 00:07:53.699]  In yesterday's stack, there was an article about 200 African invaders, called migrants, at the Texas border demanding to be let in.
[00:07:54.479 --> 00:08:00.741]  Over 100,000 a month are just released now into the United States.
[00:08:00.801 --> 00:08:04.122]  It's estimated five times that aren't even being caught.
[00:08:05.802 --> 00:08:10.304]  And many areas of the country now resemble giant open sewers.
[00:08:11.064 --> 00:08:15.386]  ICE to move 225,000 illegals across the country.
[00:08:16.787 --> 00:08:19.508]  Thousands more to South Florida.
[00:08:20.208 --> 00:08:23.289]  And that will only be the beginning.
[00:08:23.609 --> 00:08:27.431]  Millions and millions and millions are on their way.
[00:08:29.053 --> 00:08:32.074]  The full story's up on NewsWars.com.
[00:08:32.614 --> 00:08:35.635]  Trump plans to invoke Insurrection Act to boot illegal immigrants.
[00:08:35.675 --> 00:08:37.536]  But, you know, it's bigger than that headline.
[00:08:38.816 --> 00:08:40.677]  This is to secure our borders.
[00:08:42.378 --> 00:08:47.639]  You see the numbers where I says that on any given day, it's double the previous records.
[00:08:49.200 --> 00:08:54.602]  And some days it's triple the previous records.
[00:08:55.162 --> 00:08:55.922]  I'm gonna say that again.
[00:08:56.643 --> 00:08:57.583]  On an average day,
[00:08:58.834 --> 00:09:06.236]  There are double the numbers of illegal aliens being caught coming in to the United States.
[00:09:07.476 --> 00:09:07.816]  Double.
[00:09:09.157 --> 00:09:10.477]  On any given day of the previous record.
[00:09:11.017 --> 00:09:15.798]  Some days it's triple the previous record.
[00:09:17.799 --> 00:09:20.420]  Mexico has some of the strongest immigration laws in the world.
[00:09:21.120 --> 00:09:23.900]  Six months to a year hard labor if you get caught.
[00:09:24.000 --> 00:09:25.781]  But that's only now if you try to stay.
[00:09:27.648 --> 00:09:48.373]  If you try to transit through Mexico, then you're allowed to come up and the United Nations gives them $1,000 debit cards, with no name on it, per leg of the trip to get here from Africa, from Europe, from Asia, from the Middle East, via Latin America.
[00:09:49.153 --> 00:09:55.595]  And now the dam has broken, the floodgates are wide open,
[00:09:57.130 --> 00:10:01.111]  And these individuals are pouring in, in mass.
[00:10:01.831 --> 00:10:07.052]  Upwards of 30% of the so-called families that get caught aren't families.
[00:10:07.672 --> 00:10:12.233]  They're adults smuggling children, in many cases, who've been kidnapped.
[00:10:12.974 --> 00:10:17.495]  Remember, when you fly into the U.S., they check your ID and make sure that your passport is real.
[00:10:18.475 --> 00:10:20.195]  They might ask you 30 seconds of questions.
[00:10:20.895 --> 00:10:22.576]  That's not against the Fourth Amendment.
[00:10:22.656 --> 00:10:23.676]  You're at a national border.
[00:10:26.240 --> 00:10:31.284]  But then if you just cross illegally, you're loaded on buses and delivered to God knows where.
[00:10:32.225 --> 00:10:42.273]  And remember, the Senate's own report last year admitted many of the children that came across under Obama ended up in child sex slavery and were being trafficked.
[00:10:43.774 --> 00:10:47.037]  Ladies and gentlemen, this is an incredibly historic time to be alive.
[00:10:48.177 --> 00:10:58.020]  I've been encouraging Trump since last year to declare a national emergency as Commander-in-Chief and then he can direct the Defense Department money as he sees fit under that emergency.
[00:10:59.120 --> 00:11:03.721]  Instead he declared a law enforcement emergency on funding to work with Congress.
[00:11:03.781 --> 00:11:06.062]  That's not a real national emergency.
[00:11:08.483 --> 00:11:16.765]  Dwight D. Eisenhower in the late 50s declared this emergency when millions were coming in illegally and deported them.
[00:11:18.325 --> 00:11:22.566]  No nation that doesn't control its borders is a nation any longer.
[00:11:23.726 --> 00:11:25.427]  So it's here, ladies and gentlemen.
[00:11:26.647 --> 00:11:29.148]  What an incredible time to be alive.
[00:11:30.108 --> 00:11:37.370]  This is being reported by very reputable publications like Daily Caller that have reporters inside the White House.
[00:11:39.065 --> 00:11:42.970]  And the president has floated the idea and it says he's getting ready to do it.
[00:11:43.631 --> 00:11:50.721]  President Trump plans to invoke Insurrection Act, so it's happening, to remove illegal aliens and secure the borders of the United States.
[00:11:51.201 --> 00:11:53.344]  President Trump is planning on invoking Insurrection Act.
[00:11:54.286 --> 00:11:56.288]  The Daily Caller's Amber Athey reported.
[00:11:57.250 --> 00:12:07.212]  That multiple senior Trump administration officials said President Trump will soon invoke the tremendous powers, close quote, of the Act to get rid of illegal aliens leeching off the fat of the land.
[00:12:07.632 --> 00:12:09.653]  We're doing the Insurrection Act, one official said.
[00:12:10.193 --> 00:12:21.535]  Under the Insurrection Act of 1807, the President has the authority to use the National Guard and military in order to combat unlawful obstruction or rebellion.
[00:12:23.311 --> 00:12:24.573]  What do you have with the Democratic Party?
[00:12:25.334 --> 00:12:29.540]  Sanctuary cities telling ICE, telling MS-13 when ICE is coming.
[00:12:30.621 --> 00:12:32.083]  This is the breakdown of civilization.
[00:12:32.103 --> 00:12:32.965]  This is the breakdown of law.
[00:12:33.325 --> 00:12:37.791]  This is the left and the globalists creating anarchy, which is the absence of law.
[00:12:40.120 --> 00:12:48.227]  Marshall Law is the institution of emergency rule overriding regular law because regular law can no longer be enforced.
[00:12:48.648 --> 00:12:50.069]  I'm an expert on Marshall Law.
[00:12:50.489 --> 00:12:59.197]  I've made four films on Marshall Law because Bill Clinton and others were planning Marshall Law to take our guns using people rioting nationwide as the pretext.
[00:13:00.831 --> 00:13:11.574]  This is civil emergency martial law to counter the emergency that the globalists have already brought us into, and only an emergency can counter that.
[00:13:11.914 --> 00:13:13.394]  Remember all the documents we got last year?
[00:13:13.954 --> 00:13:18.156]  Antifa is planning to trigger a race war and martial law nationwide.
[00:13:18.196 --> 00:13:23.477]  That's what Netflix and Hollywood and ABC and NBC and CBS and CNN and MSNBC, it's all
[00:13:23.917 --> 00:13:24.697]  Race, race, race.
[00:13:24.958 --> 00:13:25.658]  Race, race, race.
[00:13:25.938 --> 00:13:26.458]  No borders.
[00:13:26.658 --> 00:13:27.119]  No wall.
[00:13:27.399 --> 00:13:28.359]  No USA at all.
[00:13:28.619 --> 00:13:30.160]  Having a border, period, is evil.
[00:13:30.380 --> 00:13:31.921]  Everybody else can have one, but we can't.
[00:13:34.462 --> 00:13:39.044]  So again, when we come back, I'll get into the act itself.
[00:13:39.084 --> 00:13:47.008]  We've posted the full act up on InfoWars.com, in the live broadcast page today.
[00:13:48.097 --> 00:13:58.890]  We're also going to get into remarks by the President and the latest with ICE and what's unfolding on all of those fronts today.
[00:13:59.912 --> 00:14:01.554]  But continuing, ladies and gentlemen,
[00:14:03.220 --> 00:14:10.603]  This is a incredible time to be alive and to be pushed into this situation.
[00:14:11.204 --> 00:14:13.625]  We'll be going over 10 U.S.
[00:14:13.705 --> 00:14:20.768]  Code 252, use of militia and armed forces to enforce federal authority.
[00:14:20.988 --> 00:14:27.031]  Under the Insurrection Act 1807, the President has the authority to use the National Guard and military in order to combat
[00:14:27.975 --> 00:14:29.636]  Unlawful obstruction or rebellion.
[00:14:30.317 --> 00:14:30.958]  Within U.S.
[00:14:31.018 --> 00:14:33.920]  borders, the act was first invoked in 1992.
[00:14:35.361 --> 00:14:39.605]  It was also done similarly by Eisenhower, by George H.W.
[00:14:39.625 --> 00:14:41.066]  Bush to quell Los Angeles riots.
[00:14:41.606 --> 00:14:47.291]  It was also used by Eisenhower 57 to enforce school desegregation in the South.
[00:14:47.952 --> 00:14:54.157]  So when you have local governments violating federal law, state governments violating federal law, or foreign groups inside violating federal law,
[00:14:55.609 --> 00:15:02.752]  You either stand up to it or the federalist system is over because the federal government is advocating its authority and handed it over.
[00:15:04.213 --> 00:15:10.776]  So this is a classical time to use this when there are attempts to implode the nation state from without and from within.
[00:15:10.796 --> 00:15:14.497]  So we will go over all of this when we return on the other side.
[00:15:14.517 --> 00:15:17.258]  But obviously the left is going to oppose this.
[00:15:17.299 --> 00:15:17.999]  They're going to claim
[00:15:19.762 --> 00:15:21.103]  That Trump's trying to be a dictator.
[00:15:22.083 --> 00:15:26.905]  They're going to claim that anybody that's here needs to be given all the money they want and all the free stuff they want.
[00:15:28.465 --> 00:15:31.407]  Accelerating the collapse of the country.
[00:15:32.127 --> 00:15:33.087]  What has Beto said?
[00:15:33.127 --> 00:15:34.188]  What has AOC said?
[00:15:34.748 --> 00:15:35.988]  What has de Blasio said?
[00:15:36.008 --> 00:15:39.950]  They all say you deserve everything free even if you don't want to work.
[00:15:40.686 --> 00:15:48.870]  In the new Green Deal that Sanders is pushing, everything is free except for the people we're going to enslave to pay for you to sit on your fat ass.
[00:15:49.311 --> 00:15:52.692]  But of course, once the globalists have imploded the country, no one will get anything free.
[00:15:53.013 --> 00:15:55.734]  We'll be like Venezuela, engaging in cannibalism.
[00:15:55.754 --> 00:15:57.015]  I'm Alex Jones.
[00:15:57.275 --> 00:15:58.135]  Historic Times.
[00:15:58.355 --> 00:15:58.776]  Stay with us.
[00:16:07.188 --> 00:16:11.109]  Stacey in the great state of Texas, in FEMA Region 6.
[00:16:11.550 --> 00:16:13.350]  You're on the air worldwide, Stacey.
[00:16:13.470 --> 00:16:14.170]  Good to talk to you.
[00:16:14.511 --> 00:16:18.672]  Before I get into what I want to say, I just want to let you know that I don't normally take vitamins at all.
[00:16:18.892 --> 00:16:20.633]  I was turned on to the Ultimate Female Force.
[00:16:20.733 --> 00:16:25.114]  I looked at all the ingredients, and they're all organic, root, things like that, that I trust.
[00:16:25.334 --> 00:16:27.235]  You know, because I've seen a lot of other vitamins.
[00:16:27.315 --> 00:16:31.656]  They don't have things that they say that they have in them, and they're often not things that are natural, so I appreciate that.
[00:16:31.756 --> 00:16:33.217]  Well, what happened with Ultimate Female Force?
[00:16:33.257 --> 00:16:33.797]  Tell us about it.
[00:16:33.817 --> 00:16:34.517]  Well, it's really great.
[00:16:34.537 --> 00:16:35.758]  You know, it's like a multivitamin.
[00:16:35.798 --> 00:16:36.238]  I take it.
[00:16:36.278 --> 00:16:36.898]  It tastes good.
[00:16:36.978 --> 00:16:38.659]  It doesn't have that nasty aftertaste.
[00:16:38.739 --> 00:16:40.420]  It actually has kind of a pleasant aftertaste.
[00:16:40.580 --> 00:16:43.061]  And, you know, it just gives me energy and fuels me throughout the day.
[00:16:43.081 --> 00:16:43.862]  So I really like it.
[00:16:43.902 --> 00:16:46.543]  Well, just so you know, we look at whatever the best herbs are.
[00:16:46.603 --> 00:16:48.144]  They're known to turbocharge women.
[00:16:48.264 --> 00:16:50.145]  And then we get the organic ones and put it in it.
[00:16:50.245 --> 00:16:50.745]  So, yeah.
[00:16:51.105 --> 00:16:52.966]  Stamina, libido, energy.
[00:16:53.426 --> 00:16:55.767]  These are amazing things in Ultimate Female Force.
[00:16:56.107 --> 00:16:57.048]  So I'm glad you plugged it.
[00:16:57.188 --> 00:16:58.929]  Infowarstore.com or 888-253-3139.
[00:17:04.378 --> 00:17:07.399]  Since the beginning, Secret 12 has been one of our most popular formulas.
[00:17:07.559 --> 00:17:10.599]  Now, we're bringing you an all-new version to help you reach your energy peak.
[00:17:10.779 --> 00:17:18.101]  Ultra 12 from InfoWars Life takes advantage of the most effective and expensive form of B12 available, methylcobalamin, to provide you with twice the B12.
[00:17:18.281 --> 00:17:24.682]  Ultra 12 can help make DNA, support the body's energy production, and help produce healthy blood cells while assisting proper nervous system function.
[00:17:24.823 --> 00:17:29.163]  Take advantage of the superior form of B12 and head to InfoWarsStore.com today.
[00:17:29.324 --> 00:17:30.644]  Get Ultra 12 now at 50% off.
[00:17:31.564 --> 00:17:32.505]  You like Secret 12?
[00:17:32.605 --> 00:17:35.027]  This is Secret 12, but twice as strong.
[00:17:35.187 --> 00:17:36.548]  So I called it Ultra 12.
[00:17:36.849 --> 00:17:39.551]  And we decided, I like your Secret 12 Plus.
[00:17:39.711 --> 00:17:42.634]  But they said, look, when you do Plus, people don't get that it means better and more.
[00:17:42.774 --> 00:17:43.454]  Just call it Ultra 12.
[00:17:43.534 --> 00:17:44.195]  Well, you know what?
[00:17:44.255 --> 00:17:45.476]  I don't like how the label's printed.
[00:17:45.556 --> 00:17:47.538]  And it just so happens it had already been labeled with the other one.
[00:17:47.558 --> 00:17:48.439]  We decided to change the name.
[00:17:48.519 --> 00:17:49.740]  So when you peel off the label,
[00:17:50.939 --> 00:17:54.380]  Underneath it, it's secret 12 plus.
[00:17:54.660 --> 00:17:57.300]  Twice as strong, 50% off right now.
[00:17:57.460 --> 00:17:59.081]  Better than secret 12 ever was.
[00:17:59.361 --> 00:18:02.281]  Infowarsstore.com, now back in stock after four months, sold out.
[00:18:03.742 --> 00:18:11.663]  Our powerful line of fluoride-free products is the perfect gift for yourself or others who are exploring a healthier, happier lifestyle.
[00:18:11.823 --> 00:18:16.945]  With options ranging from toothpaste to oral spray, it's easy to find the perfect option for you.
[00:18:18.985 --> 00:18:23.269]  It's a fan favorite fluoride free toothpaste that every info warrior loves.
[00:18:23.570 --> 00:18:30.797]  Powered by iodine and nano silver, it's designed to deliver a powerful clean while supporting good oral health and fresh breath.
[00:18:30.937 --> 00:18:32.959]  Available in two refreshing flavors.
[00:18:33.079 --> 00:18:37.624]  Enjoy a minty fresh flavor made with peppermint oil or try our bubblegum flavor.
[00:18:37.944 --> 00:18:43.348]  Super blue immune gargle is the only option for on the go immune system support like no other.
[00:18:43.548 --> 00:18:50.132]  With a scientifically proven patented ingredient silver soul in three different sizes, you can take it wherever you go.
[00:18:50.292 --> 00:18:54.095]  Support good oral health with our one of a kind super blue products.
[00:18:54.275 --> 00:18:57.217]  Don't miss out on revolutionizing your morning routine.
[00:18:57.437 --> 00:19:02.060]  Head to InfoWarsStore.com and get our line of super blue products today.
[00:19:05.401 --> 00:19:07.182]  Mike in New Jersey, you're on the air.
[00:19:07.222 --> 00:19:08.002]  Thanks for calling, Mike.
[00:19:08.102 --> 00:19:09.402]  You are the man, Alex.
[00:19:09.462 --> 00:19:10.863]  I'm so glad to be talking to you.
[00:19:10.963 --> 00:19:11.723]  I'm so excited.
[00:19:11.763 --> 00:19:12.603]  I'm such a big fan.
[00:19:12.683 --> 00:19:15.084]  Ever since I've been listening, I've been buying your products.
[00:19:15.164 --> 00:19:17.605]  I gotta do a shout-out for the Bone Broth.
[00:19:17.665 --> 00:19:18.345]  The Bone Broth.
[00:19:19.085 --> 00:19:19.925]  The Bone Broth.
[00:19:20.525 --> 00:19:21.446]  The Bone Broth.
[00:19:21.686 --> 00:19:22.826]  The Bone Broth.
[00:19:23.166 --> 00:19:27.668]  Tastes like, tastes like a great milkshake, you know, if you just add it to milk.
[00:19:27.928 --> 00:19:29.288]  It tastes like Ovaltine.
[00:19:29.368 --> 00:19:30.709]  It tastes like Ovaltine.
[00:19:30.789 --> 00:19:31.909]  It tastes like Ovaltine.
[00:19:34.010 --> 00:19:35.631]  I feel great since I've been taking it.
[00:19:35.731 --> 00:19:39.434]  My daughter uses the Bubble Gum Fluoride 3 Toothpaste.
[00:19:39.914 --> 00:19:43.676]  I've used the Super Male Vitality, a host of other products.
[00:19:43.716 --> 00:19:45.417]  So thank you so much for that as well.
[00:19:45.738 --> 00:19:48.279]  Brother, you're thanking me for buying the products.
[00:19:48.299 --> 00:19:49.000]  I'm thanking you.
[00:19:49.060 --> 00:19:55.244]  But yes, this is the ultimate bone broth formula with the turmeric, the chaga mushroom, the true bone broth.
[00:19:55.504 --> 00:19:56.284]  It is next level.
[00:19:56.324 --> 00:19:56.885]  It really is good.
[00:19:56.905 --> 00:19:57.305]  So thank you.
[00:19:57.445 --> 00:19:59.246]  I feel great since I've been taking it.
[00:19:59.386 --> 00:19:59.767]  Thank you.
[00:20:06.869 --> 00:20:11.431]  You're listening to the Alex Jones Show.
[00:20:28.276 --> 00:20:28.957]  Think about this.
[00:20:30.117 --> 00:20:35.599]  Think about how there have been attempts to suspend common sense and logic
[00:20:36.778 --> 00:20:39.499]  There are 800 million people in Latin America.
[00:20:40.359 --> 00:20:44.220]  There are billions in other parts of the third world.
[00:20:45.780 --> 00:20:53.362]  And the UN and George Soros, from the Middle East to Africa, to Latin America, to Asia, are paying for plane tickets.
[00:20:54.942 --> 00:21:03.584]  And are giving people $1,000 debit cards, with no one's name on it, for each leg of the trip.
[00:21:03.604 --> 00:21:05.505]  And when they show up at the next refugee center,
[00:21:07.244 --> 00:21:14.370]  They're giving bags of food, local cash, and $1,000 more.
[00:21:16.432 --> 00:21:32.785]  And I have mainline news admitting that there are hundreds of thousands of people now pouring in out of Canada, from Latin America, Africa, and the Middle East, with paid-for airline tickets by the UN with U.S.
[00:21:32.825 --> 00:21:33.626]  taxpayer money.
[00:21:34.107 --> 00:21:35.408]  This is war.
[00:21:37.864 --> 00:21:57.856]  Lou Dobbs talked about it six months ago, and Fox announced that the head of Judicial Watch that was on was banned for the hateful statement that George Soros is involved, when George Soros is on the cover of Reuters articles two years ago, saying he's, quote, giving his money to it.
[00:21:57.956 --> 00:21:58.877]  Yeah, he gets U.S.
[00:21:59.157 --> 00:21:59.678]  aid money.
[00:22:00.118 --> 00:22:03.440]  He launders it, keeps part of it, and then funds it.
[00:22:05.285 --> 00:22:06.566]  And what did Lou Dobbs' guest say?
[00:22:06.846 --> 00:22:10.787]  There should be criminal charges against Soros for saying the sky's blue!
[00:22:12.268 --> 00:22:13.789]  Well, he may have to be banned.
[00:22:14.229 --> 00:22:22.392]  Apprehensions up 42% on the northern border as Mexican Central Americans try to enter the U.S.
[00:22:22.452 --> 00:22:23.133]  from Canada.
[00:22:25.634 --> 00:22:29.756]  ICE to hire a contractor to transport 225,000 migrants to shelters across the U.S.
[00:22:33.390 --> 00:22:36.613]  They're gonna dump out large numbers of them, starting in South Florida.
[00:22:37.453 --> 00:22:44.038]  And imagine, your little town, your city, just like in Germany, where you hear about a town of 100 people might get 800, quote, migrants.
[00:22:44.739 --> 00:22:50.083]  And people are saying, hey, Ann Coulter's saying, hey, Trump, things are worse under you.
[00:22:50.223 --> 00:22:51.985]  You're behind it.
[00:22:52.345 --> 00:22:53.506]  Ann Coulter's not stupid.
[00:22:55.925 --> 00:23:03.451]  Ann Coulter knows that Obama and the UN cranked all this up eight, nine years ago and called everybody invading children, even though they were less than 7%.
[00:23:04.012 --> 00:23:13.039]  And Ann Coulter knows that less than 10% ever show up to their court hearings about asylum.
[00:23:15.083 --> 00:23:18.346]  And the average waits four years for your asylum.
[00:23:18.606 --> 00:23:20.127]  So our system's broken.
[00:23:20.587 --> 00:23:21.408]  We're overwhelmed.
[00:23:21.668 --> 00:23:22.769]  The courts are overwhelmed.
[00:23:23.109 --> 00:23:25.171]  The most open system in the world is broken.
[00:23:25.391 --> 00:23:25.911]  We're full.
[00:23:27.953 --> 00:23:31.075]  And now if they don't stop the next phase, we'll have a totally broken country.
[00:23:31.336 --> 00:23:33.137]  Just like Europe is now a crap hole.
[00:23:33.698 --> 00:23:34.318]  Tourism's down 80%.
[00:23:35.259 --> 00:23:36.460]  Human feces everywhere.
[00:23:36.480 --> 00:23:43.025]  You'll be driving through the forest in France or Germany and trees fall down in front of you and just people run out like
[00:23:44.306 --> 00:23:47.769]  Into the world, road warrior, and just grab you, rape you, and you're just found dead.
[00:23:48.629 --> 00:23:49.950]  And it's just a little blurb in the news.
[00:23:50.250 --> 00:23:52.392]  And if you complain, the police come and arrest you.
[00:23:54.474 --> 00:23:57.616]  Yes, ladies and gentlemen, this is the world government invasion.
[00:23:57.836 --> 00:23:59.677]  Eighty-plus percent military-age men.
[00:24:00.158 --> 00:24:02.299]  Now, 15 million of them in Europe, conservatively.
[00:24:03.720 --> 00:24:04.621]  And they're coming here.
[00:24:05.041 --> 00:24:06.422]  And the no-go zone's everywhere.
[00:24:06.963 --> 00:24:08.744]  They don't even have third-grade educations.
[00:24:09.685 --> 00:24:10.645]  But they know one thing.
[00:24:10.906 --> 00:24:12.507]  Women are dogs and are to be beaten.
[00:24:13.697 --> 00:24:19.598]  Women are the lowest form of garbage under these third-world Islamic countries.
[00:24:20.419 --> 00:24:21.459]  And so it's on, folks!
[00:24:22.219 --> 00:24:24.080]  It's on, the collapse of civilization.
[00:24:24.740 --> 00:24:26.160]  And so, what is Trump running?
[00:24:26.360 --> 00:24:27.120]  The only thing he can do.
[00:24:28.561 --> 00:24:37.963]  He did the first emergency, it was just a congressional oversight issue of funding, and Trump's saying he can use some discretionary funds outside of Congress with law enforcement.
[00:24:38.323 --> 00:24:39.883]  That's not a full emergency.
[00:24:40.424 --> 00:24:41.784]  And yes, it's a form of martial law.
[00:24:42.634 --> 00:24:43.775]  Our laws are suspended.
[00:24:44.036 --> 00:24:45.217]  The laws are all violated.
[00:24:45.497 --> 00:24:46.198]  It's anarchy.
[00:24:46.558 --> 00:24:48.020]  Anarchy is the absence of law.
[00:24:48.560 --> 00:24:49.201]  Law of the jungle.
[00:24:49.501 --> 00:24:56.408]  So when you have anarchy and collapse, and regular government can't function anymore, martial law is instituted.
[00:24:56.808 --> 00:24:58.270]  Martial meaning military.
[00:25:01.101 --> 00:25:02.262]  So, I'm gonna explain it again.
[00:25:02.282 --> 00:25:14.889]  If a dam broke and your town's in a valley and it flooded everything with 10 feet of water and killed half the town, your town's gonna be put under an emergency by the governor, a form of martial law to stop looting for a week or two.
[00:25:16.169 --> 00:25:18.531]  That's because of an emergency that wasn't man-made.
[00:25:19.031 --> 00:25:20.712]  This is man-made.
[00:25:21.372 --> 00:25:24.154]  And when Trump declares this, which there's certainly he's about to do,
[00:25:26.923 --> 00:25:28.963]  He's going to have the left claiming he's a dictator.
[00:25:29.323 --> 00:25:30.824]  No, you're the ones that broke the border.
[00:25:32.564 --> 00:25:36.165]  You're the ones that rape 80% of the women that transverse Mexico into the U.S.
[00:25:36.565 --> 00:25:37.345]  Amnesty International.
[00:25:37.645 --> 00:25:39.746]  You're the ones working with MS-13 Democrats.
[00:25:40.306 --> 00:25:41.806]  You're the ones saying they're all God's children.
[00:25:42.066 --> 00:25:46.707]  You're the ones that did this, that let the world know we're broken, we're wide open, we're screwed.
[00:25:48.267 --> 00:25:51.068]  We are now in a form of anarchy at our borders.
[00:25:51.908 --> 00:25:52.908]  We have been overrun.
