[00:00:12.782 --> 00:00:13.202]  We're good to go.
[00:03:44.828 --> 00:03:50.050]  That sounds like a fantastic idea, because I think that Stephen Miller needs more FaceTime in front of the cameras!
[00:03:50.050 --> 00:03:56.653]  I'm sure that'll be the most entertaining congressional hearing since Candace Owens mopped the floor with the Democrats just last week!
[00:03:56.653 --> 00:04:01.315]  If you're wondering why you don't see him on TV anymore, it's because every time the liberal media interviews him,
[00:04:01.815 --> 00:04:03.276]  Something like this happens.
[00:04:03.276 --> 00:04:08.380]  Do you think tweets like that help or hurt the cause that the president is stable enough for the job?
[00:04:08.380 --> 00:04:17.487]  Not only do I think they help it, but I think in the toxic environment that you've created here in CNN and cable news, which is a real crisis of legitimacy for your network.
[00:04:17.487 --> 00:04:22.971]  And we saw it, of course, with the extremely fake news you reported about the Don Jr.
[00:04:22.971 --> 00:04:24.232]  and WikiLeaks story.
[00:04:24.232 --> 00:04:25.913]  There was a huge embarrassment for your network.
[00:04:26.473 --> 00:04:29.935]  Just like the huge embarrassment you had when you got the Comey testimony wrong.
[00:04:29.935 --> 00:04:30.235]  That's good.
[00:04:30.235 --> 00:04:32.076]  That's what I did when I was on the Piers Morgan line being too.
[00:04:36.874 --> 00:04:38.596]  They had Prozac ads during the breaks.
[00:04:38.596 --> 00:04:40.658]  The insert says it can make you murder people.
[00:04:40.658 --> 00:04:42.480]  They're trying to blame the average gun owner.
[00:04:42.480 --> 00:04:48.646]  I said, you're the ones pitching deadly drugs that make people psychotic, become homicidal maniac murderers.
[00:04:48.646 --> 00:04:51.849]  You're the ones selling suicide mask murder pills.
[00:04:51.849 --> 00:04:53.931]  That's what's the big news here, Pierce.
[00:04:53.931 --> 00:04:57.234]  Not that the average gun owner is to blame for what some other crazy person does.
[00:04:57.234 --> 00:04:57.655]  We'll be back.
[00:05:00.376 --> 00:05:04.317]  Living in volcano may sound more dramatic than it really is.
[00:05:04.317 --> 00:05:07.098]  The real drama can be found here in Leilani Estates.
[00:05:07.098 --> 00:05:13.880]  But a lot of us on the Big Island rely on rainwater and we need to be concerned about ash and acid rain.
[00:05:13.880 --> 00:05:16.661]  Volcanic ash may contain heavy metal particles.
[00:05:17.381 --> 00:05:21.226]  An acid rain could lower the pH of the water to unhealthy levels.
[00:05:21.226 --> 00:05:27.694]  To find out, we employed a series of tests for heavy metals, alkalinity, and pH.
[00:05:27.694 --> 00:05:32.659]  What we learned was that there was in fact unhealthy levels of heavy metals and acidity in the rainwater.
[00:05:33.396 --> 00:05:37.319]  Next, we tested the water from our Alexa Pure gravity filter.
[00:05:37.319 --> 00:05:44.523]  And not only were the heavy metal levels within safe measure, but the pH was also restored to optimal levels.
[00:05:44.523 --> 00:05:49.747]  As it turns out, the filter on the Alexa Pure raises the pH of the water.
[00:05:49.747 --> 00:05:55.430]  So what we've learned is that volcanic ash and acid rain can contaminate a rainwater supply.
[00:05:55.430 --> 00:05:59.393]  But more importantly, a good water filtration system will purify it.
[00:06:07.632 --> 00:06:18.196]  There's a lot of controversy around this network about Alex Jones, for example.
[00:06:18.196 --> 00:06:27.939]  Alex Jones, the far-right conspiracy theorist who is apparently... Alex Jones!
[00:06:27.939 --> 00:06:30.780]  Scum!
[00:06:30.780 --> 00:06:32.481]  Russian scum!
[00:06:37.797 --> 00:06:43.840]  Reputation's amazing.
[00:06:43.840 --> 00:06:45.341]  I will not let you down.
[00:06:45.341 --> 00:06:48.182]  You will be very, very impressed, I hope.
[00:06:59.963 --> 00:07:00.865]  Good to see you!
[00:07:15.174 --> 00:07:18.376]  Ladies and gentlemen, thank you so much for joining us.
[00:07:18.376 --> 00:07:19.977]  It is Wednesday, April 17th, 2019.
[00:07:19.977 --> 00:07:24.540]  We're going to be live here for the next four hours.
[00:07:24.540 --> 00:07:27.421]  The Knowens-Troyer with the War Rooms coming on.
[00:07:27.421 --> 00:07:38.288]  We have a former heavyweight champion of the world, a fellow that beat Mike Tyson at one time, who's gotten a lot of heat for defending this nation's sovereignty, its borders, and President Trump.
[00:07:38.968 --> 00:07:48.275]  And so, David Nino Rodriguez, who's a big critic of what's happening on our borders, will be joining us, a very well-spoken individual, coming up in the third hour today.
[00:07:48.275 --> 00:07:50.696]  Mike Adams is going to be in during the fourth hour.
[00:07:50.696 --> 00:08:01.604]  Leo Zegami is going to be joining us from Europe to break down the latest on what happened with Notre Dame.
[00:08:01.604 --> 00:08:03.926]  Let me do this in this segment.
[00:08:03.926 --> 00:08:05.227]  I tend to do this a lot.
[00:08:05.227 --> 00:08:06.748]  It's one of the big ways I drop the ball.
[00:08:07.867 --> 00:08:14.632]  Is that I'll say, coming up I'm going to cover something, probably do it at least once a week, and then I forget to do it.
[00:08:14.632 --> 00:08:19.756]  Or I shorten it down to like a couple minutes and cover it at the end of the show.
[00:08:19.756 --> 00:08:28.002]  The name of the broadcast yesterday was President Trump handing the internet over to the UN.
[00:08:28.002 --> 00:08:32.366]  And by the way, that's not hyperbole, that's happening.
[00:08:32.366 --> 00:08:36.589]  And so I have a huge stack of evidence from yesterday's stack, if you guys will pull that out for me, thank you.
[00:08:37.756 --> 00:08:38.497]  Now I want to be clear.
[00:08:38.497 --> 00:08:40.158]  I love President Trump.
[00:08:40.158 --> 00:08:42.120]  I'm very, very impressed overall what he's done.
[00:08:42.120 --> 00:08:50.146]  But it's kind of like if you've got 20 doors on a submarine, as I've said, and you leave one of them open, you're still going to flood the boat.
[00:08:50.146 --> 00:08:56.812]  And it's going to go to the bottom of the ocean.
[00:08:56.812 --> 00:09:01.976]  You can take care of your kid, you know, 364 days out of the year, and then one day throw him off a cliff.
[00:09:01.976 --> 00:09:02.897]  You're still a murderer.
[00:09:04.964 --> 00:09:20.449]  And I really find it hard to believe the President doesn't know what's going on with the handover of the Internet to the UN that started under Obama, that Congress partially stopped, but two-thirds of the authority, roughly, was transferred over, and now they're killing us.
[00:09:20.449 --> 00:09:28.252]  And Zuckerberg and others are in the news going, oh, we love the new EU rules, and we love the new UK rules to stop free speech.
[00:09:28.252 --> 00:09:34.214]  And even the Washington Post says, why is Zuckerberg embracing censorship?
[00:09:35.399 --> 00:09:45.625]  He's embracing the new immunity to spy on us, to sell our data, and to ban everybody's free speech they don't like.
[00:09:45.625 --> 00:09:47.647]  They're creating an oligopoly.
[00:09:47.647 --> 00:09:50.949]  That's what top researchers, top scientists are saying.
[00:09:50.949 --> 00:09:58.573]  Experts that help build the Internet say they're building something that is destroying the Internet, the open and free system.
[00:09:58.573 --> 00:09:59.654]  So at the bottom of the hour,
[00:10:01.311 --> 00:10:02.931]  The problem is I'm the producer of the show.
[00:10:02.931 --> 00:10:07.092]  We have a producer that sets up guests and kind of directs things back there, but I'm the person that calls the shots.
[00:10:07.092 --> 00:10:08.213]  So let me just call the shots.
[00:10:08.213 --> 00:10:16.675]  I don't have a teleprompter, but we do have a big TV screen where they put messages up for me, like the guest is ready or things like that.
[00:10:16.675 --> 00:10:19.555]  Or please come out here during the break and sign a document or something.
[00:10:19.555 --> 00:10:23.116]  Please put up there at 1133.
[00:10:23.116 --> 00:10:25.397]  You will cover Trump handing over the Internet to the UN.
[00:10:25.397 --> 00:10:26.617]  Just put that on screen.
[00:10:28.769 --> 00:10:36.111]  Because I'm going to get that stack of papers from yesterday, and I'm going to cover that one way or another.
[00:10:36.111 --> 00:10:40.292]  Because it's absolutely, totally, and completely paramount.
[00:10:40.292 --> 00:10:43.713]  Now that said, let me tell you what else is coming up.
[00:10:43.713 --> 00:10:53.355]  I decided that I wanted to go back and look at Bernie Sanders and his wealth, and also his visits to Cuba and Venezuela and his statements, and it was worse than I thought.
[00:10:53.355 --> 00:10:58.016]  I found a whole bunch of just horrible authoritarian-supporting
[00:11:00.037 --> 00:11:06.320]  Garbage out of his mouth that we're going to be getting to a little bit later.
[00:11:06.320 --> 00:11:18.184]  Now, we're also going to get into a really important story that if this catches on, could save millions and millions of lives, not just in this country, but all over the world.
[00:11:18.184 --> 00:11:23.166]  Proposed new Texas law would demand safety studies for vaccines.
[00:11:23.166 --> 00:11:26.428]  And are you kind of hearing the record skip there or the needle go off the record?
[00:11:27.341 --> 00:11:29.182]  Or are you hearing like a car crash?
[00:11:29.182 --> 00:11:31.662]  Or are you hearing sirens?
[00:11:31.662 --> 00:11:32.583]  And asking, what?
[00:11:32.583 --> 00:11:34.683]  There's no safety studies?
[00:11:34.683 --> 00:11:38.644]  It would take, nowadays, 10 years for aspirin to get approved.
[00:11:38.644 --> 00:11:42.406]  Trump cut back on some of the regulations, so it would take a couple years.
[00:11:42.406 --> 00:11:44.486]  It takes cancer drugs a decade to get approved.
[00:11:44.486 --> 00:11:46.907]  It takes most drugs a decade to get approved.
[00:11:46.907 --> 00:11:47.647]  But wait a minute!
[00:11:47.647 --> 00:11:49.948]  Vaccines don't get approved!
[00:11:49.948 --> 00:11:50.428]  That's right!
[00:11:51.735 --> 00:11:53.976]  They don't get approved.
[00:11:53.976 --> 00:11:57.677]  And if you understand this, you understand everything about medical tyranny.
[00:11:57.677 --> 00:12:01.438]  So I'm going to cover that coming up in the last segment of this hour.
[00:12:01.438 --> 00:12:04.478]  Remember Governor Northam.
[00:12:04.478 --> 00:12:08.560]  He said, we don't want courts or law enforcement or men involved.
[00:12:08.560 --> 00:12:16.402]  We want women with the hospital and the doctors, that means the medical tyranny, to decide whether to resuscitate a child.
[00:12:16.402 --> 00:12:17.342]  We keep them comfortable.
[00:12:18.424 --> 00:12:19.925]  And then we decide whether to resuscitate.
[00:12:19.925 --> 00:12:25.890]  Well, resuscitate means if someone's heart has stopped, to artificially start it again.
[00:12:25.890 --> 00:12:26.970]  To bring back to life.
[00:12:26.970 --> 00:12:30.333]  But their definition in bioethics is not the same.
[00:12:30.333 --> 00:12:40.861]  It means whether the bioethics decision, it's got to be two doctors, they're trying to change that law, used to be a whole board, decide whether life should be viable and whether this person is going to have a good life.
[00:12:43.715 --> 00:12:49.238]  Kind of the Spartan thing of, well, the baby, you know, had three arms, so we threw it off a cliff.
[00:12:49.238 --> 00:12:56.942]  But this is just, they're deciding, oh, the parents are poor, or this baby's got a bunch of matches for organs we need.
[00:12:56.942 --> 00:13:12.049]  Then they convince the drugged up woman that thinks she's just had a third trimester abortion to sign off, and they get to keep that baby alive for up to several weeks while they line up all the companies that want to put bids in for the organs.
[00:13:12.049 --> 00:13:13.390]  We keep them comfortable.
[00:13:16.596 --> 00:13:22.541]  So that ties into this, how they have two different sets of medical systems, two different railroad tracks, running side by side.
[00:13:22.541 --> 00:13:26.184]  I'm going to give you the big, deep secret.
[00:13:26.184 --> 00:13:33.471]  There's a whole other branch of law in medicine now, since the Hippocratic Oath was removed, and it is the big Rockefeller
[00:13:35.011 --> 00:13:37.212]  Bill and Melinda Gates takeover paradigm.
[00:13:37.212 --> 00:13:55.318]  So we're gonna go to break and come back with the latest on Muslims all over the world celebrating Notre Dame and even Lou Dobbs and others saying what I said before they even knew the cause of the fire and they still don't before it was even out one hour in while it's a towering inferno.
[00:13:55.318 --> 00:13:57.839]  No Muslims, no Islam, no arson.
[00:13:57.839 --> 00:14:01.740]  Even though French officials say no actually we're looking at arson.
[00:14:01.740 --> 00:14:03.841]  Lou Dobbs takes them to the woodshed coming up.
[00:14:05.299 --> 00:14:07.280]  You'll probably get fired from Fox for this.
[00:14:07.280 --> 00:14:11.363]  Other Fox hosts won't even allow French officials, Catholic officials to mention it.
[00:14:11.363 --> 00:14:14.546]  Now we're going to go to break.
[00:14:14.546 --> 00:14:22.772]  Come back with all of that, but first, ladies and gentlemen, I want to just say something real slow and real clear because I know you're awesome and I want to sink in.
[00:14:22.772 --> 00:14:32.279]  Thank you if you're a listener or viewer and you bought books or films or t-shirts or fish oil that's high quality or our coffee that's excellent or any of our great products.
[00:14:32.279 --> 00:14:33.300]  Without you, we wouldn't be here.
[00:14:34.298 --> 00:14:39.822]  But I want to expand, and we don't have the money to expand right now at current sales rates.
[00:14:39.822 --> 00:14:43.245]  I got a few tricks up my sleeve, but I really want to expand.
[00:14:43.245 --> 00:14:45.347]  I want to add more shows, more reporters.
[00:14:45.347 --> 00:14:49.811]  You see our reporters out in the field getting on average about 25 million views a week.
[00:14:49.811 --> 00:14:52.653]  That's more viewers than actual CNN broadcast has.
[00:14:52.653 --> 00:14:56.136]  I mean, we are fighting hard here, okay?
[00:14:56.136 --> 00:14:59.678]  Yours truly has been restricted, but not our crew, not our reporters, not our...
[00:15:01.394 --> 00:15:03.655]  Probes that are out there, they're doing an amazing job.
[00:15:03.655 --> 00:15:05.556]  We need funds.
[00:15:05.556 --> 00:15:07.276]  We don't need to be on a shoestring budget.
[00:15:07.276 --> 00:15:10.658]  So I'm not bitching, I'm saying, you want to win this war?
[00:15:10.658 --> 00:15:12.218]  I want to win this war.
[00:15:12.218 --> 00:15:13.659]  Pony up.
[00:15:13.659 --> 00:15:16.820]  You get t-shirts right now, biggest sale, we only do like once a year.
[00:15:16.820 --> 00:15:22.122]  50% off all apparel, ball caps, hoodies, t-shirts, a bunch of new designs.
[00:15:22.122 --> 00:15:22.682]  They're all there.
[00:15:22.682 --> 00:15:26.144]  Attorney Response Team, Molon Labe, California My USA.
[00:15:27.836 --> 00:15:30.498]  Infowars in your face.
[00:15:30.498 --> 00:15:31.999]  Trump severing Medusa's head.
[00:15:31.999 --> 00:15:33.220]  By the way, it's Hillary.
[00:15:33.220 --> 00:15:34.781]  Infowarsstore.com.
[00:15:34.781 --> 00:15:35.281]  Get in there.
[00:15:35.281 --> 00:15:36.162]  Get a t-shirt.
[00:15:36.162 --> 00:15:37.943]  Wear your colors loud and proud.
[00:15:37.943 --> 00:15:39.944]  We've got to sell a lot of t-shirts, though, at 50% off.
[00:15:39.944 --> 00:15:42.726]  A lot of these are lost leaders, especially the designer shirts.
[00:15:42.726 --> 00:15:44.887]  Some of these shirts cost us $17.
[00:15:44.887 --> 00:15:46.248]  They're so high quality.
[00:15:46.248 --> 00:15:49.531]  And after the printing, we sell them for $29 normally.
[00:15:49.531 --> 00:15:52.693]  At 50% off, we're selling them at a loss because I want to get these shirts out there.
[00:15:52.693 --> 00:15:54.074]  Infowarsstore.com.
[00:15:54.074 --> 00:15:55.094]  Please commit now.
[00:15:55.094 --> 00:15:55.575]  Go.
[00:15:55.575 --> 00:15:56.215]  Get t-shirts.
[00:15:56.215 --> 00:15:57.176]  Give them out as presents.
[00:15:57.176 --> 00:15:57.616]  Hand them out.
[00:15:59.434 --> 00:16:00.655]  Hi, I'm Dan Pilla.
[00:16:00.655 --> 00:16:04.578]  I started fighting the IRS over 40 years ago when they tried to seize my mother's house.
[00:16:04.578 --> 00:16:06.099]  I sued the IRS and won.
[00:16:06.099 --> 00:16:09.062]  I beat the IRS then, and I've been beating them ever since.
[00:16:09.062 --> 00:16:14.626]  I wrote the book on tax debt settlement, and I've helped thousands of people deal with tax problems they thought might never be solved.
[00:16:14.626 --> 00:16:15.827]  I can help you, too.
[00:16:15.827 --> 00:16:18.769]  If you owe taxes you can't pay, don't wait another day.
[00:16:18.769 --> 00:16:20.991]  There's no such thing as a hopeless tax case.
[00:16:20.991 --> 00:16:25.434]  Call 800-34-NO-TAX or go to my website, danpilla.com.
[00:16:25.434 --> 00:16:27.776]  That's danpilla.com, danpilla.com.
[00:16:28.937 --> 00:16:35.280]  The United States of Empire is a book that claims the United States is the empire of the world.
[00:16:35.280 --> 00:16:38.322]  George Washington had warned us against foreign wars.
[00:16:38.322 --> 00:16:44.245]  The United States of Empire shows that World Wars I and II left England broken.
[00:16:44.245 --> 00:16:48.026]  Its former colony, the U.S., had to save the empire.
[00:16:48.026 --> 00:16:48.967]  Was there ever a vote?
[00:16:49.287 --> 00:16:50.288]  Who do we fight for?
[00:16:50.288 --> 00:16:56.834]  The Deep State began with World War I. The United States of Empire by James Dunn.
[00:16:56.834 --> 00:16:58.856]  Available at Amazon Books.
[00:16:58.856 --> 00:17:01.498]  Hunters, anglers, campers, and survivalists.
[00:17:01.498 --> 00:17:02.619]  Get back to nature.
[00:17:02.619 --> 00:17:09.906]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow.com.
[00:17:09.906 --> 00:17:12.708]  Slingbow products are compact and models start from just $17.98.
[00:17:13.809 --> 00:17:16.870]  They're perfect for your bug out bag or storing in your vehicle.
[00:17:16.870 --> 00:17:21.032]  Give yourself and your loved ones the excitement and tradition of Slingbow.
[00:17:21.032 --> 00:17:25.614]  A new frontier in archery and truly modern twist on this primitive survival tool.
[00:17:25.614 --> 00:17:28.676]  Feel the thrill only at slingbow.com.
[00:17:28.676 --> 00:17:30.556]  Fully cooked, ready to eat bacon.
[00:17:30.556 --> 00:17:33.798]  I'm talking thick, meaty, center cut, presidential bacon.
[00:17:33.798 --> 00:17:35.399]  Savory and delicious.
[00:17:35.399 --> 00:17:38.220]  I buy some, I use some, I store some.
[00:17:38.220 --> 00:17:38.620]  Awesome!
[00:17:38.880 --> 00:17:41.963]  No refrigeration needed with a 10-year shelf life.
[00:17:41.963 --> 00:17:43.525]  NASA PAC Technology.
[00:17:43.525 --> 00:17:44.165]  Bacon.
[00:17:44.165 --> 00:17:48.329]  Fully cooked, fully hydrated, ready to eat right from the pack bacon.
[00:17:48.329 --> 00:17:49.751]  Or warm and served.
[00:17:49.751 --> 00:17:51.793]  Life-saving, ready to eat bacon.
[00:17:51.793 --> 00:17:53.734]  10-year shelf life bacon.
[00:17:53.734 --> 00:17:56.517]  Ships free at FullyCookedBacon.com.
[00:17:56.517 --> 00:17:57.818]  FullyCookedBacon.com.
[00:18:06.309 --> 00:18:08.930]  Remember when TV didn't watch you, you watched television?
[00:18:08.930 --> 00:18:11.551]  There's no reviews yet for it, but it's at InfoWarsTour.com.
[00:18:11.551 --> 00:18:13.412]  We bought the best-selling antenna.
[00:18:13.412 --> 00:18:16.293]  We sell it for, what is it, $5 less than Amazon does.
[00:18:16.293 --> 00:18:18.774]  InfoWars HD Digital TV Antenna.
[00:18:18.774 --> 00:18:24.777]  And, I mean, look, you're talking like 100-plus digital channels, and then they'll have four or five sub-channels.
[00:18:24.997 --> 00:18:29.338]  Of every old cool TV show, old movies, it's like way better than cable.
[00:18:29.338 --> 00:18:35.579]  And it's like Hawaii Five-O, Gilligan's Island, I Dream of Jeannie, Dallas, stuff from the 90s, new stuff.
[00:18:35.579 --> 00:18:39.700]  Like when the Olympics was on, I didn't know there were 10 channels of Olympics on TV.
[00:18:39.700 --> 00:18:42.261]  I mean, it's like, my God, this is way better than cable.
[00:18:42.261 --> 00:18:46.322]  And people don't know that it's free after you buy the antenna.
[00:18:46.462 --> 00:18:50.664]  The point is, is that there's so many channels, and it's not watching you.
[00:18:50.664 --> 00:18:51.884]  It's not tracking you.
[00:18:51.884 --> 00:19:00.388]  So we do sell the antennas at the lowest price you'll find at nimbleworkstore.com.
[00:19:00.388 --> 00:19:02.469]  Frank in North Carolina, thanks for holding so long.
[00:19:02.469 --> 00:19:03.089]  Go ahead.
[00:19:03.089 --> 00:19:05.290]  Yeah, Alec, I just have to say something, man.
[00:19:05.290 --> 00:19:08.332]  It seems like every time I turn on your broadcast, you're bragging.
[00:19:09.156 --> 00:19:10.577]  It just gets old, man.
[00:19:10.577 --> 00:19:13.019]  I'm gonna shut you down right now, okay?
[00:19:13.019 --> 00:19:15.321]  We're taking calls about your nomination.
[00:19:15.321 --> 00:19:19.384]  Do you understand they're having congressional hearings trying to shut us down?
[00:19:19.384 --> 00:19:22.647]  Do you understand I'm ringing the alarm?
[00:19:22.647 --> 00:19:25.329]  If that was happening to anybody else, I'd be freaked out.
[00:19:25.329 --> 00:19:26.690]  I mean, what's it gonna take?
[00:19:26.690 --> 00:19:27.811]  Us being shut down?
[00:19:27.811 --> 00:19:28.832]  Is that what you want, Frank?
[00:19:29.272 --> 00:19:30.353]  You know what, Alex?
[00:19:30.353 --> 00:19:31.434]  Hey, put him on pause again!
[00:19:31.434 --> 00:19:32.554]  Hey, Frank!
[00:19:32.554 --> 00:19:38.218]  Do you understand it's not bragging to say, we are the tip of the spear, we're under attack, we need your help.
[00:19:38.218 --> 00:19:42.741]  As much bagging as I do, we can barely pay the bills and grow in the face of this.
[00:19:42.741 --> 00:19:45.883]  I'm not gonna just stop growth and let them start pushing us backwards.
[00:19:45.883 --> 00:19:46.344]  You understand?
[00:19:46.344 --> 00:19:47.985]  I need your help, Frank!
[00:19:47.985 --> 00:19:49.105]  I need your help, Frank!
[00:19:50.086 --> 00:19:55.670]  Go to Infowarsstore.com right now and help fund the InfoWars!
[00:19:55.670 --> 00:19:56.430]  Do you understand?
[00:19:56.430 --> 00:19:58.051]  I need your help, Frank!
[00:19:58.051 --> 00:20:03.815]  Free Press needs your help, Frank!
[00:20:03.815 --> 00:20:06.457]  You're listening to the Alex Jones Show.
[00:20:11.907 --> 00:20:16.715]  Big Brother, mainstream media, government cover-ups.
[00:20:16.715 --> 00:20:18.417]  You want to stop tyranny?
[00:20:18.417 --> 00:20:20.060]  Well, so does he.
[00:20:20.060 --> 00:20:24.747]  Live from the InfoWars.com studios, it's Alex Jones.
[00:20:35.393 --> 00:20:40.897]  The great one, the Motor City Madman, now a transplant to Texas, and he's welcome.
[00:20:40.897 --> 00:20:44.679]  The great Ted Nugent bringing us in.
[00:20:44.679 --> 00:20:49.262]  Okay, let's get right into it.
[00:20:49.262 --> 00:21:00.010]  Within 30 minutes of the Notre Dame being on fire, we were covering it when that blaze started on Monday.
[00:21:00.010 --> 00:21:00.170]  And
[00:21:03.015 --> 00:21:14.380]  When I was first watching CNN and Fox News, that we have on on TVs out there, and turned the audio up, both channels were saying, it's not arson and it's not terrorists.
[00:21:14.380 --> 00:21:17.321]  This happened the day after Palm Sunday.
[00:21:17.321 --> 00:21:22.283]  The whole week of Easter is when the Islamists burn up and bomb and shoot up churches.
[00:21:22.283 --> 00:21:29.446]  I said just a month ago with the Christchurch attack in New Zealand, I said look for them starting Palm Sunday,
[00:21:30.626 --> 00:21:35.052]  The Islamicists threw Easter to blow up and burn a bunch of churches.
[00:21:35.052 --> 00:21:36.113]  They always do!
[00:21:36.113 --> 00:21:46.806]  And they had media manners, and the Daily Beast, and mainstream news saying Jones is so horrible, he says Muslims are going to attack this Easter week.
[00:21:46.806 --> 00:21:47.888]  Well, that's like saying
[00:21:49.144 --> 00:21:53.426]  People put up Christmas trees in December in the U.S.
[00:21:53.426 --> 00:21:55.487]  Christians put up Christmas trees.
[00:21:55.487 --> 00:21:58.348]  Muslims go out and blow up churches and shoot people up.
[00:21:58.348 --> 00:22:00.009]  I mean, they run over people with trucks.
[00:22:00.009 --> 00:22:02.830]  They scream Allah Akbar and stab women and children.
[00:22:02.830 --> 00:22:03.870]  You know that!
[00:22:03.870 --> 00:22:05.691]  Stop pretending that's not reality!
[00:22:05.691 --> 00:22:09.513]  You lying, leftist scum!
[00:22:09.513 --> 00:22:13.835]  And so, within an hour of the fire starting, 30 minutes of news coverage,
[00:22:16.266 --> 00:22:23.172]  I'm watching the news and they're saying, no arson, no Islam, no terror.
[00:22:23.172 --> 00:22:25.854]  And I just sat back and then I actually went to the fine print.
[00:22:25.854 --> 00:22:27.776]  It's like authorities don't know what caused it.
[00:22:27.776 --> 00:22:30.878]  They won't know until the fire is out and they get it into an investigation.
[00:22:30.878 --> 00:22:32.460]  They don't know!
[00:22:32.460 --> 00:22:37.184]  I played yesterday, Fox News going, well from Paris, we don't know and they don't know who did it.
[00:22:37.184 --> 00:22:39.566]  There'll be an investigation starting in the next few days.
[00:22:39.566 --> 00:22:43.329]  It may take months to decide the cause, but it's not terrorism and it's not arson.
[00:22:44.724 --> 00:22:45.325]  Like a coroner.
[00:22:45.325 --> 00:22:48.107]  Well, the body's not even cold yet, but it's not murder.
[00:22:48.107 --> 00:22:50.489]  But we haven't done any tests yet, so we don't know.
[00:22:51.539 --> 00:22:53.600]  It's oxymoronic.
[00:22:53.600 --> 00:22:59.062]  What the media is telling you is, you're not going to say this is terror, and you're not going to say this is arson.
