[00:00:19.608 --> 00:00:21.589]  Welcome to the Info Wars Nightly News.
[00:05:00.197 --> 00:05:02.738]  They are calling this now, treating it like a terror attack.
[00:05:03.118 --> 00:05:05.400]  But, you know what, it's Christmas that's so offensive.
[00:05:05.800 --> 00:05:07.441]  And this is sort of the war on Christmas.
[00:05:07.461 --> 00:05:08.242]  We've been seeing it.
[00:05:08.642 --> 00:05:09.883]  You know, it ties right into this.
[00:05:09.923 --> 00:05:16.607]  Now, universities have also deemed Secret Santa, mistletoe, and the colors red and green to be offensive.
[00:05:16.667 --> 00:05:24.793]  So, you know, just like we saw in California, they canceled the Christmas tree lighting ceremony there in San Bernardino.
[00:05:25.293 --> 00:05:29.136]  They're also now saying that don't even have red and green in your
[00:05:29.636 --> 00:05:36.159]  You know, holiday celebrations, make sure it's not a Christmas party in disguise because it could be seen as politically incorrect.
[00:05:36.819 --> 00:05:40.441]  In fact, you're not even allowed to say politically incorrect now.
[00:05:40.821 --> 00:05:44.803]  That too is seen as a microaggression.
[00:05:45.143 --> 00:05:47.985]  This is according to the University of Wisconsin-Milwaukee.
[00:05:48.025 --> 00:05:48.365]  They say,
[00:05:49.245 --> 00:05:52.706]  Using it as a pejorative term politically incorrect is a microaggression.
[00:05:52.806 --> 00:05:53.547]  So there you go.
[00:05:53.587 --> 00:06:01.350]  I mean there could be triggered you could trigger jihadist attacks all over the country just for saying politically incorrect or Christmas or something.
[00:06:01.410 --> 00:06:03.731]  So Orwell would be so proud.
[00:06:04.171 --> 00:06:09.913]  Now let's take a look at the extreme lunacy of the state of journalism here in this country today.
[00:06:10.233 --> 00:06:11.994]  This is what happened earlier today.
[00:06:12.714 --> 00:06:19.537]  Journalists stormed the San Bernardino shooter's apartment after the landlord pried open the door.
[00:06:19.557 --> 00:06:23.859]  He said that he was going to let them in, but then they just rushed the apartment.
[00:06:24.200 --> 00:06:28.922]  These were news outlets including MSNBC, BBC, CBS News and CNN.
[00:06:29.342 --> 00:06:34.985]  They were broadcasting live scenes from reporters just rummaging through the house.
[00:06:36.005 --> 00:06:39.227]  They were posting people's social security cards.
[00:06:39.287 --> 00:06:40.887]  There were driver's licenses.
[00:06:41.268 --> 00:06:41.668]  There were
[00:06:42.108 --> 00:06:48.555]  Private photographs of people that they have no relation to this terrorist attack.
[00:06:48.695 --> 00:06:55.182]  In one such instance, there was the name, address, and physical description of a person, sensitive information.
[00:06:56.083 --> 00:07:00.287]  There were legal documents belonging to someone who wasn't even a suspect in this attack.
[00:07:01.028 --> 00:07:05.030]  And so of course, this is going to be, there's going to be some privacy complaints issued here.
[00:07:06.310 --> 00:07:09.631]  Of course, you know, we could have family members now being harassed.
[00:07:09.691 --> 00:07:10.812]  So this is quite dangerous.
[00:07:11.192 --> 00:07:18.975]  And Kurt Nimmo points out that this is a really bizarre tour of a crime scene that just days earlier the FBI declared that this was an
[00:07:19.155 --> 00:07:19.635]  We're good to go.
[00:07:47.415 --> 00:07:54.619]  There could potentially be some violent harassment coming the way of people who saw that woman's driver's license.
[00:07:54.699 --> 00:07:57.500]  It was apparently the shooter's mother.
[00:07:57.720 --> 00:08:02.483]  It had her home address and description and everything right there on the live broadcast.
[00:08:02.943 --> 00:08:04.544]  So way to go MSNBC!
[00:08:05.064 --> 00:08:08.926]  And we have Obama's Attorney General saying she's going to go ahead and prosecute
[00:08:09.486 --> 00:08:12.228]  Any actions that lead to violence.
[00:08:12.368 --> 00:08:17.211]  So she might want to aim that toward MSNBC who broadcast that lady's driver's license there on the news.
[00:08:17.891 --> 00:08:19.052]  This is Loretta Lynch.
[00:08:19.472 --> 00:08:27.656]  She says violent language directed at Muslims is unacceptable and she will make sure that they're prosecuted.
[00:08:27.977 --> 00:08:31.479]  So she didn't really clarify what actions predicated on violent talk.
[00:08:32.199 --> 00:08:37.061]  And didn't draw a line between constitutionally protected free speech and violence.
[00:08:37.902 --> 00:08:49.147]  So here we are seeing she was speaking in front of a Muslim group there and basically pushing the fact that they're going to use this social justice agenda at the expense of the Constitution.
[00:08:49.468 --> 00:08:52.329]  So once again, you know, this is the United States.
[00:08:52.529 --> 00:08:55.771]  We go by the constitutional law, not Sharia law.
[00:08:56.331 --> 00:09:07.559]  So, of course, this is also underscoring this collectivist idea that the government somehow has the authority to protect the rights of a group rather than the rights of the individual.
[00:09:08.239 --> 00:09:26.051]  And even though we saw the total failure of gun control laws there in California, which of course has some of the strictest gun laws in the country, total failure, Obama is going to double down on gun control because it doesn't work, even though the White House has admitted that such a law will have
[00:09:26.351 --> 00:09:30.796]  Absolutely have done nothing to prevent this week's San Bernardino shooting.
[00:09:31.257 --> 00:09:32.999]  So this is sort of the liberal logic.
[00:09:33.139 --> 00:09:37.283]  Just if if it's broke, just keep on doing the same thing.
[00:09:37.303 --> 00:09:39.866]  I think that they also say that that's a sign of insanity.
[00:09:40.347 --> 00:09:43.490]  And then, of course, Hillary Clinton tweets this out to basically.
[00:09:44.091 --> 00:09:47.993]  Tying a Republican Senator saying that they're responsible for these terrorist attacks.
[00:09:48.414 --> 00:09:53.077]  If you are too dangerous to fly in America, you're too dangerous to buy a gun in America.
[00:09:53.537 --> 00:10:01.882]  Now let's point out the fact that tens of thousands of people are incorrectly on the no-fly list and they are basically guilty until proven innocent.
[00:10:02.342 --> 00:10:06.685]  And so now I guess we're putting the TSA in charge of doling out our rights.
[00:10:07.205 --> 00:10:16.836]  So that's quite bizarre and you know also let's not forget the fact that there are about what 75 TSA agents themselves who are on the no-fly list.
[00:10:17.177 --> 00:10:19.339]  So yeah that makes a lot of sense there.
[00:10:19.760 --> 00:10:21.882]  So doubling down on the gun grabbing
[00:10:22.643 --> 00:10:30.366]  And also doubling down on the open borders and don't be racist, bring in all these Syrian refugees because they may be terrorists, they might not be.
[00:10:30.926 --> 00:10:35.788]  Meanwhile, you see some Muslim migrants displaying open or die.
[00:10:36.208 --> 00:10:43.811]  They have holding up a banner at the Macedonian border saying open the borders or die and they're attacking police.
[00:10:44.311 --> 00:10:49.853]  So this is the type of thing that we are supposed to just be welcoming here in the country with open arms.
[00:10:50.583 --> 00:11:03.193]  Attorney General Loretta Lynch said Thursday, at the Muslim Advocates 10th Anniversary Dinner, she will take aggressive action against the incredibly disturbing rise of anti-Muslim rhetoric.
[00:11:03.553 --> 00:11:07.437]  Actions predicated on violent talk are not American.
[00:11:07.637 --> 00:11:11.620]  They are not who we are, they're not what we do, and they will be prosecuted.
[00:11:11.900 --> 00:11:21.970]  Lynch did not clarify what actions predicated on violent talk means and did not draw a line between constitutionally protected free speech and violence.
[00:11:22.290 --> 00:11:28.315]  She also did not pinpoint individuals or groups she believes participate in violent talk.
[00:11:28.676 --> 00:11:34.101]  Judge Andrew P. Napolitano notes, the willingness alone to use violence is not criminal.
[00:11:34.281 --> 00:11:36.123]  It is only the actual use
[00:11:36.383 --> 00:11:37.183]  We're good to go!
[00:12:03.032 --> 00:12:17.336]  Lynch's recent grandstanding before a Muslim group reveals the Justice Department and the Obama Administration are promoting the so-called social justice agenda at the expense of the Constitution and the First Amendment.
[00:12:17.376 --> 00:12:28.719]  It also underscores the collectivist idea that government has the authority, enforced by its monopoly of coercion and violence, to protect the rights of preferred groups
[00:12:29.219 --> 00:12:32.220]  At the expense of the rights of the individual.
[00:12:32.681 --> 00:12:44.386]  Meanwhile, the female shooter in San Bernardino posted her allegiance to ISIS on Facebook while Obama constantly inappropriately takes jabs at the Christian faiths.
[00:12:44.686 --> 00:12:50.108]  Remember that during the Crusades and the Inquisition, people committed terrible deeds in the name of Christ.
[00:12:51.109 --> 00:12:53.070]  Less than loving expressions by Christians?
[00:12:55.590 --> 00:12:56.271]  I get concerned.
[00:12:56.631 --> 00:12:57.212]  That's right.
[00:12:57.232 --> 00:12:59.474]  Let's criticize Christianity on Easter, you piece of crap.
[00:12:59.494 --> 00:13:00.415]  That's a topic for another day.
[00:13:00.855 --> 00:13:11.124]  Why are we supposed to be politically correct while our traditions, rights, country, and very lives are increasingly threatened on a daily basis?
[00:13:11.365 --> 00:13:11.985]  What's your name?
[00:13:12.005 --> 00:13:14.247]  I am Loretta Elizabeth Lynch.
[00:13:14.347 --> 00:13:15.268]  Do solemnly swear.
[00:13:15.288 --> 00:13:16.429]  Do solemnly swear.
[00:13:16.589 --> 00:13:17.550]  That I will support and defend.
[00:13:17.570 --> 00:13:19.852]  That I will support and defend.
[00:13:20.012 --> 00:13:21.614]  The Constitution of the United States.
[00:13:23.595 --> 00:13:47.587]  Against all enemies, foreign and domestic, that I will bear true faith and allegiance to the same, that I take this obligation freely, without any mental reservation or purpose of evasion, that I will well and faithfully discharge
[00:13:52.913 --> 00:13:54.275]  Which I'm about to enter.
[00:13:54.515 --> 00:13:56.437]  So help me God.
[00:13:57.018 --> 00:14:04.026]  Attorney General Loretta Lynch, you do remember swearing in on Frederick Douglass' Christian Bible at your request.
[00:14:04.547 --> 00:14:10.414]  You do know it was Frederick Douglass who famously said, I would unite with anybody
[00:14:10.834 --> 00:14:11.875]  No, no, no, no, no, no, no.
[00:14:40.407 --> 00:14:41.528]  No, no, no, no, no.
[00:14:41.729 --> 00:14:42.950]  No, no, no, no.
[00:14:43.911 --> 00:14:45.513]  Hey, listen.
[00:14:45.973 --> 00:14:46.814]  You're in my house.
[00:14:47.255 --> 00:14:48.556]  No, President Obama.
[00:14:48.816 --> 00:14:50.138]  This is our house.
[00:14:50.759 --> 00:14:52.621]  John Bowne for InfoWars.com.
[00:14:54.065 --> 00:14:55.906]  And joining me now is David Knight.
[00:14:55.946 --> 00:15:06.173]  Now, David, coming up after the break, you're going to be speaking with the attorney of a man who was charged with a felony for passing out jury rights flyers in front of a courthouse.
[00:15:06.193 --> 00:15:10.957]  Now, these flyers, they're distributed by the Fully Informed Jury Association.
[00:15:11.217 --> 00:15:12.858]  What is so damning in these pamphlets?
[00:15:12.858 --> 00:15:13.979]  Yeah, you need to look.
[00:15:14.019 --> 00:15:22.988]  Go to feja.org and take a look at this pamphlet that strikes fear into the hearts of tyrants because that's what these guys are.
[00:15:23.408 --> 00:15:26.031]  It doesn't matter what he's passing out on the sidewalk, Leanne.
[00:15:26.091 --> 00:15:28.073]  It could be the Communist Manifest or whatever.
[00:15:28.953 --> 00:15:31.115]  We have the right to pass these things out.
[00:15:31.896 --> 00:15:33.157]  We've seen this happen repeatedly.
[00:15:33.277 --> 00:15:36.780]  This is a grassroots movement that is going on across the country.
[00:15:36.800 --> 00:15:44.626]  There really isn't any organization or center to it other than just a small website that has this pamphlet and tells you what the law and what the tradition is.
[00:15:44.946 --> 00:15:46.908]  And this is one of our most important powers.
[00:15:47.288 --> 00:15:49.670]  With this, we can stop tyrannical judges.
[00:15:49.730 --> 00:15:54.594]  And understand, when they arrested this guy for simply handing out literature on the sidewalk,
[00:15:55.376 --> 00:15:58.038]  They were trying to keep him in jail over the Thanksgiving weekend.
[00:15:58.058 --> 00:15:59.779]  They set excessive bail as well.
[00:16:00.119 --> 00:16:03.100]  $150,000 bail for handing out a pamphlet.
[00:16:03.221 --> 00:16:04.321]  That's absolutely outrageous.
[00:16:04.361 --> 00:16:07.123]  Of course, he had to put down 10% of that.
[00:16:07.403 --> 00:16:08.283]  $15,000 he put on his credit card.
[00:16:08.724 --> 00:16:11.585]  So this lawyer that we're going to be talking to I think is a real fighter.
[00:16:11.625 --> 00:16:17.629]  He has subpoenaed the judge, the prosecutor, the assistant prosecutor, and the magistrate who set that excessive fine.
[00:16:17.989 --> 00:16:18.690]  So we're going to talk to him.
[00:16:18.730 --> 00:16:19.370]  It's very interesting.
[00:16:19.630 --> 00:16:20.851]  But let me briefly tell you
[00:16:21.391 --> 00:16:25.074]  That you need to get this, and you need to understand what this is truly about.
[00:16:25.254 --> 00:16:28.677]  This is the way that you shut down the tyrants in this country.
[00:16:28.697 --> 00:16:36.183]  It goes a very long tradition, going back to William Penn in England, and then a very long tradition with the colonists in this country.
[00:16:36.524 --> 00:16:38.906]  We had both the Federalists and the Anti-Federalists.
[00:16:39.306 --> 00:16:44.869]  Both Thomas Jefferson and John Adams both saying this is a vital right of yours.
[00:16:44.889 --> 00:16:46.789]  And we've had recent court decisions.
[00:16:46.889 --> 00:16:48.570]  In 1972, we had D.C.
[00:16:48.630 --> 00:16:52.572]  Court of Appeals said you have the right to do jury nullification.
[00:16:52.932 --> 00:17:01.316]  And we've had repeatedly, just as we've talked about, mentioned briefly, the Denver courthouse has lost a second attempt to shut down the same kind of activity in Denver.
[00:17:01.496 --> 00:17:03.237]  People simply handing out information.
[00:17:03.517 --> 00:17:04.597]  You have a right to do this.
[00:17:04.897 --> 00:17:05.858]  It's called free speech.
[00:17:05.878 --> 00:17:06.878]  It's called the First Amendment.
[00:17:07.258 --> 00:17:08.579]  Courts don't like that.
[00:17:08.639 --> 00:17:09.799]  So get that pamphlet.
[00:17:10.200 --> 00:17:22.184]  Start your own movement, because all we need is 8% of people, 1 out of 12, who will stand up and refuse to convict people if the law is being misapplied, if it's an unjust law, not simply about the facts of the cases.
[00:17:22.525 --> 00:17:25.826]  The judge will lie to you about this, and they will try to lock people up.
[00:17:25.986 --> 00:17:28.447]  But they always lose, and we're going to talk about that when we come back.
[00:17:28.507 --> 00:17:43.611]  Yeah, this is incredible, and they're actually trying to now make this a federal case, and the judge used to actually explain to the jury about jury qualification, but then that, of course, has been omitted, and now he says you have to interpret the law as I'm describing it to you, and that's it.
[00:17:43.631 --> 00:17:48.373]  And if he tries to take this further with this, he's going to have to explain to a jury
[00:17:49.133 --> 00:17:51.534]  What this FIJA pamphlet was about.
[00:17:51.554 --> 00:17:52.675]  It'll be an interesting catch 22.
[00:17:52.715 --> 00:17:55.797]  This is going to be pretty incredible, so we'll see this kind of worldwide.
[00:17:56.157 --> 00:17:56.937]  Alright, thank you David.
[00:17:56.958 --> 00:18:08.224]  So that interview will be coming up and then of course we're going to be showing you some more contest entries for the Make Fun of Hillary contest and then Alex Jones with his take on what's happening here with the American Caliphate.
[00:18:16.323 --> 00:18:21.248]  Shane Steiner's involvement with InfoWarsLife.com truly happened in an organic way.
[00:18:21.388 --> 00:18:24.111]  I went to high school with Shane, his brother, knew his parents well.
[00:18:24.311 --> 00:18:29.996]  And he was visiting the office once, hadn't been to the office in years, and said, wow, I notice you're making and selling supplements.
[00:18:30.016 --> 00:18:30.777]  Do these really work?
[00:18:30.817 --> 00:18:35.862]  Because I've tried a lot of supplements as a workout enthusiast, and I really think most of them are hype.
[00:18:35.902 --> 00:18:37.403]  And I said, here, take some home, try it.
[00:18:37.483 --> 00:18:44.048]  Well, a few weeks later, he came in, blown away, and said, I want to buy three boxes of this stuff to give my friends and family.
[00:18:44.468 --> 00:18:45.969]  It's simply amazing.
[00:18:46.009 --> 00:18:47.290]  He said, why does it work so well?
[00:18:47.330 --> 00:18:51.854]  And I said, listen, go to Infowarslife.com, watch the informational videos with Dr. Group and others.
[00:18:52.074 --> 00:18:53.575]  They understand how it all works.
[00:18:53.855 --> 00:18:55.436]  I know that it works for me.
[00:18:55.556 --> 00:18:56.697]  That's all I understand.
[00:18:56.957 --> 00:19:02.001]  The science, the facts, the research, people's testimonials, they're all on Infowarslife.com.
[00:19:02.021 --> 00:19:03.002]  You can check it out for yourself.
[00:19:03.602 --> 00:19:04.683]  I wanted to go to the gym.
[00:19:04.943 --> 00:19:14.788]  I wanted to push myself and work out harder, and that led to me being able to come out and do stuff like the barefooting and the surfing and stuff like that, which I would have never done.
[00:19:14.808 --> 00:19:17.329]  I never would have done that two years ago.
[00:19:17.929 --> 00:19:21.551]  Shane has said over and over again, more than just libido and energy,
[00:19:22.111 --> 00:19:23.873]  It made him want to get into the gym more.
[00:19:24.214 --> 00:19:25.675]  It made him want to get in better shape.
[00:19:25.715 --> 00:19:28.338]  And believe me, the Steiners have amazing genetics.
[00:19:28.879 --> 00:19:31.322]  His brother is a world champion steer wrestler.
[00:19:31.662 --> 00:19:35.647]  His dad, Bobby Steiner, is a famous world champion bull rider.
[00:19:35.847 --> 00:19:37.509]  They've got natural genetics.
[00:19:37.949 --> 00:19:42.675]  But when you added this to the mix, in Shane's own words, it took him to the next level.
[00:19:54.972 --> 00:19:56.673]  Shane noticed the mental clarity.
[00:19:57.134 --> 00:20:00.616]  Bobby was able to work out longer and gain muscle mass.
[00:20:00.736 --> 00:20:02.037]  He's already completely shredded.
[00:20:02.237 --> 00:20:04.899]  I gotta admit, for me, the biggest effect has been libido.
[00:20:05.259 --> 00:20:11.303]  Now, I've never claimed to have a body like some beach model, but back when I was 20, 22 years old and worked out every day, I looked great.
[00:20:11.343 --> 00:20:17.368]  But over the years and being married, having three kids, working 18 hours a day, I gained basically 100 pounds.
[00:20:17.508 --> 00:20:20.650]  And it's been a long process of losing that weight in the last four years.
[00:20:20.810 --> 00:20:23.392]  But if you look at the photos and the videos,
[00:20:23.752 --> 00:20:24.112]  We're good to go.
[00:20:42.837 --> 00:20:52.901]  This has actually made me feel so good that here lately, about a year ago, I started training jiu-jitsu and that kind of led to doing some boxing and kickboxing.
[00:20:52.921 --> 00:21:05.407]  I mean, it's amazing that two years ago I was on the couch and couldn't even tie my shoes and now I'm training with MMA fighters and just doing stuff that I never thought that I would be doing ever again.
[00:21:05.667 --> 00:21:07.528]  So, Supermail Vitality has
[00:21:08.408 --> 00:21:08.929]  I don't know.
[00:21:18.700 --> 00:21:19.140]  You'll love it.
[00:22:03.070 --> 00:22:12.437]  Bottom line folks, you want to discover the power of super male vitality and super female vitality for yourself by visiting InfoWarsLife.com today or by calling toll free 888-253-3139.
[00:22:17.489 --> 00:22:18.009]  Welcome back.
[00:22:18.249 --> 00:22:24.951]  We're going to talk to the lawyer, the man arrested in Michigan, for passing out literature in front of a courthouse.
[00:22:25.291 --> 00:22:31.533]  You would think that might be First Amendment, but it got the ire of the judge because it was about jury nullification.
[00:22:31.773 --> 00:22:36.214]  Joining us now is Dave Coleman, the attorney of the accused, Keith Wood.
[00:22:36.674 --> 00:22:39.475]  He is with the Coleman Legal Group in Lansing, Michigan.
[00:22:39.515 --> 00:22:41.055]  Thank you so much for joining us, Mr. Coleman.
[00:22:42.096 --> 00:22:42.556]  My pleasure.
[00:22:42.596 --> 00:22:43.116]  Glad to be here.
[00:22:43.683 --> 00:22:47.484]  Tell us a little bit about your first reaction when you heard about this case.
[00:22:49.324 --> 00:22:50.885]  Well, it's quite surprising.
[00:22:50.905 --> 00:23:06.508]  You know, as an attorney, you hear lots of clients and lots of different things that are happening and you're always wondering if you're getting the whole story and the more we heard and the more the facts came out, it was just astounding to us what happened to this gentleman.
[00:23:06.848 --> 00:23:09.168]  Tell us the facts of the case, as you know them.
[00:23:10.829 --> 00:23:11.789]  Well, there was
[00:23:13.084 --> 00:23:20.670]  We had a trial, or I think a few trials, that were scheduled to start a week or so ago in Mecosta County.
[00:23:21.250 --> 00:23:33.239]  Our client had been reading literature and things online and got a hold of a flyer that talks about the rights of jurors and the rights to vote their conscience during trials.
[00:23:34.080 --> 00:23:38.724]  He decided that, well, I'm going to go and hand this out in front of the courthouse and
[00:23:39.713 --> 00:23:43.156]  Try to educate people and let them know what their rights are as jurors.
[00:23:43.616 --> 00:23:46.418]  And of course, he was just handing it out to anybody who was willing to take it.
[00:23:46.478 --> 00:23:50.361]  He didn't know if it was a juror or if it was just somebody working at the courthouse.
[00:23:50.401 --> 00:23:51.562]  He didn't know who it was.
[00:23:51.622 --> 00:23:53.343]  He was just handing out the information.
[00:23:54.304 --> 00:23:55.685]  So that's what he was there doing.
[00:23:56.245 --> 00:24:05.372]  And apparently a number of jurors did pick up the brochure as they were coming in and were sitting in the jury pool in the courtroom reading the brochure.
[00:24:06.414 --> 00:24:10.517]  And the judge asked about the brochure and didn't like what he saw in there.
[00:24:11.038 --> 00:24:12.439]  And so one thing led to another.
[00:24:12.459 --> 00:24:19.404]  There were a number of requests from a detective and a deputy sheriff.
[00:24:19.444 --> 00:24:22.346]  They were asking him to come into the courthouse to speak to the judge.
[00:24:23.007 --> 00:24:27.470]  He declined to do that, asked them if he was doing anything wrong, and they said no.
[00:24:27.590 --> 00:24:31.734]  And he said, well, I'd just like to stay here and hand out my flyers.
[00:24:31.834 --> 00:24:35.937]  And finally, the last time the deputy came out, he said to
[00:24:36.661 --> 00:24:42.244]  Our client, well, if you don't come in to speak to the judge, we're going to call the city police and have you arrested.
[00:24:42.965 --> 00:24:46.327]  He never said what for or anything else, but just threatened him with arrest.
[00:24:46.987 --> 00:24:49.969]  So at that point, our client obviously didn't want to get arrested.
[00:24:50.029 --> 00:24:50.649]  So he agreed.
[00:24:50.689 --> 00:24:54.252]  He went into the courthouse and into the hallway of the courthouse.
[00:24:55.292 --> 00:25:03.037]  And it was at that point, he actually was questioned by the prosecutor and the judge was there and the judge ordered.
[00:25:04.036 --> 00:25:13.137]  Um, the deputy sheriff to arrest him for jury tampering and the judge never spoke to our client or had any interaction with him and he was arrested.
[00:25:13.983 --> 00:25:25.591]  He stayed in jail all day, later in the afternoon they brought him in front of a magistrate who said a $150,000 bond for handing out a juror, a flyer, about your rights as jurors.
[00:25:25.851 --> 00:25:26.972]  It's unbelievable.
[00:25:27.392 --> 00:25:38.119]  Mr. Coleman, I seem to remember that we have a First Amendment about free speech, and then I also remember that we have prohibitions in the Bill of Rights about excessive bail and excessive fines.
[00:25:38.980 --> 00:25:40.881]  It's just unbelievable that a $150,000 bond would be posted.
[00:25:42.853 --> 00:25:45.233]  And remember, this was just a day or so before Thanksgiving.
[00:25:45.573 --> 00:25:45.874]  Wow.
[00:25:46.134 --> 00:25:51.795]  I think that the obvious intent was to make him stay in jail over the long weekend and miss Thanksgiving.
[00:25:52.175 --> 00:25:54.535]  And tell us about the defendant, Keith Woods.
[00:25:54.615 --> 00:25:56.495]  Give us a little bit of a background of him personally.
[00:25:57.336 --> 00:25:57.556]  Sure.
[00:25:57.576 --> 00:25:58.416]  He's a young father.
[00:25:58.456 --> 00:25:59.676]  He's in his late 30s.
[00:25:59.696 --> 00:26:00.716]  He has seven children.
[00:26:01.956 --> 00:26:07.377]  He has his own insurance brokerage business that he's been running for a couple of years now.
[00:26:07.397 --> 00:26:09.358]  He's not a wealthy person by any stretch.
[00:26:10.498 --> 00:26:11.198]  Former pastor, right?
[00:26:12.094 --> 00:26:22.776]  Right, former pastor, had moved into the Big Rapids area and just was interested, had heard about some cases that were going on.
[00:26:23.356 --> 00:26:36.899]  And there was a farmer, an Amish farmer up in Mecosta County who was being prosecuted for violating wetlands laws and I guess filling in an area of his property so he could grow crops.
[00:26:37.728 --> 00:26:39.770]  And then was being prosecuted for doing that.
[00:26:39.950 --> 00:26:43.653]  And so there were a number of people upset about that all through the community.
[00:26:44.094 --> 00:26:46.036]  And so that's what kind of got him interested in it.
[00:26:46.156 --> 00:26:54.223]  And he started... Again, yeah, it offends his basic sense of justice as a former pastor, as a father.
[00:26:54.263 --> 00:26:55.704]  He doesn't want to see this kind of stuff going on.
[00:26:56.145 --> 00:26:58.867]  But of course, there was nothing about that particular case in this pamphlet.
[00:26:59.248 --> 00:27:00.689]  I've got the pamphlet right here.
