[00:00:00.589 --> 00:00:05.754]  You're listening to The Alex Jones Show.
[00:04:06.325 --> 00:04:07.465]  This is a treaty.
[00:04:07.505 --> 00:04:11.067]  So the first thing they do is lie about it being a treaty so they don't have to get the votes.
[00:04:11.467 --> 00:04:12.747]  Senator Sessions has seen this.
[00:04:12.787 --> 00:04:14.708]  He's written a very scathing letter.
[00:04:14.728 --> 00:04:17.469]  We're going to talk about that in detail in the next segment.
[00:04:17.809 --> 00:04:20.050]  Alex Jones is going to be co-hosting with us throughout this hour.
[00:04:20.090 --> 00:04:24.232]  He's going to be talking about this particular instance with the State Department.
[00:04:24.312 --> 00:04:31.237]  This is essentially, according to the NRA, they're saying that this is a gag order on firearms related speech.
[00:04:31.998 --> 00:04:38.163]  In other words, they're going to come after you with some pretty heavy, very draconian penalties if you start putting out
[00:04:39.028 --> 00:04:41.411]  Publications, technical publications about firearms.
[00:04:41.451 --> 00:04:44.614]  And of course, this could be extended to anything.
[00:04:45.055 --> 00:04:49.139]  This is a way of destroying the Second Amendment using the First Amendment.
[00:04:49.580 --> 00:04:53.464]  And these are regulations that are being passed by the State Department.
[00:04:53.664 --> 00:04:54.105]  Stay with us.
[00:04:54.165 --> 00:04:56.247]  In the next segment, Alex Jones is going to break this down.
[00:04:56.267 --> 00:04:56.708]  Be right back.
[00:05:08.683 --> 00:05:11.465]  Today's top stories for June 5, 2015.
[00:05:11.685 --> 00:05:15.508]  TPP begins to unravel as Obama launches final push for votes.
[00:05:15.788 --> 00:05:34.182]  Article by Paul Joseph Watson, the Trans-Pacific Partnership trade package is beginning to unravel, with more prominent voices slamming President Obama and the Republican leadership over the secretive deal that threatens to cost American jobs and hand big corporations new powers that would violate national sovereignty.
[00:05:34.342 --> 00:05:35.303]  Hunting for hackers.
[00:05:35.523 --> 00:05:38.445]  NSA secretly expands internet spying at U.S.
[00:05:38.585 --> 00:05:39.005]  border.
[00:05:39.185 --> 00:05:51.072]  Article by New York Times, without public notice or debate, the Obama administration has expanded the NSA's warrantless surveillance of Americans' international internet traffic according to a classified NSA document.
[00:05:51.272 --> 00:06:04.886]  In mid-2012, Justice Department lawyers wrote two secret memos permitting the spy agency to begin hunting on internet cables without a warrant and on American soil for data linked to computer intrusions originating abroad.
[00:06:05.107 --> 00:06:07.569]  You can find more reports like this at InfoWars.com.
[00:06:13.803 --> 00:06:17.245]  It was easier to control a million people, literally.
[00:06:17.665 --> 00:06:25.528]  It was easier to control a million people than physically to kill a million people.
[00:06:25.608 --> 00:06:31.431]  Today, it is infinitely easier to kill a million people than to control.
[00:06:40.603 --> 00:06:41.884]  The answer to 1984 is 1776.
[00:06:42.004 --> 00:06:43.906]  You're listening to The Alex Jones Show.
[00:07:09.071 --> 00:07:15.154]  Ladies and gentlemen, it is Sunday, the 7th day of June 2015.
[00:07:15.774 --> 00:07:24.919]  This is an emergency report dealing not just with the Second Amendment, but with every basic human liberty that is now under open, naked attack.
[00:07:25.739 --> 00:07:28.760]  Again, ladies and gentlemen, this is a live radio broadcast.
[00:07:29.281 --> 00:07:39.165]  We're going to be throwing it in a moment to David Knight, who is live in studio in Austin, Texas, co-hosting with me the Sunday syndicated transmission.
[00:07:39.545 --> 00:07:52.551]  We'll also post this emergency alert to YouTube as well, and we're begging everyone out there to please go to InfoWars.com, click on the article, go to the NRA website and see this for yourself.
[00:07:53.431 --> 00:08:01.435]  Remember last year, Cody Wilson, fellow Austinite, developed a 3D printable gun.
[00:08:01.455 --> 00:08:03.396]  An AR-15.
[00:08:03.736 --> 00:08:13.761]  And the Feds came after him and said, you can't put a file out, just digital information on how to build that, or we're going to indict you.
[00:08:14.101 --> 00:08:14.902]  And we warned then.
[00:08:15.760 --> 00:08:28.911]  That the Feds were going to claim that basically any type of written information about reloading, about how to fix any type of firearm, you name it, would be basically seen as the anarchist cookbook, and that information itself was terrorist.
[00:08:29.251 --> 00:08:30.512]  This is prior restraint.
[00:08:31.733 --> 00:08:43.222]  Well, now the NRA, who's very conservative and always very slow to act, has come out from their hill contacts, and Obama's promised a raft of executive powers outside of law to restrict the Second Amendment,
[00:08:44.033 --> 00:08:54.469]  They've now come out, stories on Infowars.com, and announced they're coming after the Second Amendment, not just with ammo restrictions, not just with the attempt that they've been announcing to ban some of the 5.56 ammo.
[00:08:56.897 --> 00:09:05.983]  But no, now they're saying they're going after the literature, everything, and that you'll have to get permission before you communicate about guns, period, on the internet.
[00:09:06.223 --> 00:09:20.512]  They've also announced in two different congressional hearings that they want to bring back the quote, Fairness Doctrine, kind of like the USA Freedom Act, it's a horrible name, it's very Orwellian, the Fairness Doctrine to not let people on talk radio or print actually say their political views.
[00:09:21.420 --> 00:09:22.340]  You're like, that'll never happen.
[00:09:22.560 --> 00:09:27.722]  Really, until 1987, when Bruce Fine, head counsel of the FCC, got rid of it.
[00:09:29.242 --> 00:09:30.102]  Our guest Bruce Fine.
[00:09:30.222 --> 00:09:34.043]  Until that was done, talk radio didn't even exist.
[00:09:35.083 --> 00:09:36.124]  So we're going into this.
[00:09:36.144 --> 00:09:38.484]  The internet kill switch, the FCC takeover of the web.
[00:09:39.244 --> 00:09:42.605]  They've had Zuckerberg, Facebook meeting with the Communist Chinese in the U.S.
[00:09:42.625 --> 00:09:43.165]  on how to do this.
[00:09:43.665 --> 00:09:44.826]  It's in the TPP.
[00:09:44.906 --> 00:09:45.866]  That part's been leaked.
[00:09:48.103 --> 00:09:50.244]  The borders are open without any type of law.
[00:09:50.644 --> 00:09:52.645]  The power plants are being shut off outside of law.
[00:09:53.085 --> 00:09:54.406]  They're just power-grabbing.
[00:09:54.446 --> 00:09:57.767]  Michelle Obama tells our kids what to eat in schools outside of law.
[00:09:58.527 --> 00:10:01.389]  And if the schools don't follow it, they're fined outside of law.
[00:10:01.889 --> 00:10:03.590]  They just do whatever they want.
[00:10:03.790 --> 00:10:05.751]  Here's the article on Infowars.com.
[00:10:06.171 --> 00:10:07.472]  Absolutely critically important.
[00:10:07.872 --> 00:10:13.855]  NRA, gun blogs, videos, web forums threatened by new Obama regulation.
[00:10:14.620 --> 00:10:22.002]  When you read the article by the Washington Examiner, it links to the NRA story at the NRA website.
[00:10:22.583 --> 00:10:29.765]  Breaking it down to the announcement, June 3rd, took us four or five days to find out about this, Federal Register.
[00:10:31.460 --> 00:10:34.643]  And that is where they are announcing it.
[00:10:34.663 --> 00:10:39.986]  So they just publish things in the Federal Register, they just do whatever they want in everyone's face.
[00:10:40.347 --> 00:10:47.652]  But notice, if you go to Infowars.com, or even mainstream media websites, it's the same story over and over again.
[00:10:48.293 --> 00:10:51.495]  Rand Paul demands White House release trade deal text immediately.
[00:10:52.275 --> 00:10:52.456]  See?
[00:10:52.476 --> 00:10:54.417]  Again, dictatorial, centralized power.
[00:10:55.338 --> 00:10:56.799]  Outside of law, just doing whatever they want.
[00:10:57.975 --> 00:11:00.657]  And thank God, Rand Paul is saying, no, you must release it.
[00:11:00.757 --> 00:11:01.498]  I demand you do it.
[00:11:01.538 --> 00:11:02.959]  That's what a statesman would do.
[00:11:03.059 --> 00:11:04.560]  No one else even dares do that.
[00:11:05.601 --> 00:11:07.183]  Obama on his amnesty.
[00:11:08.143 --> 00:11:09.444]  The law is on our side.
[00:11:10.505 --> 00:11:12.227]  When he said he, quote, changed the law.
[00:11:13.868 --> 00:11:16.190]  No, Congress never passed the amnesty.
[00:11:16.230 --> 00:11:17.511]  He's done it by executive fiat.
[00:11:18.152 --> 00:11:21.835]  So it's more deception over and over and over again.
[00:11:22.535 --> 00:11:23.236]  Let's continue.
[00:11:24.585 --> 00:11:37.411]  Now, Joint Chiefs Chairman Dempsey says Putin intends to undermine Ukraine and NATO when clearly, you can say what you want about Russian corruption, it's certainly there, the West is on their border messing with them.
[00:11:38.871 --> 00:11:46.375]  So again, it's all part of this lawlessness, all part of this recklessness by the elite we have here.
[00:11:48.163 --> 00:11:53.967]  Obama has previously promised at least 16 different initiatives to go after the Second Amendment.
[00:11:55.067 --> 00:12:05.354]  They're now saying they're just going to put anybody who's ever been to a psychologist, basically, and ever claimed insurance on it, they're going to claim you have a disability and restrict buying guns, then they're going to make you turn them in.
[00:12:06.234 --> 00:12:10.557]  This is already being selectively tested in states like California and New York.
[00:12:11.098 --> 00:12:16.221]  So the establishment is making their move to sew up the United States and consolidate total control.
[00:12:17.413 --> 00:12:33.982]  If people don't get upset about this outrageous move that the Feds are now saying in a comment period, oh yeah, we're getting ready to... I mean, if you go to Barnes & Noble, it's reloading magazines, designs of guns, how to fix them.
[00:12:34.402 --> 00:12:36.363]  They're saying, no, no, no, you can't have those.
[00:12:36.983 --> 00:12:43.727]  And I remember the old-timers always saying, when they start going after gun manuals, when they start going after gun technicals, when they start trying to restrict that,
[00:12:44.267 --> 00:12:46.368]  Get ready, they're coming after the guns in general.
[00:12:46.548 --> 00:12:49.170]  They're trying to kill the Second Amendment, right to keep bare arms.
[00:12:49.470 --> 00:12:53.352]  Culture, I'm going to throw it now live to David Knight in the studio.
[00:12:53.632 --> 00:13:00.255]  And I'm going to be back at the bottom of the hour with a very important message and information on the agenda of Bilderberg 2015.
[00:13:00.976 --> 00:13:04.778]  Then I'll be back at the end to get more into TPP.
[00:13:05.258 --> 00:13:06.739]  But all of this connects together.
[00:13:06.859 --> 00:13:13.222]  Centralized dictatorial power, where arbitrary, tyrannical groups can do whatever they want, whenever they want.
[00:13:13.522 --> 00:13:18.166]  All right, we take you now to the Infowars.com news studios and David Knight.
[00:13:19.388 --> 00:13:28.356]  And that article that Alex was talking about on Infowars.com is the NRA says that gun blogs, videos, web forums are threatened by new Obama regulation.
[00:13:28.376 --> 00:13:33.821]  They say gunsmiths, manufacturers, reloaders, do-it-yourselfers could all find themselves muzzled.
[00:13:34.361 --> 00:13:35.102]  And here's the deal.
[00:13:35.743 --> 00:13:39.006]  This is all regulations being put out by the State Department.
[00:13:39.546 --> 00:13:42.729]  Regulations that would govern international arms sales, they say.
[00:13:42.789 --> 00:13:50.295]  So because this is something that's going across international lines, and because of course the internet is international, they would come after the internet.
[00:13:50.795 --> 00:13:58.601]  They say that any technical violations of this, people would face up to 1 million dollars and 20 years in jail.
[00:13:58.641 --> 00:14:00.603]  That's how draconian these regulations are.
[00:14:01.283 --> 00:14:04.565]  Think about how they're coming after us just in this one area.
[00:14:05.045 --> 00:14:06.125]  Look at the U.N.
[00:14:06.305 --> 00:14:07.426]  Arms Trade Treaty.
[00:14:07.986 --> 00:14:10.147]  Look at the Trans-Pacific Partnership.
[00:14:10.547 --> 00:14:15.489]  These are all things that can be used to stifle, to control firearms.
[00:14:15.970 --> 00:14:24.133]  We also have the FCC and the State Department then coming after the Internet, after free speech, after technical information.
[00:14:24.654 --> 00:14:25.934]  Understand that the U.N.
[00:14:25.994 --> 00:14:27.535]  Arms Trade Treaty, they put that together
[00:14:28.175 --> 00:14:35.686]  It was admitted by the New York Times that Fast and Furious was a false flag attack designed to discredit the Second Amendment.
[00:14:35.706 --> 00:14:38.610]  And of course, what did Faults of Fast and Furious involve?
[00:14:39.130 --> 00:14:43.056]  It involved shipping arms across the border between the United States and Mexico.
[00:14:43.676 --> 00:14:47.940]  That was supposed to justify the UN Arms Trade Treaty for the American people.
[00:14:47.980 --> 00:14:49.281]  That was going to be their false flag.
[00:14:49.701 --> 00:14:56.967]  Instead, when a federal agent got killed in this and it blew up in their face, that was discredited.
[00:14:57.287 --> 00:14:59.769]  So they have tried to push this through in various ways.
[00:15:00.269 --> 00:15:07.815]  Many people believe that they will push it through, perhaps might be part of these trade partnerships, the Transatlantic, the Trans-Pacific partnerships.
[00:15:08.196 --> 00:15:18.764]  That might include restrictions on it that they would then use to say, well, since we have to track the flow of firearms across borders by treaty, that means we have to get all this
[00:15:19.545 --> 00:15:22.408]  information about you, about your firearms.
[00:15:22.889 --> 00:15:27.353]  We have to create this database so that we can do our work and enforce this treaty.
[00:15:27.394 --> 00:15:29.876]  That's the rationale that they would use for that.
[00:15:30.177 --> 00:15:35.562]  Now, of course, if this isn't in the Trans-Pacific or Trans-Atlantic partnerships, understand
[00:15:36.323 --> 00:15:39.405]  That it can be added after these things have been passed.
[00:15:39.965 --> 00:15:44.248]  That's one of the things that's so outrageous about these partnership agreements.
[00:15:44.668 --> 00:15:58.616]  Is that we cannot only not see it before it's passed, that the elected representatives of ours cannot modify it or amend it, but that it will be easily amended without any input from the Congress after it is passed.
[00:15:58.656 --> 00:16:01.398]  We have to pass it so that they can change it.
[00:16:01.578 --> 00:16:02.721]  Stay with us, we're going to be right back.
[00:16:02.741 --> 00:16:08.854]  We're going to talk about Bilderberg as the root of these Trans-Pacific, Trans-Atlantic partnerships.
[00:16:09.970 --> 00:16:14.733]  Alex Jones here with InfoWarsLive.com Consumer Alert Report.
[00:16:15.133 --> 00:16:22.178]  Many of you are aware that around the world most populations are woefully deficient in clean forms of iodine.
[00:16:22.458 --> 00:16:30.243]  The good news is our listeners over the past two years tried X2 nascent iodine and experienced it for themselves.
[00:16:30.543 --> 00:16:31.524]  The bad news is
[00:16:31.864 --> 00:16:39.151]  For the first time in more than a year, supplies at Infowarslife.com of Survival Shield X2 Nascent Iodine are running low.
[00:16:39.552 --> 00:16:43.956]  But what's even more serious is the supply of these Deep Earth Crystals.
[00:16:44.357 --> 00:16:51.524]  That exclusive 999 pure source is proprietary and only available to Infowarslife.com.
[00:16:51.724 --> 00:16:54.627]  And that supply is running low and is in question.
[00:16:54.827 --> 00:17:01.532]  That's why it's more important than ever to secure your current and longtime supply of Survival Shield Nascent Iodine X2 today.
[00:17:01.812 --> 00:17:05.815]  Available exclusively at InfoWarsLife.com or by calling toll-free 888-253-3139.
[00:17:09.781 --> 00:17:29.351]  Ladies and gentlemen, you haven't really ever heard firearms manufacturers as sponsors on my syndicated radio show, or the Nightly News, or the news website, InfoWars.com, because the companies I've been approached by were not the highest quality, and they weren't as affordable as they should be, so I refused probably 30, 40 firearms manufacturers over the years.
[00:17:29.511 --> 00:17:29.931]  Well then,
[00:17:30.271 --> 00:17:33.935]  About six months ago, we get contacted by Head Down Firearms.
[00:17:34.336 --> 00:17:35.577]  hdfirearms.com.
[00:17:35.878 --> 00:17:39.081]  Owned and run by a bunch of former Navy SEALs, Special Ops people.
[00:17:39.201 --> 00:17:44.087]  They're veterans, they're patriots, they're listeners of the radio show, and they want to support the broadcast.
[00:17:44.307 --> 00:17:45.048]  It's always about security.
[00:17:45.128 --> 00:17:45.528]  I think so.
[00:18:09.802 --> 00:18:16.748]  For all of recorded history, civilizations around the world praised the health benefits of silver.
[00:18:17.008 --> 00:18:26.456]  At InfoWarsLife, our mission is to bring you the highest quality, purest, cleanest, effective colloidal silver on the market today for the lowest price available.
[00:18:26.696 --> 00:18:33.582]  Now, InfoWarsLife.com has taken colloidal silver to the next level using a cutting-edge technique that is free of toxic artificial additives.
[00:18:34.042 --> 00:18:41.508]  Infowarslife.com developed Silver Bullet by closely working with one of the top silver manufacturing labs in the United States.
[00:18:41.868 --> 00:18:45.191]  We set out to bring you the very best at the lowest price.
[00:18:45.571 --> 00:18:50.315]  Find out more about the proprietary development of Silver Bullet at Infowarslife.com.
[00:18:50.535 --> 00:18:54.599]  In these times, it's essential to have high-quality, loyal silver on hand.
[00:18:54.959 --> 00:18:58.041]  No survival chest is complete without Silver Bullet.
[00:18:58.061 --> 00:19:01.004]  Exclusively available at Infowarslife.com.
[00:19:01.104 --> 00:19:02.585]  Secure your Silver Bullet today.
[00:19:02.845 --> 00:19:05.432]  At Infowarslife.com or by calling toll-free 888-253-3139.
[00:19:09.509 --> 00:19:14.532]  Introducing Secret 12, the new InfoWarsLife vitamin B12 formulation.
[00:19:14.652 --> 00:19:20.535]  Secret 12 is a binary of nutrimedical grade, bioavailable coenzyme forms of B12.
[00:19:20.775 --> 00:19:25.357]  Methylcobalamin, the same kind used in B12 injections, and adenosylcobalamin.
[00:19:25.557 --> 00:19:28.919]  Secret 12 is simply taken by mouth, right on the tongue, and then swallowed.
[00:19:29.139 --> 00:19:30.720]  No needles, no injections.
[00:19:31.100 --> 00:19:36.243]  Secure your revolutionary Secret 12 formula right now at InfoWarsLife.com or call 888-253-3139.
[00:19:39.364 --> 00:19:39.984]  Alex Jones here.
[00:19:40.365 --> 00:19:49.409]  For the last two years, I've been working with top doctors, nutritionists, and chemists to design a nutraceutical formulation that has truly life-changing health benefits.
[00:19:49.649 --> 00:19:53.131]  Introducing the all-new Ancient Defense Herbal Immunity Blend.
[00:19:53.451 --> 00:20:01.455]  Experience the benefits of combining over 14 ancient herbs and extracts with exciting new advances in nutraceutical science.
[00:20:01.795 --> 00:20:04.077]  Visit Infowarslife.com or call 1-888-253-3139.
[00:20:04.097 --> 00:20:05.137]  That's Infowarslife.com.
[00:20:12.401 --> 00:20:20.289]  You're listening to the Alex Jones Show.
[00:20:22.492 --> 00:20:30.220]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[00:20:36.969 --> 00:20:53.490]  Welcome back to the Alex Jones Show, I'm David Nye and I'm co-hosting today with Alex Jones in the last segment he was talking about the new firearms regulations that the NRA has pointed out the State Department is trying to make law that would essentially restrict not only the Second Amendment but also the First Amendment.
[00:20:54.091 --> 00:20:56.393]  Putting in penalties up to 20 years in prison.
[00:20:57.094 --> 00:21:02.879]  One million dollar fines because you publish technical details about firearms or other things.
[00:21:03.459 --> 00:21:16.110]  In the past what they have done is they gave an exclusion to things that were in the public domain and so it begs the question as to how they are going to define that and it's a very complicated discussion there but the NRA is concerned about it.
[00:21:16.130 --> 00:21:17.331]  We should all be concerned about this.
[00:21:17.851 --> 00:21:32.977]  We have seen multiple ways that this administration and of course the one before it is coming after the internet freedoms that we enjoy as well as our international sovereignty is now on the line just as we saw with the
[00:21:33.957 --> 00:21:35.438]  Implementation of NAFTA.
[00:21:35.859 --> 00:21:39.442]  It was very important for them to get that done under a Democrat president.
[00:21:39.522 --> 00:21:40.723]  They got it done under Clinton.
[00:21:41.343 --> 00:21:58.257]  It's very important for them to get this done under Obama, because so many people who will just march in lockstep behind that, the camp followers of the Democratic Party, who might be concerned about this, because on the surface it looks like, and this is the way they're selling it on the surface, to get it
[00:21:58.857 --> 00:21:59.137]  I think?
[00:22:17.981 --> 00:22:18.461]  I don't
[00:22:37.521 --> 00:22:41.543]  Who are traveling now on their way to Bilderberg coming up this next week.
[00:22:41.583 --> 00:22:49.666]  We have Paul Joseph Watson, Rob Dew, Josh Owens are all going to be in Austria this next week covering the Bilderberg group.
[00:22:49.786 --> 00:22:53.608]  Something that for many decades they pretended did not even exist.
[00:22:53.688 --> 00:22:54.808]  Well into the 90s.
[00:22:55.228 --> 00:22:59.530]  If you talked about Bilderberg you were laughed at as being a conspiracy theorist.
[00:22:59.890 --> 00:23:02.832]  We now know that Bilderberg, going back to
[00:23:04.005 --> 00:23:05.325]  It's very beginning.
[00:23:05.386 --> 00:23:12.188]  The very first few meetings they were working on creating a European Union and a Euro currency.
[00:23:12.868 --> 00:23:19.971]  That's the way they move to global governance is through this gradual process that is going on there.
[00:23:20.011 --> 00:23:22.412]  Now we're in the later stages of consolidation.
[00:23:22.912 --> 00:23:25.093]  Some of these organizations have been exposed.
[00:23:25.553 --> 00:23:30.595]  We're going to be following who is showing up at the Bilderberg conference, but of course right now
[00:23:31.215 --> 00:23:36.746]  In Austria, not too far from where the Bilderberg Conference is going to be held, they have the G7 meetings going on.
[00:23:36.786 --> 00:23:42.698]  And the people that are there are very concerned about the Transatlantic Partnership, the TTIP.
[00:23:44.028 --> 00:23:56.817]  The protesters at the G7 Summit in Garmisch, Austria, in Bavaria, are upset about what they see as being a sellout, rightfully so, a sellout of sovereignty.
[00:23:56.877 --> 00:23:57.477]  Here's some of the quotes.
[00:23:57.497 --> 00:24:00.179]  This is a story on The Guardian by Charlie Skelton.
[00:24:00.199 --> 00:24:04.081]  Of course, he is the one who covers Bilderberg for The Guardian.
[00:24:04.122 --> 00:24:05.903]  We saw him there last year in Copenhagen.
[00:24:06.583 --> 00:24:07.584]  A very good writer.
[00:24:07.884 --> 00:24:17.950]  This is what he says, he says, a helicopter came and hovered directly over us for about five minutes, presumably because they thought someone on the march had brought along a thermonuclear device.
[00:24:17.990 --> 00:24:23.413]  He says, they're talking about this being the largest police operation in the history of Bavaria.
[00:24:23.653 --> 00:24:24.793]  He said it was too loud to speak.
[00:24:25.054 --> 00:24:32.598]  He said there were so many helicopters hovering over us right now, he says, I keep expecting to hear Riot of the Valkyries referring to Apocalypse Now.
[00:24:32.898 --> 00:24:35.038]  I don't know exactly what they're all doing up there.
[00:24:35.058 --> 00:24:37.079]  I hope they're trying to avoid each other.
[00:24:37.619 --> 00:24:44.101]  And then he quotes a journalist from Der Spiegel, says that it is the largest police operation in the history of Bavaria.
[00:24:44.261 --> 00:24:50.362]  And he goes on to say, such a huge display of power like this, I'm afraid people feel that it's a provocation.
[00:24:50.902 --> 00:24:51.582]  Precisely.
[00:24:51.642 --> 00:24:54.943]  That's exactly what it is when they put up a massive police presence.
[00:24:54.983 --> 00:24:59.064]  If you look at that picture on there, if you pull that picture up for the article, you can see a few protesters
[00:24:59.964 --> 00:25:03.906]  Flanked by an army of cops escorting them as they're marching.
[00:25:03.946 --> 00:25:06.327]  And so, Skelton goes on and says, it feels a bit weird.
[00:25:06.867 --> 00:25:10.549]  There could not actually be any more police in Garmisch than there are right now.
[00:25:10.929 --> 00:25:11.809]  There wouldn't be room.
[00:25:12.209 --> 00:25:14.310]  He says there's traffic jams of police vehicles.
[00:25:14.470 --> 00:25:20.573]  Every spare inch of tarmac has been commandeered for police coaches, riot vans, operations trucks.
[00:25:20.593 --> 00:25:25.335]  The only cars on the road that aren't police cars are being driven by Plains Cove policemen.
[00:25:25.655 --> 00:25:28.137]  And he goes on to say, it's a show of political power.
[00:25:28.177 --> 00:25:30.278]  This is a 16-year-old student who is wide awake.
[00:25:30.498 --> 00:25:36.001]  He said, this is a show of political power, but it is also a suppression of political protest.
[00:25:36.402 --> 00:25:42.806]  People have been stopped at checkpoints for so long, for hours at a time, that it's really difficult simply to show up here.
[00:25:43.266 --> 00:25:47.048]  But that's all that we can do in this situation is to show up.
[00:25:47.849 --> 00:25:49.890]  Essentially, that's what Bilderberg is about.
[00:25:50.170 --> 00:25:51.591]  We can't get into the meetings.
[00:25:51.631 --> 00:25:52.091]  They hide it.
[00:25:52.131 --> 00:25:53.873]  They keep it in secret, just like they do the G7.
[00:25:55.459 --> 00:26:04.925]  Unlike the G7, where you've got heads of state meeting, we have heads of state, we have corporations meeting, we have intelligence agencies meeting, and build-a-merg like they have for decades.
[00:26:04.965 --> 00:26:08.448]  And of course, we're not allowed to see what happens there.
[00:26:08.468 --> 00:26:11.950]  The best we can do is try to ascertain who is there.
[00:26:12.050 --> 00:26:15.212]  In the last year or so, they have published an agenda, but we don't know if that's true.
[00:26:15.753 --> 00:26:16.893]  We have no way to verify that.
[00:26:16.994 --> 00:26:18.334]  We just have to take their word for it.
[00:26:19.315 --> 00:26:24.337]  But then, Skelton goes on to ask in his article, he says, but what made this 16-year-old show up today?
[00:26:24.357 --> 00:26:29.859]  And the 16-year-old said, it's the TTIP, that's the European version, the Transatlantic Partnership.
