[00:00:03.237 --> 00:00:05.138]  We're live.
[00:01:48.867 --> 00:01:57.010]  And I talked to a lot of special forces people on and off air, including today, and they said, yeah, none of this makes any sense.
[00:01:57.010 --> 00:02:04.033]  And the West is on record funding the rebels with even heavy weapons like tanks, heat-seeking missiles, you name it.
[00:02:04.033 --> 00:02:05.274]  So this is really incredible.
[00:02:05.274 --> 00:02:10.916]  BBC News admits they put out a fake photo
[00:02:12.094 --> 00:02:16.700]  From a real massacre Saddam had been involved in from 2003.
[00:02:16.700 --> 00:02:22.948]  But they lied and said these were the thousands dead from Assad when it looks like max it was a hundred.
[00:02:22.948 --> 00:02:31.318]  The Obama administration claims to be fighting ISIS while plenty of evidence shows the Obama administration has long supported ISIS.
[00:02:31.658 --> 00:02:34.841]  Now the hornet's nest is stirring in Obama's inner circle.
[00:02:34.841 --> 00:02:49.277]  The Guardian reports Barack Obama's intelligence chief James Clapper is said to be in frequent and unusual contact with a military intelligence officer at the center of a growing scandal over rosy portrayals of the war against the Islamic State.
[00:02:49.517 --> 00:02:55.803]  James Clapper, the Director of National Intelligence, is said to talk nearly every day with the head of U.S.
[00:02:55.803 --> 00:03:04.291]  Central Command's Intelligence Wing, Army Brigadier General Stephen Grove, which is highly unusual, according to a former intelligence official.
[00:03:04.491 --> 00:03:10.194]  Grove is said to be implicated in a Pentagon inquiry into manipulated war intelligence.
[00:03:10.194 --> 00:03:15.697]  The Daily Beast recently reported, more than 50 intelligence analysts working out of the U.S.
[00:03:15.697 --> 00:03:25.423]  Military Central Command have formally complained that their reports on ISIS and al-Qaeda's branch in Syria were being inappropriately altered by senior officials.
[00:03:25.783 --> 00:03:36.051]  One of the key aspects of the policy-making process in the United States is that analysts get to say what they think without any interference, without anybody changing it.
[00:03:36.051 --> 00:03:38.652]  So this is a very, very serious charge.
[00:03:38.652 --> 00:03:40.474]  I think it needs to be fully investigated.
[00:03:41.114 --> 00:03:49.763]  And if there is truth that somebody has been meddling with their analysis, I think somebody needs to lose their job over it.
[00:03:49.763 --> 00:03:58.352]  It appears the giant lie 9-11 victim FBI Al Qaeda expert John O'Neill tried to expose is finally caving in on itself.
[00:03:58.732 --> 00:04:13.920]  Now, hundreds of Iranian soldiers have been sent to Syria in an effort to help Russia defend the Al-Assad government, according to the Israeli media, rendering the Obama administration's sole purpose for truly being in Syria pointless.
[00:04:13.920 --> 00:04:23.605]  Ynet News, the English-language Israeli news website, reports that Soleimani, commander of Iran's elite Quds Force, is cooperating with Russia.
[00:04:23.965 --> 00:04:38.329]  An Israeli military source told Ynet, Iran's stepped up military involvement in Syria is due to Assad's crisis and under Russian-Iranian cooperation as a result of a meeting between Soleimani with Russian President Vladimir Putin.
[00:04:38.329 --> 00:04:41.390]  This claim has not yet been independently verified.
[00:04:41.390 --> 00:04:51.373]  It's hard to forecast whether Russia's presence will decide the fate of Syria, but it will lengthen the fighting and bloodletting for at least another year because ISIS won't give up, the source said.
[00:04:51.373 --> 00:04:53.294]  John Bowne for InfoWars.com.
[00:04:59.153 --> 00:05:06.915]  Over the weekend, the Obama administration dropped its original plans to create a website to rate colleges, and instead released all the collected information to the public.
[00:05:06.915 --> 00:05:11.636]  The rating system received relentless opposition from colleges, universities, Democrats and Republicans alike.
[00:05:11.636 --> 00:05:12.737]  Why is that, you ask?
[00:05:12.737 --> 00:05:17.898]  Colleges and universities already receive more than three times the amount of what students are paying in tuition.
[00:05:17.898 --> 00:05:23.479]  That's about $180 billion a year coming from grants, tax breaks, work-study funds, and student loans.
[00:05:23.479 --> 00:05:25.340]  And you know how liberals love their free money.
[00:05:25.640 --> 00:05:33.143]  Another interesting fact is that the Department of Education was given access to graduates' tax records so they could post how much students are making after graduation.
[00:05:33.143 --> 00:05:43.167]  This opens up a whole new level of personal and financial information that could be hacked, like we saw back in June when the Office of Personal Management was hacked by the Chinese to get the personal data of 4 million government employees.
[00:05:43.467 --> 00:05:49.409]  On top of that, the information provided by this new study shows that most people are better off getting a job out of high school than going to college.
[00:05:49.409 --> 00:05:52.090]  Rob Dew reporting for InfoWars.com and InfoWars Nightly News.
[00:05:52.090 --> 00:05:55.451]  Be sure to join us this Wednesday, September 16th for Operation Money Bomb.
[00:05:55.451 --> 00:05:58.532]  You can find more information at InfoWars.com forward slash money bomb.
[00:05:58.952 --> 00:06:04.095]  Introducing Secret 12, the new InfoWarsLife vitamin B12 formulation.
[00:06:04.095 --> 00:06:10.198]  Secret 12 is a binary of nutrimedical grade bioavailable coenzyme forms of B12.
[00:06:10.198 --> 00:06:14.980]  Methylcobalamin, the same kind used in B12 injections, and adenosylcobalamin.
[00:06:14.980 --> 00:06:18.562]  Secret 12 is simply taken by mouth, right on the tongue, and then swallowed.
[00:06:18.562 --> 00:06:20.543]  No needles, no injections.
[00:06:20.543 --> 00:06:25.145]  Secure your revolutionary Secret 12 formula right now at InfoWarsLife.com or call 888-253-3139.
[00:06:28.867 --> 00:06:33.250]  Use since before the days of the Roman Empire to support the body's natural systems.
[00:06:33.250 --> 00:06:37.393]  Introducing the new Infowarslife.com oil of oregano formulation.
[00:06:37.393 --> 00:06:42.336]  We have now procured the most high quality and potent forms of oregano oil on the market.
[00:06:42.336 --> 00:06:46.999]  Extracted directly from the wild herb and sealed in easy to use capsules.
[00:06:46.999 --> 00:06:50.482]  You will no longer need to endure the burning of liquid oregano on the tongue.
[00:06:50.482 --> 00:06:53.944]  Now available in our limited first run at Infowarslife.com.
[00:06:53.944 --> 00:06:55.765]  That's Infowarslife.com or call 888-253-3139.
[00:06:58.767 --> 00:07:00.028]  Another major health threat.
[00:07:00.028 --> 00:07:04.990]  This one in Toledo, Ohio, where everybody in the entire city has been told not to drink the water.
[00:07:04.990 --> 00:07:07.691]  Ohio's governor declaring a state of emergency.
[00:07:07.691 --> 00:07:14.715]  Did you know that the average person uses about 80 to 100 gallons of water at home every single day?
[00:07:14.715 --> 00:07:17.736]  If there's a water emergency, will you be prepared?
[00:07:17.736 --> 00:07:20.678]  Panicked residents forming long lines throughout the day.
[00:07:20.678 --> 00:07:22.679]  We're here at a supermarket in Toledo.
[00:07:22.679 --> 00:07:25.540]  You can see the shelves empty where water once was.
[00:07:25.640 --> 00:07:31.323]  To stay safe and healthy during a crisis, you must have access to safe, clean water.
[00:07:31.323 --> 00:07:34.845]  Water which will not be available at your local grocery store.
[00:07:34.845 --> 00:07:37.926]  There's a mad dash on right now to stock up on supplies.
[00:07:37.926 --> 00:07:45.250]  The ProPure Pro1 G2.0 Water Filtration System is a must-have for every modern, independently-minded household.
[00:07:45.250 --> 00:07:48.472]  Protect your family's safety during an emergency.
[00:07:48.472 --> 00:07:54.735]  Go to infowarsstore.com today to purchase your ProPure Pro1 G2.0 Water Filtration System.
[00:07:54.875 --> 00:07:56.036]  Or call 1-888-253-3139.
[00:07:56.036 --> 00:08:12.447]  Waging war on corruption.
[00:08:12.447 --> 00:08:21.333]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:08:21.333 --> 00:08:23.275]  There is a lot of things happening in the world.
[00:08:25.236 --> 00:08:32.022]  But if you turned on national television news here in the U.S., you would think it was Donald Trump visiting Dallas yesterday.
[00:08:32.022 --> 00:08:39.408]  Well, our own Joe Biggs was there covering it, and we've got some video of that with some of the highlights that will be developing.
[00:08:39.408 --> 00:08:49.196]  Donald Trump came out and basically hammered sanctuary cities, hammered the fact that we're giving all this free welfare to illegals, and said a lot of things that are, quite frankly, true.
[00:08:50.285 --> 00:09:01.371]  And he is now the major frontrunner, but of course, Dr. Carson is a close second, so Trump's been attacking him, which will only make Carson then go up in the polls.
[00:09:01.371 --> 00:09:04.813]  Similar to what the Democrats did, attacking Trump early on.
[00:09:04.813 --> 00:09:08.455]  Which is why Rand Paul doesn't want to be friends with the mainstream media.
[00:09:08.455 --> 00:09:11.337]  He wants them attacking him like he did in Kentucky.
[00:09:11.337 --> 00:09:14.319]  That's what got him in the Senate.
[00:09:14.319 --> 00:09:18.341]  And I'm oversimplifying politics here, but in this heated environment,
[00:09:19.451 --> 00:09:27.594]  This world climate of political systems that we've now entered, folks want to hear it brazenly put out.
[00:09:27.594 --> 00:09:34.517]  They want a populist message that rings with the people.
[00:09:34.517 --> 00:09:42.800]  We've got a clip of Miss South Carolina blast holes through anti-gun question when they ask her about gun violence.
[00:09:42.800 --> 00:09:46.082]  The answer is guns aren't committing the violence, people are.
[00:09:46.082 --> 00:09:48.983]  And the answer is getting mentally ill people and
[00:09:50.962 --> 00:09:55.704]  Folks that have been caught committing crimes, the answer is getting guns out of their hands is basically what she said.
[00:09:55.704 --> 00:09:57.225]  We'll play the clip coming up.
[00:09:57.225 --> 00:09:59.826]  And it was about education, not the gun itself.
[00:09:59.826 --> 00:10:02.467]  And she got a rousing applause.
[00:10:02.467 --> 00:10:04.708]  And the media was like, oh, it's shocking.
[00:10:04.708 --> 00:10:07.189]  The crowd supported her.
[00:10:07.189 --> 00:10:19.134]  Well, that's because the centralized government brainwashing cult system has gone too far.
[00:10:20.250 --> 00:10:33.194]  Because the public has been resisting its propaganda, because the public has been saying no to this political agenda.
[00:10:33.194 --> 00:10:37.695]  They simply increased it two or three times, what they were previously doing.
[00:10:37.695 --> 00:10:41.976]  And I've said over and over again, that's wonderful, because that's going to backfire.
[00:10:44.378 --> 00:10:48.062]  If we politically expose that it's a fraud and don't go along with it.
[00:10:48.062 --> 00:10:59.153]  Another exciting clip I've got here that ties in to Jerry Seinfeld a few months ago coming out and saying political correctness is just terrible.
[00:10:59.153 --> 00:11:05.599]  Many comedians I know will not go to a college now and give a comedic
[00:11:08.072 --> 00:11:09.873]  We're good to go.
[00:11:31.749 --> 00:11:34.069]  Well, no, see, he thought she was crazy.
[00:11:34.069 --> 00:11:37.570]  He thought she didn't understand liberalism and political correctness.
[00:11:37.570 --> 00:11:40.491]  He said, she's just ignorant and doesn't know the terms.
[00:11:40.491 --> 00:11:48.852]  No, your daughter's following the directives from the public school and from the private schools and from the TV and from the media.
[00:11:48.852 --> 00:11:50.912]  Men existing is evil.
[00:11:50.912 --> 00:11:53.333]  Women existing is evil.
[00:11:53.333 --> 00:11:55.193]  He and she existing is bad.
[00:11:55.193 --> 00:11:59.274]  This is a total system of ending the human community as we know it.
[00:12:04.229 --> 00:12:14.051]  So we'll get into that clip because now Obama has come out and slammed liberal PC culture on college campuses.
[00:12:14.051 --> 00:12:22.633]  He said you shouldn't be coddled and that you should read things you don't agree with and even things that are offensive.
[00:12:22.633 --> 00:12:25.953]  We're going to play that clip coming up.
[00:12:25.953 --> 00:12:29.054]  But why would he do that?
[00:12:29.054 --> 00:12:33.275]  Because it's creating such a giant backlash that they want to get rid of
[00:12:35.390 --> 00:12:46.988]  Tom Sawyer and Huckleberry Finn, because it's got words from the period in it.
[00:12:46.988 --> 00:12:49.231]  And if you can go that far, you can ban anything.
[00:12:49.231 --> 00:12:50.994]  The people directing Obama
[00:12:53.857 --> 00:13:01.819]  Have him doing this so that people go back to sleep, and so that folks think, oh, see, even the president doesn't support that.
[00:13:01.819 --> 00:13:06.480]  So that you think it's fringe, so you think it's insane, so you think it's radical.
[00:13:06.480 --> 00:13:09.861]  You think it's feminazis, you think it's environmentalist wackos.
[00:13:09.861 --> 00:13:15.163]  All those terms that right-wing talk radio taught us.
[00:13:15.163 --> 00:13:16.003]  They're very dangerous.
[00:13:18.459 --> 00:13:23.162]  Because it's scientific to break up the family.
[00:13:23.162 --> 00:13:26.403]  It's scientific to restrict words.
[00:13:26.403 --> 00:13:30.786]  It's a scientific plan to reduce the language.
[00:13:30.786 --> 00:13:35.729]  So that it's impossible for us to ever intellectualize the predicament we're in.
[00:13:35.729 --> 00:13:39.090]  This is the dumbing down and the domestication.
[00:13:39.090 --> 00:13:44.293]  And it's just like having Joe Biden go around and say he's pro-Second Amendment, nobody's coming after your guns.
[00:13:44.293 --> 00:13:45.294]  It's simply a tactic.
[00:13:46.254 --> 00:14:08.728]  Where Obama shows up to look reasonable, right when they know the top is getting ready to blow off the top of the stack, right when they know that the water is boiling over, and he says, well here let's play the clip in a moment, where he slams liberal PC culture on college campuses and says you shouldn't be coddled.
[00:14:08.728 --> 00:14:09.589]  From the idea
[00:14:13.530 --> 00:14:14.731]  I've seen it.
[00:14:14.731 --> 00:14:23.413]  Back in high school, I walked into a mall bookstore and I bought Mein Kampf by Adolf Hitler because I wanted to read the book written by Adolf Hitler.
[00:14:23.413 --> 00:14:26.914]  I wanted to see what he actually had to say.
[00:14:26.914 --> 00:14:31.515]  And the woman freaked out at the counter and asked me why I was reading something like this.
[00:14:31.515 --> 00:14:34.436]  I said, it's history, lady.
[00:14:34.436 --> 00:14:39.898]  And she wouldn't even have known that it was what Mein Kampf was, but Hitler was on the cover of it, an orange cover.
[00:14:40.990 --> 00:14:41.310]  I bought it.
[00:14:41.310 --> 00:14:42.270]  It was the cheapest one they had.
[00:14:42.270 --> 00:14:43.671]  They had several different ones.
[00:14:43.671 --> 00:14:48.073]  And you can see Hitler on the front of it.
[00:14:48.073 --> 00:14:57.796]  This is the just incredible ignorance that we face.
[00:14:57.796 --> 00:15:03.818]  But the social engineers, they know it's not ignorance on their part.
[00:15:03.818 --> 00:15:06.859]  They are instilling mindless ignorance.
[00:15:06.859 --> 00:15:08.340]  And you see it in play every day.
[00:15:09.773 --> 00:15:23.498]  The last six years on MSNBC, where if you oppose Obamacare, they don't intellectually argue with you on death panels, or doubling and tripling prices, or Gruber screwing you over, laughing at you.
[00:15:23.498 --> 00:15:33.302]  They look at you with a straight face, and they say, why do you hate our black president?
[00:15:33.302 --> 00:15:35.703]  But here's Obama now, playing good cop.
[00:15:35.703 --> 00:15:39.384]  All his surrogates, his operatives, the big foundations that created him.
[00:15:40.606 --> 00:15:42.987]  Push this agenda.
[00:15:42.987 --> 00:15:48.268]  He's up there to remind the old classical liberals that everything's okay.
[00:15:48.268 --> 00:15:49.688]  Because here's the secret.
[00:15:49.688 --> 00:15:57.070]  Real classical liberals, who I may agree with on some issues, but disagree with on others, aren't bad people.
[00:15:57.070 --> 00:16:00.391]  And they're getting really, really scared.
[00:16:00.391 --> 00:16:03.271]  I mean, more modern classical liberals.
[00:16:03.271 --> 00:16:04.572]  A Democrat of, say, the 40s, the 50s, or the 60s.
[00:16:07.421 --> 00:16:09.002]  Misguided by major foundations.
[00:16:09.002 --> 00:16:10.302]  Manipulated.
[00:16:10.302 --> 00:16:11.863]  But not a cultist.
[00:16:11.863 --> 00:16:13.504]  Not someone that wants to burn books.
[00:16:13.504 --> 00:16:15.445]  Not someone that wants to ban free speech.
[00:16:15.445 --> 00:16:23.629]  They're waking up and getting really, really upset right now about the clear tyranny they see from the Democratic Party.
[00:16:23.629 --> 00:16:27.871]  And that's causing an internal war within their own system.
[00:16:27.871 --> 00:16:32.233]  I mean, a lot of liberals were involved in social engineering because they thought it was for a greater good.
[00:16:33.373 --> 00:16:38.114]  But now they're going, wait a minute, we're now going to social engineer that father and mother is hurtful?
[00:16:38.114 --> 00:16:39.694]  And that he and she is hurtful?
[00:16:39.694 --> 00:16:42.135]  We can't say he or she, I'm not doing that.
[00:16:42.135 --> 00:16:47.676]  That is total cult brainwashing.
[00:16:47.676 --> 00:16:49.536]  And so they back off a little bit.
[00:16:49.536 --> 00:16:52.997]  But as soon as opposition dies, they'll come right back in.
[00:16:52.997 --> 00:16:57.017]  But it's a big deal to have Obama out giving speeches like this, here it is.
[00:16:57.017 --> 00:16:59.458]  Now, one thing I do want to point out,
[00:17:00.863 --> 00:17:10.671]  Is it's not just sometimes folks who are mad that colleges are too liberal that have a problem.
[00:17:10.671 --> 00:17:23.040]  Sometimes, you know, there are folks on college campuses who are liberal and maybe even agree with me on a bunch of issues who sometimes aren't listening to the other side.
[00:17:23.040 --> 00:17:23.861]  And that's a problem, too.
[00:17:25.233 --> 00:17:27.434]  I was just talking to a friend of mine about this.
[00:17:27.434 --> 00:17:38.776]  You know, I've heard some college campuses where they don't want to have a guest speaker who, you know, is too conservative.
[00:17:38.776 --> 00:17:52.040]  Or they don't want to read a book if it has language that is offensive to African Americans or somehow sends a demeaning signal towards women.
[00:17:54.258 --> 00:17:58.281]  You know, I gotta tell you, I don't agree with that either.
[00:17:58.281 --> 00:18:08.869]  You know, I don't agree that you, when you become students at colleges, have to be coddled and protected from different points of view.
[00:18:08.869 --> 00:18:17.435]  You know, I think that you should be able to... You know, you should invite anybody...
[00:18:20.877 --> 00:18:28.063]  Anybody who comes to speak to you and you disagree with, you should have an argument with them.
[00:18:28.063 --> 00:18:39.432]  But you shouldn't silence them by saying you can't come because, you know, I'm too sensitive to hear what you have to say.
[00:18:39.432 --> 00:18:41.774]  That's not the way we learn either.
[00:18:41.774 --> 00:18:44.195]  So, what do you think?
[00:18:44.195 --> 00:18:47.338]  Meanwhile, I have been censored by Apple.
[00:18:47.338 --> 00:18:49.379]  I have been censored by Google.
[00:18:50.549 --> 00:18:55.350]  I have been censored in many other ways for criticizing Obama.
[00:18:55.350 --> 00:19:14.213]  You can read the news articles, and when they banned the Obama deception from iTunes, even though a major company solicited us and computerized it, digitized it to their liking, submitted it to Apple, they never, of thousands of films, had it refused.
[00:19:14.213 --> 00:19:17.574]  And the Obama deception was refused by Apple.
[00:19:18.834 --> 00:19:28.064]  They resubmitted it, they refused it again, and came back and said, it's racist, and we don't put racist material on Apple.
[00:19:28.064 --> 00:19:39.015]  Google solicited us, because not all of Google's bad, it's compartmentalized groups, and said, we want you to put your products on a Google store.
[00:19:39.015 --> 00:19:39.396]  So I did.
[00:19:41.027 --> 00:19:45.392]  They took it down within one week and they said in the email it is racist.
[00:19:45.392 --> 00:19:52.800]  Now even if it was racist, it should have a right to be sold if I pay them a percentage having that platform in a free country.
[00:19:54.056 --> 00:19:55.797]  But it didn't have anything racist in it.
[00:19:55.797 --> 00:19:58.099]  In fact, it was about empowering humanity.
[00:19:58.099 --> 00:19:59.240]  That's what it likes.
[00:19:59.240 --> 00:20:03.663]  Most of us already know that taking a fish oil supplement to boost omega-3s is a good idea.
[00:20:03.663 --> 00:20:07.726]  But did you know that about 60% of Americans are actually deficient in omega-3s?
[00:20:07.726 --> 00:20:11.949]  Did you know that most fish oil products contain only about 25% omega-3s, and the remaining 75% is undesirable fish fat?
[00:20:15.091 --> 00:20:20.313]  Heck, did you know that more than 90% of fish oil supplements sold in the USA are not even made here?
[00:20:20.313 --> 00:20:29.017]  If you want to boost your Omega-3s using the finest American-made fish oil, check out Nutrigold fish oil supplements on www.fishoil.best.
[00:20:29.017 --> 00:20:34.379]  Nutrigold fish oils are independently 5-star certified and guaranteed to be exceptionally pure.
[00:20:34.379 --> 00:20:36.000]  That means no more fish burps.
[00:20:36.000 --> 00:20:41.862]  Best of all, just one Nutrigold fish oil capsule contains more Omega-3s than four standard fish oil capsules.
[00:20:42.062 --> 00:20:52.266]  Go to www.fishoil.best or call 888-920-1497 and use promo code BESTFISHOIL to get a free one month supply.
[00:20:52.266 --> 00:20:55.747]  That's www.fishoil.best or call 888-920-1497.
[00:20:59.292 --> 00:21:05.534]  It's time to build your own emergency food stockpile with the industry leader, MyPatriotSupply.
[00:21:05.534 --> 00:21:11.696]  Once you try them, you'll know why so many Americans like you have made them part of their emergency preparedness plan.
[00:21:11.696 --> 00:21:16.718]  Experience the MyPatriotSupply difference today with this unbelievable offer.
[00:21:16.718 --> 00:21:22.139]  Right now, a four-week food supply is only $99, and that includes free shipping.
[00:21:22.139 --> 00:21:24.100]  That's 50% off the online price.
[00:21:24.600 --> 00:21:28.504]  Call 800-274-3070 to claim yours.
[00:21:28.504 --> 00:21:30.966]  Limit two per caller while supplies last.
[00:21:30.966 --> 00:21:36.752]  This offer isn't available online, so you want to make sure and grab this opportunity to get prepared today.
[00:21:36.752 --> 00:21:41.496]  800-274-3070 to get your four-week food supply for the incredible price of only $99, and it'll be shipped to you completely free.
[00:21:47.722 --> 00:21:51.404]  Call 800-274-3070 right now.
[00:21:51.404 --> 00:21:56.486]  That's 800-274-3070 to claim yours while supplies last.
[00:21:56.486 --> 00:21:57.346]  Don't wait.
[00:21:57.346 --> 00:21:58.666]  Call today.
[00:21:58.666 --> 00:22:05.389]  My name is Bill Bonner, and I'm the president of the largest private news and research network in the world.
[00:22:05.389 --> 00:22:10.871]  And I paid for this airtime because I have an important message to the American people.
[00:22:10.871 --> 00:22:12.012]  There's a change coming.
[00:22:12.632 --> 00:22:15.394]  That the government isn't telling you about.
[00:22:15.394 --> 00:22:19.677]  This change has deep implications for life in America.
[00:22:19.677 --> 00:22:24.541]  From where you shop, to the doctors you visit, and the family you want to protect.
[00:22:24.541 --> 00:22:27.663]  Look, I've made predictions like this before.
[00:22:27.663 --> 00:22:30.625]  Thing is, I was right then too.
[00:22:30.625 --> 00:22:35.028]  A few years ago, I warned that housing prices would collapse.
[00:22:35.028 --> 00:22:36.129]  They did.
[00:22:36.129 --> 00:22:36.730]  Before that,
[00:22:37.390 --> 00:22:41.172]  I warned that dot-com companies would crash.
[00:22:41.172 --> 00:22:42.332]  They did.
[00:22:42.332 --> 00:22:46.174]  Those who listened had a chance to save themselves.
[00:22:46.174 --> 00:22:48.555]  But this has nothing to do with the stock market.
[00:22:48.555 --> 00:22:50.056]  This will affect us all.
[00:22:50.056 --> 00:22:55.259]  You can watch the video for free right now by going to DollarDanger.com.
[00:22:55.259 --> 00:22:56.859]  Again, that's DollarDanger.com.
[00:22:58.360 --> 00:22:59.321]  Hey, Berky Guy here.
[00:22:59.321 --> 00:23:01.161]  Are you still drinking unfiltered tap water?
[00:23:01.161 --> 00:23:02.922]  Does your water contain chlorine or fluoride?
[00:23:02.922 --> 00:23:04.883]  Will you have drinkable water in an emergency?
[00:23:04.883 --> 00:23:10.866]  The Berky Guy is here to help you remove these and other potential contaminants from your water, thus helping you drink clean, purified water.
[00:23:10.866 --> 00:23:14.508]  We offer Berky Water Purification Systems at the lowest available prices online.
[00:23:14.508 --> 00:23:16.469]  Don't go another moment without Berky System.
[00:23:16.469 --> 00:23:19.591]  Over the last 10 years, we've helped thousands drink clean, purified water.
[00:23:19.591 --> 00:23:22.772]  Join them by visiting GoBerky.com or call me, the Berky Guy, at 877-886-3653.
[00:23:22.772 --> 00:23:23.013]  That's 877-886-3653.
[00:23:28.015 --> 00:23:28.875]  We're good to go!
[00:24:02.802 --> 00:24:11.209]  They want us to go on killing one another!
[00:24:32.765 --> 00:24:35.207]  But it doesn't matter.
[00:24:35.207 --> 00:24:39.689]  If somebody's been programmed to hate you because of your race, or where you're from.
[00:24:39.689 --> 00:24:45.833]  They hate your guts even though you've done nothing to them.
[00:24:45.833 --> 00:24:50.395]  Even though you know they're your brother or sister, they have a soul.
[00:24:50.395 --> 00:24:55.498]  You can't get through to them.
[00:24:55.498 --> 00:24:56.859]  Because they've already been programmed.
[00:24:58.573 --> 00:25:24.823]  On a scale of 1 to 10, this is a very important one I'm about to say, the West when it comes to enslavement, barbarism, human sacrifice, historically from the archaeological record, and from historians from the time, in later Western history, still ancient,
[00:25:26.434 --> 00:25:33.620]  I'd have to say the West was about an 8 for murder, enslavement, killing, evil.
[00:25:33.620 --> 00:25:35.902]  Little problem though.
[00:25:35.902 --> 00:25:46.090]  Every other region, every other sector, every other human culture is about the same.
[00:25:46.090 --> 00:25:51.475]  And during different periods of pressure, sometimes they're a 10.
[00:25:51.475 --> 00:25:52.515]  And that's all objective.
[00:25:52.515 --> 00:25:54.217]  You can put any number on that you wanted to, but
[00:25:56.514 --> 00:26:00.959]  All I've been taught my whole life was how evil the West was.
[00:26:00.959 --> 00:26:05.464]  How inherently bad white people were.
[00:26:05.464 --> 00:26:12.371]  And then I studied history from even foreign perspectives and it's just not true.
[00:26:15.854 --> 00:26:39.678]  And why the West is great, and why I say it's the best, on average, some cultures are better at other things for whatever manifestation, whatever manifest destiny reason, just like different breeds of dogs behave differently and have different attributes, the West has been the great innovator.
[00:26:41.104 --> 00:26:44.268]  The great builders, the great scientists.
[00:26:44.268 --> 00:26:53.620]  Now, much of the ideas the West has come from the East, come from the South, come from even older cultures.
[00:26:54.534 --> 00:27:01.038]  But for whatever reason, many of those cultures fell before and never rose back up.
[00:27:01.038 --> 00:27:12.105]  And the West, the Romans particularly, were great innovators at grabbing other cultures and using it, when other cultures tended to not innovate.
[00:27:12.105 --> 00:27:18.569]  They intended to invent things, but then not innovate off of that.
[00:27:18.569 --> 00:27:19.010]  On average.
[00:27:20.054 --> 00:27:23.316]  And so it was the West that was the melting pot.
[00:27:23.316 --> 00:27:33.801]  It was the West, early on, that actually wasn't racist and sectarian like some of the other groups.
[00:27:33.801 --> 00:27:37.682]  Now the West became like that later.
[00:27:37.682 --> 00:27:46.607]  But to see the social engineers playing us off against each other now, it doesn't matter what differences there are, what real beefs there are, or
[00:27:48.203 --> 00:27:51.964]  Pay back for this or pay back for that.
[00:27:51.964 --> 00:28:03.607]  The stimuli, the conditioning, the brainwashing, the push for political correctness and all of this is about breaking down society and hurting all of us.
[00:28:03.607 --> 00:28:13.730]  I don't care if you're a white farm boy or a old black man or you are a Mesoamerican immigrant from Guatemala that just came to Austin, Texas last week.
[00:28:15.717 --> 00:28:36.127]  In the final equation, the architects of this current world system, that's little less than 200 years old, want to destroy your intellect, want to destroy your opportunities, and are in vicious, desperate, covert warfare against you.
[00:28:37.256 --> 00:28:50.267]  In an attempt to suppress the human community coming to a next level event that will then transcend the current crisis we're in and bring us to type one civilization.
[00:28:50.267 --> 00:28:57.513]  And the moment we hit that next level, all of this old dark age stuff is out the window.
[00:28:57.513 --> 00:28:59.435]  And if libertarian ideas take hold,
