[00:00:02.211 --> 00:00:04.845]  You're listening to The Alex Jones Show.
[00:02:22.130 --> 00:02:24.432]  Isn't that Orwellian news speak?
[00:02:24.692 --> 00:02:26.214]  Or maybe it's news speak.
[00:02:26.554 --> 00:02:32.800]  When he starts talking about how he's going, they're going to take away people's personal belief exemptions.
[00:02:33.281 --> 00:02:37.204]  Do you understand how they twist the language to get what they want?
[00:02:37.464 --> 00:02:41.889]  We see this all the time as the statists, as the socialists try to move their agenda forward.
[00:02:42.289 --> 00:02:44.992]  You take something that was informed consent.
[00:02:45.552 --> 00:03:08.435]  The very basis of the Nuremberg Code, to try to prevent what we saw happening in concentration camps, the medical experimentation on individuals that we saw happening in Nazi Germany, in Japan, where they did horrible things to people and said, hey, it's for the greater good of mankind, because if I can experiment on these people over here, I may learn something that will help millions of people down the road.
[00:03:09.562 --> 00:03:12.286]  See, that's the way they move this ahead.
[00:03:12.626 --> 00:03:18.473]  They talk about the collective good, and they have absolutely no regard for individual rights.
[00:03:18.493 --> 00:03:21.077]  There was a pushback, of course, against that in the Nuremberg Code.
[00:03:21.577 --> 00:03:23.079]  People called it what it was.
[00:03:24.207 --> 00:03:30.553]  Medical tyranny is despicable, and we have to not let them railroad us into this.
[00:03:30.633 --> 00:03:37.920]  They're trying to drive us off the cliff the same way that the Disney filmmakers drove the Lemmings off the cliff, and so we're going to talk about that.
[00:03:37.940 --> 00:03:39.802]  We're also going to talk about the Keystone Pipeline.
[00:03:39.842 --> 00:03:43.505]  It's back in the news again because, you know, the Republicans just keep voting on it.
[00:03:43.846 --> 00:03:45.828]  They passed it now the tenth time.
[00:03:46.408 --> 00:03:54.070]  And, of course, we have the Republican Senate passing that, as well as the House has been passing it as long, as many times as they need to.
[00:03:54.270 --> 00:04:00.492]  Doesn't look like it's going to get past Obama, but there are some very serious issues here that go beyond the environmental issues.
[00:04:01.232 --> 00:04:06.433]  This goes to the essence of eminent domain and private property.
[00:04:07.134 --> 00:04:11.695]  Now, of course, we had the Supreme Court decision ten years ago, Kello versus New London.
[00:04:12.751 --> 00:04:28.940]  Essentially saying that one private organization could, with the government, come in and say, because my private use of this is going to be for the public good, more so than your private use is, I'm going to be able to take that property
[00:04:30.202 --> 00:04:31.963]  And they supported that all the way to the Supreme Court.
[00:04:31.983 --> 00:04:34.264]  So what do we see now happening with the Keystone Pipeline?
[00:04:34.324 --> 00:04:46.750]  Now we have a foreign corporation, a Canadian corporation, coming in and telling people, in many cases who have had Nebraska farms for over 100 years, I'm sorry, your private property rights are not important.
[00:04:47.150 --> 00:04:49.992]  We're going to turn them over to a Canadian corporation.
[00:04:50.674 --> 00:04:52.055]  Do you understand how this is happening?
[00:04:52.075 --> 00:04:57.377]  And of course we've got Cuomo's son talking about how our rights don't come from God.
[00:04:57.397 --> 00:04:59.758]  So your individual rights don't come from God.
[00:05:00.039 --> 00:05:03.580]  We don't need your consent either for government or for mandatory vaccines.
[00:05:04.021 --> 00:05:05.741]  This is the way the country falls.
[00:05:05.761 --> 00:05:06.742]  Stay with us, we'll be right back.
[00:05:10.899 --> 00:05:14.401]  The government's Department of Homeland Security is buying up loads of ammo.
[00:05:14.561 --> 00:05:18.523]  At the same time, they're restricting civilians' rights to own and purchase firearms.
[00:05:18.843 --> 00:05:20.304]  Can you put two and two together?
[00:05:20.624 --> 00:05:28.208]  Infidel Body Armor can stop every round, including hollow points and .308 sniper rounds, is reasonably priced, and fully legal.
[00:05:28.468 --> 00:05:29.329]  But for how long?
[00:05:29.609 --> 00:05:35.872]  Go to InfidelBodyArmor.com, spelled I-N-F-I-D-E-L BodyArmor.com.
[00:05:36.252 --> 00:05:39.074]  Infidel Body Armor just won't quit.
[00:05:40.526 --> 00:05:43.748]  When cells become toxic, they die early and aging sets in.
[00:05:44.048 --> 00:05:52.072]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:05:52.292 --> 00:05:57.315]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[00:05:57.715 --> 00:05:59.996]  You want the best that's out there at the lowest price anywhere?
[00:06:00.236 --> 00:06:02.017]  We now have the synergistic solution.
[00:06:02.357 --> 00:06:06.540]  Secure your DNA force today at InfoWarsLife.com or call toll free 888-253-3139.
[00:06:10.618 --> 00:06:17.580]  For all of recorded history, civilizations around the world praised the health benefits of silver.
[00:06:17.840 --> 00:06:27.243]  At InfoWars Life, our mission is to bring you the highest quality, purest, cleanest, effective colloidal silver on the market today for the lowest price available.
[00:06:27.463 --> 00:06:35.466]  You don't have to be a doctor to know the fall and winter months are the most dangerous time of year in North America when it comes to you and your family's health.
[00:06:35.726 --> 00:06:45.169]  Infowarslife.com is very excited to announce our biggest run yet of silver bullet colloidal silver exclusively available at Infowarslife.com.
[00:06:45.369 --> 00:06:52.232]  Now Infowarslife.com has taken colloidal silver to the next level using a cutting-edge technique that is free of toxic artificial additives.
[00:06:52.492 --> 00:06:57.458]  Now more than ever it's important to stock up on high quality Silver Bullet from Infowarslife.com.
[00:06:57.718 --> 00:07:00.502]  No survival chest is complete without Silver Bullet.
[00:07:00.782 --> 00:07:05.248]  Secure your Silver Bullet today at Infowarslife.com or by calling toll free 888-253-3139.
[00:07:05.268 --> 00:07:05.608]  Silver Bullet.
[00:07:10.512 --> 00:07:13.556]  The month of February is all about Valentine's Day.
[00:07:13.897 --> 00:07:17.181]  Big heart-shaped boxes filled with delicious candy.
[00:07:17.401 --> 00:07:23.389]  What if we the patriots hijacked Valentine's Day and instead made it about human liberty and individual empowerment?
[00:07:23.489 --> 00:07:24.651]  I'm all about human potential.
[00:07:24.871 --> 00:07:25.372]  I'm all about...
[00:07:25.492 --> 00:07:27.013]  The individual being empowered.
[00:07:27.073 --> 00:07:28.573]  The establishment is the opposite.
[00:07:28.653 --> 00:07:33.175]  That's why they spike our water with fluoride, GMO, estrogen mimickers, and the rest of the garbage.
[00:07:33.435 --> 00:07:37.796]  InfoWars is striking back in the month of February with Human Empowerment Month.
[00:07:38.036 --> 00:07:40.357]  How we can come together and win the human race.
[00:07:40.677 --> 00:07:48.540]  And to celebrate the kickoff of Human Empowerment Month, we're slashing prices on InfoWarsLife.com products like Super Male and Super Female Vitality.
[00:07:48.720 --> 00:07:52.261]  The sale is only running for the month, 20% off, and there's a lot of other
[00:07:52.461 --> 00:07:55.182]  Powerful specials at Infowarslife.com.
[00:07:55.483 --> 00:07:57.203]  Infowarslife.com.
[00:07:57.384 --> 00:08:00.185]  Celebrating human potential in the month of February.
[00:08:00.305 --> 00:08:04.567]  Visit Infowarslife.com to find this special and many others in the month of February.
[00:08:04.787 --> 00:08:07.389]  Again, Infowarslife.com or 888-253-3139.
[00:08:25.888 --> 00:08:32.479]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[00:08:33.260 --> 00:08:34.623]  It's Alex Jones.
[00:08:38.618 --> 00:08:39.979]  Welcome back to the Alex Jones Show.
[00:08:40.039 --> 00:08:40.599]  I'm David Knight.
[00:08:40.619 --> 00:08:41.559]  I'll be your host today.
[00:08:41.980 --> 00:08:44.481]  But Alex will be joining us in the second hour.
[00:08:44.861 --> 00:08:50.324]  Also joining us in the second hour will be Joyce Riley of the Power Hour, another GCN program.
[00:08:50.364 --> 00:08:52.285]  She's a registered nurse, a whistleblower.
[00:08:52.805 --> 00:08:56.427]  She's going to be on to talk about her personal struggle with cancer.
[00:08:56.507 --> 00:08:58.288]  So you don't want to miss this next hour.
[00:08:58.308 --> 00:09:05.872]  It's going to be a very powerful program that we have coming up with Alex Jones talking to Joyce Riley.
[00:09:06.892 --> 00:09:09.593]  And we see some news, of course, that's just broken today.
[00:09:09.613 --> 00:09:12.713]  It appears to be legitimate as far as I've seen.
[00:09:13.033 --> 00:09:16.314]  I haven't seen any analysis that would suggest otherwise.
[00:09:16.894 --> 00:09:24.256]  But a video purporting to show IS militants beheading 21 Egyptian hostages who were taken a few weeks ago.
[00:09:24.316 --> 00:09:29.437]  They were all laborers and they were kidnapped by ISIS and they show a mass beheading.
[00:09:29.577 --> 00:09:32.838]  And people are rightfully outraged, especially if this is true.
[00:09:34.628 --> 00:09:46.134]  We need to understand, however, before we get goaded into a war, that this organization was created, funded, trained by the American government, by the CIA.
[00:09:46.174 --> 00:09:48.395]  They were our proxies in Syria.
[00:09:48.996 --> 00:09:56.320]  This is something that has been going on throughout the Middle East, so things are not just as simple as they appear to be, unfortunately.
[00:09:57.236 --> 00:10:04.618]  And I think it's very important to go back and to look at the reaction of some of our Middle Eastern allies.
[00:10:04.659 --> 00:10:07.379]  Let's take the Turkish Prime Minister, Erdogan.
[00:10:07.800 --> 00:10:11.301]  Now, remember last week there was the shooting in Chapel Hill.
[00:10:11.681 --> 00:10:20.264]  The question as to whether or not it was a hate crime directed against Muslims, since all three of the victims were Muslims, or was the guy just a liberal
[00:10:21.224 --> 00:10:25.768]  Rachel Maddow loving, gun owning nut who shot these people.
[00:10:25.928 --> 00:10:32.633]  Of course, because he had a gun, the narrative out there was that he was some kind of a right-winger terrorist.
[00:10:32.694 --> 00:10:34.095]  He was nothing of the sort.
[00:10:34.875 --> 00:10:35.656]  This guy was a
[00:10:37.017 --> 00:10:46.467]  Definitely, as I lived near that area in North Carolina, as most of the people in Chapel Hill and UNC are, he was a card-carrying liberal, if there ever was one.
[00:10:46.927 --> 00:10:54.455]  But the bottom line is, they pulled this back, and if it couldn't be a right-wing terrorist, then it just had to be a parking lot dispute, or whatever the case was.
[00:10:55.156 --> 00:10:56.798]  The Prime Minister of Turkey
[00:10:58.044 --> 00:11:06.571]  lectured Obama and said, if you stay silent on this, when faced with an incident like this and you don't make a statement, the world will stay silent towards you.
[00:11:06.591 --> 00:11:10.615]  And he says, I asked Mr. Obama, where are you, Mr. President?
[00:11:11.445 --> 00:11:15.086]  Well, I ask, Mr. Erdogan, where are you, Mr. President?
[00:11:15.546 --> 00:11:18.887]  Have you spoken out against these 21 beheadings by ISIS?
[00:11:18.947 --> 00:11:20.347]  I haven't heard anything from that.
[00:11:20.367 --> 00:11:22.068]  It seems to be very selective.
[00:11:22.148 --> 00:11:25.969]  Clearly, there's no question if that video is real, what's going on there.
[00:11:26.009 --> 00:11:28.829]  There is a significant question as to whether or not that was a hate crime.
[00:11:29.189 --> 00:11:35.171]  If the guy shot three people, and there seems to be no question about that, isn't that enough?
[00:11:35.951 --> 00:11:38.312]  Of course, that's the issue with hate crimes.
[00:11:38.332 --> 00:11:46.034]  There's always some kind of alternative agenda that it's meant to serve, some kind of a divide-and-conquer agenda.
[00:11:46.354 --> 00:11:50.995]  It's enough if the guy shot three people to just get him for three counts of murder.
[00:11:51.015 --> 00:11:54.276]  I don't see why the hate crime issue is even important there.
[00:11:54.316 --> 00:11:57.657]  But if we're going to talk about doing something about these
[00:11:58.357 --> 00:12:03.222]  Outrages that are being committed on film, whether they're staged, whether they're real, everybody appears.
[00:12:03.562 --> 00:12:07.185]  We've got a majority that wants to go to war, wants to put troops on the ground.
[00:12:07.205 --> 00:12:14.252]  We've got a two-thirds majority, according to a recent poll in America, that want to send troops on the ground to stop these videos that we see.
[00:12:15.353 --> 00:12:21.839]  Bear in mind that our closest ally in the Middle East, Saudi Arabia, and they are our closest ally,
[00:12:23.007 --> 00:12:26.269]  Is beheading one person every four days.
[00:12:27.250 --> 00:12:28.270]  One person every four days.
[00:12:28.971 --> 00:12:29.931]  So do the math.
[00:12:30.792 --> 00:12:34.715]  What ISIS just did on video, Saudi Arabia does in less than 90 days.
[00:12:36.055 --> 00:12:36.516]  On average.
[00:12:37.506 --> 00:12:39.166]  Yet they are close allies.
[00:12:39.747 --> 00:12:41.387]  Why are they our close allies?
[00:12:41.447 --> 00:12:43.387]  Well, because of oil.
[00:12:44.187 --> 00:12:54.790]  Because, of course, the CIA can use them, our military-industrial complex can use them to continually have war in the Middle East, because that suits their purposes.
[00:12:55.470 --> 00:12:59.431]  Just imagine if we weren't such close allies with the Saudis.
[00:13:00.191 --> 00:13:10.298]  Probably some high-ranking government officials would not have been able to sell oil futures short and make a fortune, which I don't have any evidence that anybody has done.
[00:13:10.339 --> 00:13:15.402]  But don't you think maybe there's some extra money in some of those black ops CIA funds?
[00:13:15.442 --> 00:13:22.507]  Don't you think that the Saudis, who are joined at the hip with the CIA, gave them an advance notice that they're going to
[00:13:23.448 --> 00:13:29.133]  Dump the price of oil just by maintaining production where it was because demand worldwide is falling so quickly.
[00:13:29.333 --> 00:13:31.274]  But of course, nothing to worry about there.
[00:13:31.314 --> 00:13:35.638]  We're told continually by this administration that everything is wonderful.
[00:13:35.698 --> 00:13:37.079]  The economy is doing great.
[00:13:37.159 --> 00:13:38.940]  We've got great employment figures.
[00:13:39.881 --> 00:13:47.607]  And every economic metric, as we're told at the State of the Union, Obama's recent State of the Union, every economic metric is up.
[00:13:48.528 --> 00:13:49.869]  Well, that simply isn't true.
[00:13:49.929 --> 00:13:50.829]  But if we're going to get so
[00:13:52.395 --> 00:14:10.250]  excited about these videos that we're going to go to war because they've tried to they've created other atrocities and tried to blame them on the other side false flags that we saw happening in Syria a year ago trying to goad the American public, trying to goad the West into an all-out war again.
[00:14:11.070 --> 00:14:19.157]  If we're going to do that let's at least demand that our allies in Saudi Arabia, that our allies in Turkey stop this type of stuff.
[00:14:19.417 --> 00:14:20.718]  Maybe that would be a start.
[00:14:21.699 --> 00:14:24.540]  The main thrust I want to talk about today is not that, however.
[00:14:24.680 --> 00:14:31.824]  I really want to talk about how things are falling apart in America, the means of the takedown of the American state.
[00:14:31.844 --> 00:14:45.089]  And of course, this is an incremental story, this has been going on for a long time, but now we see the public joining in with strident claims that we have to get rid of individual liberty, that we have to get rid of informed consent.
[00:14:45.129 --> 00:14:48.411]  We see the LA Times talking about, we're going to look at
[00:14:48.951 --> 00:14:51.513]  Removing the personal belief exemption.
[00:14:52.373 --> 00:14:55.375]  That's the way they twist the language of informed consent.
[00:14:55.395 --> 00:15:00.278]  They don't want to say we're going to move to stop informed consent at last.
[00:15:00.438 --> 00:15:02.819]  That was the LA Times headline.
[00:15:03.320 --> 00:15:10.364]  Instead what they say at the LA Times is California is going to move to end personal belief exemptions at last.
[00:15:11.245 --> 00:15:12.765]  So you shouldn't have any exemptions for that.
[00:15:12.805 --> 00:15:16.588]  We've got Chris Cuomo, son of Mario Cuomo,
[00:15:18.095 --> 00:15:21.696]  On television, on CNN, saying, our rights do not come from God.
[00:15:22.816 --> 00:15:28.378]  Obviously, he could care less what our founding principles were in this country, what our founding documents said.
[00:15:28.398 --> 00:15:38.201]  Of course, the Declaration of Independence, which basically lays the fundamental theory of our government, says that, of course, all these rights do come from God.
[00:15:38.341 --> 00:15:39.681]  We hold these truths to be self-evident.
[00:15:39.821 --> 00:15:44.163]  All men are created equal, endowed by their Creator with certain inalienable rights.
[00:15:44.203 --> 00:15:45.023]  But he says, no, no, no.
[00:15:45.740 --> 00:15:47.901]  Our rights don't come from God, he said on CNN.
[00:15:47.921 --> 00:15:51.943]  He said our laws come from collective agreement and compromise.
[00:15:52.383 --> 00:15:55.464]  This story that's on New American hits it on the head.
[00:15:55.544 --> 00:15:59.086]  They said he is confusing laws with rights.
[00:15:59.886 --> 00:16:01.447]  Our rights come from God.
[00:16:02.167 --> 00:16:03.788]  Our laws are made by men.
[00:16:04.388 --> 00:16:04.969]  And the point
[00:16:05.729 --> 00:16:12.953]  of the Declaration of Independence was to say that we create governments in order to protect those God-given individual rights.
[00:16:13.554 --> 00:16:14.954]  But we've lost sight of that.
[00:16:15.375 --> 00:16:22.779]  So we have a situation now where we've got the vast majority of the public clamoring to shut down informed consent over measles.
[00:16:23.299 --> 00:16:24.680]  This is not even Ebola.
[00:16:24.720 --> 00:16:25.961]  This is measles.
[00:16:26.943 --> 00:16:30.065]  People my age know that it was very, very common.
[00:16:30.185 --> 00:16:33.407]  It was not life-threatening, and yet we see the shrill cries.
[00:16:33.447 --> 00:16:39.251]  We see this woman in the story that was picked up by Kit Daniels last week.
[00:16:39.972 --> 00:16:41.293]  Here's the headline from Daily Mail.
[00:16:41.693 --> 00:16:49.158]  Mom's angry Facebook post lashing out at anti-vaxxers as her 15-day-old son's life hangs in the balance from measles.
[00:16:49.198 --> 00:16:51.439]  It sounds like he's got measles, he's critically ill.
[00:16:51.820 --> 00:16:52.260]  Guess what?
[00:16:53.666 --> 00:16:54.046]  He doesn't
[00:17:13.778 --> 00:17:21.542]  Against people who don't give their informed consent and she doesn't offer any reasons for it Just lashes out at them for the collective.
[00:17:21.922 --> 00:17:23.463]  This is what we're seeing over and over again.
[00:17:23.483 --> 00:17:26.845]  This is what we're seeing actually with the Keystone project
[00:17:27.759 --> 00:17:32.262]  We can talk about whether a pipeline is the safest way to transport crude oil.
[00:17:32.322 --> 00:17:33.382]  I think it probably is.
[00:17:34.103 --> 00:17:36.845]  Probably the safest and cheapest way to move that around.
[00:17:37.425 --> 00:17:45.510]  We can talk about whether or not it's going to increase pollution, as the environmentalists are concerned about, because of the form of that oil.
[00:17:45.850 --> 00:17:52.114]  Nevertheless, it's going to be refined either in the United States or it's going to be shipped across the ocean and refined in China.
[00:17:52.654 --> 00:17:53.495]  That's a net wash.
[00:17:53.955 --> 00:17:55.316]  But here's the crux for me.
[00:17:56.431 --> 00:18:05.163]  This is using eminent domain for a foreign corporation to take private property away from American citizens.
[00:18:06.496 --> 00:18:19.782]  Taking away private property from people who have had farms for over a hundred years, in many cases in Nebraska, handing it to a TransCanada Canadian multinational corporation that says, I want your property.
[00:18:20.563 --> 00:18:24.745]  And the government is coming in and giving them eminent domain status.
[00:18:24.785 --> 00:18:27.946]  This is what we see happening with the Keystone project.
[00:18:29.027 --> 00:18:34.249]  It's absolutely wrong for the government, and there's no constitutional support for this.
[00:18:34.329 --> 00:18:35.550]  If we go back and we look at
[00:18:36.519 --> 00:18:52.130]  What happened in the Kelo case ten years ago, that essentially began a precedent saying that one private company can take land from another private individual and say that it's in the greater public good.
[00:18:52.370 --> 00:18:55.092]  That is not, not what the Constitution says.
[00:18:55.592 --> 00:18:58.194]  The Constitution says that you must
[00:18:58.934 --> 00:19:02.217]  Give compensation if you're taking it for public use.
[00:19:02.297 --> 00:19:06.280]  If private property is taken for public use, there has to be compensation.
[00:19:06.680 --> 00:19:08.361]  That is not what happened with Kelo.
[00:19:08.741 --> 00:19:11.243]  When the Supreme Court said that, they were wrong.
[00:19:11.263 --> 00:19:12.724]  They violated the Constitution.
[00:19:13.285 --> 00:19:22.291]  And it's about to go to an even worse level here, where you've got a foreign corporation coming in and taking that away from someone domestically.
[00:19:22.311 --> 00:19:25.334]  And of course, it's all about jobs, according to the Republicans.
[00:19:25.902 --> 00:19:33.783]  Whenever the Republicans start talking, or any party starts talking about how they are going to create jobs, watch your back.
[00:19:34.830 --> 00:19:45.015]  Governments don't create jobs, they create bureaucracies, and they create regulations, but it's only by taking those regulations away that jobs are created.
[00:19:45.776 --> 00:19:51.098]  They're going to have about 40,000 jobs to build this pipeline, but once that's finished, it's going to be less than 100.
[00:19:51.599 --> 00:19:58.782]  We're going to live with the loss of private property rights long after the jobs of the Keystone Pipeline are gone.
[00:19:58.842 --> 00:19:59.823]  Stay with us, we'll be right back.
[00:20:10.885 --> 00:20:14.487]  It's no secret that government and big business buy in bulk and get huge discounts.
[00:20:14.667 --> 00:20:15.928]  Not available to the little guy.
[00:20:16.288 --> 00:20:16.849]  Until now.
[00:20:17.429 --> 00:20:23.313]  Introducing a breakthrough crowd buying website where people can join together, buy in bulk, and get massive discounts on millions of popular products.
[00:20:23.673 --> 00:20:24.994]  It's TogetherSave.com.
[00:20:25.034 --> 00:20:26.195]  TogetherSave.com.
[00:20:26.255 --> 00:20:33.299]  You can save 20, 30, or even 50% off tablets, smartphones, cars, appliances, textbooks, sports equipment, video games, and much more.
[00:20:33.559 --> 00:20:34.400]  All with free delivery.
[00:20:34.700 --> 00:20:35.240]  Check it out.
[00:20:35.440 --> 00:20:36.501]  TogetherSave.com.
[00:20:36.601 --> 00:20:39.483]  Visit now and start group buying today at TogetherSave.com.
[00:20:40.832 --> 00:20:41.893]  It's happening again.
[00:20:41.993 --> 00:20:45.196]  The Feds are trying to ban your freedom to own body armor.
[00:20:45.616 --> 00:20:48.799]  In January, a newly introduced bill, H.R.
[00:20:49.019 --> 00:20:52.862]  378, will take away your right to buy level 3 and higher body armor.
[00:20:53.082 --> 00:20:58.106]  Katie Armor offers the most affordable level 3 body armor packages on the market today.
[00:20:58.587 --> 00:20:59.528]  Protect yourself.
[00:20:59.708 --> 00:21:02.670]  Buy your body armor now, before it's too late.
[00:21:02.770 --> 00:21:04.452]  Go to katiarmor.com.
[00:21:04.492 --> 00:21:06.894]  That's K-A-T-I-Armor.com.
[00:21:07.514 --> 00:21:07.895]  Calm it.
[00:21:08.035 --> 00:21:08.555]  Take it.
[00:21:10.016 --> 00:21:13.058]  The month of February is all about Valentine's Day.
[00:21:13.398 --> 00:21:16.659]  Big heart-shaped boxes filled with delicious candy.
[00:21:16.879 --> 00:21:22.882]  What if we, the patriots, hijacked Valentine's Day and instead made it about human liberty and individual empowerment?
[00:21:22.962 --> 00:21:24.143]  I'm all about human potential.
[00:21:24.363 --> 00:21:26.484]  I'm all about the individual being empowered.
[00:21:26.584 --> 00:21:28.086]  The establishment is the opposite.
[00:21:28.146 --> 00:21:32.691]  That's why they spike our water with fluoride and GMO, estrogen mimickers, and the rest of the garbage.
[00:21:32.872 --> 00:21:37.237]  InfoWars is striking back in the month of February with Human Empowerment Month.
[00:21:37.477 --> 00:21:39.860]  How we can come together and win the human race.
[00:21:40.120 --> 00:21:42.303]  And to celebrate the kickoff of Human Empowerment Month,
[00:21:42.483 --> 00:21:47.945]  We're slashing prices on InfoWarsLife.com products like Super Male and Super Female Vitality.
[00:21:48.145 --> 00:21:54.607]  The sale is only running for the month, 20% off, and there's a lot of other powerful specials at InfoWarsLife.com.
[00:21:54.927 --> 00:21:59.608]  InfoWarsLife.com, celebrating human potential in the month of February.
[00:21:59.748 --> 00:22:04.009]  Visit InfoWarsLife.com to find this special and many others in the month of February.
[00:22:04.249 --> 00:22:06.850]  Again, InfoWarsLife.com or 888-253-3139.
[00:22:09.671 --> 00:22:18.395]  As the New World Order continues to tighten its grip on every facet of our lives, we're all asking ourselves, how can we maintain our independence?
[00:22:19.176 --> 00:22:20.096]  The answer's clear.
[00:22:20.736 --> 00:22:22.757]  Get prepared, and get prepared now.
[00:22:23.438 --> 00:22:25.759]  The only question left is where do we begin?
[00:22:26.724 --> 00:22:28.446]  My Patriot Supply is here to help.
[00:22:28.946 --> 00:22:36.993]  Call 1-800-847-3070 to get started with your 72-hour emergency food supply for only $10.
[00:22:37.133 --> 00:22:39.536]  And they'll even ship it out for free.
[00:22:40.316 --> 00:22:42.678]  Are you willing to rely on the government and FEMA?
[00:22:43.439 --> 00:22:51.767]  Call 1-800-274-3070 to get started with your 72-hour emergency food supply for only $10.
[00:22:52.988 --> 00:22:58.293]  You won't be able to find this deal online, and there's a strict limit of four per caller, so don't wait.
[00:22:58.894 --> 00:22:59.394]  Call 1-800-274-3070 today.
[00:22:59.434 --> 00:22:59.694]  That's 1-800-274-3070.
[00:23:09.538 --> 00:23:12.399]  I am a 47-year-old female and had a heart attack in 2005.
[00:23:12.660 --> 00:23:15.461]  This is Alice from New Jersey.
[00:23:15.981 --> 00:23:18.662]  I still get angina, even with four stints.
[00:23:19.162 --> 00:23:21.804]  I was taking nitro two or three times a week.
[00:23:22.084 --> 00:23:26.686]  The very first day after taking Heart and Body Extract, the chest pain was gone.
[00:23:27.106 --> 00:23:28.947]  Now I don't wear a nitro patch.
[00:23:29.067 --> 00:23:37.591]  Learn the secrets of an effective, natural, 100% organic nutritional supplement for a healthy heart and circulation at HBExtract.com.
[00:23:38.809 --> 00:23:40.129]  Hey, sorry I'm running late.
[00:23:40.250 --> 00:23:42.090]  I had to stop and get my vitamins for the month.
[00:23:42.410 --> 00:23:47.132]  I got mine in the mail yesterday from DiscountNutritionShop.com, so I'm here totally on time.
[00:23:47.992 --> 00:23:49.753]  DiscountNutritionShop.com?
[00:23:50.073 --> 00:23:52.394]  Yup, they're a lifesaver in more ways than one.
[00:23:52.634 --> 00:23:56.875]  They have all the nutritional supplements you need, the major brands you know, plus you can save up to 10%.
[00:23:57.856 --> 00:23:58.916]  Write down this number, 888-908-4548.
[00:23:58.956 --> 00:23:59.056]  Huh?
[00:23:59.076 --> 00:24:00.757]  888-908-4548, or just go to DiscountNutritionShop.com.
[00:24:22.972 --> 00:24:24.153]  Welcome back to the Alex Jones Show.
[00:24:24.234 --> 00:24:25.695]  I'm David Knight, your host today.
[00:24:26.256 --> 00:24:30.080]  Alex Jones will be joining us in the second hour, as will Joyce Riley.
[00:24:30.141 --> 00:24:40.573]  Alex will be interviewing Joyce Riley from the Power Hour at the noon hour, if you're listening in the Central Time Zone, but it's going to be in about a half hour at the top of the hour.
[00:24:40.593 --> 00:24:43.036]  Now I was talking just before we went to break.
[00:24:44.224 --> 00:24:49.625]  About the erosions against individual rights, against informed consent, against private property.
[00:24:49.665 --> 00:24:54.647]  We see anchors on CNN, Chris Cuomo, saying, our rights don't come from God.
[00:24:54.747 --> 00:24:56.827]  Our rights come from the collective.
[00:24:57.768 --> 00:24:59.068]  From the laws that we pass.
