[00:00:05.031 --> 00:00:09.876]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:08:28.493 --> 00:08:30.676]  Welcome to the Alex Jones Show on this Monday, October 26, 2015.
[00:08:30.676 --> 00:08:31.677]  I'm David Knight, your host.
[00:08:34.412 --> 00:08:39.094]  We're going to be talking in the third hour to Zoltan Istvan.
[00:08:39.094 --> 00:08:43.956]  He is a candidate for presidency with the Transhumanist Party, a party that he created.
[00:08:43.956 --> 00:08:49.158]  So we're going to talk to him about his goals for transhumanism, what he thinks that's about.
[00:08:49.158 --> 00:08:50.679]  Should be an interesting interview.
[00:08:50.679 --> 00:08:53.840]  He's going to be here live in the studio, third hour.
[00:08:53.840 --> 00:09:00.963]  Before we get to that, I want to talk about the out-of-control use of technology by our government.
[00:09:02.119 --> 00:09:08.602]  Of course, we learned last week, at the end of the week, that the Department of Justice was not going to target Lois Lerner.
[00:09:08.602 --> 00:09:12.825]  Maybe it's because they think that she's related to a girlfriend of Superman.
[00:09:12.825 --> 00:09:13.205]  I don't know.
[00:09:13.205 --> 00:09:16.606]  But it looks like she's got more powerful friends than Superman.
[00:09:16.606 --> 00:09:19.168]  She's got powerful people in the government.
[00:09:20.151 --> 00:09:24.535]  And we were told at the time that, you know, it was just bureaucratic incompetence.
[00:09:24.535 --> 00:09:31.121]  Well, if it was bureaucratic incompetence, it would affect groups equally across the political spectrum.
[00:09:31.121 --> 00:09:35.064]  This was targeted on conservative groups, on Tea Party groups.
[00:09:35.825 --> 00:09:39.831]  And now we learn that they are still targeting Tea Party groups.
[00:09:39.831 --> 00:09:42.935]  This isn't something that has gone on, that has stopped.
[00:09:42.935 --> 00:09:52.009]  The Washington Times reports that the IRS is still holding up the non-profit applications for Tea Party groups, including one that has been waiting nearly six years for approval.
[00:09:53.396 --> 00:10:06.844]  As they say, it's no wonder so many Americans have had it with Washington and the elite political class who can get away with something like this, says Mark Meckler, president of the Citizens for Self-Governance, one of the organizers of the class action lawsuit.
[00:10:06.844 --> 00:10:10.866]  Yet another case is pending before a federal appeals court after Tea Party challengers lost
[00:10:11.286 --> 00:10:20.009]  At the district court level, where the judge ruled that the IRS targeting stopped in 2013, so there was no longer a case to be decided.
[00:10:20.009 --> 00:10:22.050]  And yet, that's not the case.
[00:10:22.050 --> 00:10:25.031]  They say that was news, that it's stopped two years ago.
[00:10:25.031 --> 00:10:33.894]  That's news to the Albuquerque Tea Party, which applied for non-profit status back in December of 2009, and is still waiting for approval.
[00:10:34.714 --> 00:10:41.675]  And also another one of the Center's clients, Unite In Action, an Ohio group, has been waiting for more than three years for approval.
[00:10:41.675 --> 00:10:50.557]  So one is in New Mexico, another one is in Ohio, but of course, there's no coordination by the central offices of the IRS.
[00:10:50.557 --> 00:10:52.797]  That's precisely what was going on.
[00:10:52.797 --> 00:10:54.278]  We all know what's going on.
[00:10:54.278 --> 00:11:01.599]  And we all know that the people in power continually get away with committing crimes because, simply, they are in power.
[00:11:02.540 --> 00:11:09.803]  Jay Sekulow, one of the chief counsels for the American Center for Law and Justice that is challenging this, says it's an outrage, a mockery of justice.
[00:11:09.803 --> 00:11:12.705]  Yes, it's a mockery of the rule of law.
[00:11:12.705 --> 00:11:15.866]  And it's something that we have come to see everywhere.
[00:11:15.866 --> 00:11:17.447]  Look at this article from The Guardian.
[00:11:17.447 --> 00:11:25.430]  Not only is the IRS targeting Tea Party groups and getting away with it, but now they're acquiring Stingray cell phone surveillance gear.
[00:11:25.430 --> 00:11:27.531]  Actually, this has been going on for quite some time.
[00:11:27.531 --> 00:11:30.293]  Going back to the time when they were holding up, guess what?
[00:11:31.523 --> 00:11:46.535]  Tax status for Tea Party groups, going back to the same years, 2009, 2012, under the Freedom of Information Act, they have found, this is a Guardian investigation, they found documents for purchases made six years ago.
[00:11:46.535 --> 00:11:51.439]  When they started this targeting of the Tea Party, they also started collecting Stingray devices.
[00:11:51.439 --> 00:11:57.664]  As I mentioned in the last segment, this is something that the FBI has worked very hard to keep quiet.
[00:11:58.444 --> 00:12:09.251]  Many law enforcement agencies will tell the judge they have a non-disclosure agreement and they will refuse to reveal how they got this information if the judge challenges them and says, where's your search warrant?
[00:12:09.251 --> 00:12:10.892]  Well, you know, I just have this stuff.
[00:12:10.892 --> 00:12:13.174]  But of course, there's other ways that they can do this.
[00:12:13.174 --> 00:12:18.417]  We know that for many years, the Drug Enforcement Agency and others have illegally collected information.
[00:12:18.417 --> 00:12:21.479]  The NSA would collect information illegally, pass it to the DEA.
[00:12:21.479 --> 00:12:26.223]  They would use parallel construction to pretend that they had acquired this with a search warrant.
[00:12:26.883 --> 00:12:30.184]  But now they're not really even bothering with that beard.
[00:12:30.184 --> 00:12:33.525]  They just go out and violate the law with impunity.
[00:12:33.525 --> 00:12:34.665]  And it's going to get worse.
[00:12:34.665 --> 00:12:35.946]  And we'll tell you how it's going to get worse.
[00:12:35.946 --> 00:12:37.626]  But first, this situation.
[00:12:37.626 --> 00:12:47.429]  They say privacy advocates say the revelation quote shows the wide proliferation of this very invasive surveillance technology despite their extensive capabilities.
[00:12:48.536 --> 00:12:54.700]  In these Stingray devices, they require only a low-level court order called a pen register.
[00:12:54.700 --> 00:13:00.264]  It's also known as a trap and trace in order to grant permission for their use.
[00:13:00.264 --> 00:13:15.315]  Very similar to what's going on with the NSA when they say that they're going to get this massive broad search warrant, as Rand Paul put it, going before the FISA court and saying, I want a search warrant for Mr. and Mrs. Verizon.
[00:13:16.314 --> 00:13:21.625]  In which case, the FISA Court says, sure, you can listen to anybody that has a Verizon account.
[00:13:21.625 --> 00:13:24.169]  Oh, I'd like one for Mr. and Mrs. AT&T as well.
[00:13:24.169 --> 00:13:25.232]  Yeah, no problem, sure.
[00:13:26.471 --> 00:13:28.013]  No, no, no problem with that.
[00:13:28.013 --> 00:13:31.197]  We can do dragnet surveillance of everybody in the United States.
[00:13:31.197 --> 00:13:33.840]  And it's going to get worse, I'll tell you about that in just a moment.
[00:13:33.840 --> 00:13:43.912]  Various revelations by the ACLU and other news outlets, including the Guardian, have shown at least 12 federal agencies already known to have these devices, including the NSA, the FBI.
[00:13:43.912 --> 00:13:45.433]  Now the IRS makes 13.
[00:13:46.875 --> 00:13:47.796]  A baker's dozen.
[00:13:47.796 --> 00:13:51.478]  Yes, they harass our people and they eat out their substance.
[00:13:51.478 --> 00:13:54.860]  That's the nature of government if it's not controlled.
[00:13:54.860 --> 00:13:59.102]  Government is always either at your feet or at your throat.
[00:13:59.102 --> 00:14:02.144]  Let me ask you, do you think it's at your feet?
[00:14:02.144 --> 00:14:03.765]  No, it's not.
[00:14:03.765 --> 00:14:05.106]  So where are they going next with this?
[00:14:05.106 --> 00:14:13.331]  Well, the next thing that they're doing is greasing the skids, giving themselves some legal cover, saying that they're going to pass CISA.
[00:14:14.366 --> 00:14:16.829]  This is something that they've tried for multiple times.
[00:14:16.829 --> 00:14:21.376]  They called it CISPA and now it is called CISA and they're getting it through.
[00:14:21.376 --> 00:14:24.961]  Nothing has really changed except dropping the P for protection.
[00:14:24.961 --> 00:14:27.144]  This is a Cybersecurity Information Sharing Act.
[00:14:27.873 --> 00:14:31.676]  It used to be the Cyber Security Information Sharing Protection Act.
[00:14:31.676 --> 00:14:34.337]  And I guess maybe people said, well, who's getting protected by this?
[00:14:34.337 --> 00:14:38.540]  Because this isn't something that is increasing the protection of individuals.
[00:14:38.540 --> 00:14:39.541]  You're spying on us.
[00:14:39.541 --> 00:14:40.681]  You're collecting our information.
[00:14:40.681 --> 00:14:42.122]  It's like, oh, well, it's there.
[00:14:42.122 --> 00:14:48.646]  The P is there to protect companies from being sued by you when they violate your privacy.
[00:14:48.646 --> 00:14:50.668]  You know, that other P word.
[00:14:50.668 --> 00:14:51.929]  That they don't like.
[00:14:51.929 --> 00:14:54.951]  That P word that's getting banned by the government.
[00:14:55.791 --> 00:14:57.212]  This has now been passed by the Senate.
[00:14:57.212 --> 00:14:59.093]  They just need to reconcile it with the House.
[00:14:59.093 --> 00:15:00.974]  Obama has indicated that he will sign it.
[00:15:00.974 --> 00:15:02.595]  Of course he will.
[00:15:02.595 --> 00:15:06.597]  He will not shy away from any kind of surveillance.
[00:15:06.597 --> 00:15:10.579]  He said we would have the most transparent administration we had ever seen.
[00:15:10.579 --> 00:15:12.220]  That's what Obama told everybody.
[00:15:12.220 --> 00:15:18.264]  Little did you realize that the transparency was going to be on you, not on him.
[00:15:18.264 --> 00:15:19.645]  Everything they do is a secret.
[00:15:20.407 --> 00:15:24.128]  We have a state religion of national security.
[00:15:24.128 --> 00:15:25.948]  Everything is sacrificed to it.
[00:15:25.948 --> 00:15:30.110]  Your privacy, the rule of law, the Bill of Rights, the Constitution.
[00:15:30.110 --> 00:15:33.150]  But they will not tell you anything about what they're doing.
[00:15:33.150 --> 00:15:38.472]  We've had this trade agreement, I think that was now three weeks ago, they announced that they had come up with this agreement.
[00:15:38.472 --> 00:15:47.214]  We were told for a very long time that the corporations and the corporate lobbyists who are working on this trade partnership, quote-unquote, it's a treaty,
[00:15:48.240 --> 00:15:51.962]  We were told that they couldn't tell us about this because that would just scotch the whole deal.
[00:15:51.962 --> 00:15:55.224]  You know, you can't go public as this thing is being negotiated.
[00:15:55.224 --> 00:15:56.605]  We'll let you know once it's negotiated.
[00:15:56.605 --> 00:16:02.789]  Well, here we are three weeks later, maybe four, I don't know the exact date, but it's been at least three weeks.
[00:16:02.789 --> 00:16:08.812]  We still don't have any information from our corporate masters as to what they're about to do.
[00:16:08.812 --> 00:16:11.434]  We do know that it's going to be far more than free trade.
[00:16:12.034 --> 00:16:21.404]  It is going to reorganize copyright, it's going to reorganize national sovereignty, it is going to elevate corporations to the level of government, which of course they are, aren't they?
[00:16:21.404 --> 00:16:33.176]  If they can tell our congressmen and senators that they cannot talk about what's going on with this agreement because they have to sign a non-disclosure agreement, there's that non-disclosure agreement again, right?
[00:16:34.460 --> 00:16:39.623]  NDAs all over the place, because we're operating in a corporate environment now.
[00:16:39.623 --> 00:16:41.283]  We don't have a government anymore.
[00:16:41.283 --> 00:16:51.008]  We have a multinational corporations are running this government, so they deal on non-disclosure agreements and everything that they do is secret.
[00:16:51.008 --> 00:17:02.774]  They say although CISA is branded a cyber security bill, this is from InfoWorld, and of course this is a tech organization, this is not a political organization, this is a technical organization, InfoWorld.
[00:17:03.646 --> 00:17:10.432]  They say although CISA is branded a cyber security bill, it does nothing to actually improve the effectiveness of security systems.
[00:17:10.432 --> 00:17:13.295]  This is people who understand computers telling you this.
[00:17:13.295 --> 00:17:23.104]  It's concerned instead with increasing the amount of information that corporations share with government and protecting those companies from liability for violating a customer's privacy.
[00:17:23.624 --> 00:17:40.090]  Yeah, again, like I said, it's going to legitimize it, but it will also put pressure on some of the companies that have been reluctant to turn this over, saying, we would experience legal issues, we would be sued by customers if we do this, because they didn't want to turn that information over, they didn't want to violate your privacy.
[00:17:40.090 --> 00:17:51.633]  Now the government will use CISA as a club against these holdouts, telling them, no, you don't have any liability, so you don't have any reason not to give that information to me, hand it over.
[00:17:51.633 --> 00:17:52.734]  That's the way they're going to use this.
[00:17:53.442 --> 00:17:59.126]  And of course they point out that the Cyber Intelligence Sharing and Protection Act, CISPA, was introduced back in 2011.
[00:17:59.126 --> 00:18:00.107]  It failed.
[00:18:00.107 --> 00:18:01.508]  It was reintroduced in 2013.
[00:18:01.508 --> 00:18:04.550]  It was failed again last year.
[00:18:04.550 --> 00:18:08.794]  And he mentioned that protection was stripped out and they have now pushed this thing through.
[00:18:08.794 --> 00:18:13.677]  And of course Aaron Schwartz worked very hard to defeat that.
[00:18:13.677 --> 00:18:16.139]  I would say that he gave his life to defeat that.
[00:18:16.139 --> 00:18:18.721]  I don't believe that he killed himself in desperation.
[00:18:18.721 --> 00:18:21.463]  That's the official narrative from the government.
[00:18:21.463 --> 00:18:22.264]  People who knew him
[00:18:23.430 --> 00:18:25.712]  So they were absolutely blindsided by this.
[00:18:25.712 --> 00:18:31.698]  How many times do we have to have someone that the government tells us committed suicide in prison or whatever?
[00:18:31.698 --> 00:18:33.940]  How many times does that have to happen?
[00:18:33.940 --> 00:18:36.322]  And they're all saying, hey, I'm fine.
[00:18:36.322 --> 00:18:37.523]  I'm fighting this to the end.
[00:18:37.523 --> 00:18:40.866]  And everybody that they know says they were well adjusted.
[00:18:40.866 --> 00:18:41.787]  They were a fighter.
[00:18:41.787 --> 00:18:42.848]  They were going after this.
[00:18:42.848 --> 00:18:43.548]  And then all of a sudden.
[00:18:44.400 --> 00:18:46.282]  They commit suicide.
[00:18:46.282 --> 00:18:51.288]  You know, like Gary Webb, or the DC Madam, or so many different people that we've talked to.
[00:18:51.288 --> 00:18:53.591]  And of course, Aaron Schwartz.
[00:18:54.440 --> 00:18:55.501]  was a fighter.
[00:18:55.501 --> 00:18:56.962]  He picked this fight with them.
[00:18:56.962 --> 00:18:58.443]  He wasn't shying away from this.
[00:18:58.443 --> 00:19:14.376]  And although you had a prosecutor, interestingly enough, the same prosecutor, Carmen Ortiz, who was involved in the subsequent Boston bombing false flag, even though Carmen Ortiz was pushing him and publicly saying that they were going to
[00:19:15.237 --> 00:19:17.819]  Tried to put him in prison for 35 years.
[00:19:17.819 --> 00:19:19.720]  The charges had been dropped by the university.
[00:19:19.720 --> 00:19:21.241]  The charges had been dropped at the local level.
[00:19:21.241 --> 00:19:22.382]  I said, that's not anything.
[00:19:22.382 --> 00:19:23.522]  He had removed some data.
[00:19:23.522 --> 00:19:29.386]  It wasn't any kind of a cyber hack or anything, but the feds came in and tried to make an issue out of it.
[00:19:29.386 --> 00:19:33.549]  And she got a lot of pushback because she was trying to prosecute him.
[00:19:33.549 --> 00:19:38.312]  Her husband tweeted and said, don't push back on Carmen.
[00:19:38.312 --> 00:19:41.174]  She offered him a three month plea bargain and he turned it down.
[00:19:41.949 --> 00:19:44.732]  That tweet was subsequently deleted.
[00:19:44.732 --> 00:19:46.674]  I don't think he committed suicide.
[00:19:46.674 --> 00:19:49.137]  And now we have CISA.
[00:19:49.137 --> 00:19:51.439]  Because one person can make a difference.
[00:19:51.439 --> 00:19:53.041]  That's why they take them out.
[00:19:53.041 --> 00:19:53.521]  Stay with us.
[00:19:53.521 --> 00:19:56.544]  We're going to tell you what Julian Assange says to do next.
[00:19:56.544 --> 00:19:58.346]  And that is use snail mail.
[00:19:58.346 --> 00:19:58.967]  We'll be right back.
[00:19:59.107 --> 00:20:05.811]  My name is Bill Bonner, and I'm the president of the largest private news and research network in the world.
[00:20:05.811 --> 00:20:11.294]  And I paid for this airtime because I have an important message to the American people.
[00:20:11.294 --> 00:20:15.836]  There's a change coming that the government isn't telling you about.
[00:20:15.836 --> 00:20:20.118]  This change has deep implications for life in America.
[00:20:20.118 --> 00:20:24.381]  From where you shop, to the doctors you visit, and the family you want to protect.
[00:20:24.961 --> 00:20:28.103]  Look, I've made predictions like this before.
[00:20:28.103 --> 00:20:31.044]  Thing is, I was right then, too.
[00:20:31.044 --> 00:20:35.466]  A few years ago, I warned that housing prices would collapse.
[00:20:35.466 --> 00:20:36.547]  They did.
[00:20:36.547 --> 00:20:41.610]  Before that, I warned that dot-com companies would crash.
[00:20:41.610 --> 00:20:42.770]  They did.
[00:20:42.770 --> 00:20:46.612]  Those who listened had a chance to save themselves.
[00:20:46.612 --> 00:20:48.993]  But this has nothing to do with the stock market.
[00:20:48.993 --> 00:20:50.494]  This will affect us all.
[00:20:50.494 --> 00:20:52.415]  You can watch the video for free right now.
[00:20:52.835 --> 00:21:02.946]  Many of the products at Infowarslife.com are true game changers.
[00:21:02.946 --> 00:21:07.251]  They are compounds that in many areas of the world are actually sold by prescription.
[00:21:07.251 --> 00:21:14.519]  But when we look at a product like Survival Shield Mason Iodine X2, it's something that really has been hiding in plain view for over a hundred years.
[00:21:14.679 --> 00:21:25.327]  The federal government mandated from the 20s until the 70s that iodine, a crude form of it, be added to table salt because of the incredible health problems that dietary deficiency in iodine was causing.
[00:21:25.327 --> 00:21:28.850]  I want to challenge the listeners who've not tried X2 for yourselves.
[00:21:28.850 --> 00:21:29.991]  What do you have to lose?
[00:21:29.991 --> 00:21:32.653]  You are the tip of the spear in the fight for human liberty and
[00:21:32.773 --> 00:21:34.574]  You wouldn't go swimming with sharks without a cage, would you?
[00:22:02.348 --> 00:22:02.710]  Hey!
[00:22:02.710 --> 00:22:04.018]  Has anyone seen Larry?
[00:22:05.293 --> 00:22:09.795]  It's in our nature to protect ourselves, especially when protection is simple and affordable.
[00:22:09.795 --> 00:22:16.057]  That's why IDStronghold.com has been providing affordable RFID protection for over 10 years.
[00:22:16.057 --> 00:22:26.361]  IDStronghold wallets protect you from electronic pickpockets who pass near you with a scanner and steal your credit and debit card info, as well as data from other cards containing RFID chips.
[00:22:26.361 --> 00:22:34.644]  IDStronghold.com, the original maker of shielded wallets, is a technology company, so we understand how to best protect you against intrusive radio waves.
[00:22:34.904 --> 00:22:41.168]  ID Stronghold wallets are designed to block RFID signals, open or close, no matter where on the wallet you put your cards.
[00:22:41.168 --> 00:22:47.352]  Most other RFID wallets on the market were designed with only fashion in mind and don't shield properly, if at all.
[00:22:47.352 --> 00:22:53.255]  If you're shopping for your next wallet, be sure to get the protection you deserve by going to idstronghold.com.
[00:22:53.255 --> 00:22:56.898]  Because getting anything else is like being the next victim in a Jaws movie.
[00:22:58.100 --> 00:22:59.081]  Hey, Berkey Guy here.
[00:22:59.081 --> 00:23:00.922]  Are you still drinking unfiltered tap water?
[00:23:00.922 --> 00:23:02.663]  Does your water contain chlorine or fluoride?
[00:23:02.663 --> 00:23:04.625]  Will you have drinkable water in an emergency?
[00:23:04.625 --> 00:23:10.629]  The Berkey Guy is here to help you remove these and other potential contaminants from your water, thus helping you drink clean, purified water.
[00:23:10.629 --> 00:23:14.272]  We offer Berkey Water Purification Systems at the lowest available prices online.
[00:23:14.272 --> 00:23:16.354]  Don't go another moment without the Berkey System.
[00:23:16.354 --> 00:23:19.356]  Over the last 10 years, we've helped thousands drink clean, purified water.
[00:23:19.356 --> 00:23:22.618]  Join them by visiting GoBerkey.com or call me, the Berkey Guy, at 877-886-3653.
[00:23:22.618 --> 00:23:22.798]  That's 877-886-3653.
[00:23:27.702 --> 00:23:32.243]  KDArmor.com is your one-stop shop for the most affordable body armor period.
[00:23:32.243 --> 00:23:36.784]  With packages starting at $169.99 and free shipping on every order.
[00:23:36.784 --> 00:23:38.504]  Why would you go anywhere else?
[00:23:38.504 --> 00:23:42.825]  KD offers soft armor and rifle threat rated armor up to level 4.
[00:23:42.825 --> 00:23:46.545]  Go to KDArmor.com and get your body armor today while you still can.
[00:23:46.545 --> 00:23:52.186]  Mention this ad and receive a free water purification kit for a limited time with any body armor package.
[00:23:52.186 --> 00:23:53.766]  Go to KDArmor.com.
[00:23:53.766 --> 00:23:55.927]  That's KDArmor.com.
[00:23:55.927 --> 00:23:56.747]  Come and take it.
[00:24:07.358 --> 00:24:08.699]  Welcome back to the Alex Jones Show.
[00:24:08.699 --> 00:24:10.701]  I'm David Knight, your host.
[00:24:10.701 --> 00:24:14.244]  We've had a NSA lawsuit that you will not believe.
[00:24:14.244 --> 00:24:17.627]  I mean, this is something straight out of a Kafka novel.
[00:24:17.627 --> 00:24:19.288]  I'll tell you about that in just a moment.
[00:24:19.288 --> 00:24:22.531]  I want to let you know first about the specials we have at InfoWars Life.
[00:24:22.531 --> 00:24:25.974]  We have 15% off of Ancient Defense for a limited time.
[00:24:25.974 --> 00:24:31.979]  We have 10% off the complete InfoWars select storable food line, along with free shipping.
[00:24:31.979 --> 00:24:33.220]  Let me tell you about the storable food.
[00:24:34.022 --> 00:24:36.264]  This is something that's made in the United States.
[00:24:36.264 --> 00:24:41.610]  Even the packaging, it's high-quality packaging that will let this food last for 25 years.
[00:24:41.610 --> 00:24:44.853]  Military-grade barrier against light, oxygen, and moisture.
