[00:00:00.009 --> 00:00:01.373]  The Alex Jones Show.
[00:04:31.665 --> 00:04:42.852]  We've already reported about a company in Sweden who is requiring its employees to get RFID chips just so they can make photocopies or enter and exit the building.
[00:04:43.252 --> 00:04:48.474]  But these embedded RFID implants will contain a lot more information than just your banking data.
[00:04:48.494 --> 00:04:54.296]  Of course, they'll have your social security number, as well as your private health and criminal history.
[00:04:54.556 --> 00:04:57.337]  They'll be used to track and monitor all of your movements.
[00:04:57.737 --> 00:05:03.520]  So of course, this is information that's very vital to not only hackers, but also government agencies.
[00:05:04.000 --> 00:05:09.882]  Isn't it kind of ironic to think that in the future, we're all probably going to be wearing tinfoil hats?
[00:05:10.382 --> 00:05:14.223]  The average person's life is filled with unexpected challenges.
[00:05:14.983 --> 00:05:21.244]  Unlock the energy it takes to defeat these daily beasts with super male or super female vitality.
[00:05:21.384 --> 00:05:30.386]  Specifically designed to assist the body in regulating proper hormone balance to create superior vitality in males and females.
[00:05:30.766 --> 00:05:35.587]  Supercharge and conquer your world at infowarslife.com or call 1-888-253-3139.
[00:05:40.319 --> 00:05:43.821]  The government's Department of Homeland Security is buying up loads of ammo.
[00:05:43.981 --> 00:05:47.943]  At the same time, they're restricting civilians' rights to own and purchase firearms.
[00:05:48.263 --> 00:05:49.704]  Can you put two and two together?
[00:05:50.044 --> 00:05:57.628]  Infidel Body Armor can stop every round, including hollow points and .308 sniper rounds, is reasonably priced, and fully legal.
[00:05:57.888 --> 00:05:58.749]  But for how long?
[00:05:59.029 --> 00:06:05.292]  Go to InfidelBodyArmor.com, spelled I-N-F-I-D-E-L BodyArmor.com.
[00:06:05.672 --> 00:06:08.494]  Infidel Body Armor just won't quit.
[00:06:10.091 --> 00:06:18.614]  What disaster is so powerful it unleashes a chain of mass pandemics, economic meltdowns, and violent food riots all at the same time?
[00:06:18.994 --> 00:06:25.576]  NASA has already set the countdown timer, and right now the 21st century apocalypse is less than 13 months away.
[00:06:26.096 --> 00:06:29.538]  Former CIA Director James Woolsey says two-thirds of U.S.
[00:06:29.578 --> 00:06:30.778]  population could perish.
[00:06:31.219 --> 00:06:34.220]  In a matter of seconds, the world as we know it will cease to exist.
[00:06:34.700 --> 00:06:36.481]  The world's economy will be wiped out.
[00:06:36.941 --> 00:06:38.202]  Mass riots will follow.
[00:06:38.582 --> 00:06:40.303]  Ancient diseases will re-emerge.
[00:06:40.763 --> 00:06:44.285]  How will you shield yourself and your loved ones from this upcoming apocalypse?
[00:06:44.845 --> 00:06:50.508]  Go to darkestdays.info to find out proven methods of protecting yourself, your loved ones,
[00:06:50.808 --> 00:06:54.753]  And even your entire community, when this worst case scenario unravels.
[00:06:55.254 --> 00:06:59.759]  That's D-A-R-K-E-S-T-D-A-Y-S dot I-N-F-O.
[00:07:00.140 --> 00:07:01.782]  DarkestDays.info.
[00:07:02.162 --> 00:07:06.608]  Go there before this life-saving information becomes unavailable to the large public.
[00:07:07.068 --> 00:07:09.231]  Go to DarkestDays.info now.
[00:07:10.072 --> 00:07:17.014]  For all of recorded history, civilizations around the world praised the health benefits of silver.
[00:07:17.274 --> 00:07:26.697]  At InfoWars Life, our mission is to bring you the highest quality, purest, cleanest, effective colloidal silver on the market today for the lowest price available.
[00:07:26.877 --> 00:07:34.900]  You don't have to be a doctor to know the fall and winter months are the most dangerous time of year in North America when it comes to you and your family's health.
[00:07:35.160 --> 00:07:44.607]  Infowarslife.com is very excited to announce our biggest run yet of silver bullet colloidal silver exclusively available at Infowarslife.com.
[00:07:44.807 --> 00:07:51.612]  Now Infowarslife.com has taken colloidal silver to the next level using a cutting-edge technique that is free of toxic artificial additives.
[00:07:52.012 --> 00:07:54.374]  Ladies and gentlemen, it is Friday the 13th on this live worldwide
[00:08:17.648 --> 00:08:19.790]  edition of the transmission.
[00:08:19.910 --> 00:08:23.012]  February, Friday the 13th, 2015.
[00:08:23.773 --> 00:08:25.294]  We're broadcasting worldwide.
[00:08:25.394 --> 00:08:39.464]  I am your host, Alex Jones, and it is time for the people of the world to stand up and let the globalist social engineers know that we are aware of their manipulation and that they are not in control of our minds anymore.
[00:08:39.845 --> 00:08:45.169]  That is the beginning of their collapse, the minute we realize that we are free.
[00:08:57.378 --> 00:09:01.400]  Prepare yourself for a perfectly outrageous motion picture.
[00:09:01.600 --> 00:09:06.181]  Howard Beale went up there last night and said what every American feels and he's tired of all the bullsh... No thanks, Diana.
[00:09:06.201 --> 00:09:11.523]  We're talking about putting a manifestly irresponsible man on national television.
[00:09:11.543 --> 00:09:14.925]  1776 will commence again if you try to take our firearms!
[00:09:16.605 --> 00:09:17.786]  There is no America.
[00:09:18.606 --> 00:09:20.087]  There is no democracy.
[00:09:21.127 --> 00:09:25.709]  There is only IBM and ITT and AT&T.
[00:09:26.781 --> 00:09:31.502]  And DuPont, Dow, Union Carbide, and Exxon.
[00:09:32.563 --> 00:09:35.103]  Those are the nations of the world today.
[00:09:35.764 --> 00:09:41.205]  And you have meddled with the primal forces of nature!
[00:09:43.006 --> 00:09:47.427]  And you will atone!
[00:09:48.847 --> 00:09:50.147]  Am I getting through to you, Mr. Beale?
[00:09:51.308 --> 00:09:51.748]  Why me?
[00:09:52.381 --> 00:09:54.142]  It was your own television, dummy.
[00:09:55.143 --> 00:09:59.005]  Ladies and gentlemen, the Network News Hour with Howard Beale!
[00:09:59.025 --> 00:10:11.213]  I can't do it.
[00:10:12.614 --> 00:10:13.315]  We'll do it live.
[00:10:15.356 --> 00:10:16.277]  We'll do it live!
[00:10:18.058 --> 00:10:18.818]  Do it live!
[00:10:19.059 --> 00:10:21.000]  I'll write it and we'll do it live!
[00:10:23.342 --> 00:10:24.183]  That thing sucks!
[00:10:25.224 --> 00:10:26.186]  What the hell's going on?
[00:10:26.206 --> 00:10:28.689]  I don't know, he just said he was gonna blow his brains out.
[00:10:29.009 --> 00:10:31.072]  That's tomorrow and that is it for us today.
[00:10:31.152 --> 00:10:31.933]  I'm Bill O'Reilly.
[00:10:31.973 --> 00:10:33.015]  Thanks again for watching.
[00:10:33.055 --> 00:10:35.898]  We'll leave you with Sting and a cut off his new album.
[00:10:36.038 --> 00:10:36.599]  Take it away.
[00:10:36.799 --> 00:10:38.542]  Congressman, let me interrupt you just for a moment.
[00:10:38.562 --> 00:10:40.344]  We've got some breaking news out of Miami.
[00:10:40.484 --> 00:10:41.385]  Stand by if you will.
[00:10:42.549 --> 00:10:46.392]  Right now in Miami, Justin Bieber has been arrested on a number of charges.
[00:10:46.412 --> 00:10:52.357]  The judge is reading the charges, including resisting arrest and driving under the influence.
[00:10:52.397 --> 00:10:54.838]  He's appearing now before the judge for his bond hearing.
[00:10:56.640 --> 00:11:01.604]  I want a show developed based on the activities of a terrorist group.
[00:11:02.865 --> 00:11:03.705]  Well, I'm mad.
[00:11:04.186 --> 00:11:05.787]  I'm gonna make a TV star out of you.
[00:11:06.405 --> 00:11:07.966]  You gonna be a householder?
[00:11:08.267 --> 00:11:10.068]  Osama Bin Laden is just one person.
[00:11:10.989 --> 00:11:21.637]  He is representative of networks of people who absolutely have made their cause to defeat the freedoms that we understand.
[00:11:21.957 --> 00:11:23.478]  And we will not allow them to do so.
[00:11:23.839 --> 00:11:29.223]  Death of Bin Laden marks the most significant achievement to date in our nation's effort to defeat Al Qaeda.
[00:11:29.383 --> 00:11:32.667]  The Taliban is taking responsibility for shooting down a U.S.
[00:11:32.687 --> 00:11:33.328]  helicopter.
[00:11:33.748 --> 00:11:37.973]  More than 30 people were killed and there are reports this morning that most of them are U.S.
[00:11:38.033 --> 00:11:38.734]  Navy SEALs.
[00:11:39.255 --> 00:11:44.581]  It is the international system of currency which determines the totality of life.
[00:11:46.917 --> 00:11:49.198]  NATO is in command of the entire U.S.
[00:11:49.258 --> 00:11:50.319]  military publicly.
[00:11:50.919 --> 00:11:55.181]  Homeland Security now says their mission has nothing to do with Al Qaeda, our Muslim extremists.
[00:11:55.221 --> 00:12:00.543]  It has to do with the Tea Party, who will launch police-killing terror attacks any minute.
[00:12:01.184 --> 00:12:03.765]  With no evidence of that, now it's beginning.
[00:12:04.325 --> 00:12:06.347]  The borders are completely wide open.
[00:12:06.787 --> 00:12:10.070]  Tens of millions of people are flooding here as we speak.
[00:12:10.410 --> 00:12:16.895]  Hundreds of thousands a month pouring over the borders, being given driver's license in California to pull the lever to ban guns.
[00:12:17.335 --> 00:12:21.599]  We are in the middle of a globalist revolution against this country right now.
[00:12:22.319 --> 00:12:23.760]  I don't have to tell you things are bad.
[00:12:24.261 --> 00:12:25.402]  Everybody knows things are bad.
[00:12:26.002 --> 00:12:26.783]  It's a depression.
[00:12:27.943 --> 00:12:30.826]  Everybody's out of work or scared of losing their job.
[00:12:32.222 --> 00:12:33.764]  The dollar buys a nickel's worth.
[00:12:34.225 --> 00:12:35.246]  Banks are going bust.
[00:12:35.306 --> 00:12:37.229]  Shopkeepers keep a gun to the counter.
[00:12:37.870 --> 00:12:39.452]  Punks are running wild in the street.
[00:12:39.492 --> 00:12:42.035]  There's nobody anywhere who seems to know what to do and there's no end to it.
[00:12:42.376 --> 00:12:42.776]  We know.
[00:12:43.217 --> 00:12:46.381]  The air is unfit to breathe and our food is unfit to eat.
[00:12:47.162 --> 00:12:55.668]  We sit watching our TVs while some local newscaster tells us that today we had 15 homicides and 63 violent crimes as if that's the way it's supposed to be.
[00:12:55.928 --> 00:12:58.009]  We know things are bad, worse than bad.
[00:12:58.610 --> 00:12:59.330]  They're crazy.
[00:12:59.550 --> 00:13:02.572]  It's like everything everywhere is going crazy so we don't go out anymore.
[00:13:02.953 --> 00:13:09.857]  We sit in the house and slowly the world we're living in is getting smaller and all we say is, please, at least leave us alone in our living rooms.
[00:13:09.897 --> 00:13:14.240]  Let me have my toaster and my TV and my steel-belted radios and I won't say anything.
[00:13:14.460 --> 00:13:15.281]  Just leave us alone.
[00:13:15.521 --> 00:13:16.902]  Well, I'm not gonna leave you alone.
[00:13:17.742 --> 00:13:18.923]  I want you to get mad!
[00:13:21.244 --> 00:13:21.705]  Network.
[00:13:22.165 --> 00:13:24.406]  Television will never be the same.
[00:13:25.187 --> 00:13:25.387]  Good.
[00:13:25.607 --> 00:13:27.608]  Get on the ground!
[00:13:28.148 --> 00:13:31.390]  Get on the ground now!
[00:13:31.450 --> 00:13:33.491]  Get on the ground!
[00:13:33.511 --> 00:13:36.893]  Get on the ground!
[00:13:37.073 --> 00:13:37.594]  So much.
[00:13:40.788 --> 00:13:45.212]  The Department of Homeland Security is apparently on a huge ammo buying spree.
[00:13:45.292 --> 00:13:49.295]  It comes out to like 1.6 billion rounds of ammunition.
[00:13:49.535 --> 00:13:49.896]  Who are they?
[00:13:50.509 --> 00:13:51.970]  We're gonna fight a war against.
[00:13:51.990 --> 00:13:56.431]  And just really brainwash people into thinking about guns in a vastly different way.
[00:13:56.671 --> 00:14:03.434]  Multiple sources tell CNN as many as 40 veterans died while they were waiting for medical care at this VA facility.
[00:14:03.514 --> 00:14:06.855]  Alex Jones may sound crazy, but still has 300 million YouTubes.
[00:14:06.895 --> 00:14:11.857]  Well, he has 300 million people that have watched him on YouTube.
[00:14:12.177 --> 00:14:16.718]  Cringe, arch-conservative, deeply, I think, racist.
[00:14:16.778 --> 00:14:17.238]  Strange.
[00:14:17.278 --> 00:14:19.258]  Challenge Alex Jones to a boxing match.
[00:14:19.658 --> 00:14:23.299]  Show up with a semi-automatic that you got legally and pop him.
[00:14:23.439 --> 00:14:24.179]  I'd love to see that.
[00:14:24.279 --> 00:14:25.800]  In uniform.
[00:14:25.840 --> 00:14:27.520]  These folks are getting paid to be racist.
[00:14:27.540 --> 00:14:29.160]  Hey, listen, I'm here to warn people.
[00:14:29.180 --> 00:14:30.441]  You keep telling me to shut up.
[00:14:30.741 --> 00:14:31.621]  This isn't a game.
[00:14:32.301 --> 00:14:34.441]  I want you to get up now.
[00:14:35.261 --> 00:14:37.782]  I want all of you to get up out of your chairs.
[00:14:39.128 --> 00:14:49.473]  I want you to get up right now and go to the window, open it, and stick your head out and yell, I'M AS MAD AS HELL AND I'M NOT GONNA TAKE THIS ANYMORE!
[00:14:49.493 --> 00:15:00.118]  I want you to get up right now, stick your head out of the window, open it, and stick your head out and keep yelling and yell, I'M AS MAD AS HELL, I'M NOT GONNA TAKE THIS ANYMORE!
[00:15:00.639 --> 00:15:03.560]  Just get up from your chairs, right now, go to the window!
[00:15:03.580 --> 00:15:04.520]  Where are you going?
[00:15:04.581 --> 00:15:06.081]  I don't want to see if anybody's yelling!
[00:15:06.101 --> 00:15:07.562]  Open it and stick your head out!
[00:15:11.764 --> 00:15:12.445]  I'm mad as hell!
[00:15:12.806 --> 00:15:14.969]  How am I going to take this anymore?
[00:15:16.191 --> 00:15:17.353]  I'm mad as hell!
[00:15:17.453 --> 00:15:19.496]  I'm not going to take it anymore!
[00:15:19.596 --> 00:15:20.117]  I'm mad as hell!
[00:15:20.137 --> 00:15:23.242]  I'm not going to take it anymore!
[00:15:23.442 --> 00:15:24.484]  I'm mad as hell!
[00:15:24.764 --> 00:15:26.407]  I'm not going to take it anymore!
[00:15:34.804 --> 00:15:36.905]  Waging war on corruption.
[00:15:37.445 --> 00:15:42.647]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:15:51.990 --> 00:15:58.892]  Ladies and gentlemen, we are broadcasting worldwide on this Friday, the 13th, transmission, Dr. Andrew Wakefield.
[00:16:00.194 --> 00:16:02.715]  Andy Wakefield will be joining us.
[00:16:02.855 --> 00:16:13.899]  He is the medical doctor from England who now lives in Austin, Texas, who is suing the journalist author of the so-called medical report debunking his study.
[00:16:14.719 --> 00:16:26.263]  They used that hoax report to then put out another larger hoax that the only piece of evidence showing vaccines was dangerous had been overturned and fraudulently created.
[00:16:27.188 --> 00:16:43.822]  Just last week the court in England returned the medical degree and good standing to his co-author and he is set very soon to have hearings and is set to be exonerated as well.
[00:16:44.943 --> 00:16:46.965]  So just remember that.
[00:16:47.325 --> 00:16:53.391]  British Court throws out conviction of autism vaccine MD Andrew Wakefield's co-author completely exonerated.
[00:16:55.353 --> 00:16:57.093]  That's from the Autism Action Network.
[00:16:57.153 --> 00:16:59.034]  It links through to the British reports.
[00:17:00.854 --> 00:17:05.255]  They do not want you knowing this because they're a bunch of liars just like Brian Williams.
[00:17:06.595 --> 00:17:15.617]  By the way, Brian Williams is in more trouble now for saying that he was most honored to report on the fall of the Berlin Wall and to see it fall.
[00:17:16.878 --> 00:17:18.938]  And it turns out he didn't get there till the day after.
[00:17:20.278 --> 00:17:21.839]  The Berlin Wall was falling for weeks.
[00:17:22.799 --> 00:17:24.000]  I'm not defending Brian Williams.
[00:17:24.040 --> 00:17:27.621]  He's a horrible anti-gun, globalist, teleprompter-reading liar.
[00:17:28.802 --> 00:17:37.506]  But, saying I was there when the Berlin Wall fell... I mean, he was there when the Berlin Wall fell.
[00:17:39.147 --> 00:17:50.732]  If you're there when it's falling down the next day, being taken down, that was ongoing for weeks, then yes, maybe a fish story, maybe you caught a 10-pound fish, you said it was a 15-pound fish, whatever.
[00:17:52.128 --> 00:17:54.810]  Lying and saying there are no death panels in Obamacare.
[00:17:55.891 --> 00:17:57.512]  Lying and saying you can keep your doctor.
[00:17:57.572 --> 00:17:59.153]  Lying and saying they wouldn't come after our guns.
[00:17:59.614 --> 00:18:02.235]  Lying and saying there's no amnesty in the new amnesty legislation.
[00:18:05.178 --> 00:18:07.699]  That's the type of stuff that people should be really angry about.
[00:18:08.260 --> 00:18:13.283]  But hey, if it discredits dinosaur media, that's always trying to attack any type of independent media, great.
[00:18:13.924 --> 00:18:14.144]  Great.
[00:18:14.184 --> 00:18:16.446]  Of course the guy is a congenital liar.
[00:18:17.728 --> 00:18:20.809]  He wasn't there with dead bodies floating past this hotel in Katrina.
[00:18:21.129 --> 00:18:22.589]  He wasn't in a helicopter shot down.
[00:18:22.609 --> 00:18:23.210]  He wasn't near it.
[00:18:24.290 --> 00:18:24.770]  On and on and on.
[00:18:25.770 --> 00:18:31.092]  And yes, he wasn't there at the Brandenburg Gate right when the first pieces fell.
[00:18:31.612 --> 00:18:33.833]  So I guess he's a liar on that count as well.
[00:18:33.873 --> 00:18:45.456]  But it doesn't matter in the aggregate compared to the big lies of the private run-for-profit Federal Reserve that tells Congress it's above the law.
[00:18:46.755 --> 00:18:51.539]  And all these Republican and Democratic Senators coming out saying, don't meddle in it, you know, stop Rand Paul.
[00:18:51.799 --> 00:18:53.240]  Let me tell you, Rand Paul is a hero.
[00:18:54.241 --> 00:18:57.724]  He's not perfect, but compared to the Globalist, he is an angel.
[00:18:58.424 --> 00:19:02.647]  I mean, he's barely defeated the gun-grabbing bills with Ted Cruz.
[00:19:03.108 --> 00:19:03.608]  Barely.
[00:19:04.669 --> 00:19:08.312]  Defeated a whole bunch of garbage, and now he's in there trying to get the audit the Fed bill passed.
[00:19:10.287 --> 00:19:18.894]  I just see such vitriol by the trolls criticizing Rand Paul online, and that's because it's paid for, to get the ball rolling, and then other people join in on it.
[00:19:19.414 --> 00:19:25.680]  It's a snowball effect they try to create, a megaphone effect, an amplification effect.
[00:19:26.200 --> 00:19:33.266]  And I just bring that up as a side issue, because he's exposing that our government funded al-Qaeda and ISIS right now, and that Hillary's involved.
[00:19:34.249 --> 00:19:35.211]  Nobody else is doing that.
[00:19:35.551 --> 00:19:37.574]  In fact, Rand Paul is even better than Ted Cruz.
[00:19:38.115 --> 00:19:40.138]  Ted Cruz's wife, I know, worked for Goldman Sachs.
[00:19:40.158 --> 00:19:42.723]  So does anybody else, basically, that is successful in banking.
[00:19:43.283 --> 00:19:45.106]  And she resigned from the Council on Foreign Relations.
[00:19:45.467 --> 00:19:47.129]  I don't care what organization they were in.
[00:19:47.230 --> 00:19:48.432]  I care about their voting records.
[00:19:49.645 --> 00:19:52.568]  I mean, Saul of Tarsus was the biggest persecutor of Christians.
[00:19:52.908 --> 00:19:54.510]  He became the greatest leader of Christians.
[00:19:55.030 --> 00:19:55.671]  After Christ.
[00:19:56.352 --> 00:19:57.133]  So I don't care.
[00:19:57.193 --> 00:20:04.200]  I mean, as long as Darth Vader throws the Emperor down the mineshaft, as an allegory, I don't care if he was Darth Vader five minutes before.
[00:20:05.141 --> 00:20:06.982]  Because now he's going back to being Anakin Skywalker.
[00:20:07.383 --> 00:20:08.484]  We gotta give everybody that chance.
[00:20:08.504 --> 00:20:08.924]  Stay with us.
[00:20:10.000 --> 00:20:15.044]  It's no secret that government and big business buy in bulk and get huge discounts not available to the little guy.
[00:20:15.404 --> 00:20:15.945]  Until now.
[00:20:16.545 --> 00:20:22.429]  Introducing a breakthrough crowd-buying website where people can join together, buy in bulk, and get massive discounts on millions of popular products.
[00:20:22.790 --> 00:20:24.111]  It's TogetherSave.com.
[00:20:24.151 --> 00:20:25.312]  TogetherSave.com.
[00:20:25.372 --> 00:20:32.417]  You can save 20, 30, or even 50% off tablets, smartphones, cars, appliances, textbooks, sports equipment, video games, and much more.
[00:20:32.677 --> 00:20:33.498]  All with free delivery.
[00:20:33.818 --> 00:20:34.358]  Check it out.
[00:20:34.559 --> 00:20:35.619]  TogetherSave.com.
[00:20:35.720 --> 00:20:38.602]  Visit now and start group buying today at TogetherSave.com.
[00:20:39.759 --> 00:20:41.620]  Attention all radio listeners.
[00:20:42.221 --> 00:20:49.405]  Survival Life is giving away free credit card knives exclusively to our radio listeners here today.
[00:20:49.966 --> 00:20:55.869]  Visit MyCreditCardKnife.com to see this covert knife in action and claim yours for free.
[00:20:56.350 --> 00:21:02.454]  It's the same knife you've seen in the airline magazines for $29.95, but today it's yours free.
[00:21:02.834 --> 00:21:04.075]  Just pay shipping and handling.
[00:21:04.495 --> 00:21:06.236]  MyCreditCardKnife.com.
[00:21:06.576 --> 00:21:08.458]  MyCreditCardKnife.com.
[00:21:08.558 --> 00:21:08.898]  Go now.
[00:21:09.358 --> 00:21:11.079]  It's very easy to be a criminal.
[00:21:11.299 --> 00:21:14.622]  All you need to burglarize a home is one simple household tool.
[00:21:14.922 --> 00:21:15.902]  A pair of scissors.
[00:21:16.283 --> 00:21:21.786]  If your home security system can be compromised by a criminal using scissors, then you're making it easy for him.
[00:21:22.066 --> 00:21:26.749]  Almost every home security system, even those sold by big-name companies, has a weakness.
[00:21:26.990 --> 00:21:27.810]  The phone line.
[00:21:27.990 --> 00:21:32.913]  You shell out $1,500, get locked into a long-term contract, and think you're safe.
[00:21:33.234 --> 00:21:36.976]  But a burglar can destroy your alarm in seconds with one snip.
[00:21:37.136 --> 00:21:40.039]  And when a burglar cuts your phone line, you're defenseless.
[00:21:40.460 --> 00:21:42.702]  SimpliSafe Home Security is the smarter choice.
[00:21:42.922 --> 00:21:47.126]  Built by Harvard engineers, SimpliSafe uses a wireless connection to call the cops.
[00:21:47.267 --> 00:21:48.147]  Scissors can't cut it.
[00:21:48.368 --> 00:21:50.590]  And that means your home stays safe.
[00:21:50.610 --> 00:21:54.414]  24-7 professional monitoring is under $15 a month with no contract.
[00:21:54.614 --> 00:21:57.958]  SimpliSafe home security keeps you safer than the other guys.
[00:21:58.098 --> 00:21:58.979]  For half the cost.
[00:21:59.259 --> 00:22:01.162]  Protect your home with the alarm you can trust.
[00:22:01.282 --> 00:22:01.943]  SimpliSafe.
[00:22:02.123 --> 00:22:06.007]  Go to SimpliSafeDefense.com now for an exclusive 10% offer.
[00:22:06.047 --> 00:22:07.849]  That's SimpliSafeDefense.com.
[00:22:09.434 --> 00:22:12.256]  Friends, this is Alex Jones for MidasResources.com.
[00:22:12.636 --> 00:22:17.778]  For more than 15 years, I have exclusively used Midas Resources for all my precious metal needs.
[00:22:18.219 --> 00:22:23.201]  Whether it's bullion or collectibles you're looking for, Midas Resources is simply the best.
[00:22:23.842 --> 00:22:25.903]  I own my gold as a hedge against inflation.
[00:22:26.443 --> 00:22:32.268]  This Federal Reserve fiat currency could go the way of the Deutsche Mark and the Weimar Republic anytime.
[00:22:32.769 --> 00:22:37.292]  In these historically dangerous times, it makes sense to physically hold gold and silver.
[00:22:37.653 --> 00:22:40.275]  Midas already has some of the best deals in the industry.
[00:22:40.515 --> 00:22:45.619]  But if you give them a call and mention the radio special, they will give you a list of the day's super specials.
[00:22:46.100 --> 00:22:49.423]  Midas brokers are standing by to answer all your questions at 800-686-2237.
[00:22:52.305 --> 00:22:58.332]  They also have a lot of informative free literature explaining the opportunities and risk of holding precious metals.
[00:22:58.753 --> 00:23:00.655]  They are ready to answer your questions at 800-686-2237.
[00:23:00.675 --> 00:23:01.076]  Again, that's 800-686-2237.
[00:23:08.152 --> 00:23:09.393]  Hey, sorry I'm running late.
[00:23:09.513 --> 00:23:11.375]  I had to stop and get my vitamins for the month.
[00:23:11.675 --> 00:23:14.797]  I got mine in the mail yesterday from DiscountNutritionShop.com.
[00:23:14.977 --> 00:23:16.398]  So I'm here, totally on time.
[00:23:17.259 --> 00:23:19.020]  DiscountNutritionShop.com?
[00:23:19.361 --> 00:23:21.682]  Yep, they're a lifesaver in more ways than one.
[00:23:21.923 --> 00:23:26.166]  They have all the nutritional supplements you need, the major brands you know, plus you can save up to 10%.
[00:23:27.147 --> 00:23:28.207]  Write down this number, 888-908-4548.
[00:23:28.247 --> 00:23:28.327]  Huh?
[00:23:28.347 --> 00:23:28.387]  888-908-4548.
[00:23:28.408 --> 00:23:30.029]  Or just go to DiscountNutritionShop.com.
[00:23:37.660 --> 00:23:40.262]  Managing your business and customers isn't easy, huh?
[00:23:40.522 --> 00:23:44.344]  SnapForce Customer Relationship Software may be just what you need.
[00:23:44.585 --> 00:23:52.330]  SnapForce CRM is a software solution that helps you manage everything important about your customers, from sales to marketing to service and support.
