[00:00:11.278 --> 00:00:19.240]  I saw the InfoWars on feminism when Cytheria got gang raped and I was really upset about that.
[00:03:59.696 --> 00:04:24.250]  Yeah, well, and like, you know, as a person, like, if you were somebody and you just, like, wanted to talk about something on YouTube and, like, start a conversation about something, and then to have someone hack into your personal stuff and then put your information out there and then experience death threats on a 24-7 basis, like, she couldn't give a speech in a college because somebody said that they would, there would be a shooting worse than Kent State.
[00:04:24.450 --> 00:04:25.671]  That's, that's scary, that's
[00:04:26.271 --> 00:04:29.113]  Like okay, so that's what it was it wasn't so much what she was saying.
[00:04:29.173 --> 00:04:32.994]  It's like how people reacted to it Yeah, like it's not so much like you know.
[00:04:33.255 --> 00:04:38.297]  I don't think she's like campaigning to like You know come down on men.
[00:04:38.377 --> 00:04:39.698]  She's just asking hey.
[00:04:40.098 --> 00:04:43.159]  Can you really think about how you're treating me as a human being?
[00:04:52.052 --> 00:04:57.814]  Used since before the days of the Roman Empire to support the body's natural systems and enhance overall health.
[00:04:58.155 --> 00:05:02.436]  Introducing the new Infowarslife.com Oil of Oregano Formulation.
[00:05:02.736 --> 00:05:10.460]  A highly advanced nutraceutical form of this key herb that has been traditionally used by civilizations for thousands of years to promote health.
[00:05:10.700 --> 00:05:15.922]  We have now procured the most high quality and potent forms of oregano oil on the market.
[00:05:16.222 --> 00:05:18.663]  Sourced from top leading manufacturers.
[00:05:18.803 --> 00:05:30.716]  To ensure a concentrated level of bioactive ingredients extracted directly from the wild herb and sealed in easy-to-use capsules, you will no longer need to endure the burning of liquid oregano on the tongue.
[00:05:31.056 --> 00:05:37.283]  Wild-crafted from the Mediterranean oregano species that experts agree is one of the most powerful and most challenging to acquire.
[00:05:37.643 --> 00:05:42.647]  This winter season, it's more important than ever to secure this true form of oil of oregano.
[00:05:42.807 --> 00:05:46.390]  Now available in our limited first run at Infowarslife.com.
[00:05:46.530 --> 00:05:48.452]  That's Infowarslife.com or call 888-253-3139.
