[00:00.000 --> 00:15.000]  Music
[05:13.000 --> 05:14.000]  The borders are collapsing.
[05:14.000 --> 05:18.000]  People are dying by the millions from the poison shots.
[05:18.000 --> 05:21.000]  We are inside the New World Order, ladies and gentlemen.
[05:21.000 --> 05:25.000]  We are absolutely inside the global takeover, the great reset.
[05:25.000 --> 05:26.000]  It's all here.
[05:26.000 --> 05:29.000]  It's all happening just like they said they would do, and I've been warning for decades.
[05:29.000 --> 05:36.000]  And all I can offer you is the truth, like Churchill did when the Nazis drove the British forces out of France into the sea at Dunkirk.
[05:36.000 --> 05:42.000]  He said, all I'm offering you is blood, sweat, and tears, and pain, but the alternative is total slavery and death.
[05:42.000 --> 05:50.000]  And it's a long, hard fight, and people can decide to roll over and submit to the New World Order and let the planet be depopulated.
[05:50.000 --> 05:56.000]  Or we can have a mass awakening that transcends left and right, and it's all about good and evil, and we say no.
[05:56.000 --> 06:07.000]  But this spaceship, this rock hurtling through space, this globe, our home, is under the greatest threat it's ever been in the history of mankind.
[06:07.000 --> 06:14.000]  And it's all starting in Russia on its border with Ukraine.
[06:14.000 --> 06:18.000]  That is the reality of this planet spinning through space and what we face.
[06:18.000 --> 06:22.000]  I'm going to try to calmly go through this all today for the next three hours.
[06:22.000 --> 06:29.000]  On this live emergency transmission, we can put the full show headline up, please, in a few minutes to let you know what we're dealing with.
[06:29.000 --> 06:35.000]  Saturday, September 24th, emergency broadcast. Russia mobilizes for nuclear war. Watch live.
[06:35.000 --> 06:45.000]  And the way you trigger the public to peacefully protest and to flood the streets with candlelight visuals that transcend party is by taking this live show feed right now and sharing it.
[06:45.000 --> 06:56.000]  On mainstream platforms like Twitter and Instagram and Facebook and on getter and independent groups like GAB and everywhere else.
[06:56.000 --> 07:01.000]  Because you are the info warriors and without you, ladies and gentlemen, we are not going to be able to stop this.
[07:01.000 --> 07:11.000]  We have a good chance of stopping this, but even mainline analysts predict a 50% chance of a tactical nuclear war in the next few months in Europe.
[07:11.000 --> 07:16.000]  That will cause a global depression, incredible problems. It'll be nightmare beyond imagination.
[07:16.000 --> 07:23.000]  And mainline analysts and I agree with them, give it about a 20% chance of a full on nuclear war.
[07:23.000 --> 07:31.000]  So I have a lot of trouble focusing on all the side issues.
[07:31.000 --> 07:40.000]  While this is going on, there is a major normalcy bias that goes on in everybody, including myself.
[07:40.000 --> 07:44.000]  Where you live in an open, somewhat free society and you just expect the lights are going to turn on.
[07:44.000 --> 07:48.000]  You expect the grocery stores to be full of food. You expect there's going to be gas for your car.
[07:48.000 --> 07:55.000]  You expect that hydrogen bombs and missiles aren't going to rain down on you and kill you and your family.
[07:55.000 --> 08:02.000]  But every ancient civilization being corrupt and decadent and collapsed.
[08:02.000 --> 08:10.000]  But now when our civilization collapses, which they've accelerated the cycle through the great reset and build back better,
[08:10.000 --> 08:14.000]  you're going to have hundreds and hundreds of nuclear reactors that melt down.
[08:14.000 --> 08:22.000]  You're going to have billions of people starving to death that will then be like the zombie apocalypse as they try to feed themselves.
[08:22.000 --> 08:30.000]  Within just 15 days, almost everybody reverts to cannibalism.
[08:30.000 --> 08:42.000]  If I was a selfish man, I would be in the middle of nowhere in a cabin on the backside of a hill, 100 miles from any town with a bomb shelter right now.
[08:42.000 --> 08:48.000]  If I just cared about myself and just cared about my children, I would be gone right now.
[08:48.000 --> 08:51.000]  But I'm staying at the helm of the ship and I don't sense me dramatic.
[08:51.000 --> 08:56.000]  I don't see this say, oh, I'm some hero. No, no, no, we got a chance to stopping this and I'm not running from it.
[08:56.000 --> 09:01.000]  I'm telling you deep down, I told you this months ago, you can see it now. I know you feel it as well.
[09:01.000 --> 09:07.000]  Spiritually, intellectually, you can see it. Culturally, you can see it. Historically, you know it.
[09:07.000 --> 09:15.000]  That people better take this more serious than anything they've ever taken in their lives. It's that real.
[09:15.000 --> 09:21.000]  You better kiss your children, better hug them, you better hug your mom, your dad, your brother, your sister, your mom.
[09:21.000 --> 09:23.000]  You better get right with God.
[09:23.000 --> 09:29.000]  And I'm telling myself that when I point my finger at you, three more pointing back at me.
[09:29.000 --> 09:31.000]  But we're coming under judgment, ladies and gentlemen.
[09:31.000 --> 09:46.000]  Now, before I hit all the serious documented news, for a couple of weeks, I've been sent countless texts and seen countless videos talking about the 24th of September, 2022.
[09:46.000 --> 09:53.000]  And how all these historic things historically have happened on this date and how it ties into the Jewish calendar and mysticism and the rest of it.
[09:53.000 --> 10:02.000]  I'm not putting any stock in that, but every time the world's on the verge of a cataclysm, the general public will pick a date and decide it's that date that's causing it.
[10:02.000 --> 10:07.000]  It's not that date that's causing it, it's the place and point in time we're in right now.
[10:07.000 --> 10:15.000]  But regardless, it's something that, if it gets the public's attention to be concerned, that's wonderful.
[10:15.000 --> 10:18.000]  But the stock market's already plunged last week.
[10:18.000 --> 10:20.000]  The inflation's exploding.
[10:20.000 --> 10:28.000]  Russia has called up 300,000 troops and put high tech military weapons on the border with Ukraine, including heavy bombers.
[10:28.000 --> 10:32.000]  Putin has said that I'm not bluffing.
[10:32.000 --> 10:37.000]  I'll use nuclear weapons against NATO, who's using weapons against us.
[10:37.000 --> 10:47.000]  I mean, this is happening. Words cannot describe how incredibly out of control and seriousness is.
[10:47.000 --> 10:53.000]  So this isn't about whether you're on the Russian side or the NATO side, the Ukrainian side or the American side.
[10:53.000 --> 11:03.000]  This is about globalists that lit the fuse with the pandemic and the lockdowns and the imploding borders and sending in troops to overthrow the pro-Russia elected government eight years ago.
[11:03.000 --> 11:08.000]  And Soros bragging about it on Fareed Zakaria on CNN.
[11:08.000 --> 11:13.000]  They started this and Russia took the bait and went in there and I said it was a trap.
[11:13.000 --> 11:26.000]  I told you in October last year, by late February, I expected a Russian invasion because that's all the pieces I saw on the intel I had.
[11:26.000 --> 11:33.000]  When everybody else was saying Russia wasn't going to invade, when Russia was saying it wasn't going to invade, I was saying no, they're going to invade.
[11:33.000 --> 11:40.000]  And this time the State Department is telling the truth because they know because they've lured Russia into this.
[11:40.000 --> 11:44.000]  And that's who I really blame at the end of the day. And I don't like what Putin's done either.
[11:44.000 --> 11:55.000]  And as Putin gets more corner and as Putin gets under more heat and as it at home, the hardliners and the main line Russian population wants total war,
[11:55.000 --> 12:05.000]  he knows he'll be removed if he doesn't escalate. And so the more the West doubles down, the more he doubles down and there's not much more room for doubling down.
[12:05.000 --> 12:15.000]  As we move towards tactical nuclear war, which almost every analyst agrees, if the tactical nuclear war happens, then the full on them will happen.
[12:15.000 --> 12:23.000]  And the Pentagon's like, well, we're warning Russia against using nuclear weapons, but we'll probably contain it. We'll nuke them back, but it'll just be in that area.
[12:23.000 --> 12:31.000]  It's not just going to be in that area. Just the way this proxy war has escalated to the edge of nuclear war.
[12:31.000 --> 12:39.000]  If there's tactical nuclear war, I believe there'll be a full on nuclear war.
[12:39.000 --> 12:44.000]  So you know we're tomorrow's news today and I don't want to be proven right about this and I'm not saying we're going to have nuclear war.
[12:44.000 --> 12:51.000]  It's like saying to an alcoholic, if you keep drinking two bottles of Jack Daniels a day, you'll probably get liver failure.
[12:51.000 --> 12:58.000]  And you go to the doctor and they tell you, hey, you got fatty liver and, you know, you need to stop. You need to go to rehab or it's going to kill you.
[12:58.000 --> 13:03.000]  Now it's going to kill you in a month or a year or five years. You don't know that. You don't know.
[13:03.000 --> 13:10.000]  But drinking two bottles of Jack Daniels a day or two bottles of whatever it is is not a good idea.
[13:10.000 --> 13:19.000]  And if you're using the liver failure analogy, what's going on in Russia is 10 bottles of Jack Daniels a year.
[13:19.000 --> 13:25.000]  A day, excuse me, 10 bottles of Jack Daniels a day. Nobody can survive that if it doesn't stop.
[13:25.000 --> 13:32.000]  Stop drinking the 10 bottles of Jack Daniels a day. Stop it. Stop it. Stop it.
[13:32.000 --> 13:36.000]  And so, yeah, we reached a point of desperation there.
[13:36.000 --> 13:46.000]  You know, the Democrat Party law firm that's suing all the major gun makers and involving the Evaldi lawsuits now and that's had the right courts against us.
[13:46.000 --> 13:51.000]  They would sit there looking at me confident and really not worried about them and what they're doing.
[13:51.000 --> 13:55.000]  Well, they were lying about me and threatening me and trying to destroy me.
[13:55.000 --> 13:59.000]  And so they blew up when they were questioning me and made fools of themselves.
[13:59.000 --> 14:05.000]  Even mainline media agreed because they couldn't get why I didn't care that they were there lying about me and accusing me.
[14:05.000 --> 14:09.000]  Because I'm thinking about nuclear war while they're sitting there talking to me just making stuff up.
[14:09.000 --> 14:14.000]  I'm just going, man, I'm worried about my family. Man, I think this is going to go to nuclear war.
[14:14.000 --> 14:20.000]  Don't you care, Mr. Jones? Don't you care? All these people are attacking you. All these people, Mr. Jones, why don't you care?
[14:20.000 --> 14:25.000]  And they would sit there in the breaks looking at me just shaking their heads because you're idiots. That's why.
[14:25.000 --> 14:32.000]  And when the nuclear bombs start dropping, you'll remember this, dumbasses.
[14:32.000 --> 14:37.000]  Do you have any idea how we have a tiger by the tail here?
[14:37.000 --> 14:47.000]  I can barely control myself right now to not get in my Winnebago and leave.
[14:47.000 --> 14:51.000]  But I'm not doing it because I promise to stay here and I believe we have a chance to stop this.
[14:51.000 --> 14:56.000]  And I've sworn not to give up. I will stay here until the power goes off.
[14:56.000 --> 15:03.000]  They may do a cyber attack long before the nuclear war and blame the Russians for that. That's in the cards too.
[15:03.000 --> 15:08.000]  So I only tell you that to tell you where I'm at.
[15:08.000 --> 15:19.000]  I have to override my paternal instincts and I have to look at my five-year-old daughter that I'd die for any moment.
[15:19.000 --> 15:27.000]  And I have to sit there and watch her play in the backyard in her sandbox with her Barbie dolls under dump trucks.
[15:27.000 --> 15:36.000]  And I have to just sit there and just pray to God somehow we can avert this because we're already at war with Russia right now, ladies and gentlemen.
[15:36.000 --> 15:44.000]  Right now. Right now. In Europe.
[15:44.000 --> 15:52.000]  This is happening now. And we're so used to things being normal with the normalcy bias.
[15:52.000 --> 15:58.000]  Even though the inflation is double power prices, even though it's done all this, people just still think, oh, come on, Alex, it's not that bad.
[15:58.000 --> 16:04.000]  Well, the mainline Pentagon analysts believe 50-50 chance Russia starts using nukes.
[16:04.000 --> 16:14.000]  Say that again. 50-50 chance. And I agree with that analysis. Russia starts using nukes.
[16:14.000 --> 16:22.000]  Now, the globalist to push us to the edge of Armageddon to create total destabilization where everybody just gives up on life.
[16:22.000 --> 16:27.000]  And so that's another reason I'm not going to give up on life is there's a very good chance.
[16:27.000 --> 16:38.000]  If we created big enough buzz, if you, the heart of the resistance, the tip of the spear, the vanguard, make a big enough peaceful noise.
[16:38.000 --> 16:49.000]  The civil disobedience, whatever you got to do, we can stop this together.
[16:49.000 --> 16:58.000]  Well, like I said, I am strongly considering not even going into fitting myself in the Sandy Hook show trial.
[16:58.000 --> 17:08.000]  Because they called me last time. I don't have to go the next time. I had to go to be interrogated by them on their, you know, their first half the trial that ends early next week.
[17:08.000 --> 17:14.000]  And then supposedly however long the quote defense has his hands tied, can sit up there and talk about stuff.
[17:14.000 --> 17:23.000]  And it's like, why do I even care if they get a hundred million dollar judgment? I don't have two million dollars.
[17:23.000 --> 17:31.000]  Does it matter? And so that's the thing. Football doesn't matter. Acting cool and polishing your sports car doesn't matter.
[17:31.000 --> 17:38.000]  What matters is getting right with God and stopping nuclear war.
[17:38.000 --> 17:44.000]  Hopefully things deescalate the next few days and I'll go and I'll do it and I'll be on the stand. But it doesn't matter.
[17:44.000 --> 17:57.000]  And it's because we put all these things in front of us that don't matter that we're going to lose everything.
[17:57.000 --> 18:02.000]  Absolutely lose everything.
[18:02.000 --> 18:07.000]  So I want to hit the factual information here in a minute, but there's so much of this September 24th talk out there.
[18:07.000 --> 18:15.000]  No, I don't believe the days, the day of the stock market crashes. I don't believe the days, the day of the nuclear war starts.
[18:15.000 --> 18:23.000]  And it's like this Q stuff. People always focus on some nebulous number for astrology instead of real meat and potatoes, mobilize Russian troops,
[18:23.000 --> 18:30.000]  openly threatening nuclear war saying I'm not bluffing with one of the largest nuclear arsenals, probably the second largest, maybe the largest on Earth,
[18:30.000 --> 18:37.000]  Vladimir Putin. I mean, that's a real leader. That's by leader. I mean, that's a real country. That's a real nuclear arsenal.
[18:37.000 --> 18:40.000]  That's a real threat.
[18:40.000 --> 18:44.000]  It's like Klaus Schwab, the New World Order is real.
[18:44.000 --> 18:48.000]  It's a real thing.
[18:48.000 --> 18:54.000]  And people still focus on the esoteric.
[18:54.000 --> 19:00.000]  But and then when bad stuff happens, oh, look, the stock market crashed four days after it probably will this week.
[19:00.000 --> 19:05.000]  A lot of experts believe even further already crashed last week, but they think real crash next week.
[19:05.000 --> 19:11.000]  Oh, see, it's real because a bunch of people made a big thing about a date.
[19:11.000 --> 19:20.000]  No, it was the overthrow of the elected government eight years ago in Ukraine and putting weapons on the Russian border and NATO moving heavy weapons in.
[19:20.000 --> 19:27.000]  That's what caused this, not crystal balls, not Ouija boards, not tarot decks.
[19:27.000 --> 19:35.000]  And I'm not attacking people that are into all this, but the mystical is your is your Holy Spirit connects to God and discernment.
[19:35.000 --> 19:40.000]  It's not all the two stuff. It's not all the old let's go to Dealey Plaza and JFK Junior is going to meet us there.
[19:40.000 --> 19:42.000]  I mean, no, no, no, no.
[19:42.000 --> 19:49.000]  And then people focus on that instead of the real issues.
[19:49.000 --> 19:53.000]  There's a short clip and then you know, the guy makes some good points, but.
[19:53.000 --> 19:59.000]  And it's open for discussion, but it's not the heart of the matter major event on Jewish year.
[19:59.000 --> 20:02.000]  Here it is.
[20:02.000 --> 20:13.000]  Every seven years on the exact end day of the show, which is the exact end day of basically the Jewish year every seven years.
[20:13.000 --> 20:20.000]  There's usually a major market collapse and it's actually usually on the exact day.
[20:20.000 --> 20:26.000]  This is a Schmidt a year and it actually ends on September 26, which is a Monday.
[20:26.000 --> 20:30.000]  So I've definitely said to keep your eyes on that date.
[20:30.000 --> 20:34.000]  But here's when I saw this, I was like, what?
[20:34.000 --> 20:37.000]  It's a German politician.
[20:37.000 --> 21:03.000]  And even more interesting on top of the German politicians saying September 24 is going to be like a day that everyone on Earth will remember.
[21:03.000 --> 21:19.000]  The Vatican has told all of its people that whatever funds they have across the world to send them all back to the Vatican by September 30, which is like four days after the end of the Shemitah.
[21:19.000 --> 21:31.000]  And of course, when they tell people this, you know, you don't just wire billions of dollars on like September 29 when the when the Pope told you to have it back there by the 30th, right?
[21:31.000 --> 21:33.000]  You probably do it a few days before.
[21:33.000 --> 21:35.000]  And they probably mentioned that to them.
[21:35.000 --> 21:38.000]  So the Vatican seems to know something's going on.
[21:38.000 --> 21:50.000]  So something like these birds flying by, black birds, black clouds, something ominous seems to be on the horizon.
[21:50.000 --> 21:52.000]  And then he adds something silly to the end of it.
[21:52.000 --> 21:54.000]  So all those things are real.
[21:54.000 --> 21:56.000]  Vatican things send back the money, all that.
[21:56.000 --> 22:00.000]  And then they just put a date on it as if that's what caused it.
[22:00.000 --> 22:07.000]  No, the war, the great reset, the collapsing borders, all these major governments are calling their money back in.
[22:07.000 --> 22:21.000]  We reported on this couple of weeks ago that thousands of major concerts, hundreds of the biggest in country music, hip hop, rock and roll have all canceled the next four months around the country and around the world.
[22:21.000 --> 22:34.000]  But how about globalist elites are even in the news moving the Southern Hemisphere? I've had meetings with some of them off record about the whole Russian situation. I told you this month ago, they've been moving and looking to move everything to the Southern Hemisphere.
[22:34.000 --> 22:39.000]  Most of the Google founders are now hiding out in the South Pacific.
[22:39.000 --> 22:42.000]  That's all real stuff.
[22:42.000 --> 22:45.000]  Not the Schmeke.
[22:45.000 --> 22:52.000]  And I'm not poo-pooing that globalists don't do things on weird dates and aren't people that are into the occult and mysticism.
[22:52.000 --> 23:04.000]  All I'm saying is this is front and center, the Russian mobilization, the Russia threatening nuclear war. Putin's saying I'm not bluffing. That's a real thing.
[23:04.000 --> 23:11.000]  And you don't stop it by obsessing on a date. You stop it by getting involved and by saying no.
[23:11.000 --> 23:20.000]  Because God gives us free will to decide the outcome. We are giving free will.
[23:20.000 --> 23:27.000]  New nuclear threats raise risk of cornered Putin. ABC News.
[23:27.000 --> 23:33.000]  U.S. has privately warned Russia against using nuclear weapons in Ukraine for several months. Yeah, CNN.
[23:33.000 --> 23:41.000]  Germany joins Poland and Baltics in push for harsher Russian sanctions. Yeah, that'll make things better. Only hurts Europe more.
[23:41.000 --> 23:49.000]  Americans in Russia, Ukraine prisoners swap. One hundred of death was near. Missile strikes in Ukraine's cities as call-up causes chaos in Russia.
[23:49.000 --> 23:55.000]  Putin's draft draws visitors in Russia, far-flung regions.
[23:55.000 --> 24:04.000]  Donald Trump says stupid Biden administration could trigger World War III. Absolutely. That's what he threatened. I mean, Trump warned they would do.
[24:04.000 --> 24:11.000]  Poland begins handing out iron-iron pills on fresh fears of Ukraine nuclear plant meltdown.
[24:11.000 --> 24:19.000]  Putin's mobilization of 300,000. It says thousands. More troops unlikely to resolve basic problems in Ukraine. NBC News.
[24:19.000 --> 24:31.000]  And it just goes on and on and on with what's happening in Russia.
[24:31.000 --> 24:36.000]  Now, tomorrow on The Sunday Show, I think I'm going to go ahead and host all four hours.
[24:36.000 --> 24:46.000]  We have Dr. Judy Mikovits with all the big developments with the COVID narrative collapsing and the new numbers coming out in studio, whether she did a great job with Owen, who also did a great job on Friday.
[24:46.000 --> 24:53.000]  And I'm going to take your calls tomorrow on this subject, but she'll be almost one hour, but I'm going to go ahead and just host all four hours because I've been gone.
[24:53.000 --> 24:58.000]  I want to be on air. It's such an important time.
[24:58.000 --> 25:03.000]  And again, I've been on a razor's edge, not even defending any of this Sandy Hook stuff, because it's all rigged anyways, and it's not going to matter.
[25:03.000 --> 25:15.000]  I mean, folks, the globalists are making their move and only being aware that they're the ones dissolving the borders, devouring the currency, cutting off the pipelines, destroying the energy infrastructure,
[25:15.000 --> 25:24.000]  launching all these Armageddon operations, launching the GMO, launching the 5G, launching the deadly COVID, launching the deadly vaccine response to it.
[25:24.000 --> 25:31.000]  We've got to really get there the enemy. We've got to really get there out to get us. The country's under siege, and they're attacking every other country.
[25:31.000 --> 25:34.000]  They're attacking the human infrastructure.
[25:34.000 --> 25:41.000]  And everybody, I don't care if you're gay, straight, old, young, black, white, liberal, conservative, we all get roped into fighting with each other.
[25:41.000 --> 25:50.000]  You're delusional if you think Klaus Schwab and Bill Gates and the New World Order love you, and they completely run the Democratic Party and most the Republican Party.
[25:50.000 --> 25:59.000]  Ted Cruz has come out and supported big tech, merging with big media and having total immunity. It's a horrible person.
[25:59.000 --> 26:04.000]  Right here at the end of the line, folks, he supports World War III, by the way, in Ukraine.
[26:04.000 --> 26:13.000]  He really now unclokes and shows you the horrible person he always was. I tried to hope that he was an opportunist and went against Trump and all that because he just wanted power.
[26:13.000 --> 26:19.000]  But I hope that, you know, in the end, he care about his family, but he doesn't care.
[26:19.000 --> 26:31.000]  He is a Goldman Sachs operative who is as bad as they get, just like Crenshaw and just like the rest of the scum. Shame on him. Shame on him.
[26:31.000 --> 26:36.000]  He's worse than Beto O'Rourke, because Beto at least tells you what he's going to do, so you can stand against him.
[26:36.000 --> 26:41.000]  He does not feel in the back like a wolf in sheep's clothing.
[26:41.000 --> 26:48.000]  So this is a crippling economic attack.
[26:48.000 --> 26:55.000]  Now, I've got a lot of really other important news that ties into all this I want to cover after we play a special report here in a moment.
[26:55.000 --> 27:06.000]  Robert Barnes joins us in about 33 minutes from now. This is a special Saturday emergency commercial free show.
[27:06.000 --> 27:10.000]  And I say that we're not running the regular breaks for our radio and TV stations.
[27:10.000 --> 27:16.000]  We're going to just air news reports and, you know, things here when we do go to break while we get guest on and things like that.
[27:16.000 --> 27:22.000]  They're very, very important, but I will just throw this out there and look, as things are so bad now, I get it. I understand.
[27:22.000 --> 27:26.000]  But we need to push to stop the new world order. We need to try to stay on air.
[27:26.000 --> 27:33.000]  Info Wars is again on the verge of insolvency. God just keeps it that way where we are treading water right now.
[27:33.000 --> 27:37.000]  And I want to keep strong and stay on air with our whole crew and all our shows.
[27:37.000 --> 27:42.000]  And I don't want to implode and let the enemy win. We have our most important missions ever to carry out.
[27:42.000 --> 27:46.000]  I want to thank those of you that purchased the products. I want to thank those of you that supported us.
[27:46.000 --> 27:51.000]  People think bankruptcy means you're closing your doors. There's dozens of different types of bankruptcies.
[27:51.000 --> 27:54.000]  We're not closing our doors. They're trying to close our doors.
[27:54.000 --> 28:01.000]  So I wanted to bankruptcy to prove in these courts that I have all this extra money to go under that scrutiny.
[28:01.000 --> 28:06.000]  And a lot of people see that they go, oh, you're closing your doors.
[28:06.000 --> 28:11.000]  No chapter five is emergency reorganization where you show you're having trouble paying your bills,
[28:11.000 --> 28:16.000]  but then you go into reorganization where it sets the benchmark for how much money you actually have.
[28:16.000 --> 28:22.000]  So we can stay on air, continue to operate and also show to the state courts everybody else
[28:22.000 --> 28:27.000]  when they claim I have $400 million like they falsely did in the Texas show trial four weeks ago.
[28:27.000 --> 28:30.000]  We can show certified all the stuff that is just a lie.
[28:30.000 --> 28:39.000]  And then that allows info wars, free speech systems to stay on air and continue to operate
[28:39.000 --> 28:44.000]  because they have federal laws where you're not supposed to just be able to sue somebody and shut them down.
[28:44.000 --> 28:48.000]  So we're very transparent about that. It's why we're doing it.
[28:48.000 --> 28:55.000]  And I'll just address this now here. I've never been in bankruptcy. We've never even taken loans here.
[28:55.000 --> 29:02.000]  And I looked at the big situation that was going on, the fact that we were on the verge of insolvency and all their lies.
[29:02.000 --> 29:06.000]  And I said, let's just put all the cards at the table and go into bankruptcy.
[29:06.000 --> 29:11.000]  And then most lawyers don't want to work with us. Most people don't want to work with us, but I got some good lawyers.
[29:11.000 --> 29:17.000]  But then the way the courts work is you have other separate lawyers that don't work for you that handle the actual bankruptcy part.
[29:17.000 --> 29:28.000]  And those lawyers, the judge ruled last week, Judge Lopez in Texas, had not been transparent about everything they'd done in the past.
[29:28.000 --> 29:34.000]  Not bad things, but the fact that they'd publicly done our last bankruptcy, but the Democrats kicked back.
[29:34.000 --> 29:41.000]  So we got InfoWars, the website back, and InfoWars Health, that's a successful company, and some other things.
[29:41.000 --> 29:45.000]  It was a very real bankruptcy that was tied to free speech systems to, like, quote, pay debtors.
[29:45.000 --> 29:53.000]  But they kicked that back because they wanted their show trials. They didn't want that bankruptcy to hold up all these show trials.
[29:53.000 --> 30:01.000]  And so the lawyers, not even the lawyers, the CRO that they appointed, did not disclose, even though it was public and all over the news.
[30:01.000 --> 30:05.000]  Why disclose that? That they'd done the previous bankruptcy just months before.
[30:05.000 --> 30:10.000]  So I guess if you've been in one bankruptcy and now there's another, you don't fill out a form or something, it's an issue.
[30:10.000 --> 30:18.000]  So the judge removed the CRO and those two separate, quote, independent lawyers who were all, by the way, the lawyers are Democrats.
[30:18.000 --> 30:25.000]  I'm not saying they did anything. I'm just saying, we were like, here's all our books. Here's all our stuff. And that happened.
[30:25.000 --> 30:31.000]  So so people see that and they think, well, if I order an infowarsstore.com, well, I get my products.
[30:31.000 --> 30:35.000]  Yes, everything we sell, we have in the warehouse, ready to ship.
[30:35.000 --> 30:40.000]  And we've always been able to ship within a day or two and get in the order.
[30:40.000 --> 30:43.000]  Most people get their orders within three days of ordering an infowarsstore.com.
[30:43.000 --> 30:47.000]  But I talked about this a month ago. It wasn't the bankruptcy court.
[30:47.000 --> 30:53.000]  It was the CRO budgeted a lower number than was needed to fulfill shipping every week.
[30:53.000 --> 30:57.000]  So they had to wait to get a court hearing in a few weeks to even allot the money to ship the product.
[30:57.000 --> 31:01.000]  Now, we get it. The judge said, of course, shouldn't even have been a hearing.
