[00:00.000 --> 00:07.000]  Infowars. Tomorrow's news. Today.
[12:30.000 --> 12:34.000]  I'm
[12:34.000 --> 12:38.000]  I'm
[12:38.000 --> 12:42.000]  I'm
[12:42.000 --> 12:46.000]  I'm
[12:46.000 --> 12:50.000]  I'm
[12:50.000 --> 12:54.000]  I'm
[12:54.000 --> 12:58.000]  I'm
[12:58.000 --> 13:02.000]  I'm
[13:02.000 --> 13:06.000]  I'm
[13:06.000 --> 13:10.000]  I'm
[13:10.000 --> 13:14.000]  I'm
[13:14.000 --> 13:18.000]  I'm
[13:18.000 --> 13:22.000]  I'm
[13:22.000 --> 13:26.000]  I'm
[13:26.000 --> 13:30.000]  I'm
[13:30.000 --> 13:34.000]  I'm
[13:34.000 --> 13:38.000]  I'm
[13:38.000 --> 13:42.000]  I'm
[13:42.000 --> 13:46.000]  I'm
[13:46.000 --> 13:50.000]  I'm
[13:50.000 --> 13:54.000]  I'm
[13:54.000 --> 13:58.000]  I'm
[13:58.000 --> 14:02.000]  I'm
[14:02.000 --> 14:06.000]  I'm
[14:06.000 --> 14:10.000]  I'm
[14:10.000 --> 14:14.000]  I'm
[14:14.000 --> 14:18.000]  I'm
[14:18.000 --> 14:22.000]  I'm
[14:22.000 --> 14:26.000]  I'm
[14:26.000 --> 14:30.000]  I'm
[14:30.000 --> 14:34.000]  I'm
[14:34.000 --> 14:38.000]  I'm
[14:38.000 --> 14:42.000]  I'm
[14:42.000 --> 14:46.000]  I'm
[14:46.000 --> 14:50.000]  I'm
[14:50.000 --> 14:54.000]  I'm
[14:54.000 --> 14:58.000]  I'm
[14:58.000 --> 15:02.000]  I'm
[15:02.000 --> 15:06.000]  I'm
[15:06.000 --> 15:10.000]  I'm
[15:10.000 --> 15:14.000]  I'm
[15:14.000 --> 15:18.000]  I'm
[15:18.000 --> 15:22.000]  I'm
[15:22.000 --> 15:26.000]  I'm
[15:26.000 --> 15:30.000]  I'm
[15:30.000 --> 15:34.000]  I'm
[15:34.000 --> 15:38.000]  I'm
[15:38.000 --> 15:42.000]  I'm
[15:42.000 --> 15:46.000]  I'm
[15:46.000 --> 15:50.000]  I'm
[15:50.000 --> 15:54.000]  I'm
[15:54.000 --> 15:58.000]  I'm
[15:58.000 --> 16:02.000]  I'm
[16:02.000 --> 16:06.000]  I'm
[16:06.000 --> 16:10.000]  I'm
[16:10.000 --> 16:14.000]  I'm
[16:14.000 --> 16:18.000]  I'm
[16:18.000 --> 16:22.000]  I'm
[16:22.000 --> 16:26.000]  I'm
[16:26.000 --> 16:30.000]  I'm
[16:30.000 --> 16:38.000]  I'm
[16:38.000 --> 16:42.000]  I'm
[16:42.000 --> 16:46.000]  I'm
[16:46.000 --> 16:50.000]  I'm
[16:50.000 --> 16:54.000]  I'm
[16:54.000 --> 16:58.000]  I'm
[16:58.000 --> 17:02.000]  I'm
[17:02.000 --> 17:06.000]  I'm
[17:06.000 --> 17:10.000]  I'm
[17:10.000 --> 17:14.000]  I'm
[17:14.000 --> 17:18.000]  I'm
[17:18.000 --> 17:22.000]  I'm
[17:22.000 --> 17:26.000]  I'm
[17:26.000 --> 17:30.000]  I'm
[17:30.000 --> 17:34.000]  I'm
[17:34.000 --> 17:38.000]  I'm
[17:38.000 --> 17:42.000]  I'm
[17:42.000 --> 17:46.000]  I'm
[17:46.000 --> 17:50.000]  I'm
[17:50.000 --> 17:58.000]  I'm
[17:58.000 --> 18:02.000]  I'm
[18:02.000 --> 18:06.000]  I'm
[18:06.000 --> 18:10.000]  I'm
[18:10.000 --> 18:14.000]  I'm
[18:14.000 --> 18:18.000]  I'm
[18:18.000 --> 18:22.000]  I'm
[18:22.000 --> 18:26.000]  I'm
[18:26.000 --> 18:30.000]  I'm
[18:30.000 --> 18:34.000]  I'm
[18:34.000 --> 18:38.000]  I'm
[18:38.000 --> 18:42.000]  I'm
[18:42.000 --> 18:46.000]  I'm
[18:46.000 --> 18:50.000]  I'm
[18:50.000 --> 18:54.000]  I'm
[18:54.000 --> 18:58.000]  I'm
[18:58.000 --> 19:02.000]  I'm
[19:02.000 --> 19:06.000]  I'm
[19:06.000 --> 19:10.000]  I'm
[19:10.000 --> 19:14.000]  I'm
[19:14.000 --> 19:18.000]  I'm
[19:18.000 --> 19:22.000]  I'm
[19:22.000 --> 19:26.000]  I'm
[19:26.000 --> 19:30.000]  I'm
[19:30.000 --> 19:34.000]  I'm
[19:34.000 --> 19:38.000]  I'm
[19:38.000 --> 19:42.000]  I'm
[19:42.000 --> 19:46.000]  I'm
[19:46.000 --> 19:50.000]  I'm
[19:50.000 --> 19:54.000]  I'm
[19:54.000 --> 19:58.000]  I'm
[19:58.000 --> 20:02.000]  I'm
[20:02.000 --> 20:06.000]  I'm
[20:06.000 --> 20:10.000]  I'm
[20:10.000 --> 20:14.000]  I'm
[20:14.000 --> 20:18.000]  I'm
[20:18.000 --> 20:22.000]  I'm
[20:22.000 --> 20:26.000]  I'm
[20:26.000 --> 20:30.000]  I'm
[20:30.000 --> 20:34.000]  I'm
[20:34.000 --> 20:38.000]  I'm
[20:38.000 --> 20:42.000]  I'm
[20:42.000 --> 20:46.000]  I'm
[20:46.000 --> 20:50.000]  I'm
[20:50.000 --> 20:54.000]  I'm
[20:54.000 --> 20:58.000]  I'm
[20:58.000 --> 21:02.000]  I'm
[21:02.000 --> 21:10.000]  I'm
[21:10.000 --> 21:14.000]  I'm
[21:14.000 --> 21:18.000]  I'm
[21:18.000 --> 21:22.000]  I'm
[21:22.000 --> 21:26.000]  I'm
[21:26.000 --> 21:30.000]  I'm
[21:30.000 --> 21:34.000]  I'm
[21:34.000 --> 21:38.000]  I'm
[21:38.000 --> 21:42.000]  I'm
[21:42.000 --> 21:46.000]  I'm
[21:46.000 --> 21:50.000]  I'm
[21:50.000 --> 21:54.000]  I'm
[21:54.000 --> 21:58.000]  I'm
[21:58.000 --> 22:02.000]  I'm
[22:02.000 --> 22:06.000]  I'm
[22:06.000 --> 22:10.000]  I'm
[22:10.000 --> 22:14.000]  I'm
[22:14.000 --> 22:18.000]  I'm
[22:18.000 --> 22:22.000]  I'm
[22:22.000 --> 22:26.000]  I'm
[22:26.000 --> 22:30.000]  I'm
[22:30.000 --> 22:34.000]  I'm
[22:34.000 --> 22:38.000]  I'm
[22:38.000 --> 22:42.000]  I'm
[22:42.000 --> 22:46.000]  I'm
[22:46.000 --> 22:50.000]  I'm
[22:50.000 --> 22:54.000]  I'm
[22:54.000 --> 22:58.000]  I'm
[22:58.000 --> 23:02.000]  I'm
[23:02.000 --> 23:06.000]  I'm
[23:06.000 --> 23:10.000]  I'm
[23:10.000 --> 23:14.000]  I'm
[23:14.000 --> 23:18.000]  I'm
[23:18.000 --> 23:22.000]  I'm
[23:22.000 --> 23:26.000]  I'm
[23:26.000 --> 23:30.000]  I'm
[23:30.000 --> 23:34.000]  I'm
[23:34.000 --> 23:38.000]  I'm
[23:38.000 --> 23:42.000]  I'm
[23:42.000 --> 23:46.000]  I'm
[23:46.000 --> 23:54.000]  I'm
[23:54.000 --> 23:58.000]  I'm
[23:58.000 --> 24:02.000]  I'm
[24:02.000 --> 24:06.000]  I'm
[24:06.000 --> 24:10.000]  I'm
[24:10.000 --> 24:14.000]  I'm
[24:14.000 --> 24:18.000]  I'm
[24:18.000 --> 24:22.000]  I'm
[24:22.000 --> 24:26.000]  I'm
[24:26.000 --> 24:30.000]  I'm
[24:30.000 --> 24:34.000]  I'm
[24:34.000 --> 24:38.000]  I'm
[24:38.000 --> 24:42.000]  I'm
[24:42.000 --> 24:46.000]  I'm
[24:46.000 --> 24:50.000]  I'm
[24:50.000 --> 24:54.000]  I'm
[24:54.000 --> 24:58.000]  I'm
[24:58.000 --> 25:02.000]  I'm
[25:02.000 --> 25:06.000]  I'm
[25:06.000 --> 25:10.000]  I'm
[25:10.000 --> 25:14.000]  I'm
[25:14.000 --> 25:18.000]  I'm
[25:18.000 --> 25:22.000]  I'm
[25:22.000 --> 25:26.000]  I'm
[25:26.000 --> 25:30.000]  I'm
[25:30.000 --> 25:34.000]  I'm
[25:34.000 --> 25:38.000]  I'm
[25:38.000 --> 25:42.000]  I'm
[25:42.000 --> 25:46.000]  I'm
[25:46.000 --> 25:50.000]  I'm
[25:50.000 --> 25:54.000]  I'm
[25:54.000 --> 25:58.000]  I'm
[25:58.000 --> 26:02.000]  I'm
[26:02.000 --> 26:06.000]  I'm
[26:06.000 --> 26:10.000]  I'm
[26:10.000 --> 26:14.000]  I'm
[26:14.000 --> 26:18.000]  I'm
[26:18.000 --> 26:22.000]  I'm
[26:22.000 --> 26:26.000]  I'm
[26:26.000 --> 26:30.000]  I'm
[26:30.000 --> 26:34.000]  I'm
[26:34.000 --> 26:38.000]  I'm
[26:38.000 --> 26:42.000]  I'm
[26:42.000 --> 26:46.000]  I'm
[26:46.000 --> 26:50.000]  I'm
[26:50.000 --> 26:54.000]  I'm
[26:54.000 --> 26:58.000]  I'm
[26:58.000 --> 27:06.000]  I'm
[27:06.000 --> 27:10.000]  I'm
[27:10.000 --> 27:14.000]  I'm
[27:14.000 --> 27:18.000]  I'm
[27:18.000 --> 27:22.000]  I'm
[27:22.000 --> 27:26.000]  I'm
[27:26.000 --> 27:30.000]  I'm
[27:30.000 --> 27:34.000]  I'm
[27:34.000 --> 27:38.000]  I'm
[27:38.000 --> 27:42.000]  I'm
[27:42.000 --> 27:46.000]  I'm
[27:46.000 --> 27:50.000]  I'm
[27:50.000 --> 27:54.000]  I'm
[27:54.000 --> 27:58.000]  I'm
[27:58.000 --> 28:02.000]  I'm
[28:02.000 --> 28:06.000]  I'm
[28:06.000 --> 28:10.000]  I'm
[28:10.000 --> 28:14.000]  I'm
[28:14.000 --> 28:18.000]  I'm
[28:18.000 --> 28:22.000]  I'm
[28:22.000 --> 28:26.000]  I'm
[28:26.000 --> 28:30.000]  I'm
[28:30.000 --> 28:34.000]  I'm
[28:34.000 --> 28:38.000]  I'm
[28:38.000 --> 28:42.000]  I'm
[28:42.000 --> 28:46.000]  I'm
[28:46.000 --> 28:50.000]  I'm
[28:50.000 --> 28:54.000]  I'm
[28:54.000 --> 28:58.000]  I'm
[28:58.000 --> 29:02.000]  I'm
[29:02.000 --> 29:06.000]  I'm
[29:06.000 --> 29:10.000]  I'm
[29:10.000 --> 29:14.000]  I'm
[29:14.000 --> 29:18.000]  I'm
[29:18.000 --> 29:22.000]  I'm
[29:22.000 --> 29:26.000]  I'm
[29:26.000 --> 29:30.000]  I'm
[29:30.000 --> 29:34.000]  I'm
[29:34.000 --> 29:38.000]  I'm
[29:38.000 --> 29:42.000]  I'm
[29:42.000 --> 29:50.000]  I'm
[29:50.000 --> 29:54.000]  I'm
[29:54.000 --> 29:58.000]  I'm
[29:58.000 --> 30:02.000]  I'm
[30:02.000 --> 30:06.000]  I'm
[30:06.000 --> 30:10.000]  I'm
[30:10.000 --> 30:14.000]  I'm
[30:14.000 --> 30:18.000]  I'm
[30:18.000 --> 30:22.000]  I'm
[30:22.000 --> 30:26.000]  I'm
[30:26.000 --> 30:30.000]  I'm
[30:30.000 --> 30:34.000]  I'm
[30:34.000 --> 30:42.000]  I'm
[30:42.000 --> 30:46.000]  I'm
[30:46.000 --> 30:50.000]  I'm
[30:50.000 --> 30:54.000]  I'm
[30:54.000 --> 30:58.000]  I'm
[30:58.000 --> 31:02.000]  I'm
[31:02.000 --> 31:06.000]  I'm
[31:06.000 --> 31:10.000]  I'm
[31:10.000 --> 31:14.000]  I'm
[31:14.000 --> 31:18.000]  I'm
[31:18.000 --> 31:22.000]  I'm
[31:22.000 --> 31:26.000]  I'm
[31:26.000 --> 31:30.000]  I'm
[31:30.000 --> 31:34.000]  I'm
[31:34.000 --> 31:38.000]  I'm
[31:38.000 --> 31:42.000]  I'm
[31:42.000 --> 31:46.000]  I'm
[31:46.000 --> 31:50.000]  I'm
[31:50.000 --> 31:54.000]  I'm
[31:54.000 --> 31:58.000]  I'm
[31:58.000 --> 32:02.000]  I'm
[32:02.000 --> 32:06.000]  I'm
[32:06.000 --> 32:10.000]  I'm
[32:10.000 --> 32:14.000]  I'm
[32:14.000 --> 32:18.000]  I'm
[32:18.000 --> 32:22.000]  I'm
[32:22.000 --> 32:26.000]  I'm
[32:26.000 --> 32:30.000]  I'm
[32:30.000 --> 32:34.000]  I'm
[32:34.000 --> 32:38.000]  I'm
[32:38.000 --> 32:42.000]  I'm
[32:42.000 --> 32:46.000]  I'm
[32:46.000 --> 32:50.000]  I'm
[32:50.000 --> 32:54.000]  I'm
[32:54.000 --> 32:58.000]  I'm
[32:58.000 --> 33:02.000]  I'm
[33:02.000 --> 33:06.000]  I'm
[33:06.000 --> 33:10.000]  I'm
[33:10.000 --> 33:18.000]  I'm
[33:18.000 --> 33:22.000]  I'm
[33:22.000 --> 33:26.000]  I'm
[33:26.000 --> 33:30.000]  I'm
[33:30.000 --> 33:34.000]  I'm
[33:34.000 --> 33:38.000]  I'm
[33:38.000 --> 33:42.000]  I'm
[33:42.000 --> 33:46.000]  I'm
[33:46.000 --> 33:52.000]  I'm
[33:52.000 --> 33:56.000]  I'm
[33:56.000 --> 34:00.000]  I'm
[34:00.000 --> 34:04.000]  I'm
[34:04.000 --> 34:08.000]  I'm
[34:08.000 --> 34:12.000]  I'm
[34:12.000 --> 34:16.000]  I'm
[34:16.000 --> 34:20.000]  I'm
[34:20.000 --> 34:24.000]  I'm
[34:24.000 --> 34:28.000]  I'm
[34:28.000 --> 34:32.000]  I'm
[34:32.000 --> 34:36.000]  I'm
[34:36.000 --> 34:40.000]  I'm
[34:40.000 --> 34:44.000]  I'm
[34:44.000 --> 34:48.000]  I'm
[34:48.000 --> 34:52.000]  I'm
[34:52.000 --> 34:56.000]  I'm
[34:56.000 --> 35:00.000]  I'm
[35:00.000 --> 35:04.000]  I'm
[35:04.000 --> 35:08.000]  I'm
[35:08.000 --> 35:12.000]  I'm
[35:12.000 --> 35:16.000]  I'm
[35:16.000 --> 35:20.000]  I'm
[35:20.000 --> 35:24.000]  I'm
[35:24.000 --> 35:28.000]  I'm
[35:28.000 --> 35:32.000]  I'm
[35:32.000 --> 35:36.000]  I'm
[35:36.000 --> 35:40.000]  I'm
[35:40.000 --> 35:44.000]  I'm
[35:44.000 --> 35:48.000]  I'm
[35:48.000 --> 35:52.000]  I'm
[35:52.000 --> 35:56.000]  I'm
[35:56.000 --> 36:00.000]  I'm
[36:00.000 --> 36:04.000]  I'm
[36:04.000 --> 36:08.000]  I'm
[36:08.000 --> 36:12.000]  I'm
[36:12.000 --> 36:16.000]  I'm
[36:16.000 --> 36:20.000]  I'm
[36:20.000 --> 36:24.000]  I'm
[36:24.000 --> 36:28.000]  I'm
[36:28.000 --> 36:32.000]  I'm
[36:32.000 --> 36:36.000]  I'm
[36:36.000 --> 36:40.000]  I'm
[36:40.000 --> 36:44.000]  I'm
[36:44.000 --> 36:48.000]  I'm
[36:48.000 --> 36:52.000]  I'm
[36:52.000 --> 36:56.000]  I'm
[36:56.000 --> 37:00.000]  I'm
[37:00.000 --> 37:04.000]  I'm
[37:04.000 --> 37:08.000]  I'm
[37:08.000 --> 37:12.000]  I'm
[37:12.000 --> 37:16.000]  I'm
[37:16.000 --> 37:20.000]  I'm
[37:20.000 --> 37:24.000]  I'm
[37:24.000 --> 37:28.000]  I'm
[37:28.000 --> 37:32.000]  I'm
[37:32.000 --> 37:36.000]  I'm
[37:36.000 --> 37:40.000]  I'm
[37:40.000 --> 37:44.000]  I'm
[37:44.000 --> 37:48.000]  I'm
[37:48.000 --> 37:52.000]  I'm
[37:52.000 --> 38:00.000]  I'm
[38:00.000 --> 38:04.000]  I'm
[38:04.000 --> 38:08.000]  I'm
[38:08.000 --> 38:12.000]  I'm
[38:12.000 --> 38:16.000]  I'm
[38:16.000 --> 38:20.000]  I'm
[38:20.000 --> 38:24.000]  I'm
[38:24.000 --> 38:28.000]  I'm
[38:28.000 --> 38:32.000]  I'm
[38:32.000 --> 38:36.000]  I'm
[38:36.000 --> 38:40.000]  I'm
[38:40.000 --> 38:44.000]  I'm
[38:44.000 --> 38:48.000]  I'm
[38:48.000 --> 38:52.000]  I'm
[38:52.000 --> 38:56.000]  I'm
[38:56.000 --> 39:00.000]  I'm
[39:00.000 --> 39:04.000]  I'm
[39:04.000 --> 39:08.000]  I'm
[39:08.000 --> 39:12.000]  I'm
[39:12.000 --> 39:16.000]  I'm
[39:16.000 --> 39:20.000]  I'm
[39:20.000 --> 39:24.000]  I'm
[39:24.000 --> 39:28.000]  I'm
[39:28.000 --> 39:32.000]  I'm
[39:32.000 --> 39:36.000]  I'm
[39:36.000 --> 39:40.000]  I'm
[39:40.000 --> 39:44.000]  I'm
[39:44.000 --> 39:48.000]  I'm
[39:48.000 --> 39:52.000]  I'm
[39:52.000 --> 39:56.000]  I'm
[39:56.000 --> 40:00.000]  I'm
[40:00.000 --> 40:04.000]  I'm
[40:04.000 --> 40:08.000]  I'm
[40:08.000 --> 40:12.000]  I'm
[40:12.000 --> 40:16.000]  I'm
[40:16.000 --> 40:20.000]  I'm
[40:20.000 --> 40:24.000]  I'm
[40:24.000 --> 40:28.000]  I'm
[40:28.000 --> 40:32.000]  I'm
[40:32.000 --> 40:36.000]  I'm
[40:36.000 --> 40:40.000]  I'm
[40:40.000 --> 40:44.000]  I'm
[40:44.000 --> 40:48.000]  I'm
[40:48.000 --> 40:52.000]  I'm
[40:52.000 --> 40:56.000]  I'm
[40:56.000 --> 41:00.000]  I'm
[41:00.000 --> 41:04.000]  I'm
[41:04.000 --> 41:12.000]  I'm
[41:12.000 --> 41:16.000]  I'm
[41:16.000 --> 41:20.000]  I'm
[41:20.000 --> 41:24.000]  I'm
[41:24.000 --> 41:28.000]  I'm
[41:28.000 --> 41:32.000]  I'm
[41:32.000 --> 41:36.000]  I'm
[41:36.000 --> 41:40.000]  I'm
[41:40.000 --> 41:44.000]  I'm
[41:44.000 --> 41:48.000]  I'm
[41:48.000 --> 41:52.000]  I'm
[41:52.000 --> 41:56.000]  I'm
[41:56.000 --> 42:00.000]  I'm
[42:00.000 --> 42:04.000]  I'm
[42:04.000 --> 42:08.000]  I'm
[42:08.000 --> 42:12.000]  I'm
[42:12.000 --> 42:16.000]  I'm
[42:16.000 --> 42:20.000]  I'm
[42:20.000 --> 42:24.000]  I'm
[42:24.000 --> 42:28.000]  I'm
[42:28.000 --> 42:32.000]  I'm
[42:32.000 --> 42:36.000]  I'm
[42:36.000 --> 42:40.000]  I'm
[42:40.000 --> 42:44.000]  I'm
[42:44.000 --> 42:48.000]  I'm
[42:48.000 --> 42:52.000]  I'm
[42:52.000 --> 42:56.000]  I'm
[42:56.000 --> 43:00.000]  I'm
[43:00.000 --> 43:04.000]  I'm
[43:04.000 --> 43:08.000]  I'm
[43:08.000 --> 43:12.000]  I'm
[43:12.000 --> 43:16.000]  I'm
[43:16.000 --> 43:20.000]  I'm
[43:20.000 --> 43:24.000]  I'm
[43:24.000 --> 43:28.000]  I'm
[43:28.000 --> 43:32.000]  I'm
[43:32.000 --> 43:36.000]  I'm
[43:36.000 --> 43:40.000]  I'm
[43:40.000 --> 43:44.000]  I'm
[43:44.000 --> 43:48.000]  I'm
[43:48.000 --> 43:56.000]  I'm
[43:56.000 --> 44:00.000]  I'm
[44:00.000 --> 44:04.000]  I'm
[44:04.000 --> 44:08.000]  I'm
[44:08.000 --> 44:12.000]  I'm
[44:12.000 --> 44:16.000]  I'm
[44:16.000 --> 44:20.000]  I'm
[44:20.000 --> 44:24.000]  I'm
[44:24.000 --> 44:28.000]  I'm
[44:28.000 --> 44:32.000]  I'm
[44:32.000 --> 44:36.000]  I'm
[44:36.000 --> 44:40.000]  I'm
[44:40.000 --> 44:44.000]  I'm
[44:44.000 --> 44:48.000]  I'm
[44:48.000 --> 44:52.000]  I'm
[44:52.000 --> 44:56.000]  I'm
[44:56.000 --> 45:00.000]  I'm
[45:00.000 --> 45:04.000]  I'm
[45:04.000 --> 45:08.000]  I'm
[45:08.000 --> 45:12.000]  I'm
[45:12.000 --> 45:16.000]  I'm
[45:16.000 --> 45:20.000]  I'm
[45:20.000 --> 45:24.000]  I'm
[45:24.000 --> 45:28.000]  I'm
[45:28.000 --> 45:32.000]  I'm
[45:32.000 --> 45:36.000]  I'm
[45:36.000 --> 45:40.000]  I'm
[45:40.000 --> 45:44.000]  I'm
[45:44.000 --> 45:48.000]  I'm
[45:48.000 --> 45:52.000]  I'm
[45:52.000 --> 45:56.000]  I'm
[45:56.000 --> 46:00.000]  I'm
[46:00.000 --> 46:04.000]  I'm
[46:04.000 --> 46:12.000]  I'm
[46:12.000 --> 46:16.000]  I'm
[46:16.000 --> 46:20.000]  I'm
[46:20.000 --> 46:24.000]  I'm
