[00:00:00.000 --> 00:00:15.740]  [Outro]
[00:09:54.366 --> 00:10:02.008]  As the brightest light in this coming darkness of populism and pro-human, pro-God, pro-family, pro-children.
[00:10:02.669 --> 00:10:05.169]  And that's why they hate us, because they hate you.
[00:10:05.730 --> 00:10:09.691]  And they believe they can take us off air, they will be able to defeat everybody else.
[00:10:10.211 --> 00:10:18.454]  And they have admitted that the model of censoring us and debanking us and suing us is the model to shut down Tucker Carlson, Joe Rogan, and everybody else.
[00:10:20.461 --> 00:10:26.826]  That said, when I declared bankruptcy four months ago with Infowars and three other sub-companies, that was a very real bankruptcy.
[00:10:27.526 --> 00:10:36.753]  And it was an attempt to bring a brokered settlement deal with them in federal court, because you go to president-of-the-line federal court, and say, I don't have $10 million, I don't have $5 million.
[00:10:37.194 --> 00:10:41.057]  The time we had $3 million, we could scrounge together out of the company, maybe.
[00:10:41.943 --> 00:10:45.066]  We put $3 million on the table and said, here it is in a federal filing.
[00:10:45.687 --> 00:10:47.088]  We're in limited bankruptcy.
[00:10:47.108 --> 00:10:48.529]  You can come check it all for yourselves.
[00:10:48.930 --> 00:10:49.991]  And they said, you're a fraud.
[00:10:50.031 --> 00:10:50.732]  You're a liar.
[00:10:51.552 --> 00:10:52.453]  All this other garbage.
[00:10:52.593 --> 00:10:55.957]  Now, four months later, we don't have any extra money.
[00:10:57.118 --> 00:10:59.160]  And we're going into full bankruptcy.
[00:11:01.089 --> 00:11:15.476]  To absolutely show all of this, let them have their first trial, show them all the numbers, and then they want to have two trials, one in Texas and one in Connecticut, starting in September, and the judges have said, screw you, you've got to be in both places at once.
[00:11:16.937 --> 00:11:18.117]  Which is impossible.
[00:11:19.138 --> 00:11:35.332]   And so we're putting it before the federal judge, we declared bankruptcy on Free Speech Systems, the parent company of this whole operation, all the cards on the table, and I'm putting my finances in, everything, so this crap stops.
[00:11:36.013 --> 00:11:46.045]  When they got these bankruptcy lawyers, very respected ones in here, six months ago as we began to develop this, they said, my God, you've not paid yourself in over a year?
[00:11:47.711 --> 00:11:50.192]  And they went, my God, the news claims you've got all this money.
[00:11:50.212 --> 00:11:50.632]  You don't.
[00:11:51.012 --> 00:11:52.052]  They're just making it up.
[00:11:52.152 --> 00:11:56.014]  And so they've never seen anything like this.
[00:11:56.474 --> 00:12:02.276]  There are articles all over the news saying, I made $76 million in 2019.
[00:12:03.976 --> 00:12:05.797]  We almost lost money in 2019.
[00:12:07.217 --> 00:12:14.339]  The big year we made money, and thank God because it lasted us for years, because I saved a bunch of it and invested it in real estate and doubled the money.
[00:12:14.800 --> 00:12:24.286]   We have been operating In the last two years off of money that people buying products and support in that gigantic year of 2016.
[00:12:24.747 --> 00:12:29.131]  And I said, I'm going to take this money and invest it in real estate and other things.
[00:12:29.351 --> 00:12:33.755]  We sold that real estate last year and it has funded this place and kept us on air.
[00:12:33.855 --> 00:12:40.301]  So I was a good steward like the ant who saves for the winter to the grasshopper that doesn't save during the summer and dies in the winter.
[00:12:41.162 --> 00:12:43.164]  But this ant is out of money.
[00:12:44.497 --> 00:12:48.483]  This has been a long, hard winter of tyranny, and I'm no sunshine patriot.
[00:12:48.503 --> 00:12:50.606]  I'm a winter soldier, so I'm not a victim.
[00:12:51.007 --> 00:12:53.009]  I'm a target because I've been effective telling the truth.
[00:12:54.363 --> 00:12:56.023]  But listen, we're not going to get shut down.
[00:12:56.244 --> 00:13:05.546]  They have admitted, the Democrats that run this, in the Austin American Statesman today and in the Boston Globe and the New York Times, their goal is to quote, punish me and silence us and shut us down.
[00:13:06.046 --> 00:13:10.568]  That's why they lie to the jury in the damages portion and say, I got hundreds of millions of dollars.
[00:13:11.068 --> 00:13:18.270]  That's why they do this so they'll come up with some giant judgment on the already guilty Alex Jones that they hope is too big for us to even get a bond on.
[00:13:19.451 --> 00:13:25.295]  Well, once you're in bankruptcy, it's all there in the court, and the bonds for the appeals are half your net worth.
[00:13:25.736 --> 00:13:27.917]  Well, that isn't going to be very, very much.
[00:13:28.298 --> 00:13:34.642]  Maybe a million, million and a half dollars or something, and they're going to try to claim all this other wealth, but it's not true.
[00:13:34.683 --> 00:13:38.585]  So then we will be able to continue on with appeals and the rest of it for years?
[00:13:39.466 --> 00:13:44.289]  And we will be able to fight these kangaroo courts and what they've done.
[00:13:44.309 --> 00:13:45.689]  And this Texas judge really screwed up.
[00:13:46.110 --> 00:13:50.812]  She put a Motions and Limiting in two months ago saying, cannot mention the First Amendment, says it.
[00:13:51.112 --> 00:13:52.053]  I published it on Infowars.
[00:13:52.293 --> 00:13:52.713]  Her order.
[00:13:53.194 --> 00:13:58.056]  Cannot mention First Amendment, cannot say you're innocent, and a whole bunch of other stuff.
[00:13:58.637 --> 00:14:08.102]  So, she then withdrew that when we took it to the Court of Appeals voluntarily, but she's still trying to enforce those rules on the trial.
[00:14:09.591 --> 00:14:12.512]  And so if the Texas Supreme Court wants to certify that, fine.
[00:14:12.592 --> 00:14:13.313]  Texas is dead.
[00:14:13.793 --> 00:14:14.673]  I left it all on the field.
[00:14:15.033 --> 00:14:21.356]  I'll still be able to work for some other company and be on air, because I don't give a damn about money at the end of the day, except as a tool to fight the globalists.
[00:14:21.616 --> 00:14:23.597]  And so one way or another, InfoWars will stay on the air.
[00:14:23.917 --> 00:14:25.117]  Will it be crippling for a while?
[00:14:25.177 --> 00:14:26.498]  Will we have to get rid of a bunch of the crew?
[00:14:26.538 --> 00:14:26.818]  Yes.
[00:14:27.298 --> 00:14:28.199]  But that's down the road.
[00:14:28.519 --> 00:14:31.320]  That's why your massive support now is beyond critical.
[00:14:31.400 --> 00:14:34.201]  It's essential at InfoWarsStore.com.
[00:14:34.221 --> 00:14:35.562]  Get an Alex Jones was right t-shirt.
[00:14:35.822 --> 00:14:36.262]  Get a book.
[00:14:36.642 --> 00:14:37.182]  Get a film.
[00:14:37.463 --> 00:14:38.403]  Get the great supplements.
[00:14:39.210 --> 00:14:45.009]   Body's ultimate turmeric formula back in stock. Our new great product, Diet Force, is now available.
[00:14:45.009 --> 00:14:48.910]   And Vitamin Mineral Fusion, sold out for six, seven months, is now back in stock.
[00:14:48.910 --> 00:14:53.210]   Infowarsstore.com, limited supply. And Super Blue is finally back.
[00:14:53.210 --> 00:15:06.510]   Alright, I want to talk about the dying corporate media's arrogance
[00:15:06.510 --> 00:15:10.110]   and how they try to set themselves up as fact checkers and the arbiters of truth.
[00:15:10.113 --> 00:15:11.253]  It's truly sick.
[00:15:11.833 --> 00:15:13.334]  They've had hundreds that I've seen.
[00:15:14.134 --> 00:15:19.395]  There's thousands of their pundits on CNN, ABC News, NBC, all of them.
[00:15:19.915 --> 00:15:29.237]  I've got dozens of clips just I saw this weekend saying a recession is not two quarters of negative growth.
[00:15:29.056 --> 00:15:40.256]   I mean that's the very definition of their Keynesian economic system.
[00:15:40.256 --> 00:15:45.095]   And you've got Paul Krugman out there saying, well he admitted he was wrong last week that
[00:15:45.095 --> 00:15:46.296]  we weren't going to go into a recession.
[00:15:46.330 --> 00:15:49.450]  But then he says, but don't worry, the recession means something different today.
[00:15:50.291 --> 00:15:52.811]  They say that a man is a woman and a woman is a man.
[00:15:53.931 --> 00:15:55.052]  They promote pedophilia.
[00:15:56.132 --> 00:15:57.992]  Everything they do is a lie on purpose.
[00:16:00.573 --> 00:16:04.334]  And they point their fingers at the American people that don't believe a word they say.
[00:16:04.894 --> 00:16:09.990]   And if we question Jesse Smollett or Yuvaldi, Or Bubba Wallace?
[00:16:10.610 --> 00:16:11.571]  Or Gulf of Tonkin?
[00:16:11.631 --> 00:16:12.391]  Or 9-11?
[00:16:12.451 --> 00:16:13.052]  We're bad.
[00:16:13.372 --> 00:16:15.273]  No, we're good for questioning.
[00:16:16.134 --> 00:16:16.854]  And we should.
[00:16:17.115 --> 00:16:19.276]  And we'll continue on questioning.
[00:16:20.817 --> 00:16:32.653]   But I saw a video clip of the BBC attacking the Azerbaijani president He's obviously very well spoken and very well educated.
[00:16:33.734 --> 00:16:36.395]  And he says, we have free open media here in this country.
[00:16:37.035 --> 00:16:43.918]  You're the ones in the UK and the US that have tortured and almost killed Julian Assange in solitary confinement for eight plus years.
[00:16:44.759 --> 00:16:53.343]  You're the fraud and this is the perfect way to counter these people that set themselves up as our bosses when they have the worst records on purpose.
[00:16:55.926 --> 00:17:04.486]   of lying by design. How many Project Veritas videos have we seen of CNN and MSNBC and ABC
[00:17:04.486 --> 00:17:07.896]  and all of them behind the scenes in their own outtakes?
[00:17:07.896 --> 00:17:12.046]   Remember ABC News? Oh, we knew Epstein was raping people five years ago. They're running child kidnap
[00:17:12.046 --> 00:17:16.485]   rings of blackmail people, but we were told don't cover it. I wish I could have.
[00:17:16.684 --> 00:17:20.207]  I'd really been big, the teleprompter Bimbo said.
[00:17:20.508 --> 00:17:23.070]  She didn't care about the kidnapped kids or the sex trade.
[00:17:23.630 --> 00:17:26.052]  She was just mad she couldn't break it because that'd be a big story for her.
[00:17:27.433 --> 00:17:28.434]  That was Project Veritas.
[00:17:28.454 --> 00:17:32.578]  Just Project Veritas has got to release like, what, a hundred in the last six, seven years?
[00:17:33.478 --> 00:17:37.482]  Undercover videos of executives and producers admitting they lie on purpose?
[00:17:38.303 --> 00:17:40.124]  There's no executives here telling me what to say.
[00:17:40.404 --> 00:17:42.206]  I give you what I think is really going on.
[00:17:43.831 --> 00:18:00.067]  But again, they set themselves up as self-appointed masters who then organize the corporate media and all the rest of them together at the very same time to then demonize the populace, demonize the person standing up and exposing the New World Order.
[00:18:00.087 --> 00:18:08.335]  So I'm quite honored to be attacked by this system, but it's still scary up close to see that their corruption goes all the way down to the local court systems.
[00:18:09.383 --> 00:18:15.549]  And that the entire corporate media is in lockstep, refusing to report, that judge found me guilty without a jury.
[00:18:15.950 --> 00:18:20.915]  And that we gave them all the damn discovery that no one would ever give anybody.
[00:18:21.175 --> 00:18:23.438]  Bank accounts, all our emails, everything.
[00:18:23.458 --> 00:18:25.820]  And they would say, oh, you didn't give it to us all.
[00:18:26.080 --> 00:18:27.081]  Oh, there's more.
[00:18:27.522 --> 00:18:28.283]  For four years.
[00:18:30.077 --> 00:18:32.800]  And then I'm sitting there in the trial on how I'm guilty.
[00:18:33.221 --> 00:18:34.522]  Guilty until proven guiltier.
[00:18:34.983 --> 00:18:37.826]  And they're showing all the emails, all the text messages, all the stuff.
[00:18:38.107 --> 00:18:42.732]  And we gave it all to him, and then the judge is telling him he's defaulted because he didn't give us any information.
[00:18:42.952 --> 00:18:44.114]  He didn't show up to court.
[00:18:45.395 --> 00:18:45.996]  All a lie.
[00:18:46.316 --> 00:18:49.240]  Oh, we missed like one or two deadlines during COVID.
[00:18:50.609 --> 00:18:55.512]  But in that, you might get sanctioned for the cost of the court hearing, maybe $5,000, $10,000.
[00:18:56.053 --> 00:19:00.476]  No, she sanctioned me over a million and a half dollars the last year and a half, alone.
[00:19:01.136 --> 00:19:03.358]  Connecticut sanctioned us hundreds of thousands of dollars.
[00:19:03.538 --> 00:19:04.639]  The exact same blueprint.
[00:19:04.839 --> 00:19:05.560]  They're being run.
[00:19:05.760 --> 00:19:06.760]  They're being told what to do.
[00:19:09.663 --> 00:19:13.926]  Oh, the judge also doesn't want it mentioned that we gave them discovery while they show it to the jury.
[00:19:14.226 --> 00:19:15.667]  She's hoping she can keep them in the dark.
[00:19:17.483 --> 00:19:23.073]  But look at how the President of Azerbaijan counters the arrogant BBC.
[00:19:23.113 --> 00:19:23.935]  This is pure gold.
[00:19:27.491 --> 00:19:31.753]  Internet users in Azerbaijan is more than 80%.
[00:19:32.293 --> 00:19:40.976]  Can you imagine the restriction of media in a country where internet is free, there is no censorship, and there are 80% of internet users?
[00:19:41.436 --> 00:19:43.137]  We have millions of people on Facebook.
[00:19:43.197 --> 00:19:45.058]  How can you say that we don't have free media?
[00:19:45.558 --> 00:19:48.199]  This is, again, a biased approach.
[00:19:48.659 --> 00:19:53.841]  This is an attempt to create a perception in Western audience about Azerbaijan.
[00:19:54.181 --> 00:20:02.287]  We have opposition, we have NGOs, we have free political activity, we have free media, we have freedom of speech.
[00:20:03.008 --> 00:20:05.890]  But if you raise this question, can I ask you also one?
[00:20:06.771 --> 00:20:11.215]  How do you assess what happened to Mr. Assange?
[00:20:11.835 --> 00:20:14.117]  Is it a reflection of free media in your country?
[00:20:15.134 --> 00:20:17.295]  We're not here to discuss my country.
[00:20:17.575 --> 00:20:18.236]  No, let's discuss.
[00:20:18.256 --> 00:20:18.956]  Let's discuss.
[00:20:19.036 --> 00:20:26.200]  In order to accuse me, saying that Armenians will not have free media here, let's talk about Assange.
[00:20:26.660 --> 00:20:30.482]  How many years, sorry, how many years he spent in Ecuadorian embassy?
[00:20:30.782 --> 00:20:31.383]  And for what?
[00:20:31.823 --> 00:20:32.583]  And where is he now?
[00:20:33.224 --> 00:20:34.644]  For journalistic activity.
[00:20:35.125 --> 00:20:36.846]  You kept that person hostage.
[00:20:37.606 --> 00:20:40.709]  Actually killing him, morally and physically.
[00:20:41.350 --> 00:20:43.912]  You did it, not us, and now he's in prison.
[00:20:44.232 --> 00:20:47.996]  So you have no moral right to talk about free media when you do these things.
[00:20:48.959 --> 00:20:53.942]  Returning to the conflict, how long... Yeah, better return to the conflict, because this is not what you like.
[00:20:54.443 --> 00:20:57.404]  You like only to accuse, only to attack.
[00:20:57.725 --> 00:21:08.351]  But look at the mirror, look, I tell many times, before coming and lecturing us, and in your question, accusing me, it's not a question, it's accusation.
[00:21:08.732 --> 00:21:10.052]  You talk like a prosecutor.
[00:21:10.533 --> 00:21:10.773]  Why?
[00:21:11.113 --> 00:21:15.256]  If you're so democratic and so objective, why you keep Assange in prison?
[00:21:15.856 --> 00:21:16.276]  For what?
[00:21:16.857 --> 00:21:20.880]  You keep him in prison because of his journalistic activity.
[00:21:22.582 --> 00:21:25.644]  I'm not keeping him in prison, President Aliyev.
[00:21:25.684 --> 00:21:27.305]  You don't like this?
[00:21:27.406 --> 00:21:28.466]  It's not a question of don't like.
[00:21:28.486 --> 00:21:29.547]  You are not used to this.
[00:21:29.627 --> 00:21:30.988]  It's not the subject of our interview.
[00:21:31.008 --> 00:21:32.089]  You are used only to attack.
[00:21:32.530 --> 00:21:34.051]  It's not the subject of our interview.
[00:21:34.091 --> 00:21:34.932]  In which respect, President Aliyev?
[00:21:34.952 --> 00:21:37.053]  No, it is not the subject of interview, but you raised it.
[00:21:37.654 --> 00:21:38.234]  You raised it?
[00:21:38.455 --> 00:21:39.115]  No, you raised it.
[00:21:39.175 --> 00:21:40.436]  You raised the case of Alex Jones.
[00:21:40.456 --> 00:21:46.526]   You said, Armenians, if you don't have a free media in your country, Listen to that gaslighting witch.
[00:21:46.606 --> 00:21:48.567]  I'm surprised she didn't fly into the interview on a broom.
[00:21:49.288 --> 00:21:56.853]  She says, you raised the issue of media censorship, and he goes, no I didn't, you did.
[00:21:57.233 --> 00:21:58.434]  She goes, I mean Assange.
[00:21:58.954 --> 00:22:10.541]  How can she lecture them, when I've looked at it, they're about as free as the UK is, which isn't that good, and then say that him bringing up Assange doesn't matter.
[00:22:11.922 --> 00:22:16.154]   Now look, I'm a proud Of exposing that there weren't WMDs in Iraq.
[00:22:16.574 --> 00:22:20.075]  And the right wing called me, Fox News called me a communist then.
[00:22:20.215 --> 00:22:23.956]  No, I'm an American patriot that doesn't want to get our troops killed, doesn't want American illegal wars.
[00:22:24.397 --> 00:22:27.358]  And I've exposed the pedophile rings that are now out in the open of Jeffrey Epstein.
[00:22:27.998 --> 00:22:31.879]  And now even Joe Rogan gets on there all the time and says Alex Jones was the first to break it.
[00:22:32.239 --> 00:22:38.301]  And Joe now talks about the multiple intelligence agencies that are clearly involved controlling Epstein.
[00:22:38.321 --> 00:22:40.482]  But he says he doesn't know why they're going after scientists.
[00:22:41.769 --> 00:22:43.090]  The scientists are the real elite.
[00:22:43.490 --> 00:22:54.478]  And if they get all the heads of the major universities and major scientific groups blackmailed, then they can launch a COVID-19, even though it's man-made, and have it covered up because they control the scientific intelligentsia.
[00:22:54.498 --> 00:22:57.660]  We're going to play this quick clip, and then I got so much more.
[00:22:58.221 --> 00:23:02.564]  Man, the food being cut off, the next phase of the collapse, the lockdowns, all of it.
[00:23:03.945 --> 00:23:05.626]  Next segment, and we've got some amazing news.
[00:23:05.946 --> 00:23:07.207]  Wait till you see it out of Australia.
[00:23:07.227 --> 00:23:07.948]  They're really waking up.
[00:23:10.153 --> 00:23:12.315]  It was an intelligence operation.
