[00:00.000 --> 00:16.000]  Infowars, tomorrow's news, today.
[05:35.000 --> 05:40.000]  The great folks at my patron supply exclusively prepare with Alex.com discounted.
[05:40.000 --> 05:51.000]  So again, beat inflation, be prepared, fund the InfoWare. The only way you lose is not taking action at InfoWareStore.com or prepare with Alex.com right now.
[05:51.000 --> 05:56.000]  This is high-quality, storeable food. This is how you beat inflation. Get yours today. It's ready to ship.
[05:56.000 --> 06:11.000]  But I wouldn't wait because prices are about to go up because inflation is exploding.
[06:26.000 --> 06:39.000]  It's Wednesday, March 2nd, 2022. I'm your host Alex Jones. Owen Shroyer will be taking over here in just a few minutes.
[06:39.000 --> 06:44.000]  And I'll be returning with reports throughout the day and throughout the evening.
[06:44.000 --> 06:51.000]  And again, I'll be back in town on Friday. I want to thank you all for joining us on this extremely important broadcast.
[06:51.000 --> 07:00.000]  Now, before we get into the massive developments taking place in Ukraine and major government officials in western governments calling for a no-fly zone
[07:00.000 --> 07:07.000]  and military strikes on Russian targets, which would quickly escalate into a massive war and maybe even a nuclear war,
[07:07.000 --> 07:15.000]  I want to just talk about some of the big issues that are getting overshadowed by this that are incredibly serious.
[07:15.000 --> 07:23.000]  And that if we focus on them and keep them in the public eye, could really not just wound the mad scientist's wing of the New World Order,
[07:23.000 --> 07:32.000]  but actually bring them down. Doesn't mean the world will be perfect. Doesn't mean we'll all be saved. Doesn't mean there won't still be evil.
[07:32.000 --> 07:41.000]  But this current group of psychos that sit above our governments playing us off against each other could really be brought down right now.
[07:41.000 --> 07:47.000]  They are in a very, very weak position, and that's why they signal to Putin that he could go ahead and invade.
[07:47.000 --> 07:53.000]  It's a real conflict. The globalists don't control Putin, but they did signal that he could go ahead and grab it,
[07:53.000 --> 07:59.000]  because that's the next phase of the next distraction while they implode the world economy and while they cause hyperinflation.
[07:59.000 --> 08:09.000]  I'll get to that coming up. But the big issue, and I'm glad that I went to a great job of this yesterday because I was tuned into it in between the work I'm doing,
[08:09.000 --> 08:18.000]  laying out just the unbelievable developments that have come out in the last few weeks and just the last few days and yesterday,
[08:18.000 --> 08:24.000]  where the CDC put a bunch of links to prestigious studies, some of which came out six months ago,
[08:24.000 --> 08:29.000]  some of which just came out in the last few weeks that we'd already covered, on their website saying,
[08:29.000 --> 08:38.000]  yes, the mRNA shots of Moderna and Pfizer absolutely have increased heart swelling and heart attacks and blood clots,
[08:38.000 --> 08:48.000]  but that you should separate taking the shots by at least two months because the first dose basically just plants it in your body
[08:48.000 --> 08:54.000]  and then programs your body. The next time you get hit with it, your body produces massive spike protein,
[08:54.000 --> 09:01.000]  which is the patented HIV delivery system of Moderna patented 2016.
[09:01.000 --> 09:05.000]  And again, those are some of the other huge developments that have come out in the last month that are confirmed,
[09:05.000 --> 09:09.000]  what we reported two years ago from the major Indian Institute that scanned the virus and said the same thing,
[09:09.000 --> 09:18.000]  that it was a patented, weaponized HIV delivery system to have major British medical journals and major U.S. journals all come out
[09:18.000 --> 09:24.000]  and then absolutely confirm and say it's one out of three trillion that this could have happened naturally,
[09:24.000 --> 09:28.000]  and then the CEO, Moderna, says, okay, it looks like it did get made in a lab,
[09:28.000 --> 09:32.000]  looks like somebody spliced our synthetic virus with other virus.
[09:32.000 --> 09:39.000]  Yeah, Peter Dazik and Bill Gates and Fauci in contracts with you and they co-own in the case of Gates and Fauci,
[09:39.000 --> 09:45.000]  the damn Moderna spike, I mean, not only is it one out of three trillion that this could happen,
[09:45.000 --> 09:50.000]  then the people that are involved in it are virus makers
[09:50.000 --> 09:56.000]  and are the people that control the labs in China and in the United States and in Europe.
[09:56.000 --> 09:59.000]  So it's one out of three trillion for this to naturally occur,
[09:59.000 --> 10:06.000]  but then it supposedly naturally occurs with the very people that we have documents on that they patented the exact thing.
[10:06.000 --> 10:09.000]  So we don't just know that they patented and owned it,
[10:09.000 --> 10:13.000]  we also again know that they were the ones that were deliberately creating it
[10:13.000 --> 10:16.000]  and telling us to get ready, the world's about to end,
[10:16.000 --> 10:19.000]  deadly viruses are about to be released because of global warming,
[10:19.000 --> 10:22.000]  they're going to come out of the jungles and they're going to wipe everybody out.
[10:22.000 --> 10:24.000]  And then it just goes on from there.
[10:24.000 --> 10:30.000]  The numbers, my German and now French and now Brazilian,
[10:30.000 --> 10:36.000]  and of course first major North American, Canadian and U.S. insurance company,
[10:36.000 --> 10:43.000]  consortium of more than 100 companies coming out and saying 40% increase in overall death.
[10:43.000 --> 10:46.000]  That's way beyond World War II, way beyond World War I,
[10:46.000 --> 10:50.000]  way beyond the year 2020 when the virus supposedly was ravaging everybody.
[10:50.000 --> 10:53.000]  But the year that we get the so-called vaccine,
[10:53.000 --> 11:02.000]  a 40% cause of death increase across the board, men and women, 18 to 65, the working age group.
[11:02.000 --> 11:06.000]  Ladies and gentlemen, this is smoking guns.
[11:06.000 --> 11:11.000]  So while we're talking about tens of thousands of dead Ukrainians and Russians,
[11:11.000 --> 11:13.000]  and yes, it's tens of thousands, ladies and gentlemen,
[11:13.000 --> 11:15.000]  the Russians have a reason to play it down, so the Ukrainians.
[11:15.000 --> 11:19.000]  But when this is all said and done, you're going to find out the numbers are much larger than what they've been telling you.
[11:19.000 --> 11:21.000]  This is a full-on war.
[11:21.000 --> 11:27.000]  Don't ever see stuff like this since, you know, really, Korea.
[11:27.000 --> 11:34.000]  Continuing on here, they want to turn the page, have a new chapter.
[11:34.000 --> 11:39.000]  Even Bloomberg and others have said, oh, after the two years of the lockdowns,
[11:39.000 --> 11:44.000]  after two years of the vaccine, people are tired, now this war will help turn the page.
[11:44.000 --> 11:48.000]  And Biden will help turn the page.
[11:48.000 --> 11:50.000]  So obviously Russia is a huge story.
[11:50.000 --> 11:51.000]  Ukraine's giant.
[11:51.000 --> 11:55.000]  What's happening with Biden literally melting down worse than we thought.
[11:55.000 --> 11:58.000]  No one's going to cover that next segment.
[11:58.000 --> 11:59.000]  It's huge.
[11:59.000 --> 12:07.000]  A creepy old weird man connected to pedophilia saying, oh, you have the governments with children that want to be another sex.
[12:07.000 --> 12:11.000]  That's the state from the elementary school level up getting involved, confusing your children.
[12:11.000 --> 12:20.000]  Here's a creepy man in a capital talking about sex and children and sexual identity of children.
[12:20.000 --> 12:22.000]  That's between parents and their children.
[12:22.000 --> 12:25.000]  I mean, this is just unbelievable.
[12:25.000 --> 12:32.000]  And then saying that Iran has attacked Ukraine and Pelosi rubbing her hands together,
[12:32.000 --> 12:35.000]  all weird, like some kind of giant rat.
[12:35.000 --> 12:43.000]  This is the cursor under of these decadent, degenerating individuals.
[12:43.000 --> 12:47.000]  There's one other big point I want to make here that's also extremely important.
[12:47.000 --> 12:55.000]  And if listeners will just please take notes and please think about this because this is a big, big deal.
[12:55.000 --> 12:57.000]  And I've realized how important it is.
[12:57.000 --> 12:59.000]  And I'm just going to mention it here.
[12:59.000 --> 13:06.000]  But the future, I'm going to do a whole report on this and really make a big deal about it because it's so central.
[13:06.000 --> 13:16.000]  He said the whole history of the United States and what's happened in the last 100 years since British intelligence basically took over US intelligence completely by the 30s.
[13:16.000 --> 13:21.000]  And then took over the whole government with the 1947 National Security Act.
[13:21.000 --> 13:24.000]  And again, it wasn't the British people or the UK that did that.
[13:24.000 --> 13:34.000]  It was this private intelligence corporate network of Cecil Rhodes and Lord Milner that was able to do it with their Anglophile counterparts here in the United States.
[13:34.000 --> 13:44.000]  And they took on the aristocratic system of rich, powerful families sending their sons and then daughters out in diplomatic corps to maintain the empire.
[13:44.000 --> 13:48.000]  And so there was a merger of the remnants of the British Empire with the American Empire.
[13:48.000 --> 13:54.000]  And that's not debated. Churchill wrote about it in his three volume history of the English-speaking peoples.
[13:54.000 --> 13:56.000]  And this is just a fact that's on record.
[13:56.000 --> 14:02.000]  If you talk to any one of the bluebloods in the East Coast, they will tell you that they are basically British or they're the heirs of that.
[14:02.000 --> 14:05.000]  And they believe they're basically superior to everyone.
[14:05.000 --> 14:06.000]  They believe they own you.
[14:06.000 --> 14:07.000]  They believe they own your children.
[14:07.000 --> 14:15.000]  They believe that America is a bunch of evil degenerate hayseeds that should never have stood up to King George III.
[14:15.000 --> 14:17.000]  And they are loyal to that whole corrupt system.
[14:17.000 --> 14:19.000]  Just turn on Fox News or CNN.
[14:19.000 --> 14:22.000]  They just worship the filthy royals who aren't even British.
[14:22.000 --> 14:28.000]  So I'm going to be talking more about this, but just understanding who the American ruling class is.
[14:28.000 --> 14:32.000]  Hollywood is like their sycophantic propagandist group.
[14:32.000 --> 14:40.000]  And those groups are incestuous as well, both literally and figuratively, with the East Coast, Anglophile lackeys.
[14:40.000 --> 14:48.000]  But I know over the years, and also from some family that worked in it and other things, how the State Department people operate.
[14:48.000 --> 14:51.000]  And I had a guest in the other day whose dad had been involved then.
[14:51.000 --> 14:57.000]  He was describing some of the same things that are well known, but not well known to the public, well known in the establishment.
[14:57.000 --> 14:59.000]  They know how degenerate they are.
[14:59.000 --> 15:09.000]  And so you've got literally a couple thousand families total that are the servant class of the globalist owners who think they're God,
[15:09.000 --> 15:15.000]  who think that they're better than everybody, and who think that we're all here just to serve at their pleasure.
[15:15.000 --> 15:18.000]  I'm going to be exposing these people in the near future.
[15:18.000 --> 15:19.000]  Back to Owen Schreuer.
[15:19.000 --> 15:21.000]  All right, ladies and gentlemen.
[15:21.000 --> 15:24.000]  And actually, we're going to go to break here.
[15:24.000 --> 15:28.000]  But when we come back, we'll go back to Alex Jones.
[15:28.000 --> 15:30.000]  With more response from the Biden State of the Union.
[15:30.000 --> 15:38.000]  You know, we're just, we're reaching a point of such insanity.
[15:38.000 --> 15:44.000]  And last night's State of the Union was so hilariously ludicrous.
[15:44.000 --> 15:49.000]  And then it's like you dig into more of what's going on with Ukraine and Russia and the history of it, and you just realize,
[15:49.000 --> 15:59.000]  you know, our media might as well not even exist except for the fact they're agents of propaganda.
[15:59.000 --> 16:02.000]  I've been on air more than 25 years.
[16:02.000 --> 16:07.000]  And long before I started selling high quality vitamin D3 eight years ago,
[16:07.000 --> 16:12.000]  I've been promoting people taking vitamin D3 because it is essential.
[16:12.000 --> 16:17.000]  And if you're not getting sunshine every single day, whether you're black or white or Hispanic,
[16:17.000 --> 16:22.000]  it doesn't matter, your body will be susceptible and wide open to so many of the threats that are out there.
[16:22.000 --> 16:24.000]  It's just like you need oxygen.
[16:24.000 --> 16:26.000]  You die in four minutes without oxygen.
[16:26.000 --> 16:28.000]  You die in five or six days without water.
[16:28.000 --> 16:30.000]  You die in a month without food.
[16:30.000 --> 16:36.000]  Well, that's because these key minerals and elements and vitamins are in the food that you need.
[16:36.000 --> 16:40.000]  And one of the most important for your immune system and your overall health is vitamin D3.
[16:40.000 --> 16:51.000]  We have the highest quality in winter sun with vitamin K that boosts all your body's defenses available right now for 50% off at infowarstore.com.
[16:51.000 --> 16:55.000]  Everybody, old, young, black, white, you need vitamin D3.
[16:55.000 --> 16:59.000]  This is the best quality out there and it funds the info war 50% off.
[16:59.000 --> 17:05.000]  It has been noted by many a historian the first casualty of war is the truth.
[17:05.000 --> 17:10.000]  Then the next big casualty isn't even the people that die.
[17:10.000 --> 17:12.000]  No, that invariably follows.
[17:12.000 --> 17:20.000]  But first there is the crackdown on populations, basic liberty and speech and massive censorship.
[17:20.000 --> 17:33.000]  And now across the world, from the United States to Europe, legislation's being introduced that if you amplify any quote pro-Russian information,
[17:33.000 --> 17:37.000]  you can be censored, you can be arrested, you can be imprisoned.
[17:37.000 --> 17:48.000]  And of course now Canada is under this legislation that if you have a fought crime and they think you may have the intent to engage in hate speech online,
[17:48.000 --> 17:50.000]  then you will be censored and arrested.
[17:50.000 --> 17:56.000]  Ladies and gentlemen, the authoritarianism is being carried out by the globalists around the world against humanity.
[17:56.000 --> 17:59.000]  That makes info wars.com more important than ever.
[17:59.000 --> 18:10.000]  The globalist social engineers always intended to push their COVID biomedical tyranny lockdowns until the populations rebelled.
[18:10.000 --> 18:19.000]  They would then use that as the pretext for permanent martial law and banning and arresting anybody that speaks out against their lives.
[18:19.000 --> 18:25.000]  But because of so many scientists and engineers and researchers and others coming public and whistleblowers,
[18:25.000 --> 18:33.000]  now their whole project is falling apart because the people are aware that it is a world government corporate takeover.
[18:33.000 --> 18:37.000]  And so it's pulling back the curtain now more than ever.
[18:37.000 --> 18:41.000]  The problem is some globalist controlled areas are not going to give up on their takeover.
[18:41.000 --> 18:50.000]  Like Canada, where they've now declared a civil emergency in martial law in Ontario and other areas of the world are following suit like Australia.
[18:50.000 --> 18:59.000]  So pray for these folks big time. This is a very serious situation and stay tuned into infowars.com because truth is absolutely bare amount.
[19:20.000 --> 19:30.000]  Thank you so much for watching this video.
[19:50.000 --> 20:00.000]  And we are back. Thank you so much for joining us on this live Wednesday edition.
[20:20.000 --> 20:30.000]  I'm Alex Jones. Owen Schreuer is about to take over and obviously he'll be breaking down the unbelievable disintegration of the newest puppet Joe Biden on international television.
[20:30.000 --> 20:33.000]  Last night the state of the destruction of our union.
[20:33.000 --> 20:40.000]  He'll be getting into the huge developments in Ukraine as now Putin has completed encircling the major cities,
[20:40.000 --> 20:47.000]  including the capital and has begun leveling government buildings and television and radio communication towers.
[20:47.000 --> 20:50.000]  So that is all coming up. We need to pray for peace.
[20:50.000 --> 21:05.000]  We need to pray also that more Americans and others get involved to make sure that NATO and other organizations don't escalate the situation with Russia and bring us into a full continental war, potential nuclear war.
[21:05.000 --> 21:15.000]  But in closing, I mentioned the ruling class State Department type Harvard-Yale Combine who just believe they own us and run us.
[21:15.000 --> 21:27.000]  Clearly if you go back 50, 60, 70, 80 years ago, they were elitist, but they were competent in many ways and at least had a good work ethic.
[21:27.000 --> 21:41.000]  Over the years, I have had a chance to talk to a lot of the people that are the protective groups in the diplomatic detail for the embassies because it's not just the Marines.
[21:41.000 --> 21:51.000]  It's the military, it's paramilitary CIA, it's Army Rangers, Green Berets, Delta Force, Navy Seals, all of that, Blackwater.
[21:51.000 --> 21:57.000]  There's a lot of different groups and organizations over the time that work in and around these individuals.
[21:57.000 --> 22:05.000]  And I can tell you that I've not just read it in the news, I've not just read it in books by other folks that have worked for the Foreign Service.
[22:05.000 --> 22:19.000]  I didn't just talk to some family that witnessed some of this as well around the world, but I've talked to many different groups of people that are on record with the photos and the facts and the proof that documents it all,
[22:19.000 --> 22:32.000]  that they specifically worked for these presidents and the heads of the State Department and you name it, and this is incredible.
[22:32.000 --> 22:47.000]  Over two-thirds of the diplomatic corps is on psychotropic drugs and also amphetamines, things like Adderall, and they also drink like fish.
[22:47.000 --> 22:50.000]  They're basically like Elvis Presley, but he was just singing music in Las Vegas.
[22:50.000 --> 23:00.000]  So also, when you see Pelosi up there rubbing her hands together all acting weird and crazy, and you see Biden not knowing who he is, talking about stories about dead dogs and corn pop,
[23:00.000 --> 23:07.000]  these aren't just really old people who are cleaning on to power and running our country and the world on the ground.
[23:07.000 --> 23:11.000]  They're also on a lot of drugs.
[23:11.000 --> 23:19.000]  And that's the big takeaway when you watch The State of the Union, and that's some of the stories and reports that I'm going to be codifying and putting out and getting out.
[23:19.000 --> 23:22.000]  From mainstream news, I'm not going to give any secret stuff out.
[23:22.000 --> 23:31.000]  I'm just going to go from where these stories have actually been admitted before and kind of collate them to show people as a window into these self-appointed folks that are running our planet and our world.
[23:31.000 --> 23:35.000]  So here's a few clips from Biden's State of the Union that no one's going to take over.
[23:35.000 --> 23:40.000]  He'll have a lot more in the latest on the situation in Russia.
[23:40.000 --> 23:48.000]  They're also now firing lead conductors and people in Germany if they don't pledge allegiance to NATO and the New World Order.
[23:48.000 --> 23:52.000]  They're now engaging even higher levels of censorship around the world.
[23:52.000 --> 23:54.000]  I mean, the first casually of war is the truth.
[23:54.000 --> 23:57.000]  The next thing is people, and the next thing is your freedoms.
[23:57.000 --> 24:01.000]  So it's more important than ever to spread the word about it in full wars, because you can't take this place for granted.
[24:01.000 --> 24:04.000]  The only reason we're still on the air is because of all of you.
[24:04.000 --> 24:09.000]  The only reason we're going to stay on air is because of all of you, but that's up to God right now, and that's also up to you taking action.
[24:09.000 --> 24:12.000]  So here's a few clips from last night, and then no one will take over.
[24:12.000 --> 24:19.000]  Because you can't build a wall high enough to keep out a vaccine.
[24:19.000 --> 24:24.000]  The vaccine can stop the spread of these diseases.
[24:24.000 --> 24:34.000]  Investigating crime prevention and community policing, cops who walk the beat, who know the neighborhood, and who can restore trust and safety.
[24:34.000 --> 24:39.000]  Let's not abandon our streets or choose between safety and equal justice.
[24:39.000 --> 24:44.000]  Let's come together and protect our communities, restore trust, and hold law enforcement accountable.
[24:44.000 --> 24:52.000]  That's why the Justice Department has required body cameras, ban choke calls, and restricted no-knocks warrants for its officers.
[24:52.000 --> 25:05.000]  That's why the American Rescue Plan that you all provided $350 billion that cities, states, and counties can use to hire more police, invest in more proven strategies.
[25:05.000 --> 25:24.000]  Proven strategies like community violence, interruption, trusted messengers, breaking the cycle of violence and trauma, and giving young people some hope.
[25:24.000 --> 25:30.000]  We should all agree the answer is not to defund the police, it's to fund the police.
[25:30.000 --> 25:41.000]  Fund them. Fund them.
[25:41.000 --> 25:45.000]  Any precedent for half a century is under attack as never before.
[25:45.000 --> 25:59.000]  If you want to go forward, not backwards, you must protect access to health care, preserve a woman's right to choose, and continue to advance maternal health care for all Americans.
[25:59.000 --> 26:09.000]  And folks, for our LGBTQ plus Americans, let's finally get the Bipartisan Equality Act to my desk.
[26:09.000 --> 26:17.000]  The onslaught of state laws targeting transgender Americans and their families is simply wrong.
[26:17.000 --> 26:28.000]  I've said last year, especially to our younger transgender Americans, I'll always have your back as your president so you can be yourself and reach your God-given potential.
[26:28.000 --> 26:39.000]  Folks, faced in Afghanistan, faced many dangers, one being stationed at bases breathing in toxic smoke from burn pits.
[26:39.000 --> 26:43.000]  Many of you have been there. I've been in and out of a room.
[26:43.000 --> 26:54.000]  To all Americans, I'll be honest with you, as I always promised I would be, a Russian dictator invading a foreign country has cost around the world.
[26:54.000 --> 27:00.000]  And I'm taking robust action to make sure the pain of our sanctions is targeted at Russian economy.
[27:00.000 --> 27:05.000]  And that we use every tool at our disposal to protect American businesses and consumers.
[27:05.000 --> 27:11.000]  It may circle Kiev with tanks, but it will never gain the hearts and souls of the Iranian people.
[27:11.000 --> 27:19.000]  He'll never extinguish their love of freedom, and he will never, never weaken the resolve of the free world.
[27:19.000 --> 27:27.000]  I want America, the United States of America. God bless you all, and may God protect our troops.
[27:27.000 --> 27:38.000]  Thank you. Go get him.
[27:38.000 --> 27:49.000]  All right, ladies and gentlemen, we're going to have more from this, more analysis, more breakdown. I've got updates out of Ukraine. We've got vaccine updates.
[27:49.000 --> 27:59.000]  And we're working on getting doctors and lawyers on to respond to the information that we got yesterday with the release of the Pfizer data in their first round of testing that they tried to cover up.
[27:59.000 --> 28:02.000]  They didn't want it released for about 100 years. Now we know why.
[28:02.000 --> 28:14.000]  Ladies and gentlemen, though, I got to tell you, when I'm doing six hours of radio and television transmissions a day, my go to is the Info Wars coffee.
[28:14.000 --> 28:21.000]  And we've got a fresh brew here. The crew loves it. The crew that works 10 plus hours a day loves it.
[28:21.000 --> 28:25.000]  The taste is the best that you're going to get in coffee from my experience.
[28:25.000 --> 28:35.000]  It's the Wake Up America Patriot Blend coffee. It's at infowarstore.com, fully organic. You're going to love it. We love it here. I'm drinking it today.
[28:35.000 --> 28:44.000]  And if you're a coffee drinker, give it the test. Give it the test. You may be a coffee snob and you may say, no, I have the best coffee.
[28:44.000 --> 28:49.000]  I know the best coffee. Give Patriot Blend from infowarstore.com a chance.
[28:49.000 --> 28:55.000]  You'll be supporting the Info War, keeping us on the air. And I'm telling you, you're going to love this coffee.
[28:55.000 --> 29:21.000]  For most, it ends up being their favorite.
[29:21.000 --> 29:39.000]  We have Brain Force Ultra, super fast acting, amazing, clean, neutral pick system that is a compliment to Brain Force Plus and of course, Turbo Force.
[29:39.000 --> 29:47.000]  All three of these are different formulas, but all three of them take your mind and take your focus and clarity and alertness to the next level.
[29:47.000 --> 29:52.000]  It is 40% off at infowarstore.com for a limited time.
[29:52.000 --> 30:18.000]  Thank you all for your support. If you haven't tried these products, you really need to because they are amazing.
[30:18.000 --> 30:26.000]  All three of the healthy types together, it does amazing things for your stamina, your libido, but most importantly, your immune system.
[30:26.000 --> 30:36.000]  So, X3, the only tri iodine on the market, highest grade, is now exclusively available again at 50% off at infowarstore.com.
[30:36.000 --> 30:44.000]  If you've not experienced clean, pure iodine, and what it does for your body, it takes about two weeks to get it on average, you really need to experience X3.
[30:44.000 --> 30:52.000]  Those of you that have tried it and used it, I know you're going to be reordering it, but particularly those that haven't ever tried the product, you need it because it's amazing what does for your body.
[30:52.000 --> 30:57.000]  It's the good halogen, not the bad halogen, and it funds the info war, a true 360 win.
[30:57.000 --> 31:02.000]  So again, X3, back at stock, 50% off for a limited time.
[31:02.000 --> 31:05.000]  So I did it. I signed up for the Austin Marathon.
[31:05.000 --> 31:12.000]  I've been training probably not as much as they should be, but thank goodness for prayer and thank goodness for infowarstore.com.
[31:12.000 --> 31:18.000]  Before I start out on a run, I throw down some TurboForce to give me that energy I need to get going.
[31:18.000 --> 31:31.000]  You know, besides the energy TurboForce, it is giving me the vitamins I need, like vitamin C to keep me healthy, and the essential B vitamins, plus the amino acids for sustained energy, giving me the best chance at getting through the training.
[31:31.000 --> 31:35.000]  And then every day now, I'm taking Dr. Jones' Sorilis.
[31:35.000 --> 31:37.000]  I have bad joints, thanks mom.
[31:37.000 --> 31:44.000]  So this is great for giving my joints the extra support they need right now, plus inflammation support and extra flexibility.
[31:44.000 --> 31:49.000]  The quick release capsules help me recover fast so I can get back to the training.
[31:49.000 --> 32:00.000]  Even if you are not crazy enough to take on a marathon, good news, TurboForce, that can still give you the energy and clarity you need for every day, and Sorilis can keep you moving and feeling great at any age.
[32:00.000 --> 32:17.000]  It's time to protect your privacy. It's time to come to grips with the fact that even though you don't have anything to hide, criminals, hackers, corporations, big tech, government are stealing all of your data and creating a map and a database of where you go and what you do.
[32:17.000 --> 32:21.000]  So in the future, under their globalist takeover, they can shut you down.
[32:21.000 --> 32:30.000]  Protecting your privacy, protecting your credit cards, protecting your bank accounts, protecting your photos, protecting everything that's on your phone is paramount.
[32:30.000 --> 32:33.000]  That's why everybody should visit InfowarsStore.com.
[32:33.000 --> 32:42.000]  We're carrying a huge new line of very compliant, made in America products that have 100% reviews and are simply incredible.
[32:42.000 --> 32:51.000]  It's a 360 win. Protect your privacy and shop at Infowars to support the overall Infowar against the globalist, a true 360 win.
[32:51.000 --> 33:20.000]  Get your Faraday cages at InfowarsStore.com. Check out the new line. It's amazing.
[33:20.000 --> 33:30.000]  You want to stop tyranny? Well, so does he. It's Alex Jones. And now your host, Owen Troyer.
[33:30.000 --> 33:38.000]  Well, it was pretty obvious last night that Nancy Pelosi was high. She was high on her own arrogance.
[33:38.000 --> 33:54.000]  She was high on her exorbitant wealth and power and then whatever pills or booze as well that made her act like a total dingbat clown last night behind Joe Biden at the State of the Union.
[33:54.000 --> 33:58.000]  Boy, oh boy, was she full of herself. Boy, oh boy, was she feeling herself.
[33:58.000 --> 34:04.000]  And boy, oh boy, was she an embarrassment to this country just as much as Biden was.
[34:04.000 --> 34:08.000]  And then you had Kamala Harris sitting on the other side blending in with the chair.
[34:08.000 --> 34:17.000]  That was an interesting decision her to go with the I'm going to I'm going to try to look like the leather chair behind me and just blend in and then mouthing off.
[34:17.000 --> 34:27.000]  Every time Biden would make a clear mistake, either either he would say the wrong thing or he'd stumble or he'd forget where he was at happened about a dozen times last night.
[34:27.000 --> 34:43.000]  And she would always either have a smirk or a snicker or she'd say something under her breath and you could see her lips moving like when Biden said that he's with the Iranian people, the hearts and souls of the Iranian people.
[34:43.000 --> 34:47.000]  And you saw her go Ukraine.
[34:47.000 --> 34:50.000]  Yeah, that's your president.
[34:50.000 --> 35:02.000]  So Pelosi went with the higher than a kite pillhead look and Kamala went with the I'm going to blend in with the brown leather chair look.
[35:02.000 --> 35:07.000]  And we'll have a little fun with that later coming up with some of the memes that are coming out.
[35:07.000 --> 35:17.000]  But let's let's start to get in here to the aftermath, if you will, of last night's State of the Union.
[35:17.000 --> 35:23.000]  Now, I will say I will say two things out of the gates.
[35:23.000 --> 35:28.000]  One, I was surprised that Biden was able to make it an hour.
