[00:00:00.000 --> 00:00:15.439]  [MUSIC PLAYING]
[00:08:01.280 --> 00:08:11.906]  Yet that's what happened here, and the only jurors that were allowed to participate were the ones that thought there was never been any media bias against Alex Jones or InfoWars ever, and had committed to a $100 million verdict before they were even seated.
[00:08:12.326 --> 00:08:15.548]  So you had violations at every single level of the process.
[00:08:15.928 --> 00:08:19.910]  We had a graduate student get up there, and we're going to walk through all of it because this is historic.
[00:08:19.930 --> 00:08:22.411]  And you did a great job laying out just some of what they did.
[00:08:22.271 --> 00:08:25.230]   people are experts who aren't qualified to speak in the subject matter.
[00:08:25.230 --> 00:08:29.871]   They had a graduate student get up there and we're gonna walk through all of it because
[00:08:29.871 --> 00:08:30.870]  this is historic.
[00:08:30.870 --> 00:08:33.629]   And you did a great job laying out just some of what they did.
[00:08:33.629 --> 00:08:37.870]   You'll have more time, but we should answer the big question up front.
[00:08:37.870 --> 00:08:39.591]  This is the first thing I should have gotten to.
[00:08:39.591 --> 00:08:43.950]   Obviously the $40-something million judgment on punitives, the previous judgment, and then
[00:08:43.950 --> 00:08:50.350]   clips of the plaintiff's lawyers literally admitting they want to silence me and take
[00:08:50.350 --> 00:08:54.510]   me off the air and use us as the precedent for everybody else.
[00:08:54.698 --> 00:08:59.840]  Now obviously we said that was the plan, but they admitted it during their statements in court.
[00:09:00.381 --> 00:09:07.978]  During their closing arguments and in press conferences, we have those clips coming up, but this is incredible coordination.
[00:09:10.771 --> 00:09:16.195]  The law and is this really a 40 plus million dollar judgment or what's really happening?
[00:09:16.435 --> 00:09:17.536]  So two different things there.
[00:09:17.656 --> 00:09:21.219]  One, the plaintiff's counsel continues to lie to the press and the public.
[00:09:21.699 --> 00:09:29.084]  Two days ago he said that you could get a punitive damages award and the only limit was due process and whether it was 10x the ratio of damages.
[00:09:29.424 --> 00:09:30.125]  That's the U.S.
[00:09:30.145 --> 00:09:33.347]  Supreme Court that has nothing, by the way it's 6x, not 10x.
[00:09:34.568 --> 00:09:37.549]  Is the historical definition under the BMW case by the U.S.
[00:09:37.569 --> 00:09:38.129]  Supreme Court.
[00:09:38.389 --> 00:09:39.489]  So he misstated even what the U.S.
[00:09:39.509 --> 00:09:40.210]  Supreme Court said.
[00:09:40.250 --> 00:09:44.191]  But Texas law has always limited what punitive damages are allowed.
[00:09:44.591 --> 00:09:53.753]  And he lied again yesterday after the verdict trying to let people believe there's these false claims out there that they can enforce part of the $45 million or $13 million or $32 million.
[00:09:53.793 --> 00:09:54.093]  All false.
[00:09:56.474 --> 00:09:58.795]  The Texas law is completely clear.
[00:09:59.115 --> 00:10:03.097]  It's $750,000 per defendant cap total period.
[00:10:03.437 --> 00:10:12.180]  So basically what these verdicts end up being is something like $3.6, $3.7 million for each plaintiff.
[00:10:12.580 --> 00:10:13.040]  And that's it.
[00:10:13.380 --> 00:10:16.161]  And so the idea that it can... Oh, actually, $2.8 million per plaintiff.
[00:10:17.782 --> 00:10:22.285]  So you're talking about $5.7 million collectively between both defendants.
[00:10:22.585 --> 00:10:22.945]  That's all.
[00:10:23.045 --> 00:10:24.746]  It's not a $50 million verdict.
[00:10:25.066 --> 00:10:34.871]  The reason why the judge didn't honor that and respect that right out of the gate is because she wanted the fake news narrative to go around the globe to say, see, this is the death of Alex Jones.
[00:10:35.132 --> 00:10:36.532]  This is the end of Alex Jones.
[00:10:36.752 --> 00:10:39.214]  This is a judgment that nobody could possibly repay.
[00:10:39.634 --> 00:10:40.375]  That's what they wanted.
[00:10:40.395 --> 00:10:49.641]  They wanted the headline, but the headline is a lie about the law, and that's why the plaintiff's lawyer, Mark Bankston, went out and lied to the press about what Texas law represents.
[00:10:49.921 --> 00:10:59.408]  Texas law limits this to $750,000 per plaintiff, per defendant, and that puts a cap and reduces almost all of the punitive damages verdict.
[00:10:59.688 --> 00:11:02.389]  To a small percentage of what the jury issued.
[00:11:02.689 --> 00:11:05.770]  What was more terrifying from my perspective is what you bring up.
[00:11:06.171 --> 00:11:13.353]  They overtly, openly, and explicitly called for the execution of Alex Jones financially in the closing arguments.
[00:11:13.773 --> 00:11:25.358]  That what they've been hiding and lying about, saying, oh this case is just about Sandy Hook, this case is just about some parents, this case really had nothing to do with either, just look at their punitive damages arguments.
[00:11:25.638 --> 00:11:37.768]  See how much in their punitive damages arguments they're talking about Sandy Hook and parents, and how much they're talking about kill Alex Jones, kill Infowars, don't let him ever come back again, don't let him ever be on a platform again.
[00:11:37.809 --> 00:11:38.449]  Those are quotes.
[00:11:38.649 --> 00:11:40.131]  Why would they be so brazen?
[00:11:40.811 --> 00:11:53.702]  Because I think they had a political jury that they knew that the facts of the case were not persuasive enough to even a liberal democratic jury to issue a big verdict, even though this was mostly a phyrrhic symbolic verdict.
[00:11:54.082 --> 00:12:05.671]  They needed to appeal to the political prejudices of the jury, an overwhelmingly liberal democratic jury, and say, this is your chance to censor and suppress Alex Jones forever.
[00:12:05.992 --> 00:12:11.876]   Remember one of the jurors during the jury trial said, Can we use this case to go after election deniers too?
[00:12:12.457 --> 00:12:13.978]  That's what they were appealing to.
[00:12:14.038 --> 00:12:18.401]  They had heard those same questions and they said, OK, yeah, maybe our case is kind of crap.
[00:12:18.681 --> 00:12:19.302]  Ignore that.
[00:12:19.582 --> 00:12:21.723]  This is your chance to remove Alex Jones from the game.
[00:12:21.743 --> 00:12:21.983]  That's right.
[00:12:22.003 --> 00:12:22.464]  Let's be clear.
[00:12:22.584 --> 00:12:25.146]  Never said these people's names until the trial.
[00:12:25.806 --> 00:12:26.206]  Absolutely.
[00:12:26.246 --> 00:12:30.269]  I mean, and by the way, that's called the constitutional requirement of colloquium.
[00:12:30.569 --> 00:12:33.010]  New York Times versus Sullivan established this.
[00:12:33.350 --> 00:12:44.237]  Not just the actual malice standard, which they also got rid of in your case, but also the requirement that you make a specific factual claim about a specifically identified individual.
[00:12:44.797 --> 00:12:50.518]   Well, a lot of top lawyers, I've got their quotes here in a stack of articles, are saying You can't just have the Alex Jones exception.
[00:12:50.538 --> 00:12:51.839]  This is going to spread to everybody.
[00:12:51.859 --> 00:12:55.541]  This is going to cause talk show hosts, you name it, insurance to go way up.
[00:12:55.841 --> 00:12:57.782]  I mean, this is a real attempt to get rid of the First Amendment.
[00:12:58.122 --> 00:13:08.969]  If the same standard was applied to Axios that was applied to you, they could be sued into bankruptcy tomorrow by running a headline that says the mayor of Uvalde questions whether or not there's a school shooting cover-up.
[00:13:09.309 --> 00:13:13.773]  Because to be clear, they didn't limit this case to just one or two specific statements.
[00:13:13.833 --> 00:13:21.881]  They said any statement questioning anything concerning the Sandy Hook official narrative warranted a death penalty.
[00:13:21.921 --> 00:13:29.809]  They gave you a death penalty sanction in the default judgment stage, then gave you another, and they asked for a death penalty sanction from the jury in the punitive damages stage.
[00:13:30.109 --> 00:13:32.932]  A punitive damages state where you were not allowed to present any evidence.
[00:13:33.212 --> 00:13:34.533]  You were barred and gagged.
[00:13:34.573 --> 00:13:38.357]  I mean, I told people the closest analogy to this case is the Chicago 7 case.
[00:13:38.657 --> 00:13:41.380]  And even they got to say at least a little bit in their own defense.
[00:13:41.720 --> 00:13:43.322]  I mean, they got more of a defense than you did.
[00:13:43.842 --> 00:13:44.643]  And it's the same pattern.
[00:13:44.683 --> 00:13:45.864]  This is so incredibly dangerous.
[00:13:45.904 --> 00:13:47.426]  So people ask me, how are you handling it?
[00:13:48.207 --> 00:13:50.649]  These are some of the big questions people have before we get these video clips.
[00:13:50.689 --> 00:13:51.210]  I'll answer them.
[00:13:52.321 --> 00:13:55.222]  I'm worried about America and my children's future and your children's future.
[00:13:55.783 --> 00:13:58.184]  I know I don't have $2 million in cash sitting around.
[00:13:58.824 --> 00:14:00.104]  I know that we're maxed out.
[00:14:00.545 --> 00:14:02.345]  I'm not about making money.
[00:14:02.365 --> 00:14:05.147]  I'm about fighting the New World Order, but it takes money to do that.
[00:14:05.927 --> 00:14:10.289]  And so I even have crew members ask, are we still going to be on air?
[00:14:10.969 --> 00:14:12.610]  What does it mean that we've declared bankruptcy?
[00:14:13.502 --> 00:14:21.830]  We've declared bankruptcy to put our cards on the table and show there's not all this money, and we can't fight these other show trials and do all of this, and we're on the verge of insolvency.
[00:14:22.371 --> 00:14:38.884]   But yes, InfoWars is continuing on with The War Room, with American Journal, with myself, with Greg Reese, and all the other great producers, from Darren McBreen to John Bound to everybody and the millions of people a day
[00:14:38.884 --> 00:14:39.533]  that we reach.
[00:14:39.533 --> 00:14:41.933]  But that's really up to the listeners and viewers.
[00:14:41.933 --> 00:14:45.693]   If you're asking, if we're going to continue on, we can go for years and years and years
[00:14:45.693 --> 00:14:50.413]   in bankruptcy and appealing these cases and fighting for sure.
[00:14:50.413 --> 00:14:56.014]   But only if you go to m4workstore.com and buy the great products they continue to support.
[00:14:56.304 --> 00:15:09.008]  But the globalists see us as a major light on the hill or a beacon, a lighthouse that they don't want out there for the rest of the people in the nation and in the world.
[00:15:09.068 --> 00:15:11.168]  They know we're having a big effect.
[00:15:11.228 --> 00:15:13.449]  They know we're exposing the Great Reset.
[00:15:13.489 --> 00:15:17.604]   They know that if they can shut us down and demonize us,
[00:15:17.604 --> 00:15:19.204]  they can intimidate everybody else.
[00:15:19.204 --> 00:15:27.765]   So that's why InfoWars is a major rallying point right now for free speech and our message of exposing
[00:15:27.765 --> 00:15:29.525]  the Great Reset and the New World Order.
[00:15:29.525 --> 00:15:32.804]  And that's why your support is absolutely critical.
[00:15:32.804 --> 00:15:35.525]  Yes, we're gonna continue on.
[00:15:35.525 --> 00:15:40.324]   If we get your support, if you spread the word, if you share the articles, if you tell people,
[00:15:40.324 --> 00:15:42.885]  Alex Jones is live, they don't want you to hear it.
[00:15:43.059 --> 00:15:44.720]  InfoWars.com, 11 a.m.
[00:15:44.760 --> 00:15:45.181]  weekdays.
[00:15:45.781 --> 00:15:47.002]  If you do that, we will win.
[00:15:47.062 --> 00:15:49.323]  The people are hungry for the truth right now.
[00:15:49.523 --> 00:15:54.846]  Now, since we mentioned this, I want to play a few clips here because I don't want to just say this like the media does.
[00:15:55.206 --> 00:15:56.547]  They'll say something that won't show proof.
[00:15:57.387 --> 00:16:12.145]   I want to Actually show you some clips of the lawyers in front of the jury, who'd already been told I was guilty more than 20 times by the judge, unprecedented, saying it's about silencing Alex Jones.
[00:16:12.165 --> 00:16:13.386]  These are just some of the quotes.
[00:16:13.806 --> 00:16:14.986]  Take his megaphone away.
[00:16:15.267 --> 00:16:16.207]  He's patient zero.
[00:16:16.247 --> 00:16:16.787]  Get rid of him.
[00:16:17.207 --> 00:16:29.636]   And then Bankston, one of the ambulance chasers, outside, Telling the press about their big master plan to cut up the corpse and share the corpse.
[00:16:29.696 --> 00:16:30.176]  It's a quote.
[00:16:31.057 --> 00:16:33.179]  Divide up the corpse.
[00:16:33.880 --> 00:16:34.140]  Quote.
[00:16:34.200 --> 00:16:37.223]  But first, let's hit this because people want to know about this.
[00:16:39.526 --> 00:16:39.746]  Robert.
[00:16:41.678 --> 00:16:42.980]  What needs to come out of this?
[00:16:43.040 --> 00:16:56.197]  How do we, the people, how does Congress, how do the governors, how do the legislatures, how do we counter the total weaponization of the judiciary and what they admit is this pilot project with us?
[00:16:57.213 --> 00:17:00.555]  To use this against everyone, which they've now admitted they're planning.
[00:17:00.795 --> 00:17:02.036]  There needs to be a parallel approach.
[00:17:02.196 --> 00:17:08.379]  One is continuing to fight in the court of public opinion, because more and more people need to hear about this, know about this, and understand the outrage of it.
[00:17:08.719 --> 00:17:11.221]  For example, like Tim Pool yesterday had a discussion on it.
[00:17:11.401 --> 00:17:14.303]  Frankly, it was a very under-informed conversation.
[00:17:15.043 --> 00:17:20.526]  People like that need to have a much more informed conversation about what this case is really about.
[00:17:20.786 --> 00:17:26.709]  I like Tim Pool, and I only saw a clip of it, but I saw a statement about how he hated everybody in the trial, and it was just horrible.
[00:17:27.330 --> 00:17:30.571]  So let's, I like Tim, but let's call out what you saw.
[00:17:30.812 --> 00:17:37.115]  Yeah, so I mean, he had people on that, honestly, some of them had just read the media, and they had not actually looked at what happened in the case.
[00:17:37.455 --> 00:17:39.857]  And this is, I've run into this repeatedly.
[00:17:40.257 --> 00:17:42.138]  As I've said, you look at people who have looked at this.
[00:17:42.778 --> 00:17:46.922]  Mike Cernovich, Jack Posobiec, Charlie Kirk, and others called it out yesterday.
[00:17:47.302 --> 00:17:58.091]  The people that have studied this case, Michael Malice, others, myself, Viva Frye, and others in the legal community that have looked at this case understand how dangerous and what an outrage it is.
[00:17:58.431 --> 00:18:04.016]  That it is a case that poses an imminent risk, a perilous risk, to core First Amendment freedoms for everybody.
[00:18:04.056 --> 00:18:06.498]  And they say they're using it to take over and take speech.
[00:18:06.618 --> 00:18:06.958]  Exactly.
[00:18:06.978 --> 00:18:08.260]  They say it's a blueprint.
[00:18:08.420 --> 00:18:18.611]  Any illusions about what this case is about are gone based on the closing statements and punitive damages stage of the case made by the plaintiff's lawyers and made by them in the press and made by other members of the press.
[00:18:18.851 --> 00:18:23.396]  You can read press articles today saying this will be the template to take out everybody we don't like.
[00:18:23.436 --> 00:18:25.659]  This was an arrogant declaration of war.
[00:18:25.959 --> 00:18:26.419]  Completely.
[00:18:26.459 --> 00:18:51.430]  I mean, the most historical analogous circumstance was in the late 1950s and early 1960s, which led to the New York Times vs. Sullivan, but only because there had been so much public outrage around the country about what was happening, was Southern corrupt sheriffs and Klan-oriented policemen were suing dissidents and press and independents and civil rights participants and protesters into bankruptcy and oblivion.
[00:18:51.750 --> 00:18:54.172]  That's what New York Times vs. Sullivan was really about.
[00:18:54.352 --> 00:18:55.132]  Crazy verdict.
[00:18:55.493 --> 00:18:57.894]  Similar to what took place here on the punitive damages side.
[00:18:58.274 --> 00:19:01.316]  And their goal and objective was to intimidate, terrorize.
[00:19:01.517 --> 00:19:09.182]  This is why it's so important people continue to support InfoWars, because InfoWars can continue to pay its monthly bills as long as InfoWars continues to get support.
[00:19:09.442 --> 00:19:11.263]  That money is not getting diverted to anywhere else.
[00:19:11.483 --> 00:19:14.745]  That money is going for operational, ongoing basis.
[00:19:15.006 --> 00:19:17.367]  Everybody is watching what's going to happen.
[00:19:17.707 --> 00:19:20.169]  Everybody is watching, will InfoWars be off the air?
[00:19:20.249 --> 00:19:22.991]   Because that's what the plaintiff's lawyers were That's what they were predicting yesterday.
[00:19:23.011 --> 00:19:29.733]  They were going to chop up Alex Jones and distribute him for all of their cannibalistic political patrons to consume.
[00:19:30.113 --> 00:19:32.514]  And they, that's what their audience is expecting.
[00:19:32.534 --> 00:19:34.835]  They literally, like I'm a suckling pig at dinner.
[00:19:35.095 --> 00:19:35.836]  That's exactly right.
[00:19:35.876 --> 00:19:36.676]  That's what it is.
[00:19:36.736 --> 00:19:38.457]  I mean, they got the spoke ready to roll.
[00:19:38.857 --> 00:19:44.199]  And so the, when people don't see that, when people see the, because this has really always been a war on the audience.
[00:19:44.619 --> 00:19:46.720]  We were supposed to be off the air four years ago.
[00:19:46.960 --> 00:19:47.460]  Absolutely.
[00:19:47.480 --> 00:19:50.281]  They've gone attack, after attack, after attack, after attack.
[00:19:50.661 --> 00:19:52.681]  And this one is supposed to be the death kill.
[00:19:52.961 --> 00:19:57.602]  This one is supposed to be the end of InfoWars, and in particular, the end of InfoWars audience.
[00:19:57.942 --> 00:20:00.562]  The audience's ability to... Yeah, you're the ones they hate.
[00:20:01.163 --> 00:20:02.823]  They know we're just a focal point, exactly.
[00:20:02.843 --> 00:20:06.503]  And I promise you, my friends, we're not going anywhere unless you don't support.
[00:20:06.984 --> 00:20:08.204]  It's not the bankruptcy.
[00:20:08.264 --> 00:20:09.524]  It's not the plaintiff's lawyers.
[00:20:10.084 --> 00:20:10.864]  None of that matters.
[00:20:11.404 --> 00:20:14.685]  We have got a lot of big stuff going on, like the film, the book.
[00:20:15.285 --> 00:20:15.665]  Absolutely.
[00:20:15.484 --> 00:20:19.623]   bigger stuff and we're gonna as John Paul Jones said the founder of the US
[00:20:19.623 --> 00:20:23.203]   Navy I've only begun to fight the British said you ready to surrender he
[00:20:23.203 --> 00:20:26.403]   said no I've only begun to fight and then his ship one-third the size of
[00:20:26.403 --> 00:20:29.964]   theirs took the ship we have only begun to fight this is when the real
[00:20:29.964 --> 00:20:34.043]   intensity starts oh absolutely and as long as people continue to hold the line
[00:20:34.043 --> 00:20:37.523]   you know the they are the front of the line and as long as they hold the line
[00:20:37.523 --> 00:20:41.163]   they will not be able to break in for wars they will not be able to destroy
[00:20:41.163 --> 00:20:47.323]   Alex Jones because Alex Jones is everybody and everybody is Alex Jones.
[00:20:45.012 --> 00:20:46.733]  This is about the voice of the people.
[00:20:47.073 --> 00:20:48.374]  That's the voice they want to silence.
[00:20:48.394 --> 00:20:48.634]  That's right.
[00:20:48.654 --> 00:20:49.454]  They're coming for everybody.
[00:20:49.494 --> 00:20:51.555]  The listeners know and we're getting a lot of support and it's great.
[00:20:52.116 --> 00:20:53.616]  So let me raise this before we play these clips.
[00:20:56.097 --> 00:21:00.559]  They had this so-called economist up who said he assessed the Koch brothers.
[00:21:00.940 --> 00:21:01.820]  He didn't work for the Koch brothers.
[00:21:01.840 --> 00:21:02.260]  We looked it up.
[00:21:02.280 --> 00:21:04.261]  He did an assessment of them from afar.
[00:21:04.641 --> 00:21:06.142]  He read newspaper headlines.
[00:21:06.162 --> 00:21:08.403]  So I couldn't have my list of notes.
[00:21:09.394 --> 00:21:14.097]  For questions, but he could have a stack of notes and say, well, this is why we know Jones does this.
[00:21:14.617 --> 00:21:15.638]  The New York Times says so.
[00:21:16.198 --> 00:21:17.959]  He said, I have $270 million.
[00:21:19.400 --> 00:21:21.722]  He said, I personally made $70 million last year.
[00:21:22.703 --> 00:21:28.326]  He said that all this stuff, and I'm sitting there watching this, it was fantasy land.
[00:21:28.706 --> 00:21:34.010]  But that's why the jury then thought, well, give him $40 million, because Alex Jones has it.
[00:21:34.250 --> 00:21:40.427]   But that's why it's a joke, because bankruptcy court We'll show that we don't have all this money.
[00:21:41.328 --> 00:21:43.390]  Oh, in fact, it was an absurd calculation.
[00:21:43.470 --> 00:21:50.135]  Nobody would do a media company analysis and say it's worth $200, $100, $50, $10 million.
[00:21:50.636 --> 00:21:51.836]  You said $270 million.
[00:21:52.117 --> 00:21:52.377]  $270 million.
