[00:00.000 --> 00:18.280]  Infowars, tomorrow's news, today.
[08:22.560 --> 08:29.440]  Jones calls for violence, in fact guys, I want to play the young Turks clip, but I want
[08:29.440 --> 08:34.680]  to read the headline too, you can just print me that one page of the headline because I
[08:34.680 --> 08:40.080]  don't have the exact headline in front of me, but it's Alex Jones calls for political
[08:40.080 --> 08:48.800]  violence and when you actually watch the clip and then read the comments, they're saying
[08:48.800 --> 08:55.640]  that's it, arrest him or that's it, it's time to kill him and then mainline media operatives
[08:55.640 --> 09:01.480]  on Twitter are calling for me to be shot and saying if you see Smiley and M4's t-shirt,
[09:01.480 --> 09:07.760]  shoot them, that's being left up on Twitter, so they're the ones that burn down the cities,
[09:07.760 --> 09:11.280]  they're the ones that say confront the political opponents and be violent, they're the ones
[09:11.280 --> 09:15.640]  doing all this, they're the ones that have been caught staging events like the Whitmer
[09:15.640 --> 09:21.760]  situation and dressing up like white supremacists and going to pro-America rallies to try to
[09:21.760 --> 09:29.800]  foment dissension, that's their major move, and yes, please put the headline back on
[09:29.800 --> 09:37.200]  screen, there it is, Alex Jones tells his audience to use political violence and prepare
[09:37.200 --> 09:43.640]  for war, so you go watch the piece, that's from the young Turks, it's the same talking
[09:43.640 --> 09:47.920]  point, it's the same thing, it's all over the news now, trended on Twitter yesterday,
[09:47.920 --> 09:52.960]  Alex Jones wants violence and there's nowhere me calling for violence, in fact I'm calling
[09:52.960 --> 09:57.400]  for the opposite and I'm saying they're getting ready to set us up and then they set me up
[09:57.400 --> 10:10.600]  and say I'm calling for violence, that's how stupid they think you are, meanwhile we don't
[10:10.600 --> 10:14.880]  just have swallows well and others over the years saying we'll use nuclear weapons on
[10:14.880 --> 10:21.720]  gun owners, remember that, we now have Biden and his press secretary saying yeah, we're
[10:21.720 --> 10:25.440]  worried about Republicans being fascist and worried about violence and worried about them
[10:25.440 --> 10:31.520]  taking America's rights and today Biden is set to give a big speech about the big threat
[10:31.520 --> 10:38.320]  of domestic terrorism and the Republican Party, they're trying to outlaw their political opposition,
[10:38.320 --> 10:45.040]  they're trying to create a uniparty, Biden says the military can obliterate the second
[10:45.040 --> 10:50.080]  amendment, headline, remember the time the swallows well said and it would be a short
[10:50.080 --> 10:55.240]  war my friend, the government has news, too many of them, but they're legit, I'm sure
[10:55.240 --> 11:01.960]  if we talked we could find common ground to protect our families and communities, Biden
[11:01.960 --> 11:11.600]  goes on to say that a 223 or 556 round goes out of a barrel at four or five times the
[11:11.600 --> 11:15.320]  rate of any other bullet, that's another lie, he says a 9mm bullet is the most powerful
[11:15.320 --> 11:18.560]  and blows the lung out of your body, it's actually a weak round, it's just all pure
[11:18.560 --> 11:26.840]  crap, absolute babbling BS, White House team's Trump supporters extremist threat, so they're
[11:26.840 --> 11:33.320]  telling you it's imminent the right wingers are going to attack everything, KJP says
[11:33.320 --> 11:40.160]  Joe Biden thinks Maga Republicans are an extreme threat for our democracy, freedom and rights,
[11:40.160 --> 11:45.320]  meanwhile we've got a peaceful Marine that only went in the capital, USMC veteran Ryan
[11:45.320 --> 11:56.320]  Nichols has spent 590 days of solitary confinement and the Atlantic Monthly owned by the Jeffrey
[11:56.320 --> 12:03.960]  Epstein folks says they fear fascism, it's here, the Republicans are fascist and they've
[12:03.960 --> 12:10.480]  got to be dealt with right now, so the writings on the wall was 68 days out, I hope by exposing
[12:10.480 --> 12:14.600]  this and I hope by knowing there's a lot of good FBI agents and other federal agents
[12:14.600 --> 12:21.000]  that are whistleblowers that exposed the Russia gate was fake and exposed and leaked audio
[12:21.000 --> 12:27.680]  that the Whitmer kidnapping plot was staged and all these other whistleblowers now coming
[12:27.680 --> 12:33.240]  out exposing that they hid the Hunter Biden laptop and the FBI files under secret and
[12:33.240 --> 12:38.600]  ordered the FBI not to investigate it, that's their Achilles heel is good people in every
[12:38.600 --> 12:44.560]  level of society not complying and standing up and saying this stuff is wrong, this fight
[12:44.560 --> 12:54.200]  for the soul of the world, the soul of America has been going on a long time ladies and gentlemen
[12:54.200 --> 13:00.040]  and I just want to say something here before I get into all this, I was offered the big
[13:00.040 --> 13:07.800]  Fox News shows more than 10 years ago, I was offered to go meet with Henry Kissinger, Kissinger
[13:07.800 --> 13:13.320]  group by the head of the Kissinger group Rothkopf, get in front of my producer, one of the few
[13:13.320 --> 13:16.040]  stories I could tell because the others were off record, there were a bunch of other off
[13:16.040 --> 13:23.160]  record and I said no, because the offer was public, I mean it was stated not public but
[13:23.160 --> 13:28.320]  stated it was open that we're going to manage you and run you, you can still be the populist
[13:28.320 --> 13:34.840]  leader but you'll have a seat at the table but you're going to be part of the team and
[13:34.840 --> 13:38.760]  you'll be the other end of the controlled opposition and I said I don't want to be part
[13:38.760 --> 13:44.840]  of that because I know this is an anti-human new world order and is corrupt and evil and
[13:44.840 --> 13:51.120]  destined to fail and I don't want to be a big fat cat and destroy and enslave people.
[13:51.120 --> 13:54.600]  That's why it's so frustrating that I've been successful thanks to your support and
[13:54.600 --> 13:59.520]  our hard work in independence and liberty and freedom and we've proven betting on humanity
[13:59.520 --> 14:03.280]  was the right thing to do but I've been through the gauntlet, I've been through the trials,
[14:03.280 --> 14:06.320]  I've been through the tribulations, I've been to the mountain, I've been down the
[14:06.320 --> 14:10.600]  valleys, I've been in the caves, I've been into their system and I know who they are
[14:10.600 --> 14:15.760]  and the whole thing's out the open now, 9 out of 10 dying of COVID or triple vaxed,
[14:15.760 --> 14:21.880]  mainline British Medical Journal, lands it, I mean folks they're killing everybody, they're
[14:21.880 --> 14:28.000]  attacking us on 100 fronts, this is a psychotic death cold, you know why would they do that
[14:28.000 --> 14:31.160]  because they have an instinct for dominance and control, they think there's too many of
[14:31.160 --> 14:34.520]  us and in some cases we are getting fat and lazy and there are too many of us in some
[14:34.520 --> 14:38.440]  cases but you don't then hand them godlike power to run around and slaughter everybody
[14:38.440 --> 14:41.760]  because of it, when they're the very worst people they've made things as bad as they
[14:41.760 --> 14:45.400]  can because they don't want competition.
[14:45.400 --> 14:49.120]  So to everybody that served the system and been fools and part of this, you can see now
[14:49.120 --> 14:54.680]  it's really bad, you won't have a good standard of living, you won't have a future, now a
[14:54.680 --> 14:58.720]  lot of you are scared so you join the system and think well I'll just have a good position
[14:58.720 --> 15:03.720]  on the pile of skulls, you're a fool but you know people that have already sold out to
[15:03.720 --> 15:08.040]  evil they're weak, they come from weak families, they're sad people, some of them may wake
[15:08.040 --> 15:12.400]  up but that's not where our solution is, our solution is praying to God, being peaceful,
[15:12.400 --> 15:17.520]  being politically active, but being bold and waking others up who are good, hearted but
[15:17.520 --> 15:20.720]  who are not aware of what's happening and people are ready to hear the truth now, they're
[15:20.720 --> 15:25.080]  ready to wake up but you can bet when I started saying they're going to stay something big
[15:25.080 --> 15:29.960]  before the election they went completely crazy and the talking point went out to say Jones
[15:29.960 --> 15:34.320]  is calling for violence because they're so scared of what I'm saying, we're over the
[15:34.320 --> 15:39.440]  target, we know how to beat the enemy politically, culturally, economically, spiritually but
[15:39.440 --> 15:45.320]  we've got to understand we're not in our normal comfort zones, everyone is in extreme grave
[15:45.320 --> 15:50.520]  danger including the New World Order and their idiot minions who are literally pushing us
[15:50.520 --> 15:56.200]  into the inferno, this is going to be incredibly violent and incredibly destructive if we don't
[15:56.200 --> 16:00.200]  turn it back now, peace now.
[16:00.200 --> 16:05.240]  Everybody knows that high quality fish oil does fantastic things for your cardiovascular
[16:05.240 --> 16:10.880]  system, for your brain, for every part of your body but what I don't see being promoted
[16:10.880 --> 16:18.720]  is the fact that it has natural psychotropic effects, it certainly does for me, when I
[16:18.720 --> 16:24.600]  take a couple of these capsules from an hour before bed, my sleep, my dreams are amazing,
[16:24.600 --> 16:30.320]  now there are actually some studies out there linking it to amazing events in the brain
[16:30.320 --> 16:35.000]  but I want you to experience it for yourself, we know it's good for your heart, we know
[16:35.000 --> 16:38.680]  it's good for your brain, we know it's good for your arteries and veins and your lungs
[16:38.680 --> 16:43.160]  and every other function of your body but I want you to experience this high grade fish
[16:43.160 --> 16:48.440]  oil, this ultimate fish oil at infowarstore.com and see what it does if you take it before
[16:48.440 --> 16:49.440]  bed time.
[16:49.440 --> 16:55.480]  This ultimate fish oil, 50% off, now exclusively available at infowarstore.com, thank you all
[16:55.480 --> 16:59.520]  for your support, you're really going to miss out if you don't get it.
[16:59.520 --> 17:02.440]  The best product, I'm not supposed to be biased but I'm going to tell you all now, if you
[17:02.440 --> 17:08.080]  haven't tried Turboforce you need to try it, I've tried Turboforce with everything, sometimes
[17:08.080 --> 17:11.600]  you know I went a little bit crazy, I put Turboforce in my coffee, that was a crazy
[17:11.600 --> 17:15.480]  week, I don't remember sleeping but as far as the products go Turboforce is my favorite
[17:15.480 --> 17:19.560]  and all the infowarce products are down to taking control of your life, taking control
[17:19.560 --> 17:26.360]  of your health, not relying on other people to do it for you, nobody wakes up in the morning
[17:26.360 --> 17:29.040]  and thinks I'm going to give that person over there a better life, I'm going to wake
[17:29.040 --> 17:32.680]  up today, you know what, I'm going to spend my entire day trying to make that guy over
[17:32.680 --> 17:36.640]  there healthier, happier and richer, I'm going to make sure he gets a Ferrari and a girlfriend,
[17:36.640 --> 17:39.440]  I don't think that happens very often, it's never happened to me, I've never had anyone
[17:39.440 --> 17:42.800]  knock on my door and said Tate, you're such a good guy, how can I improve your life in
[17:42.800 --> 17:43.800]  every single way?
[17:43.800 --> 17:47.160]  There's only one person who woke up and thought that and that was me, I woke up and thought
[17:47.160 --> 17:50.440]  you know what, okay, I want to take control of my life, I want to take control of my health
[17:50.440 --> 17:53.080]  and that's why you need to go to infowars.com, take control of your health right now and
[17:53.080 --> 17:56.680]  support the resistance, don't buy into the group think, don't drink the Kool-Aid, drink
[17:56.680 --> 17:59.720]  the Turboforce, Kool-Aid's bad and the Turboforce is good.
[17:59.720 --> 18:06.600]  The number one selling category in supplements worldwide is fat burners, is weight loss formulas
[18:06.600 --> 18:11.760]  and listen, there are hundreds of them out there that work but most of them do it in
[18:11.760 --> 18:17.320]  a toxic way, ladies and gentlemen we went out and did deep research on the safest, healthiest
[18:17.320 --> 18:25.840]  ways to take your overall body's metabolic system and your metabolism and turn that clock
[18:25.840 --> 18:32.480]  back by turning up your metabolism, ladies and gentlemen diet force does it in a clean,
[18:32.480 --> 18:37.160]  healthy way, it's amazing, I've almost lost 40 pounds the last three months just using
[18:37.160 --> 18:41.400]  the samples of it but now it's come into the infoware store and it's ready for sale to
[18:41.400 --> 18:48.840]  you and your family exclusively at infowarsstore.com, diet force from X7 exclusively available
[18:48.840 --> 18:55.640]  at infowarsstore.com for 40% off, I want you to experience diet force for yourself, I can't
[18:55.640 --> 19:00.080]  wait for the reviews because it's worked great for me.
[19:00.080 --> 19:05.440]  Seven months ago in December of 2021 we launched the first in the three coin founding member
[19:05.440 --> 19:10.520]  series, George Washington slaying the dragon, then we launched the Tree of Liberty coin
[19:10.520 --> 19:15.120]  and finally the second amendment, come and take it, Molan Lobby coin, there are only
[19:15.120 --> 19:26.360]  75 coins left in the three coin series exclusively right now at 1776point.com and for the final
[19:26.360 --> 19:31.120]  75 people to become founding members for this big project we're launching in the near future
[19:31.120 --> 19:36.560]  you'll also get a personal signed piece of art I made of the sheepdog chasing the wolf
[19:36.560 --> 19:44.400]  and a personal message, it's your last chance to get all three coins at 1776point.com, this
[19:44.400 --> 19:49.800]  is history happening now, info war station support is changing the world and this is
[19:49.800 --> 20:01.600]  the final 75 three coin set exclusively available at 1776point.com.
[20:01.600 --> 20:07.440]  Making a frontal assault on the lies of the new world order, it's Alex Jones.
[21:07.360 --> 21:11.840]  The forced injections of the police state, an inspired song by info wars for the ten
[21:11.840 --> 21:19.240]  years old by shooter Jennings, the summer of rage, the only thing you can trust is the
[21:19.240 --> 21:35.240]  love in your mother's eyes, so the democrats are running around like chickens with their
[21:35.240 --> 21:39.200]  heads cut off saying republicans are about to engage in violence and then they have a
[21:39.200 --> 21:44.200]  long history of staging revocaturing things anybody can put two plus two together, here's
[21:44.200 --> 21:50.040]  biden riffing off swallows well saying we'll use nukes on us saying they'll use fighter jets
[21:50.040 --> 21:56.120]  against the second amendment here it is and for those brave right wing americans to say
[21:56.120 --> 22:01.800]  it's all about keeping america you're keeping america's independent and safe if you want
[22:01.800 --> 22:06.000]  to fight against the country you need a f-15 you need to something a little more than a
[22:06.000 --> 22:14.920]  gun no i'm not joking think about this think about the rationale we use that's you and
[22:14.920 --> 22:21.440]  here are the headlines democrats say republicans planning violence fbi says republicans planning
[22:21.440 --> 22:28.000]  violence biden says republicans planning violence on and on and on on and on and on
[22:28.000 --> 22:32.480]  white house teams trump supporters extremist threat here is just a few minutes of it i
[22:32.480 --> 22:38.040]  know it's hard to listen to and watch young turds named after the fascist anti-harmonian
[22:38.040 --> 22:46.800]  christian group that murdered millions of christians here's the young turds openly well here's
[22:46.800 --> 22:50.880]  the headline alex jones sells his audience use political violence and prepare for war
[22:50.880 --> 22:55.760]  did said no such thing called for peace in that very segment but they edit it and then
[22:55.760 --> 23:02.520]  try to deceive but the edit doesn't even say what they say i said i mean this is lying
[23:02.520 --> 23:08.000]  at new levels here it is seventy one days we're going to see some very violent fireworks
[23:08.000 --> 23:18.000]  i would predict racially motivated mass shootings bombings poisonings attacks on power supplies
[23:18.000 --> 23:24.120]  being blamed on the right wing they intend to bring in a full dictatorship in the next
[23:24.120 --> 23:30.480]  71 days and we are all strapped to this thing this is such a dangerous time and i would
[23:30.480 --> 23:36.920]  advise the globalist who are mid level that think they're about to have a leftist revolution
[23:36.920 --> 23:40.360]  the globalist don't actually plan the higher levels have that they plan on having a civil
[23:40.360 --> 23:47.720]  war that brings down america and you'll be the fall guy now where am i calling for violence
[23:47.720 --> 23:54.240]  it's not there imagine putting that out and they go on for 10 minutes in sam culling for
[23:54.240 --> 24:02.000]  violence and if you read the comments this is all over the place jones used to be in
[24:02.000 --> 24:08.040]  a mental hospital jones wants civil war and domestic terrorism alex jones the full blown
[24:08.040 --> 24:15.160]  fire and brimstone preacher they go on a bunch of them call for my arrest call for my death
[24:15.160 --> 24:23.600]  shoot them all i'm in this is what they're saying i mean imagine being a viewer of these
[24:23.600 --> 24:29.400]  people and and they tell you a clip says something and it doesn't say that and then you call
[24:29.400 --> 24:36.000]  for our death just you're in a cult you believe two men can have a baby the left is openly
[24:36.000 --> 24:39.760]  now promoting in public schools we have the clips here all over the country from texas
[24:39.760 --> 24:45.120]  california to new york florida and democrat held areas that it's minor attractive persons
[24:45.120 --> 24:50.320]  don't be mean to somebody that wants to have sex with children they're a minor attracted
[24:50.320 --> 25:04.320]  person well that's a sexual preference man so how do we stop them staging the next big
[25:04.320 --> 25:09.120]  event i mean they're already putting an election fraud they're already using mail-in ballots
[25:09.120 --> 25:12.360]  they're already having millions of people that moved out of state voting over and over again
[25:12.360 --> 25:17.760]  they got dead people voting from thirty forty years ago they've got it all going on and
[25:17.760 --> 25:22.680]  they're trying to outlaw people that don't want open borders or don't want force inoculations
[25:22.680 --> 25:27.520]  or don't want new lockdowns or question elections and they're on the news saying we need to silence
[25:27.520 --> 25:31.480]  anybody that says the elections might not be fair even though the number one rule the
[25:31.480 --> 25:35.800]  state department overseeing elections is that you should be able to say you thought they
[25:35.800 --> 25:39.480]  were stolen whether you're right or not and there should be oversight and and in the
[25:39.480 --> 25:44.360]  u.s could not even get near passing its own state department rules for a free and fair
[25:44.360 --> 25:51.320]  open election and then you've got democrats in more than a hundred local races around
[25:51.320 --> 25:58.160]  the country and state races and more than thirty congressional races openly trying with democrat
[25:58.160 --> 26:07.000]  party lawyers to get judges in court cases to bar current republican members of congress
[26:07.000 --> 26:12.320]  and people running for congress from being able to be on the ballot how is that not the
[26:12.320 --> 26:19.440]  definition of trying to stop people's votes by disqualifying who they want that's the
[26:19.440 --> 26:26.440]  ultimate form of election fraud to just not let someone run the whole national strategy
[26:26.440 --> 26:31.240]  for countering domestic terrorism but on a june of last year where it says our main
[26:31.240 --> 26:35.960]  enemy is the republicans and gun owners and veterans and people that question elections
[26:35.960 --> 26:43.120]  or lockdowns or force inoculations it says it yeah the rand corporation that's helping
[26:43.120 --> 26:48.240]  quarterback a lot of this domestic terrorism in the midterms race for domestic terror
[26:48.240 --> 26:55.160]  says the big globalist think tank i put that back on screen please they are full pedal
[26:55.160 --> 27:01.800]  to the metal saying this is in it and i go yeah it's imminent for you to stage it you've
[27:01.800 --> 27:07.080]  got the motive you've got the history you've been caught doing it their answer is did you
[27:07.080 --> 27:11.040]  hear what alex jones called for violence i'm on there saying we don't want violence don't
[27:11.040 --> 27:15.320]  get sucked into violence don't get provocateur into violence they've got all these heads
[27:15.320 --> 27:19.560]  out spanning the country infiltrating militias trying to get them to carry out violence right
[27:19.560 --> 27:27.320]  now this is going on and i'm up here saying let's not be violent let's not get sucked
[27:27.320 --> 27:33.080]  into this and then their answer is jones is calling for violence that is wartime level
[27:33.080 --> 27:37.560]  propaganda they've run more articles on us the last five years i looked it up then they
[27:37.560 --> 27:43.720]  ran for the two thousand three gulf war hundreds of thousands of articles they put out articles
[27:43.720 --> 27:49.040]  every day they get put on every tv station in the country every local newspaper hammering
[27:49.040 --> 27:54.240]  alex jones because they see me as a populist and as their enemy and as an american and
[27:54.240 --> 28:01.440]  they think if they can turn you against me they'll can turn anybody against you god put
[28:01.440 --> 28:05.320]  us in this position to be here at this time you put us in this position god working through
[28:05.320 --> 28:11.480]  you and i salute you and thank you but everybody needs to know we better be over time watching
[28:11.480 --> 28:16.040]  everything going on videotaping everything on the street documenting events if they happen
[28:16.040 --> 28:22.280]  god forbid because we are in the hour of false flag we are in the time of them preparing
[28:22.280 --> 28:29.760]  to frame us to have a pretext to bring in real martial law if you think the six hundred
[28:29.760 --> 28:36.080]  or so political presidents who almost six hundred days without being able to even have
[28:36.080 --> 28:42.840]  a trial in solitary confinement sped that's the beta test for everybody so yeah there's
[28:42.840 --> 28:47.280]  a hundred percent real and cowering to it and rolling over to it and denying it's happening
[28:47.280 --> 28:51.520]  will make them win but you get the word out and america understands it's happening they
[28:51.520 --> 28:55.320]  won't be able to carry it out busters whistleblowers in their ranks and they know what's going
[28:55.320 --> 29:00.160]  on as well that's why they're still pissed at us for raising the alarm ultimate fish
[29:00.160 --> 29:06.760]  oil is back in stock at infowarstore.com what does ultimate mean that's just our name for
[29:06.760 --> 29:15.840]  the best the highest grade what this concentrated anchovy oil pure arctic krill oil and high
[29:15.840 --> 29:22.480]  quality wild caught salmon oil does for your brain your heart your cardiovascular system
[29:22.480 --> 29:29.320]  and for your entire body's functions is insane regular low grade fish oil in all the studies
[29:29.320 --> 29:34.960]  does outstanding things this is the highest grade and it's not been pasteurized it's
[29:34.960 --> 29:41.280]  not been boiled so it has its original effects intact ladies and gentlemen everybody should
[29:41.280 --> 29:47.440]  visit infowarstore.com today and get ultimate fish oil finally back in stock for 15 percent
[29:47.440 --> 29:51.360]  off for our regular fans their big supporters you're gonna love it you know how great it
[29:51.360 --> 29:56.000]  is but for folks that have been on the fence experience ultimate fish oil for yourself
[29:56.000 --> 29:59.840]  try taking some before bedtime and see what happens with your dreams ladies and gentlemen
[29:59.840 --> 30:03.960]  if millions of people get this book our funding problems will be over and it's starting to
[30:03.960 --> 30:07.840]  happen that's why I said yeah go to infowarstore.com get the book and start shipping in a couple
[30:07.840 --> 30:11.920]  weeks the great reset in the war for the world but I said go to amazon because it's the number
[30:11.920 --> 30:17.200]  one book chart in the world and if it goes to number one not a political not of history
[30:17.200 --> 30:21.440]  not of us history it's already number one over 40 categories like political science
[30:21.440 --> 30:28.200]  you name it 40 plus categories is number one ladies and gentlemen drum roll please of books
[30:28.200 --> 30:34.120]  in the world the great reset in the war for the world is one two three four five six
[30:34.120 --> 30:42.440]  seven eight nine we are now number nine in the world this is major this is political
[30:42.440 --> 30:49.080]  this could fund our war chest just go to amazon.com everybody and buy ten copies send this blueprint
[30:49.080 --> 30:52.500]  to the death star and the new world order because you read this you know their whole
[30:52.500 --> 30:55.760]  plan how to stop them get the great reset in the war for the world now it's gonna go
[30:55.760 --> 31:04.920]  to number one what are you making that DNA force plus after almost a year of being out
[31:04.920 --> 31:14.200]  of stock is now exclusively available at infowarstore.com PQQ and CoQ10 are on record as making the
[31:14.200 --> 31:20.680]  telomeres in your DNA last longer this is as close as the fountain of youth as you're
[31:20.680 --> 31:27.080]  gonna get and on top of that this great product funds the info war which defends liberty and
[31:27.080 --> 31:31.840]  freedom and your second amendment and your first amendment and so much more at a critical
[31:31.840 --> 31:39.160]  time so it is a true 360 win-win situation when you go to infowarstore.com and get DNA
[31:39.160 --> 31:45.960]  force plus finally our flagship product back in stock it keeps us on the air and it's gonna
[31:45.960 --> 31:55.600]  sell out quick but despite that we're offering it for 50% off at infowarstore.com to support
[31:55.600 --> 31:59.840]  our longtime viewers and listeners and for new folks to take advantage of it if you're
[31:59.840 --> 32:03.880]  like myself and so many other people on this planet especially as you get older you gain
[32:03.880 --> 32:09.000]  weight even if you eat a lot less I gotta tell you info wars is only about bringing
[32:09.000 --> 32:13.160]  you amazing products that really work so we looked at the supplement market that we find
[32:13.160 --> 32:19.800]  a lot of operations with and we said what are the best-selling natural healthy anti-fat
[32:19.800 --> 32:24.880]  weight loss products that are out there we went look at the top 10 they all have the
