[00:00.000 --> 00:23.560]  Infowars, tomorrow's news, today.
[09:33.260 --> 09:41.260]  If I was a selfish person, there's a few fallout zones in the United States during the nuclear war won't get hit by fallout.
[09:41.260 --> 09:45.260]  And I would be in my RV right now.
[09:45.260 --> 09:51.260]  I would have already bought a piece of property in the middle of nowhere and I'd be gone, gone, gone.
[09:51.260 --> 09:57.260]  And I only tell you that because as a man, I love my children and I love my wife and I love my family.
[09:57.260 --> 10:02.260]  And I have to, I have to literally get to the point of throwing up.
[10:02.260 --> 10:08.260]  I threw up this morning because my, my flesh is weak and it was saying, you need to give it up.
[10:08.260 --> 10:10.260]  You need to run to the hills.
[10:10.260 --> 10:12.260]  But my spirit says, no, you're going to fight harder than ever.
[10:12.260 --> 10:13.260]  My spirit's in charge.
[10:13.260 --> 10:23.260]  But my body physically said, you need to protect your children.
[10:23.260 --> 10:27.260]  But I'll protect my children by stopping and mitigating this takeover.
[10:27.260 --> 10:30.260]  I'm not going to run to the hills and hope they get me later like they say in Braveheart.
[10:30.260 --> 10:36.260]  Yeah, you can run today and maybe you'll live and someday dying in your beds.
[10:36.260 --> 10:41.260]  You're going to wish that just once, just once, you can say to our enemies,
[10:41.260 --> 10:50.260]  you can take our lives, but you'll never take our freedom.
[10:50.260 --> 10:59.260]  And all the laziness and all the incompetence and the spell that Hollywood has put the public under is going to evaporate.
[10:59.260 --> 11:10.260]  And the veneer of civilization is already peeling back and burning back like a reentry capsule or pod coming into the atmosphere.
[11:10.260 --> 11:12.260]  It's white hot now.
[11:12.260 --> 11:15.260]  You will be tested like you've never been tested before.
[11:15.260 --> 11:24.260]  You will be challenged just like Winston Churchill as World War II cranked up and as the Nazis destroyed the British Army and drove him into the sea at Dunkirk.
[11:24.260 --> 11:32.260]  He said, all I can promise you is blood, sweat and tears and pain and a hard war.
[11:32.260 --> 11:40.260]  And I can't even guarantee we're going to win, but at least we're not going to die on our knees.
[11:40.260 --> 11:43.260]  And that's what I tell you now.
[11:43.260 --> 11:45.260]  I'm not going to sugarcoat things.
[11:45.260 --> 11:47.260]  I'm not going to lie to you.
[11:47.260 --> 11:48.260]  I'm not going to lie to myself.
[11:48.260 --> 12:01.260]  We have been, I mean, you know, the U.N. put out last week and it's true that the Texas border with Mexico is twice as dangerous as the next most dangerous border.
[12:01.260 --> 12:19.260]  The United States border of Texas and Mexico is the most dangerous person, the most dangerous place for the individual of anywhere in the world, double.
[12:19.260 --> 12:22.260]  That was done deliberately.
[12:22.260 --> 12:31.260]  Our pipelines and fuel centers and refineries and drilling permits were cut off a year and a half ago deliberately.
[12:31.260 --> 12:33.260]  Our shields are down.
[12:33.260 --> 12:35.260]  We are burning.
[12:35.260 --> 12:37.260]  We are being defeated.
[12:37.260 --> 12:40.260]  We are being sunk.
[12:40.260 --> 12:49.260]  And those Republican senators that act like they're on our side sit up there in their cocoon and are just now starting to talk about the great reset and build back better in the New World Order.
[12:49.260 --> 12:55.260]  While our border patrol and our sheriffs and our police go SOS red alert emergency.
[12:55.260 --> 13:18.260]  Thousands of homicides a month on the border alone, total bedlam, decapitated heads, dead bodies hanging everywhere, rape children, murdered babies, 18-wheelers full of dead people, satanic leftist activating and going on committing mass shootings, the army of the dead rising.
[13:18.260 --> 13:21.260]  And this is just the fuse.
[13:21.260 --> 13:27.260]  You think all this craziness is scary and it's crazy and it's wild, brothers and sisters.
[13:27.260 --> 13:32.260]  That fire you see and that explosion, we're zoomed in on the fuse.
[13:32.260 --> 13:35.260]  We cover the fuse burning.
[13:35.260 --> 13:38.260]  We cover the symptoms not the disease.
[13:38.260 --> 13:46.260]  That fuse is going into a giant bomb.
[13:46.260 --> 14:00.260]  And as soon as it goes total financial collapse, nuclear war, EMTs, electromagnetic pulse attacks.
[14:00.260 --> 14:02.260]  It's here.
[14:02.260 --> 14:08.260]  And your little candy ass local church isn't going to tell you that this is it.
[14:08.260 --> 14:10.260]  This is the New World Order takeover.
[14:10.260 --> 14:11.260]  This is the world depopulation.
[14:11.260 --> 14:14.260]  This is World War 1000.
[14:14.260 --> 14:17.260]  This is World War Davos Group.
[14:17.260 --> 14:19.260]  This is World War Bilderberg Group.
[14:19.260 --> 14:22.260]  This is World War Extinction Rebellion Depopulation.
[14:22.260 --> 14:25.260]  They're burning and blowing up the farms and processing plants.
[14:25.260 --> 14:28.260]  They're poisoning the cows and crops on purpose.
[14:28.260 --> 14:29.260]  Biden's people run it all.
[14:29.260 --> 14:31.260]  It's coming out in the news.
[14:31.260 --> 14:36.260]  They're hitting not just humans with bio weapons, but animals and crops.
[14:36.260 --> 14:41.260]  The carrying capacity of the civilization of Earth is being pulled out from under us.
[14:41.260 --> 14:46.260]  The rug is being pulled out from under us right now.
[14:46.260 --> 14:48.260]  And the average person is in a trance.
[14:48.260 --> 14:56.260]  Even those of us that say we're awake have become comfortable with sitting in this boiling water like a frog as we politically, culturally and spiritually die.
[14:56.260 --> 15:00.260]  All I'm offering is the truth as Morpheus says in the Matrix, nothing more.
[15:00.260 --> 15:05.260]  You take the blue pill, you go back to sleep in fantasy land and get destroyed, but you never know what hit you.
[15:05.260 --> 15:11.260]  You take the red pill and I'll show you how deep the rabbit hole goes.
[15:11.260 --> 15:13.260]  I was born for this moment and so were you.
[15:13.260 --> 15:14.260]  We got God on our side.
[15:14.260 --> 15:17.260]  We're going to make it through this and be strong on the other side.
[15:17.260 --> 15:23.260]  But this is the greatest test humans have ever faced on this planet since Noah and the Flood.
[15:23.260 --> 15:28.260]  And this time it's not going to be by water as the good book teaches it'll be by fire.
[15:28.260 --> 15:30.260]  We built the ark.
[15:30.260 --> 15:34.260]  It's a spiritual art, getting close to God, protecting our spirits, protecting the spirits of our children.
[15:34.260 --> 15:37.260]  Don't let the darkness take our children.
[15:37.260 --> 15:39.260]  Don't let them feel forsaken.
[15:39.260 --> 15:41.260]  We will lead them safe with the light.
[15:41.260 --> 15:43.260]  Now, guard your soul.
[15:43.260 --> 15:44.260]  Your body means nothing.
[15:44.260 --> 15:52.260]  The great contest told for thousands of years is now here and we are chronicling this great era together.
[15:52.260 --> 15:54.260]  We'll be back, my friends.
[15:54.260 --> 16:05.260]  InfoWars.com, tomorrow's news today.
[16:25.260 --> 16:32.260]  So please take action to declare independence from the New World Order by keeping the tip of the spear on air
[16:32.260 --> 16:37.260]  and getting great products at infowarsstore.com.
[16:37.260 --> 16:40.260]  I want to thank you all this July 4th for your continued fight for America.
[16:40.260 --> 16:44.260]  And I would encourage you to join the fight even harder now because we're so close to winning.
[16:44.260 --> 16:59.260]  InfoWarsstore.com and celebrate July 4th, 1776, Part 2 against the New World Order because the answer to 1984 is 1776.
[16:59.260 --> 17:05.260]  There is nothing, there is no more epitome of free speech than right here.
[17:05.260 --> 17:09.260]  And that's what people recognize and resonate with.
[17:09.260 --> 17:13.260]  And as Ward said, you're not going to find a better place for information.
[17:13.260 --> 17:15.260]  You might not agree with everything.
[17:15.260 --> 17:18.260]  You might not agree with all our perspectives, but we cover all the information.
[17:18.260 --> 17:21.260]  And there's nowhere else really that does it like we do here.
[17:21.260 --> 17:22.260]  Thank you for that, Ward.
[17:22.260 --> 17:27.260]  InfoWarsstore.com, by the way, the products he mentions, infowarsstore.com is where to get them, folks.
[17:27.260 --> 17:29.260]  And we do have the best supplements.
[17:29.260 --> 17:38.260]  I mean, just like we try our best with our news coverage and our information, we do the best with our supplements as well.
[17:38.260 --> 17:40.260]  I mean, look at the hair and beard support formula.
[17:40.260 --> 17:42.260]  Folks, this is a joke.
[17:42.260 --> 17:44.260]  I'm giving this thing away. It's 75% off.
[17:44.260 --> 17:46.260]  By the way, it works for me.
[17:46.260 --> 17:51.260]  In case you haven't noticed, the hair and beard formula is working for me.
[17:51.260 --> 17:53.260]  Quite well, I might add.
[17:53.260 --> 17:57.260]  Quite well, my barber appreciates hair and beard support for men.
[17:57.260 --> 18:00.260]  I go and see them quite often now.
[18:00.260 --> 18:08.260]  I don't have to tell you that fish oil is known to be so good for your brain, so good for your heart, so good for your cells,
[18:08.260 --> 18:12.260]  your cardiovascular system, your lungs, your sleep, it's amazing.
[18:12.260 --> 18:22.260]  Well, we set out a few years ago to go out and develop with top manufacturers the strongest, highest quality, purest fish oil out there.
[18:22.260 --> 18:24.260]  And this blend is amazing.
[18:24.260 --> 18:28.260]  Ultimate fish oil back in stock at infowarsstore.com.
[18:28.260 --> 18:31.260]  Wild anchovy purified fish oil.
[18:31.260 --> 18:33.260]  Ultra-pure arctic krill oil.
[18:33.260 --> 18:35.260]  High-quality wild-caught salmon oil.
[18:35.260 --> 18:37.260]  Vitamin D, vitamin E.
[18:37.260 --> 18:39.260]  Supports optimal heart health.
[18:39.260 --> 18:40.260]  Supports optimal joint health.
[18:40.260 --> 18:42.260]  Supports optimal cognitive health.
[18:42.260 --> 18:43.260]  Supports immune function.
[18:43.260 --> 18:44.260]  Supports vascular health.
[18:44.260 --> 18:46.260]  Supports circulatory health.
[18:46.260 --> 18:47.260]  It goes on and on.
[18:47.260 --> 18:48.260]  Get your ultimate fish oil.
[18:48.260 --> 18:49.260]  Discount it.
[18:49.260 --> 18:50.260]  Discount it.
[18:50.260 --> 18:53.260]  Right now at infowarsstore.com and open krill oil as well.
[18:53.260 --> 18:55.260]  Infowarsstore.com.
[18:58.260 --> 19:05.260]  I want to take a minute out to address the viewers and listeners of Info Wars and to remind you that we've been vindicated
[19:05.260 --> 19:11.260]  and that world government and its tyrannical aim of depopulation is now out of the open.
[19:11.260 --> 19:15.260]  Everything you and I have done together has been distorted.
[19:15.260 --> 19:18.260]  And we cannot continue in this fight without your support.
[19:18.260 --> 19:24.260]  I want to encourage you all to be part of history right now while you still can to get the third and final coin
[19:24.260 --> 19:32.260]  in the founding member coin series to come and take it free men bear arms coins at 1776coin.com.
[19:32.260 --> 19:38.260]  In just a few days this coin will be gone forever and you will have the coin in your possession
[19:38.260 --> 19:45.260]  and know you helped Info War stay on air at the most critical time in our 28 year history.
[19:45.260 --> 19:49.260]  So I want to thank you all for your support and I want to encourage you all to be part of history
[19:49.260 --> 19:58.260]  and to get this historic memento that keeps us on air at InfoWarsstore.com or 1776coin.com while you still can.
[19:58.260 --> 20:06.260]  Leading a frontal assault on the lies of the New World Order it's Alex Jones.
[20:06.260 --> 20:30.260]  All the games are over. The global corporations are playing. China, Russia, the EU, the United States off against each other.
[20:30.260 --> 20:36.260]  Meanwhile the IMF and World Bank controlled by the Anglo-American establishment has already starved.
[20:36.260 --> 20:44.260]  The numbers are out 73 million extra people to death in the last 32 months. God is pissed.
[20:44.260 --> 20:50.260]  And we don't fight as hard as we can to reverse the starvation of the third world.
[20:50.260 --> 20:55.260]  It will completely collapse and they will flood the West under the UN replacement migration plan
[20:55.260 --> 21:01.260]  and turn the entire planet into a giant third world hellhole.
[21:01.260 --> 21:12.260]  But that's the least of our problems.
[21:12.260 --> 21:17.260]  I will unpack the assassination of the real leader of Japan the longest serving prime minister ever.
[21:17.260 --> 21:20.260]  They admit even the mainstream news he was still running Japan.
[21:20.260 --> 21:27.260]  He was working against communist China. Chinese news is celebrating his precision murder
[21:27.260 --> 21:31.260]  by obviously a professional assassin 30 plus feet away.
[21:31.260 --> 21:38.260]  Double shots into the heart with a 12 gauge homemade weapon.
[21:38.260 --> 21:44.260]  So it's non-traceable. Directly into his back.
[21:44.260 --> 21:50.260]  Let me explain something. With a gun like that from 30 plus feet, probably 40 feet, they're saying
[21:50.260 --> 21:59.260]  double shots, that is a professional. A 10 or 12 inch barrel is incredibly inaccurate ladies and gentlemen.
[21:59.260 --> 22:04.260]  Well trained, well prepared, executed in public.
[22:04.260 --> 22:13.260]  In a country with zero gun ownership, 90 plus percent of the police in Japan don't even have guns.
[22:13.260 --> 22:25.260]  Two 12 gauge slugs directly into the back.
[22:25.260 --> 22:29.260]  And this is just the beginning.
[22:29.260 --> 22:36.260]  The globalists are going to take out everybody who's their enemies.
[22:36.260 --> 22:44.260]  He'd been moving to arms Japan against China. He'd been aligning Japan with the United States.
[22:44.260 --> 22:47.260]  And now he's been executed.
[22:47.260 --> 22:52.260]  The head of OPEC has been killed. Boris Johnson has resigned.
[22:52.260 --> 23:02.260]  The UN is trying to indict Bolsonaro for crimes against humanity for telling the public the shot wasn't safe, which was true.
[23:02.260 --> 23:10.260]  It's all happening. It's all unfolding right now.
[23:10.260 --> 23:22.260]  Now the Russian news is unbelievable. But when I say it's unbelievable, we knew it was coming.
[23:22.260 --> 23:26.260]  And we're going to be going over all of it today.
[23:26.260 --> 23:36.260]  But the plan is global destabilization, an angrier world, and that's where we are, where there's so many crises and so many things happening, people don't know who to blame.
[23:36.260 --> 23:47.260]  It's the private central banks of the world destroying infrastructure, destroying small businesses, destroying individual savings, destroying nation states.
[23:47.260 --> 24:02.260]  A new national poll finds a record level of Americans have lost hope in the U.S. institutions and the presidency. They blame Biden and not Klaus Schwab and not Bill Gates and not the UN and not Goldman Sachs and not J.P. Morgan and not BlackRock.
[24:02.260 --> 24:10.260]  And as long as the globalists think they can carry out their attacks and they won't be the ones getting the blame, they will continue it.
[24:10.260 --> 24:28.260]  That's why I have desperately, for decades, warned you this was coming and in the last three years told you every day, if we don't address it as globalism, if we don't call them out as globalists, if we don't expose them as the ones behind it all, we don't have a hope in hell.
[24:28.260 --> 24:40.260]  But if we simply do, they will be identified, there will be pressure, they and their operatives in government, the Klaus Schwab rags, we have penetrated, we control half the governments of the world now, so we will control 80% of governments.
[24:40.260 --> 24:50.260]  We're going to collapse all of civilization and bring in our new system. I mean, these are quotes. The post-human world is here. You will have microchips under skin to buy and sell.
[24:50.260 --> 25:02.260]  You will have no beef. You will eat some bugs. You will own nothing. You will have nothing. These are quotes. That's not satire. Everything I just said is an exact quote.
[25:02.260 --> 25:24.260]  You will eat some bugs. The other one is just banned cows. 30% of cows are banned next year, 50% the next year, 80% the year after that. Because they put out methane and nitrogen in the environment that are two life-giving gases.
[25:24.260 --> 25:36.260]  They are outlawing life on this planet. It is a scientific takeover and a war against the very building blocks of humanity.
[25:36.260 --> 25:57.260]  All right, we'll get the great John Harmon, who's worked with me for 18 years. He is our affiliate relations. We also is a great guy at getting a lot of calls on the board, making sure they got clean phone calls. You agree, you disagree, you hate me, you love me, you got a question, whatever you want to say, we're not censoring, you just don't cuss.
[25:57.260 --> 26:11.260]  Tell us your name or where you're calling from. The only screening is you got a clear phone line. 90% of the time. But the 10% of the time, I say I want you to speak to a topic.
[26:11.260 --> 26:20.260]  And today is one of those days. And it's a gigantic topic. You can tie in anything, but this is the topic we're covering. So please listen to me.
[26:20.260 --> 26:34.260]  We're not taking any calls that are not on this topic. The topic is the great reset, the collapse of the world system, and the expanding wars, and the obvious assassinations and killing and death that's taking place.
[26:34.260 --> 26:43.260]  And what is your view on where this is going? And what do you think the new attack is going to be? The cyber attack, the globalist launch, you blame on Russia?
[26:43.260 --> 26:54.260]  Putin threatening nuclear war? The collapsing borders? All of it. I want to hear from you about what you think is happening currently and what you're doing to prepare and where you see all this going.
[26:54.260 --> 27:08.260]  That is a gigantic topic that encompasses everything. The great reset is the corporate globalist world taking down human civilization to make you totally dependent so they can dictate the terms of our enslavement and surrender.
[27:08.260 --> 27:23.260]  That is the issue. That is the subject. I will give the number out. It's a computerized phone system at 33 after. In six minutes, we will flip that phone system on and we will take your phone calls, bam, bam, bam.
[27:23.260 --> 27:33.260]  And I've not been able to get back to my old self for 20 years. I should do three hours every night, not just a weekday daytime show. We should take 100 calls in three hours.
[27:33.260 --> 27:53.260]  We took 60 calls yesterday. We're going to take 100 phone calls today. We're going to take 100 phone calls, but that means you're going to make your 60 second point and I'm going to hang up on you no matter how good you are.
[27:53.260 --> 28:10.260]  No matter how amazing it is you're saying, you're going to get 60 seconds when I go to you and we're going to move the next person. So fire up your engines and get ready because we're taking 100 phone calls in the next three hours.
[28:10.260 --> 28:31.260]  Now, let Jadire host the last 30 minutes. I love Jadire. On the world, on the Abbey assassination, on all of it, we're going to be breaking it all down today. The number, when we come back, and then I'm going to hit four or five stacks of news quickly in the news blitz when we return.
[28:31.260 --> 28:41.260]  Infowars.com. Tomorrow's news today. Please don't forget this Sunday, the biggest sale of the year, the Life Force Super Sale, the 75% up little Patriot points, a lot of the products being sold below cost.
[28:41.260 --> 28:59.260]  We've got to get funds in here at infowarstore.com. X2, so many other great products like the Activated Charcoal Toothpaste, Alpapower, Ultimate Krill Oil, infowarstore.com. Thanks for your support.
[28:59.260 --> 29:14.260]  We have a giant sale going right now of amazing products that you and your family really, really need, and we also need the funding to stay on air and not have Infowars shut down. You need these products. These are all amazing products at great prices at infowarstore.com.
[29:14.260 --> 29:43.260]  It's the July 4th Super Sale, and it starts today. We have 50% off, plus double Patriot points on Brain Force, plus Ultra 12, Vitamin D3 gummies, Ultimate Krill Oil. That's a huge deal. Lung Cleanse Plus, Busy Magnesium, Prostigard, Ultimate Fish Oil, Vazo Beat Complete, 40% off on Knockout Sleep Support, Alpapower, Living Defense Plus, Whole Food Multivitamin, Hollenblot, Survival Shield X2, All Dr. Jones Natural Products, massively discounted 40%.
[29:43.260 --> 29:59.260]  And up to 60% off on Double Patriot Points on Super Female Vitality. And finally, save a massive 75% off on Hair and Beard Support Formula. It's 75% off right now at infowarstore.com. And don't forget, Alex Jones' right t-shirt while you're there.
[30:14.260 --> 30:27.260]  Now, it's great that it's online. It's great that millions watch it online. But you need to have the high quality HD DVD in your library with the expanded extras so it can't be censored in the future and so you can show it to everyone you know.
[30:27.260 --> 30:45.260]  Go to infowarstore.com and get 2,000 mules today and get it discounted up to 30% off when you get it with other documentary films like Endgame, Blueprint for Global Enslavement, The Seminal Classic that predicted the great reset, and of course Part 1, Part 2, and now the new Part 3 of COVIDland.
[30:45.260 --> 30:56.260]  Get them separate. Get them together. Massively discounted at infowarstore.com. But everyone needs to have 2,000 mules in their library so the globalists can't censor it.
[30:56.260 --> 31:00.260]  Go to infowarstore.com to get 2,000 mules today.
[31:26.260 --> 31:38.260]  Having your own food will save you from getting ensnared in government FEMA camps. And if you've already stocked up enough for your own family, you might want to consider stocking up for your neighbors.
[31:38.260 --> 31:53.260]  Some of your neighbors might not be prepared for what's coming, but you can help them by having an abundance of storable foods and water filtration. Whoever sews bountifully will also reap bountifully.
[31:53.260 --> 31:59.260]  Stock up now at PrepareToday.com
[32:24.260 --> 32:36.260]  And it's our huge sponsor, funding or operation, so Americans and others can get ready, be self-sufficient, and fund the info war while saving massive amounts of money on critical items they need.
[32:36.260 --> 32:42.260]  And of course getting things delivered to them quickly because in stock. PrepareToday.com
[32:42.260 --> 32:48.260]  The only way you fail is not visiting PrepareToday.com. There's not a question now whether you need this or not, you need it.
[32:48.260 --> 32:55.260]  Before it was just a backup plan of insurance. This is an insurance. This is survival. PrepareToday.com
[32:55.260 --> 33:21.260]  I'll see you there.
[33:21.260 --> 33:41.260]  Former Japanese Prime Minister Shinzo Abe has died after being shot during a campaign speech today. The shooting captured on video.
[33:41.260 --> 33:59.260]  You can hear there are two shots fired. Abe suffered a bullet wound to the right side of his neck and also to his chest. He was rushed from the scene in an ambulance and then transferred by medical helicopter to a hospital where he underwent emergency treatment, but doctors could not stop the bleeding.
[33:59.260 --> 34:11.260]  Moments after the shots were fired, you could see Abe's security detail tackling the suspect, a local resident in his 40s. The gun he used appears to have been handmade, a mode of not known at this time.
[34:11.260 --> 34:32.260]  As Brianna said, Abe was Japan's longest serving Prime Minister and was still a towering figure in Japanese and international politics. He had crucial working relationships with both President Obama and President Trump and this assassination causing shockwaves around the world this morning.
[34:32.260 --> 34:59.260]  I'd like to give the toll-free number out specifically on the Great Reset. We're living in it. We're living in the New World, our takeover. What do you think the most devastating facet of it is? How do we mobilize our governors, our legislators, the few senators that know what's going on to stand up and point this out?
[34:59.260 --> 35:19.260]  I'm going to give the toll-free number out right now. 877-789-2539, 877-789-2539, 877-789. Alex, first-time callers, long-time callers, callers that agree, callers disagree, we don't screen your calls, just have a clean phone line.
[35:19.260 --> 35:32.260]  Tell us whatever name you want to use. You can claim your calling for Pluto. I don't care. Just have your point. We want to hear from you and hear the amazing ideas and points you're going to make. 877-789-2539.
[35:32.260 --> 35:53.260]  Georgia Guidestones blown up. Head of OPEC dies mysteriously. Boris Johnson resigns. Vladimir Putin threatens nuclear war. The list goes on and on and on. World-collapsing food production, collapsing borders, all by design, coordinated worldwide.
[35:53.260 --> 36:14.260]  An angrier world. Here are some of the headlines. We'll play the Putin clip in a moment. Putin to Ukraine. Russia has barely started its action. He says this is a police action to clean out the Azog battalions that were attacking almost 100% Russian ethnic groups on the border with Russia.
[36:14.260 --> 36:25.260]  He says they've won that portion of the war and that if heavy weapons continue to pour in and attack Russian forces, that he is prepared for full attack against the West.
