[00:00.000 --> 00:18.000]  Infowars, tomorrow's news, today.
[17:22.000 --> 17:30.000]  like supply chain right now, you need to get prepared now with high quality, storeable food that is ready to ship.
[17:30.000 --> 17:38.000]  It's been four years since my Patriot supply at PrepareWithAlex.com has offered their storeable food at 25% off.
[17:38.000 --> 17:44.000]  Four years, but right now it's 25% off until February 13th, 2022.
[17:44.000 --> 17:54.000]  A little over two weeks from the time I'm cutting this to get 25% off at PrepareWithAlex.com on the entire catalog of my Patriot supply.
[17:54.000 --> 18:00.000]  Act now, get prepared now, this is absolutely essential for everybody that wants to be self-sufficient.
[18:25.000 --> 18:33.000]  This is nothing less than martial law and one big thing you can do to fight back is to get high quality Faraday cages,
[18:33.000 --> 18:40.000]  many of which are made here in America and are very compliant, meaning U.S. government military grade at infowarstore.com.
[18:40.000 --> 18:46.000]  We have the entire line of silent pocket ready to ship to you when you visit infowarstore.com.
[18:46.000 --> 18:53.000]  Again, we have big backpacks, we have special dry bags, we've got them for cell phones, we've got them for laptops, we've got them for iPads.
[18:53.000 --> 19:01.000]  It's all there at infowarstore.com, so protect your privacy today and support the infowar at infowarstore.com.
[19:01.000 --> 19:10.000]  We here at InfoWars are proud to announce the first ever Kava Kava root supplement that is now available at infowarstore.com.
[19:10.000 --> 19:14.000]  Kava is one of the hottest new breakthroughs in the natural health world today,
[19:14.000 --> 19:20.000]  though it has been used for hundreds of years in the Pacific Islands for its relaxation and euphoric effects.
[19:20.000 --> 19:26.000]  According to ancient Samoan legend, Kava was given as a gift by the sun god Tagaloa,
[19:26.000 --> 19:30.000]  who they considered to be the supreme ruler and creator of the universe.
[19:30.000 --> 19:36.000]  The Samoan people would drink Kava tea during social gatherings and sacred ceremonies to loosen up a little.
[19:36.000 --> 19:41.000]  Nowadays, Kava is used around the world by many who enjoy its serious benefits.
[19:41.000 --> 19:47.000]  The new Kava Chill by Dr. Jones Naturals contains a full blend of not only Kava Kava,
[19:47.000 --> 19:54.000]  but other herbs including, but not limited to, German Chamomile, Organic Skull Cap, and Balerian root.
[19:54.000 --> 20:01.000]  We do expect to sell this new product quickly, so be sure to secure yours by visiting infowarstore.com.
[20:01.000 --> 20:08.000]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[20:08.000 --> 20:20.000]  My whole life, my gut's never been wrong.
[20:20.000 --> 20:27.000]  My spirit and the sum of my brain power that it interfaces with.
[20:27.000 --> 20:30.000]  But when you're young, you don't follow your gut.
[20:30.000 --> 20:37.000]  And as you get older, you learn to follow that gut, and then everything becomes even more clear.
[20:37.000 --> 20:44.000]  And my gut tells me we're in a lot of trouble.
[20:44.000 --> 20:53.000]  And you've just got to learn with your spirit to not pick things that aren't the source of your anxiety and your concern
[20:53.000 --> 20:58.000]  and learn to actually hone in on what it is, because the enemy is very sophisticated.
[20:58.000 --> 21:02.000]  They'll put out like, oh, there's terrorists everywhere, there's racist everywhere,
[21:02.000 --> 21:08.000]  there's bad people that want to hurt you everywhere, because the globalists are, and they're bad, they're anti-human.
[21:08.000 --> 21:12.000]  So your subconscious knows that they're child molesting, murdering criminals.
[21:12.000 --> 21:14.000]  Your subconscious is really freaked out.
[21:14.000 --> 21:21.000]  They're starting wars, they're poisoning people, they're killing people en masse, heart attacks are exploding everywhere.
[21:21.000 --> 21:28.000]  And so you subconsciously, your brain's picking up these millions of pieces of data, billions of pieces of data over the weeks and months and years
[21:28.000 --> 21:32.000]  and integrating, and it's hundreds of times more powerful in your conscious brain.
[21:32.000 --> 21:38.000]  And your conscious brain is getting messages from the subconscious saying, man, we're in danger.
[21:38.000 --> 21:43.000]  And then there's the spirit that's able to navigate and discern that.
[21:43.000 --> 21:51.000]  So it's that brain-soul interface that's going on.
[21:51.000 --> 22:00.000]  And I don't come on the air and tell you that they're going to launch giant cyberattacks and turn the power off a week, a month, six months to totally break down society.
[22:00.000 --> 22:05.000]  I don't just tell you that because I want to scare you.
[22:05.000 --> 22:10.000]  The enemy loves to brag in front of their minions, thinly veiled battle plans.
[22:10.000 --> 22:14.000]  I mean, Schwab starts smiling and wiggling in a seat.
[22:14.000 --> 22:18.000]  There's going to be a deadly virus, and we have to take everyone's rights away when it comes.
[22:18.000 --> 22:21.000]  I mean, this is like three years ago, a year before it happened.
[22:21.000 --> 22:29.000]  And now he's all over the place saying, cyberattack is imminent and it will make the COVID look like nothing and any sort.
[22:29.000 --> 22:31.000]  Smiling like Bill Gates does.
[22:31.000 --> 22:38.000]  I mean, that's how dumb they think we are.
[22:38.000 --> 22:43.000]  And so a man has to balance things.
[22:43.000 --> 22:48.000]  The reason, and I'm telling you this years ago where I'm coming from is now you're going to the same thing and I want to help you navigate that.
[22:48.000 --> 22:49.000]  I want to help myself navigate it.
[22:49.000 --> 22:50.000]  We need to talk this through.
[22:50.000 --> 22:59.000]  So you're just like me dialed in but still trying to decipher all this incredible information.
[22:59.000 --> 23:12.000]  As a man at a flesh level with these instincts, I would sell everything I had and buy an off-the-grid log cabin in the middle of nowhere as far away from populations as I could and as far away from nuclear strike zones.
[23:12.000 --> 23:24.000]  And I had guessed on 10 years ago telling you this and Joel Scousen said by the 2025, he thinks that's when the West will look, act like it's weak and then push China and Russia into an attack on the U.S.
[23:24.000 --> 23:27.000]  And now just as Joel Scousen said, that's all being announced.
[23:27.000 --> 23:31.000]  I mean, this is a very evil long-term strategic plan.
[23:31.000 --> 23:33.000]  And Joel Scousen has extreme discernment as well.
[23:33.000 --> 23:44.000]  And knows what he's talking about, former Marine Corps Aviator, Marine Corps officer, the whole nine yards family was high-level FBI back when it knew about the conspiracy and was fighting it at certain levels.
[23:44.000 --> 23:57.000]  And we got to get Joel Scousen, by the way, back on because, I mean, he laid it all out 20 something years ago on my show, not 10, hell.
[23:57.000 --> 24:04.000]  So at a certain level, I'm constantly like, get out of here, get out of Austin, get out, go get your family, get out.
[24:04.000 --> 24:08.000]  And then I want to even reach out to my ex-wife and people and say, I don't want to fight with you.
[24:08.000 --> 24:09.000]  I'm not your enemy.
[24:09.000 --> 24:13.000]  Don't you understand the whole New World Order is here, it's all going down.
[24:13.000 --> 24:22.000]  And people need to just come together and defend each other and not fight with each other as they've trained us to do.
[24:22.000 --> 24:24.000]  But this is such a dangerous time.
[24:24.000 --> 24:32.000]  I mean, I look at my so-called enemies and like the people that attacked me and the Democratic Party lawyers and people, and they're just such children.
[24:32.000 --> 24:38.000]  And they believe they're making a name for themselves that they're on a winning team and they have no idea we're on a sinking ship together.
[24:38.000 --> 24:43.000]  And I'm worried about what we're going to do once we hit the icy water because it's not enough lifeboats.
[24:43.000 --> 24:47.000]  And they don't even know because they're in a trance, folks, and you can't even get to them.
[24:47.000 --> 24:54.000]  If you try to talk to these people, they think it's a trick because they don't have anything genuine in them.
[24:54.000 --> 24:58.000]  They believe I'm given scripts and that I'm told everything.
[24:58.000 --> 25:02.000]  You know, the Justice Department, all of them are like, and the Commission, tell us who gives you your orders.
[25:02.000 --> 25:06.000]  Tell us who's in command because they're all minions.
[25:06.000 --> 25:09.000]  They cannot believe that I'm not getting orders.
[25:09.000 --> 25:13.000]  They cannot believe that Joe Rogan is not getting orders from somebody.
[25:13.000 --> 25:17.000]  So they tap our phones and then they find out the truth.
[25:17.000 --> 25:20.000]  No one's giving us orders and they get even more scared.
[25:20.000 --> 25:22.000]  You know who's giving us orders?
[25:22.000 --> 25:23.000]  Our children.
[25:23.000 --> 25:24.000]  Their survival.
[25:24.000 --> 25:25.000]  Their future.
[25:25.000 --> 25:31.000]  That you people, all you crazy lawyers that are so smart you've convinced yourselves to throw your morals away.
[25:31.000 --> 25:39.000]  Like morals are weak and stupid rules you shouldn't follow when those rules are put in there as guardrails so we don't kill each other.
[25:39.000 --> 25:43.000]  And now we've got nuclear and biological weapons and stuff way worse than that.
[25:43.000 --> 25:45.000]  And it's all starting to go down.
[25:45.000 --> 25:57.000]  And if you can't feel the death, if you don't understand how serious this is and how we're being targeted along with the rush everybody else by this multinational system.
[25:57.000 --> 26:00.000]  If you can't understand that, then I can't help you.
[26:00.000 --> 26:04.000]  But I am physically nauseous right now over this.
[26:04.000 --> 26:09.000]  And I'm just being completely real with you folks, completely real with you that I'm sitting here at my post.
[26:09.000 --> 26:11.000]  I'm sitting here covering this.
[26:11.000 --> 26:12.000]  I'm sitting there doing this.
[26:12.000 --> 26:16.000]  And every bone in my body is saying get out.
[26:16.000 --> 26:17.000]  Get out.
[26:17.000 --> 26:18.000]  Danger.
[26:18.000 --> 26:19.000]  Danger.
[26:19.000 --> 26:20.000]  Danger.
[26:20.000 --> 26:21.000]  Danger.
[26:21.000 --> 26:22.000]  Danger, Will Robinson.
[26:22.000 --> 26:23.000]  Danger.
[26:23.000 --> 26:25.000]  And then I read the news.
[26:25.000 --> 26:36.000]  You know how sick it is, they got billboards all over Europe, all the U.S. that they had pre-ordered before they ever gave the shots saying heart attacks are now normal in children.
[26:36.000 --> 26:37.000]  Heart attacks are now quite normal.
[26:37.000 --> 26:39.000]  And I have stacks of articles in the U.K. in here.
[26:39.000 --> 26:46.000]  Over a million extra heart attacks they admit in the last year here and 300,000 extra in the U.K.
[26:46.000 --> 26:48.000]  And they're like, it's normal now.
[26:48.000 --> 26:51.000]  The stress of the virus made you have a heart attack.
[26:51.000 --> 26:56.000]  No, the lock, even if you believe that the lock downs caused anxiety, yes, some of it was caused by that.
[26:56.000 --> 27:00.000]  But the inserts on the damn shots now admit it causes this.
[27:00.000 --> 27:07.000]  It was on the frickin' CDC documents three months before they rolled the damn shots out in October of 2020.
[27:07.000 --> 27:10.000]  Why is anyone going along with the suicide pack?
[27:10.000 --> 27:15.000]  I've got a stack of articles where there's buses and trains and TV ads.
[27:15.000 --> 27:21.000]  The art has already been going on for six, seven months, but they're everywhere now. It's normal to have a heart attack.
[27:21.000 --> 27:23.000]  It's normal for all the soccer players to have heart attacks.
[27:23.000 --> 27:25.000]  It's normal for everybody to fall down and die.
[27:25.000 --> 27:33.000]  I've got like six, seven articles today of new people dropping dead young athletes 18, 24 years old.
[27:33.000 --> 27:36.000]  And the articles say nothing about the fact that you go look on their Instagram.
[27:36.000 --> 27:38.000]  I'm triple jab.
[27:38.000 --> 27:43.000]  I mean, it's insane.
[27:43.000 --> 27:46.000]  Oh, suddenly women are having heart attacks at the rate of men.
[27:46.000 --> 27:48.000]  It's never happened before. What's going on?
[27:48.000 --> 27:50.000]  I mean, come on.
[27:50.000 --> 27:58.000]  It's like, well, you need to be a pathologist to know that if you put a 357 magnum in your head and pull the trigger, it's going to blow your brains out.
[27:58.000 --> 28:04.000]  I don't need to be a pathologist to sit there and watch people take the shot and have heart attacks and die.
[28:04.000 --> 28:08.000]  And then I've got the statistics and I've had pathologists on.
[28:08.000 --> 28:10.000]  And these people think they're cute.
[28:10.000 --> 28:11.000]  They think they're powerful.
[28:11.000 --> 28:15.000]  You look at these little followers, they think by getting on board with this, they're getting ahead.
[28:15.000 --> 28:16.000]  They're not.
[28:16.000 --> 28:24.000]  They're stepping in to slavery in the mass Stockholm syndrome.
[28:24.000 --> 28:31.000]  Meanwhile, childless Ottawa mayor says it's disturbing to see kids in bouncy castles having fun at protest.
[28:31.000 --> 28:32.000]  My God.
[28:32.000 --> 28:34.000]  I've also got some big Joe Rogan news.
[28:34.000 --> 28:35.000]  I hung out with him.
[28:35.000 --> 28:37.000]  Gosh, five or six hours last night.
[28:37.000 --> 28:40.000]  I've never seen Joe so on fire.
[28:40.000 --> 28:42.000]  I mean, I never seen anybody like this.
[28:42.000 --> 28:48.000]  Now, I don't know what's going on, but I mean, he's like a skeletor meets he man or something.
[28:48.000 --> 28:51.000]  And man, bouncing off the walls with energy.
[28:51.000 --> 28:52.000]  Wow.
[28:52.000 --> 28:53.000]  Talk about in the zeitgeist.
[28:53.000 --> 28:54.000]  Joe Rogan is the zeitgeist.
[28:54.000 --> 28:55.000]  I'll tell you about that.
[28:55.000 --> 28:56.000]  A lot of good stuff.
[28:56.000 --> 28:57.000]  Stay with us.
[28:59.000 --> 29:00.000]  Sold out for months.
[29:00.000 --> 29:03.000]  X three is now back in stock.
[29:03.000 --> 29:07.000]  Ladies and gentlemen, just like our information is game changing, our products are game changing.
[29:07.000 --> 29:10.000]  And so many people are deficient in iodine.
[29:10.000 --> 29:12.000]  It's not the soil anymore.
[29:12.000 --> 29:14.000]  Most of the ocean is contaminated.
[29:14.000 --> 29:23.000]  But when you get high quality tri iodine, all three of the healthy types together, it does amazing things for your stamina, your libido.
[29:23.000 --> 29:25.000]  But most importantly, your immune system.
[29:25.000 --> 29:35.000]  So X three, the only tri iodine on the market, highest grade is now exclusively available again at 50% off at infowarestore.com.
[29:35.000 --> 29:43.000]  If you've not experienced clean, pure iodine, and what it does for your body takes about two weeks to get on average, you really need to experience X three.
