[00:00.000 --> 00:26.400]  Infowars, tomorrow's news, today.
[04:22.280 --> 04:28.120]  of survival, and we have, the Secretary General of the United Nations, Antonio Gutierrez, will
[04:28.120 --> 04:32.440]  play this clip when we come back next segment, saying we're on the verge of nuclear war,
[04:32.440 --> 04:38.280]  and we are, and I've talked to some of the top minds out there, just the last 24 hours,
[04:38.280 --> 04:44.480]  face to face, I'm not going to get any names or anything, that's why I'm here in Los Angeles,
[04:44.480 --> 04:49.280]  and I've got a real consensus from some of the top brains on the planet, again that will
[04:49.280 --> 04:54.560]  all be off record, but it's, the different scenarios run from bad to worse, we'll be
[04:54.560 --> 05:23.560]  laying it all out here today, MFullWars.com, tomorrow's news.
[05:23.560 --> 05:48.880]  Thank you.
[05:48.880 --> 05:55.920]  360 win is it funds the operation. I need funds to run the operation. You need to be healthy. We need to stay on air
[05:55.920 --> 05:57.920]  It's a match made in heaven
[06:05.640 --> 06:10.760]  From the front lines of the information war it's Alex Jones
[06:10.760 --> 06:23.040]  Ladies and gentlemen, thank you so much for joining us on this live March 15th
[06:24.480 --> 06:32.680]  2022 global transmission. I have not ducked out of Austin the last few days for a vacation. I
[06:34.400 --> 06:36.400]  Am here in Los Angeles, California
[06:36.400 --> 06:41.560]  Talking to quite a few very interesting and important folks
[06:41.560 --> 06:46.880]  And I've had a chance to talk to who I consider some of the sharpest minds in the world
[06:47.680 --> 06:51.720]  In the last way for hours in really lengthy summit meetings
[06:52.400 --> 06:54.400]  I would call it to try to brainstorm
[06:55.040 --> 06:59.160]  How to avert situation in Russia. This has got a lot of serious people
[07:00.160 --> 07:01.720]  strongly considering
[07:01.720 --> 07:03.560]  Decamping and
[07:03.560 --> 07:05.560]  evacuating to the southern hemisphere
[07:06.200 --> 07:08.760]  So a lot of people have already done that
[07:09.120 --> 07:14.680]  So when I tell you that some of the most powerful people in the world have been doing that that is not something I read the newspaper though
[07:14.680 --> 07:16.440]  I told you about
[07:16.440 --> 07:21.920]  Redoubts being built before I read the news now they admit it. I'm telling you currently there is a
[07:24.800 --> 07:29.880]  Major debate going on all the world by the intelligentsia both in government and in corporations
[07:29.880 --> 07:36.400]  About what the next moves need to be and there's a real sense that since the Cuban missile crisis
[07:36.400 --> 07:38.000]  We've not been in this much danger
[07:38.000 --> 07:43.080]  And we're in more days now as the weapons are much more prolific and much more sophisticated and much more harder to stop
[07:43.680 --> 07:47.880]  And I would say we have worse leadership now. We said what you want about John F Kennedy
[07:47.880 --> 07:54.080]  He was smart and he did a lot of research and had a good team around him Kamala Harris and Joe Biden
[07:54.080 --> 07:56.080]  Do not know what damn planet they are on
[07:56.560 --> 07:58.160]  and so
[07:58.160 --> 08:03.520]  When I get back to Austin tomorrow, I would have to write some notes really collect this and they really come to my
[08:03.640 --> 08:08.440]  Decisions about what's what we need to do what we stand for in Ukraine and where this is all going
[08:08.440 --> 08:10.440]  But I think the bottom line is we need to de-escalate
[08:10.680 --> 08:12.680]  Give Putin a way out
[08:14.600 --> 08:20.400]  Space-saving so that the Russians government will assassinating was that's what the Russians do the leader fails
[08:21.440 --> 08:26.160]  And where they don't keep escalating the war where NATO gets drawn in
[08:26.160 --> 08:28.560]  Because some of the Ukrainians or others
[08:29.200 --> 08:30.320]  the
[08:30.320 --> 08:36.840]  Thorosites might stage a chemical or biological false flag and say the Russians have done it in fact
[08:36.840 --> 08:41.880]  They've been pre-programming that for the last three weeks and now they're saying the Russians are going to imminently
[08:41.880 --> 08:47.400]  You see all the news. They'll need me to tell you this launch a chemical or biological attack
[08:48.200 --> 08:55.040]  Well, that would be the pretext for so the maniacs the darker forces of the globalist pantheon
[08:55.040 --> 08:57.920]  To get this big wider war
[08:57.920 --> 09:03.160]  they want and the basic knockout a lot of civilization and then use that to bring in the global
[09:03.320 --> 09:10.080]  Technocracy and tyranny and robots on the back of that. So first they're softening up the infrastructure setting down the grids
[09:11.600 --> 09:15.360]  starving the third world annihilating the supply chain
[09:17.000 --> 09:23.740]  Introducing the idea of an ID to buy and sell a global social credit score and then have a limited nuclear war
[09:23.740 --> 09:25.740]  They think they could have
[09:26.140 --> 09:29.100]  Which then brings in so much destabilization. It's the cover
[09:30.300 --> 09:32.300]  For all the billions that are going to die
[09:33.580 --> 09:34.580]  from
[09:34.580 --> 09:43.260]  These MRNA injections which absolutely attack the double helix of the day and absolutely do turn off the regeneration system
[09:44.060 --> 09:46.060]  of humans
[09:46.260 --> 09:52.300]  And so that's where we are. This is a very sophisticated attack and again if I was interdimensional aliens
[09:52.300 --> 09:59.660]  And it destroyed other civilizations that were developing. This is just how I do it that fits in the Bible's cosmology of this fallen one
[09:59.660 --> 10:02.500]  That's ancient and and manipulates humans
[10:03.140 --> 10:09.700]  The only reason I take you there is 99% of this we know what's going on that last one percent of what's happening doesn't make sense
[10:10.540 --> 10:14.580]  Why why would the globalists want to do this? Why would they want to kill billions people?
[10:14.580 --> 10:21.340]  Why would they want to knock much the planet back to the Stone Age and only have compartmentalized high technology reservations?
[10:21.340 --> 10:23.340]  for themselves in the future and
[10:24.180 --> 10:29.380]  They say it's basically as soon as they think they've got life extension. They're gonna start killing the jury of the public
[10:30.300 --> 10:37.060]  But they again understand they can't get away with that it was dramatic and open like a vaccine you take you die right away
[10:37.060 --> 10:40.140]  Nobody would take it if it kills you slowly then they think they can do it
[10:40.540 --> 10:46.260]  But then that's not enough you need something to really destabilize and collapse civilization. So they talk about
[10:46.260 --> 10:50.060]  Depopulation by the year 2030 and
[10:50.620 --> 10:57.100]  William Shatner says I've met with the top people everyone's about to die the cataclysm here a few months ago when you see
[10:57.540 --> 11:03.860]  Beto O'Rourke and you see AOC all saying the same thing too bad will all be dead in 2030
[11:04.700 --> 11:09.980]  It's coming. We're all dead. They're not being read into the whole program. They're being told. Hey, this is coming
[11:09.980 --> 11:15.780]  You better get in line with us if you're gonna survive in bunkers all the globalists that execute a plan that brings us into collapse
[11:15.780 --> 11:17.780]  So here is Secretary General
[11:18.220 --> 11:20.220]  of the United Nations
[11:20.740 --> 11:27.140]  Antonio Gutierrez talking about the fact this is bone-chilling and we just got a lot closer to nuclear war
[11:28.100 --> 11:32.660]  Finally further escalation of the war whether by accident or design
[11:33.700 --> 11:35.700]  threatens all of humanity
[11:36.340 --> 11:40.620]  Raising the alert of Russian nuclear forces is a bone-chilling development
[11:40.620 --> 11:47.940]  The prospect of nuclear conflict once unthinkable is now back within the realm of possibility
[11:49.060 --> 11:53.780]  The security and safety of nuclear facilities must also be preserved
[11:54.540 --> 12:01.220]  It's time to stop the order unleashed on the people of Ukraine and get on the pass of diplomacy and peace
[12:03.900 --> 12:05.900]  So let's let's talk about this
[12:05.900 --> 12:11.820]  They're absolutely right. The time is to talk about deals. The time is to talk about an armistice
[12:12.020 --> 12:16.480]  The time is to talk about just like we did with the end of the Korean War or the ceasefire
[12:16.780 --> 12:22.760]  Have a demilitarized zone that's in that eastern area and the Russians want there's always been part of Russia and in this now
[12:23.500 --> 12:31.460]  NATO started this. I'm not glad about Russia's response. The point is is that Russia's been manipulated into this who now knows he's been trapped
[12:31.460 --> 12:36.580]  And there are some smarter roots and forces that understand this is too dangerous
[12:36.580 --> 12:41.540]  There are other global forces as I said I'm going to push this in total war then meanwhile
[12:42.660 --> 12:46.300]  Meanwhile, Halsey Gabbard and myself and people like Tucker Carlson
[12:47.020 --> 12:51.180]  Are going look here's the bio labs that have the equivalent of bio weapons in them
[12:51.180 --> 12:55.940]  And here's the UN admitting that they need to be destroyed and these are left over from the Soviet Union
[12:55.940 --> 12:57.940]  But the updated Peter Dazik
[12:57.940 --> 13:01.460]  As usual is involved and he's Ukrainian
[13:02.140 --> 13:07.180]  And all of this is happening and we need to get rid of these and it said they go Mitt Romney says no
[13:07.540 --> 13:14.540]  Arrest Halsey Gabbard's I mean the view CNN all of them a BC they're saying arrest her. She's a terrorist
[13:14.540 --> 13:21.700]  She's a traitor. She's all these horrible names because she's an army veteran and knows about chemical and biological weapons
[13:21.700 --> 13:27.380]  And it's publicly admitted that these things are there, but the media said they weren't there
[13:27.380 --> 13:30.540]  So at the same time they're saying, okay, the labs are safe. We got them
[13:30.540 --> 13:34.980]  But the Russians got two of the 25 so now we need to stop them from releasing a bio weapon
[13:34.980 --> 13:41.020]  But the bio weapons don't exist Tucker Carlson last night. I watched this morning. It's just like this isn't even about Russia
[13:41.020 --> 13:46.260]  It's even about Ukraine. This is about insanity. It's like saying Alex Jones is not wearing a black shirt
[13:46.260 --> 13:50.100]  And I'm wearing a black shirt on TV or Alex Jones is not holding a cup of coffee to see it
[13:50.100 --> 13:51.860]  And I've got the cup right here
[13:51.860 --> 13:57.940]  Or I'll show it's not holding an iPhone is here or I'll show it's not have a black microphone in front of me and I do have a
[13:57.940 --> 13:59.660]  Black microphone for me folks
[13:59.660 --> 14:03.100]  So, you know, this is not a bag of sugar in my hands. Well, yes, it is
[14:03.740 --> 14:11.340]  So so this is the frustration here is that they're just gaslighting everybody like not just oh Tulsi Gabbard's is a liar
[14:12.100 --> 14:14.100]  But the Tulsi Gabbard's
[14:14.260 --> 14:18.820]  Is it is a traitor because she had going well of course there's labs
[14:18.820 --> 14:22.020]  Because they want that double think of two plus two equals whatever they say
[14:22.300 --> 14:25.020]  So we're gonna go to break here and I'm gonna come back and play some of these clips
[14:25.020 --> 14:30.100]  Oh, it has got a lot to cover as well today. Oh and take a sound and tell us some of what you got coming up today
[14:30.660 --> 14:36.060]  Well, Alex the news is breaking in such rapid fashion now just since we've been on air
[14:36.780 --> 14:38.780]  two big news stories developing
[14:39.260 --> 14:45.620]  With the failed attempt by Jake Sullivan to get diplomacy with China and Saudi Arabia
[14:45.620 --> 14:51.180]  Now China and Saudi Arabia are discussing switching to the Yuan to make international purchases
[14:51.180 --> 14:53.580]  Specifically with gas and oil instead of the US dollar
[14:53.580 --> 15:00.780]  I mean you want to talk about the US collapsing folks our lifestyle of prosperity and having a house with two stories and a pool in
[15:00.780 --> 15:07.940]  The backyard and having barbecues on the weekend gone if that happens forget about it and now Zelensky has come out and said
[15:09.140 --> 15:14.340]  Ukraine has no plans to join NATO so the Cogs are starting to click here and
[15:14.340 --> 15:16.940]  It looks like for the most part
[15:17.340 --> 15:21.740]  The West with Biden and Harris are the ones kind of being pushed back into submission
[15:21.900 --> 15:25.780]  And now the struggle with Putin and Ukraine is gonna become the real issue
[15:25.900 --> 15:32.740]  But it but it appears that the latest developments are that Biden Harris sit down shut up or America's gonna be crushed in all of this
[15:33.980 --> 15:37.180]  That is exactly what's happening and in fact I wanted to get into that
[15:37.180 --> 15:38.660]  I'm glad you just brought that up
[15:38.660 --> 15:46.500]  We'll cover that when we come back because even on the Guardian points out these oil sanctions on Europe will bankrupt them and cause a great
[15:46.500 --> 15:48.940]  Depression already are it's not hurting the Russians
[15:48.940 --> 15:52.060]  They'll just make more money where they do sell the oil and then again
[15:52.060 --> 15:56.820]  There's darker globalist forces manipulating this whole thing to collapse civilization. It's the info
[15:57.500 --> 16:00.780]  It's hard to believe that we're already in to March
[16:01.980 --> 16:07.380]  2022 and in the month of February we had a very popular sale that was going of our
[16:07.380 --> 16:14.300]  Flagship product the X3 that has all three types of the amazing iodine your body needs for every
[16:14.580 --> 16:16.020]  electrochemical
[16:16.020 --> 16:20.620]  Cellular activity in your body your immune system your stamina your libido
[16:21.020 --> 16:27.340]  So much and the majority of the population the world is iodine deficient. This is the very best iodine out there
[16:27.340 --> 16:33.420]  So we had on sell 50% off, but we sold more than half of what we have or is it gonna come in for a long time?
[16:33.420 --> 16:39.340]  So I took it back to full process. I was thinking you know what we need the funds in now to stay on air
[16:39.500 --> 16:46.100]  Plus this is a great product everybody needs so to incentivize folks out there that have been on the fence to get X3 and experience
[16:46.100 --> 16:53.860]  Of yourself and support the broadcast. I'm gonna keep it at 50% off until it sells out get X3 right now exclusively at infowarstore.com
[16:54.460 --> 16:56.460]  For 50% off
[16:56.460 --> 17:04.780]  It has been noted by many a historian the first casualty of war is the truth and the next big casualty
[17:05.140 --> 17:07.140]  Isn't even the people that die
[17:07.740 --> 17:09.740]  No, that invariably follows
[17:09.820 --> 17:12.300]  but first there is the crackdown on
[17:13.140 --> 17:21.020]  populations basic liberty and speech and massive censorship and now across the world from the United States to Europe
[17:22.100 --> 17:24.900]  Legislations being introduced that if you
[17:24.900 --> 17:26.900]  Amplify
[17:27.540 --> 17:29.540]  Equal pro-russian
[17:29.860 --> 17:31.860]  Information you can be censored
[17:32.340 --> 17:37.300]  You can be arrested you can be a prisoner and of course now Canada's under this legislation
[17:38.020 --> 17:43.460]  That if you have a fought crime and they think you may have the intent to engage
[17:43.740 --> 17:47.300]  In hate speech online that you will be censored and arrested
[17:48.060 --> 17:52.620]  Ladies and gentlemen the authoritarianism is being carried out by the globalist around the world
[17:52.620 --> 17:56.180]  Against humanity that makes them forwards.com more important than ever
[17:57.180 --> 18:02.260]  the globalist social engineers always intended to push their COVID
[18:02.740 --> 18:04.340]  biomedical tyranny
[18:04.340 --> 18:10.100]  Lockdowns until the populations rebelled. They would then use that as the pretext
[18:10.740 --> 18:13.340]  Permanent martial law and banning and arresting
[18:13.900 --> 18:16.380]  Anybody that speaks out against their lives
[18:16.380 --> 18:22.940]  But because of so many scientists and engineers and researchers and others coming public and whistleblowers
[18:23.380 --> 18:30.420]  Now their whole project is falling apart because the people are aware that it is a world government
[18:30.420 --> 18:34.740]  Corporate takeover and so it's pulling back the curtain now more than ever
[18:35.060 --> 18:40.540]  The problem is some globalist controlled areas are not going to give up on their takeover like Canada
[18:40.540 --> 18:48.580]  They've now declared a civil emergency and martial law in Ontario and other areas of the world are following suit like Australia
[18:48.580 --> 18:56.300]  So pray for these folks big-time. It's a very serious situation and stay tuned into info wars comm because truth is absolutely paramount
[18:59.140 --> 19:03.340]  If you only knew the power of the dark side
[19:04.300 --> 19:07.140]  Join Bill Gates and together
[19:07.140 --> 19:10.180]  We will defeat humanity
[19:11.100 --> 19:15.820]  Then our God save the reward us with eternal life
[19:17.100 --> 19:20.380]  That's basically the ethos of the globalists
[19:21.660 --> 19:29.300]  They must first play God. They must first prove that they are the fittest in their social Darwinistic system
[19:29.300 --> 19:34.380]  And in a way, they're right if we let them lie to us and dumb us down and poison us
[19:34.380 --> 19:39.380]  Destroy our children's futures. The evidence is overwhelming and out in the open. We really
[19:39.980 --> 19:41.980]  Deserve what's happened to us
[19:42.300 --> 19:44.300]  So I asked you now
[19:44.300 --> 19:52.020]  Are you going to step up and expose the new order even more? I know I'm pledging to step up and redouble my efforts
[19:52.420 --> 19:55.980]  The front lines the fight is info wars.com
[19:55.980 --> 20:04.260]  Leading a frontal assault on the lies of the New World Order. It's Alex Jones
[20:17.420 --> 20:21.580]  Ladies and gentlemen again, we are back live on this Tuesday March 15
[20:21.580 --> 20:25.340]  2022 transmission of Troyer's riding shotgun with me
[20:25.340 --> 20:29.780]  I'll be here with you most of the hour that I will be fully taking over here today
[20:29.780 --> 20:31.780]  but going back to what you just said oh and
[20:32.420 --> 20:36.300]  Absolutely that news was just breaking as we went live. That is huge
[20:36.820 --> 20:41.020]  We have Saudi Arabia saying they may just go ahead and take Chinese money
[20:42.180 --> 20:44.700]  Instead of taking the dollar and to explain this
[20:44.700 --> 20:52.020]  If you go back to Bretman's at the World War two where it was decided that the dollar would be the world reserve currency that the purchase of
[20:52.020 --> 21:00.140]  Oil would be made in around the world if the US loses that and in China the second largest oil user in the world
[21:01.700 --> 21:07.260]  Stops using dollars that means the beginning of the end of the dollar 90% of world
[21:08.340 --> 21:12.060]  Money transfer and oil transfers just 20 years ago was the dollar
[21:12.060 --> 21:21.260]  It's only 62% last time I checked last week now and that will accelerate it once you get 50% people will basically leave the dollar
[21:22.420 --> 21:29.940]  No one has devalued their currency over the long period as bad as we have and ever had their currency survive
[21:29.940 --> 21:31.940]  But China's been
[21:32.300 --> 21:38.820]  Evaluating as well even faster than us but for not as long the EU's been doing it faster than us but not as long
[21:38.820 --> 21:44.820]  So again, we've been doing it for a long time, you know a dollar a hundred years ago would buy you a lavish meal and
[21:45.460 --> 21:53.220]  You know horse carriage ride back home, and you know probably a love for breath local store now as it gets you so
[21:53.900 --> 21:56.180]  We all see what's going on and happening here
[21:56.180 --> 22:02.940]  And they want a global reset all the central banks say the new global digital systems coming and it'll be a mix of all the currencies
[22:02.940 --> 22:06.580]  They've got to have an excuse to plunge it first and learn I say three weeks ago
[22:06.580 --> 22:14.100]  I said this war if they put big sanctions on Russia and then on China will lead to leaving the dollar China and Russia are
[22:15.380 --> 22:17.380]  Obviously double dealings international level
[22:18.140 --> 22:20.140]  the debauched group only under pressure
[22:20.700 --> 22:22.300]  decoupled from
[22:22.300 --> 22:27.540]  Putin they have it from Xi Jinping and so China is the long-term big winner out of this
[22:27.660 --> 22:32.620]  China is the beta test for the police state that 37 million people back under lockdown
[22:33.220 --> 22:35.740]  in China as just a martial law drill
[22:35.740 --> 22:40.700]  Well, we're here in LA and some of the crew when I was at meetings trying to go to the comedy store
[22:40.700 --> 22:45.540]  And they said no vaccine that you can't come in even though it's not the law happened a bunch of other places
[22:45.820 --> 22:49.260]  So, you know, there's that tyranny over arching
[22:49.540 --> 22:55.900]  But Putin is running into a lot more opposition than they thought there's massive western special forces there
[22:56.340 --> 22:58.180]  British special forces
[22:58.180 --> 23:04.580]  well recently out of the military just got killed a couple hundred foreign soldiers got
[23:04.580 --> 23:11.060]  Wounded when 30 got killed just in one barracks that they set for an international
[23:12.340 --> 23:15.980]  Soldier in who's really a Russian spy. He just called in
[23:16.740 --> 23:18.020]  rocket attacks
[23:18.020 --> 23:26.900]  On to the the facility. So this is a sh dash t-show at every level and only can get worse. It's Ron Paul rope
[23:27.420 --> 23:28.700]  just
[23:28.700 --> 23:36.460]  Few days ago in a big article. We had it in four words.com. Is the is the United States by administration willing to fight Putin to the last
[23:36.780 --> 23:39.260]  Ukrainian because really that's what this is
[23:40.100 --> 23:46.700]  Putin the globalist over through their government over through the Ukrainian elected government started all these fights put in the troops
[23:46.700 --> 23:50.940]  Put in the weapons to set up Russia. So that's bad Russia taking the bait is bad
[23:50.940 --> 23:56.540]  And now Russia beginning to lose his back is they're not going to give up and it's just going to escalate from there
[23:56.540 --> 24:00.940]  So I've basically gone over that even again as I said the one in Guardian you can look this up today
[24:01.580 --> 24:03.100]  Says that
[24:03.100 --> 24:08.980]  Basically, there'll be a depression and the Germans will go bankrupt in a year at current rates of energy prices
[24:09.620 --> 24:14.900]  Because the left thinks or tells people. Oh, don't worry of gases $10 a gallon like it is
[24:15.980 --> 24:19.540]  $9 a gallon in Chicago $7 a gallon in most areas, California
[24:19.780 --> 24:21.820]  Don't worry because you'll just use electric
[24:21.820 --> 24:26.780]  Well, electric almost all comes from coal and natural gas less than 10% from
[24:28.220 --> 24:36.380]  Turbines and of course hydroelectric hydroelectric is the best but the last been destroying hydroelectric everywhere
[24:37.420 --> 24:40.300]  And tearing out and not updating them because oh they hurt fish
[24:40.780 --> 24:46.460]  Just lie after lie after lie after lie so and I've got some important clips
[24:47.100 --> 24:49.100]  dealing really with the police state
[24:49.100 --> 24:53.100]  Now unfolding when we come back, but I wanted you to get more into all those news stories
[24:53.100 --> 24:55.580]  You've got the time to this and get your angle on it
[24:55.580 --> 25:00.700]  But to say Tucker Carlson is guilty of treason to have a US senator say that
[25:01.420 --> 25:05.580]  Tulsi Gabbard's is is a hundred times worse than what
[25:06.140 --> 25:08.140]  people like of course
[25:08.860 --> 25:11.660]  McCarthy did I mean this is so dangerous
[25:12.300 --> 25:15.420]  And now they're censoring anybody that even shows the Russian perspective
[25:15.420 --> 25:21.580]  I mean they're calling for us to be censored even though I'm just trying to have peace and trying to really just talk about all the different issues
[25:21.580 --> 25:22.940]  Of what this is really doing
[25:22.940 --> 25:28.700]  I'm pro-america a hundred percent the people that drove this war and started this are the ones that are about to kill the dollar
[25:29.020 --> 25:32.940]  And destroy our senator living which is now already happening. You know, I told people two years ago
[25:32.940 --> 25:35.980]  You better get horrible food the lockdowns are going to go on and off forever
[25:36.300 --> 25:40.860]  They're going to try to shut down, you know family farms. You better get your horrible food. It's going to run out
[25:41.580 --> 25:43.580]  My patriot has not been a month behind
[25:43.580 --> 25:49.740]  In their history. They've got the biggest company in the u.s. The best they are now a few weeks behind
[25:50.220 --> 25:55.020]  And they're telling people that uh, but they told us. Yeah, don't even really plug
[25:55.580 --> 26:01.660]  Um, I mean we because we're just so far behind they'd rather be able to catch up and not be like other food companies
[26:01.820 --> 26:05.740]  That are always a few months behind. Well, they're already a few weeks behind in preparadox.com
[26:06.220 --> 26:10.700]  Everybody got their orders in you know, a month or so ago was really smart because now it's gotten right to you
[26:10.700 --> 26:16.540]  Uh, so this is very serious folks. The supply chains are breaking down. This is by design
[26:16.860 --> 26:20.780]  Cloud Schwab said they would do it. I'm not I'm not just blaming them now
[26:21.580 --> 26:26.300]  Because I don't like them. They said post industrial world. You will own nothing. You will have nothing. You will like it
[26:26.460 --> 26:28.780]  This is how they break our back. It's how they get control of us
[26:28.780 --> 26:34.140]  So everybody this spring should be even if you live in apartments or whatever going up getting seeds planting tomatoes
[26:34.140 --> 26:39.100]  Planning potatoes planning beans planning brussel sprouts planning eggplant. We my parents
[26:39.100 --> 26:41.100]  have a garden
[26:41.660 --> 26:43.660]  That is a half acre
[26:44.780 --> 26:47.660]  That just in south austin so many brussel sprouts
[26:48.140 --> 26:50.940]  So many peppers hot peppers sweet peppers
[26:51.500 --> 26:56.300]  Uh, so many corn sometimes they grow that I mean just everything tomatoes
[26:56.780 --> 27:00.300]  And whenever I go there to eat they're always just getting it out of their yard
[27:00.860 --> 27:05.900]  And and and that's what we've got to start understanding is the globalist want to take away the prosperity
[27:05.900 --> 27:10.300]  They want to have an excuse to do it while they pose the savers. So if we point out they started the war
[27:10.540 --> 27:16.780]  There's a group above it hurting america and russia and ukraine if we point out the 360 full spectrum dominant system
[27:17.260 --> 27:23.260]  Then we can all think like a globalist but from the perspective of knowing how they're operating and stopping them
[27:23.580 --> 27:25.900]  So this is life and death to understand the sound of your death
[27:26.460 --> 27:31.820]  On that our senator living has already slipped massively. We're more in depth than ever and we're going over the edge right now
[27:31.820 --> 27:35.740]  Well, and that's the whole operating system of the great reset
[27:35.820 --> 27:41.660]  It's to take things that we in the west have quite frankly taken for granted in the last couple generations
[27:42.300 --> 27:47.180]  Staples having the ability to put gas in your vehicle and travel wherever you want whenever you want
[27:47.420 --> 27:54.380]  Having the ability to own a piece of land or have a house that you own and and maybe a nice barbecue pit or a pool in the backyard
[27:54.380 --> 27:57.740]  Or having a school to send your kids to or having a fridge full of food
[27:57.740 --> 28:04.780]  Maybe even having an extra fridge in the garage all these things that have been staples and accessible for americans in the past decades
[28:05.100 --> 28:11.820]  All that's going to go away and that's really what the great reset is about but getting back to the shifting back to ukraine alex
[28:12.540 --> 28:19.260]  You know zalinsky. I think is kind of in his final final moments here. He's going to be addressing congress tomorrow morning
[28:19.740 --> 28:25.580]  Um, I believe at 8 a.m. Central time 9 a.m. Eastern. It's probably going to be kind of his final plea
[28:25.580 --> 28:29.660]  I think he realized that he's stepped into it here. He double crossed putin
[28:30.220 --> 28:34.860]  And made a deal with the globalist and now they've stabbed him in the back and even germany is saying no
[28:34.860 --> 28:40.380]  We're not going to sanction russia. So it's it's really just a mess and I think world leaders are now saying all right
[28:40.380 --> 28:44.380]  You know what? It's why the u.n. Is saying you know what? We don't want nuclear war. Let's step back
[28:44.620 --> 28:49.980]  I think putin's going to have a victory in ukraine or it's going to be all out war and they'll either try to
[28:49.980 --> 28:56.700]  Assassinate him or they'll nuke ukraine or do a cyber attack or chemical attack and blame putin to set up for a larger escalation
[28:57.820 --> 29:00.860]  It's hard to believe that we're already into march
[29:01.580 --> 29:04.300]  2022 and in the month of february
[29:04.300 --> 29:09.260]  We had a very popular sale that was going of our flagship product x3
[29:09.740 --> 29:15.580]  That has all three types of the amazing iodine your body needs for every electrochemical
[29:15.580 --> 29:20.780]  Cellular activity in your body your immune system your stamina your libido
[29:21.260 --> 29:26.940]  So much and the majority of the population of the world is iodine deficient. This is the very best iodine
