[00:00:04.904 --> 00:00:06.105]  They fled from tyranny.
[00:06:31.915 --> 00:06:33.856]  There are Al-Qaeda in Iraq.
[00:06:34.176 --> 00:06:37.839]  Saddam Hussein cavorts with terrorists.
[00:06:38.139 --> 00:06:40.701]  Saddam Hussein possesses biological and chemical weapons.
[00:06:40.961 --> 00:06:48.526]  CIA officials warn members of the President's staff the intelligence was not good enough to make the statement Iraq tried to buy uranium from Africa.
[00:06:48.566 --> 00:06:51.227]  Everybody knows that Iraq had weapons of mass destruction.
[00:06:51.387 --> 00:06:56.891]  I have reason, every reason, to believe that the intelligence that we were operating off was correct.
[00:06:57.151 --> 00:07:03.759]  Why did you lie to get us into a war that was not necessary that has caused these kinds of casualties?
[00:07:04.239 --> 00:07:04.540]  Why?
[00:07:05.321 --> 00:07:07.343]  Well, first of all, I haven't lied.
[00:07:08.024 --> 00:07:12.769]  It appears that there were not weapons of mass destruction there.
[00:07:13.209 --> 00:07:14.291]  You said you knew where they were.
[00:07:15.339 --> 00:07:15.859]  I did not.
[00:07:15.939 --> 00:07:18.120]  I said I knew where suspect sites were.
[00:07:18.340 --> 00:07:20.181]  You said you knew where they were?
[00:07:20.321 --> 00:07:23.963]  Near Tikrit, near Baghdad, and north, east, south, and west of there.
[00:07:24.123 --> 00:07:24.984]  We know where they are.
[00:07:25.064 --> 00:07:30.286]  They're in the area around Tikrit and Baghdad and east, west, south, and north.
[00:07:30.326 --> 00:07:37.429]  You, along with President Bush, top administration officials, made a total of 935 false public statements.
[00:07:40.991 --> 00:07:43.833]  An orchestrated attempt to take this nation to war.
[00:07:44.173 --> 00:07:56.579]  This study has found that you, Madam Secretary, made 56 false statements to the American people, where you repeatedly pump up the case that Iraq had weapons of mass destruction.
[00:07:57.139 --> 00:08:08.305]  Isn't it true that you had intelligence that cast doubt on your repeated claims that Iraq did not have weapons of mass destruction?
[00:08:08.505 --> 00:08:09.706]  No, it's not true, Congressman.
[00:08:10.097 --> 00:08:10.557]  That's right.
[00:08:10.938 --> 00:08:20.787]  Before the shock and awe, we had the scheme and lie that we got from Powell, from Cheney, and from Bush, who was ultimately responsible for that.
[00:08:21.608 --> 00:08:30.116]  And AntiWar.com, John Glazer reports a couple of quotes here about the lies that got us into the war.
[00:08:30.136 --> 00:08:33.960]  He said, the Bush administration knew there were no weapons of mass destruction in Iraq.
[00:08:34.878 --> 00:09:00.159]  And to back that assertion up, he has a quote from Paul Piller, the CIA officer who led the effort to provide Congress with the information, and he said, quote, the atmosphere in which they were working, in which a policy decision clearly had already been made, in which intelligence was being looked to support that decision, rather than to inform decisions that had yet to be made, was a very important part of the atmosphere, unquote.
[00:09:00.942 --> 00:09:14.394]  And the Chief of Staff for Colin Powell reported that Powell himself said, quote, I wonder what will happen when we put 500,000 troops into Iraq and comb the country from one end to the other and find nothing.
[00:09:15.315 --> 00:09:16.375]  Well, now we know.
[00:09:17.416 --> 00:09:18.077]  Absolutely nothing.
[00:09:18.880 --> 00:09:28.185]  The press basically gave them cover, didn't really hold their feet to the fire, and as it has come out that these are lies, we'll be talking about this a little bit later with Aaron Dykes.
[00:09:28.205 --> 00:09:36.370]  We're going to look at what happened and what the media did and didn't do, and what they haven't really even done today in terms of the 10-year anniversary.
[00:09:36.390 --> 00:09:39.872]  There hasn't been a lot of retrospection to say, was it worth it?
[00:09:40.413 --> 00:09:41.033]  Was it real?
[00:09:41.653 --> 00:09:43.434]  What was this all about?
[00:09:44.155 --> 00:09:44.535]  But yet,
[00:09:45.140 --> 00:09:52.565]  When this was all happening, Alex Jones was telling us, even before this happened, he was calling BS on what was going on.
[00:09:53.365 --> 00:09:55.686]  He knew exactly what Colin Powell was going to say.
[00:09:55.746 --> 00:09:59.409]  He's on record as saying about the kind of lies that they were going to tell us.
[00:10:00.009 --> 00:10:01.910]  And now, it's been proved correct.
[00:10:02.671 --> 00:10:09.935]  And remember that Colin Powell even tried to scare us about Iraqi drones that were supposedly carrying weapons of mass destruction.
[00:10:10.876 --> 00:10:14.578]  Now, our government couldn't be run by paranoid conspiracy theorists, could it?
[00:10:15.450 --> 00:10:24.135]  And yet even when DARPA is funding these exact type of programs and things that are actually far worse, when we report on it, that's what we're accused of being.
[00:10:25.496 --> 00:10:31.660]  So that brings us to our quote of the day, and this is from Arthur Schlesinger, junior historian, and he says,
[00:10:32.426 --> 00:10:47.734]  President Bush has adopted a policy of anticipatory self-defense that is alarmingly similar to the policy that Imperial Japan employed at Pearl Harbor on a date which, as an earlier American president said it would, lives in infamy.
[00:10:48.534 --> 00:10:54.237]  Franklin D. Roosevelt was right, but today it is we Americans who live in infamy.
[00:10:55.018 --> 00:11:00.861]  The point being is that even if these charges of weapons of mass destruction were true,
[00:11:01.835 --> 00:11:11.881]  According to long-standing rules of justification of war, that's why we called the sneak attack by Pearl Harbor, we call that a day of infamy because we had not attacked them yet.
[00:11:12.541 --> 00:11:21.166]  Certainly we were gearing up for war with them, and certainly we had a lot more capability to go to war with them than Iraq had to go to war with us.
[00:11:21.907 --> 00:11:25.729]  Yet, it still was not justified when they attacked us first.
[00:11:26.497 --> 00:11:27.738]  And where do we get those ethics from?
[00:11:27.758 --> 00:11:32.300]  Well, that's basically been the standard of ethics for 1,600 years since St.
[00:11:32.340 --> 00:11:41.524]  Augustine laid out the Just Theory of War for Christians, and that's basically the morality that we've followed in this country for 1,600 years.
[00:11:43.314 --> 00:11:47.961]  But we kind of threw that away with this whole idea of preemptively attacking other people.
[00:11:48.021 --> 00:11:50.384]  That's something that the Japanese did at Pearl Harbor.
[00:11:50.404 --> 00:11:52.387]  It's something that was resurrected by George Bush.
[00:11:52.447 --> 00:11:56.172]  And now that seems to be the permanent policy of America.
[00:11:56.653 --> 00:11:59.197]  And it is a morally unjust policy.
[00:12:00.245 --> 00:12:13.994]  Well, if we can't count on them to tell us the truth about weapons of mass destruction, or we can't count on them to do the right thing morally, I wonder if we can really count on them to do the right thing when it comes to surveillance in this country.
[00:12:15.075 --> 00:12:26.303]  Google Glass is now on the horizon, and in an article from The Telegraph, it says, Google Glass is simply Orwellian surveillance with fluffier branding.
[00:12:26.783 --> 00:12:27.744]  That's a great way to put it.
[00:12:28.834 --> 00:12:35.338]  Nick Pickles, director of Big Brother Watch in the UK, says the new technology will make us all agents for Google.
[00:12:36.018 --> 00:12:38.960]  He says the implications for privacy are profoundly worrying.
[00:12:39.480 --> 00:12:40.401]  And here's a quote from him.
[00:12:40.441 --> 00:12:55.429]  He says, imagine if Google or Facebook decided to install their own closed-circuit television cameras everywhere, gathering data about our movements, recording our lives, and joining up every camera in the land into one giant control room.
[00:12:56.204 --> 00:12:58.946]  It's Orwellian surveillance with fluffier branding.
[00:12:59.506 --> 00:13:01.147]  And this isn't just video surveillance.
[00:13:01.867 --> 00:13:03.949]  Glass uses audio recording too.
[00:13:04.629 --> 00:13:11.553]  For added impact, if you're not content with Google analyzing the data, the person can share it to social media as they see fit as well.
[00:13:12.814 --> 00:13:14.855]  Everything you see, Google sees.
[00:13:15.455 --> 00:13:19.878]  You don't own the data, you don't control the data, and you definitely don't know what happens to the data.
[00:13:20.438 --> 00:13:21.219]  To put it another way,
[00:13:22.037 --> 00:13:26.119]  What would you say if instead of it being Google Glass, it was government glass?
[00:13:26.840 --> 00:13:35.105]  Well, unfortunately, there's not such a clear line between Google and the government as this UK privacy expert would like to believe.
[00:13:35.965 --> 00:13:48.833]  Back in 2006, in an interview with Robert David Steele, a 20-year Marine Corps Infantry and Intelligence officer and former officer with the CIA, Alex Jones
[00:13:49.585 --> 00:13:56.826]  Had that interview with him and he told Alex that there is a small but significant relationship between the CIA and Google.
[00:13:57.006 --> 00:14:04.868]  And in 2010 there was quite a bit of talk about Google executives holding meetings with US national security officials for undisclosed reasons.
[00:14:05.448 --> 00:14:10.008]  That was reported by the Washington Post and a lot of consumer groups were concerned about that.
[00:14:10.729 --> 00:14:14.729]  And this brings up a real important issue for privacy as he said.
[00:14:15.189 --> 00:14:17.710]  Who controls this data and what are they going to do with it?
[00:14:17.970 --> 00:14:18.790]  It's very troubling
[00:14:19.406 --> 00:14:36.498]  When we look at the connection between Google and the CIA, we know that that information flows very easily between them, and we know that the Utah Data Center, it's coming online later this year, is being set up to be able to record everything electronically that happens anywhere in the world, especially in the United States.
[00:14:38.079 --> 00:14:41.961]  Well, Chase customers got an interesting treat yesterday.
[00:14:42.082 --> 00:14:48.426]  Well, Paul Joseph Watson reports on InfoWars today that Chase customers see their bank balance reduced to zero.
[00:14:49.122 --> 00:15:02.952]  Millions of Chase Bank customers were affected by an unfortunately timed glitch which resulted in their checking and savings accounts showing a zero balance for several hours yesterday, prompting many to take to Twitter and express panic that their money had been stolen.
[00:15:03.593 --> 00:15:10.478]  And I guess my favorite tweet from all that was one fellow who said, surprisingly the money I owe you is still there.
[00:15:11.438 --> 00:15:15.001]  So the bank didn't lose what he owed them, they just lost what he had in the bank.
[00:15:15.501 --> 00:15:17.863]  So how is that cashless society working out for you?
[00:15:18.599 --> 00:15:30.849]  They may call it a glitch or they may call it a haircut, but the bank has the ability to steal money out of your account, as we've seen the last couple of days, first in Cyprus where they just stole money out of people's account, called it a haircut.
[00:15:31.429 --> 00:15:34.932]  Or we can see that your electronic funds can just disappear with a glitch.
[00:15:35.833 --> 00:15:40.276]  So we might want to rethink going totally into a cashless society.
[00:15:40.296 --> 00:15:44.820]  It's an element of trust there that we don't quite believe that the banks have deserved.
[00:15:45.976 --> 00:15:56.276]  We have a report coming up from David Ortiz telling us about some victories and liberty and right after that report we're going to be talking about some updates to the fight for the Second Amendment.
[00:16:00.137 --> 00:16:02.479]  I'm David Ortiz with a Victory Update.
[00:16:02.919 --> 00:16:09.224]  Well, the Liberty Movement often accomplishes wonderful things, but rarely are they reminded of all their great accomplishments.
[00:16:09.665 --> 00:16:13.007]  Let's recap some of the key victories that have recently taken place.
[00:16:13.788 --> 00:16:23.676]  The most notable key victory that recently took place is the fact that Senator Rand Paul promoted the Bill of Rights in a large-scale fashion by filibustering the nomination of John Brennan.
[00:16:24.036 --> 00:16:30.359]  As a result of his actions, he severely fractured the dinosaur Republican Party and won the CPAC poll.
[00:16:31.220 --> 00:16:32.800]  One thing's for sure, Republicans want to win.
[00:16:33.221 --> 00:16:36.142]  And another thing's for sure, they haven't been winning in national elections lately.
[00:16:36.522 --> 00:16:39.524]  And another thing that's for sure is that there's a battle for the soul of the party.
[00:16:39.924 --> 00:16:41.305]  And there appear to be two wings.
[00:16:41.485 --> 00:16:45.667]  It appears that Rand Paul just made his entrance onto the national stage.
[00:16:46.027 --> 00:17:00.269]  Now, while I am well aware Senator Paul is not a full-fledged libertarian, and that he tragically endorsed political prostitute Mitt Romney, there is no doubt if he were to run for president, his platform would be far more palatable than the platforms of his expected opponents.
[00:17:01.010 --> 00:17:15.052]  Speaking of the dinosaur neocon party, another victory that recently took place is the fact that Republican Party Chairman Reince Priebus publicly acknowledged that his office will no longer demonize libertarians, but rather welcome them into the fray.
[00:17:15.786 --> 00:17:16.566]  I want to reach out.
[00:17:16.706 --> 00:17:20.467]  I mean, the fact of the matter is, we're not going to grow our party by closing doors.
[00:17:20.907 --> 00:17:34.771]  So, first of all, everyone's welcome, especially people who love and believe in liberty, freedom, the Bill of Rights, James Madison, all the things that motivated me at 16 to do every job there was in the party, to today.
[00:17:35.211 --> 00:17:49.778]  And I know that we have to reach out and we need to build our party, and that is a massively growing part of our party, and we would be fools not to welcome in the liberty movement in this party and across America, and you're going to see it.
[00:17:50.178 --> 00:17:52.619]  Let's see if he follows through on his promise.
[00:17:53.120 --> 00:17:59.603]  And even though the federal government continues to act tyrannical, many states are taking advantage of their 10th Amendment rights.
[00:18:00.003 --> 00:18:01.724]  Let's take a look at the current tally.
[00:18:02.264 --> 00:18:03.705]  According to the 10th Amendment Center,
[00:18:04.145 --> 00:18:10.269]  Marijuana bills, either for medical or personal usage, are currently being proposed in 15 states.
[00:18:10.789 --> 00:18:20.415]  Because of your advocacy, medical marijuana is already legal in over 15 states and the District of Columbia, and is legal for personal usage in two states.
[00:18:21.256 --> 00:18:28.961]  NDAA nullification bills have been introduced in 17 states, and one of those states, Virginia, has already passed the bill.
[00:18:29.861 --> 00:18:34.247]  In the 16 remaining states, they have passed one house in three states.
[00:18:34.807 --> 00:18:38.232]  Pro-Second Amendment bills have been introduced in 28 states.
[00:18:38.813 --> 00:18:43.078]  In Montana, such a bill simply needs the governor's signature to become law.
[00:18:43.659 --> 00:18:47.343]  In five of these states, these bills have passed one house.
[00:18:47.964 --> 00:18:54.508]  In reference to Obamacare, currently nine states have introduced bills aimed at nullifying this federal power grab.
[00:18:54.929 --> 00:18:57.690]  So far, the bill has passed one house in one state.
[00:18:58.171 --> 00:19:01.553]  Drone regulation bills have been introduced in 22 states.
[00:19:02.093 --> 00:19:06.156]  Of those states, one state has fully passed the measure, Virginia.
[00:19:06.616 --> 00:19:08.337]  Well, that's all for our Victory Update.
[00:19:08.437 --> 00:19:15.402]  I'm David Ortiz reminding you that despite all the tyranny we hear about, the Liberty Movement is making significant headway.
[00:19:17.765 --> 00:19:26.051]  Well, we've seen the information that started here at InfoWars with research by Paul Joseph Watson into large ammunition purchases by the Department of Homeland Security.
[00:19:26.552 --> 00:19:28.273]  We were routinely criticized for that.
[00:19:28.393 --> 00:19:33.577]  We saw the mainstream media, the Associated Press, and others attack and criticize us for that.
[00:19:34.176 --> 00:19:40.519]  They focused on .1% of the purchases and ignored the other 99.9% of the purchases.
[00:19:40.559 --> 00:19:41.339]  I mean that literally.
[00:19:42.139 --> 00:19:43.240]  Actually, it was worse than that.
[00:19:43.680 --> 00:19:52.143]  When the Department of Homeland Security was purchasing $200 million, they talked about $194,000 purchase that was being done by them.
[00:19:52.783 --> 00:19:53.664]  And then it doubled down.
[00:19:53.944 --> 00:19:55.024]  And then doubled down again.
[00:19:55.044 --> 00:19:56.945]  So now we're up to a couple of billion.
[00:19:57.225 --> 00:19:58.846]  And the mainstream media is now picking it up.
[00:19:58.906 --> 00:20:00.086]  Forbes is talking about it.
[00:20:00.186 --> 00:20:01.487]  And now we have a congressman.
[00:20:02.208 --> 00:20:07.472]  In an article today, we have a congressman who is asking Big Sis to explain huge ammo purchases.
[00:20:08.113 --> 00:20:16.239]  He said, I think Congress should ask the Department about both of those issues, and I would like a full explanation as to why that has been done.
[00:20:16.620 --> 00:20:20.203]  And I have every confidence that the Oversight Committee should ask those questions.
[00:20:20.743 --> 00:20:24.146]  This is New Jersey Congressman Leonard Lance, a Republican.
[00:20:24.935 --> 00:20:34.123]  He went on to say that he was concerned and that his goal was to ensure that Americans quote continued to live in a country based on freedom and individual rights.
[00:20:34.344 --> 00:20:44.573]  Yes, that's our concern as well and that's why we're reporting these and we do need to have a national discussion and we do need to have an explanation as to what the purpose is of these large ammunition buys.
[00:20:45.133 --> 00:20:51.319]  Are they there to conduct a war against American citizens or are they there to dry up the supply of ammunition?
[00:20:52.068 --> 00:20:55.071]  Now on the gun control front, we also had some breaking news today.
[00:20:55.572 --> 00:20:58.114]  Feinstein's gun ban bill is crumbling.
[00:20:58.715 --> 00:21:06.443]  It looks like that was taken out of the committee and that's not going to be something that is going to be part of the main Second Amendment attack.
[00:21:07.344 --> 00:21:15.472]  Today, a California Democrat and influential Senator Dianne Feinstein admitted that her gun ban proposals will not be part of a Democrat bill to roll back the Second Amendment.
[00:21:16.147 --> 00:21:26.356]  Her bill proposed making illegal 157 models of semi-automatic firearms that Democrats characterize as assault weapons and outlaw so-called high-capacity magazines.
[00:21:26.997 --> 00:21:39.027]  Senate Judiciary Democrats have approved what they describe as a gun trafficking bill, a measure to expand background checks, and a proposal to increase school safety following the shooting at Sandy Hook School in Connecticut.
[00:21:39.548 --> 00:21:40.789]  Well, this is something that
[00:21:41.618 --> 00:21:44.540]  We're all very concerned about the Second Amendment attack.
[00:21:44.821 --> 00:21:56.510]  I believe, though, that instead of Feinstein actually being foiled, as the headline article on the Drudge Report says, I believe that she was part of a diversion to get us away from what the real attack is.
[00:21:57.091 --> 00:22:01.515]  Now, of course, ultimately the purpose is outright gun confiscation.
[00:22:01.575 --> 00:22:05.378]  But before they can do that, they need to have much more comprehensive registration.
[00:22:06.161 --> 00:22:06.862]  And the U.N.
[00:22:07.002 --> 00:22:08.704]  Arms Trade Treaty is back now.
[00:22:08.824 --> 00:22:09.645]  They're working on that.
[00:22:09.665 --> 00:22:12.408]  That began this week, just as this bill is moving forward.
[00:22:12.889 --> 00:22:21.698]  And both that treaty and Fast and Furious were designed to control the transfer of arms, say across borders or between individuals.
[00:22:21.959 --> 00:22:26.484]  In order to do that, they're going to try to justify that by registration.
[00:22:27.193 --> 00:22:30.116]  And registration is going to precede confiscation.
[00:22:30.456 --> 00:22:34.700]  They want to get a better database so they can do a more thorough job of confiscation.
[00:22:35.180 --> 00:22:45.109]  Dianne Feinstein has been used in the past for the NDAA as well as other things to basically create a diversion, to create a smokescreen for what the real agenda was.
[00:22:45.149 --> 00:22:50.093]  And I believe, and I've said this all along, that I believe that the real purpose has been more comprehensive registration.
[00:22:50.473 --> 00:22:57.379]  And it appears that the Republicans and perhaps even the NRA is going to join the Democrats in this registration effort.
[00:22:58.339 --> 00:23:06.846]  Well, we're going to take a break and right after the break we're going to talk a little bit more about the Iraq War and the 10-year anniversary with Aaron Dykes and with Darren McBrain.
[00:23:06.886 --> 00:23:07.667]  So stay tuned.
[00:23:12.409 --> 00:23:18.393]  I'm Darren McBreen and these are some of the new items that are available now at InfoWarsShop.com.
[00:23:18.534 --> 00:23:23.958]  Alert the public to Obama's blatant abuse of power with the new Obama t-shirt.
[00:23:24.078 --> 00:23:27.780]  Obama's joker face on the front and come and take it on the back.
[00:23:27.940 --> 00:23:31.883]  It's time to publicly call him out for what he is, a tyrant.
[00:23:32.003 --> 00:23:35.846]  Defend the second amendment with our top seller come and take it t-shirts.
[00:23:35.986 --> 00:23:40.109]  And look at that, women's cut tank tops and t-shirts now available.
[00:23:40.229 --> 00:23:40.730]  Nice hat.
[00:23:41.010 --> 00:23:43.090]  Plus, the Don't Tread On Me flag.
[00:23:43.131 --> 00:23:47.211]  And now, you can become a micro-distributor of the InfoWars magazine.
[00:23:47.231 --> 00:23:51.272]  Plus, get your own copy delivered right to your door each and every month.
[00:23:51.792 --> 00:24:00.434]  And if you're tired like I am of you and your family being exposed to polluted drinking water, get the Pro-1 High Performance Water Filter.
[00:24:00.755 --> 00:24:06.756]  It gets rid of all pathogenic bacteria, cysts, fluoride, heavy metals, and numerous other contaminants.
[00:24:08.504 --> 00:24:12.507]  So join the revolution at Infowarshop.com.
[00:24:17.309 --> 00:24:20.271]  Jakari Jackson here, and I want to talk to you for a second about water.
[00:24:20.912 --> 00:24:28.316]  You know about Pro-Pure, our flagship water purification system, but check out some of our portable water filter products at Infowarsstore.com.
[00:24:28.897 --> 00:24:30.578]  The Clearly Filtered Water Pitcher.
[00:24:31.318 --> 00:24:35.401]  Also, for those of you on the go, we have the Athlete Edition Filtered Water Bottle.
[00:24:36.221 --> 00:24:37.402]  And, the R.A.D.
[00:24:37.502 --> 00:24:40.745]  Eliminator Pro-Filtered Sports Bottle that removes radiation.
[00:24:41.206 --> 00:24:44.148]  And keep in mind, we have replacement filters for all of these products.
[00:24:44.769 --> 00:24:47.792]  The ever-popular grab-and-go bag favorite, the LifeStraw.
[00:24:48.412 --> 00:24:50.454]  The Crystal Quest Shower Filter System.
[00:24:51.595 --> 00:24:54.498]  And the Aquapod Kit, great for mass storage of water.
[00:24:56.038 --> 00:25:00.924]  And while you're at the InfoWars shop, pick up a copy of our latest book, 31 Days to Survival.
[00:25:01.545 --> 00:25:07.213]  You can find all this and more at the InfoWarsStore.com, and don't forget it's your support that funds our operation.
[00:25:07.653 --> 00:25:11.759]  Sign up for our free newsletter at InfoWars.com forward slash newsletter.
[00:25:16.664 --> 00:25:20.686]  InfoWars Magazine is more than just our answer to the internet kill switch.
[00:25:21.366 --> 00:25:35.231]  We're also going back to the roots of this country, when our founders, for a decade before 1776, known as the Pamploteers, with hundreds of little printing presses in every colony, got out the real news, the real information, and countered the system.
[00:25:35.572 --> 00:25:40.373]  This is tailored design, with the truth, to wake up your friends and family.
[00:25:40.654 --> 00:25:43.695]  This is the 21st century version of the Pamploteers.
[00:25:44.295 --> 00:25:47.699]  Get them at Infowarshop.com or Infowarsstore.com.
[00:25:48.159 --> 00:25:49.400]  Sign up and buy them in bulk.
[00:25:49.881 --> 00:25:55.907]  Sign up and be a micro-distributor for a full year to buy them in bulk and get one of the new stands added.
[00:25:56.528 --> 00:26:00.672]  Or sign up and get 12 issues delivered to your door or give a gift subscription.
[00:26:00.953 --> 00:26:05.938]  Whatever you do, be part of the fight and I want to salute and thank all of you
[00:26:06.158 --> 00:26:08.620]  Well, it's been 10 years since the Iraq War began.
