[00:00:00.170 --> 00:00:00.613]  Network.
[00:02:32.555 --> 00:02:36.477]  And because they control the police and the prosecutors, no one got in trouble.
[00:02:38.358 --> 00:02:40.500]  This is biblical level corruption.
[00:02:40.940 --> 00:02:45.303]  When members of the Communist Party in China get caught doing this, they get executed.
[00:02:47.664 --> 00:02:48.705]  They get executed.
[00:02:50.816 --> 00:02:54.619]  Now sure, they let themselves get insider deals and get wealthy, but they pay the taxes.
[00:02:55.600 --> 00:02:57.481]  You don't pay the taxes, you get executed.
[00:02:59.943 --> 00:03:06.188]  There is unlimited level of implosion and degradation of society.
[00:03:06.909 --> 00:03:10.692]  Thomas Jefferson was asked when he was president, he said, what is the level of absolute tyranny?
[00:03:11.372 --> 00:03:14.815]  Because he was asked, what is your level of absolute liberty by a French philosopher?
[00:03:14.855 --> 00:03:17.117]  I forget, I was reading a book a decade ago about it.
[00:03:17.830 --> 00:03:18.850]  Like, what is total freedom?
[00:03:19.350 --> 00:03:25.972]  And then Jefferson described his definition of that to a French statesman and philosopher that was visiting him at the White House.
[00:03:26.592 --> 00:03:29.213]  And then he said, well, what is total tyranny?
[00:03:30.073 --> 00:03:39.395]  He said, whatever you will put up with, someone will come along who has an appetite for that, and the worst will become the baseline.
[00:03:41.636 --> 00:03:45.437]  To use my analogy, it's like a black hole, the absolute center of corruption, that is it.
[00:03:48.453 --> 00:04:05.248]  So that's the issue here, is that we've got to talk about how Congress is exempt, the UN is exempt, Berkshire Hathaway is exempt from all these big taxes and regulations, and even uses that point to try to get more taxes passed, but doesn't regulate and doesn't move to get themselves taxed.
[00:04:05.788 --> 00:04:10.553]  They even use that inequality as a way to jack up taxes on the middle class and new rich.
[00:04:10.593 --> 00:04:11.373]  I mean, it's incredible.
[00:04:12.034 --> 00:04:19.982]  And we've just got to get that message out to the middle class, the independently wealthy, that are legitimately wealthy, that are the engine of liberty and innovation.
[00:04:21.277 --> 00:04:33.644]  We've got to get the good middle class, the good working class, who want to become middle class and rich, and the good nouveau riche, there's even some good old money out there, to really understand we're under attack and not just go along with it.
[00:04:33.664 --> 00:04:36.865]  Because so many people do the Atlas Shrugged thing.
[00:04:37.406 --> 00:04:39.267]  So many successful people just punch out.
[00:04:39.607 --> 00:04:42.909]  They stop innovating, they stop hiring, as if that's going to defeat
[00:04:43.729 --> 00:04:44.470]  The usurpers.
[00:04:44.510 --> 00:04:46.991]  The usurpers count on all the doctors to quit.
[00:04:47.472 --> 00:04:51.435]  The usurpers count on all the business people to just quit.
[00:04:51.975 --> 00:04:53.376]  They got enough money to never work again.
[00:04:54.097 --> 00:04:55.978]  Sell their businesses off to the globalists.
[00:04:56.238 --> 00:04:57.379]  But the globalists want that.
[00:04:57.519 --> 00:04:58.560]  Don't do that.
[00:04:58.640 --> 00:04:59.420]  Keep fighting.
[00:05:00.121 --> 00:05:02.503]  It's the fighting spirit that will defeat them.
[00:05:02.543 --> 00:05:05.085]  We've got the biggest news ever coming up after this break.
[00:05:05.105 --> 00:05:05.465]  Stay with us.
[00:05:09.952 --> 00:05:15.035]  Alex Jones here, and I want to tell you about a longtime friend of the show, My Patriot Supply.
[00:05:15.395 --> 00:05:23.880]  As you might remember, this is the company that stood up to the DHS and exposed FEMA's secret plan to begin hoarding emergency survival food.
[00:05:24.301 --> 00:05:31.605]  It has always been my belief that it's key to stand behind companies who share the same values as their fellow Patriots.
[00:05:32.125 --> 00:05:39.510]  My Patriot Supply brings us their exclusive Patriot Pantry brand, along with many other fine preparedness products.
[00:05:40.010 --> 00:05:43.412]  I personally store and use their high-quality products.
[00:05:43.973 --> 00:05:47.615]  It tastes great, and it's easy to store for up to 25 years.
[00:05:48.156 --> 00:05:54.740]  For a limited time, you can save $50 instantly on a four-week supply of food, along with other special offers.
[00:05:55.320 --> 00:06:02.045]  Visit mypatriotsupply.com forward slash alex today with the new world order making rapid advances on every front.
[00:06:02.525 --> 00:06:06.568]  It is essential to prepare with My Patriot Supply today.
[00:06:09.284 --> 00:06:12.365]  Alex Jones here with a very important announcement for truth seekers.
[00:06:12.745 --> 00:06:18.466]  We've carried a lot of amazing films and books over the years on the online video bookstore at Infowars.com.
[00:06:18.686 --> 00:06:25.088]  And out of all the titles we've carried, one stands out because it is just so chillingly convincing.
[00:06:25.268 --> 00:06:30.669]  And that's Dreams from My Real Father by Joel Gilbert, available at Infowars.com.
[00:06:30.969 --> 00:06:34.610]  This film exposes the fraud that Obama is like nothing I've seen.
[00:06:34.810 --> 00:06:38.351]  If you want to know who Obama's real daddy is, this is the film for you.
[00:06:38.591 --> 00:06:42.972]  Don't forget, your purchase supports our broadcast and our growing media network.
[00:06:43.192 --> 00:06:45.512]  You'll also find it at Infowarshop.com.
[00:06:45.692 --> 00:06:47.873]  None Dare Call a Conspiracy by Gary Allen.
[00:06:47.993 --> 00:06:49.233]  The book that woke me up.
[00:06:49.553 --> 00:06:51.514]  We're also carrying Behind the Green Mask.
[00:06:51.834 --> 00:06:53.814]  UN Agenda 21 by Rosa Corey.
[00:06:53.974 --> 00:06:56.635]  This book is coffin nails to the globalist takeover.
[00:06:56.935 --> 00:07:03.459]  The Greater Good, the most professional and up-to-date film I've ever seen exposing the scourge that is vaccines.
[00:07:03.759 --> 00:07:08.462]  These titles and a lot more are all available at Infowarshop.com.
[00:07:09.082 --> 00:07:14.666]  My friends, Alex Jones here to tell you about some of the most important information concerning you and your family's health.
[00:07:14.866 --> 00:07:22.090]  Radiation levels have more than doubled in the last 60 years in the Northern Hemisphere from all of the nuclear testing and radiological accidents.
[00:07:22.250 --> 00:07:25.392]  Radioactive contamination is now in most of the food supply.
[00:07:25.592 --> 00:07:27.374]  There's only two ways to avoid this.
[00:07:27.634 --> 00:07:32.199]  Move south of the equator or properly protect your thyroid with nascent iodine.
[00:07:32.279 --> 00:07:35.042]  Looking to protect my family, I've done deep research.
[00:07:35.202 --> 00:07:40.988]  Nascent iodine is the purest, cleanest, absolute best form of iodine to protect yourself and your family.
[00:07:41.168 --> 00:07:44.632]  It's made right here in the USA, completely non-GMO.
[00:07:44.832 --> 00:07:48.696]  I searched out the best quality and now have developed a double strength form.
[00:07:50.061 --> 00:07:53.104]  Exclusively available at Infowarslife.com.
[00:07:53.285 --> 00:07:59.171]  Nascent iodine is on record as one of the only safe ways to detox from fluoride poisoning.
[00:07:59.271 --> 00:08:01.273]  Survival Shield Nascent Iodine.
[00:08:01.433 --> 00:08:06.859]  Secure your super high quality Nascent Iodine today at Infowarslife.com.
[00:08:06.959 --> 00:08:08.320]  That's Infowarslife.com.
[00:08:26.849 --> 00:08:31.712]  Big Brother, mainstream media, government cover-ups.
[00:08:31.732 --> 00:08:33.153]  You want to stop tyranny?
[00:08:33.374 --> 00:08:34.554]  Well, so does he.
[00:08:35.035 --> 00:08:39.738]  Live from the InfoWars.com studios, it's Alex Jones.
[00:08:42.740 --> 00:08:48.284]  Take me through the centuries to supersonic years.
[00:08:57.322 --> 00:09:02.134]  Ladies and gentlemen, we are live and we are broadcasting worldwide.
[00:09:06.063 --> 00:09:06.945]  Ladies and gentlemen...
[00:09:07.706 --> 00:09:11.589]  It is the sixth day already of November 2013.
[00:09:11.649 --> 00:09:13.630]  Before you know it, it'll be 2014.
[00:09:14.450 --> 00:09:15.431]  It is Wednesday.
[00:09:15.451 --> 00:09:17.212]  We're going to be here for the next three hours.
[00:09:17.792 --> 00:09:22.796]  No guest today unless we get Mr. Bongino, the Secret Service agent on.
[00:09:22.816 --> 00:09:25.597]  That's one of the top stories on DrugsReport.com right now.
[00:09:26.078 --> 00:09:29.140]  Unless we get him on the broadcast, we're not going to have any guests.
[00:09:29.220 --> 00:09:35.524]  Also, I am working on getting WorldNet Daily writer on F. Michael Maloof.
[00:09:36.164 --> 00:09:53.539]  Who has just been talking to Major General after Major General, one of them Congressional Medal of Honor winners, one of the most respected, well the word is he's the most respected retired Army General, saying there is a purge of the top military if they will not carry out Obama's unconstitutional orders.
[00:09:54.159 --> 00:09:57.182]  And the word is, folks, it is the litmus test that we broke.
[00:09:58.345 --> 00:10:21.395]  Last year and then confirmed, triple confirmed this year and the last few weeks, quadruple confirmed from recently retired Navy SEALs talking to high-level officers like Ben Smith right through to our military police friends sending us video out of a briefing of military police in Arizona.
[00:10:22.816 --> 00:10:23.736]  Absolutely, 100%
[00:10:26.943 --> 00:10:40.868]  Undoubtedly, and it just hit me this morning, I walked into my TV reporters, to my print reporters, and I said, listen, just because we've been the experts on this and been out front on it, no one knows we've been reporting on this for a year.
[00:10:41.308 --> 00:10:53.473]  We've got to really all write articles about this, including Paul Watson and Steve Watson, everybody, on every angle of this, because folks are finally talking, and the military now down to
[00:10:55.606 --> 00:10:59.147]  Sergeants are being asked, will you fire on American citizens?
[00:10:59.268 --> 00:10:59.808]  Are you ready?
[00:11:00.228 --> 00:11:17.875]  And they have now fired upwards of 200, ladies and gentlemen, 200 top military brass, admirals, generals, and right down to colonels.
[00:11:17.935 --> 00:11:24.057]  In fact, there's one of our articles from January on it, nine months ago, or I guess 11 months ago now.
[00:11:24.077 --> 00:11:25.038]  Wow, time just flies.
[00:11:26.041 --> 00:11:30.710]  Nobel Prize nominee Obama asked military leaders if they will fire on US citizens.
[00:11:31.847 --> 00:11:34.648]  And then I confirmed that that was in the new manuals.
[00:11:34.668 --> 00:11:46.151]  We got the manuals, posted them, that they're training to carry out military operations, including seeing the American people as hostiles during cordoning of cities, gun confiscation.
[00:11:46.571 --> 00:11:54.514]  Stuart Rhodes, the head of Oath Keepers, says that it's just flooding him with special warfare, saying that they're being prepared for it as well.
[00:11:55.854 --> 00:11:56.834]  And they're freaking out.
[00:11:57.095 --> 00:11:57.975]  I mean, as they should be.
[00:11:58.877 --> 00:12:05.546]  And I told you, they're not going to just gear all this up and then not have a reason to launch troops against us.
[00:12:05.666 --> 00:12:14.998]  They will stage mass shootings, they will bomb buildings, they will attack shopping malls, and they will blame us.
[00:12:15.953 --> 00:12:20.496]  This is just basic ABCDEFG takeover operations.
[00:12:20.536 --> 00:12:24.198]  This is how communists and subversives, when they're in control of the executive, do it.
[00:12:24.518 --> 00:12:30.742]  They stage stuff, they blame it on you, and then they launch the military against you to find out who won't follow orders.
[00:12:31.182 --> 00:12:40.648]  The military culls the resistance, the counter-revolutionaries, the American people, the red, white, and blue, the good guys,
[00:12:41.792 --> 00:12:46.500]  They knock us out, tears up the military in the same process, then they purge the military.
[00:12:47.369 --> 00:12:50.831]  Now, first they purge them in a non-bloody purge, historically.
[00:12:50.891 --> 00:12:51.911]  It always works the same.
[00:12:52.412 --> 00:12:58.675]  This has been done for thousands of years, and tyrants study it and know the most effective program.
[00:12:58.695 --> 00:13:06.479]  So let me now, from a historical-based analysis, integrated with all the current info, all the pieces of the puzzle are now in place.
[00:13:07.239 --> 00:13:07.900]  I just got chills.
[00:13:08.560 --> 00:13:10.001]  I'm basically living in chills now.
[00:13:10.201 --> 00:13:13.743]  I just cannot believe that we're in this much trouble.
[00:13:15.690 --> 00:13:15.990]  Zoom in.
[00:13:16.010 --> 00:13:18.671]  I've actually got goosebumps, ladies and gentlemen, right now.
[00:13:19.831 --> 00:13:24.572]  You don't need to literally zoom into my ugly face, but the point is, this is real.
[00:13:24.772 --> 00:13:27.993]  I'm not up here on the air just saying this because it's sensational.
[00:13:28.353 --> 00:13:29.993]  Reality is sensational.
[00:13:31.693 --> 00:13:36.795]  If I wanted to be on 500 radio stations instead of 160-something, I would have shut up a long time ago.
[00:13:36.815 --> 00:13:38.855]  I've been a mainline kind of libertarian Republican.
[00:13:39.977 --> 00:13:45.902]  Which now I've basically forced all of them to face reality and they've become me instead of me becoming them.
[00:13:46.202 --> 00:13:49.905]  I call that total victory in the info war at that level.
[00:13:50.545 --> 00:13:52.186]  Now we're going to win the other big victories.
[00:13:52.947 --> 00:13:56.750]  And I'm on a power trip by the way realizing that we've leveraged
[00:13:57.190 --> 00:14:00.853]  With DrugsReport.com helping us as well, right there at the heart of it.
[00:14:00.913 --> 00:14:04.617]  I hate to even admit that because the enemy knows that and freaks out about it every day on national television.
[00:14:05.037 --> 00:14:11.683]  But the point is, and WorldNetDaily and now Glenn Beck's really getting on board and not making fun of us anymore.
[00:14:12.063 --> 00:14:16.147]  I deserve an apology from Glenn on a lot of fronts over the years, but I don't even care.
[00:14:16.687 --> 00:14:18.829]  I want to see everybody wake up.
[00:14:18.889 --> 00:14:22.552]  Rush Limbaugh talking about our government running Al-Qaeda, staging chemical attacks.
[00:14:23.913 --> 00:14:34.876]  I go on big syndicated shows all the time, like Man Cow and others, and now the callers, the listeners, the general managers, the network heads, they're all freaking out.
[00:14:35.116 --> 00:14:42.879]  Because they get, this is all real, it's happening, it isn't a game, and you got a bunch of Republican collaborators going along with this.
[00:14:42.999 --> 00:14:46.180]  And it's when I say this is real to myself, I get chills.
[00:14:46.880 --> 00:14:52.225]  You're supposed to get chills when you realize the bad guys have absolutely taken control.
[00:14:52.746 --> 00:14:55.909]  And those chills are your body getting ready for war, ladies and gentlemen.
[00:14:56.589 --> 00:14:58.731]  That's your body flipping the switches for combat.
[00:15:00.593 --> 00:15:01.614]  I mean, that's what it is.
[00:15:01.714 --> 00:15:04.217]  And I'm not going out in a physical combat.
[00:15:05.569 --> 00:15:06.509]  Never for an attack.
[00:15:06.589 --> 00:15:11.291]  Knowledge and defense is what I use my aggressive killer instincts for.
[00:15:11.311 --> 00:15:17.033]  And I use my killer instincts with the truth in the info war as viciously as I can.
[00:15:17.374 --> 00:15:21.135]  Just firing the truth at the enemy over and over again, never backing down.
[00:15:21.915 --> 00:15:30.779]  And the fact that we have been able to leverage the Libertarians, the Conservatives, the Real Tea Party, and now even what I'd call Libertarian Left,
[00:15:31.638 --> 00:15:37.922]  To now wake up, and it's happening fast, Obama now has a 28%, 29% in a fake Gallup poll, it's more like 19%, even his own acolytes.
[00:15:43.516 --> 00:16:09.199]  are now realizing what's happening and they've got major general after major general after major general after major general by the way I could have gotten Boykin on six months ago uh... former head of special forces uh... incredibly highly decorated and uh... for some reason he wanted me personally to call him and shut it up and I never did it now John Bowne's in there calling him I just remembered I'm supposed to call Boykin first
[00:16:11.104 --> 00:16:12.346]  Yeah, you're getting his answering machine?
[00:16:12.366 --> 00:16:12.546]  Yeah.
[00:16:12.966 --> 00:16:16.010]  No, I was given a window in February to get him on and I didn't do it.
[00:16:16.170 --> 00:16:21.377]  I was supposed to call him first because I had some folks reach out to me that work with him, that have made a film with him.
[00:16:21.678 --> 00:16:26.984]  So just remind me at the end of the show, I just had that epiphany or that I just remembered I need to call Boykin.
[00:16:27.345 --> 00:16:28.827]  The point is, is that
[00:16:30.817 --> 00:16:35.862]  Is that, and again the word from Boykin then was that that's what was going on.
[00:16:36.702 --> 00:16:47.992]  And you see I'm almost blind because I'm so close to this and so hyper aware that there's a blind spot when you're hyper aware where you become comfortable with all this stuff and then it's not even threatening anymore.
[00:16:48.373 --> 00:16:52.016]  And that's actually the psychological warfare they use on the general public.
[00:16:52.036 --> 00:16:55.038]  You ever wonder why they put movies, what they're planning before they do it?
[00:16:55.078 --> 00:16:57.501]  They admit so your subconscious is prepared.
[00:16:58.001 --> 00:16:58.702]  Well, it's the same thing.
[00:16:58.942 --> 00:17:20.837]  I'm consciously and subconsciously lived with this for so long, and the reason I'm talking about myself is I know you've lived with this so long, military people, police, FBI folks that are being trained in all this, that even though you don't like it, they think that when things get bad enough, just under the peer pressure, you will go through the motions and carry out this treason.
[00:17:22.498 --> 00:17:24.240]  Even when you know
[00:17:25.663 --> 00:17:27.844]  The false flags that are going to happen don't add up.
[00:17:29.405 --> 00:17:39.391]  But I've always known it's key to assault the false flag, because even if some of these events are real, and stuff happens and I go, oh, that's got to be real, and then it comes out as a false flag.
[00:17:39.411 --> 00:17:42.192]  And I'm like, well, I guess that they are false flaggers.
[00:17:42.252 --> 00:17:43.533]  They stand to gain from it.
[00:17:43.573 --> 00:17:45.154]  This is the history of it, I guess.
[00:17:45.814 --> 00:17:46.515]  What do you expect?
[00:17:48.376 --> 00:17:51.838]  Boston bombing, total false flags with set-up patsies.
[00:17:51.938 --> 00:17:53.599]  Just unbelievable mountains of evidence.
[00:17:54.079 --> 00:17:55.140]  This new TSA thing?
[00:17:56.641 --> 00:17:57.621]  It all points towards it.
[00:17:57.661 --> 00:18:02.403]  The prescripting, the readying, the drills, the different stories, the guy in the TSA uniform.
[00:18:02.763 --> 00:18:03.464]  I don't know though.
[00:18:04.484 --> 00:18:06.425]  We haven't, I mean, we've searched our system.
[00:18:06.445 --> 00:18:07.845]  This guy never bought anything from us.
[00:18:08.486 --> 00:18:09.966]  Uh, this guy was never emailed us.
[00:18:09.986 --> 00:18:10.826]  We've searched everything.
[00:18:10.846 --> 00:18:15.708]  We spent an hour yesterday going through every database of people that have ordered, uh, folks that have emailed us.
[00:18:15.728 --> 00:18:17.569]  We searched, uh, all that stuff.
[00:18:17.609 --> 00:18:22.211]  And, and, uh, the supposed person that went and shot the people, um,
[00:18:25.006 --> 00:18:26.187]  He's never trafficked with us.
[00:18:27.308 --> 00:18:30.610]  So he's had no truck with us, as they say.
[00:18:31.371 --> 00:18:37.615]  But I had AP calling me and every other thing you can imagine in the last few days, you know, wanting to get quotes and things.
[00:18:37.635 --> 00:18:40.738]  And I just tell them, I say, look, make up whatever you're going to make up.
[00:18:41.278 --> 00:18:47.062]  It's not that I don't respond to, you know, we got no comment from Jones, like I'm scared or I got something to hide.
[00:18:47.322 --> 00:18:49.324]  I just tell them, look, make up whatever you're going to make up.
[00:18:51.125 --> 00:18:53.167]  And I hope you enjoy what happens when everything implodes.
[00:18:54.224 --> 00:18:55.545]  They're like, don't you want to respond to this?
[00:18:55.606 --> 00:18:56.286]  And I'm like, no.
[00:18:57.327 --> 00:18:58.489]  Make up whatever you're going to make up.
[00:19:00.806 --> 00:19:04.209]  And I sent a local newspaper digging around trying to make stuff up.
[00:19:04.269 --> 00:19:07.451]  I just said, look, the stuff you're trying to bring up from 15 years ago is made up.
[00:19:07.971 --> 00:19:09.132]  Make up some more stuff.
[00:19:09.773 --> 00:19:10.553]  There's my response.
[00:19:10.613 --> 00:19:11.514]  It's not that I didn't respond.
[00:19:11.774 --> 00:19:12.895]  I said, you're not credible.
[00:19:13.115 --> 00:19:14.176]  You're state-run media.
[00:19:14.456 --> 00:19:16.197]  Go to hell!
[00:19:16.217 --> 00:19:24.303]  I mean, Alex Jones may sound crazy, but still has 300 million YouTube... Well, he has 300 million people that have watched him on YouTube.
[00:19:24.663 --> 00:19:29.267]  And that sort of fringe, arch-conservative, deeply, I think, racist
[00:19:30.027 --> 00:19:32.149]  Strain is being tapped into.
[00:19:32.209 --> 00:19:36.853]  No, you are deeply pushing racial division and hate my guts because I'm a unifier.
[00:19:37.934 --> 00:19:44.540]  They blew Malcolm X away as soon as he stopped being a racist and came out for people to come together under liberty.
[00:19:46.502 --> 00:19:48.444]  They do not want us coming together, witch!
[00:19:48.964 --> 00:19:50.426]  And you're up there with a playbook.
[00:19:51.046 --> 00:19:55.771]  They got a playbook literally preying on their viewers.
[00:19:56.874 --> 00:19:57.535]  People need to know that.
[00:19:57.595 --> 00:20:05.964]  You watch MSNBC, they are preying on you, just like a white trash Klan leader preys on the local people in their area.
[00:20:06.484 --> 00:20:07.706]  We'll be right back with the big news.
[00:20:09.640 --> 00:20:14.061]  Every day it becomes more clear our nation is headed towards an uncertain future.
[00:20:14.121 --> 00:20:17.662]  Nothing can ensure your family's security like an Atlas Survival Shelter.
[00:20:17.682 --> 00:20:24.664]  The strongest money can buy and designed to be buried up to 42 feet deep with all the comforts of home and all the protection you need.
[00:20:24.764 --> 00:20:29.985]  Bulletproof hatches, tamper-resistant air pipes, and a unique ground design that'll withstand a bomb.
[00:20:30.465 --> 00:20:35.106]  See them today at iwantthatbunker.com or call 1-855-4-BUNKER.
[00:20:35.286 --> 00:20:36.726]  Atlas Survival Shelters.
[00:20:36.906 --> 00:20:38.707]  Better prepared than scared.
[00:20:39.227 --> 00:20:41.869]  Hurricanes, job loss, uncertain times.
[00:20:42.169 --> 00:20:44.290]  There are so many good reasons to be prepared.
[00:20:44.551 --> 00:20:49.614]  Make Emergency Essentials your first stop for premier food storage and emergency preparedness supplies.
[00:20:49.954 --> 00:20:53.036]  Compare our food storage ounce to ounce and it's easy to see.
[00:20:53.256 --> 00:20:57.980]  Emergency Essentials has the best quality and lowest priced emergency food storage guaranteed.
[00:20:58.180 --> 00:21:01.442]  Call Emergency Essentials at 800-999-1863 today or visit BePrepared.com.
[00:21:01.582 --> 00:21:02.322]  The choice is clear.
[00:21:02.343 --> 00:21:04.064]  Be unprepared or BePrepared.com.
[00:21:09.247 --> 00:21:14.130]  There are those curious about bitcoins and those using and making money with bitcoins.
[00:21:14.610 --> 00:21:15.791]  What are bitcoins?
[00:21:16.231 --> 00:21:22.315]  A bitcoin is the first decentralized currency that can be easily transferred from person to person over the internet.
[00:21:22.715 --> 00:21:24.176]  No bank needed.
[00:21:24.556 --> 00:21:29.839]  This means lower fees and accounts can never be frozen, limited or closed.
[00:21:30.220 --> 00:21:32.021]  You are in control of your money.
[00:21:32.501 --> 00:21:33.282]  And the best part?
[00:21:33.663 --> 00:21:36.887]  You can start earning and making money with bitcoins right away.
[00:21:37.288 --> 00:21:44.698]  No computer or expertise is required to earn money with bitcoins and a growing number of merchants now accept bitcoins.
[00:21:45.159 --> 00:21:48.824]  Plus, they're easily exchanged for dollars, euros and more.
[00:21:49.184 --> 00:22:00.675]  Learn more about the easiest, cheapest, most profitable way to enter the Bitcoin market and get paid every two weeks by one of the fastest growing Bitcoin miners in the world at CloudHashing.com.
[00:22:01.176 --> 00:22:04.019]  Just like it sounds, CloudHashing.com.
[00:22:04.419 --> 00:22:06.321]  That's CloudHashing.com.
[00:22:06.761 --> 00:22:08.243]  We mine your business.
[00:22:09.215 --> 00:22:11.979]  Protecting your home with a security system is a must.
[00:22:12.220 --> 00:22:18.249]  But when it comes to protecting your family, your home, and belongings, there's no need to sign a long-term contract.
[00:22:18.589 --> 00:22:24.979]  Listen, there is some real scum in the alarm business cashing in by locking you into long, punishing contracts.
[00:22:25.379 --> 00:22:27.320]  Not with SimpliSafe Home Security.
[00:22:27.661 --> 00:22:28.701]  They're the good guys.
[00:22:29.002 --> 00:22:31.723]  You can trust SimpliSafe to protect your family.
[00:22:32.084 --> 00:22:36.386]  SimpliSafe was created by a Harvard Business School engineer, and it's revolutionary.
[00:22:36.587 --> 00:22:39.869]  You'll get 24-hour protection for just $14.99 a month.
[00:22:40.129 --> 00:22:42.851]  There are no hidden fees and no contracts.
[00:22:43.071 --> 00:22:44.032]  You'll save thousands.
[00:22:44.292 --> 00:22:47.354]  Plus, you're protected by their 100% money-back guarantee.
[00:22:47.674 --> 00:22:50.736]  Protect yourself against home invasions and break-ins.
[00:22:51.116 --> 00:22:55.039]  Order your SimpliSafe system now and receive a wireless keychain remote.
[00:22:55.299 --> 00:22:57.241]  A $25 gift, free.
[00:22:57.642 --> 00:23:00.265]  So don't waste your time dealing with scum.
[00:23:00.625 --> 00:23:02.828]  Visit GetSimplySafe.com.
[00:23:03.168 --> 00:23:05.211]  GetSimplySafe.com.
[00:23:05.451 --> 00:23:07.413]  GetSimplySafe.com.
[00:23:08.415 --> 00:23:11.979]  Alex Jones here, and I want to tell you about a longtime friend of the show.
[00:23:12.259 --> 00:23:13.499]  My Patriot Supply.
[00:23:13.860 --> 00:23:22.343]  As you might remember, this is the company that stood up to the DHS and exposed FEMA's secret plan to begin hoarding emergency survival food.
[00:23:22.743 --> 00:23:30.045]  It has always been my belief that it's key to stand behind companies who share the same values as their fellow Patriots.
[00:23:30.565 --> 00:23:37.968]  My Patriot Supply brings us their exclusive Patriot Pantry brand, along with many other fine preparedness products.
[00:23:38.468 --> 00:23:41.869]  I personally store and use their high-quality products.
[00:23:42.429 --> 00:23:46.050]  It tastes great, and it's easy to store for up to 25 years.
[00:23:46.610 --> 00:23:53.192]  For a limited time, you can save $50 instantly on a four-week supply of food, along with other special offers.
[00:23:53.753 --> 00:24:00.495]  Visit mypatriotsupply.com forward slash Alex today, with the New World Order making rapid advances on every front.
[00:24:00.955 --> 00:24:05.016]  It is essential to prepare with My Patriot Supply today.
[00:24:29.336 --> 00:24:30.917]  Show officially close to 200 top
[00:24:33.490 --> 00:24:44.215]  Military commanders, 111 in the Navy only, so it's well over 200 actually, but the World Net Daily List says 200 top officers have been removed.
[00:24:44.475 --> 00:24:45.896]  And here's the big issue.
[00:24:46.416 --> 00:24:52.539]  If they were removing them and giving reasons, it would still be suspicious because it's a record number.
[00:24:53.319 --> 00:24:58.502]  The Associated Press reported two weeks ago, and Gucci already reported on it, when they fired the top nuke commander.
[00:25:00.282 --> 00:25:23.722]  When they fired the top nuke commander, the Air Force Major General, when they fired him, and they fired his adjunct under him just a few weeks before, and they also fired a top naval commander over the next, an admiral, AP said that the White House did not want it known he'd been fired, they did not want the firings to be known, and that it had been leaked to them.
[00:25:27.157 --> 00:25:40.986]  And talking to my high-level military sources, most of them that won't come on, a few of them have come on, like Colonel Schaefer, and then he gets reamed out, because he's still connected to the Pentagon, you know, when he says too much, and is threatened to not come on this show.
[00:25:41.987 --> 00:25:50.132]  But I've got a lot of others that won't come on the show, and they are basically
[00:25:52.287 --> 00:26:00.495]  Completely freaked out and just feel like the American people, half of them are on welfare and they know how collectivism works.
[00:26:01.596 --> 00:26:04.018]  But let me break down how coups operate generally.
