[00:00:11.100 --> 00:00:11.843]  I'm good.
[00:17:03.685 --> 00:17:09.469]  She has many songs that are politically themed and she's an activist in the liberty movement.
[00:17:09.549 --> 00:17:12.111]  Tatiana, thank you so much for joining us here on Infowars Nightly News.
[00:17:12.231 --> 00:17:13.232]  Thank you, I'm happy to be here.
[00:17:13.592 --> 00:17:16.574]  Now Tatiana, tell the public a little bit about yourself when it comes to music.
[00:17:17.094 --> 00:17:23.177]  Um, when it comes to music, I've been singing and playing guitar, especially singing, ever since I was a little girl.
[00:17:24.157 --> 00:17:32.161]  And I came to the Liberty Movement because I felt that the music today was not really reflecting what was going on and
[00:17:32.921 --> 00:17:46.727]  When I was growing up I listened to a lot of different protest music and I was reading 1984 and Brave New World and I was really interested in creating a different system in the world that would be better for the people at large.
[00:17:47.327 --> 00:18:01.913]  So, unfortunately the music scene has sort of died out and has a lot of, you know, processed crappy music and I thought that with the Liberty Movement it was a really inspiring thing to write about and it's a good way to get the message out.
[00:18:02.791 --> 00:18:06.602]  Now, what are some of the issues that your songs focus on?
[00:18:07.909 --> 00:18:21.900]  Well, I'm obviously anti-war, so I have some songs that focus on, you know, there's a song, Playing the Cards, that's about the results from war and, you know, the long-term results as well, and spanning over different generations.
[00:18:22.781 --> 00:18:36.071]  My first libertarian song, which I just did a video for with Luke Rudowsky, is Make a YouTube Video, which was about getting people involved, getting online, and doing your own research, and then telling your friends about what you've learned.
[00:18:36.491 --> 00:18:39.113]  Now, what are some political issues that concern you the most?
[00:18:39.933 --> 00:18:43.716]  I think the Fed seems like one of the number one.
[00:18:44.176 --> 00:18:47.559]  I mean, if they have control of the money, then that's going to be a problem for the rest of us.
[00:18:47.599 --> 00:18:51.241]  So until we get our money back, we're not going to be able to do very much.
[00:18:52.162 --> 00:18:56.685]  So basically, yeah, anti-war and good sound money and free markets.
[00:18:57.774 --> 00:19:03.875]  Now, you were a huge Ron Paul supporter, as we all were, but unfortunately his political career is over.
[00:19:03.955 --> 00:19:07.336]  Are there any other candidates on the scene in the Liberty Movement that excites you?
[00:19:08.757 --> 00:19:10.397]  Well, there are quite a few of them.
[00:19:11.297 --> 00:19:14.078]  I mean, Justin Amash, everybody's really excited about.
[00:19:14.818 --> 00:19:19.499]  But, you know, when I think about Liberty candidates, I go to libertycandidates.com.
[00:19:19.519 --> 00:19:23.300]  I think it's a really good resource for people to find people that are local.
[00:19:24.446 --> 00:19:29.192]  And because I don't know if you can always do it on a national level, I'm not sure that that solution is going to be found there.
[00:19:30.073 --> 00:19:41.308]  Now you were telling me a little bit earlier, and just to remind the public, Tatiana will be performing in a couple of minutes for us, but you were telling me a little bit earlier that you also have another endeavor called Same Side Entertainment.
[00:19:41.328 --> 00:19:42.169]  Tell us a little bit about that.
[00:19:42.834 --> 00:19:45.215]  Well, Sameside Entertainment, I'm really excited about.
[00:19:46.576 --> 00:20:01.023]  Last year, when things were winding down with the Ron Paul campaign, I wrote a song called Sameside, which I'm going to be performing a little bit later, and the message is to show, you know, stop the bickering, we're all on the same side, let's focus on what's important here.
[00:20:01.704 --> 00:20:08.988]  And I noticed that events around the country were having various levels of attendance, and it was very stressful for the event holders.
[00:20:09.508 --> 00:20:11.169]  So while I was booking, or
[00:20:11.829 --> 00:20:22.897]  Booking shows for myself, I figured why not book shows for all these other amazing speakers, comedians, musicians, economists, and that's how Same Side Entertainment was born.
[00:20:23.117 --> 00:20:39.308]  So it's basically an event company that you can come to us if you want to book anybody from Tom Woods to Bob Murphy to Luke Grodowski or Adam Kokosch, and also Jordan Page, other different libertarian musicians, and people who are basically socially conscious.
[00:20:40.060 --> 00:20:40.680]  Oh, it's amazing.
[00:20:40.700 --> 00:20:41.981]  Get everyone under one umbrella.
[00:20:42.241 --> 00:20:42.621]  Exactly.
[00:20:42.661 --> 00:20:47.683]  It's really stressful to do those events, so I think it should be a very good resource for everybody.
[00:20:47.723 --> 00:20:49.584]  And we just launched it, so we're very excited.
[00:20:49.604 --> 00:20:50.505]  Well, that's good.
[00:20:51.005 --> 00:21:00.249]  Now, tell us about some of the things, the positive things that you've seen take place as a result of your music and also, you know, the music of other liberty-minded musicians.
[00:21:01.164 --> 00:21:12.395]  I think that music is one of the most powerful forces in the world, and I think that's been exemplified with the connection that I have with my fans, and it's been incredible.
[00:21:12.435 --> 00:21:21.625]  I mean, people write me these really sweet letters, and they come up to me after shows, and they say, oh, I've been listening to you, and there's nothing more fulfilling than being able to connect with people.
[00:21:22.703 --> 00:21:34.334]  Um, and also be appreciated, and I appreciate them, so it's been really cool, and I think that it opens up a way that people can relate to their friends and family, too, through the music.
[00:21:34.394 --> 00:21:41.441]  You know, the family will listen to me, they'll be like, oh, that sounds good, and then maybe they'll be a little bit more open to having further political discussions.
[00:21:41.960 --> 00:21:43.562]  Yeah, we just touched on it right now.
[00:21:43.622 --> 00:21:46.885]  Have you been able to, has your music been able to sway anyone's opinion?
[00:21:46.905 --> 00:21:54.754]  Like, have you ever been at an event where you're performing and someone's completely not political and then they hear your music and they say, hey, tell me a little bit more about that?
[00:21:55.140 --> 00:21:56.741]  Yeah, I would say so, definitely.
[00:21:57.342 --> 00:22:07.350]  Even at ISFLC, I was speaking with somebody who wasn't really into the movement, but he had heard my songs, and he was a little bit more open to hearing some of the ideas.
[00:22:07.711 --> 00:22:17.459]  So, I think it's just, there's so many different ways to open people up and to wake them up, so I'm just trying to come up with my version, and there's other people doing it their way as well.
[00:22:18.442 --> 00:22:22.124]  Now, you mentioned that earlier, I mean, you're a huge fan of InfoWars.
[00:22:22.344 --> 00:22:23.545]  Yeah, big time.
[00:22:23.605 --> 00:22:29.408]  Tell us a little bit about what InfoWars means to you and what type of impact InfoWars is having out there in the public.
[00:22:29.428 --> 00:22:34.911]  And I just say this because we're a little bit insulated here, you know, but it's important to know you reached out to us.
[00:22:34.931 --> 00:22:36.612]  You said you're a huge fan of InfoWars.
[00:22:36.953 --> 00:22:40.915]  Tell us a little bit about what InfoWars means to you and the impact that it's having nationwide.
[00:22:41.328 --> 00:22:47.050]  Well, I think that InfoWars is huge, you know, and I think it wakes up a lot of different people.
[00:22:47.471 --> 00:22:51.152]  Sometimes the style is a little bit intense for people, and I'm one of those people.
[00:22:51.232 --> 00:23:01.876]  Not every report is 100% the way that I want to do it, but I'm in awe of how many people are getting woken up and how many people are being reached through this medium.
[00:23:02.177 --> 00:23:09.039]  And the information is solid, and I think sometimes you really need to shake people out of their stupor in order to get them to wake up.
[00:23:10.720 --> 00:23:15.123]  I think it's doing the right thing, leading the way in a lot of ways.
[00:23:15.403 --> 00:23:18.905]  Yeah, and one great way to get the message out is through music, through entertainment.
[00:23:18.925 --> 00:23:25.448]  We have something called the Paul Revere Competition right now, a contest, where filmmakers are being encouraged to send in a film and they can win $100,000.
[00:23:25.488 --> 00:23:26.649]  I saw that, yeah.
[00:23:28.630 --> 00:23:32.973]  Yeah, the importance that the arts can have on the Liberty Movement is intense.
[00:23:33.113 --> 00:23:37.195]  It's not just about going out there and having rallies, but also performing, such as what you're doing.
[00:23:37.475 --> 00:23:38.015]  Absolutely.
[00:23:38.035 --> 00:23:43.219]  I think that, you know, it's not a coincidence that on mainstream radio you're not hearing any anti-war songs.
[00:23:43.699 --> 00:23:46.541]  Back in the 60s and the 70s they had a ton of music like that.
[00:23:46.981 --> 00:23:58.548]  So it's up to us and the independent media, we have to kind of create our own little world, our own community, which seems to be working and seems to be growing as an alternative to mainstream programming.
[00:23:58.888 --> 00:23:59.729]  Literally programming.
[00:24:00.149 --> 00:24:02.530]  Lastly, what's the vibe out there in the music scene?
[00:24:02.550 --> 00:24:04.971]  I mean, do other musicians welcome what you're doing?
[00:24:05.011 --> 00:24:10.313]  Do record labels welcome what you're doing when you make them aware of what you do?
[00:24:10.333 --> 00:24:12.714]  I think that sometimes people
[00:24:15.154 --> 00:24:19.036]  I think that people are filled with good intentions, especially in the arts community.
[00:24:19.356 --> 00:24:21.378]  But I don't think that they know the answers.
[00:24:21.598 --> 00:24:27.301]  So I think that when people hear Ron Paul, they run screaming into the night saying, Republican, I don't understand!
[00:24:27.321 --> 00:24:28.842]  I only like Democrats!
[00:24:29.382 --> 00:24:34.105]  But I think that if you explain things to people, you can definitely open them up to it.
[00:24:34.405 --> 00:24:41.309]  So I don't know if the world is, the mainstream is really ready for this message, but I hope that they are.
[00:24:41.589 --> 00:24:42.630]  And that's the objective.
[00:24:43.413 --> 00:24:48.180]  Well, Tatiana, in the two minutes we have left, is there any last thing you'd like to let the public know?
[00:24:50.370 --> 00:24:52.271]  Support Liberty people, you know?
[00:24:52.492 --> 00:24:55.854]  I mean, Ron Paul is gone now, but it's up to all of us.
[00:24:56.114 --> 00:25:00.317]  So I think that I'd really like to see people to continue to be active.
[00:25:00.857 --> 00:25:06.581]  You know, there's so many great causes out there that you don't have to give all your paycheck to Ron Paul and his campaign.
[00:25:06.621 --> 00:25:13.946]  You can give out a little bit here and there, and I think that to support our own community is really important.
[00:25:14.878 --> 00:25:17.379]  Okay, well, Tatiana, thank you so much.
[00:25:17.439 --> 00:25:17.739]  Thank you.
[00:25:17.799 --> 00:25:19.359]  And we're excited to watch you perform.
[00:25:19.379 --> 00:25:20.740]  Oh, I'm excited to do so.
[00:25:21.120 --> 00:25:21.380]  Alright.
[00:25:21.560 --> 00:25:21.920]  Thank you.
[00:25:22.880 --> 00:25:24.281]  Okay, thank you, Tatiana.
[00:25:24.361 --> 00:25:25.261]  And hold on tight.
[00:25:25.841 --> 00:25:27.101]  Stick around for one more minute.
[00:25:27.121 --> 00:25:29.542]  We're going to clear the stage right here.
[00:25:29.962 --> 00:25:33.343]  And when you come back, Mrs. Moroz is going to be performing for you.
[00:25:37.816 --> 00:25:40.779]  Jakari Jackson here, and I want to talk to you for a second about water.
[00:25:41.420 --> 00:25:48.828]  You know about ProPure, our flagship water purification system, but check out some of our portable water filter products at InfowarsStore.com.
[00:25:49.388 --> 00:25:51.070]  The Clearly Filtered Water Pitcher.
[00:25:51.831 --> 00:25:55.835]  Also, for those of you on the go, we have the Athlete Edition Filtered Water Bottle.
[00:25:56.736 --> 00:25:57.937]  And the R.A.D.
[00:25:57.997 --> 00:26:01.240]  Eliminator Pro-Filtered Sports Bottle that removes radiation.
[00:26:01.720 --> 00:26:04.662]  And keep in mind, we have replacement filters for all of these products.
[00:26:05.263 --> 00:26:08.285]  The ever-popular grab-and-go bag favorite, the LifeStraw.
[00:26:08.905 --> 00:26:10.967]  The Crystal Quest Shower Filter System.
[00:26:12.108 --> 00:26:14.990]  And the Aquapod Kit, great for mass storage of water.
[00:26:16.553 --> 00:26:21.438]  And while you're at the InfoWars shop, pick up a copy of our latest book, 31 Days to Survival.
[00:26:22.038 --> 00:26:27.683]  You can find all this and more at the InfoWarsStore.com, and don't forget it's your support that funds our operation.
[00:26:28.144 --> 00:26:32.268]  Sign up for our free newsletter at InfoWars.com forward slash newsletter.
[00:26:36.877 --> 00:26:42.018]  Hi, this is Mike Adams, the Health Ranger, with some news about some new additions to the InfoWars store.
[00:26:42.538 --> 00:26:44.319]  You know good health is freedom.
[00:26:44.599 --> 00:26:47.039]  When you're healthy, you're not a slave to the medical system.
[00:26:47.500 --> 00:26:51.000]  Everything works well, your brain, your body, even your spirit.
[00:26:51.300 --> 00:26:52.201]  You're a healthier person.
[00:26:52.441 --> 00:27:01.703]  And to help support that great health, Alex has asked me to source the cleanest, most potent superfoods and other similar products in the world and bring them to the InfoWars store.
[00:27:02.043 --> 00:27:06.864]  Infowarsstore.com and we're starting out right now with these three products.
