[00:00:32.323 --> 00:00:33.004]  I'm good.
[00:07:11.392 --> 00:07:15.475]  Now, are the lines a little bit blurry where the aggressor becomes the victim in an attack?
[00:07:15.955 --> 00:07:17.656]  I think we can all agree on that.
[00:07:18.136 --> 00:07:20.877]  But the point is, the justice system acquitted him.
[00:07:20.937 --> 00:07:22.197]  They found him not guilty.
[00:07:22.658 --> 00:07:26.799]  But still, the media and the protesters are focusing on race.
[00:07:27.359 --> 00:07:37.023]  But I feel like a lot of the protesters are failing to recognize the fact that the mainstream media and the Department of Justice are behind pushing all of this racial tension.
[00:07:37.623 --> 00:07:53.615]  In fact, a local Tampa news station reported in 2012 that George Zimmerman accused the Sanford Police Department of corruption more than a year before he shot Trayvon Martin, saying the agency covered up the beating of a black homeless man by the son of a white officer.
[00:07:54.773 --> 00:08:03.743]  During a 90 second statement to city commissioners at a community forum Zimmerman said, I would just like to state that the law is written in black and white.
[00:08:04.223 --> 00:08:09.809]  It should not and cannot be enforced in the gray for those who are in the thin blue line.
[00:08:10.936 --> 00:08:16.919]  Now that story was never covered by the mainstream media, of course, because it didn't fit the agenda of Divide and Conquer.
[00:08:17.680 --> 00:08:26.645]  Now coming up later in the show, David Knight is going to be speaking with Larry Pinckney to discuss how the government uses COINTELPRO to create racial division.
[00:08:27.813 --> 00:08:33.079]  Now, the cozy relationship between the establishment media and the CIA and FBI is nothing new.
[00:08:33.600 --> 00:08:38.785]  In fact, it's been around since the 1940s, used as a tool by the national security state.
[00:08:39.386 --> 00:08:41.588]  Take a look at this article written by Kurt Nimmo.
[00:08:41.669 --> 00:08:43.250]  It's up on InfoWars.com.
[00:08:43.851 --> 00:08:47.655]  The CIA will now openly propagandize Americans.
[00:08:48.536 --> 00:08:53.137]  On July 2nd, a little-noticed reform passed in January went into effect.
[00:08:53.717 --> 00:09:06.001]  The Smith Month Modernization Act of 2012, passed as part of the National Defense Authorization Act, will allow the CIA to flood America with more government propaganda.
[00:09:07.145 --> 00:09:11.310]  The Smith-Month Act passed as the national security state was taking shape in 1948.
[00:09:11.450 --> 00:09:22.402]  It authorized the State Department to unleash a tidal wave of propaganda outside the United States while supposedly forbidding its dissemination inside the country.
[00:09:23.712 --> 00:09:40.404]  The leading TV networks including ABC and NBC, the wire services, AP, UPI, Reuters, along with the Hearst newspapers, Scripps Howard, Newsweek, the Miami Herald, and the Saturday Evening Post all had dealings with a spy agency.
[00:09:41.124 --> 00:09:47.469]  But the CIA's most valuable associations were with the New York Times, CBS, and Time, Inc.
[00:09:48.089 --> 00:09:55.215]  Frank Church revealed in 1975 how the establishment media works hand-in-glove with the CIA.
[00:09:56.176 --> 00:10:09.466]  I thought that it was a matter of real concern that planted stories intended to serve a national purpose abroad came home
[00:10:10.831 --> 00:10:26.422]  And we're circulated here and believed here because this would mean that the CIA could manipulate the news in the United States by channeling it through some foreign country.
[00:10:26.842 --> 00:10:28.383]  And we're looking at that very carefully.
[00:10:28.583 --> 00:10:37.610]  Do you have any people paid by the CIA who are working for
[00:10:40.714 --> 00:10:42.274]  Television networks.
[00:10:45.175 --> 00:10:51.577]  This, I think, gets into the kind of, uh, getting into the details, Mr. Chairman, that I'd like to get into an executive session.
[00:10:51.737 --> 00:11:04.360]  Well, it will be the 17th anniversary since TWA Flight 800 exploded, and a new documentary is set to be released on Wednesday to support the theory that the plane was hit by a missile.
[00:11:05.020 --> 00:11:15.043]  Well, in a convenient twist, previously confidential FBI documents have been unearthed and released to the media, tying Al-Qaeda to the TWA crash.
[00:11:15.743 --> 00:11:26.146]  The Daily Mail reports that the FBI had advance warning of an Al-Qaeda plot to bring down a commercial airliner on American soil just weeks before the 1996 TWA crash that claimed 230 civilian lives.
[00:11:30.771 --> 00:11:50.989]  A series of previously confidential FBI documents obtained by investigative journalist Peter Lance provide compelling evidence that the crash was an act of terror orchestrated by the man now believed by many to be the true architect of 9-11, Ramzi Yousef, who was one of the conspirators in the first World Trade Center bombing in 1993.
[00:11:53.297 --> 00:11:56.580]  Al Qaeda never claimed responsibility for the aircraft crash.
[00:11:57.120 --> 00:12:03.845]  The official cause of the disaster remains an explosion of a fuel tank due to a short circuit aboard the plane.
[00:12:05.547 --> 00:12:19.798]  In a chilling twist, the source of the FBI intelligence was Gregory Scarpa Jr., the son of one of the mob's most prolific killers, who hoped that cooperating in the federal sting would lead to a lighter sentence for his own crimes.
[00:12:20.646 --> 00:12:25.091]  According to Lance, the FBI's initial attempts to dismiss Scarpa Jr.'
[00:12:25.070 --> 00:12:36.862]  's intelligence as a hoax was to cover up the unholy alliance between the FBI and the mob and protect a raft of mafia indictments that might otherwise have been thrown out of court.
[00:12:37.623 --> 00:12:41.565]  So it's just one conspiracy to cover up another conspiracy.
[00:12:41.765 --> 00:12:45.726]  The official story has always been that it was an explosion in the fuel tank.
[00:12:46.106 --> 00:12:50.848]  And now these new unearthed documents are saying that Al-Qaeda was involved.
[00:12:51.208 --> 00:13:02.532]  But either way you look at it, neither of these stories are focusing on the facts that a lot of people, witnesses and National Guards said a missile struck the plane.
[00:13:02.953 --> 00:13:03.513]  Look over here!
[00:13:03.573 --> 00:13:04.193]  Look over there!
[00:13:04.473 --> 00:13:06.634]  No, let's look at the facts.
[00:13:08.973 --> 00:13:14.538]  Victim's death certificates have not been finalized because the manner of death remains unknown.
[00:13:15.138 --> 00:13:20.602]  During the investigation, the FBI took over the case because a criminal act was suspected.
[00:13:21.343 --> 00:13:27.288]  Eyewitnesses reported seeing something go up quickly from the Earth's surface right before the explosion.
[00:13:28.088 --> 00:13:32.112]  Unexplained explosive residue was found throughout the wreckage.
[00:13:33.404 --> 00:13:36.786]  But the case is pending inactive rather than closed.
[00:13:37.446 --> 00:13:50.834]  And in addition to the hundreds of witnesses who reported seeing a streak of light in the air before the crash, there were two Air National Guard pilots in the air at the time who identified that streak as a missile.
[00:13:51.454 --> 00:13:59.119]  Now, here to talk with me about the curious release of these documents is documentary filmmaker Chris Emery.
[00:13:59.319 --> 00:14:10.846]  His team touched on the conspiracy surrounding TWA Flight 800 in his latest documentary, State of Mind, Psychology of Control, which is being sold exclusively in the InfoWars shop.
[00:14:11.707 --> 00:14:14.669]  All right, Chris, well, thank you so much for being here in the studio with us today.
[00:14:14.689 --> 00:14:15.669]  Well, thank you for inviting me.
[00:14:15.709 --> 00:14:16.390]  I appreciate that.
[00:14:17.040 --> 00:14:22.901]  You have a lot of information on the TWA Flight 800 because you actually worked on this story for a couple of years.
[00:14:23.181 --> 00:14:23.441]  I did.
[00:14:23.641 --> 00:14:35.804]  This was before I dove into the Oklahoma City bombing case and I was asked to step aside from the TWA case by an intermediary through the employees union based out of Lambert Field in St.
[00:14:35.844 --> 00:14:36.144]  Louis.
[00:14:36.584 --> 00:14:37.864]  I was getting too close to the truth.
[00:14:38.445 --> 00:14:44.506]  A close family member of mine that was working for the airline at the time had their job threatened and I had to make a decision.
[00:14:45.186 --> 00:14:53.528]  Luckily, there was a third party that I was able to pass my research information on to that ended up giving it to James Sanders and his wife.
[00:14:53.568 --> 00:14:56.909]  They did a marvelous job putting out two DVDs on the case.
[00:14:57.409 --> 00:15:03.151]  Great follow-through on the lineup and just a thorough review of what actually happened that evening of July 17, 1996.
[00:15:05.851 --> 00:15:11.133]  And so what do you think about these, the new documents that are being unearthed just in time for the...
[00:15:12.079 --> 00:15:15.282]  Well, it's typical, a stunt that the FBI pulls.
[00:15:15.662 --> 00:15:22.628]  And to put this in context for the viewers, after studying Oklahoma City, which occurred in 1995, April 1995, TWA comes along 15 months later, in July of 1996.
[00:15:28.582 --> 00:15:35.325]  The way that the narrative was pushed for Oklahoma City was completely false, according to what the Justice Department offered.
[00:15:35.945 --> 00:15:40.287]  That worked so well for them that they decided to roll out the same bag of tricks for TWA 800.
[00:15:41.048 --> 00:15:44.349]  So, what they're saying now is that Ramsey Youssef had something to do with it.
[00:15:44.529 --> 00:15:45.129]  Well, that's false.
[00:15:45.349 --> 00:15:45.990]  Patently false.
[00:15:46.430 --> 00:15:46.910]  On his face.
[00:15:47.330 --> 00:15:48.971]  Evidence, damage, witnesses, everything.
[00:15:48.991 --> 00:15:50.532]  It's just complete bunk.
[00:15:51.252 --> 00:16:01.374]  There's another storyline going on that there is Scarpa, former member of the Mafia, limited hangout member of the Mafia, and he was incarcerated in Florence, Colorado.
[00:16:01.575 --> 00:16:05.155]  He brings out the story of Ramsey Yusuf and then embellishes it.
[00:16:05.415 --> 00:16:07.136]  Well, we know that whole story's false.
[00:16:07.676 --> 00:16:14.498]  So what we're dealing with, and the Justice Department has actually become very good at this, not saying it's good, but they're aces at this game of doing a shell game.
[00:16:14.538 --> 00:16:18.839]  They'll go ahead and present different storylines, completely ignoring what actually happened.
[00:16:18.899 --> 00:16:20.099]  So that's what we have here this morning.
[00:16:21.092 --> 00:16:31.597]  Right, and at the time when this came up, the FBI actually said that those materials were a hoax and that there was no way Yusef was involved, but now they're kind of bringing it back around.
[00:16:31.777 --> 00:16:35.458]  So it completely torpedoes any credibility they have on their stories.
[00:16:36.019 --> 00:16:37.840]  Now, I do have to qualify that.
[00:16:38.320 --> 00:16:46.824]  In my research in the TWA 800 case, there were very good, very conscientious employees with the NTSB, with the FBI, with the U.S.
[00:16:46.844 --> 00:16:49.925]  Coast Guard, as well as a lot of search and rescue people.
[00:16:50.565 --> 00:16:50.865]  Yes, we are.
[00:17:05.653 --> 00:17:10.499]  The FBI pretty much enacted the equivalent of martial law on the dock.
[00:17:10.920 --> 00:17:17.248]  And all of the information and the evidence, everything was coming in from the bottom of Long Island Sound, was commandeered by the FBI.
[00:17:17.408 --> 00:17:19.891]  They only wanted one storyline to come through.
[00:17:19.911 --> 00:17:22.394]  Well, that's no way to conduct an investigation.
[00:17:23.709 --> 00:17:24.129]  Exactly.
[00:17:24.770 --> 00:17:29.333]  And their official story didn't match eyewitnesses.
[00:17:29.353 --> 00:17:36.057]  It was two Air National Guard pilots in the air at the time identified this streak in the sky as a missile.
[00:17:36.958 --> 00:17:37.478]  That's correct.
[00:17:37.698 --> 00:17:44.103]  And in my research, even as a filmmaker, you have to go back to the basic, break it down into the simplest of terms.
[00:17:44.543 --> 00:17:46.665]  You have your physical evidence, the debris field.
[00:17:47.145 --> 00:17:49.947]  There were actually two parts of that plane that landed on
[00:17:50.567 --> 00:17:58.411]  Two sections that landed on the ocean floor, even though they were blown, you know, to, as they say, you know, some of it wasn't even recognizable.
[00:17:59.111 --> 00:18:03.994]  The front of the plane was actually fell down first, and then the back of the plane followed.
[00:18:04.614 --> 00:18:07.475]  What the FBI did is they mapped the debris field in reverse.
[00:18:08.356 --> 00:18:15.979]  Well, that shows that it was actually, if we were to follow their storyline, it would have been an incoming flight coming in from Charles de Gaulle versus an outgoing flight from JFK.
[00:18:16.219 --> 00:18:16.700]  Ludicrous!
[00:18:17.180 --> 00:18:19.061]  Right there, we knew that something was horribly wrong.
[00:18:20.449 --> 00:18:26.353]  General Parton, retired Air Force General, and if you want me to go into, we had a discussion on this previously.
[00:18:27.793 --> 00:18:30.115]  I was at his home the third week of October of 2003.
[00:18:30.175 --> 00:18:35.318]  We were talking about the Oklahoma City case, nothing to do with TWA at all.
[00:18:36.038 --> 00:18:46.024]  After a lengthy discussion, got to be about 4 a.m., I had to get up and get a flight early the next morning, or that morning to go back to Oklahoma City, and I was at his home in Alexandria, Virginia.
[00:18:47.096 --> 00:18:48.458]  I get up from his dining room table.
[00:18:48.659 --> 00:18:54.128]  He looked at me point blank, plain as day, and said, I designed the ordinance that took that plane down.
[00:18:55.510 --> 00:18:56.672]  And I said, what are you talking about?
[00:18:56.692 --> 00:18:57.513]  And he says, TWA 800.
[00:18:59.048 --> 00:19:12.722]  So we sat down for another four hours and he took me through all of the details, sketched out the debris field, what happened to the ordnance, and he said it was a special missile ordnance that they designed at the Pentagon Armament Lab.
[00:19:12.742 --> 00:19:14.284]  It was called a backstop missile system.
[00:19:14.484 --> 00:19:17.087]  If the first missile didn't take the target out, the second one would.
[00:19:17.487 --> 00:19:18.808]  And he showed me exactly what happened.
[00:19:19.389 --> 00:19:22.990]  He told me where the damage entered in to the fuselage.
[00:19:23.271 --> 00:19:24.531]  Cut it in half like a meat cleaver.
[00:19:25.071 --> 00:19:28.393]  The entrance hole was about four to five feet in diameter.
[00:19:28.433 --> 00:19:30.193]  The exit hole was over eight feet in diameter.
[00:19:30.433 --> 00:19:33.135]  There is no symmetry at all on that explosion.
[00:19:33.675 --> 00:19:39.737]  So, if you want to believe the FBI story of Ramsey Yusuf having an explosive ordinance under the seat, you're going to have symmetry.
[00:19:40.137 --> 00:19:44.499]  If you want to believe the center fuel tank explosion reason, you're going to have symmetry.
[00:19:44.519 --> 00:19:46.340]  There was no symmetry at all on the damage of that.
[00:19:47.140 --> 00:20:00.410]  And the cruel thing is that when they reconstructed this plane at the Calverton hangar, and it was a closed National Guard hangar, the reconstruction of the plane clearly shows there was no symmetry on the explosion.
[00:20:00.510 --> 00:20:05.113]  So why they're rolling this whole story out is completely beyond me, and it's simply not true.
[00:20:05.700 --> 00:20:16.345]  And the Chief Fire and Explosives Investigator on the Flight 800 said he was absolutely certain that a spark from damaged wiring triggered the explosion of overheated fuel vapors.
[00:20:17.026 --> 00:20:21.308]  But you have... Well, there were two things on that that I learned early on.
[00:20:21.968 --> 00:20:25.049]  That was an incoming flight from Athens, Greece, the night before.
[00:20:26.270 --> 00:20:30.192]  And the servo pump actually emptied that tank to 10% of its capacity.
[00:20:31.559 --> 00:20:34.300]  Low displacement and fuel allocation and so forth.
[00:20:35.120 --> 00:20:40.383]  The TWA, I mean, you don't have to have a full plane of fuel to fly to Paris.
[00:20:40.443 --> 00:20:45.745]  So, anyway, that particular center fuel tank that they claimed blew up simply was only about 10% full.
[00:20:46.585 --> 00:20:50.407]  Second thing was that the faulty wiring that the FBI had claimed that was used
[00:20:51.267 --> 00:20:54.829]  To cause that explosion was not in any Boeing aircraft since November of 1969.
[00:20:55.329 --> 00:21:04.174]  And I got that piece of information from a retired, he was a senior mechanic with TWA, worked out of their Kansas City service hangar.
[00:21:04.194 --> 00:21:12.498]  And he said that because of another airline that, foreign airline that Boeing had used that wiring in, they had a catastrophic accident with that.
[00:21:13.219 --> 00:21:17.101]  In September of 1969, it was November of 69, Boeing took all that wiring out,
[00:21:18.081 --> 00:21:24.402]  And the 747, fleet of 747s didn't hit the drawing boards at Boeing Field until 1972.
[00:21:25.563 --> 00:21:34.204]  So we're talking about nearly two and a half to three year complete time period where obviously they're not even going to bring in faulty wiring to put on a new aircraft.
[00:21:34.224 --> 00:21:37.585]  So why the FBI chose to pull that story is beyond me.
[00:21:37.605 --> 00:21:46.447]  And it's really unfortunate because there's a lot of good agents on there that wanted this truth to come out and it was their testimony and their fact-finding efforts that were quashed on this whole thing.
[00:21:47.532 --> 00:21:47.872]  Exactly.
[00:21:47.892 --> 00:21:57.376]  And it seems like the documentary that's coming out on Wednesday, it has those six investigators that were working that said that they were actually coerced or silenced by the FBI.
[00:21:57.396 --> 00:21:57.996]  True.
[00:21:58.437 --> 00:22:01.638]  And so now some people are using CNN.
[00:22:01.678 --> 00:22:03.179]  They aired a government
[00:22:04.139 --> 00:22:13.265]  Sponsored reenactment of the flight and they said that maybe the witnesses saw the flash coming up because of the decline that the plane took.
[00:22:13.605 --> 00:22:14.746]  No.
[00:22:15.687 --> 00:22:18.449]  According to General Parton, of course, there were actually two missiles that hit it.
[00:22:18.489 --> 00:22:21.871]  The first one came in actually on the right side of the plane.
[00:22:21.891 --> 00:22:24.573]  There was some speculation as far as it coming on the left side.
[00:22:24.933 --> 00:22:32.518]  Engine number three, if you count out one, two, three and four engine, it was following the heat trail on engine number three and it cut the fuselage in half between rows 17 and 19.
[00:22:34.179 --> 00:22:40.501]  And that's when the first, the front part of the plane, now what you're alluding to, referring to, is what the CIA came up with in their animation.
[00:22:40.921 --> 00:22:41.441]  Red flag.
[00:22:41.661 --> 00:22:46.602]  When the CIA shows up in an investigation, there's bound to be all kind of, you know, rabbit trails.
[00:22:46.682 --> 00:22:49.923]  They want, their job is to deflect you from what actually happened.
[00:22:50.663 --> 00:22:55.885]  And as an investigative journalist, you know, as well as I, that you've really got to stay focused, keep your eye on the ball.
[00:22:55.965 --> 00:22:57.305]  The CIA doesn't want you to do that.
[00:22:58.812 --> 00:23:07.297]  The second missile came up and basically shoved the wheel housing from the first class cabin into the cockpit.
[00:23:07.957 --> 00:23:12.160]  The back of the plane climbed another 400 feet, then it hit the parabolic arch and started falling down.
[00:23:12.260 --> 00:23:14.921]  The CIA claimed it went up another 4,200 feet.
[00:23:14.941 --> 00:23:15.642]  That's impossible.
[00:23:16.102 --> 00:23:21.265]  The thrust, the computers, everything on the engine, simply, there's no way that the back of the plane would have climbed that high.
[00:23:21.785 --> 00:23:24.587]  But that was just their diversion, their story.
[00:23:24.687 --> 00:23:25.507]  They wanted to get out there.
[00:23:25.708 --> 00:23:26.248]  It's not true.
[00:23:27.788 --> 00:23:35.722]  Right, and then so the investigative journalist Lance that has put these, you know, brought these documents to light is saying that
[00:23:36.957 --> 00:23:40.278]  He's basically arguing that they're saying it was officially the wiring.
[00:23:40.458 --> 00:23:43.020]  And he's saying, no, it was actually this Ramzi Youssef.
[00:23:43.060 --> 00:23:44.460]  So they're sort of playing a shell game.
[00:23:44.520 --> 00:23:44.940]  Exactly.
[00:23:45.100 --> 00:23:47.902]  You have just a simple math.
[00:23:47.922 --> 00:23:49.042]  You have three different shells.
[00:23:49.102 --> 00:23:51.123]  Well, they're actually diverting you to two.
[00:23:51.223 --> 00:23:52.483]  What's under the third shell?
[00:23:52.543 --> 00:23:53.984]  And that's what we're trying to focus on.
[00:23:54.404 --> 00:23:55.004]  And the truth.
[00:23:55.765 --> 00:23:56.805]  When you have a retired U.S.
[00:23:56.825 --> 00:24:01.887]  Air Force general that says he designed that ordinance at the Pentagon Armament Lab, the shared ordinance with the U.S.
[00:24:01.927 --> 00:24:03.148]  Navy and the U.S.
[00:24:03.208 --> 00:24:05.689]  Air Force, a retired senior mechanic
[00:24:06.522 --> 00:24:18.031]  You have a retired United Airlines pilot who was actually a very good friend of mine out in L.A., sued the NTSB, the CIA, the FAA, and the FBI in federal court in Los Angeles.
[00:24:18.211 --> 00:24:22.074]  One of them, he compelled them to bring forth the evidence and they refused to do so.
[00:24:22.914 --> 00:24:26.537]  So, you know, you look at this whole thing and it's like, okay, well we know it was shot down.
[00:24:26.697 --> 00:24:27.938]  We know the families are lied to.
[00:24:28.198 --> 00:24:29.199]  We know there was a cover-up.
[00:24:29.459 --> 00:24:32.301]  Why not just step up and tell these families what happened?
[00:24:32.521 --> 00:24:35.364]  I mean, that's the least that they deserve, is the truth.
[00:24:36.204 --> 00:24:37.285]  You know, respect the families.
[00:24:39.306 --> 00:24:58.800]  So you were talking to me earlier about that there was a base or something, there was some sort of a training exercise going on there, and that's the real... Yeah, it was a top-secret exercise going on off the coast of Long Island that evening, and from the best that General Parton was able to speculate, and some of his colleagues that he went to
[00:24:59.580 --> 00:24:59.920]  Yes, we are.
[00:25:17.751 --> 00:25:26.393]  And there was a special top-secret drone that was floating about, they estimate between 62,000 and 68,000 feet above the earth, monitoring this whole exercise going on.
[00:25:26.793 --> 00:25:29.174]  TWA-800 breached the security perimeter.
[00:25:30.074 --> 00:25:31.595]  And it was unfortunate.
[00:25:31.615 --> 00:25:33.195]  I mean, just, it was a blip on the radar.
[00:25:34.115 --> 00:25:42.938]  And the ship that was in charge of shooting down the drones that were launched from the submarines, that's the story that I got from General Partin, mistook the TWA-800 for one of the drones.
[00:25:45.734 --> 00:25:53.177]  Now, here's the thing that the FBI fails to mention is, there were actually 25 vessels in that group, in that exercise.
[00:25:53.677 --> 00:25:55.277]  23 surface vessels, 2 submarines.
[00:25:55.878 --> 00:26:05.641]  Every one of them, according to radar tracking all the way from Maine down to Logan Field in Boston, and JFK all the way down to South Carolina, tracked these vessels leaving the scene of the accident.
[00:26:06.081 --> 00:26:07.362]  Well, why wouldn't they come back and help?
[00:26:08.473 --> 00:26:10.774]  That's telltale right there, there's something horribly wrong.
[00:26:10.794 --> 00:26:11.635]  You have the U.S.
[00:26:11.675 --> 00:26:14.717]  Navy, some of the top experts in salvage and so forth.
[00:26:15.097 --> 00:26:21.881]  They had to wait three days to bring up a salvage trawler from South Carolina to bring the debris up from the bottom of Long Island Sound.
[00:26:22.301 --> 00:26:23.722]  So that's another red flag.
[00:26:24.422 --> 00:26:27.484]  So why do you think the truth hasn't come out about the training exercise?
[00:26:28.390 --> 00:26:29.792]  That was a top-secret exercise.
[00:26:29.832 --> 00:26:33.396]  I guess that's a question you're going to have to ask the Pentagon and the U.S.
[00:26:33.436 --> 00:26:33.676]  Navy.
[00:26:33.757 --> 00:26:34.598]  I don't know for sure.
[00:26:35.519 --> 00:26:44.490]  My speculation as a citizen, as an investigative journalist that stepped back and looked at this case, the government would have been sued for billions of dollars.
[00:26:44.510 --> 00:26:46.592]  I mean, it was a catastrophic accident.
[00:26:47.513 --> 00:26:53.857]  And of course, the Atlanta Olympics were taking place during that time period, so it would have been a massive public relations disaster, too.
[00:26:53.957 --> 00:27:04.684]  So, there was a lot of things running concurrently that it would have been more advantageous for the powers that be and then the top decision makers just to sweep this under the rug, and that's exactly what they did.
[00:27:06.485 --> 00:27:11.709]  But we tie into the state of mind psychology of control in a movie that's coming out this Wednesday.
